-0.0037895+0.00041105i,-0.0018681+7.1483e-05i,-0.0028687+0.0012049i,-0.0032736+0.0024393i,-0.0026476+0.0035816i,-0.001178+0.0026861i,0.00027349+0.0017914i,0.0012318+0.0018728i,0.0013988+0.0013803i,0.001648+0.00028827i,0.001798-0.00085686i,0.0012568-0.00090113i,0.00057514-0.00083219i,-0.00015198-0.00050707i,-0.00050565+0.00012614i,-0.00083066-0.0003345i,-0.00066575-0.00049667i,-0.00019135-0.00055617i,0.00038125-0.00050301i,-0.00059463-0.00019771i,-0.001409-0.00019443i,-0.0008467-0.00023504i,-0.00019328-0.00057207i
0.035716+0.014613i,0.097698+0.026664i,0.18794+0.041275i,0.25475+0.053029i,0.2496+0.031145i,0.17602-0.050734i,0.069241-0.14966i,-0.0040987-0.18168i,-0.012226-0.143i,-0.0098991-0.083662i,-0.015286-0.025258i,-0.0016585+0.012729i,0.015006+0.021398i,0.016836+0.021178i,0.012004+0.022466i,0.0072879+0.022304i,0.006418+0.019588i,0.0089709+0.011936i,0.0090642+0.0035808i,0.0052413+0.0024174i,0.0018918+0.0019085i,-0.0027229-0.0043565i,-0.0089699-0.0086258i
-0.023856+0.03293i,-0.061181+0.069129i,-0.1182+0.097358i,-0.17012+0.090856i,-0.20488+0.066051i,-0.21168+0.089021i,-0.16086+0.15997i,-0.07603+0.18532i,-0.01969+0.14355i,0.011067+0.087189i,0.032968+0.033465i,0.028812-0.0032343i,0.013642-0.010598i,0.0061783-0.0067655i,0.0021562-0.0071589i,0.00024385-0.012128i,-0.0037081-0.015945i,-0.0098078-0.013877i,-0.010032-0.0093231i,-0.0043226-0.0090437i,0.0015947-0.0088492i,0.0060848-0.0026156i,0.011884+0.0018924i
-0.013015-0.026841i,-0.021031-0.072281i,-0.01839-0.11912i,0.0025173-0.1071i,0.075305-0.038068i,0.18115-0.018622i,0.21364-0.077361i,0.14599-0.10368i,0.067432-0.076413i,0.02041-0.053113i,-0.011238-0.02962i,-0.020216-0.0056826i,-0.016277+0.0019608i,-0.015057+0.00050221i,-0.014224-0.00079098i,-0.014426+0.0022225i,-0.010258+0.010403i,-0.001774+0.014991i,0.0010464+0.011982i,-0.0011692+0.010231i,-0.00039011+0.012094i,0.0034597+0.0088431i,0.0024064+0.0017331i
0.027868-0.013226i,0.06276+0.0082821i,0.11215+0.050388i,0.12836+0.036233i,0.032361-0.049209i,-0.1448-0.078143i,-0.23581-0.021397i,-0.18723+0.0081119i,-0.10561+0.0027763i,-0.04606+0.013167i,-0.0017448+0.017491i,0.019569+0.004301i,0.024108-0.0048195i,0.02361-0.0013001i,0.021996+0.0064225i,0.023364+0.0068372i,0.021784-0.00060407i,0.013615-0.0074618i,0.0068217-0.0096812i,0.0044671-0.0129i,-0.0002236-0.019012i,-0.009087-0.020247i,-0.013674-0.014316i
-0.0018695+0.0070604i,-0.052241+0.016591i,-0.1581+0.047918i,-0.21915+0.12915i,-0.12892+0.21834i,0.050091+0.22515i,0.16055+0.16103i,0.15895+0.10542i,0.10816+0.061613i,0.047243+0.0098328i,-0.0077246-0.018195i,-0.038267-0.009998i,-0.042503+0.0058169i,-0.034416+0.0050983i,-0.029602-0.0048173i,-0.029766-0.0055251i,-0.024898+0.0023885i,-0.013676+0.0099143i,-0.0055334+0.011721i,-0.0036828+0.011456i,-0.001626+0.013252i,0.0060026+0.014784i,0.01354+0.012805i
0.0056516-0.0058181i,0.038637-0.051263i,0.10625-0.16791i,0.14224-0.30636i,0.08559-0.37088i,-0.014796-0.34467i,-0.079553-0.27476i,-0.086682-0.19823i,-0.054914-0.13056i,-0.017558-0.069924i,0.010911-0.025889i,0.02621-0.016759i,0.023549-0.021329i,0.018611-0.011103i,0.024102+0.0056036i,0.032345+0.010726i,0.032848+0.0034867i,0.025233-0.0071117i,0.013664-0.01095i,0.0055695-0.0082705i,-0.00013182-0.0091803i,-0.010042-0.011822i,-0.017639-0.0080579i
-0.016851+0.015165i,-0.002356+0.086169i,0.036402+0.21721i,0.062454+0.34076i,0.036965+0.39059i,-0.0012223+0.37715i,-0.0036484+0.31782i,0.0067884+0.22792i,0.010889+0.14849i,0.01552+0.08415i,0.013586+0.032648i,0.0070347+0.01554i,0.0061069+0.016085i,0.0024595+0.0084952i,-0.0084568-0.0028983i,-0.020029-0.0091284i,-0.024624-0.0066684i,-0.018704-0.00010005i,-0.0079678+0.0018785i,-0.0018151+0.0012249i,0.0012344+0.0030842i,0.0077693+0.0037699i,0.011553-0.0025912i
-0.029878-0.01787i,-0.095177-0.037803i,-0.18984-0.065127i,-0.21056-0.10708i,-0.089338-0.18043i,0.048923-0.24883i,0.090159-0.23685i,0.073473-0.16078i,0.040742-0.09538i,0.0069403-0.044264i,-0.0037415-0.00067167i,0.0021997+0.011784i,0.0053688+0.006597i,0.0063541+0.0048277i,0.0094463+0.0068262i,0.014388+0.010539i,0.017902+0.010793i,0.015277+0.0070284i,0.0098456+0.0050065i,0.010375+0.0057867i,0.013527+0.0050483i,0.010937+0.0035964i,0.0076895+0.0056113i
0.021934-0.019883i,0.071252-0.068455i,0.12381-0.13206i,0.097382-0.13241i,-0.034694-0.012876i,-0.15421+0.12304i,-0.17391+0.13194i,-0.14099+0.056963i,-0.095355+0.012073i,-0.045583-0.0032657i,-0.017353-0.018813i,-0.011693-0.02433i,-0.010671-0.018644i,-0.0053554-0.0107i,0.00079589-0.0092846i,-0.001305-0.01609i,-0.010043-0.020184i,-0.017153-0.01574i,-0.018626-0.0086985i,-0.017803-0.0045823i,-0.018932-0.0014324i,-0.018545+0.001893i,-0.015096+0.0050799i
0.020701+0.030967i,0.040873+0.088877i,0.069328+0.16873i,0.11711+0.19522i,0.18022+0.10962i,0.2221+0.0052006i,0.21843-0.00036006i,0.19303+0.04126i,0.15011+0.036968i,0.081524+0.010452i,0.026008+0.0063728i,0.0093289+0.014779i,0.01051+0.017371i,0.0055988+0.014319i,-0.0041176+0.015902i,-0.0053664+0.024199i,0.0035862+0.028017i,0.012818+0.021855i,0.013006+0.010393i,0.0089751-0.0001531i,0.009089-0.007715i,0.0099818-0.012907i,0.0099797-0.014625i
-0.024873+0.01314i,-0.072356-0.0032891i,-0.15223-0.063287i,-0.23849-0.12464i,-0.28991-0.12569i,-0.28597-0.096672i,-0.23753-0.093921i,-0.17884-0.090795i,-0.11885-0.059151i,-0.051302-0.03167i,-0.008292-0.026489i,-0.0055846-0.028267i,-0.013981-0.024302i,-0.0092795-0.01818i,0.0033984-0.018928i,0.0094781-0.025315i,0.0060916-0.027509i,0.00071353-0.022879i,0.00014752-0.013952i,0.00054728-0.0067141i,-0.0036289-0.0021277i,-0.0085524+0.0038394i,-0.010315+0.0080597i
-0.0037237-0.018271i,0.027374-0.026494i,0.11898-0.0076863i,0.24442+0.04813i,0.31232+0.10998i,0.27562+0.14241i,0.17436+0.14183i,0.084271+0.11502i,0.041139+0.077817i,0.018756+0.046754i,0.0048821+0.028044i,0.0065277+0.019678i,0.011533+0.014567i,0.0066464+0.012126i,-0.0040278+0.015908i,-0.0097346+0.023095i,-0.0070472+0.026636i,-0.00053721+0.022629i,0.0032011+0.014144i,0.0044939+0.008279i,0.0081347+0.0042387i,0.010782-0.0035415i,0.0062698-0.0099006i
0.0077481-0.01057i,-0.022609+0.0016021i,-0.11015+0.041402i,-0.22124+0.051482i,-0.27345-0.026124i,-0.2215-0.11867i,-0.095766-0.14171i,0.0040587-0.12259i,0.019117-0.094031i,0.0026207-0.051685i,0.0019235-0.018447i,0.00118-0.0094985i,-0.0034768-0.0094317i,-0.00078955-0.010109i,0.0061362-0.012783i,0.011644-0.016714i,0.014649-0.018776i,0.012909-0.01519i,0.0084444-0.0080617i,0.0032422-0.0026746i,-0.0022006+0.0020442i,-0.0021068+0.007989i,0.003073+0.0098935i
0.01932-0.012645i,0.028491-0.052212i,0.038988-0.11878i,0.068121-0.12421i,0.11743-0.004063i,0.11676+0.11816i,0.028446+0.12552i,-0.047387+0.090605i,-0.042188+0.062057i,-0.01761+0.022515i,-0.015998-0.0014368i,-0.013817-0.0015268i,-0.0092162+0.0042448i,-0.0086409+0.010731i,-0.0089643+0.014091i,-0.013527+0.014212i,-0.020671+0.013129i,-0.02384+0.010971i,-0.019846+0.0089869i,-0.011785+0.0054947i,-0.0044703+0.0010923i,-0.0022483-0.0025692i,-0.003175-0.0014487i
0.0073728+0.016671i,0.041769+0.05556i,0.10489+0.089875i,0.12235+0.061486i,0.038608-0.032023i,-0.024811-0.084598i,0.028509-0.043658i,0.094427-0.0025008i,0.086723-0.0020119i,0.051497+0.0013356i,0.033485+0.0082983i,0.027803+0.0062752i,0.024204-0.0018706i,0.01782-0.0077636i,0.014763-0.0052409i,0.019724-0.0021327i,0.025957-0.0054639i,0.026289-0.010155i,0.017429-0.011546i,0.0066912-0.0092982i,0.0010587-0.005905i,-0.0014841-0.0048591i,-0.0037034-0.007088i
-0.034925+0.0083329i,-0.087547+0.034964i,-0.16015+0.083755i,-0.18555+0.13349i,-0.12604+0.14462i,-0.074931+0.097272i,-0.096651+0.014276i,-0.11978-0.032003i,-0.09068-0.023148i,-0.043909-0.015412i,-0.023254-0.017334i,-0.02549-0.0092037i,-0.024622+0.002915i,-0.01705+0.0042868i,-0.016007-0.0025523i,-0.022451-0.0055225i,-0.025613-0.0016803i,-0.020303+0.0025243i,-0.0097625+0.0031555i,-0.00080208+0.00074157i,0.0046611-0.0012883i,0.0071692-0.0005379i,0.0077613+0.0029823i
-0.0087162-0.026683i,-0.0044179-0.080124i,0.017025-0.15967i,0.05863-0.21485i,0.094292-0.19907i,0.099856-0.12016i,0.090478-0.020001i,0.077262+0.032934i,0.056403+0.026519i,0.03127+0.014497i,0.020132+0.0092785i,0.01882-0.0015518i,0.016022-0.0067541i,0.016691-0.0007144i,0.021508+0.0064639i,0.026683+0.0093947i,0.027749+0.011495i,0.022966+0.012i,0.014051+0.0086946i,0.0060188+0.0034902i,-0.00083692-0.0014322i,-0.0081168-0.0038561i,-0.0097319-0.0032521i
0.021331-0.0026776i,0.053612+0.014509i,0.068612+0.070233i,0.016371+0.14819i,-0.073392+0.18552i,-0.094757+0.13869i,-0.03796+0.035181i,0.0046094-0.037262i,0.0053676-0.042155i,0.0012554-0.022857i,0.0020954-0.0128i,0.00093354-0.0066614i,-0.0044767-0.0031653i,-0.012293-0.0045003i,-0.019091-0.0057144i,-0.023012-0.0077902i,-0.021047-0.012454i,-0.014532-0.015407i,-0.0078001-0.012534i,-0.0031069-0.00513i,0.0021375+0.0019271i,0.0085228+0.0039213i,0.0082233+0.0013411i
0.0063576+0.014481i,-0.0040812+0.022429i,-0.019289-0.0016468i,0.0026187-0.074197i,0.064659-0.14248i,0.071012-0.12902i,-0.0065841-0.040014i,-0.054356+0.036506i,-0.039243+0.042077i,-0.026209+0.01481i,-0.025164+0.0056087i,-0.017746+0.0073342i,-0.0066792+0.0078523i,0.0042437+0.010016i,0.012209+0.012071i,0.015751+0.013998i,0.016445+0.017524i,0.013347+0.019214i,0.0072066+0.015105i,0.0012596+0.006867i,-0.0053425+0.00081821i,-0.011207-0.00047188i,-0.0098494-0.00046311i
-0.0076769+0.014337i,-0.007836+0.021824i,0.0066191+0.030727i,0.0034647+0.066342i,-0.042622+0.12655i,-0.049273+0.13783i,0.024072+0.072403i,0.07004-0.0010656i,0.05296-0.024113i,0.036011-0.016617i,0.029685-0.016116i,0.01978-0.018788i,0.009469-0.019525i,-0.001238-0.019685i,-0.0080949-0.018641i,-0.0086265-0.020121i,-0.0082732-0.023144i,-0.0070453-0.023224i,-0.0044474-0.016178i,-2.9141e-05-0.0041109i,0.0073127+0.004953i,0.013805+0.0060379i,0.011633+0.0035143i
-0.014791-0.0061219i,-0.033201-0.0047312i,-0.050219+0.0087552i,-0.03795+0.010768i,0.0043207-0.037328i,0.0064081-0.08569i,-0.050614-0.076672i,-0.074452-0.041896i,-0.044647-0.02061i,-0.021387-0.011942i,-0.015057-0.0016455i,-0.010759+0.008948i,-0.0043524+0.014223i,0.0035717+0.014944i,0.005881+0.015381i,0.0034929+0.017931i,0.0011131+0.019503i,-0.0017411+0.016179i,-0.0037555+0.0087283i,-0.004649+0.00045585i,-0.005194-0.005017i,-0.0052768-0.0057708i,-0.0021046-0.0035461i
0.007753-0.017146i,0.012519-0.050842i,-0.0075922-0.092642i,-0.044443-0.10424i,-0.059959-0.06025i,-0.032027+0.0077846i,0.029283+0.05359i,0.06525+0.061361i,0.053632+0.044646i,0.031885+0.027528i,0.021953+0.012935i,0.013909+0.0011748i,0.0051995-0.0029997i,0.0044634-0.0051042i,0.0072053-0.010911i,0.0080746-0.017527i,0.011776-0.018917i,0.015352-0.015084i,0.013132-0.010682i,0.0087341-0.0080246i,0.0052506-0.0056233i,0.0013545-0.0023307i,-0.0025657+0.00097235i
0.02018+0.0041113i,0.054359+0.015542i,0.099085+0.040018i,0.13126+0.074599i,0.1282+0.093556i,0.095586+0.061851i,0.041587-0.0042166i,-0.0094676-0.035079i,-0.022092-0.023507i,-0.010865-0.012533i,-0.0063986-0.0080744i,-0.0040303-0.0031789i,-0.0037531+0.0018198i,-0.0097701+0.010056i,-0.01346+0.019455i,-0.012524+0.025237i,-0.013511+0.025449i,-0.015153+0.020075i,-0.010426+0.012508i,-0.002338+0.0056304i,0.0023455-0.0024305i,0.0021986-0.010128i,0.00019258-0.011262i
-0.00566+0.013738i,-0.028966+0.036242i,-0.062382+0.05147i,-0.10061+0.0098312i,-0.14304-0.068213i,-0.16499-0.073345i,-0.1373-0.0010785i,-0.080666+0.03896i,-0.045415+0.025591i,-0.032769+0.01084i,-0.021086+0.009284i,-0.012639+0.0095296i,-0.0057253+0.0047452i,0.0023881-0.0045515i,0.0070165-0.013864i,0.0082224-0.017763i,0.01125-0.016528i,0.014373-0.012003i,0.01065-0.0048838i,0.0018831+0.0031535i,-0.0040607+0.010245i,-0.0051002+0.013339i,-0.0034808+0.010122i
-0.015331-0.0044365i,-0.031526-0.012058i,-0.026212-0.0095969i,0.029792+0.03049i,0.11654+0.091933i,0.17245+0.086422i,0.16475+0.0055448i,0.11559-0.051486i,0.06985-0.051935i,0.043296-0.041293i,0.023327-0.039366i,0.0088224-0.035402i,-0.00014991-0.024478i,-0.0064564-0.0092662i,-0.010764+0.0022196i,-0.013538+0.0059731i,-0.014792+0.0070865i,-0.013332+0.0057863i,-0.010236+0.0031564i,-0.0053391+0.0013062i,1.5195e-05-0.002414i,0.0023983-0.0070835i,0.0045774-0.0063713i
-0.0032768-0.012563i,-0.0045656-0.023535i,-0.016208-0.040012i,-0.063539-0.060955i,-0.13436-0.081649i,-0.17346-0.073673i,-0.15381-0.019092i,-0.092912+0.025311i,-0.035985+0.024917i,-0.010437+0.01517i,0.0021411+0.016834i,0.011187+0.017959i,0.014531+0.012777i,0.016167+0.0063714i,0.018561+0.0011535i,0.019668-0.0027553i,0.018111-0.0030683i,0.01362-0.0013048i,0.0070681-0.00073545i,0.0026333-0.0003085i,0.00071387+0.0039174i,-0.00081435+0.0089711i,-0.0025166+0.0090678i
0.008049-0.0076582i,0.026851-0.010805i,0.044224-0.01417i,0.054244-0.0040741i,0.074556+0.030022i,0.099285+0.057438i,0.10399+0.046435i,0.079686+0.028502i,0.046952+0.025037i,0.024409+0.019077i,0.0093886+0.0089379i,0.0007421+0.0048183i,-0.0034624+0.0051096i,-0.0073693+0.0048891i,-0.011242+0.0035723i,-0.013133+0.0022457i,-0.011339-0.0020396i,-0.0073056-0.0084006i,-0.0026998-0.010749i,0.00059085-0.0097671i,0.0015215-0.0091009i,0.0007854-0.0082677i,-0.00076742-0.0048368i
0.0065924+0.014189i,0.02153+0.031703i,0.038161+0.047213i,0.052045+0.038351i,0.052218-0.0048229i,0.023059-0.049451i,-0.0227-0.060581i,-0.049625-0.04639i,-0.044748-0.03133i,-0.028233-0.021499i,-0.018857-0.013925i,-0.015436-0.0095647i,-0.01035-0.0054176i,-0.0014267+0.00097447i,0.0073848+0.0067111i,0.013173+0.0096113i,0.015707+0.013114i,0.016069+0.015703i,0.014975+0.012872i,0.011662+0.0071585i,0.0066977+0.0020718i,0.0017015-0.0027581i,-0.0014334-0.0065623i
-0.017932+0.012251i,-0.042076+0.0234i,-0.078496+0.039397i,-0.11403+0.062241i,-0.13771+0.093992i,-0.12294+0.12528i,-0.061215+0.12022i,-0.0055815+0.071485i,0.007965+0.030009i,0.0058179+0.015873i,0.010042+0.0075473i,0.012537+0.00067819i,0.0084576-0.0041783i,0.00024382-0.010246i,-0.0085406-0.013i,-0.015155-0.010628i,-0.017321-0.009594i,-0.01479-0.009433i,-0.010747-0.0053561i,-0.0081229-0.00022397i,-0.0038374+0.0028723i,0.0020863+0.0039i,0.0046704+0.0040953i
-0.0060531-0.013074i,-0.0094064-0.041633i,0.0030334-0.077564i,0.049077-0.10548i,0.10752-0.13322i,0.12436-0.15882i,0.085266-0.14553i,0.044289-0.093019i,0.029371-0.051867i,0.017199-0.03489i,0.0018762-0.021305i,-0.0050173-0.011748i,-0.0030817-0.0063716i,0.0034895+0.00057937i,0.00917+0.0060207i,0.010272+0.0069756i,0.0089543+0.0057575i,0.0049984+0.0047705i,-0.00015334+0.0042463i,-0.0037279+0.0041488i,-0.0058716+0.0028644i,-0.0071777+0.00027888i,-0.0057787-0.0017512i
0.012089-0.0034032i,0.028681-0.00087662i,0.027117+0.014145i,-0.019478+0.052794i,-0.088939+0.10197i,-0.12412+0.12945i,-0.10325+0.12185i,-0.058692+0.093552i,-0.025645+0.060598i,-0.0072182+0.032973i,0.0042997+0.01662i,0.0098911+0.010249i,0.0084352+0.0054293i,0.0025504+7.979e-05i,-0.0021956-0.004273i,-0.0030561-0.0076972i,-5.3977e-05-0.00963i,0.0034434-0.0096723i,0.0050345-0.0081965i,0.0050964-0.0065569i,0.0045993-0.0044104i,0.0046243-0.00057323i,0.0036395+0.0031006i
0.0043863+0.0026613i,0.0045255+0.0099354i,0.006164+0.0058442i,0.026667-0.025625i,0.06929-0.064487i,0.097924-0.080929i,0.083075-0.078893i,0.043424-0.061692i,0.016395-0.033167i,0.0075233-0.01404i,0.00024013-0.0074324i,-0.0056171-0.0023045i,-0.0055802+0.0018843i,-0.0039638+0.0052137i,-0.0016574+0.0092125i,0.0018132+0.01318i,0.0021699+0.014892i,-0.000775+0.013754i,-0.0020732+0.011709i,-0.00084777+0.0096867i,-0.00036076+0.0063246i,-0.0017726+0.0023029i,-0.0029033-0.0010594i
0.0039446+0.00239i,-0.00012814+0.0069457i,0.00040007+0.020232i,-0.00010085+0.030047i,-0.022711+0.022676i,-0.052896+0.012558i,-0.049936+0.0077515i,-0.027897-0.0018186i,-0.018311-0.011269i,-0.014125-0.011701i,-0.0080053-0.0091036i,-0.0065705-0.0073383i,-0.0049655-0.0035832i,0.0001219-0.0024653i,0.002655-0.0047113i,0.00087824-0.0067946i,0.00061939-0.007605i,0.0037824-0.0062934i,0.0058486-0.0052274i,0.0046767-0.008359i,0.0031286-0.010256i,0.0006444-0.0070352i,-0.0020597-0.002375i
-0.0046067-0.001806i,-0.023156+8.7326e-05i,-0.044135+0.011552i,-0.047834+0.042919i,-0.020068+0.089556i,0.026744+0.12003i,0.056308+0.10373i,0.058871+0.058385i,0.048593+0.024213i,0.033694+0.0078949i,0.02374-0.0029548i,0.018871-0.010216i,0.011233-0.0091884i,0.0025529-0.0010741i,-0.0030388+0.0056788i,-0.0044925+0.007097i,-0.004239+0.0059874i,-0.0043248+0.0047395i,-0.0044869+0.0035431i,-0.0036746+0.0036936i,-0.00092218+0.0037892i,0.0019268+0.0011723i,0.0031076-0.0026465i
-0.0053712-0.014238i,-0.0047932-0.032651i,-0.0014371-0.070747i,-0.013916-0.11804i,-0.052889-0.15241i,-0.089828-0.15496i,-0.093298-0.10724i,-0.065302-0.038994i,-0.033249-0.0062069i,-0.016493-0.0014413i,-0.0095937+0.006896i,-0.00329+0.012742i,0.00081438+0.0080259i,0.003541-1.3221e-05i,0.0068422-0.0056592i,0.0086044-0.0073776i,0.0087874-0.0066732i,0.0074418-0.0054129i,0.0053206-0.0040726i,0.0037003-0.0032881i,0.0015617-0.0041534i,-0.0012227-0.0035425i,-0.0030402+0.0002793i
0.0052703-0.0021451i,0.028275+0.013633i,0.06307+0.045412i,0.089249+0.089439i,0.098031+0.12514i,0.084811+0.1231i,0.047216+0.082808i,0.011744+0.039911i,-0.0017805+0.01949i,-0.0033074+0.0093266i,-0.0058247+0.0010793i,-0.0060337-0.00074836i,-0.0025992-0.0008364i,-0.0024606-0.00018802i,-0.0048544+0.0023156i,-0.0061183+0.0043486i,-0.0046353+0.0032645i,-0.0022983-0.00084492i,-0.0021972-0.0032573i,-0.0037359+0.00025035i,-0.0032289+0.0055778i,0.00059487+0.0072173i,0.0038476+0.0053997i
-0.0092019+0.0099484i,-0.022791+0.026689i,-0.054345+0.032239i,-0.079273+0.0067892i,-0.068156-0.044533i,-0.035769-0.084661i,-0.011471-0.090466i,-0.0043663-0.072795i,-0.0041138-0.047952i,-0.0023844-0.028036i,-0.0024639-0.017059i,-0.0060693-0.0087506i,-0.0052912-0.0015775i,0.00062658-0.0001438i,0.0043007-0.0016057i,0.005961-0.0018401i,0.0078635-0.00015242i,0.0084935+0.0024703i,0.0079499+0.0044152i,0.008005+0.003295i,0.0056932-0.00053265i,-0.00099127-0.0031884i,-0.0062595-0.0034648i
-0.0075234-0.0017155i,-0.01013-0.017493i,-0.006079-0.037979i,0.0063164-0.031554i,0.0097007+0.0098945i,0.0036576+0.050348i,0.01379+0.055742i,0.028493+0.034265i,0.024154+0.014786i,0.013717+0.0068537i,0.0096958+0.0016007i,0.0057928-0.0022328i,0.00098092+4.2959e-05i,-0.00098067+0.0027031i,-0.0029838+0.0023823i,-0.0063668+0.0027958i,-0.0093427+0.0027867i,-0.010159+0.0013961i,-0.0098128+0.00016545i,-0.0087498+7.8539e-05i,-0.0061398+0.0010834i,-0.0014536+0.0024567i,0.0042276+0.0028286i
0.0036897+0.0049139i,0.016166+0.00069013i,0.026984+0.006592i,0.030586+0.019568i,0.034394+0.018937i,0.043865+0.014205i,0.039795+0.021531i,0.025527+0.0249i,0.018691+0.014648i,0.01465+0.0050137i,0.0097793+0.00014958i,0.0055634-0.0046999i,1.2919e-06-0.0049054i,-0.0025302-0.00016809i,-0.00080211+0.0018324i,0.00072276+0.00053361i,0.001391-0.0016332i,0.00029876-0.0030871i,0.00042433-0.0019476i,0.0052167-0.001357i,0.010018-0.0038286i,0.0076616-0.0063857i,0.00010781-0.006204i
0.0038476+0.0082629i,-4.0004e-05+0.004139i,-0.017785-0.0026184i,-0.052119-0.013741i,-0.096816-0.017365i,-0.13057-0.0095877i,-0.12003+0.002424i,-0.076391+0.01489i,-0.040025+0.017199i,-0.018406+0.011511i,-0.0033725+0.010049i,0.0064073+0.0091281i,0.0074943+0.0019068i,0.0019531-0.0044615i,-0.0016098-0.0052566i,-0.00029886-0.0042219i,0.003175-0.0027129i,0.005971-0.001508i,0.0047165-0.0023091i,-0.0008113-0.0022202i,-0.006353-0.0010476i,-0.0065781+0.00052079i,-0.0014737+0.0022831i
0.0022053-0.0052044i,0.0070502-0.0059791i,0.030232-0.0045843i,0.072861-0.0076348i,0.11046-0.01969i,0.11484-0.033526i,0.077726-0.039604i,0.030894-0.040253i,0.0071472-0.031045i,0.00021928-0.017106i,-0.005747-0.006783i,-0.0076664+0.00046058i,-0.0015042+0.0027748i,0.0042335+0.0016553i,0.0056389+0.0019906i,0.0052051+0.0052554i,0.00506+0.0076737i,0.0053305+0.0077311i,0.0048952+0.0064897i,0.0054486+0.0046643i,0.007453+0.0014939i,0.0082563-0.0025271i,0.0060066-0.0049795i
0.0011809-0.00038014i,-0.010336+0.013899i,-0.033475+0.040236i,-0.060582+0.062123i,-0.072662+0.059525i,-0.056717+0.034539i,-0.022674+0.0077161i,0.0025907-0.005618i,0.0096641-0.0081808i,0.0066187-0.0091899i,0.0010152-0.010457i,-0.0032828-0.0084336i,-0.0037847-0.0034064i,-0.0028102+0.00062638i,-0.0032871+0.00024588i,-0.0041846-0.0019794i,-0.0039726-0.0016582i,-0.0026588-6.042e-05i,-0.0012684-0.0014902i,-0.0035631-0.004584i,-0.0098711-0.0031697i,-0.013155+0.0034707i,-0.010554+0.0087879i
-0.0046306-0.010415i,-0.016975-0.0229i,-0.028183-0.047718i,-0.025541-0.0584i,-0.0052913-0.027379i,0.017232+0.017798i,0.02705+0.034445i,0.026252+0.02918i,0.022691+0.019785i,0.017775+0.0089503i,0.01285-0.0010286i,0.0078394-0.0061237i,0.0020505-0.0049049i,-0.00017965-0.00051606i,0.0014032+0.0017598i,0.0028939+0.00031892i,0.0038281-0.0025127i,0.0031717-0.0047179i,0.0022339-0.0032816i,0.0043076+0.00097542i,0.0084684+0.00084648i,0.010049-0.0051884i,0.0071835-0.010168i
0.0030899-0.0042456i,0.022861-0.0053373i,0.052162-0.0041413i,0.05861-0.002448i,0.030559-0.011822i,-0.0031217-0.022774i,-0.021972-0.012482i,-0.02681+0.0049774i,-0.019964+0.0076462i,-0.008543+0.0041978i,-0.0015469+0.0031256i,0.00016061+0.0012285i,-0.0011519-0.0015332i,-0.0031596-0.0024862i,-0.0036303-0.0012335i,-0.0032086+0.00081921i,-0.0031665+0.0012739i,-0.0030208+0.00025403i,-0.0022012-0.0014113i,-0.0022705-0.0031955i,-0.0047908-0.002581i,-0.0064155+0.0017185i,-0.0057787+0.006233i
-0.0099559+0.011606i,-0.0088931+0.030363i,-0.015722+0.056178i,-0.027237+0.069709i,-0.029967+0.06387i,-0.031653+0.048963i,-0.031141+0.02431i,-0.017364+0.00021792i,-0.0059358-0.0063476i,-0.0040915-0.0022783i,-0.0012247-0.00060967i,0.0035998-0.0032271i,0.0054919-0.0064647i,0.0036329-0.006738i,0.0012682-0.0047717i,0.00058795-0.0035049i,0.0016299-0.0032445i,0.0015001-0.0034166i,-1.4167e-05-0.0012269i,-7.052e-05+0.0046576i,0.00259+0.0084792i,0.0054792+0.0055637i,0.0063607-0.00027696i
-0.0092257-0.0012559i,-0.019108-0.0098572i,-0.025863-0.032283i,-0.014556-0.059835i,0.0057352-0.08095i,0.020065-0.083059i,0.025391-0.06081i,0.020167-0.036857i,0.011495-0.024805i,0.0040622-0.015185i,-0.00036936-0.0030174i,-0.00023789+0.0065535i,0.0031318+0.0091176i,0.006677+0.0062121i,0.007314+0.0023791i,0.0052692+0.0012597i,0.0030812+0.0017748i,0.0025449+0.0017149i,0.0027588-0.00055094i,0.0013727-0.0056303i,-0.0026945-0.010613i,-0.0069916-0.010436i,-0.0077225-0.0062438i
0.00066699-0.0017906i,0.012496-0.005507i,0.024683+0.0028299i,0.030009+0.032456i,0.023736+0.062327i,0.017698+0.068454i,0.019287+0.053483i,0.022376+0.035034i,0.020376+0.019786i,0.011468+0.0070316i,0.00038073-0.00054219i,-0.0062779-0.0018251i,-0.0073897+0.00081896i,-0.0067779+0.0046771i,-0.0048769+0.0073469i,-0.0027908+0.0088612i,-0.00096158+0.0099278i,0.0011215+0.011064i,0.001223+0.011072i,0.00037259+0.010506i,0.0020633+0.012039i,0.007098+0.013089i,0.01061+0.0099192i
0.0051396+0.0088035i,0.0031628+0.010509i,-0.012823+0.0076084i,-0.03518-0.00093365i,-0.037374-0.0034806i,-0.02284+0.0050171i,-0.016416+0.011788i,-0.016363+0.013135i,-0.008722+0.011933i,0.0018909+0.0051872i,0.0057885-0.0032316i,0.0032073-0.0069998i,-0.00099905-0.0072763i,-0.0032488-0.0063616i,-0.0032394-0.0065134i,-0.0029449-0.0080774i,-0.0040956-0.0091644i,-0.00444-0.0093556i,-0.0013946-0.0085718i,0.0017051-0.0085194i,-0.0011148-0.01098i,-0.0096772-0.012205i,-0.015693-0.0086769i
