0.003716-0.001279i,0.003185-0.0023568i,0.0012928-0.0026524i,-0.00033849-0.0015918i,-0.0021673-0.0012898i,-0.0034886-0.00080925i,-0.0022703+0.0005235i,-0.00071252+0.001103i,0.00051029+0.0007019i,0.00044102-0.00014212i,-0.00025382-0.00066177i,3.5863e-05-0.00071264i,0.00050037-0.00062231i,6.5515e-05-0.00048351i,-0.00072478-0.00010641i,-0.00060967-2.9068e-05i,-0.0007702-0.00044041i,-0.0011017-0.00055575i,-0.00037523+0.00030858i,3.5584e-05+0.0011858i,0.00041641+0.0011593i,0.00079027+3.8855e-05i,0.00049307-0.00054538i
0.0015037+0.00052651i,0.0013306-0.00066564i,0.00014306-0.00063352i,-6.1961e-05-0.00057266i,0.00068752-0.0010296i,0.00043374-0.0016422i,-0.00016798-0.0016864i,0.00022165-0.00043162i,0.00044088+0.00055222i,6.3893e-05-4.1474e-05i,-0.00061096-0.00083603i,-0.001281-0.00065234i,-0.00044979-0.00026602i,0.00055419+2.1467e-05i,-9.693e-05+0.00020465i,-0.00023493+0.00017379i,0.00031801+0.00028674i,0.00089793+0.00051752i,6.7735e-05+0.00043839i,-0.0010184+6.315e-05i,-0.00093742+0.0001676i,-0.00026494+0.00058398i,0.00072006+0.00058567i
0.0026623-0.00050684i,0.0029933-0.0009871i,0.0016659-0.0013093i,-0.001041-0.00037246i,-0.0029027+8.3859e-05i,-0.0020501-5.678e-05i,-0.00058561-0.00063426i,7.4718e-06-0.00076308i,-0.00031833-0.00075178i,-0.00025795-0.0013875i,-0.00013273-0.0012612i,-0.00023998+0.00019542i,1.7961e-05+0.0004025i,0.00015293-0.00032368i,-6.5581e-05-0.0006395i,-0.00020413+6.7827e-05i,-9.4212e-06+0.0004209i,-2.2528e-05+0.00012263i,0.00042546-0.00033354i,0.00047167-0.00061129i,0.00021446-0.00022144i,8.0277e-05+0.00027427i,-0.00032627+0.00029496i
0.00064077-0.00057227i,0.00065525-0.0015452i,-0.00046341-0.0020869i,-0.00073916-0.0011623i,-0.0008196+5.1116e-05i,-0.0009817+0.00025879i,-0.00059449-0.00083643i,-0.00033323-0.0011427i,-0.00028851-0.00072874i,-0.00033237-0.00068169i,-0.00046149-0.00036171i,-0.00034051+0.00066815i,-0.00051465+0.0012583i,-0.00048609+0.00035444i,-0.00015132-0.00026951i,-9.7439e-05+7.498e-05i,-0.00012541-0.00020633i,0.00028466-0.0002023i,0.00070892-6.2834e-05i,-2.8866e-06+0.00053633i,-0.0004148+0.00023204i,0.0001122-0.00057627i,0.00046438-0.00036571i
0.0023479-0.0015099i,0.0027587-0.0008512i,0.001926-0.00036005i,0.00096487-0.00028849i,0.00036598-0.00054505i,-1.8543e-05-0.0010931i,0.00029088-0.0021907i,0.00012211-0.0017348i,-0.00052433-0.00041138i,-0.00081871-0.00028255i,-0.00024908-0.0010954i,5.7932e-05-0.0011078i,-0.00034115-0.00013297i,-0.00027519+0.00027657i,-0.00056175+0.00013579i,-0.00075266-0.00017413i,-0.00021133-8.4998e-06i,-0.00028992+0.00020492i,-0.00041608+6.1039e-05i,8.417e-05+0.00023272i,-0.00041478+0.00024115i,-0.000824-0.00051744i,-7.8041e-05-0.00063727i
0.0035271-0.0015935i,0.0028713-0.00081831i,0.00062696+0.00081008i,-0.00014506+0.0019727i,-0.00071563+0.0018476i,-0.00066459+0.00054228i,-1.5559e-05-0.00054242i,-0.00038226-0.00030345i,-0.00077037-0.00016214i,-0.00098022-0.000822i,-0.00084372-0.001629i,-8.1703e-05-0.0016117i,-0.00031608-0.0011044i,-0.00093053-0.00023629i,-0.00075795+0.00055191i,-0.00021468+0.00078036i,-0.0002206+0.00070154i,1.4809e-05+0.00067554i,0.00043117-4.6366e-05i,0.00037995-0.00063386i,0.00010469-0.00060841i,-0.00053095-0.00070436i,-0.0001385-0.00056882i
0.0016163-0.0003644i,0.0019394+0.00030123i,0.00017751-3.3929e-05i,-0.001523-0.00061614i,-0.0011767-0.00022468i,-0.00072239-8.5049e-05i,-0.00074532-0.00015008i,-0.00040937-0.00038264i,-0.0007357-0.00037186i,-0.0010756-0.0003235i,-0.00034943-0.00056471i,0.0004488-0.00053905i,7.0314e-05-0.0003493i,0.00015264+0.00045082i,0.00039962+0.00073291i,-0.00022373+8.1961e-05i,-0.00084555-0.00024918i,-0.0006625-0.0012572i,0.00013588-0.0015399i,0.00081173-0.00042708i,0.0010206+0.0005734i,0.00077727+0.001265i,0.00017559+0.0013433i
0.0014372-0.0014318i,0.00084091-0.0013483i,0.00089581-0.0013011i,0.00060048-0.00097952i,0.00049262-0.00097331i,0.00029637-0.0012428i,0.00017006-0.0016602i,0.00034275-0.0016419i,0.00050612-0.0010663i,0.00074599-0.00092108i,0.00033229-0.00092024i,-7.2455e-05+0.00010194i,-0.00018742+0.00056311i,-0.00049063-0.00029528i,-0.00074372-0.00034015i,-0.00074555-3.296e-05i,-0.00052123+0.00042525i,-0.00011077+0.00075869i,-1.5755e-05+2.3325e-05i,-0.0001101-0.00022133i,-8.8371e-06-0.00016582i,-0.00019433+5.5064e-05i,-0.0011551+0.00077647i
0.0052771-0.0020164i,0.0035964-0.0019976i,0.0012467-0.0022317i,0.00024519-0.0019241i,-0.00076156-0.0016448i,-0.0014751-0.0010756i,-0.00086785+1.3634e-05i,-0.00011866-8.9166e-05i,0.00020301-0.00048792i,0.00039453-0.00029176i,3.5867e-06-0.00023934i,0.00031104-0.00018864i,0.00082399+0.00022643i,0.00083477+0.00065758i,0.00065025+0.00063747i,-0.00023416+0.0005089i,-0.00059249+0.00022908i,-0.00011317+7.7551e-05i,-0.00019758-0.00015477i,0.00034448+0.00053933i,0.00097691+0.0014095i,0.0002413+0.001062i,-0.0006992+0.00037931i
0.0014459+0.00080811i,0.0012587-7.9018e-05i,0.00071501+0.00027125i,0.00046471+0.00077586i,0.0004886+0.00035038i,0.00024345+5.4759e-05i,0.00018668-4.8435e-05i,-0.00015863+0.00033752i,-0.0010244+0.00030901i,-0.0008814-0.00054866i,-0.00033339-0.0014347i,-2.175e-05-0.0012003i,-0.00043985-0.00082362i,-0.00045418-0.0007525i,-0.00013766-0.00044455i,-0.00021424-7.1734e-05i,-0.0004137+0.00014271i,-0.00049184+8.5791e-05i,-0.00025373+0.00018777i,0.00018436+0.00038515i,0.00062822-1.2043e-05i,0.00066701-8.0184e-05i,0.00051963+0.00083816i
0.0021392-0.0010077i,0.0028804-0.00082833i,0.0017493-0.0016516i,0.00051268-0.0013151i,0.00021881-0.00090217i,0.00013746-0.0012291i,-0.00012003-0.0011436i,-0.0002556-0.00059808i,-0.00021019-0.00040889i,-0.00099-0.0004256i,-0.00096437-0.00060679i,-0.00045154-0.00035921i,-0.00025656-0.0006304i,0.00015384-0.0009286i,0.00028239-0.00028826i,-0.00019955-6.3968e-05i,-0.00017904-0.00017472i,-0.00057789-1.5139e-05i,-0.00074995+0.00075241i,-1.9378e-06+0.0016738i,-0.00015121+0.0011982i,-0.00047908+0.00079783i,0.00037692+0.00069919i
0.0021865+0.00063783i,0.0017212+0.00081689i,0.00035864+0.00074994i,-0.0006658+0.001146i,-0.00073633+0.00049033i,-0.0010819-0.0013199i,-0.0014183-0.001283i,-0.0007136-0.00018978i,0.00016598-5.0818e-05i,-0.00031185+0.00022603i,-0.00035138+4.6537e-06i,-0.00037567-0.00014035i,-0.00029105+0.0003901i,0.00039194+0.00027547i,0.00080597+0.00028764i,0.00097117+0.00034043i,0.00016662-0.00015822i,-0.00049879-0.00085871i,0.00033107-0.0012603i,0.0002479-0.00065012i,-0.00029019+0.00019775i,-0.00054684+0.00039948i,-0.00065573+9.2885e-05i
0.00075751-0.00039591i,0.00094217-0.0013531i,0.0012312-0.00098139i,0.0016281-0.00011881i,0.0012387-0.00032814i,0.00061294-0.00066391i,0.00030477-0.00036357i,-0.00059916-0.00020427i,-0.00082327-0.00027292i,0.00013157-8.0664e-05i,0.00032998-0.00022574i,-6.9268e-05-0.00062492i,-0.00046791-0.00024791i,-0.00041901+4.4481e-05i,0.0001789-0.00042816i,-4.9288e-09-0.00086487i,3.3368e-05-0.00023775i,0.00072532+0.00042085i,0.0014174+0.00022768i,0.00073232+0.00023457i,-5.8131e-05+0.00047111i,0.00016776+0.00039104i,0.00015121+0.00038611i
0.0029094-0.0016409i,0.001971-0.001549i,-0.00020815-0.00033984i,-0.0011429+0.00066116i,-0.00075199+0.00016584i,-0.00034121-0.0008146i,-0.00042295-0.0013281i,-0.00028195-0.0012049i,0.00045939-0.0016398i,0.00080592-0.0022095i,0.001114-0.0022165i,0.00060274-0.00072782i,-0.00052062+0.00092884i,-0.00037745+0.0005432i,0.00033035+0.00015778i,0.00018485+0.00029926i,-0.00010488+0.00037405i,-0.0003077+0.00038685i,-0.00088061+0.00017094i,-0.0010433-6.6602e-05i,-6.3291e-05-0.00063274i,0.00010072-0.00090294i,8.9748e-05-0.00022041i
0.0030787+0.0011328i,0.0025177+0.00034423i,0.00012856-0.00082348i,-0.0014165-0.0011581i,-0.0017755-0.0010891i,-0.0019886-0.0012957i,-0.0020698-0.0012421i,-0.0012235-0.00080674i,-0.00017656-0.00058547i,0.00015905-0.0010656i,0.00024317-0.0018722i,-9.7413e-05-0.0015844i,-0.0003097-0.00050063i,-0.00034167+0.00043653i,-0.00047458+0.0013147i,-0.00033644+0.0011152i,-0.00012785+0.00047028i,5.194e-06+0.00019763i,0.00026408+0.00019429i,5.9352e-05+0.00030894i,-0.0002378+0.0002232i,-0.00021312-0.0003314i,-3.4798e-05-0.00040902i
0.00073953+0.0030525i,0.0010046+0.0011683i,0.00075193-0.00012096i,0.0012486-0.00057455i,0.0008773-0.00085307i,-0.0012161-0.0010598i,-0.0021409-0.00085564i,-0.001563-0.00044134i,-0.0010218-0.00036058i,-0.00071111-0.001157i,-0.00012321-0.0012009i,-0.0001577-0.00058018i,-1.3113e-05-0.00042733i,0.00040491-7.2094e-05i,0.00036053+0.00042292i,0.00033207+0.00033794i,3.6049e-05-0.00014868i,8.8382e-06-0.00058865i,-0.00021556-0.00060472i,-0.00046813-0.00065741i,-5.0153e-05-0.00055784i,-0.00065841+8.8635e-05i,-0.0010635-0.00021831i
0.0011365+0.00086377i,0.00069788-0.00073067i,0.0010839-0.00088516i,0.0014217-0.00020343i,0.00072025-0.000941i,8.0621e-05-0.0017417i,-0.00075606-0.0018442i,-0.00090871-0.0016281i,-6.7175e-05-0.00073178i,0.00044253-0.00048894i,0.00014307-0.00067794i,0.00038249-0.001595i,0.00072568-0.0013909i,0.00022233-0.00013127i,-0.00045683-0.00011097i,-0.00051281-0.00033096i,-4.7348e-06-0.0002214i,2.0578e-05-0.00017049i,-0.0005381-0.00010078i,-0.00082907-0.00033212i,-0.0009593-0.00010526i,-0.00084257+0.00034763i,0.00014561-0.00058955i
0.0011425-0.00055554i,0.0011328-0.0021186i,0.00034188-0.0014703i,-0.00024141+0.00029145i,-0.00016049-7.0831e-06i,5.8349e-05-0.0012741i,-0.00011212-0.0014247i,-0.00013028-0.00093584i,-6.8086e-05+0.00037711i,-0.0002401+0.00074202i,-0.00058727+0.00017502i,-0.00026348-9.8468e-05i,0.00049037+0.00012019i,0.00094449+0.00017814i,0.00069865+0.00064599i,0.00036346+0.00077918i,0.0004938-0.00026979i,0.00063054-0.0012168i,0.0001879-0.00081294i,-0.00069231-0.00010099i,-0.00033866-0.0003685i,0.00054321-0.00053723i,0.00044238+0.00013734i
0.002387-0.0015226i,0.0032519-0.0019944i,0.0016207-0.0014654i,-0.00031023-0.00065707i,-0.00063635-0.00032324i,-0.00049504-0.00022417i,-8.0805e-06-0.00032282i,0.00036488-0.00066646i,1.6789e-05-0.00070727i,-0.00029392-0.00042157i,0.00021459-0.00033179i,0.00033697+0.0001242i,0.00038863+0.00020008i,0.00053866+7.8617e-05i,0.00063802+0.00055074i,-5.7375e-05+0.00037004i,-1.2824e-05-0.00071271i,0.00069359-0.00071175i,0.00058368+0.00029557i,-0.00017391+0.00064137i,-0.00093683+4.9644e-05i,-0.00097212-0.00071378i,-0.00031497+1.8775e-05i
0.0030361-1.0055e-05i,0.0022268-0.00031395i,0.001297-0.0005127i,-0.00022542-0.00072788i,-0.00075732+0.00014963i,-0.0010285+0.0005037i,-0.00098475-0.00059865i,-0.00068865-0.0012038i,-1.9133e-05-0.00066608i,0.00010313-0.00090654i,-0.00043513-0.001551i,-0.00040824-0.0016811i,0.00040616-0.0010775i,0.00039713-0.00025216i,8.8404e-05-0.00021327i,0.00023851-0.0004131i,2.7155e-05+5.7412e-05i,0.00032033+0.00093833i,-2.2039e-05+0.0003079i,-0.00010115-0.00055586i,6.2209e-05+2.299e-05i,-0.00063156+8.2568e-06i,-0.00073575-0.00011115i
0.0025082+0.00049746i,0.0018082-6.448e-05i,0.00018184+0.00037742i,-4.8519e-05+0.00071546i,-0.00041901+0.00016677i,-0.001283-0.0003431i,-0.0014864+5.0097e-05i,-0.0011284-0.00069161i,-0.00064389-0.0014193i,9.5934e-05-0.0013492i,0.00021711-0.0010911i,-0.00058458-0.00071076i,-0.00082988+0.00026322i,-0.00063347+0.00080843i,-0.0004892+0.00011808i,-0.00030468-0.00041731i,0.00014684-0.00057111i,0.00051434+0.00022639i,3.3942e-06+0.00070556i,-0.00058558-0.00032741i,-0.0012718-0.00064073i,-0.0010713-0.00036044i,-8.6189e-05+0.00034651i
0.0020329-0.0002092i,0.0021319-0.0016308i,0.00034414-0.0018591i,-0.00065584-0.0008317i,-0.00038974-0.00032695i,-0.0007012-0.00042362i,-0.001108-0.00029795i,-0.0010206-0.00051248i,-0.0012114-0.0011708i,-0.00096528-0.00079225i,-0.00059902-0.00015962i,-0.00074676-2.4725e-05i,-0.00013284+9.6126e-05i,-2.2579e-05+0.00030675i,-0.00014857+0.00044325i,5.7152e-05+0.00031368i,-0.00021005+0.00057867i,-3.037e-05+0.00060831i,-9.9838e-05-0.0001496i,-0.00021836-0.00017791i,0.00019521-0.00011329i,0.00020563-0.00051383i,0.00049879-0.00036902i
0.00092323+0.00082776i,0.00015046+0.00013929i,-4.4043e-05-0.00029299i,-0.0005388+6.9656e-05i,-0.0011301-0.00041987i,-0.00097083-0.001887i,-0.00040611-0.0019421i,-0.00027867-0.0008428i,-0.00062628+3.5699e-05i,-0.0013251+0.00054082i,-0.0013683+0.00023489i,-0.00079832+8.201e-05i,-0.00024344+7.0002e-05i,-0.00099155-0.00037339i,-0.00097938-0.00064512i,-0.00015923-0.00018277i,0.00023816-0.00092103i,0.00092275-0.0014941i,0.0012371-0.00085666i,0.0001116-0.00029887i,-0.0002588-0.00033438i,0.00053366+0.00033346i,0.00066585+0.0011476i
0.0015596+0.00013926i,0.0010608+0.00016921i,0.0005141-0.00036859i,-3.6113e-05-0.0013134i,5.3365e-05-0.0011034i,-0.00049554-0.0011183i,-0.0013183-0.001196i,-0.00083771-0.00031056i,-0.00058089+0.00088003i,-0.00056454+0.00068043i,0.00011447-0.00013862i,0.00022196-0.0002178i,-0.00067067-9.7197e-05i,-0.0010055+8.4761e-05i,-0.0004876+0.00071629i,0.00020505+0.0005204i,0.00013125-0.00011058i,0.0004559-0.00014992i,-0.00030604-0.00038683i,-0.0010187-0.00033243i,-0.00042205-0.0001544i,-0.00055427-0.00012286i,-0.00054729-1.0284e-05i
0.0019281+0.0005485i,0.0010217+0.00015069i,-0.00012751+0.00028265i,0.00059075+0.00081415i,0.0010156+0.00066623i,-0.00012951-0.00055978i,-0.0012204-0.00096052i,-0.00082415-0.00091876i,0.00064759-0.00085422i,0.00096201-0.00077102i,3.9914e-05-0.001038i,-0.00082169-0.00063959i,-0.001399+0.00053751i,-0.0015797+0.0011446i,-0.0011178+0.00097438i,-0.00041029+0.00075836i,-3.8149e-05+0.00082323i,2.055e-05+0.00072107i,-0.00013698-0.00046757i,-0.00029662-0.00046728i,-0.00028615+0.00058291i,0.00012024+0.00046089i,0.0006485+0.00020109i
0.002529+0.00018897i,0.0014862-0.00069536i,-8.1139e-05-0.00039752i,-0.00048824+0.00034296i,6.1549e-06-0.00055835i,-0.00035146-0.0017303i,-6.6685e-05-0.0015563i,0.00036048-0.00085828i,0.00013734-0.0011869i,0.00066025-0.00207i,0.00058279-0.0020772i,-0.00022038-0.001384i,5.2155e-05+1.9105e-05i,0.00021633+0.00087987i,5.6499e-05+0.00058734i,0.00021382+0.00027482i,9.825e-05-4.4201e-05i,-0.00040516-0.00084398i,-0.00031217-0.0012877i,0.00011941-0.00033506i,-0.00030958-0.00010198i,-0.00074607-0.00059553i,-0.00014995-0.00078167i
-0.00097937+1.5771e-05i,-9.6235e-05-0.001102i,-0.00047426-0.00016799i,-0.00027527+0.00037208i,4.7345e-06-0.00059956i,0.00044879-0.0018726i,0.00034945-0.0019253i,-4.7945e-05-0.0015183i,-0.00074112-0.0005452i,-0.0010056-0.00034648i,-0.00049605-0.0011789i,-0.00029414-0.0010349i,0.00030036-0.0002205i,0.0012606-8.1069e-05i,0.0003606-0.00023689i,-0.0010686-0.00076984i,-0.00025641-0.0010982i,0.00021012-0.00066252i,1.1761e-05+0.0001431i,-3.2349e-05+0.00082182i,0.00036482+0.00090855i,0.00073834+0.00063415i,0.0007012-0.00036482i
0.0018143-0.0014765i,0.0023103-0.0014338i,0.0011363-0.00076701i,0.00087977+2.0207e-06i,0.00073964+0.00095123i,-9.0128e-05+0.00037454i,-0.0008575-0.00027636i,-0.0012627+0.00019095i,-0.0010787+0.0002235i,-0.001469+4.5122e-05i,-0.0017674-0.00016627i,-0.0014465-0.00028098i,-0.0007276-0.00022469i,-0.00045495-0.00023435i,-0.00032202+0.00026495i,0.00037529+0.00062995i,0.00035731+0.00041764i,-0.00035224+0.00058351i,-0.00054777+0.00054745i,-0.00032218+0.00084246i,-0.00033989+0.00097228i,3.5927e-05-0.00017193i,0.00096025-0.00044627i
0.0027851-3.0784e-05i,0.0015068-0.00029301i,-0.00021467-0.00089812i,-0.0018576-0.0014415i,-0.0021064-0.0009248i,-0.0021894-0.00039898i,-0.0016651-0.00015596i,-0.00056701+0.00043865i,-0.00023455+0.00094717i,-0.00029308+0.0010094i,-0.0011552+0.0011861i,-0.00077845+0.00056202i,0.00029537-0.00062525i,-0.00032256-0.00028755i,-0.00074403+0.00023378i,-0.00036604-8.4368e-05i,3.7907e-05-0.00013137i,0.00052774-9.502e-05i,0.00073488-0.00045143i,4.771e-05+0.0001555i,-0.00025703+0.00049856i,-0.00016855-4.5401e-05i,-0.00025268-3.7123e-05i
0.0040406+0.00046023i,0.0035546+3.9577e-05i,0.0013635-0.0015255i,-0.00014254-0.0015352i,-0.001156-0.00087377i,-0.0013847-0.00060608i,-0.00027682-0.00051094i,-3.84e-05-0.00053297i,-0.00016705-0.00045091i,-0.0003863-0.00055249i,-5.4047e-05-0.00082779i,0.0009807-0.00074598i,0.0011647-0.000584i,0.00022423-0.00074626i,-0.00016848-0.00066549i,-0.00021785-0.00032914i,-0.0001589+0.00036948i,-6.7179e-06+0.00080967i,0.00010504+0.00029785i,0.00023978+0.00032655i,-6.608e-05+0.00049663i,-0.00036758+1.3422e-05i,-0.00019487-0.00030496i
0.0035842-0.0005525i,0.0034065+5.3178e-05i,0.0007368-0.00016852i,-0.0015396-0.00052074i,-0.0015146-0.0014601i,-0.0015262-0.0019921i,-0.0014007-0.001331i,-0.001198-0.00088445i,-0.00046153-0.0006328i,-7.5622e-07-0.0011215i,0.00032352-0.00095354i,0.00065603+0.0001702i,-0.00027765+0.00070542i,-0.00084848+0.0006613i,-0.00052325+0.00029942i,-0.00023928-0.00029729i,0.00057891+4.5791e-05i,0.00055851+0.00035497i,5.1389e-05+0.00014213i,-0.00044352+0.00044204i,-0.00093069+0.00078145i,-0.00034277-3.1547e-05i,0.00064983-7.5358e-06i
0.002876-0.0013539i,0.0011399-0.0030163i,-0.00074691-0.0027591i,-0.00096442-0.0015231i,-0.00090483-0.0009763i,-0.00016834-0.0003307i,-0.00039368+2.1033e-06i,-0.00076345-0.0012305i,-0.00062681-0.001909i,-0.00051283-0.0017878i,-0.00029422-0.0019504i,0.00068374-0.0010497i,0.00074896+0.00053451i,0.00019673+0.00080894i,0.00068332+0.00025158i,0.00075708+5.9292e-05i,0.0010386-0.00063902i,0.0010104-0.00090623i,0.00095389-0.00045523i,0.00089291-0.00013335i,-5.0533e-05-0.00072728i,-2.6739e-05-0.0013264i,0.00071101-0.00082369i
0.0029196-0.0012573i,0.0043866-0.001313i,0.0022036-0.00051294i,-0.00053997+0.00052715i,-0.0016129+0.00039209i,-0.00099053-0.00089271i,-0.00035721-0.0013128i,-0.00079707-0.0008801i,-0.001875-0.00078335i,-0.0020855-0.00088904i,-0.00099575-0.001198i,2.2179e-06-0.0013197i,0.00043456-0.0013345i,0.00053525-0.0011777i,0.0010087-0.0013494i,0.0011855-0.0016365i,0.00033414-0.0013005i,8.7573e-05-0.00025182i,0.00043929+0.00098454i,-5.5708e-05+0.0013585i,2.7497e-05+0.0008383i,0.00031414-0.00014865i,0.00060974-0.00072493i
0.0014824+0.0021789i,0.00060791+0.00066753i,-0.0001459-0.00022346i,-0.0011589-0.00034606i,-0.00096042-0.00058384i,-0.00071113-0.00099732i,-0.00069974-0.0013755i,-0.00067933-0.00092083i,-0.00093997-0.00018249i,-0.00054888+0.00035067i,-0.00051872+4.6231e-05i,-0.00038876+0.00015425i,0.00024857+0.00068058i,-0.00024673+0.00042072i,-0.00086494+0.00039664i,-0.00047348+5.4191e-05i,0.00021432-3.1077e-05i,8.0567e-05+0.0008573i,-0.0005733+0.0012156i,-0.00059885+0.00088155i,0.00010718+0.00079001i,0.00032229+0.00052773i,0.00040924+0.00073643i
0.0025564-0.0013089i,0.0028313-0.0018432i,0.0012203-0.0016021i,-0.0013998-0.00055834i,-0.00205-0.0010017i,-0.0014424-0.001129i,-0.00036838-0.00063603i,0.00044904-0.0002536i,3.912e-05-0.00030464i,-0.00016423-0.00049898i,0.00019588-0.00022244i,0.0002333+0.00037358i,-0.00014193+0.00037374i,-0.00063977+0.0001431i,-0.00037204+0.00037325i,-8.5186e-05+0.00068928i,-0.0002957+0.00057119i,-0.00013254+0.00039209i,-0.00048695-0.00032244i,-0.00050795-0.0007179i,-3.525e-05-0.00045797i,0.00038671-0.00062128i,0.0010976-0.00044567i
0.0014248-0.0015408i,0.0017481-0.0013263i,0.0004175+0.00013352i,4.0456e-05-0.0001057i,0.00051059-0.00054797i,0.00020959-0.00097247i,-6.915e-05-0.0021439i,0.00027017-0.0023657i,0.00042601-0.0011788i,0.00081093-5.0719e-05i,0.0010344+0.00013236i,0.0010846+0.00038165i,7.4737e-05+0.00079008i,-0.00046831+0.00058132i,0.00067146+0.00067806i,0.0011826+0.00029789i,0.00059504+0.00017732i,-0.00034104+0.00035361i,-0.00061993+0.00010403i,-0.00020846-3.7288e-06i,0.00011792+0.0001583i,-0.00019458+0.00015949i,-0.00075765-0.00049789i
0.0028244+0.00030941i,0.0026246-0.00036214i,0.001074-0.00095452i,-0.00023819-0.00044328i,-0.00037259-0.0011999i,-1.349e-05-0.0023514i,5.4244e-05-0.0025976i,-0.00048293-0.0013841i,-0.00057972-7.0039e-05i,-0.00071928-0.00021697i,-0.0012453-0.0013989i,-0.0014366-0.0012833i,-0.0012112-7.9333e-05i,-0.0012151+0.00040192i,-0.00082388-0.0002487i,-0.00017275-0.00056741i,-0.0003181-0.00059786i,-0.00086897-0.00016495i,-0.00015145+0.00030764i,5.7574e-05+0.00053216i,-0.00037747+0.00011779i,-0.00029486-0.00024911i,-0.0002095-0.00045553i
0.0012576-0.00026137i,0.00043201-0.0010617i,-0.00076486-0.00049344i,-0.00070589-0.00028356i,0.00025712-0.00017769i,0.0008542-0.00044972i,0.00076407-0.0012414i,0.00031915-0.0010077i,-0.00016068-0.00092946i,-2.8608e-05-0.00084148i,0.00014942-0.00029705i,0.00011791-0.00047208i,-0.00028478-0.0010693i,-0.00028801-0.0012112i,3.9533e-05-0.00046525i,-0.00043738-1.5978e-05i,-0.00018856-2.0169e-05i,4.5354e-05-0.00040709i,-0.00018214-0.001611i,-0.0003653-0.001975i,-0.00015517-0.00083547i,5.3019e-06-0.00028161i,-3.7701e-05-0.00067776i
0.0021263+5.8586e-05i,0.0018078-0.00053874i,0.0011825-0.00075128i,0.00042014-0.00030158i,0.00026786-0.00025158i,-0.00020037-0.001181i,-0.0012543-0.0014735i,-0.0013661-0.0010574i,-0.00049008-0.001198i,7.2196e-05-0.00042635i,-0.00032102+0.00040045i,-0.00025175-0.0005116i,-0.00026321-0.00052251i,-0.00019355+0.00016504i,-6.5176e-05+0.00026699i,4.2815e-06-0.00014713i,0.00028566-0.00058298i,6.9565e-05-0.00072828i,-0.0003375-0.0013244i,-9.6985e-05-0.0015735i,0.00017777-0.00079423i,-0.00011398-0.00042834i,0.00023682-0.00040492i
0.0019453-0.00035383i,0.0015272-0.00057493i,-0.00022748-0.0008654i,-0.00058953-0.00049103i,-0.00097445-0.00026663i,-0.0012942-0.00042339i,-0.0011954-0.00066881i,-0.00097649-0.00084344i,-0.00052033-0.0005945i,-0.00026718-0.00011746i,-0.00016361-4.2118e-05i,0.00016423-8.5584e-05i,0.0005372-6.6621e-05i,0.00044938+0.00077318i,-0.00059305+0.00048219i,-0.00065991-0.00059983i,0.00073572-0.00066303i,0.0010999-6.3593e-05i,0.00062986+6.5487e-05i,0.00068115-0.00018143i,0.00039766-3.0255e-05i,-2.0937e-05-9.9455e-05i,0.00018956+7.1356e-06i
0.0023867-0.00033276i,0.0018859-0.00068555i,0.00057374-6.846e-06i,-0.00048805+0.00032172i,-0.00020866-0.00047619i,-0.00036633-0.0012233i,-0.00030973-0.0011866i,-4.1594e-05-0.00057625i,0.00036902-0.00022203i,0.00015664-9.9227e-05i,0.00018233-0.00042386i,0.00034201-0.0004557i,0.00027362-1.3304e-05i,0.00043742+0.00048509i,0.00014329+0.00051534i,-0.00032401+0.00024137i,-0.00039377+3.0789e-05i,8.0327e-05-2.8854e-06i,-0.00058703-0.00031369i,-0.00079933-0.00097942i,-0.00018461-0.00078622i,-0.00075201+7.1283e-05i,-0.00029437+9.4311e-05i
0.0011146+0.00077422i,0.000667+0.00020061i,-0.0008096+0.00016476i,-0.001416+0.00063277i,-0.00078245+0.00040988i,-0.00091191-0.00043246i,-0.0012575-0.00085982i,-0.00077746-0.00082712i,-0.00022872-0.00053023i,-9.8554e-05-0.00022626i,2.6892e-05-0.00056511i,-7.9857e-05-0.00097152i,-0.00011226-0.00048628i,-0.00012609-0.00034049i,-0.0004622-0.00080262i,-0.00062526-0.00074253i,-0.00028884+3.9954e-05i,0.00036395+4.7604e-05i,0.00053048-0.00038013i,0.00030454-0.001256i,0.00033113-0.0013725i,0.00017752-0.0004392i,-0.00021042-0.00015552i
0.0014389-0.00015229i,0.0015624-0.00065401i,-0.0006768-0.0016504i,-0.0021385-0.0014231i,-0.0014411+5.6484e-05i,0.00018398+0.00029203i,0.00093221-0.00059368i,3.0934e-05-0.00075452i,-0.00091223-0.00062706i,-0.0008857-0.0006674i,-0.00054073-0.00034868i,-0.00030076-0.0006194i,-0.00036348-0.00070382i,-0.00017604+0.00028902i,-0.00070755+0.0008083i,-0.0010867+0.00062922i,-0.00052459+0.0003633i,9.2127e-05-0.00065981i,0.00022616-0.00087037i,0.00012139-0.00032523i,-9.5452e-05+0.0001409i,-0.00053708-0.00057146i,-0.00078423-0.00051845i
