0.0012134+0.00011999i,0.0013219-0.0021265i,0.00087989-0.0030589i,0.00053625-0.0025084i,-0.00026059-0.00084349i,-0.00064389+0.00047286i,-0.00063388+0.0013357i,0.00038535+0.0021593i,0.0016505+0.0015263i,0.0015794-0.0001205i,0.00076012-0.001078i,-4.2924e-05-0.0011296i,-0.0010215-0.00075335i,-0.00040864-0.00088641i,-0.00013667-0.0011017i,-0.001143-0.00060426i,-0.001014-6.8947e-05i,-5.0796e-05+1.2539e-05i,0.00065495+0.00058319i,3.5943e-05+0.0010467i,-0.00028909+0.00069931i,-0.00012086-0.00048151i,-0.0002587-0.00082937i
-2.3202e-05-0.0013589i,0.00079504-0.002204i,0.0013489-0.002593i,0.00056649-0.0022329i,-0.00061729-0.0019036i,-0.000647-0.0018452i,-0.00095725-0.00079041i,-0.0013468+0.0003554i,-0.0013487+0.00033702i,-0.00076598+0.00064136i,-0.00049451+0.0007123i,-0.00092275+0.00072464i,-0.0020995+0.00059931i,-0.0024649-0.00011514i,-0.0016874-0.00099197i,-0.00080022-0.0011549i,6.2456e-05-0.0010528i,0.00077159-0.0012458i,0.0005075-0.00064456i,8.2093e-05+9.3029e-05i,0.0001969+0.00080069i,2.9332e-05+0.00044791i,-0.00023052-0.00033487i
-0.0005381-0.0016601i,-0.00010195-0.001827i,0.0005999-0.00096963i,0.00096708-0.0015974i,0.0012373-0.0014715i,0.00041431-0.0013662i,-0.00035075-0.0010059i,-0.00024024-0.00043896i,0.00066582-0.00078681i,0.0014547-0.0004967i,0.00055345+0.00034177i,-0.00027221+0.00086571i,9.8606e-06+0.00043554i,-8.0137e-05-0.0004505i,-0.00065029-0.00053408i,-0.00057307+0.00015335i,-0.00016609+0.00034644i,-0.00030809+0.00019239i,-0.00017682-8.9269e-06i,0.00036629-8.4367e-06i,0.00012688+5.0331e-05i,0.00016709+1.4204e-05i,0.00076888+0.00024411i
0.0016295-0.0028957i,0.0019622-0.0033133i,0.00059773-0.0034479i,-0.00034794-0.002305i,0.00018836-0.00072106i,-0.00013448+0.00053513i,-0.00071899+0.00025405i,8.2603e-05+0.00045301i,0.0005854+0.0009459i,-8.6621e-05+0.00022494i,-0.00051839+0.00034399i,0.00012179+0.00091279i,0.00057045+0.00093i,9.0014e-05-0.00013131i,0.00032947-0.00068584i,0.00097554-0.00041647i,0.00028437-1.5549e-05i,-0.00026903+0.00012644i,-0.00070512-0.0001262i,-0.00085469-0.00077883i,-0.00091565-0.00051646i,-0.00072407+0.00051852i,-0.00017436+0.00094599i
0.0011973-0.001969i,0.00099486-0.0021889i,0.00072337-0.0017409i,0.00078674-0.0020327i,0.00063697-0.0016926i,0.00069767-0.00028703i,0.00069366+0.00088686i,0.00021943+0.001087i,0.00031842+0.00041239i,0.00039486-0.00053021i,0.00057296-0.00053265i,0.00038008-0.00032508i,0.00081622-0.0004475i,0.0019281-0.00031691i,0.0016474+0.00015484i,0.00061245-0.00020172i,-2.8457e-05-0.00044357i,-6.7854e-05+0.0002832i,-0.00046647+0.00043657i,-0.00065229-0.00057033i,-0.00060256-0.0011524i,-0.00052457-0.00032872i,-0.00069488+0.00078887i
-0.0005054-0.00093503i,-0.00091918-0.0014088i,-0.00084561-0.0005999i,-0.00025537+0.00046064i,-0.00031199+0.00050428i,-0.00055069-0.00018312i,-0.00071979-0.00040481i,-0.00086626-2.8615e-06i,0.00037711-8.3668e-05i,0.00095399-0.00081338i,0.00047722-0.00030483i,-0.00015684-0.00032005i,-0.00010555-9.7766e-05i,0.00030415+0.00061423i,0.00076987-0.00014759i,0.00054052-0.00083313i,0.00066103-0.00058333i,0.0011248+2.6299e-05i,0.00093697+0.00073692i,-0.0001192+0.00068916i,-0.00045864+0.00030924i,0.00030997+0.00057116i,0.000418+0.00076086i
0.00050073+0.0011024i,0.0021517-0.00020669i,0.0024048-0.00098661i,0.00035383-0.0022776i,-0.00053902-0.002141i,-0.00051222-0.00079097i,-0.00085285+0.00013324i,-0.00077811+0.00050468i,0.00024809+0.0012336i,0.00035685+0.0005296i,-0.00026382-0.00066821i,-0.00059044-0.00039332i,-0.00082281+7.3857e-05i,-0.0014264-0.00010962i,-0.0014118-0.00012654i,-0.00044382-0.00033962i,0.00032161-0.0008205i,0.00050778-0.00039793i,6.8451e-05-7.7179e-05i,-0.00034605+9.335e-05i,-0.00020106-5.3095e-05i,-0.00015249+4.7252e-05i,0.00035078+0.00027168i
0.00030961-0.0022052i,0.001429-0.0025603i,0.0014279-0.003372i,-0.00069995-0.0022373i,-0.001489+0.00028573i,-0.00069203+0.0015013i,-0.00057895+0.0017057i,2.2564e-05+0.0013233i,0.0014246+0.00016066i,0.00092567+0.00023586i,-0.00040029+0.00065144i,-0.00061259+9.5001e-05i,-0.00041161-0.00014614i,-4.3273e-05+0.0011484i,0.00032891+0.0012131i,0.000402-0.00031239i,0.00033356-0.001231i,0.00038216-0.0005872i,-0.00013006-0.00025731i,4.1118e-05-0.00086026i,0.00037955-0.00092065i,-0.00015395-0.00045289i,-0.00077943+0.00041152i
0.0017289-8.0821e-05i,0.0022167-0.00085814i,0.0027065-0.0019638i,0.0013446-0.0032319i,-0.00020102-0.0021934i,-0.00090966-0.00011124i,-0.0018876+0.0002989i,-0.0012361+0.00064154i,0.0003625+0.00095141i,0.0001477+0.00080326i,-0.0011271+0.00069734i,-0.001506+0.00046548i,-0.001007+0.00032318i,-0.00066396+0.0010653i,-0.0010456+0.0013401i,-0.0011671+0.0013557i,-0.00088438+0.00084248i,-0.00011632+0.00082549i,0.00052611+0.0011997i,0.00036112+0.0005303i,0.00035721-9.7913e-05i,0.00011395-0.00051354i,8.6347e-05-0.00035174i
0.001547-0.003581i,0.0010004-0.0038104i,0.00093422-0.0040779i,0.00048299-0.0038402i,-0.00091835-0.0020749i,-0.0021693-0.0007794i,-0.0018982-0.00046929i,-0.00025695-0.00019745i,0.00072051-5.4134e-05i,0.00080587+0.00026749i,0.00019916-1.6223e-05i,-0.00034808-0.00095879i,-0.00014324-0.0011101i,0.00054353-0.00093046i,0.00048508-0.00035955i,-0.00053897+0.00062176i,-0.00090282+0.00090645i,-0.0002192+0.00041506i,-0.00038339+0.00034072i,-0.00080575+0.00013983i,-0.00053196-0.00072807i,-0.00030207-0.00058383i,-2.2078e-05+0.00019772i
0.0012825-0.002083i,0.0017712-0.0033701i,0.00068447-0.002478i,0.0001255-0.0015754i,-2.4439e-05-0.0019216i,-0.00034948-0.0018128i,2.7755e-06-0.00048916i,0.00022212+0.0011105i,0.00016299+0.00096387i,0.00013097-0.00025869i,-4.5927e-05-0.00091478i,-0.00030323-0.00036801i,-0.0005852-0.00022788i,-0.0011478-0.0010196i,-0.0007646-0.0013693i,-0.00053277-0.0012181i,-0.0010386-0.0010223i,-0.0005936-0.00036081i,-0.00046888-0.00049057i,-0.00085484-0.00074912i,-0.00049008+0.0002434i,0.00011121+0.0010903i,0.0003031+0.00080117i
0.0023261-0.00078263i,0.0022741-0.0020053i,0.0020402-0.0021947i,0.0012331-0.0018183i,0.00087504-0.0014644i,0.00028186-0.00077944i,-0.00051681-0.0003456i,-0.00053918-0.00013675i,-0.00039585-0.00021506i,-5.8261e-06-0.00048561i,0.00032853-0.00010818i,-0.00014497+0.00066885i,-0.00026425+0.00044402i,-0.00014153-0.00021403i,-6.223e-06-0.0008634i,-4.4173e-05-0.00089758i,0.00015618-0.00050834i,0.00015204-9.4276e-05i,-0.00011762+0.00010118i,-0.00013481-3.0481e-05i,0.00045106+0.0001073i,0.00065135-0.00044054i,0.00031572-0.0001891i
0.001583-0.002121i,0.0013672-0.0031499i,0.0017154-0.0025919i,0.0015099-0.0019713i,0.0005304-0.00078024i,-0.00024826-0.00057427i,-0.00081481-0.0010645i,-0.00064553-0.00011187i,-0.00030369+0.0011331i,-0.00052716+0.00091235i,-0.000475-6.5802e-05i,-6.425e-06-0.00061465i,0.00034729-0.0008351i,-0.00061282-0.00096681i,-0.00072246-0.0012659i,0.00058887-0.00062415i,0.00079942-0.00033273i,0.00032049-0.00070379i,0.00066998-0.0007069i,0.00067494-0.00087717i,0.00025385-0.0010329i,-5.0863e-05-0.00095194i,-0.00040649-0.00041086i
0.002563+1.1347e-05i,0.0018575-0.00052413i,0.00015429-0.00059314i,-0.0002125-0.00071442i,0.00032544-0.00032303i,0.00014819-0.00059862i,0.00020798-0.0011498i,0.00027124-0.00049196i,0.00021897+0.00061314i,-0.00019849+0.00033684i,-0.00030999-0.00040601i,-0.00018909+0.00032326i,-0.00040773+0.00087702i,-0.00060864+0.00043722i,0.00041233+0.00013272i,0.00083062+0.00040937i,0.00063314+0.00047243i,0.00045955+0.00053207i,0.00054458+0.00050461i,0.00057169+0.00042563i,7.1932e-05-0.00016323i,0.00017216-0.00011387i,0.00035645+0.00087763i
0.0035436-0.00067182i,0.0034936-0.0017686i,0.0031791-0.0026253i,0.00068956-0.0028397i,-0.0014163-0.0015231i,-0.0015215-0.00035966i,-0.0010829-0.00033396i,-0.00020204+0.00056292i,0.00074868+0.00061671i,0.0010855-0.00061317i,0.00030225-0.00034451i,-0.0013297+0.00034059i,-0.0016941+0.00018493i,-0.00085588+0.00015608i,-0.0010279+0.00063794i,-0.0010436+0.0011347i,-0.00014678+0.00071562i,0.00055072+0.00043595i,0.00043307+0.00052236i,0.00026578+0.00061682i,-0.00015256+0.00031829i,-0.00048122-0.00012195i,2.6606e-05-0.00046368i
-0.00010949-5.6083e-08i,-5.3386e-05-0.00061461i,0.00075085-0.0012898i,0.00075125-0.00088786i,-4.7776e-05-0.00098975i,-0.00025534-0.0018435i,-0.00032943-0.0013098i,-0.00075725+7.5575e-05i,-0.00026217+0.00036101i,0.0004877-0.00038622i,0.0006314-0.00016972i,0.00013946+0.00017269i,-0.00044132-0.0002759i,-0.00052469-0.00015416i,-0.00061532-0.00022812i,-0.00070676-0.00040491i,-0.00057586-0.0002275i,-0.00041585-0.00015982i,-0.00075533-0.00018362i,-0.00062668+0.00012643i,0.00034522+0.00065682i,0.0008608+0.00060849i,0.00026443+0.00062328i
-0.00083115-0.0020499i,-0.001919-0.002555i,-0.0012754-0.0019326i,0.00059946-0.0014584i,0.0016035-0.00065561i,0.0010589-0.00046174i,0.00025877-0.00079874i,0.00017868+0.00023566i,0.00041015+0.0011606i,0.00015609+0.001004i,-0.00018044+0.0008127i,7.8735e-05+0.00056331i,0.00048784+5.5342e-05i,0.00084667-0.00044522i,0.00038977-0.00023717i,0.00012936-0.00017275i,-0.00034608-0.00020633i,-0.0010535-0.00028207i,-0.00044527-0.00063474i,-0.00022064-0.00063265i,-0.00015911+0.00053199i,0.00071295+0.0014586i,0.0001626+0.00060899i
0.00067199-0.00021241i,0.0011872-0.0014914i,0.00046384-0.0018934i,-0.00082251-0.0019445i,-0.0011612-0.0015031i,-0.00068558-0.00088429i,-0.00061319-3.83e-05i,-0.00054744+0.00060696i,6.1441e-05+0.00053341i,0.0003164+0.00021252i,-7.3026e-05+0.00029948i,-0.00014732+0.00026762i,-0.00014577+0.00030984i,-0.00022376+0.00089793i,-0.00044188+0.00043772i,0.0005262-0.00038732i,0.0010272+0.00044555i,0.00044286+0.0010418i,-0.00062715+0.00049534i,-0.0014512-0.00027993i,-0.0010393+0.00018802i,-0.00038721+0.00075171i,-0.00011217+0.00063637i
0.0004447-0.00045797i,0.0020288-0.00074164i,0.0018724-0.0012468i,0.0015402-0.0019656i,0.00077946-0.0015828i,0.00023511-0.00028776i,-9.749e-05+0.00038248i,-0.00022348+0.00058235i,0.00025365+0.00017085i,0.0010572-0.00076267i,0.0010243-0.00038258i,6.214e-05+0.00015008i,-0.00064776+0.0002672i,-0.0011201+0.00013399i,-0.00057021-0.00072467i,0.00031473-0.0004155i,-0.00013821+0.00023895i,-0.00010092+0.00037786i,0.00015419+0.001013i,-0.00039765+0.00043283i,-1.7924e-05-0.00053567i,0.00020403-0.00027282i,-0.00017742-5.4168e-06i
0.00054469-0.0010731i,0.00054564-0.0023051i,0.00041859-0.0028355i,-0.00041055-0.0016769i,-0.00057258-0.0006625i,0.00024028-0.0004213i,0.00017114-0.00015172i,5.4096e-05+0.00055793i,0.00051167+0.00064495i,0.00061452-0.0003297i,0.00011034-0.00063404i,-1.8496e-05+0.00021109i,0.00026749+0.00060651i,0.00092842-4.1369e-05i,0.0013144-0.00051714i,0.00047656-0.00028761i,0.00027147+0.00055199i,0.000225+0.0010047i,0.00012067+0.00026762i,0.00025016-0.0004485i,-0.00062172-2.7428e-05i,-0.00090937+0.00083845i,-0.00093024+0.00040802i
0.0022544-0.00032453i,0.0026153-0.0023714i,0.0022694-0.0032672i,0.00061511-0.0020633i,-0.00081519-0.0016487i,-0.001028-0.0010128i,-0.0010212+5.1402e-05i,-0.00083958+0.00013737i,0.0002451+7.5557e-05i,-0.0001474-0.00021727i,-0.00065409-0.00027974i,4.6473e-05+1.1663e-06i,-0.00062328-0.00032811i,-0.0013639-9.5749e-05i,-0.00077062+0.00042901i,-9.2573e-05+0.00033862i,8.9138e-05+8.424e-05i,0.000142+0.0005671i,0.00050571+0.00059796i,0.00088577-0.00021147i,0.0010544-0.00016595i,0.00026587-0.00014604i,-1.9738e-05-0.00029398i
0.0024331-0.0013943i,0.001336-0.0028656i,0.00059115-0.003352i,-0.00024472-0.0024742i,-0.0011123-0.0012034i,-0.00094567+0.00029805i,-0.00018576+0.0011749i,0.00027149+0.0010776i,0.00076148+0.00070981i,0.00066659+0.00015895i,0.00053456-0.00029053i,0.00061818-0.00015685i,0.00023582+0.00044822i,6.4878e-06+0.000872i,0.00022162+0.00082477i,0.00018747+0.00048138i,0.00012153+0.00050127i,7.5275e-05+0.00049412i,-9.437e-07+0.00019218i,-0.00038139+0.0002525i,-0.00031675+2.5413e-05i,-0.00084685+0.00023018i,-0.0012232+0.00083605i
-0.00069628-0.0001144i,-0.00017734-0.0014797i,0.0014252-0.0015375i,0.0010977-0.00071077i,-1.6261e-05-0.0006186i,-0.0001034-0.00094758i,-0.00057273-0.0010888i,-0.0005236-0.00053841i,-0.00020951-9.1016e-06i,-3.4744e-05-0.00018157i,0.00013851-0.0009369i,0.00033245-0.001375i,-0.00022001-0.0017327i,-0.00021127-0.0013458i,-0.00083258-0.00029157i,-0.0017554-0.00021354i,-0.00066364-0.00057981i,0.00026308-0.00073471i,0.00049078-0.00046475i,0.00076683-0.00024167i,0.00063289+7.0271e-05i,-0.00024615+0.00097739i,-0.00081976+0.00037878i
-0.00026939-0.0022242i,-0.00059424-0.0031659i,0.00040387-0.0021543i,0.0010142-0.001461i,0.0007282-0.0011548i,0.00047684-0.0012999i,-0.00035751-0.0010716i,0.0002136-0.00024524i,0.0011927+0.00052282i,0.00052128+0.00054922i,-0.00038692-0.00016556i,-0.00066905-0.00022851i,-0.0012204+0.00017473i,-0.0016891-0.00027809i,-0.0016339-0.00037794i,-0.0010555-0.00049475i,-0.00046959-0.00051782i,-0.00040125-0.00047516i,-6.7573e-06-0.00027511i,0.00051819+0.00032996i,0.00048853+0.00069825i,2.1593e-05+0.00033963i,0.00076859+0.00051957i
0.0007268-0.0014003i,0.00071161-0.0026738i,0.000156-0.0022378i,-0.00027241-0.0020158i,0.00039158-0.0015095i,0.00048186-0.00058549i,-8.4965e-05-0.00035945i,-0.0008444-0.00015065i,-0.001027+0.00016972i,-0.00069152+0.00047794i,-0.0003064+0.00016768i,0.00029543-0.00059144i,0.0010299-0.00028776i,0.0015115+8.7305e-05i,0.00065542+0.00010633i,-0.00050846+0.00051698i,-0.00015901+0.00014928i,0.0004195-0.00028035i,0.0006034+0.00033402i,0.00038824+0.00058001i,0.00020029+0.00011584i,5.293e-05+2.0526e-05i,-0.00064889+8.1777e-05i
0.0008013-0.00057412i,0.0021849-0.0015352i,0.0010797-0.00071523i,0.00054442-8.2213e-05i,0.00076799+0.00034957i,0.00019811+0.00038286i,-0.00049296-0.00019465i,-0.00049425+0.00026571i,0.00020609+0.00056273i,0.00038475-9.1001e-05i,-0.00011241-5.0258e-05i,-3.0428e-05-0.00041098i,0.00044386-0.00095809i,0.00031141-0.00081321i,0.00025475-0.00071391i,0.00085054-0.00047529i,-5.8801e-05-0.00028566i,-0.00076684-0.00014009i,-0.00089761+0.0002845i,-0.00065854+0.00030699i,5.3385e-05+0.00033794i,0.00087038+0.00010477i,0.0010437-0.0005028i
0.0010469-0.00014068i,0.001504-0.00068364i,0.00025177-0.0021213i,-0.00081384-0.0023827i,-0.00021362-0.0010304i,0.00014573-5.6934e-05i,-9.5904e-05-5.4408e-05i,-0.00098374-0.00034022i,-0.0010008-0.00055268i,0.0001539-0.00062937i,0.00013766-0.00066078i,0.00033871-0.00056836i,0.00081815-0.00015406i,9.4876e-05+0.00010587i,-0.00045736-0.00057352i,0.00047952-0.00060452i,0.00088295+1.6508e-05i,-0.00015446+0.00031813i,-0.00021488+0.00025662i,-2.8494e-05+0.00017007i,-0.00023379+3.6299e-05i,-0.00018055-0.00043222i,0.00019062-0.00012389i
-6.5394e-05-0.00086932i,0.00031537-0.00097725i,0.0006601-0.0009038i,-0.00047827-0.0014045i,-0.0014336-0.00097443i,-0.00055044-0.00026464i,-0.00046999-0.00030837i,-0.00078644+0.00010454i,-0.00057009-0.00027269i,-0.00070775-0.00080768i,-0.00033846-0.00028318i,-0.00039339-1.0347e-05i,-0.00019879-2.9426e-05i,0.00057054+0.000363i,0.0003715+8.302e-05i,0.0001791-0.00016137i,-0.00011554-0.00055918i,-0.00040681-0.00096257i,-0.00018628-0.00065109i,-0.00011559-0.00070528i,-0.00018432-0.0007252i,-4.6087e-05+0.0001576i,0.0002179+0.001304i
0.00040804-0.0008337i,0.00088391-0.0015095i,0.0014617-0.0026111i,0.0012871-0.0016769i,-0.00079583-0.0001423i,-0.0013228+0.00043733i,-0.0011543+0.00022107i,-0.00072865-0.00028404i,2.7831e-05-0.00031449i,0.0002897-0.00026299i,-6.4781e-05-0.00023792i,-0.00043736-0.00031027i,-0.00027144+7.9142e-05i,-0.00017251+0.00066626i,-0.00038912+0.00068245i,-0.000485-0.00033605i,-0.00011058-0.00047737i,-0.00030684-6.7431e-05i,-2.2031e-05+5.171e-05i,0.00032687+0.00025531i,0.00022223+0.00062264i,0.00012149+9.7305e-05i,0.00012393-7.8096e-05i
-0.0017558-0.0021315i,-0.0018811-0.0025639i,-0.00097136-0.00246i,-0.00019132-0.0015727i,5.8807e-05-0.00053811i,-0.00022033-0.00025424i,-0.0011088-0.00086259i,-0.0016016-0.00016209i,-0.00084713+0.00082016i,-0.00018046-0.00043912i,-0.00024187-0.0012391i,-0.00024847-0.00074692i,-3.1365e-05-0.00037593i,-4.3887e-05-0.00039323i,-0.00011892-0.0015384i,-3.7825e-05-0.0016989i,0.00018903-0.00050773i,0.00046238-7.384e-05i,0.00099608-0.0006179i,0.00049993-0.00025356i,-0.00022274+0.00033621i,0.0001376+0.00041638i,-8.9194e-05+0.00012317i
0.0014502-0.0027852i,0.000992-0.0042675i,0.0019958-0.0035683i,0.0017218-0.0025334i,0.00033699-0.0024996i,-0.00088546-0.0021039i,-0.0014102-0.00053055i,-0.00097712+0.00049411i,0.00026169+0.00055943i,0.00094294+0.00065697i,0.00048364+0.00073997i,0.00029689+0.0001064i,0.0002227-0.00047892i,-6.8666e-05-0.00074946i,0.00025974-0.00082018i,0.00033523-0.00071121i,-0.0003502-0.00015366i,-0.00095647+0.00017034i,-0.00024747+0.00010004i,0.00089637+0.00031248i,0.00087741-4.2889e-05i,0.00047459-0.00028713i,0.00020483-0.00037183i
0.0020195-0.0032343i,0.0026545-0.0040171i,0.0017344-0.0025231i,-5.6102e-06-0.0013908i,-0.00030783-0.0013768i,0.00036412-0.0015855i,0.00043802-0.0012966i,-0.0001077-0.00073658i,-0.00048042-0.0003598i,-0.00028965+0.0001382i,-0.00051496+0.00048636i,-0.00075675+0.00039677i,-7.4315e-05-0.00010011i,0.0003785-7.4263e-05i,0.00042433-0.00040605i,3.866e-05-0.00068734i,-1.6682e-05-0.00038394i,0.00073205-0.00020389i,0.0011454-0.00035682i,0.0008025-0.00052717i,0.00028723-0.00011595i,-0.00028311+0.00034506i,-0.0006216+0.00029825i
0.0031714-0.0013819i,0.0045303-0.0028448i,0.0048177-0.0028382i,0.0029174-0.0017198i,0.00086905-0.0010749i,-0.00090866-0.00064354i,-0.0020659-0.00016308i,-0.00093952+6.5161e-05i,0.00053681-0.00015091i,0.00082277-0.00027823i,9.6193e-05+0.00056165i,-0.0010645+0.0007037i,-0.00092519+0.0001321i,9.8916e-05+0.00036206i,0.00028908+0.00086037i,-0.00011997+0.00080512i,4.2047e-05+0.00076633i,0.00069578+0.00053937i,0.00056095-1.3326e-05i,0.00054403-0.00032041i,0.0010619+3.8944e-05i,0.00039545+8.0569e-05i,-0.00026068-2.1363e-05i
0.0031564-0.0020793i,0.003471-0.0031047i,0.0023855-0.0030894i,4.0099e-05-0.0022174i,-0.0011277-0.00082952i,-0.000691-0.00031913i,-0.0009641-0.00040193i,-0.00092638+0.00018411i,-1.8456e-05+0.00070203i,0.00068332+0.00065145i,0.00042212+0.0006314i,-0.00020959+0.00085768i,-0.0001685+0.00065101i,-0.00020256+0.00031013i,0.00020398-6.8823e-05i,0.00063973-0.00031896i,0.00061372-0.000261i,0.00063162-0.00027875i,0.00024347+1.2614e-05i,-0.00058466-0.00049034i,-0.00053767-0.00059535i,-0.00028131+0.00042558i,-0.0009033+0.0007219i
0.0020865+0.0012259i,0.0030213-0.00091484i,0.0027796-0.0026263i,0.001741-0.0028938i,0.00011304-0.0018481i,-0.0012089-0.00022355i,-0.0010698+0.00088516i,-0.00050227+0.0013543i,-7.9884e-05+0.00061026i,0.00018941+5.2247e-05i,-0.00018267+0.00066295i,-0.00058551+0.0011101i,-0.00034372+0.00066976i,-0.00064045-1.3333e-05i,-0.0014786+3.9155e-05i,-0.001377+6.5769e-05i,-0.00052535-0.00062353i,2.365e-05-0.00050075i,-0.00026537+0.00032854i,-0.00032193+0.00060831i,-0.00031813-7.8072e-05i,-0.00029127-0.00063638i,-7.6187e-05-0.00039664i
0.0014253-0.001522i,0.0013754-0.0019123i,0.0013828-0.0017339i,0.0014252-0.0012781i,0.0012132-0.00029759i,0.00089769-0.00036232i,0.00084397+1.7157e-06i,0.00072235+0.00065939i,9.6032e-05+0.00032816i,-1.5054e-05-0.00030611i,0.00025205-0.00023637i,0.00055316-0.00073033i,-0.00034194-0.00010912i,-0.00059947+0.00044324i,-0.00020498-0.00031088i,-0.00015945-0.0004285i,9.8276e-05-0.0002197i,0.00045041-0.00010571i,0.0001276+1.5236e-05i,-0.00077709-0.00069109i,-0.00077444-0.00074369i,-6.6219e-05-7.1068e-05i,0.00046974-0.00031234i
-0.0020416+2.0333e-05i,-0.0015032-0.0015417i,-0.001555-0.0012117i,-0.0014135-0.00062659i,-0.00038129-0.00038681i,0.00055087-0.00047135i,0.00017974-6.3371e-05i,-0.00036058+0.00031636i,0.00013707+0.00015223i,0.00032849-6.8247e-05i,-0.00021304-8.3848e-05i,0.00022535+0.00033299i,0.00083343+0.00058671i,0.00091619-0.00056007i,0.00090633-0.0014352i,0.00020088-0.0012954i,-0.00053821-0.00053786i,-0.00074476+0.00028893i,-0.00052905+0.00018312i,-0.00041287-0.00017015i,-0.00018389-0.00019571i,0.00017625+2.9607e-05i,0.00022162+0.0013013i
0.0013368-0.0039424i,0.0017258-0.0043719i,0.0011462-0.0048015i,0.00070788-0.0044609i,0.00018155-0.0027916i,-0.00097327-0.00068166i,-0.0016278+0.00032708i,-0.00072966+0.00014399i,0.00035158-0.00049196i,0.0003566-0.0005827i,-0.0010069+0.00044698i,-0.0013267-3.8119e-05i,-0.00046071-0.00082927i,2.4163e-05+0.00012895i,-0.00027401+0.0013795i,-0.00046054+0.00092431i,-0.00023263+0.00017485i,0.00016398+0.00026049i,0.00066006+0.00035604i,3.2105e-05+0.0002743i,-0.00037262+0.00050239i,-0.00039998+0.0010328i,-0.00085882+0.00084979i
0.00016619-0.00050638i,0.0018434-0.0012476i,0.0017018-0.0017368i,0.00094665-0.0011808i,0.00035792-0.0011493i,0.00059934-0.0021267i,0.00078201-0.0017143i,0.00075353-0.00090802i,0.00055147-0.00049625i,1.3385e-05-0.00032835i,0.00028246+9.638e-05i,0.0005094+0.00032274i,0.00039814-0.00030139i,-0.00024857-0.00059092i,-0.0005092-0.00059047i,-0.00047864-0.0013865i,-0.00047184-0.0013657i,-0.00027375-0.0010589i,-0.00028392-0.0008475i,1.4713e-05-7.698e-05i,-0.00016408+0.00041527i,-0.00059366-0.00016363i,-0.00041632-0.00029473i
0.0032954-0.0026439i,0.0028166-0.0029294i,0.002135-0.0024959i,0.0016954-0.0012731i,0.00056078-0.00076951i,-0.00040989-0.0010137i,-0.0004103-0.00056238i,-0.0001496+0.00036506i,0.00035254+0.0011344i,0.00040204+0.0014048i,3.6032e-05+0.0013038i,-8.1979e-05+0.0010107i,0.00043657+0.00095846i,0.00071337+0.00084982i,0.00078495+0.00031487i,0.0012758+0.00045163i,0.00069364+0.00035312i,0.00026364-0.00025445i,7.2561e-05+0.00051977i,-0.00051005+0.00041527i,-0.00042118-0.00053879i,-0.00064512-9.8528e-05i,-0.0016352+0.00046234i
0.0023568-0.00024143i,0.0026583-0.0015208i,0.0017677-0.0031002i,0.00031085-0.0027195i,-0.00094865-0.0016042i,-0.0014715-0.00071345i,-0.0013387+0.00010486i,-0.00058653+0.0012779i,-0.00014403+0.0015883i,0.00046186+0.00057708i,0.00078778-6.3188e-06i,0.00052124+0.0003277i,-0.00041585+0.00045625i,-0.0012475-0.00026472i,-0.0010241-0.00012631i,-0.000709+0.00044944i,-0.001+0.00027234i,-0.00093167+6.1418e-05i,-7.3419e-05+7.0854e-05i,0.00010846+0.00019827i,-0.00016359+0.00015189i,0.00010088-0.00039917i,0.00034459-0.0012817i
0.00035428-0.0010686i,-0.00043237-0.0018968i,-0.0012166-0.0021015i,-0.00070548-0.0014865i,-0.00060522-0.00048594i,-0.00048261-0.00010317i,-0.00031937+0.00071801i,-0.00065664+0.0013989i,-0.00044668+0.00099696i,0.00026999+0.00020264i,0.00026689-0.00035327i,-0.00010994-0.00029992i,0.00034832-0.00019925i,0.00056336-0.00010033i,-9.5268e-05-0.00043652i,-0.00056392-0.00069338i,-0.00033103-0.00074502i,-0.00038663-0.00064543i,-0.0011667+7.4585e-05i,-0.00090131+1.7365e-05i,-0.00083791-6.0592e-05i,-0.0010859+0.00060978i,-0.00067627+0.00080829i
0.002233-0.00089996i,0.0031464-0.0014852i,0.00334-0.0018247i,0.0030665-0.0023417i,0.0014621-0.0020432i,-0.0010137-0.00034278i,-0.0016218+5.3647e-05i,-0.00065935-0.0010725i,-0.00015457-0.00073963i,-0.00031154+3.2593e-05i,-0.0007445+6.689e-05i,-0.00092302+7.0811e-05i,-0.0005912-1.0631e-05i,-0.00099849-0.00047528i,-0.0007001-0.00062318i,9.4421e-05-0.00050289i,0.00014605-0.00023777i,0.00035248-0.00015877i,0.00042217-0.00061879i,-0.00025923-0.00050661i,-0.00059746-0.00034495i,0.00010781-0.00027123i,0.00076312-1.7128e-05i
0.00028443-0.0015764i,0.00063721-0.0030053i,-2.6127e-05-0.0026051i,-0.00056952-0.0012718i,-0.0011839-0.00092244i,-0.0017222-0.0007585i,-0.00084192+6.0118e-05i,-0.00029507+0.00066511i,-7.6601e-06+0.00074582i,-0.00039592+0.00059588i,-0.00075076+0.00020957i,-6.1671e-05+0.00019085i,0.00020333+0.00058259i,0.00010235-2.6805e-05i,0.00011599-0.0012611i,0.00043827-0.0010897i,0.00055952-0.00022216i,0.00013841+0.00015591i,-9.9857e-05+0.00040303i,-8.2304e-05+0.0006494i,-0.00041206+0.00089182i,-0.00031779+0.0010073i,0.00011885+0.00042878i
