-0.0033688+0.0006394i,-0.0023932-0.00049523i,-0.0029293+5.283e-05i,-0.0017771+0.00049862i,-0.00072364+0.00096347i,-0.0011498+0.0011683i,-0.00075571+0.00081114i,0.00049783+0.00081963i,0.00073338+0.00038996i,9.4744e-05-9.8135e-05i,-0.00018637+6.8576e-05i,4.0984e-05-0.00033i,0.00036668-0.00079258i,-0.00037351-0.00085533i,-0.0011758-0.0011214i,-0.0010616-0.0011075i,-0.0011505+3.6701e-05i,-0.0013095+0.00092292i,-0.0010428+0.00091012i,-0.00073361+0.00077789i,-0.00015829+0.00041848i,0.00051783+0.00023748i,0.00034044+0.00010703i
-0.0029965-0.12879i,-0.065689-0.29408i,-0.16444-0.41376i,-0.19699-0.3725i,-0.12052-0.25165i,-0.042103-0.17731i,-0.026627-0.12992i,-0.015037-0.076499i,0.011206-0.038881i,0.02106-0.017523i,0.014271-0.0012755i,0.007736+0.0085042i,0.00513+0.014263i,-0.0021783+0.024618i,-0.011773+0.044653i,-0.015685+0.063066i,-0.016867+0.068371i,-0.017214+0.059648i,-0.0088276+0.04341i,0.010084+0.031884i,0.026572+0.028172i,0.031847+0.025371i,0.028572+0.018922i
0.076437+0.11167i,0.21017+0.23216i,0.32739+0.30238i,0.28673+0.25913i,0.12576+0.17832i,0.022338+0.13291i,0.00044923+0.093254i,-0.019953+0.051432i,-0.038185+0.028297i,-0.038796+0.017408i,-0.031844+0.0096918i,-0.027508-0.0013933i,-0.030552-0.0088644i,-0.021974-0.0057593i,0.0067868-0.0096374i,0.037466-0.023335i,0.05575-0.030603i,0.054823-0.028595i,0.031354-0.023279i,-0.0017042-0.016527i,-0.021938-0.01021i,-0.02251-0.011323i,-0.017691-0.015905i
-0.13128-0.055055i,-0.30153-0.095974i,-0.41612-0.1033i,-0.32836-0.07402i,-0.13653-0.052521i,-0.039118-0.046581i,-0.015271-0.018281i,0.016494+0.0081161i,0.029241+0.0051727i,0.020384-0.00167i,0.02114+0.00044758i,0.027597+0.0056296i,0.032927+0.0046027i,0.029402-0.0082907i,0.0053149-0.023246i,-0.029478-0.029456i,-0.051579-0.029646i,-0.048398-0.02353i,-0.024462-0.012698i,0.0035146-0.0076519i,0.016175-0.0098817i,0.0083138-0.0063527i,0.00056468+0.0036173i
0.14218-0.027915i,0.30545-0.074697i,0.40202-0.12676i,0.31049-0.13199i,0.14608-0.084932i,0.075785-0.04283i,0.05385-0.043756i,0.018868-0.046222i,0.0020938-0.023601i,0.0025627-0.0028085i,-0.0032475+0.0011224i,-0.011153-0.0032079i,-0.017552-0.00347i,-0.023257+0.011129i,-0.016339+0.037908i,0.0040375+0.058804i,0.018941+0.063285i,0.018415+0.05113i,0.0099509+0.031141i,0.0012982+0.021442i,-0.00053867+0.023424i,0.0078574+0.022187i,0.014595+0.011738i
-0.10043+0.093605i,-0.22002+0.21731i,-0.29264+0.31195i,-0.2413+0.28209i,-0.15412+0.17099i,-0.12052+0.088355i,-0.094858+0.057977i,-0.059685+0.038002i,-0.038486+0.012478i,-0.030207-0.0030104i,-0.021469-0.0012777i,-0.010813+0.0053975i,-0.0019968+0.0043787i,0.010828-0.0072309i,0.023616-0.029616i,0.026466-0.050251i,0.024544-0.053896i,0.020877-0.042769i,0.010189-0.030053i,-0.0038446-0.027109i,-0.012998-0.031598i,-0.017063-0.033268i,-0.01777-0.026544i
0.03633-0.13785i,0.077636-0.30487i,0.10837-0.41621i,0.10779-0.3543i,0.10529-0.20172i,0.10718-0.092941i,0.085624-0.035005i,0.057911+0.0002613i,0.037887+0.014063i,0.024332+0.016376i,0.021295+0.014041i,0.020516+0.0088111i,0.016206+0.0072085i,0.0039962+0.0056015i,-0.018619+0.0033404i,-0.040945+0.0038547i,-0.050801+0.0024344i,-0.041801+0.00091772i,-0.01604+0.0066778i,0.012188+0.017445i,0.024597+0.024355i,0.018577+0.026428i,0.010755+0.026316i
0.043003+0.13168i,0.088146+0.29191i,0.1018+0.39244i,0.049555+0.31902i,-0.024811+0.16625i,-0.05596+0.071542i,-0.038447+0.018598i,-0.020679-0.019431i,-0.017107-0.022017i,-0.013182-0.00948i,-0.013034-0.0073734i,-0.018299-0.0093331i,-0.022356-0.0073381i,-0.018224+0.0041137i,-0.00138+0.023111i,0.022123+0.04115i,0.035246+0.050776i,0.031646+0.040674i,0.013183+0.013832i,-0.01464-0.0089218i,-0.028499-0.014536i,-0.017441-0.013125i,-0.002315-0.017321i
-0.10422-0.087506i,-0.21848-0.19508i,-0.27317-0.264i,-0.19639-0.21181i,-0.078311-0.11087i,-0.029505-0.061633i,-0.033595-0.029423i,-0.027641+0.0049082i,-0.011624+0.0084607i,-0.0075192-0.0018162i,-0.0071443+0.0030481i,-0.0014261+0.012964i,0.0071403+0.01195i,0.015903-0.0023014i,0.018632-0.027177i,0.0087953-0.05265i,-0.0022904-0.063022i,-0.0055078-0.047556i,-0.00071077-0.018142i,0.012248+0.0013617i,0.019914+0.0033229i,0.0094774-0.0013091i,-0.0044932+0.0019663i
0.12923+0.013511i,0.27379+0.042824i,0.355+0.0735i,0.2797+0.068127i,0.14975+0.048732i,0.08303+0.052703i,0.060108+0.048405i,0.037428+0.028989i,0.014553+0.01614i,0.0039452+0.015404i,0.0077862+0.012509i,0.012965+0.00090569i,0.0058398-0.0055518i,-0.0099585+0.0013264i,-0.024969+0.01792i,-0.029326+0.035541i,-0.02208+0.039909i,-0.010033+0.025526i,-0.00021609+0.0077177i,0.00050614+0.00082072i,-0.0038024+0.0045008i,-0.0010019+0.010836i,0.0057369+0.010694i
-0.11304+0.054059i,-0.24499+0.10175i,-0.33466+0.10943i,-0.28915+0.066038i,-0.18357+0.0086158i,-0.10906-0.035824i,-0.05551-0.050331i,-0.020961-0.042151i,-0.0089429-0.024608i,-0.0054666-0.011966i,-0.007963-0.0092862i,-0.014509-0.0066738i,-0.012427-0.0030061i,0.00050796-0.00035779i,0.017619+0.0010347i,0.031327+0.0016621i,0.032716+0.0059124i,0.019891+0.0091995i,0.0019093+0.0048824i,-0.008465-0.0032909i,-0.0070471-0.010326i,-0.00081712-0.014438i,0.0025559-0.016291i
0.051241-0.09856i,0.13531-0.19784i,0.21069-0.23586i,0.20424-0.16263i,0.14379-0.058823i,0.087414+7.1577e-05i,0.03332+0.020078i,-0.00038878+0.023686i,-0.0022192+0.016202i,0.0019847+0.0064358i,0.0041877+0.0079494i,0.010721+0.014324i,0.014532+0.012573i,0.011419+0.0011128i,0.0031463-0.01673i,-0.0096066-0.035749i,-0.016069-0.044658i,-0.010201-0.035048i,0.0025849-0.012932i,0.014775+0.0056615i,0.017075+0.012001i,0.0069762+0.0104i,-0.0044901+0.010873i
0.011512+0.10421i,-0.0061213+0.2217i,-0.047452+0.28183i,-0.073002+0.20857i,-0.070115+0.092243i,-0.05753+0.037404i,-0.027646+0.024134i,-0.00088019+0.009079i,-0.003601-0.001139i,-0.012406+0.0047233i,-0.0076858+0.0084151i,-0.002073-0.00085172i,-0.0063716-0.0059104i,-0.012929+0.0027935i,-0.015585+0.018318i,-0.011572+0.036434i,-0.0042851+0.042606i,0.001534+0.027787i,0.0013928+0.0034808i,-0.0096888-0.014511i,-0.018788-0.016262i,-0.011801-0.0087406i,0.0014037-0.0067274i
-0.064409-0.07507i,-0.10892-0.17583i,-0.10961-0.23942i,-0.060254-0.19181i,-0.01143-0.10532i,0.014942-0.065658i,0.017705-0.048463i,0.0089358-0.024497i,0.0056763-0.003203i,0.0081957+0.0019941i,0.0036143-0.0029877i,-0.0066285-0.0018356i,-0.0069706+0.0025491i,0.0041656+0.0011733i,0.016878-0.006763i,0.021518-0.016954i,0.014485-0.018668i,0.0018378-0.0071936i,-0.003765+0.0092291i,0.0039299+0.019733i,0.013522+0.017901i,0.01216+0.0092852i,0.0040109+0.0036572i
0.089097+0.02777i,0.17429+0.08357i,0.20672+0.13433i,0.14873+0.12684i,0.071458+0.090867i,0.019693+0.067184i,-0.010594+0.042614i,-0.016236+0.021188i,-0.0043727+0.0056111i,5.8859e-05-0.0030053i,-0.0017516+0.0023362i,0.0043385+0.0097118i,0.0058444+0.0068537i,-0.003704+0.00050848i,-0.014257-0.0032438i,-0.020725-0.0050065i,-0.017863-0.0071896i,-0.0044899-0.010927i,0.0064316-0.014746i,0.0037941-0.018285i,-0.0065209-0.018386i,-0.010529-0.013131i,-0.0083952-0.0063179i
-0.084347+0.024266i,-0.17667+0.023643i,-0.22544-0.0065209i,-0.17774-0.042553i,-0.10178-0.059438i,-0.052732-0.056576i,-0.0175-0.031618i,0.0016949-0.013303i,-0.0071577-0.01142i,-0.019862-0.0040227i,-0.013735+0.00074797i,-0.0062946-0.0076318i,-0.0076096-0.012242i,-0.0066527-0.005101i,-0.0020202+0.0063124i,0.0041003+0.018419i,0.0077192+0.025063i,0.0039268+0.019642i,-0.0032645+0.010929i,-0.0067454+0.0082198i,-0.0028992+0.0095535i,0.0038711+0.0088383i,0.0084084+0.004758i
0.052606-0.058142i,0.12201-0.10223i,0.1719-0.099559i,0.14774-0.043783i,0.089878+0.0094626i,0.053048+0.032852i,0.02915+0.025996i,0.0095946+0.015375i,0.0043249+0.019245i,0.013203+0.018767i,0.015244+0.0096959i,0.0053405+0.0085217i,0.0020035+0.011347i,0.0083216+0.0063372i,0.013067-0.0040746i,0.011204-0.014992i,0.0051285-0.018503i,0.0013948-0.0087182i,0.0044525+0.0025966i,0.010919+0.0058244i,0.012409+0.0030885i,0.0075636+0.00031018i,0.00087722+0.00069666i
-0.0090756+0.063952i,-0.039963+0.13099i,-0.080418+0.15516i,-0.084225+0.10417i,-0.05649+0.035714i,-0.03801-0.0045539i,-0.024999-0.017535i,-0.0077167-0.015288i,0.0061276-0.016796i,0.0020313-0.01927i,-0.0065312-0.0090466i,-0.00106+0.00028782i,0.0034961-0.00049308i,-0.0029653-0.00057087i,-0.0096451+0.0033725i,-0.010415+0.0076682i,-0.0049142+0.0067574i,0.0031825-0.0030242i,0.0032514-0.015211i,-0.0069668-0.022213i,-0.015585-0.021209i,-0.015059-0.016299i,-0.009479-0.012029i
-0.030856-0.052403i,-0.040159-0.11707i,-0.021941-0.15666i,0.00177-0.12767i,0.0072915-0.075053i,0.0029046-0.035636i,-0.0037354-0.0052348i,-0.010833+0.0028789i,-0.022272-0.0017624i,-0.025606+0.0043446i,-0.01242+0.0083399i,-0.0037138+0.00095416i,-0.0047933-0.0019684i,-0.0019832+0.0017827i,0.0045941+0.0032658i,0.010393+0.0032845i,0.010708+0.0057286i,0.0042356+0.011211i,0.0013633+0.019352i,0.0069214+0.027566i,0.013616+0.030374i,0.014204+0.026531i,0.010336+0.019794i
0.049114+0.025017i,0.08679+0.071016i,0.093577+0.10974i,0.057817+0.1042i,0.020228+0.080661i,0.0061048+0.062721i,0.0091439+0.040164i,0.0097523+0.026842i,0.0098401+0.030783i,0.017167+0.028219i,0.014734+0.014424i,0.0028814+0.010223i,-0.0018506+0.011201i,-0.00048122+0.0056018i,-0.00046531-0.00088023i,-0.0041417-0.0056164i,-0.0076904-0.0086024i,-0.0044542-0.0085173i,0.00087849-0.013272i,-0.00039522-0.024649i,-0.0050782-0.031024i,-0.0052598-0.026576i,-0.0026088-0.018285i
-0.047998+0.0090748i,-0.098684-0.0062369i,-0.11635-0.034335i,-0.076693-0.053256i,-0.024744-0.064352i,0.0016005-0.073331i,0.0053342-0.063756i,0.011646-0.043766i,0.01821-0.037393i,0.006122-0.036554i,-0.0069748-0.022516i,-0.0034401-0.010691i,0.00065129-0.011148i,-0.0031752-0.0095836i,-0.0067899-0.0040344i,-0.0067832+0.0001616i,-0.0028268+0.00012986i,0.00077277-0.0036449i,-0.0014769-0.0033214i,-0.0057385+0.004488i,-0.0054209+0.011351i,-0.0033154+0.0094819i,-0.0028576+0.0043342i
0.032284-0.030492i,0.075001-0.047496i,0.096933-0.035721i,0.069339-0.005223i,0.019995+0.017167i,-0.020315+0.032639i,-0.039122+0.035958i,-0.041546+0.021919i,-0.043867+0.0083717i,-0.037399+0.013441i,-0.016082+0.017498i,-0.0036218+0.0084606i,-0.0029035+0.0036834i,0.00083477+0.004819i,0.0053668+0.0031559i,0.0070754+0.0023496i,0.0064187+0.0066763i,0.003519+0.013369i,0.0048912+0.01689i,0.012365+0.014941i,0.015412+0.010873i,0.011829+0.010361i,0.0074464+0.010685i
-0.0097043+0.037724i,-0.031698+0.070577i,-0.055978+0.07631i,-0.053513+0.051724i,-0.025558+0.032409i,0.0090293+0.027651i,0.036788+0.026852i,0.037207+0.029968i,0.027541+0.037739i,0.026739+0.031215i,0.018638+0.012078i,0.0066022+0.0041207i,0.0038926+0.0042953i,0.0034528+0.0020402i,0.0001239-0.00061428i,-0.0049849-0.0030473i,-0.0088821-0.0072757i,-0.0067173-0.014161i,-0.0067336-0.023559i,-0.013971-0.030504i,-0.01707-0.029903i,-0.011441-0.023913i,-0.0035816-0.017528i
-0.011577-0.028598i,-0.011496-0.063721i,0.0054214-0.084931i,0.023212-0.075028i,0.027515-0.064005i,0.019975-0.068443i,0.0053523-0.067993i,0.0074497-0.05935i,0.016712-0.054962i,0.0063682-0.047995i,-0.006885-0.026072i,-0.0049603-0.0084692i,-0.00128-0.0061166i,-0.0031001-0.0044158i,-0.0017995-0.0013038i,0.0028423+0.0012024i,0.0064158+0.0045242i,0.0075478+0.0077106i,0.0086111+0.015029i,0.011721+0.027321i,0.012919+0.033031i,0.0075561+0.02581i,0.00075404+0.015091i
0.028097+0.013899i,0.041677+0.03891i,0.037123+0.06106i,0.0096792+0.056974i,-0.029297+0.044809i,-0.062968+0.0481i,-0.071743+0.052555i,-0.064996+0.038952i,-0.060842+0.02213i,-0.046775+0.023951i,-0.02027+0.023782i,-0.0066142+0.01307i,-0.0069826+0.0089704i,-0.003889+0.0088321i,0.00056984+0.0059523i,0.0012586+0.0050713i,0.00034269+0.0073141i,-0.00058268+0.0082718i,-0.00056248+0.0025729i,-0.00018331-0.011933i,-0.00085297-0.021572i,0.00040095-0.015583i,0.0016133-0.0055816i
-0.023832+0.0010662i,-0.046842-0.011704i,-0.054958-0.025133i,-0.029974-0.024257i,0.015815-0.010247i,0.060849+0.0048571i,0.081956+0.014849i,0.071299+0.027822i,0.052959+0.038767i,0.040344+0.028427i,0.023503+0.008098i,0.0091581-0.0010416i,0.0051932-0.0026105i,0.0032982-0.0040245i,0.00091323-0.0050925i,-0.0018423-0.0077781i,-0.0033726-0.013306i,-0.0024134-0.017917i,-0.0051332-0.016986i,-0.010069-0.0080693i,-0.009496+0.00053362i,-0.0051244-0.00036855i,-0.0014116-0.0032158i
0.016657-0.010384i,0.03962-0.015759i,0.051116-0.011603i,0.037437-0.0086653i,0.01403-0.025496i,-0.010544-0.0588i,-0.025577-0.080745i,-0.015661-0.078731i,0.0018795-0.070347i,-0.0006484-0.055292i,-0.0083621-0.027102i,-0.0052801-0.0077688i,-0.003372-0.0055268i,-0.0044587-0.0051178i,-0.0027975-0.0022957i,-0.0004759+0.0020497i,0.0027366+0.0096828i,0.0062154+0.016209i,0.012183+0.019658i,0.019341+0.019536i,0.018281+0.014589i,0.0098296+0.0096487i,0.0023953+0.0052552i
-0.0071053+0.017544i,-0.019918+0.032913i,-0.033222+0.03619i,-0.040156+0.02549i,-0.051338+0.029137i,-0.065295+0.053195i,-0.067661+0.073319i,-0.066038+0.063256i,-0.066593+0.043385i,-0.051274+0.037836i,-0.021447+0.028838i,-0.0054861+0.013223i,-0.0039687+0.0076258i,-0.00086712+0.0072971i,0.0028406+0.0053541i,0.0024388+0.0023811i,-0.00042917-0.0012201i,-0.0046148-0.0055951i,-0.010693-0.012891i,-0.016925-0.02142i,-0.017529-0.022459i,-0.011867-0.012623i,-0.0058972-0.0016097i
-0.005813-0.016409i,-0.0044148-0.033435i,0.0075796-0.040057i,0.027609-0.028252i,0.054215-0.010611i,0.089694+0.0016399i,0.1077+0.0073868i,0.095826+0.018692i,0.074402+0.029494i,0.0539+0.020634i,0.028867+0.0049245i,0.011016-0.0014258i,0.0080666-0.0030259i,0.0048937-0.004126i,-0.0006823-0.0050052i,-0.0044592-0.0059485i,-0.004693-0.0072252i,9.7255e-05-0.0072759i,0.0071404-0.0018833i,0.01099+0.010279i,0.011606+0.017728i,0.010846+0.010361i,0.007938+0.0007273i
0.015648+0.0089099i,0.022193+0.019681i,0.017034+0.028315i,0.00029327+0.015958i,-0.023286-0.023938i,-0.05194-0.06866i,-0.064272-0.091137i,-0.045173-0.089857i,-0.01915-0.079816i,-0.011972-0.058114i,-0.011422-0.025805i,-0.0071656-0.0055447i,-0.0068369+0.00025017i,-0.0059277+0.002843i,-0.00177+0.0038153i,0.0017125+0.0055733i,0.0049107+0.01082i,0.0044355+0.015922i,0.0018306+0.014528i,0.002088+0.0032064i,0.0013414-0.0076132i,-0.0011643-0.0062981i,-0.0012567-0.001619i
-0.014034+0.0013968i,-0.02311-0.0028706i,-0.028461-0.0077742i,-0.02535-0.00016239i,-0.024535+0.029194i,-0.0355+0.072649i,-0.045914+0.099855i,-0.053625+0.088634i,-0.061014+0.063611i,-0.049544+0.04676i,-0.022592+0.028777i,-0.0057073+0.010454i,-0.0025866+0.0036443i,-0.0018737+0.0039623i,-0.00030093+0.0036915i,-0.00033448+0.0019181i,-0.0017446-0.00363i,-0.0041121-0.01229i,-0.008841-0.01763i,-0.014685-0.014173i,-0.014671-0.0048345i,-0.0097609+0.0008998i,-0.0063204+0.0033596i
0.0088724-0.0061972i,0.018452-0.0084499i,0.026802-0.0064835i,0.031657-0.0029529i,0.051496-0.0025127i,0.08806-0.011484i,0.11076-0.018896i,0.10424-0.006164i,0.084927+0.011865i,0.061553+0.009938i,0.032389+0.00033701i,0.011245-0.00071242i,0.0063252-0.001424i,0.0040064-0.0050078i,-0.00037778-0.0084105i,-0.0029896-0.0093788i,-0.0026522-0.0052791i,0.0041744+0.0020705i,0.015459+0.0089995i,0.023247+0.01369i,0.02389+0.01236i,0.020144+0.0040688i,0.01546-0.0046017i
-0.00017223+0.0068833i,-0.0081774+0.013139i,-0.01746+0.013247i,-0.026641-0.0029183i,-0.047981-0.032864i,-0.075714-0.066567i,-0.087188-0.084925i,-0.068576-0.085031i,-0.041272-0.075884i,-0.028808-0.052645i,-0.018433-0.022761i,-0.0071679-0.0066543i,-0.0059553-0.0020122i,-0.0050362+0.0028937i,0.00044123+0.00757i,0.0056647+0.0097844i,0.0078294+0.0098088i,0.0022662+0.0073268i,-0.010056+0.0024901i,-0.018546-0.0066115i,-0.020354-0.01353i,-0.020613-0.0083757i,-0.017206+0.00071775i
-0.00031587-0.009471i,-0.00044663-0.017781i,0.0041683-0.019434i,0.0074404-0.0022861i,-0.00059677+0.035338i,-0.011269+0.087537i,-0.018716+0.11752i,-0.030543+0.10509i,-0.043183+0.076813i,-0.038716+0.051846i,-0.019437+0.028834i,-0.0060068+0.011594i,-0.0012008+0.0046119i,0.0004982+0.0010468i,-0.0011997-0.0023861i,-0.0046987-0.0042575i,-0.0064737-0.0070302i,-0.00098277-0.010755i,0.0077066-0.012503i,0.0098397-0.0060456i,0.0088704+0.004828i,0.010365+0.0066636i,0.0091+0.0032669i
0.0047754+0.0046165i,0.0079761+0.0086397i,0.0062685+0.012845i,0.010605+0.0062711i,0.039095-0.016944i,0.07959-0.042173i,0.10395-0.049381i,0.10283-0.033061i,0.088128-0.0099351i,0.063506-0.0012649i,0.032302-0.0015501i,0.010148+1.0595e-05i,0.0031885+0.0020098i,0.0032625+0.001923i,0.0041651-0.001001i,0.0043898-0.0035659i,0.0042247-0.001193i,0.0032471+0.0065202i,0.003182+0.013532i,0.0054456+0.011537i,0.0066422+0.0031458i,0.0060154-0.0022013i,0.0065066-0.0052356i
-0.0054369-0.0011192i,-0.0088057-0.0014547i,-0.013846-0.0070211i,-0.023956-0.014783i,-0.046582-0.026816i,-0.083758-0.047296i,-0.10544-0.061912i,-0.088893-0.066i,-0.060748-0.063631i,-0.041147-0.04652i,-0.022695-0.018709i,-0.007696-0.0042271i,-0.0049317-0.0027308i,-0.0071854+0.001177i,-0.0053733+0.0069655i,-0.00094771+0.0093006i,0.0020971+0.0062076i,9.6055e-05-0.0017661i,-0.0071994-0.010424i,-0.01474-0.014334i,-0.017785-0.011887i,-0.018623-0.0050131i,-0.018311+0.0028343i
0.0039318-0.0038037i,0.0058206-0.0045225i,0.0089598-0.0027888i,0.010543+0.012409i,0.0098311+0.049955i,0.011213+0.094694i,0.0079375+0.11746i,-0.0060773+0.10814i,-0.02142+0.080977i,-0.021329+0.052306i,-0.011521+0.026469i,-0.0061179+0.010338i,-0.0016889+0.0059389i,0.0021545+0.0023955i,0.0021523-0.0039519i,-0.002577-0.0076889i,-0.0060812-0.0053841i,0.00059657+6.5209e-05i,0.01331+0.0044706i,0.019707+0.008925i,0.019055+0.011911i,0.019384+0.0080456i,0.018333+0.0011935i
-0.00064115+0.0047593i,-0.0033181+0.0063645i,-0.0045258+0.0052904i,0.0042277-0.0089048i,0.025406-0.037924i,0.061678-0.067452i,0.089744-0.076116i,0.089578-0.055902i,0.076026-0.026911i,0.054213-0.0095484i,0.028874-0.0029781i,0.011751-0.0016765i,0.0036813-0.0021254i,-0.00052092+0.00042172i,0.00061145+0.0030137i,0.0051578+0.0023803i,0.0065713-9.2126e-05i,-0.00098482-8.6223e-05i,-0.013967+0.0025813i,-0.018504+0.00098246i,-0.014462-0.0056943i,-0.01154-0.0079614i,-0.0089669-0.00501i
0.0013096-0.0054734i,0.0015667-0.0075004i,-0.00010687-0.0084626i,-0.010791-0.0069936i,-0.043613-0.011835i,-0.088144-0.019517i,-0.10924-0.028376i,-0.094806-0.040545i,-0.068358-0.04734i,-0.047547-0.037914i,-0.027888-0.017447i,-0.01112-0.0045759i,-0.0040522-0.0021112i,-0.0030728-0.0020169i,-0.0050239-0.00053671i,-0.0059185+0.0033647i,-0.0026222+0.0060185i,0.0050322+0.00063857i,0.012903-0.0092918i,0.012465-0.011743i,0.0067685-0.0056207i,0.0012805-8.9145e-05i,-0.0042794+0.0022679i
0.0012042+0.0033838i,0.0019244+0.0062174i,0.0021717+0.0097457i,0.0068634+0.019089i,0.022614+0.042743i,0.034375+0.078831i,0.031482+0.10479i,0.017371+0.099924i,0.0013475+0.077292i,-0.0035574+0.051134i,-0.00063921+0.025622i,-0.00090768+0.0095536i,-0.00046667+0.0053306i,0.0041736+0.004884i,0.0073265+0.00033499i,0.004708-0.0062274i,-0.0023084-0.0073582i,-0.0058106+0.00015029i,-0.0043197+0.010558i,-0.0018516+0.014112i,0.0024646+0.011189i,0.0099243+0.0066729i,0.015204+0.0015536i
0.00024815-5.304e-05i,-0.0004362-0.0013604i,-0.00055326-0.0082804i,0.0021986-0.022259i,0.016677-0.045373i,0.041839-0.076787i,0.061347-0.088725i,0.066426-0.06828i,0.058641-0.039454i,0.03957-0.019006i,0.018562-0.0048422i,0.0086917+0.0031573i,0.0040737+0.0026119i,-0.0017871+0.0012861i,-0.0037864+0.0031362i,0.0012579+0.0042423i,0.0080696+0.0011147i,0.0061406-0.0052103i,-0.0030154-0.010274i,-0.0069622-0.012394i,-0.0077733-0.013097i,-0.011733-0.011134i,-0.01421-0.0050444i
0.00020641-0.0021949i,-0.00019421-0.0025278i,-0.00098708+0.00012088i,-0.012507+0.0051852i,-0.045464+0.010891i,-0.084809+0.0082625i,-0.10393-0.0052726i,-0.09299-0.019257i,-0.067235-0.028999i,-0.042553-0.02681i,-0.023244-0.016137i,-0.012081-0.0079049i,-0.0076146-0.0039526i,-0.0038623-0.0028697i,-0.0024688-0.0027924i,-0.0058636-4.4399e-05i,-0.0068359+0.0060659i,0.0010151+0.0093778i,0.012794+0.0057278i,0.016972+0.0023135i,0.013103+0.0043808i,0.010526+0.0059378i,0.0081653+0.0029614i
0.001784+0.0025701i,0.002635+0.0031863i,0.0041403+0.0038056i,0.012543+0.007346i,0.028596+0.022974i,0.047575+0.056773i,0.052122+0.083574i,0.034303+0.082674i,0.013344+0.068293i,0.0033284+0.050083i,0.0026451+0.028418i,0.0033958+0.011614i,0.0024488+0.0050447i,0.0029515+0.0036112i,0.0045244+0.0022258i,0.0056198-0.0031297i,0.0029078-0.0091711i,-0.0067617-0.0073927i,-0.017986+0.00056753i,-0.020502+0.0052956i,-0.013706+0.0040723i,-0.0057996+0.0017401i,0.00063604+0.00096427i
-0.0015846-0.0007714i,-0.0030653-0.0022524i,-0.0043349-0.0052422i,-0.0031713-0.015084i,0.0034351-0.0426i,0.016782-0.073868i,0.034157-0.083416i,0.043921-0.069258i,0.040253-0.04699i,0.025678-0.027673i,0.009557-0.011424i,0.0028365-0.00069503i,0.0019504+0.00060291i,-0.00026559-0.0012496i,-0.0028494-0.0005293i,-0.0021274+0.0028095i,0.0030068+0.0052338i,0.01193+0.00043338i,0.01896-0.0090328i,0.018001-0.013765i,0.011743-0.01203i,0.0031408-0.0091636i,-0.005547-0.0057206i
0.0028786-0.0030893i,0.0030921-0.0028486i,2.0716e-06-0.00038182i,-0.010944+0.0068944i,-0.032546+0.018701i,-0.067818+0.023299i,-0.090656+0.015827i,-0.080063+0.0025112i,-0.057144-0.0094132i,-0.035752-0.012889i,-0.016728-0.0089458i,-0.0056499-0.0063079i,-0.0032312-0.0037713i,-0.0015102-3.0861e-05i,0.0014263+0.00022011i,-0.0017582-0.0015807i,-0.00816+0.00052294i,-0.009878+0.0073738i,-0.0075928+0.012535i,-0.0064396+0.012265i,-0.0052391+0.011359i,0.0006352+0.01064i,0.0061801+0.0069683i
-0.00015779-0.0007639i,4.5311e-05-0.00033147i,0.0016192-0.001022i,0.010969-0.00023386i,0.031633+0.012653i,0.054747+0.037213i,0.058513+0.057305i,0.04186+0.061448i,0.02104+0.052886i,0.0056068+0.03932i,6.1532e-05+0.025485i,0.0012154+0.015906i,0.0019885+0.0094904i,0.0012686+0.004809i,0.0021885+0.0025437i,0.0059986-0.00028665i,0.0082068-0.0070755i,0.002435-0.013455i,-0.0079559-0.011745i,-0.0090518-0.0062549i,-0.0034831-0.0059157i,-0.0025435-0.0072613i,-0.0031957-0.0049496i
-0.0014321+0.0024942i,-0.001992-0.00044952i,-0.0022022-0.0020429i,-0.0069339-0.0095848i,-0.013735-0.032324i,-0.006877-0.062733i,0.012404-0.07702i,0.023909-0.066115i,0.025689-0.046369i,0.020314-0.029043i,0.009818-0.016354i,0.001303-0.007821i,-0.0018395-0.0032878i,-0.0028688-0.0024089i,-0.005189-0.0018251i,-0.0071685+0.0022843i,-0.0029863+0.0097246i,0.0088408+0.011974i,0.021403+0.0045533i,0.023374-0.0014119i,0.016378-0.00092051i,0.0083209+0.00052034i,0.0010197-0.00059543i
0.0026935-0.00088495i,0.0033238+0.00052239i,0.0045316+0.0024506i,-0.00045746+0.008141i,-0.018911+0.019478i,-0.048452+0.031995i,-0.068602+0.029996i,-0.064101+0.014962i,-0.047854+0.0043274i,-0.030499+0.0019096i,-0.013387+0.0029093i,-0.0036291+0.001842i,-0.00045809+6.4337e-05i,0.0017771+6.6002e-05i,0.0025163+0.00046115i,0.00074229-0.0011039i,-0.0055083-0.0038196i,-0.015232-0.0019331i,-0.02343+0.0040771i,-0.025599+0.007181i,-0.018653+0.0063645i,-0.0069021+0.0052689i,0.0015965+0.0049291i
