-1.318e-05-0.00033526i,-0.00067819-0.00063417i,-0.00071184+0.00026293i,-0.00061806+0.00018296i,-0.00064718-0.0011684i,-0.00097769-0.0008649i,-0.0010678+0.00010984i,-0.0001825+0.0010673i,0.0010269+0.00094684i,0.0016493+0.00030569i,0.0018722-0.00040751i,0.0008415-0.0010743i,-1.2128e-05-0.00082521i,0.0003494+0.00028778i,0.00061543+0.00081485i,0.00049306+0.00047914i,0.00032513+2.8655e-05i,-6.9093e-05-0.00030617i,8.3454e-05-0.00023044i,-0.00011121-0.00020518i,-0.00012744-0.00050139i,0.00047973-0.00017791i,0.00037742+0.00038783i
-0.00066594+0.0012904i,-0.00046613+0.00076142i,-0.00046358+0.0013425i,4.6695e-05+0.0013558i,0.00086343+5.4441e-05i,0.0011031-0.0012556i,-1.558e-05-0.0011326i,-6.2615e-05-0.00037364i,0.00026815+0.00034043i,8.8296e-05+0.00071282i,-0.000252+0.00065571i,-0.0004372-0.00023978i,-0.00063003-0.00095042i,-0.0010631-0.00067733i,-0.00083957-6.198e-05i,-0.00011855+0.00019398i,-6.6768e-06+0.00076627i,-0.00026878+0.0011909i,-0.00034513+0.00054978i,-0.00036668-0.00034294i,-0.00019503-0.00038041i,-0.00051598+1.0168e-05i,-0.0011028+0.00066156i
-0.0011971-0.0011548i,-0.00026462+0.00014964i,-0.00030493+0.00083149i,-0.00053995+0.0017179i,-0.0014173+0.0018639i,-0.00031805+0.0012767i,0.0012651+0.001092i,0.00090635+0.00048525i,0.00045119-2.157e-05i,0.00046829+0.00014558i,0.0010237+5.1109e-05i,0.0011927-0.00058161i,0.0004914-0.00053991i,-8.2191e-05+2.6804e-05i,-9.9266e-06-2.5188e-05i,-0.00029217-0.00015646i,0.00055144+0.00027159i,0.00046547+0.00086709i,0.00020607+0.00053158i,0.00059037-0.00065706i,0.00036611-0.0010413i,0.00026349-0.00034328i,0.00014628-0.00015433i
0.00014139-0.00036634i,-0.001165-0.00034376i,-0.0020813-2.9603e-05i,-0.0017574+0.00050153i,-0.00098243-0.00023863i,0.00023825-0.00074199i,0.0010807-0.00042124i,0.0012001-0.0006586i,0.0015889-0.00076128i,0.001387-0.0012487i,0.00059876-0.0012152i,-7.9185e-05-0.00082471i,-0.0006295-0.00087329i,-0.00085379-0.00095044i,-0.00043511-0.00064091i,-0.00043389+0.00039508i,-0.00027666+0.00075863i,-0.00012031+0.00014529i,-0.00013743-7.6373e-05i,0.00038265+0.00016405i,2.5821e-06-0.00069685i,-0.00026806-0.0010999i,-0.00014034-0.00052741i
-0.0018453-0.00011329i,-0.0012326+0.0011389i,-0.00083859+0.0020623i,-0.00056282+0.0019589i,0.00018451+0.0012404i,0.00054916+0.00087338i,0.00080341-0.00012484i,0.0006776-0.00061449i,-8.2428e-05+0.00026503i,-0.00045222+0.0011331i,-0.00032518+0.0015063i,-0.00070068+0.00065565i,-0.00066439+6.9896e-05i,-8.5125e-05+0.00034011i,-0.00030619+0.00064272i,-0.00085537+0.00091273i,-0.00051379+0.00061988i,0.00026793+7.0397e-05i,-0.00017772-0.00033491i,-0.00075357-0.000963i,-0.00067829-0.00082536i,-0.00021903-4.2541e-05i,-0.00019661+8.9245e-07i
-0.0012456-0.0010548i,-0.00092831-0.0018236i,-0.00040581-0.0013111i,-0.0006789-0.000261i,0.0002304+0.00019056i,0.0009822-0.00021575i,0.00087733+3.4288e-05i,8.2518e-05+0.00036247i,-0.00091937+0.00015079i,-0.0015184+4.1315e-05i,-0.0021564-0.0002702i,-0.0017174-0.00018761i,-0.0012614+0.00061346i,-0.00085325+0.00092982i,-0.00021619+0.0013574i,-9.5792e-05+0.00089023i,-8.4634e-05-7.2755e-05i,-3.941e-05+0.00019225i,0.00030879+0.00069101i,0.00015574+4.2584e-05i,-2.1608e-05-0.00098716i,0.00050026-0.00072123i,0.00069239-0.00042062i
0.0023693-0.00029703i,0.00068207-0.00068974i,-0.00055358-0.0017402i,-0.00094333-0.0018365i,-0.00095688-0.00078205i,-0.00075585+0.00070478i,-0.00069413+0.0012062i,-0.00076685+0.00057579i,-4.0474e-05-0.00023634i,0.00023704-0.00041259i,-0.00053833-0.00012172i,-0.00070644-0.00014013i,-0.00030908+8.8748e-05i,-0.00024935+0.00034547i,0.00021562+0.00025831i,0.0011208+0.00020169i,0.0011581+0.00080575i,0.00048338+0.00082946i,-0.00010077-2.3024e-05i,0.00040892-0.00012138i,0.00012705-0.00039491i,-0.0008309-0.0012102i,-0.00043473-0.00067567i
0.00078081-0.0004432i,-0.00010882-0.00012952i,-0.00031446-0.00050868i,-0.00021909-0.00053602i,-0.00030105+8.602e-05i,-0.0005131-0.00053301i,-0.00013788-0.0013542i,0.00014151-0.00047508i,-0.00071224+0.00075794i,-0.00058007+0.00069053i,0.00089895-0.00022195i,0.00087254-0.00086334i,-0.00051965-0.00053033i,-0.0011942+0.00022538i,-0.0010099+0.0006384i,-0.0002584+0.00027854i,-0.00039833-0.00013645i,-0.00074446-0.00047922i,-7.9189e-05-0.00039334i,0.0004903-0.00036313i,0.00029427-0.0005702i,-0.00029856-0.0010661i,-0.0003046-0.00041529i
0.0014213-0.0014959i,0.0018261-0.0020569i,0.0014948-0.0028493i,0.00022235-0.0015586i,-0.00084552+0.00021164i,-0.0010943+0.0010075i,-0.00063688+0.00087937i,8.0704e-05+0.00021036i,0.00070033-0.0003006i,0.00023911-0.00049548i,-0.00021771-0.00056474i,1.2345e-05+2.6017e-05i,0.00044926+0.0010253i,0.00028598+0.00077423i,0.00029352+0.00021206i,3.1788e-06+0.00033454i,6.2666e-05+0.00024627i,-2.7127e-05+0.00016394i,0.00036864-0.00013657i,0.0013556-0.00065436i,0.0010622-0.0010193i,0.00034767-0.0010977i,6.851e-05-0.00051226i
-6.3402e-05-0.00073439i,0.00036616+0.00056216i,-0.0006871+0.00070756i,-0.0018243+0.0005146i,-0.0019458+0.00063347i,-0.0012607+0.00076975i,-0.00048166+0.00052991i,0.00078755+0.00019167i,0.0017863+0.00047862i,0.00072581+0.00057075i,-0.0007337-0.00073979i,-0.00073417-0.0013084i,-0.00073767-0.00049834i,-0.00096263-5.0524e-05i,-0.00046423+0.00029838i,0.00033386+0.00058392i,0.00074137+0.00088343i,0.0010241+0.0011196i,0.00093248+0.00079203i,0.00057034+0.00043514i,0.0002562+0.0007141i,-0.00015011+0.00090455i,-0.00061361+0.00053961i
0.0014738+0.0012i,0.0015072+0.00059054i,0.0019356-1.1953e-05i,0.001864-0.0010421i,0.0016531-0.0014843i,0.0011944-0.0012868i,0.00069332-0.0013399i,0.00036352-0.0012912i,0.00062056-0.00062838i,0.00090981-0.00072453i,0.0010243-0.00084697i,0.00012296+0.00016365i,-0.0017662+0.00050461i,-0.0016332-1.8581e-05i,-0.00092037+0.00041529i,6.1075e-05+0.00036256i,0.00088035-0.00061716i,0.00057033-0.00044196i,-6.8012e-05-0.00010792i,-0.00056799+5.6492e-05i,-0.00054648-0.00017127i,-0.00029292-0.00044305i,-9.3665e-05-0.00053394i
0.00088187+0.0023262i,0.0013266+0.0019114i,0.0030241+0.0011976i,0.0036188-4.1208e-05i,0.0029727-0.00086464i,0.00055476-0.001332i,-0.0010476-0.0011267i,-0.00066569-0.00038i,3.3505e-06-0.00020612i,0.0010964-0.00028501i,0.0017138+0.00022162i,0.00092999+0.00028852i,-8.5272e-05+3.5002e-05i,-0.000319-0.00014144i,0.00046196+0.00033168i,0.00028247+0.00099902i,-1.8812e-05+0.00047499i,0.00019091-0.0003434i,-3.9359e-05+0.00036763i,-0.00029577+0.00096069i,0.00027272+0.00092531i,0.00075772+0.00054936i,0.00023048-0.00017013i
-0.0019855+0.00058825i,-0.0011083+0.00039666i,0.00010405-0.00069617i,0.00029459-0.00028907i,6.085e-05+1.3796e-05i,0.00091831-0.00026221i,0.0010162-0.00051835i,0.00037704-0.0011361i,-0.00031044-0.0015279i,-0.0004697-0.0014388i,0.00049579-0.00024909i,0.00035258+0.00065568i,-0.00037933+9.0645e-05i,-0.00038016+0.0002761i,0.00039184+0.00070941i,0.00086025+0.00044949i,0.001007+0.00044875i,0.00082567+7.3599e-05i,0.00014555-0.00059163i,-0.00074855-0.00044656i,-0.001245-0.00010298i,-0.00016263+1.6731e-05i,0.0008081+0.00027304i
0.0018302+0.00058257i,0.0020105+0.0011646i,0.0011166+0.002084i,0.00024775+0.0010974i,-8.4504e-05-0.00046707i,0.00082916-0.00087059i,0.00099471-0.00033489i,-0.00010026+0.00064058i,-0.0010163+0.00086267i,-0.0010685+0.0003254i,-6.8638e-05-0.00052857i,0.00052783-0.0013878i,0.00027848-0.0011395i,-6.6403e-05-0.00064307i,-0.00056492+0.000183i,-0.00050046+0.00082177i,0.00028937+0.00039189i,0.00078343-0.001025i,0.001135-0.00081773i,0.00079217+0.00037767i,0.00016919-0.00025907i,-3.6367e-05-0.0010026i,-9.3174e-05+4.1993e-06i
-0.0015231+0.0001752i,-0.0010267+0.00040401i,-0.0011776+0.0021076i,-0.00064584+0.0019141i,0.00021469+0.00089787i,0.00095214+0.00096095i,0.00043074+0.0016026i,0.00018545+0.0016148i,0.00032145+0.00098642i,0.0002719+6.4612e-05i,0.00025044-0.00034747i,0.00013833-0.00065259i,-0.00037915-0.001042i,-0.00082388-0.00081751i,-0.00080375-1.8635e-05i,-0.00069517+0.00054572i,-0.00011778+0.00081404i,0.00079957+0.00083663i,0.00089887+0.0012239i,0.00050419+0.00099863i,0.00056217+0.00018456i,0.00087947-7.2288e-05i,0.00035547+0.00014798i
-0.0011747-0.0014356i,-0.00098073-0.002107i,-0.0014192-0.0016902i,-0.0011265-0.00055092i,-0.00021569+0.00024359i,-0.0003566-4.6293e-06i,-0.00045024-0.00020346i,7.883e-05+0.00022612i,0.00086578+0.00035656i,0.00087237+0.00031893i,-0.00020872+3.6332e-05i,-0.00015437-0.00042708i,0.000188+0.00036282i,-0.00024592+0.0010648i,-0.00062237+0.00092936i,-0.00042804-0.00010441i,0.0001149-0.00069116i,0.00061504-0.00016695i,0.0011153+7.929e-05i,0.0007867-2.0761e-05i,1.504e-05-0.0006767i,-0.0001882-0.00097698i,-7.7918e-06+0.00030249i
0.0016831-1.7818e-05i,0.0017187+0.00026318i,0.00075713+0.00038093i,-1.1121e-05+0.00034351i,-4.343e-05+5.1273e-05i,-3.6499e-05-5.9607e-05i,-2.0598e-05+0.00014911i,0.0011265+0.00017317i,0.0015977+0.0002207i,0.0005156+0.000833i,-0.00060702+0.001122i,-0.00096831+0.0005124i,-0.00020068+0.00071094i,0.00023198+0.0008894i,-0.0003106+0.00068888i,-0.00053351+1.0198e-05i,-0.00038739-2.8207e-05i,-9.7365e-06+0.00049938i,0.00044488+0.00027752i,0.0003404-0.00074648i,-0.00061985-0.00062854i,-0.00095173+0.00051211i,0.00035841+0.00037492i
4.3764e-05+0.00078911i,-0.00087031-4.7473e-05i,-0.00037771-0.00052076i,-8.397e-05-0.00090854i,-0.00059745-0.0011632i,-0.00097774-0.0012028i,-0.0001104-0.00051834i,0.00084738+0.00012671i,0.00074835-0.00014833i,0.00052623-0.00087014i,0.00044248-0.00068762i,0.00029368+3.9978e-05i,0.00023354+0.0007592i,-0.00074837+0.0011893i,-0.0010836+0.00055347i,-0.00010524+0.00023599i,0.00053494+0.00036973i,0.00076453+4.7171e-05i,0.00063506-0.00056427i,0.00010619-0.00036772i,-0.00026986+0.00045372i,-0.00073757+0.0010379i,-0.0010092+0.00031821i
-0.0013906-0.00015139i,-0.0015478-0.0016921i,-0.0012517-0.0010804i,-0.0010036+0.00046797i,0.00016849+0.00093246i,0.00098714-0.00012587i,0.0011595-0.0012228i,0.00073649-0.0011457i,-0.00029703-0.00079336i,-0.0006671-0.00062733i,-0.00079527-0.00027381i,-0.00062995+0.0001884i,-0.00033832+0.00034696i,-0.0004708-6.263e-05i,-0.0009138-0.00042452i,-0.00070602-8.9716e-06i,-0.00018878+0.0010332i,9.0825e-05+0.00052331i,-0.00029492-0.00074809i,-0.00047664-0.0012496i,-0.00019617-0.00094603i,-0.00033267-0.00088686i,-0.0004762-0.00042727i
-0.00085165+2.4442e-05i,-0.00038478+3.4084e-05i,0.00027227+0.00028004i,0.00054602+0.00035701i,0.00087642+0.00030064i,0.0018887+2.4463e-05i,0.0018007-0.00052594i,-0.00064541-0.0016939i,-0.0020742-0.0019873i,-0.0014316-0.00088526i,-0.0010686-0.00069065i,-0.00068749-0.0011453i,-9.0258e-05-0.00098232i,0.00025386-0.0001212i,0.00033869+0.00063028i,0.0004711+0.00066462i,0.00097707+0.00062859i,0.00096714+0.00037929i,0.00029762-0.00042725i,0.00036165-0.00044064i,0.00058111-0.00033027i,-0.00016314+0.00014965i,-0.00091838+0.00097469i
0.0001577-0.00091399i,-0.00068457-0.001199i,-0.0020424-0.0015245i,-0.0016307-0.00090381i,-0.0008469-0.00036163i,-5.2452e-05+7.0726e-05i,0.00054497+0.00071477i,-8.8052e-05+0.0010857i,-0.0004534+0.00070065i,-0.0011798+0.0006055i,-0.001483+0.00073609i,-0.00059402+4.9161e-05i,0.00070776-0.00049831i,0.0010051-0.00052606i,0.0011716-2.3371e-05i,0.0011661+0.00023315i,0.00097765+0.00039567i,0.0010399+0.00033684i,0.00094088-0.00034974i,0.00038239-0.00016942i,0.00067708-0.00015725i,0.00054479-0.00044696i,0.00038774+0.00015976i
-0.0011592+0.00084202i,0.00045055+0.00073628i,0.0004642+0.0010196i,-0.00017055+0.00087188i,-0.00018812+0.0007652i,0.00029294+0.00027321i,0.00032717+0.00025347i,0.00035123+0.0007442i,0.00011589+0.0012751i,0.0001375+0.0010462i,0.00036352+0.00014994i,-0.00047283-7.0003e-05i,-0.0017592-0.00025955i,-0.0018823+0.00015625i,-0.001458+0.00048532i,-0.0012378+5.2128e-05i,-0.00074439-0.00046713i,-0.00012578-0.00028177i,-0.00012521-0.00016091i,-0.00060426+0.0002388i,-0.00048376+0.00047905i,-3.1793e-05+0.0011514i,-0.00061095+0.00094667i
0.0003284-0.0017192i,-8.3464e-05-0.0016174i,-0.00094341-0.0024004i,-0.0011538-0.0021432i,-0.0010872-0.00077628i,-0.00021234-0.00022687i,0.00037182-0.00020148i,0.00063258+0.00011079i,0.00087604-0.00014372i,0.00059106-0.00033686i,0.00041597-0.00026082i,0.00017077-0.00048961i,0.00030461-0.00049595i,0.00059729-7.1263e-05i,0.0010934+0.0005076i,0.00083446+0.00016948i,-0.0006184-3.2714e-05i,-0.0010384+0.00038907i,-0.00043938+4.1411e-05i,-0.00024392-0.00070155i,0.0002588-0.00076997i,0.00037848+1.3595e-05i,0.00016522+0.0002225i
0.0011299+0.00090244i,0.0001334-0.0003348i,0.00043246-0.00049689i,0.00071433+0.001209i,4.283e-05+0.0013678i,-0.0004171-0.00015678i,-4.3681e-05-0.00021212i,0.00019018+0.00046875i,0.00032186-0.00020598i,0.00045866-0.00057606i,0.00030733+0.0002903i,0.0005297+0.00023445i,0.00060534+1.8574e-05i,-6.4181e-05+0.0013136i,-0.00047405+0.0019517i,-0.00038862+0.0019246i,0.0001366+0.0019803i,0.00041327+0.0010907i,0.00021009+0.00032041i,0.0002705+0.00042292i,0.00072808-8.021e-05i,0.0011064-0.0008662i,0.0011029-0.00068273i
0.00066127+0.0003329i,0.0016719+0.00065669i,0.00096252+0.00042492i,0.00086534-0.00028209i,0.0016766-0.00025079i,0.0014576-0.00038073i,0.00089254-0.0012178i,0.00029194-0.0013304i,0.00054183-0.00072052i,0.00031692-0.00042257i,-0.00082104-0.00026477i,-0.0011512-0.000119i,-0.00083736-0.00026261i,-0.00083687-0.00014171i,-0.0009412+0.00016448i,-0.00092058+0.00020227i,0.00029965+0.00047906i,0.0014041+0.00072949i,0.00064983+0.0010353i,0.00018513+0.00095513i,0.00043444+0.00072553i,-0.00022397+0.00045833i,-0.0006089+0.00022494i
0.00027217-0.0014614i,-9.1445e-05-0.00018447i,-0.000303+0.00043954i,-0.0005984-0.00047608i,-0.0010778-0.0008628i,-0.00096308-0.00041133i,-0.00015214+0.00037618i,0.00058098+0.00057297i,0.0003831+0.00026855i,0.00031596-0.00014932i,0.00043816-0.00026998i,-0.0001638-0.00037104i,-0.0005424-0.00029724i,-0.00046751-0.00030393i,-0.00038672-0.00044122i,-0.0005804-0.00046513i,-0.00082206-0.0004832i,1.2937e-05-0.0005404i,0.00028112-0.00027527i,0.00032538-3.0529e-05i,0.00065638-0.00015996i,0.00063905-0.00023099i,0.00017573+0.00032901i
0.00050505-0.00023274i,0.00050942-6.4238e-05i,0.00057067-0.0012998i,0.00075139-0.0013487i,0.001034-0.00041128i,0.00066069+0.00045664i,0.0003487+0.00016103i,-0.00040405-0.00028165i,-0.00091654-0.000365i,-0.00095831-0.00015477i,-0.00056232+0.00038775i,0.00024934+0.00051731i,0.00011772+0.00046282i,-0.00065785+0.00023981i,-0.00080329-0.00073802i,-0.00011104-0.0011957i,0.00090165-0.0015356i,0.0011961-0.0017545i,0.00098981-0.00094331i,0.00090592+0.00027292i,0.0012317+0.0003617i,0.00099856-0.00012464i,0.00073206+8.2147e-05i
0.00021517+0.0012034i,0.00068565+0.0012254i,0.00038413+0.00076703i,0.00047165+0.00060462i,0.00070552+0.0002877i,0.0013786-0.00059827i,0.0013777-0.0005776i,0.00024326-0.00027257i,-0.0005011-0.0003116i,-0.00039753+0.00022154i,0.00023357+0.00050537i,0.00055188-8.4402e-05i,-0.00027572-0.00028838i,-0.00077787+0.00040532i,-0.00093858+0.00033972i,-0.00031339-0.00028075i,0.00054069-0.00055995i,0.00046341-0.0011491i,0.00048429-0.00069581i,0.000429+0.00067651i,0.00031557+0.0009966i,0.000139+0.00066296i,-0.00010736+0.00054114i
0.00036508+0.00025463i,0.00015478+4.1738e-06i,0.00062624-0.00049737i,0.0008926-0.00059421i,0.00071479+0.00013516i,7.0133e-05+0.00068262i,-0.00063722+0.00024492i,6.5736e-05-5.888e-05i,0.0012979-0.00040866i,0.0011893-0.00017801i,0.00075922+0.00050354i,0.00083177+0.00050241i,-0.00026392+0.00064596i,-0.0010653+0.00047793i,-0.00063812+0.00015756i,6.3906e-05+0.00087188i,9.5969e-06+0.0014573i,-5.4509e-05+0.0012893i,0.00044362+0.001137i,0.00040115+0.00038086i,-0.00025366-0.00043546i,-0.00084154-3.3351e-05i,-0.00033181+0.0010551i
0.00056738-0.00083921i,0.00051027-0.00065638i,0.0002676-0.00058171i,0.00036095-0.00043044i,0.00056724-0.00057322i,0.00027772-0.00030522i,0.00040838+0.00019563i,0.00037981-0.00014965i,0.00028202-0.00064933i,6.4442e-05-0.00056179i,-0.00012769-0.00083259i,-5.5035e-05-0.0011217i,-0.00059283-0.0010669i,-0.0013179-0.0010989i,-0.0011676-0.00088166i,-0.00083451+6.5987e-05i,-0.00054819+0.00068978i,0.0001338+0.00032739i,0.00013073+1.8104e-06i,-0.00043395-8.7311e-05i,-0.0010203-0.0001711i,-0.0002679+8.4198e-05i,0.00043909+0.00079091i
-0.0021619+0.00049916i,-0.0013492+0.00084645i,-0.0016286+0.0016074i,-0.001086+0.0012721i,0.00079598+0.0009657i,0.00049358+0.00055189i,-0.00099317-0.00044553i,-0.00085225-0.00072805i,-0.00018389-0.00070743i,0.00012972-0.00098626i,0.00010527-0.00080512i,-0.0002853+4.8288e-05i,2.5748e-05+4.5956e-05i,-0.00041241+0.0001637i,-0.0011963+0.00036225i,-0.00085929-2.5096e-05i,4.1321e-05-0.00050297i,0.00095414-0.00076175i,0.00092733-0.00083363i,0.00018276-0.00063973i,-0.0002044-0.00051417i,-3.0332e-05-2.5968e-05i,0.00026895+0.00070403i
0.00069582-0.00011016i,0.00057105-0.001108i,0.0005327-0.0013918i,0.00050214-0.00038899i,-0.00038099-6.2712e-05i,-0.00047213-0.00021503i,1.5399e-05-5.1577e-06i,0.00080934-0.00026187i,0.00097274-0.00070513i,0.000327-0.00050007i,-0.0007544-0.00051487i,-0.0013431+0.00012497i,-0.0013876+0.001511i,-0.0014691+0.0013038i,-0.0010903+0.00063994i,-0.00055383+0.00043368i,0.00018188+3.4199e-05i,0.00014272-0.00020387i,0.00016451+0.00030295i,0.00060899+0.00034265i,0.00099671+0.00030597i,0.00086845-7.177e-05i,0.00043888-7.1045e-05i
0.0004618-0.000858i,0.00074337-0.00018494i,0.00045286+0.00014121i,0.0013125+3.9291e-05i,0.0016148+0.00013083i,0.0011079-0.00014179i,0.00083985-0.00098863i,0.00079755-0.0018881i,0.00058885-0.0018066i,-0.0001463-0.00078975i,-0.00085134-7.6913e-05i,-0.00055241+0.0002581i,-2.9189e-05+0.00059204i,-0.0001152+0.00060609i,-0.00053471+0.00037614i,-0.00058935+0.00028622i,-0.00012609+0.00063962i,-0.0003024+0.00061625i,-0.00061731+0.00024852i,-0.00023517+0.000357i,0.000123-8.3759e-05i,-0.00073302-0.00020145i,-5.6428e-05+0.0012461i
-0.00057467+0.00084734i,-0.00012347+0.00024026i,0.00054812+0.00029233i,0.0016161-0.00072792i,0.0016318-0.0013973i,5.3579e-05-0.0012112i,-0.0005121-0.00164i,-1.9876e-06-0.0013963i,0.00037306-4.4839e-06i,0.00043386+0.00070502i,0.00024949-0.0001475i,-0.0004621-0.00058377i,-0.0014649-0.00066772i,-0.0011254-0.00050723i,-0.00079262-0.00021759i,-0.00088064+8.3084e-05i,7.6237e-06+0.00066721i,0.00020119+0.00040943i,-0.00042203-0.00024679i,-0.00012272-0.0003504i,0.00029448-0.00050484i,0.00055449-0.000745i,0.0010652-0.00056109i
0.00085348-0.000621i,0.0016076-0.0014685i,0.00094777-0.0011513i,0.00048249+0.00022716i,0.00039589+0.0011607i,-8.5325e-05+0.00057752i,-0.00063583-0.00068372i,-0.0010061-0.00060074i,-0.00095337+0.00036921i,2.4249e-05+6.3954e-06i,0.00054681-0.00050976i,0.00091276-0.00044769i,0.00094199+0.00043276i,0.00029457+0.00085533i,-1.0581e-05+0.00052411i,-0.00023743+0.00057486i,-3.1517e-05-0.00019532i,0.00087251-0.0014446i,0.0010874-0.0017758i,0.00078928-0.0011252i,0.00048257+0.0003262i,-0.00017779+0.00071048i,-0.00083344-0.00039366i
-0.0014665+0.00028687i,-0.0017978+0.0003603i,-0.0014685+0.0008258i,-0.00039507+0.00095303i,0.0001961+0.0012093i,0.00035095+0.00065593i,0.00036833+0.00012109i,2.3662e-05+0.00034166i,0.00021627+0.00045908i,0.00026817+0.00057524i,-0.00033641-6.0351e-05i,-0.00096261-0.0012377i,-0.00050334-0.0014722i,0.00014369-0.00079027i,-6.2705e-05-0.00050884i,-0.00038465-0.00039471i,-0.00010975+8.6544e-05i,0.00071256+6.9606e-05i,0.00089349+0.00042154i,0.00039476+0.00082014i,0.001181+0.00083893i,0.0013821+0.0005635i,0.00059847+0.00073111i
0.00030335+0.00045356i,0.00016182+0.0014363i,0.00034153+0.0020121i,0.00084096+0.0024404i,0.00062027+0.0014668i,-0.00021283+0.00063464i,-0.0008561-4.7972e-05i,-0.00040171-0.00093938i,-0.00025732-0.00011078i,-2.0832e-05+0.0013846i,-0.00025019+0.0012505i,-0.0011917+0.00018496i,-0.00075839+1.2164e-05i,-0.00014546+0.00044265i,-0.00024859-3.1269e-05i,-0.00022222+4.0981e-05i,-0.00019298+0.00070941i,0.00040294+0.00091573i,0.00026926+0.0012122i,-0.00017973+0.00098039i,-0.00031681+0.00041838i,-0.00054815-3.9706e-05i,-0.00076438-1.9886e-05i
0.00053286-0.00043635i,0.00063193-0.0017201i,0.00046122-0.0027085i,0.00018705-0.0020845i,-0.00010759-0.0016744i,-0.00028742-0.0011233i,0.00070516+0.00045602i,0.0011613+0.0015489i,-2.6621e-05+0.0013577i,-0.00066911-5.9492e-05i,-0.00090545-0.0005197i,-0.0012001-0.00011777i,-0.0012342+0.00058698i,-0.0011995+0.001414i,-0.00065245+0.0019579i,-0.00020878+0.001967i,-0.00020797+0.00097366i,0.00027189+0.00026387i,0.00067405-0.00018688i,0.0007646-0.00059223i,0.0010458-0.00024782i,0.00073309+0.0001238i,0.00027672-0.0010244i
-0.0011732-0.00016811i,-0.00096609-0.000133i,-0.0011839+0.00027409i,-0.00075423-0.00034765i,-0.00031814-0.0012828i,-0.00021406-0.0015078i,0.00050343-0.001204i,0.0014488-0.00039621i,0.00223+0.00016613i,0.0016918-0.00016437i,0.00069749+0.00011063i,0.00014705+0.00053163i,9.6349e-05+0.00095578i,-0.0005358+0.0015926i,-0.0011621+0.0013915i,-0.00061546+0.0010615i,0.00063395+0.00019222i,0.001264-0.00077196i,0.0012904-0.00057454i,0.00093074-0.00066383i,0.00058488-0.0007398i,0.00028901-5.8366e-05i,0.00029505+0.00018761i
-0.00016125-0.00086954i,2.196e-05-0.00093618i,-0.00010599+5.2226e-05i,0.00041033+0.00049245i,0.0012321-0.00021229i,0.0019147-0.00077501i,0.0015941-0.0013494i,0.001549-0.00089314i,0.0018609-0.00021973i,0.0018345-0.00058884i,0.001394-0.00015968i,0.00075902+0.00057879i,0.00076228+0.00038016i,0.00049485+0.00026697i,-0.0002374+0.00025066i,-0.00023544+0.00014993i,0.00031259+0.00026458i,0.00079706+0.00051816i,0.00084038+0.00042034i,0.00065271+0.00058165i,0.00033584+0.0010647i,-0.00020737+0.001016i,-0.00037292+0.00073129i
0.0005364-0.00061124i,0.00038879-0.00057064i,-0.0012183-8.7927e-05i,-0.0019262+0.00054599i,-0.0015273+0.00078495i,-0.00033528+0.00080988i,0.00022807+0.00065388i,-0.00015059+0.00024571i,-0.00064124-7.593e-06i,-0.0011225-5.6987e-05i,-0.0015195+0.00010711i,-0.0014631-0.00017508i,-0.00022448-9.4189e-05i,0.00043192+0.0002036i,-9.956e-06-1.5569e-05i,-2.8041e-05+0.00020786i,0.00046721+0.0010084i,0.00014024+0.001509i,0.00030915+0.00059333i,0.00080244-4.4109e-05i,0.00046535-0.00037531i,0.00030971-0.00057521i,0.0004115-0.00054162i
-0.0010693-0.0013117i,-0.00059569-0.00059766i,-0.0019568+0.00015644i,-0.0023949+0.00091734i,-0.00084594+0.0010932i,0.00074312+0.0011755i,0.0005935+0.00080554i,-0.00023164-0.00070727i,-0.0012662-0.0012064i,-0.0014263-0.0010624i,-0.0005034-0.00052098i,4.4103e-06-0.0010305i,-0.00036401-0.0017856i,-0.00079845-0.0010538i,-0.00055033-0.0003171i,-0.00098019-0.00056867i,-0.001477-0.0003454i,-0.00091101+3.932e-05i,-0.00080752-0.00039496i,-0.00046142-0.00021065i,-2.4108e-05+0.00015688i,-0.00032039+0.00014471i,0.00048997+0.00062747i
0.0005942-0.00094892i,0.00051965-0.00074849i,0.00061145+9.232e-05i,0.0011036-0.00020934i,0.00099561-0.0010922i,0.00058762-0.001027i,0.00064828-0.00025889i,5.2177e-05-8.4697e-05i,-0.0014838+5.9162e-05i,-0.0020253+8.1929e-05i,-0.00086687-0.00031356i,-0.00029812-0.00050871i,-0.00082611-0.00016119i,-0.0011321-0.00016901i,-0.00071069-0.00048645i,0.00043956-0.00022559i,0.00085037-0.00034219i,0.0009149-0.001464i,0.00089452-0.0015591i,2.2803e-05-0.00025312i,-0.00058529+0.00038039i,0.00031991+0.00083264i,0.00080913+0.0010646i
-0.0014033+0.002006i,-0.00031987+0.0021492i,0.00068665+0.0030274i,0.001259+0.0027163i,0.0012688+0.0017512i,0.0018521+0.0014877i,0.0015453+0.0013669i,9.9339e-06+0.0009745i,-0.00090458+0.001269i,-0.00021536+0.00095202i,0.0010444+0.00014149i,0.00055714-5.9445e-05i,-0.00049062+0.00043604i,-0.00086492+0.0014522i,-0.00099104+0.0017032i,-0.00081011+0.001337i,3.4491e-05+0.0006183i,0.00096945+2.7491e-05i,0.0011102+0.0004237i,0.00146+0.00043971i,0.0011122+0.00095009i,0.00021834+0.0010527i,-6.8504e-05-0.00013505i
