0.00041714+0.0020017i,0.0015889+0.0018974i,0.0011145+0.00030921i,-0.00018188-0.0014998i,-0.001608-0.0012687i,-0.0017998+0.00043692i,-0.00032044+0.0010736i,0.00089907+0.00039956i,0.0013655-0.00013726i,0.00092171-0.00087607i,0.00054958-0.00067899i,0.00039899+0.00051656i,-0.00010944+0.0014169i,-0.00055098+0.0015331i,-0.00059699+0.00074088i,5.0012e-05+0.00034531i,0.0011397+0.0007202i,0.0012443+0.00013087i,0.00015131+0.00010098i,3.0345e-05-1.7565e-05i,0.00043144-0.00037305i,0.00035336-0.00072938i,0.00063321-0.00017729i
-0.0011882+0.00093797i,-0.0015108-0.00024308i,-0.0013722-0.00052326i,-0.0008708+0.00029671i,0.00011806+0.0012456i,0.00019354+0.00064567i,7.0985e-05-1.4785e-06i,0.00054093+0.00047263i,0.00020123+0.00015662i,3.5036e-05-0.0002437i,-0.00020123-0.00042176i,-0.00065719-4.4994e-05i,-0.0013438+0.00032445i,-0.001096+1.189e-05i,-0.00010864+0.00061854i,0.00024263+0.0011938i,0.00030926+0.0005699i,-0.00018909+0.00019883i,-0.00044219+0.0001598i,0.00024074+6.7428e-05i,0.00085807-0.00047721i,0.0011692-0.00062695i,0.0014541-0.00054678i
-0.00044476+0.00036005i,-0.00039961+0.0012443i,3.0272e-05+0.00084567i,0.00033661-0.00030387i,0.00049324-0.0010438i,0.00050616-0.0003742i,0.00018014-0.00054889i,0.00018408-0.00090059i,1.9001e-05+0.00016618i,-0.00037272+0.00069965i,0.0002771-0.00030494i,0.00045814-0.00028223i,-6.5572e-05+0.00027019i,-0.00032582-5.071e-05i,-4.0986e-05-0.00033182i,0.00068976-7.9055e-05i,0.00043711+0.00075766i,-0.00019582+0.0012736i,-0.00097032+0.00090026i,-0.00064713+0.00076615i,0.00078876-3.5679e-06i,0.0010608-0.0011616i,0.00010825-0.00084753i
-0.00048069-0.0014192i,-0.00027642-0.0016186i,-0.00051943-0.0019641i,-0.0013237-0.0015557i,-0.00062271-0.00073827i,8.7643e-05+0.0008606i,0.00066226+0.00091479i,0.0012531+0.00013446i,0.0011286+0.00052273i,0.00043747-0.00028183i,-0.0003029-0.0012546i,-0.00016578-0.00030873i,0.00029851-8.7261e-05i,0.0006614-0.00061403i,0.00024848-0.00014218i,-0.00043416+0.00048824i,-4.0403e-05+0.00048781i,0.00076109+6.1803e-05i,0.00054776-0.00042873i,0.0002896-0.00018081i,0.00081473-0.00059394i,0.0007071-0.00068774i,0.0001346+0.0001454i
-5.8945e-05+1.0216e-05i,-0.00038325-0.00013748i,0.0006812-0.00075391i,0.00065503-0.00094062i,0.0002347-0.00057861i,0.0007324-0.00035036i,0.00078194-0.00071574i,0.0011193+3.9723e-06i,0.0018794+0.00084988i,0.0013602+0.00061079i,0.00046759-0.00036879i,0.00017316-0.00049776i,-0.00048949+0.00014652i,-0.00068297+9.4539e-05i,-0.00026336-0.0003408i,-0.00047905-0.00060081i,7.8656e-05-0.00054973i,0.00018468+0.00041934i,0.00033607+0.00060746i,0.0010115+0.00028001i,0.00082328+0.00010607i,0.00083557+0.00052736i,0.00068994+0.0010969i
-0.0015328-0.0015248i,-0.0012196-0.0010088i,-0.00065927-0.00084094i,0.00019031+7.4755e-05i,0.00031384+0.0010338i,0.00042134+0.0013519i,0.00014374+0.001599i,-0.00043037+0.00075602i,0.00014216-0.00021753i,0.00037774+0.00015071i,-0.00019656+0.00044087i,-0.0004215+0.00013694i,-0.00046013-0.00016605i,-0.00071074-0.00016148i,-3.9832e-05-0.00066839i,0.00081367-0.00083905i,0.00069723-0.00050436i,0.0006216+4.4347e-06i,0.0010106+0.000861i,0.00046423+0.00024596i,-0.00074377-0.0004191i,-0.00063067+0.00035126i,0.00012314+0.00077332i
-0.00054749-0.0016783i,-0.00022106-0.00028185i,-0.00091264-0.00046753i,-0.0016415+0.00060213i,-0.0023222+0.0025028i,-0.0013566+0.0028701i,0.00034961+0.0014736i,0.00014811+4.9091e-05i,-0.00083609-0.00063518i,-0.00094895-6.3129e-05i,-0.00056708+0.0002388i,0.00032158+0.00053527i,0.0004503+0.00017851i,0.000214-0.00028311i,-0.0001269-0.00014761i,-0.00061153+0.00032111i,-0.00044479+0.00073745i,-0.00043904+0.001064i,-0.00016045+0.00076059i,-7.5977e-05-0.00011943i,0.00010604-0.00083717i,0.00058555-0.00094757i,0.00073414-0.00057359i
-0.00067997-0.0015985i,-0.0016716-0.0012722i,-0.0023664-0.00065293i,-0.0012328-0.00022458i,-2.885e-05+0.00061077i,0.00063333+0.0017587i,0.0011377+0.0019911i,0.00051472+0.0016517i,0.00012224+0.00023352i,-1.5488e-06-0.00048851i,-1.6674e-05-0.00079155i,5.8936e-05-0.0011917i,-9.527e-05+6.2915e-05i,-0.00076987+0.0008584i,-0.00071692+0.00029374i,-0.00012875+0.0007556i,0.00024896+0.00098717i,-0.00035252+0.00060175i,-0.00035918+0.00047779i,4.4845e-05-0.00034135i,0.0008224-0.00050878i,0.0016375-0.00020476i,0.0013762+0.00035702i
-0.0035832+0.00066995i,-0.0023432-0.00030568i,0.00061467-0.00026411i,0.0023498-0.00014338i,0.0015257-0.00052866i,0.0010962-0.00051326i,0.00066491-7.9326e-05i,-0.00066191+0.00042804i,-0.00013949+0.00054356i,0.0010163-0.00065981i,0.00063651-0.0016663i,-0.00042263-0.0012347i,-0.0014092-0.00056589i,-0.00098506-0.00059236i,4.4693e-05+0.00039957i,0.00049076+0.0011216i,0.00036364+0.0011138i,-0.00025618+0.00084954i,3.581e-05+0.00056541i,0.00046637-0.00026476i,0.00018328-0.00035637i,0.0005255-4.2809e-05i,0.00042115+0.0004438i
-0.0015698-0.0014699i,-0.0020321-0.0015036i,-0.00078404-0.00070874i,0.00051972+0.0014596i,0.0012651+0.0024303i,0.0021865+0.0018485i,0.0012176+0.0012026i,0.00024965+0.00012595i,3.9744e-05-0.00045803i,-0.00013218+0.00025623i,-0.00076901+0.0004672i,-0.0010323+2.8759e-05i,-0.00098056-0.00032666i,-0.00097129-0.00043274i,-0.00084995-0.00018843i,-0.00059393+7.2445e-05i,-5.1591e-07-9.6203e-05i,0.0005226+0.00042598i,0.00046112+0.00063255i,-0.00010656+0.000194i,0.00012592-2.2038e-05i,0.0004736+0.00025962i,7.499e-05+0.00044497i
-0.0011665-0.00085712i,-0.0011172-0.0010568i,-0.00051478+0.00036854i,-9.4011e-05+0.0019504i,-0.00015685+0.0023381i,-0.00038814+0.002204i,-0.00072741+0.0019012i,-0.00068557+0.0016559i,-0.00052338+0.0016789i,0.00026116+0.0015347i,0.00058802+0.0014153i,0.00032551+0.0012231i,-0.00037834+0.00043557i,-0.0012542+7.8949e-05i,-0.00091048+0.00069592i,0.00011168+0.00055536i,0.00015157+0.00039573i,7.7061e-05+0.00045083i,0.00029469+0.00041197i,0.00040074+0.00036181i,0.0011692-0.00023355i,0.00096952-0.0010827i,-1.0801e-05-0.00045892i
-0.0018072-0.00038735i,-0.00054252+0.00010541i,-0.00012125+0.0012694i,0.00014452+0.0016824i,0.0010836+0.0010758i,0.0019771+0.00054826i,0.001744+0.0006749i,0.00051846+0.00039182i,-0.00011858+0.00012642i,0.00076132+0.00025251i,0.0012906+0.00032869i,0.00049322+0.0005366i,0.00028227+0.00076689i,0.00013643-2.1471e-05i,-0.00020436-0.00049876i,-0.00036756+6.7482e-05i,0.00024854-9.0193e-05i,0.00036651-0.00033361i,0.00033072+0.00013592i,0.0008638+0.0002371i,0.00045673-0.00028299i,0.00041982-0.00057645i,0.00014974-0.00072213i
-0.0024609+0.00018676i,-0.0017995+0.00018376i,-0.00076822+0.00050369i,-0.00053087-0.00021297i,-0.00023067-0.00025905i,0.00080856+0.00063737i,0.00099742+0.00087807i,0.00066956+0.00020802i,0.00087467-0.00048102i,0.0011128-0.0003815i,0.001323+5.2644e-05i,0.0015479-0.0001731i,0.00053385-0.00027431i,-0.00022479-0.00024309i,-2.8534e-05-0.00030943i,0.00032837+3.1717e-05i,0.0005435+0.00031595i,0.00026149+0.00047448i,0.00017857+0.00018982i,-2.9675e-05-0.00017557i,-4.0246e-05+4.2729e-06i,0.0007913+0.00049009i,0.0010268+0.00052411i
-0.0012853-0.0011397i,-0.0021008-0.0016262i,-0.0018153-0.0009262i,-6.8221e-05+2.5335e-05i,0.0017079+0.00011098i,0.0017194+0.00012384i,0.0003527+3.2399e-05i,-0.00044619-2.7303e-05i,-0.00015033-0.00010218i,-7.5823e-06-0.00058414i,-0.0008966-0.00088237i,-0.0011765+1.2378e-05i,0.00017313+0.00063281i,0.00063511+0.00012834i,0.00024018-0.00042768i,0.00059873-0.00031895i,0.00063882-0.00045473i,0.00036969-0.0011061i,-0.000125-0.00077438i,-0.00081495+0.00035561i,-5.3255e-05+0.00073992i,0.00015239+0.00015255i,-0.0003942-0.00066874i
0.00079604-0.0012505i,-2.5513e-05-0.0021889i,-0.00023951-0.0014953i,-0.00023568-0.00049207i,-0.00032968+0.0010159i,0.00014409+0.0022992i,-2.6498e-05+0.001794i,-0.00017223+0.0010802i,0.0001436+0.00040207i,0.00027355+0.00021742i,2.2353e-05+0.00084279i,-0.00019972+0.0012227i,-4.9221e-05+0.0010021i,-0.00023896+0.00044663i,-0.00068066+0.00042244i,-0.000743+0.00052623i,-0.00036747+0.0005948i,-0.00043757+0.00054833i,-0.00061477+0.00045408i,-0.00053222+4.7949e-05i,5.96e-05-0.00045761i,0.00044818-0.00089242i,1.9737e-05-0.0010389i
0.00046196-0.0034316i,0.00065759-0.0021228i,-0.00091592-0.00047233i,-0.00099686+0.0010665i,-0.00038978+0.0016881i,0.00057494+0.0020859i,0.001397+0.0013172i,0.0018379-0.00010077i,0.0018509-0.0006724i,0.0017735-0.00080128i,0.0021205-0.00080797i,0.0017934-0.00021735i,0.0013041+0.00027314i,0.0012103+0.00029927i,0.00018506-1.0083e-05i,-0.0001241-5.3217e-05i,0.00057335+0.00061775i,0.00013764+0.0011758i,0.00039784+0.0010064i,0.00071035+0.00017096i,0.00035697+0.00020501i,0.00090985+0.00027444i,0.0017398-0.00025524i
-5.1313e-05+0.001735i,-0.00044485+0.001136i,0.00019929+0.00077401i,0.00014437+2.1995e-05i,6.9638e-05-0.00023515i,0.00021586-4.4638e-05i,0.00055752-0.00021388i,0.00090087-0.00046195i,0.00065084-0.00058641i,0.00098448-0.00097134i,0.00099545-0.0013955i,0.00028021-0.00077809i,-0.00010322+0.00018313i,1.8959e-05+0.00046967i,-1.5531e-05+0.00090514i,-0.00012765+0.00065835i,-0.00021922+0.00067862i,-0.00099256+0.0012797i,-0.0013563+0.00095971i,-0.00083593-0.00026216i,-0.00055044-0.00070001i,-0.00045598-0.00034233i,0.00016887-2.3798e-05i
-0.0015059-0.00022362i,-0.0025777+0.00060323i,-0.001339+0.0010529i,0.0001555+0.00047091i,0.00030991+0.00029538i,0.00057404+0.00066504i,0.00079111-0.00031619i,0.00057083-0.0010612i,0.00025256-0.00021187i,-0.00086193+5.0082e-05i,-0.0012758-0.00016915i,-0.0007806+0.00073675i,-0.00093901+0.0012278i,-0.00078962+0.00089272i,-0.00045683+0.00047956i,-0.00012641+0.0008104i,0.00034389+0.00078595i,0.00030138+0.00027681i,-0.00037496+0.0011283i,-0.00014425+0.0017204i,0.00070931+0.0010132i,0.00071067+0.00073117i,-0.00018778+0.00062989i
-0.0014037-0.0024419i,-0.0019057-0.0029568i,-0.0014774-0.0012535i,-0.00048208+0.00075745i,-0.00036271+0.0013645i,-0.00055681+0.001269i,-0.00057597+0.001365i,-0.00042564+0.0010998i,-0.00029277+0.00047985i,0.00048446+0.0010261i,0.0016246+0.0015801i,0.0018638+0.0013811i,0.0013944-4.8496e-05i,0.00073365-0.0010175i,0.00036866-0.00011691i,0.00052584-0.00023969i,0.0006033-0.00048511i,-0.00037706-0.00013495i,-0.00061221-4.5378e-05i,0.00010293+0.000426i,0.0011229+0.00034747i,0.0010045-0.00026172i,-0.00014131-9.9698e-05i
9.9876e-05-0.0017609i,9.4847e-05-0.0012346i,-0.00053166+0.00015193i,-0.00067576+0.0012205i,0.00033918+0.0014543i,0.0014342+0.0010602i,0.0013303+0.00048829i,0.0010028+1.2161e-05i,0.0015251-9.2343e-06i,0.0014866+0.00015924i,0.0010186+0.00027406i,0.0011927+0.00035504i,0.00091072+0.00053122i,0.00028716+0.00019102i,0.00041537-1.2992e-05i,0.00076105+0.00050283i,0.00038658+0.00048104i,0.00014596+0.00039832i,0.00071172+1.8864e-05i,0.00066369-0.00033578i,0.00081168-0.00011815i,0.0010764-0.00037063i,0.00097933-0.00023209i
-0.00032233+0.00045732i,-0.00072359-0.00025905i,-0.00010316+0.00025448i,0.0010753+0.00047303i,0.0013698-6.4013e-05i,0.00017125+6.9506e-05i,0.00018348-0.00023661i,0.00083344-0.00037937i,0.00082645-0.00046582i,0.00098415-0.0019431i,0.0010622-0.0020729i,7.9726e-05-0.0010113i,-0.00060436+0.00053076i,-0.00065971+0.0015612i,-0.00076111+0.00074915i,-0.00054059-0.00041812i,0.00015252-0.00060857i,0.00037619+0.00010483i,1.7968e-05+0.00053259i,-5.7669e-06+0.00066455i,2.8766e-05+0.00027652i,0.00011793-0.00067222i,-0.00014547-0.00047641i
-0.00020381+0.0013458i,-0.0009281+0.0011707i,-0.00038343+0.00029611i,0.00063499+4.9707e-05i,0.00080175-0.00033201i,0.00033319-0.00060226i,0.00063903-0.0003481i,0.00042274+6.4355e-06i,5.7855e-05-0.00022777i,-0.0007039-5.2236e-05i,-0.0015206+0.00074081i,-0.0014616+0.00079661i,-0.00066071+0.00014696i,-0.00067609-0.00011088i,-0.0010195+0.00057404i,-0.00046916+0.0010586i,-3.4842e-05+0.0013063i,-0.0001366+0.00079047i,1.4798e-05+0.00083407i,0.00012196+0.00088189i,0.00048253+0.00021652i,0.00069434-4.4565e-05i,0.00047203+0.00026969i
-0.0023641+0.00030845i,-0.0024499-0.0007532i,-0.00034426-0.00064814i,0.0016458+0.00013677i,0.0014409+0.00011241i,0.00045565+0.00061288i,0.00032606+0.0012832i,0.00025018+0.00092217i,-0.00032217+0.00046403i,-0.00039144+0.00057316i,-0.00049424+0.001162i,-0.00027074+0.00091733i,0.0006128-4.9717e-06i,0.00050128-0.00015913i,8.329e-05-0.00038573i,4.2417e-05-0.00011702i,0.00022773+0.00079172i,0.00020695+0.0011592i,5.8147e-05+0.00056868i,0.00050156+0.00037097i,0.00092616+0.00042039i,0.00083877+0.00017013i,0.0011879-0.00073275i
-0.0021419-0.001213i,-0.0014299-0.00050511i,-0.0011903+0.0011466i,-0.0014591+0.0014512i,-0.00053544+0.0009203i,0.00062508+0.00046903i,0.0015279+0.00022892i,0.0016814-0.00014823i,0.0008969+3.2309e-05i,0.00051369+0.00053538i,0.00025337-0.00020051i,-0.0003439-0.00097231i,-0.00036144-0.00084314i,0.00051456-0.00078205i,0.00046882-0.00034736i,-7.7844e-05+0.00032827i,0.0002243-6.6361e-05i,0.00032922-0.00022174i,-6.6135e-05+0.00022408i,-0.00034639+0.00029853i,-0.00018397+0.00032054i,0.00020785+0.0004765i,0.00012471+0.00023817i
0.00040314-0.0024974i,0.00020635-0.0026113i,-4.9848e-05-0.0007642i,0.00025638+0.0002341i,0.001274+0.00011581i,0.0010265+9.8386e-05i,8.2748e-05-0.00035882i,0.00056539-0.0010787i,0.0013764-0.0013171i,0.0013933-0.0014048i,0.00070421-0.001083i,-3.3605e-05-0.00041335i,-0.00053655-6.2939e-05i,-0.00087781+0.00030629i,-0.0010014+0.00075934i,-0.0004052+0.0010639i,0.00019828+0.0013654i,-0.00038768+0.0013662i,0.00010858+0.00072604i,0.0013008-9.606e-05i,0.00074484-0.00059501i,0.00028421-0.0003719i,0.00015271-8.0492e-05i
0.00021332-0.0024108i,0.0008376-0.0014645i,0.00075213-0.001269i,0.00057016+6.8814e-05i,-3.0877e-05+0.0014528i,0.00023737+0.0016732i,0.0010439+0.00078127i,0.0013011+0.00014203i,0.00054899-0.00059969i,-0.00056123-0.0012208i,-0.0016366-0.00026695i,-0.0018108+0.00085813i,-0.00073346+0.00095983i,0.00088346+0.00068174i,0.0017627+0.00035118i,0.0014852-7.7058e-05i,0.00084028+0.00019079i,-0.00020269+0.00089759i,-0.00076959+0.0011664i,0.00034957+0.001383i,0.0012734+0.00098785i,0.00091152+0.00026275i,0.00050761-0.00088737i
-0.00062275+0.00047171i,-0.0013367+6.3246e-05i,-0.00063203+0.00011899i,0.00081708+0.00014694i,0.00090404-3.1742e-05i,0.000454+8.8453e-05i,5.2105e-05+0.00076465i,-0.00050127+0.0012156i,-0.00082218+0.0010074i,-0.00023445+0.0010182i,2.3835e-05+0.0011895i,0.00021391+0.00039931i,0.00064643-0.00039636i,0.00059953-0.00067089i,0.00079829-0.00091979i,0.00044573-0.00041425i,-0.00031865-0.00026981i,-0.00050559-0.00018988i,-0.00023858-0.00025772i,-0.00014107-0.00021561i,-0.00037056-0.00028951i,-0.00054117-0.00050317i,-0.00054712+0.00030227i
-0.0018146-0.0012391i,-0.0024155-0.0013569i,-0.0023216-9.0302e-05i,-0.0010079+0.0012411i,0.00081955+0.0019778i,0.0020354+0.0020789i,0.0018095+0.0012244i,0.00099174+0.00016918i,0.0004966-0.00025405i,0.00095191-0.00072904i,0.0017309-0.0011223i,0.0015245-0.00064967i,0.00065162+7.2282e-05i,0.00030846+0.00037493i,9.1486e-05+0.00019679i,9.9098e-05+0.00056425i,0.00038711+0.0007058i,0.00023707-2.8573e-05i,-6.7828e-06-0.00070831i,0.0001611-2.8149e-05i,0.00032494+0.00023237i,1.0831e-06-0.00059099i,-0.00048412-0.0013674i
0.0004328-0.0007663i,0.00033585-0.0012176i,-0.00042701-0.0015179i,-0.00018678-0.0013724i,0.0002623-0.0007894i,0.00027263+0.00019173i,0.00051068+0.0012352i,0.0008405+0.0011775i,0.0010602+0.00052593i,0.0004602-0.00010032i,-0.00019801-0.00037072i,-0.0006938+0.00065112i,-0.00046976+0.0015965i,-0.00013295+0.0011416i,-0.0005965+0.00021116i,-0.00092895+4.638e-05i,-0.00053188+0.00067328i,3.9917e-05+0.00098871i,0.00029214+0.00067734i,0.00012818+0.00037504i,0.00030501+0.00010526i,0.00025257-0.00058215i,-4.3323e-05-0.00051321i
-0.00043381-0.0012924i,-0.0010818-0.00049329i,-0.00096597-1.089e-05i,-0.00084202+0.00090702i,-0.00066757+0.0022188i,-0.00030495+0.0024299i,0.00068025+0.00080568i,0.000759-0.00046599i,0.00034116-0.00098078i,0.00014838-0.00088455i,-0.00030314-1.5059e-05i,-0.00033425+0.00037281i,0.00018783+0.00033164i,0.00071417+0.00015233i,0.00084829-1.023e-05i,0.0011031+0.000261i,0.00072323+0.00037612i,0.0002182+0.00053196i,-0.00013432+0.00026295i,0.00010025-0.00044719i,0.00064443-0.00028381i,0.00084216+0.00011425i,0.00091878+0.0006758i
0.00055328-0.0018875i,0.00018969-0.0022307i,-0.00014916-0.0021706i,-0.00013221-0.0012075i,-0.00013956-0.00041303i,-0.00016128+0.00031902i,0.00013878+0.0010673i,-0.00014279+0.00034999i,-0.00027164-0.00011065i,-0.00013545+0.00014178i,-8.92e-05-0.00028805i,0.00014562-0.00057747i,0.00067453-0.00057388i,0.0008133-0.00078136i,0.00050827-0.00061974i,0.0010437-0.00045308i,0.00088964-2.4427e-05i,7.6154e-05+0.00053851i,-0.00015297+0.00068031i,0.00029648+0.00030857i,0.0012138+0.00073781i,0.0011725+0.0014154i,0.00087109+0.0010381i
-0.0006748-0.0016209i,-0.00054663-0.0014537i,-0.00035925-0.0016526i,-0.00018191-0.00082032i,0.00017062+0.00044247i,0.00017566+0.0013192i,0.00035588+0.0015948i,0.00026306+0.0016479i,0.00014084+0.0018284i,0.00011505+0.0010864i,0.00039113-7.0669e-05i,0.00025934+0.00013298i,0.00029977+5.5918e-05i,0.00072669-0.0007208i,0.00047021-0.00070774i,-0.00016653+6e-05i,-0.00048808+0.00086142i,-0.0010855+0.0011795i,-0.0010179+0.00099391i,-0.00017451+0.00052634i,-0.00016953-0.00015395i,-2.1568e-05-0.00043516i,0.00048371-0.00043627i
-2.7024e-05-0.00089534i,-0.0001342-0.00074194i,-4.1081e-06-0.00034627i,0.00032154+0.0014612i,0.0003184+0.0021308i,0.00076544+0.0019648i,0.00043652+0.0014807i,0.00058976+0.001005i,0.00096397+0.00068768i,0.00068037-3.6771e-05i,-9.6329e-05+5.6327e-05i,-0.00080673+0.00058647i,-7.0499e-05+0.00023298i,0.00034275+0.00016955i,-2.0123e-05+0.00075842i,-0.00024078+0.0012187i,-0.00012626+0.0010803i,0.00017377+0.00092652i,0.00071478+0.00058701i,0.00082756+1.2922e-05i,0.00065249+0.0001575i,0.00015275+6.8103e-05i,-0.00029497+0.00034598i
-0.000874+0.00034761i,-0.0011354+0.0012591i,-0.0020115+0.00093442i,-0.0018218+0.0016687i,-0.00039829+0.0020049i,0.00024839+0.0012511i,0.00031332-0.00011851i,0.00020562-0.0011307i,9.9681e-05-0.00089317i,0.00010197-0.000337i,0.00010301+0.00026066i,0.00026877+0.00070679i,8.4987e-05+0.00068152i,0.00011345+0.00075773i,-9.9027e-05+0.0013651i,-4.6446e-05+0.00096581i,0.00053202+0.00046269i,0.0001917+0.00087358i,-6.291e-05+0.0006129i,0.000423+0.00072461i,0.0004819+0.00063512i,-3.9157e-05+0.00034686i,0.00047155+0.00024325i
-0.0012227-0.0010825i,-0.002264-0.0015438i,-0.00097649-0.001707i,0.00010814-0.0015249i,0.0010333-0.0002794i,0.00079232+0.00075929i,-2.6954e-06+0.0006495i,0.00043033+0.00043422i,0.0016717+0.00050315i,0.0018766-0.00011047i,0.00089799-0.0004595i,0.00037852-0.00038384i,0.00030862-1.2466e-06i,0.00050427+0.00017841i,0.0008637-0.00013291i,0.00067239-0.00035577i,0.00026949-5.3946e-05i,0.00032524+0.00024932i,0.000154+0.00029826i,0.00013775+0.00040755i,1.7428e-05+0.00094284i,-0.0004518+0.0009245i,-0.00039289+0.00033386i
-0.0026215-0.00014261i,-0.0028436-0.00049313i,-0.0013369+0.00087801i,0.00054862+0.00052507i,0.0013674+0.00017276i,0.0019488+0.00092422i,0.0016171+0.001287i,0.00051322+0.001456i,0.00039106+0.00098392i,-0.00014326-0.00044381i,-0.00095962-0.0016418i,-0.00067605-0.0016913i,-6.3283e-05-0.00079525i,-0.00014033-0.00051527i,-0.00075433-0.00039426i,-0.00059628-0.00018981i,0.0004639-1.8251e-05i,0.0001297+0.00037479i,-0.00051017+0.0011312i,4.0536e-06+0.0012049i,0.00063473+0.0002369i,0.00049425-0.00030485i,3.3472e-05+0.0001552i
-0.002103+0.00086731i,-0.0023129-0.00055401i,-0.00081449-0.00051544i,0.00088243-0.00024929i,0.0014229-0.00090963i,0.0013294-0.0007609i,0.00097765-0.00060181i,0.0007908-0.00045616i,0.0013023+0.0003356i,0.0011554+0.00055743i,0.00021683-0.00030875i,-0.00080207-0.00025283i,-0.0011679+0.00016654i,-0.0007305+0.00059571i,-0.00016064+0.0010482i,-0.00019808+0.00070088i,3.2517e-05+0.00032541i,0.00012607-2.927e-05i,-0.00024024+2.0431e-05i,-0.00047407+0.00036005i,-0.00038165+0.00024126i,-0.00021626-0.00028241i,-0.00022045-7.6997e-05i
-0.0013986-0.0013564i,-0.0011766-0.0017822i,5.7061e-05-0.00099529i,0.00074949-9.1858e-05i,0.0010264+0.00034156i,0.0015083+0.0012128i,0.0015052+0.0015169i,0.00063389-2.6106e-06i,-0.00018676-0.00042795i,0.00046922+0.00027834i,0.0011471+0.00020321i,0.00036047+0.00019987i,-0.00075753+0.00052299i,-0.00035423+0.00014705i,-0.00012741-0.00052345i,-0.00038017-0.0001659i,0.00054842+0.00073965i,0.00043156+0.0010197i,0.0001207+0.0010283i,0.0005394+0.00049588i,0.0004768-0.00012964i,0.0002066+7.2467e-05i,0.00032438-0.00027453i
-0.00052357+0.0002969i,-0.00057953-0.00036818i,-0.00045029+0.00086886i,-0.00047577+0.002051i,0.00038862+0.0026776i,0.0012149+0.0026519i,0.0010086+0.0016475i,0.0006293+0.00089384i,0.00026617-0.0001179i,3.2381e-05-0.0010891i,0.00032807-0.0011432i,0.00013744-0.00081706i,-0.00015393-0.00058027i,0.00029627-0.00095749i,0.00056145-0.00078925i,0.00011303+9.2152e-05i,-0.0001836+0.00062419i,-0.00012531+0.00078332i,-0.00037126+0.00048862i,0.00014074+0.0001731i,7.9085e-05+0.00060839i,-0.00082039+8.5409e-05i,-0.00062363-5.2007e-05i
0.0007092+0.0019317i,-0.0010823+0.0021121i,-0.0012177+0.0018542i,-0.00076683+0.00093456i,6.0172e-05+0.00030433i,0.00059022+0.00064895i,0.00031326+0.0009888i,0.00011096+0.0011708i,0.00095099+0.0012068i,0.0010079+0.00014594i,0.00054379-0.00097077i,-0.00039991-0.00059092i,-0.0011778+0.00022864i,-0.00047679+0.0003433i,0.00020474+0.00017307i,0.00098517+0.00061207i,0.0011474+0.001156i,0.00054727+0.00090325i,0.0001167+0.0001299i,-0.00041618+0.00025529i,-0.0004889+0.0012641i,0.0003825+0.00077096i,0.0004185-0.00040622i
0.0011607-2.3135e-05i,-0.00062614-0.00036797i,-0.00067912-0.0011403i,-0.00017054-0.0015041i,-0.00033909-0.002002i,-0.00044914-0.00097682i,0.00046149+0.00022904i,0.0010941-0.000116i,0.0010649-0.00051173i,0.0005258-0.00055811i,-3.7087e-05+4.2903e-05i,8.7684e-05+0.00079961i,-0.00012171+0.00051011i,-0.00017013+0.00015853i,0.00021681+0.00059507i,0.00049424+0.00064133i,0.00052554+0.00030318i,0.00030626-0.00010318i,0.00018327-0.00052276i,0.00066758-0.00076465i,0.0015022-0.00095657i,0.001138-0.0012818i,0.00077876-0.0011249i
-0.00017126-0.0015388i,-0.0009289-0.0016193i,-7.7272e-05-0.0018673i,0.00050864-0.0019053i,0.00051369-0.0012013i,7.04e-05-6.135e-06i,-0.00061933+0.00044041i,-0.00043946-0.0001448i,-7.7203e-05-9.0137e-05i,0.00017404+0.00010264i,0.00033909+0.00030104i,0.00012354+0.00066124i,-7.6558e-05+0.00097295i,0.00096418+0.001459i,0.0017099+0.0013072i,0.0010478+0.0013697i,0.00024497+0.0011765i,-0.00013279+0.00020722i,4.5708e-05-0.00012268i,0.00044609+0.00049382i,-3.9425e-05+0.00049153i,-0.00031854+0.00024802i,-0.0001685-5.5746e-05i
-0.00081731-0.0018243i,-0.00034249-0.0022648i,0.0002479-0.001734i,0.00044324-0.00027883i,-0.00040738+0.0011377i,-0.00082468+0.0017155i,-0.00049242+0.0010806i,-0.00088595+0.00066165i,-0.0011916+0.00033583i,-0.0010953-0.00019821i,-0.00059806-0.00019243i,-0.00020147+0.00064627i,0.00039073+0.00079487i,0.00031364+0.00044925i,-0.00040373+0.00016612i,-0.00041094+0.00082762i,-0.0004904+0.00082398i,-0.00036952+2.9373e-05i,-0.00018877+4.5955e-05i,-0.00025539-4.4148e-06i,-0.00012746-0.00033832i,0.00017945-0.00038838i,-0.00012328+0.00033319i
-0.0015421-0.0021783i,-0.0013012-0.0012042i,-0.0013189-2.6119e-05i,-0.0011049+0.0016182i,-0.00035003+0.0029733i,0.0014325+0.0027726i,0.0024968+0.0016429i,0.0013168+0.0016925i,-5.8447e-05+0.0012424i,1.5935e-05-0.00067489i,0.00057541-0.0015016i,1.5182e-05-0.00027751i,-0.00045377+0.00064829i,-0.00043895-0.00032405i,-0.0010013-0.00035983i,-0.0010077+0.00041687i,-0.00020446+0.00039565i,0.0010147+0.00033873i,0.0015505+0.00016309i,0.0010037+0.00034496i,0.00053987-0.00014482i,0.00075982-0.00058482i,0.0011008-0.00023024i
