-0.0028579+0.0027658i,-0.0029232+0.0019498i,-0.0037508+0.0022532i,-0.0020261+0.0022798i,-0.00057376+0.0016057i,-0.00032963+0.001433i,1.67e-05+0.0019282i,-0.00011103+0.0017706i,-0.0006378+0.00094743i,0.00022739+0.00056442i,0.0010066-4.8562e-05i,0.00070456-0.00038553i,-5.3452e-06-0.00084054i,-7.4438e-05-0.0014264i,6.3299e-05-0.000834i,-9.7749e-05-0.00016181i,-3.6249e-05+0.0001749i,-0.00011853+3.5611e-05i,-6.3289e-06-0.00090936i,0.00034381-0.0012735i,7.908e-05-0.00044719i,-0.0003718+0.00031686i,-0.00026245-4.2299e-05i
-0.0026126+0.00070445i,-0.0033078+0.0013549i,-0.0023062+0.0015943i,-0.00013645+0.0008555i,0.0019414-0.00058667i,0.0018788-0.00087715i,0.00099376-0.00031277i,0.00037086+0.00019506i,0.00020197+0.00068835i,0.0010099+0.00036968i,0.0015233+0.00026181i,0.0012354+0.00023286i,0.0011953-0.00015679i,0.00088364-0.0010142i,0.0014609-0.0015119i,0.0021213-0.00053408i,0.0014633+0.00025953i,0.00063202-0.0001837i,-2.9432e-05-0.00063606i,-6.7883e-05-0.00062479i,0.00060442-0.00037326i,0.00037995-0.00021418i,-0.00028166-0.00025807i
0.00019863+0.00051609i,-9.6975e-05-0.00022313i,0.0004616-0.00075423i,0.00082429-0.00038834i,0.00050375+0.00010864i,0.00049725+0.00029974i,0.0013832+0.00028213i,0.0011901+3.4092e-05i,5.3176e-05-0.00049365i,-0.00023216-0.00024147i,-6.0025e-05-0.00025385i,-0.0002306-0.00034153i,-0.0002089+0.0004542i,0.00019769+0.0007358i,0.00045518+0.00042993i,-4.7739e-05+0.00070556i,0.00070431+0.0013799i,0.001137+0.0011018i,0.00039589-0.0002302i,0.00058313-0.00085443i,0.0010635-0.00032093i,0.00087079-4.4294e-05i,0.0004469-0.00011827i
-0.0010417-0.001454i,-0.0023597-0.001649i,-0.0015697-0.0018589i,-0.00050472-0.0017224i,-0.00039462-0.00050225i,8.6095e-05+0.00027754i,0.00096986-0.00033116i,0.00093484-0.001241i,3.8329e-05-0.0013459i,-0.00063425-0.00010845i,-0.00047334+0.00065232i,-7.8419e-05+0.00061714i,0.00025522+0.00040614i,0.00045663+0.00061483i,0.00049638+0.0016814i,0.00078788+0.0025233i,0.00053252+0.0024917i,0.00066408+0.0017468i,0.00084725+0.00099069i,0.00096899+0.00067305i,0.0010279+0.00077417i,0.00048768+0.00084728i,0.00043439+0.00032814i
-0.0015735+0.0012862i,-0.0013718+0.00040458i,-0.00079138+0.0007798i,-2.9859e-05+0.00065705i,0.00044446-0.0013945i,-0.00015972-0.0030246i,-0.00083323-0.001941i,-0.00050614-0.00056147i,-0.00086921+0.00047449i,-0.00068338+0.0010606i,0.00048229+0.00051122i,-0.00011609-9.1171e-05i,-0.0011423-3.0431e-05i,-0.0012026+0.00046851i,-0.0014478+8.8898e-05i,-0.0012632+8.9868e-05i,-0.00058223+0.00074543i,-9.9651e-05+0.00088685i,0.00045334+0.00011372i,0.001031-0.00020126i,0.00082188+0.00025235i,0.00016515+0.00081835i,0.00040776+0.00060989i
-0.0022073+0.00054783i,-0.0026072+0.00084192i,-0.0011616+0.0016477i,0.00021237+0.00028361i,9.4958e-05-0.0012288i,-0.00034069-0.00034859i,-3.1022e-05+0.0010349i,-6.0094e-05+0.0018692i,0.00014289+0.0014602i,0.0013044+0.00071039i,0.001844+0.00035113i,0.00061383+0.00015592i,-0.0005486-0.00038001i,-0.00101-0.00083758i,-0.0019545-0.00094049i,-0.0024235-0.00061754i,-0.0014067+0.00037985i,-0.00029787+0.0007774i,0.00015577-5.3327e-05i,0.00045198+0.00021245i,0.00048462+0.0011688i,0.00024212+0.00099514i,0.00013926+0.00033157i
-0.00042353-0.0020289i,-0.0013467-0.0018867i,-0.0012277-0.0011789i,-0.00011276-0.00081199i,0.00062263-0.00035603i,0.00045953-0.00027445i,0.00071738+0.00049529i,0.00074713+0.0015192i,0.00058855+0.0011235i,0.00046414+0.00021589i,0.00014626-0.00042424i,8.1555e-05-0.00037017i,-0.00039629-0.00018512i,-0.0010591+0.00062272i,-0.0013631+0.0015152i,-0.0018368+0.0011124i,-0.0019535-0.00052654i,-0.00072815-0.00098308i,-0.00026676-0.00053443i,0.00015683-0.00061341i,0.0003218-0.00051902i,5.981e-05+0.00017126i,-5.7572e-06+0.00072137i
0.00067029+0.0012493i,0.0013752+0.00051632i,0.0023305-0.0004616i,0.0027812-0.00091943i,0.0018055-0.00071295i,8.0103e-06+1.5245e-05i,-0.00054136+0.00073463i,0.00080403-0.00052115i,0.0010609-0.0020042i,-0.00025269-0.0025322i,-0.00057404-0.0018023i,6.3264e-05-0.00077717i,9.2607e-05-0.00017169i,-0.0010402-0.00069514i,-0.0015952-0.0011934i,-0.0015279-0.001037i,-0.0012278-0.0010538i,-0.00099992-0.00068348i,-0.00042142-0.00064617i,-4.2069e-05-0.0007017i,-0.00022862+0.00037093i,-4.5978e-05+0.00066708i,-5.133e-05+0.00029303i
0.00010076+0.00079647i,-0.0012048-0.00030439i,-0.0010917-0.00012849i,-0.00054286-0.00069253i,-0.00019959-0.0013218i,-0.0001018-0.00021536i,-0.00019341+0.00037645i,-0.00029981-0.00041991i,-0.0004078-0.0012136i,-9.1715e-05-0.00063192i,0.00042252+0.00019717i,0.00030679-7.5648e-05i,-0.0005048-0.00012668i,-0.0012279-0.00020152i,-0.0013097-0.0010158i,-0.00069929-0.001255i,-0.00066859-0.0015921i,-5.5474e-05-0.0015737i,1.7695e-05-0.00069542i,-0.0011881-6.6396e-06i,-0.0013583+0.00035928i,-0.00074501+0.0005395i,-0.00073618+0.00022915i
-0.0023197-0.00054841i,-0.0031273-0.00011348i,-0.0029691-0.00061208i,-0.0012057-0.00032785i,-0.00054488-0.00050031i,-0.0010897-0.0022312i,-0.0014423-0.0024832i,-0.0011892-0.0010315i,-0.0010705+4.5866e-05i,-0.00082604+0.00011149i,0.00042494-0.00040823i,0.0014407-0.0001777i,0.00096653+8.6215e-05i,0.00060572-0.0012316i,0.00068958-0.0030785i,0.00044363-0.0032345i,0.00029089-0.0021941i,0.00018422-0.00064868i,0.00013684+0.0006769i,-0.00012273+0.001046i,-0.00054361+0.00092515i,-0.00028377+0.00045247i,-1.8839e-05-4.0123e-05i
0.00097057-0.00052052i,0.00078327-6.223e-05i,0.00031842+1.58e-05i,-0.00043291-0.00039393i,-0.0010031-0.00017458i,-0.0011425+0.0014261i,-0.00059297+0.0025064i,-0.00070908+0.0024249i,-0.0010587+0.0016245i,0.00012006+0.00092518i,0.00071073+0.00024797i,0.00075168-3.9262e-05i,0.00027388+0.0003522i,-0.00067481-0.00024055i,-0.00077644-0.0009029i,0.00045789-0.00074741i,0.0010499-0.00023036i,0.0011268+5.2325e-05i,0.00089747+0.00048353i,0.00052532-3.2408e-05i,0.00011942-0.00051528i,-0.0001407-0.00098709i,-0.00039803-0.00079552i
-0.0013232-0.0013238i,-0.0029065-0.0011503i,-0.0016873-0.00062325i,0.00086572-0.00010267i,0.0015352-0.00029803i,0.0011472-0.00023698i,0.0010278-0.0004575i,0.0012333-0.00065263i,0.00041354-0.00012833i,-0.00011558+4.8475e-05i,0.00011761-0.00048783i,1.7163e-05-0.00099362i,-1.4168e-05-0.00095875i,0.00013267-0.00064083i,0.00081371-0.00064296i,0.0015364+0.00011951i,0.0013426+0.00078893i,0.00049023-0.00045121i,-4.139e-05-0.0011932i,4.3791e-05-0.0012981i,0.00041878-0.0011984i,0.00010602-0.00073004i,0.0002687-0.00055261i
8.6322e-05-0.00073486i,-0.0011191-0.00079383i,-0.0012675-0.0020016i,-0.0018465-0.0019249i,-0.0013926-0.0012442i,0.00032794-2.4277e-05i,0.0011125+0.00058531i,0.00085546-0.00062691i,9.163e-05-0.0012989i,-0.00097287-0.00042085i,-0.00097577+3.2519e-05i,-0.00075848+2.7589e-05i,-0.00066687+0.00094966i,0.00064312+0.0018311i,0.001926+0.001989i,0.0017837+0.00093875i,0.0010007-0.00034401i,0.00031953-0.00032134i,-8.7855e-05+0.00010969i,-0.00015983-0.00013648i,-0.00026695-0.0001127i,-0.00039137-0.00014629i,-0.00035532-0.00038243i
-0.0026263-0.0023194i,-0.0028185-0.002019i,-0.0022505-0.00071225i,-0.00034296+0.00025448i,0.00085331+0.00021179i,0.0011005-0.00084889i,0.0016103-0.0017617i,-8.0655e-05-0.0022055i,-0.0019561-0.0013804i,-0.0016028+0.00039098i,-0.00099434+0.0011005i,-0.00049913+0.00033204i,3.3619e-05-0.00034819i,0.00035556-0.00051363i,0.00074321-0.00035115i,0.0014583+0.00067923i,0.0011405+0.0013834i,-0.00041121+0.00068662i,-0.00073991-0.00095102i,0.00018222-0.0016523i,0.00046781-0.00074285i,0.0003537-0.00021325i,0.00061115-0.00014395i
-0.0010356-0.00060062i,-0.0013709-0.00055828i,-0.0015316-0.0001543i,-0.00083951-4.5091e-05i,-0.00044284-1.0918e-05i,-0.00088778-0.00019591i,-0.00091948-0.0004831i,-5.5547e-05+0.00048863i,0.00073385+0.0016175i,0.00050047+0.0016777i,0.00021868+0.00042126i,0.00059469-0.0005645i,0.001365-0.00063723i,0.0012944-0.00011511i,0.00033034+0.001264i,-9.864e-05+0.0017838i,-0.00036588+0.0016398i,-0.00024028+0.00075048i,0.00039083-0.00023509i,0.0010527+0.00031465i,0.0010866+0.00069496i,0.00081352+0.00031498i,0.00060193+0.00066745i
0.00032027-0.0018494i,-0.00072401-0.0028888i,-0.00083796-0.0021463i,-0.00036006-0.00050361i,-0.00021261+5.8631e-05i,7.1269e-05+0.0010068i,0.00086486+0.0018195i,0.0010551+0.0016695i,0.0008227+0.0013373i,0.00057708+0.00017625i,0.00084116-0.00039798i,0.0015342-0.00032511i,0.00058278-0.0006345i,-0.00042196+0.00028446i,-0.0004087+0.0021696i,-0.00058529+0.0020982i,-0.00048217+0.00061722i,0.00034607-0.00044367i,0.0011308-0.0006348i,0.0015311+0.00042367i,0.00097442+0.0009552i,0.00040348+0.00035579i,0.0005418+0.00038468i
0.0020773+0.00055774i,0.001461-0.00039236i,0.0002077-0.0016669i,-0.00047453-0.0012916i,-0.00046112-0.0001644i,7.1407e-05+0.00080877i,0.00069507+0.0014664i,0.0011494+0.00059499i,0.0014903-0.00072521i,0.00079437-0.0010773i,-0.00020834-0.00030199i,-0.00015911+0.00060236i,-0.00026777+0.0010554i,-0.00071865+0.0014979i,-0.0016169+0.0026042i,-0.0018505+0.0024586i,-0.0005218+0.00026523i,0.00034129-0.0011514i,0.00083998-0.00053385i,0.0012536+0.00013057i,0.0012384+0.0001869i,0.00098759+0.0010704i,0.00056429+0.001283i
-0.0021913+0.0015895i,-0.0021574+0.0013854i,-0.0021963+0.00079241i,-0.0019632-0.00017955i,-0.00068889-0.0012173i,0.00066132-0.00148i,0.0013358-0.00052515i,0.00034387-0.00056076i,-0.00084263-0.001215i,-0.00067258-0.00037975i,0.00047009+0.00062561i,0.00080933+0.00090147i,-5.0684e-05+0.0014988i,-0.00095665+0.0013319i,-0.0017041+0.00027113i,-0.0015242+0.00013679i,-0.00067813+0.00065386i,0.00023917+0.00069172i,0.00017871+0.00087336i,0.00022572+0.00097333i,0.00095047+0.00055542i,0.0011362+6.0498e-06i,0.00032131+0.00027738i
-0.0023213+0.0019387i,-0.0011544+0.0016069i,0.00095324+0.0014295i,0.0019075-7.8368e-05i,0.0011949-0.0013144i,-0.00010592-0.0015868i,-0.00021482-0.0017346i,-0.00079524-0.0011366i,-0.0025869+0.00048817i,-0.0019675+0.0014792i,-0.00056685+0.0012963i,-0.00059268+0.00047559i,-0.00028054-0.0001537i,-0.00098555-0.0013334i,-0.0017862-0.0023419i,-0.0012585-0.0022483i,-0.00042244-0.00025914i,-0.00038677+0.0012223i,-0.00081462+0.0014655i,-0.00033564+0.0019507i,0.00092751+0.0018742i,0.00087865+0.0010122i,-0.00021727-0.00019439i
-0.0025855+0.0010991i,-0.0030395+0.0014943i,-0.0021173+0.00059174i,-0.00063142-0.00023019i,-0.00026402-0.0010616i,-0.00083355-0.00074909i,-0.0012124-8.035e-05i,0.00016334+0.00019456i,0.0014651+0.0011834i,0.0013391+0.0016929i,0.00036517+0.00082584i,-0.00054033+0.0002972i,-0.0014973+0.0003883i,-0.0017601+0.00010701i,-0.0021857-0.00052819i,-0.0018358-0.0015589i,-0.00086669-0.0013118i,-0.00023107-3.8835e-05i,0.00049504+0.0004872i,-3.0326e-05+0.0010138i,-0.00057612+0.00071796i,-0.00028111-0.0001894i,-0.00013536-0.00017123i
-0.0013811-0.0024341i,-0.0014577-0.0033049i,-0.0010165-0.0025377i,-0.00023178-0.0020442i,-0.00021237-0.0025958i,6.8725e-05-0.0013952i,0.0009054+0.00077701i,0.0010451+0.00073412i,0.0022551-0.00012871i,0.0022521-0.00061301i,0.00090826-0.00087643i,-0.00016565-0.00065477i,-0.0009615+7.1533e-06i,-0.00091661-0.00013079i,-0.00059662-0.00088615i,-0.00068482-0.0003058i,-0.00049606-0.00033495i,-0.00025662-0.00038326i,-0.0011364-7.0557e-05i,-0.0012972-2.2909e-05i,-0.00055513-4.2079e-05i,-0.0001314-5.4734e-05i,-0.00066518-0.00018452i
-0.00048975-0.0024367i,-0.0020125-0.00074549i,-0.0025608+0.00059203i,-0.0015848+0.00093376i,-0.00064407+0.0010181i,-0.00022829+0.0010583i,-0.00010998+0.00036864i,0.00050182-0.00046911i,-0.00043651-0.00084498i,-0.0014348-0.00061211i,-0.00026266-0.00053644i,0.00042941-0.00049805i,0.00012388+0.00046686i,0.00061308+0.00036388i,0.0015466-0.00073079i,0.00097521-0.0010884i,-0.00045319-0.00087651i,-0.0015356-0.00084203i,-0.0016663-0.00065345i,-0.0017505-0.00052413i,-0.0019847-0.00087578i,-0.0014807-0.00082193i,-0.0009538-0.0008011i
-0.0012059-0.0011878i,-0.0021625-0.0016105i,-0.0020139-0.00028533i,-0.0011782+0.00025157i,0.00044007-4.2834e-05i,0.0016594+2.5185e-05i,0.0017802+0.00052856i,0.00054594+0.00046924i,-0.0012438+0.00025408i,-0.0016091+0.0010592i,-0.0011056+0.0015443i,3.9082e-05+0.00047208i,0.0011092-0.001114i,0.0015968-0.0015687i,0.0026927-0.0014879i,0.0025115-0.00097855i,0.00047108-0.00047362i,-0.00084087-0.00023938i,-0.00091146-0.00047844i,-0.000376-0.00062694i,-0.00011634-0.00032504i,2.75e-05-0.00025169i,1.1944e-05-0.00016028i
-0.0013386+0.00094671i,-0.001822-0.00026782i,-0.00015338-0.0008178i,0.0015134-0.00065497i,0.0012838-0.00085623i,0.00010404-0.00081289i,0.00018156-0.00066751i,0.00091875+0.00019838i,0.0018266+0.00153i,0.0015274+0.0020827i,0.00095394+0.0011939i,0.0010656-3.1633e-06i,0.0010184-0.0013093i,0.00027831-0.0015911i,-0.00038898-0.0013666i,0.00067063-0.0012959i,0.0012034-0.0012666i,0.00080442-0.0010699i,0.00078758-0.0013437i,0.00050422-0.0014848i,0.00032052-0.00047546i,-7.162e-05-3.7781e-05i,-0.0010384-0.00029551i
-0.0020876+0.00078565i,-0.0030067+0.0017891i,-0.0022462+0.0015592i,-0.0003755+0.00099044i,0.00069581+0.00024406i,0.00025637+0.0005383i,-0.00022805+0.00052543i,-0.00018977-0.00018367i,0.00070423+5.583e-05i,0.0014777+0.00012294i,0.0015104+0.00011805i,0.00089819+0.0002442i,0.00050945-0.00021622i,0.00039634-0.00031481i,0.00017993+0.00053896i,0.00060325+0.00065168i,0.0019994+0.000302i,0.0029008+7.3023e-05i,0.0019513-0.00073962i,0.0016613-0.001326i,0.0019837-0.00095492i,0.0011537-0.00065125i,-0.00017644-0.0010418i
-0.0011948-0.0010699i,-0.00013925-0.0011956i,0.00061759-0.00031771i,0.00079278-0.00019899i,0.00088911-0.00064991i,0.00040304-0.00042636i,-0.0013+0.00055742i,-0.0015347+0.00017443i,-0.00045806-0.00046195i,-0.00050021+8.4377e-05i,-0.0002278+0.00074128i,2.217e-05+0.001352i,0.00096396+0.0015769i,0.0016683+0.0019798i,0.0011217+0.0025186i,0.00063638+0.0027732i,0.0007106+0.001681i,0.00031379-3.9854e-05i,-0.0002066-0.00063087i,0.00071929-0.0012039i,0.0011367-0.0011256i,0.00018599+8.2366e-05i,3.3757e-05+0.00072059i
0.0005819+0.00086537i,0.00056071+0.00026919i,0.00091255-0.00091031i,0.0016951-0.0018814i,0.00086603-0.0017386i,1.3151e-05-0.0003818i,-0.00013677+0.00084027i,-0.00060549+0.0010848i,-0.0018137+0.00068383i,-0.0024924-0.0003086i,-0.0017813+0.00071565i,-0.0010356+0.0023405i,-0.0010247+0.0017038i,-0.0010617+0.0012469i,-0.0010493+0.0019399i,-0.00058609+0.0025639i,0.00030016+0.0022531i,0.00071831+0.0013737i,0.00076542+0.00089153i,0.0012266+0.00053486i,0.0013794+0.00075585i,0.00017021+0.00071176i,-0.00082389+0.00057222i
-0.0012009+0.0010633i,-0.0029841+0.0020289i,-0.0025235+0.0018075i,-0.00070793-5.2972e-06i,0.00015386-0.0012562i,0.0010275-0.00084822i,0.0012377-0.00027761i,0.00046482+0.00059396i,-0.00062585+0.0020909i,-0.00087215+0.00279i,-3.8815e-06+0.0022368i,0.00044021+0.0011629i,-0.00027303+0.00035903i,-0.00083926+0.00022113i,-0.0018215+0.00019087i,-0.0022233+0.00058009i,-0.0011609+0.0012733i,0.0004727+0.0017325i,0.0013977+0.0019557i,0.0010261+0.0018694i,0.00065714+0.0014672i,0.0011965+0.0010966i,0.0011111+0.0012611i
-0.002297-0.00023756i,-0.0019957-0.00049065i,-0.001035+0.00099071i,5.5248e-05+0.0014433i,0.0010098+0.00061096i,0.0012427+0.00012661i,0.00091282-0.00041577i,0.0011225-0.0016833i,0.0019847-0.0011492i,0.0022479-0.00012747i,0.0015943-0.00057562i,4.489e-05-0.00037998i,-0.0013041+0.00016635i,-0.0021361+0.00033494i,-0.0025018-0.00044852i,-0.0023425-0.00069637i,-0.0011002-0.00022741i,3.6522e-05+0.00044557i,0.00018993+0.00047799i,2.8991e-05+0.00057796i,0.00023261+0.00071931i,0.00092669+0.00020723i,0.0010776-6.0923e-05i
0.00046546-0.00050831i,-0.00052281-0.00085006i,-0.00050902-0.0001165i,0.00080477-0.0011692i,0.0014922-0.0034687i,0.0011341-0.0033098i,0.00054893-0.0019584i,0.00038796-0.0026772i,0.00054598-0.0029036i,0.00070667-0.0024656i,0.0010382-0.0026597i,0.0007472-0.0017994i,-0.00018291-0.00064844i,-0.0015196+3.3467e-06i,-0.0026536+4.0734e-05i,-0.0029759-0.0002714i,-0.0019521-0.00015083i,-0.00088716+0.00045871i,-0.00062492+0.00071843i,-0.00076487+0.00069857i,-0.00063665+0.0011128i,-9.4203e-05+0.00095555i,0.00018603+0.00084086i
-0.00040012+0.0015747i,0.00014378+0.0014126i,0.0011304+0.0014355i,0.0014927-0.00029818i,6.1649e-05-0.00064374i,-0.0024192+0.00039488i,-0.0028252+0.00079i,-0.0023632+0.0010992i,-0.0023969+0.00043116i,-0.002488-0.0010299i,-0.0011608-0.0011333i,0.000571-0.00033587i,0.00077053-2.5803e-05i,-0.00033686-0.00058641i,-0.0009672-0.00074706i,-0.00066917-0.00044984i,-0.00022622-0.000777i,-0.00097616-0.00019338i,-0.0015049+5.9555e-05i,-0.001053+0.000128i,-0.0012285+0.00084444i,-0.0012246+0.0011139i,-0.00062741+8.4611e-05i
-0.0038004-0.00086546i,-0.0050768-0.0006484i,-0.0047082-0.00082651i,-0.0030266-0.00050439i,-0.00076262-0.00049828i,0.00076206-0.00019267i,0.0019198+0.00068635i,0.0016563+0.002186i,-0.00080669+0.003092i,-0.0020868+0.0029839i,-0.0010795+0.0026256i,0.0007859+0.0013449i,0.001577-0.00052356i,0.00086251-0.0015486i,0.00039335-0.0024662i,0.00042965-0.0027732i,0.00017171-0.0020455i,-0.00041864-0.00071095i,-0.00027305+0.00027703i,-0.00037885+0.00036348i,-0.00084853+0.00019685i,-0.00070636+0.00021988i,-0.00070838+0.00051827i
-0.0030112+0.0010603i,-0.0016972+0.0011123i,8.6256e-06+0.0014972i,0.00094345+0.0011341i,0.0012149+0.00023213i,0.0009869-0.00025731i,0.0014682+0.0005274i,0.0023381+0.0013981i,0.0027701+0.0021981i,0.0035317+0.0025168i,0.0029972+0.0022397i,0.0023228+0.0011774i,0.0015621-0.0003421i,6.0752e-05-0.0021751i,-0.0003325-0.0034508i,0.00061509-0.0029148i,0.0012313-0.001256i,0.00073176-0.00062065i,-0.00075565-0.00050669i,-0.0012711-0.00039818i,-0.00054155-0.0011424i,-0.00046752-0.0010978i,-0.0010015-0.00026632i
-0.0042541-0.0053019i,-0.0042394-0.0050916i,-0.003801-0.0027556i,-0.0023329-7.2171e-05i,-0.00034044+0.0009998i,0.00091661+0.00084967i,0.00052464-0.00029524i,0.00029429-0.002121i,0.0011405-0.0026827i,0.0020409-0.001703i,0.001697-0.00037072i,0.0013164+0.0014532i,0.0015978+0.0015726i,0.0015991+0.00037187i,0.0015757-0.00058956i,0.0010192-0.001213i,0.00022406-0.0015853i,-0.00022498-0.0025879i,-0.00027287-0.0027961i,-0.00040282-0.0017544i,-0.00072966-0.0017151i,-0.00072576-0.0017571i,-0.00018767-0.00097585i
-0.00021265-0.0047956i,-0.0017636-0.0040743i,-0.0017294-0.0036577i,-0.0010717-0.0031303i,-0.00044084-0.0016221i,-3.5131e-06-0.00019656i,-0.00072357-0.00032781i,-0.0020854-0.0014603i,-0.0031953-0.0024584i,-0.0032433-0.0022127i,-0.0025597-0.00073035i,-0.0018298+0.00077085i,0.0004685+0.0017259i,0.0022542+0.0021288i,0.0023426+0.0019021i,0.0020676+0.0016741i,0.0011424+0.00078405i,0.00082755-0.00025939i,0.00060342-0.00080994i,0.00051349-0.0014089i,0.00072088-0.0013425i,0.00029307-0.00038762i,-0.0003913+0.00034504i
0.00017695+1.2483e-05i,-0.00033207-0.00014083i,-0.00082153+0.00054747i,-0.0012471+0.00026215i,-0.0010256+7.1387e-05i,-0.00090363+0.0008446i,-0.00093262+0.00079753i,-0.001068+0.0010595i,-0.0017229+0.0017347i,-0.0021095+0.0014668i,-0.0020089+0.00074326i,-0.001733+0.00074901i,-0.0009377+0.00093366i,0.00062813+0.00042727i,0.0018216+0.00017798i,0.0020147+0.00017655i,0.001534+7.5013e-05i,0.00071934+0.00075212i,0.00043638+0.00091811i,0.00064047+0.00050307i,0.001153+7.0777e-05i,0.0019289+0.00013038i,0.0020109-0.00014593i
0.0022743-0.00075676i,0.0005875-0.00071332i,0.00031564-0.0010814i,0.0011693-0.0010734i,0.0019565-0.00093543i,0.0018307-0.00057895i,0.0014608-2.8202e-05i,0.0015032-0.00017544i,0.0018006+0.0013224i,0.0011033+0.0025748i,0.00025725+0.0019445i,-0.00061289+0.00044055i,-0.00043365-5.019e-05i,0.00055476+0.00031392i,0.00082968+0.00044683i,0.0011918+0.00040517i,0.0012157+0.00052658i,0.00088768-0.00014265i,0.00076125-0.00067782i,0.00079981-0.00019459i,0.00057381-4.4352e-05i,0.0006151-0.00047574i,0.00059412-0.00086316i
-0.0012899-0.0011123i,-0.0019351-0.00042097i,-0.00096194+0.0018727i,0.00034129+0.0012074i,0.00079495-0.0014982i,0.00051093-0.0026206i,0.00091256-0.0027807i,0.00087179-0.0023305i,0.0019146-0.0015395i,0.0039521-0.00051839i,0.0029128-0.00052423i,0.0011181-0.00086393i,0.00050297-0.00046936i,2.7518e-05+0.00032915i,-0.00037208+0.0012817i,-0.00063447+0.0018149i,-0.00081655+0.0008759i,-0.00032772+5.7902e-05i,0.0013431+0.00028193i,0.00097888+0.00068771i,-2.0274e-05+0.00054055i,0.00052701+0.00049031i,0.00040315+0.00037116i
-0.0028172+0.0027263i,-0.0034275+0.0036044i,-0.0016678+0.0035864i,-0.00031046+0.0021288i,-0.00028627+0.00076936i,-0.00088264+0.0013596i,-0.0012025+0.0012758i,-0.0015346-0.00019463i,-0.0016262-0.00079477i,-0.00017144-0.00011284i,0.001422+0.00047073i,0.00069919+0.0001055i,-0.00074954-0.00015901i,-0.0017676+0.001002i,-0.001768+0.0021396i,-0.0013264+0.0021885i,-0.0011634+0.0023962i,-0.00026257+0.0022494i,0.00029223+0.0017564i,0.00028407+0.0016534i,0.00015862+0.0012338i,0.00054016+0.0010119i,0.00025529+0.00056477i
-0.00075431-0.0022725i,-0.00089208-0.0016911i,-0.0008646-0.00052664i,0.00023827+0.00033616i,0.0017851+0.00014064i,0.0026112+6.1042e-05i,0.0020494+0.00016112i,0.00046172+0.00076271i,-0.0011943+0.0010075i,-0.0015569+0.00069434i,-0.00025439+0.00064366i,0.0016366+0.00058117i,0.0017047+0.00041911i,0.00026145+0.00059303i,-0.00098386+0.00087386i,-0.0015604+0.00074578i,-0.0012221+0.00085613i,-0.00072271+0.00068641i,-0.00026478+0.00020303i,0.00041462+8.5318e-05i,0.00039693+0.00090511i,3.0329e-05+0.0014436i,0.00014159+0.0012236i
0.001344+0.00031719i,-0.0015734-0.00031046i,-0.0027664-0.00041003i,-0.0013065+0.00052633i,4.4138e-05-0.00044428i,0.00032001-0.0020788i,0.00041774-0.0020628i,0.00077493-0.00075967i,0.00053915+0.001092i,-0.00041753+0.0022329i,-0.00076937+0.0023144i,-0.00050296+0.002169i,-0.0011207+0.0010465i,-0.0016017-0.00082921i,-0.0011163-0.0015231i,-0.0012881-0.00086219i,-0.001097+0.00012365i,-0.0008174+0.00093115i,-0.00074645+0.0014178i,-2.9865e-05+0.0020302i,1.5474e-05+0.0018414i,-0.00013982+0.0010166i,9.9644e-05-6.571e-06i
-0.0020581+0.0018694i,-0.0017912+0.00041984i,-0.0010223-0.00075464i,-0.00089772-0.0015246i,-0.0019168-0.00036597i,-0.0027403+0.0015253i,-0.0018913+0.0012488i,-0.0014172-0.0005842i,-0.00085593-0.0014065i,1.8374e-05+0.0003308i,-0.00013241+0.0022453i,-0.00042913+0.0018048i,-0.00061474+1.8361e-05i,-0.0013804-0.001439i,-0.0020717-0.0019978i,-0.0026189-0.0018811i,-0.001838-0.0016027i,-0.0005499-0.00093452i,-0.00062275-0.00051412i,-0.00073387-0.00025295i,0.00022537+0.00034882i,0.00053978+0.00060485i,0.00050328+0.00074486i
-0.0038844+0.00039824i,-0.0032116+0.00018406i,-0.0008955-0.00040729i,0.0017097-0.00063233i,0.0014677+0.0011705i,-0.001128+0.0020689i,-0.0023122+0.00096413i,-0.0023655+1.553e-05i,-0.0021933-0.00060548i,-0.00040876-0.00069949i,0.0007433-0.00057532i,0.00053437+6.5507e-05i,-9.9921e-05+0.00020371i,-0.00082744-0.00095547i,-0.0009642-0.0013322i,-0.00056506-0.00064393i,-0.00087024-0.00074012i,-0.0010145-0.0010473i,-0.00059011-0.0009946i,-0.00079507-0.00073681i,-0.0010973+5.4697e-05i,-0.00087171+0.00045501i,4.323e-05+0.00029944i
-0.00083026-0.0024406i,0.00071146-0.0041847i,0.0017668-0.0044834i,0.0015218-0.0040629i,0.0010346-0.0037224i,0.0014625-0.0030213i,0.0019313-0.0020606i,0.0011937+0.00018084i,0.00032755+0.00099109i,-0.00048398-0.00052356i,-0.0011992-0.0021489i,-0.0012237-0.0021579i,-0.00029821-0.0013684i,0.00047826-0.0010882i,0.00022726-0.00080741i,-0.00039287-0.00029737i,-0.00099459-0.00013316i,-0.0012331-0.00045616i,-0.00077126-0.001439i,-0.00033519-0.0015847i,-0.00069073-0.00092861i,-0.0011768-0.00084204i,-0.00077304-0.00085743i
