-0.00036023+0.00099223i,0.00090388-0.00049874i,0.00017373-0.00040376i,-0.0011033+0.00039459i,-0.0022891+0.0015574i,-0.0017905+0.0015777i,-0.0013149+0.00051749i,-0.0006132+0.00043987i,0.00051591+0.00044586i,0.00069611+0.00029902i,0.00029443+7.0596e-05i,0.00031063-0.00043738i,1.7764e-05-0.00029159i,-0.0008513-0.00022681i,-0.0012007-0.0001962i,-0.00081872+0.00049505i,-0.00059628+0.00033236i,0.00055309-0.00012861i,0.00080636-0.00021817i,0.00043997-0.00048001i,0.00062676-0.00047408i,0.00047244-0.00042971i,0.00033021-0.0002484i
0.11004-0.074326i,0.12479-0.1968i,0.034735-0.28032i,-0.066797-0.21966i,-0.056302-0.084581i,-0.010112-0.0074475i,-0.014813+0.018885i,-0.020666+0.030378i,-0.0057635+0.021619i,0.0048299+0.00016552i,0.0034068-0.017159i,-0.0046159-0.017468i,-0.0064608-0.007007i,-0.0010426-0.0025292i,0.0026999-0.0039141i,0.0035447-0.010399i,0.0017776-0.020756i,-0.009009-0.029813i,-0.022405-0.029314i,-0.020137-0.016229i,-0.0085278-0.0062071i,-0.0041685-0.006278i,-0.004329-0.0050378i
-0.044994-0.15223i,-0.13132-0.21424i,-0.17788-0.20281i,-0.11541-0.18739i,-0.020296-0.22164i,0.023863-0.20894i,0.028983-0.10829i,0.026095-0.028487i,0.020009-0.0068006i,0.019165-0.0012793i,0.021998+0.0013701i,0.014623-0.00032601i,0.0027357-0.0031414i,-0.0041799-0.0024117i,-0.0072184+0.001381i,-0.011047+0.0022872i,-0.018547+0.00089278i,-0.021846+0.0042038i,-0.010509+0.010996i,0.0087964+0.011721i,0.019204+0.0041593i,0.014189-0.00082995i,0.0061098+9.9521e-05i
-0.065271+0.074548i,-0.026684+0.18065i,0.075154+0.22759i,0.12627+0.14243i,0.058291+0.042009i,-0.026568+0.014979i,-0.03309+0.0046387i,-0.0091905-0.00563i,0.0034183+0.00074728i,0.015642+0.010287i,0.02586+0.011409i,0.024234+0.0013921i,0.012228-0.0089155i,0.0032896-0.0074851i,0.0027156-0.0034279i,0.0063844-0.0040922i,0.0073917-0.0035626i,0.0034027+0.0010168i,-0.0022419+0.0035291i,-0.0062239-0.00017277i,-0.0033572-0.0027517i,0.0028067+0.00013387i,0.0072816+0.0015057i
0.046384+0.11874i,0.13584+0.14328i,0.19463+0.098748i,0.1876+0.092591i,0.17515+0.15752i,0.15941+0.16808i,0.098936+0.089862i,0.033314+0.026911i,0.0081224+0.015563i,0.0037567+0.020627i,0.0012878+0.021745i,0.0030452+0.011132i,0.0044523-0.0015411i,0.00019771-0.0054747i,-0.0020481-0.004236i,0.0019183-0.0023163i,0.011133-0.0017372i,0.024811-0.010145i,0.031688-0.026592i,0.022903-0.030268i,0.010146-0.016227i,0.0070159-0.0057998i,0.0071726-0.004946i
0.0093521-0.026151i,-0.087709-0.088564i,-0.19307-0.11676i,-0.18734-0.069807i,-0.091198-0.037046i,-0.017408-0.07033i,-0.012487-0.071468i,-0.027208-0.0304i,-0.030719-0.00031456i,-0.029153+0.016038i,-0.024252+0.022967i,-0.013559+0.021071i,-0.00043014+0.0148i,0.0060141+0.0058998i,0.0060635-0.0012751i,0.0075578-0.0058785i,0.00888-0.0077456i,0.0089157-0.0049853i,0.0095835+0.0062992i,0.0090844+0.023195i,0.0084501+0.030054i,0.0059516+0.024322i,5.2819e-05+0.017752i
-0.059395-0.11132i,-0.12831-0.12074i,-0.16748-0.041496i,-0.18052+0.02389i,-0.22305+0.014257i,-0.22842+0.024579i,-0.14193+0.050883i,-0.05867+0.042553i,-0.038636+0.027041i,-0.036422+0.017878i,-0.026423+0.0082777i,-0.013874+0.0064992i,-0.0010005+0.0066048i,0.0031205+0.00011923i,0.0022577-0.0052551i,0.0047386-0.0091358i,0.0046054-0.015892i,-0.0054351-0.017056i,-0.016325-0.012052i,-0.016389-0.010691i,-0.011856-0.0087526i,-0.010801-0.0013087i,-0.0093382+0.0060091i
0.019758-0.052895i,0.14548-0.072442i,0.25177-0.099308i,0.19979-0.1026i,0.10196-0.030258i,0.081712+0.052943i,0.089094+0.045462i,0.062595-0.0017627i,0.026538-0.021005i,0.00561-0.027577i,-0.0074883-0.029067i,-0.012198-0.018552i,-0.011444-0.0041368i,-0.010835+0.0052144i,-0.010507+0.013198i,-0.012265+0.024791i,-0.01534+0.034868i,-0.0096015+0.040066i,0.011055+0.037418i,0.025017+0.022837i,0.012317+0.0078132i,-0.0045369+0.0039439i,-0.0048813+0.0024538i
0.057566+0.086453i,0.1252+0.10348i,0.15963+0.044775i,0.15844-0.052254i,0.14631-0.11948i,0.10651-0.14492i,0.03376-0.12385i,-0.0090091-0.08516i,-0.010878-0.071146i,-0.011257-0.059603i,-0.011949-0.040008i,-0.011923-0.024931i,-0.0095667-0.012497i,0.0015482-0.0051548i,0.01099-0.0026178i,0.014095+0.0012545i,0.014889+0.010192i,0.0093779+0.01811i,-0.0044654+0.023043i,-0.017887+0.023965i,-0.018161+0.016923i,-0.011266+0.0061492i,-0.0095909-0.0031781i
0.021147+0.15131i,-0.057405+0.29743i,-0.13666+0.39595i,-0.10426+0.3375i,-0.053929+0.17382i,-0.081427+0.069161i,-0.085896+0.06481i,-0.035383+0.054306i,-0.0055914+0.013882i,0.00077363-0.0038884i,0.0082062-0.0026258i,0.0076696-0.003147i,0.0027631-0.0057099i,-0.00045348-0.0084425i,-0.0083021-0.0077046i,-0.01477-0.0027272i,-0.010983-0.0041858i,-0.0045158-0.017795i,-0.0070633-0.033207i,-0.010015-0.034053i,-0.0028299-0.026388i,0.0029173-0.025273i,0.0011873-0.020845i
-0.069853-0.037401i,-0.17468-0.022529i,-0.23868+0.03579i,-0.20589+0.11559i,-0.13588+0.14863i,-0.068565+0.10828i,-0.0076252+0.039466i,0.02293+0.0074525i,0.034877+0.011989i,0.040988+0.013262i,0.040204+0.003998i,0.033824-0.0045891i,0.017303-0.0069184i,-0.0018659-0.0022097i,-0.014201+0.0037388i,-0.024503+0.003635i,-0.033323+0.0038242i,-0.031493+0.012584i,-0.01275+0.027989i,0.0080135+0.034556i,0.01443+0.022429i,0.012762+0.0069951i,0.012109+0.00082863i
-0.14785-0.18997i,-0.23728-0.38646i,-0.27513-0.50271i,-0.261-0.38159i,-0.18187-0.15391i,-0.090027-0.055964i,-0.066088-0.050741i,-0.054531-0.018301i,-0.0095686+0.014377i,0.019883+0.0071751i,0.01952-0.010124i,0.012277-0.016839i,0.00087371-0.010429i,-0.0045825+0.0039143i,0.0018143+0.005582i,0.0062735-0.011267i,-0.00049203-0.029087i,-0.015545-0.032579i,-0.030751-0.026536i,-0.035835-0.022811i,-0.02783-0.015377i,-0.012698-0.0026484i,-3.9932e-05+0.0024523i
0.029027-0.045207i,0.10739-0.15268i,0.15177-0.26618i,0.10057-0.31019i,0.043849-0.26277i,0.063429-0.14621i,0.077818-0.043128i,0.051381+0.0010663i,0.024837+0.0080954i,0.0067826+0.0080683i,-0.0038264+0.016861i,-0.0069037+0.020163i,-0.0065259+0.0096197i,-0.0069494-0.0014614i,-0.011211-0.0085491i,-0.018239-0.0077289i,-0.018552-0.00017264i,-0.0041504-0.0045257i,0.016032-0.024954i,0.021887-0.034027i,0.01559-0.015917i,0.015174+0.005827i,0.014136+0.0092757i
0.27143+0.11797i,0.53301+0.19513i,0.66994+0.17162i,0.52963+0.010386i,0.26046-0.12984i,0.089881-0.14504i,0.054678-0.11977i,0.030901-0.09745i,-0.012428-0.057001i,-0.025448-0.0082332i,-0.012502+0.029714i,0.0083118+0.042154i,0.022952+0.016222i,0.015707-0.020114i,0.0012423-0.033642i,0.00032591-0.030698i,0.006045-0.023038i,0.0034161-0.0095735i,-0.0053814+0.012082i,-0.0078502+0.027704i,-0.0023836+0.025107i,-3.773e-07+0.01612i,-0.0042493+0.011094i
0.068743+0.10009i,0.09552+0.25885i,0.14377+0.37996i,0.19437+0.3697i,0.1542+0.31234i,0.051457+0.25872i,-0.0071688+0.1666i,-0.025792+0.069268i,-0.026605+0.02591i,-0.010922+0.016539i,-0.0023474+0.0097052i,0.0034544+0.0028904i,0.010271-0.0093721i,0.0041558-0.016678i,-0.002602-0.0099413i,0.0029197-0.0065106i,0.011859-0.013656i,0.013085-0.022619i,0.0029229-0.02959i,-0.0076261-0.03218i,-0.017469-0.030526i,-0.026984-0.02418i,-0.023423-0.013551i
-0.2842+0.039125i,-0.54664+0.1831i,-0.62646+0.35742i,-0.36651+0.40696i,-0.026771+0.27812i,0.10939+0.13025i,0.092445+0.072152i,0.063601+0.041055i,0.046922+0.010884i,0.020109-0.0089263i,-0.015522-0.019875i,-0.034598-0.013079i,-0.019088+0.0046467i,0.011485+0.0095943i,0.027937-0.0017061i,0.021373-0.0094887i,0.0065622-0.00016216i,0.014657+0.022455i,0.050654+0.034195i,0.06654+0.025583i,0.040643+0.013791i,0.013496+0.010915i,0.0070735+0.0069193i
-0.18719-0.052706i,-0.32936-0.12541i,-0.41516-0.14577i,-0.42148-0.081188i,-0.39441-0.058423i,-0.34387-0.095482i,-0.23714-0.072268i,-0.10336-0.015341i,-0.022324-0.0052821i,-0.013958-0.018232i,-0.034522-0.023612i,-0.04703-0.0087545i,-0.024732+0.020789i,0.016561+0.026791i,0.038398-0.001556i,0.036876-0.033326i,0.023253-0.046245i,-0.00073453-0.038331i,-0.0275-0.017161i,-0.039085+0.00038965i,-0.026184+0.0020004i,-0.0072797-0.0041479i,-0.0017168-0.0053744i
0.14453-0.16412i,0.22451-0.44679i,0.13068-0.64835i,-0.11977-0.51225i,-0.25354-0.14627i,-0.18477+0.1205i,-0.071703+0.16011i,-0.0028567+0.097229i,0.014618+0.048591i,0.016051+0.025906i,0.019945+0.0051392i,0.013903-0.0060626i,0.00048913+0.0011568i,-0.010218+0.011444i,-0.011204+0.02285i,-0.0021586+0.031298i,0.0032347+0.025291i,-0.0024948+0.004736i,-0.010102-0.021904i,-0.0050552-0.039362i,0.010432-0.039233i,0.020656-0.031839i,0.02035-0.023125i
0.22976-0.040314i,0.39001-0.083254i,0.43776-0.15773i,0.36553-0.24068i,0.31444-0.27667i,0.31034-0.27138i,0.23511-0.24219i,0.095531-0.17164i,0.015588-0.08362i,0.013976-0.037984i,0.030752-0.033267i,0.029458-0.037348i,0.0068607-0.030202i,-0.0078629-0.008766i,0.0031767+0.010107i,0.021624+0.014726i,0.023698+0.011722i,0.013131+0.021444i,0.015938+0.047568i,0.032006+0.056986i,0.034387+0.036394i,0.021391+0.018119i,0.010886+0.01237i
0.011918+0.17424i,0.10831+0.41471i,0.26438+0.53181i,0.31331+0.32709i,0.13887+0.0018834i,-0.10018-0.16273i,-0.18924-0.13866i,-0.14185-0.05033i,-0.073349-0.012488i,-0.034061-0.017215i,-0.013233-0.021419i,-0.0086603-0.027103i,-0.022126-0.024213i,-0.028643-0.0039053i,-0.019541+0.021688i,-0.0053077+0.037i,0.0076264+0.024536i,0.0029037-0.0056301i,-0.023065-0.023065i,-0.043699-0.015847i,-0.040845+0.0049072i,-0.027342+0.017287i,-0.018985+0.014401i
-0.19971+0.12681i,-0.28417+0.23565i,-0.19938+0.27077i,-0.020581+0.22089i,0.064142+0.21023i,0.064216+0.26271i,0.078521+0.25706i,0.096868+0.15638i,0.07814+0.062391i,0.042424+0.033171i,0.020937+0.037999i,0.015138+0.036373i,0.014854+0.019078i,0.012977+0.0056178i,0.0042968+0.01105i,-0.0092183+0.034141i,-0.010716+0.05714i,0.013759+0.049515i,0.048456+0.015087i,0.065465-0.0046212i,0.057792+0.0024901i,0.042808+0.015193i,0.030872+0.01666i
-0.14892-0.059195i,-0.33457-0.13129i,-0.47679-0.07533i,-0.3896+0.07085i,-0.11453+0.058313i,0.10055-0.074885i,0.13035-0.12404i,0.073623-0.089516i,0.043853-0.049294i,0.04343-0.024604i,0.043116-0.011722i,0.039726-0.0086377i,0.032117-0.014008i,0.01401-0.017994i,-0.0084737-0.023378i,-0.026435-0.038281i,-0.033485-0.04647i,-0.031362-0.02908i,-0.029168+0.0098248i,-0.02683+0.037939i,-0.021993+0.028813i,-0.021106+0.0071159i,-0.020194+0.0042321i
0.11826-0.14236i,0.10373-0.2551i,-0.04944-0.27498i,-0.2464-0.15408i,-0.31911+0.010006i,-0.29594+0.082704i,-0.23517+0.086457i,-0.14551+0.091395i,-0.059067+0.083305i,-0.01082+0.045936i,-0.0055569+0.012558i,-0.012519+3.9041e-05i,-0.018952-0.0027556i,-0.035035-0.00011705i,-0.058654+0.0067605i,-0.073629+0.012894i,-0.066227+0.010853i,-0.048832-0.0094969i,-0.053914-0.038278i,-0.074081-0.047166i,-0.073419-0.032856i,-0.04838-0.020071i,-0.024644-0.017494i
0.15002-0.047885i,0.2876-0.099076i,0.37721-0.16718i,0.37319-0.16902i,0.32528-0.02841i,0.28708+0.11348i,0.20994+0.10277i,0.10867+0.038136i,0.041236+0.018378i,-0.0012541+0.02357i,-0.031274+0.035585i,-0.032689+0.048407i,-0.0081891+0.043063i,0.01309+0.017795i,0.01851-0.012024i,0.014425-0.029206i,0.0085813-0.020703i,0.01502+0.0074387i,0.044835+0.029045i,0.071077+0.029102i,0.066653+0.021118i,0.0436+0.017152i,0.023244+0.011529i
-0.10621+0.1132i,-0.13255+0.18968i,-0.11107+0.12313i,-0.085356-0.068911i,-0.088885-0.24303i,-0.095954-0.30967i,-0.09562-0.2619i,-0.095312-0.16811i,-0.078157-0.084435i,-0.046577-0.027591i,-0.015187-0.0042929i,0.0048574-0.0030486i,0.012064-0.0079864i,0.012805-0.017655i,0.019126-0.031816i,0.029141-0.04779i,0.0215-0.058644i,-0.0034161-0.050507i,-0.031577-0.024117i,-0.04633-0.0006287i,-0.035746+0.0079994i,-0.018717+0.0052161i,-0.014017+0.0024081i
-0.11476+0.043372i,-0.11788+0.042515i,-0.011984+0.024737i,0.041783+0.018266i,-0.10071+0.057965i,-0.24972+0.11687i,-0.21035+0.11017i,-0.10773+0.057589i,-0.064414+0.024005i,-0.03689-0.00047276i,-0.015797-0.035666i,-0.013811-0.05094i,-0.0089983-0.040247i,0.004681-0.033411i,0.018557-0.028355i,0.025684-0.011785i,0.024349+0.0084589i,0.023843+0.0071466i,0.026516-0.033225i,0.017819-0.07256i,0.0021822-0.065395i,0.0055734-0.03508i,0.015181-0.019837i
0.080054-0.12749i,0.12966-0.19725i,0.15512-0.10537i,0.1605+0.11628i,0.22989+0.24013i,0.33006+0.17105i,0.30259+0.038818i,0.18388-0.025148i,0.097996-0.026223i,0.051879-0.031611i,0.013987-0.045053i,-0.013863-0.038506i,-0.014473-0.012156i,0.0084934+0.0033086i,0.018971-0.0044768i,0.0063016-0.01894i,-0.008977-0.022647i,-0.0088835+0.00061725i,0.016406+0.040909i,0.040767+0.062238i,0.02943+0.055108i,-0.00057536+0.041377i,-0.014166+0.032306i
0.15042-0.07203i,0.19732-0.066619i,0.11167-0.016889i,-0.021246-0.056716i,-0.083169-0.18821i,-0.08481-0.23494i,-0.058042-0.16517i,-0.02428-0.080478i,0.002921-0.039997i,0.022913-0.016284i,0.040731+0.0087283i,0.042292+0.01949i,0.014927+0.020501i,-0.017321+0.03446i,-0.030408+0.060202i,-0.027714+0.074831i,-0.013599+0.059709i,-0.0095427+0.018886i,-0.032966-0.012476i,-0.057247-0.015502i,-0.051576-0.0073691i,-0.02649-0.0043361i,-0.0066345-0.0086324i
0.037139+0.17985i,0.09152+0.44724i,0.14285+0.62616i,0.13951+0.56668i,0.044626+0.43544i,-0.052984+0.36854i,-0.019921+0.28318i,0.036825+0.13244i,0.020153+0.026456i,0.0076577+0.010241i,0.02443+0.022506i,0.032938+0.02593i,0.025801+0.025889i,0.025875+0.029135i,0.042128+0.021734i,0.055709-0.0016214i,0.050575-0.014669i,0.043979-0.012066i,0.060867-0.016175i,0.081405-0.040007i,0.070575-0.063496i,0.040407-0.058577i,0.023628-0.040182i
-0.22783+0.12294i,-0.47318+0.13009i,-0.65261+0.040196i,-0.59303-0.040148i,-0.33329-0.021321i,-0.072691+0.028222i,0.021612+0.037667i,0.0095974+0.030874i,0.0013+0.033761i,0.00098716+0.036996i,-0.0026883+0.030262i,-0.0036176+0.013178i,-0.0013319-0.00036549i,-0.0019503-0.005176i,-0.010509-0.018905i,-0.032161-0.047791i,-0.06013-0.062514i,-0.074641-0.029475i,-0.061412+0.032272i,-0.034001+0.066471i,-0.023764+0.057652i,-0.027302+0.036936i,-0.02126+0.024932i
-0.11311-0.15128i,-0.24319-0.40701i,-0.30207-0.57971i,-0.22429-0.53143i,-0.18262-0.42011i,-0.26049-0.3229i,-0.27329-0.15689i,-0.15619-0.017316i,-0.052709+0.016366i,-0.022127+0.016348i,-0.028974+0.019223i,-0.036608+0.014408i,-0.034894-0.015741i,-0.048175-0.045714i,-0.065601-0.03444i,-0.057567+0.002492i,-0.035914+0.030431i,-0.021244+0.029046i,-0.019608+0.0014838i,-0.0206-0.01748i,-0.0029811-0.010235i,0.0252+0.00069294i,0.039864+0.0053504i
0.22242-0.15453i,0.35947-0.27945i,0.31342-0.26346i,0.081151-0.050589i,-0.066975+0.13974i,-0.03229+0.12917i,0.013757+0.029157i,0.010469-0.0074074i,0.010715-0.0073195i,0.0053384-0.021127i,-0.014435-0.03404i,-0.023838-0.031763i,-0.021248-0.019678i,-0.019425-0.0094649i,-0.010843+0.0008399i,0.012502+0.0062577i,0.030467+2.202e-05i,0.032828-0.0032259i,0.044605+0.0057519i,0.07097+0.011812i,0.075304+0.0028784i,0.04758-0.0040852i,0.018218+0.0019285i
0.27195+0.022523i,0.56587-0.021849i,0.75162-0.21842i,0.63764-0.44715i,0.39259-0.44973i,0.22951-0.28876i,0.10431-0.19034i,-0.0085126-0.12484i,-0.04842-0.043833i,-0.036366-0.0062873i,-0.014671-0.001871i,0.0071555+0.0038745i,0.01696+0.014551i,0.017941+0.020119i,0.02236+0.017189i,0.030931+0.0021436i,0.02572-0.031238i,-0.0079013-0.056504i,-0.051648-0.03798i,-0.073523+0.005731i,-0.064778+0.025374i,-0.045368+0.017022i,-0.032402+0.0092717i
-0.047121+0.42745i,0.0033262+0.8008i,0.11749+1.015i,0.21785+0.865i,0.18227+0.48169i,0.067127+0.16304i,0.020499+0.035532i,0.034304-0.012961i,0.026208-0.048176i,0.009141-0.037144i,0.0052094-0.017192i,0.0018504-0.010613i,0.025186-0.01366i,0.069191-0.043242i,0.081799-0.08525i,0.059756-0.1022i,0.037033-0.085805i,0.02482-0.058818i,0.015057-0.039379i,0.0012343-0.023763i,-0.0088553-0.0027094i,-0.0087137+0.011467i,-0.0059722+0.01193i
-0.41356+0.25473i,-0.69932+0.36015i,-0.84319+0.30508i,-0.77233+0.14419i,-0.57272+0.08451i,-0.32507+0.16983i,-0.11107+0.20279i,-0.011832+0.14156i,0.0098125+0.078932i,0.0057156+0.033798i,-0.003757+0.0098612i,-0.0042225+0.0037602i,-0.0078912+0.0077055i,-0.019102+0.021947i,-0.034734+0.036929i,-0.054056+0.049624i,-0.057523+0.052413i,-0.036078+0.039421i,-0.0087706+0.026107i,0.0063419+0.022144i,0.0065496+0.018961i,0.0023905+0.01494i,0.0034898+0.008347i
-0.12273-0.25546i,-0.12557-0.4712i,0.02891-0.52269i,0.26237-0.34607i,0.33061-0.146i,0.18428-0.043112i,0.035986+0.021902i,0.0032578+0.037378i,0.010298+0.017279i,0.0169+0.016212i,0.023021+0.024292i,0.010015+0.030339i,-0.010917+0.038288i,-0.016109+0.048966i,0.0079791+0.063155i,0.052522+0.064571i,0.080372+0.045454i,0.071406+0.014609i,0.040175-0.011855i,0.015614-0.021668i,0.014476-0.025795i,0.024349-0.031399i,0.029667-0.027931i
0.039963-0.1911i,-0.001925-0.24121i,-0.19853-0.14906i,-0.37873+0.019057i,-0.27606+0.034922i,-0.042422-0.12492i,0.020382-0.20505i,-0.0073794-0.11742i,0.010639-0.038677i,0.018475-0.03922i,-0.0010558-0.054235i,-0.010344-0.055831i,-0.0022612-0.042165i,0.011204-0.023336i,0.023568-0.018422i,0.031118-0.028757i,0.033309-0.033683i,0.033873-0.02931i,0.025571-0.036527i,-0.0050324-0.050862i,-0.041189-0.04059i,-0.051765-0.011285i,-0.038976+0.003817i
0.15171+0.015739i,0.38892+0.027484i,0.62316-0.1073i,0.59732-0.33209i,0.29402-0.33986i,0.011916-0.17374i,-0.085759-0.10907i,-0.10679-0.091745i,-0.095419-0.029206i,-0.053936-0.0037819i,-0.033746-0.0067694i,-0.023273+0.007452i,-0.024168+0.0068227i,-0.052692-0.005838i,-0.087229-0.0030748i,-0.11402+0.017625i,-0.12045+0.040949i,-0.087519+0.04888i,-0.033602+0.034976i,0.0043705+0.016777i,0.017141+0.01233i,0.017769+0.015097i,0.015808+0.014513i
-0.11628+0.42992i,-0.10721+0.77545i,-0.064035+0.97734i,-0.064227+0.96809i,-0.10101+0.76356i,-0.085935+0.44338i,-0.039241+0.17345i,-0.010102+0.026202i,0.0057325-0.030921i,0.0064012-0.026985i,0.00097698-0.0034054i,-0.0087847+0.0032846i,-0.0082345-0.0064845i,0.011359-0.029303i,0.025668-0.047871i,0.025709-0.051587i,0.020896-0.042082i,0.017525-0.008998i,0.031086+0.034302i,0.058432+0.049656i,0.075642+0.032109i,0.07095+0.0075924i,0.050656-0.0077066i
-0.56967-0.070363i,-0.98075-0.1995i,-1.1483-0.38351i,-0.9916-0.49665i,-0.66097-0.37251i,-0.29437-0.073854i,-0.022427+0.11123i,0.080872+0.11036i,0.068548+0.066013i,0.040364+0.036205i,0.022741+0.0063408i,0.012288-0.025123i,0.0056003-0.034152i,-0.0054091-0.0078474i,-0.016065+0.021933i,-0.01835+0.029953i,-0.021784+0.021293i,-0.028425+0.0067571i,-0.035037-0.019882i,-0.055788-0.056394i,-0.088782-0.071922i,-0.098181-0.054502i,-0.072457-0.028445i
0.053118-0.49678i,0.22337-0.62086i,0.51069-0.39572i,0.70849-0.10411i,0.57404-0.047153i,0.24356-0.04946i,0.071868+0.0096593i,0.060262+0.01427i,0.055363-0.0094653i,0.062346-0.0094519i,0.054643-0.012849i,0.016889+0.010035i,0.014587+0.031569i,0.036238-0.0011045i,0.041785-0.060349i,0.032918-0.1084i,0.011057-0.12898i,-0.016862-0.10797i,-0.013168-0.046998i,0.035515+0.011597i,0.074469+0.028131i,0.067687+0.023074i,0.044929+0.020023i
0.13164-0.2927i,0.088029-0.31772i,-0.11795-0.27927i,-0.34805-0.27329i,-0.36113-0.27671i,-0.23018-0.23136i,-0.14472-0.14444i,-0.087615-0.050703i,-0.035963+0.0035434i,-0.015748+0.024391i,0.0099618+0.020792i,0.038478-0.014972i,0.03972-0.031191i,0.032554-0.011278i,0.029181+0.010971i,0.025025+0.014427i,0.010101+0.0011085i,-0.017089-0.0031589i,-0.040361+0.015702i,-0.051705+0.041976i,-0.035831+0.058353i,0.0050306+0.049165i,0.033983+0.020348i
0.28814-0.22339i,0.32708-0.30714i,0.36705-0.2581i,0.53281-0.20017i,0.59429-0.24905i,0.38862-0.3458i,0.1163-0.3291i,-0.037482-0.17311i,-0.065949-0.050788i,-0.057285-0.053388i,-0.071282-0.076259i,-0.065449-0.051587i,-0.043518-0.03879i,-0.048713-0.05403i,-0.057492-0.05935i,-0.045104-0.034775i,0.0029501-0.0064921i,0.067258-0.027037i,0.081878-0.087693i,0.042613-0.12697i,-0.0017227-0.11396i,-0.014755-0.069781i,0.0033374-0.030022i
0.30827+0.56452i,0.40066+0.84312i,0.1921+0.9847i,-0.16646+1.0686i,-0.34988+0.97055i,-0.31024+0.59514i,-0.1847+0.22109i,-0.050694+0.045605i,0.043176-0.014574i,0.066995-0.01692i,0.053975+0.0054808i,0.017812+0.020119i,-0.0045736+0.041233i,0.021196+0.047835i,0.054934+0.023929i,0.057026-0.010736i,0.032703-0.027467i,0.012415-0.0025943i,0.02931+0.037283i,0.076874+0.046559i,0.10265+0.019238i,0.074975-0.014173i,0.026963-0.029718i
-0.39256-0.079004i,-0.65822-0.40161i,-0.68953-0.80036i,-0.55946-0.86243i,-0.38627-0.40799i,-0.16219+0.14114i,-0.013223+0.31824i,0.0029361+0.22728i,0.016797+0.14065i,0.066556+0.085084i,0.095504+0.030619i,0.097527-0.028507i,0.0788-0.066493i,0.055619-0.057786i,0.028103-0.03293i,-0.0032996-0.0098619i,-0.02728+0.027005i,-0.043086+0.069685i,-0.051864+0.084596i,-0.062712+0.074547i,-0.064475+0.071527i,-0.043581+0.070207i,-0.021479+0.063716i
0.19337-0.23103i,0.41866-0.20976i,0.54675+0.062991i,0.45056+0.2102i,0.17127-0.029176i,-0.08559-0.32093i,-0.14824-0.35387i,-0.1158-0.23144i,-0.10063-0.1005i,-0.070505-0.0026775i,-0.038631+0.038182i,-0.019534+0.047108i,0.002208+0.029562i,-0.00282-0.010227i,-0.014154-0.042662i,-0.00073018-0.067563i,0.015249-0.094792i,0.014444-0.10806i,0.026684-0.091854i,0.06992-0.071048i,0.098462-0.06152i,0.099236-0.044382i,0.095732-0.022737i
-0.12965-0.078055i,-0.24048+0.084508i,-0.22149+0.1634i,-0.061771-0.058367i,0.13567-0.32282i,0.31706-0.36922i,0.37463-0.33445i,0.27468-0.28554i,0.16084-0.21777i,0.057666-0.20134i,-0.057454-0.17506i,-0.10522-0.092932i,-0.086098-0.0198i,-0.04505+0.025603i,0.010352+0.044368i,0.035804+0.032764i,0.013159+0.02714i,-0.0015141+0.037645i,0.0058778+0.038103i,-0.0050249+0.036693i,-0.021621+0.050678i,-0.014076+0.056464i,0.0021507+0.031896i
0.22454-0.18729i,0.23495-0.40533i,0.1249-0.41059i,0.081531-0.13182i,0.073038+0.15374i,-0.00061115+0.26835i,-0.034516+0.27764i,-0.013474+0.23525i,0.018485+0.22374i,0.11041+0.22379i,0.17427+0.13571i,0.14014+0.047931i,0.12833+0.010729i,0.13619-0.051919i,0.094744-0.1004i,0.063584-0.10277i,0.052322-0.099515i,0.032188-0.072886i,0.052998-0.028199i,0.10973-0.021642i,0.11516-0.042575i,0.055552-0.043679i,0.00092753-0.013519i
0.15498+0.61688i,0.15558+0.82155i,-0.067931+0.8254i,-0.29147+0.7127i,-0.35579+0.45774i,-0.39023+0.18172i,-0.34646+0.099811i,-0.18054+0.11887i,-0.065103+0.094599i,-0.026158+0.073289i,0.035547+0.04553i,0.08192-0.010282i,0.065491-0.010592i,0.042502+0.044743i,0.025149+0.081755i,-0.0086424+0.11653i,-0.013099+0.15336i,0.010547+0.14399i,0.038224+0.10382i,0.080874+0.068712i,0.12014+0.035302i,0.13817-0.01567i,0.11478-0.074718i
-2.3893+5.2716i,-2.2601+3.0652i,0.65731+2.3168i,2.8425+0.65568i,3.1575-1.2499i,1.4515-2.7083i,-0.63849-1.9025i,-0.95001-0.022592i,0.13959+0.89511i,1.0079+0.54176i,0.75728-0.16466i,0.015449-0.36843i,-0.59235-0.026236i,-0.9158+0.61191i,-0.73901+0.97472i,-0.40474+0.82723i,-0.22558+0.48114i,-0.23252+0.12438i,-0.37316-0.13326i,-0.46924-0.22259i,-0.44054-0.1952i,-0.30762-0.1034i,-0.13567-0.059535i
-0.29685-0.38994i,-0.43003-0.29604i,-0.38513+0.011673i,-0.21218+0.26229i,-0.038952+0.3315i,-0.0051088+0.30921i,-0.030182+0.23669i,-0.023527+0.13243i,-0.018375+0.093095i,-0.014004+0.13356i,-0.0022586+0.17958i,0.029717+0.1755i,0.061699+0.12734i,0.054478+0.090462i,0.023454+0.067748i,0.0048262+0.041125i,0.0047924+0.007197i,-0.025338-0.021215i,-0.092704-0.001223i,-0.12462+0.058354i,-0.080315+0.089671i,-0.0048579+0.047342i,0.028629-0.02505i
