-0.0027485-0.00035506i,-0.0015708-0.00031519i,-0.0015823+0.0010623i,-0.0011437+0.0020506i,-0.00075701+0.0026093i,-5.3998e-05+0.0015073i,0.00076317+0.00035018i,0.0012693-0.00022076i,0.0015368-0.00011747i,0.0014691+0.00017962i,0.001445-0.0003697i,0.0012167-0.00097921i,0.00079274-0.0015597i,0.00067893-0.0016548i,0.0014955-0.0010858i,0.0015494-0.00061277i,4.9852e-05-0.00011133i,-0.0009024+0.00022828i,-0.00097074-0.00054781i,-0.00087351-0.00060628i,-0.00078515-0.0001584i,-0.00074075+0.00017341i,-5.42e-05-8.8853e-05i
0.0020704+0.00030939i,0.0017873-1.7599e-06i,0.0009871-0.00050893i,0.00055789-0.00079884i,-0.00066897-0.00097309i,-0.0014589-0.0015878i,-0.00112-0.00044948i,-0.00090352+0.00042454i,-9.8841e-05-0.00011795i,-6.5603e-05-0.00056084i,-0.00029647+0.00027145i,-0.00017719+0.00079493i,2.6317e-05+0.00073617i,-0.00030499+0.00036083i,-0.00040129-0.00040031i,0.00041812-0.0010345i,0.00052921-0.00065525i,-0.00041301-0.00032157i,-1.0852e-05-0.00042854i,0.00091975-0.00016354i,0.00054185+0.00020533i,-0.00055017-2.0715e-05i,-0.00048919-0.00023064i
0.0022875-0.00051654i,0.0028092-0.00053225i,0.0016105-0.00018108i,-3.0104e-05+0.0010146i,-0.00020065+0.0018637i,0.0006416+0.00045026i,0.0002023-0.0011656i,-0.0004674-0.0008405i,-0.00047104+8.3107e-05i,-0.00060773+0.00061509i,-0.00020755+0.00043373i,-1.0847e-05-0.00050333i,7.4562e-05-0.00048069i,-0.00055987-0.00013325i,-0.00091213-8.0868e-05i,-8.0703e-05-0.00018767i,-9.8918e-05+0.00010902i,-0.00025855+0.00023195i,0.00039381+0.00026126i,0.00061507+0.00062485i,0.00023612+0.00044376i,4.0024e-05+8.0672e-05i,-0.00063748-0.00045999i
0.00080986+0.00085411i,0.00098237+0.00079155i,0.00063817+0.0009342i,-0.00035095-0.00012964i,-0.0010466-0.00085553i,-0.0020165-0.00049211i,-0.0018332+0.00030451i,-0.00067138+0.00037179i,-0.00025929+0.00057327i,0.00018932+0.00046005i,0.000354+0.00017958i,0.00038221+0.00025903i,0.00083366+0.00056706i,0.00069631-0.00026417i,0.00046533-0.0010315i,0.00087997-0.00092417i,0.00051524+6.9591e-06i,3.328e-05+0.00085003i,0.00023516+0.00014234i,0.00094494-0.00068608i,0.00085392-0.0009576i,0.00022252-0.0014084i,-8.9927e-06-0.0014559i
0.00072909+0.0012817i,0.0017398+0.0010816i,0.0013437+0.0011574i,0.0004887+2.624e-05i,-5.4052e-05-0.0010289i,-0.00018412-0.00099897i,-0.00029839-0.00028875i,-0.00037341+0.00030645i,-0.00038155+0.00059062i,-0.00014022+0.00049454i,0.00059335+0.00011463i,0.00064443+9.9501e-05i,-0.00027976-0.00044809i,0.00013749-0.0010692i,8.982e-05-0.0012649i,-0.00070825-0.0012855i,-0.00095243-0.00085806i,-0.00030917-0.00069789i,-1.9271e-05-9.2647e-05i,1.2962e-05+0.00025801i,0.00044171+0.00037298i,0.00085175+0.00072463i,0.00080866+0.00055227i
0.0014926+0.0019259i,0.0017225-0.0003777i,0.0015047-0.0028783i,0.0013212-0.0034824i,0.00097369-0.0032161i,-0.00037723-0.0030738i,-0.0010107-0.0009023i,-0.00076376+0.0011865i,-0.00064968+0.00086036i,-0.00020084+0.00086038i,-2.8356e-05+0.0013641i,-0.00044379+0.0010459i,-0.00031903+0.00022525i,-0.00066346-7.6312e-05i,-0.0012811+0.00043765i,-0.00097331-2.3229e-05i,-0.00010353-0.00036033i,6.6441e-05-9.1915e-05i,-0.00024572-0.00022028i,0.00010277-0.00024333i,0.00054642+0.00030432i,0.00025268+0.00013584i,0.00040179-2.2724e-05i
0.00314+0.0012353i,0.0034605+0.0011633i,0.0027191+0.0018193i,0.00093987+0.0015247i,-0.00033522+0.0011023i,-0.00069837+0.00029276i,-0.00096472-0.0001474i,-0.00022575+0.00025682i,0.00086011+0.00038903i,0.00027612+0.00021606i,-8.8683e-05+0.00017698i,0.00022591-8.8705e-05i,-0.00015933-0.00017288i,-0.00047725+4.3018e-05i,0.00020791-7.4202e-05i,-0.00020542-0.00029483i,-0.00042965-0.0002858i,-0.00013092+0.00035684i,-0.00040779+0.00096703i,-0.0006973+0.00049538i,-0.00099982-0.00025749i,-0.00067945-0.00019647i,-8.993e-05+0.0003308i
0.0011101+0.0026062i,0.001824+0.0024839i,0.0017076+0.0022184i,0.0014975+0.0011908i,0.0021555-0.00058383i,0.0020291-0.0014208i,0.00029184-0.001284i,-0.00078652-0.00062943i,-0.00083317-0.00014828i,-0.00079231+0.00051914i,-0.00033601+0.00096861i,-0.00012743+0.0008674i,-0.00038042+0.00053495i,-0.00063892-0.00018334i,-0.00069583-0.00041459i,-0.00046208-0.00073594i,-0.00050982-0.0005688i,-0.00084393-0.00010692i,-0.00070037-6.4072e-05i,-0.00062373+0.00022226i,-0.00067565+0.00035398i,4.4136e-05+0.000222i,-2.4034e-05-5.0229e-05i
0.00090322+0.00028944i,0.00069584-0.00040491i,-0.00016106-0.0019382i,-0.0009029-0.00069351i,-0.0010846+0.0020004i,-0.0011995+0.0025123i,-0.0010454+0.0012164i,-0.00036299+0.00076629i,-0.00045236+0.00049089i,-0.00050954+0.00013883i,-0.00020938+3.0459e-05i,-0.00030013+4.3819e-05i,-0.00045049+1.5117e-07i,-0.00031521-2.5816e-05i,0.00022797+0.00052126i,0.00014026+0.00017893i,-0.00030082-0.00039733i,-0.00019926-0.00032633i,0.00028137-6.0973e-05i,1.0098e-05-0.00030019i,-0.000283-0.00080946i,-0.00062633-0.001046i,-0.0004234-0.0010465i
0.00083745+0.0015336i,0.00070127+0.0013873i,-0.00047571+0.00018368i,-0.0010583+0.0008675i,-0.00024594+0.0012435i,4.683e-05+0.00026867i,-0.00037087-0.0004612i,-0.00028285-0.00041533i,-0.00069381+0.00030895i,-0.0015678+0.00010681i,-0.0010661-0.00039877i,0.00032879-0.00019043i,0.00069875-6.5302e-05i,0.00038592+2.737e-05i,0.00025072-6.9216e-05i,0.00037266+0.00026308i,-6.1333e-05+0.00090985i,0.00030091+0.00049865i,-2.119e-05+0.00042886i,-0.00075365+4.8078e-05i,0.00011972-0.00032592i,-0.00025819-8.1637e-05i,-0.00047496+0.00015491i
0.00048176-0.00097765i,-0.00034639-0.00048979i,-0.0011762-0.00094337i,-0.0019726-0.0010131i,-0.0019125-0.00030321i,-0.0010377-0.0004054i,-0.00079464-0.00062376i,-0.0006848-0.00067447i,-0.00021111-0.00051599i,-0.00019532-0.00048158i,-0.00046014-0.0005079i,-0.00043074-0.00017026i,-0.00044752+0.00019436i,-0.00079002+0.00013768i,-0.00083457+0.00021902i,-0.00079535+0.00051608i,-0.00089358+0.00036911i,-0.00073667-7.0212e-05i,-0.00048335-0.00010902i,-0.00031501+0.00021078i,0.00024554+8.7012e-06i,0.00045195-0.00064694i,-0.00014125-0.00046194i
0.001803-0.0017962i,0.00019484-0.001263i,-0.00077342-0.0010885i,0.00040778-0.0012333i,0.0015617-0.0012373i,0.001231-0.00024779i,0.00066263+0.00039501i,0.00066792+0.0007363i,0.0011165+0.00050688i,0.00051417-0.00041983i,0.00024595-0.00032841i,0.00019958-0.00016099i,-0.00035107-0.0007584i,0.00039824-0.0011243i,0.0011018-0.00096947i,0.00094946-0.0001788i,0.00065785+0.00022847i,0.00073791-0.00024849i,0.00036735-0.00028818i,-0.00054782+0.00089748i,-0.00078728+0.0011552i,-7.7267e-06+0.00054327i,0.00049747-0.00021992i
0.0049311+0.0023542i,0.0039359+0.0026914i,0.0016851+0.0021343i,-0.00019979+0.0003128i,-0.00052834-0.0018592i,-0.00054328-0.0020313i,-0.00069834-0.0011406i,-0.00036148-0.00062262i,-0.00047587-0.00044845i,-0.00073254-0.00016534i,-0.00048827-0.00015664i,-0.00043066-6.8988e-06i,-0.00053291-5.1006e-06i,-0.00056107-7.3516e-06i,-0.00035919-0.00036544i,2.564e-05-0.00084835i,-0.00032764-0.00040724i,-0.00086446+0.00018629i,-0.00016349+0.00055819i,0.0011386+0.0011401i,0.00078347+0.0012945i,4.7841e-05+0.00042268i,-0.00015828-0.00049478i
0.00094805+0.0029835i,0.00053667+0.0019824i,0.00018106+0.00041481i,0.00035696-0.00017263i,0.00082354-0.00038328i,0.00031221-0.00081552i,-1.1359e-05-0.00090068i,0.0004461-0.00037354i,0.00064702+0.00031291i,0.00083752+0.000666i,0.00032171+0.00068295i,-0.00068808+0.00019371i,-0.00084075-0.00050047i,-0.00037155-0.00020619i,0.00014655-0.00011748i,0.00049731+8.0325e-05i,-0.00023876+0.00036334i,-0.00033125-0.00060783i,-0.00016804-0.00070544i,-3.4004e-05+0.00029082i,-0.00017425+0.0010167i,-0.00060738+0.0014041i,-0.00041242+0.00098307i
0.0013413+0.00078896i,0.0011637-0.00047562i,0.00016375-0.00064154i,0.00042454-4.0556e-05i,0.0014962-0.00061584i,0.0016497-0.0018289i,0.00059675-0.0016654i,-0.0003453-0.0011198i,-0.00036014-0.00061222i,0.00011383-2.8488e-05i,0.00089716+0.00075368i,0.00093013+0.00075534i,0.0011789-0.00022824i,0.00077779-0.00037064i,0.00066998+8.5816e-05i,0.0011861+9.6965e-05i,0.00073245-0.00016466i,0.00053918-0.00026633i,0.0011818+0.00017539i,0.0004224+0.00026432i,-0.00014401-0.00022314i,0.00033721+0.00051907i,0.00031261+0.0010802i
0.0028247+0.0038992i,0.0040241+0.0024285i,0.0021875+0.00047607i,-0.00061002+0.00033787i,-0.00086651+0.0016341i,-0.00061369+0.0013244i,-0.00069878-0.00012823i,-0.00096251-0.00073609i,-0.00067293-0.00039836i,-0.00094323+0.00030133i,-0.0013123+0.00027856i,-0.00066446+0.00025907i,-0.00018768-1.0506e-05i,-0.00059148-0.0002151i,-0.00073991-0.00022407i,3.5891e-05+0.00023279i,0.00018925+0.00053016i,-0.00010997+0.00017815i,-0.00018193-0.00020031i,0.00060588-0.00049395i,0.00052944-0.0003265i,0.00040406-0.00061934i,0.00089513-0.0012899i
-0.00026812+0.00046357i,0.00059208+0.00080454i,0.0010269+0.00067595i,0.00031769-0.00082489i,-0.00033113-0.0015294i,-0.00089187-0.0010391i,-0.00040713-0.0005205i,0.00085031-0.00034151i,0.0011801+0.00074267i,0.00016256+0.00091917i,-3.1942e-05-0.00017185i,-0.00013515-0.00094458i,-0.00057629-0.00080614i,-3.2802e-05-0.00028962i,4.9174e-05-0.00030076i,-0.00023469-0.00020374i,-0.00012554-0.00021406i,0.00012088+0.00014682i,-0.0003647-0.00018831i,-0.00072521-8.2451e-05i,-9.0521e-05+0.00044831i,0.00048584+4.6906e-05i,-0.00031624-0.00054419i
0.0035165-0.00076891i,0.0031659-0.0011259i,0.0028005-0.0024848i,0.000514-0.0022911i,-0.0021929-0.002022i,-0.0026865-0.0017979i,-0.00094337-0.0015451i,0.00089139-0.00095465i,0.0015205+0.00055984i,0.00039973+0.00074092i,-0.00024969+7.3034e-05i,0.00017424-0.00044593i,-0.00014916-0.00017759i,0.00012263+0.00037167i,0.00032916-0.00039281i,-0.00080311-0.00036034i,-0.00081722+0.00015738i,-0.00014945-6.9223e-05i,0.00031999-5.6109e-05i,0.00012155+0.00034931i,-0.00039387-0.00028534i,-0.00076104-0.00091592i,-0.00066359-0.0010729i
0.0037381+0.0003938i,0.0048552-0.00065028i,0.004348-0.0017774i,0.0026582-0.0016514i,0.00091535-0.00062613i,-0.00058397+0.00046885i,-0.0011777+0.0007143i,-0.0011214+0.00037855i,-0.00029218-0.00030271i,4.7487e-05-0.00077427i,-0.00028058-0.00044251i,-0.00025142-0.00057852i,-0.00049586-0.0009434i,-0.001308-0.00027121i,-0.0016561+0.00013373i,-0.0011728+0.00041394i,-8.9409e-05+0.0005799i,0.00038499+0.00047641i,-0.00027363+0.00098528i,-8.4476e-05+0.00043136i,0.00079751-0.00076403i,-0.00014719-0.00066351i,-0.00093423-0.00057891i
0.0077308+0.0013382i,0.0080938-0.0013083i,0.0073151-0.0047542i,0.0032165-0.0055343i,-0.0010977-0.0051586i,-0.0036592-0.0033896i,-0.0025255-0.0011474i,-0.00042579+0.0002161i,0.0005461+0.00060258i,2.0005e-05-0.00044247i,-0.00091707-0.0011006i,-0.0012525-0.00059317i,-0.0012573+0.0010051i,-0.0022178+0.0020397i,-0.002744+0.0017753i,-0.0013665+0.00078177i,0.00022789-0.00050254i,0.0006861-0.00057502i,0.00022055+0.00090806i,0.00019387+0.0011871i,0.00085568+0.00069708i,0.00097199+0.00021515i,0.0003896-0.00078492i
-0.0057068-0.00061989i,-0.0070318+0.00041574i,-0.0074214+0.0050784i,-0.0037418+0.0070777i,0.0015463+0.0064647i,0.0042909+0.0032759i,0.0029711-0.00013779i,0.0015112-0.00068177i,0.00027994-4.2032e-05i,0.0011606+0.0014711i,0.0023063+0.0019612i,0.0015198+0.00090214i,0.0021677-0.00044932i,0.0032613-0.0019364i,0.0032248-0.0029707i,0.0020925-0.0018017i,0.00065423+0.00063239i,-0.00026946+0.0011587i,-0.0010338-0.00013397i,-0.0014695-0.00069451i,-0.0011788-8.52e-05i,-0.00030416+0.00095647i,0.00014871+0.0012438i
-0.00019382+0.0011749i,-0.00069055+0.0018119i,-0.0010489+0.0030139i,-0.00036644+0.0027046i,0.000764+0.00048863i,0.0016784-0.0022109i,0.00059258-0.0027798i,3.8555e-05-0.0021818i,0.00038907-0.0017202i,0.00038093-0.00091699i,2.3571e-05-4.1952e-05i,0.0004881+0.0002088i,0.0011791-0.00031211i,0.0015562-0.00099076i,0.0013194-0.00083106i,0.00075515-0.00022349i,0.00077641+0.00015125i,0.00069131+1.3169e-05i,8.5269e-05-0.0013434i,-0.00034014-0.00066376i,-0.00034067+0.00029149i,-0.00015871+0.00033368i,-0.00049814+0.00089329i
-0.00067185+0.0010781i,-0.0014276+0.0011696i,-0.0023826+0.00048761i,-0.0021134+0.00025846i,-0.00088463+0.0017404i,2.5614e-05+0.0020452i,8.5678e-05+0.00033541i,-0.0004176-0.00080619i,-0.00064896+5.3064e-05i,-0.00046078+0.0010259i,0.00057923+0.00085143i,0.0012643+0.00051671i,0.00066777-0.00015006i,0.00039903-0.00089387i,0.0018348-0.00027809i,0.0017872+0.00022672i,0.00021824-0.00047466i,0.00017331-0.00069446i,0.00052723+3.8718e-06i,0.00029196+0.00015382i,0.00025016+0.00015431i,0.0001684+0.00017196i,-0.00015194+0.00029425i
0.00026231-0.0016233i,-0.00093444-0.002595i,-0.0018252-0.0025645i,-0.0020285-0.00079978i,-0.00083256+0.00036479i,0.00095936-0.00030582i,0.0013904-0.00045532i,0.00094647-0.00027358i,-0.00017221-0.00042768i,-7.9076e-06-0.00044198i,0.00082767+2.6085e-05i,0.00091545+0.00044587i,0.001149-1.5243e-05i,0.00049455-0.00077328i,-0.00016902-0.00062299i,-0.00023273+0.00026512i,-3.7365e-05+0.00082985i,0.0005997+0.00042232i,0.00054778-0.00055731i,0.00065926-0.00051333i,0.0005813+0.00062156i,0.00023964+0.0013014i,0.00021745+0.00046666i
-0.0003071-0.0014474i,-0.00038612-0.00051463i,-0.00087866-5.8657e-05i,-0.00106+0.00023844i,-0.0011475+7.0665e-05i,-0.0016287+0.00030575i,-0.0019372+0.0008449i,-0.0010807+0.00050879i,-0.00029983+0.0001059i,-0.00037187+1.6934e-05i,-0.00017628+0.0010035i,0.00052551+0.0018563i,0.0012139+0.0012308i,0.001462+0.00022765i,0.0011743-1.2428e-05i,0.00056327+1.5339e-05i,0.0003655-0.00031095i,-3.9378e-05-0.00025942i,0.00025864-5.1622e-06i,0.0014223-0.00010303i,0.00050565-0.00056811i,-0.00089287-0.00060154i,-0.00043195-0.00051363i
0.0045652-0.00040861i,0.0036914-0.0004188i,0.0017325+0.00064862i,0.00058055+0.0005238i,0.00096152-0.00067939i,0.0019335-0.0013687i,0.0016338-0.00057883i,0.00050829+0.00082522i,-4.7418e-05+0.00098412i,5.1463e-06+0.00019999i,-9.1076e-05-0.00027265i,-0.00010775-0.0008607i,7.1568e-05-0.00082111i,-0.00037154-0.0010999i,-0.00087474-0.001678i,-0.00071549-0.0016453i,-0.00021082-0.00143i,0.00087142-0.00064509i,0.0010489+0.00014611i,8.6802e-05+0.00088588i,-0.00095423+0.0010382i,-0.00057905+0.00044557i,0.00065211+2.9737e-05i
0.0023015+0.0025312i,0.0021405+0.00098965i,0.0016383-0.00049873i,0.0011788-0.00088719i,0.00018027-0.0021823i,-0.0012987-0.003296i,-0.0016075-0.0017536i,-0.00071073-0.00037583i,0.00010446-0.00081714i,-0.00023652-0.00080156i,-1.4045e-05+0.0004159i,0.00037323+0.0012847i,-0.00036666+0.00076087i,-0.00086905-0.00020692i,-0.00033598-0.00079749i,0.00030668-0.00068997i,0.0003239-0.00049143i,0.00019816+4.9825e-05i,0.00031479+0.00054495i,0.00010485+0.00031908i,-0.00037261-0.00027208i,-0.00099785-0.00038508i,-0.001258-0.00068479i
0.00082425+0.0029151i,0.00070956+0.0024522i,-0.00015306+0.0029341i,0.00049037+0.0034205i,0.0015495+0.0025017i,0.0016214+0.0016196i,0.00057373+0.00042552i,0.00011097-0.00046301i,0.00046586-0.00053712i,0.001484-0.00064712i,0.0013771-0.00045668i,0.0006137-0.00022502i,0.0006411-0.00027214i,0.00098953-0.00077277i,0.00026476-0.00082025i,-0.00025187-0.00029409i,0.00024199+0.00030608i,0.00018382+0.0007505i,3.2721e-05-0.00012622i,6.7273e-05-0.00076948i,-0.0002561-9.3569e-05i,4.7741e-05+0.00090936i,0.00018627+0.00059645i
-0.00073445+0.00018717i,-0.00068833-0.0013839i,-0.0013153-0.0014048i,-0.0016857+2.9933e-05i,-0.00055581+0.00046649i,0.00022716-0.0017579i,0.00016212-0.0024433i,0.0002524-0.0011044i,0.00030444-0.00093809i,-9.2425e-05-0.00027122i,-0.00081145+0.00040695i,-0.00083633+0.0002851i,-0.00033267+6.0195e-05i,0.00065439+0.00032665i,0.000781+2.1331e-06i,0.00030923-0.000376i,0.00066276+0.00045181i,0.00047895+0.00049555i,-0.00031037-0.00072626i,0.00012014-0.00058022i,0.00058411-3.118e-06i,6.6184e-05-0.00094649i,-0.00039924-0.0017063i
-0.0021087-0.0018105i,-0.0028406-0.00068388i,-0.0023535-0.00029213i,-0.001928-0.00031419i,-0.0013946+0.00026686i,-0.00087613+0.00052727i,-0.00043491+0.00025694i,0.00014698-0.00091945i,-0.0002376-0.0010784i,-0.00019414+0.00012908i,0.00054097+0.00027846i,0.00055727-0.0001794i,0.0007317-0.00011329i,0.00089325-0.00047726i,0.00058202-0.0010448i,9.2248e-05-0.0002662i,-0.00030631+0.00061512i,-0.00014073+4.0657e-06i,0.00015497-0.00085992i,0.00022302-0.00059681i,-0.00012257-0.00026477i,-0.00067331-0.00075993i,-0.00028333-0.00042i
0.0040701-0.0014023i,0.0030545-0.0027468i,0.0015634-0.0024856i,0.0009535-0.0020441i,0.00060442-0.0021619i,0.00024817-0.0017296i,-0.0002425-0.0006231i,0.00019926+0.00025947i,0.00046239+0.00057874i,-0.00032856+0.00053127i,-0.00060239+0.00074315i,-0.00031793+0.00053047i,-0.00045213-0.00095638i,-7.448e-05-0.0017517i,0.00098335-0.00097558i,0.00068712+9.8571e-05i,-0.00025176+9.2812e-05i,0.00012554+0.00011851i,0.00059836+0.00090329i,0.00058534+0.0007062i,0.00088956-0.00013533i,0.001074-0.0013405i,0.00067304-0.0015935i
0.0042371-0.0010591i,0.0040094+7.3894e-05i,0.0024484+0.00029401i,0.00040926-0.00025622i,-0.0009863-0.0011653i,-0.00066269-0.0015231i,0.00019573-0.00087312i,0.00032011-0.00040873i,0.00026222-9.9248e-05i,-0.00049081+0.00080704i,-0.0007453+0.0010219i,-0.00014406+0.00060545i,-0.00021961+0.00074201i,-6.4887e-05+0.0012258i,0.00039216+0.0010895i,0.00056396+8.1089e-05i,0.00017946-0.0001991i,-0.00063153+0.00018439i,-0.00038218+0.00027334i,0.00015792-0.00034994i,-0.00022606-0.0006029i,1.8969e-05-0.00048711i,-8.9131e-05-0.00023434i
0.0010314+0.0015472i,0.0017964+0.00016042i,0.001194-0.00049571i,0.0006305+9.1411e-06i,0.0016417+0.00051345i,0.0018388-0.00017362i,0.00017272-0.00077252i,-0.001285-0.0008562i,-0.00075846-0.0002249i,0.00055343+0.00084521i,0.0017766+0.00084213i,0.0014739+0.00026183i,6.8906e-05-0.00012693i,-0.00010625-0.00052691i,0.0012847-0.0014098i,0.001146-0.0012959i,0.00011975-0.0006487i,0.00055222-0.00032358i,0.00032902-5.3797e-06i,-0.00041342+0.00020997i,-0.00028261+0.00058772i,0.00037579+0.00035391i,0.00079119-0.00017091i
0.00017796+0.0025814i,-0.00019482+0.0014775i,-0.00055676+0.00079892i,-0.0007573+0.00010332i,-0.0004585-0.00036572i,9.0105e-05-0.00048222i,0.00020922+0.0001675i,-0.0005646+4.3556e-05i,-0.00075306+3.2423e-07i,-0.00077201+0.00034958i,-0.0006144+0.00062957i,-0.0001248+0.00049126i,0.00048532-0.00021994i,0.0011267+0.00014868i,0.0009651+0.0001062i,0.00061538+1.1875e-05i,0.00010512+5.4088e-05i,-8.9393e-05+0.00017114i,-3.2774e-05+0.00070975i,-0.00019247+0.00099196i,-0.00047617+0.0012678i,-0.00056232+0.00079457i,0.00023323+5.9195e-05i
-0.0010291-0.0024692i,-0.00022461-0.0010123i,-0.0012076-0.00017903i,-0.00078034+0.00021186i,0.00061741+0.00059997i,0.0014886-0.00013178i,0.00056279-0.0013379i,-0.00061237-0.0012823i,-0.00041895+3.7854e-06i,-0.00030667+0.00024739i,-0.0006774+7.6902e-05i,-6.429e-05+0.0012856i,0.00094143+0.0011152i,0.0018718+0.00038762i,0.0015733+0.00047271i,0.00078226+0.00031641i,0.00045705+4.5039e-05i,0.00023126-0.00010478i,0.00061007-0.00041365i,0.00098651-0.00020107i,0.00049662+0.00087653i,-0.00043299+0.00096776i,-0.00046724-0.00017249i
0.00076697+0.0017191i,0.0013321+0.00054681i,0.0010872+0.00056888i,0.0008578+0.00021574i,2.7758e-06-0.00071361i,-0.00098951-0.0014764i,-0.0013569-0.0011644i,-0.00074803+0.00011577i,6.391e-05+0.00050042i,0.00036759+0.00046907i,-0.00029098+0.00035789i,-0.00068961+5.1251e-05i,0.00021144-0.00047661i,0.00062359-0.00079871i,0.0004351-0.00038834i,-0.00024359-0.00010476i,-0.00017855-4.1707e-05i,-1.5925e-05-0.00069981i,0.00026596-0.00080769i,0.00019576-0.00025902i,-8.1018e-05+0.00023233i,-0.00010381+6.1514e-05i,-2.7129e-05-0.00050264i
0.001403-0.00066439i,0.0024285+0.00029527i,0.0016219-5.6513e-05i,-0.00035344-9.5167e-05i,-0.0012074+0.00021621i,-0.0011891+0.00010489i,-0.00065219+0.00026651i,-0.00090254+0.00063777i,-0.0010589+0.00040848i,-0.00064414+6.9358e-05i,0.00033732+0.00038434i,0.00086002+5.0869e-05i,0.00076998+0.00012096i,0.00099084+0.00033681i,0.001568+0.00082045i,0.0011214+0.00097719i,-4.8904e-06+0.0003541i,-4.1479e-05-0.00015675i,0.00063887-0.00026802i,0.00055757+0.00043163i,0.00010176+0.00063555i,0.00012918+0.00023652i,0.00033106-3.3794e-05i
0.00052784-0.00062557i,0.00078069+0.00021067i,0.00077061+0.00099397i,0.0011443+0.00089353i,0.0010679-0.00058404i,0.00058962-0.0017781i,0.00037419-0.0015423i,2.6025e-05-0.0014971i,-4.7242e-05-0.0015294i,0.00038879-0.00061403i,-5.9513e-05+0.00052619i,-0.00047108+0.00084625i,2.5316e-05+0.00062786i,0.00055542+0.0002949i,0.0004423+0.00046453i,0.00033112+0.00041875i,0.00039431+0.0003225i,0.00079946+3.8311e-05i,0.00088892+2.4114e-05i,7.6772e-05+0.000782i,-0.00097194+0.00068006i,-0.00096508-0.0005912i,-0.00024059-0.00069688i
0.0032938+0.00064526i,0.0021494+0.00047484i,0.00085498+0.0014401i,0.00032703+0.0015367i,-0.00026668+0.00053362i,-0.00022987-0.00018153i,-0.00054408-0.00038392i,-0.0011183-5.9402e-05i,-0.0015081+0.00012758i,-0.0011545+0.00021473i,-0.00089377+0.00078024i,-0.00042807+0.0011407i,-0.00077157+0.001413i,-0.0010855+0.0010472i,5.2863e-05-5.9174e-05i,0.00045479-0.00098476i,-0.00057894-0.0011066i,-0.00076931-0.0010954i,-0.00047515-0.00088176i,-0.00064087+4.0633e-05i,-9.1847e-05+0.00045287i,0.00063135-0.00038612i,0.00098465-0.000458i
0.00087452+0.0014464i,0.00082469+0.0011497i,-0.00035276+0.00020361i,-0.00038123-0.00014208i,0.00048966+8.7086e-05i,0.00074993-0.00020964i,0.00040019-0.00083792i,-2.0991e-05-0.0011474i,-0.00018739-0.00045658i,-8.3791e-05+0.00024206i,0.00046019-4.4375e-05i,0.00030886-0.0003611i,-0.00029003-0.00090988i,0.00022348-0.0007264i,0.00048222+0.00025564i,0.00041007-0.00016897i,-0.00017262+0.00020626i,-0.00036445+0.00043404i,0.00022582+0.00077957i,0.0001362+0.0014317i,-0.00083731+0.0010292i,-0.0011226+0.00061125i,-0.00043302-0.0004985i
0.00031829+0.0035901i,0.00096886+0.002291i,0.00053794+0.0018614i,-0.0006593+0.0018i,-0.00070406+0.0010275i,0.00025468-0.00026284i,0.0001754-0.00099411i,0.00012438-0.0010307i,0.00016377-0.00036392i,0.00042449-8.3279e-05i,0.00045683-0.00026493i,-0.00071156-9.4801e-05i,-0.00028112-0.0002139i,0.00016459-0.00033275i,0.00010475-0.00049454i,0.00067078-7.9119e-05i,0.00030485+0.00010104i,-0.00032731-0.00068619i,-0.00044847-0.0008584i,-0.00023901-0.00077192i,9.7607e-05-0.00058621i,0.00022496-0.00073575i,0.00018208-0.00017595i
-0.0022621+0.0020085i,-0.0020439+0.0027149i,-0.0017928+0.0018447i,-0.0015565+0.00019066i,-0.00090263-0.00043229i,-0.0010564-0.00058622i,-0.00066797-0.00028599i,0.0002065+0.00059283i,9.2248e-05+0.00044385i,-0.00035226-0.00014117i,-0.00011955+8.0426e-05i,-0.00016043+0.0011685i,-0.00050918+0.0011026i,-0.00030902+0.00020037i,0.00014426-0.0004269i,2.3236e-05-0.000742i,0.00016529-0.00022548i,0.00039016+0.00013173i,-0.00010692-0.00043327i,-9.0925e-05-0.00038381i,0.00051977-3.2849e-05i,0.0009819+9.9335e-05i,0.00032888-0.00019949i
0.0012389-0.00094677i,0.00065086+2.2238e-05i,-7.9743e-06+0.00017242i,-0.00045997+0.00053064i,-0.0001314+0.00032492i,-7.04e-05-0.00059919i,-0.00052974-0.00067194i,-0.00045484-0.0007728i,-2.9398e-06-0.00053044i,0.00012987-9.1501e-05i,0.00039034+0.00018422i,0.00084985+0.0006596i,0.0012619+0.00055278i,0.00092378-0.00039699i,0.00028315-0.00057126i,-2.0969e-05-0.00036964i,-0.00030404-0.00028492i,-0.00030897-0.00016535i,0.00043265+0.00032896i,0.00024739+0.00095008i,-0.00052383+0.00067284i,8.9214e-05+0.00024234i,0.00040202+0.00031112i
