-0.0034168+0.0012029i,-0.00089897+0.0009915i,-0.00088641+0.0016845i,1.5331e-06+0.0018816i,0.00085143+0.0017255i,0.00041414+0.000976i,-0.00010962+0.0011548i,0.00026156+0.0015748i,0.00044707+0.0010025i,0.00018644+0.00055183i,0.00044198-9.1859e-05i,0.00015311-0.00076388i,-0.00041662-0.00039747i,-0.00076976-8.8401e-05i,-0.00012506+0.0001295i,-0.00046778+0.00029244i,-0.0013242-0.0001415i,6.6475e-05-0.00055454i,0.00078427-0.0010533i,0.00040375-0.0011485i,-4.9839e-05-0.00082308i,-0.00040497-0.0003119i,0.0002385+0.00042187i
0.00010574+0.00012512i,-0.00021904-0.00029297i,-0.00063715+0.00045318i,-0.00057782+0.0015612i,-0.00049266+0.0011534i,-0.0005085+0.00028999i,-0.00052742-0.00053434i,-0.00038659-0.00056031i,-0.00060558+0.00038875i,-0.00036858+0.0011071i,0.00046061+0.00099588i,0.0010816+0.00059957i,0.0015179+0.00032913i,0.00078796-0.00074027i,-0.00034816-0.00061542i,-0.00046525+0.00025543i,-0.0005396-0.00020701i,-0.00012458-0.00034721i,0.00058203+0.0007181i,0.00068066+0.00085573i,0.00061032-0.00023406i,0.00017639-0.00062211i,-0.00018743-0.00036648i
0.00030554-0.00070782i,0.00059823-0.0010912i,9.55e-05-0.0004265i,4.6779e-05+0.0011907i,0.0011987+0.00061252i,0.0010095-0.0011496i,-0.00044748-0.00058579i,-0.0001529+0.00074513i,0.00055719+0.00089656i,0.00037534+0.00087881i,0.00035142+0.00066444i,0.00059481+0.00091958i,0.00027423+0.00088406i,-0.00035731+0.00010362i,-0.00063159+0.00037747i,-0.00043331+0.00020972i,0.00016102+0.00052765i,6.3593e-05+0.0014849i,-0.00033946+0.0016147i,-0.00053867+0.0011549i,-0.00061709+0.00055252i,-0.00033738-0.00036701i,0.00032424-0.0013349i
-0.00032654+0.00082324i,-0.00085052+0.0011838i,-0.00088463+0.0012297i,-0.00034198+0.0010433i,0.00047293+0.00062347i,0.00076897+0.00033316i,7.2996e-05-0.00019272i,-0.00040606+1.2273e-05i,-0.00013883+0.00031626i,0.00033306-0.00047585i,0.00092068-0.0011335i,0.00046249-0.00079137i,-3.1585e-05-0.00019359i,2.4134e-07+1.4756e-05i,0.00044562+0.0005306i,0.00066484+0.0013442i,1.151e-05+0.00088337i,-0.00062135-0.0001662i,-0.0009997-0.00015316i,-0.0005744-0.00018937i,0.00026828-0.00035155i,0.00078461+3.2482e-05i,0.0012708+0.00058643i
9.2566e-06-0.00032973i,-0.00016999+0.00095027i,0.00011835+0.0015473i,0.00075493+0.0016507i,0.0013898+0.0011794i,0.0004145-0.00026861i,5.1456e-05-0.001269i,0.00013773-0.00040413i,-0.0011817+0.00064608i,-0.0017153+0.00026485i,-0.00095829+0.00032432i,-0.00055008+0.00068095i,-0.0004304+0.00027972i,-0.00052682-0.00021675i,0.00016522+0.00023845i,0.0010173+0.00088337i,0.00022722+7.1337e-05i,-0.00030067-0.0004706i,0.0003629+0.00015539i,0.00042207-2.1544e-05i,-1.3534e-05-7.1743e-05i,-0.00026304+0.00019417i,-0.00017952-0.00022858i
-0.00073188+0.0014515i,-0.0015479-0.00024174i,-0.0013041-0.00075586i,-0.00036535-0.0011561i,7.2497e-05-0.00069167i,-0.00033876-4.854e-05i,-0.0013016+0.00025252i,-0.0018767+0.00023089i,-0.00094629+3.2547e-05i,-5.4022e-05+6.8476e-05i,-0.00012559+0.00075715i,-0.0001541+0.0008576i,-0.00057114-0.00050819i,-0.00046546-0.0010779i,-0.00018231-0.00018093i,-0.00045338+0.0004744i,1.8073e-06+0.0006239i,0.00055496+0.00074352i,0.00063952+0.00026578i,0.0007328-0.00060875i,0.00039699-0.00068311i,-5.8684e-05+1.9811e-05i,0.0002141+0.00036072i
2.9513e-05+0.00048002i,-0.0002797+0.000271i,-0.00013149-0.00020427i,0.00072317-0.00023807i,0.0013409-0.00013474i,0.00058172-0.00065158i,0.00012717-0.0007218i,-2.7787e-05+0.0002456i,-3.4951e-05+0.00036722i,0.0003623+0.00031603i,0.00086844+0.00050292i,0.00046128+0.00063045i,-0.00070935+0.00034152i,-0.0010724+0.00031838i,-0.00022457+0.00055424i,0.00053767+0.0005881i,0.000353-0.00012902i,-0.00036438-0.00051013i,-0.00059682-0.00022637i,0.00011259-0.00056732i,0.0003674-0.00019187i,-3.9564e-05+0.00082591i,-0.00023541+0.00068696i
-0.0012037-0.0015467i,-0.0014118-0.00050564i,-0.0020706+0.0010257i,-0.0018283+0.00083349i,-0.0007553+0.00089422i,0.00042663+0.00052922i,0.00043483+0.00012557i,-0.00056691+0.00065948i,-0.00089685+0.0010433i,-0.00048591+0.00087608i,4.2786e-05+0.001045i,-0.00033411+0.0010664i,-8.4908e-05+0.00082243i,0.00038941+0.00046797i,0.00046367+0.00050176i,0.00050854+0.00068155i,0.00011892+0.00047583i,0.00014937+0.00046291i,-0.00015462+0.00088981i,-0.00038558+0.0011107i,0.00014779+0.00035942i,0.00038723-0.00046769i,0.00015759-0.00019965i
0.0012388-0.0011062i,-0.00025218-0.00097436i,-0.00038415-0.0011669i,0.0011737-0.0010613i,0.0014597-0.00083589i,0.00042412-0.00071274i,-0.00025106-0.00025025i,-0.00073307-0.00024019i,-0.00046594-0.00024137i,8.6634e-05+0.00034942i,-4.9116e-05+0.0009642i,0.00059148+0.00098319i,0.0013545+0.00063523i,0.0013274+0.00035549i,0.00094103+0.00034325i,0.0007612+0.0002481i,0.00090913+0.00018281i,0.00022557+0.00018678i,-0.00036108-0.00016027i,-5.9752e-05+1.3396e-05i,-0.00036064+0.00059423i,-0.00064821+0.0001193i,-0.00051602+0.0005834i
-0.0016029-0.0014673i,-0.0021899-0.00017121i,-0.0034017+0.0010331i,-0.0026334+0.0019788i,-0.00086761+0.0024854i,-0.00020124+0.0015157i,-0.00039391+8.9622e-05i,-0.00059229-0.00028645i,0.0005004+0.00098075i,0.00076405+0.0022649i,0.00012393+0.0016998i,0.00079986+0.00072296i,0.00076165+2.3407e-06i,0.00094717-0.00084912i,0.0011281-0.0012288i,0.00028103-0.00086427i,-0.00021881-0.00036738i,-0.00010654+0.00067038i,-2.5273e-06+0.0013569i,-0.00037059+0.00045119i,-0.00030465-6.3734e-05i,-0.00046433+0.0001429i,-0.0012722-0.00019626i
0.00084438+0.0015473i,0.00060948+0.0015927i,0.00035996+0.0021833i,0.00095302+0.00025604i,0.0017735-0.0025815i,0.0010233-0.0028545i,-0.00097263-0.0016634i,-0.0014377-0.00016563i,-0.00052473+6.068e-05i,0.00021217-0.00056434i,0.00065053-0.00029406i,0.0011178+0.00010075i,0.00075066-0.0002895i,-8.5931e-06-0.00072162i,9.6629e-05-0.00058171i,0.0005044-0.00051847i,0.00065726-0.00019153i,0.0004902+6.0239e-05i,0.00050318-5.6235e-05i,0.00044677+4.4855e-05i,0.00040947+0.0003554i,0.00074719-9.7599e-06i,0.0009302+0.00031504i
-0.002844-0.00034815i,-0.0038031-8.8304e-05i,-0.0038088+0.0005111i,-0.0020422+0.00093738i,0.00053333+0.0015976i,0.0016185+0.0011273i,0.0012187-0.00012222i,0.00059257+0.00017784i,7.7527e-05+0.00091953i,-0.00048915+0.0012653i,-0.00038325+0.00058983i,-9.4024e-05-0.00040554i,-0.00086046-0.00036538i,-0.0011207+0.00032891i,-0.00079251+0.0010947i,-0.0012419+0.00074771i,-0.00075681-1.2213e-05i,0.00036461-0.00029185i,-0.00015113-0.00066295i,-0.00019067-0.00076664i,-0.00012409-0.00053793i,-0.00020268-0.00021181i,0.0004903+0.00024021i
5.9014e-05-0.0014934i,0.00016162-0.0013521i,0.00066786-0.0012124i,0.00044628-0.0010498i,-0.0008956-0.00052721i,-0.0016891-9.1759e-05i,-0.0014516+5.9802e-05i,-0.0011517+0.00018162i,-0.0014354-1.5532e-05i,-0.0014076-0.00026513i,-0.00025814-0.00011091i,0.00067752-0.00028021i,0.00061175-0.00024085i,0.00066602+0.0002735i,0.00073302+0.00045114i,0.00038091-0.00026835i,0.00031925-0.00022332i,-0.00012548+0.0005321i,-0.00052371+0.00076207i,-0.00033899+0.00049962i,-0.00037881-0.00039931i,-0.00027719-0.00086949i,0.00033653-0.00066261i
0.00029249+0.00078996i,-6.9772e-05+0.0012642i,-0.0007556+0.0020833i,5.4167e-05+0.0018223i,0.0013793+0.0004486i,0.0015287-0.00067505i,-2.3495e-05-0.00021531i,-0.0010246+0.00055897i,-0.00021491+0.00057239i,0.00030895+0.00035376i,-5.74e-05+0.00053456i,-0.00031975+0.00094821i,-1.8992e-05+0.00054906i,0.00083716-0.00020557i,0.0011146-7.9105e-05i,0.0011778+0.00027606i,0.0005614+0.00029336i,-6.4286e-05+0.00012526i,0.00070194+0.00061914i,0.00032612+0.0012122i,-0.00024632+0.00060912i,0.00021827+6.4934e-05i,0.00099117+6.9471e-05i
-0.0018922-0.00015324i,-0.0018299+0.00059772i,-0.0019501+0.0022718i,-0.00032528+0.0025239i,0.0010584+0.0014208i,0.00039237+0.00035632i,0.00023769-0.00044505i,0.00056807-1.0533e-05i,-0.00037253+0.00096184i,-0.00083316+0.00072669i,-0.00022793+9.9272e-05i,0.00027267+5.4368e-05i,0.00062527-0.00016379i,0.00034656+0.00013378i,0.00052245+0.00011364i,0.00058551-0.00013422i,0.00035013+0.00017047i,-0.00014424+2.7095e-05i,-0.00051518-0.0005083i,-0.00090205-0.0011077i,-0.00079627-0.00027206i,-0.00017174+0.00052984i,-0.00044945+0.00053375i
-7.7847e-05-5.7615e-05i,-0.00071124+0.00080425i,-0.0007008+0.00016341i,0.00052113-0.00087199i,0.0010929-0.00060527i,0.00085367-0.0008551i,-0.00028474-0.00046755i,-0.00097341-0.00015827i,-0.00032998-0.00082198i,7.6488e-05+2.9815e-06i,0.0001506+0.0012327i,0.00027632+0.0015572i,0.00078973+0.0012946i,0.0011579+0.0013323i,0.00083563+0.0011051i,0.00048342-0.00035371i,0.00043651-0.00089955i,0.00056712-0.00031654i,0.00034337+0.00056045i,-8.7884e-05+0.0008103i,-0.00031252+0.00091554i,0.00013884+0.0009679i,0.00059756+0.00018354i
-0.0025021-0.0010927i,-0.0020465+0.00031184i,-0.0025246+0.0027163i,-0.0017621+0.0034641i,0.00025839+0.0035807i,0.0017035+0.0025252i,0.0012876+0.00050553i,-0.00010264-0.00068945i,-0.0014047-9.6866e-05i,-0.0014525+0.00075675i,-0.00087374+0.00020857i,-0.00083806-0.00045359i,-0.00072915-0.00042425i,0.00044723-0.00031947i,0.00050813+8.7088e-05i,-0.00051801-0.00033492i,-0.00038509-0.00037097i,-1.2456e-05+0.00021501i,-0.00011931+5.6759e-05i,-0.00064979+0.0004274i,-0.00026564+0.0010578i,5.3398e-05+0.00078065i,0.00013445+0.0005203i
0.0012454+0.0015373i,0.0009901+0.0013205i,0.0017152+0.00045086i,0.0018612-0.0012068i,0.001457-0.0025823i,0.00052202-0.0026206i,-0.00036396-0.0015451i,-0.0010043-0.00028536i,-0.0010029+0.00027839i,-0.0012858+0.00092298i,-0.0010317+0.0013854i,-0.00020035+0.0012071i,-0.00063165+0.00056623i,-0.00067268+0.00057374i,-0.00012165+0.0012909i,-0.00058411+0.0011785i,-0.00073439+0.00015672i,-0.00047821-8.9906e-05i,-2.8704e-05+0.00053122i,0.00041868+0.00083435i,0.00066471+0.00024899i,0.00076037+6.0084e-05i,0.00080902+0.0001535i
-0.0014547+0.0017184i,-0.0033871+0.0016787i,-0.0029478+0.0020227i,-0.00082363+0.0012567i,0.00097344+0.0010395i,0.00088991+0.00087127i,0.00012163+0.00080304i,-0.0003214+0.00075395i,-6.4577e-05+0.00081329i,3.2735e-05+0.00098549i,-0.00041616+0.00068097i,-0.00090651+0.0010175i,-0.0010808+0.00079868i,0.00023044+0.00039974i,0.00054806-0.00027657i,0.00039181-0.00088553i,0.0004394-0.00056239i,-0.00010001+0.00037312i,-0.00036462+0.001582i,0.00037292+0.00088365i,0.00083561-0.00049268i,0.00072941-0.00028597i,6.4331e-05+0.00011937i
-0.00012326-0.00047208i,-0.00073941-0.00019773i,-0.0010505-4.7284e-05i,-0.00024446-0.00018646i,0.00067961-0.00048833i,0.00040074-0.00038936i,-0.00039331-7.2497e-05i,-0.00075846-6.6622e-06i,-0.00032089+0.00027001i,0.00044307+0.00053284i,0.0003325+1.3918e-05i,5.7892e-05+2.6639e-06i,-0.00025392+0.00051081i,7.8833e-05+0.0013225i,0.00053741+0.0012941i,0.00055656+0.00046176i,-6.9025e-05+0.0001485i,-0.00064814+0.00039095i,-0.00018654+0.00010983i,0.00029153-0.00019601i,0.00027934-0.00037705i,0.00029472-0.00030725i,0.00057189-4.8596e-05i
0.00015738+0.00055938i,0.00053955+0.0013405i,-0.00025291+0.0020564i,8.8118e-06+0.0019222i,0.0021006+0.0011667i,0.0021498+0.00060136i,0.00078566+0.00040503i,-0.0003013-9.9814e-05i,-0.0004196-0.00075164i,4.2655e-05-7.9118e-05i,-4.315e-05+0.00092882i,-0.00019507+0.00054111i,0.00045424-0.00036751i,0.00032643-0.00066415i,-0.0003846-0.00057555i,-5.4353e-05-0.00051138i,0.00018359-0.0008888i,-0.00031381-0.00085764i,-0.00030034-0.00072825i,1.2889e-05-0.00083863i,-0.000236-0.00063575i,-3.8578e-05+0.00017333i,8.7546e-06+0.00017526i
0.0019376+0.00033952i,0.0031798+7.233e-05i,0.0021972-0.00014795i,0.0014838-0.00080576i,0.001428-0.00090951i,0.00015458-0.0013046i,-0.0011478-0.00083663i,-0.0012117+4.8516e-05i,-0.00086914+0.00035508i,-0.0001857-0.0002493i,0.00052715-0.00036568i,0.00037226+0.00068063i,0.00015219+0.001339i,0.00033991+0.00056458i,-0.00077071-0.00022526i,-0.00060702+0.00024726i,0.00030362+0.00080328i,-0.00020246+0.00024663i,-0.00029112+5.2601e-05i,-0.00023071-0.00015076i,-0.00025787+0.00015185i,0.00045163+0.0010625i,2.4967e-05+0.0010381i
-0.00056988+0.0020755i,-0.00032495+0.0012554i,0.00066011+0.0021314i,0.00074137+0.0016942i,0.0011867-0.00018577i,0.0013907-0.0011017i,0.00079365-0.00054232i,-0.00065502-0.00028835i,-0.0014899-4.6193e-05i,-0.00077149+0.00021959i,0.00034327-5.994e-05i,6.4154e-05-0.00050032i,3.0705e-05+6.7963e-05i,0.00051051+0.00056131i,0.00026156+2.8168e-05i,0.00057754+0.00012982i,0.00106+0.00016574i,0.0010118-0.00014769i,0.00089514+0.00013696i,0.0010414+0.000521i,0.00046812+0.0010561i,-0.00015828+0.00037059i,0.00044578-0.00035962i
-0.00040382-0.0011136i,-0.0008089-0.00080514i,-0.00075473-0.00045203i,-0.00051948-0.00033573i,6.6433e-05+0.00014131i,1.5227e-05+0.0005992i,7.908e-05-5.0569e-05i,-0.00012277+0.0001043i,-0.0013079+0.00062364i,-0.0017585+0.00012776i,-0.0014992+7.535e-05i,-0.0011455+0.00058644i,-0.00056536+0.00071143i,-0.00025068+0.00055126i,-0.00045363+0.00056159i,-0.00022441+0.00023592i,0.00046066-0.00032147i,0.0003039-0.0006195i,0.00044464-0.00062264i,0.00052258-0.0003946i,0.00013501-0.00018392i,-0.00019279+0.00030937i,-8.0755e-05+0.00090753i
-0.00048589+0.00037126i,-3.6068e-05+0.0013199i,8.6292e-05+0.0021591i,0.00049243+0.0014681i,0.001258+0.00023898i,0.00096138-0.00065081i,0.00023716-0.00089414i,-0.00086345+0.00037097i,-0.0016088+0.00089296i,-0.00056596+0.00051111i,-0.00012849+0.00044459i,-0.0001604+0.00062994i,-0.00020721+0.00050362i,-7.6821e-05+0.00082045i,0.00022981+0.0010254i,-0.00026751+0.0007146i,-0.00064133+0.0003828i,-0.00087074+0.00022347i,-0.00071043+0.00036858i,0.00065928-7.1543e-05i,0.00072704-0.00052114i,7.7309e-05+7.9217e-06i,-0.00028892+0.00025841i
-0.00082962-0.00053433i,-0.0014995+0.00011249i,-0.0020861+0.00088829i,-0.0017285+0.00023191i,0.00038144-0.00039905i,0.001123+0.00073611i,0.00015762+0.0016065i,-0.00064794+0.0012922i,-0.0010182+0.00079739i,-0.00046605+0.0007512i,0.00010024+0.00070733i,-0.00015143+0.00070043i,-7.7376e-05+0.00094587i,-0.00019972+0.00043958i,-0.00072081-0.00068735i,-0.0010838+0.00018676i,-0.0013116+0.0014015i,-0.0011465+0.00083004i,-0.00022478+0.00050581i,0.00056055+0.00050521i,0.00025847-0.00019677i,-0.00021849-0.00034398i,-0.00042263+5.47e-05i
0.00032044-0.00037861i,1.9388e-05+0.00052486i,-0.0003936+0.00020112i,-0.00051718-0.00090585i,-0.0010016-0.000528i,-0.0011002-0.00058711i,-0.00032933-0.00082525i,7.5819e-05-0.00030086i,-0.00079136-0.00032455i,-0.0013669-0.0002897i,-0.0013306+0.00056326i,-0.00091624+0.001025i,0.00028294+0.0011435i,0.001203+0.0011526i,0.0013558+0.00024127i,0.00056636-9.7947e-05i,-0.00014593-0.00015242i,-0.00029949-0.00016961i,-0.00073413+0.00027692i,-0.00081315+0.00044707i,-0.00069512-3.5119e-05i,1.8816e-05-0.00025473i,0.00017204+9.6808e-05i
-0.0011917+0.0011336i,-0.00050214+0.0029813i,0.00018609+0.0033343i,0.00062107+0.0021329i,0.0014962+0.0014702i,0.00203+0.00091945i,0.0012072-4.083e-05i,-6.2467e-06+0.0001496i,-0.000612+0.0004185i,0.00041829+0.0006902i,0.00036028+0.0015427i,-0.00032436+0.0012151i,-0.00025818+0.00036517i,-0.00027223+0.00017266i,-1.6784e-05+0.00066451i,-0.00026681+0.00023467i,-8.5503e-05-0.00036144i,-9.0803e-05+0.00010334i,-0.00076404+0.00010448i,-0.0010874-7.1837e-05i,-0.0010896-4.4966e-05i,-0.001098-9.1423e-05i,-0.00058267-0.00025491i
0.0017097-0.001315i,-0.0010284-0.001754i,-0.0013423-0.0013659i,-0.00063455-0.00092115i,-0.0004779-0.0015421i,-0.0013312-0.0016542i,-0.0018501-0.00075176i,-0.0017358+0.00034492i,-0.0014507+0.00049879i,-0.0010011-4.8869e-05i,-0.00028975-0.00025173i,0.00012551+0.00037786i,-7.9869e-05+0.0006685i,-8.0578e-05+0.00089592i,0.00019187+0.0015273i,0.00022448+0.0016205i,0.00075947+0.0003575i,0.00091632-0.00055046i,0.0005676-0.00034577i,0.00050437-0.00017497i,0.00027573-0.00015464i,9.7908e-05-3.0472e-05i,-4.8172e-05+7.559e-05i
9.5468e-05+8.3943e-05i,0.00015822+0.00026952i,0.00070804+0.002617i,0.0021235+0.0027368i,0.0025518+0.00084713i,0.0011762-0.00065637i,-0.00017537-0.0011138i,-0.00084698-0.00054614i,-0.0007294+0.00021118i,-0.0002035+0.00035016i,-0.00050555+0.00097219i,-0.00065158+0.00098353i,9.1797e-06+0.00042999i,0.00035146+0.0005488i,-0.00013202+0.0001314i,-6.8806e-06-0.00021411i,-7.9046e-05+0.00034949i,-0.0007806+0.00036662i,-0.00063986-0.00021917i,-0.00026576-0.00014481i,2.8383e-05-0.00020805i,0.00023201-0.00024428i,0.00048044+0.00055609i
0.0018422+0.00022118i,0.0010748+0.000447i,0.00038235+0.00028325i,0.0010248-0.00087511i,0.0014293-0.00031865i,0.00049929+0.0013802i,-0.0012242+0.0009503i,-0.0015656+0.00011765i,-0.00028258+0.00038687i,0.0002563+0.00061951i,-0.00024122+0.00067959i,-0.00028049+0.0010872i,0.00027332+0.00091214i,0.00048569+0.00026824i,0.00031778-0.00055901i,-5.9713e-05-0.00089752i,-0.00011849-0.00043845i,9.5337e-05-2.2065e-06i,0.00055015-0.00026155i,0.00058211-9.4821e-05i,-0.00032636+0.00086393i,-0.00069413+0.00078089i,-0.0006667-5.961e-06i
-0.0010752+0.00084895i,-0.00067844-0.00020535i,-0.00055852+0.00089517i,0.00022993+0.001217i,0.0016985+0.00027317i,0.0014829-0.00084254i,-0.00015424-0.0013256i,-0.00040171-0.00093517i,-0.00011374-0.00024921i,-0.00053678+0.00024683i,-0.00035796+2.2379e-05i,-0.0003075+0.00014066i,-5.1636e-05+8.9624e-05i,0.00014836-0.0001426i,0.00033198+0.00067784i,0.00034461+0.00046591i,0.00019409-0.00066833i,0.00024597-0.00029641i,0.00029442+0.00068188i,6.0401e-05+0.00032661i,-0.00026026-0.00041119i,-0.00048824-0.0006783i,-0.00078731-0.00075065i
-0.0011153+0.00022777i,-0.0018987+0.0011473i,-0.0023131+0.0016107i,-0.00085208+0.0020076i,0.00050472+0.001893i,0.00064371+0.00092025i,-0.00065406+0.00037539i,-0.0010018+0.0002043i,-0.00099877+0.00066077i,-0.00050186+0.0010109i,0.00043579+0.00011543i,0.00041012-0.00025526i,0.0003638-0.00020297i,0.00047421-6.3136e-05i,0.00039773+9.7423e-05i,-4.3368e-05+0.00071774i,-0.00076616+0.00062261i,-0.00070615-0.00021932i,4.6067e-05-0.00075383i,0.00040432-0.00017143i,-7.8296e-05+0.00077796i,-0.00052707+0.00039822i,-8.2529e-05+4.1107e-06i
-0.0013138+0.0016446i,-0.00093068+0.0010531i,0.00010419+0.00084483i,0.00085247+0.00024959i,0.0019534-0.00079997i,0.0017002-0.0022977i,0.00066441-0.0024855i,0.00026411-0.00047558i,0.00020967+0.00023981i,-0.00034665+0.00040625i,-0.0013285+0.00050062i,-0.0012049-0.00012719i,-0.00079149+0.00029718i,-0.00096207+0.0010611i,-0.00055644+0.000495i,-4.8883e-05+0.00072963i,0.00020829+0.0011534i,0.00019819+0.00043673i,-4.5703e-05+0.00019601i,0.00045924+0.00092037i,0.00024802+0.0014352i,-0.00036157+0.00038405i,-0.00012899-0.00032022i
-0.00026395+0.0002305i,-0.00010168+0.00088114i,-0.00072682+0.0010628i,-0.00034881+0.0012717i,0.00073471+0.0011938i,0.0012049+0.0011394i,0.00056334+0.00068527i,-0.00053959-0.00027966i,-0.0013207-0.00075647i,-0.00056089-0.00034834i,-8.7914e-06+0.00031834i,0.00021536+0.00020302i,0.00059669+4.4789e-05i,0.00027796+0.00027115i,-0.0002792+0.00025702i,-3.1366e-05+0.0002216i,0.00011023-0.00011467i,-0.00067873-0.00072591i,-0.00019023-0.00022819i,0.00055263+0.00066707i,0.0001009+0.00053327i,-0.0008598+0.00026002i,-0.00044869+8.2904e-05i
0.0005906+0.0010761i,-6.052e-05+0.0028106i,-0.00021151+0.0017963i,0.00050485+0.00039315i,0.0013427+0.0006398i,0.00099816+0.00098141i,-0.00058032+0.00078477i,-0.00081201-9.1516e-05i,-0.0008083-0.00089748i,-0.00095823-0.00051994i,-0.0010197+0.00043235i,-0.00027269+0.00013754i,0.0011651-0.00070317i,0.0010998-0.0006903i,0.00028669-0.00044152i,-0.00038328-0.00029784i,-0.00089118-6.237e-05i,-0.00059393-0.00013125i,-0.00069121+0.00013552i,-0.000665-8.3458e-05i,-0.00055189-0.00045498i,-0.00087573+0.00011702i,-0.0010712+0.00030844i
0.0024145-0.00027347i,0.0010806-0.00081516i,0.00035467-0.00073344i,0.00042247-0.00015592i,6.5937e-05-0.00040256i,-0.00047229-0.00065108i,0.00024069-0.00019565i,0.00032984-0.00027385i,-3.4843e-05-0.00053547i,-6.4025e-06-0.00054843i,0.00018469-0.00054177i,0.00021457+0.00024714i,-0.00015192+0.00092351i,-0.00042768+0.00030778i,-0.00010719+0.0001791i,0.00083689+0.00077962i,0.0014173+0.0013432i,0.00098532+0.0008569i,0.00027299+0.00035947i,-3.6189e-05+6.6835e-05i,-0.00018461-7.9021e-05i,0.00011663+0.0003831i,-3.3979e-05+0.00079189i
-0.00050444-0.00054362i,-0.00066338-0.00024715i,-0.0011177+0.0006108i,-0.00026741+0.0016548i,0.0010615+0.0018025i,0.0019564+0.00085251i,-0.00015238+4.3021e-06i,-0.0014798-0.00035749i,-0.00020357-8.7253e-05i,-2.4249e-05+0.00056202i,-0.00070924+0.00077715i,-0.00023494+0.0004111i,0.00062693-0.00014199i,0.00070905+8.471e-05i,0.00049782+0.00016874i,0.00092975-0.00013543i,0.00085166-5.0346e-05i,0.00081025+0.00023364i,0.00093387+0.00016815i,0.0010342-2.4175e-05i,0.0011014+0.0006773i,0.00028975+0.00073217i,-0.00050444-3.0027e-06i
0.00048011+0.00013604i,-0.00032809+0.00018492i,-0.00083893+9.7062e-06i,-0.00072508-0.00030854i,-0.00036609-0.00028191i,-0.00018382-0.00055119i,-1.5538e-05-0.00073673i,-0.0008107-0.00057496i,-0.00094663+2.6761e-05i,-0.00095454-0.00024673i,-0.0008909-0.00011656i,-0.00020053+0.00013833i,0.00048906+1.7442e-05i,0.00015979+0.00037264i,-0.00037515+0.00087121i,-7.019e-06+0.0011504i,0.00045214+0.00092101i,0.00065702+0.00055911i,0.00077004+0.00022794i,0.00013272+0.00021841i,0.00033571+0.00052303i,0.00059328+0.00032662i,0.00025441-0.00020133i
0.00092047-0.00085168i,8.1545e-07+6.5538e-05i,-0.00051417+0.0009481i,0.0005463+0.0013701i,0.0015285+0.00055212i,0.00086166+6.1024e-05i,-0.00035688+0.00089427i,-0.00054804+0.0013097i,-0.00076242+0.00082188i,-0.0009525+0.00050569i,-0.00081852+0.00037011i,-0.00085829+1.3312e-05i,-0.00048866+3.855e-05i,5.9442e-05+0.00054972i,0.00036069+0.0010077i,0.00021419+0.00085235i,0.00021218+4.2911e-05i,0.00022653-0.00075878i,5.2276e-05-0.00075764i,-0.00042707-0.00020948i,-0.00049204-0.00015631i,-6.9648e-05-0.00068156i,0.00012781-0.00074724i
0.00033494+0.0015616i,-0.00013219+0.0011044i,0.00034392-0.00044463i,0.0017792-0.00026988i,0.0018296+0.00067324i,0.0006438-0.00071116i,0.00018388-0.0024019i,-0.00073464-0.0013848i,-0.0014189+0.00035724i,-0.0003216+0.00097163i,-0.00048947+0.0009568i,-0.0010254+0.00025466i,-0.0011053+0.00018659i,-0.00055031+0.00047179i,0.00036865+0.00054481i,0.00016168+0.00036062i,-0.00058791-0.00026942i,-0.00063377-0.00044988i,0.00019432+0.00049692i,0.00041856+0.00048176i,-0.00038211+0.00027077i,-0.00017371+0.00047669i,0.00065453+0.000734i
0.00073375+0.00011968i,0.0011701+8.8378e-06i,0.00067862+2.8854e-05i,0.001126-4.4931e-05i,0.0023744-0.00045791i,0.0014102-0.00083751i,6.4578e-05-0.0009843i,-0.00034262-0.00043203i,-0.00058747-2.2378e-06i,-0.00072657+0.00028179i,-0.0010427+0.00042421i,-0.0011316-9.5191e-05i,-0.000168-0.00048135i,0.0010872-0.00010045i,0.0016649+0.00020392i,0.001723+0.00042992i,0.00086486+2.477e-06i,9.2966e-05-0.0011294i,0.00017532-0.00058862i,6.84e-05+0.00023731i,-0.0001489-2.38e-05i,-0.00062548-0.00014573i,-0.00080509-0.00027028i
0.00082576+0.001101i,0.00091172+0.0012444i,-0.00042462+0.0015907i,-0.00072577+0.00088581i,0.00027468-0.00019946i,0.00027809-0.00017134i,-0.00068173-0.00029847i,-0.0013654-0.00050565i,-0.00096153-0.00041023i,-0.0004508+0.0005407i,-0.00027859+0.0011538i,0.00025565+0.001263i,0.00091509+0.00097219i,0.00033096+0.00032091i,2.1365e-05-0.00013189i,0.00021668+0.00024872i,-0.00049708+0.0001853i,-0.00042487-0.00060042i,9.5022e-05-0.0011931i,0.00011294-0.00084223i,-0.00055553-0.00038584i,-0.00081886-0.00036079i,-0.00024579-0.00010495i
