-0.0019468-0.0006434i,-0.0020329-0.00062604i,-0.0022107+0.00038458i,-0.001278+0.0023288i,-0.00034304+0.0025549i,-0.00079155+0.0016756i,-0.0010272+0.00069737i,1.9761e-05+0.0014005i,0.0008931+0.0023305i,0.00074648+0.0020646i,0.0001536+0.0014592i,-0.00060018+0.00066611i,-0.00071571+0.00017839i,-0.00041303-7.1661e-05i,0.00067532-0.00015646i,0.000369-0.00028244i,-0.00034099-0.00047413i,-7.9838e-05-0.00055341i,-8.6034e-05-0.00029047i,0.00010103-0.00017257i,0.00034186-0.00077299i,0.00021132-0.00075607i,0.00032128-0.00087485i
0.052631+0.15231i,0.052219+0.23205i,-0.019224+0.15022i,-0.12671-0.038087i,-0.18753-0.11704i,-0.15289-0.098375i,-0.093438-0.086872i,-0.06284-0.058678i,-0.029621-0.012997i,-0.011279-4.373e-06i,-0.024051-0.0053812i,-0.02972-0.0070177i,-0.009286-0.015813i,0.030212-0.03108i,0.061515-0.050712i,0.053747-0.062956i,0.022303-0.049932i,0.0048927-0.023475i,0.008095-0.00935i,0.0095156-0.011298i,0.0035739-0.015733i,0.0032901-0.015593i,0.0048351-0.015868i
-0.16666+0.026642i,-0.27778+0.054319i,-0.28076+0.11838i,-0.17574+0.21228i,-0.07385+0.2318i,-0.034934+0.18103i,-0.031143+0.13244i,-0.030319+0.077471i,-0.031835+0.029834i,-0.02811+0.027655i,-0.0062251+0.05609i,0.010941+0.062978i,-0.0064049+0.037039i,-0.04908+0.012706i,-0.08361+0.015443i,-0.079432+0.034768i,-0.039249+0.042172i,-0.0033479+0.02919i,0.0015961+0.011334i,-0.0023043+0.0024316i,0.0047016-0.0041897i,0.010246-0.016935i,0.0081889-0.023031i
0.024089-0.20493i,0.055698-0.36353i,0.082257-0.41221i,0.085603-0.33536i,0.087893-0.22298i,0.098971-0.13917i,0.086047-0.087565i,0.055349-0.038974i,0.039809-0.015268i,0.042748-0.034548i,0.045656-0.065094i,0.049772-0.067405i,0.059559-0.044434i,0.069946-0.021895i,0.081379-0.006967i,0.085162-0.0065266i,0.069321-0.021148i,0.042723-0.030192i,0.020688-0.021881i,0.0036167-0.0037127i,-0.012567+0.01245i,-0.024841+0.021519i,-0.028923+0.022703i
0.18397+0.092926i,0.30465+0.20615i,0.31515+0.2885i,0.23479+0.2808i,0.15983+0.20618i,0.08493+0.10296i,0.032967+0.020393i,0.030345-0.010608i,0.039835-0.0076587i,0.020143-0.0024639i,-0.018751+0.004592i,-0.042773+0.01302i,-0.050066+0.018946i,-0.058148+0.034676i,-0.055823+0.04886i,-0.037394+0.044771i,-0.022557+0.033248i,-0.013433+0.02181i,-0.0029041+0.007977i,0.010821-0.0064806i,0.021268-0.01626i,0.020277-0.013722i,0.014195-0.00083576i
-0.13362+0.14061i,-0.26844+0.16434i,-0.35853+0.024255i,-0.38932-0.17059i,-0.38833-0.20172i,-0.28948-0.079594i,-0.14671+0.0068987i,-0.078945+0.012163i,-0.066818+0.0081372i,-0.060127+0.0027469i,-0.064153-0.019454i,-0.077933-0.040726i,-0.063002-0.049423i,-0.006691-0.066404i,0.029592-0.092906i,0.021102-0.088319i,0.0087259-0.050211i,0.0061874-0.012594i,0.0031612+0.01296i,-0.0029352+0.032411i,-0.0061921+0.041485i,-0.0043025+0.030853i,-0.0022616+0.01318i
-0.12184-0.12753i,-0.15283-0.14712i,-0.068646+0.0046399i,0.082053+0.22151i,0.16439+0.25752i,0.12398+0.1589i,0.05801+0.10751i,0.033391+0.076457i,0.0099289+0.032685i,-0.0060634+0.033829i,0.013658+0.062739i,0.034289+0.070838i,0.023845+0.055541i,-0.022285+0.046014i,-0.071874+0.060632i,-0.084477+0.070027i,-0.064752+0.048832i,-0.036059+0.014728i,-0.01678-0.011733i,-0.013663-0.028251i,-0.017038-0.034318i,-0.013232-0.032544i,-0.0060967-0.032429i
0.19838-0.12839i,0.33716-0.25219i,0.35103-0.383i,0.24566-0.47278i,0.15092-0.43779i,0.082855-0.29895i,0.032695-0.17003i,0.020396-0.086406i,0.027039-0.051895i,0.031702-0.067116i,0.030998-0.09351i,0.037594-0.093178i,0.04869-0.073606i,0.056279-0.057349i,0.067537-0.048518i,0.071879-0.044137i,0.053758-0.038303i,0.025046-0.024235i,0.0047621-0.0065125i,-0.0025595+0.010198i,-0.0044706+0.024619i,-0.0058931+0.031403i,-0.0084536+0.030707i
0.046044+0.26098i,0.033158+0.48686i,-0.022667+0.63333i,-0.062748+0.63638i,-0.050582+0.52334i,-0.0039706+0.31751i,0.010038+0.12659i,-0.0050421+0.040729i,-0.0018845+0.024836i,-0.0078839+0.019531i,-0.027313+0.017819i,-0.037727+0.010212i,-0.045688+0.011412i,-0.043205+0.038802i,-0.018947+0.050393i,0.0099396+0.023787i,0.026419-0.010051i,0.03018-0.031185i,0.017959-0.039437i,-0.0014549-0.041748i,-0.010634-0.047379i,-0.012454-0.043431i,-0.0079261-0.023608i
-0.23825-0.042495i,-0.37818-0.18866i,-0.3877-0.38049i,-0.29824-0.47217i,-0.21319-0.40084i,-0.13793-0.23993i,-0.079341-0.12493i,-0.073953-0.068002i,-0.085476-0.015973i,-0.075372+0.0085022i,-0.079928+0.0064745i,-0.089398+0.0092008i,-0.059965-0.0076211i,-0.018506-0.065979i,-0.01716-0.12125i,-0.044007-0.11853i,-0.053636-0.075746i,-0.041228-0.032476i,-0.015249+0.0050877i,0.018066+0.033327i,0.036224+0.04528i,0.031482+0.038887i,0.016828+0.022683i
0.061136-0.17585i,0.13504-0.15212i,0.2112+0.10549i,0.26793+0.38081i,0.2653+0.39128i,0.16426+0.23133i,0.065828+0.15174i,0.075481+0.13488i,0.10831+0.081802i,0.093206+0.04886i,0.086256+0.069923i,0.094885+0.089088i,0.078236+0.081092i,0.03764+0.091222i,0.015374+0.13589i,0.036237+0.15588i,0.065092+0.12479i,0.065451+0.073161i,0.034842+0.020464i,-0.0093071-0.015354i,-0.037392-0.0264i,-0.039008-0.026942i,-0.029023-0.025151i
0.23764+0.066243i,0.35573-0.007684i,0.30863-0.27202i,0.11008-0.55677i,-0.055473-0.5458i,-0.082969-0.30214i,-0.026337-0.12865i,0.0098336-0.068215i,0.024636-0.039578i,0.036878-0.050965i,0.026408-0.087892i,0.016367-0.10241i,0.014044-0.093215i,0.0092449-0.086823i,0.017601-0.087433i,0.030499-0.085684i,0.031839-0.075914i,0.026683-0.051366i,0.021566-0.014979i,0.02679+0.015507i,0.037224+0.025764i,0.034276+0.020138i,0.018973+0.015349i
-0.17031+0.27447i,-0.31961+0.53052i,-0.38315+0.77947i,-0.30806+0.9076i,-0.16388+0.79796i,-0.01335+0.50027i,0.064013+0.22246i,0.054109+0.047816i,0.0096472-0.037897i,-0.03217-0.054538i,-0.052851-0.064278i,-0.071785-0.092036i,-0.083852-0.079726i,-0.055004-0.023682i,-0.022305+0.0061787i,-0.034023+0.0046953i,-0.062809+0.0061143i,-0.065767+0.0055644i,-0.046763-0.0059244i,-0.040234-0.018136i,-0.047314-0.020348i,-0.043594-0.014474i,-0.028443-0.011424i
-0.13897-0.30081i,-0.14457-0.61817i,-0.0067472-0.90926i,0.12538-1.0105i,0.11123-0.85139i,0.0065431-0.53095i,-0.05571-0.26803i,-0.09143-0.14251i,-0.13486-0.068277i,-0.13598-0.0031712i,-0.11563+0.044513i,-0.093129+0.077152i,-0.052201+0.063722i,-0.035222-0.0046098i,-0.069169-0.056201i,-0.094721-0.038176i,-0.074664+0.0051195i,-0.039009+0.021813i,-0.011133+0.01923i,0.010967+0.01445i,0.024951+0.011928i,0.023581+0.010046i,0.010956+0.013104i
0.24872-0.017255i,0.34538+0.15073i,0.2616+0.50839i,0.12621+0.76879i,0.087343+0.66285i,0.069401+0.36751i,0.012788+0.18346i,0.0084861+0.13423i,0.044191+0.090715i,0.043548+0.032602i,0.035505+0.00249i,0.044325+0.0017104i,0.054963+0.017583i,0.0603+0.052601i,0.084078+0.082643i,0.1275+0.050644i,0.14312-0.025085i,0.10945-0.062026i,0.052884-0.042452i,0.010183-0.0086113i,-0.001657+0.0088571i,0.0008315+0.01101i,0.0032616+0.00081429i
0.064326+0.19124i,0.10403+0.13007i,0.098505-0.25827i,0.0087997-0.6388i,-0.08936-0.60929i,-0.12303-0.37216i,-0.1221-0.2198i,-0.12341-0.098457i,-0.072306+0.029364i,0.0067205+0.072787i,0.020647+0.051306i,0.0045439+0.027189i,-0.0063724-0.011359i,-0.0352-0.056024i,-0.056925-0.073692i,-0.060489-0.070337i,-0.062635-0.06311i,-0.052939-0.050362i,-0.029688-0.02853i,-0.007143-0.014518i,-7.034e-05-0.02225i,-0.0058331-0.034701i,-0.0099891-0.032735i
-0.30778+0.068966i,-0.52858+0.2728i,-0.5466+0.66522i,-0.33747+0.96419i,-0.1144+0.86363i,0.022856+0.55586i,0.08906+0.35603i,0.11763+0.24454i,0.096282+0.12786i,0.021343+0.040477i,-0.032953+0.011525i,-0.049662-0.00085727i,-0.044875-0.015405i,-0.0039058-0.021569i,0.03817-0.023835i,0.054848-0.013332i,0.069886+0.012526i,0.0799+0.017073i,0.052736-0.012519i,-0.0095505-0.027862i,-0.054853-0.0031452i,-0.06135+0.024707i,-0.052831+0.030831i
0.17014-0.40842i,0.34263-0.82719i,0.4617-1.206i,0.41737-1.3278i,0.24338-1.0934i,0.066473-0.66232i,0.032902-0.3461i,0.095558-0.24377i,0.10718-0.22166i,0.070466-0.16917i,0.044524-0.092398i,0.045457-0.037693i,0.038513-0.018713i,-0.0033732-0.0064801i,-0.041071+0.010587i,-0.037922+0.01874i,-0.0070902+0.0082746i,0.017791-0.0044471i,0.02626-0.001104i,0.036749+0.0091842i,0.045133+0.010636i,0.033758+0.0093465i,0.018409+0.02036i
0.18204+0.30452i,0.17453+0.68661i,-0.04924+1.0713i,-0.26684+1.2314i,-0.22677+1.049i,-0.062624+0.65457i,-0.037432+0.33204i,-0.096469+0.1909i,-0.088114+0.10298i,-0.058285-0.027851i,-0.068943-0.143i,-0.089665-0.17868i,-0.079053-0.13289i,-0.034063-0.054846i,0.017095-0.0047881i,0.034948+0.0036783i,0.011152+0.00016684i,-0.020576+0.008501i,-0.025945+0.019187i,-0.0074734+0.012509i,0.012717-0.014779i,0.01778-0.042172i,0.0089114-0.055036i
-0.2138+0.011159i,-0.25204-0.17585i,-0.063306-0.57871i,0.13584-0.87119i,0.090683-0.75611i,-0.070736-0.43958i,-0.15049-0.22538i,-0.17365-0.13172i,-0.17358-0.042409i,-0.12308+0.069335i,-0.047739+0.13896i,-0.0019093+0.13873i,-0.00045305+0.091579i,-0.014554+0.034197i,-0.030453+0.0079086i,-0.035869+0.020839i,-0.013204+0.037367i,0.024542+0.026068i,0.03843-0.0023609i,0.010056-0.020243i,-0.03504-0.014878i,-0.058776-0.0040493i,-0.063893+0.00019454i
-0.12916-0.14558i,-0.27589+0.00064113i,-0.40567+0.46199i,-0.37741+0.83374i,-0.2098+0.73777i,-0.039339+0.4551i,0.076974+0.28961i,0.14925+0.20567i,0.11857+0.13976i,-0.041485+0.083793i,-0.21992+0.056657i,-0.26835+0.062898i,-0.16078+0.035842i,-0.049734-0.044792i,-0.016732-0.11099i,0.0021236-0.13064i,0.026908-0.14053i,0.021033-0.13693i,-0.0055133-0.080857i,-0.0091853+0.0063357i,0.020585+0.057998i,0.036767+0.050948i,0.017046+0.028252i
0.30935-0.12424i,0.57234-0.41877i,0.6684-0.90109i,0.50293-1.2045i,0.2325-1.0589i,0.0040444-0.71843i,-0.1427-0.45684i,-0.20495-0.2464i,-0.13871-0.10045i,0.054213-0.077849i,0.22118-0.11151i,0.25134-0.11661i,0.16629-0.083668i,0.058325-0.026845i,0.010866+0.021198i,0.0032579+0.019089i,-0.011116-0.0010235i,-0.014521-0.0031837i,-0.019658-0.002746i,-0.040274+0.0010768i,-0.034624+0.021634i,0.010297+0.037887i,0.0456+0.017694i
-0.19224+0.34387i,-0.41239+0.78758i,-0.591+1.276i,-0.55236+1.5322i,-0.29563+1.3465i,-0.053463+0.86114i,-0.01479+0.46113i,-0.02634+0.26243i,0.029384+0.13476i,-0.0026007+0.080389i,-0.08562+0.13733i,-0.085973+0.15093i,-0.074285+0.0676i,-0.084217+0.029099i,-0.0509+0.061928i,0.023472+0.070969i,0.069923+0.037001i,0.072978+0.0024658i,0.065486-0.028511i,0.051917-0.066831i,0.0052802-0.10714i,-0.071238-0.10899i,-0.10331-0.059579i
-0.0038538-0.31523i,0.073009-0.71469i,0.28341-1.1504i,0.40846-1.3792i,0.24112-1.2033i,0.024142-0.69542i,0.019693-0.25268i,0.034905-0.04434i,-0.047823+0.073612i,-0.050995+0.08497i,0.0073341-0.010763i,0.036078-0.057541i,0.064784-0.053526i,0.086879-0.082977i,0.079526-0.13427i,0.057732-0.14707i,0.067943-0.11731i,0.097088-0.07548i,0.073731-0.027011i,0.0056137+0.032024i,-0.039392+0.088194i,-0.034147+0.10912i,-0.01581+0.091045i
0.092024+0.05081i,-0.0087513+0.31602i,-0.32179+0.70437i,-0.58032+0.97075i,-0.51103+0.88925i,-0.33956+0.54762i,-0.31434+0.3i,-0.21773+0.24567i,-0.00025941+0.1381i,0.028814-0.049774i,-0.1006-0.1207i,-0.15077-0.1189i,-0.13054-0.10965i,-0.087852-0.027666i,-0.02203+0.069915i,0.0010646+0.10395i,-0.018043+0.10719i,-0.013082+0.08666i,0.02801+0.027399i,0.055314-0.033273i,0.030429-0.069609i,-0.025374-0.060838i,-0.051991-0.016235i
-0.074709-0.031019i,0.0028143-0.15186i,0.23526-0.41726i,0.42094-0.62817i,0.27067-0.56119i,-0.06139-0.24088i,-0.19031+0.083688i,-0.027977+0.22619i,0.18813+0.17111i,0.22234+0.047128i,0.13126+0.0034245i,0.083646-0.013763i,0.038316-0.085137i,-0.040205-0.094734i,-0.046538-0.027812i,0.043505-0.0067923i,0.13718-0.055187i,0.13559-0.10686i,0.02559-0.098559i,-0.092262-0.021865i,-0.11956+0.049518i,-0.094022+0.039975i,-0.091732+0.0036887i
-0.25521+8.7317i,1.6008+8.3697i,4.7833+9.235i,6.4696+6.7085i,5.8832+2.5687i,3.2693-0.87087i,0.48596-1.4807i,-0.56694-0.51819i,-0.33225+0.33598i,0.51214+0.76275i,1.3407+0.48266i,1.7395-0.24157i,1.7054-0.80103i,1.3067-0.78753i,0.97716-0.51993i,0.71272-0.42776i,0.28704-0.37163i,-0.003149-0.12546i,0.1002+0.13033i,0.38009+0.11464i,0.55811-0.12399i,0.53003-0.31507i,0.34165-0.32091i
0.13934+0.03503i,0.27317-0.1514i,0.33755-0.40352i,0.29075-0.56381i,0.13212-0.51805i,-0.084972-0.32165i,-0.20938-0.092283i,-0.13588+0.060483i,0.0033995+0.094112i,0.066122+0.096532i,0.1037+0.1107i,0.15043+0.067712i,0.1411-0.013688i,0.097848-0.041077i,0.092184-0.040772i,0.097205-0.05093i,0.082405-0.036444i,0.071038-0.01196i,0.06469+0.0014705i,0.051898+0.022036i,0.046094+0.048764i,0.055746+0.040608i,0.048129-0.0046034i
-0.19644+0.15227i,-0.31659+0.2935i,-0.29384+0.43543i,-0.11284+0.50485i,0.084116+0.44447i,0.12105+0.27196i,0.024431+0.18152i,-0.0071343+0.22195i,0.11641+0.19965i,0.25574+0.059863i,0.27295-0.02967i,0.21496+0.0040853i,0.13729+0.077129i,0.054792+0.14299i,0.0055552+0.18258i,-0.03049+0.16567i,-0.07883+0.14187i,-0.095714+0.12452i,-0.066932+0.074531i,-0.033488+0.016498i,-0.013387-0.0097465i,0.010375+5.1735e-05i,0.043636+0.016274i
0.075082-0.21128i,0.14428-0.38778i,0.20722-0.42662i,0.20066-0.3756i,0.092216-0.35149i,-0.026324-0.28968i,-0.073932-0.21791i,-0.060659-0.18467i,-0.010644-0.1256i,0.098868-0.027566i,0.25142+0.012533i,0.31871-0.036021i,0.23321-0.074627i,0.12462-0.067723i,0.078168-0.079595i,0.023648-0.10478i,-0.066163-0.088712i,-0.1413-0.034777i,-0.15181+0.029294i,-0.097154+0.061275i,-0.047542+0.050496i,-0.035814+0.040346i,-0.021237+0.040026i
0.20681+0.16709i,0.3229+0.2679i,0.2805+0.21035i,0.12067+0.068393i,0.058286-0.0052806i,0.068123-0.12502i,0.0065343-0.28502i,-0.10961-0.30828i,-0.14749-0.15334i,-0.074135+0.043129i,-0.006773+0.14287i,-0.0097751+0.16002i,-0.019296+0.15115i,-0.0075256+0.1229i,0.00071453+0.10469i,0.028596+0.10311i,0.067809+0.091646i,0.07718+0.065444i,0.07288+0.038287i,0.081578+0.025146i,0.093426+0.013282i,0.094302-0.012079i,0.076419-0.031654i
-0.2723+0.16611i,-0.45163+0.30953i,-0.45262+0.4292i,-0.28616+0.4429i,-0.14198+0.34572i,-0.027996+0.25405i,0.065421+0.19064i,0.10147+0.11076i,0.089855+0.039484i,0.02248+0.0044408i,-0.091668+0.046762i,-0.14769+0.15198i,-0.090074+0.18374i,-0.021486+0.10268i,-0.0065244+0.014799i,0.00045022-0.02133i,0.024745-0.019016i,0.048281+0.01724i,0.05718+0.033744i,0.032747-0.0076032i,-0.013609-0.044113i,-0.040587-0.038898i,-0.035208-0.019574i
0.0057376-0.36182i,0.088352-0.67813i,0.22307-0.84375i,0.29783-0.77179i,0.23238-0.5391i,0.12254-0.25917i,0.14474-0.054686i,0.18034+0.012082i,0.071065+0.032579i,-0.0065076+0.063045i,0.044743+0.01906i,0.076681-0.056342i,0.048799-0.051621i,0.020995-0.017106i,-0.0099508-0.0048756i,-0.051204-0.0073296i,-0.081892-0.04653i,-0.080781-0.10089i,-0.048551-0.1078i,0.0029457-0.069933i,0.050931-0.02926i,0.068238-0.0057464i,0.052477-0.0014917i
0.27451+0.19668i,0.35648+0.40997i,0.14032+0.58926i,-0.1878+0.6001i,-0.24633+0.44822i,-0.065251+0.25419i,0.034019+0.093059i,-0.016581+0.015281i,-0.077857-0.0014198i,-0.10641-0.037049i,-0.12856-0.077074i,-0.13205-0.070161i,-0.076118-0.02023i,0.010147+0.026054i,0.061537+0.045969i,0.072065+0.068379i,0.05972+0.10387i,0.025152+0.11445i,-0.024632+0.082451i,-0.062692+0.043564i,-0.065082+0.018378i,-0.042788+0.0022851i,-0.021587+0.0017238i
-0.18557+0.14338i,-0.23258+0.10594i,-0.057441-0.10096i,0.21066-0.23745i,0.28092-0.18418i,0.10222-0.16047i,-0.099462-0.15705i,-0.13886-0.10863i,-0.064306-0.089668i,-0.00061346-0.063349i,0.038837+0.00039524i,0.069522+0.03609i,0.05649+0.012979i,0.0092264-0.03977i,-0.018821-0.07526i,-0.017388-0.076817i,-0.0015497-0.055126i,0.017849-0.02676i,0.02064-0.0059103i,-0.0012566+0.0041303i,-0.022205+0.010006i,-0.012778+0.012845i,0.017079+0.003002i
-0.14142-0.16497i,-0.28258-0.14825i,-0.38155+0.10966i,-0.38517+0.3116i,-0.30245+0.23269i,-0.1643+0.14041i,-0.059753+0.12957i,-0.019428+0.11159i,0.028655+0.11524i,0.094689+0.13491i,0.13223+0.13432i,0.1373+0.092865i,0.10093+0.024207i,0.042428+0.001424i,0.014881+0.023564i,0.015994+0.021705i,0.011059-0.011646i,0.001098-0.042885i,0.0042653-0.05124i,0.018762-0.03654i,0.033374-0.019166i,0.029425-0.017098i,0.0025376-0.01563i
0.30162-0.11507i,0.5528-0.32755i,0.66825-0.62121i,0.59698-0.75911i,0.41869-0.62924i,0.20554-0.44183i,0.095558-0.31736i,0.080543-0.22614i,0.026494-0.137i,-0.044569-0.042443i,-0.083349+0.0067292i,-0.1125+0.023492i,-0.11389+0.042685i,-0.091115+0.041257i,-0.076547+0.024226i,-0.059145+0.021638i,-0.030569+0.034876i,-0.011456+0.044087i,0.003325+0.03877i,0.026569+0.016021i,0.028607-0.015887i,0.0040234-0.030396i,-0.012417-0.023421i
-0.11654+0.3099i,-0.28134+0.62761i,-0.46414+0.85377i,-0.56602+0.84683i,-0.46973+0.65506i,-0.21239+0.42122i,-0.0391+0.22575i,0.0092127+0.11321i,0.06784+0.025415i,0.091521-0.086986i,0.057181-0.12014i,0.038822-0.069372i,0.039602-0.015i,0.051929+0.021882i,0.072604+0.035563i,0.070865+0.022026i,0.036349-0.0066731i,-0.0077557-0.019685i,-0.034184-0.001991i,-0.033666+0.020777i,-0.015556+0.026496i,0.00071998+0.019318i,0.0093775+0.011605i
-0.094469-0.21371i,-0.063885-0.4551i,0.16181-0.63587i,0.42066-0.63173i,0.41372-0.4616i,0.1738-0.22135i,0.018344-0.014621i,-0.015158+0.038931i,-0.088371+0.021188i,-0.13363+0.056536i,-0.10146+0.066854i,-0.073726+0.031667i,-0.05706+0.0092465i,-0.048891-0.012967i,-0.069014-0.03553i,-0.096692-0.021335i,-0.096192+0.033892i,-0.048562+0.076657i,0.008118+0.059695i,0.018732+0.018984i,-0.0021606+0.011829i,-0.012484+0.029984i,-0.015149+0.037042i
0.094119+0.016883i,0.086858+0.11055i,-0.084197+0.2553i,-0.30494+0.30925i,-0.32498+0.20848i,-0.15406+0.051327i,-0.063149-0.070419i,-0.086344-0.054497i,-0.054421+0.046602i,0.017341+0.084796i,0.053765+0.070087i,0.059133+0.054264i,0.050808+0.05213i,0.06295+0.069851i,0.10033+0.077771i,0.12588+0.051651i,0.11945+0.0046424i,0.081019-0.031703i,0.033163-0.035436i,0.014774-0.020407i,0.028566-0.015309i,0.045449-0.021788i,0.049726-0.024053i
0.018593+0.040256i,0.050145+0.036342i,0.14079-0.026336i,0.25939-0.060682i,0.25391-0.017495i,0.079913+0.03672i,-0.051344+0.075403i,-0.043056+0.046522i,-0.0078236-0.036175i,0.0037918-0.058146i,0.023241-0.010296i,0.05596+0.031589i,0.067428+0.014991i,0.025953-0.040675i,-0.038769-0.06732i,-0.071834-0.050989i,-0.070207-0.031191i,-0.061107-0.022763i,-0.048393-0.012461i,-0.0253+0.0016653i,-0.0064725+0.0078892i,-0.0005691+0.0026488i,0.0019789-0.00080072i
-0.016125-0.01163i,-0.040651-0.062617i,-0.10393-0.13496i,-0.21734-0.15617i,-0.23179-0.11734i,-0.06852-0.075661i,0.10408-0.077198i,0.16105-0.082563i,0.14394-0.061686i,0.11413-0.053344i,0.080244-0.0833i,0.024929-0.11048i,-0.028353-0.076592i,-0.037101-0.0095175i,-0.015367+0.028252i,-0.0022153+0.036549i,-0.0025596+0.045415i,0.0026678+0.053982i,0.014542+0.03622i,0.0061998-0.00805i,-0.02313-0.035425i,-0.040513-0.027934i,-0.039759-0.015864i
-0.023835+0.053039i,0.0043428+0.18618i,0.12891+0.31033i,0.28551+0.26566i,0.32245+0.12797i,0.23602+0.052921i,0.12404+0.024358i,0.017165+0.0051859i,-0.050341+0.016788i,-0.060136+0.033948i,-0.058544+0.038551i,-0.054893+0.045546i,-0.033796+0.037312i,-0.008158+0.012404i,0.010672-0.0094482i,0.020766-0.027439i,0.022758-0.040299i,0.016704-0.041518i,0.0083282-0.017495i,0.018046+0.025144i,0.039748+0.05156i,0.046555+0.053924i,0.04466+0.047091i
-0.0042401-0.16326i,-0.091372-0.36254i,-0.2528-0.45705i,-0.35154-0.29445i,-0.3284-0.086563i,-0.28777-0.025747i,-0.26209+0.00079608i,-0.18784+0.052732i,-0.10712+0.055316i,-0.078635+0.035809i,-0.056497+0.039176i,-0.022848+0.039493i,0.00055914+0.034506i,0.0075693+0.031608i,-0.0040408+0.028185i,-0.025378+0.029678i,-0.038536+0.033755i,-0.035999+0.023645i,-0.034494-0.010991i,-0.050566-0.045252i,-0.066716-0.053667i,-0.056551-0.050372i,-0.035944-0.050363i
0.11155+0.15051i,0.25185+0.3104i,0.34373+0.34726i,0.29497+0.17852i,0.20883+0.0043013i,0.19378-0.024372i,0.21027-0.011958i,0.17733-0.021486i,0.12529-0.00060105i,0.10773+0.028865i,0.090414+0.03133i,0.051563+0.02995i,0.017813+0.027591i,0.0086578+0.01256i,0.018948-0.0015063i,0.031067-0.0026211i,0.029447+0.0065058i,0.020413+0.019502i,0.026641+0.031449i,0.049516+0.032444i,0.06755+0.018567i,0.060274+0.0017156i,0.030361-0.0028065i
-0.14034-0.037035i,-0.24535-0.10331i,-0.22979-0.1653i,-0.10255-0.1303i,-0.045543-0.046942i,-0.10373-0.028086i,-0.15899-0.037029i,-0.13146-0.036129i,-0.077738-0.057354i,-0.062974-0.063475i,-0.046913-0.025325i,-0.0058656+0.0043446i,0.0092288+0.00344i,-0.025652+0.012657i,-0.060657+0.042412i,-0.053332+0.053141i,-0.026137+0.03123i,-0.014643+0.0099215i,-0.021857+0.013252i,-0.0246+0.031376i,-0.019263+0.041663i,-0.01739+0.041143i,-0.010747+0.039546i
0.019524-0.063143i,-0.019545-0.021068i,-0.11719+0.1203i,-0.20719+0.19884i,-0.18873+0.1441i,-0.072525+0.076339i,0.0085945+0.039846i,0.0092874+0.021703i,0.013384+0.010534i,0.038579-0.02745i,0.035659-0.073514i,0.013666-0.083609i,0.017463-0.058322i,0.063421-0.042273i,0.10319-0.064515i,0.086245-0.08188i,0.041064-0.057244i,0.017888-0.019791i,0.023085-0.010792i,0.024229-0.031324i,0.011139-0.047197i,0.0062426-0.041423i,0.010186-0.032135i
0.12973+0.025926i,0.29127-0.060464i,0.43453-0.21628i,0.49464-0.27964i,0.42386-0.20876i,0.24154-0.11177i,0.11016-0.0505i,0.058837-0.034357i,-0.0058277+0.0050435i,-0.030687+0.094384i,-0.00040543+0.12642i,7.9238e-05+0.09642i,-0.026854+0.07247i,-0.060302+0.06189i,-0.087884+0.070951i,-0.079347+0.073918i,-0.047251+0.047788i,-0.021014+0.010273i,-0.01506-0.018076i,-0.016366-0.015436i,-0.0068509+0.003483i,0.0035703+0.01156i,0.0070337+0.012136i
-0.16923+0.10159i,-0.33576+0.24297i,-0.49169+0.31352i,-0.59887+0.24801i,-0.53424+0.15488i,-0.2803+0.076391i,-0.090879-0.012086i,-0.051055-0.038858i,-0.031016-0.02547i,-0.029877-0.04188i,-0.039339-0.031875i,-0.0042445-0.0021471i,0.035767-0.0027436i,0.059458-0.024369i,0.0713-0.050097i,0.060325-0.059557i,0.032253-0.050196i,-0.00054881-0.029975i,-0.019193-0.0012942i,-0.02357+0.013016i,-0.029523+0.010407i,-0.034568+0.0074015i,-0.031155+0.0033785i
0.077981-0.16129i,0.17092-0.27657i,0.3558-0.22587i,0.57077-0.060247i,0.56254+0.023552i,0.30834+0.06608i,0.12779+0.14261i,0.1113+0.13175i,0.10258+0.037745i,0.078949-0.008342i,0.060202-0.012647i,0.021223-0.013391i,-0.02165-0.0061713i,-0.053328+0.0082847i,-0.070334+0.027373i,-0.066052+0.047322i,-0.042723+0.062891i,-0.0094127+0.060782i,0.02324+0.035816i,0.052703+0.0061694i,0.070407-0.011515i,0.069048-0.014762i,0.053325-0.0091296i
0.06996+0.12396i,0.069781+0.11233i,-0.13776-0.055648i,-0.46413-0.21954i,-0.54298-0.20936i,-0.34265-0.15065i,-0.1802-0.13996i,-0.12523-0.079633i,-0.068746+0.0098079i,-0.021579+0.035901i,-0.012512+0.014668i,-0.017049-0.0034233i,-0.0092658+0.0020593i,0.016702+0.018674i,0.037312+0.024113i,0.033995+0.013129i,0.016491-0.0027053i,-0.0087368-0.0081245i,-0.04064+0.0022377i,-0.069293+0.021762i,-0.077195+0.035465i,-0.063743+0.034995i,-0.03893+0.025529i
