-0.00040081+0.00099509i,0.0014222-0.00063336i,0.00039007-0.00077571i,-0.0010725-0.00023971i,-0.0021919+0.00093139i,-0.0016695+0.00099338i,-0.00072783+0.00094735i,0.000105+0.0011265i,0.0011401+0.00051993i,0.0010212+0.00044635i,0.00024509-7.5689e-05i,0.00014599-0.00047947i,0.00075455+0.00021886i,0.00021717+0.0010643i,-0.00023442+0.0015046i,-0.00028845+0.00065126i,0.00075508-0.00065406i,0.0010681-0.0009367i,0.00015957-0.0011125i,0.00018509-0.00077593i,0.00061792-0.00021128i,0.0010093+0.00016159i,0.00047949+0.00021814i
-0.12325+0.085422i,-0.25839+0.12204i,-0.38403+0.13566i,-0.40695+0.17066i,-0.27801+0.20665i,-0.11027+0.15979i,-0.041266+0.050464i,-0.035204-0.0095106i,-0.011107-0.0021161i,0.016498+0.0011093i,0.018894-0.008942i,0.015131-0.008747i,0.019235-0.0019389i,0.022359+0.0041056i,0.015259+0.0053158i,0.002397+0.0012084i,-0.0052008-0.0045226i,-0.0068845-0.0072046i,-0.014754-0.00076432i,-0.028881+0.013362i,-0.033979+0.019637i,-0.029127+0.012819i,-0.02617+0.0067615i
0.016871-0.11698i,0.10119-0.16234i,0.25344-0.1528i,0.37186-0.14974i,0.33899-0.18452i,0.18011-0.17645i,0.041887-0.090292i,-0.0096352-0.017528i,-0.021617-0.0022734i,-0.025221-0.00081061i,-0.020721+0.0062783i,-0.01437+0.014039i,-0.010319+0.020502i,-0.010419+0.021026i,-0.012019+0.018614i,-0.011225+0.016925i,-0.011026+0.014923i,-0.011143+0.014345i,0.0001927+0.013103i,0.02104+0.0045203i,0.031468-0.0073388i,0.026319-0.010816i,0.019226-0.0071128i
0.079065+0.056216i,0.069794+0.081479i,-0.055137+0.054273i,-0.23729+0.021287i,-0.31465+0.05009i,-0.21471+0.071247i,-0.058133+0.024642i,0.015604-0.012668i,0.023434+5.2131e-05i,0.02666+0.015783i,0.025562+0.0069726i,0.01138-0.011094i,-0.0056646-0.023601i,-0.013645-0.025388i,-0.0098787-0.020171i,0.00073075-0.013303i,0.013661-0.0080227i,0.019646-0.0097689i,0.0085481-0.014201i,-0.013132-0.013589i,-0.026929-0.0064618i,-0.026593+0.00063705i,-0.022414+0.0039742i
-0.072983+0.042258i,-0.093323+0.064428i,-0.018345+0.11213i,0.13915+0.1589i,0.24917+0.12897i,0.20704+0.052713i,0.074409+0.0094557i,0.0001794-5.321e-05i,0.0017195-0.015921i,0.002832-0.033807i,-0.0065816-0.027766i,-0.0017164-0.0083952i,0.011474+0.0067484i,0.019155+0.012262i,0.015564+0.011803i,0.0035779+0.011832i,-0.0091637+0.011905i,-0.014444+0.012748i,-0.0049325+0.01598i,0.014964+0.015487i,0.026077+0.0099786i,0.022122+0.0084499i,0.017826+0.0098943i
0.013098-0.091362i,0.043085-0.17188i,0.041252-0.26405i,-0.040117-0.32776i,-0.14391-0.28375i,-0.14738-0.13905i,-0.058847-0.010931i,-0.0022108+0.036181i,-0.0013077+0.040252i,-0.0028774+0.039731i,0.0067781+0.036489i,0.010872+0.026185i,0.0037187+0.013327i,-0.0042119+0.0048663i,-0.0039376-0.00081611i,0.0027721-0.0082271i,0.009199-0.0098198i,0.010899-0.0052795i,0.002384-0.0091249i,-0.016078-0.019911i,-0.02354-0.024845i,-0.011825-0.026331i,-0.0030024-0.029077i
0.042762+0.057639i,0.0084132+0.14558i,-0.056776+0.27635i,-0.062095+0.38959i,0.0067726+0.371i,0.049489+0.2128i,0.025996+0.054961i,-8.9977e-05-0.01447i,0.00063479-0.023351i,0.005293-0.022888i,-0.0039665-0.028848i,-0.016069-0.029245i,-0.014301-0.022125i,-0.0062672-0.015459i,-0.0033739-0.011143i,-0.007061-0.0083743i,-0.01243-0.0082159i,-0.011779-0.0084605i,-0.0018508+0.0016126i,0.013735+0.021032i,0.021404+0.031082i,0.013527+0.025988i,0.0042232+0.019116i
-0.050368+0.0089501i,-0.02801-0.056422i,0.055299-0.19995i,0.11777-0.34027i,0.097019-0.34223i,0.032931-0.21085i,-0.017443-0.074198i,-0.035745-0.0068999i,-0.033961+0.0080142i,-0.025809+0.012048i,-0.010628+0.016883i,0.0081449+0.016497i,0.019603+0.011301i,0.019643+0.0068754i,0.014424+0.0046196i,0.010479+0.0046686i,0.0084414+0.0090795i,0.0081447+0.01223i,0.0054739+0.0035578i,-0.0014002-0.0127i,-0.0071873-0.02081i,-0.0048845-0.016175i,-0.00040854-0.0095595i
-0.0075856-0.024317i,-0.03167+0.026159i,-0.10482+0.1519i,-0.18391+0.25426i,-0.19163+0.23189i,-0.11356+0.12457i,-0.0025579+0.03552i,0.055983+0.0025407i,0.051541+0.0062293i,0.039281+0.014213i,0.030198+0.0067896i,0.010758-0.0015361i,-0.0081887+0.00070327i,-0.016913+0.0030618i,-0.019109+0.0015702i,-0.016701-0.0026772i,-0.01104-0.01067i,-0.0081443-0.017751i,-0.0067785-0.013698i,-0.0022541+0.0011617i,0.0029418+0.011586i,0.0008687+0.011108i,-0.001963+0.011428i
0.052589+0.014264i,0.10428-0.0042398i,0.18443-0.055645i,0.26738-0.099549i,0.26884-0.097016i,0.15791-0.063533i,0.020862-0.03526i,-0.041792-0.01812i,-0.037242-0.011555i,-0.028073-0.010832i,-0.025242-0.00062693i,-0.013305+0.0080249i,-0.0006811+0.0035009i,0.0024394-0.0033751i,0.0019696-0.0044825i,0.0029154+0.0019994i,0.002891+0.010567i,0.0024562+0.014326i,0.0053339+0.009034i,0.0074194-0.0063783i,0.0062862-0.017236i,0.0074974-0.013817i,0.0096082-0.0091629i
-0.045568+0.021479i,-0.087093+0.021603i,-0.15442-0.0058385i,-0.24181-0.039479i,-0.25596-0.043471i,-0.14917-0.016517i,-0.032455+0.014389i,0.010981+0.030983i,0.015065+0.029656i,0.014992+0.020039i,0.018667+0.013382i,0.024278+0.0073614i,0.023151+0.0024528i,0.01662+0.0024827i,0.010863+0.0043672i,0.0073678+0.0026051i,0.0068114-0.0019492i,0.0057551-0.0017872i,-0.0028543+0.0060634i,-0.015623+0.017583i,-0.0214+0.021066i,-0.018176+0.010466i,-0.014151-0.00094587i
0.004809-0.050009i,0.029908-0.040925i,0.098392+0.030641i,0.18631+0.11194i,0.19524+0.12392i,0.11278+0.05938i,0.036218-0.019143i,0.0020629-0.05527i,-0.0086696-0.044998i,-0.0086043-0.028696i,-0.018916-0.023738i,-0.033153-0.011542i,-0.031713+0.0028276i,-0.020161+0.0063855i,-0.01173+0.0034332i,-0.010703+0.0021427i,-0.014928+0.0043513i,-0.014511+0.0036856i,-0.0016537-0.0047217i,0.01667-0.017629i,0.023924-0.023666i,0.015595-0.015355i,0.0053783-0.0043274i
0.028637+0.017819i,0.016724-0.020235i,-0.057298-0.11576i,-0.13986-0.18047i,-0.1242-0.13698i,-0.052111-0.041217i,-0.028326+0.025971i,-0.032142+0.046556i,-0.021942+0.034451i,-0.0094154+0.019758i,0.0039682+0.010838i,0.015124-0.0026909i,0.015696-0.013211i,0.013151-0.015464i,0.012793-0.016215i,0.013159-0.017909i,0.015086-0.016641i,0.016202-0.0098946i,0.009225+0.00079441i,-0.0034561+0.014686i,-0.0069573+0.023021i,0.0028142+0.018358i,0.009368+0.0106i
-0.044147+0.031411i,-0.052827+0.10023i,-0.014908+0.19667i,0.028006+0.23456i,0.012459+0.15879i,-0.0098912+0.052054i,0.030346-0.0003447i,0.06726-0.012532i,0.051937-0.010227i,0.029543-0.0032905i,0.01981-0.005332i,0.0087479-0.0058792i,0.0023871+0.0012041i,0.0015589+0.0060092i,-0.00088503+0.0091652i,-0.0056039+0.01002i,-0.012331+0.0071524i,-0.016835+0.0033575i,-0.012365-0.0015994i,-0.00069013-0.008524i,0.0058007-0.012897i,0.0011708-0.011311i,-0.0006183-0.007521i
0.016672-0.06726i,0.013252-0.13453i,0.0091221-0.19785i,0.025306-0.21126i,0.04019-0.145i,0.0065439-0.046313i,-0.052628+0.0093183i,-0.068444+0.02311i,-0.044312+0.022302i,-0.02739+0.017204i,-0.020334+0.020267i,-0.0093577+0.024418i,-0.0030145+0.019259i,-0.0036561+0.010354i,-0.004652+0.002025i,-0.0022217-0.0018052i,0.0033727-0.00118i,0.0073547-0.0022932i,0.0051112-0.0065308i,-0.0040136-0.0096121i,-0.010788-0.0085837i,-0.0084913-0.0075117i,-0.0061712-0.006732i
0.03994+0.062546i,0.062488+0.12385i,0.044328+0.17831i,-0.01749+0.18173i,-0.050348+0.10727i,-0.015163+0.017045i,0.020932-0.0087456i,0.023705+0.0043407i,0.017763+0.0058951i,0.014915+0.002115i,0.016131-0.00089045i,0.015461-0.010852i,0.01017-0.01951i,0.004384-0.016525i,0.0013618-0.006979i,0.00025313-0.0019219i,-0.00044807-0.0030147i,0.00043642-0.00048783i,0.0053882+0.0087751i,0.014943+0.015773i,0.020243+0.01467i,0.013949+0.0078613i,0.0051356+0.0022067i
-0.059875-0.0087134i,-0.072332-0.035565i,-0.015529-0.087448i,0.062308-0.13453i,0.061471-0.11601i,0.009421-0.073715i,-0.011823-0.079491i,-0.016971-0.086565i,-0.018567-0.052249i,-0.010421-0.022791i,-0.013557-0.010758i,-0.017254+0.0056325i,-0.0087772+0.015249i,-0.0013094+0.01317i,0.0022562+0.0092597i,0.0035711+0.010141i,0.0022193+0.013992i,-0.0017549+0.011834i,-0.0099521+0.0012709i,-0.021576-0.011338i,-0.029871-0.013947i,-0.026302-0.0020729i,-0.01515+0.0077502i
0.04199-0.053495i,0.03761-0.081163i,-0.026582-0.057758i,-0.085803+0.024311i,-0.043997+0.08433i,0.032143+0.086788i,0.036232+0.073142i,0.011809+0.056241i,0.0090112+0.030281i,0.010619+0.013039i,0.01165+0.0053712i,0.010664-0.0045363i,0.0055475-0.0084453i,0.0032921-0.0068336i,0.00087967-0.0085346i,-0.0042095-0.013971i,-0.0064514-0.019032i,-0.002802-0.017497i,0.0072851-0.0060735i,0.022128+0.0082329i,0.033296+0.010362i,0.03352-0.00059498i,0.027573-0.0073832i
0.017172+0.063867i,0.048025+0.10135i,0.093405+0.089429i,0.099428+0.022598i,0.032665-0.040797i,-0.018399-0.056307i,0.011305-0.040992i,0.039657-0.025766i,0.025087-0.013088i,0.011032-0.0056529i,0.0069116-0.0063634i,0.0019279-0.005935i,-0.00014289-0.0027646i,0.00061204+7.6143e-06i,0.0038674+0.0028356i,0.0072955+0.0066499i,0.0066424+0.010884i,0.003881+0.014076i,0.00039586+0.010845i,-0.0056039+0.0013492i,-0.012657-0.0038977i,-0.015041-0.0012474i,-0.013122-0.0021802i
-0.071572-0.0306i,-0.13967-0.057811i,-0.19061-0.063202i,-0.17269-0.028333i,-0.099736+0.034787i,-0.057917+0.083005i,-0.067081+0.086519i,-0.059248+0.067749i,-0.028649+0.046746i,-0.014229+0.030268i,-0.010343+0.026096i,0.0009468+0.024176i,0.010012+0.016535i,0.0095878+0.0079819i,0.0037058+0.0015042i,-0.0014049-0.0018922i,-0.0030201-0.0048958i,-0.0044949-0.0086005i,-0.0063891-0.0076554i,-0.006369+0.000487i,-0.0036637+0.008157i,-0.0012119+0.0085847i,-0.0031664+0.0087936i
0.063555-0.012963i,0.12947+0.0014738i,0.17955+0.04595i,0.18078+0.067207i,0.12964+0.012025i,0.066456-0.052277i,0.028365-0.039337i,0.013516-0.0026961i,0.0047779+0.00078731i,0.00076429-0.0059075i,0.0010984-0.010371i,-0.0047847-0.013773i,-0.011723-0.010938i,-0.01182-0.0047679i,-0.0089188+0.00052305i,-0.0081249+0.0031295i,-0.0088492+0.0032684i,-0.0041558+0.0026054i,0.0058743-0.0020602i,0.012014-0.01349i,0.011445-0.023499i,0.0049806-0.02206i,-0.0014866-0.013967i
-0.018874+0.051089i,-0.048573+0.068972i,-0.084502+0.019038i,-0.12191-0.063224i,-0.13718-0.075552i,-0.11084-0.050592i,-0.066132-0.069856i,-0.040896-0.078301i,-0.025107-0.042512i,-0.0092646-0.014202i,-0.004515-0.0050298i,-0.0012081+0.0018902i,0.0039723+0.0025862i,0.0043324-0.0022714i,0.0047755-0.0053269i,0.0078931-0.0046884i,0.010709-0.0011231i,0.0069951+0.0024865i,-0.0046058+0.007452i,-0.014714+0.017568i,-0.01554+0.027308i,-0.0064127+0.02769i,0.0035202+0.020484i
-0.01835-0.045768i,-0.017085-0.065258i,0.020273-0.02247i,0.094824+0.061897i,0.16251+0.090256i,0.16519+0.061533i,0.10612+0.038651i,0.050917+0.02064i,0.026077+0.0033589i,0.017149+0.0012389i,0.013553+0.0031056i,0.0091202-2.1813e-05i,0.0037138-0.0012259i,0.00035679-0.00040214i,-0.0029379+0.0011187i,-0.008333+0.00097674i,-0.01258-0.0015494i,-0.011962-0.004083i,-0.0032804-0.0077366i,0.0083041-0.015404i,0.012758-0.025438i,0.0096359-0.029647i,0.0073191-0.026572i
0.056217+0.0015077i,0.092678-0.011306i,0.081343-0.061243i,-0.0013086-0.12418i,-0.092481-0.13722i,-0.091847-0.098551i,-0.016133-0.060114i,0.023344-0.032522i,0.012615-0.0093988i,0.0023868-0.0011783i,0.00077807-0.0038458i,-0.00016548-0.0028086i,0.00012186+0.00070148i,0.0010188+0.0020007i,0.004127+0.0010063i,0.0093928-0.0017879i,0.013505-0.0033874i,0.013064-0.0017236i,0.0081058+0.0025368i,0.00030897+0.0092119i,-0.0059658+0.015696i,-0.0068713+0.017106i,-0.0082873+0.010843i
-0.046826+0.030166i,-0.099907+0.058388i,-0.13161+0.092565i,-0.099527+0.13456i,-0.030558+0.16488i,-0.0031202+0.15692i,-0.026649+0.11711i,-0.031171+0.075627i,-0.0096172+0.043141i,-0.00060003+0.024031i,-0.00012107+0.020621i,0.0055027+0.0153i,0.010072+0.0037545i,0.0097383-0.0034954i,0.0051722-0.0045394i,-0.00093764-0.0027515i,-0.0057219-0.00042434i,-0.0081483+0.0020686i,-0.0048058+0.0034471i,0.0048795+0.0010813i,0.013892-0.0027694i,0.013603-0.0042715i,0.0075262-0.00020754i
0.011121-0.047587i,0.035942-0.089274i,0.082522-0.11854i,0.11146-0.13375i,0.082873-0.14379i,0.027624-0.11847i,0.00030567-0.045278i,-0.0023235+0.0087944i,-0.0054406+0.013027i,-0.0096016+0.001889i,-0.011906-0.0035492i,-0.014206+9.7333e-05i,-0.010913+0.0087459i,-0.0042164+0.012002i,-0.0017106+0.0088669i,-0.0024764+0.0057377i,-0.0027133+0.005097i,-0.0012431+0.0024477i,-0.0016736-0.0045799i,-0.0091481-0.010449i,-0.017411-0.010789i,-0.015777-0.0075546i,-0.0095845-0.0024711i
0.024152+0.038732i,0.016947+0.080149i,-0.048384+0.11062i,-0.142+0.11663i,-0.17656+0.10538i,-0.13926+0.056109i,-0.090437-0.015109i,-0.055836-0.038831i,-0.026381-0.019612i,-0.0075643-0.0083084i,-0.0020829-0.010089i,-0.00051791-0.011517i,-0.00099743-0.012064i,-0.0024535-0.011779i,-0.0026661-0.010367i,-0.0010578-0.0080491i,0.0016891-0.00628i,0.0034401-0.00319i,0.00495+0.0033329i,0.010214+0.0092378i,0.01731+0.011193i,0.019152+0.0091758i,0.015116+0.0059671i
-0.03589+0.0057069i,-0.036464+0.0052505i,0.033024+0.00027167i,0.15775-0.014681i,0.23063-0.035466i,0.19634-0.032599i,0.11313-0.011019i,0.050152-0.0093493i,0.019905-0.015151i,0.013256-0.0072103i,0.014865+0.0016033i,0.011315+0.0043852i,0.006664+0.0040305i,0.0031662+0.0026119i,6.961e-05+0.0039665i,-0.0034568+0.0066938i,-0.0056762+0.0080166i,-0.0053582+0.0056963i,-0.0053843-0.00087701i,-0.0088225-0.0075756i,-0.014679-0.012372i,-0.016459-0.014329i,-0.010854-0.013752i
0.019125-0.033657i,0.029398-0.058484i,-0.0052801-0.072955i,-0.097777-0.070539i,-0.16636-0.058708i,-0.12515-0.050785i,-0.028225-0.048899i,0.017077-0.033748i,0.012204-0.0078945i,0.0033277+0.0035467i,-0.001239+0.0002917i,-0.0020293-0.0020321i,-0.00083362-0.00077714i,-0.0013088+0.0014501i,-2.1659e-05+0.0015068i,0.0037559-0.002671i,0.0047238-0.0065768i,0.0035911-0.0056545i,0.0046883-0.0010501i,0.0078885+0.0064036i,0.011143+0.012567i,0.011834+0.012579i,0.0080991+0.0083315i
0.010914+0.035328i,0.020271+0.069645i,0.043817+0.10219i,0.08758+0.12254i,0.11801+0.12949i,0.089277+0.11618i,0.025828+0.084231i,-0.0069657+0.050485i,-0.0044702+0.02632i,0.002305+0.015849i,0.0047782+0.012662i,0.004008+0.0052799i,-0.00096318-0.0026326i,-0.004484-0.005289i,-0.0030362-0.0033736i,-0.0010959-0.00024425i,-0.0011231+0.0032385i,-0.0019496+0.0059381i,-0.0019733+0.0038042i,-0.0012065-0.0043356i,-0.0012039-0.01211i,-0.0032801-0.011303i,-0.0044963-0.0038051i
-0.029562-0.020708i,-0.047657-0.060679i,-0.05355-0.12371i,-0.051476-0.17693i,-0.051867-0.17899i,-0.041673-0.12253i,-0.018079-0.043971i,-0.0040394+0.0033115i,-0.0049688+0.011897i,-0.0069905+0.0083112i,-0.0063838+0.006966i,-0.0037273+0.0095533i,0.0022739+0.010885i,0.007411+0.0084493i,0.0070384+0.0044027i,0.0028085+0.00089416i,-0.00098224-0.00020283i,-0.0024718-0.00083963i,-0.002307-0.000487i,-0.0016561+0.0041456i,-0.0020811+0.0090284i,-0.0021977+0.0067439i,-0.00045069+0.0012407i
0.014499-0.0066885i,0.024681+0.016635i,0.002526+0.082851i,-0.044946+0.1639i,-0.077204+0.18497i,-0.084743+0.11586i,-0.076496+0.028389i,-0.050332-0.0059313i,-0.021291-0.0056589i,-0.0099962-0.0052771i,-0.011159-0.0076684i,-0.010559-0.0099005i,-0.0076574-0.00994i,-0.005289-0.0095289i,-0.0040468-0.010027i,-0.0047036-0.0091566i,-0.0041292-0.0075299i,-0.0012008-0.0054923i,0.0028426-0.0037411i,0.0053294-0.005688i,0.0063529-0.0081408i,0.0075496-0.0056857i,0.0058205-0.0010228i
-0.007935+0.019668i,-0.011372+0.022329i,0.013057-0.01677i,0.073574-0.091895i,0.126-0.13299i,0.12222-0.094867i,0.077633-0.033235i,0.034755-0.010406i,0.011597-0.011809i,0.0081905-0.0096975i,0.013288-0.0043149i,0.015849-0.00033782i,0.01325+0.00071265i,0.0080046-0.00060496i,0.0023356-0.0015809i,-0.00087784+7.447e-05i,-0.0015605+0.0032114i,-0.0021243+0.0042723i,-0.0041137+0.0035746i,-0.0066213+0.0042573i,-0.00936+0.0057896i,-0.010595+0.0056771i,-0.0073173+0.0025028i
-0.0088826-0.014492i,-0.022588-0.015796i,-0.050912+0.010298i,-0.10161+0.053847i,-0.13896+0.064418i,-0.10513+0.024646i,-0.028558-0.017992i,0.01362-0.024246i,0.015689-0.0095036i,0.0070687-0.00012039i,-0.00073991+0.0010012i,-0.0035025+3.3989e-05i,-0.0019579-0.00086407i,-0.0012815+0.00045252i,-0.00065327+0.00214i,0.00050865+0.0016974i,-4.2827e-06+0.00017742i,-9.0469e-05-0.0019962i,0.0021435-0.0047804i,0.0063656-0.0057219i,0.011308-0.0063269i,0.012321-0.0087864i,0.0080089-0.0093225i
0.023045+0.0017802i,0.052938+0.0074465i,0.09767+0.013059i,0.14452+0.015046i,0.15842+0.025803i,0.11454+0.044018i,0.046691+0.047776i,0.005756+0.034623i,-0.0032907+0.020697i,0.00035399+0.01298i,0.0042598+0.00761i,0.0031267+0.0025598i,-0.0010013-0.0005134i,-0.0040802-0.00082112i,-0.0042432+0.00062192i,-0.0017132+0.0020499i,0.00086967+0.0029961i,0.0028861+0.0046941i,0.0015861+0.0065748i,-0.0035776+0.0074224i,-0.0076487+0.0061444i,-0.0069027+0.0051005i,-0.0021942+0.0057869i
-0.016734+0.0083365i,-0.039998+0.0003452i,-0.07321-0.032143i,-0.10568-0.077024i,-0.10876-0.099091i,-0.070901-0.080259i,-0.027011-0.039479i,-0.010242-0.0078664i,-0.0090845+0.0063995i,-0.0044394+0.0090264i,0.0012998+0.0075001i,0.0028777+0.0073274i,0.0029763+0.0077339i,0.0049837+0.0072029i,0.0070911+0.0048356i,0.0063744+0.0017742i,0.0026955+8.8964e-05i,-0.0010409+0.00023942i,-0.0015543+0.00026958i,0.0028234-0.0015844i,0.0059686-0.0031513i,0.0027624-0.0032445i,-0.0016595-0.003391i
0.0050988-0.017393i,0.018419-0.019586i,0.040263+0.012546i,0.05231+0.078813i,0.030617+0.12196i,-0.019265+0.094879i,-0.051629+0.03457i,-0.043164+0.0009327i,-0.020329-0.0031655i,-0.0096589+0.00035061i,-0.010081+0.0020846i,-0.011099+0.0024602i,-0.0080671+0.003472i,-0.0026778+0.0041163i,0.002072+0.0021616i,0.002505-0.00043489i,0.00061481-0.0022334i,0.00016746-0.0033782i,0.00069289-0.0036427i,-0.00014353-0.0024574i,-0.0015292-0.0021101i,-0.00043365-0.0010177i,0.00072634+0.0022819i
0.0093142+0.0062951i,0.0024527-0.0008308i,-0.014618-0.03706i,-0.020769-0.1021i,0.0050325-0.14019i,0.034919-0.10548i,0.036516-0.044422i,0.020836-0.014153i,0.007787-0.0089875i,0.0032144-0.0086384i,0.0048194-0.0075295i,0.0076201-0.0052973i,0.0076724-0.0043038i,0.0047417-0.0054228i,-0.00015584-0.0066831i,-0.0050814-0.0063339i,-0.0061538-0.0036162i,-0.0035048+0.00010521i,-0.0009208+0.0030675i,0.00080989+0.0039932i,0.0017761+0.0049598i,0.0017411+0.0053039i,0.0014123+0.0025712i
-0.0073667+0.010983i,-0.015788+0.024632i,-0.023978+0.055133i,-0.038631+0.094447i,-0.060708+0.10198i,-0.055946+0.054488i,-0.019395+0.0018298i,0.008597-0.014598i,0.013048-0.010413i,0.0059264-0.0040805i,4.108e-05+0.00072678i,-0.00058966+0.0019511i,0.00013221-0.00071912i,-0.00015075-0.0036659i,-0.00051012-0.003573i,-0.00023089-0.0021234i,-0.0011136-0.0010754i,-0.0036439-0.0016284i,-0.00515-0.004832i,-0.0056163-0.0079526i,-0.0066061-0.009827i,-0.0060471-0.0092199i,-0.0044095-0.0064101i
0.0015966-0.0067508i,0.011906-0.01514i,0.037808-0.026881i,0.074477-0.041139i,0.098107-0.034977i,0.085844-0.0018083i,0.048571+0.0254i,0.018643+0.027701i,0.0068469+0.017161i,0.004229+0.0081763i,0.0033637+0.0027975i,0.0024124-0.0015684i,0.0010342-0.0057229i,-0.0021452-0.0075083i,-0.0056821-0.0031973i,-0.0048508+0.0019271i,-0.0010686+0.0032059i,0.0026936+0.0023923i,0.0062735+0.0024149i,0.0091952+0.0047492i,0.010428+0.0066032i,0.0095679+0.0048333i,0.008311+0.0010203i
0.0061051+0.0050857i,-0.00059155+0.015104i,-0.026454+0.021926i,-0.067307+0.014701i,-0.086321-0.0078306i,-0.059171-0.026386i,-0.020529-0.022i,-0.0060299-0.0057604i,-0.0048711+0.0047316i,-0.0025866+0.0065815i,-0.00063195+0.0041484i,-0.00042217+0.0028325i,-0.0017818+0.0042904i,-0.0032159+0.0066158i,-0.003337+0.0062445i,-0.0012696+0.0038364i,0.00010034+0.0032029i,3.6013e-05+0.0040928i,-0.00081137+0.0046939i,-0.0032478+0.0022164i,-0.0045162-0.0024557i,-0.0039179-0.0045952i,-0.0037079-0.0030946i
-0.00080991+0.00048456i,0.011085-0.0082431i,0.042756-0.0082648i,0.078108+0.014253i,0.07488+0.045387i,0.024755+0.049065i,-0.021581+0.025036i,-0.031071+0.0053013i,-0.019134+0.0017232i,-0.0080691+0.0032153i,-0.0051268+0.0028876i,-0.005381+0.0021374i,-0.0029716+0.0032909i,0.0029411+0.0059944i,0.0086801+0.0055295i,0.0096155+0.002934i,0.0055358+0.00042578i,0.0010184-0.0014672i,-0.00076658-0.0013261i,0.0013726-0.00055754i,0.0037114-0.00030958i,0.0038028-3.274e-05i,0.0034623+0.001323i
0.002515-0.0020069i,-0.0037854-0.0077985i,-0.022159-0.023598i,-0.045618-0.055043i,-0.046051-0.08506i,-0.018938-0.078323i,0.00093242-0.045593i,0.0017377-0.019806i,0.00042245-0.0070917i,0.0028105-0.0043218i,0.004584-0.0049712i,0.0046839-0.0033373i,0.004221+0.00014782i,0.0032997+0.00083328i,0.0011032-0.0013585i,-0.0021361-0.001905i,-0.0025677-0.00063979i,0.00052844+4.8193e-05i,0.0028021-0.00067068i,0.0025175-0.0019252i,0.0023003-0.0022977i,0.0019563-0.0019413i,0.00093102-0.00211i
-0.0023595+0.0025984i,-0.00081253+0.0062913i,0.0036381+0.020706i,0.0077673+0.048794i,-0.0041163+0.068011i,-0.019441+0.047585i,-0.015519+0.010442i,-0.0025494-0.0060528i,0.0041448-0.0050656i,0.0045253-0.00051435i,0.0030041+0.0019963i,0.0030454+0.0026811i,0.0052081+0.0023126i,0.0070616-0.00023453i,0.0060681-0.0044041i,0.0021436-0.0074495i,-0.0016448-0.0071574i,-0.0042979-0.0035492i,-0.0061028+0.00044765i,-0.0071473+0.0027171i,-0.0079075+0.0033198i,-0.0067575+0.0029792i,-0.003975+0.0019168i
-0.0018191+0.00067972i,-0.0071494-0.0043965i,-0.0093289-0.021373i,0.0012171-0.044651i,0.024713-0.047084i,0.041029-0.018191i,0.03768+0.011631i,0.023455+0.018856i,0.01052+0.01268i,0.0031372+0.0071319i,0.00089457+0.0036779i,0.0013999-0.001311i,0.0010034-0.007906i,-0.0021814-0.012165i,-0.0050608-0.0097247i,-0.0036125-0.0044845i,-0.00070229-0.002025i,0.00018646-0.0020011i,4.9449e-05-0.0042699i,0.0021167-0.0077818i,0.0053926-0.0086336i,0.0065313-0.0063985i,0.005564-0.0039369i
0.0047002+0.0011478i,0.0055657+0.0097124i,-0.003762+0.028087i,-0.026734+0.042953i,-0.044401+0.033756i,-0.035254+0.0097749i,-0.011654-0.0011086i,0.00030894+0.00093805i,0.00024613+0.0029181i,-0.0015888+0.0034512i,-0.00086492+0.004379i,-0.00034463+0.0055787i,-0.0025606+0.0072005i,-0.006412+0.0091946i,-0.010189+0.0099474i,-0.0097914+0.0090534i,-0.0058228+0.0067457i,-0.0017272+0.0052962i,0.0012725+0.0064395i,0.0018192+0.0084463i,0.00031138+0.0080386i,-0.0016842+0.0047303i,-0.002799+0.0018724i
-7.8132e-05+0.0028759i,0.0052875+0.0012749i,0.021367-0.0033736i,0.047089-0.0049491i,0.056339+0.0054723i,0.031518+0.017551i,0.00063481+0.015539i,-0.011003+0.0066506i,-0.009398+0.0026849i,-0.0063297+0.0030308i,-0.0064508+0.003635i,-0.0074913+0.002405i,-0.0062574+0.00062784i,-0.0022431+0.00054552i,0.0023386+0.00060573i,0.0038602-0.00054577i,0.00096564-0.00081578i,-0.0019133+0.00012032i,-0.0013413-0.00033469i,0.0017869-0.0020935i,0.0047555-0.0030067i,0.0056153-0.0027466i,0.0046839-0.0022941i
-0.0012191+0.00035001i,-0.0026247+0.00066764i,-0.011133+0.0011542i,-0.029177-0.0063164i,-0.04094-0.027035i,-0.029197-0.041241i,-0.014447-0.035019i,-0.008577-0.019632i,-0.0033046-0.0077409i,0.0013263-0.00589i,0.0029714-0.0071344i,0.0028206-0.0047779i,0.0011885-0.00052208i,-0.0012143+0.0030948i,-0.00069911+0.004692i,0.0012917+0.0044578i,0.0029376+0.0029687i,0.0043283+0.0013523i,0.0029399+0.00015944i,0.0003202-0.00103i,-0.0016446-0.0019849i,-0.0027794-0.0022068i,-0.002768-0.0017244i
