-0.0020231+0.0010112i,-0.00024891+0.0002944i,-0.00085851-0.00013717i,-0.00053131+0.00019054i,2.9897e-07+0.001392i,-0.00039428+0.0012822i,-0.00077908+0.0013402i,-0.00036862+0.0020916i,-0.00010743+0.0015285i,-1.4107e-05+0.00058946i,4.9572e-05+8.9811e-05i,-0.00047339-0.0003308i,-0.00078549-0.00047057i,-0.00073999-0.00091869i,-0.00093672-0.00044912i,-0.0010625+0.00051683i,-0.0004665+0.00051107i,1.6981e-05+0.00018248i,-0.00021606-0.00035758i,-0.00060752-0.0010455i,0.00032732-0.00089174i,0.00089391-0.00020889i,-0.00021449+0.00022766i
-0.0011205+0.0006919i,-0.0010944+0.001393i,0.00018559+0.0017099i,0.0013702+0.0019433i,0.0021044+0.0018968i,0.0018696+0.0006905i,0.00027055-0.00056289i,-0.0006626-0.00075672i,-3.8278e-05-0.00020225i,1.5873e-05+1.0695e-05i,-0.00026612-0.00036058i,6.4342e-05-8.5384e-05i,0.00014837+4.2325e-05i,0.00030163-0.00034997i,1.9019e-06-0.00030981i,-0.00041055+0.00031447i,-8.3499e-05+0.00072127i,0.00088943+0.00078668i,0.00081015+0.00088098i,-0.00027745+0.00081459i,-0.00030463+0.00050997i,1.8442e-07+0.00028253i,-0.00033251+0.00027977i
-0.00039117+0.0019096i,0.00036175+0.0015091i,0.0013233+0.0018909i,0.0017129+0.0013388i,0.0018609-0.00040296i,0.0012895-0.00087922i,9.338e-05-0.00055722i,-0.0006259-0.00092591i,-0.00068713-0.0010542i,-0.0004842-0.00049236i,-0.00029637-0.00019125i,-0.00090235+8.8445e-05i,-0.0006171+0.00011148i,9.7237e-06+9.5981e-05i,-0.00059845+0.00014566i,-0.00069784+6.1869e-05i,-0.00046779+0.00033257i,-0.00023435+0.00046262i,-0.00041945+4.5701e-05i,-0.00066214-0.00048128i,-0.00082398-0.00060338i,-0.00066849+8.6535e-05i,-0.00032524+0.00058633i
-0.00073119+0.0021722i,-0.001007+0.0012335i,-0.0013164+0.0013154i,-0.00062722+0.0022284i,0.0014343+0.0015562i,0.0027308+0.00010232i,0.0016363-0.00044874i,0.00046859-0.00039874i,0.0002101-0.00050349i,-0.00025574-0.00043279i,0.00053245+0.00026687i,0.0010413-3.6682e-05i,0.00056122-0.00052801i,0.00024228+7.4711e-05i,0.00012153+0.00091811i,-0.00045633+0.00055043i,-0.00092193+0.00012222i,-0.00061246+0.00032245i,-0.0002824+0.00022061i,-0.00015417-3.0805e-05i,9.2773e-05-0.00027664i,-3.4241e-05+0.00024157i,-0.00043795+0.00020406i
0.00086286+0.0018647i,0.00068711+0.0014545i,0.0019256+0.0011537i,0.001919+0.00025444i,0.0007262-0.0010989i,-0.00014597-0.0012653i,0.00011622-0.00067559i,0.00071781-7.4313e-05i,0.00054403+0.00034221i,0.00077726+0.00015108i,0.0010224+0.00011128i,0.00042189+0.00031173i,-0.00064399+0.00065226i,-0.0013778+0.0002793i,-0.0013991+5.1074e-05i,-0.001346+0.00030524i,-0.00088151+1.992e-05i,-0.00028546-0.00058374i,-0.00093166-0.00042841i,-0.0009932-0.00047579i,-5.0018e-05-0.00054399i,0.00040931-1.4447e-05i,-4.7515e-05+0.00034804i
-0.00033813+0.0013093i,-0.00067285+0.0017419i,2.8945e-05+0.0020853i,0.0010131+0.0016526i,0.00066344+0.00097499i,-8.7732e-05+0.00074497i,-0.00049674+0.00027005i,-0.00052943-0.00021294i,-0.00098837+0.00046901i,-0.0014416+0.00065261i,-0.00085361+0.00051729i,-0.00017769+0.00064108i,-0.00019998+0.00016633i,-0.00022421+5.0993e-05i,0.00044086+0.00046067i,0.0015047+0.00090942i,0.00064487+0.0011111i,-0.00021138+0.00030279i,-0.00025439-0.00022272i,-0.00041122-0.00031363i,-1.6304e-05-5.5593e-05i,-0.00053092+4.823e-05i,-0.001062-0.00022196i
0.0017335+0.00037841i,0.00053031-0.00019724i,-0.00011568-0.0012537i,0.00041903-0.0014086i,0.00047304-0.00082123i,-0.00038617-0.00021533i,-0.00084109+0.00010345i,-0.00092151-3.3583e-05i,-0.0012205-0.00048567i,-0.00098365-0.00064738i,-0.00073106-0.00061566i,-0.00044307-0.0007913i,-0.00066984-0.00058099i,-0.00070131+0.00016322i,0.00011051+0.00053285i,0.00055389+0.00053263i,0.00082987+0.00076157i,0.00051158+0.0010679i,-1.15e-05+0.00093901i,-1.2679e-05+0.00073778i,-7.2071e-05+0.00054353i,7.9544e-05-7.7131e-05i,0.00021915-0.00075357i
-0.00043297+0.00075847i,0.00017651+0.00094536i,0.00090078+0.0023208i,0.0016866+0.002426i,0.0012007+0.0012236i,0.00024122+0.0006149i,-0.00066949+0.00037248i,-0.0010618+0.00010914i,-0.00064935+0.00022327i,5.3829e-05+0.00028552i,0.0004584-3.3743e-05i,-0.00010592-0.00050376i,-0.00027818-0.00057097i,-0.00027244+0.00064114i,-0.00061171+0.0012609i,-0.00038844+0.00037716i,2.3044e-06+0.00015905i,0.000153+0.0012398i,-0.0003885+0.0016123i,-0.00066753+0.00094399i,3.084e-05+9.0156e-05i,0.00067538+0.00015141i,0.00087863-0.00023888i
-0.0019662-0.0011973i,-0.0025939-0.00014702i,-0.0038295+0.0011763i,-0.0018189+0.0020621i,0.00084529+0.0024209i,0.0006871+0.0019249i,-0.00028838+0.00055713i,-0.00016779-0.00014361i,0.000252+2.6627e-05i,-3.354e-05+0.00047999i,5.69e-05+0.00021419i,0.00061019-0.00045029i,0.0001736-0.00071742i,-0.00024838-0.00060984i,-0.00096503-0.00050813i,-0.00089967-0.00026711i,-0.00042339+0.00062022i,-0.00038427+0.00028092i,-0.00021463-0.00018173i,-0.0002405-0.00038333i,0.00021501-0.00088922i,-3.3414e-05-0.00073135i,0.00010901+1.0393e-05i
-0.0013524+0.00058469i,-0.0016716+0.0013656i,-0.00080573+0.0024118i,0.00035134+0.0019211i,0.00087718+0.00076851i,-0.00032488+9.5415e-05i,-0.0014149-0.00062389i,-0.0012677-0.00051614i,-0.0007138+0.00011084i,-0.00039672+0.00056901i,0.00014693+0.00018226i,0.00050688-0.00038008i,0.00063366-0.00024745i,-6.394e-05-0.0003833i,-0.0010677-0.00046973i,-0.00064481-1.9748e-05i,-0.00029396+0.00047809i,-0.00015804+0.00023125i,0.00050967-0.00065473i,0.00032381-0.00082088i,0.00015706-0.00059254i,0.00060836-0.00023417i,0.00035646+0.00036192i
-0.00037564-0.00046714i,-0.00070688-0.00024143i,-0.00076467+0.00055319i,2.9999e-05+0.001866i,0.00094003+0.0016432i,0.00071836+0.00061178i,-0.00098153-0.00016941i,-0.0013475-0.00049771i,-0.00091849+0.00011129i,-0.00048378+0.00083787i,0.00019773+0.0013028i,0.0002735+0.00056775i,-0.00027861-0.00049122i,-0.0010648-0.00011797i,-0.0014313+0.00060323i,-0.00082743+0.00031422i,0.00068257-0.00064116i,0.0012021-0.00048973i,0.00031137+0.00037459i,-0.00018809+0.00046984i,0.00010071-0.00023228i,0.00020071-8.32e-05i,1.8802e-05+0.00037903i
0.00026785-0.00019017i,0.00020956-0.00035102i,7.4351e-05-0.00052799i,-0.00026104+0.00020892i,0.0001115+0.0015331i,0.00045421+0.0011317i,-9.4724e-05+0.00013022i,-0.00051018-0.00053513i,-0.00016512-0.000425i,-0.0001233-5.4559e-06i,0.00031293-0.00014957i,0.00064333-0.00025629i,8.9883e-05-0.0001626i,4.0048e-05+0.00040133i,-0.00040502+0.00074463i,-0.00052799+0.00016349i,0.00013658+0.00011295i,8.9289e-05+0.00010082i,-0.00076743-0.00056619i,-0.00061753-0.00028654i,0.00030469+0.00049702i,0.00032298+0.00080786i,0.00079656+0.00080995i
0.0016006+0.00012674i,0.0019217+0.00073995i,0.0017749-0.0011019i,0.001896-0.0014922i,0.0013839-0.00053599i,0.0001731-0.00044017i,-0.00013082-4.4287e-05i,-0.00033306+0.00013639i,-0.00049747-0.00036795i,-0.00061734-0.00024221i,-0.00082955+0.00059729i,-0.00089534+8.243e-05i,-0.00046256-0.00053888i,1.6373e-06-0.00039525i,-0.00013836-0.00046076i,-0.00080053+0.00020013i,-0.00033289+0.0005852i,0.00041802+0.00072335i,-0.0003391+0.0012081i,-0.0011898+0.00043944i,-0.001051-3.4266e-05i,-0.00047746+0.00022556i,-0.00022772+0.00058329i
0.00051257+0.001458i,2.469e-05+0.0012494i,0.0011945+0.0014361i,0.0016584+0.00064816i,0.00084633-0.00023229i,-0.00061416-0.00056503i,-0.0015252-0.0010494i,-0.00063322-0.00086952i,-0.00034-0.00038391i,-0.00033661-0.00094679i,-0.00050977-0.001029i,-0.0011513-0.0012243i,-0.00092262-0.00093245i,-0.00014905+3.1287e-05i,0.00059493+0.00072244i,0.00035733+0.00032981i,0.00024864-0.00062669i,0.00076188-0.00069194i,0.00078949-0.00025095i,0.0005419-0.00061142i,-1.1092e-06-0.00076046i,-0.00097533+1.828e-05i,-0.00072568+0.00043277i
0.00095688-0.0017772i,0.00041532-0.0011628i,-0.00049554-0.00026298i,-0.00021243-0.00019069i,0.0005446-0.0002626i,0.00030568-0.00017986i,-0.001186-0.00012975i,-0.0013782-0.00053308i,-0.0011671-3.102e-05i,-0.0012081+0.00091141i,-0.00093415+0.00076792i,-0.00036007+0.0002461i,-0.00035067-6.5537e-05i,-0.00061917-0.00022154i,-0.00029927+0.00030297i,-0.00035137+0.0006817i,-8.2213e-05+0.00034642i,0.0007772-0.00050348i,0.00043702-0.00033995i,2.5108e-05-0.00028415i,0.00040345-0.00011135i,0.00013195+0.00057607i,-0.00020908-9.189e-05i
0.00098553+0.00030863i,0.001505-0.00076133i,0.00044792-0.0012297i,6.2325e-05+6.8205e-05i,0.0012986+0.0011557i,0.0010951+0.00058825i,3.4794e-05+0.00016767i,-0.00048017-0.00037226i,-0.00087168-0.00065352i,-0.00027106+0.00042327i,-0.00033033+0.0010472i,-0.0012916+0.00057691i,-0.00073698+0.0003799i,0.00017354+0.00054998i,0.00010551+0.00083327i,0.00072516+0.0007929i,0.00066659+0.00015884i,4.3829e-05-0.00056534i,-0.00061402-0.00085953i,-0.00040435-0.0011997i,0.0002231-0.0010312i,0.00017768-0.00043705i,-0.00018585-0.00077182i
-0.0013875+0.0022719i,-0.00062133+0.0030625i,0.00011152+0.0036243i,0.00089384+0.0024444i,0.0023262-0.00039359i,0.0022495-0.0012819i,0.00090679-0.001021i,0.00036183-0.00078922i,5.8955e-05-8.9721e-05i,-0.00026482-0.00015453i,0.00028721-0.00062717i,2.9688e-05-0.00059297i,-0.00075681-0.00023803i,-0.0010889+0.0003884i,-0.0007708+0.0007065i,-4.9403e-05+0.00073718i,0.00060279+0.00099964i,0.0006979+0.00074625i,0.00011841+0.00033491i,-0.00022425-0.00048984i,-0.00029476-0.00093483i,-0.00022144-0.0002499i,-6.3219e-05+0.00073929i
0.0011331-0.002074i,0.00098847-0.0011735i,-0.00058576-0.00019693i,-0.0015552+0.00091181i,-0.001023+0.0012618i,-0.00026875+0.00040157i,0.00032746-2.8152e-05i,0.00089477-0.0005692i,0.00046738-0.00074012i,-0.00048514-0.0002138i,-0.00020721+0.00023217i,0.00039604+0.0001101i,0.00062254-0.00029975i,0.00091163-6.1512e-05i,0.00063232+0.00014124i,7.4254e-05+0.00047254i,0.00033837+0.00092567i,0.00030059+0.00099779i,-0.00057463+0.00033464i,-0.00067673-4.6871e-05i,0.00012334+0.00029736i,-3.5552e-05+2.635e-05i,-5.5567e-05-0.000379i
-0.0017129+0.00058287i,-0.0011079+0.0014705i,-0.00090404+0.0015367i,-8.2546e-05+0.0011128i,0.0013359+0.00050494i,0.001132-0.0003982i,-0.00025177-0.00039002i,-0.0017194+0.00059888i,-0.0016002+0.00059411i,-0.00030425+0.00059976i,0.00010392+0.00025971i,0.00047185+0.00028017i,0.0003889+0.00051749i,-0.00014466+0.00086805i,-0.00059152+0.00081933i,-0.00032299+0.00016404i,-0.00020735-2.2992e-05i,-0.00039445-0.00041312i,0.00031422-0.00084156i,0.00050221-0.00047054i,-0.00029234-6.854e-05i,-0.00094862+0.00044946i,-0.0012027+0.00029804i
-0.00066161-0.00026216i,3.6858e-05+0.00023058i,0.00018531-0.00016049i,0.0013026-0.00096254i,0.0019039-0.0011184i,0.00053244-0.00099492i,-0.00041014-0.00048642i,-0.00073491-3.4717e-05i,-0.0017885-0.00041051i,-0.0016184-0.00056354i,-0.00049079+9.8602e-05i,0.00012806+0.00010116i,-0.00029712-0.00057965i,-0.0009672-0.00057092i,-0.0010656+6.0912e-05i,-0.00094866+0.00014755i,-0.000255+0.00021871i,-9.5518e-05+0.00074648i,-0.00024332+0.00068421i,-0.0005419+0.00021339i,-0.00067024-0.00037895i,-0.00023678-0.00080716i,1.3001e-05-0.00055665i
0.0003354-0.00017132i,0.0011835-0.00035159i,0.0008498+2.9211e-05i,0.00090484+0.0012361i,0.0008656+0.0012885i,0.00039921+0.00021155i,0.00030267-0.00017631i,0.00049123+0.00029312i,0.00020524-7.7698e-05i,-0.00045951-0.00036788i,-0.00060614-0.00020785i,-0.00047856-0.0004774i,-0.00023147-0.00058899i,-0.00034043+1.0194e-05i,-0.00037359+0.0002131i,0.00057587-2.627e-05i,0.0012921+0.0002286i,0.00083672+0.00020654i,0.00018576+0.00044689i,0.00040894+1.6603e-05i,0.0002994-0.00034833i,-0.00024401+0.00041611i,-0.00014564+0.00071956i
-0.00043009-0.00023045i,-0.0007016+0.00056935i,-0.00075011+0.0007184i,-0.00045749+0.00075305i,-1.5632e-05+0.0011997i,-0.00047864+0.0011305i,-0.0010617+0.00033789i,-0.00057438+0.00021847i,-0.0011547+0.00036389i,-0.00097697+8.9867e-05i,0.00023259+8.7378e-05i,0.00089712+0.00049163i,0.00096296+0.00093185i,0.00017563+0.0014041i,-8.7436e-05+0.0012908i,0.0002649+0.001035i,0.00063958+0.0016943i,0.00044414+0.0017656i,-0.00017585+0.00081301i,-2.1044e-05-0.00018118i,0.00026423-0.00062136i,0.00023391+4.7261e-06i,-0.00035968+0.00056473i
-0.00012681-0.0010864i,0.00038715-0.00054624i,0.00027736-0.00074138i,-0.00024412-9.8099e-05i,-0.00064527+0.0012499i,-0.0011456+0.0016998i,-0.0010714+0.0010571i,-0.00069849+0.00025182i,-0.00056895-0.00024094i,-0.00035496-0.00043361i,-0.0002493-0.00044904i,0.00030829-0.00020788i,0.00019008+0.00031592i,0.00031434+0.00041959i,0.00083114+0.00044253i,0.00019836+0.00045663i,-0.0002891-0.00010709i,-0.00044665+0.00026319i,-0.00094293+0.00043689i,-0.0010638-0.00021705i,-0.0011295-0.00031225i,-0.00060123-0.00031519i,0.00031671-0.00050545i
0.0014557-0.00085179i,0.0023678-0.0012083i,0.00071325-0.00047873i,0.00035708-0.00032489i,0.0011751+0.00023259i,0.0014283+0.000331i,0.00051201+0.00035893i,0.00023932+0.00048933i,0.000399+0.00044428i,0.00027093+0.00039771i,-0.00068416+0.00033246i,-0.0014899+9.2958e-05i,-0.00087436+8.7213e-05i,-0.00036321-0.00018681i,0.00021622+0.00044054i,0.00078743+0.00032947i,0.00036674-0.00040709i,0.00034025-0.00027378i,0.00030138-0.00011756i,0.00031001+0.00013213i,-0.00034582+0.00081736i,-0.0014921+0.00082015i,-0.00087676-1.8309e-05i
0.0016664-0.00052528i,0.0019209-0.0011592i,0.0018732-0.0013594i,0.00144-0.00064466i,0.0007379-0.00084526i,-0.00043995-0.00047865i,-0.00082306-0.00013744i,-0.00023858-8.3566e-05i,0.00032883+2.4028e-05i,-5.9742e-06+4.2319e-05i,-0.00044199+0.00037969i,-8.8804e-05+0.00064229i,-0.00040806+0.00036064i,-0.00070628+0.00043025i,-0.00048911+0.0005234i,-0.00031079+0.00053633i,-0.00041107+0.00052475i,-0.00064153+0.00046164i,-0.00041265+0.00023319i,-0.00039717+2.7395e-05i,3.4117e-05-6.097e-06i,-0.00015553-5.4771e-05i,-0.00063788-8.9002e-05i
0.00060739-4.562e-08i,0.00074001+0.00033254i,0.00037215+0.00010623i,-0.00064154+0.00013418i,-0.0011365-3.2154e-05i,-0.00010744-0.00039295i,0.00047525-0.00020867i,0.00042023-0.00012775i,0.0004492-0.00012873i,0.00042955-7.1293e-05i,0.00022987+0.00018297i,0.00063632+6.0743e-05i,0.00087073+0.00015913i,0.00061886+5.8179e-05i,0.00092265+0.00015545i,0.00055088+0.0005078i,0.0001852+0.00058364i,2.2509e-05+0.00058843i,-0.00046875+2.6978e-05i,-0.00052811+0.00015504i,-0.00039988+0.00032831i,7.5128e-05-3.0969e-05i,0.00031818-0.00025796i
-0.00058409-0.0011635i,-0.00089531-0.00067136i,-0.0012524-0.00020788i,-0.0011004-6.0263e-05i,-0.0011374+0.0006202i,-0.00026258+0.00058649i,0.00027573-0.00026339i,-0.00046626-0.0007514i,-0.00055489-0.00070206i,-0.00043699-0.00026035i,-0.00060167+0.00019961i,-0.0006171-0.00012661i,-0.00054389-1.5145e-05i,-0.00062911-0.00070152i,-0.00050205-0.0017774i,-0.00050816-0.001261i,-0.00023843+0.00059751i,0.00039076+0.0010767i,0.00019945+0.00031547i,-0.00055128-9.6809e-05i,-0.00067742-0.00031316i,-0.00041348-9.1312e-05i,-0.00048688+0.00019683i
0.0015816-0.00026555i,1.0072e-05-0.00096889i,-5.8201e-05-0.00093544i,0.00034669-0.0011408i,0.00026952-0.0013807i,-0.00039238-0.0010599i,-0.00083607+0.00030411i,-0.00066002+0.00081346i,0.00084005+0.00018854i,0.0014732-0.00061332i,0.00060604-0.00094603i,0.00023224-0.00042701i,-8.3858e-05+8.8094e-05i,-0.00025109+0.00077299i,0.00012759+0.00052444i,-0.000338-0.00029571i,-0.00049803+0.00045972i,0.00038605+0.00096229i,0.00028399+9.3468e-06i,-0.00058646-0.00017573i,-0.00069049+0.0001432i,-3.3512e-06-0.00011038i,0.00042912+0.00029068i
0.0009852+0.0019103i,0.0013038+0.0016759i,0.0021509+0.00022071i,0.0023786+3.8799e-05i,0.0016441-2.904e-05i,0.0012239-0.0011966i,0.00036708-0.00096458i,-0.00027362-0.00030221i,0.0005086-4.4722e-05i,0.00030183-0.00049485i,-0.00038128-0.00039229i,-0.0010385-0.0004186i,-0.00096272-0.0012908i,0.00017644-0.0010733i,-2.9652e-05-0.00017213i,-0.00087045-0.00027241i,-0.00057614-0.00059895i,-0.00041088-0.00035281i,-0.00047002-0.00030889i,-0.00024147-0.00016148i,-0.00014902+0.00016595i,-0.00010824+0.00027286i,-0.00018684-0.00032916i
-0.0015828-0.00073647i,-0.00054264-0.00071404i,-3.8763e-05+0.00022796i,-0.0010973+0.00052908i,-0.00087695+0.00060628i,-0.00046662+0.00036203i,-0.00078683+8.4549e-05i,-0.0010963-0.00044464i,-0.0017835-0.000839i,-0.00098338-0.00026068i,-3.3525e-05+0.0002804i,-0.0001337+0.00037002i,-0.00057838-0.00018837i,-0.00060865-0.00054427i,4.4621e-05-4.6456e-05i,0.00061174+0.00022769i,0.00065459-8.1945e-06i,0.00076117-0.00025913i,0.00018659-9.3946e-05i,-0.00050347+0.00019453i,-8.8471e-05+0.00034705i,-0.00036444+0.00032212i,-0.00083464+4.3282e-05i
0.00083048+0.00078517i,0.00091575+0.0014602i,0.0011548+0.00066771i,0.00085301-0.00064346i,0.00039919-0.001033i,0.00053586-0.00016035i,-0.00026585-0.00022156i,-0.00070624-0.0013905i,-0.00022428-0.0010829i,0.00042638-0.00089022i,0.0005229-0.0007709i,8.8411e-05-0.00032589i,-0.00070576-9.8564e-05i,-0.00086456-0.00010802i,-0.0008593+2.226e-05i,-0.00049089+0.00051371i,0.00029409+0.00093593i,0.00021586+0.00081133i,-0.00063282+0.00015403i,-0.0013971-0.00022097i,-0.0014122-0.00028379i,-0.00058726+0.00014866i,-5.8432e-05-0.00025427i
0.00044916+0.00063649i,-0.00059073+0.0022199i,-0.00040447+0.0022025i,0.00090399+0.0021243i,0.0013425+0.0015228i,0.0005967+0.00037783i,-0.00013847+0.00043384i,-0.00029854-0.00017412i,-0.00043921-0.0011853i,-0.00055127-0.00073842i,-0.00032725-0.00016988i,-0.00058438+0.00018508i,-0.0011437+0.00030084i,-0.00094355+5.0613e-05i,0.00034079+0.00028588i,0.00066017+0.00039547i,0.00015634-0.00010844i,6.7432e-05-0.00030705i,0.00020604-0.00059099i,0.00051777-0.00086244i,0.00024542-0.00059997i,0.00013002-0.00063234i,4.8554e-05-0.00044539i
8.621e-05-0.0006092i,0.0013213-0.0009799i,0.00049365-0.00087817i,-0.0002036-0.00092017i,8.4101e-05-0.0010767i,0.00013012-0.00088838i,-8.4858e-05-0.00055888i,0.00020592-9.7597e-05i,0.00036063+0.00052432i,0.00058866+0.00059419i,0.00031272+5.9882e-05i,-0.00016097-0.00012329i,3.6252e-05+0.00011203i,0.00015977+0.00077585i,6.7771e-05+0.00085208i,0.00027638+0.00028729i,0.00031514+0.00034067i,0.00045995+0.00086869i,0.00050033+0.00074896i,0.00013716-0.00016508i,0.00035848-0.0011921i,0.00039995-0.00087284i,-0.00018463-0.00067746i
0.0007564+0.00045375i,0.0015503+0.0010401i,0.0014376+0.0015584i,0.0012475+0.00055551i,0.0013341-3.1168e-05i,0.00045729+0.00039779i,-0.00021386-7.0243e-05i,-0.0001971-0.0004184i,-0.00033854-0.00054051i,-0.0002368-0.00053409i,-0.0003604-0.00051856i,-0.00053373-0.0011355i,-0.00098271-0.0011146i,-0.00061887-5.4257e-05i,-0.0001363-0.00018957i,-0.00019382-0.0007993i,-0.00029002-0.00015414i,0.00018752+0.00028536i,0.00058062-0.00020294i,0.00055896-0.00014526i,0.00027965-8.4446e-05i,-0.00056994-0.00030339i,-0.00079559-6.3597e-05i
-0.00060736+0.0022508i,-0.00075001+0.00095401i,-0.00045581+0.00037186i,-0.0002016+0.00031433i,0.00034954+0.00037116i,0.00018167+0.00022484i,-0.00016124-1.0999e-05i,-0.00039412+0.00014971i,-0.00036449+0.00049841i,-4.457e-05+0.00034844i,7.0458e-05-0.00085381i,-0.00010554-0.00048733i,-0.00011821+0.0002208i,-0.00042234-0.00054794i,-0.00042512-0.00073285i,0.00017356+0.00013955i,0.00093658+0.00055054i,0.00094642+1.513e-05i,0.00010948-0.00026647i,-0.00027761+8.239e-05i,-0.00055073+0.00031939i,-0.00062986+0.0001143i,-0.00042372-0.00018515i
-0.00013147-0.00054398i,0.00013882-0.00013014i,0.00065986+0.00038371i,-0.00020212+0.00018856i,-0.00068229+0.00015743i,-0.0003182+0.00071901i,-0.00060459+0.00059642i,-0.00033053+0.00017883i,0.00092168-6.5236e-05i,0.00068835-0.00042703i,1.537e-05-0.00045789i,-0.0004445+8.1952e-05i,-0.00010558+0.00048832i,0.0001557+0.00078381i,0.00021757+0.00084235i,0.00044539+0.0013041i,8.8725e-05+0.0015911i,0.00019785+0.00063747i,0.00051933-0.00010855i,0.00033912+0.00013571i,0.0004428+0.00031419i,0.00069801-4.621e-05i,0.00056905+6.7864e-05i
-0.0016701+0.00023022i,0.00028409-0.00084394i,0.0011302-3.9841e-05i,0.001279+0.0014915i,0.0017918+0.00065851i,0.0015515-0.000276i,0.00075606+4.4511e-05i,-0.00022202-0.00023461i,-0.00061385-0.0010461i,-0.00011951-0.00090343i,-0.00021324+0.0001908i,9.7706e-06+0.00086619i,-0.00014881+0.00076975i,-0.00063668+0.0007501i,-0.00013177+0.0007603i,0.00064799+0.00038181i,0.0011182-0.00030792i,0.0007258-0.00034455i,-3.5917e-05-0.00083859i,-0.00040991-0.00077611i,-0.00011026-8.4602e-05i,-1.5363e-05-0.00029721i,0.00047889-0.00012818i
0.00041562+0.0018094i,0.0010342+0.000445i,0.0019809+0.00019525i,0.0021727+0.00021323i,0.0019458-0.0010584i,0.0019825-0.0018117i,0.00097056-0.0012451i,-0.00032942-0.00066711i,-0.00029485-5.8446e-05i,-0.00032971+0.00015403i,-0.00014191-0.00019785i,-4.3215e-05-0.00013238i,-0.00014734+0.00020875i,0.00039032+4.4943e-05i,0.00033494-0.00028987i,-0.00032198-0.00041741i,0.00020422-0.00043707i,0.00091817+0.00027291i,0.00025028+0.00037972i,-0.00076478-0.00081994i,-0.00043044-0.00066193i,0.00037498+0.00013432i,0.0012494+4.0209e-05i
0.00074864+0.00084939i,0.0012529+0.001152i,0.0014581+0.001861i,0.0014663+0.0013938i,0.0012222+0.0005665i,-9.3817e-07-0.00013254i,-0.00079712-0.0003695i,0.00026786-0.00013521i,0.00099947-0.00044675i,0.00068494-0.00052432i,0.00013272+0.00035482i,3.9211e-05+0.00056696i,-0.00043343+0.00058077i,-0.0012506+0.00091216i,-0.00092876+0.00067554i,-0.00018975+9.8284e-05i,0.000553-0.00033226i,0.00094334-0.00023974i,0.00022993-7.4642e-05i,0.00010825-0.0004695i,0.00042102-0.00072505i,0.00040481-0.00039995i,-0.00056229-0.00039949i
-0.002006-0.00037195i,-0.0021093+9.731e-05i,-0.0029422+0.00063878i,-0.0025351+0.0010712i,-0.00040636+0.0018587i,0.0011242+0.0014584i,0.000226+0.00013656i,-0.0010845-0.0010096i,-0.0013488-0.0015853i,-0.00037591-0.00084713i,0.00025952+0.00011388i,0.00015516+0.00038444i,0.00034827-0.00010349i,0.00034109-0.00083052i,0.00024967-0.00057588i,0.00025368-0.0003097i,0.00029652-0.00030912i,5.8234e-05-7.9845e-05i,-0.00036171-5.4794e-05i,-0.00059742-0.00010953i,-0.00035427-0.00044349i,-0.00041456-0.00039001i,-0.00010798+0.00018615i
0.00049401-0.00075504i,0.0014156-3.2651e-05i,0.0017716+0.00018285i,0.00067448-0.00045152i,0.00027358-0.00061993i,0.00023974+0.00018816i,7.5771e-05+0.00067244i,-6.3744e-05+7.4335e-05i,-0.0004665-0.00034149i,-0.00038224-0.00041392i,2.3129e-05-0.00030512i,-0.00048613-0.0001507i,-0.00053649-0.00010313i,-0.00029777-0.00015211i,0.0001532-0.00040766i,0.00080672+5.6866e-05i,0.0011865+0.00047143i,0.00045338+0.00075459i,-0.0001846+0.00064163i,0.00016677+0.00038386i,1.1539e-06+0.00019739i,-0.00079997+7.6924e-05i,-0.00091254+4.6941e-05i
0.0011271-0.00089785i,0.00067328-0.00057092i,0.00011603-0.00081939i,0.00020603-0.0013463i,0.00040504-0.00091732i,0.00017978-0.00066576i,-0.00037328-0.00052289i,-0.00085032+9.4922e-05i,-0.00074033-0.00041869i,8.8122e-05-0.0016511i,3.685e-05-0.0011052i,-0.00078748-0.00028903i,-0.00054725+5.7715e-05i,-9.3332e-06+0.00054821i,0.00022226+0.00054171i,0.00073192+0.00104i,0.00077045+0.00072778i,0.00029821-0.00052643i,0.00028653-0.00088681i,0.00058351-0.0012149i,0.00093407-0.0018889i,0.00073401-0.00086045i,0.00032033-0.00046109i
-0.00055246-0.00030137i,-0.00038352-0.00021314i,-0.0004919-4.9845e-06i,-0.00079271+0.00049066i,-7.7965e-05+0.00045144i,0.00025259+2.916e-05i,0.0001802-1.4706e-05i,-0.00011055-2.2606e-05i,-0.0010969-0.00050544i,-0.00075382-0.00043138i,5.1438e-05-0.00035825i,9.9017e-05-3.1147e-05i,7.6883e-05+0.00045581i,-0.00046177+0.00042566i,-0.0002946+0.00037709i,-0.0003079+0.00052481i,-0.0003261+0.00069639i,0.00052796+0.00076701i,0.00028368+0.00070771i,-0.00050871+0.00024535i,-0.00055653-0.00053353i,0.00054899-0.00092155i,0.00077781-0.00078321i
