0.0016597+0.0029531i,0.00032037+0.0017275i,-0.0017185-1.1922e-05i,-0.0021126-0.00019318i,-0.0024432-0.00016205i,-0.0033762+0.001553i,-0.0022707+0.0026704i,0.00010994+0.002201i,0.0010515+0.0011111i,0.0004761-0.00033326i,-0.00032764-0.00017846i,-0.0009197+0.00070705i,-0.0011222+0.0014216i,-0.001032+0.001331i,-0.0010134+0.00053095i,-0.0013048+0.00048105i,-0.0015648+0.0004721i,-0.00063604+0.00089565i,0.00060329+0.00093378i,0.00053481+0.0004086i,0.00010146-0.00027664i,0.00021587-0.00079844i,-0.00037279-0.0010951i
-0.10093+0.11033i,-0.1573+0.29653i,-0.12145+0.44971i,-0.038164+0.39329i,-0.010399+0.17845i,-0.0040454+0.016246i,0.019194-0.025875i,0.024714-0.00012979i,0.020104+0.023336i,0.010511+0.018034i,-0.0015764+0.013358i,-0.0001362+0.015892i,0.0052881+0.013784i,0.00053213+0.0080506i,-0.011689+0.0038157i,-0.021678+0.0070496i,-0.024353+0.01419i,-0.020672+0.016928i,-0.011832+0.014212i,-0.0030772+0.0078732i,0.0018359+0.0037451i,0.0051171+0.007719i,0.0081619+0.013984i
-0.041926-0.14974i,-0.17051-0.24704i,-0.28174-0.21319i,-0.22885-0.094859i,-0.11579-0.037103i,-0.1087+0.0017792i,-0.10204+0.062858i,-0.036753+0.061179i,-0.0079221+0.025579i,-0.010613+0.02223i,-0.0094805+0.023381i,-0.010665+0.015795i,-0.010655+0.0045068i,-0.007837-0.0075334i,-0.00062984-0.013111i,0.0049667-0.013114i,0.0061528-0.0089598i,0.0075828-0.0060077i,0.0050694-0.0066595i,0.00062742-0.0035006i,-0.0050583+0.0027148i,-0.013285+0.006229i,-0.017134+0.0065776i
0.144-0.017293i,0.23069-0.13514i,0.16018-0.27977i,-0.019926-0.25053i,-0.059311-0.094613i,0.026818-0.044327i,0.023023-0.050993i,-0.025657-0.0017289i,-0.017948+0.017602i,-0.0067765-0.015801i,-0.0084687-0.040271i,-0.011323-0.042137i,-0.011149-0.020874i,-0.0017097+0.0034511i,0.0039116+0.0098054i,0.00099611+0.0048856i,-0.0036675-0.0013823i,-0.0040978-0.0025434i,0.0027384-0.0018048i,0.0071865-0.0069662i,0.0043822-0.01396i,0.0029916-0.016865i,0.0048821-0.016894i
0.030156+0.14222i,0.19431+0.27895i,0.42231+0.26701i,0.45689+0.051832i,0.21629-0.10852i,-0.03044-0.067736i,-0.078858-0.0095674i,-0.03359-0.015475i,-0.0030729-0.0066216i,0.020743+0.021926i,0.037756+0.040248i,0.041674+0.038621i,0.025749+0.018816i,-0.00049896+0.0034081i,-0.011188+0.0036986i,-0.0042602+0.0081212i,0.0071276+0.0065124i,0.010387-0.0021435i,0.0043526-0.0055894i,-0.00011784+0.0011462i,0.0022094+0.0073049i,0.0079437+0.0086069i,0.011571+0.0082103i
-0.19685+0.0064415i,-0.43626+0.12783i,-0.57203+0.3537i,-0.41226+0.49274i,-0.1045+0.38172i,0.074517+0.17831i,0.08816+0.084499i,0.044262+0.061855i,0.0074379+0.03532i,-0.018059+0.0085593i,-0.037053-0.0029817i,-0.042724-0.0025165i,-0.029272+0.0016258i,-0.010562+0.0019829i,-0.0061329-0.0034545i,-0.017088-0.0062193i,-0.027917+6.7174e-05i,-0.026545+0.0086915i,-0.01505+0.011153i,-0.0048276+0.0077665i,-0.0021185+0.007565i,-0.0026381+0.012543i,-0.0028947+0.013909i
0.071967-0.22253i,0.070356-0.50235i,-0.028273-0.72289i,-0.16066-0.67399i,-0.21461-0.42781i,-0.20338-0.22168i,-0.16161-0.11552i,-0.089184-0.054684i,-0.025053-0.020036i,0.0072241-0.0041512i,0.01713-0.00521i,0.017452-0.012241i,0.01403-0.017407i,0.0068309-0.01925i,0.0083599-0.014461i,0.019853-0.011211i,0.025931-0.01156i,0.022967-0.0089172i,0.015443-0.0024657i,0.0097446+0.002634i,0.0048434+0.0017839i,-0.0019064-0.002522i,-0.0055695-0.0045133i
0.20419+0.12534i,0.44951+0.21232i,0.61584+0.22512i,0.54402+0.18217i,0.37049+0.1589i,0.26854+0.13141i,0.18173+0.070021i,0.083334+0.023535i,0.029216-0.0024383i,0.0062543-0.02135i,-0.0022196-0.024205i,-0.00097703-0.019457i,-0.0022865-0.007521i,-0.002498+0.011558i,-0.0022265+0.022598i,-0.0042648+0.021417i,-0.0042794+0.012472i,-0.0023673+0.0032104i,0.0021827-0.0017675i,0.0059161-0.0053873i,0.0041123-0.0086778i,0.0013001-0.0089698i,-0.00062347-0.0073098i
-0.13895+0.17192i,-0.24632+0.37934i,-0.25203+0.49186i,-0.16015+0.33368i,-0.1295+0.074223i,-0.15674-0.02377i,-0.10924-0.014857i,-0.038078-0.012542i,-0.0046215+0.0085883i,0.019347+0.031636i,0.024977+0.031396i,0.017346+0.027927i,0.011925+0.0144i,-0.0017977-0.0056727i,-0.014746-0.010269i,-0.01396-0.0044551i,-0.0035129-0.00093266i,0.003728-0.0028734i,-3.4739e-06-0.0049078i,-0.0032075+0.00014692i,0.0021746+0.006265i,0.010161+0.0069056i,0.012967+0.0043815i
-0.15712-0.16878i,-0.36828-0.3116i,-0.52416-0.30012i,-0.43243-0.064394i,-0.17239+0.15633i,0.0020569+0.20196i,0.038037+0.1718i,0.039392+0.11009i,0.021958+0.032263i,-0.014124-0.0060206i,-0.032326-0.012675i,-0.03463-0.013469i,-0.024797-0.0058633i,-0.0055779+0.0022833i,0.0032325+0.00070739i,-0.002225-0.0031205i,-0.011205+0.00073152i,-0.014297+0.0088094i,-0.0091947+0.010873i,-0.0050844+0.0090267i,-0.0067385+0.0095409i,-0.0091478+0.010387i,-0.0095162+0.0084818i
0.21789-0.13556i,0.44442-0.3243i,0.52634-0.52406i,0.30949-0.58312i,0.010142-0.4614i,-0.11947-0.29145i,-0.11315-0.17308i,-0.072303-0.076835i,-0.026589-0.0059992i,0.0072456+0.011548i,0.020392-0.00033491i,0.02151-0.0096074i,0.017299-0.01319i,0.0094909-0.015634i,0.005427-0.012447i,0.0090405-0.0046592i,0.012703+0.00049808i,0.012512+0.0029386i,0.0082579+0.0046279i,0.0036632+0.0052546i,0.0036703+0.00063747i,0.0034571-0.0063616i,0.0028106-0.0082836i
0.085433+0.25537i,0.19366+0.54652i,0.31271+0.75116i,0.36875+0.67549i,0.31414+0.44072i,0.19511+0.27281i,0.10846+0.18088i,0.071066+0.092803i,0.040555+0.01381i,0.006735-0.023143i,-0.010275-0.019011i,-0.010115-0.0079482i,-0.0076505-0.002297i,-0.0022516+0.0054839i,0.00068079+0.0091066i,-0.0049151+0.0074327i,-0.010465+0.003741i,-0.0097333-0.0016015i,-0.0031989-0.0053046i,0.001644-0.0069023i,0.0018215-0.0057057i,0.0032791-0.0035597i,0.0050251-0.0033381i
-0.24385+0.025784i,-0.53229+0.035397i,-0.7299+0.021751i,-0.65269-0.023607i,-0.42687-0.083142i,-0.25114-0.11033i,-0.15161-0.081286i,-0.098343-0.031016i,-0.057125+0.01457i,-0.0067725+0.028743i,0.017047+0.0087063i,0.0086121-0.0021115i,0.0017583+0.001888i,-0.00054864+0.00033433i,-0.0026332-0.0031905i,0.00019724-0.0056608i,0.0051507-0.0076894i,0.007506-0.0082606i,0.0045728-0.0085569i,0.00050957-0.0048563i,0.00019186+0.0036001i,0.0025957+0.0097717i,0.0054564+0.010579i
0.018308-0.23848i,0.064664-0.49102i,0.11237-0.60367i,0.11386-0.41366i,0.075531-0.11836i,0.02249+0.040604i,-0.0086246+0.078536i,0.01977+0.054934i,0.038982-0.0028604i,0.0097767-0.023083i,-0.0086286-0.0034866i,-0.0067089+0.0041755i,-0.0071353+0.0039125i,-0.004818+0.0084303i,0.00046413+0.0095678i,0.0018357+0.0081818i,-0.0018933+0.0074619i,-0.007899+0.0074133i,-0.009134+0.0081588i,-0.006166+0.0054028i,-0.0069821-0.00054932i,-0.009941-0.0040021i,-0.010948-0.0029202i
0.23258+0.054748i,0.47635+0.13178i,0.58498+0.1505i,0.41542+0.026367i,0.17387-0.12278i,0.072429-0.17143i,0.034802-0.15406i,-0.023184-0.087365i,-0.037154-0.0067096i,-0.0061532+0.018542i,0.0098623+0.0030805i,0.0069147-0.0066543i,0.00084137-0.008196i,-0.0033221-0.010816i,-0.0038088-0.012002i,-0.0026002-0.0089875i,0.002746-0.0051031i,0.0080586-0.003713i,0.0065355-0.0029319i,0.0037954-0.0014147i,0.0061905-0.0011279i,0.0090279-0.0024277i,0.0098374-0.0036124i
-0.086397+0.21966i,-0.21519+0.45587i,-0.26929+0.61695i,-0.13109+0.5658i,0.030043+0.39483i,0.053658+0.26502i,0.050102+0.18801i,0.07918+0.099385i,0.07305+0.018444i,0.02886-0.0094562i,-0.00074185+0.0010295i,-0.0037888+0.0097381i,-0.0030425+0.0056069i,-0.0037051+0.0053487i,-0.00060807+0.010473i,0.0021617+0.010142i,0.0016878+0.0056177i,0.0012683+0.0010173i,0.00422-0.00095816i,0.0061-0.0010015i,0.0037041-0.0008272i,0.0012542+4.2257e-05i,-0.00015987+0.00045227i
-0.18147-0.13048i,-0.37601-0.32231i,-0.51267-0.46793i,-0.48694-0.40158i,-0.32957-0.21284i,-0.15264-0.085737i,-0.072778-0.040686i,-0.083632-0.017135i,-0.084908+0.014783i,-0.041633+0.027752i,-0.0055368+0.0075599i,-0.0034735-0.0092733i,-0.0085919-0.0060158i,-0.0088381-0.0015657i,-0.0096385-0.00082716i,-0.0072985-0.0010527i,-0.00087773-0.0014783i,0.0051223-0.0014165i,0.0056393-0.0021046i,0.0019692-0.00030428i,-0.0015436+0.0027114i,-0.0033186+0.0033298i,-0.0024687+0.0021543i
0.15956-0.14227i,0.3825-0.26201i,0.55959-0.29519i,0.4995-0.20799i,0.26364-0.086954i,0.053843+0.0029422i,-0.0065576+0.049668i,0.051147+0.044238i,0.081061-0.0034319i,0.032563-0.022111i,-0.010054+0.0062953i,-0.008536+0.02402i,-0.00035714+0.014916i,-0.0013574+0.0052828i,-0.0023405+0.0019544i,-0.0033047+0.0031449i,-0.0063713+0.0059268i,-0.010042+0.0060257i,-0.01065+0.0046491i,-0.0065065+0.0029303i,-0.0016783-0.0013656i,0.00091092-0.0055782i,0.00064794-0.0065834i
0.11521+0.16399i,0.17852+0.3729i,0.1502+0.50352i,0.060903+0.39803i,0.035295+0.1935i,0.075409+0.069388i,0.067062+0.0067612i,-0.016065-0.014984i,-0.060474+0.0067807i,-0.035158+0.0098552i,-0.014747-0.015737i,-0.016623-0.023537i,-0.01203-0.015112i,-0.0023482-0.011349i,-0.00091629-0.012122i,-0.0042117-0.011585i,-0.002479-0.0074577i,0.0022902-0.0022265i,0.0041779-0.00040832i,0.0040749-0.0012916i,0.0043684+0.0018404i,0.0052659+0.005764i,0.0078152+0.0060743i
-0.161+0.07964i,-0.35643+0.11444i,-0.45203+0.099507i,-0.32394+0.077017i,-0.16357+0.083671i,-0.11889+0.10069i,-0.064591+0.11788i,0.041135+0.094263i,0.082004+0.033213i,0.046007-0.00080505i,0.013202+0.0026907i,0.0064216+0.011465i,0.0063728+0.010695i,0.0018134+0.0081785i,-0.002087+0.0096228i,-0.00092058+0.0097227i,-0.00052313+0.0066297i,-0.0022173+0.0039997i,-0.0015151+0.0048262i,-0.00036584+0.0052424i,-0.0027527+0.0018263i,-0.0058643-0.0012656i,-0.0080303-0.0020773i
-0.040748-0.162i,-0.040647-0.35874i,-0.025822-0.47849i,-0.059942-0.38012i,-0.090926-0.17932i,-0.056034-0.054168i,-0.054194-0.028204i,-0.10345-0.029697i,-0.10946-0.012798i,-0.056489-0.00060754i,-0.0083168-0.01378i,-0.0013175-0.025025i,-0.0068349-0.014273i,-0.0029987-0.0049143i,-0.0025786-0.0081011i,-0.0053997-0.012077i,-0.0032223-0.011857i,-0.00032866-0.0091302i,0.0010484-0.0064512i,0.0017138-0.0038203i,0.0010652-0.001026i,0.001703+3.235e-05i,0.0049873-0.0015103i
0.16354-0.008926i,0.352+0.040278i,0.48395+0.10817i,0.42792+0.079196i,0.23657-0.02866i,0.062391-0.080836i,0.022596-0.047972i,0.085691-0.00061279i,0.11797+0.0041339i,0.071546-0.00099513i,0.018875+0.019852i,0.0051156+0.036983i,0.0033662+0.029235i,-0.00054338+0.016489i,0.0010345+0.0097972i,0.0038701+0.0062294i,0.0020122+0.0056627i,-0.0019528+0.0049169i,-0.0046577+0.0019701i,-0.0042939-0.00034023i,-0.0016964-0.0012216i,0.00074705-0.00057171i,0.0011165+0.0017504i
-0.0078789+0.14048i,-0.097627+0.29314i,-0.21455+0.3816i,-0.2199+0.3347i,-0.086677+0.2402i,0.050619+0.16595i,0.06294+0.0845i,-0.028061+0.015058i,-0.082753+0.0055444i,-0.053719+0.0098686i,-0.019801-0.011943i,-0.018923-0.028513i,-0.019057-0.022766i,-0.0091578-0.013631i,-0.0034111-0.010275i,-0.0037686-0.0081487i,-0.003314-0.0046132i,-0.00046354-0.00061786i,0.0029328+0.001062i,0.0049196+0.0002411i,0.0040707+0.00043015i,0.0013559+0.002534i,0.00037532+0.0047835i
-0.11798-0.034347i,-0.22964-0.13111i,-0.25515-0.23885i,-0.16306-0.24365i,-0.092639-0.16627i,-0.089326-0.08568i,-0.049083-0.0030253i,0.040132+0.045566i,0.075815+0.033787i,0.041842+0.018072i,0.012153+0.023185i,0.010486+0.024213i,0.010336+0.015232i,0.0030322+0.0092855i,-0.001207+0.0091773i,-0.0012346+0.0081703i,-0.0014659+0.004947i,-0.0025742+0.0022644i,-0.0029081+0.0013741i,-0.0017868+0.0020344i,-0.001356+0.00050693i,-0.0027688-0.0026775i,-0.004876-0.0050513i
0.051238-0.10114i,0.14879-0.18637i,0.22282-0.19404i,0.16927-0.098026i,0.081814+0.0085872i,0.054962+0.046919i,0.0070114+0.0037871i,-0.07544-0.048517i,-0.10481-0.047871i,-0.065338-0.026666i,-0.019215-0.023106i,-0.0033616-0.025743i,-0.0030935-0.018865i,5.3877e-05-0.010951i,0.0016051-0.0080613i,0.0012866-0.0068831i,0.0024987-0.0060174i,0.0033744-0.0048984i,0.0039693-0.0030939i,0.004269-0.0013803i,0.0044742+0.00078539i,0.005504+0.0028507i,0.0080433+0.0020169i
0.089397+0.056713i,0.15986+0.16098i,0.18703+0.23696i,0.16466+0.16084i,0.12056+0.004227i,0.075242-0.073382i,0.082597-0.042997i,0.12644+0.013535i,0.13061+0.026975i,0.075484+0.018621i,0.017401+0.027577i,-3.5677e-05+0.038485i,0.0010645+0.027274i,-0.005786+0.012237i,-0.0090703+0.0090509i,-0.0046707+0.010252i,-0.0018531+0.0097795i,-0.0014098+0.0067102i,-0.0023935+0.0026157i,-0.0034007+0.00054031i,-0.0018112+0.00090195i,-0.0010596+0.0011746i,-0.0037925+0.0018699i
-0.054677+0.064501i,-0.16733+0.10982i,-0.27242+0.12454i,-0.25381+0.14412i,-0.13014+0.20076i,-0.018589+0.22114i,-0.0023283+0.14438i,-0.059393+0.036165i,-0.093106-0.0093437i,-0.064408-0.012558i,-0.026226-0.026271i,-0.015847-0.03887i,-0.01011-0.032345i,0.0015447-0.02158i,0.0024254-0.015542i,-0.0029811-0.0098875i,-0.0042134-0.0053793i,-0.0030999-0.0029488i,-0.0011896-0.0010953i,0.0014335-0.00026086i,0.0026347+0.00048304i,0.0021813+0.001729i,0.0014654+0.0014766i
-0.040805-0.062703i,-0.051515-0.16634i,-0.012109-0.2633i,0.025632-0.27622i,-0.0013549-0.22999i,-0.043576-0.16196i,-0.02365-0.064703i,0.042982+0.01492i,0.074795+0.030667i,0.049175+0.019426i,0.021613+0.020786i,0.019046+0.026801i,0.018929+0.024583i,0.010033+0.018014i,0.0025478+0.012791i,0.0010491+0.0075915i,0.0018581+0.0034084i,0.0027409+0.0017321i,0.0008338+0.0007403i,-0.0028567+0.0003375i,-0.0035263+0.0011052i,-0.0020879-0.001014i,-0.000654-0.0033665i
0.069837-0.029157i,0.15279-0.020859i,0.19905+0.038853i,0.14392+0.10882i,0.064933+0.14095i,0.031055+0.12116i,-0.0028713+0.043002i,-0.055808-0.032725i,-0.074279-0.048077i,-0.043237-0.032006i,-0.011291-0.022285i,-0.0051064-0.017096i,-0.0082704-0.0086801i,-0.0061208-0.0012661i,-0.0031603+0.0016926i,-0.00096716+0.0016511i,0.0022588+0.00095529i,0.0037526+0.0020577i,0.0037051+0.002877i,0.003367+0.0016299i,0.0020825+0.0012774i,0.0025701+0.0026325i,0.0050167+0.0041178i
0.028159+0.055821i,0.013612+0.12791i,-0.019786+0.15197i,-0.017441+0.064693i,0.015242-0.054976i,0.036792-0.089847i,0.064516-0.026718i,0.097371+0.046262i,0.098424+0.063675i,0.057788+0.046622i,0.010885+0.036889i,-0.0085639+0.034585i,-0.0084689+0.022878i,-0.0093253+0.008915i,-0.0089839+0.0040128i,-0.0062518+0.0049743i,-0.0048159+0.0051757i,-0.0038097+0.0030323i,-0.0032988-0.0012057i,-0.0030286-0.0036265i,-0.0026416-0.0029822i,-0.0034485-0.0024323i,-0.0060972-0.0013717i
-0.04297+0.013583i,-0.10858-0.0048792i,-0.15507-0.026725i,-0.14275+0.016055i,-0.10128+0.11086i,-0.072684+0.15022i,-0.078085+0.09206i,-0.10297+0.0064673i,-0.1053-0.028617i,-0.067816-0.025427i,-0.028572-0.029237i,-0.015328-0.036611i,-0.009453-0.027367i,0.00040737-0.012383i,0.0024025-0.0051615i,-0.00080508-0.0025663i,-0.0015566-0.0014289i,-0.00051917-0.00042714i,0.0017019+0.00057413i,0.0043411+0.0011415i,0.0054103+0.0013186i,0.0043743+0.00032638i,0.0034312-0.0015831i
0.0029653-0.039796i,0.036587-0.094992i,0.09376-0.14376i,0.11144-0.17424i,0.078247-0.2005i,0.044844-0.18874i,0.039206-0.1105i,0.056951-0.020708i,0.063558+0.017111i,0.040951+0.016132i,0.01774+0.015784i,0.012131+0.02053i,0.0072531+0.018859i,-0.0039657+0.01205i,-0.0076448+0.0049765i,-0.0045356+0.0010115i,-0.0021366+0.0010207i,-0.0014364+0.0025264i,-0.0015639+0.0037607i,-0.0017624+0.0036648i,-0.0018398+0.0023391i,-0.00031094+0.00099599i,0.0020239+0.00055032i
0.038957+0.0057768i,0.07365+0.048705i,0.079901+0.11923i,0.046958+0.16855i,0.021456+0.178i,0.01871+0.14366i,0.0081137+0.05978i,-0.024344-0.021366i,-0.044162-0.046593i,-0.02956-0.032585i,-0.010184-0.019501i,-0.0075893-0.016012i,-0.010781-0.013189i,-0.0086539-0.0099869i,-0.0039763-0.006303i,-0.00027355-0.0021163i,0.0013087-0.00062274i,0.00032017-0.00028495i,-8.3017e-05+0.0005184i,0.0016367+0.0001755i,0.0023053-0.00016773i,0.0017914+0.00096318i,0.0017223+0.0023761i
-0.0032694+0.030827i,-0.03812+0.051317i,-0.073631+0.03417i,-0.055595-0.030422i,0.0054153-0.086377i,0.050564-0.075846i,0.069477-0.0067565i,0.080999+0.050901i,0.076919+0.058498i,0.046102+0.039727i,0.012734+0.024813i,0.0001123+0.017922i,0.0024127+0.0087565i,0.0038461-0.0010078i,0.0019223-0.0041438i,0.00022706-0.0031762i,-0.00043355-0.0024141i,-0.00053776-0.0036686i,-0.0018897-0.0057104i,-0.0028866-0.0050627i,-0.0027629-0.0035474i,-0.0032179-0.0035959i,-0.0049193-0.0030301i
-0.016083-0.0063664i,-0.032016-0.034806i,-0.034194-0.051895i,-0.035081-0.0044449i,-0.05259+0.081635i,-0.070031+0.11211i,-0.072415+0.061546i,-0.068349-0.0075017i,-0.059556-0.037319i,-0.037724-0.031926i,-0.013684-0.024786i,-0.003226-0.021373i,-0.00076599-0.010193i,0.0016829+0.0018992i,0.00098083+0.0064063i,1.497e-05+0.0057989i,0.0019851+0.0038692i,0.0031846+0.0028577i,0.0045722+0.0033068i,0.0057348+0.0040562i,0.0056981+0.003661i,0.0053501+0.0018968i,0.0049742-0.0012261i
0.012974-0.017203i,0.04627-0.026455i,0.084363-0.036823i,0.094516-0.067952i,0.085451-0.11013i,0.079974-0.10841i,0.07655-0.047356i,0.075066+0.018178i,0.068521+0.03954i,0.0454+0.029338i,0.020694+0.022928i,0.0074175+0.023987i,-0.00070677+0.018348i,-0.0075496+0.0076147i,-0.0084733-0.00047071i,-0.0058821-0.0037232i,-0.0046474-0.002853i,-0.0047829-0.00074095i,-0.0055325+0.00081229i,-0.0062723+0.001752i,-0.0057359+0.0012439i,-0.003324+0.0011643i,-0.001104+0.0027411i
0.016469+0.0090331i,0.016922+0.046088i,-0.0019627+0.094998i,-0.027672+0.13045i,-0.041389+0.1482i,-0.044829+0.13461i,-0.040803+0.07948i,-0.039122+0.01816i,-0.037254-0.0098061i,-0.024325-0.0085442i,-0.013188-0.0049082i,-0.011534-0.0073585i,-0.0080708-0.0083139i,-0.00095682-0.0066788i,0.0026472-0.0033241i,0.0034614-1.6251e-05i,0.0046521-0.00013605i,0.005841-0.0014892i,0.0054461-0.0024067i,0.0039034-0.0020463i,0.0027702-0.0017075i,0.0019437-0.0016344i,0.00071919-0.00077071i
-0.0052358+0.0071006i,-0.031758+0.00085924i,-0.051549-0.030828i,-0.032945-0.075168i,0.0068179-0.097555i,0.028698-0.074314i,0.026294-0.015622i,0.025514+0.034576i,0.027318+0.048458i,0.016739+0.034299i,0.0030412+0.017631i,0.0012636+0.011508i,0.0058024+0.0089871i,0.0067036+0.0048396i,0.0038137+0.001776i,0.00043895+0.00082061i,-0.0005165+0.00010588i,-0.000842-0.0014567i,-0.00014624-0.0025898i,0.00087096-0.0016072i,0.00068696-0.0007507i,-8.0765e-05-0.0016089i,-0.0011045-0.0027445i
0.0026529-0.0094696i,0.0089482-0.025434i,0.020719-0.026518i,0.010959+0.010035i,-0.028014+0.051601i,-0.057843+0.046835i,-0.057688-0.00014914i,-0.052473-0.038317i,-0.048894-0.045194i,-0.034601-0.032742i,-0.017214-0.020921i,-0.0098584-0.012434i,-0.00949-0.0013042i,-0.0079143+0.0077787i,-0.0058187+0.0090775i,-0.0045552+0.0067577i,-0.0021284+0.0055399i,0.00035792+0.0059465i,0.0014814+0.0069616i,0.0021306+0.0060239i,0.0024096+0.0045843i,0.0027253+0.0041414i,0.0035929+0.0034111i
0.010592-0.00176i,0.026095+0.0065279i,0.041143+0.010573i,0.050791-0.015305i,0.0699-0.059727i,0.088728-0.068531i,0.08229-0.033143i,0.061833+0.0058255i,0.044056+0.021157i,0.027814+0.016624i,0.014157+0.01097i,0.0068037+0.0083726i,0.0010437+0.0020336i,-0.0050163-0.0045448i,-0.0050255-0.0064306i,-0.0024832-0.0063261i,-0.0034144-0.0060709i,-0.0056351-0.0058093i,-0.0070918-0.0037245i,-0.0064666-0.001651i,-0.0042635-0.0019187i,-0.0031694-0.0022595i,-0.0031901-0.00044881i
0.0087382+0.0063704i,-0.0010435+0.022963i,-0.022264+0.044447i,-0.040979+0.066271i,-0.049492+0.081365i,-0.047106+0.070206i,-0.033089+0.02972i,-0.025966-0.01237i,-0.025813-0.02817i,-0.018967-0.018728i,-0.010201-0.0072037i,-0.0042011-0.0039349i,0.0013039-0.0029374i,0.0058708-0.0019267i,0.0051775-1.892e-05i,0.0042154+0.0017782i,0.0070967+0.0023246i,0.0092392+0.0021155i,0.0087378+0.00033135i,0.0055364-0.0012039i,0.0033087-0.00033409i,0.0031836-0.00023673i,0.0024534-0.0012365i
0.0019202+0.00034783i,-0.00759-0.012308i,-0.010068-0.039256i,0.0072038-0.065621i,0.036911-0.074794i,0.056222-0.055656i,0.053232-0.020908i,0.041327+0.0053494i,0.030252+0.014836i,0.017388+0.011478i,0.0066433+0.0083628i,0.0032493+0.010626i,0.0042887+0.011994i,0.0038984+0.0095616i,0.0025996+0.0059143i,0.0022426+0.0039322i,0.00072042+0.0022146i,-0.0013229+0.00058099i,-0.0013962+0.00094643i,-0.00052967+0.001195i,-0.0003833-1.1459e-05i,-0.00083751-0.001136i,-0.00076203-0.0025183i
0.0046037-0.0012069i,0.01643-0.0010293i,0.028616+0.011084i,0.019117+0.034073i,-0.0077738+0.047988i,-0.022919+0.035663i,-0.016036+0.0056437i,-0.010539-0.020388i,-0.012393-0.028241i,-0.0099394-0.019459i,-0.0061763-0.0091375i,-0.0078685-0.0044387i,-0.010066-0.0021351i,-0.0081645+0.00022912i,-0.0051171+0.0016244i,-0.0039034+0.0020564i,-0.0029531+0.0026359i,-0.0021013+0.0028861i,-0.0022926+0.0026295i,-0.0022067+0.001451i,-0.0019114+0.0013946i,-0.0004712+0.0021691i,0.0014261+0.002876i
0.0023817+0.0024195i,0.0033233+0.01358i,0.0020124+0.019331i,0.011851+0.0036403i,0.041871-0.018128i,0.063926-0.011883i,0.056877+0.013421i,0.041829+0.027147i,0.031494+0.027633i,0.02092+0.023075i,0.011202+0.016667i,0.0074387+0.0092863i,0.0072793+0.0013534i,0.0048416-0.0035103i,0.0008816-0.0031358i,-0.00053084-0.0021362i,-0.00073861-0.0028301i,-0.00066783-0.0047389i,-0.00012028-0.0060955i,0.00039908-0.004923i,0.0006147-0.002998i,-0.00014073-0.0023904i,-0.0011769-0.0017715i
0.0025236-0.0012042i,-0.0055003+0.0014929i,-0.020007+0.005793i,-0.034276+0.018128i,-0.048439+0.035044i,-0.056308+0.031924i,-0.047184+0.0090222i,-0.034209-0.0096776i,-0.02743-0.013769i,-0.020781-0.0062098i,-0.014374+0.00047385i,-0.0089843+0.0024017i,-0.0035772+0.0039836i,0.0015107+0.002332i,0.0020136-0.00090272i,-0.00061952-0.00036079i,-0.00088759+0.002825i,0.0014945+0.0068067i,0.0044286+0.0073705i,0.0038874+0.0045433i,0.0019062+0.0025908i,0.0017933+0.0015736i,0.0015752+0.00024521i
0.0019669-0.0028235i,0.0035837-0.0092534i,0.0099735-0.023144i,0.022674-0.03643i,0.037642-0.040135i,0.042645-0.030952i,0.031316-0.014542i,0.017952+0.0013311i,0.010905+0.0096721i,0.0066293+0.0079181i,0.0048397+0.0036051i,0.0045467+0.0013214i,0.0024811+0.0011028i,0.00016705+0.0026139i,0.00064696+0.0041642i,0.00013005+0.002764i,-0.0022352+0.00020595i,-0.0036037-0.0013471i,-0.0036771-0.0012679i,-0.0019576-0.00092134i,-0.0012057-0.0017083i,-0.0018055-0.0022669i,-0.00057289-0.0018562i
0.0016965+0.0035741i,0.0078398+0.010431i,0.013109+0.023388i,0.0039036+0.033532i,-0.016773+0.030789i,-0.025546+0.011737i,-0.019424-0.0093495i,-0.017313-0.020035i,-0.018313-0.020127i,-0.012705-0.0127i,-0.0046344-0.0062057i,0.00060098-0.0059014i,0.0016032-0.0085458i,-0.00030813-0.0094996i,-0.0025563-0.0086439i,-0.0041498-0.0070639i,-0.0043019-0.0047664i,-0.0021723-0.0020833i,-0.00062052-0.00081195i,-0.0019327+7.7511e-05i,-0.0027296+0.00094101i,-0.0012542+0.00090355i,-0.00031746+0.0015743i
0.0036873-0.0022858i,-0.0018237+0.0028818i,-0.0070509+0.0038432i,0.00077463-0.0067729i,0.020833-0.015307i,0.033764-0.0081346i,0.029116+0.0035399i,0.019574+0.0093731i,0.014672+0.011502i,0.010828+0.012149i,0.0078173+0.012882i,0.0094921+0.012393i,0.011405+0.0097699i,0.0084603+0.0075114i,0.0038268+0.0059513i,0.0020623+0.0028997i,0.0033886-0.00048176i,0.0044574-0.0021601i,0.0040565-0.0021746i,0.0032582-0.00057632i,0.001847+0.00047752i,-0.00036565+0.00080965i,-0.0010678+0.00076245i
