-0.002622+0.001005i,-0.0013267+0.00063637i,-0.0016592+0.0011801i,-0.0006168+0.0014712i,0.00025601+0.0014263i,-0.00057221+0.0012298i,-0.0015191+0.00095594i,-0.00076257+0.001374i,0.00069131+0.00108i,0.001187+0.00020604i,0.00072213-6.9492e-05i,0.00075242-0.00027221i,0.00072495-0.0007275i,-0.00033426-0.0006084i,-0.0012912-0.00018385i,-0.0009949-0.00020123i,-0.00027296-0.00069443i,-3.0039e-05-0.0010692i,0.00022329-0.00088055i,-4.1261e-05-0.00027684i,-7.0304e-05-0.0002906i,0.00051325-0.00067988i,0.00047323-0.00067879i
0.00045484-0.002613i,0.00049406-0.0023499i,0.00053253-0.0033739i,-0.00014172-0.0030688i,-0.00042145-0.0013848i,2.1881e-05-0.00032407i,0.00063993-0.00024154i,0.0008012-0.00028654i,0.00087414-5.199e-05i,0.00020887-0.00018194i,-0.00093706+2.5444e-06i,-0.0013892+0.00083195i,-0.0011699+0.00042798i,-0.00017039+0.00046742i,0.0002241+0.00070955i,0.00067766+0.00021871i,0.00043357+0.00028822i,-0.00045161-0.00051448i,-0.00044594-0.00082876i,-0.00047842+0.00037305i,-0.00035713+0.0016764i,-0.00088837+0.0015486i,-0.00069537+0.00035985i
-0.00087383-0.0018466i,-0.0012377-0.0014013i,-0.0032693-0.00081648i,-0.0026758-0.00020915i,-0.00029869+0.0004559i,0.00054213+0.0001231i,0.00011075-0.00014901i,4.2171e-06-0.00021462i,0.00022304-0.00027365i,0.00038805+0.00022033i,0.0006167+0.00032857i,0.00038706+0.00058575i,0.00030014+0.00058006i,0.00062829+0.00020649i,0.00014341+0.00037239i,-0.00037784+0.00042026i,-0.00060145+0.00019132i,-0.0011258-0.00014491i,-0.0006802-0.00052238i,-0.00021842-3.2092e-05i,-0.00075628+0.00032881i,-0.0013585-0.0004536i,-0.00063311-0.00061563i
-0.0024198+0.0017952i,-0.0020386+0.0019137i,-0.00065867+0.0026i,0.00045586+0.0018131i,0.0011938+0.00087167i,0.0012427+0.00050497i,0.00078368-0.00024333i,-8.1397e-05-0.000794i,-0.00044176-8.6874e-05i,0.0011364+0.00055962i,0.00178+0.00033074i,0.0013196-0.00012813i,0.0013089-1.0829e-05i,0.00053515-1.9283e-05i,-0.00018123-0.00086389i,-5.572e-05-0.00034323i,-0.00031888+0.0007226i,-0.00037531+0.00070138i,-0.000205+0.00071616i,4.3583e-05+0.00025622i,0.00022704-0.00033553i,0.00016408-0.00029291i,0.00046046+0.00025365i
-0.00034812+0.00060606i,0.00041553+0.0019025i,0.0026818+0.0024817i,0.0026351+0.001488i,0.0012724+0.00095674i,-2.9665e-05+0.00053672i,-0.001136-4.939e-05i,-0.0013298-0.00046365i,-0.00031365-0.00049508i,0.00062138-0.00024697i,-0.00024498-0.00051393i,-0.001365-0.00054769i,-0.0010792-4.439e-05i,-0.00054778+1.9608e-05i,-0.0011576-0.000108i,-0.0011088-0.00033696i,-0.00018349-0.00039441i,0.00048901+0.00020551i,-0.00014594+0.00027138i,-0.00086815+0.00043337i,-0.00029249+0.00099621i,-0.00012239+0.00070619i,-0.00014434+0.00023529i
-0.00056096+0.00055154i,-0.00040883+0.00011927i,0.00069668+0.00032167i,0.0014229+0.00015469i,0.0010767-0.00042646i,0.00028042+0.00026274i,-6.317e-05+0.00026411i,2.2585e-06-0.0002737i,-0.00026667-0.00031978i,-0.00020403-7.6813e-05i,0.00017376+0.00019906i,0.00017856+0.00046876i,-2.4754e-05+0.00054818i,-0.00044693+0.00018826i,-0.00053555+0.0002817i,-9.1882e-05+0.0011311i,0.0012853+0.001379i,0.0014453+0.00014707i,0.00021023-0.00075195i,0.00018173-0.0010925i,0.00041315-0.00069105i,-0.00017595+5.432e-05i,-0.00051167-0.00010729i
-0.002458+0.002141i,-0.0022193+0.0020389i,0.00017721+0.0023213i,0.0022092+0.0023617i,0.0024074+0.0012189i,0.0016654+1.0953e-05i,0.00089458-0.00068325i,0.00059787-0.0003369i,0.00045239-0.00033797i,0.00060042-0.00028203i,0.00072327+0.00010481i,0.0011361-0.00026374i,0.001567-0.0012084i,0.0003876-0.0011771i,-0.00016094-0.0006472i,0.00022615-0.00025778i,0.00017805-0.00013056i,0.00070051-0.00073038i,0.00010388-0.0008265i,-0.00084226-0.00049239i,-0.0010111-0.00010532i,-0.00071614+7.0031e-05i,-0.00053432+0.00013205i
0.0012583+0.00086047i,0.00106+0.00086478i,0.0021973+0.00020463i,0.0025498-0.00037939i,0.0014564-0.0010154i,-0.00033681-0.00092711i,-0.00036876-0.00090258i,0.00088049-0.0013401i,0.001367-0.00044571i,0.0013536+0.00033617i,0.0007473-6.2117e-05i,-9.5718e-05-4.1742e-05i,-0.00064301+0.00086626i,-0.00063858+0.0010901i,-0.0007012+0.00038448i,-0.00055476+0.00042222i,-0.00047833+0.00019438i,-0.001009-0.0010547i,-0.0011008-0.0013668i,-0.00033412-0.0016746i,-0.0001558-0.0012748i,-0.00022577-0.00079218i,0.00058966-0.00094106i
0.00062414-2.1953e-05i,0.00089514-0.00017384i,0.0014525+0.00067202i,0.001624+0.00036443i,0.0011923-0.0013557i,0.00032158-0.0019244i,-0.00044654-0.00060692i,6.0207e-05+0.00047348i,0.00067454+0.00043111i,-0.00011029+0.0006583i,-0.0012774+0.00033056i,-0.00071992-0.0001784i,0.00015855-0.00032849i,0.00020571-0.00012155i,0.00027833+9.4213e-05i,8.7823e-05-0.00039409i,-0.00041768-0.00064922i,-0.00025986-0.00042808i,-0.00066266-0.00031846i,-0.00069065-0.00056292i,0.00024501-0.00052927i,9.5525e-05-0.00046452i,-0.0001373-0.00076353i
-1.7014e-05-0.00050823i,-0.0014335+0.00066723i,-0.00091091+0.001134i,0.00068845+0.00090018i,0.0013125+0.00075694i,0.0011255-0.00017698i,-0.0001332-0.00026429i,-0.00065495-8.6408e-05i,3.0626e-06+0.00012397i,-3.9736e-05+0.00086096i,0.00037578+0.00070628i,0.00056536-4.1968e-05i,0.00047956-0.00045784i,7.9159e-05-0.00049141i,-0.00079293-0.0003106i,-0.00076356-6.843e-05i,-0.00021699-0.00047768i,0.00020118-0.00048559i,0.00051323-4.1613e-05i,0.00012586-0.00019493i,-0.00024805-0.00060806i,-0.00046423-0.00076082i,-0.00083495-0.00045599i
-8.0371e-05+0.00011643i,0.00028613-0.00054263i,0.00062688+0.0010975i,0.00095326+0.0010071i,0.0014994+0.0007605i,0.0011457+0.00027246i,0.0002354-0.00054806i,-0.00025315-0.00048199i,-0.00098672-0.00027723i,-0.00049444-0.00033051i,0.00034483+0.00011731i,0.00061978+0.00023567i,0.0005647+0.00031082i,-0.00014359+0.00010879i,-0.00039308-0.00022449i,-0.000155-0.00046021i,-0.00044341-0.00041606i,-0.00013069+6.3527e-05i,0.00022829+0.00095381i,-0.00037933+0.0011468i,-0.00066448-4.7347e-05i,0.00018559-0.00074791i,-8.7505e-05-0.00051429i
-0.00035305-0.0004886i,-0.00016493-0.00012663i,0.00015017+0.00075952i,0.0010802+0.001011i,0.0013523+0.0014394i,0.00081807+0.0012387i,0.00034481+0.00036945i,-0.00021774-0.0001783i,4.4371e-05-0.00039932i,-0.00019304+0.00026257i,-0.00097848+0.00046718i,-0.00033658-0.0001647i,0.00011392-0.00069416i,0.00023591-0.00051131i,-0.00058787-0.00039276i,-0.0012208-0.0002194i,0.00025944-9.9605e-05i,0.0011939+3.4388e-05i,0.00077001+0.00053761i,0.00033825+0.00082821i,-0.00021008+9.4411e-05i,-0.00013725-0.00070126i,-0.0002791-0.00067676i
-0.00031478-0.00015622i,-5.5084e-05+0.00056351i,0.00018347-0.00034189i,0.00043672-0.0010981i,0.00066121-0.00042869i,-0.00015549+0.0012345i,-0.00064468+0.0016268i,-0.00014926+0.00087173i,6.6179e-05-6.7513e-05i,6.5463e-05-0.00047327i,0.00021229+0.00021616i,0.00048888+0.00039812i,0.00088459+5.9868e-06i,-4.4297e-05+3.1248e-05i,-0.0014004+0.00051843i,-0.0012981+0.00046526i,-0.00083493-0.0002408i,-0.0007692-0.00040194i,-0.0012093+2.804e-06i,-0.0013095+0.00037695i,-0.00094604-0.00018433i,-0.00029747-0.00025072i,3.5159e-05+0.0003904i
-0.00080653-0.00108i,-0.00068177-0.0016517i,0.00043131-0.00086826i,0.0013425-2.7105e-05i,0.0014862+0.00017649i,0.00080162+6.698e-05i,-3.2255e-05-0.0002314i,0.00012579-0.0002273i,3.832e-05-2.849e-05i,0.00049696-0.00033684i,0.0010007-0.0008501i,0.00066707-0.00080754i,1.6501e-05-0.00042649i,-0.00052434-0.00033345i,-0.00053579-8.9822e-05i,-0.00059214+0.00039923i,-0.001032+0.00033266i,-0.0011331-0.0004458i,-0.00056478-0.0010306i,-0.0004114-0.00018926i,-0.00060951+0.00086674i,-0.00028575-0.00010733i,2.8465e-05-0.00053241i
-0.00083973+0.00025508i,-0.00035366+0.0011535i,-0.00011494+0.00081354i,0.00021101+0.00090076i,-9.9347e-05+0.00078738i,-0.00096413+0.0006646i,-0.0011263+0.0006615i,-0.00044056+0.0006125i,-0.00035721+0.00018685i,-0.00088978+0.00016752i,-0.00092411+0.00084241i,-0.00026139+0.00044553i,0.00017361+0.00011608i,0.00020626+0.00018594i,-0.00017037+0.00047764i,-0.00018293+0.00055824i,0.00063729-0.00010087i,0.00079742-9.0129e-05i,-0.00026074-3.2114e-05i,-0.00028142-0.00029357i,0.00021829-0.00046267i,0.00042401-0.00017523i,0.00013145+0.00010951i
0.00045336+0.0016918i,0.00018718+0.0013261i,0.0011322+0.0016904i,0.0018357+0.0014689i,0.0017585+0.00011053i,0.00090361-0.0014734i,0.00016159-0.0014194i,-0.00045407-0.00047415i,-0.00048362-0.00068049i,0.00071145-0.0010027i,0.00029293-0.00050301i,8.9177e-05+7.945e-05i,-0.0002229-7.286e-05i,-0.00076199-0.00069388i,-0.00018454-0.00062921i,-0.00040964-3.3568e-05i,-0.00097348+0.00080509i,-0.0016497+0.0014908i,-0.0017673+0.0011233i,-0.0011688+0.00037377i,-0.00051677+0.00019679i,-0.00061825-3.5077e-05i,-0.00098845-0.00071144i
-0.00029618+0.0024972i,-1.6364e-05+0.0014957i,0.0021274+0.0026812i,0.003658+0.0028829i,0.0034742+0.0012152i,0.0013905+3.9137e-05i,-0.00036561-0.00036756i,-0.00031259-0.00068451i,2.9859e-05+0.00028757i,-0.0001224+0.00084614i,0.00042664+0.00069074i,0.00087356-5.818e-05i,0.00052393-0.00047885i,0.00037489-0.00046372i,0.00024562-0.00058484i,-0.001062-0.00024749i,-0.00090038-0.00044555i,-3.2098e-05-0.0010507i,-0.0001588-0.0011205i,-0.00016682-0.00033042i,-0.0003481-0.00035662i,2.3748e-05-0.00081448i,0.00050427-0.00045308i
0.0026629-3.8767e-05i,0.002515+0.0002722i,0.0015207+0.00091731i,0.0001851-0.00033078i,0.00039814-0.0011286i,0.00081653-0.0011568i,0.00045379-0.00028177i,0.00021124+0.00016098i,-0.00014405-0.00035612i,-0.00012853-0.00021839i,0.00022723+0.00044021i,0.00032541+0.0010494i,0.00016773+0.0016274i,-2.6669e-05+0.0010892i,-0.00029804-6.4849e-06i,-0.00039586-0.00045275i,-0.00023488-0.00045984i,-0.00036485-0.00018566i,-0.00068231-0.00028207i,-0.00067995-0.00041483i,-0.00050775-0.00037574i,-0.00055489-0.00026531i,-0.00053761-0.00016966i
-0.0018744-0.00085466i,-0.0022722-0.0005235i,-0.0014165+0.00040607i,0.0001329+0.00048234i,0.00062288+0.00060304i,0.00057657+0.0010859i,0.00012593+0.00082995i,-0.00023933+0.00043216i,-0.00043711+0.00022315i,-0.00093418-0.00012032i,-0.00093523-0.00063087i,-0.0007056-0.00057937i,-0.00061593+0.00033641i,-0.00047242+0.00041061i,-0.00025297-6.0049e-05i,-0.0005522+0.00024544i,-0.00051582-0.00028816i,-0.00018282-0.0010975i,0.00024677-0.00028104i,0.00076244+0.00021315i,0.00036505+0.00024253i,-8.3474e-05+0.00060941i,-0.00026668+0.0010484i
0.0019945+0.00056025i,0.0020704+0.00048451i,0.0019048+0.00066754i,0.0022249+0.0013434i,0.0011376+0.0009454i,-0.00027052+1.3423e-05i,-0.00058557-0.00016759i,7.8029e-05-7.7298e-05i,0.00046208-0.00057134i,0.00055394-0.00059231i,0.00061811-0.00040618i,-1.6733e-05-2.654e-05i,-9.8736e-05+0.00029567i,-0.00022389+0.00034069i,-0.00079919+0.00049544i,-0.00113+0.00043912i,-0.00060739+0.00026601i,-0.0002351+0.00063305i,-0.00036533+0.00059452i,-0.00011938+7.0036e-06i,-0.00060577+5.8034e-05i,-0.00058246+0.00057739i,-0.0001869+0.00067806i
0.00058168-0.0013805i,0.00082674-0.002791i,0.0021095-0.0033515i,0.0015449-0.0025762i,0.001318-0.001299i,0.00095778-0.00041918i,0.00024154-3.4344e-05i,0.0005279-0.00011981i,0.00092672-0.00010165i,0.00070332+0.00034137i,-0.00028172+0.00056228i,-0.00031538-0.00037969i,0.00024896-0.00020762i,0.00016594+0.00058357i,-0.00035485+0.00019878i,-0.00044157+0.00024796i,0.00062334-0.00025172i,0.00044288-0.00040385i,-0.00066203+0.00090813i,-0.00028056+0.00050798i,-0.00027573-6.4768e-05i,-0.00068618+0.0001515i,-0.0005446-0.00014802i
-0.0014144-0.0011649i,-0.0013146-0.00022526i,-0.00046717+0.0013158i,0.00030392+0.0015945i,0.00058399+0.0013753i,0.00053838+0.00066061i,-0.0001754+0.0002789i,-0.0006463+0.00066115i,-0.00058098+0.00052976i,-0.00029273+0.00105i,0.00064867+0.0009792i,0.00078605+0.00027242i,0.00015981+0.00029079i,-7.3956e-05-0.00013322i,0.00028199+0.00031178i,0.00062284+0.00081862i,0.00025299+0.00026922i,-0.00040385+0.00014005i,-0.00067185+0.00090357i,0.00047147+0.00081423i,0.0010062+0.00013643i,0.00045854-0.00049965i,0.00043926+4.3246e-05i
0.0011747+0.00078362i,0.0011204+0.000351i,0.0010222+0.0014435i,0.0013345+0.0016406i,0.0018691+0.00074702i,0.001937+0.00029238i,0.0014119-0.00017286i,0.0010491-0.00072814i,0.00041404-0.00040181i,-0.00054481-0.00036162i,-0.0012845-0.00050164i,-0.0010328+0.00010764i,-0.00039974+0.00018709i,-0.00049283+0.00045024i,-0.00059951+0.00079504i,-0.00029784+0.00074468i,-0.00015607+0.00046866i,-0.00076276-0.00010847i,-0.0007979-4.8154e-05i,-0.00055135+0.00057662i,-0.00068831+0.0010293i,-0.00077889+0.00064182i,-0.00031739-0.00024695i
-0.00026592-2.5334e-05i,0.00078943-0.0012215i,0.0018106+0.00065826i,0.0017944+0.0008919i,0.00083944-0.00013718i,0.00052417-0.00012544i,0.00024932+0.0005773i,8.8932e-05+8.9166e-05i,-0.00031184-0.00044925i,-0.00076517+0.00013027i,-0.0010108+0.00096778i,-0.001233+0.0010427i,-0.0011213+0.0012096i,-0.00081072+0.0011031i,-0.00048674+0.00090321i,0.0001402+0.00092435i,0.00022741+0.00023771i,2.3814e-05-0.00066707i,7.1727e-05-0.00069201i,-0.00026891+0.00018469i,-0.000644+0.00034845i,-0.00065759+8.8096e-06i,-0.00068511-0.00012811i
-0.00017357+0.0015927i,6.559e-05+0.0012776i,0.0019824+0.0022842i,0.0028529+0.0022064i,0.0025138+0.00067579i,0.001067+0.00013706i,-0.00044336+0.00050452i,-0.00052836+0.00089513i,0.00028108+0.0011427i,0.00046806+0.00095801i,0.00034507+0.000295i,-0.00012829-0.00023994i,-0.00015593-0.00084289i,-0.00011208-0.0010236i,-0.00062611-0.00020284i,-0.00066081-1.9754e-05i,-0.00070358+0.0001618i,-0.00098982-0.00018282i,-0.00028494-0.00079439i,0.00019631-0.00031943i,-0.00022938-0.00037858i,-0.00020635-0.00062851i,-0.00023221-0.00074238i
-0.0021724+0.00072834i,-0.0020076+0.0011688i,-0.0020583+0.00018493i,-0.0004053+0.00028506i,0.00079077+0.00065771i,0.0003165+0.00011385i,8.3976e-05-0.00076478i,0.00022167-0.0011331i,0.00017856-0.00029439i,0.00052725+0.00050042i,0.00078288+0.00011561i,0.0010579-0.0010895i,0.00079819-0.0014348i,0.00073117-0.00061812i,0.00098951+9.7864e-06i,0.00029723-0.00030061i,-0.00032105-0.00046225i,-0.00032753-0.000285i,-0.00049505-0.00073601i,-0.00059018-0.0010628i,-0.00085523-0.00070598i,-0.0010376-0.00017217i,-0.00069302-0.00033316i
-0.00054866+0.0013492i,0.00048124+0.0033517i,0.0013315+0.0029897i,0.0019512+0.0018848i,0.0016678+0.00063862i,0.0010193-0.00049191i,0.00068172-0.00089131i,0.00021764-0.00075006i,0.00055663-0.00011646i,0.00059256+0.00013135i,0.00062876-0.00012642i,0.00052585-0.00033446i,-0.00044127-0.00013887i,-0.0010482-0.00053432i,-0.0013219-0.00065728i,-0.0013208+5.4795e-05i,-0.00053201-0.00013082i,-4.999e-05-0.0010364i,-0.00043259-0.00084716i,-0.00093994-0.00054808i,-0.00088816-0.00057284i,-0.00079247-0.00041923i,-0.00010989+0.00019671i
0.00049869-0.00044896i,0.00049671-0.00099682i,0.00068717-0.0017374i,0.00057024-0.0010672i,0.00014478-0.00073212i,-0.00091472-0.00081657i,-0.001242-0.00073019i,-0.00069864+1.1573e-05i,-0.00059934+0.00056335i,-0.00047051-0.00018173i,5.4092e-05-0.00077814i,-0.00037977-0.00052716i,-0.00074948-2.9878e-05i,-0.00045335+0.0010422i,-0.00066019+0.0019777i,-0.00096597+0.0010909i,-0.0005231+0.00014567i,-0.00091955+7.5733e-05i,-0.00082658+7.4267e-06i,0.00016989+0.00083578i,0.00030703+0.0010069i,0.00014426+0.00069736i,0.00038385+0.00048799i
-0.0002752-0.002517i,-0.00018239-0.0020443i,-0.00089652-0.0013333i,-0.0015974-0.00013056i,-0.00086562+0.00067656i,-0.00015414+0.00033868i,-0.00060725+0.00039365i,-0.0011038+0.00043555i,-5.5154e-05-0.00019039i,0.00038656-0.0003614i,-7.9798e-05-0.00040919i,-0.00018406+2.2833e-05i,-7.2769e-05+0.00059562i,-1.2979e-07+4.8928e-05i,0.00018969-0.00035673i,0.00025332+3.2907e-05i,0.000151+0.00051835i,0.00015712+0.00087954i,6.0852e-05+0.0012296i,-0.00039278+0.00055612i,-0.0002575-0.00043591i,-0.00026571-0.0006226i,6.2348e-05+0.00029979i
-0.00025133-0.0002279i,0.00023672-0.00040402i,0.0010168-0.00098454i,0.0010544-0.00028214i,0.00087738-0.00031532i,-0.00020033+0.00020561i,-0.00051442+0.00069758i,0.00012505-0.00025606i,-0.00044009-0.00090155i,-0.00015178-0.00073808i,0.00039122-0.00033574i,7.0718e-06+0.00022154i,1.9461e-05+0.00025439i,1.2079e-05-0.00017714i,-0.00073414-0.00024201i,-0.00081244+0.00016106i,-0.00036639+0.00039742i,-0.00036615-0.00049158i,-0.00050461-0.00032775i,-0.00034907+0.00026163i,-1.4931e-05-0.00042719i,-0.00037432-0.0010457i,-0.0010703-0.00095022i
0.00041656+0.0008382i,-2.0341e-05+0.00053191i,-6.1869e-05+3.2694e-05i,0.00089525+7.3493e-06i,0.00067952+0.00013493i,-4.4748e-05-8.3342e-05i,0.00035511-0.00048355i,0.001024-0.00016666i,0.0010313+0.00039911i,0.0013323+0.00061459i,0.0014643+0.00046805i,-0.00010891-0.00022275i,-0.00086566-9.1885e-05i,-0.00019982+0.00030178i,2.1985e-05+0.0010684i,0.00032877+0.00086218i,0.0012706+0.00019337i,0.00063178+0.00060303i,-0.00053396+0.0009068i,-0.00062914+0.00055391i,-0.00054395+0.00061575i,-0.00074198+0.00040206i,-0.00059072-0.00040147i
0.001149+0.00057172i,0.00082991-0.00060255i,0.0012617-0.0026243i,0.0018005-0.0017715i,0.00085078-0.00041079i,-0.00042589-0.00078109i,-0.00025385-0.00085294i,0.00045021+0.00047799i,0.00085647+0.0006981i,0.00057334-6.0998e-05i,0.00011579-0.00031605i,-0.00029253-0.00015297i,-0.00091479-0.00018112i,-0.0010033-4.8591e-05i,-0.00058052+0.00018104i,-0.00094002-7.7364e-05i,-0.0010521-0.00040301i,-0.00040589-0.00038014i,0.00037695+0.00040644i,-0.00011669+0.0010177i,-0.00088294+0.00041643i,-0.00093018+0.00022475i,-0.00063887+0.00062486i
-0.00028154+0.0012213i,0.00022893+0.00076234i,0.00035542-8.866e-05i,0.0012761-7.7772e-05i,0.0015953+0.00068157i,0.0015226+0.00026392i,0.001232+0.00060107i,0.00045422+0.0010793i,-9.8976e-05+0.0003962i,0.00095276+0.00013879i,0.0022188+0.00061628i,0.0016306+0.00014475i,0.00014421-0.00078906i,-0.00072312-0.0010248i,-0.00026708-0.00047348i,0.00031238+0.00018527i,0.00016356+0.00040213i,0.00011313+0.00025424i,0.00056808+0.00051846i,0.00051657+0.00013715i,0.00031429-0.00050046i,9.4451e-05-9.0443e-05i,0.00036883+0.00033183i
0.0013042+0.0012482i,0.00014336+0.00091439i,0.0011566+0.0011554i,0.0023352+0.00090723i,0.0027593-0.00040508i,0.0016501-0.0012995i,0.00028684-0.0011838i,7.0696e-05-0.00080603i,0.00051427-0.00012545i,0.00059577+0.0005658i,0.00035201-6.7155e-05i,-0.00027454-0.00032971i,-0.00031553-0.00012454i,3.4951e-05+0.00010722i,1.2516e-05+0.00061149i,-1.1522e-05+0.00094084i,-0.00025402+0.00083104i,-0.00040478+9.4288e-05i,-0.00031302-0.00024033i,-6.6494e-05-0.00025443i,0.00017354+2.1301e-05i,-0.00020752-0.00020137i,-0.00042698-0.00065867i
0.0015158+0.0010589i,0.0015673+0.0018386i,0.0014022+0.00053665i,0.001341-0.0003105i,0.0011689-0.00095329i,0.00090844-0.00079267i,0.00025843+4.8943e-05i,-0.0001509+0.00025114i,0.0001629+9.271e-05i,0.00043764-0.00024868i,0.00034836-0.00041401i,-0.0001507-0.00087279i,-0.00080497-0.00068851i,-0.00072502-3.8936e-05i,-0.00098577+0.00064024i,-0.0011792+0.00061581i,-0.0012301+0.00021433i,-0.0013559+0.00061922i,-0.0008371-9.5321e-05i,-0.00086954-0.00070047i,-0.001327-0.00054234i,-0.0010794-0.00083474i,-0.00076949-0.00050146i
-0.00015996+0.00091466i,-0.00086067-3.4758e-05i,0.00011328-0.00027092i,0.00097317-5.6113e-05i,0.0013385+9.94e-05i,0.0011833+1.4041e-05i,0.00087637-0.00064101i,0.00042773-0.00048949i,-0.00026855+0.00029231i,-0.0002251-6.7473e-05i,0.00019226-0.0005i,0.00020206-0.00041034i,-0.00012894-0.00039598i,-0.0010662+0.00012773i,-0.00084547+0.0002997i,0.00032222+0.00014681i,0.00051221-0.00017425i,0.00058562-0.00095169i,0.00074361-0.00092165i,0.00049394-0.00024724i,0.0004462+8.4267e-05i,0.00043597-0.0003089i,0.00031219-0.00046331i
-0.00061171+0.00051316i,0.00033936+0.00054927i,0.00059891+0.0021802i,0.0014179+0.0019007i,0.0021416+0.0006546i,0.00067853-0.00036445i,-0.00072974-0.0003629i,-0.00075375+0.00014201i,-0.00032084+6.7181e-05i,0.00072256+8.7266e-05i,0.001377-4.3565e-05i,0.0015591-0.00075492i,0.0011286-0.00099653i,0.00066396-0.00041594i,0.00096521+8.9825e-05i,0.00057753-0.00034814i,-0.00043429-0.001286i,-0.00037045-0.0011504i,-0.00015847-0.00068257i,-0.00095251-0.00035397i,-0.0012314+0.00014498i,-0.00059896-8.3188e-05i,5.508e-06+7.7841e-05i
-0.00037366-0.0020002i,-0.00065121-0.00070472i,-0.0010622-0.00026285i,-0.00069843+0.00021592i,-0.00080284+0.0010222i,-0.001044+0.00048272i,-0.000464-0.00031667i,-0.00039277-0.00055182i,-0.00056867-0.00085127i,-0.00042415-0.00075398i,-0.00027617+0.00032115i,9.3858e-05+0.0014932i,0.00033348+0.0012866i,-0.00038969+0.00064357i,-0.0010975+0.0006537i,-0.0011602+0.0011203i,-0.00090487+0.00077059i,-0.00011943-0.00062804i,0.00064519-0.0011498i,-0.00011276-0.00081007i,-0.00041932-0.00021516i,-0.00016598+8.0735e-05i,-0.00057341-1.3058e-05i
-0.002941-0.0022331i,-0.0043763-0.0018995i,-0.0051804-0.00076575i,-0.0033885+4.5154e-05i,-0.00075209+0.0005583i,0.00030087+0.0013145i,0.00067545+0.0010361i,0.0010405+0.00046308i,0.00017057+0.00049688i,-0.00018914+0.00012285i,0.00035006+4.5872e-05i,-0.00019634+0.00057329i,0.00016287+0.00042763i,-0.0002726-2.9632e-05i,-0.0011008-0.00083207i,-0.00014584-0.0007996i,0.00067368-0.0010135i,-8.2864e-05-0.0014849i,-0.0013428-0.00087154i,-0.0012114-0.00065961i,-0.00083805-0.00077669i,-0.00021308-0.00033134i,0.00064653+0.00061134i
0.0018959-0.0022452i,0.0019602-0.0017362i,0.0021197-0.00058846i,0.0008692+0.00010659i,-0.00081951+0.00065651i,-0.00096379+0.00034485i,-0.00012987-0.00045887i,-7.6236e-06-0.00011166i,-0.00038681+0.00025491i,-0.00051774+0.00024219i,-0.00051523-2.6628e-05i,-0.00026548-5.743e-05i,0.00046127+0.00043016i,5.1734e-05+0.00094406i,-0.00058566+0.00083939i,-0.00011995+0.00046475i,-1.9003e-06+0.00038002i,-0.00046477+4.9509e-05i,-0.00079255-0.00071636i,-0.0004399-0.00094778i,1.9532e-05-0.00078213i,5.487e-05-0.00058249i,-0.00018942+0.00022205i
-0.00045918+0.0011576i,-0.00028199+0.0016609i,-0.00043763+0.0015667i,0.00077899+0.0016468i,0.0015595+0.0010903i,0.00065402-0.00022424i,-0.00012139-0.00034686i,-0.00027365-0.00077531i,0.00018846-0.00065836i,0.0001143-9.2368e-05i,0.00047769-0.0001077i,0.00018618-0.0002224i,-0.00081272-0.00030356i,-0.00090682-0.00026251i,-0.00026071+0.00024616i,-6.3337e-05+0.0003531i,-0.00061294-0.0001046i,-0.00074053-0.00045397i,-0.00020756-0.00035663i,0.00016249+1.2419e-05i,0.00023665-0.00014847i,-8.4173e-06-0.00034364i,-0.00064561-0.00032003i
-0.0030998-0.00060824i,-0.0022322-0.00055629i,-0.00052226+0.00035386i,0.00034122+0.0014992i,0.00053777+0.0023738i,0.00012309+0.0016275i,-0.00095965+0.00065913i,-0.00069708+0.00042267i,-3.3715e-05+0.00077278i,0.00022395+0.00078624i,0.00052562+2.6484e-05i,0.00077272-0.00067125i,0.00064941-0.00032906i,-5.1479e-05+0.00020713i,-0.0005665+7.1727e-05i,-0.00045859-0.00069139i,-0.00043392-0.00056941i,-0.00078681+0.00029299i,-0.00067173+0.00040406i,-0.00012821-0.00043057i,0.00026241-0.00086758i,-0.00044074-0.00046108i,-0.00084939-1.6798e-05i
0.0012524+0.00040878i,0.00075927+0.00079188i,0.0013348+0.00098403i,0.0023077+0.00017726i,0.0016007-0.00030561i,0.00040033-0.00017999i,0.00038781-0.00051466i,0.00028692-0.00044066i,-0.00028271+0.00022775i,-0.00043921+0.00043431i,-3.4917e-05-0.00066625i,0.00023258-0.0012576i,-0.00010546-0.00081872i,1.6094e-05+0.00020381i,0.00013886+0.00029811i,-0.00030376-8.9506e-05i,0.00034688-2.8955e-05i,0.00021125-9.4052e-05i,-0.00054517-0.00029035i,-0.00029738-0.00077659i,-0.00014557-0.0005875i,0.00010979+9.3224e-05i,-3.5727e-05+0.00058095i
