-0.0014316+0.0003225i,-0.0012717-0.00016464i,-0.0016567+0.0009025i,-0.0019484+9.2794e-05i,-0.0012258-0.0010226i,-3.6917e-05-0.00011083i,-0.00040464+0.00062232i,-0.00053461+0.00049218i,9.6674e-06+0.00033391i,0.00066966-0.00013964i,0.0008078-0.0011302i,-2.0771e-05-0.0013295i,-0.00032669-0.00072093i,0.00045301+0.00033688i,0.00053039+0.00047428i,1.9201e-05+5.569e-05i,4.2416e-06-0.00018872i,0.00041562-0.00025869i,0.00023228-8.364e-05i,-0.00032754+0.00065176i,-0.00049276+0.0011698i,-0.0013379+0.00016825i,-0.0010689-0.00038973i
0.00039085-0.00030821i,0.00012593-0.00028167i,-0.00047264+0.0007294i,-0.00013592+0.000923i,0.00077782+0.00054549i,0.00085887+0.00053689i,-2.2735e-05-6.2626e-06i,0.00015652-0.00040091i,0.00074405-0.00036514i,0.0003438-0.00018392i,-9.2823e-05+0.00013277i,-0.00057756-3.2018e-05i,-0.00076182-0.00012004i,-0.00023282-0.00048975i,0.00052955-0.00090469i,-0.00015884-0.0011013i,-0.00063321-0.00099663i,6.6642e-05-0.00020521i,0.00053592-3.871e-05i,0.00019536-0.00033045i,0.00031093-0.0002575i,0.00049464+0.00037418i,0.00025746+0.0011238i
-0.00087566+0.00080081i,-0.00055728+0.00051587i,-0.00040805+0.0011464i,0.000358+0.0010397i,0.00027939+0.0010262i,-0.00036203+0.0002438i,-0.00069478-0.0010289i,-0.00019951-0.00098835i,0.00078268+0.00017961i,0.00019596+0.00065634i,-0.0012512+0.00016181i,-0.001053-0.00044784i,-0.00097863-0.00070396i,-0.0013469-0.00047009i,-0.0011022-0.00036571i,-0.00064314-0.00038696i,-0.00048756+0.0001084i,-0.00057647+0.00075929i,-0.0002824+0.0010508i,0.00047124+0.00055652i,0.0006257+0.00034919i,0.00035001+0.00034849i,-0.00032914-0.00025355i
0.00014174+0.0015252i,0.00026632+0.0017907i,0.00145+0.0014178i,0.0017867+0.0011015i,0.0012106+0.00061391i,0.00054478+0.00021898i,0.000334-7.804e-05i,-0.00014125+0.0001174i,-0.00097371+0.00038917i,-0.00044047+0.0005688i,0.00027781+0.00027572i,0.00015292-0.00033508i,0.00010259-0.001097i,-0.00024691-0.00070472i,-0.00045422+5.8585e-05i,-2.6574e-05-0.00038015i,0.00029832-0.00059989i,0.00013014-0.00059649i,-0.00010561-0.00049322i,4.3893e-05-0.00016927i,3.5749e-05-0.00035236i,6.0758e-05-0.00053701i,-3.7534e-05-0.00037453i
0.0014612+0.0020266i,0.0018636+0.0015704i,0.0013004+2.4521e-05i,0.00023152-0.00080764i,0.00049566-0.00075179i,0.00097634-0.00038053i,0.00077997-0.00043439i,-0.00028599+0.00040204i,-0.0004247+0.00073771i,6.708e-05+0.00021825i,-4.5128e-05+0.00022999i,-0.00017826+0.00057329i,-0.00016087+0.00018037i,-0.00052089-0.00075559i,-0.00057815-0.00049162i,-0.00045169+1.0853e-05i,-0.00040239+0.00042371i,-0.00068879+0.00045311i,-0.00033792-0.00034509i,0.00031995-0.00052968i,0.00054813-0.00010275i,0.00035134+0.00054754i,-2.3876e-06+0.00015993i
-0.00022163+0.0011188i,-0.00037978+0.00087917i,-0.00018317+8.6929e-05i,-0.00088587+0.00029524i,-0.00086297+0.00036122i,0.00063474-0.00054075i,0.0012217-0.00029367i,0.00032923+9.0727e-05i,-0.00047993-0.00022313i,-0.00063393+0.00045615i,-0.00025264+0.00024881i,0.00014736-0.00042651i,-0.00024258-0.00075864i,-0.00096501-0.0002729i,-0.00073426-6.9929e-05i,6.2293e-05-0.00032873i,0.00069725-0.00094955i,0.00030089-0.0013012i,-0.00019802-0.00051219i,-0.0003177+2.1982e-05i,-9.5161e-06+0.00057119i,0.00040003+0.0012651i,0.00042099+0.0010503i
0.0005769-0.0003871i,5.1112e-05-0.00024767i,0.00045227+8.9006e-05i,-0.00010423+2.2741e-05i,-0.001213-0.00036573i,-0.00093072+0.00032819i,6.8338e-05+0.00080826i,0.00010876+0.00030669i,0.00058459+0.00010726i,-1.0516e-05+0.00021478i,-0.00041606+4.8483e-05i,8.8812e-05+0.00082218i,0.00061066+0.0007826i,0.00096346+0.00018354i,0.0004231-0.00017614i,8.729e-05-0.00079658i,-7.2125e-06-0.00086898i,9.1047e-05+5.1411e-05i,0.00059527+0.00029441i,0.00033629-0.00015924i,0.00059948-9.896e-05i,0.00041468+0.00038867i,0.00036303+0.00085016i
2.1048e-05-0.00065767i,0.00050717-0.0004247i,-0.00044677+0.00013105i,-0.00061693+0.00070523i,-0.00054822+0.0015756i,-0.00036555+0.00083741i,0.00029173-0.00094102i,0.00078266-0.00099356i,0.00054227-0.00069268i,0.00055121-6.3737e-05i,0.00049366+0.00065827i,-0.00016884+0.00044379i,-1.7539e-05-0.00018395i,7.6809e-05-0.00029179i,-7.5318e-05+0.00017769i,-0.00032691+0.00029383i,-0.00011967+6.8707e-05i,0.0003848+0.00028547i,0.00013382+0.00012378i,0.000463-4.6064e-05i,-1.2146e-05+0.00024867i,-0.0005378+0.00037852i,-0.00060624+0.00041752i
-0.00099236+0.0011162i,-0.00019756+0.0013721i,0.00056989-0.00018519i,0.00020848-0.00032399i,-0.00057112+0.00041157i,0.00027286+0.00021363i,0.00046275-0.00067483i,-0.00046947-0.00090685i,-0.00052641+0.00016725i,-0.00010373+0.00060041i,0.00045304-5.8413e-05i,0.001132-0.00022099i,0.00030551-0.00068422i,-0.00048153-0.00098876i,-0.00031414-0.00083404i,-0.00085764-0.00038496i,-0.00053893+0.00031323i,-2.6016e-05+0.00039812i,-0.0007609+0.00053015i,-0.00093261+0.00019709i,-0.00071501-0.00047609i,-0.00060575-0.0003813i,-0.00069101+0.00016982i
-0.00051912-2.9773e-07i,-0.00039729-0.0010183i,5.4201e-05-0.0015648i,0.00034969-0.0012827i,0.00039516-0.00089302i,0.00018796-5.6767e-06i,-0.00010703+0.00085068i,9.4445e-05+0.00049877i,0.00015445-0.000403i,-0.00014669-7.9813e-05i,0.00010979+0.00010108i,-0.00012093-0.00033279i,-0.0003587-6.1487e-05i,0.00029296+0.00030506i,0.00050031-0.0001523i,0.00035641-0.00078334i,-0.00010345-0.00022449i,-0.00029243+0.00040979i,-0.00023274+0.00060245i,-0.00055459+0.00011107i,-0.00046263-0.00037415i,0.00068238-0.00026611i,0.0010658-0.00027428i
0.0016747+0.00037029i,0.0010767-0.0005966i,0.00051665-0.0014969i,0.0012194-0.00089595i,0.0016017-0.00041902i,0.00037013-0.00038861i,-0.00045263+0.00037546i,0.00013923+0.00038659i,0.00061072+2.0953e-05i,0.00044988+0.00026819i,-0.00024703+0.00086907i,-0.00036409+0.00035302i,0.00018742-0.00033507i,0.00023602+0.00011001i,-5.0748e-05+0.00036552i,-0.00020848-0.00020984i,-8.8906e-05-3.0922e-05i,0.00051398+5.1225e-05i,0.0005778+0.0001028i,-0.0001937+0.0010359i,0.0002094+0.001183i,0.00067166+0.00055114i,5.9577e-05+0.00040877i
-0.00023643+0.00032313i,-0.00016145+8.3086e-05i,-0.0010935+0.00016424i,-0.0020791+0.00053158i,-0.0011572+0.00026433i,-4.3264e-05+0.00016481i,0.00015613+0.00030561i,3.026e-06+0.00020013i,-0.0004154-7.7683e-05i,-0.00033271-0.00010871i,-6.2858e-05-0.00016715i,0.00047088-0.00053759i,0.00034455-0.0007415i,2.0689e-05-0.0012475i,-2.274e-05-0.0015275i,-0.00040814-0.0012719i,-0.00038994-0.0012975i,-0.00022106-0.0005996i,-0.00032124-0.00019066i,-0.00094399-0.00069302i,-0.00040186-0.00081988i,0.0001278-0.00041297i,0.00017971-6.9314e-05i
0.0010184+0.00063464i,0.0018234+0.00099567i,0.0019935+0.00040538i,0.0010812-0.00041503i,0.00077186-0.00011706i,0.0013938+0.00060924i,0.00039394+0.00076003i,-0.00075117+0.00016217i,-0.0010336-0.00042941i,-0.00083032-0.00061529i,-0.00086848-0.00085724i,-0.0014118-0.00065175i,-0.0014108+5.3238e-05i,-0.0011116+0.00012994i,-0.00032562-0.00037619i,0.0001134-0.00039041i,0.00023891-0.00013231i,0.00043473+0.00030937i,7.69e-05-0.00035537i,0.00054617-0.00090215i,0.0010408+0.00019713i,0.00066378+0.00066582i,7.393e-05-0.00024422i
0.00032622-0.00057283i,-0.0010028-0.00010891i,-0.0017182-0.0004784i,-0.0015385-0.00034177i,-0.0015095-0.00047813i,-0.0010422-0.00060108i,0.00022401-0.00032236i,0.0002487-0.00013629i,-0.00010433-9.8145e-05i,-0.00018103-0.00043931i,-0.00050392-0.0011166i,-0.00058916-0.0010973i,-0.00086079-0.00048455i,-0.00077852-0.00088309i,0.00016877-0.00073885i,0.00056184-1.202e-05i,0.00026982+0.00030472i,0.001164+0.00062537i,0.0018136+0.00038345i,0.00096014+0.00016305i,-0.00014283+0.00063867i,-0.00096728+0.00033904i,-0.00060603-0.0005169i
-0.00064879+0.0011088i,0.00045941+0.00019577i,0.00064284+0.00013606i,0.00067634+0.00030839i,0.00048188+0.00080559i,0.00042611+0.00062968i,0.00033034+5.6021e-05i,0.0003714+0.0005925i,0.00017185+0.001422i,0.0004214+0.00077826i,0.00075276+0.00014976i,0.0012436+0.00035019i,0.00096997+1.3316e-05i,-5.5155e-05-0.00033151i,-7.7464e-05+9.0261e-05i,0.00051397+0.00093987i,8.7691e-05+0.00065254i,-0.00047956-5.6352e-05i,-0.0012802-0.0003499i,-0.00074939-0.00035409i,0.00012853+2.4702e-05i,-0.00047229+0.00046713i,-0.00012684+0.00055621i
0.00088737-0.00095838i,0.00078768-0.0009i,-0.00020586-0.0014643i,-1.1013e-05-0.00068616i,-0.00032606+0.00068554i,-0.00037378+0.00063613i,0.00013995+0.00022981i,-3.2873e-05+4.6078e-06i,-4.1743e-05-0.00061468i,6.48e-05-0.0011423i,0.0001194-0.00032961i,0.00041457+0.0003997i,0.00052805+4.3411e-06i,0.00048744-0.0010963i,-0.00024018-0.0013846i,-0.00020239-0.00081543i,0.00087876-0.00011389i,0.00088053+0.00068349i,0.00010228+0.00049848i,-0.0001352-0.00057274i,-0.00035009-0.00053857i,-0.00045211-0.00014852i,-0.00037553-0.00052139i
0.0005697+0.00036403i,0.0003595+0.0011563i,0.00098456-4.7794e-05i,0.00086594-0.00063572i,-8.708e-05-7.6513e-05i,-0.00012041+0.00023733i,0.00056409+0.00041445i,0.00028539+0.00027371i,-0.00023779-7.8045e-06i,-0.00014564+0.00024729i,-1.6437e-05+0.00045616i,0.00040348+7.8418e-05i,0.0009289-0.0001384i,0.0010735+8.0348e-05i,0.00059052+0.00033507i,6.2792e-06-0.00037687i,-0.00046367-0.001054i,-6.1394e-05-0.0003592i,0.00037075+6.1561e-05i,0.0001778-0.00017853i,-0.00023498+0.00025857i,-0.00052343+0.00048735i,-0.0002048-2.0705e-05i
8.8491e-05+0.0005896i,-0.00033499+0.00039011i,0.00013429-1.545e-05i,0.0003065-0.00056243i,8.4684e-05-0.0014151i,0.00076037-0.001531i,0.0011393-0.00051607i,0.00042901-0.00054628i,0.00017368-0.00072235i,-0.0001558-0.00029426i,-0.001378-0.00027797i,-0.0019301-0.00026918i,-0.00090071-9.4464e-05i,-0.00032956-0.00033535i,-0.00018716-0.00012971i,0.00022953-0.00019884i,0.001075-0.00040373i,0.0013489+0.00020247i,0.00034118+0.00023743i,-6.4029e-05+0.00059263i,-0.00010941+0.00047723i,-3.4893e-05+0.00041902i,-4.9816e-05+8.8619e-06i
0.00049538-0.0015956i,3.1786e-06-9.0349e-07i,-0.00018731+0.00035353i,-0.0002007-0.00062778i,-0.00029518-0.0010452i,0.00013661-0.00061893i,0.00022392+0.00023607i,-0.00025712+0.00056579i,-0.0006731+0.0004913i,-0.00054881+0.00012425i,-0.00055771-0.0002323i,-0.00010277+0.00022541i,0.00078879-0.00013405i,0.00018029-0.00093207i,-0.00032103-0.00079734i,-0.00010179-5.8489e-06i,-0.00051485-0.00040051i,-0.00050533-0.00090543i,-0.00012553-0.00028463i,-0.0003914-1.9986e-05i,-0.00036007-0.00021129i,-5.6095e-05-0.00028123i,0.00050643-0.00025331i
0.0022711+0.0010539i,0.0024463-0.00046858i,0.00077958-0.0014451i,-0.0010368-0.00059892i,-0.00084551+0.00014833i,-0.00044058+5.7778e-05i,-0.0002338-0.00048804i,0.00034031-0.00024845i,0.00038427+0.00039248i,6.2612e-05-0.00024663i,6.7919e-05-0.00084147i,-0.00071467-0.00039705i,-0.0010995+7.7142e-05i,-0.0011005+0.00042985i,-0.00082547+0.0004668i,-6.3821e-05+0.00042114i,-2.9685e-05+0.00048323i,0.00017054+0.00064683i,0.00021432+0.0010992i,-0.00030735+0.0009224i,-0.00014398+0.00051575i,-0.00027807-3.7235e-05i,-0.00075289-0.00085442i
3.4828e-06+0.00010181i,0.0001361-9.8052e-05i,-0.00016223-0.0010374i,-0.00057108-0.0011409i,-0.0007029-0.00045016i,-0.00077879+0.00057354i,0.00015998+0.0012569i,0.00019983+0.0010631i,-0.00052093+0.00042968i,-0.00026274+0.00042789i,-0.00034606+9.2761e-05i,-0.00012358+0.00094247i,0.00043466+0.0015054i,0.00060384+0.00044675i,0.0010105-0.00014907i,0.00097367-5.9291e-05i,0.00087958+0.00017216i,0.00063876+0.00036753i,1.949e-05+8.2838e-05i,-0.00054206-0.00065142i,-0.00044705-0.0003299i,-0.0006395+0.00018111i,-0.00067158-0.00015785i
0.00068275-0.00132i,0.00084821-0.001182i,0.00059053+0.00012332i,-9.9453e-05-0.00018265i,-0.00011997-0.00051313i,0.00049109+0.00017225i,3.9508e-05+2.0269e-05i,-0.00036725-6.5751e-05i,0.00032102+0.0003915i,0.00017121+0.00092112i,-0.00011613+0.00055321i,-5.3109e-05-8.3421e-06i,6.4795e-05+0.00046919i,2.59e-05+0.00023657i,-0.00023332-0.00062382i,-0.00026658-0.00076161i,-0.0003828-0.00058832i,-0.00050955-0.0009372i,-0.00043044-0.001118i,-4.5304e-05-0.00023377i,0.00025661+0.0008229i,-0.00011237+0.00035558i,-0.00021182-0.00022829i
0.00037646-1.1001e-05i,0.00021108+0.00066781i,0.00042417+0.00016194i,0.00080158-0.00042316i,-0.00036446-0.00019391i,-0.001124+0.00070011i,-0.00027376+0.001019i,-0.00016834+0.00010349i,-0.0009221-0.00033448i,-0.0013776-7.2795e-05i,-0.00065404+0.00012328i,0.00027948-0.0003666i,0.00016295-0.00093532i,0.00041634-0.00046771i,0.0012501-0.00029216i,0.001089-0.00045518i,0.00060199-0.00067057i,0.00068667-0.00074482i,0.00013183-1.6743e-05i,-0.00078354+0.0010557i,-0.0006642+0.0012741i,0.00012666+0.00089095i,0.00030867+0.00035485i
0.0012665-0.00084836i,0.0013289-0.0013624i,0.0013882-0.00204i,0.0011512-0.0014847i,0.00011926-0.0010704i,-0.0004949-0.001579i,-0.00033653-0.00048174i,-0.00041885+0.00061967i,-0.00034957+0.00040477i,-1.9384e-05+0.00090854i,0.00074242+0.0015133i,0.00093081+0.0010149i,0.00028889-2.7882e-05i,-0.00022755-0.00013395i,7.8476e-05+0.00017617i,0.00059441+0.00017945i,0.00080444-0.000134i,0.00021923-0.00035862i,-0.00026467-0.00048285i,-0.00035082-0.0002055i,-1.9734e-05-1.1328e-05i,0.00073139+0.00036764i,0.00054785+0.00079499i
-0.0022213+0.0010653i,-0.0017622+0.0021103i,-0.00027498+0.0020633i,0.00048023+0.0017805i,0.00048991+0.0015623i,0.00093202+0.0010686i,0.00078417-6.6136e-05i,0.0001796-0.00036477i,-0.00023755-1.6919e-05i,-0.00036237-6.1145e-05i,-0.00077659-0.00019362i,-0.00027129+6.8127e-05i,0.00039671+5.2745e-05i,0.00029912-3.3269e-05i,0.0005288-5.2306e-05i,0.00054643-0.0003881i,-0.00010962-0.00059262i,8.7314e-06-0.00067862i,0.00062099-0.0011696i,0.00037933-0.0009669i,-0.00013823-0.00014052i,-0.00030552+0.00021184i,0.00028517-0.00016279i
-3.1338e-05+0.00052385i,-0.00054497+0.00039766i,-0.00029798+0.00011806i,0.00051906+0.00025883i,0.00098856+0.00036933i,0.00051542-0.00030605i,-0.00013923-0.00043898i,-0.00046269-0.00034988i,-0.0010126+2.4669e-05i,-0.00061885+0.00056219i,-0.00010614+0.00049837i,-0.00067046-1.586e-05i,-0.0010192-0.00013296i,-0.00081615+0.00010878i,-0.00039821+0.00040419i,-0.00046697+0.00027995i,-0.0008275+0.00043926i,-0.00064732+0.00071038i,-5.0743e-05+0.00079486i,-0.00047596+0.00071109i,-0.0012691+0.00065775i,-0.0010435+0.00047289i,-0.00064671+4.0501e-05i
0.00092675+0.0023582i,0.00080677+0.002177i,0.00083598+0.00048682i,0.0010539-0.00053076i,0.0021986-0.00081831i,0.0021609-0.00081684i,0.00012133-0.0007877i,-0.0014529-0.00019704i,-0.001014-0.00019578i,7.0065e-05-0.0008878i,0.00021848-0.0013331i,0.00031577-0.0014276i,-0.00010646-0.0002469i,-0.00086839+0.00090893i,-0.00099575+0.00086519i,-8.4741e-05+0.0012282i,2.1362e-05+0.0013879i,-0.0010221+0.0006325i,-0.0018108+0.00043565i,-0.0013097+0.00092861i,-0.00021803+0.000429i,-0.00075228-0.00045926i,-0.0014278-0.00019476i
0.00045778+0.0018829i,0.001899+0.0011443i,0.0031259+0.0012375i,0.0024069+0.00078793i,0.0014911-0.00033666i,0.00071585-0.00095703i,6.8903e-05-0.0012563i,9.3936e-05-0.0010839i,0.00039798-0.00050598i,0.00081991-0.00058282i,0.00054573+0.00016124i,-0.00041804+0.00072376i,-0.00070322+0.00067853i,-0.00038592+0.00062542i,0.00026113+0.00011549i,0.00029174-0.00015537i,0.0001601+0.00022883i,0.00059706+0.00026172i,0.00025855+0.00033168i,-0.00022872+0.00059612i,-0.00040118+0.00055666i,-0.00051405+0.00075559i,-0.000294+0.00035272i
-0.0008319-0.00027237i,-0.00188-6.0273e-05i,-0.0024734+0.001504i,-0.0012416+0.0016974i,-0.00021401+0.0010832i,0.0010456+0.0006791i,0.0012851-0.00018262i,7.985e-05-0.00051628i,-0.0012479-0.00013411i,-0.0012174+0.00036096i,-0.00039707+0.00067163i,-1.2789e-05+0.00095496i,0.00038494+0.00073498i,-5.0861e-05-0.00038959i,-0.00063224-0.0010353i,-0.00041845+0.00025376i,-0.00085035+0.0012583i,-0.0012446+0.00087337i,-0.00054077+0.000302i,0.00029887+0.00011585i,0.00025468+0.00045867i,-0.00011528+0.00055876i,0.00023043+7.8913e-05i
0.00072738+0.0014792i,0.00060975+0.00081704i,0.00081554+0.00064153i,0.00020029+0.00036157i,-0.00020788+0.00014591i,-0.00012503+0.00032827i,0.00017411-0.00010833i,3.3237e-05-7.6416e-05i,-0.00044109+0.00054681i,-0.0002414+0.0002867i,-2.15e-05+0.00017606i,-0.00021466-0.00018825i,5.9187e-06-0.00021885i,-9.5752e-05-9.4543e-05i,-0.00030641-0.00043767i,-0.0001246+0.00033097i,-0.00061199-4.0985e-05i,-0.00036301-0.00082002i,-0.00019613-0.00013109i,-0.00074546+4.8915e-05i,-0.00051146+0.00019047i,0.0003684+0.00048849i,0.0005859+0.0003476i
0.00029352+0.00024603i,-0.00084879+0.00049001i,-0.0015124+0.00031216i,-0.0017575-0.00038448i,-0.0011776-0.00045151i,2.5847e-05+3.0324e-05i,0.0010178-3.7846e-05i,0.00097166-0.00025093i,-0.00023894-0.00038877i,-0.00051114-0.00047919i,1.2056e-05+0.00027626i,-0.00013888+0.00059151i,-3.5993e-05+0.00085497i,-0.00019133+0.0013515i,-0.00043483+0.0007363i,-0.00059013-1.0685e-05i,-0.00058727+0.00032776i,-0.00052291+0.00067789i,-0.00049286+0.00022204i,-0.00028556+0.00023705i,-0.00064195+0.00080371i,-0.00097534+0.00034602i,-0.00076781-0.00046809i
-0.00057481+0.00035486i,0.00030763+0.001451i,0.00034816+0.0022249i,0.00096133+0.0020149i,0.0018505+0.0016524i,0.0014111+0.0007802i,0.00077141-0.00010612i,0.0002842-0.0003435i,1.7249e-05-4.0059e-05i,-0.0001497+0.00037398i,0.0001396+0.00018873i,0.0002315+0.00016074i,2.5061e-05-1.4985e-05i,-0.00047842-0.00054767i,-0.00071133-0.00051877i,-0.00035977-0.00042358i,5.1625e-05-0.00044093i,-0.000546-0.00028289i,-0.00096281+7.4642e-06i,0.00046393+0.00039353i,0.0014074+0.00036725i,0.0006611+0.00052446i,-3.5374e-05+0.00073253i
-8.6773e-05-0.0016938i,-0.00044-0.00041873i,-0.0020154-0.00090107i,-0.0019945-0.0002268i,-0.00078107+0.0012132i,0.00060074+0.0010345i,0.00062345+0.00059255i,3.6798e-05+0.00022998i,-0.00039575+0.00034201i,-0.0010212+0.00028747i,-0.0012654+9.6408e-05i,-0.00024323+0.0001672i,0.00042693+0.00012584i,0.00023619+0.00039925i,0.00016095+6.5632e-06i,0.0008487-0.00044297i,0.00026383+4.6514e-05i,-0.00016209+0.00015997i,0.00065791+0.00037152i,0.00057939-1.7131e-05i,0.00025625-0.00065232i,-5.8967e-05-0.00033638i,-0.00028069-0.00031083i
0.00012173+0.0014094i,-0.0002563+0.0013002i,-0.00049+0.00060428i,-0.00069333-0.00064937i,-0.00075389-0.0013072i,-0.00076335-0.001182i,-0.00023962-0.00026086i,-2.1356e-05+0.0003591i,8.06e-05-5.6415e-05i,-2.3241e-05-0.00047415i,-0.00043884-8.1496e-05i,-0.00043882+0.00030067i,0.00028919+0.00054078i,0.00023729+0.000623i,-6.3679e-05-4.0206e-05i,0.00033357+3.6114e-05i,0.00036915-5.2986e-05i,-0.00065567-0.00015034i,-0.0011884+0.00025424i,-0.00042699-4.9862e-05i,0.00027622-0.00031677i,0.00030271-0.00016364i,3.8155e-05-0.0004484i
-0.0019859-0.00073502i,-0.001323-0.00021921i,-0.00052751-0.0010472i,0.00042236-0.0016288i,0.00048647-0.00072683i,0.00027392+0.00012048i,0.0011768-0.00098694i,0.0013338-0.0013732i,0.00019139-0.00086038i,-0.00080271-0.00079661i,-0.00071745+0.00028224i,0.00030846+0.00051071i,0.00099199+0.000136i,0.00026649-0.00018694i,-8.4958e-05-0.0013286i,0.00027388-0.0010975i,0.00019998-0.0010688i,0.00021449-0.0014246i,0.00042697-0.0012389i,0.0004548-0.00082532i,0.0001646-0.00044367i,-0.00024247-0.00074396i,-0.000194-0.0011379i
0.00053865+0.00050862i,0.0013014+0.00045721i,0.00097423+0.0013383i,0.00019076+0.0014235i,-0.00011199+0.00046657i,0.00018587+0.00055041i,0.00021427+0.00060845i,-0.00012843+0.00012323i,-0.00022058-0.00057072i,0.00021593-0.00043714i,0.00035921+0.00061163i,-3.2409e-05-0.00035573i,-0.00019981-0.00056894i,-0.00092483+7.0555e-05i,-0.0010723+0.00020908i,-0.00063478+0.00073044i,-0.00050128+0.0012656i,-0.0010135+0.0010653i,-0.00069434+6.4425e-05i,5.5795e-05+2.0621e-05i,0.00028866+0.00043904i,0.00030832+0.00098576i,6.4686e-05+0.00076098i
-0.00020359+0.00031729i,-0.0006798+0.0010563i,-0.00092262+0.0014436i,-0.00088206+0.0015886i,-0.0011616+0.00088932i,-9.774e-05+0.00039449i,0.0010519+0.0001904i,0.00061647+0.00022439i,-0.00027294+0.00048811i,-0.00091275+0.0001261i,-0.00061335+3.2814e-05i,-0.00035157+0.00066935i,-0.000479+0.00056986i,-0.00069599-0.00019256i,-0.00069682-0.00015781i,-0.0010641-0.0001914i,-0.0012971-4.1584e-05i,-0.00046513+0.00028892i,5.1617e-05-2.5919e-05i,-0.00013159-0.00078214i,-0.00016778-0.00080653i,0.00051207-0.00028616i,0.00095527+4.3755e-05i
0.00086542+0.0012726i,0.0013993+0.00079521i,0.00047584+7.5466e-05i,-3.7623e-05+0.0001085i,-0.00018364+0.00078639i,0.00021184+0.00082987i,-0.00011504+0.00037765i,-0.00091185-0.0001063i,-0.0011236-0.00014289i,-0.00040181+0.00010172i,1.8886e-06+0.00053105i,0.00041123+0.00053735i,0.00026506+0.0010344i,-0.00051903+0.00066183i,-0.00091597-0.00028441i,-0.0013822-8.2124e-05i,-0.0014828-0.00027944i,-0.00064214+4.4967e-05i,-7.6552e-05+1.7593e-07i,-5.8427e-05-0.00064381i,6.5873e-05-0.00057037i,0.00045668-0.00069138i,0.00016075-0.00063806i
-0.00019317+0.0012354i,-0.001072+0.0024599i,-0.00213+0.0011792i,-0.0014075-0.00035648i,-0.00048355+0.00019972i,-0.00065251+0.0012646i,-1.6741e-05+0.00070722i,0.00029431-0.0011758i,0.00063457-0.0019196i,0.0011481-0.0012579i,0.00070396-0.0006287i,-0.00055894-0.0007433i,-0.00076116-0.00079755i,-0.00030165-0.00065872i,-0.00021665-0.00076468i,-0.00018303-0.00076039i,0.00018606-0.00064533i,0.0006598+0.00021076i,0.00032581+0.00043973i,-0.00017167-0.00046441i,0.00015984-0.00057393i,0.00021009-0.00031591i,0.0004317-0.00077488i
-0.00022918-0.0010759i,-4.4111e-05-0.0013458i,-0.001094-0.0011113i,-0.0018932-0.0013545i,-0.0019493-0.0013047i,-0.00065573-0.00096683i,0.00031067+0.00023889i,0.00065808+0.00034105i,0.00086973-0.00037123i,0.00027347-0.0004686i,0.00019129+0.00016926i,0.00027126+0.00077174i,-0.00044554+0.00072445i,-0.0011326+8.5833e-05i,-0.0012837-0.00016766i,-0.00071017-0.00028993i,2.879e-05-0.0002019i,-0.00017015-1.6066e-05i,-0.00051193+0.00021388i,-0.00075767+0.00024959i,-0.00020443-0.00021097i,0.00029705-0.00068981i,5.9816e-05+0.00025701i
0.00012675-0.00045507i,-0.00068412+0.00048823i,-0.00075584+0.00060869i,-0.0014613+5.6181e-05i,-0.0014762-0.00011244i,5.6888e-05+0.00023212i,0.001128+0.00019184i,0.00040538+0.00010258i,-0.00024795-8.7544e-06i,-0.00050772-0.00041277i,-0.00029613-0.00059675i,0.00015701-0.00038575i,0.00037315-6.9419e-05i,0.00072347+0.00043944i,0.00086069-5.4396e-05i,0.00076089-0.00044777i,0.00023729+0.00044145i,0.00010794+0.00085559i,5.1133e-05+0.0007376i,-0.00060742+0.00063583i,-0.00083973+0.00049308i,-1.996e-05+0.00017545i,0.00042513+4.2225e-05i
0.00065574+0.00099033i,0.0010075+0.00083648i,0.0013169-7.6906e-05i,0.00057823-0.00082399i,-0.00079806-0.000621i,-0.00087986-0.00069145i,-6.328e-05-0.0006515i,0.00056095+0.00012712i,0.00048352+4.0129e-05i,-0.00013941-5.8256e-05i,-0.00047436-1.3618e-05i,-0.00052721-0.00019252i,-0.0002234-0.00049939i,-8.7573e-05-0.00059083i,-0.00035115-0.0002774i,-0.00015427+0.00017361i,0.00050119+0.00040663i,0.00079307-0.00039262i,0.00073919-0.0010013i,0.00059078-0.00044532i,0.00041573+0.00011899i,-0.0002297-0.00015942i,-0.0005005-0.00041536i
0.00060604+0.00052951i,0.00037978+0.0001834i,0.0011874+0.00054611i,0.00061972-0.0006847i,0.00095289-0.002086i,0.00093333-0.00148i,0.00058577-0.00059467i,0.00079396-0.00043609i,0.00038079+9.104e-05i,4.6395e-05+9.178e-05i,-0.00021295-0.0002573i,-2.6636e-05-0.00016447i,0.00020076-0.00064192i,0.0001758-0.00038157i,0.00040453-4.6389e-05i,0.00060633+0.00049733i,0.00057144+0.00028651i,1.0289e-05-0.00025775i,5.7852e-05-0.00034482i,0.00038394-0.00035555i,0.00052886-2.4653e-06i,0.0005581+0.00078772i,0.00015108+0.0011852i
