-0.0025401+0.00024132i,-0.0021168-0.00016973i,-0.0026092+0.0010311i,-0.0018582+0.0022805i,-0.00052916+0.0026983i,-0.00024801+0.0025312i,-0.00061542+0.0019915i,-0.00043024+0.0017556i,-2.1356e-05+0.0013748i,0.0006302+0.00098099i,0.00059514-0.00024189i,0.00037908-0.0012307i,0.00091332-0.0014057i,0.00064209-0.001346i,-0.0006499-0.00087324i,-0.0014661-0.00017877i,-0.0011729+0.00038134i,-0.0001567+0.00063171i,0.00071621+0.00075989i,0.00049196+0.00060079i,-0.00027713-5.3389e-05i,-0.00024523-0.00035887i,0.0004059-2.3736e-05i
0.10807+0.17591i,0.1377+0.23882i,0.095654+0.1164i,-0.057601-0.16256i,-0.23266-0.32953i,-0.23905-0.28084i,-0.13234-0.1789i,-0.082224-0.12646i,-0.093992-0.085742i,-0.086581-0.037343i,-0.056384-0.01282i,-0.043508-0.012294i,-0.043539-0.019133i,-0.035413-0.021245i,-0.015944-0.0090622i,0.0026363+0.0031795i,0.0090097-0.00073423i,0.0075172-0.01614i,0.00010507-0.025725i,-0.0075613-0.025186i,-0.010709-0.02698i,-0.018284-0.027661i,-0.030237-0.024501i
-0.18185-0.13205i,-0.2079-0.13578i,-0.063188+0.0023836i,0.16143+0.17644i,0.27325+0.25103i,0.18785+0.19283i,0.03064+0.081157i,-0.051392+0.031528i,-0.019753+0.040905i,0.043562+0.025096i,0.05561-0.00533i,0.036277+0.0035335i,0.032806+0.035104i,0.045645+0.044068i,0.053695+0.023958i,0.048128-0.0019774i,0.031916-0.015138i,0.01899-0.012517i,0.017443-0.0028827i,0.014712+0.00058061i,0.0047799+0.0010463i,0.0025739+0.0069259i,0.014371+0.013704i
0.2283+0.14866i,0.28003+0.18004i,0.13649+0.05i,-0.088163-0.20006i,-0.19719-0.35917i,-0.15306-0.2859i,-0.044155-0.096572i,0.02143+0.002561i,0.009495+0.016877i,0.00030151+0.031386i,0.014601+0.030224i,0.013308+0.013899i,-0.0037429+0.006915i,-0.020292-0.003155i,-0.025708-0.023808i,-0.01658-0.039948i,-0.0011166-0.04245i,0.0066626-0.03683i,0.010035-0.028809i,0.016145-0.016351i,0.016554+0.0015289i,0.0097436+0.017443i,0.0010659+0.021129i
-0.13388-0.056028i,-0.080386-0.022739i,0.10726+0.044261i,0.17129+0.096941i,0.042004+0.11475i,-0.073766+0.13045i,-0.074713+0.14059i,-0.014528+0.13576i,0.041419+0.093718i,0.035168+0.038175i,0.010701+0.02635i,0.0151+0.022464i,0.022154+0.00063184i,0.017245-0.011083i,0.0049872-0.011419i,-0.01243-0.013876i,-0.032306-0.01991i,-0.045119-0.019701i,-0.050377-0.0077035i,-0.046661+0.0091886i,-0.023388+0.017567i,0.0055042+0.0050865i,0.013541-0.016562i
0.13852-0.076402i,0.11007-0.24869i,-0.080027-0.33127i,-0.25531-0.18457i,-0.25949+0.037098i,-0.13477+0.087696i,-0.053998-0.0077739i,-0.079974-0.051406i,-0.10851-0.003008i,-0.078677+0.023196i,-0.049242+0.0085579i,-0.029329+0.010267i,-0.0033761+0.010151i,-0.00068435+0.0068164i,-0.023574+0.019757i,-0.053994+0.037892i,-0.074852+0.059682i,-0.070167+0.07529i,-0.038838+0.07557i,-0.00016235+0.065328i,0.01938+0.050742i,0.019179+0.040685i,0.016271+0.031963i
-0.083586+0.03343i,-0.068577+0.10986i,0.044747+0.12267i,0.20451+0.075341i,0.30644+0.033304i,0.29447-0.0078358i,0.23381-0.04188i,0.1949-0.057186i,0.1538-0.058593i,0.093925-0.041796i,0.056164-0.028146i,0.037469-0.033008i,0.022493-0.024703i,0.030242-0.0073484i,0.044037+0.0033074i,0.049179+0.025438i,0.059645+0.046484i,0.06115+0.038623i,0.045152+0.0068854i,0.024196-0.030216i,0.0040105-0.054149i,-0.0092915-0.051681i,-0.015554-0.031266i
-0.10897+0.037634i,-0.25457+0.085986i,-0.32285+0.14598i,-0.25675+0.11094i,-0.17229-0.0032851i,-0.16147-0.05264i,-0.16725+0.0014033i,-0.10783+0.06599i,-0.016762+0.068643i,0.032479+0.034144i,0.032804+0.011656i,0.013943-0.0011468i,-0.010492-0.013684i,-0.029346-0.023918i,-0.031778-0.033111i,-0.018612-0.035407i,0.0021152-0.023476i,0.015688+0.00046059i,0.011761+0.013875i,-0.005259+0.012752i,-0.014468+0.009745i,-0.0065866+0.0011143i,0.0066414-0.010117i
0.2372-0.062419i,0.38374-0.2095i,0.31205-0.30567i,0.093276-0.20486i,-0.0064301-0.021762i,0.0089214+0.038306i,-0.01204-0.0087459i,-0.06709-0.065712i,-0.087509-0.088501i,-0.071706-0.068852i,-0.047594-0.036753i,-0.028418-0.013538i,-0.012021+0.0023744i,-0.011962+0.013758i,-0.028908+0.032084i,-0.022033+0.040622i,0.015783+0.016514i,0.053717-0.020291i,0.064365-0.038739i,0.044069-0.027057i,0.016538+0.0042484i,0.00033679+0.026352i,-0.0049968+0.029167i
-0.34056+0.15275i,-0.47746+0.45758i,-0.26557+0.67704i,0.15718+0.50457i,0.3543+0.13295i,0.26594-0.020407i,0.18233+0.033118i,0.17182+0.062418i,0.12162+0.029137i,0.0572+0.0111i,0.038236+0.009039i,0.034105-0.008163i,0.01519-0.025242i,0.010847-0.013311i,0.039423+0.01192i,0.0617+0.015573i,0.043976-0.004747i,0.0048619-0.027739i,-0.02488-0.040144i,-0.030755-0.04501i,-0.017207-0.048705i,-0.0072952-0.048011i,-0.010367-0.035015i
0.45691-0.13292i,0.65728-0.40177i,0.45866-0.60886i,-0.047934-0.52107i,-0.3489-0.30749i,-0.30312-0.25202i,-0.2055-0.28231i,-0.19628-0.21522i,-0.18187-0.075239i,-0.11606+0.006735i,-0.062774+0.0070363i,-0.055736-0.004195i,-0.058776+0.0036773i,-0.040073-0.0018735i,-0.010328-0.031358i,9.5426e-05-0.055251i,-0.0071675-0.050516i,-0.010206-0.02616i,-0.0034719+0.0025446i,0.0054167+0.026063i,0.0079931+0.031111i,0.0038584+0.019572i,3.4114e-05+0.0064026i
-0.38017+0.093482i,-0.49182+0.20716i,-0.25372+0.31492i,0.1905+0.31266i,0.38448+0.24227i,0.28655+0.22501i,0.1779+0.21575i,0.15648+0.1374i,0.13935+0.036602i,0.077117-0.024699i,0.0072245-0.036876i,-0.016283-0.014643i,0.0046498+0.0068195i,0.018461+0.0066415i,0.0037122-0.0038053i,-0.0084577-0.010221i,-0.0033733-0.022146i,-0.004092-0.036716i,-0.014981-0.033235i,-0.019824-0.013897i,-0.015621+0.004976i,-0.0073621+0.017334i,0.0039743+0.018591i
0.13944-0.030862i,0.1818-0.0045078i,0.10443-0.052964i,-0.059707-0.20051i,-0.17238-0.27733i,-0.16711-0.19268i,-0.093737-0.055084i,-0.041529+0.0279i,-0.012551+0.068157i,0.024463+0.090217i,0.045473+0.090837i,0.033297+0.078437i,0.005325+0.060697i,-0.025278+0.040251i,-0.048028+0.019502i,-0.066594+0.0040605i,-0.087735+0.012939i,-0.09277+0.040175i,-0.069775+0.050376i,-0.041157+0.035201i,-0.027571+0.018245i,-0.01869+0.008238i,-0.0097567-0.0039741i
0.16743-0.097422i,0.20783-0.33135i,0.08796-0.46696i,-0.11617-0.29056i,-0.18753-0.018854i,-0.13295+0.019752i,-0.1407-0.08564i,-0.18334-0.10759i,-0.14651-0.05651i,-0.06914-0.020589i,-0.01557+0.00084425i,0.020708+0.012177i,0.045307+0.0047869i,0.046538+0.00046544i,0.024264+0.013604i,0.00041943+0.036036i,0.00074508+0.048569i,0.02182+0.037095i,0.042619+0.016278i,0.052963+0.011634i,0.052016+0.016851i,0.036909+0.014685i,0.011996+0.014151i
-0.44964+0.24325i,-0.63404+0.57852i,-0.49279+0.75246i,-0.11418+0.53664i,0.12096+0.20257i,0.12039+0.10112i,0.10443+0.15186i,0.12104+0.14744i,0.093184+0.079032i,0.044662+0.014867i,0.032734-0.024968i,0.043635-0.052957i,0.041261-0.061126i,0.035634-0.035295i,0.044176+0.0086597i,0.062392+0.041616i,0.073039+0.051952i,0.063927+0.044068i,0.039237+0.018656i,0.015314-0.017253i,0.0021701-0.0403i,-0.0037691-0.037227i,-0.0058527-0.018864i
0.52542-0.33469i,0.74426-0.61673i,0.55976-0.68389i,0.099239-0.4283i,-0.17002-0.15815i,-0.15111-0.11527i,-0.080467-0.13794i,-0.037295-0.073774i,-0.00024403-0.0064057i,0.025156+0.0064489i,0.021933-0.019659i,-0.019048-0.04262i,-0.054684-0.031485i,-0.050859-0.030586i,-0.032747-0.06028i,-0.020153-0.074552i,-0.00049392-0.058143i,0.017482-0.038145i,0.013649-0.029243i,-0.0055016-0.024489i,-0.018732-0.016066i,-0.0094635-0.011086i,0.0091822-0.01313i
-0.40209+0.32606i,-0.60536+0.52919i,-0.49509+0.58642i,-0.12121+0.45098i,0.13495+0.26677i,0.14522+0.18322i,0.094674+0.1432i,0.08269+0.061289i,0.062549-0.01148i,-0.0011114-0.028674i,-0.058566+0.0027942i,-0.055262+0.031242i,-0.025126+0.013402i,-0.02375-0.0078305i,-0.037007+0.0060428i,-0.026081+0.015479i,-0.0056479-0.013765i,-0.0027205-0.042608i,-0.013755-0.030406i,-0.015533+0.0033947i,-8.2576e-05+0.023514i,0.010088+0.023789i,0.0095964+0.016276i
0.11554-0.16289i,0.2686-0.18509i,0.35313-0.14275i,0.28368-0.095103i,0.15085-0.051471i,0.066639-0.014722i,0.039661-0.0039378i,0.016443-0.012345i,-0.0076455-0.0096227i,0.005973+0.010939i,0.033148+0.021714i,0.027968+0.030548i,0.0075508+0.054144i,0.0088144+0.076789i,0.029059+0.079971i,0.032433+0.061972i,0.0054495+0.04386i,-0.017764+0.041744i,-0.016389+0.041254i,-0.015738+0.027502i,-0.028061+0.013446i,-0.034646+0.0085727i,-0.031136+0.0041983i
0.20101-0.095953i,0.21082-0.23091i,0.10605-0.30921i,0.013012-0.26046i,0.015362-0.18977i,0.025638-0.18152i,-0.013017-0.17512i,-0.043938-0.13231i,-0.033846-0.082548i,0.0010422-0.050132i,0.028613-0.042368i,0.033338-0.048484i,0.025733-0.056105i,0.016597-0.066303i,0.0063894-0.080288i,-0.00736-0.07959i,-0.015029-0.054022i,-0.0089392-0.032214i,0.00090682-0.022631i,0.01258-0.0086535i,0.022398+0.0012724i,0.022055-0.001415i,0.015857-0.0031089i
-0.37438+0.34516i,-0.5095+0.55004i,-0.3957+0.51379i,-0.17845+0.23697i,-0.089403+0.027523i,-0.05691+0.015986i,-0.0098063+0.043868i,-0.0063023+0.038233i,-0.032386+0.029894i,-0.04888+0.019654i,-0.048443+0.007426i,-0.031367-0.0005083i,-0.014776+0.0071929i,-0.00045783+0.025905i,0.01342+0.030132i,0.022769+0.018528i,0.031403+0.0037807i,0.036376-0.0082706i,0.038905-0.015617i,0.039841-0.021819i,0.032616-0.024785i,0.016073-0.018539i,0.00089082-0.0073121i
0.34993-0.46966i,0.54014-0.71178i,0.46345-0.63611i,0.21526-0.29683i,0.069891-0.065157i,0.007521-0.053759i,-0.03143-0.063497i,-0.017298-0.017191i,0.010837+0.01149i,0.015752+0.007621i,-0.0036381-0.0033085i,-0.03235+0.0023982i,-0.032061+0.017463i,-0.01828+0.0072039i,-0.029631-0.016039i,-0.050365-0.016007i,-0.051501-0.00029118i,-0.038779+0.0038481i,-0.033385-0.0071473i,-0.037805-0.010437i,-0.035924+0.0018625i,-0.017944+0.0083955i,-0.00055594+0.00097754i
-0.18218+0.39398i,-0.36361+0.58751i,-0.40563+0.48787i,-0.28778+0.16768i,-0.16791-0.055055i,-0.091521-0.073051i,-0.054947-0.04299i,-0.04752-0.040995i,-0.033965-0.01981i,-0.024173+0.023841i,-0.015236+0.071089i,0.015461+0.07807i,0.029917+0.02666i,-0.0018067-0.0092522i,-0.04044+0.010176i,-0.047048+0.037019i,-0.037755+0.037304i,-0.035474+0.030763i,-0.033459+0.032881i,-0.017639+0.032137i,0.0051871+0.021166i,0.01579+0.0097067i,0.015998+0.0029404i
-0.038611-0.19743i,0.023766-0.28853i,0.10046-0.21631i,0.091427-0.012872i,0.0097595+0.15151i,-0.055154+0.19332i,-0.069957+0.17703i,-0.058166+0.14737i,-0.037953+0.099773i,0.0029253+0.052075i,0.049336+0.0098354i,0.057967-0.01165i,0.043157+0.0073029i,0.051952+0.038693i,0.086023+0.054795i,0.10703+0.055815i,0.093223+0.049601i,0.066687+0.041059i,0.048917+0.02549i,0.02903+0.0011709i,0.00018943-0.014647i,-0.024068-0.010654i,-0.031786+0.0022309i
0.20941-0.067207i,0.25699-0.066048i,0.18309-0.0068531i,0.10967+0.026839i,0.11333-0.0090882i,0.11625-0.026805i,0.11235+0.0093452i,0.12526+0.02831i,0.11297+0.0021792i,0.072599-0.028729i,0.034645-0.05347i,0.0074815-0.075987i,-0.013661-0.087824i,-0.02864-0.090797i,-0.033286-0.093579i,-0.026931-0.08892i,-0.0084129-0.069075i,0.008042-0.047464i,0.0012647-0.028556i,-0.016048-0.0049851i,-0.018157+0.014413i,-0.0057753+0.017479i,0.0035267+0.011384i
-0.24729+0.28954i,-0.36905+0.36456i,-0.33613+0.2032i,-0.23139-0.022445i,-0.16075-0.087571i,-0.065492-0.056842i,0.017728-0.065319i,0.013377-0.066632i,-0.0089876-0.023981i,-0.005498+0.00093011i,-0.0087051+0.0018945i,-0.022124+0.0096802i,-0.026561+0.033047i,-0.015706+0.052796i,-0.003122+0.043652i,0.00035367+0.0088581i,0.00075864-0.025331i,0.0041588-0.037575i,0.012464-0.032851i,0.022034-0.026987i,0.025269-0.02134i,0.021552-0.015471i,0.017109-0.013788i
0.16982-0.37748i,0.31532-0.48999i,0.35273-0.28174i,0.28435+0.043645i,0.20298+0.14317i,0.092054+0.041228i,0.0066186-0.041659i,0.00070464-0.047556i,0.012082-0.035081i,-0.00039025-0.033525i,-0.028813-0.0281i,-0.046084+0.0023152i,-0.029747+0.020938i,-0.007956+0.0013076i,-0.008525-0.017502i,-0.022781-0.0090238i,-0.03362+0.0049123i,-0.036308+0.0054522i,-0.034883+0.00082921i,-0.030906+0.0039965i,-0.02445+0.010928i,-0.017173+0.010438i,-0.014951+0.0069554i
-0.022495+0.31229i,-0.10618+0.43619i,-0.16039+0.28032i,-0.13643-0.009545i,-0.075999-0.13485i,-0.014276-0.11269i,-0.0042963-0.094284i,-0.025232-0.095759i,-0.022824-0.076288i,-0.011994-0.029891i,0.0076615+0.023039i,0.040888+0.035076i,0.044299+0.0063671i,0.008951-0.0061079i,-0.028919+0.015599i,-0.046509+0.038931i,-0.043173+0.046547i,-0.028241+0.046029i,-0.010536+0.044198i,0.0089168+0.042155i,0.025364+0.032957i,0.028059+0.017136i,0.019354+0.0062932i
-0.09584-0.14175i,-0.099941-0.25571i,-0.027633-0.23536i,0.043076-0.10917i,0.025651-0.017963i,-0.049985+0.036884i,-0.094624+0.090979i,-0.08514+0.10222i,-0.062279+0.064063i,-0.032468+0.025341i,0.0079151-0.0065833i,0.026989-0.025842i,0.024194-0.011088i,0.032238+0.015187i,0.057273+0.023118i,0.079743+0.022423i,0.078187+0.024149i,0.056243+0.022068i,0.036762+0.0042228i,0.021758-0.026529i,0.0015915-0.044984i,-0.014896-0.039007i,-0.013203-0.022382i
0.15377-0.012828i,0.25081+0.056402i,0.23014+0.15226i,0.1345+0.16797i,0.073377+0.1035i,0.046036+0.061273i,0.038659+0.067249i,0.041076+0.065007i,0.02035+0.038703i,-0.022563+0.023903i,-0.050883+0.012818i,-0.054994-0.014831i,-0.053197-0.042908i,-0.055558-0.052281i,-0.052002-0.047222i,-0.033031-0.040121i,-0.0039488-0.035179i,0.015743-0.033109i,0.0091042-0.026576i,-0.010422-0.0093386i,-0.01882+0.0064435i,-0.013679+0.01386i,-0.0070693+0.016452i
-0.15366+0.12483i,-0.29241+0.089243i,-0.32751-0.10826i,-0.23642-0.27283i,-0.11067-0.25675i,-0.0028566-0.16508i,0.043229-0.10943i,0.017771-0.069232i,-0.0044562-0.015914i,0.018154+0.018148i,0.033188+0.02318i,0.016997+0.028417i,0.0094519+0.047195i,0.025901+0.061593i,0.035907+0.049605i,0.022672+0.012186i,0.0024483-0.023126i,-0.0068188-0.033467i,-0.0019136-0.023275i,0.0082645-0.0090565i,0.013676+0.0015077i,0.015115+0.0045644i,0.016037-0.0049292i
0.10425-0.16575i,0.22119-0.16178i,0.26928+0.029228i,0.18328+0.19028i,0.052344+0.14793i,-0.024484+0.030005i,-0.020013-0.031699i,0.01097-0.030864i,0.024949-0.0022078i,0.028978+0.0040348i,0.012105-0.0066635i,-0.014402+0.0048571i,-0.017845+0.010214i,-0.0099359-0.014265i,-0.0078532-0.031092i,-0.0095621-0.020169i,-0.01601-0.00069226i,-0.024746+0.011615i,-0.029239+0.011932i,-0.031157+0.0028003i,-0.031524-0.0055187i,-0.027839-0.0084492i,-0.02449-0.0086353i
-0.026672+0.15586i,-0.091385+0.19104i,-0.16509+0.087995i,-0.17711+0.0042238i,-0.11782+0.0426i,-0.037522+0.068702i,-0.011952+0.034407i,-0.013499+0.0088374i,0.0091252-0.0025955i,0.027144-0.0045699i,0.039272+0.01024i,0.0555+0.012654i,0.047413-0.0024155i,0.01244-0.007349i,-0.022823+0.0039966i,-0.040202+0.021471i,-0.035324+0.028419i,-0.015837+0.020424i,0.0017891+0.0157i,0.014197+0.025199i,0.026141+0.033359i,0.030019+0.029273i,0.019075+0.024813i
-0.050996-0.1156i,-0.061709-0.16879i,-0.00039971-0.14553i,0.08903-0.1089i,0.096513-0.10874i,0.014606-0.06699i,-0.038723+0.010887i,-0.028705+0.03797i,-0.010484+0.01439i,-0.0014794-0.013389i,0.009584-0.02744i,0.024984-0.022706i,0.037546-0.0060026i,0.043575+0.004583i,0.046274-0.0002429i,0.044375-0.0075333i,0.031943-0.0020055i,0.015085+0.0072936i,0.0069284+0.0054272i,0.0059422-0.0088914i,0.0024559-0.022514i,-0.0035095-0.024428i,-0.0026364-0.018767i
0.10952+0.063629i,0.20076+0.13493i,0.19453+0.20713i,0.074605+0.24701i,-0.028344+0.23311i,-0.050166+0.15433i,-0.041091+0.070396i,-0.028601+0.033722i,-0.021323+0.018833i,-0.041028+0.0081848i,-0.063345-0.0019272i,-0.063766-0.025088i,-0.06372-0.045256i,-0.069437-0.036388i,-0.062356-0.0088794i,-0.034671+0.011197i,0.00070571+0.016224i,0.020792+0.010137i,0.017395-0.0022395i,0.00076136-0.010266i,-0.01294-0.01072i,-0.014869-0.0073602i,-0.0096979-0.0012817i
-0.14634-0.011432i,-0.27462-0.075295i,-0.28575-0.18573i,-0.1092-0.24602i,0.09133-0.20592i,0.15743-0.12379i,0.12507-0.061139i,0.072427-0.042478i,0.025932-0.041099i,0.011456-0.025757i,0.01626-0.010684i,0.011517-0.0046326i,0.011582+0.0050618i,0.027106+0.015169i,0.034567+0.014405i,0.022826-0.00034946i,0.0061917-0.020859i,-9.0894e-05-0.029675i,0.0048755-0.019991i,0.014832+0.00029466i,0.021312+0.017652i,0.021076+0.024065i,0.019416+0.018081i
0.14249-0.030298i,0.2755+0.010198i,0.33914+0.095102i,0.22927+0.083555i,0.04894-0.016951i,-0.024234-0.068566i,0.009368-0.075542i,0.030623-0.067699i,0.018849-0.032062i,0.014654-0.0016363i,0.0047932+0.0034949i,-0.018119+0.0087636i,-0.028135+0.011767i,-0.019384-0.00023204i,-0.0056905-0.013047i,0.0015834-0.013146i,0.001009-0.0032735i,-0.0022707+0.0049661i,-0.0078923+0.0015487i,-0.016711-0.010665i,-0.022476-0.019957i,-0.021963-0.023201i,-0.020303-0.023237i
-0.093085+0.071122i,-0.19113+0.051037i,-0.29009-0.010928i,-0.28192+0.016188i,-0.16314+0.099791i,-0.061185+0.098714i,-0.051558+0.054316i,-0.059606+0.040104i,-0.035143+0.033539i,-0.0096015+0.028793i,0.007374+0.033067i,0.014635+0.029849i,0.0027063+0.022445i,-0.016673+0.019779i,-0.024888+0.019578i,-0.019532+0.021207i,-0.009657+0.015042i,-0.0068424+0.0024442i,-0.012165+0.00085878i,-0.011859+0.012629i,-0.0024386+0.02151i,0.0080528+0.01931i,0.013309+0.014704i
-0.00048148-0.083185i,0.038462-0.078333i,0.12655-0.051508i,0.19357-0.10298i,0.15541-0.18564i,0.048279-0.15703i,-0.010302-0.062419i,-0.01983-0.013052i,-0.026053-0.00057628i,-0.020834+0.0045724i,-0.0045431+0.0090264i,0.018476+0.023002i,0.042708+0.031747i,0.052095+0.019887i,0.042274-0.0015882i,0.021529-0.016653i,-0.00068909-0.015566i,-0.010944-0.0025976i,0.0008144+0.0090515i,0.019785+0.00767i,0.024575-0.003672i,0.014686-0.010915i,0.0050961-0.0089894i
0.080272+0.073377i,0.11228+0.097059i,0.051877+0.10055i,-0.097647+0.13797i,-0.19413+0.18172i,-0.16368+0.13168i,-0.10723+0.043414i,-0.066059+0.024525i,-0.018943+0.037856i,0.0053927+0.025079i,0.0018793-0.00091683i,-0.0062111-0.026021i,-0.013398-0.037673i,-0.020432-0.025446i,-0.020563-0.0036379i,-0.0071952+0.010668i,0.012163+0.016371i,0.022793+0.013549i,0.016047-0.0015339i,-0.0045725-0.017428i,-0.023439-0.02066i,-0.02972-0.013862i,-0.027276-0.0073109i
-0.13235-0.048691i,-0.23757-0.081555i,-0.2321-0.080014i,-0.056204-0.055543i,0.12274-0.042523i,0.15304-0.015785i,0.1105+0.029325i,0.083807+0.029663i,0.053708-0.010623i,0.02439-0.031832i,0.014524-0.029949i,0.012814-0.023778i,0.01416-0.020279i,0.015444-0.01935i,0.0094538-0.015105i,0.00052993-0.012391i,-0.0051233-0.017338i,-0.0061197-0.018426i,-0.0030162-0.0069582i,0.0044062+0.01098i,0.011787+0.026755i,0.015795+0.032956i,0.018017+0.027285i
0.15696+0.0038537i,0.30051+0.032521i,0.36644+0.03288i,0.25206-0.029623i,0.062134-0.07758i,-0.013785-0.060213i,0.019839-0.047961i,0.033684-0.046898i,0.014538-0.021462i,0.0077347+0.0039841i,0.0061208+0.006759i,-0.0015496-0.0010897i,-0.0080207-0.0085762i,-0.0075787-0.014301i,-0.0046303-0.014102i,-0.0073379-0.0069629i,-0.0095162+0.0018067i,-0.0051672+0.0030822i,0.00091442-0.007884i,0.0045795-0.021571i,0.0058394-0.027366i,0.005058-0.025217i,0.00069815-0.019064i
-0.12261+0.034482i,-0.26059+0.0060895i,-0.37129-0.010179i,-0.33265+0.062831i,-0.16569+0.13058i,-0.048172+0.0964i,-0.042931+0.044245i,-0.043662+0.027881i,-0.014936+0.013525i,0.0011408-0.0017103i,0.0016097-0.0029212i,-0.0057373+0.0030116i,-0.021181+0.0089845i,-0.033815+0.014451i,-0.02943+0.017388i,-0.011973+0.017548i,-6.5743e-05+0.013935i,-0.0030789+0.0077618i,-0.018001+0.0089879i,-0.029738+0.018953i,-0.025977+0.025078i,-0.014133+0.018882i,-0.0064343+0.0078241i
0.036677-0.059552i,0.12777-0.023555i,0.25471+0.016785i,0.30911-0.053554i,0.22623-0.15292i,0.10065-0.14239i,0.044216-0.081777i,0.015709-0.054349i,-0.0232-0.036079i,-0.040789-0.012259i,-0.035625+0.0055741i,-0.017738+0.021281i,0.0034946+0.030487i,0.015029+0.027008i,0.014389+0.015496i,0.0056919+0.0053408i,-0.0028736+0.0027937i,-0.0018356+0.0052463i,0.012656+0.0079059i,0.029709+0.0043148i,0.03198-0.0056959i,0.020628-0.0095931i,0.012011-0.0036566i
0.056439+0.053896i,0.044592+0.022478i,-0.044807-0.043478i,-0.16244-0.026852i,-0.19641+0.059841i,-0.13341+0.067463i,-0.079349+0.011584i,-0.045524+0.0050673i,0.0020823+0.028454i,0.032778+0.028104i,0.032456+0.0091195i,0.019929-0.015159i,0.0091528-0.02565i,0.0074163-0.013545i,0.011089+0.0011686i,0.018201+0.0050935i,0.024966+0.0038133i,0.023188-0.00030609i,0.0082197-0.0096467i,-0.011869-0.019191i,-0.022421-0.020085i,-0.020996-0.013591i,-0.016546-0.0072137i
-0.12888-0.01238i,-0.20076+0.0089856i,-0.1785+0.080778i,-0.040677+0.10874i,0.081563+0.044817i,0.088357+0.010119i,0.053914+0.041416i,0.044785+0.038449i,0.030856-0.005906i,0.0051556-0.028069i,-0.0058566-0.020109i,-0.0033683-0.0038191i,0.0029961+0.0050757i,0.0069288-0.0001156i,0.0026757-0.0093398i,-0.0037436-0.011485i,-0.0056322-0.012057i,-0.0058891-0.0090093i,-0.0051131+0.00651i,-0.0022213+0.027946i,0.0018077+0.03903i,0.0053383+0.034326i,0.0086631+0.021723i
0.14462-0.025947i,0.27852-0.042083i,0.33786-0.093625i,0.23848-0.14326i,0.06956-0.11442i,-0.013688-0.050435i,-0.013025-0.03222i,-0.019224-0.026478i,-0.034343+0.0022633i,-0.026623+0.029765i,-0.0067389+0.034206i,0.00527+0.019059i,0.007768+0.0011393i,0.010627-0.0096732i,0.012602-0.010988i,0.0065968-0.0062574i,-0.00044112-0.0017221i,0.0010955-0.002387i,0.012311-0.01316i,0.022419-0.028435i,0.022059-0.037737i,0.015469-0.035534i,0.010329-0.025559i
-0.11309+0.044723i,-0.26332+0.04683i,-0.38921+0.059078i,-0.35273+0.11027i,-0.17565+0.11882i,-0.050507+0.059251i,-0.038209+0.023134i,-0.034034+0.022121i,-0.0063465+0.013408i,0.013517-0.0027731i,0.018178-0.011926i,0.0093639-0.0090149i,-0.0061467-0.0041076i,-0.021865-0.0050635i,-0.028073-0.0058576i,-0.020023-0.004764i,-0.01108-0.0020888i,-0.012633+0.0037481i,-0.021301+0.010187i,-0.027567+0.016545i,-0.025367+0.021532i,-0.019567+0.018146i,-0.018067+0.009024i
0.041382-0.045891i,0.1493-0.014799i,0.28839+0.028988i,0.32077-0.011069i,0.20497-0.083181i,0.084919-0.082336i,0.052183-0.049602i,0.028978-0.038201i,-0.015398-0.027178i,-0.037541-0.012372i,-0.035868-0.0058262i,-0.02361+0.0026359i,-0.0088102+0.011729i,-0.0026071+0.012931i,-0.0050302+0.010683i,-0.009302+0.010247i,-0.0086942+0.010854i,0.00086184+0.0086545i,0.014864+0.0032274i,0.02339-0.0019203i,0.019837-0.003255i,0.011086+0.0014015i,0.0071127+0.0070101i
0.037396+0.018342i,0.0035246-0.032035i,-0.087659-0.11184i,-0.15909-0.10855i,-0.14088-0.019093i,-0.071038+0.023632i,-0.030683+0.0089323i,-0.0071738+0.018947i,0.029703+0.040786i,0.053845+0.036706i,0.049698+0.015112i,0.030948-0.010021i,0.013478-0.021777i,0.0072648-0.013295i,0.01111-0.00062284i,0.015433+0.0036643i,0.015618+0.0019312i,0.010399-0.0036822i,-0.0028999-0.014596i,-0.016715-0.02381i,-0.016404-0.023553i,-0.0056547-0.017215i,8.267e-05-0.010365i
-0.084192+0.021432i,-0.12541+0.078004i,-0.10034+0.1667i,-0.021998+0.18143i,0.030897+0.085136i,0.026109+0.021223i,0.022089+0.033512i,0.040581+0.025847i,0.041929-0.014284i,0.01639-0.038203i,-0.0068206-0.030498i,-0.011631-0.0067716i,-0.005801+0.008986i,-0.0020771+0.010875i,-0.0040462+0.0076154i,-0.0062163+0.0049143i,-0.0060556+0.0023376i,-0.0060409+0.0040957i,-0.0052744+0.017855i,-0.0017011+0.035373i,0.00071338+0.041146i,0.00017788+0.03341i,0.00029237+0.021105i
