-0.0018912+0.0016958i,-0.0012541+0.00024244i,-0.0011998-0.0004606i,-0.00019199-0.00086902i,3.9651e-05-0.00059833i,-0.00069996+0.00091162i,-0.0012628+0.0016665i,-0.000786+0.0013414i,0.00029567+0.00065781i,0.00090171-0.0001011i,0.00060533-0.00064366i,0.00016278-0.0012322i,-0.00031123-0.0010529i,-8.287e-05-0.0008056i,0.00024771-0.001162i,0.00018805-0.00077223i,0.00030285-7.0835e-05i,0.00025159+0.00011195i,-0.00020692+0.00024853i,0.00025342+0.0004992i,0.000539+0.00057284i,-0.00016868-0.0004802i,-9.4053e-05-0.0015263i
0.0019528+0.00048706i,0.0034395+0.0009157i,0.0042679+0.00086953i,0.0042823-0.00020698i,0.0027774-0.0019322i,0.00079105-0.0022973i,-0.00011409-0.00096182i,-0.00051072-0.00044283i,-0.0007394-0.00050893i,-0.0012638-5.1224e-05i,-0.0011342-0.00038286i,-0.00088237-0.00089179i,-0.00070349-0.00084347i,-0.00067283+0.00028536i,-0.00051299+0.0012298i,-7.0705e-06+0.0012834i,0.00030542+0.00096035i,2.7998e-05+0.00024001i,4.8465e-05-0.00055545i,0.00031165-0.00080698i,-0.00021263-0.00056061i,-0.0007894-0.00078755i,-0.00086666-0.00084277i
-0.0012615-0.00084246i,-0.0020658-0.0010141i,-0.0024015-0.0016451i,-0.0012923-0.0013694i,-0.00014233-0.001164i,-8.6699e-05-0.00023017i,-0.00037905+9.2175e-05i,0.00018899-0.00058378i,0.00026125-0.0012075i,0.00038129-0.0018831i,0.00018372-0.0012558i,-9.7976e-05+0.00047123i,9.5065e-05+0.00084008i,8.0732e-05+0.00074116i,-0.00011069+0.0010533i,0.00029827+0.00066358i,0.00088279+0.00060052i,0.00076757+0.00047485i,-0.00017258-8.6828e-06i,-0.00020152+0.00011064i,0.00016499+0.00036729i,0.00043627+0.00081751i,0.0011533+0.001794i
0.00099199-0.00047181i,0.002018-0.00059467i,0.0035195-0.0013974i,0.0037469-0.0019151i,0.0026788-0.0024273i,0.0012223-0.0025175i,-0.0002662-0.0014559i,-0.00054594-0.0004582i,-0.00061817-0.00079283i,-0.00053761-0.0014562i,0.00028592-0.00095838i,0.00045533-0.00013024i,0.00019132-0.00010963i,0.00024357-0.00014708i,0.00019762+0.00035728i,2.2045e-05+0.00089187i,0.00023787+0.00067321i,0.00042533+0.0003755i,0.00018457+0.00090579i,-0.00017311+0.0012582i,0.00030364+0.00075446i,0.00049388+9.5234e-05i,0.00024199+0.00032783i
-0.00027138-0.00049411i,0.00024274-0.0009407i,0.0016431-0.00065666i,0.001969-7.5506e-05i,0.0020841-0.00027636i,0.0016105+0.00025246i,0.00069307+0.00078839i,0.00055083+0.00022125i,0.00019273-0.00054915i,-0.00067317+6.6958e-05i,-0.0015128-0.00013307i,-0.0016052-0.00080193i,-0.0011071-0.0011181i,-0.00044487-0.0014652i,-0.00031443-0.0011164i,-0.00039564-0.0006561i,-0.00057407+9.8358e-05i,-0.00032994+0.00085779i,0.00030393+0.00098762i,0.00019255+0.0011194i,-0.00042585+0.00065391i,-0.00045933+0.0004145i,-0.0001585+0.0006086i
-0.0021748-0.0015054i,-0.0017508-0.00072558i,-0.001224-0.00013825i,-0.00051282+6.8494e-05i,-0.00035532+0.00047529i,0.00035359+0.00058599i,0.00086595-0.00022751i,0.00038119+0.00011694i,0.0002299+0.00064316i,-0.00023009+0.00057196i,-0.00060434+0.000972i,6.6011e-05+0.0010556i,0.00071242+1.058e-05i,0.00057019-0.00023609i,0.00044693-0.00012344i,0.00083449+0.00014491i,0.00089216-6.9552e-06i,0.00071117-4.2524e-06i,0.0001687+0.00023654i,0.00021222+0.00032319i,0.00041436-0.00027609i,0.00024954-0.00042766i,-0.00013662-8.7965e-05i
-0.0012276+0.00026554i,-0.0013857+0.00017892i,-0.00090006+0.0015541i,-0.0003045+0.0021864i,-0.00021468+0.0012874i,-0.00021955+0.00045757i,-0.00023694+0.00013614i,-0.0003148+1.569e-05i,-0.00028041+0.00014908i,9.5062e-05-4.2331e-05i,0.00011196-0.00014925i,-0.00015225-0.00067561i,-6.1731e-06-0.0021429i,0.00037384-0.0026969i,0.0012183-0.0017893i,0.00063981-0.00059169i,-0.00015974+0.00020731i,-6.9655e-05+0.00034813i,-0.00026034-0.00017361i,-0.00044822-0.00090417i,1.6767e-05-0.00051548i,0.00068058+2.2282e-05i,0.0012825+0.00016028i
0.0013622+0.0003035i,0.0022755-0.00070176i,0.0035975-0.0012259i,0.0031422-0.0017848i,0.0013236-0.0020449i,-0.00011885-0.0016656i,-0.00039967-0.00065598i,-0.0007569-0.00018623i,-0.0007057-0.0011343i,-0.00086579-0.0019719i,-0.0013775-0.0015321i,-0.0011295-0.00083946i,-0.00084817-0.00099511i,-0.00072885-0.00065689i,-0.000119+0.00037101i,-0.00041964+0.00091589i,-0.00022631+0.00027909i,0.00097894-0.00010417i,0.0010329+0.00068638i,0.00043294+0.0012391i,0.00028902+0.00069403i,0.00017993-0.00017612i,0.00033846-0.00031144i
-0.0010526-0.00071432i,-0.00037606-0.00097488i,0.0019457-0.0010576i,0.0027037-0.00087381i,0.0017253-0.0009683i,0.00064985-0.0010908i,-0.00033173-0.00050441i,-0.0011027-0.00010437i,-0.0012-0.00055815i,-0.00043747-0.0011807i,0.00019494-0.0006516i,0.00074244+0.00042071i,0.0012378+0.00044836i,0.00048481+0.00068096i,-0.00053833+0.0015478i,-0.00022198+0.0016827i,0.0003601+0.00091827i,0.0008563+0.00025242i,0.00062432+0.0011812i,0.00015638+0.0012869i,0.00024198+0.00068561i,0.00038727+0.00024128i,5.2456e-05-0.00057612i
0.0035336+0.0013183i,0.0045866+0.00056754i,0.0053215-0.00016548i,0.0034048-0.0012571i,0.0010007-0.0018608i,-0.001067-0.0011061i,-0.0017627-0.00045086i,-0.001146-0.0013591i,-0.00049724-0.0014626i,-0.00015317-0.0012246i,-0.00063528-0.0017474i,-0.00081876-0.0013939i,-0.00056152-0.00028643i,-0.00074006+0.0004009i,-0.0014447+0.00052985i,-0.001891+0.00044526i,-0.0013139+5.4005e-05i,-0.00095403+0.00061092i,-0.0014416+0.00048849i,-0.00036458-0.00037287i,0.00085064-2.5933e-05i,0.00073054+0.00044857i,0.00063976+0.00041323i
0.00039972+0.0036086i,0.0010356+0.0029617i,0.0024866+0.002066i,0.0026148+0.00054578i,0.0013629-0.0010823i,0.00020536-0.00060837i,-0.00038759+1.7694e-05i,0.00023542-0.00038988i,0.00075725-0.00064386i,0.00091497-0.00078353i,0.00072593-0.0006796i,0.00027695-0.00020618i,-0.00037108-0.00021408i,-0.00099258-0.00044566i,-0.00090688-0.00015418i,-0.00068713+0.00023884i,-0.00079295+0.00036799i,-0.00035894-0.00013447i,0.00019474+0.00039672i,-9.7237e-05+0.0011633i,-0.00064134+0.0007789i,-0.0010521+0.00060761i,-0.00083216+0.00071786i
-0.0010612-0.0020686i,-0.00092758-0.0017739i,-0.00056004-0.0015311i,-0.00095958-0.00092729i,-0.0012238-0.0014769i,-0.0009013-0.0016926i,-6.3569e-05-0.00092544i,0.00026787-0.00047113i,-0.00057291-0.00081196i,-0.0012772-0.00069404i,-0.0013747+0.00082514i,-0.0012836+0.001811i,-0.00083818+0.000802i,-0.00012882-0.00054596i,0.00078209-0.00018637i,0.0010013+0.00039081i,0.00017222+0.00070544i,-0.0006649+0.00024892i,-0.00022005+6.7055e-05i,-0.00015643+0.00057728i,-0.00058082+0.00052481i,-0.00033456-0.00018194i,-0.00065379-0.00068115i
0.0020361+0.00085458i,0.0019967+0.00084433i,0.0034219-0.00027263i,0.004691-0.0015742i,0.0034264-0.0025825i,0.0017254-0.0022584i,0.00095165-0.00081649i,0.00029094-0.00065673i,0.00036476-0.0012059i,0.0004176-0.0015351i,-4.3975e-05-0.0012914i,-0.00090826-0.0010396i,-0.0012281-0.0015875i,-0.00072039-0.0015939i,-6.0443e-05-0.00051355i,-1.7241e-05+5.6109e-05i,0.00012833-0.00081604i,0.00027403-0.00076612i,-0.00041257-0.00051113i,-8.1033e-05-0.0010872i,0.0005886-0.0010134i,0.00010435-0.00027652i,-0.00038077-0.0001758i
0.0017678+5.6238e-05i,0.0019324+3.8114e-05i,0.0018172+0.00016524i,0.0021529-0.00075359i,0.0024316-0.0015409i,0.0015352-0.0010265i,0.00070752-0.00043446i,0.00036121-0.00042252i,0.00030144-0.00097308i,2.242e-05-0.0012233i,-0.0010125-0.00097077i,-0.0010173-0.0018473i,-0.0003142-0.0018387i,8.4596e-05-0.0005102i,0.0007499+0.00073595i,0.00092047+0.0015232i,0.0009323+0.0021947i,0.00064188+0.0017312i,0.00061104-0.00011921i,0.00036451-0.0011825i,-0.0003538-0.00073156i,-0.0003075-0.00063637i,-0.00023-0.00069136i
0.00033957-0.00021459i,0.0011296+0.00010382i,0.0026275-0.0015197i,0.0024923-0.0016494i,0.0011815-0.00081739i,0.00041533-0.0002437i,-0.00051254+0.00032456i,-0.00069247+0.00042617i,0.00039755+3.1033e-05i,0.0010566-0.00045987i,0.00080839-0.00049273i,0.00066545+9.7116e-05i,0.0011481+6.8785e-06i,0.00091628+0.00054304i,0.00029834+0.0018878i,-0.0005483+0.0018979i,-0.00048631+0.00090789i,0.00039128+0.0002098i,0.00024365+0.00059869i,-0.00035447+0.0012261i,-0.00070641+0.0007025i,-0.00039194-0.00029309i,-0.00021614-0.00017779i
-0.0010896+0.0022988i,-0.00049462+0.0023778i,0.00084575+0.0035116i,0.0017922+0.0028301i,0.0012215+0.00048066i,-0.00038475-0.00098102i,-0.00057804-0.00059134i,5.9001e-05-0.00065609i,-0.00020635-0.00096744i,-0.00052142-0.00014256i,-0.00048576-9.1586e-05i,4.8514e-05-0.00091753i,0.00032214-0.00083519i,-0.00065656+2.5491e-05i,-0.0014055+0.00066497i,-0.00084749+0.0004203i,-0.00046708+0.00085326i,-0.00085834+0.0016071i,-0.00057716+0.0014102i,-0.00013474+0.00067007i,0.00040469-0.00035054i,0.00018806-0.00084135i,-0.00028515-0.00096022i
-0.00026829-0.00020145i,0.00052881+0.00017557i,0.00061331+2.8396e-05i,0.0010317+0.00033861i,0.00064773+0.00042938i,0.00031564-0.0001861i,0.00076823+1.0237e-05i,0.00016881+0.00033322i,-1.7812e-05-0.00010007i,0.0002632-0.00026887i,-0.0002283+9.3805e-05i,-0.00046981+0.00045309i,0.00029016+0.00076865i,0.00044823+0.00017785i,0.00017959-0.00039515i,-0.00015185-0.00015504i,-0.00037063+0.00060564i,8.069e-05+0.00055996i,-0.00014774-0.0001686i,-0.00020292+0.00010735i,9.7572e-05-0.0001637i,-0.00045654-0.00034862i,-0.00075812+0.00044132i
-0.00026983+0.00070737i,0.00059392+0.00074343i,0.0012597-0.0005472i,0.0011333-0.0014796i,0.00056624-0.001184i,3.2617e-05-0.0013645i,0.00014669-0.0017061i,0.00028785-0.00085058i,0.00033785-0.00061386i,-3.7431e-05-0.0010007i,-0.00095336-0.0006497i,-0.0011349-0.00041469i,-0.00058793-0.00068696i,-0.00039261-0.00070833i,-0.00047068+0.00070371i,-0.00023388+0.0012163i,0.00058157+0.00078611i,-0.00022368-7.9252e-06i,-0.0013816-0.00063595i,-0.00099523-0.00023293i,-0.00030129+0.00019083i,0.00023733+1.561e-05i,0.0003181+0.00016351i
0.0020351+0.0012677i,0.001903+0.00062097i,0.0025134+1.1985e-05i,0.002745-0.00070886i,0.0018352-0.0012878i,0.00028347-0.0011418i,-8.2757e-05-0.00047725i,-0.00048368-0.00021958i,-0.0011092-0.00031178i,-0.00083037-0.00047231i,-0.00047277-0.00054065i,-0.00039894-0.00094016i,-0.00069568-0.0012157i,-0.00064041-0.0012652i,-4.2243e-05-0.00068761i,0.00075638+9.6293e-05i,0.0013745+0.00034415i,0.0014887+2.3834e-05i,0.00090476+7.6011e-05i,4.5633e-05+0.00040876i,-0.00036869-0.00030297i,-0.00078571+0.00020669i,-0.0015748+0.0012846i
-0.00098036-0.00056944i,-0.00092904-3.1159e-05i,-0.00016026+0.00016416i,0.00059184+9.4264e-05i,-7.0016e-05-0.000339i,-0.00054325+0.00018301i,-0.0007863+0.00035413i,-0.00078145-0.00023578i,-0.00045361-0.00045195i,-0.00074225-0.00089702i,-0.00025843-0.00098426i,0.0010502-0.00052593i,0.0012298-0.00052326i,0.0010347-0.00020139i,0.00037932-0.00018442i,0.00014582+9.1345e-05i,0.00044289+0.00074229i,0.00012714+0.00018909i,-0.00020791-7.9696e-05i,0.00024656+0.00020749i,0.00033501+0.0004921i,-0.00049616+0.00015881i,-0.00042452+0.00030962i
0.00074564+0.00043973i,0.0018723+0.00053491i,0.0034192+0.00057614i,0.0035266-0.0007103i,0.0024083-0.0017339i,0.0011956-0.00090153i,-0.00011152-0.00013717i,-0.00011887-0.00018081i,-0.00010524-0.00056292i,-0.00043632-0.00071612i,-0.00059606-0.00039536i,-0.00025405+9.8026e-05i,0.00090516+0.0010256i,0.0010577+0.0016787i,0.0005675+0.001586i,0.00056246+0.0012764i,0.0004835+0.0013234i,0.00061847+0.0016099i,0.001031+0.0014832i,0.00068131+0.0014092i,0.00025001+0.0011126i,-0.0004168+0.0007798i,-0.00020286+1.3453e-05i
-0.0017037+0.00063548i,-0.0004935+0.0015496i,5.4445e-05+0.002166i,0.0011289+0.0014315i,0.0021783+0.00032459i,0.0014761-0.0003419i,0.00016069-0.00052016i,-0.00088911-0.00010694i,-0.00082953+0.00053711i,-0.00030993+0.00068441i,-0.00053798+0.00067758i,-0.00056537+0.00031204i,-0.00011177-0.00010115i,-0.00092212+4.7113e-05i,-0.00094104+0.00025122i,0.00012737+0.00017501i,7.4468e-05+0.00033591i,-0.00076411+0.00065491i,-0.001245+0.00049467i,-0.00077065-9.1538e-05i,-0.00045177-0.00049254i,-2.6474e-05-9.4624e-05i,0.00024772+0.00031925i
-0.0014789+0.00080705i,-0.00027507+0.00070733i,0.0014182+0.00083154i,0.0016158+0.00044176i,0.00057178-0.00034106i,0.00043917-0.00052211i,0.00015619-7.7012e-05i,-0.0002576+1.0865e-05i,-0.00036645-0.00051511i,-0.00025704+7.1673e-05i,0.00027668+0.00045014i,0.00046537+0.00067575i,-0.00040337+0.00044749i,-0.0007481-0.00027732i,-0.00054098-0.00054001i,-0.0005015-0.00020854i,-0.00017293+0.0004884i,-0.00041812-4.8229e-05i,-0.00061788-0.00055694i,-0.00040827+0.00021166i,-0.00016168-0.0001296i,0.00027455-0.0010034i,0.00039664-0.0009691i
0.0014176-0.001555i,-6.2538e-06-0.0014751i,0.00049467-0.00048858i,0.00071003-0.00068857i,0.00061777-0.001413i,0.0010488-0.0011277i,0.0010523-0.0006516i,4.7234e-06-0.00069569i,-0.00090344-0.001074i,-0.0010047-0.001511i,-0.0011612-0.0013793i,-0.001444-0.00061677i,-0.0017178+0.00029715i,-0.0015663-0.0001482i,-0.00053998-0.0013381i,1.7431e-05-0.00072295i,0.00040814+7.7915e-05i,0.00073228-0.00026164i,0.00044172-0.00039529i,0.00023231-9.3586e-05i,7.7146e-05-0.00053473i,-0.00051672-0.00011732i,-0.00090106+0.00059218i
0.0018242-0.0017561i,0.0026686-0.0028376i,0.0028587-0.0048094i,0.0012886-0.0046609i,-0.00099156-0.0033202i,-0.0016409-0.001849i,-0.0010149-0.00057656i,1.1698e-05-0.00046568i,-0.00044051-0.0011575i,-0.00092215-0.0014204i,-0.00074359-0.00097345i,-0.00091729-0.0005108i,-0.00028264-0.00020048i,-0.00050906+0.00019615i,-0.00036947+0.00033074i,0.00082668+0.00096479i,0.0012304+0.0010336i,0.0010871-0.00014601i,0.00058779-0.00064822i,-0.00036285+3.643e-05i,-0.00037864+0.00081633i,-0.00029804+0.0014378i,-0.00031552+0.00090549i
-0.001253+0.0024378i,0.00024087+0.0025009i,0.0026116+0.0024052i,0.003702+0.00053491i,0.002198-0.0012743i,0.00033189-0.00089667i,0.00031111-0.00036479i,0.0003466-0.00049475i,0.00030111+7.8393e-05i,0.00063267+0.0002893i,0.0011408-0.00061023i,0.0012726-0.00093196i,0.0012391-0.0012641i,0.00068105-0.00055109i,-9.7327e-05+0.0011429i,0.00030668+0.0011297i,0.00034693+0.0008945i,-0.00022529+0.001003i,9.6833e-05+0.00064089i,0.00051338+6.4997e-05i,-2.2844e-05+0.00015044i,-5.4933e-05+0.00041722i,0.00027053+6.132e-05i
-0.0024299+0.0013064i,-0.0028858+0.00094914i,-0.00092895+0.0014036i,0.0019506+0.0017508i,0.0026924+0.0011328i,0.0015477+0.00040028i,0.00021056+0.0001968i,-0.00014795-0.00017096i,-5.4238e-05-0.00015155i,0.00011484-0.00044534i,0.00046046-0.0011062i,0.00099421-0.0016199i,0.0013165-0.0015624i,0.00050106-0.000986i,0.0002167-0.00029582i,0.001075-7.7378e-05i,0.00068755+3.4721e-05i,0.00034581+0.00054001i,0.00034622+0.00061489i,-0.00012691+0.00028741i,-0.00050079+0.00058148i,-0.00040046+0.00016458i,0.00039098-9.7728e-05i
0.0016005-0.0039073i,0.0022842-0.0033764i,0.0014419-0.0026117i,8.8883e-05-0.0025293i,-0.00061026-0.0021331i,-0.001939-0.00078274i,-0.0020757+0.00029889i,-0.0011086+0.00047029i,-0.00090306-0.00011975i,-0.00096795-0.00040891i,-0.0012392+0.00034126i,-0.0011296+0.0015195i,-0.00047605+0.0016963i,-0.00033789+0.0010484i,-0.00091019+0.0010939i,-0.0011205+0.0016777i,-0.00012215+0.001314i,0.00025831+0.00072804i,-5.5453e-05+0.00065308i,0.00042946+0.00011238i,0.0009681-0.00012671i,0.0010915-0.00038564i,0.00084594-0.00053012i
-0.00069574+0.0013872i,0.00024313+0.0016876i,0.00036162-0.00028138i,0.00079467-0.00045735i,0.00058957+0.00026114i,0.00011974-0.00062772i,-8.8688e-05-0.00068176i,-0.00018331-0.00037571i,-0.00013613-0.00062969i,-0.00068241-0.00079677i,-0.0010216-0.00037741i,-0.00094285-0.00029129i,-0.00051453-0.00078003i,-0.00081432-0.00033874i,-0.0012887+2.4073e-05i,-0.00036219-0.00017555i,0.00061559-0.00038798i,-5.7862e-05-0.00017656i,-0.00054273+0.00042123i,-0.00016443+0.00035702i,-4.6174e-05+0.00028256i,-4.1064e-05+2.266e-05i,0.00067366-0.00017865i
-0.00060154+0.00061011i,-0.0004998+0.00013976i,0.0013343+0.00010057i,0.0031819+0.00025265i,0.0023406-0.00022373i,0.00030294-0.0003241i,-0.00034227-0.00014876i,-0.00040786-0.00074781i,-0.00023883-0.0015016i,0.00077811-0.0020823i,0.00071062-0.0019516i,-0.00053026-0.0015407i,-0.0005949-0.001367i,-0.00019287-0.0012311i,-0.00073738-0.00084446i,-0.0010712-0.0001398i,-0.00039206-0.00012093i,-0.00010263-2.691e-05i,-0.00035382-3.2336e-05i,-0.00087428-0.00039945i,-0.00033817-0.00041225i,0.00092485-0.00084879i,0.00065461-0.00084629i
0.0034619+0.0012341i,0.0042746+4.8385e-05i,0.0061151-0.0015157i,0.0058951-0.0038979i,0.0026937-0.0048904i,2.6977e-05-0.0033885i,-0.00024927-0.0015978i,0.00035769-0.00082694i,0.00068658-0.0013688i,0.00015123-0.0014455i,-0.00079903-0.0011442i,-0.001342-0.0013507i,-0.00066101-0.0015319i,0.00024684-0.001178i,0.00019877-0.00030538i,-0.00032887+0.00053298i,-0.00029062+0.001002i,-0.00018945+0.0010191i,0.00014332+0.000977i,0.00011574+0.00060687i,-7.887e-05+0.00035405i,-0.00027184+0.00044222i,-0.0012876-0.00012575i
-0.0029144+0.00092011i,-0.0021733+0.00052116i,-0.0010022+0.0020673i,0.00054113+0.0016755i,0.0016376+0.00043055i,0.00090078+5.1545e-05i,-0.00061284-0.00043232i,-0.00084627-0.00061622i,-0.00014603-0.00064434i,0.00043826-0.00089827i,-0.00026498-0.0008871i,3.8725e-05-0.00095958i,0.0012315-0.00081595i,0.0006504-0.00076381i,-6.669e-05-0.00046428i,0.00032964+0.00038136i,0.00066625+0.00067684i,0.00093865+0.0010457i,0.00057235+0.0016385i,0.00020103+0.0010939i,-3.4775e-05+0.00042221i,-0.00071123+4.4275e-05i,-0.0010418+0.0001417i
0.0017973-0.00049279i,0.0024476-0.00039661i,0.0013209-0.0013106i,0.00047983-0.0027317i,-0.00015277-0.0031435i,-0.00094685-0.0019026i,-0.0007691-0.00020214i,-0.0004378-0.0004903i,-0.00027531-0.001257i,-0.00047441-0.00073314i,-0.0011409-0.00060694i,-0.0012693-0.0002874i,-0.00069836+0.00066004i,-0.00034925+0.0014007i,-0.00051678+0.0012655i,-0.00041948+0.00059415i,-0.00037076+0.00055187i,-0.00065911+0.0010998i,0.00010731+0.001173i,0.00064892+0.00082785i,0.00067853+1.0899e-05i,0.00064407-0.0002555i,0.0004547+0.00054107i
0.00070135+2.7517e-06i,0.0016276-0.0015419i,0.0031701-0.001691i,0.0035241-0.00068965i,0.0024949-0.00094066i,0.00057149-0.0012371i,-0.00013475-0.00062955i,-0.0003421+0.00015546i,-0.00056651-0.00025547i,-0.00069561-0.0015135i,-0.0010051-0.0015584i,-0.00047618-0.0013247i,0.00027101-0.00095613i,-1.603e-05-8.4371e-05i,6.2344e-05+0.00078733i,0.00057708+0.0010253i,0.00063204+0.00048658i,0.00025806+0.00064281i,-0.0012298+0.00071285i,-0.001538-2.4564e-05i,-0.00077175-0.00061361i,-0.00030561-0.00029267i,0.00017466-0.00034253i
0.00063799+0.0019156i,0.001321+0.0025333i,0.0015849+0.0023487i,0.0017662+0.0015521i,0.00093634+0.00018655i,-0.00030624-0.00015107i,-0.00075655+0.00038179i,-0.00019626+0.0001066i,0.00035535-0.0011536i,0.00027141-0.002248i,-0.00048844-0.0019227i,-0.00055888-0.0006515i,-0.00026667-5.9162e-05i,-0.00092643+5.7414e-06i,-0.00057072+0.00070197i,-0.00080329+0.00075363i,-0.0010343+0.00059082i,-0.0003309+0.0008235i,5.1989e-05+6.5323e-06i,-1.4295e-05-0.00028397i,-0.00045331+0.00018642i,1.133e-05+0.00042772i,0.00023142+2.823e-05i
0.0028408+0.00076164i,0.0028172+0.00012388i,0.0032534+3.4323e-05i,0.0035966-0.0014117i,0.0028368-0.0018973i,0.0010119-0.0008569i,-0.00053649+0.00018836i,-0.00064054+5.4372e-06i,4.5873e-05-0.00073062i,0.0006154-0.00094052i,0.00033438-0.00086997i,-0.0010971-0.0012054i,-0.0018567-0.0015716i,-0.0019472-0.0011334i,-0.001034-1.589e-05i,-0.00026705+0.00049364i,-0.00036921+0.00048226i,-0.00048897+0.00054053i,-0.0004863+0.00067305i,-0.00036385+0.00073785i,-1.9874e-05+0.00015787i,-0.00015273-0.00034089i,-0.00040539-4.9143e-05i
-9.5398e-05+6.0007e-05i,0.0010126+0.0010326i,0.0016532+0.00078328i,0.0026844-0.00043567i,0.0023505-0.0010386i,0.00058496-0.0011857i,0.00015141-0.0010739i,-8.5147e-06-0.00044249i,0.0001273-0.00061585i,0.00072207+5.1756e-05i,0.00070722+0.00070858i,0.0012657+2.3433e-05i,0.00094753-0.0012733i,-7.8536e-05-0.0017515i,-0.00041091-0.0005721i,-0.00039147-0.00024002i,-0.00012728+4.0278e-05i,-0.00021409+0.00071101i,-0.00059257+0.0010489i,-0.00046134+0.0010332i,0.00022127+0.00096511i,0.00065411+0.00099509i,0.0007493+0.00045854i
-0.0002972+0.00095199i,-0.00093401+0.0013658i,0.00028166+0.0017774i,0.0014348+0.00099496i,0.00089984-0.00073474i,0.0002478-0.0013795i,-8.0186e-05-0.00027124i,3.5161e-05+0.00012973i,2.1363e-06-0.00083513i,-0.00086663-0.0012806i,-0.0013578-0.0009465i,-0.00071182-0.00053686i,-4.8128e-05-0.00046752i,0.00023205-0.0011888i,3.08e-05-0.00052837i,-0.0002781+0.00089264i,-0.00069745+0.00031176i,-0.00055698-0.00025125i,-0.00015351+8.5651e-05i,0.00023298-9.7402e-06i,4.5925e-05-0.00049027i,-0.00038755-0.00061742i,-0.00015562-0.00073631i
-0.00092186+5.7287e-05i,-0.00039171-0.00037591i,0.00048911-0.00066085i,0.0023202-0.00047562i,0.0030316-0.00045056i,0.0018229-0.00092846i,0.00022023-0.00069364i,-0.00034311-0.00064832i,-0.00072223-0.00066035i,-0.00096997-0.00095905i,-0.00032324-0.0010082i,0.00051736+6.096e-05i,0.00072145+0.0011187i,0.0005782+0.00078665i,0.00015596-0.00015119i,0.0001691-4.2441e-05i,2.5511e-06+0.00093823i,-0.00054625+0.00065183i,-0.00020253-1.3468e-05i,0.00031704-0.00014383i,-1.2715e-05-0.00061029i,-0.00102-0.00039405i,-0.00078792-0.00042689i
0.0023662+0.00091934i,0.0037262+0.00034123i,0.0059445-0.00025982i,0.0051248-0.0012966i,0.0021766-0.001852i,-0.00022709-0.00049719i,-0.00095723+0.0010219i,-0.00092025+0.00060107i,-9.5235e-05-0.0010143i,-9.3102e-05-0.0017359i,-0.0011322-0.0010288i,-0.0015351-0.00021573i,-0.0016868-0.00011775i,-0.00095981-3.0303e-05i,-0.00013895+0.00073597i,-0.00027179+0.0008256i,-0.00017713-2.9868e-06i,-0.00057636+0.00030498i,-0.0010627+0.00044465i,-0.00052341-2.467e-05i,2.7361e-05-0.00010116i,-0.00013367+0.00020307i,-0.00046998+0.00069079i
-0.00019501-0.002234i,-0.00048932-0.0021709i,-0.0011774-0.0033854i,-0.0011157-0.0035305i,-0.00088643-0.0024345i,-0.00063551-0.0019904i,-0.00097229-0.0015302i,-0.00075145-0.00099512i,3.1442e-05-0.00064502i,5.6896e-05-0.00091653i,-0.00079526-0.0013841i,-0.0015064-0.00080579i,-0.001528+0.00032285i,-0.0010767+0.00096891i,-0.00034179+0.00082829i,-0.00025545+0.0010429i,-0.00010671+0.00093506i,-6.4849e-05+0.00022436i,4.0221e-05+0.00054031i,0.00013919+0.00072238i,-0.00089729+0.00027751i,-0.0010938+0.00022623i,-0.00061798+0.00087714i
0.0014121-0.00013075i,0.0018469-0.00098621i,0.0034802-0.0012654i,0.0036851-0.00061535i,0.0017934-0.0009438i,0.00046367-0.0019565i,0.0010501-0.0012083i,0.001137+0.00025543i,0.00066614+3.5824e-05i,0.00021321-0.0011521i,-0.00022157-0.0015547i,-0.00098164-0.0013637i,-0.00083189-0.0011525i,8.8814e-05-0.0007272i,-0.00033502+0.00040417i,-0.00015923+0.001184i,0.00025528+0.0013823i,0.0001496+0.0015422i,0.00029281+0.001273i,0.00058169+0.00060161i,0.00032927-6.3256e-05i,-1.7503e-06-0.00092423i,0.00041836-0.00083344i
0.0011124-0.00016422i,0.0025601+0.0012565i,0.0038833+0.0013475i,0.0030442+0.00073357i,0.0014003-9.7064e-05i,0.00068719-0.00040244i,9.5847e-05-0.00058461i,-0.00028873-0.00047824i,-0.00075262-0.00017314i,-0.00084497-0.00027859i,-0.00032037-0.00039154i,1.952e-05-0.00034347i,0.00021817-0.00063401i,-0.00036235-0.0010234i,-0.0012205-0.00069964i,-0.000747+0.00029969i,-0.0005143+0.0012397i,-0.00065441+0.00097672i,-0.00073532+0.00088977i,-0.0011306+0.0010571i,-0.0010202+0.00024035i,-0.00069172-0.00014279i,9.9256e-05+0.000439i
-2.5577e-05-0.00023677i,-2.1459e-05+8.0319e-05i,-0.00034384+0.00054223i,0.0002851+0.00057069i,0.00063291+0.0010032i,0.00033181+0.00129i,0.00028314+0.00059876i,-4.2483e-05-0.00033255i,-0.00036241-0.00072077i,-0.00074336-0.00049671i,-0.0011534-0.00016608i,-0.00077421+0.00015571i,0.00022766+7.2078e-05i,0.00021181-0.00028i,-0.00010658+0.00034524i,0.00023369+0.0012548i,-0.00021651+0.0008104i,-0.00044943+5.0629e-05i,-0.00075654-0.00024636i,-0.00075316-0.00023168i,-0.00010947+0.00018004i,0.00069565-0.00017298i,0.00055805-0.00081674i
