-0.0018726+0.00028385i,-0.0011713-0.0013042i,-0.0014943-0.00014624i,-0.0015829+0.0010482i,-0.0012952+0.001193i,-0.0006849+0.0019171i,-0.00034607+0.0027956i,-0.00034475+0.0028042i,0.0010816+0.0019771i,0.0024625+0.001207i,0.0014884+0.00047256i,-0.00034032+0.00020668i,-0.00035338+0.00034224i,0.00035267+0.00026059i,0.00026669-0.00068738i,-0.00019201-0.0014298i,-0.0001691-0.001014i,0.00012912-0.00025127i,0.00060864-0.00018664i,0.00040694+0.00010945i,-0.00032275+0.00030016i,-0.00065254+7.4998e-06i,-0.0010634+0.00035825i
0.00077207+0.001306i,0.0010383+0.0017109i,0.0013609+0.0012203i,0.00081379-9.4813e-05i,-0.00047666-0.0005842i,-0.00053987-0.00083409i,-0.00020674-0.0011821i,-0.00048209-0.0008302i,9.6514e-05-0.00065263i,0.00077877-0.00045301i,-1.6675e-05+0.0002017i,-0.00065763+0.00025191i,-0.00055963-0.00019228i,-0.0003748-0.0006197i,0.00028029-0.00084904i,0.00084131-0.00046042i,0.00038598+0.00018478i,-0.00062138+0.00080862i,-0.0011104+0.00043075i,-0.00048018+0.00028418i,0.00021937+0.00017091i,0.00050844+6.3263e-05i,0.00056589+0.00073874i
0.00050283+0.00041718i,0.00060627-0.00042666i,-0.0005632-0.0011158i,-0.00082472-0.00023124i,-0.00071725+0.00036047i,-0.00012061-0.00055326i,0.00068853-0.00075267i,0.00036449-0.0002882i,0.00010406-0.00059405i,0.00029383-0.0012353i,0.00046981-0.00085861i,0.00044646-7.6679e-05i,0.00053145+0.00051746i,0.00048342+0.00045781i,0.00038374-0.00024475i,0.00092983-0.00088014i,0.0011495-0.00022336i,0.00072673+0.00049063i,-6.0042e-05+0.00064024i,-0.00032336+0.00053621i,-0.00037669-0.0001933i,-8.8356e-05-0.00054321i,0.00030971+0.0005493i
-0.001198-0.00073777i,-0.00032196+0.00043886i,7.2963e-05+0.0009851i,0.00033177+0.00045178i,0.00048899+0.00077172i,0.00038504+3.3251e-05i,0.00054704-0.00018918i,0.00062722+0.00042162i,0.00018739+0.00033083i,0.00029401-0.00019905i,0.00065868-0.00037593i,-0.00018227-0.00063151i,-0.00066591-0.00090249i,-0.00011757+1.5178e-05i,-1.8046e-05+0.00052701i,-0.00036269-0.00025693i,-0.00050592-0.00053479i,-0.0004528+0.00054069i,-0.00085889+0.0017856i,-0.00070799+0.0014583i,8.265e-05+0.00039736i,-0.0002107+7.3512e-05i,-0.0007816-7.6964e-05i
0.00050445-0.0018355i,-0.00088818-0.0022628i,-0.0020817-0.0011758i,-0.0018618-0.00053573i,-0.00071209-0.0011296i,0.00092974-0.00069152i,0.0013397-0.00016317i,0.00048311+0.00035631i,0.000182+0.00085905i,-0.00022105+0.00017915i,0.0003178-0.00033404i,0.0015638+0.00044228i,0.00091936+0.00066764i,-5.8041e-05-0.00041101i,-0.00080676-0.0010084i,-0.0011524-0.00055193i,-0.0004361+0.00036823i,0.00032682+0.0001712i,0.00087376-7.8515e-05i,0.000522-0.0005093i,-0.00041537-0.0011243i,-0.00082505-0.00048043i,-0.00016672-6.2568e-05i
0.00071509+0.0014701i,0.0013163+0.0013146i,0.0010578+0.0017553i,-0.0002543+0.0016139i,-0.00037112+0.00041133i,-0.00011324-0.00029271i,0.00063924-0.00015088i,0.0011181+0.00010109i,0.00071396+0.00022033i,-0.00033149+0.00050403i,-0.00076491+0.00069121i,-3.9916e-05+0.00054655i,0.00051473-0.00039062i,0.00025437-0.0010525i,4.2731e-05-0.00084653i,0.00021203-0.00021678i,-3.8397e-06+0.0010158i,-0.00022653+0.001059i,0.00029028-0.00016522i,0.00090205-0.00061945i,0.00027648-0.0009885i,-0.00027642-0.00019879i,-0.00050285+0.00077651i
-0.00047837-0.00065775i,-0.0016168-0.0016431i,-0.0018741-0.002455i,-0.0020461-0.0021249i,-0.001913-0.00098803i,-0.0017659-0.00044734i,-0.0015034-0.00025359i,-0.00068949-5.7963e-05i,9.7326e-05-3.2941e-05i,-0.00017385+0.00011039i,0.0005324+0.00013331i,0.0012654+0.00019037i,0.00069609+0.0006956i,0.00050591+0.00055816i,0.00049518-3.004e-05i,0.00024526-0.0003167i,0.00015489+9.8427e-05i,0.00040413+0.00035773i,0.00043475+0.00012556i,0.00090939+0.00011604i,0.00099202-0.00049071i,0.0002732-0.00087943i,-0.00036157-5.434e-05i
0.001442+0.00026354i,0.0021244-0.00055593i,0.0016869-0.00069462i,0.00059007-0.00094374i,0.00044113-0.00098926i,0.00010003-0.00096091i,-0.00051051-0.00058467i,0.00020185-0.00019886i,0.0010088+0.00096238i,0.0007157+0.0013131i,0.00022524+0.00015391i,-0.00028224+0.00017371i,-0.00071463+0.0011622i,-0.00030591+0.0010597i,0.00038244-2.5194e-05i,0.00092236-0.00033195i,0.0010162-0.0004228i,0.00041661+0.00010838i,3.0063e-05+0.00038661i,0.00031237-1.2044e-05i,0.00012135-0.00010891i,0.00020792+9.2188e-06i,0.00067641+0.00044496i
0.0007226+0.0016138i,0.00039526+0.001334i,0.00023208+0.00014734i,0.00067717-0.00058195i,0.00044856-0.00063951i,0.00087291-0.0013469i,0.0016917-0.0015849i,0.00081623-0.00078449i,-0.00060626+0.00045048i,-0.00080461+0.00082125i,0.00016686-4.905e-05i,0.00046107+0.00020378i,0.0001827+0.00026273i,0.00061293-0.00077834i,0.00080694-0.00079921i,0.00057105-0.00027977i,0.0003518+9.4545e-05i,6.1821e-05+0.00070604i,-0.00015788+0.00030754i,-0.00056251-3.7488e-05i,-0.00073339+0.00044455i,0.00024575-1.2393e-06i,0.00045123-0.0001786i
-0.00042899+0.0014592i,0.00055659+0.00097813i,0.00075752+0.00023418i,-6.2095e-05+0.00014073i,-0.00032477+0.00065456i,-0.00020513+0.0002681i,0.00017296-0.00048296i,0.00025936-0.00022903i,0.00077416-0.00010322i,0.0010797-0.00010403i,7.0288e-05+0.00055828i,0.00046714+0.00025459i,0.0014648+0.00011251i,0.00082003+0.00055549i,0.00034883+0.00064537i,0.00061078+0.00058776i,0.00054295+0.00052363i,0.00050736+2.2324e-05i,-2.0463e-05-0.00013086i,-0.00014002-9.0688e-05i,-0.00037307-0.00047019i,-0.00042499-0.00085092i,-0.0003993-0.00019688i
-0.00093485-0.001128i,-0.0018271-0.00018316i,-0.0012965-1.2547e-05i,-0.00085808-0.00018785i,-0.0013806+8.9788e-05i,-0.0013971+0.0008609i,-0.00059644+0.0010902i,-0.00033596+0.00021162i,0.00040977-0.00029184i,0.00098849+0.0004773i,0.00029936+0.0003663i,-0.00013747-0.00030131i,-0.00033007+0.00013969i,-0.00042584+0.00025365i,-0.0003026-0.00015689i,-0.00040329+6.8042e-06i,-0.00012322+0.00020855i,5.9765e-05+0.00037152i,-0.00024267-9.5939e-05i,-0.00027936-0.00038683i,-0.00062335-0.00061199i,-0.00096863-0.00037436i,-0.00043819+0.00024357i
0.0013774-0.0011597i,0.00037053-0.0016128i,-0.00053225-0.0017121i,-0.00068722-0.0013359i,-0.00036621-0.00062681i,0.00088621-0.00031275i,0.0010392+1.3267e-05i,0.00077136+6.645e-05i,0.00089698-0.00024126i,0.00051521-0.00020051i,0.0003486-9.5015e-05i,0.00043125+0.00056596i,0.00073574+0.00077684i,0.00079117+0.00048387i,-3.8793e-05+5.7117e-05i,0.00014263-0.00019686i,0.00057997+3.3274e-05i,0.00068076-0.00021035i,0.0008146+5.0972e-05i,0.00056429+0.00039855i,0.00017214+0.00011175i,6.735e-05+4.0177e-05i,0.00031164+0.00054541i
-0.0021321+0.00029704i,-0.0013885+0.00017426i,-0.00093085+0.00066374i,-0.00086886+0.0011463i,-0.0004946+0.0011426i,-0.00012745+0.00037815i,0.00055093+0.00026408i,0.00049813+0.00066653i,-0.00077859+0.00053023i,-0.0012532+0.00054667i,-0.00045391+0.0010498i,0.00033163+0.00046766i,0.00019355-1.0472e-05i,-0.00020757+0.0003034i,-0.00021234+0.00026886i,-1.6616e-06+0.00022667i,5.9883e-05-0.00020204i,-1.3768e-05-0.00085605i,0.00042877-0.00087646i,0.00020515-0.000104i,-0.00020938+0.00027709i,-0.00030799+0.00028845i,0.00019994+0.00020216i
-0.0027036-0.0017075i,-0.0023223-0.0011017i,-0.0022737-0.0008425i,-0.0011584-0.00023569i,8.7294e-05-9.594e-05i,0.00079323-0.00023317i,0.0013903+0.00027784i,0.0013792-0.0002256i,0.00095038-0.00046354i,0.00072775+0.00034799i,6.1278e-05+0.00042929i,-0.00093947-0.00034105i,-0.00043608-0.00022822i,0.0006061+5.9572e-05i,0.00047998+0.00024833i,6.307e-05+0.00024534i,-0.00056151-0.00032169i,-0.00083114-0.00017245i,-5.4413e-05-7.3534e-05i,0.0010833-0.00058611i,0.00093551-0.00063318i,0.00031568+0.00018564i,2.0772e-05+0.00053415i
0.00079502+0.0011916i,7.7405e-05+0.0014379i,-0.00053888+0.0017203i,-0.00088029+0.00123i,-0.00075298+0.00057183i,-0.0006502+0.00046353i,-0.0004559-0.00038865i,-0.00043407-0.00098001i,-0.0002316-0.00044662i,0.00052166-9.1618e-05i,3.6252e-05-0.00043558i,2.0405e-06-0.00076396i,0.00092165-0.00014154i,0.00078652-0.00012565i,0.00046598-0.00023218i,0.00038799-8.5625e-05i,0.00055135-0.00020511i,0.0010502-0.00020174i,0.00030484-2.9157e-06i,-0.0005461+1.4562e-05i,-0.00077962+0.00022436i,-0.00079296-6.0816e-05i,-0.00078757-0.00040043i
0.0012085+6.8707e-05i,-0.00040597-0.0010543i,-0.0011142-0.0028883i,-0.0010943-0.0023032i,-0.00078023-0.0011067i,-0.00043992-0.00059245i,-0.0006746-0.0001975i,-0.00074953-0.00032042i,-0.00025174-0.0003668i,-0.00069192-3.3904e-05i,-0.0011883-0.00011709i,-0.00046222-1.5877e-05i,0.00037301+0.00085749i,0.00098413+0.00061929i,0.00068842-0.00012222i,-2.025e-06-0.00014313i,-0.00039618-0.00037971i,-0.0007028-0.00077847i,-0.00053788-0.00090905i,-0.00020139-0.00091757i,-8.9324e-05+0.00019232i,0.00011784+0.00090035i,0.00030162+0.00078338i
-0.0012094+0.0018245i,-0.00098379+0.0020811i,-0.0012996+0.0018519i,-0.00075051+0.00082683i,0.00048644-0.00010338i,0.0011056-0.00027018i,0.0011353-0.00020392i,0.0010908+0.00016599i,0.00014001+0.00017156i,-1.039e-05+0.00017095i,0.00050212+0.00013615i,0.00055618+0.00019063i,-0.00027473+0.00090451i,-0.00092566+0.00036591i,4.2037e-05-0.00046395i,0.00065848-0.00056876i,-5.1534e-05-0.0006373i,-0.00040171-0.00063647i,-4.3128e-05-0.00038812i,-0.00032216-0.00021464i,-0.00088954-3.5508e-05i,-0.00022655-0.00022825i,0.00018029-0.00028087i
1.2497e-05-0.0014902i,-0.00036277-0.0019484i,-0.0010583-0.0015056i,-0.0013219-0.00042879i,-0.001421-0.00018417i,-0.00072252-0.00040738i,0.00014478+0.000508i,0.00060527+0.00037488i,0.00085374-0.00072836i,0.00039553+7.5386e-05i,0.00069002+0.0010745i,0.0010728+0.0012569i,0.00075702+0.0014547i,4.377e-06+0.00092832i,-0.00055305-0.00024378i,-4.5217e-05-0.00068636i,0.00055348-9.34e-05i,0.00018404-0.00032707i,0.00014824-0.00092207i,0.00065955-0.00096117i,0.00093601-0.00020502i,0.00089331+0.00052527i,-0.00018963+0.00058438i
-0.0019269-0.00055455i,-0.0023236-0.0011863i,-0.0021959-0.0015099i,-0.0026191-0.00033932i,-0.002226+0.00085878i,-0.00068752+0.00087271i,0.0002898-0.00030339i,0.0010153-0.00025733i,0.00051138-0.00034635i,-0.00040398-0.00028447i,0.00032729+0.00051208i,0.001157+0.00074315i,0.00088381+0.00041164i,0.00081098-0.00011594i,0.00071511-0.00074863i,0.00058612-0.00067957i,0.00011936-0.00020635i,-0.00013816-0.00059044i,0.00035302-0.00055126i,0.00048635-0.00026002i,0.00028904+0.0003257i,-0.00026552+0.00014189i,-9.4825e-06-0.00032547i
0.00053379-0.0017667i,0.0004547-0.0014176i,-0.00052746-0.0013346i,-0.0011989-0.00075515i,-0.00092119+5.836e-05i,-0.00014465+0.000194i,0.00049745-0.00069335i,-6.0859e-05-0.00059729i,-0.00088685+0.00027085i,-0.00063984+0.00059945i,0.00044534+0.00053024i,0.00063348+8.0671e-05i,0.0010614-0.00045092i,0.002051-0.00038142i,0.00077729-0.00014051i,-0.00025205-8.3987e-05i,-0.00018222-0.00020697i,-0.00029327-0.00097737i,-8.0338e-05-0.0011486i,7.9368e-05-0.00089399i,-0.00071585-0.00042868i,-0.00088073+0.00020973i,-0.00093472-0.00044799i
-9.0222e-05+0.00011124i,0.00026126-0.00011246i,-0.00057676-6.6098e-05i,-0.0012327+0.00030474i,-0.0013221+0.00096349i,-0.00084433+0.00047989i,-0.00054606-0.00064463i,-0.00087586-0.00096746i,-0.00073354-0.0010922i,-8.6482e-05-0.00091005i,7.4711e-05-0.00021822i,0.00022097-0.00013289i,1.0836e-05+0.00033145i,-0.000117+0.00064228i,-5.2133e-05-0.00013381i,0.0003949-0.0010875i,0.00054262-0.001338i,0.00014828-0.0010407i,7.828e-05-0.00023636i,-0.00020575-3.4785e-05i,8.4703e-05+3.913e-05i,0.00023252+0.00046266i,-0.00046306-0.00027362i
-0.0031504-0.0010544i,-0.0029798-0.00095037i,-0.0020736-0.0010836i,-0.00099108-0.00047028i,-0.00083648-0.00035266i,-0.00090451-0.00028002i,-0.00032331-0.00039104i,3.7414e-05-0.00068329i,-0.00024765-0.00034176i,-0.00043327+0.00016051i,7.745e-05+0.00052759i,0.00013308+0.00037611i,-0.00058887-8.1166e-05i,-0.00054716-0.00040269i,0.00024361-0.0006956i,0.00042844-0.0010203i,-0.0001095-0.00062764i,-0.00021978-0.0003722i,0.00039827-0.00098395i,0.0011362-0.0012234i,0.00065617-0.00077005i,0.00052826+8.571e-05i,0.0010357+0.00030512i
0.0012128-0.0021775i,0.0010649-0.0025704i,0.00017286-0.0019094i,-0.0013477-0.0019587i,-0.0015553-0.0017998i,-0.00070088-0.00067523i,-0.00038271-0.00039518i,-3.375e-05-0.00055072i,-7.4631e-05-5.8143e-06i,-0.00030224+0.00024487i,-0.00045015+0.00033738i,-0.00027773+0.00025599i,0.00044831-8.5837e-05i,0.00020874-9.0331e-05i,-0.0011382-0.00045782i,-0.0014646-0.00084093i,-0.00067096-0.00052544i,2.7227e-05-0.00044406i,-5.4531e-05-0.00012572i,-0.00011818+1.6162e-05i,-0.00034358+4.1372e-05i,-0.00076348-0.00022186i,-7.9251e-05-0.00014934i
0.00081555+0.0020895i,-0.00019144+0.0020322i,-0.0017648+0.00080606i,-0.0014067-5.4343e-05i,-0.00079069-0.0003329i,-0.00017802-0.00042029i,0.00061127+0.00034555i,0.00065446+0.00047692i,0.00039919-0.00014007i,1.7292e-05-0.00015309i,4.9533e-05+0.00067491i,0.00010481+0.0011223i,-2.353e-05+0.0010769i,-5.2552e-05+0.0011113i,-0.00057181+0.00052313i,-0.00084462-0.00034283i,-0.00078616-0.00012501i,-0.00046847+0.00045796i,0.00014666+0.00060138i,0.00084831+0.00083681i,4.825e-06+0.0011392i,-0.00024833+0.00084425i,6.3034e-05+0.0010154i
-0.0029066-0.0011703i,-0.0021295+7.0363e-05i,-0.0015273-0.00022327i,-0.00068618+1.8406e-05i,0.00011115+0.00070233i,0.00083258+0.00076563i,0.00064056+0.00043091i,0.00018325-2.1739e-06i,9.9848e-05+0.00035922i,0.0005145+0.00073423i,0.00070997+0.00053458i,0.00071408+0.000256i,0.00057224-0.00021533i,5.5681e-05-0.00078412i,-0.00021171-0.00043236i,-0.00010863-0.00036399i,-0.00023297-0.00046562i,-1.2545e-05-0.00031386i,0.00081639-0.00027058i,0.00094796+7.1822e-06i,0.00073662-0.00036047i,0.00039702-0.00066125i,0.00025074+0.00018496i
-0.0012963-0.0009467i,-0.0023502-0.00075174i,-0.0019449-5.6172e-05i,-0.0009524+0.00057911i,-0.00064995+0.0012624i,-0.00090915+0.00095083i,-0.00016812+0.00045539i,0.00017958+0.0010734i,-0.00013943+0.0016745i,0.00041583+0.0012848i,0.0008651+0.0006669i,2.0468e-05+0.00060676i,-3.4183e-05-3.5472e-05i,0.00059723-0.00094353i,0.00048322-0.00059102i,-1.419e-05-0.00059935i,-0.00024653-0.0010067i,0.00027575-0.0010584i,0.00060349-0.00036332i,0.00085387+0.00019652i,0.0003467-0.00020861i,-0.00024737-0.00085905i,0.0001524-0.00043543i
-0.00092622+0.0003397i,0.00025077-0.00019047i,0.0011218+0.0011464i,0.00064625+0.0017806i,0.0004348+0.00076068i,0.0011022-0.00044064i,0.0010515-0.00076975i,0.00028833-0.001384i,-0.00077683-0.0010422i,-0.0014112-0.00027765i,-0.00080643-0.00029895i,0.00018769-0.00078492i,0.00042627-0.00090647i,0.00010333-0.00052178i,-0.0001636-0.0002621i,5.3398e-05-0.00011604i,0.0010678+0.00046546i,0.0010633+0.00083442i,0.00053171+0.00012149i,0.0010288-0.00063191i,0.0011208-0.00047142i,0.00094184+0.00021467i,0.0003841+0.00084441i
-0.0024388-0.00086341i,-0.0013728-0.00053986i,-0.00087081-0.00023299i,-0.0016768-0.00027854i,-0.001423-0.0001506i,-0.00094829-0.0006803i,-0.00064902-0.0013079i,-0.00032653-0.00055536i,-0.00013204+7.1191e-05i,-0.00017483+0.00032715i,-5.9675e-05-5.4621e-05i,0.00032747-0.00023172i,0.00095397-0.00015594i,0.00076963-0.00077915i,0.00021908-0.00078925i,0.0006267-0.00064795i,0.00069413-0.0012407i,-0.00011902-0.0010343i,-0.0012923-0.00068113i,-0.00080174-0.00059798i,0.00052234-3.8711e-05i,-9.2365e-05+3.3218e-05i,-0.00061911-2.5478e-05i
0.0013727-0.0016206i,0.00026104-0.00095239i,-0.0010185-0.0012152i,-0.0015472-0.0012239i,-0.0017683-0.00030524i,-0.00076233-9.3208e-05i,-0.00025935-0.00076927i,-0.00011809-0.00068548i,0.00068168+0.00010409i,0.00088499+0.00024702i,0.00090449+0.00012539i,0.0010411+0.00027345i,0.00043981+0.00024377i,0.00070262+6.6477e-05i,0.00099297+0.00016152i,0.00052704-0.00033721i,0.00075315-0.00068125i,0.0005573-0.00044532i,0.00059872-0.00025938i,0.00037697-4.8642e-05i,6.6726e-05-0.00020554i,0.00059297-0.00058968i,0.00051977-0.00027737i
-0.00048093+0.0001882i,-0.0009858-0.0012634i,-0.001365-0.0025101i,-0.0011872-0.0021368i,-0.00055761-0.0016515i,-0.00011468-0.0009936i,0.00051285-0.00022812i,0.00082041+0.00011696i,8.9205e-05-2.8086e-05i,-0.00073119+0.00051983i,-0.00060159+0.00095194i,-9.8774e-06+0.00017013i,0.0010267-0.000343i,0.0012598+0.00034223i,0.00075762+0.00022707i,0.00094611-0.00025068i,0.00043599-0.00020639i,-0.00012493+0.00054538i,-0.00078281+0.00076638i,-0.00097018+0.00024981i,-0.00070544+0.00071701i,-0.00080808+0.00098081i,-0.00031758+7.3551e-05i
-0.0016007-0.0020643i,-0.0014931-0.00096594i,-0.0010447-0.00044473i,-0.0014558-0.00067948i,-0.0021992-0.00055787i,-0.0017871-0.00045777i,-0.0014186-0.00084707i,-0.00082409-0.0010251i,0.00022478-0.00040392i,0.00030836+0.00052314i,0.00015356+0.00077941i,-5.0965e-05+0.00039591i,-0.00032022+0.00065649i,-0.00060219+0.001118i,-0.00067902+0.00040236i,-0.00026964+4.7446e-05i,1.8009e-05+0.00020574i,-0.00017623-0.00035544i,2.117e-05-0.0007786i,9.0196e-05-0.00038341i,-2.3981e-05+0.00016044i,-8.8311e-06+6.5343e-06i,0.00046905-0.00013168i
0.0005259+0.00014179i,0.00019997+0.00051692i,-0.00077751+0.00090253i,-0.0010166+0.00078984i,-0.00064756+9.5134e-05i,-0.00057315+0.00016428i,-0.00010563+0.00017364i,5.2725e-05-4.8487e-05i,0.00013559+0.00081132i,0.00057443+0.00099646i,0.00065281+0.00066622i,0.00088849+0.00039742i,0.00079249+0.00086816i,0.00092758+0.00094489i,0.0010104+0.00034791i,0.00023435-0.00022455i,-0.00028722-0.0010059i,-0.0001046-0.00080695i,-0.00021218-6.8621e-05i,-5.7327e-05-2.5407e-05i,-0.00039085+7.3291e-05i,-0.0004915-0.00011307i,0.00021541-0.00044375i
-0.0023073-0.0011627i,-0.0017703-0.0010904i,-0.0018391-0.00014384i,-0.0018149+0.0013441i,4.1405e-05+0.001312i,0.0014935+0.00020259i,0.0010186-0.00092492i,9.5914e-05-0.0006188i,-0.00014918+0.00066205i,-0.00022556+0.0012494i,3.4919e-05+0.00090352i,0.00090288+0.00036696i,0.0011757+0.00023692i,0.00073138+7.9284e-05i,0.00063478+0.0002715i,0.00069163-5.9057e-05i,-0.00028523-0.00081674i,-7.5655e-05-0.0013003i,0.00079786-0.00047592i,8.0221e-05+0.00042338i,-0.00085137+0.00064411i,-0.00033178+0.00017314i,-1.4272e-05-0.00026519i
0.0012012-0.0013067i,0.0014825-0.00022708i,0.000482+0.00021871i,-0.0010083-5.1744e-05i,-0.0010706-2.9619e-05i,0.00024583+0.00031125i,0.00084882+0.00012536i,0.00064435+0.00064943i,0.00035427+0.00086615i,0.00054733+0.00032893i,0.0004738+0.00038244i,7.3763e-05-0.00013457i,6.9792e-05-0.0001991i,-1.7566e-05+0.00060881i,0.00015443+0.0006732i,-6.062e-05+0.0006287i,-0.00028345+0.00024301i,-0.00019477-0.00089167i,-0.00055426-0.0014686i,-0.0010556-0.00068086i,-0.00090208-0.00017263i,-0.00071691-0.00017563i,-0.0009758+3.3e-05i
0.0004877+0.0014823i,0.00076321+0.00052461i,1.8268e-05-2.0592e-05i,-0.00038915+0.00033161i,0.00067015+8.5074e-05i,0.00087469-0.00094568i,0.00033617-0.001491i,0.00024853-0.00068688i,0.00028195+0.00057025i,0.00025657+0.00096717i,-0.00024001+0.00046426i,-0.00031898-0.00010795i,-0.00077669-0.00024835i,-0.00098073-0.0010132i,-0.00011622-0.0011447i,0.00072189-0.0005284i,0.0007152-0.00015925i,-0.00038467-6.7452e-05i,-0.0011718+0.00021205i,-0.0012562+0.00014274i,-0.00054521-5.6219e-08i,-0.00031267+0.0002071i,-0.00052804+0.00023397i
-0.0014685-0.00012331i,-0.0013629-0.00029343i,-0.00095355-0.00059196i,-0.00057498-0.00034011i,-0.0001882-0.00017454i,0.00017748-0.00095739i,0.00025102-0.001312i,-4.351e-05-0.001629i,-0.00031839-0.0014172i,-0.00063705+0.00013497i,-0.00057594+0.0005363i,0.00011523+0.00012107i,0.00012429+0.00020663i,0.00014043-0.00019169i,0.00036678-6.4723e-05i,0.00058712+0.00061275i,0.00032762+0.00071968i,-0.00039419+8.5366e-05i,-0.00051108-0.0011065i,-0.0001548-0.00089001i,3.1792e-05+0.0001355i,-0.0001433+0.00065623i,-0.00080639+6.4606e-05i
0.0018536+0.0010734i,0.0016188+0.00053484i,0.00093869-0.00040207i,8.1379e-05-0.0014592i,5.5456e-05-0.0020502i,1.3264e-05-0.0015097i,-0.00049653-0.00071622i,-0.00018471-0.00091931i,0.00040556-0.00040685i,0.00091112+0.00029383i,0.00067636-0.00048992i,-0.00010283-0.00075087i,-0.00033092+6.8266e-05i,-0.0010047+8.6269e-05i,-0.0010488-0.00046825i,0.00018441-0.00070762i,0.00073688-0.00039751i,0.0010439-0.00010381i,0.00145-0.000421i,0.0008843-0.0010744i,-0.00025693-0.0011671i,-0.0008118-0.00057961i,-0.00092874-7.6566e-05i
0.00097276+4.7234e-05i,0.00068366-0.00061728i,0.00055319-0.00095225i,0.00096913-0.00083954i,0.00075525-0.00081739i,-0.00025163-0.001212i,0.00018915-0.0013327i,0.0004767-0.00047234i,6.5386e-05+7.6279e-05i,0.00060912+0.00035626i,0.00067142+0.00023134i,6.0459e-05+0.0001546i,-0.00069466+0.00093852i,-0.00059911+0.0011259i,5.0433e-06+0.00080726i,-0.00038491-5.2968e-05i,-0.0011905-0.00091691i,-0.00051006-0.0007035i,0.00042324-0.00014235i,0.00079524-0.00053383i,0.00063945-0.00045651i,-1.876e-05+0.00030822i,-5.827e-05-0.00034674i
-4.531e-05+3.1028e-05i,0.00023932+0.00013511i,-0.00060806+0.00022863i,-0.00037516+0.00018737i,-0.00022859-0.00044116i,-6.458e-05-0.0012781i,0.0014422-0.0012133i,0.0015835-6.7815e-06i,0.00043808+0.00069516i,0.00037239+0.00068246i,0.00032784+0.00067112i,7.2435e-05+0.00031663i,0.0002565+0.00037118i,0.00041144+0.00055177i,0.00020996+0.0001154i,-0.00030233-0.00024382i,-0.00030995-0.00027291i,0.00030372+0.00060662i,0.00034489+0.0015688i,-9.6479e-05+0.0017001i,-0.00056609+0.00081406i,-0.0012155-0.00059731i,-0.00087932-0.00080839i
-0.001536+0.002981i,-0.0021795+0.0035132i,-0.0010069+0.0039046i,0.00043824+0.0020143i,0.0012146-0.00032925i,0.00085206-0.0015339i,-0.00068316-0.0015664i,-0.0012014-0.0010191i,-0.00036647-0.00036636i,0.00038836+0.0006145i,0.0004373+0.00072039i,0.00011055+0.00011359i,0.00029158-0.00042724i,-0.00027628-0.00035961i,-0.00061707-0.00053081i,-0.00014246-0.00027954i,0.00017314-0.00016407i,0.00028203-5.1427e-05i,0.00019166-0.00021925i,0.00037911-0.00031729i,3.9205e-05-1.6592e-05i,-0.00027418-0.00027135i,0.00034-7.393e-05i
0.00048132+0.0017523i,9.1501e-05+0.0013406i,0.00017196+0.00043839i,0.00057176+0.00011681i,0.0004215-0.00048759i,0.00065214-0.0016805i,0.0015307-0.0014809i,0.0017307-0.00031182i,0.00071594+0.00051263i,0.00038211+0.00035207i,0.00019111+0.00026052i,-7.4694e-05+0.00024893i,-0.00021553+0.00013493i,-0.00041374+0.00070454i,-0.00048947+0.00076012i,0.00012117+3.2303e-05i,0.00042993-0.00045453i,0.00016762-0.00038666i,0.00012378-0.00021192i,-0.00010306+0.00040874i,1.5763e-06+0.00034236i,0.00055572+0.00010945i,0.00037459+0.00016216i
0.00090667-0.0015916i,0.0010284-0.00075346i,0.0010796-0.0002904i,-0.00040943-0.0014906i,-0.0012531-0.001601i,-0.00060089-0.00054259i,0.00037322+0.0001412i,0.00041927+0.00040359i,5.9118e-05+0.00040004i,0.00027539+0.00034594i,8.5901e-05+0.00039255i,0.00024578+0.00056854i,0.00074961+0.0010575i,0.00012666+0.00061546i,0.00038281+0.00013361i,0.00059879-0.00017069i,0.00062354-0.00063933i,0.00076705-0.00044634i,0.00073385-0.00031803i,0.0010029-0.00034584i,0.00047995-6.567e-05i,0.00030511-0.00041975i,0.00066146-0.00043326i
0.0015163-0.0017588i,0.00028213-0.0029928i,-0.00071077-0.0029257i,-0.0014172-0.0022917i,-0.0017766-0.0012852i,-0.0015031-0.00041146i,-0.00061802-0.00026921i,4.6835e-06-0.00028653i,-9.5203e-06+5.0014e-05i,-0.00061974+0.00031075i,-0.00044387-0.0001025i,0.00023826-2.2177e-05i,0.0010453+0.00049237i,0.0016064+0.00047194i,0.00086427-0.00029424i,0.00015342-0.00052541i,0.00062427+0.00036741i,0.00064053+0.00086656i,0.00014771+0.00011892i,0.0002463-5.8154e-05i,0.00032402+0.00037934i,-4.0853e-05+0.00010275i,-0.00051677-0.00013293i
