-0.0022362+0.00023333i,-0.0015734+0.00043094i,-0.0015637+0.00038113i,-0.00054966+0.0010249i,-0.00063067+0.0018278i,-0.00093738+0.0021225i,9.59e-05+0.0024482i,0.00063344+0.0019623i,0.00084427+0.0011542i,0.00052787+0.00010951i,8.227e-05-3.0012e-05i,0.00021463+0.00040464i,-0.00014485+0.00018643i,-0.00050788-0.00024171i,-0.0002053-0.00032395i,-0.00057235-0.000297i,-0.0010759-0.00032242i,-0.001073-0.00073303i,-0.0010485-0.00087064i,-0.00098023-0.00049893i,-0.00059259-0.00046205i,-0.00021455-0.00088711i,-0.00051836-0.00039618i
-0.0058327+0.0042918i,0.025319-0.0060206i,0.02468-0.012637i,0.015575-0.0066068i,0.013406-0.0050524i,0.0090771-0.0086088i,0.0043381-0.0064279i,0.0030622-0.0018877i,0.0037902-0.00056092i,0.0052203-0.0014922i,0.0042011-0.0026406i,0.00084834-0.0017549i,-0.001645-0.00097752i,-0.0024009-0.00087738i,-0.0020114-0.00037579i,-0.0016614+0.00062548i,-0.0013417+0.002895i,-0.00078166+0.0038227i,-0.00079801+0.0026855i,-0.00047981+0.0010351i,-9.312e-06+0.00010044i,0.00015348-0.00033532i,0.00053259-0.00066197i
-0.014179+0.0047654i,0.012863+0.026389i,0.019635+0.02138i,0.01236+0.013691i,0.01316+0.009227i,0.015054+0.0016893i,0.0096494-0.0026091i,0.0049417-0.0013032i,0.0036913+0.00087382i,0.0045305+0.0027331i,0.0055028+0.002664i,0.0033866+0.00025471i,0.00031388-0.0018554i,-0.00070334-0.0020554i,-0.00085225-0.00058702i,-0.0011187+0.00084989i,-0.001759+0.00094196i,-0.0022848+0.00032262i,-0.0017954-0.00019795i,-0.0012823-0.00032832i,-0.00054844-0.00022413i,0.00056994+0.0002325i,0.00031225+0.00068796i
-0.011101-0.010342i,-0.015227+0.023631i,-0.0072929+0.026922i,-0.0042605+0.016521i,-0.0005192+0.014717i,0.0062224+0.011916i,0.006816+0.005173i,0.0050162+0.002154i,0.0034934+0.0021218i,0.0010902+0.0033037i,0.0010397+0.0041874i,0.0012733+0.0023893i,0.00019415+0.00034228i,-0.00054452+0.00034371i,-0.00033397-0.00040675i,-0.0012189-0.001276i,-0.0026086-0.0012824i,-0.0023727-0.0011122i,-0.0018219-0.00081531i,-0.0013146-0.00046106i,-0.00040579+0.00080287i,0.00023671+0.0017564i,0.00027886+0.001115i
8.1768e-05-0.018843i,-0.032544-0.0048762i,-0.03208+0.0054502i,-0.019676+0.0041984i,-0.011513+0.0054623i,-0.0038391+0.0089882i,0.0017613+0.0079924i,0.003157+0.0042911i,0.0022519+0.001817i,-0.00076562+0.0013724i,-0.001438+0.0019944i,0.00074486+0.00103i,0.0020136-0.00051189i,0.0021042-0.00096821i,0.0022136-0.0017974i,0.0028797-0.0032373i,0.0021075-0.0041573i,0.00023309-0.0038708i,-0.00046762-0.003334i,-0.00023673-0.0025308i,-0.00053029-0.000951i,-0.0010796+0.00069665i,-0.00051919+0.0012076i
0.018643-0.010931i,-0.010576-0.031758i,-0.019791-0.027047i,-0.014349-0.017556i,-0.01138-0.009913i,-0.0083669-0.0015107i,-0.0036797+0.0033402i,-0.00067192+0.0038412i,0.00089626+0.0018184i,-2.098e-05-0.00021906i,-0.0012967+0.0011215i,-9.6457e-05+0.0025493i,0.0015788+0.0019758i,0.0023619+0.0013218i,0.0024903+0.0012803i,0.0028474+0.00064682i,0.003786-0.00098457i,0.0036929-0.0012895i,0.0019842-0.00075559i,0.00091737-0.00099103i,0.00071656-0.0010839i,0.00021524-0.0011002i,-0.00091169-0.0011164i
0.02373+0.0096888i,0.025762-0.027768i,0.016212-0.033157i,0.0095858-0.022563i,0.0039047-0.01493i,-0.0023755-0.0084101i,-0.004026-0.0021222i,-0.0012276+0.001545i,0.0010078+0.0011403i,0.0010862-0.002021i,-0.00057357-0.0022145i,-0.0017123+0.00037331i,-0.00067102+0.0023963i,0.00028852+0.0035588i,-0.00019971+0.0030804i,0.0007445+0.0019308i,0.0028284+0.001657i,0.002878+0.001668i,0.0016596+0.0012646i,0.00077376+0.00094492i,-3.5366e-05+9.7963e-05i,-0.00057888-4.6863e-06i,-0.00070612+0.00091105i
0.0034122+0.030655i,0.036291+0.013687i,0.036169-0.00037665i,0.0247-0.0053162i,0.016062-0.0089754i,0.0073706-0.010902i,0.0018709-0.0088021i,0.00075603-0.004104i,0.0024637-0.00087619i,0.0042115-0.0016069i,0.0031328-0.0031784i,0.0011103-0.0021964i,-0.0010671-4.8876e-05i,-0.0032392+0.00080034i,-0.0022307+0.0010665i,-0.00020965+0.0021276i,0.00022797+0.0037261i,-0.00057391+0.0036255i,-0.0010264+0.0027049i,-0.00075417+0.0019579i,-0.00038268+0.00043271i,-0.00039043-0.00094729i,-0.00055148-0.0011107i
-0.021445+0.02146i,0.0096872+0.036698i,0.019704+0.026908i,0.017637+0.014193i,0.015687+0.005886i,0.012223-0.00054158i,0.0080358-0.0022823i,0.0054671-0.0011312i,0.0040905-0.00035135i,0.0034898+0.00038965i,0.002882+0.00059224i,0.0015637-0.00015082i,0.00039452-0.00084543i,-0.00035328-0.00076275i,-0.001764-0.00025992i,-0.0024802+0.0011399i,-0.002637+0.0023714i,-0.0024212+0.0021487i,-0.001717+0.0010032i,-0.0011613+0.00028526i,-0.00070241+0.00070584i,0.000233+0.00027793i,0.00099597-0.00040732i
-0.033815-0.011722i,-0.031765+0.025077i,-0.018996+0.031018i,-0.0077924+0.022635i,0.0009575+0.014447i,0.0064861+0.0074526i,0.0072557+0.0026615i,0.0066716-5.9803e-05i,0.0050477+5.7462e-05i,0.0031641+0.0021268i,0.0025877+0.0021456i,0.00088133-0.00052392i,-0.001001-0.0023102i,-0.0010851-0.0031402i,-0.00060601-0.0032563i,-0.00068289-0.0025213i,-0.0017332-0.0014779i,-0.0026633-0.0010358i,-0.0024305-0.0011134i,-0.0024294-0.00069309i,-0.0025866-0.00029806i,-0.0014384+0.00025963i,-0.00049186-0.00018853i
-0.013352-0.03695i,-0.038701-0.017017i,-0.036885-0.0024263i,-0.023644+0.0034535i,-0.010363+0.0078078i,-0.0003493+0.0085798i,0.0038274+0.006569i,0.0050035+0.0046572i,0.0044823+0.002147i,0.0024938+0.001967i,0.0026366+0.0031431i,0.0035598+0.00082839i,0.0032008-0.0026678i,0.0032745-0.0031637i,0.0033845-0.0019182i,0.0018398-0.0014602i,5.5729e-05-0.0029777i,-0.00084458-0.0039262i,-0.0014782-0.0034047i,-0.0015146-0.0024413i,-0.001561-0.0016366i,-0.0013424-0.0011588i,4.8849e-05-0.00051701i
0.027643-0.03097i,-0.0017476-0.042394i,-0.012381-0.03379i,-0.013234-0.019986i,-0.011559-0.0075683i,-0.0066053+0.00085333i,-0.0026525+0.0033754i,0.00038953+0.0038975i,0.0019547+0.0030791i,-0.00049588+0.0017569i,-0.0014856+0.0024392i,0.00065288+0.0033592i,0.002334+0.0034896i,0.0030922+0.0036977i,0.0024362+0.0028081i,0.001458+0.00077808i,0.0024981-0.0011664i,0.0031228-0.0014874i,0.0018574-0.00094552i,0.00057404-0.001085i,-0.00022244-0.0011416i,-2.1204e-05-0.00020416i,0.00073301+0.00083685i
0.043817+0.00578i,0.035715-0.02314i,0.022002-0.027067i,0.0089528-0.020462i,0.0003393-0.011728i,-0.0023595-0.0042682i,-0.0029445-0.00053653i,-0.0018505+0.0019673i,5.1192e-05+0.0016731i,-0.00041442-0.00065335i,-0.0013051-0.00025443i,-0.00091444+0.001116i,0.00047531+0.0014532i,0.0014458+0.0017427i,0.001425+0.0022837i,0.0019199+0.0027939i,0.0027591+0.001652i,0.0028667+0.0005358i,0.0023534+0.00025282i,0.0023489+0.00045085i,0.0016685+0.00020931i,0.00071598-0.00043283i,0.00047372-0.00039288i
0.020385+0.046141i,0.039272+0.022851i,0.035212+0.0066499i,0.024352-0.0035986i,0.013184-0.0081376i,0.0045037-0.0063088i,8.1612e-05-0.0036489i,-0.00092888-0.0020816i,0.00076632-0.0014656i,0.0012961-0.0023264i,8.2141e-05-0.0018392i,-0.00060231+8.7644e-05i,-0.00080834+0.0011847i,-0.0012559+0.001923i,-0.0015215+0.0024773i,-0.0012633+0.0031267i,-0.00016394+0.0030927i,0.00092393+0.0030092i,0.000144+0.0023478i,-0.0008816+0.0015148i,-0.00058115+0.00097477i,-0.00040949+0.00025671i,0.00028865-0.00028447i
-0.029473+0.041021i,-0.0003754+0.042863i,0.0097797+0.029319i,0.011997+0.014088i,0.011219+0.0039805i,0.0076921-0.00065894i,0.0052917-0.0025095i,0.0036927-0.0029522i,0.0033661-0.0022999i,0.0031412-0.001539i,0.0014979-0.0011097i,-0.00010281-0.00030371i,-0.00184+0.00031305i,-0.003192-4.9804e-05i,-0.0038054-0.00066803i,-0.003617-0.00012704i,-0.0025154+0.0012074i,-0.0017973+0.0017838i,-0.0014954+0.0015267i,-0.0013819+0.0023022i,-0.0012201+0.0029685i,-6.8582e-05+0.0027623i,-0.00029575+0.0021164i
-0.05261-0.0055478i,-0.038376+0.016043i,-0.021371+0.017782i,-0.0070309+0.013725i,0.0028722+0.0089045i,0.0060295+0.0033732i,0.0065969+0.0011527i,0.0076974+0.00036887i,0.0075213-5.1533e-05i,0.0058469+0.00049322i,0.003892-9.3826e-05i,0.0019907-0.0016248i,0.00034297-0.0038756i,-0.00048579-0.0049343i,-0.0011499-0.0032611i,-0.0022995-0.0014588i,-0.0024652-0.00052555i,-0.0022031-0.00010617i,-0.0026849-0.00011777i,-0.0027533+0.00028632i,-0.0015753+0.00018159i,-0.00042625-0.00065587i,-0.00037592-0.00077835i
-0.025769-0.045245i,-0.033242-0.023046i,-0.025036-0.0099366i,-0.014365-0.00020686i,-0.0047992+0.0041474i,0.001295+0.0040168i,0.0037423+0.0042739i,0.0049573+0.0031595i,0.0043305+0.0017182i,0.0033085+0.001766i,0.00343+0.0011727i,0.0033588-0.00013002i,0.003194-0.0007187i,0.0033399-0.00058569i,0.0033686-0.00090586i,0.0022797-0.0023954i,0.00023134-0.0024325i,-0.00057451-0.0013024i,-0.00037471-0.0010581i,6.5076e-05-0.0014302i,-0.00042644-0.0012752i,-0.00090546-0.00075291i,-0.00084269-0.00057244i
0.012531-0.052351i,-0.0081602-0.041406i,-0.018597-0.020475i,-0.019692-0.0039093i,-0.011412+0.0067306i,0.00072158+0.0071526i,0.0036225+0.0019556i,0.0016649-0.00031769i,0.00048212-0.00044462i,0.00021825+0.0019276i,0.001708+0.0045873i,0.0036043+0.0039896i,0.0040399+0.0017607i,0.0026238+0.0012937i,0.0019456+0.0017884i,0.0027812+0.000935i,0.0025627-0.0010745i,0.00090788-0.0023475i,-0.00040996-0.0020399i,-0.00032207-0.0013472i,-0.00031015-0.0014553i,-0.0008064-0.0015277i,-0.0012837-0.0008772i
0.058517+0.0010766i,0.042487-0.011555i,0.028142-0.014382i,0.014032-0.013956i,0.0042105-0.0087378i,0.00017839-0.0029143i,-0.0011934-0.0002686i,-0.0012681+0.0016977i,-0.00053829+0.0018022i,-0.00045428+0.00058191i,-0.00095083+0.00091381i,-0.00053953+0.0017267i,0.00022019+0.0017857i,0.0010163+0.0021134i,0.0013857+0.0029661i,0.001338+0.0026562i,0.0021687+0.0017719i,0.0016+0.00053718i,0.00101+1.331e-05i,0.0019743+2.5463e-05i,0.0022158-0.00041536i,0.0023339-0.00045049i,0.0022732-0.00022141i
0.032173+0.044839i,0.030491+0.027097i,0.021746+0.013081i,0.013594+0.00044817i,0.0048534-0.0029425i,-0.00058658+3.9551e-05i,-0.0013459+0.00085759i,-0.00053615+0.00034001i,0.00069473-0.00053678i,0.00072566-0.001213i,-0.00061876-6.5692e-05i,-0.0007983+0.0023749i,3.5087e-05+0.0042871i,-0.00080894+0.0044214i,-0.0025349+0.0037267i,-0.0016171+0.0026153i,0.00052354+0.0011713i,0.0009987+0.00072909i,0.00047747+0.00072387i,0.00043577+0.0011045i,0.00020866+0.0011303i,-0.00026825-7.5753e-05i,0.00015906+0.00041608i
-0.02085+0.050551i,-0.0086995+0.036489i,-0.0014881+0.021479i,0.0048786+0.0089858i,0.0051718+0.0013047i,0.0013581+0.00069354i,0.00017252+0.0012824i,0.0014948+0.00052674i,0.002736-1.6069e-05i,0.0026406-0.0016046i,-6.7734e-05-0.0018028i,-0.0023477-0.0010719i,-0.0032393-0.0017745i,-0.0039901-0.0019899i,-0.004555-0.0013812i,-0.0037987-6.8523e-05i,-0.0015059+0.0010774i,-0.00046407+0.0010216i,-0.00013094+0.0008146i,1.3381e-05+0.001397i,-0.00010708+0.0017008i,-0.00015129+0.0012736i,-0.000366+0.0010205i
-0.052908+0.0072651i,-0.03569+0.0073262i,-0.018746+0.0038555i,-0.0050078+0.003186i,-0.00036535+0.00037262i,-0.0014472-0.0021588i,-0.00024554-0.00085014i,0.0018171+0.00034064i,0.0033117+0.00097298i,0.004559+0.00070932i,0.0045801-0.00060814i,0.0020033-0.0016533i,-9.1264e-06-0.0020233i,-0.00039337-0.0018673i,-0.00042735-0.0015744i,-0.00057878-0.00076171i,-0.0015171+0.00048227i,-0.0019515+0.00085756i,-0.0014016-4.4958e-05i,-0.0014743-0.00071566i,-0.0017424-0.00028048i,-0.00093399+0.00070264i,-0.00061292+0.00021686i
-0.028877-0.042396i,-0.017067-0.030972i,-0.0084462-0.021315i,-0.00486-0.0083243i,-0.00089336-0.0024275i,0.0014895-0.0021163i,0.0023707+0.0010198i,0.0033015+0.0035433i,0.0039335+0.0033347i,0.0036675+0.0027765i,0.0026952+0.0010413i,0.0018207-0.00037053i,0.00087945-0.00019078i,0.00017061-0.00052396i,0.0010336-0.00081254i,0.0010725-0.00056107i,0.00033965-0.00046865i,0.00011568-1.0141e-06i,0.00011664+6.6784e-05i,0.00029637-0.0011057i,-5.9177e-05-0.0011507i,-0.00045906-0.00046004i,-0.00065823-0.00044371i
0.017413-0.043957i,0.017183-0.02915i,0.014568-0.018702i,0.005474-0.010139i,0.0044315-0.0038115i,0.0056555-0.0019691i,0.0021255-7.293e-05i,0.0015489+0.0023018i,0.0022184+0.0029531i,0.0012504+0.0026572i,0.00081042+0.00092704i,0.00141-0.0013491i,0.0023518-0.0017114i,0.002469-0.00098644i,0.0021755+0.00012013i,0.0013308+0.00056836i,0.00053186-0.00053874i,0.00011333-0.0011416i,0.00020045-0.001488i,0.00094674-0.0014183i,0.0011795-0.00066673i,0.0013067-7.6341e-05i,0.00065559+0.00030121i
0.048271-0.010139i,0.035605+0.00032088i,0.024027+0.0023513i,0.01124-0.0017984i,0.0048016+0.00023132i,0.0046911+0.0024698i,0.0032818+0.0017324i,0.0012166+0.001748i,0.00015877+0.0010617i,0.00014809+0.00052796i,0.001069+0.001882i,0.0016387+0.0028465i,0.0017395+0.0025938i,0.0014932+0.0029148i,0.001328+0.0035231i,0.0013043+0.0018229i,0.0018093-0.00064595i,0.0022152-0.0015357i,0.0012129-0.00079907i,0.00084102-0.00032803i,0.001936-0.0010306i,0.0022215-0.0011288i,0.0013366-0.00069107i
0.03292+0.024109i,0.012425+0.019713i,0.0034927+0.014593i,0.0019972+0.0047408i,0.00052391+0.0016932i,0.0012143+0.0042646i,0.0023545+0.0039548i,0.0024395+0.0014284i,0.0013147+8.493e-05i,-0.00024469-0.00011148i,-0.0010058-9.2026e-05i,-0.0011103+0.00094181i,-0.0014006+0.0021264i,-0.0023004+0.0025551i,-0.0023332+0.0021739i,-0.00048819+0.0012663i,0.0010363+0.0011009i,0.0011317+0.00052544i,0.0011264-0.00059401i,0.0010918+0.00048695i,0.0010041+0.0016467i,0.0010248+0.0017205i,0.00080763+0.00086999i
-0.0046986+0.04214i,-0.010996+0.022808i,-0.0093917+0.012266i,-0.00021901+0.0050462i,0.0021012+0.0013425i,-7.8834e-05+0.0015419i,8.5032e-05+0.0014929i,0.0015026+0.00081664i,0.0025109+0.00010501i,0.0019165-0.00083491i,0.00026938-0.0013246i,-3.5505e-05-0.00086415i,-0.0002771-0.0010529i,-0.00086178-0.001454i,-0.0010619-0.0011146i,-0.001282+3.0125e-05i,-0.0008911+5.5084e-05i,0.00029059-0.0010046i,0.00056062-0.00070505i,0.0004031+0.0003314i,0.00049632+0.0014953i,0.00075938+0.0023317i,8.7649e-05+0.0022277i
-0.036541+0.019959i,-0.023829+0.00042683i,-0.01637-0.0043784i,-0.007651+0.00087478i,-0.0022325+0.001359i,-0.0020386-0.00091201i,-0.00075701-0.00090639i,0.001348+0.0001703i,0.0029959+0.00056699i,0.0036566+0.00030593i,0.0022358-0.00017906i,0.00072073-0.00057321i,-0.00028952-0.00093449i,-0.0010872-0.0011917i,-0.0012091-0.00088352i,-0.00091366-0.00047378i,-0.00090294+0.00014418i,-0.00084646+0.00090203i,-0.0003779+0.00095145i,-0.0010952-7.8007e-05i,-0.0014963-0.0004417i,-0.00021008+0.00028919i,0.000187+0.0011103i
-0.032112-0.016817i,-0.0080152-0.020546i,0.00095801-0.01932i,0.00089182-0.010382i,0.0015611-0.0062903i,0.0014182-0.0058495i,0.0013382-0.0032143i,0.0022075-4.7394e-05i,0.0029089+0.0017119i,0.0026431+0.0019553i,0.0020001+0.00075229i,0.0014703-0.0007988i,0.0010384-0.0018622i,0.00097133-0.0019629i,0.0015098-0.0015061i,0.0016882-0.001776i,0.00051285-0.00092565i,-0.00057754+0.00013673i,-0.00043642+0.000158i,0.00015248-0.00049315i,4.1226e-06-0.0013919i,-8.3725e-05-0.0012596i,-0.00038914-0.00092469i
-0.0013014-0.032613i,0.015541-0.01523i,0.018419-0.0086551i,0.0099002-0.0064825i,0.0053775-0.0044953i,0.0056947-0.0038313i,0.0044743-0.0023073i,0.0022177+0.00012851i,0.0017263+0.00098315i,0.0020665+0.0008346i,0.0019054+0.0016043i,0.0013425+0.0016428i,0.0010908+0.00046945i,0.0016553+0.00040551i,0.0025965+0.00067534i,0.0017526+0.00027991i,-0.00032438-0.00038598i,-0.0018172-0.0012831i,-0.0017564-0.0019083i,-0.00086751-0.0013749i,-5.3273e-05-0.0015531i,0.00043946-0.0018527i,7.2031e-05-0.001107i
0.026543-0.017429i,0.020584+0.0062353i,0.016055+0.0093906i,0.0099615+0.0019516i,0.0077115+0.0021144i,0.0072345+0.0035092i,0.005156+0.0019166i,0.0038519+0.0011305i,0.0020104+0.0012142i,-9.3713e-05+0.0016797i,-6.5984e-05+0.0019622i,-0.00046329+0.0016151i,-0.0014035+0.0015303i,-0.00071942+0.0020943i,0.00043249+0.0023917i,0.00091198+0.0013346i,0.00035636-0.00015959i,-1.0988e-05-0.0014531i,2.2687e-05-0.0015326i,0.00028532-0.0010058i,0.0012989-0.00098475i,0.0018509-0.0015171i,0.0014454-0.0016942i
0.021077+0.010274i,0.00083524+0.020216i,-0.0021687+0.020487i,0.0020861+0.010492i,0.0043314+0.0056208i,0.004971+0.0058203i,0.004049+0.0036087i,0.0034159+0.0017949i,0.0026735+0.00056915i,0.00086796-0.00013638i,8.2733e-05-5.6801e-05i,0.00073427-0.00010227i,0.00059088+6.6107e-05i,7.3878e-05-0.00010948i,-0.00027049+0.0005101i,0.00014138+0.0007176i,0.0018582+0.000128i,0.0020723+0.00019183i,0.0015746-4.8852e-05i,0.00086651+8.5745e-05i,0.00065014+0.00073186i,0.0007228+0.00075739i,0.00096405-0.00017249i
0.0073446+0.018526i,-0.013474+0.0051321i,-0.015685+0.002563i,-0.0066143+0.001819i,-0.0024536+0.0022111i,-0.0024033+0.0042763i,-0.00094315+0.0045635i,0.0011194+0.0033034i,0.0029791+0.0015114i,0.0031573-0.00012588i,0.0015422-0.00036703i,0.00049666-6.7367e-05i,0.00048512+0.00067587i,0.00029566+0.0012814i,-0.00047273+0.0015829i,-0.00045621+0.0013858i,0.00064601+0.0010067i,0.001555+0.0010784i,0.0010113+0.00072028i,5.3807e-05+0.00052528i,0.00041193+0.0013307i,0.00078831+0.0018971i,0.00085486+0.0016674i
-0.0053021+0.013228i,-0.0072886-0.011881i,-0.0078013-0.014278i,-0.003479-0.0069068i,-0.0014289-0.0034843i,-0.0026951-0.0017128i,-0.0015874+0.00015516i,0.0014745+0.0012222i,0.0036784+0.0015257i,0.0039692+0.0012194i,0.0022249+0.00029274i,0.00076295-7.485e-05i,-0.00098295+8.9225e-05i,-0.0018022+0.00024686i,-0.0016015+0.00033395i,-0.00091905+0.00086798i,-4.8015e-06+0.0018704i,-6.0496e-05+0.0020235i,-2.9188e-05+0.00072022i,-0.00041909-0.00061595i,-0.0013491+0.00049264i,-0.00091045+0.0013854i,0.00047579+0.00057731i
-0.014579+0.0055794i,0.0062199-0.0094431i,0.0083197-0.012717i,0.0030856-0.0057768i,0.00085277-0.0032681i,3.7711e-05-0.0054491i,-0.00019739-0.0040885i,0.0007513-0.00091847i,0.0023594+0.0010278i,0.0031357+0.0024537i,0.0029551+0.0024662i,0.0022986+0.0010782i,0.001173-0.00028692i,0.00042965-0.0012871i,0.00070446-9.3653e-05i,0.00096131+0.00066587i,-0.00041241+0.00017871i,-0.0014304+0.00067304i,-0.0009988+0.00055545i,-0.0017026+0.00094471i,-0.0019703+0.00050549i,-0.0010012+0.00037839i,-0.0010041+0.0012624i
-0.011132-0.0040213i,0.01346+0.0026193i,0.015193-0.00062221i,0.00479-0.0021768i,0.0025776-0.0015032i,0.0050194-0.0025399i,0.0043289-0.0021638i,0.0018437+0.00025267i,0.00058243+0.0019073i,0.00050236+0.0022233i,0.0012296+0.0021801i,0.0011948+0.0019874i,0.00066466+0.0013976i,-3.6443e-05+0.00064812i,-0.00039515+0.00018551i,-0.00053781+0.00043489i,-5.8254e-06+0.00070668i,-0.00063408-2.4774e-05i,-0.0010336-0.00067631i,-9.8962e-05-0.0016379i,0.00045351-0.0020771i,-3.5204e-05-0.00081523i,-0.00030252-0.00025866i
-0.0049354-0.011942i,0.0018756+0.010049i,0.0066978+0.010369i,0.0052458+0.0015881i,0.0043348-0.0010207i,0.0059291-2.2225e-05i,0.0057494+0.0013899i,0.0032661+0.0019596i,0.0010655+0.00083023i,-2.2019e-05+0.00014522i,-0.00064881+0.00057744i,-0.00015481+0.00030878i,0.00018051-0.00018981i,9.9545e-05+0.0001757i,0.00092577+0.0010735i,0.0011548+0.00043151i,0.00017467-0.0006838i,0.00015827-0.0018103i,5.6454e-05-0.0018033i,0.00062386-0.00081697i,0.0016591-0.0003481i,0.0012155+6.9412e-05i,-1.5552e-05+0.00012008i
0.0043334-0.013067i,-0.010392+0.0041909i,-0.0085539+0.0072709i,-0.0010092+0.0015806i,0.0026247+0.0013655i,0.0044299+0.0050412i,0.0041705+0.0052005i,0.0026459+0.0028993i,0.0017416+0.00070757i,0.00092409-0.0006266i,-0.00036283-3.2805e-05i,-0.00052271+0.00051347i,0.0001867-0.00014992i,0.00030794-0.00073402i,-0.00036069-0.00027459i,-0.00066239+8.2113e-05i,0.00070924-0.00029337i,0.0019448-0.00031804i,0.0016852+0.00029397i,0.00098403+0.00051082i,0.0014861+0.00068989i,0.0016876+0.0011104i,0.00081861+0.00036175i
0.015224-0.005735i,-0.0082053-0.0091456i,-0.010812-0.0077445i,-0.0031495-0.004551i,0.000181-0.00089129i,-0.00084108+0.0023863i,-0.00065712+0.0040526i,0.0016445+0.0035848i,0.0032563+0.0010828i,0.0025232-0.0010896i,0.0008655-0.00082573i,-8.2689e-05-0.00021542i,0.00019251+6.9106e-05i,-8.7728e-05+0.0004366i,-0.0010205+0.00042685i,-0.00052517+0.00065057i,0.0006511+0.00097993i,0.0015022+0.001329i,0.0012593+0.00055104i,0.00095577+0.00068114i,0.0013319+0.001472i,0.0013299+0.0010296i,0.0014387+0.00044903i
0.014452+0.0037214i,0.0062399-0.016094i,0.0031953-0.016148i,0.0028576-0.0073922i,0.0013487-0.0034626i,-0.0017716-0.0018505i,-0.0023209-0.0002573i,0.0010214+0.001263i,0.003706+0.0015049i,0.0029961-0.00025836i,0.0015531-0.0011916i,0.00040434-0.00050358i,-0.00012042-6.5587e-05i,0.00017612-0.00012704i,0.00016941-0.00011114i,0.00026712+0.00050825i,4.2579e-05+0.0015655i,-0.00031667+0.0014645i,-0.00069943+0.0010495i,-0.0015425+0.0013022i,-0.0017644+0.0011203i,-0.0010977+0.00079712i,0.00035046+0.001062i
0.0058185+0.015387i,0.017288-0.0015444i,0.013521-0.0057896i,0.0074405-0.0030586i,0.004861-0.0020519i,0.0025662-0.0028534i,0.00085804-0.0027116i,0.0011402-0.00053775i,0.0023298+0.0013371i,0.0030185+0.0014722i,0.0036567+0.00087851i,0.0027228+0.00048736i,0.00080117+0.00094197i,-0.00016275+0.00098332i,-0.00025076+0.00079492i,-8.3696e-07+0.00060718i,-0.00063983+0.00093743i,-0.001579+0.001635i,-0.0015512+0.00098947i,-0.00095628-3.7336e-05i,-0.0011504-0.00048989i,-0.0010562-0.00023376i,-0.00029295+0.00046314i
-0.0085923+0.014724i,0.0091457+0.014155i,0.010092+0.0086051i,0.0037737+0.0044546i,0.0008843+0.0024718i,0.0026384-0.0002633i,0.0043986-0.00096134i,0.0044339+0.00028517i,0.002914+0.0015464i,0.0018593+0.0025629i,0.0019889+0.0029368i,0.0015183+0.0029842i,0.00052187+0.0020601i,0.00026678+0.0010009i,0.00064969+0.00037483i,0.00043441+0.00056044i,-0.0009704+0.0005746i,-0.0014237-0.00057102i,-0.00077452-0.00098151i,0.00026934-0.0010671i,0.00057396-0.00084956i,-0.00059841-0.00068449i,-0.0012885-0.00055906i
-0.021665+0.0065298i,-0.0092155+0.01835i,-0.0029404+0.015047i,-0.0013073+0.006571i,0.0013871+0.0027865i,0.0048132+0.0012922i,0.0047704+0.00092591i,0.0027951+0.0013251i,0.0010764+0.0012048i,-0.0007684+0.001633i,-0.0015091+0.0021741i,-0.00047286+0.0013823i,-0.00058661+0.00090088i,-0.0011105+0.00095719i,-0.0013678+0.00049317i,-0.0007421-0.00038615i,0.00027249-0.0012291i,0.00013114-0.001471i,0.00050849-0.00099438i,0.00066709-0.00076856i,0.0007916-0.0011239i,0.00068719-0.00066128i,0.00013983-0.00074279i
-0.01592-0.013704i,-0.018114+0.0010204i,-0.012695+0.0023076i,-0.0064802-0.0012768i,-0.0024241-0.0015275i,0.0010236+0.001394i,0.0016858+0.0036181i,0.00079068+0.0027213i,0.00077422+0.00063743i,-0.00021687-8.0758e-05i,-0.0010284+0.00012854i,-0.0011855-0.00041893i,-0.0016237-0.0010742i,-0.0017243-8.257e-05i,-0.00082884+0.00029168i,0.00069034+8.8942e-05i,0.0017056-0.00024942i,0.0016536-0.0010497i,0.0010417-0.001435i,0.00079268-0.00094015i,0.0012515-0.00022487i,0.0015886-0.00026087i,0.00061982-0.00064423i
0.005756-0.023438i,-0.0063962-0.019941i,-0.0059601-0.013552i,-0.0008915-0.0073516i,0.0013709-0.0025639i,1.3158e-05+0.0012568i,-0.00045674+0.0021452i,0.0012531+0.0009828i,0.0020662-0.00064955i,0.0014174-0.0015616i,-0.00012283-0.00097358i,-0.00038045-0.0010738i,-0.00024877-0.00086306i,-0.00037761+9.299e-05i,0.00015436-0.00014512i,0.0010858-0.00071625i,0.0016407-0.00034855i,0.0010416+0.00044698i,0.00092967+0.00067096i,0.00054468+0.0011421i,-0.00077658+0.0016883i,-0.0003747+0.0017202i,0.00081702+0.0010272i
