0.00029968+0.00099141i,0.00071523-0.00023433i,-0.00095754-0.00013546i,-0.0018427+5.9771e-05i,-0.00070229+0.00052073i,-0.00027212+0.0011904i,-0.00087251+0.00088254i,0.0001591+0.0011642i,0.0019311+0.0013985i,0.0015842+0.0014218i,-0.00029651+0.00091877i,-0.00082474+0.00020697i,-0.00027318+0.00012496i,0.00020067+0.00043957i,0.00019701+0.00038347i,0.00043858+0.00032761i,0.00042377+0.00086869i,0.00029632+0.00020966i,0.00057293-0.00052645i,-4.0318e-05-0.00013609i,-0.0005732+0.00048992i,-0.00036562+0.00096606i,-0.00051198+0.0010357i
0.00023215+0.00020424i,0.00011218+0.00097447i,-4.623e-05+0.0010617i,0.0012795+0.00060222i,0.0014079+0.00037918i,0.00046108-0.00010849i,0.00034674-0.00013534i,0.00016096+0.00035812i,-0.00010931+0.001034i,8.2562e-05+0.0011048i,0.00011597+0.00068328i,-7.3536e-05+5.4776e-05i,-0.00014437-0.00076366i,-0.0001638-0.0010935i,-0.000423-0.00093827i,-0.00032723-0.00051552i,-4.8793e-05-6.5352e-05i,0.00023633+0.00030645i,0.00063706+0.00041944i,-0.00015142+0.00044364i,-0.00037987+5.1966e-05i,0.00030892-1.5055e-05i,0.00066255+5.7669e-05i
0.00049029-0.0015041i,-7.3675e-05-0.0023186i,-0.00052997-0.0029199i,-0.0016804-0.0027518i,-0.0021316-0.0023901i,-0.001577-0.0016556i,-0.00073368-0.0011193i,-0.00063464+8.1017e-06i,-0.0009241+0.0013091i,-0.0015924+0.001268i,-0.0017307+0.00054308i,-0.0011969+0.00047804i,-0.00091974+0.00045569i,-0.00031163+0.00058554i,-0.00017674+0.00058604i,-0.00035219+9.7259e-05i,-0.0010723-0.00013521i,-0.0010725+0.00014503i,-2.34e-05+0.00042964i,0.00098215+0.00018999i,0.0011861-7.2948e-05i,0.0008821-0.00044938i,0.00014754-0.00034406i
-0.00041422-0.00049389i,-0.00050762-0.00015679i,-0.0015027-0.00038305i,-0.001306-0.00037264i,-0.00057866+0.0011441i,-2.2218e-05+0.0017726i,7.9188e-05+0.00021327i,-3.7399e-05+0.00012354i,-2.7958e-05+0.0011017i,0.00037711+0.00048754i,5.956e-05+2.324e-05i,-0.00089217+5.2779e-05i,-0.0012765+0.00033024i,-0.00046894+0.00066476i,0.000133+0.00018317i,0.00039053-0.00055154i,0.00044805-0.00039697i,0.00025618+0.00030465i,0.00048562+0.00048688i,8.4744e-05-7.1233e-05i,-0.00010162+5.9485e-05i,-5.3385e-05+0.00024754i,-0.00051401-0.00017195i
-0.0011804-0.00092975i,-0.00050657-0.0009193i,-0.0011529-0.0019235i,-0.0019526-0.0014845i,-0.0013919-0.00061102i,4.8092e-05-0.00016793i,0.00030564-0.00039999i,-0.00026005-0.0006991i,-0.00011864-2.1022e-05i,0.00028219+0.0011762i,0.00010781+0.00074028i,0.00013182-0.00041631i,9.7606e-05-2.1209e-05i,-0.00039412+6.3431e-05i,0.00047786-0.00041444i,0.00099158-0.00046317i,0.00058877-0.00060405i,0.00020516-0.00044527i,0.00012714+0.00028175i,-4.0573e-05+0.00067017i,-7.2748e-05+0.00035623i,5.0071e-07+0.00022068i,-0.00034292+0.0004853i
0.00067511+0.0037153i,0.00079805+0.0027834i,0.00086228+0.0015158i,0.00082951+0.00075419i,0.0016895+0.00018151i,0.0017242-0.0011919i,0.00032099-0.0018553i,-0.00026344-0.00059708i,0.00018365+0.00040356i,9.9759e-05+0.0008822i,-0.00023581+0.00092724i,-0.00063587-5.8593e-05i,-0.00064815-0.0010042i,-7.544e-05-0.001228i,-0.00022801-0.00093918i,-0.00058531-0.00042807i,-0.00079965-0.0008735i,-0.00063605-0.00052767i,-3.2968e-06+0.00070986i,0.00054078+0.00067057i,0.00079449+5.5148e-05i,0.00065838-0.00075835i,0.00018101-0.001218i
0.0019453-0.0012295i,0.0012571-0.0013844i,0.00011219-0.0010144i,0.00023179-0.0011169i,0.00079674-0.0013495i,0.00067133-0.0011412i,-0.00020561-0.00084276i,-0.00046535-9.2511e-05i,-0.00056046+0.00075968i,-0.00061145+0.0014009i,-0.00020594+0.00157i,-3.4616e-05+0.00069063i,-3.9856e-05-0.00022783i,-0.00086344-9.0307e-07i,-0.00090089+0.00010457i,0.00019965-0.00068938i,0.0011454-0.00079226i,0.0014189-0.00018463i,0.00096925+0.00046424i,0.00028886+0.00069148i,5.2269e-05+0.00035511i,-0.00048248+0.00063929i,-0.0010988+0.00097962i
0.0033289+0.0013874i,0.0026687+0.00050417i,0.0021469-0.00019275i,0.0017852-0.00022463i,0.0011191+0.00015375i,0.00021788-0.0001006i,0.00023885-0.00040874i,0.00032654+0.00033724i,-0.00028556+0.0012642i,-0.00014832+0.00033584i,0.00071112-0.00065432i,0.00038321-0.00066578i,-0.000904+9.7132e-05i,-0.002075+8.3606e-05i,-0.0011164-0.00047474i,4.5321e-05+0.00041292i,-6.0947e-05+0.0011804i,-0.00021325+0.001095i,4.7342e-05+0.0011812i,0.00055842+0.00066703i,0.00037295-0.00052246i,0.00034856-0.0010046i,0.00069889-0.0011012i
-0.0029176+0.0021007i,-0.0021682+0.0018575i,-0.0020763+0.001598i,0.00012264+0.001363i,0.0017212+0.0010771i,0.001933+0.00052404i,0.0013526-0.00096409i,0.00057059-0.0016178i,-0.00084976-0.0004419i,-0.00149-7.1022e-05i,0.00028491-0.00023838i,0.0011096+6.5805e-05i,0.00099671-0.00014205i,0.0011448-0.00088467i,0.00082464-0.00041819i,4.5283e-05+0.00062084i,-2.6821e-05+0.00054738i,0.00033652-0.00043154i,0.00023621-0.0005529i,-0.00037472-2.904e-05i,-0.00024495-0.00015321i,0.00057672-2.9002e-05i,0.0006506+0.00051271i
-0.0010523-0.0020045i,-0.00089396-0.00091148i,-0.0010527+0.00021834i,-0.0021036+0.00045268i,-0.0024155+0.00023233i,-0.00076652-0.00053831i,0.00078761-0.0012564i,-1.4556e-05-0.00037607i,-0.00070931+0.00044155i,-0.00052209+0.00029635i,-0.00083869+0.00025646i,-0.0016623-7.8349e-05i,-0.0017115-0.00036841i,-0.0014199+0.00020224i,-4.7813e-05+0.00060674i,-9.2714e-05+0.00043202i,-0.0011147+9.0155e-05i,-0.0013074+0.00021056i,-0.00044287+0.00020972i,0.00053472+0.00012724i,0.00046426+0.00039579i,0.00072892+0.00058844i,0.00059515+0.00034734i
-0.0022777+0.00099582i,-0.0018669+0.0015911i,-0.0019554+0.002221i,-0.0019577+0.0018991i,-0.00043366+0.0014274i,0.0010917+0.00018002i,0.001023-0.0010533i,0.00056673-0.00067721i,0.00052041+0.00068425i,0.00024915+0.0012373i,-0.0008738+0.0007754i,-0.00087026+0.00059869i,-0.00050445+0.00016158i,-0.00055196-0.00058369i,-8.7893e-05-0.00012207i,3.7141e-05+0.00047002i,-0.00048536+0.00033201i,-0.00019594+0.0004922i,-0.00039053+0.0010246i,-0.00039712+0.0009965i,0.00086292+0.0005492i,0.0012827-0.00013015i,0.0010492-0.00066402i
0.00061684+0.0013851i,0.00194+0.0013863i,0.0031886+0.00046608i,0.0024717-0.00038888i,0.001351-0.00041297i,0.00046409-0.00063116i,-0.00031398-0.0010177i,-0.00047995-0.00065502i,0.00020095+0.00022151i,0.0007914+9.5405e-05i,0.00059655-0.00041996i,0.00051542-0.00029557i,0.00051865-0.00028844i,0.0003388-0.00056141i,8.9508e-05-0.00053123i,7.4966e-05-0.00036056i,-0.00025861-0.00023604i,-5.2389e-05-9.1299e-05i,-3.7852e-05+4.7121e-05i,-0.00073814+8.0948e-05i,-0.001069+0.00027854i,-0.00054012+0.00039349i,-3.425e-05+0.00033956i
-0.00068579+3.4272e-05i,-0.0011274-0.00061875i,-0.0015996-0.0007429i,-0.00066813-0.00023947i,1.7107e-05-8.8424e-05i,4.6449e-07-0.00090012i,-0.0004655-0.0011923i,-0.00089209-0.00055918i,-0.00084538-0.00022244i,1.8526e-05-0.00040014i,0.0010185+0.00038616i,0.001002+0.00076606i,0.00019452+0.00034109i,0.00021999+0.0002634i,0.00040426+0.00050754i,0.00011286+0.00072839i,-0.00026634+0.0012655i,0.00023942+0.0014075i,0.00047086+0.0010636i,-0.00012022+0.0011699i,-7.2272e-05+0.00046733i,0.00016664-0.00032703i,0.00054801-0.00030469i
0.0011449+0.0010464i,0.00076195+0.0010514i,0.00038099+0.00039745i,-4.0432e-05-0.00053028i,0.0002242-2.074e-05i,-0.00043206+0.00024483i,-0.00063238-8.2759e-05i,-0.00032885-0.0001751i,-0.00047795-0.00049452i,0.00023504+9.552e-05i,0.00037303+0.001011i,-6.1762e-05+0.00027026i,-0.00053356-0.00031557i,-0.0006505-0.00062863i,-0.00082193-0.00049358i,-0.00067126+4.6257e-05i,-0.00010034-0.00017196i,0.00025926-0.00016944i,0.00042096+0.00026928i,0.00050841-0.00030089i,0.000338-0.00036325i,-0.00026792+0.00025437i,-0.000285-5.5133e-05i
-0.0015119-0.00032196i,-0.00085677-0.00029528i,-0.00076999-0.00017435i,-0.00050865+5.556e-05i,7.8621e-05+0.00036643i,-0.00028318+0.00015662i,-4.0171e-06-0.00050542i,0.00015666-0.00018231i,-0.00055992+0.00043449i,-0.0007664+0.00073786i,-0.00076343+2.8507e-05i,0.00031466-0.00048548i,0.001305-7.2297e-05i,0.0010669-0.00034714i,0.00035194+4.9909e-05i,0.00042343+0.00072429i,0.00015031+0.00045804i,7.1574e-05+0.00046335i,0.00098315+0.00047948i,0.00066671+0.00016828i,-0.00063286-6.336e-05i,-0.00051151-0.00013929i,0.00047388-0.00070521i
0.0011697-0.0025151i,-3.8915e-05-0.0018876i,-0.0014023-0.0015869i,-0.0017539-0.0011466i,-0.0013056-0.00032149i,-0.00019944+0.00040078i,1.1329e-06+0.0003241i,-0.00043151+0.00075099i,-0.00025642+0.00069642i,-0.00025694+0.00036745i,-0.0003617+0.00055865i,9.1647e-05+0.00047329i,-0.00017816+0.00027288i,-0.00082303+0.00019246i,-0.00084146+7.4759e-05i,-0.00060863+7.5782e-05i,-0.00037609+0.00044349i,-8.2681e-05+0.00037599i,0.0003107-1.546e-05i,0.00015762+0.00016195i,-0.00014142+0.00035545i,-0.00020065-0.00033569i,-0.0010082-0.00092326i
-0.00011198-0.00031331i,-0.00058103-0.0013083i,-0.0014963-0.0023911i,-0.00098944-0.0016726i,-0.0005358-0.0017604i,8.3217e-05-0.001615i,0.00063352-0.00062682i,4.648e-06+0.00012767i,-0.0002647+0.00023592i,-0.00019755+0.00018309i,-0.00019797-3.9527e-05i,-3.31e-05-0.00012614i,5.8928e-05-0.00014383i,0.00038186-0.00051425i,0.00035381-0.00076354i,-3.061e-06-0.00061841i,0.00028633-0.00021499i,0.0002728+0.00030892i,-0.00033848+8.3767e-05i,-0.00026076-0.0008062i,0.00015129-0.00074363i,0.0002046-0.00028651i,0.00044394+9.1305e-05i
-0.0010387-0.0016985i,-0.0011622-0.00071021i,-0.001065+0.00073171i,-0.00097449+0.00095172i,-0.00014469+0.00035999i,0.00078807+0.00020001i,0.00076842-0.00015292i,0.00019627-0.00063611i,-0.00060144+0.00014477i,-0.0010329+0.00098893i,-0.00082947+0.00053546i,-3.9545e-05-0.00034695i,8.0826e-05-0.00045245i,-0.00068376+0.00012664i,-0.0010242+0.0002742i,-0.00041194-0.0005812i,-3.3232e-05-0.00086068i,0.00010149+0.00028163i,7.1405e-05+0.00049202i,0.00014622+0.00061542i,0.00045697+0.00097142i,-9.7567e-06+0.00042805i,-0.00025831+0.00019268i
-0.0025537+0.001622i,-0.0015968+0.0023297i,-0.0031077+0.0023017i,-0.0035954+0.0027053i,-0.0013971+0.0031299i,-0.00015632+0.001712i,-0.0010807-0.00053403i,-0.0013787-0.0012654i,-0.00097804+9.921e-05i,-0.000504+0.0013278i,-6.9961e-05+0.0017783i,0.00026179+0.00098298i,-0.00026049+0.00014536i,0.00034052+0.00031463i,0.0012253+0.00022598i,0.00063562-0.00023182i,0.00018894-0.00028798i,0.00034838+0.00060732i,0.00021791+0.00069215i,-0.00013127+0.00021967i,0.00025406+0.00064538i,4.0439e-05+0.00093285i,-0.0002284-1.3272e-05i
-0.0018536-0.000291i,-0.00055497-0.00028443i,-0.0007341-0.0012631i,-0.0013153-0.0010974i,-0.00071024-5.3522e-05i,-1.7207e-05+0.00011317i,7.2032e-06-0.00035864i,-0.00015389-8.1252e-05i,-0.00034067+0.00038067i,-0.00058529+0.00067086i,-0.00036678+0.0006725i,-0.00013763+0.00012143i,-0.0005027+0.00035903i,-0.00079849+0.00065072i,-0.00061574+9.1356e-05i,-0.00067768+1.1789e-05i,-0.00090431+0.00086616i,-0.00033147+0.0012797i,-0.00012987+0.00086746i,-0.00045158+0.00021034i,-0.00014237-0.00083755i,0.00014111-0.00092069i,4.286e-05+7.1986e-05i
-0.0014876-0.00010281i,-0.00069645+9.0399e-05i,-0.00035769+0.00039783i,0.00011711+0.00049688i,0.00074417+0.0005761i,0.0011095+2.3975e-06i,0.00060671-0.00087383i,4.5086e-05-0.00056583i,0.00015596+0.00019264i,0.00035594+0.00034153i,0.00015403+0.00066095i,-0.00050622+0.0012174i,-0.00056013+0.00029608i,-0.00028918-0.00046228i,-8.2412e-05-0.00025871i,0.00022255+0.00045841i,0.00021034+0.00047426i,-0.00022431-0.00026077i,-0.00019715-0.00033598i,-0.00021139-5.2394e-05i,-0.00039467+0.0003439i,-0.00057291-0.00013896i,-0.00037916-2.5696e-06i
-0.0035395+0.0015305i,-0.0031124+0.0015539i,-0.002636+0.0013458i,-0.0019503+0.0015694i,0.00064246+0.0010389i,0.0020964+0.00035516i,0.0012779-0.00060264i,0.0001285-0.00073629i,-0.00059172+0.00039931i,-0.00099928+0.00047453i,-0.00082628-0.00021984i,-9.6791e-05-0.00037617i,1.1298e-05+3.6321e-05i,-0.00034238+6.1066e-05i,-0.00037549-0.00036762i,0.00020422-0.00033203i,0.00077366-0.00072969i,0.00077204-0.00053264i,0.00019408+0.00054941i,8.0758e-05+0.0011288i,-8.2546e-05+0.00099936i,-0.00077865+0.00075804i,-0.00046014+0.00021823i
-0.00076128+0.0030127i,0.0010027+0.0018189i,0.00040373+0.0008438i,0.0010128+0.00045196i,0.0024806+0.00031761i,0.0024413-0.0011862i,0.0017968-0.0014273i,0.00078008-0.00093896i,-0.00019797-0.00014614i,-0.00080164+0.00094346i,-0.001303+0.0014506i,-0.00042452+0.0012655i,0.00057458+8.9477e-05i,0.00056307+0.00011555i,0.0005053+0.00017551i,9.252e-05-0.0004976i,2.0688e-05-0.00042845i,0.0003087+0.00044861i,0.00080885+0.00033998i,0.00079963-6.3388e-05i,0.00045346-0.00012038i,0.00035616-0.00062513i,0.00023487-0.00060717i
-0.0024938+0.0024135i,-0.00056882+0.0018501i,0.00079575+0.0034566i,0.0017921+0.002835i,0.0024027+0.0010614i,0.0024415-0.00035551i,0.0012496-0.0010669i,-0.00029116-0.00039571i,-0.00097009+0.001126i,-0.00087776+0.001602i,-0.00046093+0.00050383i,3.2356e-05-0.00017237i,0.0012566-0.00011021i,0.0014556+0.00031655i,-0.00014807+0.00017756i,-0.00058875-0.0005335i,-0.00018279-0.00034465i,-0.00030543+0.00035059i,-0.00035489+0.0002791i,-0.00054013-0.0005503i,-0.000161-0.00093255i,0.00049602-0.0011624i,0.0007472-0.0013715i
0.00046223+0.00053542i,-0.00071982+0.0009599i,-0.0023738-0.00090199i,-0.0027923-0.0016734i,-0.0017483-0.00083841i,-0.00058697-0.00076947i,0.00012707-0.00044323i,0.00033297+0.00036295i,0.00051954+0.00089451i,0.00017029+0.0007381i,-0.00053675+0.00076146i,-0.00067518+0.00071035i,-0.0003647-0.0003061i,-0.00035764-2.3613e-05i,-0.00050974+0.00098977i,-0.00082581+0.00072314i,-0.00045707+0.00072434i,-0.00037394+0.00073934i,-0.00043264+0.00078438i,1.0957e-05+0.0011126i,0.00017656+0.00065351i,0.00044111-0.00028861i,0.00035198-0.00036668i
-0.0017234-0.00087948i,-0.0013498-0.000682i,-0.0013955-0.00053686i,-0.00075663+0.00019038i,-0.00023175+0.000626i,0.00027126+6.4872e-05i,0.00037021-0.00080457i,-6.743e-05-0.00084503i,-0.00014825+0.00032731i,0.00012224+0.0011504i,-0.00021662+0.00076623i,0.00011023-0.00010866i,0.00050158+0.00036404i,0.00036018+0.00040314i,0.00062641-0.0005325i,0.0004046-0.00014307i,0.0003447+0.00057441i,0.0001071+0.00051316i,-0.00075919-5.6497e-05i,-0.00058808-0.00021668i,0.00044822-2.3731e-05i,0.00030507-0.00015193i,-0.00039813-0.00046166i
0.00012899-0.00088132i,0.0010093-0.00048621i,0.00026543-2.8857e-05i,-0.00017696+0.00054109i,0.00065931+0.00060874i,0.00097728-0.00064108i,0.00036063-0.0016089i,-0.00010404-0.0012426i,-0.00047293-1.8449e-05i,-0.00030889+0.00029624i,-0.00047969-0.00024052i,-0.00052649-0.00076922i,-0.00038458-0.00094012i,-0.00059916-0.00064642i,-0.00082822+0.00014709i,-0.00071463+0.00086482i,-0.00060609+0.00058276i,-0.00050648+0.00047424i,-0.00054765+0.001196i,-0.00042943+0.0012285i,0.00030282+0.00026944i,0.00097848-9.3862e-05i,0.0010219-0.00012235i
-0.00095602+0.00028766i,-0.0011361-0.00088515i,-0.0011778-0.0016008i,-0.001384-0.00077501i,-0.00090632-0.00033793i,0.00028849-1.0049e-05i,0.0003148-0.00012564i,-0.0002474-0.00017227i,-0.00024925+0.00050711i,-0.0009324+0.00060073i,-0.00089019+0.00048641i,-4.0991e-05+0.00056683i,-0.00010705+0.00045847i,-0.00073711+0.00017446i,-0.00018759-0.00038979i,0.00055161-0.00028437i,0.00044043-0.00010069i,0.00048282+0.00013386i,0.00058228+0.00018065i,0.00096744-0.00036039i,0.0011364-0.00044481i,0.00035799+1.62e-06i,-0.00015818-0.00039149i
-0.0020045-0.00062036i,-0.00076525+0.0012905i,-0.0017476+0.0026649i,-0.0021626+0.0025881i,-0.00081457+0.0015862i,0.0009172+0.00037961i,0.0011191-0.00020485i,0.00029512-0.00037209i,-0.00034892+0.0007532i,-0.00024698+0.0018237i,-0.00027845+0.0014402i,-0.00048129+0.00050624i,9.9099e-05+0.00033192i,0.00027894+6.4703e-06i,-7.2144e-05-0.00068523i,-4.665e-05-0.0011154i,8.1534e-05-0.00024097i,-5.585e-05+0.00016044i,-0.00039387+0.00048269i,-0.00050662+0.00075897i,-0.00075644-0.00025284i,-0.00039366-0.00022748i,0.00040172+0.00043967i
-0.00013143+0.00043206i,-0.0007249+0.0004555i,-0.00051917-0.00041243i,0.00012733-0.00045107i,0.00053714-0.00022601i,0.00091266-0.00070616i,0.00054171-0.00080579i,-0.00066125+0.00046011i,-0.0012526+0.0014196i,-0.00086303+0.0012011i,-5.9771e-05+0.00058796i,0.00029294+2.9593e-05i,-0.00036139+7.5182e-06i,-0.00098297+0.00021836i,-0.00054242+0.00023206i,0.0001208-0.00023223i,0.00067204-6.9203e-05i,0.00097698+0.00045032i,0.000603+0.00080788i,-3.4087e-05+0.00066832i,0.00026644+8.3884e-06i,0.00073263-0.00076363i,0.00084877-0.00051434i
-0.00064007+0.0022434i,-0.00031854+0.0016333i,0.0007436+0.00076124i,0.0011619+0.00053367i,0.0018704+9.9094e-05i,0.0017735-0.00018624i,0.0002281-0.00086516i,-0.00042502-0.00064342i,-0.00020543-0.00014028i,-9.3245e-05+0.00060247i,-0.00012615+0.00085874i,-0.00032727+0.00057287i,-0.00046766-0.00016857i,0.00038559-0.0011302i,0.00059583-0.00077764i,-0.00025898-0.0001095i,-0.00013559+0.00038557i,-0.00012829+0.0006728i,3.2204e-05+0.00031931i,0.00071245-0.00027707i,0.00040967+0.00026094i,1.5683e-05+0.00068368i,-0.00020631+0.00044185i
0.00052473+0.00034714i,0.0011939+0.00032083i,0.0019809-0.0010009i,0.0017217-0.0020964i,0.0013365-0.0015253i,0.00067197-0.00081937i,-0.00023311-0.0004418i,-0.0013063+0.00069599i,-0.0013334+0.00088816i,-0.00014992+0.00035476i,0.0008315+0.00015374i,0.00070269-0.00041188i,0.00038932-0.00023367i,0.00049962-0.00037189i,0.00033657-0.00092351i,0.00011949-0.0010679i,0.00040836-0.00062744i,0.00071651-0.00017754i,0.00088054+0.00012154i,0.00046416-0.00018052i,0.00013624-0.00049386i,0.00059514-5.2541e-05i,0.00044848+0.00038618i
0.00052543+0.00084733i,0.0004455-0.00083895i,-4.2941e-05-0.0016961i,-0.00018732-0.001351i,-0.00074254-0.00080181i,-0.00067218-0.0011056i,-5.4304e-05-0.0011822i,-0.0003871-0.00057775i,-0.00057417+0.00019218i,-0.00063137+0.00050729i,-0.0012628+0.00011206i,-0.001305-0.00012373i,0.00031714-7.6036e-05i,0.001148+2.3108e-05i,0.00058939+2.0225e-05i,-0.00022288+7.5048e-05i,-0.00057184-0.00030778i,-0.00037657-0.0013887i,-0.00041237-0.0011902i,-0.0010139-2.4255e-05i,-0.00083466-0.00041179i,-0.00050718-0.001101i,-0.00051642-0.00046693i
-0.0016324+0.00084946i,-0.00094801-0.0010316i,-0.00077986-0.0011712i,2.3278e-05-6.6262e-06i,0.0014128-2.0131e-05i,0.0018012-0.00055759i,0.00036579-0.00080651i,-0.00062723-0.0007689i,1.3575e-05-0.00064118i,8.4442e-05-0.00018228i,-0.00018836+0.00060497i,0.00031736+0.00037198i,0.001168-0.00078529i,0.0011305-0.00078853i,0.00063628-0.00063708i,0.00020726-0.0010494i,-4.5678e-05-0.0010628i,0.00059779-0.0004552i,0.00066867-0.00016888i,0.00047276-0.00041935i,0.00098936-4.3055e-05i,0.00061241+0.00043051i,-0.00078306+2.1492e-05i
0.00062558+0.00054952i,0.0008698+0.00047928i,0.0013781+0.00046056i,0.0010904+0.00017947i,0.00050404-0.00040221i,-0.00011098-0.0008209i,-0.00080133-0.0012266i,-0.00085454-0.00015038i,-0.00056583+0.00058335i,-0.0011178-0.00025325i,-0.0011875-0.00081445i,-0.00083378-0.00064757i,-0.00070541-0.00076318i,8.3579e-05-0.00076673i,0.00038094-0.00072837i,0.00019169-0.00099867i,0.00065232-0.00093659i,0.00057215-0.00037081i,0.0002228+0.00044637i,0.00093492+0.00044208i,0.0013341+0.00061649i,0.00071791+0.0011533i,4.8732e-05+0.0010271i
-0.0012537+0.00020037i,-0.0005286+0.0005511i,-0.00083103-0.00030789i,-0.001364-4.7552e-05i,-0.00041638+0.00079073i,0.00073585+4.4937e-05i,0.00036681-0.00045013i,-0.00048907-0.00034989i,-0.00069331+1.4683e-05i,-0.00040004+0.00023856i,-0.00032058+0.00035199i,-0.00018516+0.00048297i,-0.00011937+0.00024338i,-0.00036358-0.00063995i,-0.00072956-0.001033i,-0.00063536-0.00041663i,-0.00029668-0.0002149i,1.2506e-05+0.00046086i,0.00043465+0.0010963i,-4.9548e-05+0.00061134i,-0.00056263+0.00019562i,-0.00096133-4.5068e-05i,-0.00080022+8.5934e-05i
-0.00097071+0.0012031i,-0.00039527+0.00022153i,-0.00041979-0.00076232i,-0.0011333-0.00045767i,-0.0011095-2.6152e-05i,-0.00014487-6.3225e-05i,0.00028988-0.00089883i,-0.00014131-0.0012823i,-0.00049799-0.00041273i,-0.0006782+0.00018307i,-0.00067901+0.00048089i,-0.00054247+1.4131e-05i,-0.00026171-0.00043844i,-0.00015376-9.0468e-05i,-0.00027869-9.3483e-05i,-3.4225e-05+0.00025743i,-0.00028161-0.00011611i,-0.00043297-0.00027242i,-0.00027051-0.00057831i,-0.00047175-0.00052437i,-0.00084734-0.00043044i,-0.0010085-0.000351i,-0.00077871+0.00032543i
-0.0011155-0.00048325i,-0.00046285+0.00062011i,-0.0016096+0.0014614i,-0.0014708+0.00096833i,0.00037778+0.0015137i,0.0018364+0.0008648i,0.0008349-0.00038043i,-0.00049081-8.4197e-05i,-0.0010953+0.00087358i,-0.0014802+0.0010114i,-0.00070851+0.00054606i,-0.00046214+0.001095i,-0.0010103+0.00056732i,-0.00054615-0.00056262i,-0.00044394+0.00030359i,-0.0005193+0.00050026i,0.00010262+0.00014943i,0.00051705+0.00010348i,0.00027818-0.00022648i,0.00032297-0.00070318i,-8.8773e-05-0.00017008i,-0.00062194+0.00059225i,-0.000254+0.00028452i
-0.0022959+0.0025782i,-0.0016557+0.0027595i,-0.0011383+0.0026302i,-0.00097471+0.0020114i,4.742e-05+0.00060256i,0.00082341-0.00063097i,0.00041404-0.0010393i,-0.0005145-0.00079264i,-0.00036855+0.0002149i,-7.878e-05+0.0012306i,-0.00060703+0.00098349i,-0.0011893+0.00012484i,-0.0011145-0.00036395i,-0.0003087-0.00074605i,-0.00038916-0.0002383i,-0.00066001-0.00013537i,0.00022088-0.00067951i,0.00072059-0.00038118i,0.00051854-7.8977e-05i,2.154e-05-0.00050264i,-0.00055483-0.00089166i,-0.00091941-0.0010516i,-0.00090512-0.00096144i
-0.0021321+0.00070995i,-0.0016974+0.00029071i,-0.00083134+0.00020533i,-0.00050476+0.00064004i,0.00017385-0.00054405i,0.00094001-0.00088517i,0.00022426-0.00011396i,-0.00084201+0.00048946i,-0.0016536+0.0014323i,-0.0013778+0.0019349i,-0.00025+0.0012233i,0.00051483+0.00062426i,0.00061056+0.00063688i,0.00028878+0.0006391i,0.00038957-0.00047581i,0.00061514-0.0013012i,-0.00028614+0.0001115i,-0.00053154+0.00099851i,-0.00012078+0.0005462i,-0.00026244+0.0010871i,5.3274e-05+0.00099882i,0.00041956+0.00010522i,0.00063435-0.00039881i
0.0021347-0.00038074i,0.0022177-0.00050646i,0.0020435-0.0010716i,0.0022948-0.00054644i,0.0021456-0.0001148i,0.0014505-0.00077576i,0.00037485-0.00086816i,-8.3812e-05-0.00027246i,-0.00014661+0.00012225i,-0.00015684+0.00068402i,-0.00024002+0.00021966i,-0.00063618-0.00032502i,-0.00037921-0.00074645i,0.00065567-0.00074841i,0.00090128-0.00015027i,0.0002015-0.00022771i,-0.00024513+0.00021347i,-0.00056431+0.0005806i,-9.3519e-05+0.0004908i,0.00023112+0.00025687i,0.00012143+6.616e-05i,-0.00021084-0.00026362i,-0.00041912-0.00079574i
-0.0011499+0.0024142i,-0.0015824+0.0016267i,-0.0011407+0.00087202i,-0.0011341+0.00059486i,-0.0010574+0.0001965i,9.9803e-05-0.00051276i,0.00023797-0.00093499i,-0.00049285-0.00022015i,-0.00062944+0.0010643i,-0.00093308+0.0016425i,-0.00057093+0.00075447i,0.00019296-0.00029363i,-0.0002991-0.00033358i,-0.00093121-0.00038944i,-7.5981e-06-0.0004673i,0.00093287-0.00029288i,0.00071915+0.00037683i,-4.9423e-05+0.00044169i,-0.00032942-0.00040107i,-0.00053931-2.2032e-05i,-0.00037532+0.00058354i,5.1835e-05+0.00051515i,-4.1396e-05+0.0008528i
-0.0010171-0.0018974i,-0.0016183-0.00058547i,-0.0019536-0.00028413i,-0.0017655-0.00014969i,-0.00037719+0.00074816i,0.00087105+0.00054853i,0.00088605-0.00079669i,0.00018689-0.0011953i,0.00026553-0.00099329i,0.00047632-0.00070277i,-0.00010292-0.00015526i,-0.00023613+0.00011514i,-0.00074943-0.00039287i,-0.00082981-0.00047987i,1.082e-05-1.6749e-05i,0.0005249+0.00030387i,0.00018324+0.00036158i,-0.00083835+0.00032062i,-0.00072251+0.00018139i,0.00029974+0.00016803i,0.00076799+0.000209i,0.00036715+0.00018928i,0.00013397+0.00050723i
