-0.00020649+0.00033112i,0.00036968+0.00048932i,0.000891-3.2558e-05i,-0.00015699-0.00073295i,-0.0019606-3.7484e-06i,-0.0024244+0.00089512i,-0.0012606+0.00079829i,3.6355e-05+0.00044395i,0.00091957+0.0004327i,0.0010311+0.00011107i,0.00095614-0.00032809i,0.00044729-0.00047547i,-0.00048857+7.8335e-05i,-0.0011708+0.00061156i,-0.0013239+0.00099312i,-0.00084101+0.00080973i,-0.00028687+0.0004523i,0.00016182+0.00074192i,-0.0002328+0.00088101i,-0.0004726+0.00049907i,0.00032649-0.00022239i,0.00029974-0.00017854i,-0.00061001-6.0504e-05i
0.20433+0.18135i,0.25317+0.19262i,0.28202+0.079682i,0.3265-0.078644i,0.28839-0.16269i,0.11577-0.12159i,-0.043531-0.044401i,-0.10076-0.023122i,-0.094274-0.020391i,-0.047106-0.002234i,-0.0024562+0.0090734i,0.010024+0.011777i,0.013538+0.011339i,0.015108+0.0059023i,0.013348-0.0017186i,0.013065-0.0076505i,0.010667-0.001502i,0.0082073+0.014646i,0.010778+0.022701i,0.014373+0.01444i,0.015475-0.0028111i,0.015523-0.016312i,0.012511-0.019706i
-0.19791+0.19732i,-0.29811+0.20218i,-0.3477+0.12542i,-0.37686+0.057878i,-0.3252+0.059128i,-0.14365+0.077808i,0.01503+0.058369i,0.068717+0.031372i,0.063078+0.0078123i,0.028896-0.0023411i,0.0066079+0.0099444i,0.00030103+0.01339i,-0.015068+0.011726i,-0.018762+0.021099i,-0.0013324+0.025994i,0.015867+0.01833i,0.019594+0.0015085i,0.012911-0.015876i,0.0061954-0.019366i,0.0061863-0.006594i,0.012495+0.0117i,0.019258+0.021154i,0.021354+0.015517i
-0.15928-0.18633i,-0.13256-0.20629i,-0.0062524-0.0489i,0.10161+0.14108i,0.087889+0.18627i,0.0028617+0.12943i,-0.045185+0.067686i,-0.043709+0.039701i,-0.023485+0.04169i,-0.0072739+0.028476i,-0.014146+0.00091974i,-0.016456-0.0041444i,0.0014592-0.0016634i,0.0082681-0.0067593i,-0.0027285-0.0056385i,-0.013756+0.0014435i,-0.012939+0.0043402i,-0.0016964+0.00052609i,0.0060715-0.0081804i,0.00012026-0.011095i,-0.012696-0.0015749i,-0.017464+0.012745i,-0.012038+0.020626i
0.2192-0.1661i,0.32279-0.20705i,0.31283-0.26471i,0.23617-0.34577i,0.13843-0.34575i,0.020026-0.25756i,-0.059099-0.15333i,-0.076179-0.094395i,-0.06417-0.073285i,-0.031297-0.045695i,0.0012733-0.024446i,0.0032672-0.014845i,-0.0052039-0.0024038i,-0.0057454-9.3561e-05i,-0.0076683-0.0069105i,-0.01065-0.0094275i,-0.013971-0.003464i,-0.021272+0.0043706i,-0.025677+0.0052416i,-0.020382-0.0039222i,-0.014151-0.020538i,-0.017259-0.031865i,-0.023406-0.028052i
0.11678+0.21888i,0.05652+0.29889i,-0.10908+0.26065i,-0.24941+0.20815i,-0.21495+0.17829i,-0.053759+0.1275i,0.056845+0.075859i,0.079599+0.065168i,0.069295+0.062463i,0.036833+0.040943i,0.012449+0.028801i,0.011289+0.016216i,0.0069628-0.00024678i,0.0057957-0.0020429i,0.016332+0.0021187i,0.025337+0.0025833i,0.026774+0.00053769i,0.020095-0.0031726i,0.0085632-0.002101i,0.0051608+0.0059183i,0.015277+0.0081769i,0.027157-0.0032103i,0.025005-0.017005i
-0.23018+0.08983i,-0.289+0.0698i,-0.15189+0.05851i,0.056781+0.068451i,0.10171+0.055315i,0.0016603+0.023774i,-0.081479-0.0011685i,-0.099551-0.014697i,-0.078756-0.011818i,-0.046658-0.00088322i,-0.031238+0.0049498i,-0.018779+0.011986i,0.0039421+0.010679i,0.01219+0.003226i,0.00529+0.0058958i,-0.0015831+0.012304i,-0.0051043+0.015778i,-0.00067515+0.02093i,0.0044998+0.024077i,-0.0001416+0.022073i,-0.0060143+0.024446i,-0.0025406+0.034491i,0.010061+0.03739i
-0.051902-0.23091i,-0.01525-0.33376i,0.00042571-0.33482i,-0.016303-0.29541i,0.0015196-0.25695i,0.033566-0.18195i,0.058496-0.089022i,0.084519-0.048098i,0.074558-0.050799i,0.035952-0.03991i,0.010975-0.019049i,-0.0067591-0.011587i,-0.025142-0.0033867i,-0.029959+0.0035596i,-0.027777+0.0014361i,-0.023541-0.0036272i,-0.0149-0.010071i,-0.0078009-0.010603i,0.0020374-0.005259i,0.0086738-0.0043725i,-0.0041554-0.0073683i,-0.026436-0.0052294i,-0.036182+0.0053068i
0.22823+0.00067305i,0.28153+0.10177i,0.18467+0.198i,0.013048+0.2384i,-0.082323+0.23902i,-0.0455+0.18322i,0.004018+0.10075i,-0.0029615+0.075497i,-0.00632+0.08449i,0.0096733+0.057856i,0.019474+0.0092203i,0.018101-0.023683i,0.0072894-0.0295i,0.0048545-0.01411i,0.016648-0.004428i,0.022927-0.0075378i,0.022546-0.0075145i,0.02241-0.009439i,0.020494-0.01493i,0.01824-0.014312i,0.017915-0.015038i,0.017732-0.023862i,0.010318-0.032821i
-0.0034304+0.21851i,-0.04624+0.26841i,0.0024804+0.20936i,0.13474+0.098681i,0.17222-0.0013837i,0.060899-0.046092i,-0.042291-0.046893i,-0.066199-0.056481i,-0.059781-0.05845i,-0.035415-0.028209i,-0.0006408+0.0043402i,0.027499+0.018155i,0.039483+0.011809i,0.027586-0.00029714i,0.0088706+2.4463e-05i,-0.0035787+0.007162i,-0.017733+0.010859i,-0.027895+0.0084088i,-0.028936+6.052e-06i,-0.023577-0.0041962i,-0.0089333+0.0020593i,0.011251+0.0088394i,0.026519+0.0082216i
-0.19063-0.046689i,-0.2424-0.17795i,-0.24245-0.25425i,-0.21784-0.21165i,-0.14312-0.11887i,-0.026678-0.03281i,0.053259+0.022423i,0.083251+0.041421i,0.082735+0.020679i,0.041201-0.0026404i,-0.0074132+0.0066462i,-0.025329+0.025515i,-0.017076+0.026731i,-0.0059163+0.014194i,-0.008949+0.0056701i,-0.013496+0.0019255i,-0.0096374-0.0073909i,-0.009159-0.011245i,-0.012437-0.0035856i,-0.012901+0.0043315i,-0.014058+0.01082i,-0.016738+0.019907i,-0.017226+0.027057i
0.064781-0.15958i,0.18051-0.16375i,0.20632-0.08539i,0.12026+0.015082i,0.030312+0.072075i,-0.038427+0.055093i,-0.093702+0.017463i,-0.11514+0.023003i,-0.084576+0.046657i,-0.030146+0.028164i,-0.0071511-0.017006i,-0.013665-0.036549i,-0.020595-0.023178i,-0.015462-0.00086196i,0.001335+0.0065456i,0.017378+0.0014315i,0.028794+0.0032697i,0.03081+0.0090477i,0.019972+0.011967i,0.0075285+0.0087825i,-0.0025215-0.0028247i,-0.013995-0.013768i,-0.023635-0.018385i
0.1198+0.085957i,0.12832+0.20306i,0.12332+0.22181i,0.14726+0.1146i,0.14503+0.011497i,0.10126-0.021219i,0.063813-0.023822i,0.041584-0.038761i,0.016351-0.045785i,0.0020964-0.01469i,0.020382+0.022453i,0.039227+0.023654i,0.029086-0.00093197i,0.0064382-0.018218i,-0.0071576-0.013693i,-0.011329-3.9052e-05i,-0.016315+0.0093518i,-0.015189+0.011409i,-0.0042486+0.0067968i,0.0043392+0.0015014i,0.010346-0.0040899i,0.018134-0.012577i,0.022031-0.017205i
-0.10091+0.10367i,-0.24147+0.083931i,-0.32817+0.016458i,-0.3294-0.031279i,-0.27412-0.025936i,-0.17384+0.013445i,-0.063809+0.043637i,0.0057305+0.039649i,0.017081+0.019148i,-0.0093061+0.0063354i,-0.037684+0.014072i,-0.038376+0.026832i,-0.016396+0.024619i,0.0034109+0.012003i,0.0056686+0.0022426i,-0.0015934-0.0039887i,-0.0045327-0.013289i,-0.0023922-0.018814i,0.0038235-0.013471i,0.0078726-0.0036966i,0.0087112+0.0097942i,0.012882+0.025146i,0.017533+0.030799i
-0.050585-0.09256i,0.009788-0.19028i,0.10779-0.18885i,0.16024-0.10331i,0.13253-0.074738i,0.040125-0.1151i,-0.058573-0.1282i,-0.096512-0.085065i,-0.064497-0.034012i,-0.010738-0.023165i,0.0084304-0.047384i,-0.0071799-0.053079i,-0.018724-0.023879i,-0.013445+0.0050584i,-0.00015925+0.0088208i,0.01221+0.0004706i,0.021069-0.0018276i,0.021831-0.0029787i,0.011359-0.0079832i,-0.00073199-0.010609i,-0.012405-0.0079968i,-0.025581-0.0024462i,-0.030819+0.0036665i
0.095347-0.03449i,0.19188+0.022133i,0.21285+0.074183i,0.15477+0.091715i,0.13263+0.12414i,0.16119+0.12813i,0.16224+0.075051i,0.12726+0.030433i,0.082318+0.017946i,0.049618+0.025942i,0.046799+0.034389i,0.050322+0.020715i,0.034697-0.0046227i,0.012742-0.018665i,-0.00064205-0.015795i,-0.0086086-0.0031765i,-0.017633+0.01026i,-0.022831+0.014386i,-0.019085+0.0095428i,-0.010589+0.0016118i,-0.0020414-0.010243i,0.0027459-0.025364i,0.00081064-0.032739i
0.015569+0.086429i,-0.080866+0.1548i,-0.18045+0.1573i,-0.2257+0.074191i,-0.27173+0.002279i,-0.26904+0.031135i,-0.17263+0.073813i,-0.088819+0.054929i,-0.059748+0.022109i,-0.05216+0.0081791i,-0.051038+0.012058i,-0.039682+0.019761i,-0.016239+0.016513i,-0.00032454+0.007924i,0.0031645+0.0024378i,-4.1791e-06-0.0030288i,-0.0048158-0.0092448i,-0.006686-0.0084393i,-0.0056526-0.0008711i,-0.0006487+0.0054109i,0.0089618+0.011171i,0.02134+0.01785i,0.030157+0.016804i
-0.069364-0.0089575i,-0.10892-0.10883i,-0.075855-0.15758i,0.059842-0.10709i,0.17938-0.11632i,0.13879-0.18754i,0.017749-0.1635i,-0.020142-0.084213i,0.0031239-0.053007i,0.015619-0.051771i,0.012549-0.052515i,0.0020465-0.044798i,-0.0067274-0.025225i,-0.0082299-0.0055486i,-0.00058875+0.0052834i,0.010376+0.0049872i,0.018005+0.00043585i,0.020561-0.0015428i,0.015154-0.00073671i,0.0048041+0.0014518i,-0.0065748+0.0030651i,-0.018725+0.0079172i,-0.023788+0.016732i
0.014678-0.041508i,0.12874-0.074797i,0.17794-0.096798i,0.084524-0.049326i,0.040283+0.081775i,0.12473+0.16167i,0.17503+0.11829i,0.13775+0.066655i,0.08901+0.052811i,0.056504+0.044281i,0.047197+0.037783i,0.05011+0.024663i,0.041311+0.0067136i,0.022544-0.0045845i,0.0026733-0.0048177i,-0.0086246+0.0026823i,-0.011855+0.0093882i,-0.010956+0.010852i,-0.0061727+0.0068742i,-0.0026291+0.0015079i,-0.0033305-0.006095i,-0.0068961-0.017567i,-0.012417-0.023338i
0.025138+0.031218i,0.024852+0.16158i,0.027161+0.23168i,-0.0072695+0.11533i,-0.13588-0.013721i,-0.24144+0.00011405i,-0.20615+0.043129i,-0.13922+0.020165i,-0.1102+0.00027171i,-0.077589+0.011363i,-0.049638+0.024506i,-0.035686+0.033501i,-0.024422+0.034952i,-0.013309+0.027084i,-0.0013628+0.012915i,0.006015-0.00013756i,0.0070408-0.0089945i,0.0054259-0.014207i,0.0031199-0.01302i,0.0041853-0.006297i,0.010608+0.00030085i,0.020843+0.0029369i,0.029979-0.0015664i
-0.0092872-0.0006337i,-0.12697-0.041205i,-0.21063-0.034444i,-0.10457+0.03317i,0.069596-0.009223i,0.084463-0.1305i,0.00038027-0.1355i,-0.0097293-0.068441i,0.021899-0.042608i,0.017823-0.040226i,-0.0044474-0.033756i,-0.020374-0.027669i,-0.025658-0.020213i,-0.019165-0.0097252i,-0.0065095+0.0008814i,0.0044303+0.0063737i,0.010168+0.006914i,0.01193+0.0059989i,0.010096+0.0036649i,0.0053713+0.0016184i,-0.0005377+0.0033048i,-0.0066232+0.010059i,-0.0084808+0.021055i
0.016403-0.01192i,0.087967-0.12765i,0.096332-0.25659i,-0.024437-0.2272i,-0.073119-0.041052i,0.039518+0.076178i,0.1074+0.050738i,0.07587+0.03494i,0.049249+0.050377i,0.037544+0.034518i,0.027232+0.0081596i,0.027971-0.006587i,0.02973-0.013667i,0.02196-0.014587i,0.0052572-0.01171i,-0.010438-0.0067266i,-0.018772-0.0007681i,-0.020385+0.0035391i,-0.016416+0.0038768i,-0.011584+0.0012901i,-0.010481-0.00049359i,-0.0134-0.0042604i,-0.01772-0.008849i
-0.02098+0.025931i,0.0527+0.15226i,0.18311+0.2517i,0.24193+0.16235i,0.12036+0.024536i,-0.045969+0.0248i,-0.088382+0.056789i,-0.079336+0.021735i,-0.079175-0.0037035i,-0.048898+0.0083849i,-0.014048+0.018336i,-0.0037071+0.023259i,-0.0026987+0.025118i,-0.00042646+0.018775i,0.0066664+0.0082247i,0.012141-0.0012456i,0.012201-0.0080368i,0.010533-0.010248i,0.0055196-0.0080298i,0.001871-0.0061207i,0.0050208-0.0071364i,0.012173-0.0080411i,0.019175-0.011519i
-0.022717-0.031001i,-0.16062-0.009102i,-0.30029+0.087952i,-0.24161+0.19866i,-0.062305+0.16077i,0.0025011+0.010214i,-0.015923-0.045427i,0.01558-0.020552i,0.047031-0.020321i,0.026417-0.020094i,-3.0974e-05-0.0057024i,-0.011589-0.0026084i,-0.014193-0.0073915i,-0.0094693-0.0068742i,-0.0035072+0.0025558i,-1.3636e-05+0.012536i,0.0044573+0.015895i,0.0087137+0.014561i,0.0083962+0.010551i,0.0052224+0.0063715i,0.0033683+0.004821i,0.0015198+0.0086276i,0.00022465+0.017118i
0.058637-0.007763i,0.10965-0.15244i,0.082239-0.36106i,-0.055862-0.41167i,-0.11674-0.25553i,-0.014932-0.10087i,0.063709-0.055411i,0.043584-0.0268i,0.017614+0.01127i,0.010002+0.011953i,0.0037105-0.0075897i,0.0053821-0.017739i,0.0091921-0.015959i,0.0066682-0.0096445i,-0.001589-0.0062715i,-0.0096259-0.0065225i,-0.014544-0.0068854i,-0.017707-0.0047754i,-0.014547-0.00014076i,-0.0088585+0.0042786i,-0.0080611+0.0061775i,-0.010291+0.0037623i,-0.014256-0.00244i
-0.020041+0.064801i,0.087877+0.17407i,0.29136+0.24796i,0.40241+0.16775i,0.29514+0.053129i,0.11401+0.060046i,0.020181+0.084449i,-0.023181+0.038305i,-0.048717-0.00024066i,-0.029703-0.0013298i,0.0033506+0.0005356i,0.013859+0.0022496i,0.006805+0.0069191i,0.001006+0.0095388i,0.006216+0.0076438i,0.015442+0.00133i,0.01902-0.0058251i,0.0166-0.011121i,0.010764-0.011314i,0.0060196-0.0087996i,0.0041977-0.0099262i,0.0047367-0.012456i,0.009116-0.013432i
-0.065399-0.064724i,-0.21923-0.026966i,-0.39188+0.11442i,-0.39148+0.26539i,-0.24433+0.26053i,-0.14439+0.12474i,-0.099238+0.040711i,-0.029486+0.024432i,0.020405+0.0042906i,0.01508-0.0020593i,0.002996+0.012711i,0.0037061+0.017871i,0.0059419+0.0099335i,0.0069364+0.0044487i,0.0032648+0.0052723i,-0.0020838+0.0081682i,-0.0027039+0.012323i,0.00026029+0.013442i,0.0038017+0.008696i,0.0051714+0.0028908i,0.0045122+0.0015287i,0.0036251+0.0046463i,0.0022945+0.011167i
0.096124-0.046185i,0.12933-0.19432i,0.074937-0.40403i,-0.053356-0.47671i,-0.11149-0.35386i,-0.048591-0.20426i,-0.00044436-0.11861i,-0.0076507-0.049825i,-0.010417+0.00052666i,-0.010961+0.010687i,-0.019373+0.0073667i,-0.01902+0.0085172i,-0.0094228+0.011331i,-0.0031375+0.0099266i,-0.0033337+0.0028865i,-0.0066148-0.0031424i,-0.010076-0.00465i,-0.013207-0.0032442i,-0.013274+0.00082974i,-0.0085167+0.0049884i,-0.005384+0.005179i,-0.005897+0.0039653i,-0.0083278+0.00084457i
0.0022056+0.11999i,0.11522+0.23378i,0.32281+0.31149i,0.45969+0.25568i,0.38989+0.13586i,0.2126+0.092115i,0.085835+0.082285i,0.021377+0.038993i,-0.012499+0.003573i,-0.014326-0.0042205i,-0.0039118-0.0075921i,-0.003471-0.0095718i,-0.0096329-0.0089115i,-0.010072-0.0049621i,-0.0016271+0.0008934i,0.0085478+0.0044347i,0.015993+0.0029028i,0.019193-0.0045414i,0.013138-0.0099517i,0.002757-0.008208i,-0.00090332-0.0065353i,0.0006202-0.0068984i,0.0049339-0.0062922i
-0.11395-0.027189i,-0.25671+0.0082747i,-0.40308+0.12773i,-0.41906+0.24087i,-0.30777+0.22623i,-0.20114+0.11787i,-0.12357+0.040315i,-0.040713+0.013968i,0.012583-0.0024835i,0.020455-0.0092442i,0.017638-0.0060722i,0.018027-0.0078218i,0.015468-0.01511i,0.0071931-0.01768i,-0.0026184-0.011056i,-0.0082123-0.001354i,-0.0090946+0.007636i,-0.005343+0.014762i,0.00083261+0.014919i,0.0037109+0.0099298i,0.00399+0.0055978i,0.0043381+0.0038946i,0.0029841+0.0055044i
0.085993-0.10208i,0.13338-0.25629i,0.11189-0.44761i,0.020226-0.5181i,-0.04244-0.40784i,-0.026013-0.2518i,-0.0061778-0.14821i,-0.016138-0.073159i,-0.01638-0.017672i,-0.0054537+0.003776i,-0.0026338+0.0087831i,-0.0015352+0.013219i,0.0029924+0.0143i,0.0041742+0.011051i,0.0028937+0.0044147i,0.0021098-0.0048078i,-0.0032005-0.012728i,-0.012052-0.013953i,-0.014289-0.0081917i,-0.00837-0.0011291i,-0.0033968+0.0018261i,-0.0023837+0.0014656i,-0.0044789-0.00091545i
0.063708+0.1112i,0.16444+0.22064i,0.30489+0.29798i,0.37784+0.27508i,0.31554+0.18502i,0.19402+0.11548i,0.10249+0.069791i,0.042711+0.026486i,0.0051659+0.00254i,-0.0082785-0.002455i,-0.012852-0.0042095i,-0.016558-0.0024932i,-0.017202+0.0029291i,-0.012149+0.0073042i,-0.0042292+0.0080214i,0.002391+0.0058519i,0.0091458+0.0026966i,0.014145-0.0031547i,0.012798-0.0089024i,0.0065815-0.0093134i,0.0016259-0.0062513i,0.00015395-0.0047128i,0.0010737-0.003997i
-0.12772+0.012583i,-0.2785+0.048952i,-0.428+0.12432i,-0.44757+0.19196i,-0.32063+0.18045i,-0.18119+0.10575i,-0.088441+0.049361i,-0.02078+0.025407i,0.01345+0.0070133i,0.013546-0.0068785i,0.0088521-0.014096i,0.0093229-0.016977i,0.0092818-0.0151i,0.0055747-0.010265i,-0.00072026-0.0060465i,-0.0067572-0.00096912i,-0.0097884+0.0076019i,-0.0065187+0.017195i,0.00084261+0.019084i,0.0045269+0.009833i,0.0031559+0.0019267i,0.00083646+0.00072078i,-3.2295e-05+0.0028794i
0.039975-0.11709i,0.088949-0.25547i,0.12049-0.39612i,0.10326-0.42533i,0.062696-0.319i,0.034621-0.18302i,0.011674-0.089172i,-0.0072532-0.031351i,-0.0097523-0.001167i,0.0015043+0.010059i,0.012286+0.015393i,0.015657+0.015086i,0.013355+0.0099982i,0.0091385+0.0057022i,0.006742+0.0023379i,0.0066268-0.0030491i,0.003944-0.0097307i,-0.0029231-0.014449i,-0.0090451-0.011374i,-0.0091861-0.003548i,-0.0057941+0.0012231i,-0.0028246+0.0025988i,-0.0021064+0.0015916i
0.09576+0.082106i,0.19776+0.19211i,0.30176+0.29054i,0.3242+0.28561i,0.24051+0.18935i,0.13005+0.10014i,0.065154+0.051077i,0.032435+0.019219i,0.0087765+0.003426i,-0.0052985+0.0072675i,-0.010876+0.015054i,-0.010513+0.015611i,-0.0079614+0.0098057i,-0.0061552+0.0031006i,-0.0037463+0.0014259i,0.0014233+0.0037577i,0.0079925+0.00366i,0.012974-0.00053992i,0.013336-0.0044356i,0.0086368-0.0032823i,0.004562-0.00053425i,0.0030606-0.0012849i,0.0025415-0.0039842i
-0.095229+0.049331i,-0.23049+0.07468i,-0.36108+0.081321i,-0.37929+0.066328i,-0.27873+0.043393i,-0.15768+0.027676i,-0.075477+0.022387i,-0.025539+0.016363i,-0.0012892+0.0058333i,-0.00043989-0.005923i,-0.0066107-0.015911i,-0.0094898-0.017174i,-0.0085328-0.0097112i,-0.005486-0.0030996i,-0.0034903-0.0016447i,-0.0038187-0.0010078i,-0.0059408+0.0010712i,-0.0066899+0.0050153i,-0.0044383+0.0080712i,-0.0010116+0.00694i,0.001072+0.0040851i,0.0021453+0.0027135i,0.0024715+0.0034244i
0.0021563-0.10148i,0.039238-0.23682i,0.092425-0.35737i,0.10542-0.35698i,0.065344-0.23778i,0.016429-0.11164i,-0.01736-0.042906i,-0.030323-0.0098242i,-0.020218+0.0046669i,0.00026307+0.0031763i,0.012866-0.001715i,0.010365-0.0028087i,-0.00033111-0.00072586i,-0.0063477+0.0034605i,-0.0041792+0.0044856i,0.00023991+9.0108e-05i,0.001117-0.0050744i,-0.0029539-0.0074215i,-0.0069824-0.0055981i,-0.0056946-0.0014444i,-0.0017892-0.00023587i,-0.00121-0.0010474i,-0.0034896+0.0010413i
0.082402+0.037257i,0.16438+0.12883i,0.21383+0.24332i,0.18517+0.27663i,0.10648+0.19624i,0.043961+0.090697i,0.017814+0.027366i,0.0088042+0.004102i,0.0050553+0.0022207i,0.0012315+0.0086228i,-0.0023704+0.015145i,-0.00040908+0.013987i,0.0024872+0.0043129i,0.00020982-0.0037225i,-0.0033955-0.0035217i,-0.0033065+0.0015481i,2.9299e-05+0.0067598i,0.0043967+0.0093197i,0.0079861+0.0062807i,0.0070938+0.00056022i,0.0033747-0.0023015i,0.0013804-0.0026918i,0.00089088-0.0035415i
-0.056544+0.059429i,-0.17073+0.091449i,-0.29122+0.089904i,-0.29768+0.0553i,-0.1873+0.018324i,-0.08084+0.0015297i,-0.029982+0.0045138i,-0.0058605+0.0089451i,0.0024043+0.0062679i,-0.0052166-0.00083996i,-0.014125-0.0061725i,-0.011024-0.0050446i,0.00046904-0.00053684i,0.0074505+0.00068542i,0.0058426-0.0015667i,0.0011207-0.0017507i,-0.0010387-0.00045534i,-0.0013963+0.00040561i,-0.0014463+0.0018636i,-0.0016237+0.00093577i,-0.0027136+0.00021609i,-0.0013555+0.0024457i,0.0025294+0.0045727i
-0.017649-0.064833i,0.01534-0.16989i,0.09141-0.25803i,0.14885-0.23948i,0.13018-0.14231i,0.066976-0.060817i,0.016904-0.02365i,-0.0037371-0.0088832i,-0.0055492-0.0055092i,0.0021131-0.0074535i,0.010361-0.0078053i,0.010373-0.0064631i,0.0029048-0.0024692i,-0.001714+0.0029134i,0.0013231+0.0040732i,0.0058614+0.0017696i,0.0077011-0.00043884i,0.0063686-0.0020774i,0.004119-0.0023748i,0.0022605-0.0019831i,0.00063017-0.0018173i,-0.00083824-0.0017855i,-0.0023669-0.00032797i
0.066734+0.012139i,0.1474+0.075107i,0.19068+0.16198i,0.14516+0.18356i,0.064331+0.11644i,0.020024+0.03869i,0.014684-0.0028861i,0.015812-0.014828i,0.011878-0.010389i,0.0086307+0.0020469i,0.0085945+0.011083i,0.0074887+0.0091129i,0.0021309+0.00051892i,-0.0038711-0.004238i,-0.0050276-0.00060478i,-0.0037709+0.0041596i,-0.0038309+0.0050764i,-0.0044624+0.0043032i,-0.0038258+0.0028022i,-0.0014982+0.0028673i,-0.00062703+0.0027285i,-0.00071593+6.6777e-05i,-0.00096662-0.0043034i
-0.03312+0.040006i,-0.11557+0.065932i,-0.21296+0.041237i,-0.22227-0.02171i,-0.13631-0.047079i,-0.052328-0.026653i,-0.014933-0.00012103i,-0.0053621+0.011148i,-0.007037+0.010136i,-0.010846+0.0065172i,-0.013004+0.0034345i,-0.010813+0.0017629i,-0.0036728+0.0018342i,0.002149+0.00059384i,0.0032078-0.0017467i,0.0009478-0.0038715i,-0.0020969-0.0067228i,-0.0041209-0.0086965i,-0.0044324-0.0075951i,-0.0033618-0.0041379i,-0.0029951-0.0015046i,-0.0029881+0.00017192i,-0.0011541+0.0019637i
-0.018954-0.039667i,-0.013357-0.11587i,0.031714-0.1864i,0.070642-0.1643i,0.054424-0.073497i,0.013765-0.0084121i,-0.015348+0.011063i,-0.025715+0.011626i,-0.019591+0.0046414i,-0.0086942-0.0042579i,-0.0022132-0.0074643i,4.5418e-05-0.0058708i,-0.00071085-0.0010126i,-0.0010928+0.0026096i,0.00070865+0.0021267i,0.0031146+0.0014635i,0.0054582+0.0026142i,0.0064575+0.0050251i,0.0067322+0.0060613i,0.0072743+0.0044017i,0.0069165+0.0014294i,0.0049356+0.00043652i,0.0015226+0.0020101i
0.03762-0.0015856i,0.086298+0.045019i,0.10675+0.12819i,0.059516+0.16596i,-0.0037552+0.11735i,-0.022347+0.050521i,-0.010405+0.014294i,0.0035199+0.0022293i,0.012694+0.0011437i,0.012973+0.0029044i,0.0091816+0.0067082i,0.0074017+0.010009i,0.0059867+0.0076696i,0.0027442+0.0055245i,-0.0006501+0.0070828i,-0.0038051+0.0081939i,-0.0060272+0.0075208i,-0.0066473+0.0051798i,-0.0063063+0.0032502i,-0.004493+0.0032453i,-0.0020497+0.0028245i,-0.00020609+0.001432i,0.0013077-0.00027941i
-0.017246+0.028674i,-0.073341+0.057573i,-0.13604+0.058114i,-0.12832+0.019867i,-0.061595-0.0077437i,-0.014745-0.0032493i,-0.003347+0.01063i,0.00023232+0.017294i,0.0017992+0.016729i,-0.0021045+0.0143i,-0.0070268+0.011881i,-0.0089912+0.0082931i,-0.0082967+0.0039639i,-0.0062924+0.0014786i,-0.0041631+0.00013852i,-0.0024066-0.0016059i,-0.00018354-0.0042862i,0.0024376-0.0082728i,0.0030646-0.010923i,0.00012399-0.01078i,-0.0025074-0.0087134i,-0.0019984-0.0058801i,0.00076713-0.0032784i
-0.010516-0.024684i,-0.0025557-0.077627i,0.044877-0.12213i,0.094775-0.098404i,0.081858-0.039757i,0.031177-0.010896i,-0.0057738-0.0087598i,-0.018103-0.010447i,-0.015797-0.010391i,-0.01044-0.0092981i,-0.0058222-0.0090461i,-0.0017027-0.011008i,6.5518e-05-0.012277i,-0.00012721-0.010695i,0.00072735-0.0067342i,0.003249-0.0024874i,0.0046686+0.00025319i,0.0047275+0.0031382i,0.0050257+0.0051743i,0.0050994+0.0035681i,0.0045844+0.0012436i,0.0028737-0.00027449i,0.00015948-0.0010988i
0.024287-0.0024534i,0.065187+0.013262i,0.084874+0.05158i,0.050418+0.063181i,0.0071308+0.02594i,-0.0059177-0.011219i,-0.0016557-0.028007i,0.0033312-0.029921i,0.0049816-0.021099i,0.0060485-0.01117i,0.0083478-0.0059038i,0.010831-0.001245i,0.011572+0.0028965i,0.010329+0.0039735i,0.007522+0.0033467i,0.0032392+0.0024556i,-0.0012373+0.0016501i,-0.0053659+0.0012932i,-0.0078462+0.0018375i,-0.0070899+0.0024457i,-0.0062137+0.0030782i,-0.0058604+0.0033794i,-0.0046846+0.003039i
-0.011373+0.016271i,-0.045594+0.028648i,-0.095875+0.013793i,-0.10289-0.023714i,-0.055142-0.035903i,-0.015534-0.020595i,-0.0022712-0.005976i,0.0001721+0.0029656i,-0.0011958+0.0080025i,-0.00038552+0.0085439i,-0.00096035+0.0071555i,-0.0071025+0.00806i,-0.011854+0.010021i,-0.011085+0.009319i,-0.0076075+0.0046729i,-0.0039459-0.0009326i,-0.00025416-0.0036696i,0.0028585-0.0051658i,0.003625-0.0060092i,0.0024046-0.0044397i,0.0011854-0.0029361i,0.0010926-0.0018052i,0.001155-0.00011321i
-0.0098074-0.011774i,-0.011392-0.041404i,0.001721-0.069863i,0.015666-0.054894i,0.0078522-0.017037i,-0.006228-0.00056683i,-0.01169+0.0020453i,-0.012956+0.0039929i,-0.012431+0.003183i,-0.010595+0.0017949i,-0.0086887-0.00084639i,-0.0063715-0.0062394i,-0.003962-0.011818i,-0.0036868-0.013818i,-0.0030898-0.0093216i,-0.00077189-0.0031126i,0.00022737+0.0011857i,0.0006484+0.004243i,0.002992+0.00538i,0.0058589+0.0050503i,0.0069829+0.0042118i,0.0066161+0.0032137i,0.00426+0.002i
