-0.00075411+0.0010241i,-0.0010309+0.00025602i,-0.0022785-0.00041652i,-0.0020917-0.0002776i,-0.0020212+0.00098911i,-0.0022488+0.0019995i,-0.0012561+0.0024432i,0.00075798+0.0016118i,0.0018365+0.00035289i,0.0011001-0.00022022i,-7.0064e-05-0.00051711i,-0.0002951-0.0012422i,-0.00022195-0.00078755i,-0.00027794+0.00066637i,-0.00021901+0.0014319i,-0.00031161+0.001117i,-0.0001086+0.00049594i,-6.1171e-06+0.00041178i,-9.1047e-05+0.0010865i,-0.00044937+0.00096539i,-0.00018256+0.00021661i,-0.00023096-0.00067568i,-0.00057957-0.00039193i
0.00060396+0.0030529i,0.001802+0.0049024i,0.0059323+0.0088202i,0.010367+0.011774i,0.012954+0.012718i,0.01305+0.0094287i,0.0096939+0.0029511i,0.0065155-0.00098724i,0.0058852-0.0012266i,0.0056244-0.00081593i,0.0040639-0.00046933i,0.0022723-3.0137e-05i,0.0015576+0.00047735i,0.0017902+2.5878e-05i,0.00086568-0.0014839i,-0.0013214-0.0026392i,-0.0027214-0.00049722i,-0.0024262+0.0029696i,-0.001464+0.0040772i,-0.00079598+0.0030463i,0.00034869+0.0018737i,0.00033558+0.0009709i,-0.00019031-0.00038717i
-0.0022407+0.0038684i,-0.0052236+0.0047545i,-0.009202+0.0059512i,-0.012108+0.007523i,-0.013741+0.010024i,-0.011796+0.0099169i,-0.0049101+0.0074501i,0.002239+0.0060096i,0.0048365+0.0054228i,0.0049089+0.0039394i,0.0049256+0.0013812i,0.0035574-0.0016184i,0.00032273-0.0029262i,-0.001232-0.0015094i,0.0001525-0.00027421i,0.0011457-0.00048193i,-0.00062625-0.0014668i,-0.0029333-0.0015336i,-0.0035494-0.00061156i,-0.0035159+0.0002549i,-0.0027676+0.00072481i,-0.0014271+7.9256e-05i,-6.4534e-05-0.00072542i
0.0004004-0.00091687i,-0.0016579-0.0039554i,-0.0027047-0.0081072i,-0.0070856-0.013136i,-0.012362-0.016298i,-0.013338-0.013609i,-0.0090289-0.0028934i,-0.0024677+0.0060198i,0.00098818+0.0056437i,0.001184+0.0018466i,0.0019396-0.00011857i,0.0022334-0.0021933i,0.00088198-0.0044038i,-0.00058049-0.0045032i,-0.00067986-0.00195i,0.0010542+2.7238e-05i,0.0017099-0.00097052i,0.00050865-0.0019485i,-0.00032315-0.0016413i,-0.00054334-0.00089909i,-0.0012839-0.00022319i,-0.001602+0.00081618i,-0.00101+0.0016498i
-0.0011553+0.0010393i,0.0020243+0.00040264i,0.0065701-0.0016661i,0.013383-0.0065301i,0.017277-0.01083i,0.012457-0.010877i,0.0019647-0.0071271i,-0.0040543-0.0024158i,-0.0037072-0.0016413i,-0.0016328-0.004142i,-0.0004078-0.0043677i,0.00062189-0.0023446i,0.0021115-0.0011925i,0.0018174-0.0011392i,-0.0004168-0.00033626i,-0.0010472+0.0006077i,0.0010558+0.00017497i,0.0034695-0.0011889i,0.0041252-0.0024527i,0.003144-0.0032293i,0.0017227-0.0024795i,0.00050454-0.0015938i,-0.00030585-0.0012519i
-0.0023293+0.0059025i,-0.0025792+0.0092637i,0.0005213+0.015214i,0.0062626+0.020855i,0.010129+0.020988i,0.0084054+0.015042i,0.0030642+0.0058149i,-0.00096991-0.00057136i,-0.00097445-0.00172i,0.00087691-0.0018045i,0.0012408-0.0031835i,0.00072607-0.0025806i,0.00056232-0.00034568i,0.0010382+0.0012178i,0.0012008+0.0019635i,0.0011765+0.0015776i,0.00034425+0.0013051i,-0.0002579+0.0013503i,-0.00054958+0.00085774i,-2.309e-05+0.001449i,0.0010189+0.0012236i,0.00057667-0.00053003i,0.00011463-0.0020299i
-0.0013386+0.0018149i,-0.0040816+0.0011352i,-0.012403+0.003517i,-0.020032+0.0063803i,-0.022836+0.008957i,-0.017363+0.008778i,-0.0055973+0.0054675i,0.002926+0.002228i,0.0050533+0.0014811i,0.0046845+0.0025763i,0.0036725+0.0013946i,0.0014684-0.0012664i,-3.7144e-06-0.0015585i,1.0746e-05+4.5799e-05i,0.0011575-0.00044712i,0.0020582-0.0021121i,0.00070243-0.0020557i,-0.00067386+0.00027887i,-0.0010575+0.0027015i,-0.0012155+0.0029639i,-0.0016964+0.0024435i,-0.0011144+0.0013248i,0.00035514+0.00086564i
0.0013612+0.00026523i,0.00085733-0.0030237i,-0.00093891-0.010129i,-0.0031652-0.018739i,-0.0071412-0.023602i,-0.0090048-0.018759i,-0.0048639-0.0077255i,0.001743+0.0017634i,0.0041742+0.0046405i,0.0028652+0.0036591i,0.0022735+0.0025679i,0.0020941-3.0218e-06i,0.00034879-0.0025036i,-0.00097315-0.0026041i,-0.0012804-0.0010987i,-0.0012583-0.0009909i,-0.0007939-0.0023708i,-0.0012345-0.0035481i,-0.0030622-0.003318i,-0.0030981-0.0023226i,-0.0021052-0.0016388i,-0.0016567-0.00085743i,-0.00071639-0.00028853i
0.0026043+0.0010219i,0.0046199-0.00036224i,0.010878-0.0022858i,0.019183-0.0049835i,0.022896-0.0082614i,0.017392-0.0069763i,0.0065423+0.00019279i,-0.00042579+0.0059158i,0.00046808+0.0044765i,0.0018608+0.00034557i,0.0012055-0.001448i,0.0010905-0.0015546i,0.00080088-0.0021706i,0.0019536-0.0032245i,0.0022262-0.0019241i,-0.00039092+0.00044813i,-0.00074383+0.0013549i,0.00035464+0.0001504i,0.00020362-0.0019146i,6.1401e-05-0.002236i,-0.00053616-0.0013347i,-0.0014675-0.00028756i,-0.0012698-0.0004074i
-0.00094658+0.0042478i,-0.00038617+0.0071893i,0.0010876+0.015548i,0.0026308+0.02469i,0.0049085+0.027073i,0.0045776+0.02012i,-0.0013936+0.0092552i,-0.0055781+0.002955i,-0.0028226-0.0010615i,0.002531-0.0046544i,0.0028958-0.0057991i,0.00080919-0.0040937i,0.0009569-0.0020061i,0.0020422-0.0013247i,0.0022932-0.00097657i,0.001286-4.8306e-05i,0.0010306-0.00012657i,0.0028908+0.00029365i,0.0037912+0.00099567i,0.0033378+0.0007601i,0.0026254+0.0013408i,0.0020232+0.00089744i,0.001693-0.00051215i
0.0043685-0.00058592i,0.00045957-0.00029702i,-0.0088246-0.00098503i,-0.020135-0.0013094i,-0.026536+0.00041512i,-0.024073+0.0025274i,-0.014806+0.00052214i,-0.0050287-0.00509i,0.00046847-0.0065396i,0.0017281-0.0038972i,0.0015381-0.0035471i,0.00097707-0.0044506i,-0.0012017-0.0034369i,-0.0034023-0.0020076i,-0.0026193-7.1766e-05i,-0.0013337+0.00064119i,-0.0018668+0.0010006i,-0.0034845+0.0025877i,-0.004104+0.0034164i,-0.0027392+0.0034708i,-0.00080701+0.0028984i,0.00089372+0.001258i,0.0011317+8.3585e-05i
0.0016598-0.0046383i,0.0024562-0.0085473i,0.0024565-0.016538i,0.0017327-0.024589i,-0.0023736-0.027673i,-0.004757-0.022524i,0.00057625-0.011298i,0.0061311-0.0032914i,0.0048559-0.00083033i,0.00017982+0.0012802i,-0.0013894+0.0026533i,-0.0015554+0.00078258i,-0.0027434-0.0021688i,-0.0022798-0.0028344i,9.6756e-05-0.0023323i,0.0024371-0.0017905i,0.0017451-0.0010518i,-0.00042196-0.00050596i,-0.0010902+0.00039817i,-0.0012259+0.00046594i,-0.0014928-4.157e-05i,-0.00056945+5.2919e-05i,0.00015862+0.00094217i
0.0013405-0.0023178i,0.0038345-0.001768i,0.010408-8.1937e-05i,0.018692+0.00026439i,0.022053-0.00082976i,0.01891-0.00085804i,0.012749+0.0028921i,0.0075598+0.0081655i,0.0042754+0.0084588i,0.0010208+0.0047703i,-0.00067602+0.0017678i,-0.0001019-0.00045519i,0.00047738-0.0025781i,0.00040063-0.0021137i,0.00094418-0.0007303i,0.00087679-0.0010263i,-0.00028513-0.0018592i,-0.0010934-0.0028997i,-0.001347-0.0038966i,-0.0012701-0.0035485i,-0.0013538-0.0028006i,-0.00077344-0.0013757i,-0.00035843-0.00065367i
0.0020155-0.00034863i,0.00025679+0.0029112i,-0.002584+0.0088772i,-0.0052232+0.017273i,-0.0042667+0.023436i,-0.0032191+0.023169i,-0.0058492+0.018619i,-0.0085308+0.01302i,-0.0051581+0.0068822i,0.0010712+0.0016256i,0.003252-0.0016684i,0.0024501-0.0031325i,0.0015702-0.0019667i,0.0012376+0.00088396i,0.00070253+0.0025063i,1.4282e-05+0.0021013i,-3.9827e-06+0.0018542i,0.0012356+0.0026414i,0.0024897+0.0017609i,0.0022209-0.00024781i,0.0011873-0.00091757i,-5.103e-05-0.0014072i,-0.0010601-0.0011024i
-0.0010467-0.0037181i,-0.0036383-0.0037746i,-0.012294-0.005182i,-0.02198-0.0071504i,-0.027276-0.0052181i,-0.025769-0.0011674i,-0.018836-0.0015408i,-0.011675-0.004201i,-0.005149-0.0049929i,0.0015791-0.0044162i,0.0040478-0.0035842i,0.0025598-0.0028348i,0.00050208-0.0021154i,-0.00039607-0.0014417i,-0.0012645-0.0011803i,-0.0015313-0.0013687i,-0.00086014-0.00058618i,0.00025299+0.0011256i,0.00095682+0.0023804i,0.0010608+0.0019346i,0.0012662+0.0015686i,0.00092892+0.00065559i,0.0008738-6.7142e-05i
-0.00025222-0.0014696i,0.00071021-0.0052321i,0.0045981-0.011816i,0.008326-0.017799i,0.0055874-0.020667i,-0.00019558-0.019616i,-0.00055983-0.015968i,0.0038334-0.012628i,0.0050437-0.0093224i,0.0026039-0.0055674i,0.00075284-0.0031949i,-0.0010827-0.0028157i,-0.0023322-0.0026263i,-0.0018756-0.0023012i,-0.00087695-0.0013836i,0.00049498+0.00026985i,0.00013909+0.00083163i,-0.00226+0.00097607i,-0.0034339+0.0014671i,-0.002166+0.0016415i,-0.00021406+0.0015665i,0.0014261+0.0011928i,0.0013595+0.00070282i
-0.0019308+0.0018842i,0.00066244+0.002136i,0.0064287+0.0050765i,0.013085+0.0077605i,0.018669+0.0058828i,0.020403+0.0014618i,0.017491+0.0020944i,0.014038+0.0064881i,0.0092558+0.0066735i,0.0017432+0.0026909i,-0.0023466+0.00028559i,-0.0015625-0.00040838i,-0.0002913-0.0020478i,0.0012117-0.0023372i,0.002776-0.0010791i,0.0036896-0.00058075i,0.0041101-0.0010744i,0.0028208-0.0023026i,0.00042467-0.0034222i,-0.0010402-0.0023796i,-0.0015484-0.00098754i,-0.00019115+3.3999e-05i,0.00086751+0.0010367i
0.002568+0.0028337i,0.0010509+0.006747i,-0.003644+0.011918i,-0.0094788+0.015986i,-0.010506+0.01685i,-0.0077406+0.016443i,-0.0044193+0.017096i,-0.0015644+0.017155i,0.00081689+0.012985i,0.0023526+0.0060502i,0.0029411+0.0014357i,0.0040194-0.0011556i,0.003262-0.0028524i,0.0011006-0.0022508i,9.2472e-05-0.00042578i,-0.0010562-0.00032569i,-0.0025042-0.0013723i,-0.0016965-0.001175i,-0.00072442-0.0020214i,-0.0010987-0.0027498i,-0.0021147-0.0013842i,-0.0025382-0.00038278i,-0.0014187-0.00056841i
8.5952e-05-0.0011121i,-0.00096833-0.0030463i,-0.0039874-0.007373i,-0.0075414-0.0095114i,-0.012305-0.0061664i,-0.016656+0.00037569i,-0.019125+0.0039773i,-0.017593+0.0027302i,-0.0095383+0.0015103i,0.00019126+0.0012378i,0.0047439+0.00043746i,0.004206+0.00032818i,0.0014404+0.0010451i,-0.0016201+0.0015037i,-0.0030192+0.0015278i,-0.0024387+0.0013021i,-0.0015044+0.0020698i,-0.0003294+0.0042826i,0.0010504+0.0048855i,0.002043+0.0036568i,0.0013134+0.0022674i,0.00011098+0.00073726i,-0.0004908-0.00092247i
0.00066893+0.0015602i,0.0020193-0.00051588i,0.0046265-0.0058405i,0.0076618-0.01191i,0.0061031-0.017659i,0.0015425-0.019486i,-0.0019588-0.016942i,-0.0026211-0.013791i,-0.00071652-0.011203i,0.0029059-0.0065298i,0.0051919-0.0025974i,0.0032775-0.0024295i,0.00055697-0.0024763i,-0.00055297-0.0020879i,-0.0014038-0.0023344i,-0.0015504-0.0019981i,-0.0013787-0.0015437i,-0.0017269-0.00051621i,-0.0013009+0.0013904i,0.00074451+0.0023522i,0.0021654+0.0024066i,0.0015993+0.0014073i,0.001386+0.00027409i
0.0012956+0.0018418i,0.0027225+0.0039799i,0.0045725+0.0099014i,0.0053637+0.01417i,0.0056482+0.0096126i,0.0066957-0.00097958i,0.0081542-0.0078071i,0.010592-0.0080026i,0.0097756-0.0066693i,0.0049866-0.0063952i,0.0017095-0.0068651i,0.00013544-0.0077777i,-0.0015704-0.0059802i,-0.00099022-0.0022119i,0.001332+0.00019333i,0.0022225+0.0013181i,0.0021321+0.0020486i,8.7453e-05+0.0006255i,-0.0019695-0.0011548i,-0.0022486+0.0011403i,-0.00048821+0.0038924i,0.0010175+0.0041403i,0.00042761+0.0029118i
-0.0012831-0.00099633i,-0.003571-0.00010648i,-0.0060372+0.0019996i,-0.005407+0.0043445i,-0.001033+0.010222i,0.0032275+0.017261i,0.0056937+0.020353i,0.0061131+0.018797i,0.0038035+0.012074i,-0.00017886+0.003363i,-0.002979-0.0014401i,-0.0026579-0.0016501i,-0.00076781-0.00097282i,0.0012113-0.00081806i,0.0024503-0.00081986i,0.0027872-0.00077381i,0.0032395-0.00088372i,0.0036528-0.0023474i,0.0028884-0.0030242i,0.00096182-0.0031254i,-0.0007614-0.0027561i,-0.00045751-0.0014331i,-4.1431e-05-4.5632e-05i
-0.0033026+0.00089567i,-0.0049113-0.0016214i,-0.0067986-0.0070007i,-0.0073741-0.012251i,-0.0097893-0.011882i,-0.011842-0.005984i,-0.010282+0.0039957i,-0.0086188+0.012821i,-0.0070383+0.014502i,-0.0027627+0.0092726i,0.00055183+0.0042372i,0.0019235+0.0031967i,0.0015916+0.0021136i,-0.00018505+0.00083365i,-0.001328+0.0013564i,-0.001791+0.0012827i,-0.002314+0.00059693i,-0.0027284+0.00051707i,-0.0011816-7.5959e-05i,0.00023673-0.0019664i,-0.00045433-0.0032936i,-0.0013438-0.0035495i,-0.001044-0.0037988i
-0.0048261+0.0024192i,-0.0028641+0.0025188i,0.0035824+0.0053639i,0.0064458+0.0088758i,-6.3161e-05+0.0057065i,-0.010287-0.0021287i,-0.018304-0.0060405i,-0.017216-0.0058858i,-0.0084385-0.0014959i,-0.00059484+0.0035539i,0.0028948+0.0041112i,0.00296+0.0021101i,0.0028111+3.3103e-05i,0.002352-0.00085356i,0.00073511-0.001086i,0.0004243-0.0004649i,9.087e-05+0.00038497i,-0.00045182+0.002142i,0.00043107+0.0039812i,0.0020244+0.0044017i,0.0032866+0.0035907i,0.0023954+0.00066567i,0.0013319-0.0021757i
0.0023277-0.0004584i,0.0030989+0.0014867i,0.0015842+0.0042508i,0.0016138+0.0017068i,0.0085008-0.0054174i,0.013293-0.0084383i,0.011865-0.0091615i,0.0095867-0.010535i,0.0093548-0.0097689i,0.0099173-0.0048562i,0.010119-0.00021025i,0.0085948-0.00017069i,0.0051467-0.0024803i,0.0023475-0.0032426i,-2.4052e-05-0.0026042i,-0.0020854-0.0025292i,-0.0032766-0.0022693i,-0.0033129-0.0015107i,-0.0029251+0.00041019i,-0.0024037+0.0025985i,-0.0019086+0.0033639i,-0.0012741+0.002172i,0.00041041+0.0020212i
0.0012853+0.0023979i,-4.2243e-05+0.0046911i,-0.0058392+0.0040729i,-0.010468+0.00032695i,-0.0076424-0.0014138i,0.00063659-0.00092018i,0.010576-0.00073242i,0.016724-0.0021979i,0.015314-0.0052213i,0.010722-0.0087871i,0.0061048-0.010058i,0.0019815-0.010295i,-0.00094631-0.0085616i,-0.0017174-0.0033705i,-0.0003199+0.00087051i,0.00055409+0.0014663i,-0.00048728+0.0017713i,-0.0013677+0.0019247i,-0.0015405+0.00087822i,-0.0024391+0.00020412i,-0.0020727+0.0012613i,-0.0010987+0.0031822i,-0.0016977+0.0035746i
-0.0028501-0.00056863i,-0.0030904-0.0038033i,0.0033262-0.0080513i,0.012277-0.0034436i,0.0078906+0.010664i,-0.0023521+0.020784i,-0.0051911+0.023631i,-0.0033617+0.020952i,-0.0022672+0.010915i,-0.0041405-0.00093388i,-0.0056741-0.0069713i,-0.0054002-0.0077626i,-0.0052392-0.0066291i,-0.0045831-0.0044704i,-0.0018865-0.002867i,0.0019114-0.0026807i,0.003955-0.002936i,0.0042234-0.0037448i,0.0033925-0.0054761i,0.001925-0.0066637i,0.00085245-0.0057749i,0.00015717-0.0041146i,-0.00049203-0.002491i
-0.00042863-6.7665e-05i,0.0021881-0.0018527i,0.0041054-0.0017642i,-0.00111-0.0034299i,-0.0069748-0.010865i,-0.010356-0.012758i,-0.013424-0.0039633i,-0.015508+0.0057593i,-0.014702+0.0077871i,-0.010607+0.0031922i,-0.0056371+3.7145e-05i,-0.0023535-0.00059771i,-0.0012035-0.00045925i,-0.0014332+5.7321e-05i,-0.0024571+0.00033115i,-0.0019695+0.00035621i,-0.0013259-0.00070143i,-0.0011169-0.0018523i,-0.00011063-0.0012987i,0.00041987-0.0005826i,0.00041243+0.00037884i,0.00081198+0.00061359i,0.0017262-0.00013291i
0.0048025-0.0042011i,0.0070685+0.0020544i,0.0030518+0.010249i,-0.0087937+0.014081i,-0.017625+0.0070664i,-0.019234-0.0067491i,-0.018283-0.015374i,-0.014638-0.01273i,-0.0089313-0.0031575i,-0.0045439+0.0039444i,-0.0022372+0.0053999i,-0.0013358+0.0053602i,5.5654e-05+0.0054528i,0.0025792+0.0050379i,0.0034297+0.0031602i,0.0024718+0.0019461i,0.0018174+0.0026451i,0.00083944+0.0046057i,0.00044575+0.0058901i,0.0011353+0.0046268i,0.0019515+0.0020559i,0.0032947+0.00019427i,0.0037161-3.8191e-06i
0.0024055+0.0021111i,-0.0018811+0.0022565i,-0.0042413-0.0072659i,0.0066475-0.015593i,0.024248-0.0098795i,0.029755+0.0016659i,0.025527+0.0036031i,0.018616-0.00060416i,0.013166-0.0012846i,0.011401+0.0027527i,0.009949+0.0054584i,0.0072344+0.0038079i,0.0038683+0.0020783i,0.0011792+0.00057506i,-0.0011526-0.00048571i,-0.0029277-0.00059042i,-0.0041512-0.0006593i,-0.0040304+0.00050025i,-0.0025299+0.0016273i,-0.0022359+0.0017387i,-0.0022059+0.00049929i,-0.0019564-0.00041178i,-0.001678+0.00018903i
-0.0040796-0.0011671i,-0.0084804-0.0073047i,-0.0085604-0.01632i,-0.0096118-0.019053i,-0.011152-0.014435i,-0.0068938-0.006146i,0.0033958+0.0016673i,0.013814+0.005023i,0.016393+0.0029146i,0.014462-0.0013566i,0.012297-0.0052381i,0.0082775-0.0092666i,0.0021871-0.01095i,-0.0025729-0.0072209i,-0.0030622-0.0013315i,-0.0018745+0.0021039i,-0.0023362+0.0024115i,-0.002298+0.0018164i,-0.0010624+0.00066713i,-0.00031305+0.00068871i,0.00011634+0.0028998i,-2.1882e-05+0.0035464i,-0.0008501+0.0017008i
0.0037331-0.010543i,0.01263-0.011637i,0.0245+0.0004021i,0.022689+0.021911i,-0.00013849+0.034277i,-0.02124+0.031676i,-0.022736+0.02384i,-0.012214+0.016349i,-0.0012238+0.0055646i,0.0016657-0.0047596i,-0.000406-0.0090194i,-0.00061686-0.0097253i,0.00042548-0.010743i,0.0007897-0.010394i,0.0018137-0.0078567i,0.0039475-0.0052389i,0.0061243-0.0030703i,0.0074928-0.0022611i,0.0057248-0.0037805i,0.002215-0.0046495i,0.00030596-0.0039528i,0.00064717-0.0029766i,0.0010332-0.0029697i
0.0058954+0.0017881i,0.0057451+0.0088822i,-0.0027427+0.0098041i,-0.0070947-0.0035037i,0.0023967-0.018478i,0.0080873-0.019958i,0.0013692-0.010881i,-0.006285-0.0028841i,-0.0087468-0.0017591i,-0.0086287-0.0044532i,-0.0074709-0.0050945i,-0.0045154-0.0032589i,-0.0015589-0.0010075i,-0.0001255+0.0013714i,-0.00032898+0.0026218i,-0.00080492+0.0018781i,-0.0016451+0.0015604i,-0.001482+0.0012728i,-0.00050382+0.00045486i,-0.00096767-0.000664i,-0.0017048-0.0013427i,-0.0019324-0.00069584i,-0.0012844-0.00023883i
-0.0059088+0.0075225i,-0.019038+0.011078i,-0.033349+0.0083063i,-0.04283+0.0019198i,-0.043336-0.0074823i,-0.027036-0.016753i,-0.010921-0.019566i,-0.007248-0.013506i,-0.0078407-0.0045818i,-0.0070808+0.00032486i,-0.0055849+0.0010036i,-0.0054475+0.0019424i,-0.0054147+0.0059831i,-0.0025886+0.0085319i,0.0022244+0.0065711i,0.0042689+0.0031118i,0.0017579+0.0022969i,-0.0007383+0.0033399i,-0.00062596+0.001672i,0.0014969-0.0013865i,0.0034887-0.0021327i,0.0039979-0.0017688i,0.0025232-0.0013739i
-0.0066366-0.0094025i,-0.0031419-0.026418i,0.013137-0.038547i,0.034376-0.031277i,0.044511-0.0072255i,0.031957+0.014628i,0.014537+0.018335i,0.0070994+0.00914i,0.0051168+0.0043663i,0.0052491+0.0065794i,0.0063796+0.0079797i,0.0049106+0.0049381i,0.00068951+0.0007979i,-0.002794-0.0012677i,-0.0047934-0.0018562i,-0.0052492-0.001583i,-0.0042707-0.0030129i,-0.0032997-0.0035022i,-0.0030019+0.00015129i,-0.0016923+0.0034478i,-0.0011033+0.0032904i,-0.0015274+0.0011238i,-0.0013353-0.00087057i
0.010915-0.0038262i,0.023833-0.00081886i,0.030222+0.003236i,0.024851-0.0039258i,0.016794-0.014147i,0.012137-0.014313i,0.0104-0.007394i,0.013026-0.00010785i,0.015264+0.0016684i,0.014222+0.0012433i,0.011714+0.00072534i,0.009451-0.0015998i,0.0056893-0.0047633i,0.0013955-0.0045398i,-0.0018537-0.00049645i,-0.0037334+0.0023926i,-0.0031176+0.0031157i,-0.0016621+0.0037038i,-0.00094787+0.0050562i,-0.00087767+0.0054396i,-0.00079512+0.0049053i,0.00013113+0.0042035i,0.0013061+0.0025577i
0.0038235+0.0154i,0.0031853+0.036327i,-0.0040204+0.061819i,-0.014582+0.080995i,-0.031022+0.073376i,-0.03854+0.042679i,-0.02826+0.019125i,-0.012661+0.010823i,0.0007271+0.0054314i,0.0054147-0.0025262i,0.0029649-0.0083222i,0.0017644-0.0085767i,0.0034811-0.006202i,0.005291-0.0048736i,0.0055627-0.0047649i,0.0044408-0.0042812i,0.0036803-0.0023575i,0.0038054-0.00030855i,0.0030478-0.00077108i,0.00067798-0.0022843i,-0.0013154-0.0022893i,-0.0009886-0.0018962i,0.00038004-0.0011917i
-0.014925+0.0047175i,-0.033953-0.0059855i,-0.043762-0.027773i,-0.033365-0.045833i,-0.007467-0.041769i,0.0078817-0.021108i,0.0032791-0.0020975i,-0.0039163+0.0057804i,-0.0055442+0.0032224i,-0.0034437-0.0036878i,-0.001481-0.0066262i,-0.0010425-0.0046903i,-0.00098176-0.0025156i,-0.001524-0.001347i,-0.00055055-0.00016501i,0.0012924-0.00017125i,0.00095466-0.0013473i,-0.00082749-0.0020453i,4.549e-05-0.002078i,0.0026806-0.0013216i,0.0028934-0.00044611i,0.0013868-0.00014181i,-0.00054208+0.00015131i
0.0012626-0.017424i,0.0065652-0.034754i,0.0055857-0.046559i,-0.013699-0.054727i,-0.031075-0.063429i,-0.025658-0.054328i,-0.013831-0.03282i,-0.011993-0.01655i,-0.013087-0.0054976i,-0.011027+0.0010805i,-0.0056502+0.0029131i,-0.0016249+0.0021849i,-0.0014565+0.0015716i,-0.00094414+0.0030582i,0.0025173+0.0055943i,0.0053736+0.0053952i,0.0041763+0.0025203i,0.0010481+0.00012908i,-0.00012014-0.00019346i,-8.3803e-05-0.00043806i,0.00097025-0.00054548i,0.002571-1.4799e-05i,0.0020203-0.00090681i
0.020488+0.0046692i,0.047461+0.01695i,0.078344+0.034709i,0.097965+0.04941i,0.087325+0.060406i,0.046933+0.051436i,0.01511+0.028371i,0.007342+0.012322i,0.005247+0.0061362i,0.0020562+0.006413i,0.0018969+0.006407i,0.0033445+0.0023256i,0.0033997-0.00070037i,0.0019124-0.0012932i,-0.0011509-0.0024817i,-0.0033801-0.0029408i,-0.0027506-0.0010359i,-0.0019275+0.00029253i,-0.0026434+0.00020948i,-0.004023+0.00078213i,-0.0039092+0.00027798i,-0.0021752-0.00065903i,-0.00044792-0.0008256i
-0.0061981+0.024198i,-0.026069+0.041387i,-0.044057+0.041897i,-0.03852+0.020687i,-0.0132-0.000966i,0.011023-0.007503i,0.020102-0.0020291i,0.018642+0.0034312i,0.018801+0.0032772i,0.018609+0.00050101i,0.014329-0.0023824i,0.0075687-0.0051442i,0.00094349-0.0058536i,-0.0030673-0.0041401i,-0.0051415-0.0025982i,-0.0060335-0.00092246i,-0.0052323+0.0014604i,-0.0024263+0.0032826i,6.8373e-05+0.0032386i,0.00096914+0.0012868i,0.00087863-0.00026033i,0.0004451-0.00028279i,0.00062625+0.0006457i
-0.024594-0.0056844i,-0.043572-0.019812i,-0.063149-0.017377i,-0.083813+0.0075296i,-0.094039+0.020673i,-0.079518+0.010492i,-0.049471+0.004026i,-0.019393+0.0058396i,0.0032875+0.0052137i,0.014013-0.000597i,0.011965-0.0068057i,0.005642-0.0094205i,0.0024318-0.0087076i,0.0014607-0.0054891i,0.0016426-0.002997i,0.0020805-0.002822i,0.00054313-0.0025558i,-0.0005703-0.00044193i,0.00042073+0.0020331i,0.0014276+0.0032896i,0.0018885+0.0032902i,0.0018778+0.001294i,0.00019781-0.00098617i
0.01852-0.025427i,0.046081-0.047345i,0.075373-0.067086i,0.088208-0.070483i,0.078351-0.044652i,0.04911-0.010276i,0.017484+0.0031177i,0.0024272+0.0010085i,0.00041126-0.0043374i,-0.00086029-0.0078709i,-0.0033066-0.0076389i,-0.0035905-0.0059852i,-0.0016763-0.0064177i,-0.0002126-0.0057023i,-0.00023812-0.0010456i,0.0006234+0.0018797i,0.002081+0.00022609i,0.0013692-0.0024325i,-0.00021619-0.0014311i,0.00027669+0.0017263i,0.0011759+0.0034907i,0.00059666+0.0031797i,-0.00033538+0.0019712i
0.02413+0.02656i,0.030782+0.056292i,0.019597+0.067276i,-0.0031042+0.034172i,-0.015172-0.020697i,-0.0084731-0.045209i,0.0014385-0.034197i,-0.0015483-0.019104i,-0.012647-0.01079i,-0.019072-0.0074474i,-0.015263-0.003555i,-0.0074095+0.00078898i,-0.0018807+0.0052025i,0.00097259+0.0085685i,0.0030903+0.0073448i,0.0049532+0.0030074i,0.0049967+0.00013504i,0.0028858-0.0012327i,-0.00044026-0.0037308i,-0.0032392-0.0055569i,-0.0032247-0.0050934i,-0.00087454-0.0026484i,0.00057307-0.00018643i
-0.026959+0.01761i,-0.050192+0.027807i,-0.055047+0.043472i,-0.032224+0.067627i,-0.015192+0.078759i,-0.016963+0.060636i,-0.015783+0.035265i,-0.0084416+0.021771i,-0.0057128+0.013014i,-0.0054735+0.0078077i,-0.0018075+0.0054303i,0.00093501+0.0029279i,0.00048515+0.0023442i,-5.166e-05+0.0025492i,0.00016384+0.00082834i,-0.00038286+0.00051738i,-0.0019779+0.0023163i,-0.001886+0.0026399i,-8.9129e-05+0.00070673i,-1.4836e-05-0.00067094i,-0.00055025-0.0011362i,-0.0003092-0.0019354i,-0.0014137-0.00201i
-0.019223-0.037014i,-0.026367-0.076619i,-0.023952-0.11523i,-0.0044972-0.12359i,0.029802-0.091861i,0.044415-0.039498i,0.026975-0.0029533i,0.0087018+0.0069658i,0.007763+0.0091376i,0.012018+0.011158i,0.013035+0.009448i,0.0095097+0.002815i,0.0021998-0.0029922i,-0.0036796-0.0037888i,-0.0061006-0.0020213i,-0.0058018-0.00080597i,-0.0044455+0.00074909i,-0.004025+0.002075i,-0.0019596+0.0023939i,0.0012662+0.0015962i,0.001641+0.00044806i,0.0011341-9.8815e-05i,0.0015502-0.00055055i
