0.0016075-0.00011194i,0.0022112-0.0014828i,0.0014859-0.0031476i,-0.00047904-0.0030658i,-0.0020896-0.0017635i,-0.0025894-3.3707e-05i,-0.0015994+0.001464i,-0.00065048+0.0013343i,8.0742e-05+0.0013427i,0.00013049+8.5902e-06i,-0.00030725-0.0013862i,0.00021368-0.0010533i,0.00068778-0.00045728i,0.0003124-5.4293e-05i,9.1739e-06+1.4613e-05i,-0.00033934+9.4478e-05i,-0.00078225+0.00018545i,-0.00075936-4.0571e-05i,0.00017103-0.00011263i,0.00067397-6.3402e-05i,0.00011125-0.00036293i,-1.6901e-05-3.9121e-05i,-0.00025461-0.00051407i
-0.0021469-0.00098141i,-0.001402-0.0027844i,-0.00076557-0.0035214i,-0.002325-0.0025515i,-0.0024342-0.00078765i,-0.0011773+0.00095283i,-0.00093604+0.00115i,-0.0026554-0.00096377i,-0.0052192-0.0031672i,-0.0053809-0.0018668i,-0.0028011+0.0009512i,-0.00081119+0.0021789i,-0.0011418+0.0022261i,-0.0015103+0.0030628i,-0.0010464+0.0039985i,0.00050475+0.0035571i,0.0015603+0.0019389i,0.00085759+0.0001445i,-0.00060476-0.00024663i,-0.0012544+0.00046567i,-0.00095745+0.00068706i,-0.00075001+0.00023985i,-0.0010842+8.8306e-05i
-0.0016873-0.0027463i,-0.0021385-0.0030614i,-0.0041385-0.0022546i,-0.0043883-0.0013378i,-0.0018451-0.00040346i,0.00020709+4.1776e-05i,0.0019593-0.00074671i,0.003699-0.0028362i,0.0040667-0.0046666i,0.0021899-0.0042378i,-0.00077843-0.0026533i,-0.00049098-0.0023985i,0.0011792-0.0033191i,0.00075703-0.0043459i,-0.00015288-0.0056206i,1.1021e-05-0.0058934i,0.00030151-0.003568i,-0.00010609-0.00091803i,-0.00060251-3.5055e-05i,-0.00067467-0.00034858i,-0.00053291-0.00098148i,0.00069436-0.001162i,0.0015683-0.00067728i
-0.0023803+0.002755i,-0.0036237+0.0052416i,-0.0029228+0.003603i,-0.0023411+0.0011719i,-0.0018055+0.00077165i,-0.00074735+0.0019392i,-0.00047465+0.0019197i,-0.00072015+0.0016321i,-0.00017351+0.0028891i,0.0008971+0.0037695i,0.0027534+0.0032553i,0.0035262+0.0028943i,0.0018961+0.0040026i,0.00022576+0.0048133i,0.00045282+0.0044759i,0.00088227+0.0036972i,0.00051237+0.003154i,-0.00032189+0.002008i,-0.00011195+0.0012074i,0.00081202+0.00091934i,0.0010735+0.00093563i,0.00035295+0.0016827i,8.3554e-05+0.002139i
0.0030195-0.0039402i,0.002952-0.0037441i,0.0025745-0.0021022i,0.0016876-0.00022681i,-0.0005527-0.00019748i,-0.0022298-0.00025735i,-0.0028456+0.00015618i,-0.0031697-0.00040968i,-0.0026058-0.00096146i,-0.0012523-0.00035502i,-0.0010124+0.00030841i,-0.0022657+0.00010691i,-0.0032128-0.0010744i,-0.0037245-0.002424i,-0.0045273-0.0022853i,-0.0045122-0.00081912i,-0.0032901+0.00041257i,-0.00083295+0.00019828i,0.00067725-0.0011815i,-0.00011629-0.0011214i,-0.00095158+0.00038706i,-0.00085228+0.00091435i,-0.0008944+0.00063119i
0.00055066-0.0057802i,0.00044397-0.0047408i,-0.00043771-0.0036152i,-0.0011263-0.0021324i,-0.0015413-0.0002302i,-0.0020077+0.0010141i,-0.0024504+0.0011413i,-0.0021614+0.0030066i,-0.00057882+0.0045483i,0.00158+0.0025546i,0.0028098-0.0007348i,0.0029589-0.001722i,0.0033192+8.5586e-05i,0.003569+0.0018049i,0.0031874+0.0022454i,0.0025846+0.0020466i,0.0025039+0.0018049i,0.0021413+0.0012604i,0.0011657+0.00043443i,0.00028311-0.00055313i,9.3385e-05-0.00037439i,0.00027608+0.00010769i,0.00058425+0.00026451i
-0.0025631+0.00083702i,-0.0023857+0.00066384i,-0.0032827-0.00086394i,-0.0028648-0.0020739i,-0.0006744-0.0012878i,0.00010977-0.00021587i,-0.00045849-0.00030542i,-0.0016029-0.0019493i,-0.0028847-0.0037215i,-0.0034236-0.0025809i,-0.0025923-3.8111e-05i,-0.0020085+0.0011163i,-0.0034129+0.00039874i,-0.0033396-0.00032836i,-0.002544+7.8181e-05i,-0.0023974+0.00064838i,-0.0026689+0.00035666i,-0.0021983-0.00088562i,-0.001534-0.001348i,-0.0016793-0.0015673i,-0.0012712-0.0011927i,-0.00064842-0.00078765i,-0.00062781-0.00046138i
0.0014133+0.0021195i,0.0018823+0.0016885i,0.0010138+0.00019142i,-0.0012902-0.002916i,-0.0021001-0.0036567i,-0.0012535-0.00089799i,0.0019388+0.00096674i,0.0070983+0.0011769i,0.008873-0.00086762i,0.0061083-0.0037126i,0.0020264-0.0047302i,0.0011296-0.0037585i,0.0030092-0.0025524i,0.0033877-0.0017224i,0.0030928-0.00099276i,0.0032995-0.00058589i,0.0023159-0.00078096i,0.00028057-0.00037443i,-0.0010268+0.00068774i,-0.00052899+0.0007812i,0.00045697-0.00011791i,-5.7809e-05-0.00062091i,-0.00079257-0.00054026i
-0.0005898-0.00094375i,-0.00023506-0.00046147i,-0.0013535-0.00039436i,-0.0024467-0.0010893i,-0.0019095-0.0011959i,-7.2061e-05-2.3073e-05i,-0.00022987+0.0017598i,-0.0015718+0.0030631i,-0.0020937+0.0045043i,-0.0017784+0.0060729i,-0.00060861+0.0065899i,0.0001454+0.0052365i,-0.00063782+0.0040907i,-0.0015744+0.0032432i,-0.0019632+0.002438i,-0.002362+0.0022425i,-0.0019949+0.0025364i,-0.0015127+0.0023896i,-0.0012864+0.001718i,-0.0011984+0.00098159i,-0.00063765+0.00025643i,-0.00068291+0.0012526i,-0.0012799+0.0021245i
-0.00093406+0.0010157i,-0.00061054+0.00045299i,-0.0018707+0.00034048i,-0.0022783+0.00063611i,-0.00048628+0.0011246i,-0.00021787+0.00040911i,-0.0020134-0.0011384i,-0.0034409-0.0017937i,-0.0033145-0.0018642i,-0.0023355-0.0016125i,-0.0025867-0.00099934i,-0.0023426-0.0010333i,-0.00087841-0.0017727i,0.00017021-0.0019077i,0.00085847-0.0020327i,0.0011928-0.0024626i,0.0010008-0.0029341i,0.0014285-0.0025558i,0.0013758-0.0015046i,0.00022566-0.00068991i,-0.0012841+8.304e-05i,-0.0016948+0.000656i,-0.00038134+0.00057343i
-0.002304-0.0015691i,-0.0025063-0.00020446i,-0.0021676+0.00074245i,-0.0013575+0.0011187i,-0.00019023+0.00082213i,0.0011512+0.0004227i,0.00073212-0.00065857i,-0.0016771-0.00093348i,-0.0014668+0.00063866i,0.0015949+0.0016301i,0.0040876+0.0013116i,0.0041113+0.00037217i,0.0029458-0.00059975i,0.0013018+2.8985e-05i,-0.00018704+0.0010157i,-0.00094572+0.00066474i,-0.0010368+0.0010226i,-0.00041882+0.00083468i,0.00026107-0.00025161i,-0.00010975-0.00046592i,0.00018086-0.00075032i,0.0012074-0.0012081i,0.00068936-0.00051842i
-0.0023067-0.0017897i,-0.0015885-0.0036779i,0.0001459-0.0030738i,9.1268e-05-0.00056106i,-0.0012666+0.0010178i,-0.0016148+0.0015646i,-0.0018333+0.0016084i,-0.0019677+0.0008553i,-0.0015057-0.00072241i,-0.0019756-0.0019678i,-0.0030635-0.0013196i,-0.0033269-0.00086245i,-0.002677-0.0011008i,-0.0014396-0.0010996i,-0.00044578-0.00086068i,-0.000715-0.00066014i,-0.0021389-0.0011188i,-0.002501-0.002134i,-0.0019611-0.0022358i,-0.00096327-0.0012637i,0.00021593-0.00040577i,-0.00028676+0.00040939i,-0.00065727+0.0004626i
0.0012026+0.0041937i,0.0026055+0.0027491i,0.0019785-0.00052677i,0.00035053-0.0012407i,-0.00020145+0.00047071i,-6.9507e-05+0.0023039i,-0.00040008+0.0030954i,0.0015292+0.0037816i,0.0054934+0.003083i,0.0061933+6.9611e-06i,0.0038813-0.0029366i,0.0022534-0.0031425i,0.0012634-0.0013857i,-0.00031357-0.00019101i,-0.001066-0.00015543i,-0.00056698+0.00046243i,0.00014887+0.001692i,0.00027445+0.0025146i,-0.00040035+0.0015083i,-0.00077989-0.00075383i,-0.00052373-0.001581i,-0.00071866-0.000922i,-0.00010048-0.00042172i
-0.0008468-0.0022248i,-0.0014947-0.0011113i,-0.0046748-0.0021193i,-0.0054434-0.001816i,-0.0039043+8.2213e-05i,-0.0016438+0.00042186i,-0.00053748+0.00030294i,-0.0018529+0.001769i,-0.0037915+0.0038598i,-0.0044525+0.0049789i,-0.0030149+0.0053322i,-0.0012767+0.0046437i,-0.0004553+0.0034126i,0.00024084+0.0024477i,0.00099902+0.0017702i,0.0011174+0.001226i,-1.1416e-05+0.00064348i,-0.0011427+2.4791e-05i,-0.0005832+0.0003591i,0.00077012+0.00082909i,0.00069754+0.00057067i,-0.00039107+0.00052303i,-0.00064514+0.0005862i
-0.0046197-0.0021995i,-0.0048577-0.0011694i,-0.0051017+0.00135i,-0.0024409+0.002322i,0.00065659+0.0015721i,0.0030548+4.1361e-05i,0.0037252-0.0023276i,0.0013762-0.0049953i,-0.00061361-0.0058401i,-0.001303-0.0050542i,-0.0015184-0.0038735i,-0.00041816-0.0030377i,0.00068003-0.0019305i,0.0006671-0.00057273i,6.0769e-05+9.707e-05i,0.00055013+6.8632e-05i,0.0017931-0.00052969i,0.0021231-0.00016314i,0.0012338+0.0010355i,-0.00051207+0.00072508i,-0.00085595-0.00061482i,0.00042316-0.0010673i,0.00045716-0.00042016i
-0.019521-0.022147i,-0.016122-0.012947i,-0.025325+0.00059422i,-0.020309+0.01444i,-0.0094612+0.019654i,0.0003414+0.014279i,0.0026826+0.0020523i,-0.00084425-0.0037571i,-0.0045791-0.0006526i,-0.0037225+0.0068952i,0.0023939+0.012131i,0.0082182+0.010394i,0.0093408+0.005469i,0.0057949+0.0034436i,0.0019432+0.00494i,0.00084643+0.0049791i,0.00051159+0.0016705i,0.00090976-0.0010486i,0.0020411-0.0011827i,0.0020171-0.0013579i,0.0019494-0.00056653i,0.0018723+0.0012605i,0.0021014+0.0021448i
0.00085925-0.0029793i,0.001883-0.0039023i,0.0038745-0.0058184i,0.0024352-0.0067086i,0.00059549-0.0040247i,0.00069611-0.00097687i,0.0022947+9.8949e-05i,0.002847-0.0005109i,0.0012189-0.0006028i,-0.00050424-0.00093215i,-0.0019242-0.0021514i,-0.002134-0.0013396i,-0.0015076+6.6847e-05i,-0.0019995+0.00020107i,-0.0027235-0.00099804i,-0.0025273-0.0023522i,-0.00072709-0.0021348i,0.00036955-0.0010979i,-0.00069485-0.00025309i,-0.0018532+8.9715e-06i,-0.0019691+0.00021026i,-0.0013946-3.6573e-05i,-0.00048487-0.00040004i
-0.0035074+0.0042406i,-0.0034015+0.0031311i,-0.00059974+0.0012078i,0.00087241-0.0019715i,-0.00045474-0.0031231i,-0.002006-0.0021239i,-0.0027419-0.00014982i,-0.002366+0.0037061i,1.5536e-05+0.0063361i,0.0036264+0.0040765i,0.0055002-0.0001006i,0.0040353-0.0016115i,0.0018752-0.0013607i,0.00088448-0.00076999i,0.00065362+0.00020239i,-0.00043081+0.0004135i,-0.0013073-0.0002494i,-0.0013134-0.00049327i,-0.0013159-0.00058568i,-0.00046457-0.00023622i,0.0011209+0.00040972i,0.0017189+0.00019989i,0.0010604-0.0012104i
0.0013942+0.0047094i,0.0006393+0.0029064i,0.00082694-0.00084187i,0.00019254-0.002486i,-0.00040191-0.0014884i,-0.00081167+0.00055413i,-0.00090046+0.0021862i,-0.0021319+0.002265i,-0.0042075+0.002209i,-0.0050314+0.0021133i,-0.0053485+0.002315i,-0.0047205+0.0026931i,-0.0034257+0.002895i,-0.0021407+0.0023138i,-0.0010116+0.001529i,-0.00097827+0.0011011i,-0.0011065+0.00070163i,-0.0002173+0.0014834i,0.00034962+0.0019907i,0.00012004+0.0017713i,-0.0005888+0.0013396i,-0.0011513+0.0011263i,-0.0013708+0.00064255i
0.0056813+4.7914e-05i,0.0063527+0.00016449i,0.0056155-0.001058i,0.0030027-0.003245i,0.00072415-0.003753i,-0.00021605-0.002498i,0.00068084-0.0023746i,0.0027681-0.004537i,0.004455-0.0067007i,0.0037977-0.0075199i,0.0017168-0.0075457i,3.7857e-06-0.0067357i,-0.00023233-0.0054263i,0.00098539-0.0031541i,0.0017613-0.0012776i,0.0015018+0.00056523i,0.00082413+0.0016913i,0.00025894+0.0012609i,-6.334e-05+0.00043045i,-0.00046355-0.0012203i,-0.00083498-0.0019928i,-0.0010441-0.00091585i,-0.00095538-0.00011035i
0.0002464-0.0024614i,6.5519e-05-0.0039114i,-0.0012044-0.0032716i,-0.0021418-0.0016714i,-0.0028225-0.00023498i,-0.0023309+0.0014234i,0.00053025+0.0031183i,0.0029605+0.0041454i,0.0029214+0.0048686i,0.0021977+0.0053486i,0.0023508+0.0052469i,0.00253+0.0040082i,0.002197+0.0029835i,0.0021203+0.0023366i,0.0020604+0.0012301i,0.001728-0.00013381i,0.0015961-0.00046006i,0.0012045-0.00024274i,0.0009187+2.3393e-05i,4.2194e-05+0.00081272i,-0.0013589+0.0013764i,-0.0020498+0.00102i,-0.0011005+0.00021294i
-0.0012343+0.0040034i,-4.5667e-05+0.0024595i,0.0014107-0.0008613i,0.0015853-0.0024397i,0.0015013-0.0016681i,0.001482-0.00088769i,0.0013089-0.00011783i,-0.00044587+0.00072459i,-0.0021094-0.00023626i,-0.0027139-0.0023562i,-0.0039229-0.0034637i,-0.0044972-0.003134i,-0.0037389-0.0016168i,-0.0027338-0.00082242i,-0.00062645-0.0016521i,0.00074035-0.0014827i,9.3826e-06-0.00071614i,-0.001057-0.00068594i,-0.0010968-0.0010353i,-0.0010926-0.001631i,-0.0013548-0.0010977i,-0.00040726+0.00049916i,0.00040125+0.00081562i
0.0016957+0.00038163i,0.00045836-0.00023183i,0.00082112-0.0015346i,0.00042982-0.0032209i,-0.001389-0.0026745i,-0.0029563-0.0019994i,-0.0042076-0.0019424i,-0.0039327-0.00031623i,-0.001321+0.0021708i,0.0022622+0.0023958i,0.0044803+0.0015751i,0.0047325+0.00097077i,0.0031033+0.00027782i,0.00082896+0.0003827i,-0.001018-0.00067248i,-0.0012027-0.0023348i,-0.00057165-0.0014093i,-0.0006454-0.00043635i,-0.00093657-0.00052044i,-0.00020329+2.7153e-05i,4.2096e-05+0.00048724i,-0.00026552+0.0010957i,0.00017091+0.0010338i
-0.0015088-0.0036023i,-0.0019922-0.0039006i,-0.00312-0.0018317i,-0.0024861+0.00057193i,-0.00035431+0.0013166i,-0.00027914+0.0019616i,-0.0023922+0.00046136i,-0.0039013-0.0017316i,-0.0042276-0.0023718i,-0.0046709-0.0015249i,-0.005254-2.1914e-05i,-0.0047062+0.00097444i,-0.0031927+0.0010364i,-0.0015192+0.0004856i,-0.00048369+0.0005428i,0.00054685+0.0014354i,0.00043497+0.0017662i,5.7274e-06+0.0010405i,-0.00028167+0.0003905i,-0.0010564+0.00012583i,-0.0010753-0.00068033i,-0.00037556-0.00068376i,-0.00024913+0.00021505i
-0.0027726+0.0044184i,-0.00070514+0.0038217i,0.00027222+0.0021505i,5.4002e-05+0.0012253i,-0.001141+0.00057678i,-0.00043261+0.00013831i,0.0025869+0.00022382i,0.0044491+0.00035004i,0.0063574-0.00081812i,0.0078236-0.0026198i,0.0074531-0.004794i,0.0058819-0.0053051i,0.00413-0.003934i,0.002286-0.0015436i,0.00044012+0.00038363i,-0.0007601+0.00081998i,-0.00068802+0.00011315i,-0.00014097+1.8251e-05i,-0.0003899+0.00044333i,2.7567e-05+0.00062613i,0.0010641+0.00020141i,0.0012432-0.00035549i,0.00074289-0.0005349i
-0.00094606-0.002318i,-0.0007257-0.0023957i,0.0014109-0.0025935i,0.00164-0.0030366i,0.00020764-0.0018646i,-0.00084275-0.00021514i,-0.0015547+0.0017068i,-0.0013361+0.0038543i,-0.00091909+0.0046248i,-0.001334+0.0050875i,-0.0015824+0.0061376i,-0.001876+0.0052809i,-0.0026567+0.0032914i,-0.001171+0.0020678i,0.0015313+0.00089343i,0.0029166+0.0011214i,0.0028683+0.0011539i,0.0020075+0.00065533i,0.00059541-0.00052501i,-0.00065028-0.0015554i,-0.00063305-0.0011146i,-0.00020734-8.1019e-05i,-0.00019829+0.00053125i
0.00045625+0.0023623i,0.0010602+0.0013092i,0.00027332-0.00068696i,-0.0006429-0.002902i,-0.00026592-0.0023596i,-0.0003259-0.00082844i,-0.0021578-0.00091077i,-0.003497-0.0011372i,-0.0030686-0.0015813i,-0.0016694-0.0036453i,-0.00070456-0.0062451i,-0.00052389-0.0066632i,-0.00054242-0.0055846i,-0.0006614-0.0036864i,-0.00088036-0.0012i,-0.00084902-0.00021954i,-0.00083891-0.0011169i,-0.00056418-0.0021165i,-0.00019216-0.0021898i,0.00064791-0.0013829i,0.00024485-0.00065026i,-0.00024909-0.00071467i,-0.00016964-0.00085358i
-0.00098461-0.00094912i,-0.0012313-0.00056765i,-0.0018305-0.0026397i,-0.002727-0.0026616i,-0.0030903-0.00020906i,-0.0026963+0.00045472i,-0.0015792-0.0013013i,-0.0012668-0.0017492i,-0.00076449-0.00017754i,0.00014528+0.0028914i,0.00065017+0.0057314i,0.00099445+0.0065512i,0.0011507+0.0051239i,0.00079772+0.00274i,0.00035793+0.00069056i,0.00031808-0.0014662i,0.0001162-0.0017698i,-0.0005212+0.00027217i,-0.00090779+0.000987i,-0.0014882+0.00032963i,-0.0014257+0.0001677i,-0.00075232+0.00053929i,-7.2692e-05+0.00090342i
0.00063308-0.00024974i,0.0014034+0.00073122i,0.0015515+0.0018956i,0.00026751+0.0018427i,0.0002057+0.00062633i,0.00054593-0.0003113i,0.00019144-0.00042811i,3.4199e-05-0.0012969i,-0.00062797-0.0023608i,-0.0023011-0.0034085i,-0.0032062-0.0040474i,-0.0034078-0.003342i,-0.002895-0.0029439i,-0.0019025-0.0011054i,-0.0014256+0.001178i,-0.0010979+0.0017579i,-0.00060091+0.0013426i,-0.00035126+0.00072171i,-0.00041471-0.00017576i,-0.00078237-0.00062855i,-0.00087664-0.00021405i,-0.0012696+0.00010587i,-0.0014019+0.00032485i
0.0010246-0.0015717i,-0.00035202-0.0026504i,-0.0014765-0.0019344i,-0.0012112-0.0013494i,-0.00097339-0.00094665i,-0.0011644+0.00040688i,0.00015259+0.0020562i,0.0021772+0.0029195i,0.0044877+0.0027246i,0.0070118+0.0024134i,0.0084367+0.0017499i,0.0082127+0.0018317i,0.0054896+0.0018261i,0.002885+0.0011097i,0.0015801-8.0723e-06i,0.00093511-0.0010749i,0.0013789-0.00048827i,0.0017382+0.00029242i,0.00084915+0.00055442i,-0.00031399+0.0009405i,-0.00018553+0.0016406i,0.00074372+0.0013448i,0.0010624+0.00044245i
-0.0018721+0.0023586i,-0.00092526+0.0014331i,0.0019906-0.0014746i,0.0017824-0.0039349i,-1.4992e-05-0.0032126i,-0.00091702-0.0012816i,-0.001909+0.00041199i,-0.0031311+0.0014878i,-0.0035667+0.0020224i,-0.0037136+0.001542i,-0.0049364+0.0002903i,-0.0054131-0.00067837i,-0.0041924-0.0010915i,-0.001964-0.0001421i,0.00018567+0.0012538i,0.00082215+0.0012376i,0.00013326+0.00081432i,-0.00046586+0.0004534i,-0.00049943+0.00012013i,-0.00035198-0.00024729i,-4.6659e-05-0.00045048i,-0.00011155+4.2449e-05i,-0.00044706+0.0005987i
-0.00075769+0.0012596i,-0.00069482+0.0013086i,-0.0011183-0.00069955i,-0.0011592-0.0015628i,-0.001052-0.00019131i,-0.00079952-0.00030914i,-0.0013222-0.0018521i,-0.0013333-0.0013664i,-2.5811e-05-0.001109i,0.0018691-0.002561i,0.0036512-0.0038173i,0.0049195-0.0042118i,0.0040011-0.0029506i,0.00076055-0.0017443i,-0.00056116-0.0019487i,0.00068752-0.0024492i,0.0010326-0.001876i,0.00038422-0.00080096i,-0.00047739-0.00028097i,-0.00048162-0.00010439i,-0.00034147-0.00085136i,-0.0001553-0.0013988i,0.00021688-0.00067619i
-0.00090531-0.0017255i,-0.00031756-0.001673i,-0.0019026-0.00090716i,-0.0029038-0.00069592i,-0.0014576-0.001197i,0.00061408-0.0010319i,0.0014209-0.0014525i,0.0013038-0.0015417i,5.3351e-05-0.00041413i,-0.0012687+0.0017412i,-0.0021848+0.0046673i,-0.0030754+0.0050729i,-0.0029798+0.0031123i,-0.00083214+0.0013551i,0.00090037+0.00027111i,0.0015731+8.8492e-05i,0.00071076+0.00043961i,-0.001192+0.00024026i,-0.001496-0.00020173i,-0.00073222-0.00030847i,0.00023171+0.00012658i,0.00013737+4.1938e-05i,-0.0001519-0.00077833i
-0.00023012+0.00027813i,-0.00023484+0.00081574i,0.0011202+0.001027i,0.00066418-0.00061377i,-0.0005152-0.0018152i,-0.00095716-0.00040287i,-0.00091354+0.00093808i,-0.00025975+0.00038196i,0.00073234-0.0014135i,0.0011733-0.0031689i,0.0010812-0.0048662i,0.001345-0.0054677i,0.0016443-0.0031665i,0.00014921-0.00078023i,-0.0019056+0.00019832i,-0.0025074+0.00064852i,-0.0020627+0.00055729i,-0.0016351+0.00093385i,-0.0012526+0.00075264i,-0.001333-0.00044428i,-0.0018222-0.00045419i,-0.0020404+0.00044871i,-0.0020633+0.00047778i
-0.00073468+0.0038672i,-0.0017485+0.0037114i,0.00039417+0.0020702i,0.0015414-0.0016863i,0.0007176-0.0030041i,-0.00082058-0.0011205i,-0.0013672+0.0010084i,-0.00070856+0.0030587i,0.00030435+0.0049604i,0.0012736+0.0053725i,0.0029099+0.0052318i,0.0027976+0.0048677i,0.0001101+0.0041629i,-0.0005305+0.0011408i,0.00047817-0.0011585i,0.00067965-7.0492e-05i,1.8892e-05+0.0008378i,-0.0005885+0.0008644i,-0.0011709+0.00010453i,-0.0017185-7.5137e-05i,-0.001585+0.00031204i,-0.00073968+0.0001245i,-0.00013178-6.7558e-05i
0.0051098-0.0012996i,0.0064552-0.0016647i,0.0045481-0.0029722i,0.00021076-0.0030484i,-0.0016014-0.0013977i,-0.0014774+0.00041506i,-0.0017018+0.00037123i,-0.0019569-0.00011565i,-0.0022581-0.00013762i,-0.0024219-0.00075539i,-0.0035369-0.0024344i,-0.0035576-0.0036879i,-0.0018333-0.0034427i,-0.0011305-0.002087i,-0.0012952-0.00051418i,-0.00128+0.00015924i,-0.00069039+0.00044473i,-0.00051297+0.00087353i,-0.00052813+0.00096749i,-0.00041449+0.00071885i,-0.00041598+0.0011361i,-3.7097e-05+0.0018061i,0.00017672+0.0012333i
-0.0035096+0.0017896i,-0.0035337-0.00071721i,-0.0012693-0.00079165i,0.00066248-0.00086596i,0.0013524-0.0018798i,0.0010816-0.0024355i,-9.1258e-05-0.0023792i,0.00032862-0.0013855i,0.0024521+0.00010667i,0.004767+0.0010972i,0.0055853+0.001583i,0.0045876+0.0012166i,0.0033359+0.00049653i,0.0020194-0.0015186i,0.0014768-0.003077i,0.0011568-0.0026651i,0.00037307-0.0013961i,0.00027795-0.00040819i,0.00061516-0.00031016i,0.00079822-0.00028899i,0.00090247+0.00058253i,0.00082903+0.0010173i,0.00018476+0.00049018i
-0.0020488-0.00048583i,-0.0026325-0.00077277i,-0.0019274-0.00064169i,-0.0013298-0.00087578i,-0.0012455-0.001303i,-0.0015975-0.00093867i,-0.00046527-0.00035509i,0.00077218+8.7832e-05i,0.00051099+0.00012171i,-0.0017112-2.4487e-05i,-0.0036391-0.0011314i,-0.0036026-0.0014569i,-0.0027527-0.0010461i,-0.0015858-0.00039944i,-0.00084415+0.0012978i,-0.00073918+0.0012164i,-0.00079683+5.5252e-06i,-0.00023118-0.00052578i,8.7921e-05+0.00018417i,8.5114e-05+0.00036968i,-8.41e-05+0.00027604i,-0.0006886+0.00081163i,0.00022296+0.00051813i
0.0030813+0.0042827i,0.0038564+0.0053302i,0.0036035+0.0017715i,0.0017029-0.0017216i,-0.0014954-0.0015732i,-0.002629+0.00034948i,-0.0011954+0.0010929i,0.00070061+0.0010255i,0.0021239+0.000476i,0.0024859-0.00075897i,0.0025771-0.0014804i,0.0021727-0.0015817i,0.00080444-0.0010897i,-0.0011634-0.00040439i,-0.0018229-0.0007193i,-0.0016039-0.0009083i,-0.0016639-0.00075476i,-0.0017103-0.00078418i,-0.0014861-0.00051125i,-0.00057824-9.9062e-05i,-0.00012152-0.00062798i,0.00011519-0.0011735i,0.00013785-0.0010038i
0.0029657-0.0013496i,0.0025415-0.0030545i,0.001304-0.0039227i,-0.00029917-0.0035899i,-0.0010343-0.002393i,-0.0014472-0.0017979i,-0.0027124-0.00010531i,-0.0034273+0.0023585i,-0.0021603+0.0027798i,-0.0012991+0.0027088i,-0.0024174+0.0027802i,-0.0027709+0.0022697i,-0.0023236+0.0014591i,-0.0014355+0.001678i,1.7789e-05+0.0024166i,0.00030406+0.0022797i,-0.00017518+0.0011204i,-0.00027018-0.00019741i,-5.9024e-05-0.00086i,1.1664e-05-0.00058073i,-0.00033122-0.00052225i,0.00022695+3.2263e-05i,0.00050955+0.0007809i
-0.0035815-0.0022771i,-0.0043496-0.001439i,-0.0040276-0.00022469i,-0.0022803+0.0012452i,-0.0015926+0.00090758i,-0.001576+0.00023521i,-0.0013673-0.00036691i,-0.00085654-0.00063497i,-0.00012845-0.00094837i,0.00034878-0.0023167i,0.00047776-0.0033762i,0.001204-0.0032558i,0.0023175-0.0026215i,0.0019591-0.0013233i,0.0010692+9.2807e-06i,0.00036862+0.00072193i,-0.00010047+0.00058161i,-0.00023176+0.0001341i,-0.00073074-0.00038906i,-0.0010504+0.00010706i,-0.00077843+0.00049006i,-0.00023704-0.00039075i,-0.0003801-0.00010491i
-0.00080329+0.0014567i,-0.00010452+0.0030202i,0.0012017+0.0015594i,0.0011468-0.0012168i,0.00034372-0.0019313i,0.00023208-0.00037053i,0.00011397+0.00018001i,-9.5366e-05+9.6394e-05i,0.0011445+0.0013487i,0.0029664+0.0029239i,0.0029352+0.0025706i,0.0016735+0.0018586i,0.00027522+0.00072594i,0.00015836+8.4503e-05i,0.0013361+0.00060998i,0.0015514+0.00163i,0.0012045+0.0011566i,0.0007787-0.00028783i,0.00057662-0.0002724i,0.00040972+0.00056109i,-0.00023427+0.00092869i,-0.0004696+0.00061341i,-0.00044477-0.00042815i
0.0022987+0.00042904i,0.0024505-0.0013587i,0.0028833-0.0017183i,0.0020605-0.0019741i,0.00056685-0.0010083i,-0.00068604+0.00066069i,-0.0011401+0.0012061i,-0.0012445+0.001107i,-0.00078482+0.00050005i,-0.00037511-0.0011664i,-0.00058726-0.0032197i,4.1189e-06-0.0034453i,-0.00024871-0.0021042i,-0.00099845-0.00058299i,-0.0011952+0.00035321i,-0.0012985+0.00069119i,-0.00089795+0.0003674i,-0.00023069+0.00021565i,-7.3443e-05+0.00012005i,-0.00010647+0.00014459i,-0.00014402+0.00077742i,-0.00037229+0.0010383i,-0.00031032-0.00033193i
-0.0011415-0.0011174i,-0.0010898-0.0013399i,-0.0014419-0.0024029i,-0.0016912-0.0022359i,-0.0013887-0.002145i,-0.0015636-0.001136i,-0.0013076-0.00023354i,-4.9532e-06-0.00022932i,0.0012654-0.00042282i,0.0024311-0.00060845i,0.0022231-0.00030402i,0.00082519+0.00075668i,-0.00057039+0.0013131i,-0.00071902+0.00069058i,-0.00069826-8.2832e-06i,-0.00049953-0.00021274i,0.00080322-6.5366e-05i,0.0011697+5.9872e-05i,0.0005372-0.00024191i,0.00028572-0.00033052i,0.00078471-0.00014515i,0.0005416+5.1236e-05i,-2.3768e-05-0.00012093i
