-0.0032377+0.00042889i,-0.0020541+0.00019174i,-0.0026382+0.0012835i,-0.0018914+0.0022175i,-0.00043769+0.0035321i,0.00016496+0.0032795i,0.00022938+0.0027787i,0.0002566+0.0025105i,0.00051493+0.0017451i,0.0010837+0.001119i,0.0007277+0.00063149i,-0.00043641-0.00021131i,-0.00071748-0.0010976i,-0.00015841-0.0011579i,-0.00015841-0.0012084i,-0.0010665-0.00072727i,-0.0012373+0.00021229i,-0.00041314+0.00022362i,0.00044756+0.0005207i,0.00071787-0.00027777i,0.00071334-0.0010524i,0.00049167+0.00032875i,0.00075774+0.00059945i
-0.38854-0.18533i,-0.42796-0.29589i,-0.33221-0.27167i,-0.19378-0.16499i,-0.086209-0.1337i,-0.029221-0.19893i,-0.029491-0.26608i,-0.071974-0.22487i,-0.12853-0.10635i,-0.18388+0.0040306i,-0.19106+0.094508i,-0.098031+0.12031i,0.0021198+0.048626i,0.018518-0.021808i,0.005478-0.040539i,-0.00080288-0.042704i,-0.0054527-0.027376i,-0.0063349-0.0057409i,-0.014059-0.004685i,-0.02153-0.017941i,-0.016495-0.026609i,-0.0052685-0.019424i,0.010988-0.0086963i
-0.11469-0.12088i,-0.20072+0.14027i,-0.045479+0.44321i,0.20549+0.46519i,0.33579+0.3414i,0.39836+0.32312i,0.411+0.27867i,0.28464+0.10576i,0.09168-0.032426i,-0.023589-0.039207i,-0.01771+0.0090158i,0.015579+0.0036514i,-0.020122-0.022483i,-0.059974-0.0013228i,-0.05995+0.031497i,-0.058752+0.05699i,-0.050899+0.075411i,-0.026618+0.063574i,-0.0075341+0.031638i,-0.0045065+0.0067439i,-0.0072333+0.0028963i,0.00060102+0.012805i,0.0079805+0.018684i
0.21189+0.51729i,0.34539+0.36236i,0.25275-0.075296i,0.098065-0.27074i,0.16339-0.20404i,0.29499-0.22766i,0.18822-0.25547i,-0.028841-0.10869i,-0.10772+0.098774i,-0.051032+0.20889i,0.013666+0.1877i,0.021975+0.11482i,0.0030946+0.068319i,-0.014565+0.039883i,-0.03434+0.01694i,-0.047074+0.0042067i,-0.047217-0.0097386i,-0.044444-0.027315i,-0.031163-0.038759i,-0.0029345-0.043019i,0.01623-0.040123i,0.014667-0.027511i,0.010106-0.01197i
0.0087192-0.47655i,0.013006-0.47022i,0.038786-0.23971i,0.062101-0.10735i,-0.019432-0.17401i,-0.17526-0.22618i,-0.1888-0.15458i,-0.041097-0.061193i,0.099522-0.035185i,0.14521-0.033953i,0.12202-0.023551i,0.067692-0.019889i,0.0091823-0.016814i,-0.012698+0.0014793i,0.01241+0.016078i,0.044172+0.0018879i,0.046378-0.024627i,0.020512-0.020086i,-0.0062461+0.011613i,-0.020686+0.022128i,-0.02802+0.011877i,-0.021166+0.0088601i,-0.0026057+0.00017471i
-0.0058073-0.027167i,-0.15393-0.075808i,-0.29523-0.01108i,-0.29538+0.09839i,-0.15621+0.12532i,0.011664+0.093059i,0.10375+0.02601i,0.075739-0.045285i,0.00078417-0.055858i,-0.022347-0.033931i,-0.016455-0.022811i,-0.024386-0.0033589i,-0.028557+0.026586i,-0.023669+0.039471i,-0.03296+0.02879i,-0.064882+0.023152i,-0.089816+0.039833i,-0.071238+0.057947i,-0.019232+0.048278i,0.014208+0.019723i,0.017785+0.0073265i,0.01559+0.0061621i,-0.0002624+0.0052447i
-0.37939+0.34687i,-0.335+0.48481i,-0.09885+0.33214i,0.063658+0.089236i,0.072997-0.028425i,0.054321-0.083545i,0.0082197-0.092305i,-0.032452-0.034422i,-0.031367-0.0031342i,-0.036092-0.014653i,-0.031369-0.0067778i,0.0011174+0.0084818i,0.01578+0.014176i,0.0013412+0.025899i,-0.017121+0.05502i,-0.018822+0.097421i,-0.00023134+0.12202i,0.021911+0.09265i,0.016128+0.019788i,-0.013454-0.035078i,-0.024555-0.046993i,-0.017138-0.038798i,-0.0057877-0.01496i
0.56878-0.21266i,0.6473-0.25507i,0.46713-0.1041i,0.27844+0.066702i,0.18179+0.087528i,0.065602+0.044517i,-0.01041+0.049699i,0.014752+0.04719i,0.047913+0.007996i,0.041689-0.0073006i,0.031514+0.0062433i,0.030929+0.011432i,0.039649+0.0093628i,0.05516+0.013332i,0.074721+0.017692i,0.096554+0.0076664i,0.10033-0.011083i,0.064572-0.01539i,0.0054466+0.010401i,-0.037365+0.044844i,-0.051897+0.051987i,-0.0442+0.039277i,-0.016412+0.021886i
-0.26995-0.019525i,-0.3452-0.15902i,-0.36566-0.31718i,-0.33103-0.37366i,-0.25927-0.32075i,-0.19876-0.21419i,-0.1478-0.101i,-0.11927-0.025929i,-0.1173+0.031212i,-0.078282+0.083555i,-0.0072404+0.080821i,0.018961+0.038487i,-0.0031887+0.0099973i,-0.017024-0.0030671i,-0.011711-0.017309i,-0.013704-0.035491i,-0.020903-0.046092i,-0.0063001-0.033796i,0.036854-0.0075805i,0.073543+0.0088802i,0.068488+0.0097301i,0.034941-0.00025829i,0.0014993-0.017809i
-0.23043-0.058593i,-0.28733+0.11279i,-0.14109+0.27653i,-0.035431+0.30179i,-0.086789+0.29812i,-0.058601+0.3223i,0.074332+0.23186i,0.11972+0.093973i,0.084528+0.043633i,0.053281+0.016729i,0.014433-0.01971i,-0.0083176-0.02817i,0.0035109-0.026632i,0.015725-0.031142i,0.015674-0.033777i,0.0040469-0.025734i,-0.015825-0.0069134i,-0.030386-0.0020157i,-0.033118-0.026779i,-0.031284-0.044513i,-0.02601-0.025031i,-0.01776+0.010654i,-0.011996+0.036104i
0.37465+0.28524i,0.43419+0.21888i,0.24406+0.11596i,0.1376+0.14674i,0.2675+0.16489i,0.32508+0.033671i,0.14577-0.067934i,-0.016157-0.051836i,-0.023764-0.04174i,-0.010054-0.057444i,-0.020117-0.028678i,-0.020447+0.014632i,-0.021859+0.031792i,-0.030676+0.033756i,-0.044445+0.029943i,-0.052252+0.026054i,-0.041671+0.021379i,-0.025638+0.018538i,-0.017785+0.018741i,-0.0094211+0.014428i,0.001074+0.0081988i,0.0080366+0.0087749i,0.01488+0.0089371i
-0.1784-0.25374i,-0.089834-0.23521i,0.12463-0.23564i,0.23127-0.3255i,0.16751-0.3668i,0.076692-0.28579i,0.061979-0.15902i,0.0606-0.087843i,0.0020175-0.052192i,-0.042747+0.0097715i,-0.023884+0.0419i,-0.0012064+0.017687i,0.0010713-0.0037039i,0.0079631-0.00071669i,0.025645+0.0078186i,0.045114+0.006447i,0.054269-0.0037739i,0.047197-0.011997i,0.026824-0.0092916i,0.010333+0.00041245i,0.012719+0.0037146i,0.02395-0.0042876i,0.022906-0.014144i
0.018686-0.091663i,-0.16128-0.15915i,-0.34094-0.057305i,-0.37362+0.080884i,-0.32257+0.063444i,-0.26388+0.0082957i,-0.17333+0.015234i,-0.087802+0.035752i,-0.035462+0.054434i,0.0096277+0.056492i,0.03838+0.037198i,0.031708+0.019753i,0.0045499+0.0055717i,-0.019094-0.0054004i,-0.03488-0.0076241i,-0.05589-0.0032039i,-0.073351+0.0034031i,-0.063767+0.0090756i,-0.028967+0.0080429i,0.0013215-0.0053104i,0.0059014-0.020291i,-0.007187-0.019902i,-0.015046-0.0080133i
-0.11878+0.38169i,-0.036345+0.48649i,0.018974+0.34438i,-0.011189+0.19488i,-0.024667+0.21785i,0.046664+0.24354i,0.10039+0.15526i,0.083522+0.060429i,0.045815+0.0066106i,0.005761-0.023452i,-0.024785-0.029521i,-0.029195-0.017826i,-0.025127+0.0086712i,-0.022317+0.034128i,-0.013367+0.04398i,0.0024009+0.05264i,0.012403+0.062802i,0.0089929+0.058384i,0.0010805+0.036495i,-0.0065049+0.013165i,-0.011418+0.0052754i,-0.010714+0.01045i,-0.0078045+0.015855i
0.23606-0.34049i,0.28632-0.36571i,0.35492-0.2066i,0.42947-0.072017i,0.43461-0.07776i,0.31576-0.15002i,0.12909-0.15903i,0.0070175-0.094668i,-0.023806-0.029863i,-0.022133+0.0077045i,-0.013854+0.033018i,0.0032415+0.042611i,0.02594+0.031289i,0.037601+0.016462i,0.031818+0.0090642i,0.023615+0.0026002i,0.025475-0.0060451i,0.032506-0.014236i,0.027759-0.020661i,0.0093937-0.020331i,-0.0014142-0.0069267i,0.0093412+0.0077808i,0.023762+0.0072768i
-0.13111+0.12873i,-0.2139+0.04097i,-0.34445-0.099884i,-0.39252-0.18278i,-0.31842-0.20653i,-0.23086-0.15089i,-0.14482-0.029847i,-0.047705+0.038071i,0.013691+0.041013i,0.049129+0.043407i,0.071467+0.03219i,0.055461+0.0047147i,0.023963-0.0058085i,0.013689-0.00073306i,0.021233+0.00093446i,0.025502-0.0090301i,0.011157-0.022069i,-0.011879-0.024259i,-0.023365-0.011014i,-0.01707+0.0055502i,-0.0030276+0.0041189i,7.2396e-05-0.012748i,-0.0060743-0.018644i
-0.14314-0.045286i,-0.14252+0.056523i,-0.033803+0.13106i,0.0066055+0.14081i,-0.05941+0.14136i,-0.055289+0.1312i,0.027302+0.052742i,0.040584-0.029913i,-0.0013274-0.050729i,-0.021559-0.048514i,-0.019302-0.046584i,-0.013353-0.042938i,-0.016274-0.044529i,-0.021886-0.046315i,-0.02338-0.044817i,-0.028357-0.035342i,-0.030706-0.01604i,-0.020277+0.0057923i,-0.0012162+0.016159i,0.012634+0.0089229i,0.012356-0.0021132i,0.0046078-0.0081343i,-0.0014754-0.01166i
0.23573+0.11813i,0.25224+0.1396i,0.14734+0.20974i,0.096669+0.27222i,0.12491+0.24996i,0.10217+0.14945i,0.017782+0.071523i,-0.027928+0.047917i,-0.024798+0.021445i,-0.0294-0.01627i,-0.042469-0.027874i,-0.034127-0.0013115i,-0.01355+0.035172i,-0.0093363+0.052148i,-0.017048+0.057963i,-0.01395+0.064884i,0.001558+0.067328i,0.014139+0.051216i,0.015082+0.02005i,0.0047217-0.0040798i,-0.012576-0.0088675i,-0.027932+0.0065246i,-0.030698+0.024083i
-0.13355-0.12413i,-0.046453-0.20795i,0.098206-0.35488i,0.15318-0.42785i,0.15471-0.34036i,0.15374-0.18845i,0.11133-0.079874i,0.057434-0.018354i,0.014781+0.0257i,-0.01495+0.072243i,-0.015796+0.095062i,-0.0058699+0.061113i,-0.0033278+0.0099606i,0.0021214-0.012171i,0.010111-0.015956i,0.011292-0.022172i,0.0060764-0.032384i,-0.0014628-0.037112i,-0.012968-0.029273i,-0.019797-0.0091i,-0.010106+0.011547i,0.010636+0.013219i,0.023429+0.0014876i
0.0019277-0.027615i,-0.17619-0.024411i,-0.31624+0.095856i,-0.29281+0.16787i,-0.22296+0.067081i,-0.18795-0.037232i,-0.11336-0.035696i,-0.032254-0.022825i,0.0075769-0.020679i,0.040086-0.014002i,0.06011-0.015798i,0.048199-0.011842i,0.0232-3.5678e-06i,0.0055055+0.010706i,0.0025838+0.016935i,0.0034662+0.01327i,-0.0062734+0.0072592i,-0.015545+0.011315i,-0.0082651+0.018192i,0.0061114+0.01236i,0.011339+0.0044724i,0.0082165+0.0081549i,0.0038413+0.011579i
-0.0065498+0.21792i,0.12634+0.31224i,0.16855+0.24391i,0.069219+0.15394i,0.00077069+0.18354i,0.043824+0.18019i,0.063777+0.076704i,0.015107+0.0095112i,-0.014449+0.00211i,-0.012254-0.0057583i,-0.01611-0.012226i,-0.022148-0.0050737i,-0.017065+0.0070572i,0.00075672+0.0040799i,0.012218-0.013683i,0.0076926-0.020273i,0.0044881-0.013029i,0.0087105-0.0075628i,0.013537-0.0034106i,0.014856+0.0023105i,0.012361-0.0020162i,0.0056308-0.012494i,-0.00323-0.014441i
0.059737-0.2389i,0.040273-0.29413i,0.13102-0.21042i,0.27366-0.11251i,0.28828-0.10768i,0.15532-0.10424i,0.027543-0.049797i,-0.0068098-0.0064793i,-0.011012-0.013185i,-0.034346-0.032526i,-0.038223-0.029087i,-0.013688-0.018177i,0.0016255-0.01661i,-0.013602-0.015001i,-0.036094+0.00078798i,-0.035349+0.021391i,-0.020462+0.030363i,-0.0061664+0.023099i,0.00078968+7.8675e-05i,-0.0028054-0.018514i,-0.0055045-0.014822i,-0.0015105+0.00062866i,0.0055918+0.010411i
-0.025226+0.16456i,-0.02854+0.096927i,-0.15514-0.03023i,-0.26127-0.089444i,-0.18754-0.075237i,-0.044566-0.045419i,0.025167-0.0043839i,0.038206+0.02828i,0.032316+0.047566i,0.024787+0.073797i,0.025348+0.081522i,0.021717+0.05077i,0.0075979+0.018931i,0.001168+0.018507i,0.010947+0.028382i,0.016294+0.022895i,0.0086775+0.0088159i,-0.0052158+0.0012503i,-0.015747+0.0061375i,-0.012484+0.01134i,-0.0032962+0.0066932i,0.0020345-0.0027946i,0.0025181-0.010925i
-0.11337-0.11477i,-0.18948-0.0090569i,-0.12982+0.075287i,-0.051945+0.047771i,-0.092108-0.01391i,-0.12899-0.048505i,-0.074163-0.067877i,-0.027405-0.077307i,-0.026266-0.057363i,-0.013717-0.029389i,0.0037373-0.023208i,-0.0054088-0.016989i,-0.020764+0.0023064i,-0.014362+0.012769i,-0.00089784+0.0047384i,-0.00035198-0.0052773i,-0.00684-0.0039861i,-0.0057392+0.0035785i,0.0029118+0.0060784i,0.0043403+0.00067942i,-0.0013634-0.0026191i,-0.0042468-0.00060526i,-0.0048279+0.0023149i
0.21016+0.14081i,0.30684+0.12641i,0.27233+0.17624i,0.18541+0.27045i,0.1502+0.29605i,0.11445+0.24773i,0.043768+0.1649i,-0.005424+0.096135i,-0.0012891+0.042508i,0.007511-0.0084694i,-0.00086398-0.022939i,0.0071784-0.0040176i,0.031882+0.0045993i,0.040083-0.01071i,0.027342-0.022337i,0.017612-0.014402i,0.017351-0.0050447i,0.015478-0.0046603i,0.010537-0.0077283i,0.0044298-0.0081369i,-0.0043624-0.0046362i,-0.01246+0.00067238i,-0.011577+0.0067928i
-0.18634-0.1308i,-0.18764-0.20714i,-0.10718-0.34137i,-0.012079-0.42393i,0.056373-0.39035i,0.081087-0.30026i,0.057234-0.1844i,0.029603-0.080605i,0.00028431-0.016577i,-0.024405+0.029654i,-0.019319+0.043695i,-0.011663+0.016517i,-0.026056-0.0069729i,-0.049148+0.0004926i,-0.058119+0.01643i,-0.050297+0.017892i,-0.036012+0.012892i,-0.023258+0.011119i,-0.015649+0.0088817i,-0.0088256+0.0067424i,0.00091839+0.0058224i,0.0092702+0.004172i,0.012946-0.00052633i
0.11434+0.055586i,0.014907+0.12583i,-0.07725+0.24136i,-0.10143+0.2759i,-0.11797+0.22251i,-0.11595+0.16664i,-0.062087+0.11805i,-0.011028+0.061196i,0.019364+0.024846i,0.043461+0.0050078i,0.043125-0.007909i,0.023635-0.0066986i,0.012014+0.0043916i,0.024665+0.021174i,0.049284+0.030323i,0.055949+0.022889i,0.042634+0.0097177i,0.028089+0.0032787i,0.020054+0.0037956i,0.015145+0.0036972i,0.011254+0.0041595i,0.0099876+0.0028219i,0.0056042-0.0022476i
-0.070682+0.067097i,0.033949+0.043497i,0.049701-0.02244i,-0.022349-0.044446i,-0.027029-0.041833i,0.023707-0.057222i,0.045264-0.068318i,0.025689-0.055775i,-0.0055075-0.037305i,-0.019126-0.022418i,-0.015414-0.012598i,-0.012116+0.00037988i,-0.0043107+0.0093141i,0.0019779-0.0083964i,-0.011587-0.031882i,-0.02979-0.026816i,-0.034256-0.0067489i,-0.029415-0.00074024i,-0.020069-0.008584i,-0.0094629-0.014633i,-0.0049978-0.014231i,-0.010691-0.010378i,-0.015938-0.001217i
0.065498-0.12779i,0.025169-0.090173i,0.10302-0.0077913i,0.21553+0.044866i,0.19335+0.090551i,0.093452+0.12248i,0.011326+0.093821i,-0.028537+0.049156i,-0.035409+0.01789i,-0.046278-0.0046463i,-0.051368-0.0021583i,-0.024165+0.0018575i,-0.0062181-0.012697i,-0.019051-0.015829i,-0.023887-0.0026006i,-0.0077435+0.0023071i,0.0077469-0.0014457i,0.010375-0.0023131i,0.00074444+0.0017316i,-0.011561+0.0057739i,-0.013796+0.007365i,-0.0036033+0.010305i,0.0083534+0.010904i
-0.03492+0.092645i,-0.037825-0.026862i,-0.14089-0.15637i,-0.20086-0.19385i,-0.092291-0.21923i,0.02642-0.239i,0.046629-0.15871i,0.043086-0.053313i,0.042004+0.0048836i,0.0455+0.042278i,0.052519+0.049008i,0.032653+0.028561i,0.003952+0.023544i,-0.0048339+0.033507i,-0.0045471+0.035227i,-0.0095623+0.025184i,-0.016139+0.014832i,-0.016368+0.015372i,-0.0026941+0.018787i,0.015952+0.011716i,0.019219+0.0009386i,0.01018-0.0036865i,0.003659-0.001937i
-0.072873-0.042822i,-0.094631+0.13819i,-0.020142+0.25785i,0.013368+0.20929i,-0.094337+0.15679i,-0.16829+0.16093i,-0.11241+0.10716i,-0.057261+0.027258i,-0.036437-0.0054101i,-0.017641-0.020119i,-0.0092125-0.031109i,-0.0075041-0.024153i,-0.00013543-0.0081732i,0.01838+0.0051695i,0.039219+0.0087198i,0.041229+0.0067367i,0.03046+0.0041084i,0.026638-0.0045505i,0.021202-0.012913i,0.0092708-0.010049i,0.0040821-0.004424i,0.004824-0.0060993i,0.0013436-0.010791i
0.17898+0.040935i,0.2245-0.12678i,0.14822-0.1773i,0.084315-0.046811i,0.14705+0.035286i,0.19001-0.0033653i,0.12712-0.017001i,0.063128+0.0079768i,0.026913+0.0025843i,-0.0046201-0.0098945i,-0.015291-0.0057982i,-0.0025054-0.0023937i,0.011669-0.01395i,0.0054217-0.036412i,-0.015288-0.045718i,-0.022223-0.032458i,-0.017078-0.014102i,-0.01884-0.0059321i,-0.021862-0.008534i,-0.019635-0.014133i,-0.020427-0.0094606i,-0.020871+0.004593i,-0.011925+0.014522i
-0.22252-0.026666i,-0.22928+0.087288i,-0.11157+0.068609i,-0.02443-0.077434i,-0.056157-0.12032i,-0.085611-0.03934i,-0.050076+0.004123i,-0.019037-0.0039732i,-0.018408+0.011316i,-0.019498+0.042945i,-0.015461+0.052006i,-0.020426+0.035902i,-0.040212+0.026922i,-0.05248+0.039529i,-0.042297+0.049144i,-0.02642+0.037097i,-0.013846+0.018149i,-0.0027782+0.010323i,0.0034629+0.012989i,0.0036767+0.017941i,0.0051338+0.017874i,0.0097922+0.013022i,0.0096605+0.0068892i
0.22944-0.029977i,0.15601-0.13905i,-0.00067744-0.097901i,-0.040939+0.039474i,0.036191+0.041138i,0.066036-0.047145i,0.022353-0.058296i,-0.00023684-0.019957i,0.018839-0.015151i,0.039539-0.031681i,0.044805-0.033398i,0.041543-0.017706i,0.04627-0.0037272i,0.055162-0.003374i,0.049689-0.0091526i,0.028577-0.012543i,0.0037535-0.0076512i,-0.010598+0.0036477i,-0.010356+0.006636i,-0.0017257-0.0028225i,0.0086662-0.012787i,0.012515-0.018851i,0.0093916-0.01847i
-0.23244+0.12445i,-0.13411+0.27016i,0.0051157+0.23687i,-0.021048+0.078634i,-0.13735+0.045388i,-0.13839+0.086904i,-0.046014+0.049978i,-0.0080851-0.0073212i,-0.023002-0.0072504i,-0.024553+0.0081742i,-0.01837+0.0006607i,-0.016853-0.0057631i,-0.016232-0.0013424i,-0.013267+0.002076i,-0.0062653+0.0054261i,0.0035264+0.015342i,0.015777+0.019096i,0.023679+0.0035265i,0.019371-0.009157i,0.0079812-0.0050719i,-0.0028911+0.0015113i,-0.011976+0.0051519i,-0.016321+0.0080662i
0.23993-0.21852i,0.17653-0.3502i,0.087465-0.29435i,0.14433-0.094179i,0.26256+0.0098651i,0.23927+0.0045863i,0.10409+0.028267i,0.026652+0.060013i,0.012607+0.036695i,-0.013039+0.0092894i,-0.028092+0.011861i,-0.015361+0.003817i,-0.010474-0.019369i,-0.023142-0.031045i,-0.031177-0.030124i,-0.025463-0.030905i,-0.019641-0.027575i,-0.019422-0.010172i,-0.015728+0.0037463i,-0.012549+0.0046859i,-0.012267+0.0046414i,-0.0068363+0.0061995i,0.0028758+0.0043302i
-0.22173+0.25889i,-0.19163+0.32471i,-0.15055+0.21794i,-0.19619+0.01743i,-0.25056-0.092933i,-0.18866-0.0803i,-0.057296-0.058369i,0.013802-0.054861i,0.017675-0.02593i,0.025839+0.015594i,0.034254+0.0335i,0.018784+0.040282i,0.0032495+0.055182i,0.0021102+0.0699i,0.0045506+0.073136i,0.003113+0.06627i,0.0038759+0.050033i,0.0076522+0.028846i,0.013637+0.012997i,0.021235+0.0031096i,0.022638-0.00021448i,0.016032+0.0042659i,0.0058745+0.0070992i
0.16608-0.28606i,0.12352-0.30461i,0.081851-0.15677i,0.12908+0.018797i,0.17197+0.071429i,0.10645+0.0266i,-0.0028943-0.0044182i,-0.048495-0.0054596i,-0.03956-0.015626i,-0.029948-0.036432i,-0.020168-0.043581i,-7.7714e-05-0.039577i,0.021291-0.040453i,0.037756-0.046808i,0.042305-0.054535i,0.026353-0.056339i,0.00083264-0.044392i,-0.012531-0.02644i,-0.017944-0.014587i,-0.02379-0.0062591i,-0.018336-0.0032588i,-0.0063192-0.010662i,-0.00038767-0.015981i
-0.094597+0.31097i,-0.045039+0.33196i,-0.0020321+0.19763i,-0.065174+0.058237i,-0.13158+0.036307i,-0.065253+0.058438i,0.038723+0.037145i,0.055075+0.009743i,0.027383+0.016079i,0.019202+0.027447i,0.017255+0.018795i,0.0053614+0.0071212i,-0.013484+0.0039143i,-0.034839+0.0029555i,-0.041299+0.011132i,-0.017658+0.024059i,0.013313+0.021767i,0.02411+0.0068685i,0.020071-0.0037054i,0.015072-0.0087833i,0.0056268-0.008354i,-0.0058319+0.0029312i,-0.0092696+0.015176i
0.029462-0.34545i,-0.0037601-0.39561i,-0.014131-0.29096i,0.07937-0.15538i,0.1725-0.10246i,0.10598-0.080366i,-0.016697-0.015382i,-0.038548+0.036648i,-0.012716+0.032246i,-0.015093+0.021456i,-0.022634+0.025221i,-0.021359+0.017756i,-0.021223+0.0080442i,-0.0156+0.010649i,-0.011415+0.0073447i,-0.025059-0.0043205i,-0.040353-0.0053974i,-0.037798+0.0058209i,-0.02157+0.014929i,-0.0047793+0.016173i,0.0053116+0.012306i,0.0095939+0.0027414i,0.0098341-0.0068624i
-0.0024817+0.35563i,-0.0096083+0.42612i,-0.048778+0.32826i,-0.14041+0.17868i,-0.18881+0.091466i,-0.097595+0.045331i,0.022778-0.011619i,0.045225-0.051999i,0.019629-0.052748i,0.013784-0.041182i,0.019773-0.023851i,0.025127+0.0048647i,0.032542+0.025608i,0.035489+0.03104i,0.03393+0.036173i,0.03724+0.040621i,0.037618+0.033231i,0.02956+0.018357i,0.016814+0.0031433i,0.0018345-0.0091043i,-0.0072217-0.010517i,-0.0078797-0.0011353i,-0.0043351+0.0054764i
-0.037516-0.34095i,-0.019146-0.40614i,0.043736-0.29348i,0.12733-0.14341i,0.14481-0.071234i,0.063319-0.037999i,-0.019885-0.01046i,-0.037267+0.00045048i,-0.031003+0.0081349i,-0.025667+0.017968i,-0.017471+0.0059083i,-0.015015-0.020402i,-0.015155-0.038341i,-0.006958-0.04993i,0.00075754-0.059544i,-0.0052582-0.057267i,-0.015448-0.039741i,-0.018574-0.022958i,-0.017225-0.010911i,-0.011445+0.0031702i,-0.0039237+0.0089367i,-0.00074215+0.0032325i,-0.0013903+0.00023341i
0.093762+0.31254i,0.08681+0.37818i,0.020844+0.2758i,-0.059046+0.16453i,-0.064586+0.13733i,0.0054354+0.10354i,0.042478+0.054202i,0.023703+0.039588i,0.010268+0.03241i,0.0086609+0.017277i,0.0084379+0.01783i,0.013355+0.024358i,0.0050216+0.022177i,-0.021994+0.021841i,-0.039582+0.028318i,-0.025724+0.02884i,-0.00014741+0.01649i,0.014971+0.006633i,0.022971+0.0023953i,0.021796-0.0049356i,0.011319-0.0066205i,0.0022326+6.386e-05i,-0.00061767+0.0041679i
-0.15283-0.29178i,-0.16642-0.37845i,-0.10309-0.31509i,-0.0079393-0.23991i,0.027778-0.23565i,-0.022391-0.19094i,-0.048611-0.096086i,-0.02077-0.039911i,0.0015185-0.015517i,0.010496-9.6873e-05i,0.0049083-0.00053536i,-0.014284-0.00062549i,-0.015644+0.012731i,0.007536+0.024006i,0.0221+0.021305i,0.0063522+0.015751i,-0.01669+0.015538i,-0.027391+0.012127i,-0.026031+0.0037712i,-0.014829-0.0001177i,0.0020726-0.0011865i,0.014518-0.0038229i,0.01622-0.0073675i
0.18818+0.28424i,0.21665+0.3996i,0.14313+0.37119i,0.03448+0.30277i,-0.007448+0.27968i,0.034455+0.21096i,0.055974+0.10269i,0.033223+0.037522i,0.0090666+0.00043535i,-0.012762-0.021928i,-0.010849-0.017746i,0.016328-0.011817i,0.027357-0.018804i,0.015301-0.020093i,0.010345-0.0090823i,0.022096-0.0029451i,0.029251-0.0055604i,0.026041-0.0045938i,0.016137-0.00010364i,-0.0010691+0.00067188i,-0.016454-0.000525i,-0.023574+0.0011567i,-0.022686+0.0040514i
-0.21967-0.24964i,-0.26042-0.37673i,-0.17248-0.35139i,-0.044713-0.27352i,-0.0013285-0.24176i,-0.022658-0.17354i,-0.018818-0.088337i,-0.0070519-0.04914i,-0.0099425-0.012764i,0.0032859+0.024227i,0.0087829+0.024156i,-0.012764+0.0096897i,-0.02672+0.0055905i,-0.018078-0.0030702i,-0.011956-0.019655i,-0.018183-0.023063i,-0.022585-0.0097918i,-0.023624+0.0018709i,-0.018853+0.0061236i,-0.0038768+0.0060939i,0.0096693+0.0021009i,0.014074-0.0018224i,0.011024-0.0011098i
0.25774+0.2016i,0.32284+0.30752i,0.22812+0.28577i,0.093414+0.23463i,0.059461+0.22317i,0.058145+0.15312i,0.011966+0.072572i,-0.017976+0.048129i,-0.014106+0.021805i,-0.018184-0.0027119i,-0.012018+0.0021723i,0.011476+0.0096522i,0.016335+0.0099311i,-0.0024426+0.01689i,-0.018257+0.030574i,-0.016713+0.032722i,-0.0048704+0.019563i,0.012757+0.0062155i,0.026198-0.001251i,0.022692-0.0030024i,0.0088527+0.0015181i,-0.0012342+0.0083877i,-0.00084598+0.0099665i
-0.29855-0.15819i,-0.40508-0.22775i,-0.3195-0.22049i,-0.17249-0.22181i,-0.11435-0.24109i,-0.077035-0.17923i,-0.0080085-0.089458i,0.022651-0.04826i,0.016361-0.017445i,0.02273-0.0011196i,0.018328-0.010615i,-0.0035934-0.01142i,-0.0052294-0.001747i,0.016912-0.00030436i,0.035058-0.0053963i,0.032672-0.0060391i,0.016652-0.00025748i,-0.0044345+0.0018935i,-0.021014-0.0029463i,-0.022658-0.0093168i,-0.011945-0.013907i,0.00034755-0.017047i,0.0039423-0.017253i
0.32301+0.093402i,0.44975+0.14084i,0.36967+0.16507i,0.21474+0.21626i,0.14171+0.25356i,0.086479+0.19531i,0.0096717+0.10766i,-0.017601+0.060248i,-0.011312+0.024824i,-0.024055+0.0069563i,-0.026455+0.0093639i,-0.0080669-0.00072098i,-0.0075922-0.019277i,-0.022805-0.022118i,-0.027228-0.013091i,-0.017996-0.0074027i,-0.0063341-0.0073714i,0.0044494-0.0068462i,0.012325-0.0021281i,0.011983+0.0043209i,0.0047612+0.0088131i,-0.0048776+0.011404i,-0.010351+0.012029i
-0.34172-0.024646i,-0.46615-0.052229i,-0.38002-0.091501i,-0.21421-0.16065i,-0.12094-0.21095i,-0.046557-0.17096i,0.026627-0.10466i,0.035694-0.064296i,0.017443-0.024446i,0.025074+0.0010304i,0.026592+0.0087562i,0.0089133+0.022531i,0.0030284+0.036506i,0.0078222+0.032014i,0.0053067+0.014039i,-0.0020985+0.0020113i,-0.0090331+0.0024511i,-0.016168+0.0086913i,-0.019429+0.011006i,-0.015953+0.007598i,-0.0096921+0.0018351i,-0.0026341-0.0039141i,0.0019909-0.0053249i
