-0.0020988-0.00035189i,-0.0036171-0.00089888i,-0.0046756-0.00053389i,-0.0036379-0.00033941i,-0.0033273+0.00031006i,-0.0026652+0.00089341i,-0.00067907+0.001179i,0.00058583+0.0013959i,0.00090182+0.0011432i,0.00051989+0.00046071i,-2.6456e-06-0.0003598i,-0.00034811-0.00014436i,-0.00090408+0.0006016i,-0.00057899+0.00071943i,-5.9531e-05+0.00052131i,9.1246e-05+0.00012446i,0.00023401-0.00040086i,-0.00015577+8.1792e-05i,-0.00039315+9.0827e-06i,-0.000266-0.00017422i,-0.00030458-0.00038017i,-0.00035697-0.00050492i,-9.2816e-05-0.00057006i
0.0026791-0.0040742i,0.008982-0.0030827i,0.01748+0.0053884i,0.017808+0.022565i,0.0067994+0.031437i,-0.0041191+0.025913i,-0.011895+0.018211i,-0.01631+0.012068i,-0.014481+0.0072183i,-0.010193+0.0034809i,-0.0068916+0.00056651i,-0.0064825-0.0020764i,-0.0065424-0.0035346i,-0.0041625-0.0033352i,-0.001748-0.0021675i,-0.0011263+6.4457e-05i,-0.0012805+0.0019987i,-0.0019873+0.0015792i,-0.0038936-0.00083356i,-0.0040211-0.0042732i,-0.0023423-0.0060044i,-0.0024193-0.0038536i,-0.0023292+0.00024997i
0.00017516-0.00017755i,-0.0044191+0.0008442i,-0.016493-0.0030069i,-0.025859-0.015026i,-0.02264-0.024578i,-0.015255-0.021863i,-0.0080631-0.012163i,-0.0016156-0.00096613i,0.00092872+0.0069533i,0.0022997+0.0083244i,0.0041571+0.0051612i,0.0042286+0.0016298i,0.002951-0.00030899i,0.00087127-0.00088883i,-0.00070745+0.0001339i,-0.00084499+0.0012035i,-0.0010757+0.00076716i,0.00025443-0.00026874i,0.004089-0.0022493i,0.0062048-0.0015723i,0.0056843+0.0017809i,0.0043779+0.0022154i,0.0020319-3.5041e-06i
0.0021409-0.0036451i,0.0047411-0.0069107i,0.014632-0.0071304i,0.023583+0.00239i,0.020576+0.014576i,0.012988+0.020068i,0.0105+0.021015i,0.010801+0.017543i,0.010744+0.011712i,0.0079357+0.0071722i,0.0026455+0.0041823i,-0.0029931+0.0034698i,-0.0063611+0.002812i,-0.0063208+0.0013795i,-0.0049159+0.00052846i,-0.0026708+0.00019481i,-0.00061576+0.00021683i,-0.0017209+0.0018159i,-0.0035467+0.0040183i,-0.0046645+0.0033889i,-0.0036872+0.0014271i,-0.00092233+0.0017195i,0.00034417+0.002561i
0.0027342-3.263e-05i,0.00075684+0.0020303i,-0.0073503+0.003869i,-0.020594+0.0026782i,-0.024754-0.00042557i,-0.018298-0.00088187i,-0.0068957-0.0037231i,0.0051613-0.0084628i,0.0092907-0.0092624i,0.0067373-0.0064604i,0.0040037-0.0051012i,0.0030141-0.0055701i,0.0027061-0.0045081i,0.003365-0.0019266i,0.0041413-0.00011349i,0.0027781-0.0003881i,0.00076926-0.00082282i,-0.0012047-0.0013548i,-0.0018637-0.0041959i,-0.00092829-0.0045879i,-0.0010629-0.0024427i,-0.0015734-0.0018011i,-0.0017703-0.0023301i
-0.00034532-0.0029391i,0.00026317-0.0051509i,0.0043622-0.0098926i,0.013407-0.010966i,0.019465-0.004346i,0.019945+0.0013757i,0.018328-0.00029447i,0.011487-0.0063802i,0.0036527-0.010302i,0.00051154-0.0077595i,-0.00012572-0.0022608i,-0.00013854+0.0021317i,-0.00080278+0.0042216i,-0.0011787+0.0046408i,0.00041192+0.0043159i,0.0016593+0.0027433i,0.0014639+0.0012886i,0.0023378+0.0025657i,0.0038141+0.0050731i,0.0025254+0.0069279i,0.00081527+0.0061175i,0.0010999+0.0034006i,0.0017721+0.0013515i
0.0017225+0.00010598i,0.0018543+0.0014543i,0.0016429+0.0077464i,-0.0038636+0.014004i,-0.0092039+0.011642i,-0.0089849+0.0059414i,-0.0084486-0.0010266i,-0.009267-0.0072776i,-0.009935-0.0079957i,-0.0096351-0.0051899i,-0.0081896-0.0023767i,-0.0063025-0.0019901i,-0.0050677-0.0029338i,-0.0033204-0.0035991i,-0.00093741-0.0033901i,-0.00014425-0.0030355i,-0.00058413-0.0017461i,-0.0012977-0.00049297i,-0.0037593-0.0012464i,-0.0048945-0.0023499i,-0.0027422-0.0020103i,-0.0012846-0.00038276i,-0.0019497+0.00074748i
-0.00021731+0.00049617i,-0.002154-0.0011454i,-0.0034958-0.0077897i,0.0007463-0.014974i,0.0063749-0.01576i,0.0070589-0.013061i,0.0043583-0.0089533i,-0.00061766-0.002852i,-0.005777+0.0010332i,-0.0067228+0.0018545i,-0.0040458+0.00078521i,-0.0017218-0.00072478i,-0.00077658-0.0018408i,0.0005817-0.0020236i,0.0004024-0.0019503i,-0.0010302-0.0018033i,-7.7872e-05-0.0013919i,0.0014069-0.0011643i,0.004151-0.00050549i,0.0066079+0.00058752i,0.0044195+0.00046019i,0.0018454-0.00024951i,0.0011255-0.0007011i
0.0019847-0.00064962i,0.001709-0.00069763i,0.0028095+0.0023402i,0.0017097+0.0079752i,-0.0022796+0.0091162i,-0.005145+0.0075744i,-0.005553+0.0086371i,-0.003983+0.0095704i,-0.0012997+0.0091019i,0.00088747+0.0076288i,0.0021275+0.0044136i,0.0010549+0.001686i,-0.0013694+0.00048334i,-0.0036998-0.0014135i,-0.0050657-0.0032627i,-0.005157-0.0020714i,-0.0041128+0.0011952i,-0.0030173+0.0038045i,-0.0024359+0.0050211i,-0.0019496+0.0049074i,-0.00085308+0.0039583i,0.0010181+0.003947i,0.0013706+0.0031295i
6.2031e-05-0.00029537i,-0.0016567-0.00013678i,-0.0049004-0.0020075i,-0.0091631-0.0049991i,-0.0096091-0.0059601i,-0.0070263-0.0044934i,-0.0012249-0.001912i,0.0057998+0.0015415i,0.0070359+0.0035296i,0.0046886+0.0039463i,0.0026437+0.0020917i,0.00028807-0.00041461i,-0.0017364-0.0006175i,-0.0007397+0.00096775i,0.0018058+0.0011897i,0.0019765+0.00064589i,0.00086384-0.00011507i,0.00033087-0.0024877i,0.00048088-0.0053412i,0.00067533-0.0066445i,7.2146e-05-0.0047703i,-0.00098865-0.0018106i,-0.00052577-0.0010021i
-0.0031949+0.00013925i,-0.0029812-0.00067374i,0.00030317-0.0013808i,0.0045988+0.0024717i,0.0050076+0.0088565i,0.004653+0.011766i,0.0063456+0.0092845i,0.0070797+0.0027707i,0.0063432-0.0019552i,0.0048081-0.00046247i,0.0030357+0.0016275i,0.0020658+0.0017028i,0.0017562+0.0026095i,0.00086762+0.004522i,0.00085802+0.0051795i,0.0010087+0.0037246i,0.00081048+0.0025671i,0.0013236+0.0035367i,0.0019294+0.0040523i,0.0014136+0.0030274i,0.0011736+0.0016601i,0.0019558+0.0014376i,0.0020568+0.0015555i
-0.0022326-0.0024271i,-0.0032474-0.001525i,-0.0048968-0.0006625i,-0.0075333+0.00085837i,-0.0076074+0.0017407i,-0.0037153+0.0023118i,0.00039294-0.0012307i,0.0017216-0.0069772i,8.3599e-06-0.0079914i,-0.0018834-0.004625i,-0.0032651-0.00031864i,-0.0033492+0.0018519i,-0.0030984+0.0017971i,-0.0013641+0.00073366i,0.0012627+0.00039747i,0.0017098-0.00043133i,0.00051381-0.001365i,-0.0012504-0.0011985i,-0.0023838-0.0016661i,-0.0029689-0.0010789i,-0.0025291+0.00077828i,-0.0014826+0.0019426i,-0.0017365+0.0013386i
0.00063628+0.0018089i,0.0010598-0.00017243i,0.0022276-0.00054458i,0.005757-0.0002022i,0.0088954+0.00052198i,0.008866-0.00032015i,0.0065181-0.0012471i,0.0018151-0.0022251i,-0.0035713-0.0047251i,-0.0051317-0.0055725i,-0.0041043-0.0054581i,-0.0025118-0.0051172i,-0.00085402-0.0039494i,-0.00064023-0.0033114i,-0.0013442-0.002444i,-0.00096591-0.0012224i,0.00053563-0.001006i,0.0018127-0.0014069i,0.0019386-0.0011768i,0.0020361-0.00092481i,0.0017884-0.0022503i,0.00051788-0.0034455i,-0.00053771-0.0024528i
0.0005789+0.001319i,0.0015909+0.0018148i,0.0011453+0.0033165i,-0.00077913+0.0030018i,-0.0011568+0.00082363i,-8.8335e-05-0.0013845i,-0.0011572-0.0019636i,-0.0037442-0.00048186i,-0.0050593+0.00058509i,-0.0034697-6.9366e-05i,-0.00044514-0.0003274i,0.00028818+0.00051236i,-0.00020038+0.00080906i,-0.00058699-0.00094907i,-0.0011236-0.0036447i,-0.00177-0.0033437i,-0.0018903-0.00056372i,-0.0026926+0.0010621i,-0.0042556+0.0018372i,-0.0038601+0.0028481i,-0.001774+0.002829i,0.00051589+0.0021753i,0.0015382+0.0013335i
-0.0025168+0.00051833i,-0.0034902+0.00025237i,-0.0033373-0.00060132i,-0.0017835-0.0034612i,-0.0014797-0.0043425i,-0.0014879-0.0044325i,0.00051024-0.0035333i,0.0013185+0.0010927i,-0.00018211+0.0051188i,-0.0010853+0.0057918i,-0.0013208+0.0028899i,-0.0022128-0.00043112i,-0.0024153-0.001008i,-0.00231-0.00026203i,-0.0019912+0.00013378i,-0.0019385+0.00011436i,-0.0021171-0.00042081i,-0.0018485-0.00076708i,-0.0012743-0.0002356i,-0.001046+0.00035357i,-0.0021939+0.00020898i,-0.0028967+0.00018783i,-0.0017494+0.00020762i
0.00058226-0.0016349i,0.00087252-0.0015495i,0.00083655-0.00012868i,-0.00061947+0.0020659i,-0.0034444+0.0021966i,-0.0051327+0.0025075i,-0.0029624+0.0037793i,0.00060164+0.0036069i,0.0023258+0.003595i,0.0019549+0.0044653i,0.0031362+0.0035352i,0.0039418+0.0012549i,0.0020286+5.2281e-05i,0.00038961+0.00010901i,0.00031003+0.00064433i,0.00073+0.0010726i,-8.9711e-05+0.0013596i,-0.00062947+0.0020334i,0.00077611+0.0030124i,0.0024613+0.0026833i,0.0037799+0.0010821i,0.0037117+0.00013764i,0.0014676+0.00054684i
0.001468-2.1869e-05i,0.00074501+0.0016828i,-0.00089708+0.00049611i,-0.0021852-0.00059609i,-0.0027829+0.0004793i,-0.0039278+0.0029358i,-0.0015694+0.0030636i,0.0031734-4.5823e-05i,0.0038535-0.0014071i,0.0018376+0.001401i,-0.00030827+0.0040329i,-0.0021069+0.003646i,-0.0025841+0.0026154i,-0.0024124+0.0026444i,-0.0012037+0.0033089i,-0.00034196+0.0035396i,-0.0017147+0.0029371i,-0.0021132+0.0027039i,-0.00081668+0.0022192i,-0.00089741+0.0021968i,-0.0015482+0.0025663i,-0.0010526+0.0019384i,-0.00055862+0.00056994i
0.00044983+0.001805i,0.0014824+0.0010651i,0.002739+0.0022174i,0.002494+0.0024972i,0.0011143+0.0036441i,0.0020913+0.0047143i,0.0035045+0.0026319i,0.0026879-0.0011263i,0.0013638-0.0031682i,0.0011679-0.0030193i,0.00054336-0.0023938i,-8.7491e-05-0.0023263i,-8.9839e-05-0.0021102i,-0.00012622-0.0020387i,-0.00099695-0.0031919i,-0.0018997-0.0025236i,-0.00050445-0.00077921i,0.0020157-0.00043427i,0.0036986-0.0020693i,0.0033219-0.0047008i,0.0016392-0.0060115i,0.00017463-0.0055901i,-0.00030721-0.0041371i
-0.0011328+0.00091924i,-0.0016158+0.00048821i,-0.00098706+0.0020927i,-0.00024897+0.0029421i,0.0023739+0.0036337i,0.0037563+0.003694i,0.0028392+0.0015591i,0.0014235-0.0017945i,-0.00054414-0.0040143i,-0.0013715-0.0039244i,-0.0013669-0.0019373i,-0.0010957+0.000496i,0.0001124+0.001637i,0.0013363+0.0011716i,0.0015192+0.00055116i,0.0011237+0.0012305i,0.0015087+0.0017112i,0.0024333+0.00059688i,0.0018557-0.00010584i,0.0015545+0.00097378i,0.0026324+0.0019416i,0.0030612+0.0016823i,0.0023406+0.00022007i
0.00071208+0.0015328i,0.0019142+0.0018528i,0.0033021+0.0027053i,0.0034623+0.00084598i,0.0029138-0.0020661i,0.003668-0.0039638i,0.0032433-0.002722i,0.00034955-0.00079492i,-0.0023581-0.0001983i,-0.0035369-0.00059805i,-0.003836-0.002894i,-0.0030626-0.0050612i,-0.0021005-0.0049356i,-0.0015542-0.0036258i,-0.00068393-0.0021079i,-0.00036328-0.0019022i,-0.00013046-0.0032679i,-0.0011005-0.0045202i,-0.0032714-0.004854i,-0.0049436-0.0037698i,-0.005184-0.0019123i,-0.0043181-0.00031662i,-0.0034825+0.0011281i
-0.004733-0.00098131i,-0.0050019+3.1273e-05i,-0.0047842-0.00030783i,-0.0032176-0.0012691i,-0.0012536-0.0018586i,0.00029564-0.0023821i,0.00040575-0.0015912i,0.00079524-0.00088679i,0.0003128-0.00027333i,-0.00072427+0.001318i,0.0012001+0.0022151i,0.0032285+0.0010023i,0.0026022+3.1652e-05i,0.0015897+0.00056631i,0.0018736+0.0012805i,0.0024699+0.00082654i,0.00094362+0.00056387i,-0.0020869+0.0010609i,-0.0028829+0.0018622i,-0.00068768+0.0025423i,0.0014632+0.0021684i,0.0016562+0.00065357i,0.00072741+6.3353e-05i
0.00054357-0.0019163i,-1.6575e-05-0.0022547i,-0.0017274-0.0030113i,-0.0022623-0.002532i,-0.0034412-0.0023865i,-0.0049875-0.0023217i,-0.0026702-0.00076076i,0.0010562+0.0003359i,0.0010542+0.00094167i,-0.00091064+0.0032405i,-0.0020797+0.0053557i,-0.0026665+0.003892i,-0.0028621+0.0013284i,-0.0037131-0.00015655i,-0.004668-0.00095795i,-0.0038056-0.00038154i,-0.0039862+0.00061302i,-0.0057285+0.0016249i,-0.0053149+0.0031754i,-0.0030748+0.0048257i,-0.0018192+0.0049225i,-0.0015941+0.0040364i,-0.00086723+0.0039608i
0.0051671+0.0014087i,0.0048829+0.0011086i,0.0050912-0.00037898i,0.0020378-0.00087427i,-0.0021658+0.00091985i,-0.0035347+0.0026927i,-0.0018296+0.001403i,0.00011025-0.00051497i,0.00096289-2.0218e-05i,0.0014606+0.0020903i,0.00079191+0.002081i,0.00010024+0.0007065i,0.0010695+0.00027451i,0.0023061-0.00067469i,0.0019667-0.0025413i,0.00084965-0.0026782i,0.00050176-0.0012864i,0.00056728+0.00020726i,0.0015094+0.00078394i,0.0024472-0.000362i,0.002059-0.0022056i,0.00086175-0.0028217i,-0.000443-0.002199i
-0.0018044-0.00026061i,-0.0024205+0.00038513i,-0.0028635+0.0014926i,-0.003272+0.0021421i,-0.0025636+0.0039681i,-0.0011265+0.0063783i,0.00037744+0.0047675i,0.0008198+0.00094006i,0.00022416-0.00034053i,0.00021625+2.8398e-05i,-0.00014279+0.00066888i,-0.00074605+0.00081567i,-0.0018946+0.0020871i,-0.0027705+0.0035292i,-0.0019562+0.0038518i,-0.0019809+0.0039389i,-0.0021104+0.0037915i,0.00079076+0.0042599i,0.004113+0.003706i,0.0051605+0.0027739i,0.0042884+0.0026154i,0.0029306+0.0019888i,0.003003+0.00012936i
0.0027349-0.0012752i,0.0025784-0.0008555i,0.001036-0.0010449i,0.001654-0.0010003i,0.0025438+0.00030891i,0.0026706+0.0025039i,0.0028874+0.0033816i,0.0027585+0.00082731i,0.0021436-0.0023052i,0.001608-0.0049272i,0.00070001-0.0066492i,-0.00026952-0.0063908i,-0.0008231-0.0042484i,-0.001415-0.0018596i,-0.00056501-0.00089605i,0.00083019-0.00075223i,0.0017304-0.0003425i,0.0025766-0.00069421i,0.0021435-0.0025153i,-2.5344e-06-0.0033252i,-0.0019218-0.0023136i,-0.0026783-0.0010036i,-0.0031584-0.00038214i
-0.00025045-0.0015353i,0.00050981-0.0013667i,0.0016915-0.0019688i,0.0025984-0.0018293i,0.0043507-0.00066384i,0.0043886-0.00072456i,0.0036871-0.0015783i,0.0032079-0.0015208i,0.00092724-0.0021525i,-0.00081397-0.0037442i,0.0005271-0.0040861i,0.0019343-0.0033911i,0.0016827-0.0026185i,0.00071015-0.00036816i,-0.0004344+0.0023349i,3.3872e-05+0.0021994i,0.0010439+0.00081327i,0.0012057-5.7846e-06i,0.0010189-0.0011675i,0.0010079-0.0019708i,0.0013712-0.0019092i,0.00083506-0.0021381i,4.7201e-05-0.0027667i
-0.00063362-0.0023859i,-0.0003526-0.0018288i,-0.002183-0.0013201i,-0.0032778-0.0014094i,-0.0024429-0.0019671i,-0.0010837-0.0022961i,0.00075225-0.0023765i,0.0014602-0.0026384i,0.00026861-0.0021712i,-0.0016667-0.00028579i,-0.0025698+0.0016634i,-0.0019741+0.0018384i,-0.0011058-0.00024343i,-0.0016728-0.003534i,-0.0024514-0.0055135i,-0.0019591-0.0055988i,-0.0008128-0.0055683i,-0.0019692-0.0046805i,-0.0051062-0.0021659i,-0.0058743+0.00013196i,-0.0040929+0.00090572i,-0.0025999+0.001692i,-0.0017637+0.0029929i
0.0014917+0.001105i,0.00068182+0.001323i,0.00069916+0.0014607i,0.00042639+0.00053517i,-0.0023245-0.00071092i,-0.0032083-0.00092172i,-0.0019236-0.0012064i,-0.00078617-0.0012946i,-0.0015575+0.001043i,-0.0031828+0.0033576i,-0.0030535+0.0037015i,-0.0028102+0.0029424i,-0.0011016+0.0024468i,0.0014095+0.0018319i,0.002881-0.00052024i,0.0030204-0.0012173i,0.001119-0.00027909i,-0.00065046-0.00055779i,-0.0016373-0.0012742i,-0.0014397-0.0018534i,-0.00078636-0.0015652i,-0.0005962-0.001194i,-0.00079732-0.0012023i
-0.0031394+0.0029041i,-0.0036148+0.0017211i,-0.0037494+0.0034992i,-0.002483+0.0039575i,-0.0017515+0.0026314i,-0.0017544+0.0017502i,-0.0011587+0.00087501i,-0.0013523-0.00071944i,-0.0031878-0.0010158i,-0.0033054+0.0016475i,-0.0017038+0.0032653i,-0.0017217+0.0028092i,-0.0026595+0.0035722i,-0.0022866+0.0042403i,-0.0026725+0.0028281i,-0.0038127+0.00089502i,-0.0046171+0.00087587i,-0.0045605+0.0022471i,-0.0029181+0.0036183i,0.00020361+0.0045687i,0.001326+0.0042514i,0.0012932+0.0026303i,0.002065+0.0013122i
-0.0020863+0.0022857i,-0.0024302+0.0016836i,-0.0020397+0.0027065i,-0.0018686+0.0023706i,-0.00099364+0.0026542i,-0.00062499+0.0034037i,-0.00087999+0.0030951i,0.00044812+0.0025029i,0.0017022+0.0016128i,0.0026536+0.00029482i,0.0030866-0.00083776i,0.0012154-0.0017672i,-0.0010842-0.0015948i,-0.0012995-0.000964i,0.00016108-0.00014553i,0.0011112+0.0014795i,0.00072283+0.0031485i,0.00089748+0.0039169i,0.0015643+0.0034347i,0.0005873+0.0017846i,-0.0018137+0.00010543i,-0.0027753-0.00025214i,-0.0022128-0.00024471i
0.00025516+0.00036087i,-2.3737e-05+0.0013832i,0.0002414+0.0031413i,0.00020997+0.0034736i,0.00019845+0.0037723i,0.0014856+0.0043209i,0.0026495+0.002595i,0.0026076+0.00082677i,0.0016899-0.0008109i,0.0023553-0.0018235i,0.0033798-0.0019341i,0.0037458-0.0029546i,0.0029488-0.0029464i,-0.00030446-0.0003744i,-0.0024628+0.0026723i,-0.0021602+0.0038632i,-0.0015118+0.003864i,-0.00057718+0.0046991i,0.0014387+0.0037151i,0.0031993+0.0010025i,0.0036156-0.00032908i,0.0030335-0.00051914i,0.0017946-0.00092473i
-0.00044022-0.0028491i,-0.0014613-0.003696i,-0.00092064-0.0034573i,-0.00067668-0.0029106i,-0.00062466-0.0021286i,0.0016959-0.00015125i,0.0041466+0.00055141i,0.005073-0.0013805i,0.0042701-0.0027948i,0.002414-0.0026514i,0.00085562-0.0012915i,0.00069262+0.00038013i,0.0016487-0.0011322i,0.001089-0.0045324i,0.0010419-0.0060901i,0.002785-0.0048402i,0.0043759-0.0034254i,0.0050842-0.0028805i,0.0034796-0.0013363i,0.00097621+0.00020572i,-0.0006276+0.00073642i,-0.0012657+0.00085934i,-0.0015818+0.00045637i
-0.0028349+0.0021252i,-0.0035405+0.0019313i,-0.0027857+0.0037151i,-0.00064452+0.0036013i,0.00061817+0.0018587i,0.001653-0.00081098i,0.0017651-0.0025071i,0.00094869-0.0029443i,-0.0010045-0.0021368i,-0.0031151+0.00031005i,-0.003748+0.0023571i,-0.0027043+0.0030841i,-0.00042697+0.00327i,0.0025462+0.0028241i,0.0041907+0.0019328i,0.0037743+0.0010488i,0.0030082-0.0004379i,0.0019422-0.0016142i,0.00083887-0.002702i,0.00048188-0.0029416i,0.00023935-0.0019092i,-0.00035129-0.0011285i,-0.00088326-0.00099049i
-0.0049697+0.011856i,-0.0071841+0.013515i,-0.0055461+0.017687i,-0.00071866+0.012237i,0.0025961+0.004482i,0.0023481-8.7259e-05i,-0.00063768-0.0022562i,-0.00088681-0.0025358i,-0.0010319-0.00075086i,-0.0021601+0.0014821i,-0.0016057+0.0021272i,-0.0014481+0.0017956i,-0.0028962+0.0027385i,-0.0037557+0.0031291i,-0.0022309+0.001171i,-0.001576-0.0017288i,-0.0022109-0.0029886i,-0.002696-0.0034079i,-0.0019186-0.0028756i,-0.00013058-0.0010392i,0.001004+0.00056352i,0.0012116+0.0009907i,0.0012019+0.0011884i
0.0021055-0.0044793i,0.0039216-0.0062602i,0.0027138-0.0076445i,0.00076962-0.0057437i,-0.0014951-0.0040671i,-0.003061-0.0022324i,-0.0024903-0.00058499i,-0.0017717-0.00054593i,-0.0027163-0.00027653i,-0.0028415+0.0018261i,-0.0015275+0.0021539i,-0.00059368-0.00013884i,-0.0020552-0.0018408i,-0.0030262-0.0014789i,-0.0018582-0.00016044i,-0.0016564+0.0013648i,-0.0028056+0.0023286i,-0.003119+0.0025808i,-0.0024187+0.0023249i,-0.001885+0.00069468i,-0.00095606-0.00023786i,-0.00085534-7.0818e-05i,-0.0010847-0.00048786i
-0.00025379-0.0030608i,0.0011406-0.002932i,-0.00040531-0.0031016i,-0.0031112-0.0013799i,-0.0049634+0.00071723i,-0.0049791+0.0024435i,-0.0024931+0.003796i,-0.00025282+0.0032144i,-0.00025669+0.0010285i,-2.7976e-05-0.0005774i,0.001597-0.0010197i,0.0028306-0.001729i,0.0022435-0.0021929i,-0.00035082-0.0010418i,-0.003534+0.0003997i,-0.0047195+0.0013118i,-0.0051436+0.002053i,-0.0056095+0.0020258i,-0.0034848+0.0012858i,-0.000822+0.00063634i,-2.5955e-05-0.00015645i,-0.00050352-0.00031201i,5.9966e-05+0.000492i
-0.00046553-0.0045276i,8.5649e-05-0.0037044i,-0.00037401-0.0034477i,-0.00041676-0.00049346i,-0.00077244+0.0027768i,-5.2489e-06+0.0047074i,0.003012+0.003975i,0.0036836+0.0018276i,0.0028988+0.00052781i,0.0029242-0.00017867i,0.0032043-0.00037622i,0.0039958-0.00056624i,0.0033503-0.0019378i,0.0019032-0.0035878i,0.0024553-0.0036804i,0.0031134-0.0013877i,0.0029198+0.00071106i,0.0021859+0.0023382i,0.00075196+0.0028595i,-0.00077033+0.0016156i,-0.00098183+0.00083436i,-0.00024381+0.00054217i,-0.00026132+0.0001249i
0.00096003+0.0011033i,0.0016281+0.00047206i,0.0029477-0.00069281i,0.0034366-0.00084225i,0.0026739-0.00097953i,0.0031066-0.00046172i,0.0040509+0.00044149i,0.004128-0.00019272i,0.0037316-0.0010098i,0.0015525-0.00064706i,-0.00069609-0.00077607i,-0.00096743-0.00077503i,-6.66e-06+0.00024244i,0.001201+0.0032378i,0.0017639+0.005126i,0.0015559+0.0040156i,0.0017494+0.0034025i,0.0021462+0.0030069i,0.0015073+0.0010625i,-0.00022272-0.0009534i,-0.0010834-0.00071955i,-0.00058655+0.00027605i,0.00056912+0.00050276i
0.00031481+0.0013532i,0.00056204+0.0016212i,0.00043535+3.4552e-05i,0.00013462-0.0021231i,-1.994e-06-0.0020529i,0.00036269-0.0026294i,0.0021237-0.003217i,0.0034048-0.0031353i,0.0020939-0.0031874i,-0.00055337-0.0026184i,-0.0019585-0.0020182i,-0.0030631-0.0016929i,-0.0052546-0.0010281i,-0.0056302-0.00053019i,-0.0037991-0.001323i,-0.0023891-0.0020035i,-0.0011044-0.0025024i,0.00083237-0.0028942i,0.0023575-0.0018605i,0.0024766+6.8503e-05i,0.0019609+0.0011841i,0.0019937+0.0015538i,0.0012573+0.0011236i
0.00056654-0.00010451i,0.0013287+4.2512e-05i,0.0017251+0.00023532i,0.00052159+0.00098246i,-0.0020751+0.00097648i,-0.0022504+0.00054538i,-0.00051278-0.00070059i,-0.0013254-0.0026286i,-0.0038826-0.003185i,-0.0043366-0.0011344i,-0.0037992+0.00059151i,-0.0036372-0.00054758i,-0.0030765-0.0018937i,-0.0017251-0.0014542i,-0.0012283-0.0016172i,-0.001659-0.0022233i,-0.00082342-0.0016066i,0.0001006-0.00085763i,0.00054215+0.0003917i,8.7088e-05+0.0014708i,-0.00028729+0.0009803i,0.00014609-2.0122e-05i,-0.000229-0.00034944i
0.0017497-0.0003712i,0.0011929-0.0013575i,0.0011726-0.0017899i,-3.8366e-05-0.0013065i,-0.0017497-0.0014104i,-0.0019251-0.00133i,-0.0016549-0.00076517i,-0.0024243-0.00046134i,-0.0030686-0.00021198i,-0.0029615+0.0011111i,-0.0017574+0.0023151i,-0.00041881+0.0013866i,-0.00060353-0.00019777i,-0.001587-6.2948e-05i,-0.0028334+0.0006577i,-0.0033589-0.00056218i,-0.0038893-0.0020431i,-0.0041561-0.0020749i,-0.002579-0.0013796i,-0.00099391-0.0011959i,-0.00017979-0.0020615i,-0.00029683-0.0019793i,-0.00082108-0.00057459i
-0.0010135-0.00027996i,-0.00063426+0.0015744i,-0.00057323+0.0013259i,0.00013001+0.0011577i,-4.1763e-05+0.0021462i,-0.00023803+0.0030547i,0.00076484+0.0033447i,0.0016888+0.002404i,0.0019022+0.0019433i,0.0020305+0.002333i,0.0025864+0.0026383i,0.0030385+0.0018937i,0.0035945+0.00041362i,0.0042357-0.00096309i,0.0039039-0.0014458i,0.0018025-0.00090817i,-2.1987e-05+0.00021976i,-0.00046542+0.0015315i,-0.00081481+0.0018685i,-0.0013323+0.00079266i,-0.00081522+0.0004164i,-8.7282e-05+0.00010937i,0.00027213-0.00055226i
-0.00149+0.00028826i,-0.00099865+4.6915e-05i,-0.001268-0.0014865i,-0.0012047-0.0014169i,-0.00019194+0.00092884i,0.00091666+0.0021925i,0.0022133+0.0016601i,0.0035785+0.00088523i,0.0035287+0.00014106i,0.001932+0.00041005i,0.00031662+0.0012095i,-0.00065461+0.0023399i,-0.00095356+0.0026793i,-0.00051427+0.0033157i,0.00057969+0.0042534i,0.001669+0.0039472i,0.0012174+0.0037287i,-0.0004135+0.0032926i,-0.0014297+0.001748i,-0.0016475-0.00055779i,-0.0017009-0.001065i,-0.0013452-8.9363e-05i,-0.00076931+0.00023248i
5.9369e-05-0.0017267i,-0.00024668-0.0021434i,-0.0015046-0.0020426i,-0.0015507-0.0015844i,-0.0015127-0.0010444i,-0.0011127+2.7339e-05i,0.0013203+0.0004563i,0.0030529-0.0012823i,0.0031213-0.0026058i,0.0013855-0.0027161i,-0.0012611-0.0030679i,-0.00346-0.0031445i,-0.0043334-0.0029619i,-0.0038988-0.0026354i,-0.002984-0.0012495i,-0.0020708-0.00024113i,-0.0010418+0.00015674i,0.0007689+0.00092118i,0.0016274+0.00043602i,0.00017518+7.9062e-05i,-0.00037089+0.00045599i,-4.8459e-06+0.00174i,8.7393e-05+0.0016268i
0.0011247-0.0030043i,0.00068084-0.002206i,-0.00075201-0.00088108i,-0.0017395+0.00017011i,-0.0013134+0.00074188i,-6.0042e-05+0.0010945i,0.0023557+0.00048235i,0.003037-0.0013553i,0.0012129-0.0027291i,-0.0014801-0.0013157i,-0.0022288+0.00014153i,-0.0015949-0.00043279i,-0.0012571-0.00078677i,-0.0010438-0.0010587i,-0.00075951-0.0017684i,0.00031778-0.0023025i,0.00099151-0.0015513i,0.00090355+0.00023803i,0.0006844+0.0014412i,0.00017368+0.0016729i,-0.00053089+0.0018022i,-0.00067559+0.0018176i,-0.00059743+0.00070637i
