-0.0021904+6.7555e-06i,-0.0020668+4.3503e-05i,-0.0031552+0.00022474i,-0.0039086+0.0003436i,-0.0036169+0.00098636i,-0.0020775+0.0013872i,-0.00079604+0.001359i,0.00045032+0.00091405i,0.00088647+0.00037384i,0.00085992+1.2033e-05i,0.00043451-0.00073715i,-0.0002511-0.00044499i,5.8988e-05-0.0001815i,9.6871e-05-0.00033079i,0.00035136+0.00067664i,0.00030682+0.00040922i,0.00011739-0.00022958i,0.00016018-2.2472e-05i,-0.00013392+0.00015375i,-0.00073458+0.00043437i,-0.00025062+0.00031541i,0.0002691-4.2577e-05i,-0.00011565-0.00041629i
0.15372-0.16141i,0.26264-0.28732i,0.22804-0.32197i,0.074165-0.12147i,-0.015808+0.14783i,-0.019668+0.20532i,-0.046268+0.11173i,-0.074899+0.066435i,-0.059139+0.071976i,-0.036681+0.054942i,-0.025906+0.022177i,-0.01569+0.0032702i,-0.0044268-0.00079306i,0.0050842-0.0038528i,0.01267+0.00047332i,0.025614+0.022517i,0.037663+0.037096i,0.030097+0.02407i,0.0059872+0.0080494i,-0.0060825+0.009695i,0.0037896+0.018686i,0.019951+0.01927i,0.024896+0.0091359i
-0.077661-0.12649i,-0.17873-0.024571i,-0.12202+0.081483i,0.087307+0.063706i,0.23481-0.04108i,0.22216-0.080574i,0.1492-0.036481i,0.10223-0.0054346i,0.060599-0.008254i,0.021524-0.0030208i,0.0049865+0.0060392i,0.00082048+0.0052384i,-0.0023981+0.010201i,-0.0046864+0.023443i,0.0010508+0.02793i,0.016218+0.010544i,0.022344-0.01204i,0.015244-0.010035i,0.01114+0.0088541i,0.0077905+0.013927i,-0.0028262+0.0016135i,-0.013474-0.0090962i,-0.017178-0.010802i
0.035121+0.085103i,0.15721+0.075456i,0.19954+0.024383i,0.085714-0.039427i,-0.05587-0.064715i,-0.101-0.051958i,-0.064972-0.054234i,-0.025449-0.063109i,0.0071377-0.055355i,0.028187-0.047973i,0.020602-0.038002i,0.016267-0.015631i,0.03301-0.0063954i,0.049613-0.014963i,0.053702-0.022626i,0.039299-0.027756i,0.012977-0.030546i,-0.0071174-0.029283i,-0.0087975-0.02466i,0.0035938-0.013128i,0.01439+0.0043361i,0.017243+0.018403i,0.01602+0.023368i
-0.17889+0.10199i,-0.3625+0.023677i,-0.48875-0.043228i,-0.40847-0.029967i,-0.2169-0.0055286i,-0.094266-0.00692i,-0.053524+0.018172i,-0.025681+0.030937i,-0.0094254+0.003287i,-0.012242-0.012337i,-0.010349-0.0018401i,-0.0062734-0.0020442i,-0.021478-0.021457i,-0.051958-0.036532i,-0.075282-0.038203i,-0.07857-0.028628i,-0.062642-0.010594i,-0.035548+0.0033401i,-0.020707-0.00077497i,-0.02557-0.016409i,-0.028804-0.029377i,-0.024297-0.03542i,-0.017632-0.031256i
0.32278-0.029007i,0.45215+0.042471i,0.44569+0.11176i,0.26048+0.11099i,0.040142+0.11104i,-0.048972+0.11856i,-0.03254+0.080138i,-0.015202+0.044653i,-0.017695+0.049298i,-0.013645+0.047476i,-0.002633+0.015769i,-0.0034268-0.0068139i,-0.006857+0.0087517i,0.0056496+0.033379i,0.016635+0.046037i,0.019781+0.060863i,0.030819+0.065015i,0.037929+0.041764i,0.02775+0.021913i,0.014152+0.025949i,0.0060396+0.036121i,0.0016259+0.042376i,0.0016528+0.040085i
-0.13103-0.2836i,-0.13666-0.41716i,0.0060701-0.41929i,0.18523-0.26341i,0.2915-0.11449i,0.27719-0.060832i,0.17039-0.054664i,0.078304-0.039184i,0.045428-0.02651i,0.023932-0.021759i,-0.008404-0.0063989i,-0.025146+0.015629i,-0.012239+0.022735i,0.0055806+0.0093521i,0.018246-0.0052249i,0.034897-0.019423i,0.035365-0.037001i,0.012789-0.033318i,0.0017663-0.012977i,0.011761-0.0073409i,0.017977-0.012268i,0.01887-0.01254i,0.019832-0.012163i
-0.18233+0.41643i,-0.24413+0.67598i,-0.29559+0.63253i,-0.27284+0.30697i,-0.22751-0.012899i,-0.20406-0.13488i,-0.14025-0.090705i,-0.059497-0.041026i,-0.020012-0.031486i,0.00048808-0.020676i,0.028219-0.0039392i,0.051557+0.0060806i,0.053216+0.0050497i,0.039902+0.0081305i,0.027305+0.010189i,0.0065485-0.0047458i,-0.020256-0.01406i,-0.02639-0.009183i,-0.019192-0.010298i,-0.020494-0.014488i,-0.01995-0.013733i,-0.017393-0.016743i,-0.022512-0.017211i
0.25857-0.30753i,0.38518-0.49736i,0.32245-0.43099i,0.13948-0.16916i,0.014456+0.067923i,-0.0052444+0.15203i,0.0058601+0.1168i,0.011516+0.061075i,0.011511+0.028297i,0.0039449+0.0057863i,-0.0082147-0.019014i,-0.016708-0.047773i,-0.023816-0.067767i,-0.033256-0.070925i,-0.043692-0.059037i,-0.047532-0.026977i,-0.031041+0.0040306i,-0.010371+0.011701i,-0.007321+0.010593i,-0.011426+0.015806i,-0.012509+0.01591i,-0.013973+0.0094791i,-0.013478+0.0057104i
-0.22129+0.043033i,-0.38348-0.12222i,-0.32426-0.28302i,-0.12132-0.32857i,0.0078273-0.25454i,0.035195-0.13605i,0.019749-0.062714i,0.0010396-0.029497i,-0.0082391-0.0023254i,-0.013154+0.022652i,-0.011187+0.038994i,-0.014034+0.049546i,-0.024244+0.063621i,-0.026906+0.074811i,-0.016452+0.077167i,0.0048483+0.070166i,0.018621+0.051904i,0.01984+0.034685i,0.021251+0.02532i,0.024341+0.017003i,0.02157+0.014297i,0.019345+0.02404i,0.024524+0.031628i
0.2353+0.34012i,0.31686+0.57139i,0.2055+0.61087i,0.023123+0.45532i,-0.036367+0.2609i,0.0039016+0.12301i,0.040349+0.051048i,0.036685+0.012564i,0.023272-0.0044127i,0.022012-0.019138i,0.012293-0.035318i,0.0022097-0.023393i,0.016838-0.0031365i,0.041202-0.0048132i,0.053597-0.018811i,0.05207-0.037374i,0.038816-0.05352i,0.015049-0.05906i,-0.0052522-0.050392i,-0.010866-0.033766i,-0.0065498-0.019806i,0.0041758-0.015158i,0.014945-0.022323i
-0.23975-0.55317i,-0.21546-0.4736i,-0.064332-0.18995i,0.075754+0.067255i,0.10184+0.10383i,0.034176+0.010165i,-0.024291-0.032403i,-0.011377-0.017729i,0.021205-0.026466i,0.0080565-0.04338i,-0.014455-0.023041i,-0.0027389-0.0050659i,0.0059205-0.021538i,-0.016897-0.036495i,-0.042373-0.030285i,-0.052145-0.019578i,-0.054143-0.0082862i,-0.052555+0.011116i,-0.04487+0.023348i,-0.032269+0.013764i,-0.018126-0.0049847i,-0.015981-0.018585i,-0.028544-0.01309i
-0.10496+0.092331i,-0.1777-0.0089224i,-0.16643-0.24768i,-0.10458-0.36353i,-0.049174-0.23925i,-0.011903-0.069903i,-0.0018494-0.0022974i,0.00024153-0.0057397i,-0.0086049-0.017585i,-0.0084386+0.0068844i,0.02353+0.016493i,0.034112-0.019776i,0.010481-0.036653i,-0.0017512-0.024019i,-0.0061546-0.0094428i,-0.010262+0.013779i,0.008192+0.033906i,0.040943+0.028079i,0.048664+0.010866i,0.02309+0.01015i,-0.01123+0.020088i,-0.02948+0.025992i,-0.021543+0.023939i
0.56829+0.36867i,0.65535+0.20779i,0.44591+0.083803i,0.18823-0.0026455i,0.046055-0.080937i,-0.011582-0.10038i,-0.025613-0.081359i,-0.052051-0.044459i,-0.059863+0.024023i,-0.016359+0.048214i,-0.0035969+0.023241i,-0.026346+0.038007i,-0.021027+0.070886i,0.0049549+0.067881i,0.029649+0.049589i,0.047718+0.031571i,0.046906+0.008181i,0.027353-0.014728i,0.014867-0.023785i,0.025052-0.021041i,0.036912-0.011491i,0.035981+0.0079019i,0.029287+0.022503i
-0.40131-0.14323i,-0.38479-0.13101i,-0.19176-0.03673i,-0.02872+0.024184i,-0.01737+0.019518i,-0.063256+0.046278i,-0.055892+0.11732i,0.00778+0.13447i,0.052281+0.072841i,0.020939+0.0076746i,-0.022632+0.0094799i,-0.0032818+0.030796i,0.034362+0.012222i,0.036041-0.01232i,0.017909-0.030902i,0.00023952-0.052168i,-0.01515-0.06017i,-0.029678-0.047895i,-0.043664-0.033075i,-0.055-0.02667i,-0.051242-0.020098i,-0.027078-0.020577i,-0.004976-0.030958i
-0.29177-0.17479i,-0.42367+0.081958i,-0.43841+0.15707i,-0.37598+0.10667i,-0.26308+0.093508i,-0.11351+0.081784i,0.018469+0.032129i,0.081426-0.030584i,0.057683-0.075265i,0.012198-0.062921i,0.015049-0.043204i,0.02475-0.062333i,0.0042025-0.075926i,-0.026397-0.056735i,-0.049465-0.011909i,-0.054589+0.033609i,-0.049079+0.055468i,-0.037983+0.063841i,-0.020322+0.070429i,0.002716+0.070656i,0.026648+0.052036i,0.023642+0.020273i,-0.0052953+0.009352i
0.64333-0.17722i,0.7086-0.31195i,0.5508-0.28092i,0.33341-0.069574i,0.24833+0.14796i,0.22598+0.15566i,0.11586-0.0048621i,-0.012928-0.086561i,-0.03138-0.044874i,0.013697-0.013965i,0.016719-0.029i,-0.019142-0.033197i,-0.039847-0.007765i,-0.02293+0.014202i,0.011628+0.01232i,0.034391+0.0036092i,0.044072+0.0049279i,0.052059+0.0012674i,0.056308-0.013749i,0.044225-0.027518i,0.011183-0.030175i,-0.012501-0.013906i,0.00067264+0.0036814i
-0.29763+0.42591i,-0.33596+0.19225i,-0.23003+0.00090379i,0.062247-0.11499i,0.28761-0.28588i,0.23319-0.33828i,0.07416-0.16604i,0.014904-0.010753i,0.01408+0.0086198i,-0.0022853-0.0094804i,-0.018479+0.012141i,-0.020661+0.057606i,-0.012057+0.082103i,0.0044518+0.073445i,0.018459+0.046406i,0.026809+0.011716i,0.027135-0.024871i,0.011209-0.047305i,-0.01086-0.049655i,-0.022844-0.041541i,-0.023514-0.023525i,-0.016151-0.0018437i,-0.0068891+0.004087i
-0.29087+0.23934i,-0.10476+0.513i,0.013238+0.54075i,-0.12886+0.26495i,-0.41008-0.035061i,-0.49361-0.11233i,-0.28458-0.044153i,-0.068005-0.011012i,-0.0058727-0.00286i,-0.0080578+0.01632i,-0.0040471+0.0089633i,0.01739-0.014643i,0.036832-0.044575i,0.021896-0.073808i,-0.012364-0.079305i,-0.037028-0.064493i,-0.045414-0.0418i,-0.04051-0.013906i,-0.037588+0.0090763i,-0.044421+0.021182i,-0.043599+0.025067i,-0.02452+0.014181i,-0.0099273-0.0082592i
0.3133-0.9798i,0.1571-1.0615i,0.025102-0.85157i,-0.054166-0.36071i,-0.065453+0.19075i,-0.050407+0.42712i,-0.064034+0.32649i,-0.060282+0.16016i,-0.033135+0.047261i,-0.02026-0.0060618i,-0.010337-0.0066666i,0.0090136+0.00040091i,0.014115-0.0037029i,-0.013463-0.00042281i,-0.049364+0.026524i,-0.056195+0.069575i,-0.031167+0.087593i,-0.0059501+0.062577i,0.0026856+0.032421i,0.014761+0.031604i,0.035987+0.038003i,0.035306+0.028256i,0.009262+0.027989i
0.22698+0.37967i,0.11529+0.35879i,0.12378+0.20238i,0.31779-0.073656i,0.49451-0.29404i,0.47713-0.33293i,0.29408-0.23975i,0.10918-0.09612i,0.034884+0.01313i,0.033401+0.035357i,0.038826+0.012573i,0.033637-0.0065097i,0.031838-0.0019507i,0.057903+0.014725i,0.091545+0.01242i,0.095659-0.0085136i,0.064606-0.022512i,0.025782-0.014279i,0.015603+0.0033814i,0.027142+0.0014836i,0.021625-0.011629i,0.0084466-0.0096169i,0.015338-0.0068319i
-0.27183+0.68123i,0.0011381+0.54129i,0.014182+0.30422i,-0.18284+0.11789i,-0.31072-0.036408i,-0.23743-0.11715i,-0.041405-0.12303i,0.079389-0.12689i,0.077461-0.10866i,0.045613-0.071382i,0.010674-0.050053i,-0.024805-0.025171i,-0.050408-0.0097378i,-0.071553-0.0067649i,-0.063268-0.0046561i,-0.02418-0.021692i,0.0028097-0.041735i,0.0091626-0.039996i,0.0018526-0.036715i,-0.013396-0.045835i,-0.01518-0.053793i,-0.0070567-0.050955i,-0.0093487-0.026878i
-0.26086-0.60287i,-0.17788-0.63258i,-0.12367-0.53274i,-0.20318-0.21295i,-0.26997+0.17349i,-0.28037+0.29495i,-0.27618+0.20517i,-0.19474+0.10678i,-0.10201+0.022024i,-0.089904-0.017362i,-0.084317-0.0083854i,-0.055818-0.0071136i,-0.038742-0.0065494i,-0.023565+0.0070189i,-0.020589+0.020885i,-0.028486+0.037491i,-0.010335+0.044656i,0.022936+0.025552i,0.023573+0.0020811i,-0.014865+0.014294i,-0.051539+0.045041i,-0.05447+0.047985i,-0.030822+0.017992i
0.27648-0.40041i,-0.16093-0.2295i,-0.37952+0.034493i,-0.12319+0.16798i,0.29777+0.13031i,0.46075+0.069326i,0.35237+0.043561i,0.19011+0.016276i,0.087449-0.0030398i,0.053645-0.0040658i,0.04035+0.0070498i,0.031387+0.034597i,0.047912+0.044693i,0.064944+0.00070771i,0.057369-0.052563i,0.04096-0.075148i,0.015024-0.088257i,-0.030643-0.079365i,-0.052697-0.034679i,-0.021035-0.0056626i,0.0093276-0.0069294i,0.0037196+0.0061291i,-0.0007207+0.034593i
0.33618+0.58034i,0.55935+0.56713i,0.69041+0.38527i,0.53263-0.0097822i,0.10926-0.43311i,-0.21444-0.56924i,-0.25156-0.40324i,-0.12469-0.17194i,0.02463-0.041013i,0.099756-0.017336i,0.092748-0.028097i,0.072786-0.024807i,0.06223-0.022837i,0.029705-0.018404i,-0.015779+0.0049898i,-0.043232+0.035513i,-0.044707+0.064763i,-0.018205+0.077694i,0.0058779+0.057959i,-0.010952+0.024807i,-0.03851+0.0039229i,-0.034594-0.0087513i,-0.019191-0.026805i
-0.75539-0.032033i,-0.64007-0.2616i,-0.49221-0.313i,-0.2937+0.035996i,-0.023033+0.47774i,0.19471+0.60447i,0.24356+0.39148i,0.13707+0.12501i,-0.0021283-0.00090299i,-0.065104-0.020855i,-0.063179-0.015593i,-0.067785-0.013833i,-0.10203+0.014912i,-0.11838+0.060623i,-0.097072+0.078658i,-0.053439+0.064169i,-0.0078302+0.026259i,0.0088968-0.0073096i,-0.0079367-0.008426i,-0.033731+0.016614i,-0.041077+0.043323i,-0.030494+0.046299i,-0.022302+0.040732i
-0.048906-0.36554i,-0.082977+0.058383i,-0.0067002+0.24633i,0.051216-0.022557i,-0.038066-0.40759i,-0.31052-0.55733i,-0.5414-0.3434i,-0.4413-0.010548i,-0.16245+0.07858i,-0.036963-0.036237i,-0.046026-0.084758i,0.0020807-0.028466i,0.10128-0.020461i,0.11942-0.065287i,0.073855-0.054225i,0.046498-7.1167e-05i,0.035596+0.023463i,0.026913+0.0017229i,0.031869-0.03159i,0.047617-0.044706i,0.035501-0.028702i,-0.0087917+0.01733i,-0.028411+0.068461i
0.91348+7.9564i,3.5759+6.6953i,6.4752+5.7547i,6.9045+3.2482i,5.7128+0.47782i,3.3759-1.7159i,0.41485-1.8497i,-1.163-0.49363i,-0.71333+0.49093i,0.51952+0.24172i,1.0409-0.76358i,0.64145-1.3653i,0.16511-1.0944i,-0.00669-0.4585i,0.073691-0.088831i,0.16406-0.039521i,0.036011-0.0063567i,-0.13537+0.22327i,-0.089806+0.49762i,0.030714+0.58858i,0.044406+0.59468i,0.027406+0.66455i,0.11228+0.7248i
-0.37606+0.11765i,-0.38185+0.026252i,-0.3389-0.10911i,-0.31565-0.057973i,-0.2532+0.12876i,-0.14832+0.21717i,-0.035385+0.20384i,0.061064+0.1974i,0.10044+0.18525i,0.070132+0.1257i,0.019877+0.053846i,-0.00053105-0.0027556i,0.0039685-0.027634i,0.022892-0.020129i,0.046236-0.025118i,0.042411-0.038689i,0.026289-0.025094i,0.031247-0.011304i,0.029041-0.024688i,-0.012417-0.029486i,-0.055107+0.0046174i,-0.07065+0.036778i,-0.072299+0.040891i
-0.15345-0.36269i,-0.083578-0.26472i,-0.053723-0.19981i,-0.068461-0.21635i,-0.088748-0.22428i,-0.16377-0.14437i,-0.16841+0.030604i,-0.024461+0.12363i,0.048912+0.044112i,-0.014699+0.0025452i,-0.039596+0.044485i,-0.01036+0.040231i,-0.0129+0.00019692i,-0.024263-0.010822i,-0.015008+0.0064808i,-0.004265+0.037839i,0.0097634+0.06128i,0.021625+0.049786i,0.026335+0.0239i,0.054015+0.0049569i,0.08685-0.021138i,0.08035-0.035456i,0.062473-0.015347i
0.69496+0.055979i,0.88181-0.0052905i,0.86579-0.075931i,0.6591-0.07072i,0.50348+0.013018i,0.48553-0.011661i,0.37332-0.12479i,0.20215-0.12236i,0.13467-0.039051i,0.11411-0.0097889i,0.09194-0.028795i,0.059084-0.064283i,0.010705-0.062793i,0.004636-0.009927i,0.053327+0.029458i,0.094015+0.025409i,0.087787+0.0039608i,0.056245-0.017252i,0.023137-0.026226i,-0.0057172-0.0082479i,-0.014372+0.015101i,-0.0041911+0.010058i,0.00012532-0.015694i
-0.10165+0.26518i,-0.076533+0.01549i,-0.2155-0.18643i,-0.3809-0.032909i,-0.33635+0.25771i,-0.14244+0.3482i,0.01261+0.29041i,0.082417+0.23562i,0.07692+0.18177i,0.034252+0.14684i,0.035293+0.10463i,0.040397+0.017076i,-0.0046041-0.038631i,-0.044457-0.036675i,-0.061371-0.032007i,-0.084963-0.026173i,-0.097026+0.00033721i,-0.066771+0.032687i,-0.01613+0.027372i,0.0082967-0.020184i,0.00911-0.061596i,0.0075747-0.075426i,0.0026531-0.063129i
-0.19693-0.18614i,-0.25192+0.18416i,-0.12104+0.48871i,0.023152+0.43376i,0.01298+0.21888i,-0.12532+0.074894i,-0.23673+0.014253i,-0.20182-0.0044135i,-0.10295-0.04467i,-0.068275-0.06588i,-0.046414-0.0075086i,0.0040089+0.050337i,0.0098816+0.05806i,-0.02268+0.052484i,-0.047039+0.03445i,-0.055957+0.011605i,-0.029021+0.00043328i,0.019357-0.002734i,0.050469+0.014171i,0.067423+0.038377i,0.066884+0.031434i,0.040185+0.0028444i,0.012434-0.01388i
0.60896-0.16806i,0.60113-0.23719i,0.53272-0.16859i,0.49171-0.057134i,0.52128-0.052437i,0.53503-0.2127i,0.37656-0.37899i,0.15242-0.35995i,0.052431-0.23902i,0.026579-0.16927i,-0.0020177-0.11551i,-0.0087265-0.050536i,0.012739-0.014881i,0.049434-0.014533i,0.079128-0.022959i,0.083746-0.029608i,0.052587-0.03362i,-0.0029319-0.025049i,-0.029278-0.015289i,-0.015366-0.022935i,0.00025711-0.026798i,0.011137-0.0047814i,0.024737+0.017198i
-0.22004+0.63847i,-0.19976+0.52971i,-0.31104+0.37773i,-0.395+0.39009i,-0.35222+0.45987i,-0.18736+0.47391i,0.017485+0.37929i,0.083501+0.21071i,0.032845+0.121i,0.0086535+0.11731i,0.013811+0.099699i,0.005395+0.053307i,-0.0093199+0.0045611i,-0.030337-0.032569i,-0.055757-0.059072i,-0.07265-0.07309i,-0.074921-0.055349i,-0.053503-0.015588i,-0.030404+0.0078412i,-0.028482+0.014055i,-0.025013+0.016068i,-0.012287+0.0076385i,-0.0045748-0.0071111i
-0.54351-0.19227i,-0.49682+0.048672i,-0.33501+0.22858i,-0.2116+0.26275i,-0.14938+0.19165i,-0.1627+0.1031i,-0.21306+0.074311i,-0.19058+0.08651i,-0.12353+0.061767i,-0.074119+0.032443i,-0.029933+0.021727i,-0.003551+0.0095993i,-0.0038505+0.018748i,-0.0022254+0.054663i,0.0027769+0.087611i,0.011983+0.11567i,0.044692+0.11328i,0.067405+0.059085i,0.053011+0.017215i,0.047757+0.012816i,0.057307-0.0085441i,0.034594-0.038508i,-0.0052993-0.030319i
0.598-0.49567i,0.38481-0.49294i,0.23738-0.36786i,0.18696-0.32839i,0.14798-0.33283i,0.12819-0.29561i,0.10275-0.24519i,0.061253-0.20066i,0.046406-0.14962i,0.050556-0.11406i,0.035374-0.08056i,0.028271-0.029068i,0.053729+0.0031103i,0.076207-0.0094689i,0.072552-0.039904i,0.0419-0.062063i,-0.0063511-0.059793i,-0.035208-0.029513i,-0.024277-0.00042037i,-0.0013343+0.011829i,0.0096802+0.025614i,0.025034+0.030644i,0.035645+0.0071816i
0.15944+0.60944i,0.067732+0.34002i,-0.15116+0.15001i,-0.20196+0.14509i,-0.1041+0.11204i,-0.014282+0.070473i,0.060846+0.074268i,0.074258+0.052004i,0.020184+0.042645i,-0.02093+0.070419i,-0.040686+0.082368i,-0.065426+0.07356i,-0.076189+0.056091i,-0.070541+0.025447i,-0.070933-0.0093751i,-0.079503-0.030148i,-0.076734-0.020564i,-0.048101+0.0027164i,-0.022161-0.007388i,-0.029478-0.040811i,-0.042679-0.055108i,-0.038963-0.046574i,-0.028888-0.028555i
-0.7771+0.084434i,-0.44658+0.28795i,-0.12072+0.28846i,-0.085338+0.22039i,-0.16348+0.20011i,-0.19856+0.13844i,-0.21779+0.04074i,-0.21787-0.0052757i,-0.18328-0.003841i,-0.11732+0.0090765i,-0.049302+0.00025738i,-0.022477-0.021658i,-0.030416-0.014602i,-0.029687+0.02085i,-0.012835+0.04833i,0.0056635+0.054831i,0.02119+0.043561i,0.026499+0.020505i,0.023761+0.015272i,0.031048+0.030869i,0.043689+0.03389i,0.03762+0.021374i,0.017186+0.0057302i
0.27585-0.83735i,0.071648-0.73793i,0.004953-0.53177i,0.040063-0.41301i,0.10272-0.32507i,0.16193-0.22129i,0.16899-0.12586i,0.13244-0.082598i,0.076044-0.10352i,0.019387-0.11516i,0.0057389-0.0975i,0.020711-0.093764i,0.027476-0.096552i,0.035049-0.093872i,0.05039-0.087368i,0.059364-0.074296i,0.048166-0.056159i,0.019042-0.030864i,0.0011197-0.0083942i,0.00099747-0.00078079i,-0.004156+0.0038555i,-0.0039541+0.015472i,0.013508+0.02276i
0.69378+0.61727i,0.53176+0.38896i,0.24359+0.25841i,0.10017+0.17896i,0.010497+0.062851i,-0.072762+0.01848i,-0.091647+0.022088i,-0.076646+0.031184i,-0.022661+0.056354i,0.029669+0.056758i,0.026938+0.062913i,0.028246+0.083229i,0.038848+0.063004i,0.0096522+0.030892i,-0.04071+0.017667i,-0.085429+0.0094355i,-0.10683+0.014415i,-0.082028+0.025301i,-0.043047+0.019715i,-0.027823+0.008811i,-0.017854+0.0037879i,-0.008787-0.009832i,-0.013674-0.022461i
-0.79773+0.39189i,-0.49441+0.41466i,-0.18553+0.30507i,-0.0089873+0.26775i,0.095878+0.23322i,0.11518+0.1142i,0.077153+0.014643i,0.034269-0.024869i,-0.0041596-0.011365i,0.0029957+0.022415i,0.026167+0.015487i,0.0085903+0.00461i,-0.0084528+0.031183i,0.0065297+0.059974i,0.033502+0.070156i,0.066418+0.064757i,0.089889+0.03807i,0.07912+0.0027175i,0.04582-0.015717i,0.020582-0.022096i,0.008871-0.028944i,0.00097508-0.027479i,-0.0052009-0.016502i
-0.13377-0.96789i,-0.17417-0.65171i,-0.048309-0.32959i,0.0055937-0.18456i,-0.022456-0.076488i,-0.03408+0.0086981i,-0.046131+0.0389i,-0.031531+0.033203i,-0.007561-0.013132i,-0.020739-0.046118i,-0.024809-0.03723i,-0.0049597-0.032255i,0.0095414-0.046379i,0.010331-0.067715i,0.0017992-0.080908i,-0.0092168-0.074718i,-0.017376-0.053276i,-0.016589-0.024005i,-0.001972+0.00016756i,0.01516+0.014657i,0.021341+0.026896i,0.02299+0.031742i,0.024473+0.022501i
0.93371+0.21372i,0.58787-0.0034411i,0.15623-0.0073103i,-0.015059+0.018159i,-0.054707-0.058644i,-0.052194-0.10173i,-0.0053081-0.094823i,-0.0015404-0.06704i,-0.022346-0.0040887i,-0.006758+0.042031i,0.0010655+0.044356i,-0.021151+0.036092i,-0.038271+0.031913i,-0.039048+0.025694i,-0.041576+0.017531i,-0.05363+0.014496i,-0.059449+0.0163i,-0.048811+0.014091i,-0.035179+0.0048838i,-0.027356-0.0019379i,-0.022247-0.0054292i,-0.016564-0.0054857i,-0.0060571+0.0033003i
-0.446+0.91187i,-0.098127+0.71511i,0.061157+0.37051i,0.019758+0.22964i,-0.0022044+0.23048i,0.0027771+0.20301i,-0.004309+0.15773i,-0.018446+0.11153i,-0.032859+0.070705i,-0.026549+0.042574i,-0.0064837+0.014689i,0.011009-0.0024514i,0.018039+0.0066311i,0.023997+0.037739i,0.039643+0.067021i,0.055739+0.073812i,0.062135+0.06028i,0.053304+0.03409i,0.030828+0.015663i,0.014279+0.011964i,0.012213+0.0086541i,0.005015-0.001737i,-0.015962-0.012506i
-0.66043-0.85011i,-0.6451-0.5465i,-0.41614-0.30312i,-0.22027-0.19964i,-0.087549-0.1222i,-0.019212-0.073753i,-0.03332-0.040754i,-0.042339-0.0090313i,-0.020096-0.01355i,-0.01012-0.03501i,-0.01738-0.042551i,-0.026517-0.038131i,-0.02225-0.039918i,-0.016169-0.062188i,-0.018225-0.086789i,-0.017553-0.095644i,-0.016763-0.085073i,-0.016572-0.051287i,-0.0096351-0.020483i,-0.0081298-0.013401i,-0.014414-0.012504i,-0.0069784-0.0092811i,0.011232-0.0088067i
0.99785-0.28415i,0.70126-0.27389i,0.40249-0.1012i,0.22132-0.049941i,0.038818-0.08742i,-0.045918-0.071637i,-0.027267-0.071617i,-0.028052-0.080783i,-0.037422-0.050415i,-0.018207-0.0057477i,0.018291+0.025004i,0.04305+0.01878i,0.028458-0.0059526i,-0.00015131-0.008775i,-0.01857+0.0080985i,-0.03464+0.029693i,-0.04196+0.045583i,-0.031405+0.042427i,-0.0066202+0.027796i,0.019022+0.019783i,0.028341+0.017363i,0.017962+0.017471i,0.0026736+0.01928i
-0.13019+0.99792i,0.013505+0.76913i,0.032022+0.48105i,0.058427+0.3295i,0.10863+0.18667i,0.082665+0.060711i,0.052029+0.018973i,0.044205-0.0029899i,0.030938-0.011377i,0.027714-0.0048273i,0.019162-0.00027203i,0.0081939+0.019272i,0.017382+0.046573i,0.033397+0.063196i,0.043694+0.060492i,0.050928+0.037701i,0.048533+0.007582i,0.028962-0.011282i,0.0011185-0.010239i,-0.015458-0.010524i,-0.017387-0.022038i,-0.014375-0.030312i,-0.010091-0.031104i
-0.77956-0.39147i,-0.57579-0.24973i,-0.31748-0.19077i,-0.19489-0.10295i,-0.079045+0.046012i,0.033198+0.089263i,0.035831+0.048993i,0.0068791+0.03218i,0.0022993+0.021381i,-0.010342+0.007559i,-0.022498-0.0077188i,-0.026775-0.025089i,-0.023627-0.035762i,-0.019265-0.049527i,-0.022035-0.060749i,-0.018999-0.051324i,-0.0017688-0.031585i,0.018105-0.019795i,0.018912-0.012341i,0.0083133+0.0070922i,0.013018+0.02728i,0.022422+0.029217i,0.018336+0.023578i
0.59647-0.48944i,0.29784-0.35863i,0.097222-0.13003i,0.029611-0.077317i,-0.063907-0.092395i,-0.094783-0.026214i,-0.029998+0.033501i,0.00789+0.040379i,0.0029325+0.032505i,-0.00045904+0.019804i,0.0013624+0.019076i,-0.00064916+0.027782i,-0.013322+0.029432i,-0.027219+0.030009i,-0.032033+0.028666i,-0.044835+0.025196i,-0.063869+0.034366i,-0.054043+0.046282i,-0.018395+0.031005i,-0.0019171+0.0010837i,-0.016148-0.013417i,-0.026807-0.01315i,-0.019347-0.013272i
0.25896+0.65227i,0.35061+0.38915i,0.28329+0.14277i,0.16897+0.08719i,0.090745+0.057361i,-0.0060815+0.001795i,-0.081839-0.019217i,-0.095253-0.019499i,-0.075723-0.0097377i,-0.040958+0.00038578i,-0.01314-0.0076699i,-0.0013579-0.016678i,0.010048-0.010064i,0.028512+0.0031286i,0.048793+0.010802i,0.070142+0.0033263i,0.074672-0.023367i,0.040703-0.040234i,0.0087288-0.025434i,0.019227-0.01281i,0.042731-0.018985i,0.04473-0.019743i,0.029703-0.011386i
