-0.0015718-0.0013915i,-0.001784-0.0016887i,-0.0023577-0.00085664i,-0.0024729-1.409e-05i,-0.0026947+0.0010286i,-0.0026483+0.0021951i,-0.0017879+0.0019996i,-0.00052892+0.0014615i,0.00043037+0.00080166i,0.0012519+0.00050226i,0.0017907+0.00069105i,0.0015709-0.00025601i,0.00067584-0.0013617i,-0.00017497-0.00097517i,-5.6223e-05-7.5132e-05i,0.00072589-0.00014336i,0.00045084+7.9691e-05i,-0.0008409+0.00031185i,-0.0011403+0.00048046i,-0.00090744+0.00088916i,-0.00084505+0.0008998i,-0.00029298+0.00051123i,-0.00013445+0.00025935i
-0.0041082-0.0051719i,-0.01348-0.012313i,-0.015107-0.026019i,-0.0014582-0.033928i,0.011103-0.024363i,0.011319-0.010816i,0.0071611-0.00090199i,0.0043105+0.0025766i,0.0036978+0.00053905i,0.0047917-0.0012239i,0.0045697-0.0015984i,0.0013471-0.00058564i,-0.0014377+0.0014584i,-0.0015553+0.0026i,-0.00053147+0.0013698i,-0.0011869-0.00029721i,-0.0006451-0.00062026i,0.0033568-0.0013093i,0.0078777-0.0040388i,0.010417-0.0070097i,0.0081405-0.006902i,0.0033716-0.0046163i,-0.0006806-0.0020139i
0.003424+0.0032943i,0.0069947+0.011726i,0.0012398+0.025927i,-0.015011+0.030935i,-0.022554+0.020562i,-0.017074+0.0096031i,-0.0078428+0.0030087i,-0.0015998+0.00079346i,-0.00082104+0.0014193i,-0.0011405+0.0010015i,-0.00055154-0.000204i,-0.00053851-0.0015442i,-0.00011659-0.0038898i,0.00046979-0.0049702i,0.00079825-0.0029829i,0.0020508-0.00081164i,0.00097099+0.0002936i,-0.0045623+0.0023152i,-0.010511+0.0047336i,-0.012328+0.0061617i,-0.0090337+0.0061592i,-0.0037601+0.0040887i,0.00068371+0.0021531i
-0.0057706-0.0041919i,-0.0063086-0.010517i,0.0029238-0.019886i,0.017268-0.018444i,0.0192-0.0068161i,0.012397+0.0014055i,0.0065026+0.0036923i,0.00062403+0.0019802i,-0.0019226-0.00038145i,-0.0014742-0.0013408i,-9.4284e-05-0.0016075i,0.0004747-0.002206i,-0.00068354-0.0022939i,-0.00077235-0.00087687i,-0.00067973-0.00060135i,-0.0023182-0.0010765i,-0.0020023-0.00019506i,0.0032956-0.00024116i,0.0099351-0.0015939i,0.011391-0.0019461i,0.0081209-0.0019819i,0.0032405-0.0015784i,-0.00090546-0.00096673i
0.0046133+0.0010488i,0.0011553+0.0044279i,-0.011575+0.0086218i,-0.024052+0.0067721i,-0.022591+0.00050105i,-0.015444-0.0027878i,-0.0079805-0.0028967i,-9.6997e-05-0.0016619i,0.0032622-0.0029491i,0.001924-0.0048243i,-0.00010295-0.0038733i,-0.00061298-0.0010612i,0.00050669+0.00015836i,0.0017695-0.0011398i,0.0017037-0.002235i,0.0019895-0.0024125i,0.000825-0.0026146i,-0.0039948-0.0020776i,-0.0092741+3.4901e-05i,-0.010817+0.0012135i,-0.0082929+0.00096972i,-0.0042662+0.00035373i,-0.00079279+0.00086123i
-0.0027931-0.0035481i,-0.0015857-0.0072155i,0.0078494-0.0091524i,0.015234-0.0034789i,0.011762+0.0042113i,0.0054665+0.0075249i,0.0015025+0.007632i,-0.00026185+0.0060938i,-0.00021147+0.0045347i,0.0011778+0.0030855i,0.0014227+0.0012404i,-4.6148e-05-0.0013345i,-0.0017853-0.0020959i,-0.0023984-0.00054313i,-0.0011486+0.00065347i,-0.00088641+9.0533e-05i,-0.0011627+0.00045629i,0.00099939+0.0023545i,0.0045962+0.0029174i,0.0070393+0.003105i,0.0063616+0.0027434i,0.003686+0.001738i,0.00063023-0.00049916i
0.0012583-0.0028814i,-0.0051196-0.0023344i,-0.015004-3.3411e-05i,-0.019312-0.0019579i,-0.015477-0.0069195i,-0.010411-0.0063467i,-0.00463-0.0028838i,-0.0015932-0.0023955i,-0.0028122-0.0036418i,-0.0037344-0.003644i,-0.0024282-0.0021988i,0.00019739-0.0010058i,0.0022387-0.0012342i,0.0021093-0.0028922i,0.0013788-0.0029592i,0.0008892-0.0011749i,-0.00012379-0.00083892i,-0.0030308-0.0018178i,-0.0070113-0.0032635i,-0.0083595-0.0042072i,-0.0060319-0.0035288i,-0.002994-0.0013349i,-0.00072669+0.0013751i
-0.00095936-0.0015239i,0.001043-0.0027468i,0.0068454-0.0009965i,0.0082101+0.005713i,0.002176+0.0099398i,-0.0023582+0.010246i,-0.0023835+0.0080868i,0.00018022+0.0039157i,0.0022803+0.00098811i,0.0031745-0.00021881i,0.0028836-0.0007575i,0.00059708-0.0011713i,-0.00090469-0.0016129i,-0.00077032-0.00014211i,-8.6291e-05+3.3246e-05i,0.00027983-0.0017346i,-0.0004013-0.00055666i,0.00065091+0.0033956i,0.003967+0.0072525i,0.0054753+0.0079353i,0.0041111+0.0055219i,0.0022943+0.0029549i,0.0012607+0.00088428i
0.0016328-0.0032046i,-0.004138-0.0050327i,-0.0099064-0.0084397i,-0.0090717-0.011805i,-0.0040118-0.01006i,-0.00089118-0.0052019i,0.0012053-0.00095145i,0.0022083+0.0017528i,0.0019339+0.0012527i,0.0010858-0.00077351i,-0.0012281-0.0023644i,-0.0027832-0.0032228i,-0.0011913-0.0031472i,0.0011512-0.0030953i,0.0015623-0.0025936i,0.0024858-0.00068076i,0.0024294+1.9749e-05i,-0.0011277-0.0015922i,-0.00455-0.0036731i,-0.0045666-0.0043582i,-0.0026396-0.0036816i,-0.0010749-0.0019643i,-0.00077793+0.00021859i
-0.00055256-0.00095963i,0.001789+0.00073821i,0.0046233+0.0038827i,0.0021753+0.0086325i,-0.0041072+0.0082885i,-0.0058856+0.007536i,-0.003863+0.0070152i,-0.0025549+0.0021637i,-0.002995-0.0011051i,-0.0032859-0.00049758i,-0.0013831+0.00081562i,0.00058604+0.00027753i,0.00050148-0.0011266i,-0.00042144-0.00083263i,-0.00057256-0.00033921i,-0.0011018-0.0012977i,-0.00054353-0.0011739i,0.0013184+0.0020313i,0.0027063+0.0049182i,0.0026104+0.0054773i,0.001623+0.004469i,0.00017932+0.0022403i,-0.00025702+0.00050702i
-0.0048204-0.0060961i,-0.0082338-0.0059822i,-0.010195-0.0081886i,-0.0070926-0.010149i,-0.00288-0.0070734i,0.0013535-0.002254i,0.0038051+0.00052093i,0.0038085+0.00067208i,0.0040451-0.0012649i,0.0030914-0.0030851i,0.00023455-0.0030219i,-0.0012107-0.00097279i,-0.00079413-0.00028422i,0.0013405-0.0022006i,0.0030762-0.0046059i,0.0028204-0.0040444i,0.0013784-0.0017799i,-0.0012861-0.0010482i,-0.0032551-0.0018948i,-0.0024162-0.0026734i,-0.00089401-0.0026478i,-0.00063372-0.0021204i,-0.0013904-0.00099037i
0.0011441+0.00086048i,0.00077205+0.0040304i,-0.0017989+0.007604i,-0.0068444+0.0095323i,-0.010026+0.0070973i,-0.0082219+0.0047075i,-0.0039226+0.0034338i,-0.0010318+0.0029605i,-0.00057604+0.0033572i,-0.00015586+0.0038382i,0.00074698+0.0034216i,0.0013341+0.0013673i,-0.00013241-0.00031785i,-0.0029531+0.00030449i,-0.0045305+0.00090319i,-0.0032826-0.00010054i,-0.0017746-5.027e-05i,-0.00010806+0.0023993i,0.0011373+0.0046902i,0.00010687+0.0041942i,-0.00044214+0.0031505i,-0.00017428+0.0025087i,0.00068376+0.0010021i
-0.0033242-0.0052354i,-0.0034847-0.0060873i,-0.0012077-0.010154i,0.0018581-0.011361i,0.0010052-0.0073924i,-0.0015758-0.00018623i,-0.0012086+0.0031741i,-0.00047166+0.0010585i,-0.0014734-0.0017973i,-0.0018183-0.0033618i,-0.0010099-0.0032377i,-9.5725e-05-0.0020909i,0.0024595-0.0022118i,0.0050635-0.002997i,0.0054611-0.002975i,0.0038175-0.002198i,0.0019569-0.001073i,-0.00085603-0.0017701i,-0.0029076-0.0038301i,-0.00079084-0.00439i,0.0015992-0.003819i,0.0015467-0.0027863i,0.00043971-0.0016009i
0.0031145-0.011435i,-0.00068301-0.012503i,-0.015428-0.018476i,-0.026074-0.013648i,-0.026548-0.0057263i,-0.018702+0.0036154i,-0.0053868+0.0053892i,0.001705+0.0014519i,0.00083974-0.0017809i,-0.0031771-0.0014988i,-0.0033884+0.0016045i,0.00018187+0.003236i,0.0014189+0.0029103i,0.00066564+0.0015167i,-0.00017681-0.0011718i,-0.001805-0.0031906i,-0.0030066-0.0022606i,-0.0016361+0.0011993i,0.00050034+0.0040363i,0.00061757+0.0037002i,-0.00052108+0.0016186i,-0.00072272+0.00038613i,0.00043813+0.00064906i
-0.0017956+0.00013536i,-0.00067013-0.00077146i,0.0031994+0.00095707i,0.0055605+0.0021497i,0.004378+0.0016871i,0.0015363+0.00025582i,-0.0011091+0.002091i,-0.0010079+0.0051361i,0.001779+0.004919i,0.00292+0.0018087i,0.0023052-0.0024065i,0.00080045-0.0047637i,0.0012297-0.004168i,0.0037351-0.0020471i,0.004824+0.00071091i,0.003918+0.0026088i,0.002854+0.0014291i,0.00090463-0.0016615i,-0.0011407-0.0035506i,-0.00078431-0.0025861i,0.0010992-0.00088744i,0.0015913-0.0012331i,0.0014243-0.0022825i
0.0030689+0.0019486i,0.001315+0.00031142i,-0.0029186+0.0020365i,-0.0048992+0.0040365i,-0.0024759+0.0026716i,-0.002479-1.3076e-05i,-0.0039669-0.00049627i,-0.0037866+1.8369e-05i,-0.0027072+0.00010578i,-0.0025106+0.0011987i,-0.0024998+0.0020307i,-0.0018596+0.0015757i,-0.0022232-0.00051033i,-0.0044576-0.0027074i,-0.0061072-0.0037665i,-0.0054642-0.0031917i,-0.0043564-0.0019834i,-0.0031347+8.8677e-05i,-0.0011426+0.001729i,0.00020096+0.00074886i,-0.00083278-9.5549e-05i,-0.0028656+0.00047957i,-0.0026936+0.0014143i
-0.0019535-0.00048825i,-0.0024695-0.0021391i,0.0012345-0.0010092i,0.004251+0.0012243i,0.001599+0.0024421i,-0.00021919+0.0041001i,0.00034121+0.0037455i,0.0013485+0.001379i,0.0024737-0.00058897i,0.0029095-0.002381i,0.0018289-0.0032591i,0.0012133-0.0028041i,0.0020436-0.00098338i,0.0034548+0.0012624i,0.0043737+0.0022878i,0.0040181+0.0024771i,0.0028482+0.00214i,0.0018264+0.00056424i,0.00097297-0.001587i,0.00021957-0.0014235i,0.00070153+0.00011735i,0.0020042+3.6358e-05i,0.0022678-0.00093547i
0.0019102-0.0048627i,-0.0021114-0.0059296i,-0.0069085-0.0048066i,-0.0071724-0.0027159i,-0.005192-0.00054191i,-0.0016092+0.0014581i,0.0024062+0.0018548i,0.0030633+0.00097495i,0.0012024+0.0014581i,0.00011515+0.0022022i,-0.0016794+0.0017624i,-0.0029396+0.0001461i,-0.0027746-0.0028016i,-0.0032167-0.0054466i,-0.0031043-0.0063853i,-0.0023208-0.0059655i,-0.0029294-0.0037885i,-0.0035168-6.1481e-05i,-0.0030263+0.0020644i,-0.0018117+0.0016104i,-0.0013264+0.00020802i,-0.0022969-0.00065681i,-0.0023224+0.0002334i
-0.0011124+0.0011491i,-0.0010563+0.00096322i,0.0022878+0.0021961i,0.0038537+0.0010209i,0.0015267+0.00039816i,-0.0014235+0.0006892i,-0.0023721+0.0015819i,-0.0021115+0.0018752i,-0.0010592+0.0011964i,-7.0131e-05+9.2116e-05i,0.0019314-0.0017714i,0.0038542-0.0018901i,0.0041816+0.00043971i,0.0037179+0.0025472i,0.0022502+0.0027556i,0.0011438+0.0028906i,0.00095542+0.0024626i,0.0010254+0.00038718i,0.00064545-0.0015129i,1.1052e-05-0.0014539i,4.2324e-05-3.3198e-05i,0.0014646+0.0010306i,0.0026978+0.0004592i
0.00045386-0.0020396i,-0.0024506-0.0027311i,-0.0043533-0.0041808i,-0.0046127-0.0049698i,-0.0036197-0.0031799i,-0.0019051-0.0017296i,-5.4986e-05-0.00073784i,0.0012804-0.0010354i,0.0023521-0.0028623i,0.0018743-0.0034437i,-0.00057085-0.0025463i,-0.0021482-0.0028044i,-0.0028846-0.0036817i,-0.0027132-0.0043068i,-0.0010356-0.0043262i,0.00059732-0.0038389i,0.00065456-0.0025527i,-3.9917e-05-0.00028181i,-0.00075945+0.0017132i,-4.1275e-05+0.001615i,0.00024054-0.00049317i,-0.0011224-0.0015294i,-0.0022793-0.00067585i
-0.0033421+0.00099137i,-0.0034916+0.0051643i,-0.0023309+0.0084732i,-0.0029355+0.0094549i,-0.0039893+0.0074143i,-0.0025139+0.0041774i,-0.00072214+0.0019972i,-0.00023557+0.0013082i,0.00017194+0.0026079i,0.0010751+0.0035674i,0.0018137+0.0031326i,0.002408+0.0019082i,0.002487+0.0014822i,0.00089322+0.0013551i,-0.0013301+0.00078149i,-0.0020225+0.0013355i,-0.0018246+0.0020142i,-0.001386+0.00091146i,-0.00076781-4.8142e-05i,-0.0010288-0.00041699i,-0.00081087-0.00011011i,-0.00012009+0.001058i,0.00061928+0.0012584i
-0.00090326-0.0031882i,0.00014851-0.0022197i,0.001432-0.0031067i,0.0011699-0.0038401i,-0.00048937-0.0006128i,-0.0014533+0.0017918i,-0.0013314+0.0024543i,-0.00097693+0.0011261i,-0.0016504-0.00080715i,-0.0023227-0.0016374i,-0.0027048-0.0024352i,-0.0023267-0.0035304i,-0.0013221-0.0048123i,-0.00087861-0.005615i,0.00019353-0.0051666i,0.0010549-0.0046221i,0.00070416-0.0031773i,0.00018445-0.00091062i,0.00078401+0.0010164i,0.0017761+0.0013952i,0.0019664+0.00023446i,0.0010758-0.00035175i,-0.0011253-0.0010792i
0.00073369-0.0022001i,-0.0018697-0.0025206i,-0.0045901-0.0021761i,-0.0062514-0.0016523i,-0.0061142-0.0012583i,-0.00515+0.0012434i,-0.0018716+0.0032357i,0.0021058+0.0020042i,0.0037295-0.000432i,0.003599-0.0014042i,0.0023668-0.00010185i,0.00021443+0.0015618i,-0.00040392+0.0027306i,0.0010474+0.002866i,0.0013061+0.0017073i,-0.00021928+0.00087941i,-0.0011971+0.00096853i,-0.0013775+0.00057524i,-0.00097536-0.00094327i,-0.00059552-0.0013517i,-0.0005016-0.00073224i,-0.00042221+1.5346e-05i,0.00034608+0.00027162i
-0.00058224+0.0014372i,2.7834e-05-0.0011568i,0.00055979-0.0027211i,0.00014924-0.0024521i,-0.00010878-0.0021392i,-0.0011389-0.0012837i,-0.0020982+0.00038i,-0.0012862+0.00023567i,-5.3703e-05+0.00021014i,0.00076046+6.7286e-05i,0.00059448-0.0019888i,0.00028326-0.0050328i,0.0007777-0.0066788i,-0.00022223-0.0049598i,-0.0013062-0.002256i,-0.0012147-0.0018161i,-3.944e-05-0.0015786i,0.00042873+0.0004676i,5.4504e-05+0.0023756i,0.00024381+0.002581i,0.00051918+0.001505i,0.00097236+0.00024302i,0.00023769-0.00069288i
-0.0014192-0.0011523i,-0.0011424-0.00073862i,-0.0036031+0.0005657i,-0.0062813+0.0029975i,-0.0057145+0.0032863i,-0.0029988+0.0021555i,-0.0014278+0.0013827i,-0.0018465+0.00056138i,-0.002535+0.00030578i,-0.0023653+0.00021563i,-0.0017475+0.00088751i,-0.0015009+0.0017934i,-0.0012621+0.0021037i,-0.00052253+0.0012664i,4.7988e-05-0.00057692i,-0.00047033-0.0015137i,-0.00034415-0.0010331i,0.00066061-0.00052257i,-0.0001129-0.0011163i,-0.0004603-0.0014916i,0.00098886-0.00092175i,0.0014945-0.00023312i,0.0010451-0.00010071i
-0.0012211-0.00021724i,-4.0863e-05-0.00090585i,0.00031978+0.00020419i,-1.5623e-05+0.0012003i,-0.0015307+0.0013781i,-0.0019611+0.0029056i,-0.00015605+0.0027083i,0.0020488+9.6253e-05i,0.0040399-0.001831i,0.0048016-0.003345i,0.0041221-0.0038114i,0.0033743-0.0036829i,0.0020573-0.0035983i,0.00055747-0.0026289i,-0.00084708-0.0018833i,-0.0013537-0.0021949i,-0.0012512-0.0016753i,-0.0010956+0.0009366i,-0.00061489+0.0030334i,-0.0006963+0.0024087i,-0.0015097+0.00059184i,-0.0016396+0.00028155i,-0.0015871+0.00028721i
0.0025864-0.0015642i,0.00032329-0.0031168i,-0.0010024-0.0018104i,-0.0020729+0.00099891i,-0.0021982+0.0010588i,-0.0016415+0.00072749i,-0.00021043+0.002763i,0.0007339+0.0036609i,0.00088867+0.0027481i,0.00014175+0.0018299i,-0.0018133+0.00010055i,-0.0044585-0.00083898i,-0.0053872-0.00069901i,-0.0029014-0.0012612i,-2.6802e-05-0.00047833i,0.0011711+0.0011892i,0.00090317+0.00066339i,0.0011981-0.0010234i,0.0011945-0.0018909i,0.00068874-0.0014555i,0.00074247-0.00015502i,0.00094571+0.00048239i,0.0007542+0.0015241i
0.0015978-9.9122e-05i,0.00058918-0.0017548i,0.0028021-0.0019483i,0.0044333-0.0018362i,0.0017759-0.002806i,-0.0013953-0.0017041i,-0.0014941+0.00066104i,8.0987e-05+0.0010297i,-0.0010261-0.00098898i,-0.0022015-0.0034671i,-0.0001769-0.0032643i,0.0025442-0.0013134i,0.0030275-0.00060909i,0.00080763-0.0011765i,-0.00067557-0.0018869i,-1.9102e-05-0.0027299i,0.00015021-0.002938i,-0.00086873-0.0014221i,-0.0012369+3.3587e-05i,-0.0012875+0.00010084i,-0.001658-0.0001568i,-0.00085902-0.00044247i,-0.00083002-0.00090932i
-0.00013625-0.0034347i,-0.0046135-0.0041704i,-0.0084442-0.0033237i,-0.0091384-0.0024437i,-0.0071037-0.00064637i,-0.0040231+0.0016216i,-0.0020283+0.0018943i,-0.00028283+0.00014901i,0.00078901-0.0005928i,0.0011702-7.356e-05i,0.00054699-0.00034166i,-0.0020395-0.0012533i,-0.0027707-0.0012173i,-0.00053326-0.00047273i,0.0016318+0.00036318i,0.001907+0.00081069i,0.00062313+0.0012541i,9.9448e-07+0.0015693i,0.00025128+0.00066806i,0.0011153+7.3662e-05i,0.0019153+0.00074199i,0.0016216+0.0016011i,0.00094731+0.0018847i
-0.0027108+0.0011343i,-0.0031995+0.0033773i,-0.0026892+0.0064504i,-0.0011353+0.0065408i,-0.0008024+0.004138i,-7.2158e-05+0.0031716i,0.00058354+0.0029651i,0.0011247+0.0024458i,0.00082014+0.0027108i,0.00090912+0.0020435i,0.0023049+0.0013308i,0.0028797+0.0011997i,0.001482-0.00011905i,-0.00033136-0.002185i,-0.0016525-0.0032261i,-0.001806-0.0032298i,-0.0010275-0.0022738i,-0.0010559-0.00057411i,-0.0017188+0.00086102i,-0.00092324+0.0014742i,-0.00036821+0.00055153i,-0.0012345-0.00051234i,-0.0017263-0.00024729i
-0.0010462-0.0020947i,-0.0033428-9.8617e-05i,-0.0030296-0.00060669i,-0.0023864-0.002095i,-0.0022604-0.0017525i,-0.0014835-0.0017264i,-0.00024462-0.0011121i,-0.00015011-0.00057698i,-0.0011907-0.00088274i,-0.0025095-0.0023162i,-0.0028411-0.0041211i,-0.0016028-0.003937i,-0.00039319-0.0027816i,0.0012049-0.00099454i,0.0024135+0.000966i,0.0022599+0.00085842i,0.001067+0.00053729i,0.0011629+0.0014158i,0.00074009+0.0018919i,-0.0001387+0.0014699i,-0.00032762+0.00052966i,-0.00037579+1.4364e-05i,-9.6693e-05-0.00031222i
-0.0018427-0.00055964i,-0.0018257+0.00083734i,-0.0028548+0.0023054i,-0.0045892+0.0030133i,-0.0049918+0.0032042i,-0.0036272+0.0034829i,-0.0014573+0.0025513i,0.00026807+0.00052258i,0.0016706-0.00075503i,0.002559-0.0012359i,0.0021692-0.00042883i,0.0010253+0.00095913i,-6.135e-05+0.0009465i,-0.00095798-0.0019375i,-0.0018757-0.0048341i,-0.0014508-0.0049974i,-0.00065479-0.0039422i,-0.00062617-0.0031123i,-0.00059557-0.0010211i,-0.0002763+0.00078369i,0.00066949+0.00091537i,0.0008333+0.00035835i,0.00010689-0.00051749i
-0.0011012-0.0048859i,-0.0017472-0.004155i,-0.0020545-0.0051457i,-0.0031637-0.0045792i,-0.0034033-0.0016471i,-0.0024246+0.000154i,-0.00072605+0.0014941i,0.0010664+0.0016708i,0.00090497+0.0012791i,-0.00075077+0.001616i,-0.0014397-0.00023606i,-0.0007213-0.002532i,-0.00015223-0.0026617i,0.00073335-0.001043i,0.0013006+0.00096443i,0.00022921+0.0010826i,-0.0011974+0.001037i,-0.0016308+0.0010925i,-0.00073762+0.00017678i,0.00012646-0.00055977i,-0.00047863-0.00047146i,-0.00053003+7.1032e-05i,-0.00017534+0.00021752i
-0.0029491+0.0015252i,-0.0030239+0.0020273i,-0.0036559+0.0017324i,-0.00449+0.0008145i,-0.0032178+0.00079226i,-0.0026457+0.0016984i,-0.0017187+0.0023854i,-0.0018637+0.00095225i,-0.0021838-0.00063333i,-0.0014346-0.001145i,-0.0016312-0.00061034i,-0.0016342+0.000971i,-0.0011457+0.0010953i,-0.0010491-0.0018207i,-0.0011992-0.0042867i,-0.00096602-0.004086i,1.2507e-05-0.00203i,-0.00026234-0.00033476i,-0.0012895-2.808e-05i,-0.00080754+0.00066889i,-1.8291e-05+0.0011699i,-0.0002472+0.00038272i,-0.0005448-0.00046278i
0.0021079-0.00020491i,0.0036501-0.0025792i,0.0047608-0.0029327i,0.0042735-0.002061i,0.0028005-0.00057692i,0.00052668+0.00099489i,-0.00010776+0.0014005i,0.00079+0.00058749i,0.0023183-0.00031706i,0.0030484-0.0017575i,0.0022036-0.0032688i,0.0015149-0.0036065i,0.00089514-0.0021971i,-0.00068135+0.00099138i,-0.00072783+0.0033076i,0.00018845+0.0024669i,0.00027721+0.0012112i,-0.00036638+0.0009083i,-0.00064956-0.00045432i,-0.00043262-0.001719i,-9.3897e-05-0.0011951i,0.00045679-0.0007529i,0.00013992-0.00056115i
-0.0022334+0.0036103i,-0.0017287+0.0032914i,-0.0017343+0.0034064i,-0.0028927+0.0022373i,-0.0027197-4.8701e-05i,-0.00070404-0.0011568i,0.00071302-0.0010636i,0.0004792+0.00026165i,0.00036165+0.0018958i,0.00055302+0.0024876i,-0.00085053+0.0026819i,-0.0019949+0.0012936i,-0.0020334-0.0016464i,-0.0015218-0.0043212i,-0.00055717-0.0054517i,-0.00022769-0.0036946i,-0.00039227-0.0011796i,-0.00098083-0.000307i,-0.0010238-2.2957e-05i,-0.00075846+0.0013581i,-0.00048936+0.0017272i,-0.0003947+0.00023132i,-0.00028826-0.0012165i
0.0022341-0.0002714i,0.0025174-0.0034467i,0.0023332-0.0025983i,0.00062139-0.00024595i,-0.001023+0.00075381i,-0.0017494+0.00095803i,-0.0011831+0.00092213i,-0.00013782+0.00084289i,0.00034551-0.00031062i,0.00029544-0.0022119i,0.00022069-0.0026791i,0.00077556-0.0023654i,0.0013412-0.0014093i,0.00024848+0.00055552i,-0.0010553+0.0018516i,-0.00054928+0.0017214i,-0.0005422+0.001495i,-0.0010038+0.0012291i,-0.00054137+0.00035822i,3.8563e-05+1.7003e-05i,-4.3469e-06-0.00020073i,0.00021804+0.00028943i,0.00050742+0.0014479i
-0.003038+0.0023941i,-0.0040664+0.0014139i,-0.0055059+0.0025755i,-0.0045036+0.00323i,-0.0022936+0.0015631i,-0.0017495-0.00043331i,-0.00122-0.0010264i,0.00033624-0.0004029i,0.0016526+4.3357e-05i,0.0020211-0.00047707i,0.001142-0.0015704i,-0.00063256-0.0018093i,-0.0017463-0.001899i,-0.00048095-0.0032156i,0.0011547-0.0041929i,0.0010461-0.0036634i,0.0010482-0.001507i,0.0010039+0.00045113i,0.00042059+0.0014584i,-0.00079631+0.00209i,-0.0011047+0.0019738i,-0.00071145+0.0016623i,-0.00068583+0.00055453i
0.0029429-0.002201i,0.0013954-0.003177i,0.0014141-0.0024505i,0.00016265-0.0017025i,-0.0022581-0.0011488i,-0.0028348+0.00038916i,-0.0016861+0.0012115i,0.00024499+0.00081212i,0.00062588+0.0012447i,0.00032692+0.0017856i,0.00097403+0.0010663i,0.0016367+0.00048105i,0.0011342+0.00015628i,-0.0006178+0.0006984i,-0.00197+0.0023867i,-0.0016495+0.0027687i,-0.00080396+0.0016779i,-0.0001052+0.0014768i,0.00028944+0.0010166i,0.000696-0.00061872i,0.00064956-0.0013397i,-2.2206e-05-0.0011674i,-0.00023253-0.00024548i
1.18e-05-0.00074807i,-0.0027419-0.0029854i,-0.0035899-0.0020654i,-0.0023475-0.00095742i,-0.0015814+9.3611e-05i,-0.0010105+0.0019866i,-0.0010938+0.0029907i,-0.0014233+0.0025037i,-0.00079038+0.0012041i,-0.00052265-0.00072624i,-0.0010945-0.0017222i,-0.0014001-0.001497i,-0.00038759-0.0019726i,0.0016621-0.0033801i,0.0035051-0.004203i,0.0034597-0.0042005i,0.0013596-0.0025764i,-0.00084439-0.00065345i,-0.001874+0.0002691i,-0.0011207+0.0010878i,-0.00044741+0.0016098i,-0.00034964+0.0012488i,-6.5045e-05+0.00033753i
0.0014611-0.0024497i,0.00046075-0.0021628i,0.0010314-0.0016186i,0.00028669-0.0018452i,-0.0015357-0.0011902i,-0.00078675+0.00020926i,0.0005403+0.0012005i,0.0021734+0.00063904i,0.0028661-0.00085591i,0.0026451-0.0011947i,0.0026551-0.0012377i,0.0022568-0.00098972i,0.00070312+4.0849e-05i,-0.0010021+0.00076551i,-0.0022414+0.0016551i,-0.0016795+0.0016546i,-0.0002756+0.0014516i,0.00035078+0.0010378i,0.0010621+0.0010717i,0.0018944+0.00079958i,0.0017392+0.00036996i,0.00046994+0.00033876i,-0.00013427-8.6044e-06i
-0.00074174-0.001529i,-0.0035313-0.0015729i,-0.0044211-0.0020004i,-0.0032978-0.00074744i,-0.0029727-0.00010421i,-0.0027651+0.00024436i,-0.0015272+0.0013144i,-0.00023221+0.001553i,-0.00077849+0.00080078i,-0.001157-2.9661e-05i,-0.0014845-0.00033464i,-0.00086294-0.00011364i,0.0003784-0.00062004i,0.0010218-0.0019105i,0.0021766-0.0026284i,0.0025589-0.0031766i,0.0014202-0.0020869i,0.00047194-0.00080037i,-0.00033519+6.1822e-05i,-0.00062931+0.0016786i,-0.00067551+0.0017637i,-0.00057349+0.0016488i,-0.00041281+0.00072437i
0.00059044+0.0013595i,0.00081972+0.0027624i,0.003357+0.0039504i,0.0036309+0.001682i,0.0020793-0.0001094i,-0.00025657-0.00029341i,-0.0019056+0.00090574i,-0.0012082+0.0010578i,-0.0009187+0.00021772i,-0.00099686-0.00017533i,-0.0012891-0.00063124i,-0.0012723-0.000573i,-0.0017607-0.00016839i,-0.003332-4.1409e-05i,-0.0039633+0.00030749i,-0.0031504+0.0010595i,-0.0015972+0.0013808i,-0.00040335+0.0014873i,0.00084279+0.0017066i,0.0020414+0.00070946i,0.0016551+0.00025183i,0.00095358+0.00025941i,0.00051716-2.5557e-06i
-0.0020994-0.002599i,-0.0022629-0.0020069i,-0.0030645-0.0024454i,-0.0033462-0.0014475i,-0.0042232+0.00079445i,-0.003939+0.0022034i,-0.0019138+0.0022528i,-0.00042263+0.00096503i,0.00016791-0.00035568i,0.00069922-0.0012702i,0.00039791-0.0016162i,-0.00025317-0.0013721i,0.00026151-0.00085911i,0.0017167-0.00098345i,0.0029157-0.0013266i,0.0028382-0.0017534i,0.0024799-0.0013134i,0.0014578-0.00082415i,-1.9849e-05-0.00020944i,-0.0012098+0.00089514i,-0.0022977+0.00055345i,-0.0016278-0.00054817i,-0.00033539-0.00083095i
