0.00097527-0.00028338i,0.0015912-0.0019216i,0.00038542-0.0028795i,-0.0019233-0.0021212i,-0.0039612+3.2146e-06i,-0.0037963+0.001833i,-0.0017318+0.00099956i,-0.00063765+0.00048339i,8.1061e-05+0.00026568i,0.00040226-0.0006418i,5.2392e-05-0.0012714i,-0.00065394-0.001394i,-0.0011786-0.00054515i,-0.0010588+0.00011323i,-0.00060688+0.00055066i,2.4996e-06+0.00034023i,0.00017026-0.00098699i,0.00061615-0.0010282i,0.00095156-2.9228e-05i,0.0012575+0.00082108i,0.00078306+0.0017644i,-7.0676e-05+0.001769i,-0.00010958+0.00069514i
-0.0025343+0.00045663i,-0.0044579+0.0022521i,-0.0056961+0.0023817i,-0.0048067+0.0012328i,-0.0031+0.0011418i,-0.0010981+0.0011359i,0.0002801+0.00062094i,0.00028151-3.7806e-05i,-0.00010381-0.00046993i,-0.00051302-0.0004139i,-0.00048497-0.00090396i,-0.00086913-0.0014186i,-0.0015261-0.0005623i,-0.0011218+0.00069258i,-0.00057633+0.00092814i,-0.00072105+0.00047273i,-0.00087949+0.00017847i,-0.00054612+0.00042936i,0.00016063-0.00026661i,0.00036686-0.00080676i,0.00015388-0.0011243i,-0.00018344-0.0012981i,-0.00089869-0.00087798i
0.002663-0.0050132i,0.0045199-0.0054591i,0.00304-0.0037699i,-0.00048142-0.00069381i,-0.002414+0.0011109i,-0.00056429+0.0011098i,0.00075798+0.00037154i,0.00027576-0.00057093i,-4.7908e-05-0.0014059i,-0.0003073-0.00075067i,-0.000162+0.0007142i,-0.00043087+0.00049818i,-0.00042536+0.00014614i,0.00056724+0.0011876i,0.00080992+0.00094345i,0.00049784+7.3195e-05i,0.000482-0.00012246i,0.00042772+0.00033855i,0.00056173+0.00048391i,0.00016316-9.2788e-05i,0.00025805-0.00059566i,0.00063585-0.00070684i,0.00038986-0.0008258i
-0.00058497+0.00034419i,-0.00041+0.00028859i,-0.0016649-0.00053679i,-0.0017179-0.00030445i,-0.0013195-0.00022639i,-0.00039194-0.00043084i,0.00034741-8.5583e-05i,0.00019624+0.00048788i,-0.00025584+0.001011i,0.00070482+0.0012595i,0.0012585+0.0010583i,0.00058108+0.00092771i,0.00056505+6.9379e-06i,0.00097035-0.00074167i,0.0016498-0.0004362i,0.0013909-0.00025641i,0.00079896-0.00034006i,0.00075564-0.00050279i,0.00010308-0.00065015i,-0.00016408-0.0004676i,-3.281e-05+0.0002061i,-0.00012314+0.00092675i,-8.6424e-05+0.00027515i
-0.0032071+0.0011311i,-0.0033357+0.0011255i,-0.0032375+0.00090412i,-0.0019056+0.0011964i,2.568e-05+0.00040991i,0.00029613-0.0005219i,3.4941e-05-0.00078969i,-0.00021497-0.00054881i,-0.00056381+0.00030472i,-0.00062507+0.0009206i,-0.00070663+0.00054367i,-0.0001967+0.00030059i,3.1255e-08-9.9073e-05i,6.4805e-06-5.6917e-05i,-8.8548e-05+0.00011471i,0.00040619-8.029e-05i,0.00073502-0.00014563i,0.00069137+6.2854e-05i,0.00050099-0.00012879i,0.00033988-0.0003941i,7.5408e-05+0.00055387i,-0.00081367+0.001026i,-0.00096788+0.00067574i
-0.00087495+0.0012191i,-0.00024687+0.0020078i,0.00095037+0.0032211i,0.0013826+0.0027799i,0.00062319+0.0012854i,0.00047472-8.2393e-05i,0.0010521-0.00048151i,0.00090296-0.00091711i,-0.0002129-0.0013042i,-0.00026302-0.00099577i,0.00012338-0.00076598i,-0.00032095+0.00014895i,-0.0010828-8.5432e-05i,-0.0016483-0.00069542i,-0.0019136-0.00063898i,-0.00068589-0.00036862i,-0.00025822-0.00037454i,-0.00023424-6.094e-05i,9.024e-05+0.00072504i,0.00039511+0.0007049i,0.00029674-0.00036913i,-0.00018413-0.00087998i,-0.00033614-0.0010185i
0.00071724+0.00070195i,-0.00047919-0.00034656i,-0.0012207-0.00068964i,-0.0012542+0.00071354i,-0.0011575+0.00061852i,-0.001142-0.00078009i,-0.0010926-0.0009782i,-0.0011833-0.0012432i,-0.00064976-0.0010094i,3.7133e-05+0.00032412i,0.00058262+0.00070003i,0.00026914+4.5517e-05i,-0.00033862-0.00038112i,-0.00043781-0.00079181i,-0.00046866-0.00060057i,-0.00084873-0.00044976i,-0.00059727-0.0010797i,-0.001096-0.00057302i,-0.0013429+0.00061749i,-0.00065303+0.00089712i,-0.00064256+0.00073468i,-0.00044399+0.00068886i,-6.7379e-05-0.00021653i
-0.001212+0.0028165i,0.00052101+0.0019207i,0.00074189+0.00094031i,4.9992e-05+0.0010365i,0.00067349+0.00090911i,0.0016355-0.00099906i,0.0009432-0.0022195i,-0.00073149-0.0014976i,-0.0013309-3.0916e-05i,-0.00099264+0.00070621i,-0.00066124+0.00024869i,-0.00097034-5.0891e-05i,-0.00078875-0.00038192i,4.7965e-05-0.00028628i,0.00012954+0.00032924i,-0.00011393+0.0003251i,-0.00011033-0.00035801i,1.6768e-05-0.0011583i,-0.00013913-0.0013087i,-0.00041609-0.0012818i,0.00029167-0.000888i,0.00044709-0.00048049i,0.00013195+0.00027411i
-0.00192+0.0012265i,-0.0025995+0.0015587i,-0.0030602+0.0021136i,-0.0016885+0.0011561i,-0.00060305+0.0013644i,-0.00040534+0.0012077i,-0.00087451-0.00014063i,-0.0015527+0.00049133i,-0.0012131+0.0013483i,-0.0013873+0.00058005i,-0.0011952-0.00023131i,-0.0010703-0.0002808i,-0.0010079+0.00025714i,-0.00096495+0.0011341i,-0.00036708+0.0014564i,0.00062831+0.00091065i,0.00022188+0.00074676i,-0.00012507+0.00045115i,0.00062704-0.00026282i,0.0012887-8.6887e-05i,0.00036192+0.00037712i,-0.00024767+0.00041101i,0.00014384+0.00037433i
-0.0016829+0.00025425i,-0.000719+0.0012531i,0.00081595+0.0028923i,0.0011143+0.0037397i,0.00063923+0.0021567i,0.00020421+0.00025423i,-0.00028822-0.00092344i,-0.0005652-0.0010133i,9.2801e-05-8.7123e-05i,0.0010008+0.00046331i,0.0011654+8.431e-05i,0.00060131+0.00021952i,0.00027385+0.00023904i,0.00018511-0.00013762i,-0.00013998-0.00030028i,-0.00049057+0.00017387i,-0.00023749+0.00069891i,-0.00027632+0.00014755i,-0.00042856-0.00015765i,0.00017552+0.00028319i,-8.1286e-05-0.0003677i,-0.00025726-0.00038928i,-0.00022029+0.00048618i
0.002117+0.0011062i,0.0015969+0.0017065i,0.0024039+0.0018703i,0.0021795+0.0010982i,0.00093247+0.00047507i,0.00061629+0.00032848i,0.00020119+0.0010923i,-0.00026388+0.0015848i,0.00029487+0.0010419i,0.00081874+0.0008171i,0.0012633+0.0006277i,0.0017199+0.00052225i,0.0012074+0.00070405i,0.00030273+0.00016863i,-0.00018516-0.00023509i,-0.00023356+7.0597e-05i,-0.00028147-0.00014619i,-0.00051893-0.00024431i,-0.0011621+0.00033333i,-0.0016192+0.00016346i,-0.0012415+0.00018191i,-0.00029019-0.00031711i,-0.0002586-0.0009026i
-0.00027099+0.0014097i,-0.0010752-0.00010406i,-0.0029995-0.0015708i,-0.0026554-0.0010532i,-0.00098632+0.00042881i,-0.00045858+0.0011014i,0.00018304+0.00077219i,0.0008223+0.00021516i,0.00089184+0.00034547i,-1.7361e-05+0.001036i,-0.00077397+0.00141i,-6.1018e-05+0.0010879i,0.0005191+0.00045452i,0.00056078-0.00047511i,0.00026488-0.00043084i,0.00049964-0.0011826i,0.00065618-0.0019935i,-1.9314e-05-0.0013349i,-0.00016284-0.0013778i,0.0001804-0.00090172i,0.0003896+0.00015793i,0.0011054+0.00039172i,0.001197+3.9791e-05i
0.0037366+0.00046298i,0.0044071+0.00091558i,0.0048587+0.0005989i,0.0028599-0.00048753i,-0.00061171-0.0014681i,-0.00072624-0.0015443i,0.00035681-0.0014526i,0.00051512-0.002202i,0.00022387-0.0034027i,-0.00060787-0.0041084i,-0.0013991-0.0040522i,-0.0018826-0.0030222i,-0.0013379-0.0011624i,-0.0013264+1.4901e-05i,-0.0012889+0.00097993i,8.076e-05+0.0011027i,0.00014245-0.00012649i,-0.00010298+3.8977e-05i,0.00058183+0.0011224i,0.00084514+0.00056242i,-0.00019626+0.0001343i,-0.00029613+0.00049612i,0.00073139+9.734e-06i
-0.00027098+0.0018718i,-0.00072138+0.0016224i,0.00067287+0.0011094i,0.0024996+0.00057688i,0.0025333+0.00087634i,0.0014829+0.00035603i,-0.00015796-0.0010095i,-0.0012418-0.0019448i,-0.00074151-0.0024527i,0.0007438-0.0021095i,0.0011308-0.001354i,0.00046521-0.00088651i,0.00026089-0.00018169i,0.00041079+0.00035966i,-0.00018242+0.00020078i,-0.00015859+0.00013506i,0.00024098+0.00028323i,0.00031765-0.00025811i,0.00084986-0.00034911i,0.0010817+0.00080573i,0.00089773+0.00092137i,0.00056143+0.00054131i,2.3923e-05+0.00066845i
-0.0019179+0.00016523i,-0.0027935+0.000572i,-0.0037271+0.0020418i,-0.0034015+0.0023382i,-0.0015197+0.0017289i,-0.00057361+0.00084968i,-0.00079157+0.00012701i,-0.00076856+0.00010936i,-0.00011145+0.0013508i,6.9085e-05+0.0021714i,-0.00015999+0.0015728i,0.00011024+0.0011543i,0.00086505+0.0012157i,0.0012335+0.0011258i,0.00083959+0.00031012i,-0.00018593+9.694e-05i,-0.00052724+0.00089295i,-0.00049698+0.00076237i,-0.00046243+0.00035612i,-0.00090477+0.00059615i,-0.00055207+6.5499e-05i,-0.00017365-0.00051596i,-0.00054987-0.00080996i
-0.00099806+0.0017624i,0.00031452+0.0023667i,0.00094379+0.002096i,0.00162+0.0016458i,0.0016171+0.00084903i,0.0010404-0.00047352i,0.0011273-0.00060782i,9.0298e-06+0.00021099i,-0.0011019+0.00085995i,-0.0013442+0.0005469i,-0.0011989+9.438e-05i,-0.00042167+3.8587e-05i,-0.0003071-0.00024822i,-4.8784e-05-0.00047786i,0.00013726-0.00019501i,-0.00038184+0.00024493i,-0.00022072+0.00074792i,0.00014079+0.00054862i,-0.0001198-0.0004127i,-0.001031-0.00073247i,-0.00084264-0.00079956i,-0.00021881-0.00011379i,-0.00041777+0.00059734i
0.00098477-0.0014472i,-1.193e-05-0.00091938i,-0.0013097-0.003072i,-0.0027502-0.0030313i,-0.0026803-0.0013782i,-0.0013258-0.00072773i,0.00021677+2.6766e-05i,0.0010466+0.00043867i,0.0011255-0.00055731i,0.00090533-0.0011016i,0.00057307-0.00087008i,0.00046995-0.00087817i,0.00033095-0.00072722i,3.5622e-05-0.00018201i,-0.00044309+0.00026363i,6.2834e-05+0.00061547i,0.00049851+2.0279e-05i,0.00031724-0.0010642i,1.5599e-05-0.0014778i,-0.00067497-0.0011754i,-0.00050038-0.0010537i,0.00018277-0.00098637i,0.00028535-0.00040392i
-0.00055259-0.00095223i,7.1521e-05+0.00023781i,0.00039945+0.0020204i,0.00048338+0.002346i,-0.00013726+0.0017137i,-0.00027946+0.00069722i,0.00029316-0.00018314i,0.0010605-0.00073586i,0.0021001-1.7524e-05i,0.0029173+0.00073651i,0.0025302+0.00041335i,0.00197+0.00069539i,0.0016778+0.00031587i,0.0010247-0.00065249i,0.0002282-0.0012011i,4.933e-05-0.0010701i,0.00012618-0.00055597i,0.0002804-0.00034584i,-0.00013976+9.9182e-05i,-0.00044436+0.00039857i,-0.00031501+0.00026876i,0.0002844+0.000886i,0.00094957+0.00077339i
-0.0012443+6.5391e-05i,-0.00042188+0.00014233i,-0.001132-0.00034238i,-0.0014352-0.00037513i,-0.00057755+0.00040884i,-0.00030318+0.0005825i,-0.00087921-0.00064438i,-0.00092243-0.0013722i,-0.00015077-0.00064183i,0.00014767+0.00032724i,-0.00041251+0.0011617i,-0.00046436+0.0010681i,-0.00048719+0.00018846i,-0.00032138-5.0267e-05i,0.00029473+0.0001866i,0.00040955+0.00049182i,0.00030891-0.00030041i,0.00043607-0.00083833i,0.00063168-0.00030078i,0.00054218+0.00068459i,-9.8673e-05+0.0013732i,-0.00044712+0.00062312i,-0.00028444-6.3824e-05i
-0.001054+4.94e-05i,-0.002388+0.00023013i,-0.0035953+0.0022018i,-0.0032724+0.0032213i,-0.0018521+0.0020326i,-0.00097114-9.9219e-05i,-0.00084329-0.00073649i,-0.0010946-0.001009i,-0.0021976-0.0011173i,-0.0024362-0.0010069i,-0.001613-0.00068178i,-0.0011576-6.3721e-05i,-0.001253+0.0009693i,-0.0017334+0.0022696i,-0.0020476+0.0022729i,-0.0020086+0.00094177i,-0.00087385+1.8683e-05i,2.7954e-05+0.00022358i,-0.0001454+0.0001794i,-0.00056805-0.00010823i,-0.0005657+0.0002i,-0.00052627+4.0954e-05i,-0.00037604-0.000594i
9.7229e-05+0.00044486i,0.00069673+0.00043818i,0.00083005+0.00054876i,0.00057727+0.00091076i,9.326e-05+0.0020356i,8.5169e-06+0.0012232i,0.00044132-0.0005608i,-0.00022596-0.0002971i,-0.00099095-0.0003028i,-0.00048155-0.0014043i,4.0462e-05-0.001488i,0.00036255-0.00065074i,0.00023356+3.6078e-05i,-0.00031282-9.502e-05i,-0.00084103-0.0013784i,-0.00063665-0.0017345i,-0.00046196-0.00085253i,-0.00069566-0.00010554i,-0.0001906+5.0528e-05i,-0.00010025-0.00016428i,-0.00041334-0.00014753i,5.7286e-05-0.00030519i,0.0013724-0.00054776i
0.00080929-0.0015287i,0.00090016-0.0006673i,-0.00028112-0.0017052i,-0.0022154-0.0029184i,-0.0020014-0.0010508i,-0.00054253+0.00028865i,-0.00025999+0.00057829i,0.00015283+0.00053758i,0.0011627+0.00065531i,0.0020645+0.0012383i,0.0017525+0.0013091i,0.00073847+0.00058151i,0.00081375+0.0001204i,0.001239-0.00064534i,0.00098468-0.0012044i,0.00082867-0.00075022i,0.00073479-0.00067653i,0.00010731-0.00067976i,1.6266e-05+4.7677e-05i,0.00033145+0.00026575i,0.00067166-0.00040652i,0.0010043-0.00023174i,0.00037517+5.7816e-05i
-6.464e-06+0.0015567i,-0.00061042+0.0024511i,-0.0007286+0.0029358i,-0.00066559+0.0034703i,-0.0013039+0.0022536i,6.222e-05+0.0010203i,0.0007369+2.0778e-05i,0.00025923+1.9442e-05i,-0.00041833+0.0014333i,-0.00097643+0.0026327i,-0.00084732+0.0023637i,-0.00054372+0.0015899i,0.00047588+0.0011398i,0.0021884+0.0015598i,0.00215+0.0013901i,0.00068501+0.000728i,0.00023867-6.9482e-05i,0.00080264-0.0006232i,0.00019536-0.00036265i,-0.00031281-0.00087039i,0.00019962-0.00064973i,0.00025677+0.00048068i,0.00039999+4.2466e-05i
-0.00014226-0.0017643i,0.00019348-0.0025346i,0.0010091-0.0030562i,0.00069677-0.002572i,-0.00051243-0.00091919i,-0.00027462+8.5547e-05i,0.00039067-0.00030174i,-0.00014171-0.0004227i,-0.0002848-0.00054899i,-0.00015081-0.0013706i,-0.000794-0.0016458i,-0.00097371-0.001237i,-0.00098182-0.0011138i,-0.00214+0.00019239i,-0.0024488+0.001601i,-0.0016327+0.0017622i,-0.00025366+0.00086098i,0.00081751+0.00035556i,0.00014212+0.00066305i,8.5962e-05+0.0016095i,0.00045505+0.0019373i,-0.00028834+0.00096409i,-0.00072294-0.00014952i
-0.0014673-0.002058i,-0.0032692-0.0025218i,-0.0048737-0.0013204i,-0.0049171+0.00029298i,-0.0029851+0.00044619i,-0.00062259-0.0004884i,0.0004609-0.0014826i,0.00033629-0.001626i,0.00042626-0.0020348i,0.00070423-0.0024425i,0.00026518-0.0023619i,-0.00040064-0.0016633i,-0.00010217-0.00093214i,-0.00089269-0.00092686i,-0.0020558-0.0014298i,-0.0017503-0.0010028i,-0.0018871-0.00019215i,-0.0015814-0.00066526i,-0.00057778-0.0010038i,-0.00021458+0.00020408i,0.00025541+0.00064572i,0.0003045-0.00025027i,-0.00063355-0.00032899i
0.0027798+0.00025509i,0.0026622+0.0011611i,0.0017955+0.0012109i,0.00044096+0.0011335i,-0.0012341-0.00011042i,-0.0016095-0.0011933i,-0.0010884-0.0018206i,-0.00047563-0.0012905i,-0.00015284-0.00040767i,0.00011777+6.3179e-05i,0.00027282+0.0013585i,-8.1243e-05+0.0018753i,0.00045505+0.0011478i,0.0014062-2.536e-05i,0.0016091-0.0013561i,0.00071292-0.0022691i,-0.00044713-0.0017655i,-0.00074284-0.000283i,-0.00025875-1.6072e-05i,0.0002622-0.00033838i,-0.00039835-0.0003251i,-7.5585e-05-0.00045626i,0.00055949-0.0001327i
-0.00029793+0.0013457i,0.00038292+0.00044463i,0.00023813-0.00059127i,-0.00046713-0.0011231i,1.177e-05-0.00056757i,0.00082813-0.0008026i,-0.00032548-0.0015602i,-0.0012521-0.00098041i,-0.0021768+0.00037131i,-0.0033136+0.0014005i,-0.0028808+0.0016836i,-0.0021908+0.0015956i,-0.0010887+0.0014879i,8.9065e-05+0.0015535i,0.001001+0.0013622i,0.0025453+0.00080127i,0.0023382+0.0005391i,0.0011337+0.00037185i,0.00063278+8.5415e-05i,0.0015151-0.00018359i,0.0022549-8.831e-06i,0.00092533+7.0995e-05i,-9.5844e-05-0.00012653i
0.0014827-0.0025956i,0.0012518-0.0027331i,-0.00076504-0.0014964i,-0.0027996+0.0010867i,-0.0026744+0.0019626i,-0.00074334+0.00097701i,-9.1885e-05-0.00086924i,-0.0016055-0.00097518i,-0.0024994-0.00060079i,-0.0027515-0.0010952i,-0.0020461-0.0016907i,-0.00039802-0.00070216i,-0.00024495+0.0011161i,-0.0012788+0.0016981i,-0.0011649+0.0016843i,-1.8692e-05+0.001545i,0.00012241+0.00073071i,-0.00074035+0.00038363i,-0.00053912+0.00038395i,0.00021319+0.00011161i,0.00032785+0.00071371i,-0.00023939+0.00075043i,-0.00027884+1.3366e-05i
0.00077093-0.00052708i,0.00049618-0.0002291i,0.00063909-0.0011518i,-0.00082844-0.0016761i,-0.0034581-0.00093983i,-0.0024432-6.4281e-05i,-0.00072436+0.00054304i,-0.00098657+0.0011383i,0.00040256+0.00097378i,0.0027437-4.8085e-05i,0.0032089-0.00030338i,0.0018359-0.00053346i,-8.5988e-05-0.0013783i,-0.0012789-0.0024624i,-0.0023172-0.0025097i,-0.0018049-0.0010969i,-0.0005255-0.00042336i,0.0004106-0.00034641i,0.00060938-0.0006754i,0.00030053-0.00076073i,-0.00029348+0.00046705i,-0.00022584+0.00059405i,3.6988e-05-0.00052157i
-0.00033702+0.00067964i,-0.00040005+0.00022547i,-0.0021954-0.00053363i,-0.0028164+0.00012144i,-0.0021274+0.0011468i,-0.00040518+0.00053081i,0.00052126-0.00057386i,0.0012394-0.00063587i,0.0015305+0.0004366i,0.0011384+0.0019278i,0.00024402+0.0023124i,-7.3104e-05+0.00057208i,0.0013135-0.00034204i,0.0026949-0.00045758i,0.0020908-0.0012409i,0.00040235-0.0016136i,-0.00038078-0.001704i,-0.00032682-0.0012059i,-0.0008702-0.0014487i,-0.00063729-0.0020933i,-0.00089109-0.0017078i,-0.0017208-0.0010239i,-0.00073748-0.00060009i
0.0013198+0.0011271i,0.00074043+0.0013137i,0.00081551+0.0026115i,0.0010353+0.0024124i,0.0010971+0.00052384i,0.00059052-0.00037166i,-0.0006849-0.0003914i,-0.0016097-0.00045437i,-0.0018421+0.00014123i,-0.0021164-0.00048702i,-0.0017852-0.0011105i,-0.0011034-0.00072941i,-0.000766+0.000157i,-0.00032672+0.0019041i,0.00076518+0.002673i,0.0014109+0.0015249i,0.00016931-0.000493i,-0.00015693-0.0014987i,0.00050348-0.0011548i,0.0012756-0.00077689i,0.0009902-0.0012236i,9.8878e-06-0.0014901i,-0.00012717-0.00077606i
0.0022731-0.00075352i,0.0035539-0.002083i,0.0027387-0.0037965i,-0.00080291-0.0036063i,-0.0025451-0.0018754i,-0.0015716-0.00042315i,-0.00058799-0.00028159i,-0.00022317-0.00095646i,-0.00069091-0.0024702i,-0.0011898-0.0035407i,-0.00074804-0.003044i,-0.00016595-0.0015654i,-0.00021404-0.00026226i,-0.0018527+0.00085333i,-0.0022413+0.0023687i,-0.00042856+0.0017361i,9.7864e-06+0.00084793i,-0.00082684+0.00083567i,-0.00093054+0.0010303i,-0.00046964+0.0013801i,0.00015316+0.0017513i,0.00084776+0.0014236i,0.00073097+0.00062785i
-0.002609-0.00096624i,-0.0033319+0.0004387i,-0.0034592+0.0021632i,-0.0018428+0.0027705i,-0.00011563+0.0019121i,-0.00055673+9.4487e-05i,-0.0014598-0.0015927i,-0.0013947-0.0020902i,-0.00073062-0.0015448i,0.00075298-0.00055585i,0.0011646+0.00031863i,0.00016461+0.0011578i,-0.00082942+0.00094105i,-0.0011558-0.00083282i,-0.00118-0.0012344i,-0.0013303-4.0367e-05i,-0.001538+0.00058444i,-0.0019126+0.00033593i,-0.0017044+0.00045481i,-0.0014896+0.001044i,-0.00094686+0.00090444i,-0.00013252+0.00041053i,0.00030245+0.00051582i
0.00024585+0.00058024i,-0.00084708+0.00092225i,-0.00072299+0.00094327i,0.00014702+0.00014566i,-0.00016224-0.00020736i,-0.0004189+5.1015e-05i,-0.0005618+0.00010345i,-0.00068631+0.00059589i,-0.00070462+0.0018227i,-0.0010091+0.0029377i,-0.00083738+0.0033664i,-0.00074456+0.0027124i,-0.00031523+0.0014148i,0.0011145-0.00016706i,0.001716-0.0017101i,0.00074806-0.002244i,0.00051803-0.0018081i,0.00015156-0.00074854i,-0.00029667-0.0006411i,7.1247e-05-0.00087737i,-0.00019459-0.00052821i,-0.0011418-3.2939e-05i,-0.00099956-0.00015622i
0.00017131-0.0030774i,0.0010083-0.004559i,-0.00062211-0.0043519i,-0.0023646-0.0023845i,-0.0024288-0.00046504i,-0.00045576+0.00038337i,0.0011657+0.00027149i,9.3179e-05-1.8424e-05i,-0.0018469-6.9838e-05i,-0.002259-0.00028025i,-0.0020693-8.7671e-05i,-0.001477+0.00014148i,-2.6682e-05-0.00029017i,0.0010782-1.8987e-05i,0.0014908+0.00028875i,0.0016209+0.00021733i,0.001731+0.00030348i,0.0015768+4.143e-05i,0.0014836-0.0002246i,0.0011888-0.00024625i,0.00047488-0.00039654i,9.9225e-05-0.00089707i,2.4939e-05-0.00093623i
0.0027612+0.0021569i,0.0020977+0.0028936i,0.0019923+0.0022562i,0.0009073+0.0007733i,-0.0004176-0.00040487i,-0.0012278-0.00037755i,-0.0015123+0.00041707i,-0.0011249+0.00040223i,-0.00041958-0.00055898i,0.00061916-0.0018209i,0.0018501-0.001998i,0.0017293-0.0017511i,0.0010283-0.0010989i,-8.224e-05+0.00090004i,-0.0004505+0.0014704i,0.00042554+0.00029876i,-2.7349e-05+1.8035e-05i,-0.00030372+0.00073081i,-6.5272e-05+0.00059867i,-1.3744e-05-0.00031304i,0.00045308-0.00059045i,0.00094841-8.388e-05i,0.0012859-2.5621e-05i
0.00099134+0.0018046i,0.0018111+0.0019695i,0.0030171+0.0010154i,0.0015216+0.00063389i,-0.00068302+0.0005683i,-0.00028206-0.00074814i,0.0010401-0.0015915i,0.0012971-0.00080272i,0.0011269-0.00034446i,0.0014854-0.00088868i,0.0014669-0.00097746i,0.00028165-0.00055445i,-0.00082703-0.00043972i,-0.0014555-0.0012068i,-0.0015463-0.0013998i,-0.00095144-0.00028104i,-4.5153e-05+0.00055124i,9.9989e-05-0.00025153i,-0.00059215-9.3995e-05i,-0.00038807+0.00074457i,0.0003825+0.00069667i,0.0006912+0.00098181i,0.00097271+0.0012376i
-0.00089332-0.0027262i,-0.0013487-0.0044942i,-0.001925-0.0034932i,-0.002687-0.0014423i,-0.0012641-0.00054939i,0.00022273-0.00035749i,0.00040349-0.00020029i,0.00020796-6.9271e-05i,-0.00010364-6.0583e-05i,-0.0014753+0.00023168i,-0.0026466+0.00065655i,-0.0031701+0.00054231i,-0.0027297+0.00028113i,-0.0010005-3.0829e-05i,0.00031114-0.00050869i,-7.6328e-05-0.0006837i,-0.00017664-0.0010057i,-0.00065465-0.0013547i,-0.0010643-0.0010043i,-0.00024485+5.3357e-05i,-0.00038893+0.00094055i,-0.0008131+0.00011594i,-0.00031982-0.00031464i
0.0036714+0.00082262i,0.0023963+0.00096985i,0.00090682+0.00073054i,-0.0011319-0.00063436i,-0.0020473-0.0013692i,-0.0013212-0.00025553i,-0.00050436+0.0003212i,-0.00075952+0.00014894i,-0.0018119+0.00034253i,-0.002707-0.0003325i,-0.0026928-0.0014338i,-0.0014673-0.0013224i,-0.00055112-0.00064413i,-0.00040355+0.00021138i,0.00019846+0.00073917i,0.00061052+6.0854e-05i,0.0011432-0.00035446i,0.001179-0.00010356i,0.00015583+0.00036512i,-0.00045231+0.00050349i,-0.0010937-3.3221e-05i,-0.0019175-0.00085664i,-0.0018689-9.115e-05i
-0.00048079+0.0028777i,0.001231+0.0029327i,0.0021351+0.0018061i,0.00061178+0.00026066i,-0.00018528+0.0008364i,9.6263e-05+0.0013375i,0.00017225-5.7882e-05i,-0.00093982-0.00065672i,-0.0014458-0.0002134i,0.00092206+0.00030667i,0.0025293+0.00053447i,0.0015077+0.00065823i,0.0010979+0.0011701i,0.0010008+0.00096972i,0.0003594+0.00020183i,-0.0002273+0.00040923i,-0.00054065+0.00063508i,-0.00025551-3.7355e-05i,-2.8387e-05-0.00084739i,-0.0001676-0.001531i,-0.0003438-0.0015777i,-0.00030184-0.0011788i,0.00033091-0.0010758i
-0.0011616-0.0016868i,-0.0018551-0.0014501i,-0.0018293-0.00092459i,-0.0019695-0.0012244i,-0.0014306-0.0013281i,-0.0018199-0.0010668i,-0.002234-0.00085257i,-0.0010591+0.00079757i,0.00069028+0.0021106i,0.0019227+0.0023931i,0.0015752+0.0027741i,0.00060283+0.0023324i,0.00077489+0.0010799i,0.00091876-0.00010832i,0.00078416-0.00023169i,0.00085945+0.00056152i,0.00042324+0.0002614i,-4.161e-05-0.00066651i,-0.00037492-0.0011607i,-0.00013348-0.0014425i,0.00011558-0.00089832i,2.572e-05+0.00010613i,0.00015548+0.00067894i
0.00098871+0.0032572i,0.00156+0.0038565i,0.0024897+0.0038132i,0.0022064+0.0020621i,0.0004242-8.349e-05i,0.0001963-0.00059837i,0.00017637+0.00066843i,0.0003197+0.00109i,0.00069473+0.00019079i,-0.00038372-0.0006778i,-0.0012-0.0016583i,-0.00083661-0.001841i,-0.0011047-0.00080044i,-0.0012836+0.00036643i,-0.0011013+7.626e-05i,-0.00040849-0.00037987i,0.00054919+0.00014285i,0.0010526+0.00019741i,0.00022172-0.00021218i,-0.00021307+0.00028601i,1.3893e-05+0.0011956i,0.00028219+0.0011624i,0.00092033+0.00080881i
0.0060104+0.0020546i,0.0078843+0.0013372i,0.0061447-0.00014966i,0.0026213-0.0012992i,0.0011686-0.00074447i,0.00078718-0.00017041i,0.00051268+0.00077415i,0.0005274+0.0014679i,0.00044003-0.00016442i,0.00014596-0.0028869i,-0.0006518-0.0037545i,-0.00077298-0.0030867i,-0.00050406-0.0016018i,-0.0011523-0.00039977i,-0.0008676+0.00043052i,-0.00037975+0.00069882i,3.3003e-05-7.6194e-05i,0.00081306-0.00078111i,-2.4588e-05-0.00055557i,-0.00067464+5.9285e-05i,-0.00077246+0.00014921i,-0.0012315-6.0314e-05i,-0.00076112-0.00041455i
-0.0024468+0.00036724i,-0.0037307+0.00094032i,-0.0039804+0.0010199i,-0.0030131+0.00058951i,-0.002214+0.0010993i,-0.00084904+0.0016826i,-0.00043397+0.0011114i,-0.00046301-6.5908e-05i,-0.00053697-0.00059221i,-0.0002994-0.00036124i,-0.00020097+0.00062806i,-0.00034453+0.0012364i,-0.00028398+0.0013392i,-0.00025459+0.0012642i,-0.00073004+0.00082404i,-0.0008762+0.00059361i,-0.00051906+0.00049304i,9.119e-06-0.00036515i,0.00039993-0.0011304i,-0.00043145-0.0012834i,-0.00098973-0.0013613i,-0.00074067-0.00076264i,-0.00020585-0.00055823i
