0.0051282-0.00053599i,0.0071045-0.0023802i,0.0050618-0.0063439i,8.7482e-05-0.0076657i,-0.0049014-0.0055459i,-0.0072259-0.0011141i,-0.0040715+0.00097053i,-0.00070148+0.00024858i,0.00019853-0.00034721i,2.7665e-06-0.00068592i,1.2766e-05-0.00018523i,0.00011154+8.5754e-05i,0.00034652+0.00025724i,-0.00043989+0.00088307i,-0.0013786+0.0010999i,-0.00077931-0.00023544i,-0.00064982-0.0010149i,-0.00060818-0.00034954i,0.00011146+2.5757e-05i,0.00041527+0.00022114i,0.00032533+6.3681e-05i,0.0003884-0.00044384i,0.00023902-0.00019385i
0.00092952+0.0011405i,-0.00012232-8.5754e-05i,-0.0008646-0.0011198i,-0.00089687-0.0015086i,-0.00048859-0.0014705i,-0.0012676-0.0011979i,-0.0024027-0.001027i,-0.0015037-0.00014385i,0.00010279+0.00018539i,1.5624e-05+0.00038384i,8.6572e-06+0.00035578i,0.00022183+0.00012139i,-0.00011796-0.00011973i,0.00022804-0.00055567i,0.0009076+5.4193e-05i,0.00031748+0.00049159i,-0.00031471-4.602e-05i,-2.9586e-05+1.7692e-07i,-0.00010658+0.00082746i,3.8853e-06+0.0008295i,0.00088938+0.00023067i,0.00088891-7.4961e-05i,5.0324e-05-0.00023947i
-0.0011115+0.00024277i,-0.0010645+0.00079411i,-0.00023515+0.00083389i,0.00013345+9.6673e-05i,-0.00028733-0.0012978i,-0.0019791-0.0017734i,-0.0026717-0.00064111i,-0.0016985+0.00088265i,-0.0002373+3.0443e-05i,-4.1328e-05-0.00066393i,-0.00063754-1.8409e-05i,-0.00063738+0.00038794i,-0.00083163+0.00018552i,-0.00020813+0.00012495i,-0.00015577+0.00035638i,-0.0003528-0.00046518i,0.00022245-0.00089779i,1.6188e-05+0.00033126i,-1.316e-05+0.00099378i,0.00016017+0.00017099i,0.000359-0.00030679i,0.00075035+0.00034064i,0.00067009+0.0006401i
0.0024055+0.0019588i,0.0029154+0.001914i,0.001956+0.00082357i,-0.00024019-0.0010573i,-0.0021644-0.0021464i,-0.0023188-0.0024114i,-0.0015218-0.0015168i,-0.00065488-4.8947e-05i,0.00010577+0.00041466i,-0.0004072-0.00015714i,-0.0016652-0.00018575i,-0.0015961+0.00059687i,3.745e-05+0.0005274i,-0.00012419-0.00022269i,-0.001057-0.00029608i,-0.00060093-0.0003411i,-3.6122e-05-0.00087393i,4.0665e-05-0.0012127i,-0.00053481-0.0010436i,-0.00046248-0.00075701i,0.00046593-0.00076587i,-2.3201e-05-0.00069953i,-0.00078009-0.00030405i
0.0017273-0.0027421i,0.00080524-0.0038412i,-0.00044261-0.0043845i,-0.0018462-0.0027587i,-0.0036443-0.00081877i,-0.003284+9.5427e-05i,-0.0021323+3.3412e-06i,-0.0010147-0.00011044i,-0.00044262-0.00029974i,-0.0014231-0.00041368i,-0.0013651-0.0001629i,0.00028785-0.00043164i,0.00064338-0.00071358i,0.00010631+4.9465e-05i,0.00029702+0.0001107i,0.0010373-7.8799e-05i,0.00056075+0.00030584i,6.55e-05-2.3828e-05i,0.00042656+0.00014415i,0.00061803+0.00047388i,0.00015436+0.00055299i,-0.00056363+0.00060481i,-0.00024639+0.00031345i
-0.0011432-0.0010817i,-0.00074339-0.00024567i,-0.0013595+0.00074828i,-0.0021611+0.00053123i,-0.0021621-0.00061648i,-0.0013343-0.00053392i,-0.00028635+4.6569e-06i,-0.00028728-0.00020548i,-0.00066677-0.00041825i,-0.00010289+0.0004443i,0.00011525+0.00061326i,-0.00033523-0.0001417i,-0.00036596-0.00034898i,-0.00027139+9.7828e-05i,-0.00059757+0.00017199i,-0.00023548+0.00040808i,0.00032233+0.00084073i,0.00038081+0.00083513i,0.00085688+0.00059307i,0.0010048+1.6793e-05i,0.00048138-0.00093734i,-0.00019399-0.00074406i,-0.00068171+0.00031301i
0.00011449+0.00089106i,-0.000489+0.00085039i,4.2556e-06+0.0006717i,0.00028648+0.00024047i,-0.00050305-0.00018051i,-0.0016383-0.00062552i,-0.0016351-0.0010437i,-0.00050271-0.00022903i,-0.0005048+0.00025447i,-0.00058846+0.00031306i,-9.7059e-05+0.00066285i,0.00033962+0.00047222i,0.00065171+0.00046934i,-8.7281e-05+0.00080576i,-0.00055057+0.0009473i,0.00021028+0.0006808i,0.00017763+0.00034347i,0.00017533+3.99e-05i,0.00074145-0.00024775i,0.00065678-0.00030992i,0.0001682-0.0005992i,6.6835e-05-0.0010068i,0.00096741-0.00096274i
-0.0004196+0.00057228i,0.00066323-0.00022763i,0.00038782-0.0010285i,-0.00038831-0.0015919i,-0.00071655-0.0014404i,-0.0013822-0.0011283i,-0.0016083-0.00097569i,-0.00091848-0.00018404i,5.0388e-05+0.00016728i,8.9607e-05+0.00075937i,-0.00045956+0.00053074i,-0.00050167-5.6226e-05i,-0.00023945+0.00039689i,-0.00059888+0.00033924i,6.3487e-05-0.00021549i,0.00046399-4.2277e-05i,-1.4977e-05-0.00081262i,7.8895e-05-0.0011476i,-6.0813e-05-0.00060852i,-0.00027515-0.00087696i,-3.6482e-05-0.00082269i,0.0003824-0.00016791i,4.447e-05-9.1693e-05i
-0.0026176+0.0015892i,-0.0044053+0.002878i,-0.0027489+0.0023691i,-0.00038039+0.00089911i,-0.00075047-0.00055044i,-0.0016938-0.0014707i,-0.0014835-0.00088698i,-0.0013104-5.0326e-05i,-0.00076016-0.00031817i,5.8858e-05-0.00034605i,-7.7164e-05+4.2019e-05i,0.00035833-9.3364e-05i,0.0013937+0.00017098i,0.0014988+0.00024857i,0.00061099+7.4037e-05i,-0.00050659+0.00021195i,-0.00087229+0.0010551i,-0.00060994+0.001287i,6.5482e-05+0.00085674i,0.00034372+0.00044454i,-0.00048998-0.00016866i,-0.00063169-0.00033453i,-0.00013616-0.00022351i
0.00080571+0.0023297i,0.001583+0.0025583i,0.0015639+0.0015067i,0.00023447-0.00014637i,-0.0013564-0.0010027i,-0.0018101-0.0007984i,-0.0015823-0.00047803i,-0.0009706+0.00050373i,-0.00038291+0.00090172i,-0.00039278+0.0011036i,-0.0005995+0.0015777i,-0.00044313+0.00096809i,6.5401e-05-0.00017266i,-0.00020193-0.00034062i,-0.00047012-0.00016329i,-0.00054845+0.00052334i,-0.00085179+0.00034786i,-2.2048e-05-0.00070487i,0.00042221-0.00085272i,0.00072805-0.00023914i,0.00041698+0.00010301i,-0.00039733-6.1538e-05i,-0.00035779-0.00025116i
-0.0024585+0.00099876i,-0.0017496+0.0014332i,-0.00011222+0.0021333i,0.00064014+0.0012038i,-6.2494e-05-0.00086903i,-0.00040596-0.0021809i,-0.00090219-0.0010813i,-0.0010069-0.00029384i,-0.00053114-9.419e-05i,0.00021462+6.5882e-05i,0.00014768+0.00064236i,-0.00013507+0.00074183i,-0.00026992-0.0001772i,-0.00033868-0.0010677i,0.00012908-0.0010775i,0.00035588-0.00011158i,5.8864e-05+0.00050419i,-1.8571e-05+0.00094112i,0.00046101+0.0012436i,0.00097954+0.0008877i,0.00080139+5.1597e-05i,-3.413e-05-0.00020322i,-0.0003631+0.00030853i
0.0015194-0.0013774i,0.00051524-0.0010425i,0.00049759-0.0015136i,0.00040281-0.0009827i,-0.00085208+0.00022025i,-0.001868+0.00037161i,-0.0014975-0.00020991i,-0.00040658-0.00017242i,-0.00030975+0.00040773i,-0.00087315+0.00062533i,-0.00056854-7.6691e-05i,-0.00041391-0.00022585i,-0.00050821+2.544e-05i,-5.8555e-06+9.1171e-06i,-0.00048704+6.1574e-05i,-0.00074156-0.00017944i,-0.00015611-0.00021815i,-8.3052e-05+0.00011353i,-0.00016428+0.00026357i,-0.00014025+0.00016184i,0.0001043+0.00015947i,0.00048941+0.00015928i,-0.00011842-0.00014992i
0.00013045-0.00063885i,-0.00072706-0.00037932i,-0.0015733-0.00040921i,-0.0010172-0.001252i,-0.0010017-0.0015249i,-0.0027008-0.0012033i,-0.0025234-0.0011406i,-0.0015539-0.00070109i,-0.0012556+0.00010409i,-0.001126+0.00042897i,-0.0013483+0.00072662i,-0.0010257+0.00095715i,-0.00021749+0.00079104i,0.00066154-8.9476e-06i,0.0010299-0.0003816i,-0.00011095+2.0275e-05i,-0.0010491-6.271e-05i,-0.0005642-0.00094996i,0.00047927-0.0011142i,0.0009579-0.00070651i,0.00080938-0.00049995i,0.00074627+0.0002704i,0.00067113+0.00044593i
-0.00031348+0.00074175i,-1.2488e-05+0.0015443i,0.001024+0.00057308i,8.355e-05-0.0011169i,-0.0015272-0.0013609i,-0.0018825-0.0014939i,-0.0019235-0.001203i,-0.0014348-0.0005641i,-0.00082896-0.0005585i,-5.6688e-05-0.00053308i,0.00038385-0.00018551i,-0.00010125+0.00011127i,-0.00020761-3.1988e-05i,0.00013706-0.00033454i,0.00027764-0.00043929i,-7.0202e-05+0.00029942i,0.00077945+0.00034611i,0.0015281-0.00088376i,0.00072444-0.00082079i,0.00018928+0.00023805i,3.9109e-05+0.00070598i,-0.00031947+0.00015054i,0.00012883-0.00016939i
0.0032553-0.0012648i,0.0040194-0.0014946i,0.0033662-0.0013036i,0.0018394-0.0022028i,-0.00058302-0.0026815i,-0.0015623-0.0020011i,-0.00061354-0.00098624i,-0.00028116+1.567e-05i,-0.00054622+0.00053018i,-0.00068053+0.00032763i,-0.00057934-0.00055704i,0.00018567-0.000352i,4.3743e-05+0.00030482i,6.5132e-05+0.00022574i,0.00023981+0.00039627i,0.00026549+2.5466e-05i,0.00041368-0.00031758i,0.00077546-3.2172e-05i,0.00046331+0.00033145i,3.8357e-06+0.00035012i,0.00018242+0.00019961i,0.00087234+0.00013817i,0.00085252-7.6196e-05i
-0.00020658-0.0010426i,-0.00055432-0.0016677i,-0.0012719-0.0022578i,-0.0019959-0.002035i,-0.002964-0.00083648i,-0.0027085+0.00011365i,-0.001707+0.00014971i,-0.0014247-0.00025291i,-0.00030374+1.8648e-05i,2.3634e-05+0.00058912i,-0.00072951-9.8664e-06i,-0.00056132-0.00094722i,9.8065e-05-0.00090358i,0.00037907+0.00025285i,0.00049931+0.00063733i,0.00033017-0.00043291i,0.000297-0.00082011i,-6.3687e-05-0.00086294i,-2.5979e-05-0.0010452i,0.00064937+7.0083e-05i,0.00021027+0.00064787i,-0.00063151+0.00012343i,-0.00083385+0.00010894i
-0.0015946-0.0038537i,-0.0014134-0.0029002i,-0.00071382-0.0017681i,-0.00064692-0.0011818i,-0.0018267-0.00091019i,-0.0030983-0.00085886i,-0.0022952-0.00070366i,-0.0010119-0.00061332i,-0.00037877-0.00085256i,-0.00012077-0.00053911i,-0.00046701-5.2058e-05i,-0.00026836+1.7975e-05i,-0.0001384-0.00023427i,-0.00013337-0.00026665i,-0.00030178+9.1959e-05i,-0.00054144+0.00035535i,-0.0003368-7.2648e-05i,0.00026668+8.554e-05i,0.00039181+0.00074963i,6.7241e-05+0.0006205i,0.00038319-7.1441e-05i,0.0010642-4.1214e-05i,0.0013785+0.000947i
0.0011001-0.0017502i,0.0014306-0.0012595i,0.00087868-0.0015615i,1.6675e-05-0.0017013i,-0.00068119-0.00063282i,-0.0015395+4.8823e-05i,-0.0015657+0.00013571i,-0.00077754+0.00020299i,-0.00018178+0.00052006i,-0.00013907+0.0011083i,-0.00017073+0.00086187i,-0.000208+0.00050873i,-0.00043372-0.00021865i,0.00055943-0.00064993i,0.00087192-0.00040709i,-8.1742e-05-0.00056582i,-0.00032984-0.00030203i,-6.4485e-05+0.00021628i,-0.00026595+0.00029851i,-0.00082041+0.00019389i,-0.00072037-0.0004087i,3.1983e-05+5.8278e-05i,0.00040589+0.00082567i
-0.00047045-0.00075069i,0.00031339-0.00084451i,5.9371e-05-0.001248i,-0.0010068-0.0015162i,-0.0015875-0.0020346i,-0.001305-0.0016854i,-0.0015901-0.00016778i,-0.0018809-0.00010609i,-0.0011838-0.00061989i,-0.00091737+1.5763e-05i,-0.0010261-0.00026383i,-0.00029776-0.00032185i,-5.7421e-05+0.0005835i,-0.00065597+0.00096308i,-0.00078666+0.00092391i,-0.00023699+0.00036863i,-0.00035788-5.436e-05i,-0.00037873-5.9869e-05i,6.6795e-05+1.3115e-05i,0.00029207-3.8667e-05i,6.0951e-05+0.00014395i,0.00055997-0.00028735i,0.0015332-0.00034398i
-0.0010579+6.0519e-05i,-0.00068364+0.00027037i,-0.0016944-0.00041575i,-0.001543+6.4804e-05i,-0.0019343+0.00050807i,-0.0032404-0.00023118i,-0.0031889-0.0004953i,-0.0016481-1.8886e-05i,-0.00085642+0.00047085i,-0.0012015+0.00020262i,-0.00073059+0.00010807i,-0.00063167-0.0002408i,-0.0012163-0.00071955i,-0.00094332-0.00075206i,-0.00036143-0.00061462i,-0.00022801-0.00056855i,-0.0003829-0.000329i,-0.00053378+0.00028252i,0.00016481+0.00048585i,0.0012079+0.00011988i,0.00068099+0.0001876i,-0.00072961+0.00064902i,-0.00078367+0.00052021i
-0.00094712-0.0016279i,-0.00016708-0.00080642i,0.00037289+0.0017088i,-0.0004845+0.0013754i,-0.0020008+6.0014e-05i,-0.0019438-0.00061765i,-0.0009874-0.00057674i,-0.00048222-0.00058037i,-0.00044741-0.0012001i,-0.0006309-0.00034136i,-0.0012574+0.0010072i,-0.0015605+0.00091355i,-0.00070769+0.00014234i,-0.00060521-0.00075343i,-0.0011001-0.0011011i,-0.00045279-0.00088674i,0.00033165-0.00043762i,0.00037364-0.00037385i,0.00024266-6.337e-05i,6.5858e-05+0.00030134i,5.2355e-05-0.00011583i,0.00057853-0.00018795i,0.00045993-0.00017025i
0.0012823+0.00047559i,0.00082753+0.00028067i,0.00027695-0.00048095i,-0.00021399-0.0016315i,-0.00080723-0.0023006i,-0.0012466-0.0015477i,-0.0019415-0.00058296i,-0.0024174-0.00079015i,-0.0016835-0.00059608i,-0.00083849+0.0002494i,-0.0004244+0.00063555i,6.8889e-05+0.00064995i,0.00017574+0.00050708i,-0.00031239+9.4499e-05i,-0.00050036-0.00057697i,-0.00015488-0.00034552i,8.2793e-06+0.00088874i,0.00077202+0.00068147i,0.0011907-7.594e-05i,0.00041727-0.00075067i,0.0003357-0.0009555i,0.00059782-0.00073818i,0.00035655-0.00093402i
-0.0017137+0.00010497i,-0.0017372+0.0010994i,-0.00060174+0.0017989i,-0.00053761+0.0014052i,-0.00081157+7.7313e-05i,-0.00069603-0.0007825i,-0.00026536-0.00013837i,-0.00014287+0.00040377i,-0.00065336+0.00058756i,-0.00086907+0.00092611i,-0.00038195+0.0004062i,0.0010889-0.00057968i,0.0016712-0.00041305i,0.00011609-0.00018368i,-0.0007386-0.00054147i,-0.00061505+6.6625e-05i,-0.00017915+0.00046045i,9.3352e-05-4.1261e-05i,0.00026645-0.00076106i,0.00054447-0.00032818i,0.00047472+0.00011448i,3.9437e-05-0.0001288i,-0.00024788-0.00065684i
-0.00068533+0.00055999i,-0.001857+0.0020209i,-0.0014169+0.0024477i,-0.00084723+0.0002261i,-0.0012244-0.0016324i,-0.0013849-0.0019292i,-0.0011393-0.001347i,-0.0012737-0.00061683i,-0.00091-0.00010247i,0.00013533-6.39e-05i,0.00069249+0.00028197i,0.00014491+0.00043895i,-0.00017996+0.00079628i,0.00030282+0.0004592i,0.0007517-0.00019222i,0.0003211-6.7617e-05i,-0.00047217-1.8256e-05i,-0.00070347+4.195e-05i,-0.00053179-2.6388e-05i,-0.00012778-0.00020148i,-9.5627e-05-0.00012897i,-0.00035984+0.00060876i,1.613e-05+0.00034098i
-4.6501e-05+0.00022174i,0.00083718-0.00022098i,0.0018572-0.0013098i,0.00091874-0.0018745i,-0.00088005-0.0021097i,-0.0014556-0.0021825i,-0.001069-0.0010551i,-0.00049881-0.00056729i,-0.00096522-0.00047501i,-0.0011678-0.00066366i,-0.00043005-0.00018405i,-0.00015368-0.00010951i,5.2057e-05-0.00066663i,0.00079742-0.00073787i,0.0007221-0.00053487i,-0.00054491-0.00038338i,-0.00085423-0.00058592i,-0.00098003+0.00019302i,-0.00074229+0.00010763i,-0.00013747-0.00016967i,-5.7262e-05+0.00069264i,-0.0006433+0.0013058i,-0.00085543+0.0010396i
-0.0017176+0.00080997i,-0.0014761+0.0010685i,-0.00050357+0.0020427i,-0.00032717+0.0016017i,-0.0008932-7.3882e-05i,-0.0012564-0.0011874i,0.00011462-0.0011737i,0.00042593-0.0003114i,-0.0005049+0.00017814i,-0.0006772+0.00061712i,-0.00028835+0.0011087i,-8.7148e-05+0.00071864i,-0.00010382+0.00060657i,-0.0002396+0.00058756i,-0.00031642+0.00062194i,-0.00023377+0.00066762i,-0.0005085+0.00068692i,-0.00016101+0.00038417i,0.00025801-0.00058586i,-7.1135e-05-0.00065308i,-0.000593-0.00042739i,-9.7433e-05-4.66e-05i,0.00017032+0.00041541i
-0.00022345+0.00056983i,-3.2868e-05+0.00093793i,-0.00035908-0.00042137i,-0.00050105-0.0012341i,-0.0010887-0.002138i,-0.0016129-0.0017803i,-0.00075789-0.00079385i,0.00062818+7.862e-05i,0.00037569+0.0013774i,-0.00082492+0.0013841i,-0.0012504-0.00022079i,-0.00050247-0.00036114i,-0.00049545+0.00041316i,-0.00050976-0.00038029i,-0.00045589-0.00084632i,-0.0003584-0.00034441i,-0.00013398+0.00016821i,-0.00042803+0.00022007i,0.00035448-0.00010554i,-3.9374e-05-0.00011058i,-0.00068639+0.0002491i,-0.00046482+0.00017277i,-0.00066717+0.00027725i
0.00055093-0.0010602i,-0.0003862-0.00071232i,-0.0014303-0.00048468i,-0.001543-0.0010222i,-0.0014811-0.0013307i,-0.001083-0.0017717i,-0.00084491-0.0016604i,-0.00019453-0.00073562i,-6.3106e-05+7.331e-05i,-0.0010289-7.4066e-05i,-0.00096875-0.00069012i,-0.00047546-0.00020683i,-0.00077353+0.00057537i,-0.00062681+0.0010439i,8.7611e-05+0.0012491i,0.00029266+0.00050959i,6.8998e-05-0.00048368i,-0.00028147-0.00062579i,-0.00064331-0.00061302i,7.1289e-05-0.00071454i,0.00028075+0.00015063i,0.00064942+0.00030173i,0.0011985+0.0002348i
-0.00060849+0.00010529i,-0.0015612+0.00072049i,-0.00055333+0.00065207i,-0.0011565-0.00025778i,-0.0020556-0.0016853i,-0.0024172-0.0012793i,-0.0022927-0.00025881i,-0.0016336-0.0002712i,-0.0010695-4.4016e-05i,-0.00085416+0.00017061i,-0.00098708-0.00074265i,-0.00091461-0.0015943i,-0.00066138-0.0016761i,-0.00026219-0.00065854i,-0.00050455+0.00029601i,-0.00063083-5.5682e-05i,-0.00025928-0.000178i,7.471e-05+0.00040084i,0.00032169-0.00074227i,0.00051012-0.001115i,0.00039777-0.00057168i,0.00069413-0.00023447i,0.0010128-0.00028656i
0.00019767+0.00028984i,0.001163+0.00094548i,0.00092085+0.00046698i,0.00017655-0.0003804i,-0.00069419-0.0018601i,-0.00090714-0.0022919i,-0.0013249-0.00091312i,-0.0012539+6.8416e-05i,-0.00067213-0.00020971i,-0.000432-5.7568e-05i,-6.618e-05+0.00032777i,0.00042219+0.00077396i,0.0010825+0.00044727i,0.0010269+0.00065098i,0.00054592+0.00092993i,-0.00010529+9.8163e-05i,-0.00012471-0.00022521i,8.4305e-06+0.00044756i,-0.00042441+0.00057451i,0.00032303-0.00027707i,0.0005882-0.00043842i,-0.0003753+0.00028454i,-0.00028304-5.2966e-05i
0.00089941+0.00083117i,0.00094264+0.00068054i,0.0014508+0.0002355i,0.00075617-0.00018101i,-0.00072725-0.00088149i,-0.0020828-0.00174i,-0.0023073-0.001741i,-0.00092557-0.00047901i,-0.00017172-0.00026709i,0.00028001-0.00025856i,0.00061305+0.00034488i,0.00068715-4.5995e-05i,0.00054542-0.00045434i,0.00027413-0.00040767i,0.00010001+0.00015832i,8.4977e-05+0.00076742i,0.00014962+0.00066902i,0.00030765+0.0003345i,0.00066763+6.9321e-05i,0.00083125-5.8219e-05i,0.00078734+0.00020729i,5.351e-05+0.00058259i,-0.0005451+4.0685e-05i
-0.001725+0.0022213i,-0.0011447+0.0016885i,-0.00014448+0.001073i,-0.00027409-0.00091241i,-0.00062138-0.0020836i,-0.00067333-0.0020889i,-0.0010179-0.0011163i,-0.0013185+3.5578e-05i,-0.00083847+0.00024766i,-0.00012062+0.00019714i,-0.00045659-4.0872e-06i,-5.7885e-05+0.00010228i,0.00039324+0.0007872i,0.00029514+0.00035051i,0.0001917+0.00015918i,-0.00037516+0.00042431i,-0.00054123+0.00033948i,-0.00023397+0.00028567i,-6.0053e-05+0.00055164i,0.00029093+0.00065698i,7.7778e-05+9.8784e-05i,-0.00021715-1.5714e-05i,0.0001803-0.00058389i
-0.0011446+0.00049917i,-0.0010225+0.0023895i,-0.00034429+0.0021189i,-0.00029728+0.00093147i,-0.0011866-0.00033016i,-0.0013955-0.0004307i,-0.0012314-0.00054234i,-0.00092897-0.00083532i,-0.0011687-7.8766e-05i,-0.0011231+0.00039095i,-0.00080351+0.00081603i,-0.00058159+0.0011509i,-0.00058452+0.00084132i,-0.00049632-0.00053522i,6.0988e-05-0.0011263i,0.0004877-0.00039723i,0.00056213-0.0004021i,-3.1404e-05-0.00053101i,-0.001404-0.00045969i,-0.00076322-0.00051229i,0.00055288-0.0010476i,0.00021267-0.00075578i,0.00017884+7.9762e-06i
0.0029208-0.00069106i,0.0019549-0.00076173i,0.0023155-0.0022125i,0.0015371-0.003253i,-0.00012495-0.003771i,-0.00082095-0.003383i,-0.00073814-0.002265i,-0.00066691-0.0016248i,-0.00022496-0.00085982i,4.6596e-05-4.5645e-05i,-0.00061034-0.00022779i,-0.00041908-0.00058646i,0.00020155+0.00064967i,-0.00036281+0.00097192i,-0.00079601+3.6889e-05i,0.00024901-0.00022252i,0.00038759+0.00027729i,0.00036042+0.00065355i,0.0007961+0.00045822i,0.00059744+0.0008771i,-0.00015636+0.00059045i,0.00057557+9.1446e-06i,0.00097306+2.1304e-05i
0.0007177+0.00031709i,0.0004546+0.0015828i,0.00034241+0.0012873i,0.00024002-0.0013331i,-0.00037449-0.0027629i,-0.0013491-0.0018138i,-0.0014225-0.00036204i,-0.00087817+0.00067601i,-0.00060198+0.00047372i,-0.00094276+0.00015076i,-0.0012711+0.00020271i,-0.0012211+4.1958e-05i,-0.00077418+0.00012896i,-0.00050539+0.00070334i,-0.00047357+0.0011237i,-0.0002868+0.0010088i,0.00034544+0.00065512i,0.00076368+0.00075902i,8.517e-05+0.00040811i,-0.00011158-0.00012728i,-0.00030972-0.00055027i,-0.00067065-0.00066793i,0.00016108-0.000363i
0.0010179+0.0008112i,0.0007618+0.00042055i,0.0012899-0.00014295i,8.7467e-05-0.0011567i,-0.0014647-0.0017331i,-0.0024621-0.00087784i,-0.0026177-0.00012015i,-0.0022283+0.0001691i,-0.0017953+0.00012432i,-0.0010631-0.00082891i,-0.00021787-0.0011658i,-0.00013222-0.00043417i,-5.8656e-05+0.00025657i,-8.5211e-05+7.8483e-06i,-0.00045989-0.00071461i,-0.00045606+0.00014628i,-0.00039376+0.00079221i,0.00027014-1.025e-05i,0.00034401-0.00040875i,-0.00024353-0.00051179i,-0.00015363-0.00094447i,-0.00042209-0.00091795i,-0.0013071-0.00057137i
-0.00030417-0.00050094i,0.00066492-0.00040814i,0.00070477-0.00041051i,0.00061303-0.0021757i,-0.00086109-0.0029468i,-0.0022164-0.0025686i,-0.0018704-0.0013565i,-0.00076896-0.00055284i,-0.00087952-0.00052352i,-0.0013116-0.00029028i,0.00016781-0.00030591i,0.00097516-0.00038087i,0.00081843+0.00046417i,0.00090421+0.0010443i,0.0013069+0.00063026i,0.0010325+8.9293e-05i,7.3002e-05-0.00060126i,7.8409e-05-0.00061126i,0.00022631-0.00014447i,-3.4063e-05+0.00011038i,-7.9145e-05+0.00012803i,0.00013954-9.1457e-06i,-0.00010441+0.00021512i
-0.00099869+0.0019535i,-0.0010103+0.0031012i,-0.00052599+0.0030241i,0.00059179+0.0017298i,0.00015718+5.8725e-05i,-0.0010872-0.0010246i,-0.0016339-0.00083394i,-0.0012622-0.00065024i,-0.00057042+0.00017746i,-0.00062088+0.00048371i,-0.00084104+0.00093613i,-0.00028479+0.00067191i,-0.00013159+0.0001625i,3.4305e-05+6.74e-05i,-1.4758e-05+5.3341e-05i,-0.00030132+0.00035866i,-0.00023112+0.00038773i,0.00020623+0.00027015i,0.0008829+4.2039e-05i,0.00047792+1.9633e-05i,0.00025747-0.00029752i,0.00038674-0.00071845i,-0.00010833-0.00046981i
-0.00028076-0.0024434i,-0.00021053-0.0029304i,-0.00042705-0.0022224i,-0.0023503-0.0016182i,-0.0030424-0.0013667i,-0.0023047-0.00084546i,-0.0017225-0.0003165i,-0.0010019+9.9884e-05i,-0.0004135+0.00015844i,-0.00026293+0.00067256i,-0.00029127+0.0014505i,-0.00024971+0.00086234i,0.00036628-0.00031674i,0.00080859-0.00088867i,0.00039356-0.00074389i,-0.00015634+1.9065e-05i,-0.00057812+8.0508e-05i,-0.00099023-0.00053282i,-0.00032978-0.00093833i,0.00052271-0.00012891i,0.00015229+0.00077771i,-0.00052768+0.00029083i,-2.4767e-05-0.00095667i
0.00021933+0.001239i,-0.00022467+0.00060691i,-0.00075464+0.00043685i,-0.0006308-0.00061305i,-0.0012219-0.0014585i,-0.0020997-0.0010082i,-0.0019586-0.00092269i,-0.00044689-0.00090096i,0.00081885-3.561e-05i,0.00016699+0.00088466i,-0.00043776+0.00096152i,-0.00054307+0.00054312i,-0.00045446-6.5912e-05i,0.00028815-0.00057781i,0.00047474-0.00063205i,2.7272e-05-0.00041114i,0.00054842-0.00038448i,0.00055856-0.00012886i,0.00036567-0.00013562i,0.00060666+0.00015663i,0.00064423+0.00067864i,-0.00015452+0.00031859i,-0.00072923+4.6131e-05i
-0.0016009-0.00063319i,-0.0014199+0.00078748i,-0.00014877+0.0024275i,0.00030956+0.0015222i,0.00043643-0.00081885i,-0.00082406-0.0019246i,-0.0014457-0.0010016i,-0.0011725-0.00044838i,-0.00079978-0.00010844i,-0.00038053+0.00036933i,9.0551e-05+0.00010465i,-0.00024256-0.00037707i,-0.0002362-0.00069462i,0.00020653-0.00095117i,-0.00035858-0.00096355i,-0.00093396-0.00047591i,-0.00027278+0.00020611i,-0.0006477+0.00027848i,-0.00081595+0.00020391i,0.00016656+0.00040047i,0.00047667+0.00043651i,-0.00047288+0.00030001i,-0.00080615+0.00050077i
0.0033407-0.00059268i,0.003143-0.0014421i,0.0017721-0.0024204i,0.0013313-0.0026894i,0.00015704-0.0021125i,-0.0017928-0.0010778i,-0.0026063-0.00037955i,-0.0017052-0.00064095i,-0.0005587-0.0010341i,-0.00022703-0.00035541i,-0.00043779+0.00040068i,-0.00010615+0.00053255i,0.0007368+0.00091602i,0.00077151+0.0007612i,0.00054544+0.00077935i,0.00039556+0.00055594i,1.4052e-05+0.00018782i,0.00088265+0.00027436i,0.00081859-6.4842e-05i,0.00024366-0.00058344i,-8.5929e-06-0.00040798i,-0.00036851-0.00012077i,0.00010532-5.4791e-05i
-0.0030855+0.00042909i,-0.0029224+0.00026283i,-0.0023731+0.00013054i,-0.0017812-0.00088099i,-0.0016577-0.00096894i,-0.0018357-0.0010978i,-0.0015746-0.00081781i,-0.00085989-0.00034492i,-0.00062672-0.00080625i,-0.00044864-0.00094617i,-6.6425e-05+0.00018585i,6.0621e-05+0.00077963i,-0.00058289-0.00010051i,-0.0012299-0.00054101i,-0.0010128+8.3802e-05i,-0.0002342+0.00045536i,0.00061322+5.3332e-06i,0.00031227+0.00042589i,-0.00060801+0.00016118i,-0.00064414-0.00061108i,0.00032218-7.5827e-05i,0.00094987+0.00061242i,0.00074584+0.00045804i
