-0.0015336+0.0011735i,-7.5732e-05+0.00067925i,-0.00067268-0.0006538i,-0.0012278-0.00088405i,-0.0015165+0.00019513i,-0.0021051+0.00055274i,-0.0017922+0.00098415i,-0.00010525+0.0013042i,0.0010901+0.0014421i,0.00079968+0.00086509i,-6.4359e-05-7.8069e-05i,-0.00066285-0.00067507i,-0.00060565-0.00064741i,-0.00051547-0.0001732i,0.00027471+8.6646e-05i,0.00026498+0.00094631i,-6.4107e-05+0.00088309i,0.00025967-0.00011819i,5.315e-05+0.00011117i,-0.0004499+0.00060252i,-0.00029067-0.00014191i,0.00016654-0.00068261i,0.00031359-4.0757e-05i
0.0013431+0.00019024i,0.0019626+0.00046066i,0.0018579+0.00026391i,0.00096003+0.00017301i,-8.4354e-05+0.00011082i,-0.00050678-0.00027766i,-0.00010125-0.00096517i,0.000169-0.0010854i,0.00022257-0.0011936i,3.2187e-05-0.00092735i,-0.00037317-0.00088896i,-0.0004875-0.0008175i,-0.00021778-0.00097738i,-0.00011933-0.00062321i,-1.6071e-05+0.00042918i,0.00016638+0.00043149i,0.00010226+0.00017067i,0.00035264-0.00050389i,0.00031513-0.00047558i,0.00021412+0.00017241i,-0.00040755+0.0001721i,-0.00043962-0.00043821i,-0.00028937-0.00017152i
-0.00020438-0.00015844i,0.00043855-0.00013979i,0.0011615+0.00010213i,0.00055246+0.00059036i,0.0012193+0.0016786i,0.0018521+0.0019727i,0.00054504+0.0015763i,-0.00066992+0.00087455i,-0.0005132+0.00036685i,5.0903e-05+0.00055761i,-0.00039546+0.00060281i,-0.0005753+0.00055719i,2.7427e-05+0.00016036i,-0.00012738+0.00015664i,-0.00061231+0.00050234i,-0.00012007+0.00023482i,0.00049076+9.7559e-05i,0.00037981+0.00040371i,-0.00017495+0.00040794i,-0.0001005-0.0001842i,0.00020407-0.00076191i,-0.00024769-0.00036368i,-0.00028091+8.786e-05i
0.00083046-0.00073161i,-0.00010795-0.00041815i,-0.00027583-0.001223i,0.00062372+0.00013195i,0.001132+0.0012417i,0.0013378+0.00090943i,0.00075084+0.00044662i,0.0002503+0.00035133i,0.00035092-0.00013344i,-0.00018866-0.00067722i,-0.00044954-0.00023136i,-0.00013911+4.742e-05i,-4.938e-05+6.0707e-05i,5.3294e-05-4.2367e-05i,-0.00042082-4.8312e-05i,-0.0010791-0.00015258i,-0.00059479-0.00026326i,-0.00034784-7.0186e-06i,-0.00069408-0.00030992i,-0.00072817-0.00012187i,0.00026125-0.00028219i,0.00061142-0.00014447i,-0.00021001+0.00042911i
0.0014039-2.2401e-05i,0.00095662+0.00029591i,0.00037148+0.00053086i,-0.00041676+0.00082792i,-0.00069493+0.0013105i,9.6453e-06+0.0009506i,0.00061768-0.00019043i,0.00044518-0.00078658i,0.00029788-0.0011507i,-5.4872e-05-0.001374i,-0.00035803-0.0012062i,0.00018584-0.0005126i,0.00064497-0.00046514i,0.00042109-0.00030801i,-0.00033692+0.0001775i,-0.00054995+0.0001838i,1.5912e-05-0.00033969i,0.00027452-0.00088433i,6.806e-05-0.0009542i,-4.3517e-05-0.00098574i,-0.00027956-0.00069145i,-0.00051239-0.00063452i,-0.00075081-0.00087839i
-0.00040383-0.00051438i,0.0010088+3.2084e-05i,0.00067466+0.00026184i,0.0012078+0.00059266i,0.0022826+0.0012308i,0.0014122+0.00027247i,-4.7391e-05-0.00081452i,-6.2117e-05-0.00079104i,-0.00017533-0.00087003i,-0.0010786-0.00043202i,-0.00064329+0.00044012i,-0.00030323+0.00053314i,-0.00047214+0.00033759i,-0.00031501+0.00041029i,-0.00014413-0.00032726i,-0.00017508+3.5446e-05i,-0.0004594+0.00056347i,-0.00063999+0.00057908i,-0.00037256+0.0010373i,0.00018048+0.00065174i,0.0001858-0.00015568i,-0.00035677-2.9712e-05i,-0.00055967+0.00017255i
0.00044862+0.0013187i,-0.00039822+0.00086884i,0.00057209+0.0021246i,0.00096867+0.0024469i,0.00059664+0.0011606i,0.0006115-0.00024585i,5.5897e-05-0.00093231i,4.9885e-05-0.00090728i,0.00041095-0.00025912i,0.00041964+0.00016375i,0.0003556-0.00028957i,-4.6935e-05-0.00041194i,-0.00029158-0.00033968i,-0.00034971-0.00040341i,-0.00091767-0.0001975i,-0.00047198-0.00017246i,0.00022302-0.0003966i,0.00034888-0.000689i,0.00055542-0.00069118i,0.0005285-0.00068095i,1.0975e-05-0.00086013i,-0.00010579-0.00086283i,0.00035232-0.00094068i
-0.0011339+0.00036987i,-0.0022067+0.00038044i,-0.0017693+0.0011582i,-0.00089614+0.0027489i,-0.00062303+0.0031726i,-0.00066598+0.001719i,-0.0010684+0.00019556i,-9.8755e-05-0.00022113i,0.00072941-0.00038525i,0.00029429-0.0004216i,0.00047128+0.0003303i,0.00035609+0.00043257i,-0.00030033-0.0004966i,-5.2604e-05-0.00038747i,-2.7502e-06+4.7815e-05i,-0.00056125-0.00035142i,-0.00068085+2.243e-05i,-0.00047132+0.00031567i,-5.2351e-06+0.00028857i,-0.0001723+0.00057922i,-0.00073786+0.00024873i,-0.00058504+0.00055827i,-0.00030826+0.00076883i
-0.0006258-0.0012004i,-0.00064417-0.00095244i,-0.0017393+0.00032116i,-0.0017241+0.0027421i,0.00025467+0.002821i,0.0017551+0.00057749i,0.00072429-0.00032117i,-0.00048079-0.00041042i,-0.0007097-0.00069684i,-0.00031374-0.00059277i,0.00041713+7.5446e-06i,0.00092179+0.00079618i,0.00077699+0.00081975i,-9.4568e-05+6.0542e-05i,-0.00072574-5.0919e-05i,-0.00086922-0.00010263i,-0.00078397-3.7934e-05i,-0.0002766+0.00030899i,4.8095e-05+0.00050508i,-9.6217e-05+0.0003517i,0.00016074-6.9625e-06i,9.0696e-05-0.00019178i,1.7051e-05-0.0003477i
-0.0026289+0.0010165i,-0.0030768+0.0014481i,-0.0031477+0.0034284i,-0.0015074+0.0042869i,3.7143e-05+0.0035816i,0.00050073+0.0021647i,0.00014903+0.00028653i,-0.00030153-0.00029657i,-0.00054661-0.00028354i,-7.6028e-06-0.00057015i,0.00030105-0.00098957i,0.00074462-0.0013679i,0.00042485-0.0013489i,-0.00076999-0.0011954i,-0.00089712-0.001096i,-0.00058079-0.0005814i,-0.00022457-0.00010262i,5.8068e-05-0.00047925i,0.0003111-0.00050266i,0.00026829-0.0002761i,-0.00059381-0.00048901i,-0.00080533+0.00020695i,-0.00067314+0.0011636i
-0.00073054-0.00084587i,-0.00076188+9.9941e-05i,-0.0007816+0.0022226i,-6.4486e-06+0.0037833i,0.0005771+0.0031762i,0.00099966+0.0012949i,0.00043436+0.00022307i,0.00058348+0.00017095i,0.00036747-0.00041538i,-0.00023241-0.00097753i,0.00046389-0.0011562i,0.00026477-0.00057588i,-0.00067599+9.8612e-05i,-0.00094552+0.00020952i,-0.00084105+4.5765e-05i,-0.0012811-0.00046116i,-0.001533-0.000892i,-0.0011393-0.00085643i,2.3937e-05-0.00075101i,0.00069722-0.00081572i,0.00034774-0.00022589i,6.2969e-06+0.00077604i,-5.5253e-05+0.00070623i
0.0011785-0.0011747i,0.00018982-0.0014157i,-0.00080011-0.00064987i,-0.00042745+0.0010811i,-0.00035906+0.0013574i,-0.00019325+0.00033689i,-0.00018702-0.00079446i,2.4544e-05-0.00073675i,-0.00031494-5.2683e-05i,-0.00028881-0.00023863i,0.00055866-7.5937e-05i,0.00024444-6.566e-05i,-0.00030877-0.00074853i,-0.00031629-0.001088i,-0.00065746-0.00078826i,-5.9303e-05-0.00034837i,0.0007755+0.00043829i,-0.00012273+0.00091053i,-4.8271e-06+0.00072885i,0.00091343+0.00017212i,0.00080842-0.00021521i,0.00030857-6.8532e-05i,0.00024343-4.0511e-05i
-0.001759+0.0017714i,-0.00042157+0.0023076i,0.00069923+0.0027775i,0.0014769+0.003031i,0.0011042+0.0021862i,0.00042224+0.00077243i,0.00061275-0.00067647i,0.00057882-0.000895i,5.0824e-05-0.00071355i,0.00013924-0.00055151i,0.00048485-0.00030227i,-0.00023451-0.00031063i,-0.0014953-0.00028341i,-0.0016546-0.00016555i,-0.00046362-0.0001637i,0.00015054-0.00038655i,0.00010959-0.00043079i,-0.00015302-0.00013538i,-0.0001683-0.00011217i,1.808e-05-0.0002256i,4.2742e-05+0.00042198i,0.00045771+0.00060483i,0.0003827-0.0002343i
-0.0014422-0.0010212i,-0.0013098-4.1364e-05i,-0.0018671+0.0018091i,-0.00081052+0.0019105i,0.0005106+0.0015749i,0.00059099+0.00090177i,5.5557e-05-0.00040308i,0.00041928-0.00037415i,0.0010377-0.00019326i,0.00088265-0.00036904i,0.00053171+0.00032002i,0.00017392+0.00042479i,1.7237e-05-0.00034114i,-0.00011247-0.00081976i,5.7677e-05-0.00051265i,2.8807e-05+0.00048855i,-0.00035117+0.00089577i,-0.00050071+0.00012899i,-0.00047585-1.564e-05i,-0.00019945+0.00042598i,-0.00030881+0.00030055i,-0.00021564+2.9499e-05i,-0.00088307+0.00082746i
0.00010126-0.001339i,0.0016022-0.0019719i,0.0007152+5.6309e-05i,-0.00077359+0.0020688i,-0.00084358+0.001416i,-0.00049144+0.00061898i,6.2351e-05+0.00046971i,0.00042612+0.00072461i,5.6702e-05+0.0010933i,-0.00032562+0.00014414i,-0.00061706-0.0012744i,-0.00043898-0.00058228i,-1.653e-05+0.00060913i,0.0006214+0.0007578i,0.0014417+0.00042135i,0.00075829-0.0002137i,-1.5573e-07-0.00060976i,-0.00016808-0.00013928i,-0.00078139+0.00085339i,-0.00070428+0.00069226i,-0.00075201-0.00037618i,-0.00092022-0.00069153i,-0.00093901-0.00095547i
-0.00045526+0.002145i,-0.0006334+0.0031554i,-0.00089021+0.0032553i,0.00025296+0.0028299i,0.0016279+0.0033469i,0.0020807+0.0025291i,0.00080835+0.00063515i,4.0465e-05-7.6928e-05i,-0.00038787-0.00063156i,-0.00050021-6.4794e-05i,-2.5466e-05+0.00021787i,0.00057093-0.0010245i,-6.743e-05-0.001091i,-0.0010331-0.00037834i,-0.0010789-0.00045468i,-0.0011533-0.0011502i,-0.0014814-0.0010228i,-0.0021127-0.00021788i,-0.0015865+0.00032689i,-0.00063101+0.00083885i,-0.000334+0.00081051i,0.00066425+0.00035265i,0.00095113+0.00011901i
-0.00082577-0.0010887i,-0.0012047-0.0013539i,-0.001407+0.00072404i,-0.0010886+0.0028061i,-0.00086262+0.0026786i,-0.00023155+0.0012546i,0.00023811+0.00026056i,0.00023575+0.00080921i,-0.00020993+0.00090048i,-0.00093349-0.00071052i,-0.00078277-0.0019902i,-0.00026711-0.001536i,-0.00027654-0.00072179i,-0.00037695-0.00059188i,0.0001096-0.00071132i,-5.6317e-05-1.8504e-05i,-0.00055049+0.00080957i,-0.00086728+0.00040723i,-0.00079297-5.0128e-05i,-0.00042974-6.8599e-05i,-1.2175e-05-8.0675e-05i,0.00085191+8.0824e-05i,0.00070783+0.00032894i
-0.00036368-0.00088305i,-0.0010974+0.00011207i,-0.00091092+0.00080797i,-1.8583e-05+0.0013864i,2.2901e-05+0.0014899i,5.0649e-05+0.0009429i,-0.00020603+0.0002182i,-0.0001729-0.0003518i,-0.00024957-0.00050487i,0.00012732-0.0010413i,0.00077221-0.0010875i,0.00054373-0.0012986i,-0.00040791-0.0011582i,-0.00065257-0.00076002i,0.00061785-0.00084653i,0.0010206-0.00047883i,-0.00019829+5.9256e-05i,-0.00083256+0.00035344i,-0.00045567+0.00011095i,-0.00025877+0.00014069i,-0.00085974+0.00065202i,-0.0012435+0.00043357i,-0.00097837+2.2816e-05i
-0.00025565-0.00040401i,-0.00065475+0.00027791i,-0.00033093+0.00094095i,-0.00039522+0.0021901i,0.00010189+0.0024222i,0.00065314+0.0015664i,-0.00018618+0.001037i,-0.00083006+0.00032832i,-0.00040776-4.5963e-05i,-2.4738e-05+0.0007461i,0.00022096+0.0010111i,0.00039536+0.00038351i,-6.0422e-05-0.0002308i,0.00015105-0.00074246i,0.00014666-0.0003327i,-0.00025668-7.0767e-05i,-0.00050048-0.00030552i,-0.00064209-0.0005004i,0.00038174+0.00037768i,0.0014539+0.0009293i,0.0007718+0.00057855i,0.00013091+0.00048116i,0.00059436+0.00012568i
0.00031629-0.00021833i,8.5465e-05-2.7908e-05i,0.0003041+0.00037941i,0.0007209+0.00085083i,0.0014743+0.00013257i,0.0012433-0.00012959i,0.0012066+0.00022383i,0.00086129-0.00033821i,0.00012683-0.0014409i,0.0001728-0.0013128i,-0.00029503-0.0005618i,-0.00051224+0.00028927i,-0.00050715+0.00087527i,-0.00069397+0.0010326i,-0.00052517+0.00087754i,-7.4569e-05+0.00017416i,0.0006979+3.577e-05i,0.00094035-8.6736e-05i,0.0001887-0.00078483i,-0.0006944-0.00086282i,-0.0011591-0.00080839i,-0.00043668-0.0014981i,0.00030287-0.0013258i
-0.00080999+0.00036609i,-0.00058396+0.00062929i,0.00025573+0.0020904i,0.0009645+0.0029987i,0.00082228+0.002321i,0.0010437+0.00099154i,0.0004471+1.9925e-05i,-0.00012199-0.0010813i,-1.4504e-05-0.0013212i,0.00023318+2.5363e-05i,0.00047068+0.00054718i,0.00087097+0.00054579i,0.00030555+0.00086452i,-0.00050024+0.00024495i,-0.0003063-0.00017536i,-0.00022671-0.00039595i,-0.00021225-0.00047621i,-0.00038997-5.104e-05i,-0.00011732-0.00030137i,-5.9306e-05-0.00068486i,0.0001247-0.00012262i,0.00065094+0.00067111i,-0.00011524+0.00037334i
0.00090037-0.00012493i,-5.3743e-05+0.0007358i,-0.00050885+0.001413i,-0.00062291+0.0020173i,-0.00040237+0.0021172i,0.00044349+0.0016785i,0.00084303+0.00040788i,0.0012801-0.00013665i,0.0016927+2.6455e-06i,0.0014281-0.00016863i,0.0010374-0.00046171i,0.0010133-0.00014782i,0.00038572-9.6349e-05i,-0.00042477-0.00078569i,0.00048734-0.00068913i,0.00078566+0.0001637i,0.00024781+0.00058493i,-0.00018089+0.00035243i,8.3876e-05-0.00030805i,0.00051437-0.00025254i,3.9539e-05+0.00068319i,-0.00028236+0.0011663i,0.00038859+0.0015132i
0.0024392+0.0020532i,0.0033353+0.0020911i,0.0046408+0.0024725i,0.0039841+0.0027237i,0.0021753+0.0019349i,0.00091693+0.00033687i,0.00072661-0.00031235i,0.001724-0.00048391i,0.0016119-0.0011845i,0.00055208-0.0011519i,3.0219e-05-0.0011868i,0.00015502-0.0013835i,-0.00015539-0.00089177i,0.0003583-0.00044156i,0.00041758+0.00017696i,-0.00064643+0.0011903i,-0.00093898+0.00080048i,-0.00028717+0.00045281i,0.00017607+0.00064926i,-0.00050209+0.0010696i,-0.00095742+0.00051396i,-4.8329e-06+0.00028726i,0.00013889+0.00042432i
-8.3162e-05+0.001844i,-0.00023697+0.0021594i,0.00091539+0.0019038i,0.00091571+0.0014694i,0.00048968+0.00062327i,-0.00038761+0.00017349i,-0.00065814-1.3888e-05i,0.00036665-0.00021116i,0.00088716-0.00035721i,8.8549e-05-0.00039329i,-0.00061148-0.00032855i,0.0001548-0.00058994i,-0.00045217-0.00036807i,-0.0018978+9.8221e-05i,-0.0019688+8.241e-06i,-0.0015501+0.00011643i,-0.00086833+0.00068903i,-0.00045392+0.00094394i,-0.00061048+0.00075444i,-0.0009579+0.0011727i,-0.0002605+0.00075687i,0.00091976+0.00030345i,0.00075498+0.00035921i
-0.0019241+0.00082891i,-0.002122+0.001499i,-0.0017654+0.0034396i,-0.00012812+0.005216i,0.0012692+0.0040124i,0.0018378+0.0015525i,0.0011944+0.00077015i,0.00052949+0.00055661i,0.00044318+0.00030226i,0.00022697-1.5891e-05i,0.00017631+0.00046799i,0.00083669+9.4087e-05i,0.00031098-0.00047123i,-0.00075321-0.00052584i,-0.0012346-2.8474e-05i,-0.00096287+0.00074201i,-0.00020534+0.00076471i,0.00030129+0.0004609i,-0.00018716+0.00035361i,-0.00053408-0.00021651i,-0.000536+0.00021146i,-0.00065792+0.0010521i,-0.0009697+0.00016204i
0.00010971+8.8036e-07i,8.7045e-05+0.0010015i,0.00038572+0.0023011i,7.8717e-06+0.0021043i,-0.00037047+0.00122i,0.00014558+0.00099029i,0.00054946-0.00025387i,0.00035638-0.0013721i,-0.00031157-0.0016016i,-0.00098068-0.0011754i,-0.00068032-0.00071435i,-0.00011188-0.00073105i,-7.8333e-06-0.00095971i,-0.00037059+0.00040511i,-0.00050797+0.00094766i,-4.3756e-05+0.00018476i,1.5451e-07-0.00015134i,0.00054524-0.00026094i,0.00085856-0.00026198i,0.00022004-0.00014176i,-0.00032373+6.8133e-05i,-0.00046959+0.0004007i,-0.0002724+0.00064312i
-0.00084866+0.0015115i,-0.001496+0.0014275i,-0.00097432+0.0025156i,-0.00020106+0.0029882i,0.00079563+0.0019358i,0.001862+0.00034245i,0.0013036+0.00063568i,0.00029122+0.00059956i,0.00054752+3.0852e-05i,0.00079943-4.7781e-05i,0.0012576-0.00039928i,0.0010372-0.00079724i,0.00033769-0.00045149i,-0.00013473-0.00023574i,-0.00034518-0.00019322i,-0.00075077+2.5612e-05i,-0.00076242+0.00025794i,-0.0002888+0.00054143i,0.00044078+0.0010302i,0.00075952+0.00063139i,0.00056772+0.00082664i,0.00055948+0.0014412i,0.00038663+0.00092393i
-6.4014e-05+5.2273e-05i,0.00087922-0.00011626i,0.0011195+0.0011599i,0.00075056+0.0025135i,0.00030312+0.0017457i,0.00072632+0.00051649i,0.0016074+0.00028362i,0.0010223-0.00056204i,-6.2754e-05-0.0016947i,-0.000787-0.0015532i,-0.0006456-0.0013703i,0.00046532-0.00092734i,0.00094751-0.00064937i,0.00074937-0.0001592i,0.00056974+0.00033942i,0.00060609+0.00065745i,0.0006094+0.00030525i,0.00080048-0.00041258i,0.0011922-0.00019523i,0.00073461-0.00015603i,0.00028637-0.00070911i,0.00060984-0.00063638i,0.00070904-0.00015563i
-0.0012864+0.00059489i,-0.00071768+0.0013185i,0.00076207+0.0012916i,0.0016863+0.0012004i,0.0020065+0.0016634i,0.0010393+0.0012277i,-0.00019378+2.7699e-05i,-0.00026384-0.00058191i,-8.7405e-05-0.00016373i,-0.00020817-0.00067703i,-0.00049573-0.0010146i,-0.00039699-0.0005237i,-0.00068046-3.4365e-05i,-0.00055923-0.00020515i,-0.00027141-0.00073176i,-0.00012482-0.00019146i,-3.931e-05+0.00065121i,-0.0010239+0.00091518i,-0.0010641+0.00077192i,-0.00082613+0.00063073i,-0.00075773+0.00060418i,-0.00033044+0.00047245i,0.00025039+0.00063889i
0.0016426-0.00017472i,0.0015126+0.00047789i,0.00042255+0.00062746i,-0.00054617+0.0011303i,-0.00034003+0.0018999i,0.00078271+0.001087i,0.0011116+2.6236e-05i,0.00045443-0.00058614i,0.00026088-0.0011959i,0.00012377-0.0013444i,8.4891e-05-0.0011335i,-0.00045013-0.00076171i,-0.00023595-0.00065603i,0.00021922-1.0877e-05i,-0.00015721+0.00051259i,-0.00026938+6.0635e-05i,-0.00029193-0.00010582i,0.00034589+0.00011994i,0.00050381+0.00036101i,0.00026011-0.00013614i,0.00051146-0.00073596i,0.00049086-0.00049243i,0.00020985-0.00011142i
0.00078529+0.00077409i,0.0016026+0.00049105i,0.002502+0.00091177i,0.0028398+0.0015767i,0.0026554+0.00087048i,0.0013725-0.00015486i,-0.0006575-0.00024578i,-0.00074105-0.0004092i,0.0010324-1.4766e-05i,0.00016659+0.00043157i,-0.0012784-0.00087113i,-0.00069533-0.0013049i,0.00030947-0.00035126i,0.00015664-0.00022292i,-0.0004033-0.00059099i,-0.00019029-0.00028909i,0.00024637+0.00025882i,0.0011313+0.00034003i,0.00085026-8.0136e-06i,-0.00045375-9.7942e-05i,-0.00069024+0.00018202i,-0.00020847-0.00017214i,-0.0003878-0.00059661i
-0.0018026-0.00039993i,-0.0020541+0.00048974i,-0.0021822+0.0017768i,-0.00088545+0.0022937i,-0.00023467+0.0020742i,-8.8463e-05+0.0016529i,1.2841e-05+0.00082663i,-3.5497e-05-6.2541e-05i,0.00023969-0.00062691i,0.001164-0.00092181i,0.0012594-0.00085493i,0.00091346-0.00069469i,0.0010921-0.00065769i,0.00082062-0.00040992i,-0.00025189-0.00010224i,-0.00085385-0.00034902i,-0.00034354-0.00030554i,0.00020707+0.00013645i,0.00076781+0.00054605i,0.00090017+0.000686i,0.00063908+0.00065677i,0.0001235+0.00056447i,-0.00013808-0.00011974i
0.00054535+0.00076011i,0.0011415+0.00090578i,0.0013865+0.0013105i,0.0013402+0.0010612i,0.0011992+0.00082935i,0.00083596+0.00055985i,8.9801e-05+0.00010658i,-0.00022392+0.00014756i,-0.00080627+0.00045839i,-0.00099907+4.8139e-05i,-0.00032053-0.00056833i,0.00011255-0.00063527i,-1.4184e-05-0.00047558i,7.0712e-05+0.00037904i,0.00044624+0.0014059i,-0.00010604+0.001583i,-0.00083892+0.0013908i,-0.00081659+0.00047359i,-0.00053303-0.0008899i,-0.0011379-0.00032719i,-0.0011434+0.00060257i,-0.00051196+0.00032019i,-0.00029292-0.0001576i
0.0018199-0.001022i,0.0020837-0.0016086i,0.0014266-0.0017188i,0.00043931-0.00048372i,-0.00023209-0.00013278i,-0.00021876-0.00016482i,-0.00022628-0.00048947i,-0.00031735-0.00021433i,-0.00057098+0.00031837i,-0.00029897+0.00033191i,0.00060622+0.00051654i,0.00085074+0.00034192i,0.0004196-0.00020401i,0.00051628-0.00072472i,0.00051381-0.00063083i,4.0697e-05-0.00038167i,3.1492e-05-0.00039118i,-0.00014614+0.00031795i,0.00048973+0.0012691i,0.0005784+0.0007462i,0.00032734-0.00052114i,0.00084611-0.00041664i,0.000587+0.00047648i
-0.00030155+0.0023135i,0.00028153+0.0025754i,0.0013841+0.0022482i,0.0016258+0.0022973i,0.0017337+0.001888i,0.0015994+0.00067649i,0.0011358+0.00046434i,0.00073116+0.00028103i,0.00026306-0.00047495i,-2.1783e-05-0.00039919i,-0.00072879-0.00067633i,-0.00065605-0.00097121i,-0.00050017-0.00022742i,-0.0014522+0.00012741i,-0.0011256-2.7415e-05i,-0.0004198+0.00029196i,-0.00031475+0.00091228i,-1.9761e-05+0.00077362i,-4.632e-05+0.00052578i,0.00054662-0.00018706i,0.001348-0.00063493i,0.001556-0.00056514i,0.001338-0.00040591i
-0.00017941-0.00099654i,0.00021876-0.00026094i,-0.00059807+0.00087289i,-0.0006068+0.0018744i,0.00035461+0.0021145i,0.00014495+0.0012874i,-0.00024096-0.00076812i,-0.00044324-0.0017085i,-9.7803e-05-0.0006695i,0.00055346-0.00078126i,0.00069349-0.0019935i,0.00068159-0.0020011i,8.6192e-05-0.0013352i,-0.00028207-0.00079612i,-0.00019692+0.00010322i,-0.00064886+0.00029811i,-0.00071355+0.00029567i,-0.00048147+0.00094897i,-0.00050965+0.00029958i,-0.00021797-0.00047268i,-0.00041762-0.00018502i,-0.0011755-0.00018019i,-0.0017714-0.00012006i
0.00051202+0.0017161i,0.00095602+0.0019286i,0.0016361+0.001875i,0.0020802+0.0016655i,0.0015885+0.00089128i,0.0011205+0.00040413i,0.0012769+0.00049551i,0.0014266+9.4521e-05i,0.0011552-0.00043707i,-0.00017842-0.00038052i,-0.0010997-0.00034151i,-0.0013116-0.00079137i,-0.0010145-0.0011759i,-0.00041103-0.00088887i,-0.00066059+3.034e-05i,-0.00071641+0.00096139i,2.045e-05+0.00066671i,3.6865e-05+0.00047245i,-0.00040877+0.00051542i,-0.00020363+0.00059125i,-0.00054848+0.00076887i,-0.00076495+0.00040365i,0.00059137-6.9499e-05i
0.00025721+0.00052143i,-0.00042856+0.0018492i,-0.00090069+0.0019185i,-0.00078665+0.00098026i,-0.00030566+0.0007631i,0.00036066+0.00057433i,0.00076073+7.9589e-05i,0.00019392+0.00013075i,-0.00019941+0.00059453i,-0.0006436+0.00079195i,-0.0002736+0.00020316i,0.00062936+0.00019537i,0.00071924+0.00022733i,0.00050488+4.6749e-05i,0.00026522+0.00040102i,-0.00043437+0.00028639i,-0.00062129+6.1346e-05i,0.00017165+0.0001874i,0.00069707+7.6092e-05i,0.00044055-0.001153i,0.00024774-0.0022742i,0.00034419-0.0020874i,0.00045098-0.0013415i
-0.0010854-0.00017832i,-0.001782+0.00098891i,-0.0010425+0.0018852i,0.00063996+0.0026904i,0.0018258+0.0026393i,0.0016136+0.00095433i,0.0012296-0.00061185i,0.0010844-0.00025934i,0.0013416+0.00049298i,0.0011023-0.0002018i,0.00014689-0.00065739i,-0.00035968-0.00060224i,6.0975e-06-0.00076194i,-1.7328e-07-0.00063966i,-0.00060696-0.00080178i,1.0505e-05-0.00096449i,5.3037e-05-0.0011365i,-0.00086416-0.00044098i,-0.00071382+0.0010669i,-0.0006068+0.0012034i,-0.00057161+0.00056768i,-0.00046144+0.00040211i,-0.00047943-9.2826e-05i
-0.00066099-0.0010086i,-9.3946e-05-0.00047746i,-0.00091556+0.00077601i,-0.0013285+0.0015955i,-0.0012417+0.0014417i,-0.00061103+0.00086732i,0.00012808-0.0003591i,4.2886e-05-0.0012727i,-0.00071592-0.00106i,-0.00062417-0.00053209i,3.5955e-05-0.00061284i,0.00066164-0.0011885i,0.00093342-0.001231i,0.00021179-0.000779i,-0.00045375-0.0006653i,-0.00050005-0.00050301i,0.00022946+0.00023268i,0.00085126-0.0001875i,0.0010662-0.00097849i,0.00078621-0.00074945i,-0.00018343-0.00040635i,-0.0001437-0.00041258i,0.00033169-0.00031845i
0.00084331+0.00012229i,0.00032656+2.8725e-05i,0.00047941-0.00047091i,-0.00011348+5.125e-05i,-0.00015007+0.0015379i,-0.00051337+0.0010357i,2.1316e-05-9.4086e-05i,0.00050832+4.63e-05i,7.8553e-05-2.5768e-05i,0.00033711-0.00075589i,0.00055133-0.00096263i,-0.00019255-0.00070029i,-0.00039515-6.9277e-06i,-0.00018545+0.00039534i,-0.00019686-5.8509e-05i,-0.00066516+0.00040539i,-0.00081263+0.00081143i,-7.3502e-05-3.4782e-05i,9.262e-05-0.00072548i,-0.0008233-0.00039514i,-0.0012871+0.00038022i,-0.00072719+0.00014882i,-0.00051823-0.0001421i
0.0011239-0.0019071i,0.00014506-0.0015845i,0.00021223+0.00010109i,0.00011104+0.0015094i,-0.00036346+0.0019033i,-7.5002e-05+0.0015398i,9.3917e-05+0.00050845i,-0.00023061-0.0001652i,-0.00070745-0.00084298i,-0.00045095-0.001224i,-4.5705e-05-0.0011544i,-0.00032398-0.00042294i,-0.0006478-0.0005148i,6.4737e-05-0.000864i,0.00019029-0.00077891i,0.00020703-0.00052464i,0.00046514+7.2191e-05i,0.00033849+0.00062142i,0.00040439+0.0012715i,0.00073423+0.0011469i,0.00099603+4.6655e-05i,0.00057227-0.00045225i,0.00050798-0.0004745i
0.0015774-0.0015671i,0.00065387-0.0013351i,-3.9288e-05-0.0010089i,-0.00013619+9.5898e-05i,-0.00038264+0.00088834i,-0.00058938+0.0012646i,-0.00029868+0.001183i,-2.4666e-05+0.0002896i,-0.00047142-0.00080475i,-0.0010283-0.0010978i,-0.0003982-0.00065926i,0.00011341-0.00045344i,0.00016692+0.00011554i,-0.00010623+0.00076872i,-0.00064064+0.00023287i,-0.00079437-0.00039886i,-0.00051405-0.00061035i,0.00044426-0.00045691i,0.0017504-0.00028716i,0.0012785-3.2537e-06i,-0.0004365-0.00022721i,-0.00034209-0.00065554i,0.00069304-0.00053024i
