-7.4456e-06+0.00049666i,0.00045883+6.5533e-05i,0.00064047-0.00044965i,0.00023058-0.0013525i,-0.00050684-0.0012219i,-0.0013504+0.00032308i,-0.0012791+0.0021709i,-0.00061829+0.0022363i,0.0006647+0.0012099i,0.00083908+0.00057534i,0.00040391+4.5689e-05i,0.00057594-0.00078037i,0.00020064-0.0008451i,-0.00020156-0.00021524i,-0.00034592-8.0315e-06i,-0.00041659-0.00020144i,-8.7683e-05-0.00051988i,-0.00017285-0.0003594i,-0.00053518-0.00046194i,-0.00038708-0.0002841i,-2.8696e-05+0.00045824i,-0.00036178+0.00041344i,-0.00096059+0.00040701i
-3.5157e-05+0.001383i,0.00075753-7.7283e-05i,0.001278-0.0015425i,0.00088811-0.0014876i,-4.1208e-05+6.8079e-05i,-0.0010734+0.0012199i,-0.00070255+0.00061246i,-0.00024554+1.075e-06i,-0.00038384-0.00040043i,-0.0006637-0.00072891i,-0.000795-0.00030279i,-0.00070408-0.00021662i,-0.00049463-0.00023994i,-0.0009877-0.00043647i,-0.0016614-0.00092622i,-0.00099196-0.0004329i,-0.00017665+0.00013302i,-0.0003307-0.00052526i,-0.0002206-0.00047935i,0.00042929+7.0309e-05i,-1.5923e-05-1.6981e-05i,-0.00087449-0.00033597i,-0.00096758-0.00044173i
-0.0013535-0.00012893i,-0.0029236-0.00012506i,-0.0028507-0.00075211i,-0.0024341-0.00049785i,-0.0021554+0.0010671i,-0.00096133+0.0021188i,-0.00080184+0.0016973i,-0.00095181+0.00083802i,0.00011627-0.00033366i,0.00045365-0.00056524i,-0.00011942+4.8267e-05i,0.00063775+0.00053124i,0.0013143+0.00028749i,0.00083813-8.6194e-05i,3.8314e-05+0.00042857i,-0.00025905+0.00038826i,-1.5489e-05-0.00048053i,-0.00011334-0.00085633i,-7.3143e-05-0.00021539i,-4.6284e-05+0.00015659i,-0.00010318-0.00021918i,-5.7598e-05-0.00078313i,0.00049399-0.0005968i
0.0017116+0.00020746i,0.0018621+0.0018792i,0.0017467+0.0016979i,0.00045719-0.00021175i,-0.0015429-0.00094434i,-0.0021971-0.00023759i,-0.0023016+0.00034743i,-0.0014368+0.00043862i,-0.00082028+0.00036788i,-0.00082959+0.00010182i,-0.00040291-0.00023645i,0.00010479+1.9517e-05i,-0.00021367+0.00032181i,-0.00047135+0.000379i,0.00012086+0.00057513i,0.00010961+0.00037926i,-3.7782e-05-0.00039559i,1.0397e-06-0.00093362i,0.00071028-0.00087259i,0.00019327-0.00053673i,-0.00036093-0.00013777i,3.5981e-05+0.00025443i,0.00016546+3.6789e-05i
-0.00083912+0.00085139i,-0.0013898+0.00083852i,-0.002424-0.00018586i,-0.0012341-0.00041186i,-0.00025867+0.00029289i,-0.00065345+0.00051676i,-0.00028274+0.0001744i,-0.00034341+0.00032005i,-0.00037814+0.00018657i,-0.00030018-0.00013349i,0.0003615+0.00037363i,0.00093186+0.00073173i,0.00086728+0.00064801i,0.00043824+0.00070939i,0.00030259+0.00052989i,0.00059232+0.00027249i,-3.3801e-05+0.00019306i,-0.00040841-0.00026195i,-0.00028473-0.0003661i,0.0001734+0.00039009i,0.00052162-5.8625e-05i,-2.4995e-05-0.00068451i,-0.00045193+0.00024221i
0.0022581-0.0060125i,0.00045188-0.0062882i,-0.0031237-0.0072864i,-0.0058501-0.0039688i,-0.0060647+0.00037748i,-0.0023245+0.0029517i,0.0018445+0.0019616i,0.0020423-7.1507e-05i,0.0003928-0.00071252i,-0.0012753+0.00038447i,-0.0017647+0.0017864i,-0.0012287+0.0022052i,-4.3597e-05+0.0020343i,0.0010413+0.0027142i,0.0013912+0.0030011i,0.00092292+0.0020905i,0.00061241+0.00098452i,0.00050364+0.00035334i,0.00088534+0.00029513i,0.0013906+7.0033e-05i,0.0010108-0.00071622i,-0.00020879-0.0011595i,-0.00030087-0.00072109i
-0.0042116+0.0056762i,-0.0030861+0.008568i,0.0017568+0.0090183i,0.0045638+0.0050036i,0.0039026+0.00051919i,-0.00020527-0.002963i,-0.0034999-0.002276i,-0.0037113-0.00079732i,-0.0022765-0.00022754i,-0.00011425+1.3186e-05i,0.00056253-0.00090096i,0.0009466-0.0016627i,0.000484-0.001597i,-0.00090037-0.0025894i,-0.0010113-0.0034156i,-0.00075653-0.002151i,-0.00057698-0.00066547i,-0.0003272-0.00022768i,-0.00095782-8.5551e-05i,-0.0015467+0.00060694i,-0.00080797+0.0009118i,0.00013801+0.00022635i,-5.0998e-05-0.00056554i
-0.00044532+0.0015105i,-0.0010301+0.0016573i,-0.0001781+0.00037088i,0.00035936-0.00053677i,-0.00030804+3.4404e-06i,-0.00010522+0.00096498i,0.00077833+0.0015439i,0.0003601+0.0010298i,-0.00010837-0.00023379i,0.00016568-0.00080901i,0.00054902-0.00058705i,-1.5457e-05-0.00050698i,-0.0012113-0.00046377i,-0.0015838-0.0004579i,-0.0011295-0.00044217i,-0.00016455-0.000498i,3.6302e-05-0.00049707i,-0.00042493-0.00069056i,-0.00055084-0.00089292i,-7.8419e-05-0.00051818i,0.00051774-0.00029706i,0.00023697-5.8078e-05i,2.6216e-05+0.00062598i
-0.00092841+0.00027561i,-0.00049124+0.0022149i,9.9796e-05+0.0037475i,0.00049485+0.0025983i,0.00059429+0.00049924i,-0.00032457-0.0012363i,-0.00084848-0.0015278i,-0.00084217-0.00015143i,-0.00060058+0.00043498i,-7.27e-05+6.2528e-05i,-3.1008e-05-0.00022983i,0.00047902-0.00030181i,0.00091372-0.0002763i,0.00025232-0.00048277i,-0.00023838-0.0006569i,0.000388-0.00088278i,0.00039853-0.00060481i,9.4127e-05-0.00042052i,0.00026388-7.9569e-05i,0.00037446+0.00018195i,0.00036227-0.00036525i,0.00049717-0.00052123i,0.00069842-0.00027435i
0.0012287+0.0037858i,0.0015089+0.0042247i,0.0028871+0.0035858i,0.0033415+0.00031985i,0.0018011-0.0011558i,-0.00098603-0.00079936i,-0.0029838-9.0815e-05i,-0.0020189+0.00089538i,-0.00024541+0.0010743i,0.00067053+0.00049295i,0.00024827+0.00010663i,-0.00054237+0.00014325i,-0.00065162+0.0003494i,-4.0712e-05+6.1457e-05i,-0.00065017-0.00096387i,-0.00078978-0.0014029i,0.00019415-0.00092604i,8.6095e-05-0.00015697i,-0.00045478+0.00077934i,-0.00065818+0.0010654i,-0.00010493+0.00066623i,0.00054193+0.00025853i,0.00025483+0.00015995i
-0.00010427+0.0023323i,0.00036479+0.0025629i,0.00090934+0.003019i,-0.000261+0.0023969i,-0.0008495+0.0012627i,-0.00096646+0.00023951i,-0.0014529-7.0629e-05i,-0.0007272+0.00053148i,-0.00025137+0.00047245i,-5.5631e-05+0.00044015i,0.00067221+0.00024395i,0.00078985-0.0001905i,0.00025733+0.00025468i,0.00016207+0.00031853i,0.00036005-0.00035623i,0.00041877-0.00040601i,-0.00053658+9.1389e-05i,-0.0012162+0.00028544i,-0.00054531+0.00056978i,0.00015778+0.00058699i,-4.9018e-05+2.6023e-05i,-2.6339e-06-6.8087e-05i,0.00028156-1.0099e-05i
-0.0040813+0.0012864i,-0.0036195+0.0019956i,-0.0018678+0.0022427i,0.00029869+0.0017244i,0.0012761+0.00062022i,0.00035478-0.0018385i,-0.00080769-0.0025107i,-0.00097459-0.00094957i,-0.00024193+0.00011167i,-0.00021178+0.00027193i,-0.00023568-0.00023707i,0.00018973-0.00080412i,0.00056078-0.00059991i,0.00050887-0.00047733i,0.00046655-0.0007532i,0.00030021-0.00069994i,-6.4767e-05-0.00024596i,0.00033585-0.00015571i,0.0011401-0.00018944i,0.00089419-0.00066145i,0.00054425-0.00036471i,0.0007022+0.00021986i,0.00020177-0.00013549i
0.00061748-0.0008425i,-0.00012614+7.9873e-05i,-0.00058946-0.00017069i,-0.00049501-0.00058198i,-0.00045645-0.00044577i,-0.0012716+0.00017803i,-0.0013954+0.00033019i,-0.00035872+0.00023388i,0.0002654+4.3371e-05i,-0.00033721+0.00032658i,-0.0013278+0.00038302i,-0.0010887-0.00061551i,-0.0001817-0.00073492i,-0.00013416+8.0601e-05i,-0.00054033+0.00013289i,-0.00060741+0.00013204i,-4.8507e-05+0.00051747i,0.00047198+0.00048227i,4.9267e-05+1.2864e-05i,-0.00020918-0.00032439i,8.6537e-07+9.0011e-05i,-6.617e-05+0.00043062i,0.00015598+0.00032374i
-0.0014348+0.0014238i,-0.0016957+0.0026292i,1.1304e-05+0.0024227i,0.00058424+0.0013092i,-9.6906e-05+0.00015363i,0.00024475-0.000261i,3.0701e-05-0.00040219i,-0.00024581-0.00025327i,-0.0004156-0.00015546i,-0.00015848+0.00033673i,0.00038542+0.0010259i,0.00062277+0.00080762i,0.00053805-0.00050968i,0.00040415-0.0010116i,0.00052207-0.00034094i,0.00025212-0.00044336i,-0.00022286-0.00071659i,-0.00085041-0.00096353i,-0.00090581-0.0009889i,-0.00068381-0.00028396i,-0.00038747-0.00039704i,0.00012586-0.00025529i,6.5544e-06+9.6175e-05i
-0.0023612+0.0003332i,-0.0035835+0.00037511i,-0.0037613+0.00056336i,-0.0023315+0.0016119i,-0.00047925+0.001666i,0.00049082-0.00016475i,-0.00041803-0.0014027i,-0.0014049-0.00051828i,-0.0011519+0.00039158i,-0.00033424+0.00015413i,1.635e-05+8.5217e-05i,0.00013325-6.1183e-05i,0.00026411-8.3276e-05i,0.00096583+7.3197e-05i,0.0013092+0.00046148i,0.00028937+0.00091275i,-0.00048366+0.00079525i,-0.00013604+0.00050142i,-0.00043333-0.00032668i,-0.00044733-0.0009048i,0.00084194-0.00072246i,0.0011012+5.3332e-05i,0.00040902+0.00035185i
-0.0015346+0.0023073i,8.6603e-05+0.0037122i,0.0015916+0.0026777i,0.0021235+0.00079483i,0.0015127-4.7578e-05i,0.00038116+0.00043718i,-0.0002559+0.00036615i,-0.00063625+0.00064746i,-0.00063985+0.00098369i,-0.00047296+0.00081639i,-0.00019542+0.00064022i,0.00041564+8.0426e-05i,-6.2462e-05-0.00030143i,-0.00071433-0.00051044i,-0.00094145-0.00046279i,-0.00026617-0.00057676i,0.00059604-0.00078914i,0.0004545-0.00056676i,-5.3902e-05+7.4799e-05i,-0.00022672-0.00015167i,4.7097e-05-0.00032225i,-0.00034852+0.0005535i,-0.00041912+0.00082042i
-0.00058955+0.0016709i,-0.00016223+0.0019659i,0.00037854+0.0019949i,0.00033509+0.00078932i,-1.4416e-05-0.00048537i,-0.00093416-0.00077287i,-0.0014757-0.00067964i,-0.0011489-0.00062022i,-0.00099037+3.8726e-05i,-0.00066121-9.1481e-06i,-0.00016316-0.00043988i,1.8316e-05-0.00025071i,-1.1042e-06-0.00036659i,0.00017995-0.00067381i,0.00057739-0.00053211i,-0.00011279-0.00086784i,-0.00012537-0.0011306i,0.00012964-0.00036218i,-0.00046181+0.0003812i,-0.00050627-0.00018848i,-0.0001554-0.00014725i,0.00011429-0.0002607i,0.00026145-0.00052677i
0.00079634+0.00092113i,0.00055224+0.0009881i,-0.00049188+0.0019734i,-0.0011635+0.0018218i,-0.0010497+0.00034164i,-0.00068261+0.00016074i,-0.0010723+0.00051978i,-0.0011427+0.0005108i,-0.0007889+0.00018841i,-0.00033507-0.00018297i,0.00025994+0.00051189i,0.00068121+0.00081081i,0.00010886+0.00029348i,-0.00080114-7.4978e-05i,-0.00078902-0.00072029i,-0.00011657-0.00090676i,0.00040317-0.0010878i,0.00041046-0.0011652i,0.00048787-0.0012455i,0.00088053-0.00074713i,0.00016553-0.00020283i,-0.00027379+4.4103e-05i,-0.00047346+0.00026125i
0.00071981+0.0017757i,-0.00027402+0.0023521i,0.00027711+0.0018216i,0.0011251+0.00072841i,0.00052137+0.00055597i,0.0002818-8.2546e-05i,-9.1756e-05-0.00034657i,-0.00063624+0.00056905i,-0.0006557+0.00028622i,-0.00085111-0.00036259i,-0.00020968+0.00018812i,0.00057461+8.9035e-05i,-0.00014671-0.0012222i,-0.00015844-0.0014285i,0.00016088-0.0007322i,-0.00026495-0.00072011i,0.00012263-0.00021196i,0.00085646+0.00052611i,0.0012692+0.00052688i,0.0008885-0.00010775i,-7.2559e-05-0.0012199i,-0.00016821-0.0010085i,0.00038986-0.00033212i
-0.00052583+0.0012903i,-0.00011582+0.0017571i,0.00025414+0.00033729i,-0.00031864-0.00048593i,-0.0011204+0.00039017i,-0.0010288+0.0012767i,-0.00098654+0.0015462i,-0.0009474+0.00070557i,-0.00050181-0.00078247i,-7.4384e-05-0.00066652i,-0.00032606+0.00026725i,-0.00030197-0.00041993i,0.00059524-0.0013452i,0.00018426-0.0010126i,-0.00053291+3.6849e-05i,-0.00022664+0.00044559i,0.00071063-0.00045473i,0.0012577-0.00093995i,0.0010903-0.00073986i,0.00041438+8.3185e-05i,-0.00034463+0.00084513i,-0.00027531+0.00071403i,0.00035843+0.00064846i
-0.0014742+0.00037311i,-0.0007262+0.001167i,-0.00029592+0.00095966i,0.00022472+0.00015926i,0.00043205-3.93e-05i,-0.00041265-0.00022975i,-0.0007586-0.00051379i,-0.00014363-0.00063954i,0.00085246-0.000778i,0.00083604-0.0011688i,0.00015111-0.00076759i,-0.00073442+0.00029314i,-0.00076668+0.00044463i,-0.00067312+0.00021499i,-0.0013131-0.00024811i,-0.0015216-0.00034935i,-0.00096202+6.4553e-05i,-0.00020879-0.00027263i,7.7179e-05-0.00057187i,-8.8941e-05+0.00010105i,-0.00039365-3.639e-05i,-0.00060515-0.00017237i,-0.00070129+0.00058322i
-0.0017742+1.2679e-05i,-0.0024346+0.0015812i,-0.001243+0.0023722i,0.00036693+0.0011341i,-0.00011449+0.0007023i,-0.00083636+0.0010413i,-0.0014578+0.00060015i,-0.0015398+0.0010945i,-0.00042744+0.0019913i,0.00013627+0.0009413i,0.00030956-0.00072119i,0.00023908-0.00073308i,0.00016321-0.00015572i,0.00050785-4.1521e-05i,0.00057499-0.0001455i,-0.00039611-7.3298e-05i,-0.00096075+0.00012989i,-0.0004113-0.00023608i,-3.9462e-05+0.00028272i,-6.6697e-05+0.00085732i,0.00018781+0.00094591i,0.0011146+0.00034563i,0.0012328-0.00018081i
0.001221-2.5411e-05i,0.00029932+6.9077e-05i,-4.8178e-06+0.00051025i,-0.0013579+0.00050684i,-0.0021615+0.00055282i,-0.0020864+0.00066023i,-0.0010086+0.00079736i,-0.0004186+0.00082654i,-0.00060674+0.00053309i,-0.00058539+0.00067309i,-0.00037286+0.00045324i,-0.00045223-0.00037831i,-0.00027054-0.00063631i,-0.00042663-0.00031205i,-0.00084932-0.00021049i,-0.00026852-0.00037585i,-7.9609e-05+0.00028631i,-0.00025669+0.00027469i,0.00015964-0.00017172i,-5.4856e-05-8.6552e-05i,-0.00042384-0.00029822i,-0.00044628-0.0002808i,-6.1485e-05-0.00012132i
-0.0018276+0.0034178i,-0.001707+0.0040433i,-0.0009397+0.0047327i,6.1054e-05+0.0035133i,0.00072872+0.00066644i,-0.00029728-0.0010011i,-0.0012511-0.00051667i,-0.0014091+0.00036851i,-0.0011816-0.00050832i,-0.00060235-0.0017534i,-0.00024905-0.0012513i,0.00047272-8.0788e-05i,0.00045202-0.00015912i,-0.00018429-0.0010779i,-0.00071163-0.0015454i,-0.00060013-0.0014256i,2.336e-05-0.0011123i,-0.00031201-0.00028629i,-0.00060784+0.0003332i,-0.00066161+0.00064878i,-0.00028264+0.00020425i,0.00014465-0.00054772i,-9.9206e-05-0.00017464i
0.00030908+0.0024919i,0.0017499+0.0032272i,0.001647+0.0017911i,-5.8623e-05-0.00029434i,-0.00057041-0.00067176i,-0.00084741+0.00061686i,-0.00091995+0.0017016i,-0.00054213+0.0015157i,-0.00014295+0.0011364i,-0.000774+0.00030465i,-0.0015804+1.6297e-05i,-0.00078806+0.00055404i,9.3938e-05+0.00042332i,0.00020842+0.00035438i,-0.00039464+0.00078634i,-0.00087584+0.00018315i,-0.00078751-0.00038552i,0.00047055-5.2953e-05i,0.00076294-0.00021269i,-0.0001902-0.00037931i,-0.00044789+0.00019179i,0.00025094+0.00015514i,0.00024742-0.000218i
-0.0026565+0.00014528i,-0.0025997+0.00061115i,-0.0010794+0.0022875i,-0.00041334+0.0022985i,-6.5014e-05+0.00041611i,0.0004998-0.00092963i,0.00043713-0.0007111i,-6.6603e-05+0.00015428i,-0.00051236+0.00037983i,0.00029532+0.00040234i,0.00095476+0.00029346i,0.00036216-6.3869e-05i,4.3113e-05-0.00045831i,0.00018062-0.00056454i,3.8419e-07-5.2136e-07i,0.0002036+0.00024636i,0.00046104-6.1386e-05i,6.5853e-06+0.00016375i,-0.00039579-0.00024664i,-0.00031902-0.0011966i,-2.5287e-05-0.0012111i,-0.00041291-0.00052715i,-0.00093682-7.0757e-05i
-0.0022246+0.00085223i,-0.0023839+0.00072926i,-0.0016469+0.0015281i,-0.00069755+0.0009956i,-0.00021829+0.0006415i,-0.00074739+0.0010559i,-0.0018102+0.0013039i,-0.0018639+0.00024626i,-0.001441-0.00061802i,-0.00082136-0.00047271i,-0.00080262-4.3897e-05i,-0.00060587-0.00033272i,0.00018126-0.00068215i,0.00023946-0.0008253i,-0.00053945-0.00033515i,-0.00060752+0.00020186i,-0.00046163-0.00024203i,-0.00060189-0.00026145i,-0.00012101+0.00032137i,0.00027063+0.00082144i,-0.00023443+0.00094612i,-0.00096625+0.0001889i,-0.0010488-0.00023238i
-0.00062054+0.001204i,-3.2684e-05+0.0013897i,-1.317e-05+0.00036011i,9.0593e-05-0.00053408i,0.00010025-0.0010576i,-0.0007482-0.00112i,-0.00076679-0.0013477i,-0.00095895-0.00047215i,-0.00085709+0.00038685i,-0.00042438-0.00062112i,-5.9666e-05-0.0016572i,0.0001354-0.0014774i,0.00043811-0.00054377i,0.00014769-7.3904e-05i,-0.00014938-0.00057105i,-2.2692e-05-0.00049478i,-0.00044916+0.00027669i,-0.00064137+0.0003582i,2.6625e-05-0.00047939i,0.00023775-0.00046972i,-0.00047092-0.00015831i,-0.0004756-0.00046256i,-0.00019695-0.00025685i
-0.0010036+0.00017019i,-0.00057659+3.5927e-06i,-0.00037546-9.3572e-05i,-0.0010171-0.0001836i,-0.0014052-0.00028759i,-0.0017032-0.00053771i,-0.0014163-0.00031686i,-0.00039334+4.7013e-05i,0.00023107+0.0003007i,0.000405+0.00023506i,-0.00026276+2.2477e-05i,-0.00061238+9.3548e-06i,-0.00033059+2.2181e-05i,1.5916e-07+2.3666e-05i,0.00074666-0.00037213i,0.0010136+5.3197e-05i,0.00032956+0.00090613i,-7.6291e-05+0.00047987i,0.00020522-0.0008561i,0.00068953-0.0014884i,0.00030781-0.00053597i,-0.00051031+0.00019382i,0.00016602+0.00021558i
-0.0012025+0.001499i,-0.002012+0.0033116i,-0.0019556+0.005147i,-0.0010012+0.0036511i,-4.8426e-05+0.00072379i,-7.0745e-05-0.00052972i,-0.00065486-0.00059519i,-0.0010509-0.00024124i,-0.0009284+0.0001335i,-0.00085493+0.00075269i,-0.00069379+0.00080893i,0.00053294-0.00028077i,0.00099576-0.00076169i,0.00042768-0.00076584i,-0.00012745-0.0005004i,-0.00015354-0.0003681i,0.00078824-0.0004251i,0.000813-0.00071962i,-0.00020832-0.0010144i,-0.00015346-0.00057739i,4.8108e-05+0.00015282i,0.00025922+0.00044988i,0.00049408-0.00014492i
0.00039759-0.00063348i,0.00064984-0.00054203i,0.00066818-0.00046557i,0.0011317-0.00047542i,0.0013207+0.00048079i,0.00026684+0.0005343i,-0.0004865-0.00027937i,-0.00026662-0.00038941i,-0.00022423-0.00019915i,-0.00022184-0.00026304i,0.00047127-0.00049139i,0.00033515-0.00030783i,-0.00014739-0.00015187i,0.00042436-0.00064829i,0.00071467-0.00092521i,1.8135e-05-0.00088056i,-0.00058929-0.0008113i,-0.00038195-0.00078685i,-0.0002584-0.00053514i,-0.00095175+9.9504e-05i,-0.00145+5.2969e-05i,-0.0010986+0.00023435i,-0.00062039-0.00020502i
-0.0011224+0.0047212i,-0.00060298+0.0053083i,-0.00028209+0.0044444i,0.00016083+0.001464i,4.2753e-05-0.00021256i,-0.00059502+0.00013046i,-0.0015484+0.00060324i,-0.0017589+7.4035e-05i,-0.00031085-0.0008712i,0.00055835-0.00066324i,0.00022633-0.00012003i,-0.00032241-5.9414e-05i,-0.00060715-0.00012927i,-0.00033631+0.00051271i,-0.0001067+0.00024262i,0.00058923-0.0011924i,0.0013856-0.00046758i,0.00074324+0.00075599i,-9.2049e-05+0.00055006i,-0.0007076+0.00058564i,-0.000857+0.00034896i,-0.00069135-0.00011303i,-0.0004556+7.5211e-05i
-0.002344+0.00065591i,-0.0022711+0.0023127i,-0.00089867+0.0027947i,0.00083484+0.00088819i,0.0011892-0.0009639i,0.0011598-0.001757i,0.00095952-0.00061828i,0.00042551+4.8428e-05i,0.00024604-0.00030173i,0.00063623-0.00031117i,0.00050517-5.7218e-06i,-0.00019636-0.00049613i,-0.00024666-0.0014652i,0.00063771-0.0018422i,0.00087548-0.0012155i,6.8764e-05-0.0003192i,-0.00023087+2.4605e-05i,6.6103e-05-0.00020195i,0.00025706-0.00058006i,-0.00024538-0.00053294i,0.00021398-0.00045118i,0.0010826+1.6907e-05i,0.00081375+4.8221e-05i
-0.0012889-0.00064991i,-0.0012478-0.00052011i,-0.0011772-0.00069351i,-0.0011451-0.00076255i,-0.00028031-0.00047044i,-0.00037884-0.00033877i,-0.0015607+0.00012041i,-0.001784+0.00039695i,-0.00099412-0.00036254i,-0.00058552-0.00066773i,-0.00019727-0.00072037i,-0.00032987-0.00070209i,-0.00039814-0.00057167i,0.00026829-0.00033933i,0.0010058+0.00017964i,0.00057616+0.000264i,-0.00011521+6.3755e-06i,-0.00012517+0.00010254i,-0.00025697+0.00016343i,-0.00017523+0.00046267i,1.1112e-05+0.00060331i,-0.00010762+2.8561e-07i,-0.00015807+0.000296i
0.00022165+0.0024805i,0.00037623+0.0031823i,0.00020935+0.0024432i,-0.00015467+0.0010482i,-0.00091182+0.00084177i,-0.0016032+0.0015627i,-0.0018477+0.0013475i,-0.00099414+0.00081358i,-0.0010625+0.00060416i,-0.00083859+0.00016642i,0.00030902-0.00029048i,0.00057316-0.00063211i,0.00073811-0.00012422i,0.00014177+0.00074201i,0.00029439+0.00032915i,0.00074195+0.00061831i,0.00040779+0.00048212i,0.00027735+5.5039e-05i,0.00026924+0.00016398i,-0.00034887+0.00037644i,-0.00032787+0.00052829i,0.00023914+0.00044668i,0.00012444+3.3812e-05i
-0.0036556-0.00067991i,-0.0033683-1.5231e-05i,-0.001193+0.00084999i,3.5008e-05+0.00096689i,0.00057735+0.0010556i,0.0012526+0.00034826i,0.0007187+9.7365e-05i,-0.00031455+0.00080625i,-0.00013162+0.0010011i,0.00042993+0.00054938i,0.00038711+0.00026955i,0.00011989+0.0011379i,0.00011571+0.00064199i,0.00062826-0.00030114i,0.001298-4.3821e-05i,0.00091421+0.00044601i,0.00020073+0.00092971i,-0.00020692+0.00035846i,-0.00033475-0.00032281i,-0.00047299-0.00021178i,-0.00043637+0.00030558i,-0.00022256+0.00059078i,6.5485e-05+0.00024549i
0.00041531-0.00064399i,-0.0012363-0.0011673i,-0.0020408-0.0022505i,-0.0012903-0.0012729i,-0.0012818+0.00030718i,-0.0010508+0.00070011i,-0.00082792+0.00058463i,-0.000288+0.00037396i,0.00057419+5.0463e-06i,0.00076935+6.9742e-05i,0.00082609+0.00047327i,0.00013618+0.00028426i,-0.0003911-7.1556e-05i,-0.00057646-7.1556e-05i,-0.00028609-9.7656e-06i,0.00024904+0.0002442i,0.00054544+0.00047467i,-9.4934e-05+0.00061793i,-0.00082672+0.00037857i,-0.0010657-0.00052246i,-0.00048971-0.00084742i,9.5616e-06-3.7326e-05i,0.00015386+0.00072191i
-0.00038259+0.0012768i,9.6094e-05+0.0029823i,0.00054554+0.0039356i,0.0010558+0.0031819i,0.00080343+0.0016372i,5.2848e-05+9.0582e-06i,0.0001563+5.1697e-05i,0.00025636+0.00059102i,1.1215e-05-0.00050547i,-0.00025991-0.00044802i,-0.00034886+0.00042002i,-0.00045849+0.00094759i,-0.00059407+0.0012521i,-0.00062988+0.00078542i,7.3069e-05+7.7288e-05i,0.001089-0.00038465i,0.0011321-0.00012552i,0.00082053+8.54e-05i,-6.47e-05-2.4608e-05i,-0.0013143+0.00020017i,-0.0011197+0.00038291i,-0.00022496-0.00015967i,0.0002788-0.00063136i
-0.0007969+0.0033489i,-0.00064786+0.0029554i,-3.7408e-05+0.0020387i,0.0010058+0.00079878i,0.0014304+0.00011778i,0.00025825-0.0005886i,-0.0015508-0.0013479i,-0.0015968-0.0010611i,-0.00054339-0.00035925i,9.1739e-06+0.00012628i,0.00012806-9.2279e-05i,-5.0686e-05+0.00010591i,-0.00077261+0.00067713i,-0.00093094+0.00022113i,-0.00084426-0.0012269i,-0.00083655-0.0010658i,-0.00029973-4.7205e-05i,0.00057349-0.00053835i,9.5399e-06-0.00067776i,-0.00085332+0.00028347i,-0.0014232+0.00068522i,-0.0008497+0.00025731i,0.00032576-0.00013862i
0.00090708+0.00045596i,-0.00050107-0.0006343i,-0.0017414-0.0016544i,-0.0027276-0.0019947i,-0.0027568-0.00095378i,-0.0019015+0.00070627i,-0.00052748+0.0015384i,0.00050628+0.0017844i,0.00069052+0.00031194i,0.00014277-0.0004589i,-0.00021341+0.0003229i,-0.00089232+0.00045055i,-0.00121+0.00055856i,-0.00030377+0.00079727i,0.00023997+0.0008008i,-0.00035708+0.00049491i,-0.00079521+0.00022107i,4.402e-05-0.00030839i,0.0010596-0.00065055i,0.00067592-9.1746e-05i,-0.0002835-0.00043105i,-7.2996e-05-0.00065266i,-0.00013657-0.00065227i
0.001714+0.0011716i,0.0028285+0.00087763i,0.0039668+0.0010566i,0.003261+0.00086064i,0.0014258-0.00021663i,-0.00044096-0.0012169i,-0.0010852-0.0014346i,-0.00074353+0.00059043i,-0.00056368+0.0013945i,-1.1179e-05+0.00035637i,5.5423e-05+0.00056107i,-0.0007154+0.0005939i,-0.00099672+0.00032232i,-0.00042061+0.00035204i,-8.0379e-05+0.00012876i,-0.0002319+0.00017776i,-0.00037735+0.00013132i,-0.00052173-0.00024562i,-0.00042223-0.00015781i,-0.00024502+0.00050755i,-0.00029038+0.00069075i,0.00021068+0.00029358i,0.00053821+0.00028561i
-0.0010674+0.00011391i,-0.001325+0.00099353i,-0.0010584+0.00043193i,-0.00089292-0.00078804i,0.00019681-0.0010298i,0.00023805-0.00018567i,-0.0012708+0.00034639i,-0.0016554-0.00011594i,-0.00096998-0.00064149i,0.00020455-0.00056011i,0.00081576+0.00018716i,0.00043091+0.00045636i,0.000274+0.00055207i,0.00027758+0.00092919i,-3.9205e-05+0.00092837i,-0.00051974+0.00074989i,-0.00041129+0.00033854i,0.00010017+7.055e-05i,0.00012348+0.0007366i,-0.00036562+0.00089597i,-0.00044914-0.00026998i,7.6619e-06-0.00010341i,4.4914e-05+0.00050858i
0.0017824+0.0011789i,0.00075363+0.001264i,-0.00095143+0.00054365i,-0.0018826+0.00020822i,-0.0011411+0.00050071i,-0.00029496+0.00033521i,-0.00011017+3.5007e-05i,-0.00031575-0.00033222i,0.00014953-0.00035373i,0.00030321+0.00012607i,-0.00012315-0.00012326i,0.00011094+0.00011582i,0.00066222+0.00046053i,0.00029007+0.00083676i,-0.00032473+0.0010786i,0.00029382+0.00055873i,-3.1646e-05+0.00019561i,-0.00072759-0.00014314i,-0.00076858-0.00025221i,-0.00027731-0.00035768i,-0.00028946-0.00052011i,-0.00041906+0.00010444i,-4.8385e-05+0.00036426i
