0.00063045-7.0004e-05i,0.00099011-4.2222e-05i,0.00046223-0.0010401i,-0.00061818-0.0016269i,-0.00149-5.1328e-05i,-0.0014921+0.0022675i,-0.00040506+0.0037837i,0.0006999+0.0031733i,0.0017928+0.0013175i,0.0022166-0.00011581i,0.0014417-0.00098106i,0.00059553-0.001114i,0.00050404-6.5077e-05i,0.00033342+0.0010299i,-4.311e-05+0.00095268i,0.00027433+0.00089363i,2.464e-05+0.00055938i,-0.00013481+0.00040987i,-0.00046425+0.00071912i,-0.0010115+0.00017414i,-0.0010628-0.00053331i,-0.00030879-0.00018623i,0.00048437+0.0002581i
-0.0018274-0.0005102i,-0.00092316-0.00050971i,-0.0012767-0.00024799i,-0.00079753+0.0010986i,-0.00033219+0.0017456i,-0.00073274+0.0010432i,-0.0018587+0.00042348i,-0.002042+0.00031606i,-0.0011051-1.3407e-05i,-0.001119-0.0010338i,-0.0008797-0.0023723i,-0.00061089-0.0031598i,-0.0011943-0.0024495i,-0.0002575-0.00093842i,0.00066178+0.00014945i,0.00084679-0.00010986i,0.00024393-0.00026112i,-0.00030273+0.00021098i,-0.0011008+0.00014027i,-0.0020182-0.00024711i,-0.0017538+0.00026963i,-0.0014027+0.00062036i,-0.00063803-7.585e-05i
-0.0013267+0.0025967i,-0.00095577+0.0047073i,-0.00023822+0.0062201i,7.6338e-05+0.0049448i,-9.512e-05+0.0027054i,-0.0019401+0.0011982i,-0.0034189-5.8778e-05i,-0.0027393+0.00035134i,-0.00096676+0.00043077i,0.00092422+0.0001674i,0.0025765+0.0012388i,0.0032063+0.0017803i,0.0023182+0.00055143i,0.00072298+8.9179e-05i,-7.88e-05+0.0007995i,0.00039502+0.00078917i,0.00096544+0.00034424i,0.00075643-0.00023624i,-0.00057938-0.00097718i,-0.00094862-0.0015641i,0.00032839-0.00071354i,0.00040148+0.00062012i,-0.0011291+0.00043117i
0.00057301-0.00081529i,0.00010478+0.00098156i,-0.00030832+0.0011364i,-0.0002069+0.00055043i,-0.0007513+0.00041686i,-0.001316+0.00055104i,-4.4102e-05+0.0010851i,0.0013431+0.00090236i,0.0021243+0.00059334i,0.0021488+0.0018299i,0.0021213+0.0032255i,0.00298+0.0032337i,0.0032901+0.0017087i,0.0020711+0.0011627i,0.00027871+0.0011718i,-0.00038485+0.0010965i,0.0006135+0.0008178i,0.0017741+0.00031844i,0.0020615-0.00046996i,0.0014716-0.00077975i,0.00033929-0.00055835i,-0.0004847-0.00056974i,-0.0010534-0.00023107i
0.00065178-0.00051799i,0.00051257-0.0015165i,0.00058921-0.0019065i,0.00043037-0.0022193i,-0.00021917-0.0017344i,-0.00068902-0.00014379i,-0.0015506+0.001526i,-0.0017028+0.0019065i,-0.00072335+0.0013479i,0.00032466+0.00097273i,0.00068362+0.0016671i,0.00042988+0.0026247i,0.00020258+0.0018647i,-0.00087207+0.00061033i,-0.0019169-0.00047688i,-0.0017686-0.00060691i,-0.0011476+4.3876e-05i,-0.00038063+0.00017089i,5.6595e-05+0.00014641i,0.0013761+6.4263e-05i,0.0017355-0.00050012i,0.00073019-0.00022568i,0.00045511-2.8567e-05i
0.00047875-0.0039081i,-0.00060206-0.0045215i,-0.001644-0.0046545i,-0.002155-0.003494i,-0.0023749-0.0012497i,-0.0015498+0.00095873i,-0.0022056+0.0016522i,-0.0030653+0.0018498i,-0.0016579+0.0015963i,-0.00028037-0.00034327i,-0.0011851-0.0021358i,-0.0020369-0.0025579i,-0.0012444-0.0013006i,-0.00029176-7.5417e-05i,0.00018534+0.00047012i,-0.000124+0.00010463i,-0.00046143-0.00059945i,-0.00051351-0.00028637i,-7.2045e-05+0.00063377i,0.00037923+0.0018393i,1.3567e-05+0.0013144i,-0.00026927+0.00076641i,-0.00034482+0.00060796i
0.0014101+0.00032506i,0.0010189-0.00065142i,0.00051656-0.0005182i,-0.00058288+0.00015455i,-0.0017274+0.0014436i,-0.0036542+0.0022124i,-0.0048145+0.0024303i,-0.0035762+0.0020815i,-0.0024611+0.00075692i,-0.0017984-0.001339i,-7.0881e-05-0.0028782i,0.00076442-0.0031552i,-0.0013797-0.0019077i,-0.0028072+0.00022249i,-0.0017929+0.00092828i,-0.0008596+0.00021249i,-0.00017888+8.1458e-05i,-0.00037489+0.00085522i,-0.00072318+0.00036833i,-0.00046963-0.00023549i,0.00021433+8.0157e-05i,0.0005286+6.1265e-05i,-0.00021543-0.00038881i
-2.8151e-05+0.00088757i,-2.3049e-05+0.002882i,0.0009209+0.0039527i,0.00089085+0.0037399i,-0.0006692+0.0021654i,-0.0018103+0.00070786i,-0.0028956-0.00021565i,-0.0022462+0.00043006i,-0.0010138+0.00088778i,-0.00046651+0.00092665i,0.00067841+0.00064107i,0.0026805+0.0004287i,0.002405+0.00078006i,0.00079559+0.00074215i,0.00073164+0.00082289i,0.00050185+0.001308i,0.00048817+0.001508i,0.00052215+0.0014288i,-0.00016369+0.00034318i,-0.00074289-0.00069804i,-0.00042463-0.0011515i,-0.00062925-0.00041848i,-0.00082787+0.00015798i
-0.0028449-0.0003175i,-0.0031317+0.00052421i,-0.001682+9.0723e-05i,0.00068428+0.00084046i,0.0015056+0.0012998i,0.00028352+0.00081988i,-0.00024505+8.9859e-05i,0.00076207-0.00074348i,0.0010544-0.0010279i,0.00057575+0.00038941i,0.0011518+0.0030104i,0.0022061+0.0040799i,0.0025193+0.0022584i,0.0013523+0.00074066i,0.0003732+0.001125i,0.00040081+0.00080251i,9.6651e-06-0.0003035i,-0.00018468-0.00041795i,0.00024567-0.00074094i,0.00045797-0.00092073i,-0.000444-0.00045288i,-0.00058673-0.00044136i,0.00052015-0.0004234i
0.00043767-0.0025257i,0.0007896-0.0031698i,-4.522e-05-0.0027028i,-0.00039384-0.0020119i,0.00036862-0.0015236i,-0.00020885-0.00058572i,-0.00078544-0.00014753i,0.00056285+0.00049097i,0.0014157+0.00076086i,0.0014519+0.0004659i,0.0015229+0.001623i,0.0012978+0.0022878i,0.00075776+0.0012468i,8.8677e-05+0.00048605i,-0.0004568-0.00058985i,-0.00068532-0.001516i,-0.00050137-0.0012728i,-0.00037474-0.00068394i,-1.9537e-05-0.00049974i,0.00061847-0.00068036i,0.00055541-0.0012861i,0.00026736-0.0012371i,2.4046e-05-0.00022834i
-0.0025333-0.0017891i,-0.00222-0.0022595i,-0.001614-0.0020185i,-0.0020233-0.00089748i,-0.0028092+0.00041885i,-0.0023457+0.001547i,-0.002837+0.0012823i,-0.00287+0.0011873i,-0.0013851+0.0011525i,-6.7389e-05-0.00017687i,0.00041808-0.001609i,-0.0012835-0.0025776i,-0.0026853-0.002953i,-0.0017507-0.0022175i,-0.00061453-0.001957i,-0.00014177-0.0018251i,-0.00026408-0.0015604i,-0.000784-0.0010682i,-0.0013481+8.1491e-05i,-0.00075016+0.00070218i,0.00010543+0.000924i,-0.00020452+0.0010327i,-0.00096583+3.9517e-05i
0.00017017-0.00076831i,-0.00026876+0.0018323i,-0.00091174+0.0033447i,-0.00035965+0.0034256i,-0.00059441+0.0024337i,-0.0028017+0.0014879i,-0.005317+0.0021356i,-0.0049036+0.0036317i,-0.0024046+0.0031101i,-0.00026136+0.00033144i,0.0013485-0.0017841i,0.0022618-0.0026352i,0.00074994-0.0022146i,-0.00067452-0.00099145i,-4.7196e-05+0.00019937i,0.001078+0.00048343i,0.0014237+0.00052041i,0.0012487+0.00044032i,0.00054984-0.00043004i,-0.00066688-0.00060616i,-0.0011606+0.00032772i,-0.00082525+0.00075823i,-0.0009296+0.00025278i
0.0025474+0.0006796i,0.0041912+0.0014545i,0.0044728+0.00082564i,0.003402-0.00017139i,-0.00020415-0.0003666i,-0.0046224+0.00014035i,-0.0070783+0.00092207i,-0.0059179+0.0010761i,-0.0024511-0.00010896i,-0.00028504-0.00061117i,0.00062253+0.00087013i,0.0014921+0.001577i,0.0013292+0.00068088i,-0.0001673+7e-06i,-0.00058449+0.00018357i,0.00039748+0.0012219i,0.0012141+0.0029023i,0.0012367+0.0029675i,0.00058918+0.00084245i,0.00050709-0.00062844i,0.00015501-0.00052004i,-0.0003786-0.00047975i,-0.00062087-0.00097654i
-0.0011429+0.0015554i,-0.0018973+0.0022534i,-0.0011588+0.0012866i,-0.00019709-0.00049066i,-0.00015054-0.0016687i,-0.00038949-0.0023842i,-0.0011423-0.0016148i,-0.0015451-0.00055205i,0.00011367-0.0016387i,0.001402-0.001007i,0.0011446+0.0021245i,0.00104+0.0032035i,0.00053843+0.002356i,-5.727e-05+0.00064654i,-0.00016581+0.00025737i,-0.00076886+0.00035004i,-0.0013323+6.7152e-05i,-0.00099908-0.00015304i,7.8613e-05-0.00024841i,0.0011395-0.00011974i,0.0010255-3.2758e-05i,-0.0001967+0.00049378i,-0.00067896+0.00034291i
0.00055312-0.0011609i,-1.8809e-05-0.0026149i,-0.00091462-0.0037029i,-0.0019512-0.0030334i,-0.0025907-0.00079077i,-0.0027061+0.00041929i,-0.0024359+0.00020198i,-0.00051172+3.0671e-05i,0.0012426-0.0012021i,0.00085402-0.0024211i,-0.0010332-0.0017078i,-0.002143-0.00080875i,-0.001996+0.00033689i,-0.00096958+0.0015168i,-0.00033559+0.00026937i,-0.00030908-0.0012217i,-0.00035369-0.0009927i,-0.00089941-0.0008397i,-0.00048846-0.000329i,0.00035472+0.0003063i,0.00062703+0.0006344i,0.00031987+0.0010773i,0.00017216+0.0013145i
0.0031019-0.00056799i,0.0037797-0.00053101i,0.0026342+0.00062916i,0.00052573-0.00010965i,-0.00060678-0.001122i,-0.00099354-0.00039732i,-0.0010224+0.0015474i,-0.00047227+0.0031639i,-7.7307e-06+0.0036499i,0.00037293+0.0017337i,0.00055253-0.00060449i,-0.00019646-0.0014178i,-0.00057869-0.0014862i,-0.00070992-0.001131i,-4.7476e-05-0.00058873i,0.00034784-0.00070562i,-0.00028538-0.0019144i,-0.00077563-0.0020932i,-0.00059014-0.00028593i,0.0004879+0.00059055i,0.0010972+0.00074876i,0.00051715+0.00067572i,0.00016321+0.00085743i
-0.00020387+0.0014308i,0.0013212+0.0024079i,0.0023039+0.0034255i,0.0023842+0.0034914i,0.0020113+0.0030291i,0.00054641+0.0019335i,-0.0021386+0.0026745i,-0.0025488+0.0037739i,-0.00076536+0.0040093i,0.00041474+0.0020151i,0.0017943-6.7835e-05i,0.0024119-0.00061262i,0.0015508-0.00090558i,0.00022737-0.00065808i,-0.00029128-0.00031169i,0.00059896-0.0003337i,0.0013007-0.00023259i,0.0010322-0.00010371i,0.00029996-0.00029306i,-0.0010096+9.5392e-05i,-0.0015368-6.1911e-06i,-0.0010333-0.0005268i,-0.00089451-0.00069518i
-0.0012621+0.0014002i,-0.0017074+0.0010878i,-0.00062808-0.00052136i,0.0011933-0.0012731i,0.0016355-0.0004979i,-0.00029274-0.00020632i,-0.0030453+0.00027653i,-0.0039835+0.0009296i,-0.0026237+0.00053167i,-0.00078879+0.0012556i,-0.00029675+0.0025181i,0.00050299+0.0023134i,0.00090581+0.0010072i,-0.00044534+0.00023941i,-0.0010501+0.00084483i,-0.0001257+0.0009612i,0.0013792+0.0013945i,0.0014969+0.0022259i,0.00053029+0.0011149i,-0.00044413+0.00027173i,-0.00083379-4.9138e-05i,-0.00074737-0.00072589i,-0.00068489-0.00032846i
-0.00058182+0.0007687i,-0.00055351+0.00079297i,-0.00029556+0.00036313i,-0.00052248-7.4601e-05i,-0.0020376-0.0007452i,-0.004912-0.0013069i,-0.0058969-0.0019637i,-0.0044724-0.0024816i,-0.0024147-0.0029549i,-0.00091416-0.0019919i,-0.00095375+0.00090207i,-0.0014089+0.0022691i,-0.00085545+0.001591i,-0.00091664+0.0006076i,-0.0013882-0.00017365i,-0.0011097-0.00046962i,-0.00088095-0.00048568i,-0.00082675+0.00066142i,-0.00079254+0.0011618i,-0.0010785+0.00010061i,-0.00052918-0.00081594i,0.00030555-0.00088068i,0.00057867-0.00080933i
-0.0020064-0.00094167i,-0.0013647-0.00056856i,-0.00049586-6.6872e-05i,-0.00018893+0.0016058i,-0.00017507+0.0021309i,0.00041755-0.00011626i,0.0002843-0.0014377i,0.00023359-0.00063061i,-2.4986e-05-0.00054444i,-8.2183e-06-0.0010755i,1.5448e-05-0.0011822i,-0.00093519-0.00090816i,-0.00053222+0.00026618i,0.0015009+0.00016797i,0.0025557-0.000788i,0.0013388-0.0010037i,-1.9634e-05-0.00055313i,0.00017448-0.00017337i,-0.00030272-0.00023629i,-0.00060002-0.0010123i,0.00012395-0.0010371i,0.00063993-0.00029926i,0.00077389+0.0003162i
0.00025172+0.0013939i,0.0011702+0.0033232i,0.0018676+0.0032951i,0.0013214+0.002205i,-3.8177e-05+0.00052839i,-0.00095248-7.7909e-05i,-0.0013041+0.00096326i,-0.00070131+0.0022487i,0.00061551+0.0021052i,0.0010644+0.00041163i,0.0018861-0.0014222i,0.0019602-0.0024431i,0.00056062-0.001628i,-0.00013942+9.9629e-05i,0.00059606+0.0007837i,0.001438+0.00014769i,0.00075345-0.0010415i,-0.000352-0.0010718i,-0.00023755-2.547e-05i,0.00073774+0.00017945i,0.0011601+0.00044964i,0.00090891+0.0010695i,0.00066871+0.0011801i
0.0019167-0.00042163i,0.0031088-0.00040118i,0.0035516-0.0014051i,0.0026057-0.001991i,0.0017136-0.00068813i,0.00085409+0.0021789i,-0.0012112+0.005344i,-0.0015577+0.0062711i,0.00033994+0.0057661i,0.0019114+0.0041473i,0.0029082+0.0019287i,0.0035091+0.00019598i,0.0034342-0.00052351i,0.0017041+4.4081e-05i,0.00037361+0.001267i,0.00082279+0.001153i,0.00075052-0.00010638i,0.00065141-0.00072386i,0.00094586-0.00059864i,-0.00025188+0.00014706i,-0.0013924+0.00065243i,-0.0010918+0.0010081i,-0.00070938+0.00090323i
-0.0030756+0.0018105i,-0.0044983+0.0027851i,-0.0051795+0.0038705i,-0.0033049+0.0024634i,-0.0015958+0.0012763i,-0.0031346+0.0015664i,-0.0051471+0.0020838i,-0.0038477+0.0022987i,-0.0013137+0.0015246i,-3.141e-06+0.0015663i,-0.00017842+0.0032792i,0.00023423+0.0034396i,8.7727e-05+0.0013682i,-0.0010349-0.00075637i,-0.0013626-0.00080246i,-0.0014844+0.00054467i,-0.00096282+0.00065551i,-0.00028239+0.00033126i,-0.00052021+0.00032824i,-0.0016868+2.9706e-05i,-0.001916-0.00057718i,-0.0019542-0.00037197i,-0.0018875+0.00029243i
-0.0013593-0.0029625i,-0.00057087-0.0014614i,-0.0006201-0.0001142i,-0.0010162+0.0024329i,-0.001556+0.0038132i,-0.002505+0.0021865i,-0.0034163-0.00027124i,-0.0033135-0.0018993i,-0.0020101-0.0025275i,-0.0015302-0.0012978i,-0.0023535+0.00019987i,-0.0030139+0.00097795i,-0.0026771+0.00075569i,-0.0010577+0.00034997i,-0.00043768+0.00041823i,-0.00078723+0.0006034i,-0.0011054+0.00019744i,-0.0011006+0.00016917i,-0.0012149-7.0133e-05i,-0.001825-0.0008653i,-0.0021416-0.00081742i,-0.0019401-0.00049428i,-0.0010939-0.000145i
0.0017779+0.00035391i,0.00076775-0.00080128i,-0.00037697-0.00093052i,-0.00066389-0.00047619i,-0.0011712-0.00018943i,-0.0029294-0.0019385i,-0.0031226-0.0031921i,-0.001317-0.0035376i,-0.00037761-0.0041667i,-0.00092619-0.0039151i,-0.0015984-0.00321i,-0.0016515-0.0025979i,-0.0010045-0.0015585i,0.00015207-0.00018791i,0.00097619+7.012e-05i,0.0011444+3.941e-05i,0.00075253+0.00016415i,0.00030038-0.00032191i,-0.00034192-0.00056014i,-0.00013393-0.0010306i,0.00070487-0.0015092i,0.00021385-0.0015197i,0.00015785-0.0014711i
-0.0013604-0.00068013i,-0.00034805-0.00017745i,0.00084676-0.00073236i,0.0011355-0.00047061i,5.1956e-05+0.0006637i,0.00039647+0.0014694i,0.0004205+0.00075532i,-9.8573e-05+0.00085466i,0.00044574+0.00042659i,0.0011879-0.00043431i,0.0026372-0.00059308i,0.0033194-0.0010418i,0.0028593+7.3519e-05i,0.0027151+0.0024603i,0.002814+0.002804i,0.0027755+0.00051199i,0.002077-0.001109i,0.0014989-0.0018757i,0.0018888-0.0025274i,0.0017935-0.0019119i,0.0011655-0.0008371i,0.0011494-0.00052457i,0.0010931-0.00041202i
-0.0023042-0.0020693i,-0.0028233-0.0014334i,-0.0017177-0.00145i,-0.00062112-0.0012268i,-0.00039498-0.0003408i,-0.00094612+0.0012053i,-0.0012884+0.0039091i,-7.8188e-05+0.0050404i,0.0019003+0.0044432i,0.0035292+0.0037909i,0.0044068+0.0033682i,0.0047751+0.0022917i,0.0031679+0.0010716i,0.0012084+0.00048068i,0.00017429+0.00042505i,-3.58e-05-0.00011255i,0.00034545-0.0010225i,0.0013134-0.0005069i,0.0019916+0.00036351i,0.0019627+0.00026142i,0.0012332+0.00027265i,0.00012262+0.00052674i,-0.00090265-0.00025149i
0.00044024+0.001751i,0.00038225+0.0040992i,0.0011417+0.0057322i,0.00058198+0.0044528i,-0.00046687+0.0024725i,-0.0024955+0.0032066i,-0.004992+0.0058864i,-0.0046772+0.0069855i,-0.0021336+0.005699i,-0.00074265+0.0038502i,-0.001111+0.0032657i,-0.00086762+0.002799i,-0.00087595+0.0010012i,-0.0019166-0.0010535i,-0.0020063-0.0010887i,-0.0011382-0.00051936i,-0.001338-0.00057311i,-0.00083618+0.00014526i,-0.00030359+0.0015449i,-0.00099519+0.0020022i,-0.0010665+0.0019268i,-0.00046334+0.0020057i,-0.00014464+0.0015522i
0.0011956+0.00035531i,0.0011363-0.00023897i,-0.00032466-0.00055229i,-0.00066389+0.00037412i,-0.0015515+0.0016327i,-0.0036869+0.00049528i,-0.0053109-0.00065062i,-0.0043664+0.00025759i,-0.0024782+0.00037234i,-0.0015055-0.00052555i,-0.0021182-0.00021817i,-0.0031292+0.00027974i,-0.0023095+0.00056413i,-0.001061+0.00094206i,-0.00087975+0.00070712i,-0.00047398+0.0011478i,-0.00049198+0.0018413i,-0.0013316+0.0015021i,-0.0021196+0.00025776i,-0.0022867-0.00048436i,-0.0020139+5.1792e-05i,-0.001789+0.00043239i,-0.0015365-3.0288e-06i
-0.0037982+0.0026003i,-0.0035198+0.0034844i,-0.0012363+0.0024556i,0.00089939+0.00094438i,0.001174-0.00029775i,-0.00039555-0.0025401i,-0.0022795-0.0049805i,-0.0024762-0.0054209i,-0.002079-0.0041279i,-0.0013138-0.0035808i,0.00021544-0.003474i,0.0013823-0.0031383i,0.0017046-0.0014036i,0.001521-0.00016089i,0.0013555-0.00057345i,0.00098065-0.00060853i,0.00021262-0.00085281i,-0.00083923-0.0014892i,-0.0014252-0.0011797i,-0.0017864-0.0004565i,-0.001647-0.00062104i,-0.0010575-0.00097861i,-0.00093741-0.0014963i
-0.0038538-0.00081092i,-0.0031496+0.00026699i,-0.0014102+0.0010701i,0.00011425+0.0008331i,-0.00046834-0.00055254i,-0.00077705-0.0022107i,-0.00019351-0.0034556i,0.00076496-0.0046217i,0.0013145-0.0040214i,0.0014998-0.00093251i,0.0027158+0.00060071i,0.004386-0.00024245i,0.0033338-0.00045226i,0.001976-4.5425e-05i,0.0024337-0.00021234i,0.0027404-0.0010834i,0.0028437-0.0007041i,0.0018594-0.00075351i,0.001637-0.0022513i,0.0020778-0.002464i,0.00095071-0.0016055i,-3.7975e-05-0.00079621i,-0.00031752-0.00022162i
-0.00092131-0.0030156i,-0.00011758-0.0020005i,-0.0005146-0.00055241i,0.00051009+0.0012501i,0.002172+0.0018927i,0.0021591+0.0023117i,0.001174+0.002905i,0.00029596+0.0025218i,0.00046503+0.0015522i,0.0012935+0.0018553i,0.0022359+0.0032568i,0.0025807+0.002885i,0.0017768+0.00036435i,0.0010396-0.00098085i,0.0011106-0.00040511i,0.0004309+3.5979e-05i,0.00017306+0.00033555i,0.0002125+0.00074462i,0.00063962+0.00090097i,0.0011599+0.0010309i,0.00058722+0.00099043i,0.00041809+0.00036064i,0.00070387-4.5256e-05i
-0.0011107-0.00043387i,0.00048757+0.0029426i,0.0014853+0.0048694i,0.0017121+0.0052424i,0.00091557+0.0053955i,-0.00018996+0.0052363i,-0.0030895+0.0064137i,-0.0041829+0.0078334i,-0.0014489+0.0063786i,0.0001304+0.0037203i,-0.00078593+0.0022912i,-0.0013258+0.0011971i,-0.00066564-9.9971e-05i,-0.00066799-0.00097701i,-0.0010106-0.0012187i,-0.00091943-0.00039499i,-0.00041364+0.00070513i,0.00045616+0.00095324i,0.0013353+0.0014386i,0.00144+0.0018708i,0.0014987+0.0020502i,0.0017074+0.0022037i,0.00099999+0.001573i
0.00081926-0.0011955i,0.00056908-0.0003164i,-0.0017174+0.00011392i,-0.0039756+0.00061251i,-0.0050268+0.0015979i,-0.0063468+0.0041685i,-0.0077827+0.0066783i,-0.0069545+0.0075357i,-0.0049599+0.0055605i,-0.0032253+0.0023728i,-0.0022699+0.0006627i,-0.0021077+0.00023417i,-0.0016272+0.0009904i,-0.00090729+0.0014667i,-0.00027695+0.00153i,-0.00060108+0.0013211i,-0.00070203+0.00072555i,-0.00033657+0.00025009i,-0.00085904+0.00052591i,-0.0010538+0.00038664i,-0.00045281+0.00015377i,-2.3088e-05+7.1612e-06i,-0.00010409-6.6122e-05i
-0.0035816-0.00055696i,-0.0048064+0.00046245i,-0.0059913+0.00044113i,-0.0047726+5.7413e-05i,-0.0033373-0.0018271i,-0.0032168-0.004584i,-0.0043926-0.004509i,-0.0042135-0.0029812i,-0.002725-0.00094024i,-0.00087192+0.00014381i,0.0011509+0.00025409i,0.0020682-0.00030446i,0.0018408-0.00081447i,0.0020738+2.2068e-05i,0.0026835+0.0017563i,0.0024976+0.0027541i,0.0017102+0.0016974i,0.00054661-0.00023924i,-0.0011194-0.00059505i,-0.0021506-0.00012526i,-0.0017386-0.00061832i,-0.00042975-0.0011667i,0.00059473-0.00028588i
0.0015003+0.0024102i,0.0029803+0.0015525i,0.0053602+0.0010771i,0.0055888-0.00074499i,0.0027355-0.0025932i,1.9682e-05-0.0043115i,-0.001124-0.0066409i,-0.00030208-0.006656i,0.0013603-0.0043998i,0.0025456-0.0014331i,0.0039767+0.00033183i,0.0046132+0.00063852i,0.0024249+0.00046265i,0.00084773+0.00014506i,0.0007059-0.00010976i,0.00085033-0.00056143i,0.00051789-0.00054984i,-9.3296e-05-0.00099078i,-0.00039287-0.0022846i,-0.00042833-0.0027491i,-0.00082481-0.0026623i,-0.00090526-0.0014073i,-0.00030636-0.00054619i
0.0019804-0.0036455i,0.0021903-0.0044781i,0.0018227-0.00408i,0.0021323-0.0023135i,0.0029722-7.2614e-05i,0.0035543+0.00088955i,0.0032388+0.00016022i,0.0030136-0.0016456i,0.0036075-0.003585i,0.0028145-0.0028225i,0.0016817+9.0574e-05i,0.0011862+0.0016802i,0.0012223+0.0015931i,0.0013214+0.0013545i,0.00032497+0.00031999i,-0.001037-0.0006734i,-0.0015749-0.00042156i,-0.00070403+0.00040182i,0.0011972+0.00049518i,0.0014125+0.00037724i,0.00015207-5.1526e-06i,-0.00072351+1.516e-05i,-0.0010809+0.00030789i
3.6473e-05+0.0019152i,0.0007244+0.003484i,0.0014108+0.0045704i,0.0015246+0.0039723i,0.00037163+0.004486i,0.00027593+0.0065451i,0.00013093+0.0080411i,-0.00036731+0.0070475i,-0.00012219+0.0033505i,-0.00042689-2.3094e-05i,-0.0015605-0.00068649i,-0.0021641-0.00061908i,-0.0019936-0.00094536i,-0.0018246-0.0020539i,-0.0014919-0.0021103i,-0.0012621-0.0019659i,-0.00072364-0.0019412i,-0.00050447-0.00066763i,-1.9689e-05+0.00049293i,0.0013017+0.0011994i,0.0018603+0.00088221i,0.00095913-0.00018123i,-1.8971e-05-0.00060019i
0.0011918+5.5503e-05i,2.0243e-05-0.00021936i,-0.0029331+0.0019943i,-0.0054185+0.004108i,-0.0067452+0.0053599i,-0.0087141+0.007128i,-0.0096003+0.0099404i,-0.0066669+0.011742i,-0.0030816+0.0091204i,-0.0023527+0.0045084i,-0.0019777+0.00069405i,-0.0013874-0.0010772i,-0.00070833-0.00079733i,-0.00027726+0.00017024i,-4.6908e-05+0.0012472i,4.3204e-05+0.000872i,-2.6467e-05-0.000721i,-5.8775e-06-0.0012173i,-0.00066675+0.00050948i,-0.0011073+0.0019229i,-0.00029643+0.0017824i,-3.6302e-05+0.0003555i,-0.00017677-0.0010799i
-0.00075706+7.8058e-05i,-0.00036367+0.0013023i,-0.0020441+0.0020233i,-0.0037234+0.0019339i,-0.0042815+0.00047506i,-0.0047966-0.00060083i,-0.0059035+0.0013027i,-0.0050095+0.0047481i,-0.0024779+0.0055138i,8.4598e-05+0.004609i,0.0035409+0.0029711i,0.0052395+0.00049249i,0.0032171+0.00036359i,0.00074828+0.0021048i,0.0010855+0.0029481i,0.0018723+0.0023985i,0.0021456+0.0009273i,0.0016203-0.00043514i,0.00046691-0.00083082i,5.6583e-05-0.00041008i,-7.2135e-06-0.00025364i,0.00031249-0.00013176i,0.00057493+4.9855e-05i
-0.0014848+0.00046698i,-0.002324+0.00011304i,-0.001068-0.0032109i,-0.0005041-0.0064747i,-0.0024636-0.0072252i,-0.0050589-0.0068737i,-0.0074667-0.0072342i,-0.006552-0.0065123i,-0.0020402-0.0039218i,0.0021149-0.00052534i,0.0039716+0.0023503i,0.0043892+0.0027309i,0.0030403+0.0014874i,0.00087312+0.0013641i,-0.00015963+0.0015188i,-0.00016668+0.0016941i,-0.00011754+0.0016233i,-0.00052855-0.00013802i,-0.0012707-0.0017242i,-0.0016462-0.0015376i,-0.0016696-0.00043372i,-0.00088365-9.1224e-05i,-0.00049639+0.0002035i
0.0019951-0.0066642i,5.0903e-07-0.0078677i,-0.00043157-0.0062898i,0.00079925-0.0042399i,0.0011996-0.0038719i,0.0017323-0.0043364i,0.00056219-0.0063641i,-0.00097309-0.008639i,-0.00046656-0.0085296i,-0.00042063-0.0061065i,-0.0012311-0.0020516i,-0.0016549+0.0011914i,-0.00053327+0.0015829i,0.00036949+0.0012265i,-0.00067981+0.0013415i,-0.0021942+0.0013714i,-0.0022095+0.0023009i,-0.0003011+0.0013388i,0.0018107-0.00050015i,0.0018266-0.00083832i,0.00049733-0.00063481i,-0.00085046-0.00013092i,-0.00060828+0.00064167i
0.0026346-0.0024178i,0.0029113-0.0029487i,0.0014791-0.0021507i,0.0015658+0.00095449i,0.0016913+0.0041256i,0.0021801+0.0055859i,0.0024854+0.0041769i,0.0018873+0.00099961i,6.4863e-05-0.0018606i,-0.0017179-0.0032256i,-0.0027316-0.0026625i,-0.0027082-0.0015228i,-0.0012477-0.001254i,0.00028363-0.0014803i,0.00081962-0.0013121i,-0.00094211-0.0018635i,-0.0024513-0.0021072i,-0.0010577-0.0010232i,0.0010718+0.00069482i,0.00093423+0.00048708i,-0.00051849-0.00088186i,-0.0015632-0.0017124i,-0.0012074-0.0010883i
0.00046594-0.0034181i,0.00096502-0.0028246i,-0.00035106-0.0010209i,-0.0011125+0.0032198i,-0.0010968+0.0073229i,-0.00097969+0.010563i,-0.00055086+0.012177i,0.00084905+0.011707i,0.001873+0.0083601i,-0.00056968+0.0057726i,-0.00090329+0.0049233i,0.0012414+0.0026163i,0.0014516+0.00032453i,0.0010958+0.0012238i,0.0016318+0.00233i,0.0020814+0.00099097i,0.0013248-0.0012135i,0.0004459-0.001721i,9.9284e-05-0.00018711i,0.00094629+0.0012189i,0.0011087+0.00061678i,-0.00067266+2.3242e-05i,-0.0011479-0.00023562i
