-0.0014218+0.00070947i,0.00023762-7.8751e-05i,-0.00021218-0.00069261i,-0.00073623-0.00032582i,-0.0004762+0.00025435i,-0.00019995+0.0012277i,0.00019341+0.0017846i,0.0005638+0.001556i,0.0008628+0.0013888i,0.0013383+0.0014073i,0.0011757+0.00080088i,0.00043449+5.0743e-05i,-0.00019281+0.00062919i,-0.00054289-2.3258e-05i,-0.00097921-0.00084472i,-0.001433+0.00016538i,-0.0011382+0.00082461i,-0.00016659+0.00030178i,0.00064679+0.00069831i,0.00091075+0.0011676i,0.00026399+0.0002064i,-0.00012135-3.9613e-05i,0.00092469+0.0002745i
-0.059651-0.20504i,-0.066505-0.098784i,-0.016598+0.14002i,0.015117+0.24853i,-0.037462+0.19786i,-0.099279+0.16153i,-0.06372+0.15203i,-0.00022333+0.087975i,0.0054156+0.013153i,-0.0085606-0.018703i,-0.010988-0.026842i,-0.008937-0.020063i,0.00017586-0.010222i,0.018937-0.011696i,0.039457-0.0093943i,0.051924+0.0029585i,0.048967+0.011757i,0.029723+0.014852i,0.011489+0.017672i,0.009848+0.01756i,0.016795+0.010917i,0.019446+0.0053213i,0.018417+0.0063309i
0.24286-0.060697i,0.22149-0.14755i,0.11356-0.21502i,0.092675-0.21602i,0.13622-0.17195i,0.14623-0.12397i,0.11228-0.08342i,0.062633-0.043744i,0.040549-0.0084387i,0.039533-0.0030098i,0.020644-0.014921i,0.0024768-0.022317i,0.0021226-0.03146i,-0.0041312-0.040887i,-0.022256-0.042784i,-0.038403-0.036866i,-0.03662-0.023432i,-0.012728-0.0098206i,0.010273-0.0072158i,0.012624-0.0083741i,0.0084607-0.0026355i,0.0092809-0.0011797i,0.0032384-0.0087406i
-0.019892+0.28138i,-0.074386+0.33253i,-0.20682+0.30622i,-0.32168+0.29877i,-0.31888+0.26011i,-0.26605+0.1726i,-0.20298+0.1218i,-0.10936+0.10167i,-0.032688+0.07243i,0.011267+0.045666i,0.035145+0.01735i,0.027558+1.2056e-05i,0.01074+0.01078i,0.0098661+0.03093i,0.0203+0.045983i,0.030998+0.051005i,0.028476+0.044606i,0.010238+0.028544i,-0.0087662+0.011023i,-0.018284+0.0037781i,-0.020407+0.0070926i,-0.018609+0.018406i,-0.011235+0.030079i
-0.2344-0.070098i,-0.14574-0.1334i,0.13128-0.23162i,0.31325-0.26182i,0.30265-0.13991i,0.26167-0.014907i,0.20441+0.0018711i,0.10509+0.0002642i,0.03998+0.026838i,0.018817+0.042323i,0.0077158+0.039654i,0.0064262+0.026455i,0.0092638+0.0043348i,0.00094721-0.017757i,-0.019439-0.0335i,-0.037795-0.041314i,-0.041962-0.036447i,-0.03084-0.016972i,-0.013799+0.00044538i,-0.0063195+0.0025064i,-0.008707-0.0051291i,-0.0078035-0.012315i,-0.0040214-0.018423i
0.047992-0.25901i,-0.028544-0.26544i,-0.18651-0.14429i,-0.30308-0.089393i,-0.29686-0.14514i,-0.25214-0.16079i,-0.19248-0.087798i,-0.10155-0.010872i,-0.04249+0.011018i,-0.030066+0.011422i,-0.018461+0.021357i,-0.0064824+0.021384i,-0.0093842+0.015563i,-0.0093923+0.01935i,0.0053377+0.027755i,0.020748+0.03139i,0.021068+0.024433i,0.0085206+0.0098805i,-2.5323e-05+0.00046556i,0.0042245+0.0010587i,0.011453+0.0049802i,0.013428+0.0071664i,0.011282+0.0088444i
0.3286+0.13075i,0.46728+0.19686i,0.52451+0.24824i,0.51064+0.24672i,0.38496+0.18586i,0.22154+0.14831i,0.12829+0.11826i,0.064803+0.042528i,-0.00097167-0.0062385i,-0.033718-0.0088979i,-0.035512-0.014954i,-0.01964-0.016969i,0.011513-0.012278i,0.034149-0.023731i,0.033656-0.046811i,0.016265-0.06039i,-0.0018986-0.055605i,-0.010514-0.033216i,-0.011275-0.0078376i,-0.00877+0.0032318i,-0.0037373+0.00058287i,0.002517-0.0051061i,0.0059376-0.0085824i
-0.18465+0.25761i,-0.31609+0.23242i,-0.43683+0.014344i,-0.47186-0.15909i,-0.36275-0.16439i,-0.19897-0.15544i,-0.10927-0.15196i,-0.082801-0.096593i,-0.058573-0.049672i,-0.035141-0.027938i,-0.01328-0.00041685i,-0.00069024+0.015413i,-0.0073269+0.013715i,-0.017797+0.020371i,-0.021133+0.038807i,-0.012002+0.052939i,0.0044898+0.047804i,0.013816+0.021005i,0.011668-0.0047237i,0.0045107-0.010698i,-0.0059807-0.0023473i,-0.016125+0.010408i,-0.016985+0.020109i
-0.25793-0.13131i,-0.26468-0.05754i,-0.080087+0.1679i,0.10991+0.35877i,0.1426+0.37014i,0.072871+0.28751i,0.024911+0.18943i,0.02722+0.077307i,0.019621+0.002303i,0.0043497-0.013013i,0.0045077-0.013796i,0.0037621-0.0098522i,0.0024008+0.0088917i,0.009348+0.020234i,0.014578+0.0080442i,0.0098786-0.016534i,-0.00018459-0.032986i,-0.0058732-0.030544i,-0.0088561-0.020868i,-0.012599-0.016762i,-0.010354-0.016898i,-0.0063386-0.019264i,-0.0070137-0.018758i
0.18338-0.33252i,0.21846-0.54251i,0.14914-0.67707i,0.060972-0.68947i,0.04367-0.56577i,0.084769-0.37506i,0.090394-0.22062i,0.038902-0.10492i,0.013801-0.031147i,0.0094854-0.0084735i,-0.013275+0.0036082i,-0.032199+0.0085324i,-0.038666-0.0018175i,-0.039364-0.0040136i,-0.031015+0.0069622i,-0.015257+0.024128i,0.0067511+0.036691i,0.025163+0.03154i,0.031099+0.019475i,0.028281+0.016398i,0.021414+0.017218i,0.014949+0.015433i,0.011255+0.013967i
0.26123+0.26531i,0.29218+0.42737i,0.14946+0.54157i,-0.014785+0.55081i,-0.070162+0.41686i,-0.095996+0.21706i,-0.10002+0.10048i,-0.040711+0.049177i,0.0025545+0.0047346i,0.002664-0.015371i,0.0083022-0.022546i,0.015052-0.024753i,0.0093616-0.013961i,0.0087055-0.0078732i,0.017811-0.016533i,0.018841-0.030898i,0.0077914-0.034253i,-0.0042291-0.021466i,-0.011234-0.0091944i,-0.01286-0.0050472i,-0.0082672-0.0028662i,-0.00041808-0.0027892i,0.0030329-0.005294i
-0.18647+0.23158i,-0.11515+0.22617i,0.11322+0.026713i,0.25717-0.18338i,0.20449-0.17794i,0.15521-0.047138i,0.15081+0.00036936i,0.094246-0.024993i,0.03373-0.035399i,0.016309-0.036378i,0.00072752-0.030158i,-0.0087124-0.012254i,-0.0044513-0.010714i,-0.012424-0.018278i,-0.030215-0.0063138i,-0.037867+0.019998i,-0.032278+0.04i,-0.018018+0.045458i,-0.0056776+0.040463i,-0.0040718+0.032042i,-0.0094604+0.024935i,-0.014187+0.020512i,-0.01205+0.019653i
-0.29522-0.20739i,-0.50304-0.17452i,-0.63833+0.026513i,-0.58301+0.22373i,-0.38121+0.23029i,-0.21774+0.12676i,-0.12138+0.055626i,-0.030969+0.028904i,0.033158+0.0086888i,0.042409-0.0089536i,0.035441-0.0097885i,0.030686-0.010352i,0.014212-0.011797i,-0.00030755-0.0010131i,0.0010515+0.0016266i,0.0044579-0.017777i,-0.0036538-0.037013i,-0.014759-0.035494i,-0.012915-0.027882i,-0.003712-0.031356i,0.00077526-0.034827i,0.00039721-0.034541i,-0.0037373-0.035292i
0.27337-0.21125i,0.39373-0.29367i,0.48075-0.29086i,0.49039-0.2495i,0.3686-0.16237i,0.21127-0.033079i,0.12863+0.057329i,0.086254+0.068087i,0.053462+0.050514i,0.043455+0.035634i,0.025424+0.004436i,-0.0098465-0.019602i,-0.019-0.021729i,-0.0083741-0.027244i,-0.0072613-0.025718i,-0.0092534-0.0027863i,-0.0050675+0.019988i,-0.00034222+0.022153i,-0.0044576+0.013582i,-0.0096409+0.013319i,-0.0047313+0.011733i,0.0013687+0.0081853i,0.0014537+0.010727i
0.15074+0.18369i,0.13023+0.098304i,-0.07549-0.065816i,-0.2937-0.11226i,-0.2773-0.07575i,-0.13206-0.10042i,-0.073283-0.11173i,-0.050207-0.046645i,-0.017742+0.0116i,-0.003687+0.030397i,0.015247+0.034131i,0.03763+0.019683i,0.037148-0.0027494i,0.026351-0.0084861i,0.025581-0.0059037i,0.029238-0.01458i,0.02329-0.029191i,0.011751-0.034821i,0.0063975-0.030373i,0.0056333-0.023732i,0.0010764-0.012203i,0.00017071+5.6187e-05i,0.0075106+0.0015528i
-0.17264+0.20749i,-0.052053+0.395i,0.19184+0.49289i,0.3202+0.39521i,0.20275+0.22454i,0.018434+0.16319i,-0.020788+0.15044i,0.0034936+0.083299i,-0.0037837+0.027273i,-0.00082188+0.023975i,0.01277+0.021457i,0.011578+0.014861i,0.010343+0.017371i,0.014827+0.01426i,0.0081781+0.0041086i,-0.0095999+0.0051408i,-0.019958+0.01736i,-0.017152+0.021204i,-0.013109+0.01629i,-0.013707+0.016723i,-0.012386+0.021557i,-0.0095689+0.027114i,-0.0061969+0.02939i
-0.12719-0.21993i,-0.24205-0.25903i,-0.29334-0.27508i,-0.2618-0.26217i,-0.17678-0.15638i,-0.053477-0.044787i,0.014126-0.028161i,-0.0011702-0.029485i,-0.010208-0.0051702i,-0.0094788+0.0063534i,-0.014234+0.020558i,-0.0039529+0.036091i,0.0074072+0.031792i,0.0060539+0.021797i,0.0052555+0.013776i,0.013185-0.0067903i,0.015232-0.032475i,0.0088886-0.033655i,0.013574-0.011798i,0.02629+0.0013405i,0.028531-0.0072718i,0.020868-0.021769i,0.013286-0.028383i
0.12074-0.050698i,0.0036367-0.063873i,-0.11506+0.030592i,-0.073948+0.13042i,0.0035502+0.082481i,-0.041079-0.0031885i,-0.091168+0.029815i,-0.05676+0.070284i,-0.033931+0.052868i,-0.029804+0.043554i,-0.015424+0.026637i,-0.015993-0.0020115i,-0.020755-0.0072819i,-0.0079542-0.006236i,0.0071547-0.012294i,0.0067571-0.0031015i,0.0013869+0.01921i,0.0023788+0.025778i,-0.0026692+0.013118i,-0.011675+0.0042428i,-0.0073519+0.0051106i,-0.0003384+0.0037855i,-0.0043259+0.0041177i
0.086112+0.088505i,0.23777-0.059898i,0.27898-0.22768i,0.13429-0.22798i,0.011116-0.10977i,0.021107-0.033523i,0.025431-0.050743i,-0.020584-0.06023i,-0.04056-0.028004i,-0.036789-0.0081107i,-0.025499+0.0026468i,0.0010605+0.011808i,0.020051+0.0080228i,0.012234+3.076e-05i,-0.0056257-0.00065988i,-0.007312+0.0010039i,0.0063241-0.0052275i,0.010238-0.014217i,0.00071413-0.014273i,-0.0098314-0.010245i,-0.018794-0.006789i,-0.017982-0.00029116i,-0.0040155+0.006617i
-0.085663+0.020554i,-0.025591+0.14189i,0.052866+0.21967i,0.10146+0.16562i,0.1133+0.050103i,0.061586-0.047161i,-0.0013035-0.044185i,-0.013995+0.0016568i,-0.01882-0.0068851i,-0.035763-0.014979i,-0.031052-0.0030945i,-0.025981-0.0032845i,-0.031912+0.00078003i,-0.024621+0.019035i,-0.0095083+0.032648i,-0.0073412+0.033534i,-0.013502+0.026997i,-0.0095864+0.014727i,-0.0017502-0.0014612i,-0.0055161-0.006711i,-0.014238+0.0049328i,-0.017261+0.020155i,-0.015292+0.027085i
0.042262+0.024597i,-0.0018946+0.157i,0.0076034+0.18672i,0.030486+0.04031i,-0.02835-0.047037i,-0.060228+0.0013611i,-0.0027557-0.00058936i,0.029952-0.053126i,0.01491-0.050853i,0.0021671-0.036784i,-0.016212-0.030122i,-0.0289-0.0067302i,-0.027848+0.010773i,-0.024555+0.0088838i,-0.0156-0.0038491i,0.00012447-0.019155i,0.010705-0.033154i,0.0073194-0.034043i,0.0016881-0.017595i,0.0051949-0.0066127i,0.011673-0.011987i,0.012137-0.020847i,0.0067083-0.020683i
-0.080411+0.012545i,-0.25065-0.13248i,-0.36607-0.18298i,-0.28096-0.048888i,-0.076955+0.041066i,0.046826+0.03842i,0.042939+0.048834i,0.016918+0.046403i,0.018625+0.0049144i,0.014452-0.03071i,0.00091873-0.035731i,-0.006291-0.035872i,-0.011893-0.034114i,-0.011594-0.016825i,-0.0022452+0.0023885i,0.0012301+0.019629i,-0.0014913+0.040278i,0.0019062+0.050189i,0.0075416+0.04079i,0.0089839+0.025645i,0.0071727+0.018494i,0.0030073+0.013538i,-0.0066829+0.0066932i
-0.066842-0.099761i,0.0069823-0.17694i,0.037572-0.14269i,-0.032738-0.020301i,-0.083887+0.049418i,-0.047153+0.0019689i,0.016603-0.074889i,0.053114-0.097568i,0.054501-0.087851i,0.036146-0.068149i,0.026057-0.039511i,0.027053-0.0108i,0.027645-0.0017816i,0.023084-0.014872i,0.012968-0.0304i,0.0017156-0.032614i,0.00083042-0.021836i,0.0050895-0.012738i,0.0027926-0.011973i,-0.0015607-0.0095603i,-0.0022868-0.0060158i,0.0013675-0.0059639i,0.0043584-0.0052959i
0.22459-0.070938i,0.43807-0.00070389i,0.54315+0.037169i,0.48653+0.024316i,0.36511+0.058974i,0.22045+0.096894i,0.085901+0.10194i,0.02547+0.075761i,0.019593+0.029047i,0.023613+0.0074574i,0.021449+0.0039499i,0.0043113-0.0043097i,-0.017144-0.0049245i,-0.03118+0.0065293i,-0.03889+0.019502i,-0.042495+0.020478i,-0.046657+0.016502i,-0.039464+0.016394i,-0.020404+0.012955i,-0.015185+0.0099471i,-0.023126+0.012622i,-0.026832+0.018085i,-0.019807+0.016902i
0.016318+0.26119i,-0.1166+0.39095i,-0.20417+0.28775i,-0.16821-0.016947i,-0.12313-0.22534i,-0.062148-0.18539i,0.046679-0.092524i,0.075764-0.060129i,0.03007-0.018498i,0.011346+0.017312i,0.01284+0.017327i,0.010729+0.0067205i,0.0077937-0.0057375i,0.007088-0.013716i,0.015782-0.016716i,0.025577-0.025378i,0.02376-0.039754i,0.01184-0.047292i,0.0014134-0.042162i,0.001031-0.032834i,0.0048418-0.026513i,0.0080575-0.024169i,0.0096669-0.022459i
-0.31725+0.033638i,-0.47256-0.025025i,-0.47326+0.0025196i,-0.40045+0.15331i,-0.35556+0.26506i,-0.28593+0.2778i,-0.19438+0.22246i,-0.12363+0.1465i,-0.058109+0.099466i,-0.0018136+0.069929i,0.022325+0.032108i,0.022316-0.0051085i,0.016056-0.02569i,0.003647-0.032176i,-0.013141-0.026889i,-0.021726-0.0073291i,-0.018477+0.013398i,-0.012918+0.022562i,-0.013112+0.021415i,-0.014966+0.011965i,-0.015813-0.00059975i,-0.01901-0.0060696i,-0.017098-0.0056892i
-0.016075-0.41198i,0.037935-0.60117i,0.025495-0.51336i,-0.0080225-0.1983i,0.067069+0.043242i,0.14877+0.052595i,0.14011+0.0056577i,0.12188+0.0067118i,0.10728-0.011561i,0.065567-0.037525i,0.025914-0.028135i,0.013736+0.00078201i,0.023828+0.014679i,0.034264+0.011127i,0.033928+0.0065344i,0.029288+0.0025782i,0.026013-0.0021725i,0.02858-0.0014162i,0.03731+0.001516i,0.039616+5.2848e-05i,0.03147-0.0017648i,0.02623+0.0018999i,0.024741+0.0064361i
0.44924+0.078322i,0.67327+0.22803i,0.69584+0.27811i,0.56548+0.13453i,0.34981-0.053737i,0.082331-0.11095i,-0.073738-0.039553i,-0.06396+0.026669i,-0.024144+0.031569i,-0.01666+0.035311i,-0.015827+0.03149i,-0.026152+0.0088035i,-0.037732+0.0029018i,-0.029622+0.0016226i,-0.014551-0.011794i,-0.011466-0.023133i,-0.021342-0.020795i,-0.032257-0.0078603i,-0.033955+0.0064901i,-0.023511+0.015012i,-0.0070714+0.01137i,0.00046039+0.00071179i,0.0012437-0.0011029i
-0.084828+0.43443i,-0.15746+0.52013i,-0.12647+0.24349i,-0.079064-0.15787i,-0.099676-0.26984i,-0.056365-0.10321i,0.04698+0.009486i,0.06948+0.0051644i,0.032506+0.013262i,0.015836+0.02558i,0.012787+0.018625i,0.013869+0.012687i,0.012339+0.0072724i,0.0022315+0.0080372i,-0.0033031+0.015862i,0.0030843+0.012857i,0.0073342-0.0024384i,-0.00080208-0.011817i,-0.010403-0.0013421i,-0.0079763+0.016691i,0.0038302+0.024132i,0.011445+0.022779i,0.010218+0.023545i
-0.53288-0.15369i,-0.80718-0.21802i,-0.85707-0.093731i,-0.72882+0.12452i,-0.54623+0.18353i,-0.3538+0.099293i,-0.20867+0.043752i,-0.13069+0.033656i,-0.08463+0.026207i,-0.057111+0.026184i,-0.026675+0.030564i,0.0060261+0.017855i,0.019703+0.0036249i,0.025173+0.0012941i,0.02901-0.00079615i,0.024832-0.00017433i,0.017914+0.0016766i,0.007128-0.01121i,-0.016783-0.033557i,-0.037621-0.037096i,-0.034437-0.023533i,-0.020098-0.017194i,-0.013538-0.013495i
0.26616-0.49012i,0.42842-0.63307i,0.40881-0.42232i,0.28446-0.024502i,0.21299+0.19893i,0.14027+0.16465i,0.068778+0.064409i,0.062622+0.017974i,0.063122-0.001389i,0.042942-0.0048826i,0.029208+0.010815i,0.023293+0.034803i,0.021012+0.043765i,0.010578+0.027168i,-0.011922+0.0063671i,-0.02268-0.0015158i,-0.012059-0.0031316i,0.0063533-0.0035491i,0.01966-0.0040153i,0.013122-0.0027307i,-0.0063233+0.010544i,-0.012233+0.032753i,-0.0082047+0.040825i
0.49052+0.29007i,0.68347+0.38946i,0.69441+0.25113i,0.64964-0.028441i,0.57095-0.23033i,0.36039-0.25893i,0.10824-0.14645i,-0.027539-0.04425i,-0.063785-0.018549i,-0.0671+0.0044325i,-0.044493+0.020334i,-0.039306-0.0036498i,-0.058735-0.014081i,-0.049809+0.0065561i,-0.014259+0.020622i,0.010104+0.020238i,0.018365+0.019144i,0.027958+0.013776i,0.036423-0.001803i,0.030177-0.017036i,0.017596-0.019816i,0.0065929-0.01624i,-0.0043571-0.01077i
-0.37308+0.47884i,-0.49074+0.61678i,-0.38541+0.36546i,-0.2995-0.10655i,-0.3564-0.32181i,-0.29356-0.21402i,-0.098544-0.11098i,-0.028112-0.082352i,-0.064149-0.021614i,-0.064888+0.027514i,-0.036924+0.021571i,-0.016743-0.0022996i,-0.010878-0.023185i,-0.0098518-0.038445i,-0.0066163-0.04191i,-0.0058535-0.030732i,-0.0054416-0.013469i,-0.008496+0.0035961i,-0.010638+0.025402i,-0.0019151+0.042287i,0.0051863+0.039826i,0.00083902+0.026121i,-0.0060876+0.0091009i
-0.42247-0.47191i,-0.63546-0.62786i,-0.71773-0.39804i,-0.65969+0.081138i,-0.46355+0.37683i,-0.22931+0.34403i,-0.12384+0.1895i,-0.10168+0.089258i,-0.060136+0.029753i,-0.033998-0.017968i,-0.033016-0.031913i,-0.01878-0.028379i,-0.006878-0.018937i,-0.0061172+0.0092274i,-0.0036182+0.035717i,-0.0030131+0.041425i,-0.0043614+0.036487i,-0.0026415+0.027069i,-0.0011737+0.010985i,-0.0065486-0.0055789i,-0.016108-0.013789i,-0.01944-0.013732i,-0.015796-0.011654i
0.47837-0.31721i,0.6168-0.36868i,0.51269-0.16315i,0.42846+0.11012i,0.46239+0.14787i,0.39767+0.019589i,0.27407-0.025532i,0.2105-0.01512i,0.1393-0.045709i,0.039278-0.073984i,-0.026232-0.054726i,-0.033681-0.0041179i,0.0001839+0.02619i,0.030768+0.011997i,0.030035-0.01783i,0.011368-0.033724i,-0.0061884-0.034179i,-0.01619-0.028624i,-0.020436-0.025934i,-0.023881-0.025904i,-0.022177-0.016615i,-0.0036135-0.0021551i,0.017272-0.00145i
0.30633+0.5468i,0.52748+0.68346i,0.67647+0.41433i,0.64922-0.023054i,0.4359-0.21708i,0.17897-0.15848i,0.022495-0.058317i,-0.014679-0.028393i,-0.0019644-0.06037i,0.011626-0.067075i,0.023471-0.04013i,0.015154-0.026227i,-0.019505-0.018999i,-0.052498-0.0093911i,-0.063145-0.0025548i,-0.055471+0.00090556i,-0.039399+0.0038255i,-0.018329+0.0055053i,-0.0024231+0.0017253i,-0.00058596-0.0032885i,-0.0075269-0.00045298i,-0.014549+0.015633i,-0.0055809+0.032615i
-0.5942+0.13008i,-0.8132+0.12338i,-0.75218-0.042005i,-0.60645-0.23838i,-0.46485-0.21132i,-0.19376-0.015367i,0.066058+0.048843i,0.12659-0.01381i,0.08624-0.029434i,0.05312-0.018546i,0.013299-0.016i,-0.01132-0.016551i,-0.019534-0.030978i,-0.020353-0.029509i,-0.0021408-0.0095076i,0.014375-0.0016177i,0.017389-0.0048651i,0.013835-0.0020781i,0.01373+0.010792i,0.023719+0.025689i,0.030613+0.030833i,0.029432+0.020603i,0.022667+0.010242i
-0.069232-0.54028i,-0.18743-0.60883i,-0.35158-0.25197i,-0.44063+0.24031i,-0.38784+0.41386i,-0.29049+0.27471i,-0.21326+0.11693i,-0.13426+0.052649i,-0.051586+0.021483i,-0.00034516+0.00011994i,0.024432-0.0069312i,0.036867-0.018425i,0.028876-0.023061i,0.010236-0.011817i,-0.0042147-0.0063283i,-0.01073-0.0091841i,-0.01717-0.0056296i,-0.026053+0.012421i,-0.032225+0.036488i,-0.036862+0.047831i,-0.046865+0.041756i,-0.060453+0.035512i,-0.060535+0.038423i
0.577+0.034141i,0.77492+0.010184i,0.72787+0.018762i,0.65568+0.12276i,0.652+0.1962i,0.53649+0.13598i,0.33664+0.035238i,0.19128-0.036966i,0.095346-0.064981i,0.038104-0.033716i,0.022883+0.012708i,0.015222+0.033097i,0.0022162+0.02961i,-0.010783+0.018282i,-0.015219+0.01483i,-0.013657+0.018597i,-0.012238+0.02426i,-0.0080255+0.018136i,-0.0072095-0.0015758i,-0.011316-0.021591i,-0.019336-0.033919i,-0.02886-0.021526i,-0.026286+0.0066566i
-0.15407+0.51414i,-0.10813+0.64246i,0.094257+0.39152i,0.22499-0.082292i,0.11222-0.34812i,-0.057083-0.2526i,-0.079079-0.049035i,-0.012454+0.0188i,0.014517-0.0058528i,0.022348-0.032259i,0.035933-0.072385i,0.024949-0.10086i,0.018251-0.094848i,0.031607-0.080335i,0.039521-0.075764i,0.026613-0.075284i,0.0015781-0.066433i,-0.016779-0.06168i,-0.029025-0.068622i,-0.036536-0.072738i,-0.041789-0.06558i,-0.054992-0.049142i,-0.056429-0.020336i
-0.42387-0.25274i,-0.54688-0.33811i,-0.54858-0.35059i,-0.6025-0.28944i,-0.62467-0.10692i,-0.38402+0.071037i,-0.088058+0.035655i,-0.018831-0.062249i,-0.01665-0.049072i,0.038065-0.01482i,0.047954+0.010213i,0.035496+0.047604i,0.021048+0.056532i,-0.015677+0.04302i,-0.038994+0.033094i,-0.03044+0.019949i,-0.011642+0.0027642i,0.0073949-0.007418i,0.022576-0.0034839i,0.029741+0.011455i,0.030816+0.016799i,0.026764-0.0030991i,0.0070308-0.025028i
0.27638-0.35018i,0.19542-0.40236i,-0.08841-0.10355i,-0.20934+0.40503i,-0.025716+0.70422i,0.18527+0.65804i,0.3088+0.48517i,0.41153+0.28952i,0.4078+0.099078i,0.25467-0.014941i,0.07529-0.075841i,-0.039799-0.10634i,-0.06348-0.09004i,-0.037305-0.059688i,-0.01554-0.03416i,-0.0071952-0.016109i,-0.011322-0.0072986i,-0.015461+0.0042782i,-0.013173+0.016062i,-0.011359+0.020902i,-0.006448+0.00897i,0.00051627-0.015118i,0.0015927-0.026469i
0.2516+0.42606i,0.41768+0.55731i,0.56891+0.45325i,0.64219+0.1464i,0.4828-0.15381i,0.16976-0.19418i,0.055326+0.037384i,0.10286+0.20593i,0.017261+0.17201i,-0.079375+0.10389i,0.015249+0.019974i,0.13969-0.082924i,0.16235-0.11817i,0.11122-0.09907i,0.035747-0.062252i,0.0038328-0.034127i,-0.0029512-0.040735i,-0.025992-0.052787i,-0.046521-0.042703i,-0.052985-0.016531i,-0.04051+0.014641i,-0.017268+0.024783i,-0.0084336+0.012611i
-0.36497+0.088203i,-0.36199+0.034839i,-0.18542-0.15674i,-0.14129-0.31116i,-0.25243-0.15785i,-0.21575+0.18632i,-0.015045+0.28491i,0.14838+0.056287i,0.22115-0.20298i,0.20277-0.26965i,0.12272-0.1669i,0.061741-0.039139i,0.0049622+0.014824i,-0.044291+0.010711i,-0.057009-0.0043729i,-0.050272+0.002949i,-0.028647+0.025931i,0.0067691+0.03775i,0.043059+0.033179i,0.071884-0.0029207i,0.074768-0.061855i,0.054733-0.090453i,0.036226-0.067512i
-0.043387-0.41388i,-0.19592-0.49639i,-0.4407-0.36145i,-0.66062-0.13808i,-0.74378+0.063335i,-0.65177+0.27393i,-0.39621+0.47607i,-0.064418+0.56339i,0.20619+0.50126i,0.30337+0.33324i,0.23213+0.15537i,0.11499+0.035828i,0.045878-0.044486i,0.01896-0.10153i,0.017386-0.13104i,0.0064226-0.165i,-0.035971-0.1906i,-0.068129-0.18486i,-0.089662-0.15192i,-0.10442-0.057321i,-0.064307+0.059176i,-0.0015221+0.099973i,0.0071231+0.078922i
0.39476+0.15006i,0.48049+0.23183i,0.38867+0.32619i,0.27393+0.41394i,0.13117+0.35197i,-0.17192+0.1777i,-0.41488+0.19736i,-0.27339+0.32538i,0.10387+0.25101i,0.34413+0.066819i,0.38883-0.024735i,0.36243-0.010411i,0.3269+0.021446i,0.24995-0.011927i,0.12324-0.049442i,0.052019-0.028937i,0.057341-0.0059863i,0.062322+0.014185i,0.055868+0.02794i,0.031753-0.0039194i,-0.014559-0.037147i,-0.046823-0.028758i,-0.0537-0.011755i
-0.19628+0.28046i,-0.16334+0.31009i,0.047059+0.15971i,0.27161-0.076252i,0.31829-0.21661i,0.20362-0.1876i,0.050799-0.059009i,-0.058218+0.16076i,-0.020263+0.37854i,0.17684+0.36432i,0.29713+0.1677i,0.27672+0.066506i,0.25759+0.068763i,0.22137+0.028054i,0.13519-0.023721i,0.084377-0.014326i,0.089419-0.00085893i,0.073309-0.019064i,0.0317-0.022427i,0.012195-0.00097537i,0.0059972+0.021315i,1.9422e-05+0.015842i,-0.0020012-0.013241i
0.030465+8.9412i,0.37779+9.6643i,2.5394+9.6275i,3.5763+5.4554i,3.4023+1.1438i,2.0876-1.3121i,0.46885-1.159i,0.070366+0.046812i,0.67165+0.57621i,1.3251+0.28773i,1.444-0.12783i,1.4378-0.19843i,1.6196-0.2191i,1.5387-0.27657i,1.2179-0.37653i,0.77675-0.45062i,0.26761-0.34087i,-0.089454-0.16161i,-0.23096-0.031754i,-0.13482+0.10895i,0.12667+0.19718i,0.32595+0.12047i,0.28583-0.008766i
0.34679-0.15472i,0.34341-0.2223i,0.091727-0.17447i,-0.19202+0.037264i,-0.26673+0.30437i,-0.14359+0.39305i,0.0097039+0.25909i,0.078046+0.10943i,0.11118+0.030011i,0.16425-0.08861i,0.15343-0.22372i,0.096573-0.2265i,0.087721-0.14288i,0.051195-0.099809i,-0.022702-0.07532i,-0.049677-0.046818i,-0.035295-0.034966i,-0.0050682-0.030374i,0.026829-0.015535i,0.051539+0.0081872i,0.073054+0.015631i,0.072851-0.0059861i,0.044806-0.029367i
-0.043084+0.39431i,-0.061738+0.54239i,0.032516+0.58334i,0.30226+0.52494i,0.5904+0.33899i,0.66341+0.099613i,0.53099-0.027797i,0.39177-0.075711i,0.31413-0.11534i,0.27531-0.10199i,0.23835-0.055105i,0.16921-0.04436i,0.074049-0.024993i,0.010952+0.034673i,-0.0019277+0.055894i,-0.0057334+0.035995i,-0.015761+0.026148i,-0.029486+0.033195i,-0.03167+0.036306i,-0.016378+0.01451i,-0.0060566-0.0039587i,-0.013988-0.0014069i,-0.029017+0.0085629i
-0.30763-0.11859i,-0.27363-0.1544i,-0.064228-0.22073i,0.0099799-0.39442i,-0.19749-0.54432i,-0.4399-0.47956i,-0.46832-0.26503i,-0.30065-0.02574i,-0.066668+0.12341i,0.13087+0.10581i,0.20985+0.0020572i,0.17018-0.087158i,0.082413-0.11559i,0.0095864-0.076488i,-0.017216-0.0098842i,-0.0096141+0.022069i,-0.0085094+0.019657i,-0.01569+0.027293i,-0.013928+0.035014i,0.010811+0.029769i,0.064335+0.012779i,0.095042-0.013561i,0.081422-0.014i
