-0.0036294+0.001298i,-0.003574+0.0011378i,-0.0037773+0.00049081i,-0.0028018+0.00059462i,-0.0012772+0.0016383i,-0.000949+0.0018967i,-0.00022466+0.00078534i,0.00068959+5.6913e-05i,0.0010769-3.8284e-05i,0.0011876-0.00023737i,0.0010084-0.00071047i,0.00058449-0.00069986i,2.7407e-05+0.00029667i,-0.00020978+0.00062249i,-5.3868e-05+0.00055404i,0.0004661-1.2833e-05i,0.00054-0.0017256i,-2.0558e-05-0.0021237i,-0.00016801-0.0014358i,-0.00062084-0.00081971i,-0.00063603+2.585e-05i,-0.00046674+0.00032487i,-0.00066268+0.00055979i
0.0012633-0.00073716i,0.00040203-0.0006546i,0.0010236-0.0011349i,0.00033378-0.0010271i,-0.00080675-0.00063337i,-0.00078404-0.00011997i,-0.00072627-0.00033357i,-0.00014048-0.00040854i,0.000431-0.00013377i,0.00018374+2.734e-05i,-0.00017396-1.7e-05i,-0.00040296+0.00022797i,-0.00049115+0.00068827i,-0.00057713+0.00046275i,-0.00031059+0.0003165i,-0.00034123+0.0003673i,0.00086572+0.00020209i,0.0019984-0.00036735i,0.0013067-0.00043172i,0.00020863+2.219e-05i,-0.00047965-0.00017165i,4.2096e-05-0.00038272i,0.0008935-0.00026808i
-0.00095571-0.00012188i,-0.00053508+3.4164e-05i,-0.0012887-0.00017838i,-0.0020599-0.00053143i,-0.0017909+0.00017668i,-0.00054109+0.00060876i,0.00034889+0.00030092i,0.00071041+0.00029495i,0.00084977-0.00014482i,0.00052202-0.00040709i,0.00012197-0.00024426i,0.00022995-9.6514e-05i,0.00038042+0.00024212i,0.00044717+0.00062118i,0.00011787+0.00061439i,9.2325e-05+0.00063199i,0.00017054+8.776e-05i,0.00067605-0.00058945i,0.00042324-0.00059176i,-0.00022272-0.00060146i,0.0001429-0.00088439i,0.00072509-0.00061262i,0.00094157-0.00023187i
-0.0023337-0.00011116i,-0.0024829+0.00022367i,-0.003082+0.0014665i,-0.002377+0.0021122i,-0.0013122+0.0015828i,-0.0010606-6.0836e-06i,1.0366e-05-0.0003024i,0.0011786+0.00013848i,-2.3847e-05-0.00027383i,-0.00078153-0.00047454i,-0.00067567+0.00014067i,-0.00059477+0.0007923i,5.953e-06+0.00050908i,0.00011416+7.0385e-05i,-9.163e-07-0.00013834i,-0.0004401+0.00065922i,-0.00033468+0.0013811i,0.00051488+0.00055486i,0.0011527-0.00047641i,0.00069984-0.000824i,4.8437e-05-0.00059447i,-0.00076452-0.0007269i,-0.0010635-0.0012754i
0.00080753-0.0016034i,0.0013291-0.0015579i,0.001104-0.0021357i,0.00048311-0.0019583i,2.2464e-05-0.0013297i,-2.326e-05-0.00023198i,0.00050664+0.00057732i,0.00077473-0.00047387i,0.00042465-0.00070175i,-0.0001243-0.00049253i,-0.00023706-1.4912e-05i,-4.0763e-05+0.00076712i,-0.00030318+0.0010888i,-0.00072557+0.00072482i,-0.00078197+7.6687e-05i,3.1523e-05+5.5922e-05i,0.0003065+0.00062835i,0.00025134+0.00010163i,5.2386e-05-0.00041949i,-0.00055117-2.0888e-05i,-0.000661+0.00045273i,0.00013062+0.0011073i,0.00088116+0.00083358i
0.0014989+0.0017316i,0.0016352+0.0013173i,0.0023853+0.00018575i,0.001635-0.00052823i,0.00045474-0.00035085i,-9.7055e-05+0.00022308i,-0.00045788+0.00012967i,-0.00069521+0.00046438i,-0.00033369-7.0649e-05i,6.5135e-05-0.00099601i,0.00024299-0.00070211i,8.8264e-05+0.00033054i,0.00031652+5.3489e-05i,0.00089807-0.0006507i,0.00093102-0.0001209i,0.00098369+0.00011634i,0.00072283-0.00034977i,0.00085836-0.00098668i,0.00082091-0.00080111i,-0.00035338-9.3713e-05i,-0.0011861-0.00069277i,-0.00030222-0.0012511i,0.00069636-0.00019143i
0.00032513+0.00077647i,0.00048519-0.00048466i,0.00031983+0.00022317i,0.00017822+0.00056478i,0.00042828+0.0001371i,0.00074433-0.00054795i,0.0006858-0.00089832i,0.00047316-0.00047494i,-0.00013868-0.00081145i,-0.00023993-0.00085616i,-0.00016818-0.00016129i,-0.00042644+0.00038507i,-0.00030485-4.2982e-05i,-0.00017652-0.00041344i,8.8442e-05+9.8905e-05i,0.00038846+0.00068233i,0.00040701+0.0003732i,0.00075222-1.2524e-05i,0.0010142-0.00035253i,0.00032818-0.0010841i,-0.00029632-0.00088318i,-0.00054406-4.8434e-05i,-0.00080101+0.00014214i
0.00088131-0.00035239i,0.0015211-0.00075226i,0.00064649-0.00027637i,0.00035298+0.00070512i,-8.6308e-05+0.0012008i,-0.00044492+0.0011399i,-0.00045161+0.00088059i,-0.00033346+0.00022295i,-0.00014891-0.00016215i,-0.00082361-6.555e-05i,-0.00091302-0.00033357i,-0.00058581-0.00014347i,-0.00083637+0.00076011i,-0.0010659+0.00060195i,-0.00067811+0.00049584i,-0.00051983+0.00040265i,-0.00054368+3.6471e-06i,0.00028083+0.0002932i,0.00025428-7.9545e-05i,-0.00044409-0.00082644i,-0.00077203-0.00037176i,-5.3861e-05+0.00052731i,0.0003815+0.0011785i
0.0010739-0.00078604i,0.0010952+0.00016914i,0.00051296+0.00059635i,1.3162e-05+0.00030973i,2.1107e-05+0.0003105i,0.00026797+0.00080746i,0.00064093+0.00085601i,0.00014778+0.0003111i,-0.00017426-2.0939e-05i,8.9292e-05-0.00022566i,-0.00021543-0.00023916i,-0.00072964-4.9058e-05i,-0.00098914-0.00033233i,-0.00093573-0.00033776i,-0.00012907-0.00036391i,0.00098033-0.00017456i,0.00074711+0.00016228i,-0.00018309+7.5081e-05i,-0.00080532-0.00031373i,-0.00067539-0.00044398i,-8.7357e-05-0.00034593i,-0.00010428-0.00053395i,-0.00056589-0.00031542i
0.00062316-0.0027421i,0.00027506-0.0021819i,1.2207e-05-0.0015508i,-0.00049056-0.0003551i,-0.00091076+8.7013e-05i,-0.00073726+0.00076758i,0.0001466+0.0013073i,0.0010129+0.00093791i,0.0014142+0.00026922i,0.00077879-3.6232e-05i,-0.0003176+0.00032422i,-0.0005063+0.00056616i,-5.8572e-05+0.0010721i,0.00019387+0.00064812i,4.8785e-05-0.00060535i,-0.00046456+1.5257e-05i,-0.00056315+0.00045584i,-0.00038908-0.00018149i,-0.00016315-0.00020263i,-0.00018665-0.00040986i,-6.9986e-05-0.00068436i,-0.00030868-7.0112e-05i,-0.00021297+0.00050076i
0.002966+0.0015903i,0.0031949+0.0021803i,0.003075+0.0008293i,0.0023721-0.00031178i,0.0017331-0.0001353i,0.00114+0.00040413i,0.00072747-0.00020194i,0.00019907-0.00094622i,-0.0006881-0.00040659i,-0.00079116+0.00021972i,-0.00045151+0.0003194i,-0.00021385+5.6563e-05i,0.00023231-0.00033679i,0.00050506-0.00026636i,0.00011236-0.00031742i,-9.2038e-05-0.0011854i,0.00019708-0.001491i,0.00038277-0.0015924i,0.00060986-0.00095699i,0.00063183+0.00032539i,-0.00047168+0.00072439i,-0.00069364+0.0004402i,0.00018519+8.197e-05i
-0.001603+0.00029078i,-0.0013761+0.00099477i,-0.00093549+0.0014639i,-0.00057494+0.00098066i,-7.2555e-05+0.00047304i,0.00047792+0.0011315i,0.0007414+0.0013867i,0.00044389+0.00041547i,-0.00029321-7.375e-05i,-0.0002081-0.00056888i,-0.00014755-0.00036757i,-0.00060709-7.5671e-05i,-0.00085315-0.0004097i,-0.00070278-0.00075762i,7.062e-06-0.00057663i,-8.7534e-06-0.00025191i,-0.00018267-0.00090156i,0.00031098-0.001097i,0.0002201-0.00035811i,-0.00032656+0.00014425i,-0.0002385+0.00044751i,-0.00056652+0.00087888i,-0.00098327+0.00087587i
-0.00080771-0.00048937i,-0.00068309-0.00087695i,-0.0015922-2.9069e-05i,-0.0022784+0.0010374i,-0.0019479+0.0004869i,-0.0012954-0.00076338i,-0.00064956-0.00045069i,0.00025603+6.6519e-05i,0.00011308-6.182e-06i,-0.00042031-0.00024268i,-0.00037068-0.00050138i,-0.00021902-0.00050609i,0.00046611+0.00014074i,0.00080044+0.00024952i,0.00043097+6.9335e-06i,0.00051284-0.00039515i,0.00058759-0.00020897i,0.00054726-0.00073783i,-0.00026479-0.0016195i,-0.0010536-0.0010841i,-0.00072461-8.434e-05i,-7.7281e-06+0.0010802i,6.5041e-05+0.0015775i
0.0025899-0.0020545i,0.0026305-0.0023558i,0.0013718-0.0037276i,-0.00016679-0.0029631i,-0.001021-0.001654i,-0.0012513-0.00091192i,-0.0008112-0.00051957i,-0.0005758-0.00041139i,-0.00085924-0.00062014i,-0.001168-0.00055529i,-0.0014325-0.00015122i,-0.00083406-0.00031081i,-0.0001018-0.00024406i,-0.00034204+0.00020728i,-2.3567e-05+0.0006484i,0.00064232+0.0012836i,0.00032092+0.00084517i,-5.588e-05-0.00047243i,0.00013093-0.00087116i,0.00023336-0.000495i,0.00011192-0.00040877i,-0.00044954-0.0004193i,-0.00083746-0.0002087i
-0.00209+0.0007723i,-0.0018698+0.00091881i,-0.0025577+0.001827i,-0.0020615+0.0015482i,-0.0010378+0.00058693i,-1.3998e-05+0.00032536i,0.00044532+0.00030946i,0.00025444-0.00012546i,-0.0002577-3.559e-05i,-0.00024512+9.0587e-05i,-0.00013355-0.00036897i,0.00011458-0.00076425i,0.00019237-0.00058595i,-6.1976e-05-0.00026388i,-0.00027056-0.00035908i,-7.8003e-05-0.00062818i,0.00016407-0.0004703i,0.00012297+0.00011031i,0.00072595-3.7049e-05i,0.0017191-0.0005563i,0.00090156+0.00010768i,-0.00020972+0.00047681i,-0.00034461+1.3132e-05i
-0.0015746-0.0038575i,-0.0018006-0.005652i,-0.001828-0.0053075i,-0.001608-0.0022093i,-0.0010576-1.3786e-05i,-0.00035205+0.00089901i,0.00030436+0.0012696i,0.00016303+0.00016361i,0.0001764-0.00074067i,-0.0005151-0.00035002i,-0.0012901-0.00012887i,-0.0011378+0.00071866i,-0.00021817+0.00090134i,0.00095168-0.00044236i,0.00053034-0.00022831i,0.00013083+0.0004593i,8.3145e-05+0.00038888i,0.00026201-0.00034448i,0.00043331-0.0013434i,0.00024068-0.0011647i,-5.3393e-06-0.00012428i,0.00022676-0.00011277i,-0.00011007-0.00055209i
-0.00052324-0.0003461i,0.00021023+0.00024549i,0.00077056+0.00019352i,0.00090843-0.00065151i,0.00058375-0.00033628i,0.00067012-7.1351e-05i,0.00092087-0.00018531i,0.00045342-0.00045939i,-6.3517e-05-5.2414e-05i,-0.00020945+6.468e-05i,-0.00057731-5.4621e-05i,-0.0004074+0.00020399i,-0.0001593+0.00025664i,1.0917e-06+0.00067459i,-0.00011783+0.00031513i,-0.00022668+4.6318e-05i,-0.00046905-0.00012116i,-0.00032155-0.00034969i,0.00042148-6.3145e-05i,0.00079658-0.00018741i,0.00018254-0.0004483i,-0.00023667-2.2362e-06i,8.9743e-05+0.00011951i
-0.00049942-0.00044328i,-0.00066221-0.00012883i,-0.00073256-4.3323e-06i,-0.00082224+0.00019141i,-2.4128e-05+0.00019708i,0.00056255+0.0006287i,0.0003597+0.000431i,0.00083611+4.6335e-05i,0.00045167-0.00045333i,-0.00029535-0.0012174i,-0.00048016-0.0013846i,-0.00055398-0.00085852i,-3.5945e-05-0.00026732i,0.00079385-0.00030144i,0.00041352-0.00039403i,-0.0005323-0.00038695i,0.00014711-0.00034859i,0.00062772-1.4241e-05i,0.00039491-3.5525e-05i,-4.8609e-05-0.00028085i,-0.00082102-4.248e-05i,-0.00062572+0.00085044i,-0.00032044+0.00050944i
-0.0015384-0.0020338i,-0.00062986-0.000822i,-0.0015615-0.0015323i,-0.0018844-0.0020423i,-0.00072362-0.0011315i,0.00014726-6.4361e-05i,0.0002407+0.00063804i,-0.0001151+0.00093357i,-0.00044049+0.0012952i,-0.00010558+0.0010167i,-2.1429e-05+4.4218e-05i,-0.00058339-0.00080223i,0.00011831+6.6557e-05i,0.00056116+0.0011732i,0.00026857+0.00082187i,0.00048109+2.541e-05i,0.00089052-0.00036259i,0.001167-0.00023703i,0.00060493+0.00031461i,0.00026638+0.0005405i,0.00022043+6.5111e-05i,9.2566e-05+0.00012186i,9.9154e-05+0.00073434i
0.00030804+0.00068225i,0.00020259+0.0012692i,0.00047294+0.001854i,0.000156+0.0024542i,-0.00067265+0.001981i,-0.00061584+0.00047452i,-0.00059914-3.7884e-05i,-0.00069748-0.00057574i,0.00010354-0.00080549i,0.00054926-0.0002132i,-1.9251e-05-0.00037533i,5.3265e-05-0.00052561i,0.00034561-6.1119e-05i,0.00036719+0.00040804i,-0.00014107+0.00017374i,0.000134+0.00024523i,0.00013953+0.00028937i,-2.5846e-05+7.9886e-05i,0.00092502+2.5545e-06i,0.00094983+0.00043915i,-0.00020783+0.00059757i,-0.00043124-0.0001526i,-0.00017024-0.00015472i
-0.00011322-0.0018067i,-0.00029365-0.0035338i,-0.00054759-0.0041408i,-0.00061213-0.0031601i,-0.00067289-0.0013111i,-0.00096429+0.00056263i,-0.00023421+0.00080557i,4.297e-05+0.00036175i,-0.0013526+4.7661e-05i,-0.0011889-0.00072903i,-0.00057925-0.0013424i,-0.00034925-0.0015311i,0.00085831-0.00086532i,0.0016006+0.00028152i,0.0010732+0.0010564i,0.00043882+0.0011333i,-3.4898e-05+0.00022008i,-0.00030199-0.00023866i,-0.00016342-0.00019936i,0.00045768+7.4686e-05i,0.00078948-0.00045674i,0.00062779-0.00081747i,0.00055611+0.00035411i
-0.00068994+0.00085751i,0.0003957+0.0019873i,0.00057943+0.00017068i,4.347e-05-0.0004793i,-0.0004185+0.00011889i,-3.3848e-05+0.00037288i,0.00035238+0.00045158i,-9.8581e-05+0.00027654i,0.00026096-0.00019287i,-3.3242e-05-0.00054883i,-0.00062817-0.00098308i,-0.00055274-0.00024991i,-0.00060229+0.0003349i,0.000169-3.1147e-06i,-4.7102e-06-0.00050253i,-0.00053236-0.00030183i,-9.8592e-05+0.00056424i,-0.00017702+0.00043569i,-2.7317e-05+0.00017066i,0.0005088+0.00013339i,0.00012635+0.00016402i,6.6832e-05+0.00046016i,0.00029124+0.00079333i
0.00051628-2.645e-05i,-0.001061+0.00039797i,0.00034586-0.0006763i,0.00039703-0.00059774i,-0.00032229+0.00034167i,-0.0010095+0.00022981i,-0.0006853+5.7505e-05i,0.00041464+0.00029816i,0.00069018+0.00073285i,0.00040004+0.00072055i,-6.9491e-05+0.00015719i,0.00028763-0.00032598i,0.00052037-0.00052858i,0.00018971-0.00086347i,-0.00020305-0.00062892i,0.00019404-0.00068435i,-1.7488e-05-0.00093526i,-0.00036304-0.0007459i,0.00030781-0.00069455i,4.1566e-05-0.0005597i,-0.00026258-0.00078443i,-4.3409e-05-0.00095791i,-0.00012943-6.6083e-05i
-0.0022286+0.0012945i,-0.0031432+0.0023259i,-0.0020825-0.00069605i,-5.8174e-05-0.0013748i,0.0014165-0.00071689i,0.0013349-0.0013956i,0.00062092-0.00081723i,0.00030089+0.00035801i,0.00033811+0.00069716i,0.00031677+5.1444e-06i,0.00015203-0.001185i,0.00016189-0.00074544i,0.00042188+0.0012895i,0.00074398+0.0017103i,0.0014226+0.00099099i,0.00089698-1.1477e-05i,-0.00047385-0.0009615i,0.00012804-0.00078825i,0.0010141-0.00068199i,0.0009841-0.00053874i,0.00066666-0.00012833i,-0.00033908-0.00022115i,-0.00051758-0.00021405i
0.00050057+0.0020728i,1.0781e-05+0.0024765i,-0.00063907+0.0034625i,-0.00028682+0.0024427i,0.00021186+0.001448i,0.00014892+0.00078232i,-0.00016116+0.00046611i,-0.00016425-0.00014369i,0.00055688-0.00061195i,0.0012095-0.00042958i,0.00040919+0.00014663i,-0.00062475+0.00045167i,-0.00077007+0.00027926i,-0.00013698+0.00033491i,-0.00063223+0.00019035i,-0.0011341+0.00037964i,-0.00066998+0.00069469i,0.00069326+0.0007967i,0.0015365+0.00025458i,0.0014385-0.00040724i,0.00064484-0.00040005i,9.2153e-05-0.00040146i,0.00031656-0.00031962i
0.0012356+0.00093393i,0.00050262-0.00030298i,0.0011546+0.00027506i,0.00081816+0.00022744i,2.606e-05+0.0002643i,0.00026708+0.00067935i,0.0011604+0.00088919i,0.00091707+0.0011342i,-0.00033661+0.00053845i,-0.00036334-0.001238i,8.2239e-05-0.0011433i,-0.000296+0.00031314i,-3.0345e-05+0.0005425i,0.00030061+0.00013923i,-6.3197e-05-0.00010107i,0.00032293+0.00023689i,0.00074627+0.00057345i,0.00017183+0.00053218i,-0.00014044+0.00040576i,-0.00026403-0.00013891i,-4.3008e-05-0.00062689i,0.00068892-0.00038134i,0.0010748-0.00028158i
-0.00025264-0.00016132i,-0.00015561-0.00087086i,-0.00039959+0.0010359i,-0.00040138+0.0012761i,-0.00055295+0.00023987i,-0.00025503-2.8373e-06i,-8.4792e-05+0.00015873i,1.6197e-05-0.00045921i,0.00043051-0.00030494i,0.00036548+2.4521e-06i,0.00085878+9.1455e-05i,0.00081604+0.0007442i,0.00055043+0.0005345i,0.00066459-0.00070715i,0.0004923-0.0010008i,0.00069815-0.00018664i,0.00085593+0.00023517i,0.00067287-0.00013069i,0.00041351-0.00077738i,0.00038699-0.00070425i,7.6577e-05-0.00024269i,-4.0268e-05+0.00014765i,-2.6698e-05+0.00042297i
-0.00078446+0.0003239i,-0.00077122+0.0012376i,-0.00088769+0.0011944i,-0.00039244+0.00045424i,0.00082095+0.00019572i,0.0011632+0.00019505i,0.00088406+0.00049998i,0.00096474+0.00022341i,0.00056295-0.00057284i,0.00048529-0.00074402i,0.00079868-0.00042307i,0.00064953-0.00032807i,-3.0931e-05-5.0814e-05i,-0.00046261-0.00016428i,4.6108e-05-0.00051161i,0.00070361-0.00087093i,0.00062402-0.00097085i,0.00060172-9.647e-05i,0.00076184+0.0002976i,0.00092374-0.00022314i,0.0010019-0.00046586i,0.00097896-0.00040307i,0.00072668+9.0077e-05i
0.00059424+0.00017334i,0.001536-0.00033533i,0.0025908-0.00033868i,0.0019073-0.00064218i,0.00042607-0.00053227i,-0.00067032-0.00073738i,-6.0756e-06-0.00061514i,0.00014758-0.00052095i,-0.00082232-0.0001926i,-0.00097097-2.5436e-05i,-0.00070622-0.00090506i,-0.00070156-0.001085i,7.3894e-05-0.00087649i,0.00039588-0.00043671i,6.1558e-05-0.00011801i,0.00028751+0.00014906i,1.2981e-05+0.00034696i,-0.00024243+0.00035207i,1.8035e-05+0.00032045i,-3.9088e-05+9.8823e-05i,0.00030511+0.00021889i,0.00042526+0.00055854i,0.00012257+0.00024354i
0.00019681+0.00076608i,0.001313+0.0011906i,0.0025597+0.0013095i,0.0018614-1.6753e-05i,0.0013552-0.0011515i,0.00052046-0.0013608i,0.00039906-0.0010329i,0.00097426-0.00033536i,0.0010979-0.00029952i,0.0010841-0.00013025i,0.00065311+0.00038386i,0.00030049+0.00046127i,0.00029618-0.00024953i,3.3595e-05-0.0010514i,-0.00079324-0.0011264i,-0.00062908-0.00057921i,-0.00079206+0.00039396i,-0.00092715-0.00020997i,-0.00029351-0.0009657i,-0.0002638-0.00061462i,-0.00017351-0.00071068i,0.00029672-0.00023891i,9.5546e-05+0.00025159i
-0.00038658-0.0011826i,-0.00035288-0.0010987i,-0.00057201-8.3016e-05i,-0.00064017+0.0009898i,-0.00084482+0.0011387i,-0.00022622+0.0012075i,0.00039663+0.00034513i,0.00064261-1.4294e-05i,0.00069758+4.6548e-06i,0.00076152-0.00079011i,0.00020984-0.00051395i,7.3356e-05+0.00065759i,0.00051338+0.00093687i,0.00025768+0.00043068i,-0.00074253+0.00025282i,-0.00098797-4.3328e-05i,-0.0006737-0.00018733i,3.0668e-05-0.00075077i,0.00051914-0.00059531i,0.00066186+0.00012848i,0.00083558+0.00014275i,0.0006201-0.00013606i,0.00047693-0.00014134i
0.00033621+0.00089357i,0.00040642+0.00055928i,0.00035008-0.00017738i,0.00037833-0.00014442i,0.00045857+0.0002877i,-0.00015653+0.0005877i,-0.00033671+0.00067184i,-0.00033568-0.00020114i,-0.00016737-0.00092791i,-4.3597e-05-0.00043665i,-0.00050827+0.00019656i,-0.00072939+0.00055929i,-0.00052648+0.00024172i,-0.00040644-0.00042422i,0.00027173-0.00040161i,0.00078767-0.00034778i,-6.8364e-05-0.00059633i,-0.00048986-0.00057382i,2.8565e-05-0.0006655i,-4.5686e-06-0.0001225i,-2.5702e-05-1.0661e-05i,0.00022286+0.00016897i,-0.00015745+0.00078559i
-0.00060291+0.00018742i,-0.00022794+0.00053741i,0.00071793-0.00023161i,0.00062755+0.00016019i,-0.00019897+0.00076541i,3.913e-05+0.0011598i,0.00022706+0.00053836i,0.00061456-0.00025472i,0.00022256-0.00045378i,-0.00067942-1.2402e-05i,-0.00059015+0.00077738i,-0.00060317+0.0008474i,-0.00070031+0.00028702i,-0.00079161-0.00052389i,-0.00088393-0.00041829i,-0.00045991+0.00032667i,0.00026948+0.00021462i,0.00047667-0.00045102i,0.00045207-0.00052542i,-0.00037201-0.00050072i,-0.0008524-0.00015362i,-0.00011566+0.00025908i,-0.00013672+0.00038064i
-0.0011632-0.003566i,-0.00088326-0.0032784i,0.00016434-0.0027151i,0.00039314-0.0017714i,-0.00099216-0.00067068i,-0.0014971+4.1938e-05i,-0.00077814+0.0007809i,5.8889e-05+0.00071162i,0.00059356-0.00013296i,0.00029622-0.00073945i,-0.00027606-0.0010271i,6.8493e-05-0.00065446i,0.00056831-3.1702e-05i,0.00039137+2.0466e-05i,0.00040642-0.00044606i,0.00032363+2.6365e-05i,5.3302e-05-5.9734e-05i,0.00053557-0.0007627i,0.0012103-0.00079025i,0.00090191-0.00053996i,0.00039643-0.00019981i,-8.1907e-05-1.103e-05i,-0.00024376+0.00043184i
-0.00012239-0.00045839i,0.0004948-0.0016917i,-0.0012279-0.0021427i,-0.0017263-0.0016457i,-0.00099691-0.00051603i,0.00038991+3.458e-05i,0.0012975-0.00011499i,0.00070562-0.00042231i,0.00010639-0.00059197i,-0.00021279-0.0003029i,-6.1299e-05-0.00017407i,0.00020704-9.9286e-05i,0.00097264-9.7435e-06i,0.0013098+0.00019606i,0.00022223+0.00047288i,-0.00057743+0.00017757i,-0.00058053-0.000656i,0.0002551-0.0012341i,0.00053229-0.0014518i,-0.00018637-0.0010479i,-0.00051117-0.00077755i,-0.0001488-0.00091798i,0.00034068-0.00072108i
0.0009507+0.002134i,0.0012105+0.0023022i,0.0023471+0.0010837i,0.0011718-0.00022292i,-0.00067482-0.00021522i,9.9056e-05+0.0010342i,0.00073884+0.00057171i,0.00045834-0.00048692i,0.00025541-0.00059903i,0.00038234-0.00074142i,-0.00033992-0.00018278i,-0.0010329+0.00080517i,-0.00098318+0.0014302i,-0.00087683+0.001321i,-0.0007303+0.0005511i,5.364e-05-8.1842e-05i,0.0006362-0.00061177i,0.00019363-0.00059591i,0.00030983-0.00015231i,0.000897+0.00036142i,0.00068818+0.00042287i,0.00028503+0.00033203i,1.4747e-05+5.5715e-05i
-0.0015604-0.0012496i,-0.0031513-0.001357i,-0.0019965+0.00074142i,-0.00077754+0.0022859i,-0.00044129+0.0022253i,6.5876e-05+0.0015731i,0.0010517+0.00089806i,0.00089892+0.0003219i,5.9899e-05+0.00043906i,-0.00019164+0.00056211i,-0.0006676-4.9551e-05i,-0.00011655-0.00053534i,0.00080147-0.00013028i,0.00038915-0.00013275i,-0.0001342+3.9318e-05i,6.816e-05-3.8499e-05i,0.00032207+6.3524e-05i,0.00035346+0.00027286i,0.00018676+0.00024616i,0.0001018-0.00024124i,-0.00014804-0.0004221i,-0.0003193-0.00025696i,-0.00047697-0.00029153i
0.0018176-0.0048695i,0.00091813-0.004735i,0.00055589-0.0043266i,0.00031212-0.0031196i,-0.00010346-0.0016613i,-5.2913e-05+0.00022749i,-0.00045469+0.00071776i,-0.0011292-0.00031915i,-0.001435-0.00041401i,-0.00142-0.00024634i,-0.0011444-0.00031622i,-0.001124-0.00027297i,-0.001103-0.00010087i,-0.00049199+0.00027458i,4.54e-05+0.00017778i,3.5822e-05-1.0824e-05i,0.00061098+0.00029312i,0.00071535+1.5356e-05i,0.00098195-0.00090913i,0.0015324-0.00074588i,0.0012567-0.00017819i,0.00066843+2.9488e-05i,7.6494e-05+0.00021841i
0.00196+0.0029012i,0.0019744+0.0037756i,0.0019259+0.0038412i,0.0017697+0.001383i,0.0012931-2.0853e-05i,0.00049875+0.000755i,0.00013132+0.0010262i,0.00052828+0.00011777i,0.00035544-0.0005993i,-4.0621e-05-0.0011297i,-3.5073e-06-0.00079288i,-0.00061056-7.2067e-05i,-0.00045785-3.2379e-05i,0.00043529-0.00068197i,0.00029272-0.00062875i,-9.8328e-05-0.00062311i,0.00039799-0.00034249i,0.00029726+0.00055913i,0.00036302+0.00056934i,0.00069269+0.00048292i,-0.00010389+0.00019615i,0.00035425-0.00065709i,0.00092337-0.00048587i
-0.0016087-0.00021996i,-0.0016894-0.0011446i,-0.00062211-0.00096145i,-0.00078926-0.00016012i,-0.000424+0.00092279i,0.00020517+0.0014309i,0.00025731+0.0006475i,0.00042288-0.00024439i,0.00096445-0.00072159i,0.0005169-0.00053155i,-0.0009618-0.00028792i,-0.0013562-0.00031492i,-0.00040396+0.00011195i,0.00023357+0.00049317i,0.00024917+0.00039748i,0.00039331+0.00029006i,0.00039073-5.1011e-05i,0.0002817+0.00024688i,0.00014205+0.00054453i,0.00013682+0.00052485i,-9.5273e-05+0.00043335i,0.00011841+0.00070496i,4.6977e-05+0.00090042i
0.0018916+0.00036246i,0.0027284-0.00053333i,0.0025957+0.0018784i,0.0009623+0.0024208i,0.00010166+0.0002523i,0.00034627-0.00016213i,7.4536e-05+0.00022576i,-0.00016984-1.8058e-05i,-0.00014161-0.00065088i,-7.4456e-05-0.0010158i,-0.00057158-0.00090576i,-0.0010604+0.00013416i,-0.00013002+0.00082512i,0.00073887+0.00074224i,-0.00010424-3.3593e-05i,-0.00094119+4.8626e-05i,-0.00069001+0.00047395i,-0.00036969+0.00015632i,0.00078544-0.0010129i,0.0016037-0.0012958i,0.00128-0.00068699i,0.00010559-8.1012e-05i,-9.6071e-05+0.00062175i
0.0019861+0.00062101i,0.0016907+0.0016109i,0.00059662+0.0021621i,5.7441e-05+0.0014106i,-0.0001146+0.00097034i,-1.0939e-05+0.001096i,-0.00020096+0.001125i,-0.0004708+0.00032703i,-0.00041106-0.00017899i,-0.00036247-0.00065959i,-0.00064741-9.979e-05i,-0.00022898+0.0010004i,0.00051329-1.3112e-05i,0.00031532-0.00056115i,-0.00054611+0.0002496i,-0.0012308+2.7921e-05i,-0.00022395-0.00070737i,0.0015018-0.0013965i,0.0010989-0.0012886i,9.0331e-05-0.0011358i,6.0482e-05-0.00058285i,-0.00020905+0.00012267i,-0.00049906-1.2627e-05i
-0.0006978+0.00061216i,-0.0004887+0.00045891i,-0.00033281-0.00049479i,-0.00029773-0.0017691i,-0.00015389-0.0013591i,0.00038438-0.00021382i,0.00057996-2.083e-05i,0.000112-0.00032222i,-0.00035318-0.00048777i,0.0005334-0.00043547i,0.00063192+0.0003399i,-0.00041487+0.00084679i,-0.00012179+0.00047841i,0.0010782+3.5521e-05i,0.0014465-0.00059007i,0.00038161-0.00071978i,-0.00044637-0.00026482i,-8.9999e-05-0.00015145i,5.5537e-05-0.00046781i,-0.00031889-0.00078133i,-0.00024087+0.00025263i,0.00043891+0.0012462i,0.00027252+0.0014786i
