-0.0037967+0.00025199i,-0.0021613+0.0003452i,-0.0018493+0.0010626i,-0.0011864+0.0017107i,8.6659e-05+0.0029063i,0.00084956+0.0032294i,0.00092735+0.0023403i,0.00054239+0.0014861i,0.00053316+0.00078085i,0.0013239-5.9718e-05i,0.0011315-0.00047111i,3.617e-06-0.0007345i,-0.00068978-0.0014243i,-0.0013216-0.0014578i,-0.0015444-0.00069375i,-0.00072577-0.0002332i,2.3696e-05-3.8641e-05i,-3.9906e-05-0.0004421i,-2.6459e-06-0.0011153i,0.0003866-0.00085341i,-0.00020704-0.00052153i,-0.00077763-0.00053182i,-0.00049046-0.00011383i
-0.00011151-0.0031902i,-0.0014897-0.0023542i,-0.0020045-0.0017727i,-0.0017383-0.001141i,-0.00086912+1.1869e-05i,-0.00091956+0.0011284i,-0.0012057+0.0017842i,-0.00099916+0.0010916i,-0.0010078-0.00073407i,-0.001544-0.0018861i,-0.0011753-0.0014024i,-0.00028147-0.0006713i,-0.00012859-0.0004801i,0.00057944-0.00042404i,0.00074388-0.00051732i,2.1406e-05-0.00018448i,0.00010491-0.00014454i,-0.00020476-0.00056575i,3.5021e-05-0.00092298i,0.00072819-0.00094127i,0.00028316-0.00046857i,0.00059715-0.00016552i,0.00078819-0.0001212i
0.0006199+0.003978i,0.0010467+0.0028965i,0.00089885+0.0011164i,0.00092327+0.0003525i,0.00041868+0.00019384i,0.00011328+0.00062101i,-0.00057773+0.00068281i,-0.00026015+8.0814e-05i,0.0017125-0.001125i,0.0019617-0.0015589i,0.00018455-0.00099725i,-0.0013851-0.00036538i,-0.00083601-0.0003285i,6.4681e-05-0.00053739i,-0.00025565-0.00068786i,-0.00042914-0.00064836i,-0.0002704-0.00053068i,-0.00050822-0.00066667i,-0.00020748-0.00058076i,0.00046502-0.000266i,-0.00014262-0.00015536i,-0.00033822+0.00039406i,0.00022403+0.00052344i
0.00069088-0.00058189i,0.0011468-0.0010844i,0.00070009-0.001583i,0.00010022-0.0013655i,-0.00051325-0.00093423i,-0.0010058-0.00083105i,-0.00052725-0.00026501i,0.00087905+0.0005279i,0.0020364+0.0011786i,0.0024643+0.00028572i,0.0021551-0.00043773i,0.00040815-0.00019688i,-0.00073386-9.972e-05i,-0.00030702+0.00014324i,0.00022718-0.00025567i,0.00060998-0.0013809i,0.00043186-0.0015171i,0.00017439-0.00082732i,0.00082891-0.00044982i,0.00057013-0.00016516i,9.0502e-06-0.00062628i,-0.00010996-0.001266i,0.00013684-0.0010242i
-0.00051518-0.0020184i,-0.0018439-0.0018329i,-0.0011558-0.00031945i,-0.00057382+0.00034635i,-0.00058035+0.0001035i,-0.00096578+0.0010298i,-0.00085318+0.0021673i,-0.00059437+0.0027553i,-0.0012082+0.0026153i,-0.0010158+0.0014306i,-0.00091375+0.00033316i,-0.0011381-0.00014859i,-0.00049054-0.00011765i,2.1459e-05+0.00029162i,3.0026e-05+0.00047798i,4.8911e-05+0.00067902i,0.00034989+0.00074329i,0.00018871+0.0002633i,7.2038e-05+0.00062991i,0.00031301+0.0010151i,0.0005939+0.00095114i,0.00077971+4.5328e-05i,0.00065696-0.00078107i
0.0016027+0.003004i,0.0015261+0.0023001i,0.0014908+0.0010691i,0.0010911+0.00036396i,0.00039428+1.5068e-05i,-0.00050231+0.00031694i,-0.00021664+0.0011026i,0.00017574+0.00096006i,-0.00047029-0.000264i,-0.00068231-0.0018437i,-0.00062561-0.0019054i,1.1944e-05-0.00069916i,0.00041749+0.00042108i,0.00040013+0.00019621i,0.00074749-6.9143e-05i,0.00065954+0.00055572i,0.00034517+0.00082724i,-0.00011326+0.00019985i,-0.00025+5.2175e-05i,-0.00029997+8.3501e-05i,-0.00045394-0.00025476i,0.00010692-0.00025202i,0.00029732-0.00035872i
-0.0003699-0.00070002i,0.00077168-0.0011816i,0.0010215-0.0018688i,0.0011777-0.0008475i,0.0013573-0.00025297i,-0.00032573-0.00016864i,-0.0010635+0.00033725i,0.0005653+0.00070198i,0.0025489-0.00012112i,0.0028968-0.0014314i,0.0016929-0.0015813i,0.0012364-0.00092085i,0.0010821-1.3157e-05i,0.00033558+0.00061044i,-2.9426e-05+4.3986e-05i,-0.00011899+2.7184e-05i,0.00017289+0.00053535i,0.00018461+3.771e-06i,0.00033148+0.00017752i,0.00051357+0.00063371i,-0.00023513-0.00037356i,-0.00064116-0.0013679i,6.1839e-05-0.00092202i
-0.001567-0.0019489i,-0.0021915-0.00039329i,-0.0013025-0.00024582i,-0.00032015-0.0011433i,-0.00059714-0.0015337i,-0.0010353-0.0009085i,-0.0003097+9.513e-05i,0.00070411+0.0018631i,0.0015063+0.0026064i,0.0017042+0.0015296i,0.0013413+0.00058849i,0.0009833+0.00066199i,0.00063876+0.0006927i,0.00017885+0.00047511i,-0.00017495+0.00068094i,3.1158e-05+0.00012686i,-0.00012585-0.00023945i,-0.00055969-0.00010105i,-0.00035803+0.00010772i,-0.0010688+0.00056446i,-0.0012695+0.00063065i,-0.00043976+0.00067581i,0.0002453+0.00034332i
0.0022016-0.0005667i,0.0021267-0.00076832i,0.0019467-0.00090479i,0.00090159-0.0004303i,0.00026235-0.00066805i,-8.7352e-05-0.00069012i,-0.0014071+0.00073169i,-0.0022109+0.0011662i,-0.0026959+0.00034368i,-0.0023692+0.00038057i,-0.0010255+0.00044136i,2.7571e-05+0.00040429i,0.00032663+0.00040658i,0.00051336-7.4252e-05i,0.00069014-0.0005506i,0.00054456-0.00045017i,0.0001614-0.00013492i,-0.00016816-0.00021882i,-0.00020731-9.765e-05i,2.0339e-05+0.00017771i,0.00012131-0.00016936i,0.00047379-0.00025429i,0.00086209+0.00019012i
0.0003515+1.8743e-05i,0.00072178-0.00010102i,0.0013206-0.00065004i,0.0011538-0.0015749i,-5.7495e-05-0.0016309i,-0.0007091-0.00014279i,-0.00086125+0.001398i,-0.00073542+0.0007138i,-0.00065072-0.0010146i,-0.000272-0.0020495i,-0.00032814-0.002151i,-0.00088708-0.0012578i,-0.00070234-0.00068652i,-0.00039555-0.0003372i,0.00021367-0.00013525i,0.00053104+0.00028977i,0.00051526+0.000302i,0.00075378-0.0001861i,0.00059494-0.00074004i,0.00037444+0.00028094i,0.00015408+0.0009328i,-0.00041215+0.00029081i,-0.00023534+0.00043628i
-0.0012127-0.0019055i,0.00032574-0.00070071i,7.1604e-05-0.00048901i,-0.0011262-0.00044104i,-0.0021865+7.9371e-05i,-0.001657+0.00073156i,0.00052782+0.0016249i,0.001464+0.0012408i,0.0014163-0.00056694i,0.0010151-0.0015591i,0.00074718-0.0011467i,0.00097765-0.00083245i,0.0010939-0.00028461i,0.0012582-8.4861e-05i,0.00085879-0.00039304i,-9.6872e-05-0.00019285i,-5.0951e-05-0.00047979i,0.00015437-0.00087812i,-0.00019753-0.00037118i,0.00059161-0.00020249i,0.00088085-0.00023333i,-0.00016699-0.00019498i,-0.00058044+0.00029462i
0.0004841-0.0023055i,0.00081921-0.0017099i,0.00079515-0.0013789i,0.00028965-0.0016431i,6.3325e-05-0.00071859i,-0.00026888-1.4473e-05i,-0.00055163+0.0010671i,-0.00019139+0.0027992i,0.00072093+0.0023365i,0.00086494+0.00098589i,0.00028688+0.00052193i,-5.6575e-05+9.5702e-05i,-9.0008e-05-0.00052357i,0.00021715-0.0003198i,0.0002585+0.00019706i,0.00040527+0.0001935i,0.00055344-0.00023983i,0.00022379-9.6503e-05i,-0.00038683+0.00028388i,-0.00065577+8.7662e-06i,-0.00018002+0.00044945i,4.844e-05+0.0010645i,-0.00039003+0.00095699i
-0.0011523-2.8125e-05i,-0.00023255-0.0009451i,-0.00051679-0.0010087i,-0.0014569+2.4483e-05i,-0.00147+0.00087663i,-0.000867+0.0016796i,-0.00098321+0.0017362i,-0.0013236+0.0014525i,-0.0018127+0.00095024i,-0.002682-0.00020631i,-0.0021115-0.00021036i,-0.00096245+0.00022732i,-0.00074099-0.00032229i,7.1758e-05-0.00095385i,0.0014417-0.00065636i,0.0011685-0.00044167i,0.00019753-0.0002021i,0.00011045+0.00025423i,0.00044622-0.00010109i,0.00029578-0.00015914i,0.00014617+0.00014555i,0.00033324-0.00029203i,0.0002955-0.00023598i
-0.00051282-0.0023589i,5.9428e-05-0.0023216i,0.00067942-0.0010661i,0.00025668-0.00036467i,-0.0011375-0.00020094i,-0.0016522+0.00025158i,-0.0011095+0.00030869i,-0.00079909+0.00011124i,-0.0001148-0.0011555i,3.9107e-05-0.0031013i,-0.00042324-0.0032783i,-0.00081256-0.001683i,-0.00071943-4.0056e-05i,-0.00051677+0.00021972i,7.3303e-05-0.00034308i,0.00098209-8.0133e-05i,0.0015434+0.00039734i,0.0010311+0.00056733i,0.0011032+0.00081609i,0.001479+0.00045621i,0.00103-4.302e-06i,0.00023969+0.00031064i,0.0002156+0.00014623i
0.0015094+0.00059509i,0.0019668+0.0014198i,0.0028211+0.001114i,0.0019429+0.00062347i,0.00083785+1.8003e-05i,-0.00021816-0.00034124i,-0.00067662+0.00052738i,0.00019771+0.00087958i,0.0019047+0.00066027i,0.0023649+0.00014263i,0.0011825-0.00062015i,0.00013643-0.00065312i,-0.0001452-0.00017868i,-0.00057572+0.00038942i,-0.0009576-9.2795e-06i,-0.00069988-4.2844e-05i,0.00028036+0.00015818i,0.0004625+2.9333e-06i,-0.00056338+0.00042953i,-0.0010698+0.00088035i,-0.00071212+0.0001778i,0.00016135-0.00048639i,-4.3507e-05-0.00058427i
-0.0018803+0.00033227i,-0.00089334-0.00040373i,-0.00073567-0.0012424i,-0.00075609-0.0015552i,-0.00052177-0.00084374i,-0.00037279+0.00090653i,-0.000306+0.0013331i,-0.00043023+0.001208i,-0.00038342+0.0019896i,-8.7319e-05+0.0020286i,0.00042562+0.0017106i,0.00092285+0.0010262i,0.0012299+0.00055334i,0.0009279+0.00085984i,0.0008439+0.0005034i,0.0011831-0.00062678i,0.00037875-0.00050941i,0.00027698+0.00023757i,0.00067195+0.0008911i,0.00015021+0.00035385i,-0.00018572-0.00050147i,-0.00021157-0.00094196i,-0.00048943-5.7874e-05i
0.0026028-0.0028643i,0.0014489-0.0020772i,0.00057647-0.0021075i,-0.00028648-0.0016593i,-0.00060297-0.00070285i,-0.00067286+0.00097249i,-0.0013196+0.0015837i,-0.002135+0.0015787i,-0.0024036+0.00083986i,-0.0022416-0.0001282i,-0.0013988-0.00021416i,-0.0001536+0.00070676i,-5.2812e-05+0.0013988i,-0.00081174+0.00076691i,-0.0011015-0.00023264i,-0.0004156-0.00083804i,1.1724e-05-0.0002694i,-0.00010218+0.00070687i,-3.4323e-07+0.00091236i,0.00013639+0.00098926i,0.00085954+0.00074297i,0.0017649+6.3661e-06i,0.0014199-0.0002912i
0.00032412+0.001327i,0.0013261+0.0011142i,0.0016266+0.00077959i,0.00085184-0.00090708i,0.00046557-0.001773i,0.00026231-0.00058102i,-0.00058489+0.00060071i,-0.00033462-0.00044188i,0.00077178-0.0019426i,0.00059755-0.0021781i,-0.00082591-0.0014705i,-0.00092128-0.00016765i,0.00032804+0.00053024i,0.00088361+0.00053229i,0.00090575+0.001039i,0.00089649+0.00090475i,0.0011857+0.00073502i,0.0011498+0.00040386i,4.2733e-05-0.00014545i,-0.00082292+0.00024321i,-0.00076209+0.00081052i,0.00053039+0.0004782i,0.00099541+0.00014775i
-0.0018408-0.0013839i,-0.00078296-0.0015423i,-0.00050319-0.0016665i,0.00019733-0.0013721i,0.00017159-0.00026446i,-0.00042008+0.00044342i,-8.6042e-05+0.0003779i,0.00075093+0.00023974i,0.001155+0.0001834i,3.4427e-05+0.0001949i,-0.00086693-0.00068862i,-6.4986e-05-0.0011918i,0.00079448-0.0011369i,0.00098972-0.00060033i,-6.8356e-05-0.00044624i,-0.00066065-0.00088339i,-0.00040128-0.00015912i,-0.0003565+0.0001723i,0.0001013+0.00031971i,0.00016011+0.00095064i,0.0003454+0.00053379i,0.00020475-0.0002775i,-0.00040699-0.00032055i
0.0013288+0.0011068i,0.0015283+0.0012368i,0.00058456+0.00075486i,-0.00085462+0.0005377i,-0.00081756+0.00022602i,-3.9098e-05+0.00027869i,0.0004508+0.0013064i,-0.00066522+0.0025978i,-0.001241+0.0022807i,-0.00068794+0.00088959i,-0.00035713-7.6297e-05i,0.00050254-0.00040273i,0.00027634-0.00023676i,-0.0008942-0.00039798i,-0.00054389-0.00028796i,-0.0001148-0.00027708i,-0.00013326-0.00062124i,-9.7441e-06-0.00043723i,0.00011468-0.00052029i,0.00059372-0.00041292i,0.0012081+0.00013922i,0.0012453+0.00036893i,0.00073221+0.00011241i
0.0007792-0.00085729i,0.001604-0.0010648i,0.0025188-0.00071408i,0.0023534-0.0010228i,0.0015056-0.00039873i,0.00027365+0.0014388i,-0.0013535+0.0012552i,-0.0020631-0.00012576i,-0.0013289-0.00098915i,-0.00045594-0.00055264i,-5.0278e-05+2.1828e-05i,-0.00035017-0.00030496i,-0.00043828-0.00025191i,6.1493e-05+7.5993e-05i,0.00016198+0.00014397i,0.00064327-9.1813e-05i,0.00080707-0.00043707i,0.00041552-0.00041599i,0.00043403-1.2499e-05i,0.00028072+0.00054257i,0.00012046-2.3758e-05i,0.00019369-0.00095892i,0.00025747-0.00099098i
-0.00082491-0.0010224i,-0.00069956-0.0007495i,-0.0014181-0.00024794i,-0.00084485-0.00017848i,-0.0002513+2.4617e-05i,-0.00061806+3.3903e-05i,-0.00057797+8.0088e-05i,0.00025217+0.0003525i,0.00090591+9.3791e-05i,-0.00017859-0.0005783i,-0.0012585-0.00066484i,-0.00063469-0.00013059i,-0.00031402-0.00034315i,0.00034221-0.0013539i,0.00078326-0.00084772i,0.00079323+0.00031158i,0.00052961+0.00085774i,-0.00045424+0.00043754i,-0.00065876+9.9691e-05i,-0.00057634+0.00022842i,-0.00030627-0.00024146i,-8.242e-05-0.00034848i,-0.00039284+0.00066819i
-2.8533e-05+0.0020108i,-0.00099186+0.0020296i,-0.0010089+0.0018523i,0.0001979+0.0012514i,0.0010166+0.00037661i,0.0016557-0.00018698i,0.0012493+0.00057203i,0.0013701+0.0015597i,0.0019555+0.0017517i,0.0012305+0.00087127i,0.00082979-0.00025821i,0.00036959-0.0011775i,4.3711e-05-0.0010324i,0.0001954-0.00090509i,0.00011427-0.00043678i,-0.00043307+0.00029148i,-0.0010739+0.00010162i,-0.00012315-0.0007064i,0.00035118-0.0006412i,0.00012227+0.00019804i,0.00028197+0.00047045i,0.00025474+5.3788e-05i,-0.00014605-0.00025361i
-0.00015244-0.00027776i,0.00022201-0.00072354i,0.0019431-0.0010314i,0.0027776-0.0010552i,0.0011564-0.00056699i,-0.00050672+0.00062043i,-0.0011911+0.0016616i,-0.00084314+0.0021469i,9.7066e-05+0.0010729i,0.00032453-0.0010975i,0.00056693-0.001578i,0.0016605-0.0009592i,0.0020813-0.00077946i,0.00082095-0.000581i,-3.9049e-05-4.7678e-05i,9.6536e-05+0.00070897i,0.00029045+0.00074497i,-8.5168e-05+0.00060905i,-0.00022864+0.00041039i,3.9443e-05-2.1991e-05i,0.0002357+3.2452e-05i,0.00050109+0.00037687i,0.00068707+0.00011036i
0.00043685+0.0011372i,-8.9587e-05+0.00029606i,-0.00052678-0.001624i,-0.00036955-0.0027153i,-0.0010525-0.0021076i,-0.001591-0.00028183i,-0.0017377+0.00058343i,-0.0014443+0.00055193i,-0.0010198-0.00090911i,-0.0003008-0.0019747i,0.0005926-0.001079i,0.00041653-0.00016458i,7.3545e-05-2.4784e-05i,-0.00013162-7.3672e-05i,-0.00047064+0.0001946i,6.0913e-05+0.00024273i,0.00083885+0.00024426i,0.00079788+0.00018923i,0.0011052+0.00019838i,0.0005941+0.0007916i,-0.00035052+0.00085154i,-0.00077624-5.1979e-05i,-0.0010764-0.00095187i
0.0018942+0.0010199i,0.0025052+0.00070735i,0.0028536+0.00055293i,0.0022555+0.00020215i,0.0010945+9.2515e-05i,4.7636e-05+0.00066671i,-0.00098847+0.00091743i,-0.00024679-6.1986e-05i,0.0005331-0.001321i,0.00026879-0.0011565i,8.1961e-05+5.4303e-05i,-0.00013642+0.0003825i,-0.00056773-0.00036556i,-0.00068398-0.0013287i,0.00013779-0.0014724i,0.00095945-0.0010533i,0.00044252-0.00038946i,-0.00020307-2.7172e-05i,-9.296e-06-0.00013977i,-0.00010397+0.00019377i,-0.00062409-0.00011735i,-0.0005555-0.00046014i,-9.4431e-05+0.00017262i
-0.00049885-0.0014658i,-9.0997e-05-0.0023857i,0.00023364-0.002373i,-0.00034808-0.0020919i,-0.0014995-0.0011563i,-0.0014978+0.00033861i,-0.00041443+0.00061633i,0.0010693+0.0011562i,0.001599+0.0008351i,0.0002093-6.1779e-05i,-0.000889-0.00034306i,8.0876e-05-0.00035268i,0.00062631-0.00036675i,2.6102e-05-0.00060193i,3.2734e-05-0.00025343i,0.00020791+0.00032249i,-2.8836e-05+0.00074757i,-0.00014896+0.00057738i,-5.677e-05+0.00066366i,-0.00024421+0.00041913i,-0.00078208-0.00028243i,-0.00034486-0.00074309i,-0.0004301-0.00053721i
0.0012808+0.0021211i,0.0019898+0.0010915i,0.0026062-0.00048143i,0.0018728-0.0014857i,0.00065792-0.0014474i,-0.00069058-0.0014064i,-0.00135-0.00032216i,-0.00099753+0.0011676i,-0.00074328+0.0011195i,-0.00042611+3.2922e-05i,-0.00032465-0.00085353i,-0.00038012-0.0015379i,-0.00024495-0.0011138i,-0.00029762-0.00019439i,-0.00019148+0.00010923i,0.00021065+0.0010281i,0.00035173+0.0012904i,-1.0246e-05+0.00044834i,-0.00018799-3.4239e-05i,0.00020321+7.5875e-06i,0.00033907-0.00016183i,0.00040796-0.00027721i,9.3778e-05+2.6755e-05i
-0.00084465-0.0012008i,-0.00026317-0.00064974i,0.00033801+0.00066698i,-0.00020488+0.00073987i,-0.00029218+0.00083589i,-0.00054712+0.0018824i,-0.0013473+0.001768i,-0.0016523+0.00064107i,-0.00088214+0.00020894i,0.00021458+0.00042236i,0.00093312+3.7897e-05i,0.00094029-0.00054632i,-8.1041e-05-0.00019933i,-0.00087497+0.00029868i,-0.00028535-1.8522e-05i,0.00017269-0.00012515i,-0.00035279+9.7712e-05i,-0.00073919+8.841e-05i,-0.00085139+8.4579e-06i,-0.00076882+0.0002211i,-0.00032056+0.00038792i,0.00020041+0.00012395i,0.00016324-0.00050741i
-0.0025383+0.00075849i,-0.0017456+0.00082652i,-0.00077549-0.00045448i,0.00046899-0.00051573i,0.0011644+0.0001787i,0.00089164+0.00041064i,0.00056585+0.00058908i,0.00081941+0.00011194i,0.00074142-0.0004083i,0.00075635+0.00020799i,0.00082242+0.00058225i,-2.0801e-05+0.00059108i,-0.00030835+0.00058122i,-0.00018832-0.00063997i,-0.00041364-0.001958i,-0.00013941-0.001684i,-0.00012055-0.00053253i,-0.00086826+0.00032135i,-0.0004188+0.00053687i,-5.9328e-05+0.00046141i,-1.9735e-05+0.00031008i,-2.2979e-05-0.00027566i,-0.00011825-0.00048611i
-0.0014574-0.00098864i,-0.0010831+0.00028686i,-0.001239+0.00030189i,-0.0016754+0.00081381i,-0.00061956+0.0012447i,0.00083175+0.00078771i,0.0014225+0.00040752i,0.00095255+0.0010645i,7.208e-05+0.0010397i,-0.00089286+0.00031334i,-0.0014968-0.00012306i,-0.00048869-0.00065048i,0.00037183-0.0009105i,0.00029354-0.00051533i,0.00020963-0.00026723i,-2.3166e-05-0.0010867i,-0.00017988-0.0015488i,-0.000593-0.00082631i,-0.00087548-0.00049789i,-0.00060052-0.00080008i,-0.0003725-0.00052596i,-0.00016193-0.00011021i,-0.00057376-0.00018477i
0.00048142+0.0011369i,0.0011185+0.0015282i,0.0019195+0.0013217i,0.002621+0.00016708i,0.0023789-0.00039747i,0.0011484+0.00026693i,-0.00061546+0.0013128i,-0.001597+0.0017295i,-0.0017633+0.0010814i,-0.0010928-0.00020391i,-0.00060058-0.0012626i,-0.0003711-0.0016619i,-0.00021735-0.0014657i,-0.00058257-0.00019748i,-0.00057087+0.00055354i,-0.00047487-8.7544e-05i,-0.00041129+0.00047971i,-0.0005693+0.00048802i,0.00013262-0.00031891i,0.00073244-0.00040338i,0.00037974-4.8265e-05i,2.5649e-06+0.00015032i,0.00049214-0.00065415i
0.00066777+0.0017828i,0.0015858+0.0013397i,0.0011933+0.00015846i,0.0003868-0.00098437i,0.00084039-0.0012352i,-8.9679e-06-0.00077541i,-0.0016574+0.00012613i,-0.0012511+0.00026372i,-6.3258e-05-0.00017801i,0.00058826-0.00022544i,0.00080471-0.00044847i,0.0013114-0.0009513i,0.0015802-0.0004215i,0.0008825+0.00059932i,0.00021844+0.00048592i,0.0007277-0.00014292i,0.00077295+0.00048314i,-0.00031949+0.0011592i,-0.00075541+0.0007553i,-0.00024083-2.0015e-05i,-6.963e-05+4.9822e-05i,0.00026438+0.00052433i,0.00059631+0.00022589i
-0.0012441-0.00036461i,-0.00039134-0.00054724i,0.00086488-0.00033169i,0.0012003-0.0012909i,0.0013415-0.0017067i,0.00022666-0.00044547i,-7.3366e-05+0.00043245i,0.001288+0.00041687i,0.0016493+0.0007491i,0.00063071+0.00075991i,9.7295e-05+0.00085803i,0.00020684+0.0015325i,-0.00022089+0.00099182i,-0.00059229+8.4689e-05i,-0.00057173+2.2304e-05i,-0.00066808+0.00020638i,-0.00065029+0.00047093i,-0.00076061+0.00062372i,-0.00060446+0.00049273i,-6.6377e-05+0.00018688i,-0.00043971+0.00061319i,-0.0007865+0.00077675i,-0.00024406+0.00027069i
-0.0012952-0.001176i,-0.0030141-0.0015477i,-0.0030375-0.00095101i,-0.001601+0.00083294i,-0.00044201+0.00098942i,0.00024173+0.00098227i,0.00041975+0.0015698i,0.00056762+0.0021407i,-1.4921e-05+0.0019937i,-0.00070174+0.0011317i,-0.0009002+0.00066998i,-0.00096533+5.5767e-05i,-0.00050323-0.00077787i,0.00062471-0.0015181i,0.0012051-0.0016012i,0.0010441-0.00041108i,0.0007774+0.00045588i,0.00043065+0.00030386i,0.00036679+6.3491e-05i,4.0163e-05+7.3996e-05i,1.2126e-06+0.00021832i,0.00042154+0.00030007i,0.00025852+0.00024144i
0.0020361+0.0018945i,0.0027519+0.0010518i,0.0023128+0.00074075i,0.00098103+0.0003928i,0.00012862+0.00022532i,-0.00090262+0.00099764i,-0.0014552+0.0016905i,-0.0021203+0.0020835i,-0.0010146+0.0012516i,-0.00024532-0.00063328i,-0.00099339-0.0016456i,-5.2315e-05-0.0011276i,0.0007232-0.00038918i,5.6062e-05+7.4249e-05i,-0.00013427+0.00026126i,0.00043733+0.00029656i,0.00069783+0.00080529i,3.6906e-05+0.0015004i,-0.00042+0.0015141i,-0.00055301+0.00065246i,-0.00039916+0.00047495i,-0.00078562+9.7e-05i,-0.00091689-0.00083155i
-0.00013482-0.00096069i,-0.00017643-2.6381e-05i,0.00031444+0.0004137i,0.00063368-0.00010646i,0.00064851-0.00020048i,2.6804e-05-0.00042484i,-0.00041509-8.2516e-06i,-0.00013153+2.9135e-05i,0.00028748-0.00061077i,0.00048226-0.00060716i,0.0011074-0.00081329i,0.0017976-0.0010625i,0.0012632-0.001196i,0.00046835-0.0010392i,0.00047156+0.00039728i,0.00010927+0.0012176i,-0.00019752+0.00062828i,-0.00037085+0.00043894i,-0.0004592+0.00034781i,-0.00023541-6.7941e-05i,0.00058414-0.00027388i,0.0009682-1.5811e-05i,0.00051079-0.00032421i
-4.4244e-05+0.002324i,0.00095314+0.0017571i,0.0014706-0.00041696i,0.0010196-0.002172i,-0.00059068-0.0023816i,-0.0014-0.001059i,-0.00059138+0.00058116i,0.00097259+0.0014498i,0.0014655+0.00079592i,0.00095617-0.00021891i,0.00076828+0.00023414i,0.00066607+0.0016809i,6.8277e-05+0.0020111i,-0.00024503+0.0011109i,-4.0309e-06+0.00076672i,0.00010465+0.00092676i,0.0004393+0.00046354i,9.812e-06-0.00039491i,-0.0005567-0.00043618i,-0.00021852+0.00040457i,0.00036357+0.00063516i,0.00032343+0.0003664i,0.00021316+0.00025663i
0.0004412+7.84e-05i,5.6768e-05+0.00071279i,2.5864e-05+1.4163e-06i,3.4317e-05+0.00013181i,-0.00016444+0.001205i,0.00090002+0.0021382i,0.0011454+0.0034258i,0.0005072+0.0034987i,-0.0001467+0.0021315i,-0.00089373+0.00072382i,-0.00071555+0.00029326i,0.00015785+0.00042065i,0.00079653+9.2469e-06i,-0.00019783-4.2721e-05i,-0.0011516+2.9939e-05i,-0.00064227-0.00046919i,-0.00041121-0.00057058i,-0.00035832-0.00063123i,0.00034731-0.00081866i,0.00024883-5.5245e-05i,-0.00012791+0.00030427i,6.2329e-06-0.00032955i,0.00094391+8.7449e-05i
0.0033063+0.00047981i,0.0026265-9.0191e-05i,0.001947-0.0013633i,0.0015186-0.0016821i,0.00042669-0.00070183i,-0.00099487+0.00079536i,-0.0017464+0.0014233i,-0.0015783+0.00044161i,-0.00038272-0.0006391i,0.00034936-0.00094691i,0.00010143-0.0011261i,-0.00053539-0.0010145i,-0.00077154-0.00099008i,-0.0003176-0.0010722i,-0.00029421-0.000286i,-0.00021897+0.00056793i,2.6621e-06+0.00060087i,0.00047506+0.00032563i,0.0008749+0.00016876i,0.0009922+0.00037985i,0.00024041+0.0001292i,-0.00038135-0.00083138i,-1.7034e-05-0.00092308i
0.00071647-0.0025677i,0.00022387-0.0026881i,0.0004319-0.0035486i,-0.0012422-0.0037296i,-0.0026893-0.0029305i,-0.0027751-0.0014942i,-0.0026108-0.00087625i,-0.0010069-0.0013767i,0.00096668-0.0017944i,0.00080203-0.0011966i,0.0003168-0.00074585i,0.00066342-0.00075046i,0.00051388-0.00028828i,0.00044105+0.00035133i,0.00057682+0.00054657i,0.00041423+0.00020332i,0.00041151+6.747e-05i,0.00033889-9.3186e-05i,5.3038e-05+0.00046518i,-3.9187e-05+0.0011132i,0.00046575+0.00080026i,0.0009285+0.00080254i,9.4899e-05+0.00031136i
-0.00021751+0.00073488i,0.0010603+1.8051e-05i,0.0014544-0.00015463i,0.0017622-0.00037329i,0.0013093-0.00010991i,0.00044277-0.0004864i,0.00074165-0.00019841i,0.0013205+0.0010746i,0.0014407+0.0014025i,0.00088804-5.4494e-05i,0.0003621-0.00095232i,0.00023157-0.00049951i,0.00022975-0.00041084i,-0.00018128-0.00049435i,-0.00050323-0.00020238i,-0.00042779+0.00041485i,-6.5182e-05+0.00088045i,0.00043147+0.0012324i,0.0004875+0.00053507i,0.00088887-0.00093459i,0.00066602-0.00099307i,8.6237e-05-0.00015349i,9.1678e-05+7.016e-06i
-0.0013987+6.97e-05i,-0.0025491+0.00017395i,-0.0021465-0.0018361i,-0.00092326-0.001924i,-0.00081865-0.00021626i,-0.0010089+0.0014645i,-0.00085853+0.00196i,-0.00049768+0.0024081i,-0.00037829+0.0025938i,-0.00095239+0.0012551i,-0.00082539+0.00043282i,-0.00046375+0.001228i,-0.00013721+0.0010681i,0.00046849+0.00039441i,0.00052221+0.00033301i,0.00055169-0.00051533i,0.00084722-0.00068976i,0.00068958-0.00053716i,0.00012767-0.00059157i,-0.00013573-2.0848e-05i,1.8295e-05-0.00032589i,-0.00059443-0.00060226i,-0.0013709-2.7474e-05i
0.00064683-0.0014414i,0.00019155-0.0014847i,0.0004527-0.002026i,-5.6184e-05-0.0017471i,-0.0010011-0.00050758i,-0.0019117+0.0010659i,-0.0021846+0.0016448i,-0.0022067+0.00095384i,-0.0017849-0.00049517i,-0.00096478-0.0015714i,-0.00075661-0.00085539i,-0.00037246-0.00015169i,0.00030149+0.00010389i,0.00065445+0.00040653i,0.00012659+0.00032478i,-0.00046577+0.00016588i,-0.00081716-0.00021883i,-0.00062509-0.00017532i,0.00018038-9.1311e-05i,0.00062782+2.7389e-05i,0.00016291-0.00049068i,0.00015848-0.00099801i,0.00051809-0.00065926i
