-0.00011734+0.0006892i,0.0010043-7.95e-05i,-0.0010265-6.5668e-05i,-0.00082792-9.4196e-05i,-3.5574e-05+0.0011099i,-0.0013339+0.0025494i,-0.0019944+0.0034552i,-0.00039819+0.0029584i,0.0012684+0.00034306i,0.0013996-0.0018193i,0.00074064-0.0025113i,0.00087875-0.0025223i,0.0011774-0.0016541i,0.00030841-0.00091498i,-0.00048301-0.00068334i,-6.694e-05-0.00054066i,-0.00021031+0.00012504i,-0.00078271+0.00068814i,-0.00015969+0.00012885i,0.00036649+0.00014058i,0.00048849+6.9107e-05i,0.00061237-0.00036488i,0.00080597-0.00018017i
0.0030946+0.0018356i,0.0034467+0.0012026i,0.0037415+0.0019904i,0.0017378+0.0014791i,0.00066403-0.00043707i,0.00072111-0.00067523i,0.0012247+0.00041137i,0.0017579+0.00028827i,0.0010349-0.0009665i,-0.00052551-0.0018842i,-0.0007229-0.0021176i,-0.00038259-0.002231i,-0.00056908-0.0016062i,-0.00091455-0.00056937i,-0.0011304-0.00050832i,-0.0006126-0.00044297i,-0.00085475-0.00010938i,-0.001496-0.0002679i,-0.0012826-0.00019784i,-0.00069518-0.00014985i,-0.00050332-0.00043583i,-2.7747e-05-0.00014427i,0.00021947+0.0002146i
-0.0018297+0.00076947i,-0.0028417+0.00051425i,-0.0027432+0.001781i,-0.0013109+0.0017477i,7.9273e-05+0.0015628i,0.00044949+0.0014523i,0.00025466+0.0003432i,0.0012212-0.00094739i,0.00051372-0.0017214i,-0.001177-0.0019159i,-0.00078394-0.0019262i,0.00027691-0.0016083i,-0.00017548-0.0015967i,-0.0010158-0.0010882i,-0.00044615-0.00029024i,-0.00059185-7.1462e-06i,-0.0011288-3.7969e-05i,-0.0011243-0.00085139i,-0.00078423-0.0010194i,-0.00044751-0.00033001i,-5.017e-05+0.00040806i,0.00034131+0.00048622i,-0.00013682-0.00017996i
-0.00014118+0.0015521i,-0.00017819+0.0011204i,-1.1072e-05+0.0015749i,0.00091432+0.0013274i,0.0015642+0.00064452i,0.0011626-0.00015488i,0.0016931-0.00032742i,0.0027572+5.4609e-05i,0.0012919-0.00043711i,-0.00067822-0.001772i,-0.0013052-0.0023905i,-0.00097527-0.0025516i,-0.00052001-0.0025915i,3.3963e-05-0.0019002i,-8.2118e-05-0.00093464i,-0.00070548-0.00038676i,-0.00073849+0.00044395i,-0.00084955+0.00090707i,-8.7049e-05-8.6173e-05i,0.00036811-0.00028913i,-0.00058053+0.0007477i,-0.00095143+0.00081163i,0.00028011+0.00041832i
0.00012043-0.0023216i,-0.0013064-0.0017379i,-0.0025292-0.0027773i,-0.0026331-0.0029151i,-0.0016295-0.0015184i,-0.0010128+0.00019825i,-8.8965e-05+0.00057293i,0.00070194-0.00073905i,1.4505e-05-0.0020179i,-0.00042651-0.0024058i,-0.00057032-0.0019435i,-0.00068453-0.0013762i,-0.00092917-0.0016467i,-0.0022464-0.0012208i,-0.0020194-0.00028007i,-0.00062534-0.00035761i,-0.00078404-0.00036605i,-0.001285+4.9117e-07i,-0.00082809+0.00095679i,0.00037844+0.0012765i,0.00052473+0.0009033i,0.00011087-0.00018679i,-3.5073e-05-0.00052676i
-0.00061734+0.00032778i,-0.00062999-0.00080323i,-0.0008312+7.5276e-06i,-0.00019758+0.00096109i,-0.00010277-7.1013e-05i,-0.00030058-0.00016364i,0.0011147+0.0007913i,0.001526+0.00048953i,0.00090424-0.00072564i,0.00058799-0.0017457i,-0.00035567-0.0020851i,-0.00065708-0.0026821i,-0.0010573-0.0029559i,-0.001154-0.0022713i,-0.0011113-0.0011866i,-0.0011269-0.00029204i,-0.00096377+3.3964e-07i,-0.00065758+0.00021702i,-0.00027556+0.00043243i,-0.00050437+0.00035588i,-0.0005836+0.00043739i,-6.5112e-05+0.00092051i,0.00069436+0.0016838i
-0.00057738+0.00014782i,-0.00080918+0.0017146i,-0.0014517+0.0019517i,-0.00040325+0.00059998i,0.001263-8.1352e-05i,0.0015762-0.00027556i,0.0021702+0.00043446i,0.0017944+0.00043935i,0.00073047-0.00071522i,-1.3625e-05-0.0013048i,-0.00019622-0.0011664i,-0.00017588-0.0013309i,-0.0006745-0.0014886i,-0.001339-0.0010332i,-0.00079468-0.00046205i,-0.00082876+0.0001962i,-0.0012542+0.00093182i,-0.00069938+0.0004809i,-0.00012319-0.00032498i,-0.00068752+0.00023865i,-0.00064606+0.00069921i,-0.00025458+0.00053415i,5.4744e-05+0.00019111i
-0.00073656+0.0017275i,-0.00031587+0.0018953i,-0.0008902+0.0020663i,-0.00017048+0.0011393i,0.00064832+0.00042421i,0.00094729-0.00018643i,0.00092039-0.00077894i,0.0016391-0.0013428i,0.0011332-0.0015619i,0.00015185-0.0012712i,0.00028092-0.00086815i,0.00048422-0.0010852i,0.00048326-0.0009333i,-6.6405e-06-0.00061743i,-9.5386e-06-0.00027043i,0.00019762+0.00027949i,-0.00028606-0.00029408i,-0.00085831-0.00032101i,-0.00047646+5.9785e-05i,0.00035586-0.00030511i,0.00071495+6.8187e-06i,0.00051075+0.0003881i,0.00053808+0.00021647i
-0.00077869-0.00059004i,-0.00061558-0.00077059i,0.00013815+7.4334e-06i,-0.00092093+0.00024234i,-0.0013744-6.4591e-06i,-0.00040956+0.0011524i,0.00027855+0.0017974i,0.00068531+0.00052804i,0.00048825-0.00094173i,-1.7937e-05-0.0014383i,-0.00052953-0.001623i,-0.0006941-0.0021882i,-0.00084727-0.0027542i,-0.0012571-0.0023846i,-0.0013152-0.0019211i,-0.0010803-0.0014007i,-0.0010204-0.00053295i,-0.00014487+0.00061448i,-0.00014667+0.0013413i,-0.0003421+0.00098361i,1.6538e-05+0.00029743i,-3.0323e-05+0.00012672i,-8.351e-05+0.00055726i
0.00057185-0.0041208i,0.00085115-0.0043727i,-0.00014302-0.0039558i,-0.0010355-0.0019247i,-0.0010385-0.00067986i,-0.00074372-0.00026348i,0.001006+0.00091105i,0.0017152+0.00044461i,0.00083121-0.001222i,-0.00056974-0.0018365i,-0.0017876-0.0022646i,-0.0017064-0.0020877i,-0.0011338-0.0016124i,-0.001004-0.0012932i,-0.0011822-0.00053048i,-0.00073763+0.00020278i,-0.0009371+0.00035029i,-0.0019548+0.00059022i,-0.0010962+0.00091352i,-0.00090844+0.00050791i,-0.0017544+0.00019705i,-0.0012128+0.00037965i,0.00025386+0.0003145i
0.0024951+0.0016217i,0.0025502+0.0022343i,0.002955+0.0012543i,0.0033099+0.00081186i,0.0024841+0.0005142i,0.0013272+0.00076039i,0.0011015+0.00098506i,0.0017019-0.00011633i,0.0010303-0.0011243i,5.2037e-05-0.0017375i,1.9226e-05-0.0020314i,-0.0003533-0.0021706i,-0.00078525-0.0023414i,-0.0011913-0.0011434i,-0.00090699-0.00042452i,-0.00052541-0.00065978i,-0.00083132+0.00040515i,-0.00080553+0.0012282i,-0.00056191+0.0014808i,-0.00016677+0.00091548i,-0.00032971+0.0002813i,0.00011238-0.000169i,0.00096805-0.00020374i
-0.00076087+0.001657i,-0.00097787+0.0039491i,-0.0017755+0.0040261i,-0.00055895+0.0022511i,0.0013223-0.00022308i,0.0015086-0.0011071i,0.0010656-0.00045546i,0.00161-0.00030816i,0.0017509-0.00066548i,0.0012953-0.001003i,0.00038221-0.00091619i,-0.00012608-0.00084646i,-0.00056908-0.0012397i,-0.00046645-0.00082721i,-7.3619e-05+0.00010903i,-0.0012154+0.00012735i,-0.0020078+0.00038085i,-0.0015247+0.00088529i,-0.00145+0.0011342i,-0.0012194+0.00092131i,-0.000385+0.00045459i,-0.00015882+0.00027534i,7.0176e-05+0.0011503i
9.619e-05-6.199e-06i,0.00035542-0.00085846i,2.0141e-05-0.0017764i,-0.00070258-0.0020298i,-0.0015771-0.00046659i,-0.0016253+0.0011357i,-0.00022959+0.0011343i,0.00088628+9.4003e-05i,0.00074232-0.00088319i,-0.00072097-0.0014691i,-0.0013279-0.0017643i,-0.00096369-0.0023199i,-0.00098277-0.0022147i,-0.0012526-0.00091995i,-0.00099026-0.00021791i,-0.00098083-0.00054052i,-0.00035581-0.00063704i,0.00022632-0.00024682i,0.00039191+0.00020973i,7.9579e-05+0.00034416i,0.00038933+0.00017953i,0.00095708+0.00011204i,0.00054246+0.00025132i
0.0026433+0.00071918i,0.002967+0.00044594i,0.003374-0.00059718i,0.0023351-0.0013704i,0.00054719-0.0013312i,0.00061366-0.00066618i,0.0018832+0.00023179i,0.0025764+0.00061578i,0.0023704+0.00027789i,0.00092968-0.00044222i,-0.00032628-0.0017351i,-0.00079397-0.0029169i,-0.00073828-0.0032592i,-0.00082297-0.0025969i,-0.0013583-0.0014741i,-0.0018293+8.5555e-07i,-0.0025355+0.00047406i,-0.0022957+0.00030546i,-0.00089851+0.0004179i,-2.1111e-06+0.00052404i,0.00046523+0.00061341i,7.7622e-05+0.00097776i,0.00028616+0.0011297i
-0.0021957+0.00042995i,-0.0026354+0.00094502i,-0.0025519+0.0012841i,-0.0015978+0.0014558i,-0.0012195+0.0019144i,-0.00047333+0.0015591i,0.001005+0.00080073i,0.0014211-0.00031332i,-4.28e-05-0.0015714i,-0.0015652-0.001757i,-0.0016177-0.0011651i,-0.001244-0.0010362i,-0.0014318-0.00079364i,-0.00097382-2.2921e-05i,-0.00049432+0.00061397i,-0.00018628+0.00088653i,-0.00042593+1.5545e-05i,-0.00051829-0.00077617i,-0.00030647-6.9521e-05i,-0.0003755+0.00065651i,-0.0005148+0.00080946i,-0.0002363+0.00078864i,0.0001818+0.00080922i
0.00235-0.0017312i,0.0019201-0.001105i,0.0020084-0.0011013i,0.0019838-0.0019682i,0.00082398-0.001192i,-7.1475e-05-6.3285e-06i,0.00054749+0.00089602i,0.0015382+0.00094456i,0.0014478-0.00028384i,0.00020609-0.0019338i,-0.00075316-0.0030561i,-0.0012958-0.002757i,-0.001247-0.0023304i,-0.0010967-0.0023925i,-0.0009362-0.0020362i,-0.00048657-0.00091229i,-0.00024528-0.00034103i,-0.00035459+0.00053601i,-0.00021695+0.0010473i,6.8286e-05+0.0012507i,0.00037835+0.00062938i,0.0004347-0.00049075i,0.00018118-0.00059162i
0.00012409-0.001008i,-3.9879e-05-0.0019164i,0.0015078-0.0025096i,0.0014105-0.0025896i,-1.8793e-05-0.0018038i,-0.00012232-0.00052668i,0.00072365+0.00060622i,0.001182+0.0012172i,0.0011674+0.00010541i,0.00022371-0.0011635i,-0.00055424-0.0015041i,-0.0012805-0.0022918i,-0.0017317-0.0029059i,-0.0013358-0.0023803i,-0.00047852-0.00094915i,-0.00021536-0.00041191i,-0.00031291-0.00079889i,-0.00059999-0.00027908i,-0.0010541+0.00054807i,-0.00074296+0.00062297i,-0.00020326-0.00019453i,-4.8851e-05-3.8672e-05i,-0.00041747+0.0010033i
-0.0013283+0.0004684i,-0.0015462+0.0013719i,-0.0014322+0.0012608i,-0.00054878+0.0012624i,-8.9566e-05+0.0010482i,0.00018019+0.0010609i,0.0010204+0.00064624i,0.0015849-0.00064649i,0.0010906-0.0015782i,-5.1662e-05-0.0015302i,-0.00040134-0.0011338i,-0.00042785-0.00044455i,-0.00042142+0.00015985i,-9.7981e-05-0.00053685i,-0.00012913-0.00086119i,-0.00015862+0.00012667i,0.00027453+0.00010901i,0.0001166+6.5214e-05i,-0.0011111+9.1458e-05i,-0.0014096-0.0005028i,-0.00058731-0.00033338i,-0.00025069-0.00029378i,-0.00032007-0.00086031i
0.00076456+0.0021358i,0.001443+0.0022208i,0.0016725+0.0020771i,0.00083242+0.0013368i,0.00072393+0.00016622i,0.0007525-0.00037296i,0.00059114+0.00077765i,0.00054704+0.00088528i,0.00072829+8.5746e-05i,-0.00088486-0.0017142i,-0.0019801-0.0029215i,-0.00099327-0.0024004i,9.8888e-05-0.0016007i,-4.9755e-05-0.0010861i,-0.00012797-0.00069585i,-3.9988e-06-0.00015449i,-7.8279e-05+0.00020665i,-0.00067049+0.00020133i,-0.0015538+0.00071998i,-0.0013753+0.0007333i,-0.00011661+0.0002951i,0.0012118+0.00024362i,0.0010512+0.00061607i
0.00086178+0.00048266i,0.0014483-0.00019768i,0.002126-0.00095058i,0.0023115-0.00050878i,0.00078564-0.00025944i,-5.4359e-05+0.00027212i,0.00092628+0.00039635i,0.0019595-0.0002003i,0.0010169-0.0010457i,-0.00061761-0.0021996i,-0.0012106-0.0025941i,-0.00093157-0.0019376i,-0.00097665-0.0010725i,-0.0019073-0.00059852i,-0.0013923-0.000597i,-0.00057717-0.00097231i,-0.0010783-0.00052058i,-0.001201-7.0209e-05i,-0.00045587-5.6959e-05i,-0.00090282-0.0001114i,-0.00042816-0.00028266i,0.00024921+0.00041503i,0.00050578+0.00030777i
0.0014441+0.0019402i,0.0014652+0.0010785i,0.0015226+0.0015199i,0.00089331+0.00079346i,0.00039313-0.00066679i,0.00016677-0.00067672i,0.0013188-2.3575e-05i,0.0022654+0.00096014i,0.00091662-0.00038924i,-0.00027606-0.0018928i,-0.00068597-0.0015916i,-0.00067272-0.001876i,-0.00051091-0.0019768i,-0.0011428-0.0011565i,-0.0011422-0.00028967i,-0.00073651-7.3544e-05i,-0.00049493-0.00038307i,0.00016225+0.00019425i,0.00065416+0.00068409i,-0.00015638-0.00062723i,-0.0010539-0.0017691i,-0.00049739-0.00038307i,-0.00012912+0.00079668i
-0.0014931-0.0012909i,-0.0033364-0.0015674i,-0.0041147-0.0017975i,-0.0026812-0.00053419i,-0.00069814+0.0010135i,0.00062072+0.0013701i,0.0011673+0.0011981i,0.001222+0.0001781i,0.0008393-0.0011151i,0.00062509-0.001665i,-0.00067371-0.0014828i,-0.0014436-0.0015629i,-0.0014291-0.0014468i,-0.00089962-0.00089978i,-0.00010216-0.00021059i,-3.6909e-05+1.2001e-05i,-0.00010836-7.5052e-05i,-0.00018415-0.00021821i,-0.00039326-0.00020713i,-0.00026044-0.00028324i,-5.2974e-05-9.3405e-05i,-0.00017407+0.00042485i,-0.0003983+0.00038778i
0.00053349+0.0010686i,0.0011082+0.0010864i,0.0010115+0.0010687i,0.00097199+0.00071203i,0.00080398+3.5927e-05i,0.00057801+0.00033319i,0.00091807+0.00093856i,0.00089433+0.00041977i,0.00020052-0.00073678i,-0.00023108-0.0017933i,-0.00076118-0.0022493i,-0.00099358-0.0014679i,-0.0013497-0.0004581i,-0.0014752-0.00033671i,-0.00045664-0.00068416i,1.5934e-05-0.00050231i,-0.00082045-0.00057008i,-0.0014877-0.00052194i,-0.0010351+5.1491e-05i,-0.00073855+0.00030614i,-0.0006608+0.00045309i,-0.00027503+0.0009521i,0.00042703+0.00092262i
-0.00041867-0.00042768i,-0.0013929-0.00016395i,-0.0020449-0.0015564i,-0.001457-0.0011574i,-0.0010751+0.00012539i,-0.00028547+0.00079173i,0.00060695+0.00054568i,0.0012642-7.4477e-05i,0.0016247-0.00079192i,0.00013145-0.0016106i,-0.00067105-0.0021206i,0.00022268-0.0020954i,0.00014949-0.001814i,-0.00028335-0.0013031i,-0.00013726-0.0012316i,2.8339e-06-0.0010491i,6.6096e-05-0.00027011i,-0.00055459+0.00049742i,-0.0013815+0.00066242i,-0.0014315+0.0010425i,-0.0006227+0.00091032i,0.00016175+0.00061749i,0.00022907+0.0011229i
-0.00027843-0.00046394i,-0.00012639-0.00016503i,0.00061693+0.00014096i,0.0008823+0.00087425i,-4.9505e-05+0.00077843i,-0.00062721-0.00019882i,2.7281e-05+0.00053163i,0.0011956+0.00089973i,0.0011859-0.00027935i,0.00026727-0.00069049i,-0.00024999-0.0014164i,-0.00029326-0.0020572i,-0.00039646-0.0019751i,-0.00081348-0.0013121i,-0.00056309-0.00069723i,-0.0006804-0.0005584i,-0.0013677-0.0005712i,-0.00068458-1.951e-05i,-1.2385e-05+0.00058428i,3.5657e-05+0.00036334i,0.00012774-0.00024261i,7.711e-05-6.1133e-06i,0.00014756+0.00085526i
0.00080104-0.0011002i,0.00024881-0.0022468i,0.00040579-0.002246i,0.00083009-0.0014314i,0.00097491-0.00070912i,0.0010026+0.00027189i,0.0013687+0.0012616i,0.001604+0.00035769i,0.0011008-0.0010612i,-1.967e-06-0.0014744i,-0.0011299-0.001856i,-0.00095925-0.0023589i,-0.00068737-0.0019853i,-0.00069468-0.0014995i,-0.00041421-0.00088717i,-0.00031615-0.00031251i,-0.00054914-0.00014163i,-0.00017462-0.00051566i,0.0006295-0.00083714i,0.00069965-0.00055223i,0.00036142-0.00037158i,9.1548e-05-0.00017913i,0.00024145-0.00035616i
-0.002726+0.001079i,-0.0029676+0.0007912i,-0.00262+0.0015789i,-0.0019613+0.0021269i,-0.0011541+0.0020554i,-0.00021197+0.001353i,-4.0296e-05+0.00056762i,0.00031205+0.0002828i,0.00050401-1.0647e-05i,0.00039992-0.00055518i,0.00023709-0.0013528i,0.0002913-0.0019745i,0.00016231-0.0014096i,-0.00022958-0.00019596i,-0.00042267+0.00017186i,-0.00072975+0.00037916i,-0.0011276+0.00026834i,-0.0012846+0.00061279i,-0.00072102+0.00081122i,-0.00052101+0.00047403i,-0.00035522+0.00053122i,-0.00037689+0.00041235i,-0.00049034-0.00017995i
0.0020054-0.0024634i,0.001662-0.0022104i,0.0010702-0.0026446i,0.0010955-0.0025822i,0.00024739-0.001325i,-0.00052773+1.7905e-05i,3.263e-06+0.00034591i,0.00093657-0.00045085i,0.00063941-0.0020729i,-0.00017884-0.0027947i,-0.00068641-0.002562i,-0.00054974-0.0028409i,-0.00017303-0.0025382i,-0.00049119-0.0016174i,-0.0015403-0.00028602i,-0.0019359+0.00012719i,-0.0013324-0.00010359i,-0.00089935-6.1419e-05i,-0.0011975+0.0002054i,-0.0010752+0.0003043i,-0.00045934+4.496e-06i,-0.00049391-4.8587e-05i,-2.2596e-06+0.00062716i
-0.0003171-0.00061474i,-0.00042093-0.0014307i,-0.00074445-0.0015126i,-0.0012241-0.0010141i,-0.00067914-0.00016336i,-0.00019341+0.0003141i,-5.7856e-05-0.00029561i,0.00094058-0.00048055i,0.00098132-0.00080677i,-4.2942e-05-0.0009934i,-9.9185e-05-0.0012144i,-8.6517e-05-0.0014207i,-0.00035459-0.0014673i,-0.00035592-0.0013895i,-0.00044785-0.00040814i,-0.00094563+0.00013869i,-0.0010705-0.00029007i,-0.0011956-0.00026256i,-0.0010774+0.00034043i,-0.0012962+0.0010874i,-0.00062868+0.00080699i,-0.00018839-6.7357e-05i,0.00015985-0.00055145i
-0.0012217+0.00037619i,-0.0019658-0.00057713i,-0.0014602+4.0671e-05i,-0.00019397+0.0007724i,0.00038755+0.00063914i,-0.00031372+0.001541i,-9.7268e-07+0.0017724i,0.0014346+0.00024587i,0.0010747-0.0011492i,-0.00011399-0.0019994i,-0.00026623-0.002106i,0.00019902-0.0015197i,0.00012861-0.0016158i,-0.00044349-0.0013037i,-0.00062117-0.00051391i,-0.00056206-4.1767e-05i,-0.00090422+0.00036917i,-0.00062062+0.00094453i,-0.00017633+0.00097058i,-0.00029006+0.00028408i,9.4011e-05-0.0001858i,0.00019931-1.9569e-05i,0.0001912+0.00025504i
-0.0030743-0.0017446i,-0.0025172-0.0013208i,-0.0028146-0.00097247i,-0.0022493+6.2416e-05i,2.0865e-05+0.0010261i,0.0014953+0.00094229i,0.0014909+0.00033073i,0.0015912-0.00046621i,0.00015297-0.0016196i,-0.0011645-0.0023166i,-0.00066015-0.002036i,-0.00067921-0.001471i,-0.0015328-0.0010639i,-0.0015254-0.00026957i,-0.00091868-0.00015083i,-0.00026065-0.00060464i,-6.9702e-05-3.9797e-05i,2.4598e-05+0.00033807i,-2.2994e-05+0.0003609i,-0.00036844+8.7481e-05i,-0.00041144-0.0003146i,-0.00019695-0.00025708i,-0.00033116+0.00029931i
0.0029511-0.00057203i,0.0029312-0.00018431i,0.0018569-0.0010581i,0.00030309-0.0018326i,-0.0010222-0.0013655i,-0.0011876-0.00028284i,-0.00011663+0.00063052i,0.00072635+0.00018945i,0.00038473-0.0017006i,1.3416e-05-0.0026206i,-0.0004268-0.0021777i,-0.00050688-0.0020658i,4.2952e-05-0.0018675i,-0.00026435-0.0010019i,-0.0011948-0.00086293i,-0.0019142-0.0010863i,-0.001491-0.00064119i,-0.00069253+8.489e-05i,-0.00023929+0.00046259i,-0.00047699+0.00070494i,-0.00064718+0.00045229i,0.00019709-0.00078113i,0.00077011-0.0010267i
-0.00049416-0.0013514i,-0.0014692-0.0011539i,-0.0014453-0.0011871i,-0.00077615-0.00090177i,-0.00050305-0.00038055i,-0.00010832+0.00091813i,0.0014463+0.001607i,0.002373+0.00010215i,0.0019386-0.0015724i,0.0011088-0.0023009i,8.7178e-05-0.0024944i,-0.00062868-0.0026912i,-0.00076027-0.0026048i,-0.00021242-0.00091974i,-0.00028374+0.00050388i,-0.0012735+9.8351e-05i,-0.0016484-0.00025914i,-0.00091551+0.0010415i,-0.00027696+0.0017379i,-0.00092817+0.00094628i,-0.00053976+0.00038183i,-4.5322e-05+0.0004874i,-0.00047032+0.0011037i
-0.00044811+0.00065865i,-0.00015038+6.5511e-05i,0.00017346-0.00028116i,-0.00095299+0.00052159i,-0.0009129+0.0014226i,0.00017846+0.0012275i,0.00066477+0.00054143i,0.0006849+0.00036579i,0.00093221-0.00065897i,0.00017564-0.0016968i,-0.00094602-0.0016323i,-0.00098886-0.001398i,-0.0008325-0.0013113i,-0.00053498-0.0009037i,-0.00061313+0.00019422i,-0.0006503+0.00045411i,-7.7396e-05+1.2325e-06i,0.00016381+0.00031093i,-0.00032685-0.00038442i,-0.00028379-0.00078281i,0.00056918-8.7691e-05i,0.00075138+0.0001845i,0.0010741+0.00020817i
0.00081864+2.2236e-05i,0.0011756+0.0011752i,0.00052862+0.00038162i,0.0012275-0.00019242i,0.001788+0.00011692i,0.0013545+0.00099236i,0.0014174+0.0015499i,0.0014906+0.00030911i,0.0012831-0.0007023i,0.00023046-0.0014856i,-0.00065338-0.0017215i,-0.00030178-0.0017016i,0.00015086-0.0020072i,-0.00080552-0.0017359i,-0.0014345-0.0008047i,-0.00093707-0.00012019i,-0.00080014-8.8265e-05i,-0.0010403+2.1086e-05i,-0.00072384-3.3954e-05i,-0.00024362-0.00051581i,-0.00069655+7.4613e-05i,-0.00086897+0.0008205i,0.00012177+0.00073465i
-0.0011053+0.00039032i,-0.001885-4.0464e-05i,-0.0026111+0.00072619i,-0.0020905+0.0016107i,-0.0011347+0.0010232i,-0.00064817-0.00032175i,0.00050567-8.9228e-05i,0.0013177-0.00024318i,0.0014682-0.0011821i,0.0012904-0.0013254i,0.00062186-0.0019628i,0.00013293-0.0028185i,-0.00074793-0.0021091i,-0.0016031-0.00078205i,-0.0016244-0.00035637i,-0.00079698-0.00010143i,-0.00065159+7.6134e-05i,-0.0010665+0.00018798i,-0.00097974-0.00042961i,-0.00091923-0.0010395i,-0.0012593-6.5498e-05i,-0.00091374+6.0478e-05i,-1.3707e-05-0.00032517i
9.484e-05+7.5445e-05i,0.00059824-0.0014147i,0.0017539-0.00088396i,0.0018233-0.00051426i,0.0011251-0.00068901i,0.001247+0.00040645i,0.0013038+0.0010452i,0.0016677+0.00063558i,0.0012392-0.00032931i,0.00036575-0.0014095i,-0.00019872-0.0012957i,-0.00012731-0.0014371i,0.00051906-0.0020803i,0.00031466-0.0018128i,-0.00093776-0.0011041i,-0.00098988-0.00048411i,-0.00048329+0.00012444i,-0.00064903+0.00036116i,-0.00042311+0.00049599i,-0.00042271+0.00035274i,-0.0002808+0.00032185i,0.00019551+0.001263i,-0.00013942+0.0016853i
0.0016672+0.0010002i,0.0015993+0.00095972i,0.0016103-0.00014157i,0.00054441-0.00090364i,-0.0015002-0.00060823i,-0.0020437-0.00039837i,-0.00045676-0.00033637i,0.00076632-0.00052701i,0.00022663-0.0013125i,-0.00024948-0.0021092i,-0.0007724-0.0024023i,-0.0007423-0.0020296i,7.1713e-05-0.0016879i,0.00012067-0.00095515i,0.0004043-0.00015753i,0.00023021+0.00043172i,-0.00096011+0.00059058i,-0.0018622+0.00072477i,-0.0017113+0.00042016i,-0.00096434+8.7187e-05i,-0.00079447-5.395e-05i,-0.0011048-0.00035226i,-0.00068759-1.7677e-05i
-0.0032423-0.0026066i,-0.0030523-0.0018212i,-0.0021117-0.001004i,-0.00056424+0.00031834i,0.00035245+0.0020237i,8.1771e-05+0.0031445i,0.00068712+0.0023224i,0.0019387+0.00039259i,0.0013643-0.0013396i,-0.00019637-0.0018862i,-0.0010703-0.0018645i,-0.00094204-0.0019018i,-0.00061312-0.0019364i,-0.00084385-0.0013888i,-0.00038744-0.00037224i,-0.00013466-5.7637e-05i,-0.00086471-0.0001728i,-0.00098266-0.00017774i,-0.00051902-0.00023092i,-0.00046113-0.00059223i,-0.00064567-0.00015289i,-0.00038654+0.00048807i,0.00012812+0.00065532i
0.0010405-0.00076032i,0.0011492-0.0013671i,0.00026412-0.00113i,-0.00030785-0.0015734i,-0.00055345-0.0015262i,-0.00045844-0.00014107i,0.00021402+0.00069294i,0.0011753+0.00054453i,0.00098383-0.00056999i,-0.00034363-0.0013487i,-0.0013666-0.0011209i,-0.0013199-0.0013788i,-0.0010223-0.0016667i,-0.00054065-0.0011688i,0.00046216-0.00048361i,0.00071969+0.00049655i,-2.8123e-05+0.00055792i,-0.00059793-0.0004593i,-0.0006295-0.00072834i,7.9329e-05-0.00055317i,-0.00018729-0.00024657i,-9.8627e-05-1.7215e-05i,0.0001974+0.00014238i
0.00091341-0.00098766i,0.0013065-0.0013763i,0.001049-0.00038229i,0.00040747+5.9789e-05i,-0.00049612-0.00058584i,-0.00042378-0.0001834i,0.00064971+0.00036957i,0.0016352+0.00014268i,0.00096679-0.00091864i,-0.00050034-0.0021913i,-0.00074323-0.0023672i,-0.00062266-0.002279i,-0.00095213-0.0026671i,-0.0011269-0.0021024i,-0.0006121-0.00071347i,-0.0017672-1.2377e-06i,-0.00225+0.00044891i,-0.001149+0.00056697i,-0.00058668+0.0011434i,-0.0007227+0.0015096i,-0.00060773+0.0010862i,-8.6215e-05+0.00092563i,-0.00025561+0.0010209i
-0.0019203-3.8673e-05i,-0.0017624-0.00041903i,-0.0012061-0.00094345i,-0.00074424-0.00032426i,-1.5527e-06+0.00042521i,0.00093905+0.00076789i,0.0012292+0.0012587i,0.0010138+0.0010842i,0.00055068-0.0002083i,0.00014197-0.0012884i,-5.2702e-05-0.00096764i,-0.00041742-0.00080058i,-0.0010432-0.00090355i,-0.0016392-0.00022567i,-0.0017077-0.0001575i,-0.001304-0.00069799i,-0.0010532-0.00043663i,-0.0011623+3.1047e-05i,-0.00083679-0.00015781i,-0.00037425-0.00040392i,-0.00035424+0.00020854i,6.1018e-05+0.0006713i,0.00094806+0.001174i
0.00019165-0.0011291i,0.00056532-0.0010675i,8.212e-05-0.0015892i,-0.00041507-0.0009819i,-4.3788e-05-0.0001452i,-0.00017125-0.00018998i,-6.217e-05+0.00043743i,0.00069385+0.00049593i,0.00085659-0.0013718i,0.00052151-0.0027169i,4.2574e-05-0.0029141i,-0.00010669-0.0020197i,-0.00015795-0.0010642i,-8.2161e-05-0.00028464i,0.00033313+0.00077091i,0.00029084+0.0010939i,0.00029837+0.00067042i,0.0001794-0.00013731i,7.9089e-05-0.000912i,-0.00023151-0.00045494i,-0.00038067+6.576e-05i,0.00012871+2.8024e-05i,0.00051558-0.00032697i
