-0.0011189+0.00052745i,-0.00029129-3.6417e-05i,-0.0013635-0.0017841i,-0.0014984-0.00080097i,-0.0010232+0.00081713i,-0.0010388+0.00034106i,-0.0003173-1.8391e-05i,0.00020658+0.00081529i,0.00042852+0.00068432i,0.00091639+0.00090675i,0.0012542+0.001631i,0.00025638+0.001492i,-0.00061958+0.00033451i,-0.00014371-0.00038186i,3.6196e-05+0.0001822i,-0.00034509+0.00053303i,0.00081053+0.00031044i,0.0015235-0.00025051i,0.00078693+8.6274e-05i,0.00018252+0.00035734i,4.0677e-05-0.00063611i,0.00043972-0.0003475i,-9.9292e-05+0.00053452i
0.0006686+0.0022271i,0.00058329+0.0018441i,0.00084444+0.00073059i,0.00010227+0.00053139i,8.4138e-05+9.4822e-05i,0.0010658-0.00084023i,0.0015341-0.0018982i,0.0011248-0.00154i,0.00088424-0.00032206i,0.00082356+0.00069178i,-0.00033767+0.00033451i,-0.0014731-0.00059782i,-0.0010948-0.00065984i,0.00029363-0.0017323i,0.00057065-0.0021865i,-0.00087728-0.00092649i,-0.0018663-0.00017489i,-0.001349+0.00025676i,-0.00059493+0.00029516i,-0.00058157-0.00019053i,-0.00047372-0.00048648i,-0.00029294-0.00025223i,-1.0197e-05+0.00027759i
-0.0018064+0.0020066i,-0.00075032+0.0015i,0.0011327+0.0010777i,0.0020318+0.00044842i,0.0018564-0.00051906i,0.0021101-0.0012012i,0.0022174-0.00079788i,0.0019873+0.00074628i,0.00106+0.0027593i,0.00078237+0.0035323i,0.0018336+0.0021599i,0.0012379-0.00061177i,0.0005331-0.0022659i,0.0013806-0.0016651i,0.00167-0.0010624i,0.00077218-0.0018922i,0.00040105-0.002319i,0.00048842-0.0021745i,0.00029263-0.001683i,-7.8264e-05-0.0013308i,-0.00017179-0.00050723i,0.00023577+0.00029297i,0.00044639+0.00069434i
-0.0025971-0.0010833i,-0.003002-0.00054252i,-0.0011369-5.9459e-05i,0.0014401-0.00073573i,0.0021827-0.0001859i,0.0025229+0.0012822i,0.0023755+0.0024984i,0.0011108+0.0027402i,7.2655e-05+0.0019894i,0.00044456+0.0013371i,0.0017389+0.0012127i,0.0032643+0.0011561i,0.0036825+0.00075429i,0.0028917+0.0019905i,0.0019989+0.0031541i,0.0024818+0.0008276i,0.0028804-0.0016146i,0.0020627-0.0019887i,-0.00012316-0.00069857i,-0.00078853+0.00071791i,5.1348e-05+0.0010284i,0.00019539+0.00013518i,-6.3465e-05-0.00071227i
0.0011094-0.0029725i,-0.00043714-0.0026888i,-0.001175-1.0396e-05i,-0.0010253+0.0010035i,-1.4532e-05-0.00035026i,0.00018593-0.00028701i,-0.00067437+0.00088846i,-0.0011194+0.0004996i,-0.0010318-0.0012592i,-0.000544-0.0029465i,-0.0010111-0.0019471i,-0.0014959+0.00050854i,-0.00099129+0.00096918i,-0.0012243+0.00041587i,-0.00050895+0.00032848i,0.0013567+0.0010219i,0.002035+0.0013554i,0.0014023+0.00048842i,0.00042638+0.00068527i,-0.00010938+0.0012267i,-0.00012886+0.0010612i,0.00013623+0.00069852i,0.0007075+0.00063207i
0.0030707+0.0016733i,0.0018381+0.00041331i,0.00037722-0.0014268i,-0.00023743-0.0014719i,-0.0002404-0.00040888i,-0.00018689-0.00096252i,-0.00011989-0.0022527i,0.00026759-0.0028655i,0.00050007-0.0025429i,-0.0001309-0.0016612i,-0.001648-0.00088378i,-0.0032159-0.00014083i,-0.00256+0.00068953i,-0.0010049+0.00041572i,-0.0013904-3.9321e-05i,-0.0023103+0.0005673i,-0.0018693+0.00096328i,-0.00010686+0.000821i,0.001126+0.00075669i,0.00057605+0.00041117i,-0.00034074+3.8055e-06i,1.1417e-05+0.00064923i,0.0006431+0.00087492i
-0.0025214+0.0010144i,-0.0018032+0.0015526i,-0.00098443+0.0021047i,1.6894e-05+0.0013126i,0.00075225-0.00037826i,0.0010548-0.001328i,0.0016041-0.0018527i,0.0020024-0.001307i,0.00092034+0.0011403i,-0.00067773+0.0026199i,-0.00042898+0.00069791i,0.00098923-0.0020813i,0.00059608-0.0030199i,-0.0002496-0.0017605i,-0.00031105-0.00093852i,-0.001371-0.00092992i,-0.0014613-0.00016799i,-0.0009217-0.000179i,1.0457e-06-0.00036429i,0.0010613-0.00047993i,0.0010161-0.00087219i,0.00098076-0.00066027i,0.0005954-4.274e-06i
0.00054941-0.0013277i,0.0010303-0.00061033i,0.0033926-0.0013869i,0.0039777-0.0026932i,0.0030636-0.0028095i,0.0026327-0.00039964i,0.001883+0.0016638i,0.00071862+0.0017009i,-0.00061764+0.0015446i,-0.0015559+0.0011134i,-9.5937e-05+0.0014588i,0.00099259+0.0023033i,0.00071468+0.0014802i,0.00099318+0.00013952i,0.0010219-0.00067275i,0.00087213-0.0012506i,0.00050821-0.0013596i,0.00049645-0.001433i,0.00091003-0.00083971i,0.0006342-0.00036596i,0.00022036-0.0008449i,-0.00011962-0.0012909i,-2.7695e-05-0.00063597i
0.0037712+0.0016874i,0.0017536+8.7097e-05i,0.00078698-0.0016665i,-0.00035426-0.0014734i,-0.00058401+0.00029503i,-0.00043134+0.0020666i,8.1554e-05+0.0024412i,0.00039366+0.0022806i,0.00081855+0.0010983i,0.0019587+0.00035136i,0.0011588+0.0013744i,-7.4221e-05+0.002408i,0.00020798+0.0019852i,0.00037606+0.00082557i,-7.254e-05-0.00014528i,0.00063546-0.00033522i,0.0013939+0.00011504i,0.0010448+0.00078843i,0.00076157+0.00072458i,0.00055993+0.00024423i,-0.00014068+0.00049857i,7.9726e-05+0.0005427i,0.00020761-0.00022925i
0.001348+0.0026894i,0.00024031+0.0013543i,-0.0015589+0.0012988i,-0.0015942+0.0019802i,-0.00082156+0.0015069i,-0.00059161-0.00050476i,-0.0014274-0.0016819i,-0.0010365-0.0018643i,0.00089474-0.0015216i,0.0012947-0.0020976i,-0.00089902-0.00288i,-0.0031125-0.0028549i,-0.0035095-0.0020949i,-0.001706-0.00049057i,-0.00012451+0.0010005i,-1.0931e-05+0.0011689i,5.9312e-05+0.00099618i,0.00048664+0.00061158i,0.00091523-0.00031088i,0.00045292-0.000287i,-0.00083976+1.364e-05i,-0.0010126-6.319e-05i,0.00054194-0.00036045i
-0.0041164+0.0015174i,-0.0022605+0.0017672i,-0.00077476+0.0018996i,-0.00035546+0.00016137i,-0.00045861-0.0019039i,-0.00020238-0.002542i,0.00081034-0.0024403i,-0.0003356-0.0027397i,-0.0023356-0.0028078i,-0.0013581-0.0015664i,0.00087463-0.0020675i,0.0014737-0.0032497i,0.0008361-0.0019427i,0.00036813-0.00044225i,-0.0012571+0.00030327i,-0.0024723+0.00075432i,-0.001479+0.00092134i,-0.001025+0.00013858i,-0.00074486+0.00013665i,0.00035777+0.00057203i,0.00071507+0.00040518i,-0.00014997+0.00074554i,3.9356e-05+0.00066546i
0.0035795+0.00056253i,0.0037708+0.00056367i,0.0042067+0.00043998i,0.003457-0.00057913i,0.0032237-0.0023964i,0.0034201-0.0038063i,0.0031814-0.0031552i,0.0023774-0.001781i,-4.1557e-05-0.0016663i,-0.0023889-0.00078147i,-0.0015896+0.0013568i,9.1385e-05+0.0018612i,-5.305e-06+7.2688e-05i,-0.00035146-0.0011029i,-0.0007891-0.0013374i,-0.0010485-0.0010549i,-0.00021825-0.00063442i,0.00042441-0.0003594i,0.00015373-0.00045127i,0.00023703+5.3305e-06i,0.00017829+0.00062434i,-0.00058444-4.8368e-05i,-0.00032254-0.00022841i
-0.0019125+0.00012275i,-0.0028671-0.0005307i,-0.001259-0.0011452i,0.00052469-0.0012067i,0.0016115-0.00051119i,0.0020045+0.00084256i,0.0024386+0.0029106i,0.0026045+0.0038181i,0.0024432+0.0028936i,0.0015909+0.0023077i,-0.00072523+0.0035834i,-0.00082756+0.0049298i,0.0010035+0.0045508i,0.00095869+0.0021173i,0.0010176+0.00021116i,0.00062394-0.00059701i,-0.00029009-0.00046394i,-0.0003622-0.00065524i,2.614e-05-0.0015643i,-0.00021134-0.0011516i,-2.2224e-06+0.00018825i,0.00022682+0.00034541i,0.00025884-0.00046204i
0.0011208+0.0039292i,0.0015972+0.002893i,0.0014109+0.0014712i,-5.6925e-05+0.0003919i,7.9132e-05+0.00024163i,0.00042809+0.0005664i,7.8084e-07+0.0015212i,0.00019325+0.0025089i,0.0015806+0.0032208i,0.0022243+0.0023988i,0.0011056-0.00054722i,-0.00098351-0.0017852i,-0.0021164-0.00024704i,-0.0010855+0.0015458i,0.0004592+0.0024186i,0.0012855+0.0026506i,0.00042715+0.0013291i,-0.000251-2.6691e-05i,-0.00023866+0.00025278i,-0.00061973-0.00010105i,-0.00072828-9.8763e-07i,-0.00040071-0.00059759i,0.00039886-0.0010349i
-0.0016178-0.00082087i,-0.002548-0.00065668i,-0.0021295-0.00025368i,-0.0011505+0.00067638i,-0.0016382-0.00024765i,-0.0031895-0.0029259i,-0.0036712-0.0031095i,-0.0022841-0.0011802i,-0.00092169+0.00027809i,0.00014147-9.4742e-05i,0.001655-0.0022121i,0.0010979-0.004482i,-0.00032345-0.0038742i,-0.00014585-0.0014455i,0.0008416-4.9208e-06i,0.00089547+0.00016918i,0.00025732-0.0010158i,-0.00026278-0.0018305i,0.0003645-0.00094443i,0.0012734-0.0002865i,0.00071289-0.00016366i,-0.00032656+0.00043171i,-0.0007301+0.00046078i
0.002349+0.0017442i,0.0024586+0.0031194i,0.0014493+0.0025082i,-0.0001705+0.00077497i,0.00077663-0.00048718i,0.0025175-0.0015423i,0.0023518-0.0030272i,0.00044802-0.004961i,-0.0017241-0.006038i,-0.0013753-0.0055994i,0.0013024-0.0034797i,0.0036144-0.0014423i,0.0030746-0.00020311i,0.00020182+0.00017459i,-0.0011951+0.0004029i,-0.0009627+0.0005846i,-0.00080907+0.00040038i,-0.00098152+0.00013755i,-0.00094198+0.00070262i,-0.00066595+0.001509i,-0.00067462+0.0016398i,-0.0007713+0.0016271i,-0.00013441+0.00095796i
0.0017404-0.003236i,0.00033502-0.0048848i,-0.00014768-0.0048875i,0.00030462-0.0036877i,0.0015011-0.0028652i,0.0036518-0.0016755i,0.0047019-0.00066115i,0.0036904-0.00013467i,0.0013188-0.00091628i,-0.0019194-0.00094993i,-0.0036334+0.0018807i,-0.0032162+0.004046i,-0.0017118+0.0024702i,0.00016882+0.00016489i,0.00063119-0.0010683i,-0.00027798-0.0014947i,7.2528e-05-0.0011351i,0.0011686-0.0009297i,0.00014079-0.0010498i,-0.00083681-0.0015859i,-0.00019313-0.0010904i,0.00025029+0.0002915i,0.00062405+0.0005112i
-0.0028745+0.0048488i,-0.0036497+0.0038384i,-0.0023724+0.001998i,-1.1446e-05+0.00062567i,0.0017187+0.0011985i,0.0023636+0.0028721i,0.0024016+0.003542i,0.0028677+0.003709i,0.0035758+0.0046143i,0.0022942+0.0055365i,-0.0015129+0.0045195i,-0.0036931+0.003158i,-0.002438+0.0029283i,-0.00054014+0.001844i,0.00028265+0.00081181i,-0.00034032+0.00071522i,-0.00086814+0.0013147i,-0.00073036+0.0014759i,-0.00091387-0.00012399i,-0.00060616-0.00061583i,-0.00027521+0.00022623i,-0.00027144+0.00060058i,-3.0132e-05+0.00049677i
0.00058916-0.00037606i,0.0021698+0.00051627i,0.0014086+0.0017648i,0.00048993+0.0025829i,-8.652e-05+0.0018244i,-0.00093188+0.00098142i,-0.0025036+0.0015973i,-0.0028075+0.0032124i,-0.0023279+0.0049945i,-0.0010857+0.0045033i,0.0018611+0.00064645i,0.0020715-0.0024335i,0.00031565-0.0025216i,0.0005512-0.00077541i,0.0016001+0.00057389i,0.0019238+0.00027009i,0.0011988-6.894e-05i,0.00026958+0.00044252i,0.0002451+0.00049488i,-0.0001512+0.00012901i,-0.000568+0.00060456i,0.00024259-0.00010171i,0.00050294-0.00082338i
0.0012107-0.00014016i,-0.00080739+0.001366i,-0.00087408+0.00037371i,-0.00048514-0.00073912i,-0.0020282-0.0011121i,-0.0028844-0.0022649i,-0.0022606-0.0026741i,-0.0023554-0.0020613i,-0.0019695-0.0018294i,0.00019927-0.0015758i,0.0028851-0.0015209i,0.0032929-0.0014401i,0.00045093-0.0016779i,-0.0022465-0.0015264i,-0.0022419-0.0017596i,-0.0016126-0.0014465i,-0.0019504-0.00069614i,-0.001889-0.00076899i,-0.0016202-0.00030911i,-0.0009481-0.00032938i,-0.00030276-4.1942e-05i,-0.00073196+0.00078479i,-0.0012312-0.00013399i
0.0031924+0.0018767i,0.0035198+0.00028807i,0.0031473-0.00099308i,0.0011601-0.0017449i,0.0012777-0.0028026i,0.0035531-0.0027447i,0.0034577-0.0032992i,0.002343-0.0049511i,0.0018402-0.0065282i,0.0013098-0.0059631i,-7.236e-05-0.0028963i,-0.00071934-0.0007674i,0.00090806-0.00091609i,0.0012569-0.0020893i,0.0012284-0.0017051i,0.0015533-0.00044958i,0.0012346-0.00023277i,0.00048486-0.00083892i,-0.00039943-0.0003486i,-0.0009484+0.0012842i,-0.0002717+0.0013866i,0.00063912+0.00051469i,0.00073204-7.9863e-05i
0.0019723+0.0023259i,0.0025724-0.00050291i,0.0031232-0.0028479i,0.0021124-0.0039879i,0.0019699-0.0036873i,0.0031956-0.0026322i,0.0039415-0.00088525i,0.0041778-0.00068481i,0.0037595-0.001114i,0.0010897-0.0015211i,-0.0028435-0.0019439i,-0.0041673-0.0011486i,-0.0025485+4.9118e-05i,-0.00087788-0.00060149i,-0.00016466-0.0012431i,-0.00072623-0.00037737i,-0.00098893+0.00026825i,0.00032295-0.00030666i,0.00065356-0.00068752i,-0.00021135-0.00062106i,-0.0004152-0.00045831i,-0.0003157-0.0010582i,-2.4053e-05-0.0012602i
-0.00042705+0.0038092i,-0.0012269+0.0052978i,-0.00085587+0.0046129i,4.4577e-05+0.0017186i,0.0011876+0.0002778i,0.00069488+0.00013196i,1.4102e-05+0.001098i,-0.00027399+0.0031082i,-0.00047549+0.0047254i,-0.0010812+0.004373i,-0.0011281+0.0016584i,-0.00038364-0.00045317i,-0.00028916+0.00022954i,0.00014056+0.0017467i,0.00088708+0.0016244i,0.0010285+0.0014621i,0.00044902+0.0016006i,0.0001864+0.0013808i,0.00080467+0.0011092i,0.00051589+0.00088541i,-0.00022367+0.00064177i,0.00017491+5.3091e-05i,0.00080447+2.2981e-06i
0.0016044+0.0027983i,0.0015393+0.0021812i,0.0023294+0.0010552i,0.002582+0.00094814i,0.0015659+0.00040848i,-0.00033065-0.00071253i,-0.002072-0.00041054i,-0.0024439+0.00055542i,-0.0023806+0.0018237i,-0.0018156+0.0030504i,0.0006922+0.0029742i,0.0020773+0.0013697i,0.00043721+0.00016602i,-0.0020008+0.0004785i,-0.0020168+0.00011536i,-0.00096512-0.0012456i,-0.00089259-0.0019161i,-0.00048101-0.00089783i,0.0011498+0.00033702i,0.001343+0.00027588i,0.00036164-0.00031564i,0.00017272-0.00051677i,-0.00031745+2.8888e-05i
-0.0014852+0.0042814i,-0.0013257+0.0023973i,0.0011846+3.1697e-05i,0.0026019-0.0027442i,0.0020816-0.0037302i,0.001502-0.0034165i,0.00064417-0.0022i,-0.00011758-0.0016392i,0.00093895-0.0013458i,0.0028341-0.00085776i,0.0025244+2.7213e-05i,0.00088631+0.00070854i,-0.00021747-0.00021947i,-0.0010673-0.0016012i,-0.00055098-0.0015482i,0.00084594+0.00022841i,0.00024192+0.00077928i,-0.0012264+0.00014073i,-0.0013895+0.00038565i,-0.00052374+0.00041004i,-0.00038192-0.00012744i,-0.0008763-4.7457e-05i,-0.00065235-3.7714e-05i
-0.00092264+0.00097417i,0.0013295+0.0024796i,0.0031678+0.0018525i,0.0017358+0.0015154i,0.0015145+0.0013417i,0.0034109+0.0005015i,0.0036685-0.00026063i,0.0026264-0.0015547i,0.002087-0.0022543i,0.0012964-0.0027339i,-0.0010015-0.0040973i,-0.0023763-0.0043846i,-0.00038644-0.00236i,0.0017037-0.0014988i,0.0016156-0.0022001i,0.0013347-0.0018838i,0.0013688-0.0010244i,0.0011483-0.00090436i,0.00088107-0.0012733i,0.0007154-0.00091543i,0.00051731+3.6713e-05i,-0.00030589+0.00055259i,-0.00025991+0.00025319i
0.0036523-0.0018834i,0.001957-0.0018339i,-0.00073909-0.0006984i,-0.0022189-0.00097194i,-0.0010422-0.0019261i,0.00017684-0.0014073i,0.00091737-0.00089117i,0.0011095-0.00070709i,-0.00063896-4.445e-05i,-0.0026709-0.00045112i,-0.0025841-0.0021506i,-0.00059067-0.0025498i,0.00037373-0.00042761i,0.00097471+0.0017235i,0.0010094+0.0023651i,-0.00090315+0.0024381i,-0.0013419+0.002501i,-0.00086018+0.0016192i,-0.00077345+0.00073478i,-0.00022672+0.00070671i,0.00052538+0.00086871i,0.00078161+0.00052872i,0.00050367-9.7433e-06i
-0.0030488+0.0053555i,-0.0041651+0.0064823i,-0.0038291+0.0059788i,-0.0021473+0.0016764i,-0.0010251-0.0018477i,-0.0019957-0.0016849i,-0.0022894-0.0010151i,-0.0013483-0.00074286i,-0.001279-0.00033344i,-0.00090669+9.6328e-05i,0.00097595+0.0016419i,0.0014022+0.0030568i,-0.00032637+0.0025257i,-0.0015648+0.0013668i,-0.00089807+0.00031982i,0.00066796-0.0011876i,0.0014128-0.001589i,0.0008598-0.00099764i,0.00051493-0.0010895i,0.00080796-0.00083858i,0.00034544-0.00058997i,0.00039433-0.00041727i,-9.5447e-05+0.00010074i
0.00010882-0.001699i,0.0011414-0.0029548i,0.0019506-0.0053088i,0.0034658-0.006199i,0.0033393-0.0052867i,0.0012772-0.0043772i,0.00054971-0.0026881i,0.0010079-0.00036602i,0.0018958+0.0010939i,0.0024148+0.0024263i,0.00081083+0.0047371i,-0.0010683+0.0052617i,-0.001627+0.0035991i,-0.0017393+0.0011953i,-0.0023001-0.00029534i,-0.0019185-0.0010006i,-0.00098468-0.0010547i,0.00017009-0.00099721i,0.0009533-0.0013865i,0.00012724-0.0011209i,0.00044107-0.00094624i,0.0014887-0.0013303i,0.00094674-0.00089502i
-0.0012901+0.00029346i,-0.00048986-2.4166e-05i,0.0023519-0.00037071i,0.0039683+0.00033049i,0.0039652+0.0016077i,0.0043019+0.0022974i,0.00326+0.0023223i,0.0021144+0.0026699i,0.0021697+0.0036848i,0.0024284+0.0033543i,0.0017984+0.00059859i,0.00096349-0.0024324i,0.001545-0.0031097i,0.0021805-0.003542i,0.0015796-0.0036889i,0.0010239-0.0015475i,0.00080365+0.00077382i,-3.0738e-05+0.00091779i,-0.0010941+0.00045394i,-0.00096394+0.00022242i,0.00054246+0.0006032i,0.00087572+0.0013038i,-0.00026226+0.0010375i
0.0063745+0.0013279i,0.0078419-0.0001449i,0.0076541+0.00015603i,0.002341+0.0020594i,-0.0014139+0.0031953i,-0.00080335+0.0038074i,0.00031975+0.0045764i,-0.0010553+0.0039672i,-0.0036372+0.0020102i,-0.0044916-0.001222i,-0.0031071-0.0041009i,-0.0022952-0.0046683i,-0.00067585-0.0024254i,0.0011504+0.0007629i,0.0002968+0.001407i,-0.0013352+0.0013274i,-0.0015612+0.0010153i,-0.00057771-0.00028962i,0.00038303-0.00034285i,0.0006092+5.6319e-05i,0.00019426+3.4363e-07i,-0.00060701-0.00025429i,-0.00099111-0.00028909i
-0.0031785-0.0012299i,-0.0039976+0.00097427i,-0.0065847+0.0046459i,-0.0087256+0.0053953i,-0.0073481+0.0024369i,-0.004947-0.00013339i,-0.0030258-0.0018795i,-0.0017765-0.0038899i,-0.0020745-0.0054657i,-0.0018181-0.0052958i,0.00054097-0.0020927i,0.0021351+0.0010003i,0.0021876+0.0018058i,0.0012157+0.0017758i,0.00083238+0.0017842i,0.0017756+0.0016107i,0.0012856+0.0016661i,-0.00034359+0.0016032i,-0.0001986+0.00077086i,0.00086085+0.00026899i,0.0007769-8.7522e-06i,-0.0003472-0.00098369i,-0.0005128-0.0016363i
0.0011466+0.0055428i,-0.00011082+0.0080394i,0.00010725+0.0055072i,0.0003167-0.0030238i,-3.8658e-05-0.0093571i,-0.0012024-0.01007i,-0.0014419-0.0076714i,0.0012637-0.0056018i,0.0047907-0.0042269i,0.0047314-0.0023184i,0.0014306-7.8083e-05i,-0.0017089+0.00049799i,-0.0029663-0.00076132i,-0.0029619-0.0013697i,-0.0020524-0.0014023i,-0.0001754-0.0014949i,0.00084626-0.0015618i,0.0014665-0.0018706i,0.00070701-0.0020696i,-9.9361e-05-0.0015927i,0.00032164-0.0011458i,0.00063031-0.00072041i,0.00067122-0.00017152i
0.00063869-7.0519e-05i,-0.00099205-0.0034859i,0.00126-0.0083689i,0.0061435-0.011462i,0.0098937-0.0096058i,0.0086511-0.0070855i,0.0057132-0.0044621i,0.0046101-0.00083948i,0.0045381+0.0027113i,0.0031959+0.0038338i,0.00115+0.0024668i,-0.00014915+0.0014754i,-0.00034664+0.00056205i,0.0008799-0.0013382i,0.0017025-0.0013725i,0.0014875+0.00025942i,0.0010509+0.00047784i,0.00031178+0.00022518i,-0.00060636+0.00040342i,-0.00069219+0.00031341i,-0.00037143-1.7084e-05i,-0.00010443-0.00064207i,-0.0011282-0.00028521i
-0.0010774+0.0027484i,0.001948-0.00024984i,0.0079636-0.0015703i,0.010043-0.00024957i,0.008755+0.0028343i,0.0054344+0.0041627i,0.0025118+0.0065775i,-0.00022027+0.0092332i,-0.0026247+0.0078182i,-0.0023269+0.0031166i,-0.00066222-0.0020547i,0.0011585-0.0052591i,0.001691-0.0042582i,0.0010162-0.0023907i,-8.0031e-05-0.0019195i,-0.00094687-0.0020185i,-0.0018857-0.0012453i,-0.0010545+6.9823e-05i,-6.7688e-05+0.00061385i,0.00026304+0.00062601i,0.00049908+0.00049707i,0.00039684+0.00047551i,0.00019773+0.0005942i
0.0046543+0.010162i,0.0066299+0.0080632i,0.011306+0.0094914i,0.0097582+0.009832i,0.0029787+0.0065271i,-0.0024588+0.0034441i,-0.0038915+0.003358i,-0.0036451+0.0021143i,-0.0029987-0.00079067i,-0.00077291-0.0038679i,0.00054128-0.0048208i,-0.0006322-0.0025991i,-0.0013991+0.0001654i,-0.00052128+0.0010934i,-0.00028862+0.00028909i,-0.00062325-0.00046256i,-0.00059577+0.00032i,-0.0012614+0.00054899i,-0.0025563+0.00038025i,-0.0026041+0.0003877i,-0.0016582+0.0002382i,-0.00085472-0.00041522i,-0.00037986-0.00020917i
-0.0060335-0.030428i,-0.0073712-0.015694i,-0.028179-0.0016248i,-0.035344+0.014387i,-0.026563+0.019651i,-0.010751+0.013489i,-0.001068+0.0018253i,-0.00037252-0.0067497i,-0.0027826-0.0094132i,-0.0055351-0.0036369i,-0.003822+0.0050023i,-0.00040318+0.0084574i,0.00081323+0.0070124i,-0.00082526+0.0043433i,-0.0022442+0.0025854i,-0.00036484+0.0012664i,0.0014063-0.00070276i,0.0015402-0.00058249i,0.0013092+0.00038513i,0.00084822-0.00011205i,0.00074364-0.00039054i,0.00027082+0.00045108i,-0.00027465+0.0012875i
-0.0038723-0.0018375i,-0.0063602-0.0011059i,-0.010549-0.0047885i,-0.0099267-0.0087395i,-0.0034367-0.0094265i,0.0031856-0.0070292i,0.0066788-0.0056112i,0.0081466-0.0042922i,0.0063115-0.0014887i,0.001976+0.0008939i,-0.00075078+0.0010907i,-0.00082022-0.00045699i,0.00022823-0.0015741i,0.00074097-0.0013008i,0.00011713+0.0001078i,-0.00024996+0.0017764i,5.3645e-05+0.0014479i,0.00041066-0.00016725i,0.0004087-0.0010506i,0.00032129-0.00075738i,0.00027875-0.00044421i,-8.8069e-05-0.00094546i,3.3483e-05-0.0013875i
-0.0023122-0.0093891i,-0.0039642-0.013465i,-0.005814-0.016443i,-0.00071802-0.014884i,0.0058501-0.0082385i,0.0074883-0.0017494i,0.0052165+0.00082214i,0.0030166+0.0020383i,0.00013173+0.0028392i,-0.0011364+0.0029156i,0.0010257+0.0024265i,0.0041268+0.0012248i,0.0049102+0.00026486i,0.0033845-0.0001i,0.0018909+0.00048492i,-5.7911e-05+0.00098291i,-0.0011249-0.00060986i,-0.0004477-0.0015958i,-6.9514e-05-0.00089901i,0.00048346-0.00018512i,0.00093292+0.00028788i,0.00091139+0.00015998i,-0.00016332-0.00045736i
-0.0017687-0.0054253i,0.0021641-0.005198i,0.0088354-0.0019354i,0.01488+0.0047871i,0.013493+0.01075i,0.0078131+0.011605i,0.0025527+0.0098803i,-0.0020015+0.0066897i,-0.0039311+0.0017367i,-0.0021257-0.0015717i,-0.00043829-0.00076408i,-0.00074897+0.0019983i,-0.0012608+0.0031835i,-0.0024397+0.0032611i,-0.0032646+0.0023651i,-0.0031293+0.00062496i,-0.0029375-0.00044848i,-0.0019697-0.0003486i,-0.0006151+0.00033958i,-0.00012217+0.00058046i,-0.00027575+0.00024365i,8.139e-06+0.00070425i,0.00082718+0.00047134i
0.0048905+0.003661i,0.0086198+0.0052454i,0.01059+0.0098526i,0.0051595+0.01475i,-0.0032136+0.01267i,-0.00751+0.0058269i,-0.0065932+0.0014131i,-0.0041866-0.00047085i,-0.0019558-0.0017359i,-0.00064737-0.00063238i,-0.0021917+0.00065571i,-0.0038407+0.001871i,-0.003324+0.0033752i,-0.0024815+0.0024544i,-0.00093953-0.00016306i,0.00025579-0.0007037i,0.00076833+5.1131e-05i,0.00098395+0.00070205i,0.00051573+0.0011652i,-0.00065636+0.00021775i,-0.00097134+0.00045361i,-0.0012094+0.0013373i,-0.0007329+0.00074996i
-0.002261-0.00022302i,-0.0047639+0.0055536i,-0.010683+0.01223i,-0.015104+0.01038i,-0.013353+0.00093323i,-0.006821-0.0066036i,-0.00073948-0.0089525i,0.0015148-0.0074011i,0.00040889-0.0029199i,-0.00059862-0.00081248i,-0.00029691-0.0026988i,-0.00020022-0.0035568i,-0.00041853-0.003085i,-0.00015318-0.0032471i,0.0004359-0.0030213i,0.0013005-0.001453i,0.0015253-0.000888i,0.00065501-0.00094657i,3.2533e-05-0.0010091i,0.00056154-0.0011841i,0.00054986-0.0012517i,0.0002311-0.00085435i,-4.307e-05+0.00039083i
-0.0037086-0.003043i,-0.0081132-0.0033706i,-0.014152-0.0083905i,-0.014053-0.013183i,-0.0060851-0.0128i,0.0021694-0.0090224i,0.0053034-0.0053176i,0.0045856-0.0028778i,0.001439-0.0020684i,-0.0013088-0.0010279i,-3.7702e-06-2.1229e-05i,0.0018142-0.00069655i,0.0019805-0.0011239i,0.0024592+0.00024867i,0.0019981+0.0012341i,0.00040845+0.0013655i,0.00014829+0.0012493i,0.0014038+0.00117i,0.001475+0.00059132i,0.0012212+0.00028867i,0.0020269+0.00068555i,0.0026436+0.00083353i,0.0019328+0.00026494i
-0.0016128-0.0017742i,-0.0040207-0.0059092i,-0.0038081-0.012807i,0.0021845-0.015453i,0.0082517-0.00909i,0.0088277+0.0010233i,0.0051642+0.0061775i,0.0023803+0.0040784i,0.002065+0.00044827i,0.0032199-0.00034887i,0.0036147+0.00095311i,0.0041832+0.0022593i,0.0034985+0.001404i,0.00017704+0.00033217i,-0.002258+0.00042263i,-0.0027405-0.00036827i,-0.0025746-0.0011109i,-0.0017155-0.0009568i,-0.00068618+5.8448e-05i,0.00012095+0.0011046i,0.00055797+0.0019631i,0.00066268+0.0017116i,0.00011926+0.00016931i
0.0039744-0.0043644i,0.012523-0.0068774i,0.020077-0.0057993i,0.020684-0.0011158i,0.012453+0.0044977i,0.0022325+0.0073626i,-0.0020392+0.0068713i,-0.00074828+0.0041589i,0.0023985+0.002468i,0.0031908+0.0025696i,0.00044643+0.0028031i,-0.0032376+0.0040077i,-0.004466+0.0046614i,-0.0029807+0.0028572i,-0.0015744+0.001539i,-0.0010488+0.0015465i,-0.00037121+0.0015038i,0.00067599+0.00069954i,0.00097604-7.5437e-05i,0.00088746-0.00019044i,0.00049763-0.00061584i,-0.00026134-0.0002521i,5.3272e-05+0.00084931i
