-0.0011074+0.00088047i,0.00017358-0.0006362i,2.7278e-05-0.00106i,-0.00055251+0.00029393i,0.00020498+0.0012558i,0.00096057+0.00043164i,0.00023704-0.00016745i,-0.00055103-0.00019402i,-0.00038431+0.00023011i,0.00015772+0.00066344i,-2.9906e-05+6.6554e-05i,-0.00065197-0.0010873i,-0.0008725-0.0012786i,-0.00041226-0.001203i,0.00069553-0.00090368i,0.00056688-0.00065241i,-2.1342e-05-0.00035378i,0.00084525-0.00050815i,0.0015084-0.0013529i,0.00041452-0.001296i,-0.00092906-0.00053134i,-0.0012265-0.00034959i,-0.0003283-3.2843e-06i
-0.0014629-0.002392i,-0.0025618-0.0026935i,-0.0031649-0.0018018i,-0.0021097-0.00046816i,-0.00073259+0.0001183i,0.00020566-0.0007792i,0.00044301-0.0017394i,0.00035266-0.0016256i,0.00057907-0.00043738i,-0.00010838+0.00010734i,-0.00070369-0.00030226i,-0.00037259+0.00034302i,-5.5743e-05+0.00052607i,-4.2997e-05-0.00061173i,0.00049016-0.001929i,0.0012526-0.0012786i,0.001146+0.00021941i,0.00082825+0.00016192i,0.00035967-9.0882e-05i,-0.00027382-0.00026184i,-0.00074944-0.00051667i,-0.00093513-9.4689e-05i,-0.00072025+0.00037532i
0.001051+0.0015596i,0.00087014+0.0017447i,0.0015433+0.0027315i,0.0025575+0.0012418i,0.0019234-0.00049698i,0.00102-0.0017037i,0.00054092-0.0022924i,-0.00035727-0.001674i,-0.0010047+0.00039697i,-0.00055184+0.0013316i,-0.00017833+0.00055829i,-0.00035376-8.1613e-05i,-0.00028133-0.00045035i,-0.00028867-0.00098537i,-0.0002037-0.0015834i,-0.00020179-0.0010651i,-0.00021754-0.00022127i,-0.0003938-0.00036634i,-0.00042774-0.00078845i,-0.0004164-0.00038618i,-0.00031922-0.00010426i,-8.3691e-05+0.00010464i,-0.00017707+8.7947e-05i
0.0020868-0.00014742i,0.0027094-0.001061i,0.0026501-0.001346i,0.0021536-0.0012157i,0.00099878-0.0014756i,0.00025054-0.0017261i,-7.5937e-05-0.0014548i,-0.00057788-0.00076017i,-0.00029978-0.00021706i,0.00015392+0.00022425i,-0.00044584+0.00043883i,-0.00083097+0.0008474i,-0.00020411+0.00044165i,0.00053764-0.00018837i,0.00050937-9.9347e-05i,-2.8609e-05-0.00036765i,-0.00061427-0.0011481i,-0.00045352-0.0010267i,0.0001159+0.00028901i,-0.00015971+0.00074877i,-0.00077651+0.00026862i,-0.00038604-0.00062515i,0.00056569-0.00058103i
0.00058375+0.00089061i,5.2548e-05+0.00011376i,-1.6123e-05-0.00068897i,-0.00020893-0.00053265i,-8.0086e-05-0.0008867i,3.8079e-05-0.0012427i,-0.00019291-0.00024692i,-0.00035719+9.9111e-05i,-0.00020017-7.7385e-05i,-0.00021068-0.00032956i,-0.00037234-7.052e-06i,-0.00055311+2.2057e-05i,-0.001497-0.00072898i,-0.0011794-0.00095098i,7.4268e-06-0.00075914i,0.00038644-0.00026227i,0.00061809+4.3802e-05i,-0.00018959-9.8168e-06i,-4.9042e-05-0.00052004i,0.00066975-0.00021212i,0.00045698+0.00035301i,0.00033474+0.00037511i,0.00046791-0.00021225i
0.00081694+0.00070309i,0.0015917+0.001018i,0.001765+0.0012536i,0.0011605+0.0014775i,0.0011483+0.00013569i,0.0017472-0.0012693i,0.0010608-0.0017641i,0.00015046-0.0011008i,-8.9857e-05+0.00015809i,-0.00019873+4.2631e-05i,-0.00040852-0.00050881i,-0.00031061-0.00048542i,-0.00037272-0.0005157i,-0.00042408-0.00048834i,0.00026057-0.00033268i,0.00047314-0.00030734i,0.00033958+0.00019523i,0.00032471+0.00015259i,0.00054133+0.00012868i,0.00031602+0.00018777i,-0.00015221+0.00044371i,-6.0337e-05+0.00066468i,0.00027544+0.00030827i
0.00091613+0.00048359i,3.6724e-05-0.00051163i,-3.3283e-05-0.0013186i,0.00050682-0.0011918i,0.0010396-0.001243i,0.0014999-0.0018976i,0.00073907-0.0017156i,-0.00021095-0.0010324i,2.1538e-05-0.00096085i,0.00017347-0.0011804i,-0.00014086-0.0005093i,-0.00019336+0.00052504i,-0.00040585+0.00063974i,-0.00060187-0.00037521i,-0.00053667-0.00067568i,-0.00068459-0.00042737i,-0.0006283-0.0001238i,5.066e-05-0.00039755i,0.00060348-0.00023695i,0.00028144+0.00030447i,-0.00041221+7.4052e-05i,-0.00049351-0.00052214i,-0.0007698-0.00095156i
0.0015315+0.0012288i,0.0016877+0.00034353i,0.00094373-9.2261e-05i,0.00087615-8.9484e-05i,0.0011904-0.00020749i,0.0012056-0.00026355i,0.0011909-0.00055607i,3.6042e-05-0.0013067i,-0.00071461-0.00083827i,-0.00049736-0.00013079i,-0.0006577-0.00031759i,-0.00057179-9.3159e-05i,0.0002562+0.00033858i,0.00015089+1.8415e-05i,-0.00073497-0.00070862i,-0.00079088-0.00092159i,-3.9484e-05-0.00037818i,0.00048321+0.00035269i,0.00038171+4.5291e-05i,-0.00023965-0.00073151i,-0.00057242-0.0011416i,-0.00041512-0.00025443i,-0.00010133+0.00023909i
-0.00071485+0.00088542i,0.0009484+0.00019344i,0.0023709+0.00043477i,0.002654+0.0002927i,0.0019189-0.00077332i,0.00091385-0.0023547i,-0.0001834-0.0024166i,-0.00097572-0.0008329i,-0.00076104+0.0002416i,-0.00057547+0.00093183i,-0.00050686+0.00083348i,-0.00058837+0.00013928i,-0.00097928-0.00038093i,-0.0006538-0.00069494i,-0.00029229-0.00044157i,-0.00019012-3.5674e-05i,-3.237e-05-0.00015416i,-2.8081e-05-1.9535e-05i,8.814e-05+0.00014427i,-0.00068182+0.00015596i,-0.0012462+0.00049384i,-0.0011102+0.00080706i,-0.00033358+0.001033i
-0.0015024+0.0011825i,-0.0016144+0.00062514i,-0.0015158+0.00067661i,-0.0012169+0.00094946i,-0.00011981+0.00034108i,2.8768e-06-0.0012891i,-0.00069834-0.0027257i,-0.0010855-0.0018098i,-0.00078543-0.00042957i,0.0002035+0.00016905i,0.0004348+5.0055e-05i,0.00018063-1.8178e-05i,0.00011009-0.00011105i,-0.00042835-0.00044313i,-0.00066892-0.00022908i,-1.1452e-05+8.4151e-05i,0.0001682+0.00087047i,3.9295e-05+0.00081568i,-0.00011191+0.00031678i,-0.00065669-0.00029342i,-0.00035828-0.00018651i,-0.00038312+0.00020617i,-0.0014586+0.00037009i
0.0027949+0.001097i,0.003546+0.0015875i,0.0033173+8.856e-05i,0.0015633-0.00087259i,0.0010235-0.00077143i,0.0013126-0.00086781i,0.00040358-0.0014176i,-0.00098024-0.0011243i,-0.00091176-0.00015878i,-0.0010417+0.00052516i,-0.00062599+0.00088355i,0.00037997+0.0008563i,0.00028877-0.00014938i,-0.00033154-0.0003748i,-0.00021002-0.00019211i,-0.00029392-0.00031392i,-0.00011712-0.00024161i,0.00043741-0.00066101i,0.00014484-0.00094065i,-0.00031314+6.6811e-05i,-0.00069778+0.00079215i,-0.00089563+0.0003898i,-0.00082306-9.6798e-05i
-0.00071924-0.00098177i,-0.0011549-0.0015965i,-0.0009198+0.00069818i,-0.00054778+0.0017733i,0.00050642+0.00072021i,0.0014768-9.3074e-05i,0.00042923-0.00023495i,-9.3243e-05-0.00044574i,0.00036375-0.0010602i,0.00018256-0.0010901i,-0.00044705-0.00013283i,-0.00092966+4.7688e-05i,-0.00088449-0.00011635i,-0.00024741-0.00010632i,0.00033857+0.00033192i,0.00074433+0.00027751i,0.00035313-0.00028481i,-0.00031139-4.7537e-05i,3.0473e-05+0.00036106i,0.0007275+0.00058262i,0.00046423+0.00018497i,1.4669e-05-0.00039773i,0.0005679-0.0004375i
0.00047296+4.8146e-05i,7.7293e-05-0.0011919i,0.00050472-0.0015484i,0.00098868-0.0016251i,0.00054602-0.0018311i,3.0375e-05-0.0016581i,-0.0006206-0.00096383i,-0.00045888-0.00050758i,-8.8416e-05-0.00039989i,0.0002081-0.00026863i,0.00014612-0.00022982i,-0.00028024-0.0001747i,-0.00029981-0.00024913i,0.00046429+0.00025379i,0.00046424+0.0011912i,-0.00024709+0.0011877i,-0.00050827+0.00066708i,-0.00059074+0.0001617i,-0.00020202+0.00079229i,0.00034133+0.00089906i,-0.00018085-0.00057615i,-0.00073059-0.00073581i,-0.00050631-0.00018556i
0.0012582+0.0021992i,0.0021116+0.0010356i,0.0029468+0.00055737i,0.0029735-1.4974e-05i,0.0018767-0.0011581i,0.00098976-0.0021914i,0.00062407-0.0018274i,0.00011167-0.00054998i,0.00063425+0.00068423i,0.00103+0.0009248i,4.9501e-05-0.00016228i,-0.00045185-0.00091501i,0.00038726-1.7822e-05i,0.00049542+0.0002688i,-0.0003277-0.00024757i,-0.00018345-0.00037811i,0.00044549-0.00067101i,0.0011092-0.00010918i,0.00086837+0.00017356i,-0.00024139-4.8024e-05i,-0.00034664+1.2576e-05i,0.00017889-0.00047007i,-0.00044865-0.00068671i
-0.00051863-0.0011201i,-0.00078083-0.0018555i,-0.0012961-0.00070612i,-0.0007766+0.00030519i,0.00066645-0.00036587i,0.0010522-0.001224i,0.00019691-0.00091874i,-0.00023855-0.0002192i,-0.00027829-0.00013535i,-0.00033692-0.00082i,9.6874e-05-0.00095601i,5.9368e-06+9.957e-05i,-0.0002035+0.00079948i,0.00010712+0.00045265i,0.00028651-0.00079948i,0.00031334-0.00098456i,0.00071032-6.0732e-05i,8.5252e-05+0.00032242i,-0.0010528+0.00014318i,-0.0012263-3.9789e-05i,-0.00048473-0.00058229i,3.3697e-05-0.0004912i,5.6168e-05+0.00049914i
0.0023862-0.0024317i,0.00159-0.0023364i,0.0015454-0.0024449i,0.00027594-0.0016629i,-0.0014138-0.0012159i,-0.0011267-0.0016553i,0.00082777-0.0020977i,0.0014206-0.0015589i,0.00058473-0.0012683i,-0.00028225-0.0011119i,-0.00040957-0.00036695i,9.5594e-05-0.00018149i,0.00077342-0.00022046i,0.0006712+0.00014489i,0.00013574+0.00037155i,-6.3312e-05+0.00018052i,-0.00045908-0.00018658i,-2.9408e-05-0.00042765i,0.00011441-0.00041474i,-0.00055437-3.3874e-05i,-0.0013345-6.9278e-05i,-0.0010886-0.00074099i,-0.00024872-0.00083888i
0.0013134-0.00066237i,0.00070844-0.0013512i,0.0007526-0.0022333i,5.3806e-05-0.0018564i,-0.000183-0.00057106i,0.00028645-0.00038293i,0.00039741-0.00061346i,0.00021216-0.000998i,0.00010335-0.00080133i,7.2602e-05-0.00016114i,-0.00015518+0.00017361i,-0.0004748+0.00028486i,-0.00026598+0.00070088i,-0.00012372+0.00061078i,-0.00065677+0.0002593i,-0.00082957-0.00051212i,-0.0003654-0.0012577i,0.00014219+0.00011559i,0.00030454+0.0010121i,8.9339e-05+0.0011191i,2.1566e-05+0.00020599i,0.00052644-0.00081267i,0.0007129+0.00043507i
0.00043496+0.00081873i,0.0015181+0.00065244i,0.0009173+0.0009264i,2.9487e-05+0.00041998i,0.00059022-0.00089972i,0.0008579-0.0011993i,0.00013883-0.00085898i,0.00037765-0.00026697i,0.001088+0.00049464i,0.00081844+0.00018915i,0.00042622-4.072e-05i,0.00028515+0.00014476i,0.0011212-4.5249e-05i,0.00040485-0.00074129i,-0.0011902-0.0010528i,-0.00054904-0.0007152i,0.00030649-0.00029419i,0.00013486-0.00050542i,-0.00011973-0.00065429i,-5.9322e-05-0.00052643i,1.8917e-05+0.00010277i,-0.00010659+0.00063649i,-0.00037731+0.00064831i
0.0017973-1.2438e-05i,0.0015551-0.0012206i,0.0010714-0.0010535i,0.00078945-0.00038258i,0.00067673-0.0012014i,0.0006466-0.0017957i,-0.00010784-0.0014295i,-0.00065754-0.00061707i,-0.00055058-0.00024132i,-0.00066855-5.2628e-05i,-0.00072317-0.00024668i,-0.00047138-0.00014047i,0.00041033+0.0004197i,0.00092592-0.00013205i,0.00025579-0.0011533i,-0.00021041-0.0007008i,-0.00046077+0.00045059i,-0.00046806+0.00054742i,-0.00014107+5.3208e-06i,0.00013349-0.00035777i,-0.00047994-0.00061406i,-0.00075502-8.2936e-05i,-8.4861e-05-1.58e-05i
-0.00093469+0.00031793i,-0.00038925+0.00071994i,-0.00025357+0.00057272i,9.3041e-05+0.00045124i,0.00058709+0.00024444i,0.00046027-0.0015543i,0.00070421-0.0029081i,0.00036541-0.0020333i,-6.4482e-05-0.0004113i,-5.1926e-05+0.00068712i,-0.00046327+0.00096819i,-0.0005302+0.00048243i,-0.00025034+1.2768e-05i,-0.00063798+8.4544e-06i,-0.0002902+0.00012413i,0.00037707-2.6852e-05i,0.00049856+0.00027146i,2.0057e-05+1.3764e-05i,0.00051997-0.00022184i,0.00030689-0.00025909i,0.00014881-0.00084931i,0.00036432-0.00044438i,-0.00020426+0.00010465i
-0.00017871+0.0011262i,0.0002956-0.00020851i,-0.00020438+4.999e-05i,-6.422e-05-0.00017577i,1.4062e-05-0.00036941i,0.000718-0.00031398i,0.0010063-0.00092772i,0.00059432-0.0013887i,5.2949e-05-0.00047263i,-0.00030882+0.00023009i,-0.00067758+0.00052931i,-0.0011799+0.00055344i,-0.00067368+0.00029098i,0.00010935+0.00023519i,0.00084849-6.6542e-05i,0.00070613+0.00012243i,-0.00024911+0.00042036i,1.5536e-05+0.00044693i,0.00057868+0.00059968i,-0.00024137-0.00025808i,-0.00065907-0.00010961i,-9.1817e-05+2.6568e-05i,-5.103e-05-0.00017754i
-0.00016779+0.0012863i,0.0016099+0.001573i,0.0021744+0.0019192i,0.0013585+0.0010511i,0.00058092-9.6217e-05i,0.00062646-0.00046742i,0.00049454-0.0008105i,-2.9416e-05-0.001091i,4.5663e-05-0.0010171i,0.00019369-0.00038492i,-2.9366e-05+0.0010418i,-0.00033126+0.0019082i,-0.00063739+0.0009523i,-0.00037549-0.00071715i,0.00072786-0.000428i,0.00036827+0.00020027i,-0.00082606-0.00031151i,-0.00022934+2.6265e-05i,0.00061419+0.00041956i,-0.00032814+0.00037905i,-0.00078376+0.00078985i,-0.0004475+0.00099067i,-0.00068254+0.00088359i
-0.0029302-0.0044935i,-0.0031763-0.003202i,-0.0045609-0.0009022i,-0.0034472+0.0002527i,-0.00034711+0.00059197i,0.0023132-0.00057944i,0.0019355-0.0020391i,0.00036709-0.002309i,-0.0004906-0.0012783i,-0.00036138-0.0004627i,0.0001327-4.5281e-05i,0.0012832+8.2308e-05i,0.0020357+3.0458e-05i,0.0016694-0.00014224i,0.0015606+0.00045566i,0.0006912+0.00039946i,0.00049931-0.00081347i,0.00054363-0.00061864i,-0.00026819-9.8649e-05i,-0.00029383-0.00074154i,0.00045529-0.0007586i,0.00053224-0.00043605i,-5.0527e-05-5.9024e-05i
0.0013016+3.0522e-05i,0.00057887+0.00021828i,-0.00032649-6.514e-05i,-0.00047625-9.5125e-05i,0.001133-0.00066119i,0.0012764-0.00091053i,0.00093907-0.00096934i,0.00029449-0.0013115i,-0.00091538-0.00085384i,-0.00014136-0.00034334i,-0.00033173-0.00067753i,-0.00079928-0.00080779i,0.00018892+0.00010216i,-0.00014461+0.00033801i,0.00024636+0.00059371i,0.00042502+0.00090744i,-0.00044594+0.00039042i,-0.00070446+0.00024208i,0.00019921+0.00010976i,0.00070146-8.3062e-05i,-0.00010307-0.00033808i,-0.00082407-0.00057779i,-0.0006734-0.00023237i
0.00098907+0.0035955i,0.0020739+0.0032376i,0.0022645+0.002139i,0.002067+0.00092814i,0.0019017-0.00044842i,0.0013435-0.0017325i,0.00081425-0.0014965i,0.00088085-0.00063942i,0.00010705-0.00079172i,-0.00040092-0.0014958i,-0.00038084-0.0010292i,-0.00045638+0.00026345i,2.477e-05-5.3376e-05i,0.00042294-0.00040651i,7.2808e-05+0.00032836i,0.00017504-4.0812e-05i,-0.00018337-0.000541i,-0.00065437-5.8232e-06i,-0.00030988+0.00044077i,-0.00049056+0.00064035i,-0.00022174+0.00055542i,0.00040233-0.00038192i,0.00014159-0.00080142i
0.00014208-0.00010329i,0.0019416-0.00036996i,0.0029839-0.0015257i,0.0016828-0.0017749i,0.00024771-0.0018668i,-0.00039724-0.0016793i,-0.00022272-0.00089973i,0.00010507-0.00082687i,0.00038532-0.00098812i,-3.8027e-05-0.00019687i,-0.001006-0.00048948i,-0.0012491-0.0010583i,-0.0011262-0.00016059i,-0.00088624+0.00026769i,-0.0005459+0.00096928i,-0.00036208+0.0010733i,-0.00078752+0.00053316i,-5.2368e-05+0.00014369i,0.00069648+0.00043508i,0.00053788+0.00036132i,0.00013013+8.97e-05i,-0.00025911-0.00018052i,-0.0011252-0.00078894i
0.00087448-0.0014004i,0.0010669-0.0015272i,2.1503e-06-0.00071981i,-0.00062029+0.00046087i,-0.00079945+0.00098053i,-0.00031445+0.0010491i,0.00036834-0.00013071i,0.00034602-0.0011324i,-0.00013348-0.00034297i,-0.00068834-0.00046398i,-0.0010809-0.0011063i,-0.00094329+0.00020035i,-0.00070961+0.0011835i,-0.0005297+0.0012992i,0.0001018+0.0010201i,0.00051346+0.00054423i,7.9236e-05+0.00037582i,-0.00019569-4.3488e-05i,2.5634e-05-0.00016607i,4.0359e-05+0.00011763i,-0.00080202+9.8001e-05i,-0.0010583-0.00069407i,-0.00055024-0.0012325i
0.00074925+0.00080073i,0.00048538+0.00059848i,0.00031503-0.00011043i,0.00058653-0.00045677i,0.0011123-0.00048221i,0.0019237-0.0012724i,0.0016114-0.0019083i,8.6206e-05-0.0010282i,-0.00088955+0.00012695i,-0.00041264+5.2724e-05i,2.6938e-05+3.9938e-05i,0.00050459+0.00012308i,0.00062625+0.00038114i,0.00032728-0.00020263i,0.00021755-0.0010767i,-0.00022186-0.00052247i,-5.0294e-05+9.6138e-05i,0.00082671+0.00017289i,0.00057199+0.00078842i,-0.00069504+0.00051112i,-0.0010637-0.00046375i,-0.0010969-0.0005953i,-0.00046044-0.00048517i
0.0012695-5.2398e-06i,0.0012592-0.0007529i,0.00082957+0.00030139i,0.0018772+0.0013744i,0.0022868+0.0010368i,0.001624-5.1196e-06i,0.0013438-0.00082063i,0.0011331-0.0011255i,0.00087616-0.00055999i,0.00022403-0.00044108i,-0.00051285-0.00042765i,-0.00018523-4.1245e-05i,0.00036274-0.00053026i,0.00037977-0.00055774i,0.00023168+0.00015671i,-7.9175e-05+0.00091042i,-3.582e-05+0.0010698i,0.00035396+0.0011367i,0.00044322+0.00057671i,-0.00022829-0.00014368i,-0.00070221+1.2837e-05i,-0.00030155+0.00030915i,0.00048565+0.00017878i
0.00019657+0.0027234i,0.00054977+0.0022916i,0.0012175+0.0013594i,0.0010953+0.00011131i,0.00064302-0.00078887i,0.00059238-0.0015425i,0.00066641-0.0015306i,0.00042267-0.00077576i,7.8157e-05+0.00037561i,-0.00018266+0.00062449i,-0.0013948-0.00021354i,-0.0011976-0.00079882i,-0.0005475-0.00078676i,-0.00068062-0.00070949i,-0.00023367-0.00048229i,-2.2492e-05-0.00045881i,-9.7515e-05-0.00056556i,0.00037392-0.00088751i,0.00069234-0.0012731i,0.00035894-0.0006971i,0.00030966+0.00046106i,0.00050419+0.00074643i,0.00077046+0.00033523i
0.00038173-0.0010263i,0.00061642-7.656e-05i,0.00029512+0.00116i,0.00010446+0.00079129i,0.00063014-0.00067475i,0.0001961-0.0015637i,-6.5712e-05-0.0014315i,-5.469e-05-0.0016271i,-7.1677e-05-0.0010607i,0.00052719+0.00027848i,3.937e-05+0.00069259i,-0.0001069+0.0005018i,0.00079155+0.00033304i,0.0013288-0.00037559i,0.00071815-0.00090488i,9.0909e-05-0.0010139i,0.00034044-0.00077199i,0.00031516-0.00040262i,0.00019781+7.3213e-05i,-0.00028379+0.00013741i,-0.00037983-0.00059301i,0.00018133-0.00040628i,0.00046875-0.0002637i
0.00051189+0.0017794i,-7.0242e-05+0.0026174i,0.0013224+0.0025612i,0.0023785+0.0013196i,0.002379+0.00031294i,0.0021339-0.00040128i,0.001368-0.0012762i,0.00046344-0.00081872i,5.5401e-05+0.00017839i,-0.00061502+0.0001945i,-0.00093913-0.00015652i,-0.0002607-0.00059364i,0.00048355-0.001324i,0.00075118-0.0011258i,0.00080092-0.0010187i,0.00087569-0.00083134i,0.00056062-0.00026019i,-0.00010627+0.00052778i,0.00041732+0.0012106i,0.00077362+0.00094003i,-0.00018436+0.00076511i,-0.00039856+0.00033115i,-4.4005e-06-0.00024157i
-0.0010563+0.00019171i,-0.00086686-0.000429i,-0.00043437-0.00079999i,-4.4666e-05-0.00017841i,0.00035426+0.00018705i,0.00047992-0.00073068i,0.0013521-0.0015436i,0.0014756-0.00088127i,0.00076731+0.00012868i,8.4572e-05+0.00024423i,-0.00069274-0.00045988i,-0.00082632-0.00020763i,-8.1629e-05+0.00078282i,0.0002658+0.00098102i,2.0081e-05+0.0005599i,3.008e-05+0.00045659i,-5.7829e-05+0.00073217i,-0.00012707+0.00083585i,-0.00023419+0.00056976i,-0.00019563-1.3715e-05i,-0.00035285-0.00068715i,-0.00037941-1.3786e-06i,0.00059391+0.00067891i
-0.0011031-0.00018858i,-0.00038883-0.00042893i,0.00071693-0.00011525i,0.0008211-0.00064033i,0.0016185-0.0013804i,0.0018743-0.001181i,0.0010579-0.0013753i,0.00063458-0.00098961i,0.00063543-0.00035248i,0.00063216-0.00060438i,0.00011734-0.00058883i,-0.00015848-0.00048196i,-0.00023361-0.00067914i,-0.00068663-0.0005004i,-0.00088706-8.6125e-05i,-0.000692-0.00056297i,-0.00011555-0.00088759i,0.00012238-8.6593e-05i,0.00015024-1.6834e-05i,-0.00037437-8.6704e-05i,-0.0011249+0.00028464i,-0.00066596-3.2738e-05i,-0.00024002+0.00054661i
0.00044844-0.0010122i,-0.00053065-4.686e-05i,-0.0010808+5.2745e-05i,-0.00057474-4.2025e-05i,-3.828e-05+0.00077204i,0.00062103+0.00047092i,0.00069589-0.00093797i,-1.46e-05-0.0015601i,0.00024717-0.0013689i,0.0003395-0.0011328i,0.00028276-0.00071999i,4.3109e-05-0.00011743i,8.3162e-05-0.00027961i,-0.00020002+0.00026013i,-0.0003605+0.00098168i,-0.00032337-0.00015192i,-0.00053592-0.00058402i,-0.00037361-0.00020713i,0.00013401-0.00027969i,-7.9551e-05-0.00037514i,-0.00090182-0.00079149i,-0.00052858-0.0010212i,2.6059e-06-0.00076486i
0.0024332-0.00078674i,0.0029424-6.792e-05i,0.0020517+0.0010076i,0.00060361+0.0010145i,0.00017992-5.8103e-06i,0.00034138-0.0011442i,5.9146e-05-0.0013111i,-0.00066044-0.00050948i,-0.00037527-0.00045382i,5.3253e-05-0.00056691i,-0.00039916-0.00044102i,-0.00042384-0.00030472i,-6.8369e-05-0.00014507i,-0.00020172+0.00024076i,-0.00079991+0.00033233i,-0.00015525+2.9816e-05i,0.00057793-0.00020011i,0.000398-0.00041635i,0.00015655-0.00058012i,0.00020672-0.00048879i,-0.00049395-0.00062135i,-0.00084929-0.00024901i,-8.4083e-05+0.00018987i
-0.00060006-0.0015067i,-0.00077143-0.0015543i,0.00023309-0.0016502i,0.00048175-0.00071876i,0.00015235-0.00041482i,0.00033027-0.0010952i,0.00017691-0.0014754i,0.00026148-0.0012528i,0.00067087-0.00081075i,0.00053514-0.00071912i,-0.00026665-0.0007447i,-0.00074926-0.00075411i,-0.00033338-0.00035611i,0.00024703-0.0005994i,0.00073386-0.00048766i,0.00053077-0.00015204i,0.00023829+0.00026025i,-0.00021383-0.00025288i,-0.00082772-0.00097044i,-0.0010535+3.1147e-05i,-0.00095365+0.0013363i,-0.00067624+0.0011637i,-0.00098293+0.00030244i
-0.00053327+0.00034398i,-0.0014842+0.00070935i,-0.0011717-0.00011814i,0.00056444+0.00038953i,0.0013398+9.7011e-05i,0.0012396-0.00079158i,0.00026905-0.0011895i,-0.00057784-0.00017417i,-0.0002755+0.001277i,-0.00015596+0.00091787i,-0.00016985-0.00022948i,7.3647e-05-0.00013827i,-0.00054985+0.00026448i,-0.0006313-0.00032768i,-5.8143e-05-0.00075045i,-0.00012053-0.00039365i,-0.00025436-0.00029788i,0.00021478-0.00068053i,0.00077168-0.00019725i,0.00012893+0.0004659i,-0.00032907-3.9323e-05i,3.4601e-05-0.00035849i,0.00023471+0.00025354i
0.003411+0.001967i,0.0038941+0.00034675i,0.0034643-0.00046708i,0.0018482-0.00080972i,0.0007703-0.0013171i,0.00091039-0.0014165i,0.0009387-0.001337i,0.00075551-0.0013349i,0.0010138-0.00074743i,0.00098618-0.00034077i,0.00020572-0.00019698i,-0.00031218+0.00073182i,-0.00049454+0.001074i,-0.00020812+0.00040627i,0.00018982-6.2637e-06i,0.00082521-8.5429e-05i,0.00085228-0.00045532i,0.00024712-0.0007784i,0.00064146-0.0005423i,0.00077536-0.00027893i,0.00044112+0.00036954i,0.0007949+6.6136e-05i,0.0010097-0.00028461i
-0.00091928+0.0013346i,-0.00077+0.00048065i,0.00066533+0.0011093i,0.0018599+0.00080989i,0.0016391-0.00050449i,0.00088645-0.0019839i,0.0005574-0.0020877i,-0.00012017-0.00040917i,-0.00070351+0.00040336i,-0.00044387-8.3423e-05i,-0.00028781-0.00035796i,-0.00056356-0.00023513i,-0.00049505+0.00056505i,0.00017618+0.00084023i,0.00027005-2.3145e-05i,-0.00022143+4.5898e-05i,-0.00028714-0.0002711i,-0.00044884-0.00072184i,-0.00070731-0.00018679i,-8.5048e-05+4.2364e-05i,0.00071867+0.00019519i,0.00083541-0.00016389i,0.00054826-0.00054667i
-0.0017005+0.0007367i,-0.00033716+0.00024578i,0.00074142+0.00027863i,0.0011021+0.0012971i,0.00096484+0.001116i,0.00095108-0.00041407i,0.00086394-0.0017233i,0.00096508-0.0021175i,0.00046573-0.00070979i,-0.00054717+1.8342e-05i,-0.00057634-3.6094e-05i,-6.2638e-05+0.00015079i,0.00058031+9.4792e-05i,0.00092339-0.00041112i,0.00083842-0.00048884i,0.00026524-0.00042567i,0.00054183-0.0005692i,0.00068427+9.4436e-05i,-0.00053127+0.00033721i,-0.0005997+5.4788e-06i,-0.0004207-0.00033298i,-0.00046988-0.00016907i,0.00029546-0.0001688i
0.00023122-0.0020633i,-0.0011346-0.0025597i,-0.0011631-0.0021353i,-0.00094604-0.0010774i,-0.00044639-0.00036932i,0.0011274-0.00055205i,0.0018502-0.0015188i,0.00076448-0.0012778i,-0.0004742-0.00033672i,1.5047e-05-0.00015295i,-3.8825e-06-0.00052546i,-0.00078156-0.00061605i,-0.00073438-0.00070708i,-0.00016515-0.00095969i,0.00092979-0.0011356i,0.0015747-0.00081487i,0.0012694+0.00027007i,0.00083966+0.0003688i,-0.00024736-0.00019326i,-0.00042113-1.8172e-05i,-0.00013673+0.00029318i,0.00039803+0.0004205i,0.00083161+0.00046163i
0.0015267+0.002063i,0.0015174+0.0025688i,0.00032186+0.0025308i,0.001184+0.0023852i,0.0025313+0.00076459i,0.0021599-0.00056886i,0.00033239-0.0012369i,-0.0012225-0.0014382i,-0.0006948-0.00022442i,1.2147e-05+0.00065318i,-0.00038634+0.0001974i,-0.00087509-0.00020743i,-0.00048578-0.00063365i,0.00027384-0.0013468i,0.0006877-0.0010814i,0.00048653+6.9007e-05i,8.8504e-05+0.00044153i,-0.00041539-0.00012148i,-8.5748e-05-0.0012982i,0.00027714-0.0014248i,-0.00012166-0.00022161i,-0.00017301+0.00070907i,0.000105+0.00072933i
