-0.0023582+0.00056872i,-0.00094994-0.00035788i,-0.0011802-0.00066314i,-0.0010922+0.00032106i,-0.00049296+0.0010514i,-0.00027969+0.001085i,-0.00067921+0.0012531i,-0.00016647+0.0015134i,0.00029322+0.0018003i,0.00021249+0.00044939i,0.00051066-0.0011349i,-0.00025564-0.0013782i,-0.0007318-0.0006254i,9.0516e-05-0.00047383i,-0.00016358-0.0005864i,-0.00090561-0.00055716i,-0.0013744-0.0007515i,-0.001743-0.00064196i,-0.0010344-0.00013178i,-7.0716e-05+0.00094158i,4.9027e-05+0.001419i,-4.2884e-05+0.0010651i,0.00025534+0.00010409i
-0.44955+0.15265i,-0.55636+0.23618i,-0.49321+0.14374i,-0.34126+0.016225i,-0.20836+0.0089837i,-0.070753+0.076157i,0.024571+0.0972i,0.04046+0.09277i,0.048805+0.12356i,0.080018+0.13459i,0.083899+0.089609i,0.057499+0.03093i,0.034481-0.0011954i,0.028923-0.0023914i,0.030615-0.00013298i,0.01588-0.0058424i,-0.008691-0.0081607i,-0.017706-0.0065242i,-0.016327-0.010524i,-0.018886-0.015417i,-0.021297-0.0070876i,-0.011298+0.0076068i,0.0055615+0.011799i
0.45636+0.037385i,0.45895+0.24779i,0.33443+0.3852i,0.20945+0.3086i,0.15122+0.12518i,0.11238-0.043631i,0.052408-0.1327i,-0.0093124-0.12598i,-0.042007-0.072918i,-0.06432-0.027832i,-0.082176+0.011391i,-0.071524+0.043057i,-0.04384+0.048303i,-0.040172+0.032662i,-0.057009+0.024091i,-0.055208+0.033768i,-0.027404+0.048358i,0.01027+0.052448i,0.043301+0.037959i,0.051811+0.01228i,0.038153-0.010156i,0.020232-0.02109i,0.0041915-0.020981i
-0.045012+0.034408i,0.07758-0.11484i,0.23252-0.18954i,0.2396-0.17484i,0.11245-0.083759i,0.012383+0.039038i,0.013817+0.088387i,0.065896+0.0709i,0.11087+0.043656i,0.14103+0.020182i,0.14818-0.015284i,0.10442-0.049491i,0.040663-0.052541i,0.021835-0.037687i,0.040257-0.032433i,0.042455-0.042092i,0.014858-0.055648i,-0.01483-0.051344i,-0.027897-0.0257i,-0.02575-0.00057442i,-0.018577+0.0083839i,-0.013805+0.0096636i,-0.012434+0.010192i
-0.082616+0.019253i,-0.039349-0.067083i,-0.10666-0.22743i,-0.20853-0.28095i,-0.21076-0.26629i,-0.15338-0.2658i,-0.14386-0.17624i,-0.15265-0.039192i,-0.15378+0.0058434i,-0.16202-0.007512i,-0.13876-0.00066121i,-0.076894+0.016196i,-0.024849+0.022489i,-0.0029509+0.025746i,0.010804+0.026949i,0.034735+0.016403i,0.057694-0.00064047i,0.053001-0.0058853i,0.0292+0.010088i,0.015757+0.026523i,0.011751+0.02619i,0.010394+0.01659i,0.012303+0.0067315i
0.079306-0.43698i,-0.051138-0.41513i,-0.091347-0.21033i,0.0027788+0.002731i,0.11057+0.11507i,0.1378+0.12832i,0.10861+0.0082815i,0.038703-0.15295i,-0.032863-0.18682i,-0.045317-0.13203i,-0.031349-0.084798i,-0.015728-0.055137i,0.0041101-0.051196i,0.014142-0.061103i,0.011868-0.06418i,-0.0027586-0.047813i,-0.01603-0.016266i,-0.016245+0.0046316i,-0.013256+0.0099574i,-0.01034+0.0087113i,-0.0091892+0.0066701i,-0.0086125+0.011554i,0.0017404+0.0090448i
-0.22463+0.62337i,-0.24053+0.79324i,-0.046621+0.70075i,0.15277+0.3741i,0.15299+0.095191i,0.095542-0.0027594i,0.13494-0.02484i,0.18518-0.028556i,0.16826-0.012522i,0.10033+0.016689i,0.030637+0.042813i,-0.0041023+0.066392i,0.0072077+0.083396i,0.028803+0.077708i,0.040229+0.060296i,0.058428+0.033518i,0.072424+0.010622i,0.061601+0.0017691i,0.02223-0.013576i,-0.020166-0.028972i,-0.037476-0.031696i,-0.038019-0.028732i,-0.029485-0.014115i
0.49873-0.030237i,0.86056-0.1861i,0.69068-0.35523i,0.14437-0.29354i,-0.17975-0.042293i,-0.17853+0.095621i,-0.16108+0.089006i,-0.18162+0.10715i,-0.1304+0.14234i,-0.01808+0.12299i,0.054886+0.063841i,0.043126+0.017082i,-0.0043986+0.012341i,-0.02432+0.043487i,-0.011314+0.084647i,0.006056+0.10569i,0.0096927+0.087519i,-0.0037688+0.034564i,-0.012457-0.011826i,-0.0045228-0.019911i,0.0080615-0.0029297i,0.02126+0.013083i,0.029308+0.017081i
-0.21815-0.7598i,-0.45923-0.82303i,-0.4617-0.52372i,-0.22054-0.16511i,0.0012949-0.089791i,0.069685-0.17471i,0.13094-0.20019i,0.2455-0.22376i,0.27442-0.3071i,0.1509-0.32206i,0.017107-0.20565i,-0.003037-0.089839i,0.010508-0.063176i,-0.02144-0.058952i,-0.064015-0.034986i,-0.090845-0.0044257i,-0.094014+0.03578i,-0.051125+0.060285i,0.0051301+0.036653i,0.013018+0.013087i,-0.0073344+0.026925i,-0.019801+0.04049i,-0.032384+0.046241i
-0.23021+0.75439i,-0.2828+0.86441i,-0.17603+0.5682i,-0.16558+0.12901i,-0.27241+0.03023i,-0.21135+0.2145i,-0.0083113+0.29419i,0.15501+0.2484i,0.25033+0.19649i,0.2804+0.12061i,0.19825+0.02901i,0.065203-0.0038022i,0.006718+0.0083354i,0.0052041-0.023716i,-0.0070262-0.077065i,-0.031568-0.099824i,-0.068528-0.090954i,-0.07121-0.038284i,-0.013536+0.012227i,0.017113+0.006542i,-0.012752-0.0058932i,-0.035604-0.0015766i,-0.040029-0.017062i
0.38116+0.13188i,0.71483+0.074982i,0.65065-0.082064i,0.29734-0.21319i,0.035667-0.29513i,-0.03816-0.42129i,-0.078985-0.42576i,-0.13632-0.17165i,-0.11973+0.12985i,-0.055143+0.24464i,-0.030045+0.19098i,-0.030591+0.10904i,-0.016907+0.08734i,0.0081827+0.092442i,0.034176+0.084814i,0.077034+0.068182i,0.11154+0.033117i,0.086359-0.0009256i,0.032973-0.0026214i,-0.0073792+0.0098777i,-0.035369+0.00751i,-0.045345-0.0059736i,-0.032614-0.017045i
0.96088+6.6944i,3.7806+5.7728i,7.0813+4.5412i,7.645+1.2463i,5.9295-1.9451i,2.9829-3.2805i,0.46286-2.0788i,-0.34909-0.06713i,0.3601+1.1102i,1.2681+0.73296i,0.95673-0.39497i,-0.12464-0.901i,-0.98347-0.61547i,-1.3438+0.060164i,-1.1209+0.59723i,-0.637+0.68747i,-0.257+0.48192i,-0.098511+0.19254i,-0.14565-0.01707i,-0.27754-0.0745i,-0.35279-0.058696i,-0.30973-0.0177i,-0.17352-0.014706i
-0.19225+0.5046i,-0.32322+0.61218i,-0.1542+0.48759i,0.063634+0.11705i,0.0051515-0.13596i,-0.13645-0.075484i,-0.1332+0.061037i,-0.021403+0.10064i,0.11442+0.064628i,0.15194-0.004766i,0.066834-0.018922i,-0.012445+0.030878i,-0.018363+0.077355i,-0.0010981+0.064479i,-0.026198+0.014186i,-0.079952+0.0030741i,-0.10512+0.022278i,-0.074144+0.028934i,0.0042179+0.024055i,0.063045+0.0078926i,0.053557-0.011132i,0.018464-0.015143i,0.010423-0.015887i
0.06602+0.0056355i,0.33648-0.12025i,0.31812-0.29437i,-0.011698-0.25901i,-0.2588+0.02256i,-0.25868+0.24533i,-0.16708+0.28619i,-0.08776+0.26249i,-0.0028087+0.2107i,0.079653+0.10958i,0.089989+0.012653i,0.053187-0.010825i,0.044164+0.0016717i,0.033872-0.017807i,0.017954-0.037766i,0.03051-0.052385i,0.01126-0.078533i,-0.042439-0.072947i,-0.046056-0.043723i,-0.01819-0.027819i,-0.021968-0.0056474i,-0.038974+0.012172i,-0.062383-0.011523i
-0.081381-0.25891i,-0.24586-0.33594i,-0.39145-0.35749i,-0.38845-0.23681i,-0.28411-0.14097i,-0.21328-0.15942i,-0.14145-0.17285i,0.014298-0.15342i,0.16827-0.1591i,0.17923-0.15407i,0.066953-0.07803i,-0.015693+0.011597i,-0.043956+0.0248i,-0.089241+0.0096251i,-0.1385+0.0047473i,-0.17161-0.012488i,-0.17467-0.0086809i,-0.11477+0.015463i,-0.046074+0.024794i,-0.021624+0.044018i,-0.0058693+0.068001i,0.0010406+0.059238i,-0.017463+0.048491i
0.32919+0.08912i,0.17062+0.059232i,-0.050474+0.14085i,-0.12855+0.26209i,-0.076606+0.38415i,-0.0020055+0.47294i,0.035666+0.38975i,-0.0079489+0.15309i,-0.10919-0.014077i,-0.12629-0.03178i,-0.035363-0.010731i,0.032631-0.018513i,0.042397-0.010594i,0.054472+0.023371i,0.060843+0.054207i,0.051224+0.091187i,0.048441+0.10689i,0.029729+0.056601i,0.011433-0.011812i,0.035405-0.036491i,0.070917-0.027364i,0.082419-0.0092601i,0.079419+0.0051949i
-0.51708-0.17407i,-0.51184-0.12319i,-0.28687+0.077652i,0.048651+0.1724i,0.28083+0.0014514i,0.29947-0.20913i,0.20033-0.18968i,0.10199-0.037544i,0.027678+0.027555i,-0.045058-0.0088458i,-0.094873-0.045341i,-0.098894-0.039011i,-0.070912-0.016688i,-0.030414-0.0078091i,0.00060103-0.014239i,0.014058-0.028305i,0.013549-0.029961i,0.0026056-0.0058234i,-0.011953+0.010193i,-0.016141-0.006389i,-0.0016551-0.023737i,0.011769-0.023717i,0.0062121-0.010082i
-0.0084869+0.20433i,0.069797+0.26494i,0.1278+0.036229i,0.044857-0.16434i,-0.073212-0.11524i,-0.11264+0.0023055i,-0.12899+0.0085766i,-0.1305-0.059955i,-0.093981-0.10149i,-0.047714-0.076267i,-0.019402-0.018567i,0.005623+0.021694i,0.016004+0.013797i,-0.010421-0.0089225i,-0.046313-0.0034829i,-0.060322+0.025995i,-0.046692+0.048713i,-0.022075+0.030456i,-0.016097-0.0061003i,-0.030207-0.014765i,-0.046412-0.0040733i,-0.051772+0.0052932i,-0.043807+0.0081631i
0.50982-0.015928i,0.32848-0.095809i,-0.028414+0.026918i,-0.17031+0.22338i,-0.11626+0.23767i,-0.11712+0.11993i,-0.15051+0.063645i,-0.13858+0.067039i,-0.10441+0.079818i,-0.05147+0.07186i,0.00059787+0.026897i,0.0051742-0.0089607i,-0.0085358+0.0067363i,0.011392+0.044447i,0.049807+0.051891i,0.06515+0.01933i,0.044703-0.014956i,0.0023836-0.010618i,-0.030156+0.029479i,-0.023268+0.065279i,0.011803+0.068555i,0.036377+0.046491i,0.038531+0.020008i
-0.54298-0.19591i,-0.51004-0.13453i,-0.2006+0.11494i,0.16375+0.23362i,0.284+0.1613i,0.19727+0.13274i,0.10951+0.13368i,0.049972+0.078032i,0.013295+0.01785i,0.0020816-0.026349i,-0.015291-0.037378i,-0.013666-0.0099013i,0.014525+0.0022016i,0.029946-0.021383i,0.018672-0.049412i,-0.0045858-0.048607i,-0.011352-0.023512i,0.01327-0.0046266i,0.049756-0.011224i,0.066156-0.030033i,0.060887-0.037413i,0.047102-0.031664i,0.027232-0.017028i
-0.0095998+0.37601i,0.084536+0.6277i,0.22359+0.4455i,0.19547+0.047452i,0.043427-0.17082i,-0.036438-0.20386i,-0.042826-0.16524i,-0.02336-0.099668i,-0.0039568-0.052118i,0.0063423-0.013131i,0.032721+0.0047614i,0.030817-0.022054i,-0.020262-0.038016i,-0.059289-0.021113i,-0.072558+0.0077262i,-0.071554+0.033566i,-0.062269+0.032154i,-0.057958+0.0090186i,-0.05324-0.0066574i,-0.038081-0.011666i,-0.023364-0.015951i,-0.017358-0.011932i,-0.010685-0.0009959i
0.70554-0.22217i,0.78008-0.49469i,0.50784-0.5463i,0.14581-0.3444i,-0.040705-0.10899i,-0.1191+0.033075i,-0.13903+0.10946i,-0.085997+0.11638i,-0.043622+0.072955i,-0.044904+0.043752i,-0.042091+0.033504i,-0.020774+0.016383i,-0.0022313-0.0079677i,-0.0030397-0.029874i,-0.0040476-0.039876i,0.014188-0.040504i,0.035072-0.034496i,0.035021-0.025367i,0.0096995-0.017653i,-0.019888-0.0036397i,-0.029788+0.013441i,-0.01711+0.017083i,0.0016156+0.0078628i
-0.85516-0.12868i,-1.0614-0.13637i,-0.87397+0.031209i,-0.41433+0.15902i,-0.073469+0.10446i,0.074972+0.037147i,0.16133+0.012859i,0.1535-0.037837i,0.074041-0.082195i,0.019447-0.08978i,-0.0078796-0.06923i,-0.016689-0.021823i,-0.00055758+0.023553i,0.023125+0.049822i,0.034568+0.054162i,0.022755+0.039411i,0.0041682+0.018005i,-0.0022506+0.0034973i,0.0035804+0.0055347i,0.018856+0.0091236i,0.026482-0.00042804i,0.012492-0.011003i,-0.0069653-0.0076147i
0.27377+0.44138i,0.43859+0.68646i,0.42385+0.50627i,0.17989+0.22029i,0.027536+0.17834i,0.095665+0.158i,0.099328+0.031097i,0.014173+0.0044929i,0.0016757+0.075412i,0.034316+0.098268i,0.04569+0.072781i,0.041019+0.023254i,0.01735-0.03392i,-0.01994-0.060965i,-0.048723-0.052017i,-0.056106-0.022893i,-0.041747+0.0065217i,-0.022308+0.015187i,-0.013957+0.005294i,-0.013621-0.0016797i,-0.0097873+0.0031761i,-0.0028294+0.007155i,-0.0015006+0.0021004i
0.58375-0.38115i,0.54961-0.62852i,0.29715-0.49092i,0.15545-0.13714i,0.17001-0.0077402i,0.058435-0.097972i,-0.09631-0.088767i,-0.077944-0.021773i,0.0073859-0.036294i,0.033634-0.056624i,0.034872-0.044066i,0.02423-0.018158i,0.012608+0.017325i,0.021174+0.035447i,0.03454+0.0312i,0.04144+0.022306i,0.035685+0.016163i,0.023798+0.019782i,0.022357+0.023119i,0.021398+0.013759i,0.012742+0.0040636i,0.0086699+0.0049988i,0.011998+0.0083621i
-0.87168-0.19827i,-1.0485-0.2925i,-0.80609-0.25004i,-0.36785-0.2402i,-0.15855-0.26819i,-0.14032-0.095893i,-0.069603+0.096621i,-0.037022+0.087367i,-0.098403+0.034046i,-0.11698+0.02435i,-0.094939+0.0058694i,-0.07819-0.0014056i,-0.057482+0.0083253i,-0.04178+0.02004i,-0.029636+0.025727i,-0.021398+0.014001i,-0.016422-0.0051715i,-0.011307-0.023255i,-0.01612-0.029086i,-0.020875-0.013538i,-0.013866+0.0035453i,-0.005305+0.0048056i,-0.0025155+0.0024365i
0.092747+0.58839i,0.14404+1.0263i,0.1115+0.94399i,-0.10986+0.55454i,-0.31487+0.3223i,-0.25868+0.1749i,-0.12708-0.0044147i,-0.093293-0.067381i,-0.067487-0.013542i,-0.028927+0.024591i,-0.010652+0.035349i,0.0037379+0.03325i,0.015174+0.016957i,0.028824-0.0051575i,0.03823-0.032031i,0.023425-0.042817i,-0.0060513-0.027801i,-0.02126-0.0036504i,-0.002338+0.0096145i,0.02691+0.0015953i,0.034522-0.011473i,0.022524-0.011875i,0.00773-0.0070606i
0.72499-0.33205i,0.88223-0.63886i,0.75638-0.56974i,0.61453-0.18235i,0.6143+0.068556i,0.47908+0.019692i,0.18005-0.045137i,0.031913-0.0091999i,0.047658-0.019594i,0.042007-0.052663i,0.02642-0.031477i,0.038477-0.0090523i,0.037161-0.01004i,0.0080593-0.015972i,-0.030665-0.014891i,-0.04451-0.0011794i,-0.020893+0.010202i,0.0040747+0.0040988i,-0.0069969-0.009534i,-0.032296-0.0096068i,-0.03382-0.0028833i,-0.021099-0.004985i,-0.012571-0.0083587i
-0.80198-0.052151i,-0.98102-0.04951i,-0.74769-0.034669i,-0.29712-0.17222i,-0.092036-0.36014i,-0.13515-0.28187i,-0.096999-0.042152i,0.0062322+0.03562i,0.01386-0.0064175i,-0.011002-0.020642i,-0.015128-0.025937i,-0.024318-0.031905i,-0.025113-0.022578i,-0.0065646-0.0090531i,0.016963+0.0017299i,0.027349+0.0025479i,0.017221-0.0010707i,0.0053276+0.0028643i,0.012336+0.0097927i,0.027937+0.011367i,0.030287+0.0078319i,0.021945+0.0084351i,0.016987+0.012446i
0.30507+0.2483i,0.43884+0.44104i,0.31969+0.30156i,-0.083902+0.064753i,-0.35473+0.072193i,-0.22659+0.18054i,-0.016016+0.1396i,-0.0052331+0.055703i,-0.053198+0.067893i,-0.027719+0.091i,0.011513+0.063739i,0.015066+0.026683i,-0.0078055+0.0049071i,-0.034048+0.0057956i,-0.039964+0.02087i,-0.026458+0.030271i,-0.0096099+0.023592i,-0.0051631+0.004958i,-0.017801-0.0017848i,-0.023862+0.0078139i,-0.014364+0.01313i,-0.0074677+0.0068027i,-0.010077-0.00083948i
0.38157-0.23937i,0.38195-0.43621i,0.2617-0.26379i,0.18264+0.18554i,0.2015+0.45227i,0.18103+0.31458i,0.074901+0.07336i,0.019721+0.0058836i,0.049906+0.0076824i,0.052536-0.022087i,0.011908-0.034657i,-0.0027892-0.015529i,0.015281+0.0019724i,0.030021-0.0053438i,0.019579-0.02599i,-0.0023269-0.028121i,-0.013589-0.0085984i,-0.0084802+0.012414i,0.010706+0.0091265i,0.0205-0.018607i,0.013232-0.037018i,0.011691-0.032033i,0.017681-0.021538i
-0.74597-0.067471i,-0.93703-0.15468i,-0.72559-0.22656i,-0.19197-0.33638i,0.1943-0.4673i,0.19769-0.39444i,0.07774-0.1592i,0.037271-0.047634i,0.0020279-0.058673i,-0.034605-0.049312i,-0.032203-0.019516i,-0.023563-0.0059611i,-0.024637+0.002945i,-0.020249+0.024006i,-0.0020504+0.042566i,0.016847+0.028675i,0.014557-0.0068625i,-0.0045279-0.024673i,-0.01949-0.0069486i,-0.019105+0.024465i,-0.014731+0.039858i,-0.016908+0.037361i,-0.017243+0.027437i
0.33082+0.42915i,0.45736+0.82722i,0.35058+0.78678i,-0.020019+0.38555i,-0.34644+0.092209i,-0.36412-0.0042875i,-0.21714-0.050868i,-0.13631-0.068162i,-0.10525-0.040193i,-0.066356+0.00026298i,-0.026301+0.023141i,-0.0044697+0.02373i,-0.0047693+0.016035i,-0.0080656+0.0041696i,-0.010086-0.013124i,-0.018836-0.012i,-0.013952+0.01626i,0.012517+0.030292i,0.026171+0.0029819i,0.011976-0.027718i,0.00083217-0.029636i,0.0030146-0.021016i,-0.0006473-0.013726i
0.40521-0.37317i,0.47078-0.70633i,0.3808-0.61885i,0.25746-0.18991i,0.19829+0.11785i,0.1366+0.15788i,0.054067+0.10495i,0.016903+0.08878i,0.034402+0.083462i,0.054748+0.045891i,0.049116+0.0017721i,0.041468-0.012561i,0.052243-0.01071i,0.061416-0.016603i,0.053859-0.022447i,0.040446-0.024697i,0.024656-0.036831i,0.00064872-0.0416i,-0.012662-0.012431i,0.003335+0.021052i,0.022755+0.022558i,0.020216+0.0096748i,0.013342+0.0051374i
-0.62093+0.0023398i,-0.72008+0.017598i,-0.50422+0.014533i,-0.13233+0.0088047i,0.081286+0.027091i,0.081498+0.063843i,0.031512+0.073808i,0.021273+0.036671i,0.0086757-0.018221i,-0.024688-0.038058i,-0.046969-0.013516i,-0.041648+0.004615i,-0.035605-0.0064826i,-0.044478-0.018459i,-0.051416-0.015853i,-0.045142-0.0082753i,-0.032214+0.002007i,-0.018449+0.0069144i,-0.01069-0.0066042i,-0.013856-0.023672i,-0.015057-0.024808i,-0.0076503-0.018566i,-2.118e-05-0.016777i
0.19122+0.12721i,0.14723+0.28646i,0.013907+0.21468i,-0.11628-0.045853i,-0.14215-0.23072i,-0.072498-0.22086i,-0.014414-0.12078i,-0.020664-0.046354i,-0.036213+0.0034262i,-0.018603+0.034927i,0.010436+0.02905i,0.0080682+0.0065428i,-0.022357+0.005883i,-0.038532+0.028018i,-0.031392+0.045215i,-0.024045+0.051264i,-0.023717+0.053721i,-0.018446+0.049358i,-0.0030958+0.043506i,0.011026+0.038983i,0.013355+0.032612i,0.0092899+0.025553i,0.0042427+0.017528i
0.27942+0.0084555i,0.39973-0.080123i,0.36751-0.0072291i,0.19093+0.20078i,0.038342+0.33887i,-0.013825+0.27783i,-0.01269+0.14053i,0.011286+0.067964i,0.040819+0.033384i,0.052606+0.0038918i,0.048855-0.011695i,0.043529-0.008357i,0.051232+0.0050861i,0.063358+0.0049892i,0.055807-0.006716i,0.044435-0.012662i,0.049036-0.018551i,0.04333-0.025444i,0.014641-0.027423i,-0.0090229-0.023019i,-0.012472-0.017292i,-0.0090969-0.014035i,-0.005527-0.0070083i
-0.50624-0.08043i,-0.6389-0.10843i,-0.51764-0.14021i,-0.21142-0.19848i,-0.0091875-0.24821i,0.016517-0.16529i,0.026687-0.030833i,0.038941-0.0086789i,-0.0018044-0.045155i,-0.049487-0.064317i,-0.069649-0.064375i,-0.06073-0.046353i,-0.036597-0.033831i,-0.023077-0.029714i,-0.010184-0.021586i,0.0025425-0.026186i,-0.0066563-0.036093i,-0.018341-0.023939i,-0.0049445-0.0012436i,0.013376+0.0052118i,0.013439+0.0023476i,0.005599+0.007096i,0.0032774+0.011804i
0.47004+0.12573i,0.59677+0.25136i,0.47211+0.25466i,0.20256+0.19548i,0.059269+0.16611i,0.063424+0.067208i,0.026925-0.07099i,-0.048555-0.087857i,-0.065144-0.019099i,-0.040253+0.039117i,-0.015624+0.06305i,-0.0084426+0.051119i,-0.021303+0.030515i,-0.032149+0.025353i,-0.037244+0.02428i,-0.042425+0.025497i,-0.029044+0.028699i,-0.0028228+0.012521i,-0.00035417-0.0089371i,-0.017066-0.0093561i,-0.020723-0.004169i,-0.014037-0.0094942i,-0.013499-0.016354i
-0.10944-0.13449i,-0.16308-0.26499i,-0.11838-0.23277i,-0.032406-0.14612i,-0.013351-0.13145i,-0.052574-0.1087i,-0.058212-0.041154i,-0.019374+0.0035969i,0.027813+0.017938i,0.057404+0.013427i,0.056665+0.0074331i,0.047026+0.014555i,0.048995+0.017022i,0.057975+0.00015347i,0.058428-0.021544i,0.044877-0.027787i,0.020576-0.018456i,-0.0026805-0.0033288i,-0.00093668+0.003886i,0.018835-0.001685i,0.029698-0.0042589i,0.029716+0.00033329i,0.02777+0.0029871i
-0.23748-0.080084i,-0.25522-0.12722i,-0.18901-0.13419i,-0.05254-0.026729i,0.055306+0.077095i,0.04103+0.097431i,-0.029505+0.104i,-0.039468+0.093791i,-0.020394+0.025732i,-0.022803-0.032461i,-0.017037-0.039747i,-0.0036571-0.035168i,-0.0099831-0.032164i,-0.032809-0.01934i,-0.046749+0.0033844i,-0.035867+0.019212i,-0.012049+0.015125i,-0.0028431+0.006054i,-0.016859+0.0070729i,-0.032223+0.010933i,-0.032972+0.0081674i,-0.027595+0.0044435i,-0.021335+0.00564i
0.13376+0.23879i,0.061734+0.44796i,-0.022004+0.40859i,-0.10739+0.11251i,-0.18237-0.083309i,-0.14503-0.052773i,-0.026427+0.0023196i,0.018295-0.0048611i,-0.015645+0.006245i,-0.036237+0.033371i,-0.034868+0.025134i,-0.038596-0.00080529i,-0.042464-0.0062182i,-0.033677+0.0069492i,-0.023265+0.013813i,-0.025352+0.015216i,-0.026316+0.027908i,-0.0066358+0.039096i,0.023465+0.031933i,0.039382+0.01786i,0.037753+0.010773i,0.027858+0.002863i,0.013554-0.0076778i
0.11778-0.10841i,0.23688-0.27168i,0.24201-0.2053i,0.18936+0.052212i,0.1845+0.19645i,0.15992+0.14398i,0.09626+0.048716i,0.060046+0.0099289i,0.063994-0.0010699i,0.070236-0.012854i,0.05872-0.0087345i,0.048154+0.014918i,0.058525+0.02902i,0.073277+0.019026i,0.076258+0.0035324i,0.06966-0.012281i,0.048956-0.034758i,0.011288-0.047412i,-0.017944-0.03033i,-0.020514-0.0038074i,-0.012575+0.0053589i,-0.0097711+0.0099402i,-0.005075+0.018055i
-0.21798+0.040416i,-0.23833+0.13696i,-0.15596+0.075274i,-0.10523-0.077851i,-0.12279-0.11328i,-0.09298-0.052431i,-0.044907-0.022744i,-0.046193-0.028399i,-0.064786-0.028i,-0.070141-0.023628i,-0.062402-0.015317i,-0.043618-0.0065813i,-0.033332-0.013886i,-0.041422-0.026471i,-0.047736-0.029632i,-0.040634-0.020108i,-0.021246-0.0040834i,0.0037993-0.0044996i,0.014483-0.030641i,0.0071805-0.054753i,0.0020983-0.05362i,0.0053293-0.038408i,0.0037769-0.026363i
0.22427-0.13648i,0.15655-0.21422i,0.042171-0.14393i,0.073182-0.0072883i,0.19783-0.0069089i,0.18563-0.093696i,0.066349-0.091827i,0.005429-0.02907i,0.0019197+0.0062844i,0.0087969+0.022017i,0.023323+0.014046i,0.019421-0.01651i,-0.003098-0.023565i,-0.015728-0.0016779i,-0.016051+0.015224i,-0.01601+0.013137i,-0.022983+0.0045326i,-0.029731+0.013748i,-0.027043+0.042369i,-0.020561+0.060291i,-0.017759+0.054807i,-0.013251+0.03575i,-0.0024429+0.016928i
-0.080274+0.18072i,0.010209+0.205i,0.059919+0.14007i,-0.044627+0.03394i,-0.19307+0.002317i,-0.19395+0.05027i,-0.082495+0.062573i,-0.0059438+0.034798i,0.020111+0.02122i,0.028907+0.018014i,0.018714+0.025086i,0.011228+0.043301i,0.023802+0.047515i,0.039742+0.033525i,0.041871+0.018567i,0.035011+0.012584i,0.031962+0.011067i,0.028394+0.0019047i,0.01956-0.013706i,0.014749-0.020274i,0.015105-0.015722i,0.0097344-0.0071113i,1.5592e-05+0.0015065i
-0.22836-0.22862i,-0.35945-0.22108i,-0.28413-0.12165i,-0.053986-0.027955i,0.071102-0.025573i,0.0084267-0.04681i,-0.068909-0.018576i,-0.066604+0.00070585i,-0.048944-0.025073i,-0.050973-0.056475i,-0.04742-0.064071i,-0.035288-0.053806i,-0.031931-0.042895i,-0.035185-0.038258i,-0.03613-0.032037i,-0.037216-0.018803i,-0.03411-0.00025697i,-0.015441+0.016664i,0.012772+0.021699i,0.031493+0.015587i,0.033288+0.0080546i,0.024928+0.0036864i,0.014752-0.0015135i
0.37796+0.23715i,0.49353+0.22796i,0.34314+0.10257i,0.065516+0.033852i,-0.038584+0.11107i,0.042989+0.15309i,0.087058+0.077538i,0.044334+0.017705i,0.014094+0.02959i,0.017702+0.057953i,0.026011+0.059988i,0.024973+0.037145i,0.0099006+0.017043i,-0.0083189+0.013443i,-0.014806+0.016845i,-0.0066925+0.015853i,0.00053333+0.0039358i,-0.01302-0.012797i,-0.044355-0.019088i,-0.065943-0.017005i,-0.060731-0.015103i,-0.042783-0.011662i,-0.02706-0.0031778i
-0.34382-0.050047i,-0.4207+0.0095186i,-0.26802+0.090858i,-0.018667+0.062089i,0.080185-0.054976i,0.024326-0.080372i,-0.0069495-0.0065707i,0.020993+0.027407i,0.030282-0.00037095i,0.017772-0.025279i,0.0075795-0.021057i,0.0053327+0.0021576i,0.018848+0.022852i,0.039205+0.028213i,0.04683+0.019379i,0.036907+0.0060376i,0.02043+0.0011651i,0.014032+0.0035275i,0.027321+0.005165i,0.043248+0.0069695i,0.043209+0.0094552i,0.032801+0.0089433i,0.022163+0.0045707i
0.2822-0.17121i,0.33669-0.27463i,0.20185-0.27452i,0.0039391-0.14273i,-0.052451-0.018675i,0.00084063-0.010897i,0.014056-0.050972i,-0.025427-0.045438i,-0.04453-0.014837i,-0.030923-0.0082246i,-0.012154-0.022805i,-0.0007864-0.040098i,0.00012475-0.050611i,-0.0076205-0.050408i,-0.01095-0.039683i,-0.0059193-0.029133i,0.0017429-0.025392i,0.0048477-0.020168i,-0.0015588-0.01097i,-0.008608-0.0052526i,-0.0084358-0.0044486i,-0.0036815-0.0046334i,0.0030015-0.0048867i
-0.14546+0.26568i,-0.17079+0.3663i,-0.095465+0.31164i,0.0020779+0.14508i,0.0084718+0.030295i,-0.029168+0.010574i,-0.020868+0.020442i,0.01328+0.012635i,0.018463+0.007208i,0.0013504+0.0208i,-0.013185+0.02801i,-0.025175+0.023301i,-0.032452+0.019234i,-0.028227+0.013284i,-0.023408+0.0040414i,-0.023459+0.0034516i,-0.021478+0.010989i,-0.01396+0.0091526i,-0.006073-0.0041897i,-0.0041941-0.013892i,-0.0045923-0.014661i,-0.0053019-0.01303i,-0.0093285-0.010245i
