-0.0052415-0.0026131i,-0.0042002-0.001927i,-0.0041088+0.000362i,-0.0025725+0.0011873i,0.00014743+0.0013554i,0.0002213+0.00050587i,-0.0011712+6.5701e-05i,-0.00015888+0.0012685i,0.00135+0.0017157i,0.0015192+0.00074505i,0.00117+0.00014545i,4.7605e-05-0.00013154i,0.00036305-0.00088889i,0.0012931-0.0005843i,0.00087548+0.00051098i,0.00050434+0.000613i,-0.00049719+4.3948e-05i,-0.0012949+8.6431e-06i,-0.00055898+0.00062978i,-1.8643e-05+0.00078134i,-0.00027139+0.00060866i,-0.00041461+0.00039133i,-0.00066732+0.00011341i
0.3327+0.012612i,0.28173+0.10956i,0.18572+0.15939i,0.10635+0.10469i,0.10255+0.051038i,0.12999-0.0024396i,0.094536-0.057886i,0.036158-0.059832i,0.0034918-0.028822i,-0.015754+0.011248i,-0.0055652+0.045494i,0.017344+0.043291i,0.013362+0.019691i,-0.0071729+0.0024259i,-0.019173-0.0064196i,-0.016747-0.010059i,-0.0069619-0.010717i,0.0039718-0.011561i,0.0063893-0.01381i,-0.0043999-0.012418i,-0.014091-0.0045926i,-0.012335+0.0024058i,-0.0035992+0.0040301i
-0.14039-0.091542i,-0.083655-0.24422i,-0.12389-0.2381i,-0.18644-0.086738i,-0.16766+0.016105i,-0.096909+0.035805i,-0.036289+0.030428i,-0.015796+0.019033i,-0.010635+0.012767i,0.004669-0.0084763i,-0.0047988-0.04379i,-0.037574-0.048824i,-0.048145-0.024197i,-0.031539-0.00015505i,-0.0098306+0.0097297i,-0.0045132+0.0052449i,-0.016794+0.0031635i,-0.026059+0.0099815i,-0.021967+0.01547i,-0.008642+0.014532i,0.0032157+0.0055394i,0.0023864-0.0042766i,-0.0045933-0.0055468i
-0.27855+0.19081i,-0.35045+0.36565i,-0.21647+0.38452i,0.019868+0.27075i,0.11843+0.13146i,0.054941+0.078575i,-0.0010647+0.083508i,0.0075616+0.05434i,0.01971+0.007128i,0.010454-0.008527i,0.00025036+0.0037486i,0.000304+0.017552i,0.0033091+0.015301i,0.0036206-0.0011914i,0.0022718-0.015133i,0.0040381-0.013442i,0.010024-0.0053667i,0.0163-0.0014444i,0.019336-0.00033471i,0.018205-0.00062115i,0.015559+0.0002179i,0.01379+0.00038388i,0.0097511-0.0020306i
0.4882-0.17694i,0.52965-0.1292i,0.46713-0.041965i,0.29998-0.07277i,0.12727-0.12456i,0.051685-0.12907i,0.015534-0.12726i,-0.036189-0.10188i,-0.060108-0.058071i,-0.046547-0.022229i,-0.014481+0.0063278i,0.014459+0.016446i,0.018183+0.01687i,0.0050556+0.020975i,-0.0061993+0.024302i,-0.0047397+0.020638i,0.0068664+0.0042775i,0.0082269-0.01862i,-0.0086965-0.028432i,-0.027492-0.018633i,-0.033211-0.0045648i,-0.026601+0.004962i,-0.012357+0.012162i
-0.20343-0.10584i,-0.10161-0.35945i,-0.051784-0.48912i,-0.079654-0.3561i,-0.081613-0.11935i,-0.02851+0.012736i,0.010532+0.039937i,0.034378+0.053574i,0.056205+0.046842i,0.042496+0.0032218i,0.0047565-0.027737i,-0.013091-0.033324i,-0.0086445-0.030238i,0.0023903-0.018205i,0.0097388-0.0095094i,0.0021461-0.0072461i,-0.013081+0.0020886i,-0.019727+0.017009i,-0.01078+0.025095i,0.0091823+0.017689i,0.023524+0.0056633i,0.023616+0.00026739i,0.01397-0.0025519i
-0.11469+0.18245i,-0.19986+0.21665i,-0.26622+0.10136i,-0.21905+0.029994i,-0.098778+0.013818i,-0.055131+0.011621i,-0.064719+0.052922i,-0.040369+0.068355i,-0.0082187+0.043404i,0.018374+0.030903i,0.040174+0.015785i,0.034893-0.0049237i,0.015907-0.015817i,0.00016569-0.019497i,-0.0085957-0.011461i,-0.0051332+0.00090864i,0.00063008+0.0048108i,0.0021326+0.0022873i,0.0032383-0.0024882i,0.00097604-0.0066968i,-0.004973-0.0073516i,-0.0081458-0.0076041i,-0.0083574-0.0065667i
0.25368-0.15976i,0.076809-0.032702i,-0.068886+0.21052i,-0.08634+0.28698i,-0.044974+0.20089i,0.002092+0.076303i,0.02784-0.031199i,0.0050452-0.073878i,-0.034671-0.052997i,-0.052845-0.019538i,-0.048151+0.0051034i,-0.032524+0.023161i,-0.018012+0.033677i,-0.0032507+0.03385i,0.016729+0.023496i,0.029551+0.0042837i,0.025911-0.013014i,0.01153-0.015489i,-0.0037327-0.0080746i,-0.014308+0.00014544i,-0.019613+0.0054647i,-0.017329+0.008112i,-0.0048042+0.0080831i
-0.19894+0.22319i,0.018915+0.21562i,0.18024+0.11914i,0.1747+0.011962i,0.10186-0.040621i,0.060341-0.034868i,0.050037-0.034555i,0.03137-0.047094i,0.00294-0.028852i,-0.010423+0.0078048i,-0.0098918+0.019825i,-0.014085+0.010561i,-0.017554+0.0075029i,-0.013154+0.0098311i,-0.014295+0.0061843i,-0.023321+0.0046481i,-0.025788+0.012202i,-0.0081683+0.018532i,0.014518+0.012982i,0.022253+0.00069416i,0.024059-0.0090624i,0.025105-0.012676i,0.016733-0.011852i
0.052554-0.12628i,0.048323-0.1608i,0.042683-0.13171i,0.051752-0.016805i,0.046887+0.037954i,0.00044422+0.03484i,-0.045353+0.051951i,-0.055023+0.073641i,-0.02294+0.060253i,0.018615+0.010525i,0.018386-0.034133i,-0.0013164-0.036268i,-0.0022645-0.021643i,0.0041657-0.013925i,0.0074319-0.0043848i,0.010653+0.0077158i,0.011664+0.0099902i,0.0016442+0.00038797i,-0.01299-0.0049012i,-0.018898+0.0025284i,-0.017618+0.012169i,-0.012617+0.013024i,-0.0096046+0.0099959i
0.25183-0.17576i,0.093104-0.164i,0.045436-0.076893i,0.10038-0.081599i,0.084181-0.092213i,0.0054871-0.052874i,-0.066217-0.020865i,-0.065495-0.0064835i,-0.013675-0.018714i,-0.0049238-0.031769i,-0.011911-0.0026942i,0.013222+0.016117i,0.028139-0.007201i,0.024278-0.036579i,0.021877-0.057876i,0.017282-0.064949i,0.013367-0.053906i,0.0093685-0.038454i,-0.0011218-0.026943i,-0.0090116-0.017911i,-0.0096369-0.0094513i,-0.0074274-0.001407i,-0.0046404+0.0015119i
-0.11162+0.067348i,0.13193-0.12281i,0.15801-0.37735i,-0.032028-0.40474i,-0.10617-0.19728i,-0.021132-0.032001i,0.039105+0.0090213i,0.04064+0.017638i,0.047976+0.023745i,0.075054+0.00039467i,0.070975-0.042269i,0.026167-0.0609i,-0.01545-0.039589i,-0.031669-0.0012961i,-0.035912+0.024126i,-0.04024+0.028512i,-0.036805+0.025661i,-0.022046+0.020121i,-0.011905+0.0075244i,-0.0084098-0.0034379i,-0.0037338-0.0073095i,-0.00034045-0.0075995i,0.0003549-0.0054348i
-0.29425-0.10399i,-0.51492-0.047989i,-0.55814+0.054971i,-0.36256+0.18808i,-0.11173+0.17831i,-0.052983+0.046214i,-0.11011-0.00041819i,-0.10376+0.034642i,-0.056855+0.037776i,-0.048258+0.026922i,-0.051764+0.047323i,-0.029567+0.067206i,-0.0073295+0.059289i,-0.0029613+0.047859i,0.00062984+0.051245i,0.0034373+0.058584i,-0.004206+0.053252i,-0.017174+0.039827i,-0.021722+0.038103i,-0.011965+0.03831i,-0.0039911+0.022947i,-0.004497+0.0080904i,0.00012159+0.0050947i
0.48608+0.28087i,0.36372+0.42655i,0.15631+0.51916i,0.059847+0.3676i,0.051501+0.13165i,0.11646+0.046876i,0.21156-0.0026058i,0.16759-0.10144i,0.017376-0.10399i,-0.046358-0.021109i,-0.022537+0.011847i,-0.010794+0.0022401i,-0.0094126+0.00051362i,0.00022428-0.0026514i,0.013223-0.00062017i,0.038721+0.0032289i,0.055023-0.008438i,0.046798-0.020243i,0.031461-0.023346i,0.0089853-0.026715i,-0.0099122-0.022889i,-0.013046-0.012319i,-0.012494-0.0044491i
-0.063055-0.096948i,0.26182-0.17599i,0.41001-0.18409i,0.30129-0.10317i,0.17456-0.060943i,0.15001-0.11046i,0.12791-0.13597i,0.090695-0.067869i,0.074255-0.016813i,0.036995-0.022883i,0.00055097-0.01918i,-0.0020369-0.012183i,-0.004507-0.013485i,0.0014287-0.010632i,0.031559-0.029474i,0.048097-0.066033i,0.031073-0.069173i,0.0058002-0.032256i,-0.00033957+0.0025285i,0.010176+0.015617i,0.026186+0.018144i,0.042878+0.017193i,0.048054+0.0078532i
0.11859-0.3i,0.047571-0.45133i,0.010267-0.48203i,0.016869-0.25624i,0.052848+0.068828i,0.028794+0.27147i,-0.09102+0.28152i,-0.16385+0.17037i,-0.10777+0.08028i,-0.0015259+0.019179i,0.024506-0.047387i,-0.020071-0.069934i,-0.046457-0.052065i,-0.05162-0.045821i,-0.071163-0.047372i,-0.098771-0.026608i,-0.091616+0.0035566i,-0.050149+0.0097205i,-0.017096-0.0087718i,-0.011932-0.023056i,-0.020491-0.019936i,-0.031941-0.010885i,-0.043302-0.0024682i
0.24505-0.30638i,-0.0094893-0.5043i,-0.23937-0.48543i,-0.24095-0.39358i,-0.24136-0.33485i,-0.4089-0.26059i,-0.53996-0.1171i,-0.42729+0.028662i,-0.18525+0.062772i,-0.050521+0.0017826i,-0.013645-0.014654i,0.023901-0.0062495i,0.028844-0.0088479i,0.014607+0.030098i,0.017347+0.076027i,0.017913+0.095432i,0.028668+0.078151i,0.030311+0.017085i,-0.0055794-0.032289i,-0.044839-0.034064i,-0.057011-0.015881i,-0.042991+0.0017292i,-0.0098728+0.015917i
-3.3113+7.6022i,-1.2086+6.2879i,2.6871+5.4514i,4.8947+2.0817i,4.5023-1.0095i,2.5643-2.0316i,0.6751-1.0253i,0.0056184+0.47517i,0.6023+1.1763i,1.6011+0.65064i,1.8372-0.58035i,1.2776-1.5i,0.69317-1.5748i,0.59237-1.0538i,0.87055-0.71942i,0.74532-0.64904i,0.21071-0.4212i,-0.12814-0.19203i,-0.23462-0.17094i,-0.19903-0.15634i,-0.0080469-0.15723i,0.16018-0.31803i,0.11403-0.45655i
0.36612+0.056682i,0.39557+0.052859i,0.26948+0.030468i,0.064407-0.0321i,-0.10994-0.3289i,-0.40322-0.80552i,-0.76695-0.94542i,-0.79695-0.5559i,-0.44439-0.12195i,-0.10622+0.016758i,0.035402+0.020177i,0.084011+0.0059285i,0.069458-0.017479i,0.023025+0.022641i,0.01631+0.10426i,0.028319+0.14337i,0.035036+0.11604i,0.027855+0.04278i,0.0015972-0.013373i,-0.020512-0.024392i,-0.027148-0.023546i,-0.016968-0.020333i,0.01087-0.010061i
0.36423+0.14709i,0.30706+0.054126i,0.18924+0.073581i,0.12953+0.057434i,-0.050452+0.050089i,-0.28021+0.23113i,-0.30969+0.39148i,-0.18272+0.3317i,-0.061766+0.19315i,0.024306+0.10225i,0.062384+0.035497i,0.041841-0.013022i,0.0026117-0.02272i,-0.013698-0.01457i,-0.022252-0.019646i,-0.040937-0.031489i,-0.038268-0.040714i,-0.019285-0.0535i,-0.014866-0.064747i,-0.020147-0.0605i,-0.01906-0.050492i,-0.015242-0.04931i,-0.014644-0.047111i
-0.11072-0.26431i,0.23221-0.17821i,0.52721-0.17985i,0.5284-0.24628i,0.39793-0.28423i,0.3695-0.34315i,0.32802-0.4046i,0.15679-0.32227i,0.029359-0.12623i,0.044379-0.0035993i,0.083408+0.0069438i,0.083305-0.0011408i,0.064633-0.0031507i,0.024358+0.0029157i,-0.0098174+0.02749i,-0.0045189+0.0348i,0.01358+0.019892i,0.023122+0.0066785i,0.027432-0.006818i,0.026911-0.013906i,0.019635-0.0055783i,0.0084534+0.007256i,0.0011763+0.011796i
-0.24556-0.35094i,-0.48071-0.56128i,-0.49057-0.57589i,-0.38306-0.39832i,-0.29948-0.22571i,-0.29717-0.16963i,-0.29764-0.087375i,-0.18004+0.033258i,-0.05732+0.050623i,-0.057364+0.027999i,-0.069923+0.050769i,-0.034017+0.05996i,-0.00061347+0.046371i,0.023774+0.026857i,0.02712-0.010553i,0.0011639-0.035652i,-0.020051-0.028233i,-0.020422-0.0087706i,-0.01088+0.010045i,0.0011433+0.017821i,0.0083378+0.010275i,0.01047-0.00038306i,0.014357+0.00043394i
-0.23774+0.50608i,-0.45147+0.54183i,-0.55045+0.42162i,-0.3524+0.19566i,-0.099687+0.023317i,0.046067+0.061136i,0.17166+0.15278i,0.20083+0.09087i,0.099605-0.0051522i,0.024735-0.0257i,0.010542-0.03655i,-0.0053529-0.038769i,-0.0042999-0.014561i,0.01943-0.0098936i,0.027845-0.0251i,0.031534-0.025985i,0.04293-0.016887i,0.04709-0.011615i,0.04181-0.009896i,0.031018-0.0084631i,0.021065-0.005417i,0.010514-0.0053962i,-0.0035527-0.0057663i
-0.17805-0.068602i,-0.068782+0.31291i,0.067519+0.51552i,0.044579+0.37249i,-0.087927+0.10476i,-0.18118-0.049489i,-0.1765-0.061652i,-0.09283-6.8973e-05i,0.0046742+0.030507i,0.035255+0.012893i,0.017758+0.011877i,0.015939+0.018888i,0.01307+0.00075839i,-0.013443-0.011834i,-0.035169+0.0011149i,-0.039863+0.0175i,-0.037691+0.022825i,-0.035617+0.024131i,-0.030636+0.029123i,-0.02235+0.034627i,-0.01788+0.036099i,-0.013417+0.034007i,-0.0018079+0.024887i
0.37877+0.18944i,0.51117+0.12753i,0.52553+0.066379i,0.32521+0.05112i,0.090315+0.06887i,-0.012038+0.04686i,-0.051681-0.014802i,-0.064075-0.048305i,-0.05002-0.047813i,-0.040445-0.03018i,-0.029285-0.0072441i,-0.012759+0.0061769i,0.0050702+0.013263i,0.018431+0.011752i,0.015011+0.0044164i,-0.00039865+0.0027465i,-0.012953+0.0054082i,-0.0088822+0.0064026i,0.0054926+0.0054196i,0.012443-0.00046922i,0.011011-0.011897i,0.0064045-0.020587i,0.00034397-0.022476i
0.0775-0.14922i,0.094648-0.46788i,0.00015518-0.56271i,-0.016658-0.33856i,0.033798-0.070549i,0.080537+0.10352i,0.14299+0.16819i,0.15802+0.11399i,0.099609+0.038732i,0.054149-0.0028589i,0.030093-0.035368i,0.0016757-0.046696i,-0.018788-0.031629i,-0.023761-0.0057724i,-0.010173+0.01465i,0.012109+0.013703i,0.023886+0.0018221i,0.017232-0.0034757i,0.0049217-0.0033897i,0.0043054-0.0042188i,0.010213-0.0046807i,0.0095572-0.0095924i,-0.0014148-0.017873i
-0.45262-0.18471i,-0.59717+0.12617i,-0.40511+0.24611i,-0.14471+0.10276i,-0.028892-0.028859i,0.017212-0.082989i,0.036525-0.12534i,0.0073715-0.12594i,-0.042065-0.07026i,-0.062043+0.0073196i,-0.033287+0.055319i,0.0092043+0.049672i,0.037001+0.016792i,0.041729-0.014738i,0.024401-0.028561i,0.0087836-0.023791i,0.0037103-0.013959i,0.0041794-0.0057361i,0.008195-0.0048974i,0.0072968-0.0096382i,-0.0030694-0.0075473i,-0.014172+0.0046289i,-0.016806+0.018216i
0.34747+0.40568i,0.46801+0.27128i,0.30001+0.087961i,0.0025935+0.036371i,-0.09294+0.090739i,-0.017309+0.063624i,0.0084531-0.020381i,-0.020228-0.021601i,-0.0067737+0.03043i,0.032486+0.034153i,0.031807+0.00090589i,-0.0022745-0.0078087i,-0.030834+0.0070249i,-0.037075+0.018356i,-0.024091+0.017781i,-0.013747+0.009458i,-0.012026+0.0041763i,-0.011726-0.0012649i,-0.018655-0.0039113i,-0.025293+0.0032347i,-0.018838+0.0076951i,-0.005745+0.0079603i,0.0071204+0.012413i
-0.020131-0.02807i,-0.033585-0.12782i,-0.088709-0.12194i,0.013598-0.024713i,0.13689-0.068407i,0.043993-0.12837i,-0.086352-0.033198i,-0.06009+0.048521i,0.012693+0.017363i,0.024839-0.024023i,0.0071462-0.021862i,0.00040642-0.0055738i,0.003657+0.0028238i,0.0092595+0.0015055i,0.010655-0.0043892i,0.0034637-0.0015594i,0.0016256+0.010715i,0.012677+0.019782i,0.029966+0.020015i,0.043351+0.012518i,0.04473+0.0033886i,0.038031-0.0064557i,0.029596-0.019994i
0.10434-0.46293i,-0.045056-0.23553i,-0.021349+0.088178i,0.056706+0.13893i,0.00556+0.02498i,-0.059588-0.013811i,-0.033382-0.011382i,-0.010482-0.023i,-0.027182-0.028316i,-0.039926-0.015121i,-0.028491+0.0048404i,-0.00086798+0.011499i,0.021879-0.001703i,0.017145-0.017188i,-0.0011844-0.0136i,-0.0011865-0.0050049i,0.0068609-0.010284i,-0.0026443-0.019257i,-0.019103-0.019016i,-0.027345-0.013i,-0.02929-0.0094102i,-0.027975-0.0095007i,-0.026932-0.011911i
-0.37811+0.25092i,-0.25041+0.18307i,-0.023417+0.042814i,0.033349-0.080848i,-0.041084-0.039716i,-0.00059028+0.089337i,0.11832+0.10762i,0.15432+0.041693i,0.1016+0.0033629i,0.046071+0.0041672i,0.030707+0.0050406i,0.026011-0.0094795i,0.0097266-0.012945i,0.0043696+0.007731i,0.014214+0.02017i,0.014284+0.011319i,0.0057017+0.0031856i,0.0079663+0.0060878i,0.014754+0.0050646i,0.011015-0.0034731i,0.00045174-0.0037504i,-0.0095255+0.0056442i,-0.018365+0.016546i
0.064081+0.34088i,0.22792+0.28213i,0.1971-0.0032084i,0.048802-0.092628i,0.0089287-0.023445i,-0.00060221-0.037078i,-0.076504-0.056242i,-0.12561-0.016579i,-0.10111+0.028859i,-0.041396+0.043009i,-0.0072391+0.021826i,-0.013629+0.0047822i,-0.02182+0.0031851i,-0.017856-0.002682i,-0.013865-0.008562i,-0.013247-0.0036458i,-0.01242+0.006623i,-0.0099649+0.0079962i,-0.009575+0.0062118i,-0.006502+0.011305i,0.0033807+0.012478i,0.012793+0.0074739i,0.018274+0.0066445i
0.35367-0.38923i,0.0032822-0.40506i,-0.25106-0.11553i,-0.16298+0.090976i,-0.0060955+0.046439i,0.018753-0.039002i,0.0068256-0.046481i,0.021816-0.022538i,0.041284-0.016836i,0.030383-0.03206i,-0.00095569-0.026821i,-0.01274+0.0012787i,-0.0023214+0.020313i,0.0085212+0.014527i,0.0036554-0.0027943i,-0.0057757-0.00821i,0.00014042-0.0072117i,0.0069007-0.0073814i,0.0042453-0.0013226i,0.0033757+0.0065641i,0.0031507+0.010234i,0.0044173+0.010529i,0.012437+0.0088795i
-0.24741+0.15545i,-0.0084005+0.25861i,0.1957+0.18144i,0.16585-0.049751i,0.0040417-0.13533i,-0.059204-0.032986i,-0.014113+0.040042i,0.016662+0.01536i,-0.00077822-0.023057i,-0.019493-0.020191i,-0.0037433-0.0037283i,0.023004-0.0095528i,0.02854-0.028907i,0.012525-0.037323i,-0.0012512-0.024008i,0.0045738-0.0097693i,0.0079231-0.010694i,0.00051933-0.011299i,-0.00052614-0.012332i,0.0033353-0.020659i,0.0047471-0.028961i,0.0029341-0.034272i,-0.0016376-0.03769i
-0.22367-0.13548i,-0.1826-0.19822i,-0.08913-0.23319i,-0.085996-0.08915i,-0.050159+0.066944i,0.00973+0.06257i,0.014849+0.020869i,0.015641+0.033023i,0.021002+0.043561i,0.01734+0.031489i,0.010254+0.006065i,-0.0052161-0.012213i,-0.019261-0.0056129i,-0.020668+0.016961i,-0.0092062+0.030042i,-0.002375+0.021159i,-0.0083108+0.011089i,-0.0092305+0.011306i,-0.0029926+0.016919i,0.0014118+0.02642i,0.0048523+0.034155i,0.0052252+0.030696i,-0.0026208+0.016882i
0.31288+0.34637i,0.066221+0.25114i,-0.22387+0.19904i,-0.21911+0.17802i,-0.058735+0.10233i,0.044482+0.027475i,0.070292-0.012575i,0.03237-0.040016i,-0.018383-0.027748i,-0.03515+0.0057853i,-0.038281+0.028722i,-0.032975+0.042312i,-0.014072+0.043283i,0.0074049+0.0278i,0.01708+0.004755i,0.010224-0.0065087i,0.0045701-0.0019048i,0.0071662-0.0016002i,0.0068064-0.011599i,-0.0010558-0.021834i,-0.013681-0.026748i,-0.024789-0.019705i,-0.026885+0.001315i
-0.056303-0.22218i,0.094671-0.004738i,0.23711+0.19099i,0.27479+0.14488i,0.14778-0.01063i,-0.013374-0.066468i,-0.062036-0.043358i,-0.030956-0.0087096i,0.021173+0.013295i,0.05695+0.0028107i,0.054722-0.010033i,0.0413-0.0063021i,0.03208-0.0088619i,0.018691-0.011928i,0.00068179-0.0060317i,-0.01059+0.0032036i,-0.010875+0.01003i,-0.0088654+0.01287i,-0.0043248+0.014497i,0.0061943+0.013622i,0.016336+0.012487i,0.020703+0.013687i,0.023142+0.01457i
-0.090049-0.093647i,0.009539-0.074233i,0.21748-0.12119i,0.19515-0.162i,0.065929-0.091761i,0.02137-0.04789i,-0.016071-0.067481i,-0.03979-0.058149i,-0.032636-0.042215i,-0.036189-0.01811i,-0.012631+0.0098393i,0.023372+0.0010108i,0.023872-0.017788i,0.0081038-0.023816i,-0.0022763-0.020257i,-0.0021025-0.012186i,0.0017634-0.0099545i,0.0029352-0.0096496i,0.0025284-0.0069546i,-0.0016297-0.00071301i,-0.0026234+0.0060191i,0.0077521+0.0045532i,0.021744-0.0072347i
0.075979+0.19374i,0.024028-0.18451i,-0.20147-0.42671i,-0.29808-0.30344i,-0.2141-0.097985i,-0.13556+0.032547i,-0.074061+0.12817i,-0.012707+0.13312i,0.0077176+0.065881i,0.011795-0.0024396i,-0.0031864-0.051555i,-0.0389-0.056098i,-0.049967-0.028151i,-0.031054-0.0067059i,-0.0088395+0.0001808i,0.0025514+0.0044334i,0.0077775+0.011772i,0.0098008+0.012825i,0.0069005+0.0064995i,0.0054278-0.0036799i,0.0033944-0.018363i,-0.006604-0.030426i,-0.023776-0.032348i
-0.17672-0.010564i,-0.35102+0.33315i,-0.31875+0.5195i,-0.097125+0.41431i,0.063089+0.21761i,0.099044+0.12054i,0.11398+0.08084i,0.10802+0.027776i,0.060771+0.0045774i,0.016585+0.02247i,0.0017209+0.039736i,0.0088871+0.039497i,0.01681+0.028128i,0.012651+0.020391i,0.0098777+0.01739i,0.015064+0.0057973i,0.014618-0.01241i,0.0076869-0.02081i,0.0040222-0.014494i,0.004452-0.0022106i,0.0040631+0.0083283i,-0.0014013+0.014127i,-0.010712+0.01774i
0.35766-0.10653i,0.47658-0.11213i,0.473-0.012743i,0.29112-0.024331i,0.10258-0.090494i,0.066933-0.14025i,0.067455-0.19066i,-0.0038402-0.16247i,-0.046302-0.070345i,-0.034387-0.017794i,-0.026385-0.00080506i,-0.020202+0.014167i,-0.0056837+0.014663i,0.00308-0.0032672i,-0.0050205-0.019429i,-0.016225-0.017396i,-0.016513-0.0050044i,-0.011498+0.0025133i,-0.0095174+0.0031628i,-0.016528+0.0030743i,-0.027603+0.0091255i,-0.02574+0.024245i,-0.0033912+0.03654i
-0.38952+0.11413i,-0.20374-0.054234i,-0.038791-0.27802i,-0.020155-0.24988i,-0.042594-0.097904i,-0.084244-0.030663i,-0.12627+0.0075006i,-0.068528+0.048069i,0.017099+0.032274i,0.03685+0.00018065i,0.031791-0.012116i,0.026452-0.025263i,0.0061665-0.024565i,-0.0079316-0.00067874i,-0.0016766+0.013222i,-0.00053231+0.0028654i,-0.011359-0.0069025i,-0.015505-0.0052267i,-0.0080555-0.0023856i,0.0082638-0.002389i,0.031576-0.0096899i,0.044995-0.025293i,0.036568-0.038299i
0.19529-0.14451i,-0.13794-0.12145i,-0.35285-0.030472i,-0.26698+0.029086i,-0.12132-0.001179i,-0.099434-0.015941i,-0.10317+0.039008i,-0.074968+0.055733i,-0.049935+0.032544i,-0.021377+0.026284i,0.00064384+0.024297i,0.0013653+0.024881i,0.0068871+0.023203i,0.011225+0.0032657i,-0.0050223-0.006659i,-0.014695+0.013726i,-0.0037114+0.030208i,0.0053609+0.025339i,0.0032334+0.01678i,-0.0016476+0.012471i,-0.0082356+0.010488i,-0.015101+0.0054937i,-0.018874-0.0042806i
-0.075019+0.3119i,0.0056701+0.47192i,0.085202+0.54323i,0.11359+0.39974i,0.083781+0.26762i,0.11554+0.25618i,0.20903+0.19103i,0.20443+0.06312i,0.10888-0.015292i,0.025702-0.042016i,-0.011675-0.042412i,-0.012669-0.031011i,-0.0073547-0.019022i,-0.00044385-0.0033793i,0.016196+0.0048476i,0.028285-0.0040088i,0.022827-0.013041i,0.011406-0.0098987i,0.0050098-0.001906i,-0.0020381+0.00017844i,-0.011217-0.0051749i,-0.021959-0.0032799i,-0.029268+0.015236i
0.14039-0.24777i,0.42727-0.26246i,0.54833-0.32928i,0.36828-0.3413i,0.1745-0.3038i,0.095997-0.289i,0.015227-0.26119i,-0.05078-0.16554i,-0.04906-0.059169i,-0.015312+0.00016609i,0.0098486+0.014128i,0.020378+0.0069876i,0.023445-0.002353i,0.013318-0.0094967i,0.00025792-0.0083148i,-0.001242-0.0017038i,0.001768+0.0014858i,0.0058664+0.00026703i,0.015392-0.0045144i,0.02301-0.0052799i,0.025131+0.0042461i,0.029192+0.013277i,0.034521+0.0092195i
-0.086279-0.002958i,-0.32763-0.24836i,-0.39816-0.33355i,-0.30824-0.18726i,-0.21189-0.017114i,-0.15533+0.016478i,-0.12709+0.0045583i,-0.088037+0.032838i,-0.039135+0.053053i,-0.025442+0.036989i,-0.040055+0.014337i,-0.050596+0.0031601i,-0.050332+0.0034551i,-0.036849+0.0070741i,-0.021313-0.0027071i,-0.019649-0.018954i,-0.018299-0.020388i,-0.0091742-0.014417i,-0.0073952-0.010357i,-0.010533-0.0028194i,-0.0070742+0.0033034i,0.002561-0.00081413i,0.012272-0.010114i
-0.069603+0.11235i,-0.10396+0.19184i,-0.25287+0.21317i,-0.2239+0.16708i,-0.07577+0.068888i,-0.051756+0.03189i,-0.066647+0.077651i,-0.026209+0.059366i,0.0046398-0.0079511i,0.020576-0.021716i,0.04175-0.001012i,0.047348+0.0085948i,0.039165+0.0057667i,0.028812-0.00071215i,0.013417+0.0021499i,0.0022523+0.016797i,-0.0011386+0.022684i,-0.0082642+0.01276i,-0.012624+0.0012168i,-0.0083947-0.012033i,-0.007685-0.027965i,-0.021425-0.03533i,-0.041526-0.029331i
-0.018293-0.032894i,-0.014529+0.23365i,0.13664+0.3852i,0.15901+0.291i,0.04939+0.19181i,0.030601+0.17663i,0.080166+0.12631i,0.070823+0.077657i,0.03683+0.068701i,0.01838+0.051906i,0.0022434+0.026589i,-0.0042471+0.015263i,-0.002081+0.011815i,-0.0031899+0.010635i,-0.0018132+0.010658i,0.0043822+0.0041901i,0.0057879-0.0045895i,0.0028901-0.0014494i,0.0018482+0.012089i,0.0011067+0.025243i,0.0022103+0.034854i,0.0086775+0.039107i,0.016629+0.033603i
0.23814+0.048924i,0.36584-0.22562i,0.31193-0.29723i,0.23821-0.19114i,0.22417-0.15964i,0.18165-0.19952i,0.11261-0.17963i,0.068989-0.13137i,0.027701-0.10105i,-0.0026121-0.068025i,-2.7772e-05-0.043629i,0.0064336-0.036521i,0.0058878-0.026612i,0.008298-0.016756i,0.01001-0.012652i,0.0078693-0.0060975i,0.0062395+0.0066626i,0.0084173+0.016212i,0.012846+0.011285i,0.0090807-0.0023112i,-0.0051-0.0091514i,-0.0145-0.0017834i,-0.0094863+0.010305i
-0.40936-0.08148i,-0.43963+0.064029i,-0.31593+0.032076i,-0.22514-0.02478i,-0.21944+0.010451i,-0.19303+0.057509i,-0.12748+0.060513i,-0.070098+0.053428i,-0.021882+0.054021i,0.012076+0.0355i,0.008822+0.010754i,-0.0074741+0.0053133i,-0.010925+0.0024137i,-0.010617-0.0010656i,-0.0096316-0.00095718i,-0.0065301-0.004647i,-0.00084061-0.013653i,0.0045958-0.024575i,0.0046843-0.028752i,0.0082166-0.019603i,0.02498-0.010037i,0.040072-0.017715i,0.034067-0.033711i
