-0.002524+0.0022812i,-0.0026993+0.0017192i,-0.0022636+0.0017962i,-0.001536+0.0013225i,-0.0011266+0.00070565i,-0.0015046+0.00025458i,-0.0013818-9.0859e-05i,-7.3387e-05-0.00063788i,0.00079791-0.00040056i,0.00076724+0.00043627i,0.00088099+0.00059522i,0.0013763+3.2338e-05i,0.0018523-0.00017506i,0.0009572-0.0005653i,0.00038985-0.0014555i,8.767e-05-0.00069956i,5.4001e-05+0.00029373i,0.00052913-0.00055767i,-8.6207e-05-0.00064769i,-0.0013094-8.3308e-05i,-0.0011432+4.1621e-05i,-6.6713e-05+0.0005104i,0.00036593+0.00066175i
0.0010221-0.00080828i,0.0002547-0.0013687i,-0.0010664-0.0010003i,-0.0023935+0.00058512i,-0.0015565+0.0014087i,0.00059402+0.00062294i,0.0013176-0.00060636i,0.0012014-0.00077089i,6.7945e-05+0.00010982i,-0.00086858+0.00060981i,-0.00079575+0.00032864i,-0.0010662+0.00057814i,-0.001045+0.00035009i,-0.00016715-3.4332e-07i,0.00036976+0.00031365i,0.0001377-0.00010171i,0.00016063-0.00065592i,0.00021923-0.0011256i,-0.00030819-0.0010028i,-0.00066752-0.00097399i,-0.00050179-0.0010794i,5.0579e-06-0.00022408i,0.000222+0.00024322i
-0.00079491+0.00191i,0.00013704+0.0026111i,5.7147e-05+0.0018936i,-0.00047171+0.0017718i,0.00017121+0.0013011i,0.00088021+0.0010471i,0.00068608+0.0012338i,-0.00026423+0.00082427i,-0.0012965+0.00095416i,-0.0012235+0.0012088i,-0.00057917+0.00015931i,-0.00040065-0.0011484i,-0.00018063-0.0009079i,5.5929e-05+0.00046551i,0.00025501+0.00061991i,-0.00011394+1.8853e-06i,-0.0002433-0.00039076i,0.0005122-0.00083276i,0.00031257-0.0003285i,-0.00018039+0.00013198i,-0.0004295-0.00024984i,0.00016417-0.00057551i,0.00050434-0.0005177i
0.0026943-0.0020942i,0.0015206-0.0021884i,-0.00035763-0.00066763i,-0.001084+0.00079087i,-0.00050832+0.00072944i,1.2581e-05+0.0010275i,0.00050887+0.0017254i,0.0007+0.0013128i,0.00066158+0.00042848i,0.00077085+0.00024208i,3.5277e-06+0.00060838i,-0.00061946+0.0010359i,-0.00016051+0.00066141i,0.00030087-0.00028138i,-2.7737e-05-0.00031529i,0.00055191-2.1509e-05i,0.0011182+7.2974e-05i,0.00074925-0.00037822i,0.0009098-1.178e-05i,0.00089506+0.00039426i,6.2931e-05+0.00011271i,-0.00022073-0.00041273i,-0.00027396-0.00049849i
0.00089075+0.00032119i,0.00024155+0.00051366i,-0.00048931+0.0012422i,-8.0622e-05+0.0020922i,0.00087355+0.0015576i,0.00078639+0.00047963i,0.00080162-9.1893e-05i,0.00086564-2.0044e-05i,0.00015552+0.00037832i,2.511e-06+0.00054507i,-0.00036865+1.3821e-05i,-0.00056945-0.00014673i,-0.00030888+0.00014331i,-0.00027433-4.6846e-05i,1.9393e-05-0.00031266i,0.00037347-0.00032814i,0.0004694-0.00046444i,0.0003184+0.00042956i,0.00024878+0.0010883i,0.00070774+0.00052033i,0.00084234+0.0009701i,8.8901e-05+0.0012035i,7.6484e-05-1.065e-05i
-0.0022478-0.00043673i,-0.0021899+0.00030786i,-0.0014947+0.0010284i,0.00019548+0.00078039i,0.00059165+0.00030935i,-0.00037596+0.00032711i,0.00017856+0.00015753i,0.0010798-0.00063782i,0.00058332-0.00057165i,0.0002248+0.00043281i,3.3717e-05+0.00087885i,-0.00063654+5.331e-05i,-0.0013021-0.00042598i,-0.00050673+0.00025899i,0.0010356+0.00019446i,0.0015575-0.0005663i,0.00059696-0.00067339i,0.00017466-0.00036978i,0.00038146-0.00027391i,0.00013774-0.00015467i,0.00017754+0.00018211i,4.2749e-05-0.00011627i,-0.00049151+0.00014786i
0.0013866+4.1847e-05i,0.00077523-0.00010141i,0.00041797+0.00034851i,-0.00062905+0.00097849i,-0.0011336+0.0016587i,-0.00059613+0.0015334i,-5.6289e-05+0.00086073i,0.0007305-1.8433e-05i,0.00076725-0.00051912i,1.9691e-05-0.0007456i,-0.00016366-3.8623e-06i,0.00014398+0.0010595i,0.00072917+0.0012091i,0.00080041+0.00080108i,0.0002721+0.00042732i,4.7045e-06+0.00012075i,-3.931e-06-0.00014595i,0.00029649-0.00084709i,-0.00010459-0.00091342i,-0.0009155-0.00035294i,-0.00016215-0.00036188i,0.00094744-0.0002705i,0.00070407-0.00034008i
0.0016229-0.0010404i,0.0017238-0.00058429i,0.0012384+0.00020344i,0.0004968+0.00011181i,0.0005142-0.0014411i,0.00071213-0.0024352i,0.00096977-0.0012919i,0.0008942-0.00044032i,0.00073474-0.00029235i,0.00038776+0.00011291i,-0.00028856+0.00045193i,-0.0008831+9.8356e-05i,-0.00038719-0.00089068i,0.00021846-0.0012544i,-5.5809e-05-0.00013459i,0.00012404+0.00082878i,0.00037833+0.00086292i,-8.0444e-05+0.0010143i,-5.1173e-05+0.00073635i,0.00056894-0.00025503i,0.00080992-0.00044597i,0.00047713-0.00030609i,-2.7636e-05-0.00066857i
0.0016757+0.00038575i,0.0018859+0.00033577i,0.0011042+0.00016397i,0.00016978-0.00048301i,-0.00038711-0.00043258i,-0.00051632+0.001064i,-0.00054905+0.0012213i,-0.00028745+0.00072686i,0.00018208+0.0003155i,6.2379e-05-0.00054764i,0.00027412-0.00050374i,-3.9178e-05-0.00016645i,-0.00066394+7.8927e-05i,-0.0010524-4.3956e-05i,-0.0012705-0.00029355i,-0.00070661-0.00050394i,0.0005457-0.00069169i,0.0011637-0.00026381i,4.5429e-05+3.0698e-05i,-0.00036716-0.00032957i,0.00078914-0.00028814i,0.00064953-0.00025418i,-8.746e-05-0.00062972i
0.00049974+0.0012562i,0.0016123+0.0002405i,0.0011704+0.00045003i,0.00046395+0.0002675i,0.00022354+0.00026912i,7.4224e-05+0.00093456i,0.0005467+0.00085829i,0.0002628-8.4925e-05i,-0.00060363-0.00067747i,-0.0012776+0.00013155i,-0.00073781+0.00011746i,0.00010906-0.00030344i,0.00050644-0.00027471i,0.00014312-0.00086903i,-7.1429e-05-0.0010152i,0.00058843-0.0005656i,0.00086954-0.00064584i,0.00029246-0.00048249i,-0.00056877-0.00035665i,-0.0001083-0.00014296i,0.00025534-0.0003073i,2.2227e-05-0.00065484i,0.00060311-0.00071552i
0.00087012-0.00071941i,-0.00064826-0.0015417i,-0.0011947-0.0015911i,-0.0011317-0.00077619i,-0.0010791-0.00076988i,-0.00097985-2.5977e-05i,-0.00086053+0.001048i,-0.00072471+0.0009379i,-0.0003082+0.00070365i,1.3794e-05+0.00065202i,-0.00016782+0.00022197i,-0.00044004+0.00017729i,-0.00036161+0.0002994i,-0.0007113-9.3521e-05i,-0.00088009+2.3031e-05i,-0.00055925+0.00054323i,4.9149e-06+0.00074338i,0.00018762+0.0011207i,0.00027816+0.0010221i,0.00023018+0.00033143i,-3.5486e-05-0.00031157i,-2.7001e-05-0.00065558i,3.3705e-05-0.00046751i
0.0011877+0.0001868i,0.0012933-3.9562e-05i,0.00091965+0.00037069i,0.00054753+0.0012317i,0.00028474+0.0013956i,0.00030551+0.00035112i,0.00015762-0.00039005i,0.00019388-0.00087696i,0.00053394-0.0013321i,0.00032547-0.00047933i,-0.00049117+0.00012086i,-0.00062784-6.7606e-05i,-0.00078909+0.00054194i,-0.0014964+0.00087071i,-0.00084796+0.00073936i,0.00024029+0.00079836i,0.00039767+0.00051874i,0.00040316-0.0001702i,0.0005538-0.00057831i,0.00071523-0.00047683i,0.00032317-0.00068227i,-0.00029604-0.00073945i,0.00026477-0.00053582i
0.00022792+0.0025605i,0.0007735+0.0020535i,0.00092764+0.0014983i,0.00020317+0.00061098i,-0.00012276+0.00015756i,-1.0257e-05-0.00025575i,5.3331e-05-0.0011537i,0.00017754-0.0011794i,4.5801e-05-0.00023001i,-0.00044481-0.00017899i,-0.00052419-0.00048097i,-0.00063513-0.00016295i,-0.00079472-8.6917e-05i,-1.0783e-05-0.00045717i,8.7219e-05-0.00034136i,0.00012489+0.00020062i,0.00052543+1.4659e-05i,0.00011699+0.00028901i,-0.00051663+0.00026294i,-0.00064657-0.00050758i,0.00019553-0.00016186i,-2.1603e-05+0.00027609i,-0.00026076-0.00015136i
-0.0032595+0.00063988i,-0.0032433-0.00038195i,-0.00097081+0.00064007i,-0.00029176+0.0014065i,-1.7373e-05+0.00060163i,0.00067993-0.00011945i,0.0008721+7.3706e-06i,-0.00024376-0.00054778i,-0.00081243-0.0002978i,-0.00037202-2.3212e-05i,1.3045e-05-0.00035238i,-0.0002491-0.00022388i,-0.00013222+0.00010952i,0.00059388-0.00055572i,0.00086498-0.00090219i,0.00021989-0.00071704i,-0.00066185-0.00079683i,-0.00017007-0.00057604i,-9.0018e-05-0.00036399i,-0.00057345-7.3147e-05i,-0.00050018+0.00015231i,-0.0007594+0.00073488i,-0.00078892+0.00055757i
0.0014598-0.00090025i,0.001905-0.0021142i,0.0020129-0.00082453i,0.0010632-5.0659e-06i,-0.00011781-0.0013136i,-0.00085866-0.0013324i,-0.0011523-0.00069695i,-0.00044928-0.00022293i,-0.00053805+0.00071092i,-0.0016765+0.0012609i,-0.0013776+0.00030707i,-0.00085788-0.00020444i,-0.0011631+0.00048733i,-0.00085288+0.0007863i,-0.00023141+0.00079154i,0.00048262+0.00024684i,0.00093526-0.00018352i,0.00082764-0.00054324i,0.00079124-0.0012512i,0.00049943-0.00092745i,3.3948e-05-7.7421e-05i,-0.0010594+0.00062509i,-0.0015327+0.00083244i
0.002349+0.0016404i,0.0020104+0.0015438i,0.0018276+0.0014331i,0.001502+0.0014602i,0.00028611+0.00082965i,-0.00045963+0.0001095i,-0.00082831-0.00028255i,-0.0006215-0.00054845i,0.00013222-0.00014057i,0.00011522+0.00022905i,-0.00041621+0.00025473i,-0.00041671+7.7518e-05i,-0.00050782-0.00016653i,-0.00057912-0.00045075i,-0.00045849-0.00082697i,0.00037456-0.00043321i,0.00052163-0.0006583i,-0.00021505-0.00040672i,3.1398e-05+7.099e-05i,0.00018166-0.00018687i,-0.00034401-0.00021375i,-0.00030834-0.00034354i,-0.00013733-0.00037658i
0.0014699-0.0020906i,0.0019413-0.00095508i,0.001483-0.0010312i,0.00020534-0.00078085i,0.00014257-7.3651e-05i,0.00099459-0.00010191i,0.00094606-0.0013788i,0.0010595-0.0015632i,0.0012191-0.00029484i,0.0007578+0.00052114i,0.00054602+0.00062087i,0.00045551+0.0003737i,0.00017053-8.9527e-05i,0.00041123-0.00042186i,0.00088596-0.00015924i,0.00081222+0.00039094i,0.00062305-0.0002219i,-0.000133-0.0004596i,-0.00012948-0.0003765i,0.00075672-0.0004804i,0.00025011+5.2899e-05i,-0.00063807+0.00027783i,-0.00060312+9.0712e-05i
0.00062984+0.0010949i,-0.00053151+0.00088185i,-0.0018971+0.00051037i,-0.0013413+0.00018583i,-6.8045e-05+0.00060232i,0.00020497+0.00019988i,0.00016334-0.00025769i,0.0010125+1.7315e-05i,0.00063984+0.0002032i,-0.0004494-0.00024027i,-0.00030444-0.00065475i,-0.00026508-0.00025694i,-0.00070524+0.00010645i,-0.00023051+0.00065131i,7.6695e-05+0.00095558i,0.00043054+0.0010011i,0.0010861+0.00055079i,0.00022409-0.0002616i,-0.0013157-0.00089391i,-0.00070106-0.00057509i,0.0012657+0.00011181i,0.0018192+0.00035785i,0.00088229-2.8752e-05i
0.00083474+6.054e-05i,0.00024273+0.001052i,-0.00099169+0.00083698i,5.1086e-05+0.00082617i,0.0010263+0.00033935i,0.00070514-0.00011781i,0.00071517-0.0005218i,0.00037942-0.00067616i,-0.00063234-0.00077802i,-0.00065854-0.0011444i,-0.00037147-0.0010516i,-0.00048655+0.00035998i,-0.00053374+0.0011707i,-0.00055102+0.00095837i,0.00035708+0.00068289i,0.00070099+0.00027195i,-8.9313e-05-0.00016077i,-0.0004302-0.0003129i,-0.00016949+0.00029658i,-0.00031655+0.00093302i,2.3917e-06+0.00085137i,0.00067328+0.00015069i,0.00025413-7.4304e-05i
-0.0010421+0.00039413i,-0.0001563+0.00052855i,0.0015117+1.4198e-05i,0.00092841-0.00036524i,-0.00045791+0.00037043i,-0.0004895-0.00028153i,3.5772e-05-0.0012084i,0.00030463-0.00039409i,-0.00042404-0.0002069i,-0.00082876-0.00089689i,-0.00088204-0.00041535i,-0.00079096-0.00019754i,3.1233e-06-0.0011063i,0.00040905-0.00092744i,0.00020105+0.00032449i,0.0003975+0.001008i,0.00022315+0.000279i,-0.00027126-0.00049622i,-0.00026403-0.00023503i,0.0005298+0.00040339i,0.00077285+0.0011266i,0.00026083+0.00086027i,-0.00042003+0.00010067i
-5.4885e-06+0.00029492i,-0.0010618-0.00036611i,-0.0026946-0.00034023i,-0.0018112+0.0013898i,-0.00026219+0.0020387i,-7.5262e-05+0.00081699i,7.417e-05-0.0003512i,-5.9166e-05-0.00016906i,-0.0013582+0.0008903i,-0.0012985+0.0010486i,-0.00055045+0.00035316i,-0.00076491-0.00049963i,-0.00050271-0.00096651i,0.00080026-0.00047539i,0.001354+3.8903e-05i,0.00067704-4.8212e-05i,0.00018692-0.00013778i,0.00029025-0.00042667i,0.00054452-0.00031361i,0.00026822-1.6015e-05i,0.00034429-0.00030305i,0.0010844+0.00011077i,0.00077282+0.00045566i
0.0013937+0.0010831i,0.0018847+0.001666i,0.00016096+0.0022437i,-0.00097922+0.0018463i,-5.0346e-05+0.00080641i,0.00093367+0.00019828i,0.00053208+0.00044429i,0.00017758+0.00050152i,0.0002317+0.00087621i,-0.00028575+0.000904i,-0.00019693+0.00018214i,0.00015011-0.00037184i,-0.00052515-0.00059139i,-0.00058463-0.00026367i,0.00056708-0.0007626i,0.0011131-0.0011467i,0.00039121-1.7177e-05i,0.00019734+0.00030809i,0.00039035-0.00051543i,0.00037852-0.00098418i,-0.000242-0.00074199i,-0.00055295-0.00050055i,-0.0003729-0.00064607i
-0.0025278+0.0017385i,-0.0029344+0.0014188i,-0.001329+0.0008297i,0.00053744-0.00027715i,0.00084902-0.00057027i,0.00014457-3.0268e-05i,0.00064522+0.00023546i,0.0015633-0.00074072i,0.00098339-0.001291i,-0.00018268-0.00048052i,-0.00034744-0.00010283i,-0.00038454+1.3839e-05i,0.00012048-0.00025459i,0.00092357-0.00080031i,0.00089572-0.00040712i,0.0001078-1.7275e-05i,-0.00048789-0.0002012i,-0.00028123-0.0001415i,0.00020545-0.00025246i,0.00035858-0.00055199i,0.00025203-0.00054675i,0.0001806-0.00022516i,0.00058106+0.0002045i
0.0018255-0.0013057i,0.0019935-0.0012015i,0.00024362-0.0013579i,-0.00093157-0.00098342i,-0.0006671-0.00031416i,-0.00048635+0.00016947i,-0.00029946+0.00015973i,0.00028603+3.1855e-05i,0.00051283+0.00011101i,-0.00048417-0.00032761i,-0.0010432-0.00030814i,-0.00081886+0.00037695i,-0.00083654+0.00034005i,-0.0011598-6.2715e-05i,-0.001293+0.00040539i,-0.00034516+0.00082284i,0.00012517+0.00037763i,-0.00065339-0.00021391i,-0.00094389-0.00019298i,-0.00066098-1.1363e-05i,-0.000627-0.00047631i,-0.0004867-0.0007439i,-0.00040063-0.0006287i
0.00018649-0.0010171i,-0.00054432-0.00070989i,-0.0021286+0.00039993i,-0.0013283+0.0019223i,0.00027152+0.0023104i,0.0008142+0.0010045i,0.00095337-0.0012884i,0.00052289-0.0017988i,-9.5449e-05-0.0013576i,0.00022115-0.0008053i,0.00066167-0.0009235i,0.00047662-0.00063029i,-7.4159e-05+0.00046825i,0.00015868+0.00041551i,0.0010424-2.4848e-05i,0.00085764-0.00041049i,0.00038647-0.00087872i,0.00049038-0.00071001i,4.8172e-05-0.00075069i,-0.00047719-0.00095931i,-0.00033087-0.00071327i,9.5941e-05-0.0009306i,0.00020342-0.00069584i
-0.0018815+0.00041748i,-0.00060732+0.00085511i,0.0003612+0.00086879i,0.0012208+0.00074274i,0.0014306+0.00079372i,0.0008498+0.00030414i,0.00041331-0.00018609i,-0.00046657-0.0010438i,-0.0011943-0.00086806i,-0.00066659-9.6828e-05i,-0.00064318+0.0004217i,-0.0010401+0.00014329i,-0.00055442-0.00060734i,0.00048914-0.00074813i,0.001115-0.00041092i,0.0017036-2.8603e-06i,0.0011152+0.00045666i,0.00020422-0.00048232i,-5.611e-05-0.00099182i,-7.8243e-05-0.00092246i,-0.00025066-0.00069057i,-0.00025319+0.0010479i,-0.00015843+0.0017135i
0.00060254-0.0005282i,-0.00048826-0.0015398i,-0.0014948-0.00061016i,-0.0016827+0.00143i,-0.00067707+0.0023536i,0.00016011+0.0016091i,0.00036563+0.0002755i,0.00067686-1.1267e-05i,0.00036979-6.1245e-05i,-0.00014285+9.8662e-05i,-0.00044148-6.2364e-05i,-0.00010126-0.00034041i,0.00064844+0.00011536i,0.00086754+6.54e-05i,0.00063033-0.00076302i,0.00076075+7.5925e-05i,0.00028791+0.00093811i,-0.00019283+0.0005283i,0.00066888-0.00024778i,0.0010647-0.00031868i,0.00031577+0.00037817i,0.00060355+0.00038587i,0.00030443-0.00024379i
-0.0014227+0.0015777i,-0.0017322+0.00093791i,-0.0012306+0.0010681i,-0.00020119+0.0016697i,0.0007805+0.0014423i,0.0012943+0.0010191i,0.0011595+0.00086629i,0.00041884+0.00061389i,-0.00024188+0.00089874i,-0.00066997+0.00067364i,-0.00032495+0.0006702i,0.00045069+0.00099574i,0.00087083+5.5328e-05i,0.00057781-0.00078936i,0.0011214-0.00045968i,0.0020055-5.8406e-06i,0.0016356+2.2961e-05i,0.00038115+0.00016508i,0.00016024+0.0002946i,-8.6831e-05+0.00026328i,-0.00057071+0.00017414i,-0.00035369+0.0001772i,-0.00053002+5.1719e-05i
0.00040076-0.0010424i,3.8673e-05-0.00071976i,6.1113e-05-0.00026235i,-0.00071318-9.6968e-05i,-0.0011748+0.00042079i,-0.001228+9.4367e-05i,-0.00037894-0.00059511i,-6.42e-05-0.0002492i,6.5116e-05+0.00010133i,7.8316e-05+0.00029359i,-0.00037196+2.3024e-05i,-0.0006716-0.0010618i,-0.00041443-0.00083418i,0.00025871+0.00014197i,-6.3286e-05+0.00031564i,-0.00046958+5.121e-05i,-0.00037756+6.466e-05i,-9.7335e-05-4.8025e-05i,0.00031199+4.3573e-05i,-0.00024932+0.00065986i,-0.00015781+0.00047526i,0.00031801-9.8727e-05i,-0.00027811-0.00011562i
0.002285-0.00034044i,0.0018174-0.00084725i,-0.0002481-0.00054408i,-0.00139+0.0004044i,-0.00028028+0.00047201i,0.00049363+0.00017042i,0.00036702-0.00022616i,0.00044343-0.00042636i,0.0010275-0.00065935i,0.0009932-0.00075218i,-0.0006191-0.00088908i,-0.0017138-0.00062619i,-0.0015642+0.0001376i,-0.0013704+0.00061655i,-0.00088602+0.00060804i,-0.00033963+0.0001882i,-0.00022723-2.8842e-05i,-5.0185e-06+0.00012139i,0.00030296+0.00015678i,1.1383e-05-0.00045029i,-0.00056016-0.00094694i,-0.00076251-0.00078315i,-0.00037463-0.00077119i
0.0028249-8.8815e-05i,0.0019116+0.00045368i,0.0014096+0.00097215i,0.0011724+0.00081877i,0.0001283+0.0010757i,-0.00082257+0.0013606i,-0.00058321+0.00079161i,-3.2218e-05-0.00025832i,-7.2981e-05-0.0010571i,-0.00022715-0.0013828i,-0.00048363-0.0011387i,-0.00058155-0.00030022i,-0.00029094+0.00063257i,-0.00016465+0.00040826i,-0.00024932-0.00073463i,1.9231e-05-0.00037923i,-9.2858e-05+0.00024919i,7.8908e-05-8.0037e-05i,0.00023-0.00065363i,0.00030402-0.00081864i,0.00059517-0.00094716i,0.00010134-0.00081296i,-0.00025676-0.00028876i
-0.00035095-0.0010743i,0.00057342-0.0017707i,0.0010439-0.0014188i,0.00047108-0.0011004i,-0.00049769-0.0010084i,-0.00044037-0.00047162i,5.7627e-05-0.00094078i,0.00018735-0.0014683i,-0.00031827-0.0011488i,-0.00064695-0.00065043i,-0.00060662+0.00010432i,-0.0006616-0.00011956i,-0.00058137-0.00077656i,-0.0005138-0.00064742i,2.8295e-05-0.00017948i,0.00043317-0.00023194i,0.00038148-0.00077877i,1.4171e-05-0.0007274i,-0.0002164-0.00021714i,-0.0004981-0.00021625i,-0.00070187-0.00016361i,2.5091e-06+0.00030262i,0.0004412+0.00018267i
0.0019545+0.00070762i,2.1499e-05+0.00060672i,-0.0013576+1.9247e-05i,-0.0017547+4.1768e-05i,-0.0013906+0.00016072i,-0.0016132+0.00048382i,-0.0015755+0.00042759i,-0.0005978+0.00037194i,-0.0006356-0.00013752i,-0.00038456-0.00049336i,-0.00021648+0.00023014i,-0.00036038+0.00027254i,-1.2914e-05+0.00093706i,0.00038454+0.00081441i,0.00049623+0.00032482i,0.00010804+0.00035245i,-0.00017019-0.00010831i,-0.00016537+9.167e-05i,3.1579e-05+0.000254i,0.00033603+0.00013374i,2.2298e-05+0.00025479i,9.0454e-05+0.00040719i,0.00034736+0.00033672i
0.0023975+0.0024962i,0.0025176+0.0033875i,0.0021381+0.0031443i,0.0022783+0.0018941i,0.0020238+0.00065053i,6.9252e-05+9.6007e-05i,-0.0010637-0.00015388i,-0.00032334+0.00081432i,-0.00026935+0.0016557i,-0.0013487+0.00095638i,-0.0012561+2.7911e-05i,-0.00048737-0.00031027i,-0.00046841-0.00051437i,-0.00041073-0.00064835i,-8.222e-05-0.00023109i,0.00014131+0.00033641i,-0.00012195+0.0005009i,-0.00024516+0.00065962i,-1.9702e-05+0.00062274i,-0.00014223+0.0004983i,-0.00071971-3.4528e-05i,-0.00081517-0.00090298i,1.0907e-05-0.0011513i
-0.0018648-0.0016405i,-0.0002508-0.0017231i,-0.00051135-0.0014225i,-0.00013445-0.001499i,0.00055474-0.0013566i,0.00038058-0.00060021i,0.00013823-0.0004833i,0.00010427-0.00039911i,-2.3095e-05-9.0572e-06i,0.00080324+0.00035329i,0.00062346+0.00057074i,5.9199e-05+0.00018659i,0.00065402-0.00010774i,0.00096854-0.00017221i,0.001275-0.00048596i,0.00058354-0.00016209i,-0.00080761+0.00043987i,-0.00067427+0.00060017i,-0.00013677-0.00012181i,-0.00073393-0.00095132i,-0.00031316-0.00057108i,0.0008516-0.00031361i,0.00065754-0.00029668i
-0.00097462-0.00078835i,-0.0016039-0.0011225i,-0.0023071+0.00042693i,-0.0020157+0.0022854i,-0.00049219+0.0024936i,0.00075209+0.001401i,0.0010124+0.00021909i,0.0011435+4.1445e-05i,0.0011287+1.3282e-05i,0.00085347-0.0002082i,0.00032858-0.0005862i,0.00027206-0.00055516i,-0.000357-9.115e-05i,-0.00048626-0.00028756i,0.00079815+0.00033061i,0.0010917+0.00056961i,0.00026062+3.6201e-05i,-0.00037151-0.00057561i,-0.00049327-0.00062207i,8.1135e-05-0.00045526i,-3.0094e-05-0.00035996i,-0.0004949+0.00050526i,-0.00071475+0.00062705i
-0.0021572+0.00041092i,-0.0025012+0.00077087i,-0.0030731+0.0007391i,-0.0014543+0.00047448i,0.00037293+0.00064717i,0.00086441+9.5587e-05i,0.00070457-0.00068391i,0.0003531-0.0015095i,-9.3411e-05-0.0014473i,-0.00090209-0.00063457i,-0.00066064+0.00020811i,0.0002558+7.2204e-05i,-8.9424e-05-1.2941e-05i,-0.00050385+0.00015519i,0.00035808-0.00036494i,0.0011255-0.00024037i,0.00095004-4.351e-05i,0.00020747-0.00023347i,-0.00013213-0.00062293i,-0.00025359-0.0013173i,-0.00071491-0.0010743i,-0.00054709-0.00052116i,-0.00079593-0.00025806i
-0.00059203+0.00067792i,-0.0012112+0.00078327i,-0.0015022+0.00084313i,-5.951e-05+0.0011881i,0.00075357+0.0011025i,-3.6251e-05+6.82e-05i,-0.00067304-0.00063383i,-0.0005333-0.00095666i,-0.00034365-0.0012478i,-0.00025003-0.00074998i,-0.00019086+0.00022728i,-0.00011874-8.7107e-05i,0.00022356+0.0003138i,-3.6008e-05+0.00012455i,0.00019128-0.00087259i,0.00079029-0.00033813i,0.00032864-3.8233e-05i,8.5845e-05-0.00037842i,-0.00014048-0.00074118i,-0.00051659-0.00037325i,-0.00016962+0.00043637i,-0.00046737+0.0003349i,-0.00095579+0.00081411i
0.00092955+0.00066631i,0.00077689-0.00055613i,0.0013988-0.0012036i,0.00070134-0.0008947i,9.4857e-05-0.001513i,-0.00090773-0.0015991i,-0.00085056-0.00029349i,0.00010778+5.983e-05i,-0.00020458-0.00062884i,-0.00086425-0.00027563i,-0.0008945+0.00077453i,0.00021922+0.00090445i,0.00041239+0.00081992i,-0.00065703+0.00020709i,-0.0008566-0.00034165i,-6.3023e-05+0.00030025i,0.00030321+0.00061385i,-0.00025646+0.00013631i,0.00033511-0.00035728i,0.0011176-0.00040402i,0.00069088-0.00062439i,0.00085014-0.0011134i,0.0013692-0.00064669i
0.00099446-0.0010333i,0.0014085-0.00033856i,0.00055352+0.00070354i,0.00025009-0.00045444i,0.00068185-0.0013362i,0.00091091-0.0010322i,0.00088949+0.00025262i,0.00019621+0.00041806i,0.00015889+5.495e-05i,0.00013797+0.00039029i,-0.00039727+8.0806e-05i,0.00033994+4.3029e-05i,0.0011469+1.2012e-05i,0.0011242-9.5012e-05i,0.00055697-0.0002714i,-3.011e-05-0.0002088i,0.00046082+0.00018913i,0.00041869+2.2862e-05i,-6.2317e-05+0.0004964i,0.00075381+0.00056866i,0.00062574-0.00052873i,-0.00061248-0.00086328i,-0.00037999-0.00037057i
0.00035603+0.0023381i,0.00057548+0.0026814i,0.00063863+0.002883i,0.00010568+0.002217i,0.00066292+0.00068149i,0.0012393-0.00050779i,0.00063561+8.9712e-05i,-0.00033604+0.0002138i,-0.00037911+0.00010874i,0.0011867-0.00024887i,0.00125-0.00022657i,-0.00047525-0.00026246i,-0.00050721-0.0010763i,0.0003056-0.0010488i,0.00012034-0.00081638i,6.606e-05-0.00025735i,0.00067931-0.00036444i,0.0010115-0.00051352i,0.00077453-4.1536e-05i,0.00053148+0.0001556i,-5.7197e-05-0.00037541i,-0.00059259-0.00063149i,-9.3805e-05+0.00011511i
0.00082049+9.4646e-05i,-0.00041644-0.00030903i,-0.0018206-3.7418e-05i,-0.0019316+0.00020794i,-0.0015408+0.00056146i,-0.0015202+0.00069182i,-0.00036604+0.00033961i,0.0012065-0.00013537i,0.00074231-0.00052503i,0.00047999-0.00062134i,0.00056831-9.5226e-05i,-3.9879e-06+0.00051477i,-0.00026974-0.0002897i,3.0149e-05-0.00071798i,0.00070323+3.9565e-05i,0.0014896+0.0001658i,0.0010662+0.00033665i,5.26e-05+0.00056694i,2.4299e-05+0.00061639i,0.00015932+0.00016889i,-0.00048865-0.00030472i,-0.00012719-0.00042275i,0.00059822-0.00016133i
0.00078254+0.00013925i,0.0027671+0.0013921i,0.0035168+0.0038779i,0.0030413+0.0035607i,0.00231+0.0017244i,0.0013155+6.8983e-05i,0.00048637-0.0005626i,8.5839e-05-0.00086426i,6.9244e-05-0.00098509i,-0.00050095-0.00091534i,-0.0013108-9.3273e-05i,-0.0014089+0.00041355i,-0.00067487-0.00040443i,-0.0002122-0.0003842i,0.00072941-0.00022578i,0.0016432-2.092e-05i,0.0012957+0.00051559i,0.00046212+0.00014774i,-0.00070578-0.00054795i,-0.0008162-0.0002926i,-0.00057389+0.00010081i,-0.0006445-0.00011542i,-0.00018136-0.00037192i
