-0.002524+0.0022812i,-0.0026993+0.0017192i,-0.0022636+0.0017962i,-0.001536+0.0013225i,-0.0011266+0.00070565i,-0.0015046+0.00025458i,-0.0013818-9.0859e-05i,-7.3387e-05-0.00063788i,0.00079791-0.00040056i,0.00076724+0.00043627i,0.00088099+0.00059522i,0.0013763+3.2338e-05i,0.0018523-0.00017506i,0.0009572-0.0005653i,0.00038985-0.0014555i,8.767e-05-0.00069956i,5.4001e-05+0.00029373i,0.00052913-0.00055767i,-8.6207e-05-0.00064769i,-0.0013094-8.3308e-05i,-0.0011432+4.1621e-05i,-6.6713e-05+0.0005104i,0.00036593+0.00066175i
-0.00077958-0.00090903i,-0.0015439-0.00069421i,-0.0015209-0.00026423i,-0.0010999-0.00029642i,-0.00057454-0.00033151i,-0.00073684-0.00021822i,-0.00015023-1.8172e-05i,-4.9609e-05-5.6503e-05i,0.00014726-0.00091351i,-0.0001163-0.00073922i,-0.0007986-0.00047244i,-0.00062929-0.00018009i,-0.00052019-0.00016501i,-0.00021877-0.00014769i,-1.2172e-05+0.00024385i,-0.00016553-0.0001381i,-0.00059426-0.00018978i,-0.00093188+0.00043817i,-0.00028337+0.00092196i,0.00015366+0.00077924i,-0.00072286+0.00041967i,-0.00067232+0.00013176i,0.00060771+0.00047539i
-0.00034805+0.00097842i,-0.00099348+0.0016162i,-9.4125e-06+0.0021072i,0.00018999+0.0022588i,0.00040266+0.00118i,7.8945e-05+2.4553e-05i,-0.00029425-0.00024343i,0.000226-0.00015242i,0.00087738-0.00013327i,0.0012728-0.0002456i,0.00083766-0.00062556i,-0.0004308-0.00040705i,-0.00042829+0.00032286i,0.00041435+0.00019706i,0.00023064-0.00036011i,-0.00017807-0.00043753i,4.6044e-05-0.00021344i,0.00013735-0.00020258i,-6.6013e-05+0.00011543i,-0.00029827+0.00082441i,-0.00034084+0.0006326i,-0.00011579-3.9602e-05i,0.00010561+0.0002021i
0.0017547-0.0011944i,0.00044831-0.0014296i,-0.00036645-0.0012016i,-0.00050625-0.0014997i,-0.00050998-0.00097847i,-0.00043082-0.00038493i,0.00066945-0.00025619i,0.00092618+0.0005128i,0.0006953+0.00078051i,0.00052813+0.0012215i,0.00079941+0.0011851i,0.0010588+0.00014627i,0.0011832+5.6866e-05i,0.00091102+0.00052629i,-0.00049218+0.00056308i,-0.00045833+0.00036003i,0.00061458+0.00053656i,0.00060181+0.00030363i,4.0672e-05-0.00022609i,0.0001584-0.00063637i,0.00051333-0.00099383i,-2.6732e-06-0.00066588i,-3.8854e-05-0.00010292i
-0.0014757-0.001851i,-0.0017597-0.00056267i,-0.001485+9.6375e-05i,-0.0019118+0.00030888i,-0.0012144+0.000675i,0.0001917-0.00028633i,0.00062408-0.0015185i,0.00085825-0.0018123i,0.00033016-0.0012182i,-0.00057059-0.00034001i,-0.00077481-0.00029643i,-0.00015772+5.8958e-05i,0.00019238+0.0007831i,0.00048228+0.00027141i,0.00062021-0.00056838i,0.00027157-0.00091068i,0.00021414-0.00047826i,-9.3391e-06+0.00012852i,0.00021763+0.00022736i,0.00029802-4.0259e-05i,-0.0002847-0.00082292i,-0.00050261-0.00070982i,-0.0003102-0.0003044i
1.3953e-05+0.00016085i,-0.00032411+0.00023403i,-0.00050816+0.0012495i,-0.00095435+0.002181i,-0.00035552+0.0014161i,0.0010213+8.1069e-06i,0.0011643-0.00016938i,0.00055885-0.00026133i,0.00048226+0.0003045i,-0.00011107+0.00039967i,-0.00028896-0.0008078i,0.00022738-0.00074787i,0.00027155+0.0005338i,5.1771e-05+0.0013328i,-0.00039571+0.00066054i,-0.00031991-6.1835e-05i,0.00064714-0.00040834i,0.00089656-0.00044989i,0.00013267-0.00061115i,-8.9532e-05-0.00088969i,-6.3654e-05-0.00051795i,-0.00043308-0.00033373i,-3.7022e-05-0.00041349i
-8.8091e-05-0.0010048i,-0.0011138-0.0012606i,3.416e-05+0.0003527i,0.0010289+0.0011317i,0.00036656+0.00042371i,0.00023065+1.0503e-06i,0.00042571+0.00012058i,-6.4152e-05+0.0002623i,-0.00082957+0.00050085i,-0.00082102-0.00011702i,-0.00060068-4.3307e-05i,-0.00091867+0.00070864i,-0.00075577+0.00039454i,0.00026666+0.00021448i,0.00013814+0.00067448i,-0.00031133+0.00053126i,-0.00020608-0.00036614i,8.2416e-05-0.0009816i,0.00018681-0.00066755i,-0.00026238-0.00071338i,-0.00012852-0.00085079i,0.00072596-0.0012198i,0.00092793-0.0012743i
-0.0024499-0.0011278i,-0.0017005-0.00060404i,-0.0003562+1.2505e-05i,-0.00024178+0.00026102i,-0.00014435+0.00021228i,0.00020048-0.00092357i,0.00027416-0.001244i,0.00010375-0.00052485i,0.00010559-9.7097e-06i,0.00016941+0.00026696i,-5.4488e-05+0.00060407i,-0.0002649+0.00043184i,-0.0004588+0.00026392i,4.3052e-05+0.00052294i,-0.00012315+0.00011175i,-9.9402e-05+0.00042602i,0.00032935+0.0001811i,7.9889e-05-0.0003541i,2.2302e-05-0.00033464i,0.00024856-0.00074614i,0.00065363-0.00059814i,0.00082025-9.6533e-05i,0.0011092-0.00019672i
0.0022951+0.00049977i,0.0019975+0.00053147i,0.00087438-0.0008777i,-0.00025726-0.0013344i,-0.00084431-0.00099945i,-0.00082365-0.00065556i,7.8754e-05-0.00033941i,0.00084068-0.00064065i,0.00086404-7.5238e-05i,0.00057085+0.00010105i,0.0004909+0.00026389i,0.00064004+0.00041812i,0.00049191-2.2803e-06i,0.00031084-3.2254e-05i,0.00036684+9.3252e-05i,-0.00032244-5.5605e-05i,-0.0008192-0.00047402i,-0.00083841-0.0004508i,-0.0011965-0.00036007i,-0.00032257-0.00031053i,0.0011988-5.3578e-05i,0.0014273-6.7402e-05i,0.00094443-0.00014789i
0.00095823-0.00029638i,2.3669e-05-6.0692e-05i,2.2506e-05+0.0013031i,0.00033686+0.0023499i,0.00024874+0.001989i,-0.00027589+0.0013002i,-1.3844e-05-3.2041e-05i,0.0002081-0.00064826i,-4.3755e-05-0.00067729i,0.0006723-0.00057555i,0.001092-0.00048114i,0.00036537-0.00028468i,2.2654e-05+0.0006062i,0.00054937+0.0012111i,0.00086033+0.00043124i,0.00024769-0.00068947i,-0.00019289-0.0014328i,0.00036373-0.00031014i,0.00047477+0.0010147i,-0.00017223+0.00066541i,-0.00068445+2.1613e-05i,-0.00061637+0.00029693i,0.000224+3.2368e-05i
0.00022167+0.00069187i,-4.7275e-05+0.00079589i,0.00083251-0.00060598i,0.00099513-0.00079194i,-0.00016384+0.00028464i,-0.0011986+0.00070165i,-0.0016519+0.00030479i,4.2498e-06-0.00046239i,0.0017142-0.00044076i,0.00085222-3.641e-05i,-6.6156e-05-0.00030217i,-0.0002947-0.00029622i,-0.00081703+0.00070309i,-0.00019814+0.00077208i,0.00039221+7.1237e-05i,0.00024993-0.0001972i,-0.00061637+0.00042237i,-0.00091894+0.00039707i,-3.3077e-05+0.00010248i,0.0005137+0.00023736i,0.00040688+0.00027358i,0.00051157-0.00018815i,0.00028541-0.00035601i
-0.0010186-0.00089241i,-0.001015-0.0012292i,-0.00042865+0.0001448i,0.00011329+0.0012285i,0.00038136+0.00023353i,2.9094e-05-0.001551i,0.00029288-0.0016372i,0.0010687-0.0011297i,0.00095689-0.00036576i,0.00039412+0.0003832i,0.00012107+0.00018683i,0.00010394-4.5838e-05i,-3.6981e-05-0.00077088i,-0.00013426-0.0011846i,-0.00051793-0.0011364i,-0.00093731-0.00071256i,-0.00059271+0.00028743i,-0.00014321+0.00012356i,-0.00043249+0.00023899i,-0.00012954+0.00039004i,-0.00022622-0.00042163i,1.8331e-05-0.00086042i,0.0003395-0.00099157i
0.0036555-0.0010491i,0.0029882-0.00058875i,0.0017196-0.00023542i,0.0010389-0.00060524i,-7.4347e-05-0.00072484i,-0.0010923-0.00014586i,-0.00056-3.719e-05i,0.00018917-0.00047839i,0.00026692-0.00054575i,0.00029073-0.00041513i,-8.3905e-05-0.00060492i,-0.00081697-0.00026618i,-0.001025-0.00072248i,-0.00011905-0.00093321i,0.00037823-0.00013293i,0.00019701-0.00047172i,-9.4889e-05-0.0007033i,-0.00013847-0.00029526i,6.6392e-05+0.00010343i,-0.00021482+0.00040472i,-6.0538e-05+5.0509e-05i,0.00026419-0.00085048i,0.0004136-0.000434i
0.00038858+0.00085986i,-0.00033751+0.0012473i,-0.0014058+0.0010826i,-0.0015263+0.00039305i,-0.0011216-0.00015064i,-0.00054771+0.00021113i,-0.00063725-0.0001149i,-0.00064977-0.0010943i,-0.00060042-0.00086654i,-0.00017693-0.00015257i,0.00048683+0.00017983i,0.00010454+0.00035752i,0.0004155+0.00018298i,0.00081544+0.0002574i,0.00051512+0.00047767i,0.00052475-0.00055426i,7.1604e-05-0.0011105i,1.6269e-05-0.0015463i,0.00013036-0.0012592i,-0.00022632-0.0012903i,0.00020381-0.0010157i,0.00070564+0.00018257i,-2.487e-05+0.00043982i
0.00042074+0.00036445i,0.00030532+0.00069756i,3.1878e-05+0.00086803i,-0.000137+0.0013865i,-0.00023428+0.0014894i,-0.00026464+0.0013371i,0.00035909+0.00082978i,0.00032935+0.00036371i,0.00043485-0.00027992i,0.0010394+2.874e-05i,0.0012924+0.00072963i,0.00026571+0.00068659i,-0.0010745+0.00031104i,-0.0013097+3.7724e-05i,-0.00073974+3.3933e-05i,1.9324e-05-8.4675e-05i,0.00019009-0.00037284i,3.1083e-05-0.00035327i,-9.7731e-05-0.00030266i,6.3403e-06-7.7605e-05i,2.9298e-05-7.4171e-06i,-0.00030694-7.2168e-05i,0.00031803-0.00044232i
-0.0002268-0.001771i,0.0010843-0.001044i,0.0012953-0.00061416i,0.00073822-0.00056383i,-0.00030806-0.0003717i,-0.00017907-0.00027248i,0.00037768-0.0010503i,0.00029243-0.0011952i,-0.00010474-0.001012i,-0.00039895-0.00077638i,-0.00028933-0.00010753i,-0.00017522-0.00025881i,-0.00011578-0.00044513i,-0.00060239-7.8131e-05i,-0.0003632+0.00019765i,9.4921e-05+0.00010898i,-4.1366e-05-0.00019971i,-0.00035786+0.00027514i,-0.00042047+0.00057477i,0.00018355+0.00032238i,0.000216-2.7825e-05i,-0.00035189-0.00018734i,-0.0003672+0.00042998i
0.00039048-0.00088464i,-0.00026339-0.0012161i,-0.0015641-0.0011658i,-0.0017191-0.0012363i,-0.00052679-0.00076726i,-0.00025363-0.00037108i,-0.00088398-0.00036539i,-0.00060977-0.00038917i,-0.00036738+0.0003436i,-0.00013798+0.0008585i,0.0005595+0.00087919i,0.0010534-8.7085e-05i,0.00054834-0.0005446i,-0.00012792+0.00014061i,0.00034539+0.00039964i,0.00060837-0.0001016i,0.00017048-0.00032894i,0.00030211-0.00064641i,9.8561e-05-0.00095006i,-0.00014588-0.00054481i,0.00025347-0.00028168i,-0.00046958-0.0003012i,-0.00011598+2.4996e-05i
0.00011324-0.0012025i,-0.00050755-0.00087473i,-0.0013859+0.0008502i,-0.0014456+0.0019886i,-0.00068569+0.0012914i,0.00013184+0.00021041i,0.00067334-0.00028918i,0.00086402-0.00054619i,0.0001712-0.00054217i,-0.00042126+0.00048455i,-8.146e-05+0.00085299i,0.00015374+0.00019777i,0.00044221-0.0004874i,0.0017615-0.00046396i,0.0024723-0.00023798i,0.0012492-0.00026627i,0.00019325+0.00017654i,-0.00026517-0.00015i,0.00011549-0.001133i,0.00056039-0.00062831i,0.0001535-3.4505e-05i,8.0197e-05-0.00030643i,0.00024488-0.00010554i
-0.00010289+0.0012437i,-7.3645e-06+0.0022247i,0.0011802+0.0020062i,0.0017649+0.0018683i,0.0010037+0.0021383i,0.00061709+0.001839i,0.00056618+0.0011362i,0.00031707+0.00011275i,-7.0567e-06-0.00027053i,-4.8783e-06-6.8898e-05i,-0.00041162-0.00034261i,-0.00047592-0.00017962i,7.1946e-05-0.00087927i,0.00037293-0.0013502i,0.00069275+0.00014328i,0.001001+9.7633e-06i,0.00039977-0.001025i,-0.00042454-0.00061394i,-0.00063229-0.00032617i,-0.00010012+1.1361e-05i,0.00043606-0.00015643i,7.8137e-05-0.00050788i,-0.0001582+0.00067636i
0.0018074+0.0011274i,0.0022659-7.3482e-05i,0.0010738-0.0010098i,-0.00013008-0.0019083i,-0.0007408-0.0023026i,-0.00060692-0.0013891i,-0.0001347-0.0001159i,-0.00011049+1.7455e-05i,-9.7686e-05-0.00027488i,-9.139e-05-0.00012643i,0.00015337-0.00014825i,-0.00023297-0.00024657i,-0.00033696-0.00085589i,0.00049438-0.00071146i,0.00041592-0.00078932i,6.6737e-05-0.0011595i,0.00014178-0.00078948i,0.0006183-0.00048727i,0.00067098-0.0006571i,0.00040806-0.00061792i,0.00041284-0.00015211i,-0.00016074+3.4225e-05i,-0.0005945+0.00037557i
-0.0018491-0.002128i,-0.003218-0.00085067i,-0.0037052+0.0018747i,-0.0023068+0.0027923i,-0.00031236+0.0015291i,0.00063065-0.00016294i,-4.4719e-05-0.0010983i,-0.00054704-0.0018125i,0.00023648-0.0016301i,0.00069433-0.00068351i,0.00049311-0.00035414i,0.00078665-0.00013339i,0.00089025+3.2651e-05i,0.0002599+0.00033277i,0.00051567+0.00066475i,0.00019251+0.0011417i,-0.0004161+0.00091496i,-0.00010221-0.00043932i,-0.00036355-0.0011587i,-0.000225-0.00077079i,0.00025338-0.00077384i,0.00019877-0.00029462i,-0.00018013+2.2494e-05i
0.0013806+0.0024873i,0.0016053+0.0028209i,0.00332+0.0016075i,0.003489+0.00017361i,0.0019253-3.382e-05i,0.00043157-0.00034058i,-0.00037444-0.00027489i,-0.00062947+0.00016746i,-0.00069809+0.00085416i,-0.00028202+0.00085282i,0.00047824-0.00043339i,-0.000405-0.00057524i,-0.00075344-0.00029648i,-0.0001293-0.00057914i,-1.9134e-05-0.00048521i,-0.00062741-0.00042915i,-0.00042215-0.00027161i,0.00034628+5.9328e-06i,0.00014899+0.00045231i,-0.00039931-1.2151e-05i,-0.00054053-0.00041506i,-0.00027996-0.00039762i,-0.00018723-0.00075979i
-0.0016954+0.00016159i,-0.0026172+0.00033452i,-0.0028543+0.00049219i,-0.0016012+0.00044408i,-0.00015237+0.00037052i,0.00028151+0.00064814i,-0.00024556+0.00084523i,-0.00025618+0.00024146i,-0.00040153-0.00066753i,-0.00016025-0.00044117i,0.00027367-4.6892e-05i,-8.8965e-05-0.00011486i,-0.00046292-0.00063414i,-0.00030401-0.00044114i,9.0965e-05-4.9874e-05i,0.00028064-0.00034171i,-2.6054e-05-0.00076739i,-0.00023067-0.00062713i,-0.00020219-0.00022897i,-0.00055125-0.00013451i,-0.00025531+4.2709e-05i,0.00053275+0.0001258i,0.00038155+0.00047388i
-0.0011085-0.0019321i,-0.0012968-0.00038895i,-0.0014045+0.0019077i,-0.00085681+0.0028288i,0.00010352+0.0021757i,-4.7522e-05+0.00038499i,3.2592e-05-0.00078183i,0.00069882-0.00095354i,0.00038184-0.00022899i,0.0003587+0.00063978i,0.00045035+4.6636e-07i,0.0005031-0.00038773i,0.00039143+9.7799e-05i,3.0461e-05-0.00026474i,0.00031175-0.0011161i,0.00030943-0.00048571i,-0.00012084-0.00015241i,-0.00021422-0.00080972i,4.5706e-06-0.0010744i,1.4077e-05-0.0015959i,0.0004483-0.0016459i,0.00045952-0.00094712i,-0.00032746+3.2718e-05i
0.0016571+0.0014367i,0.0018073+0.00037072i,0.0022423+0.00066646i,0.0025433+0.0009978i,0.0016047+0.00062914i,0.00015638-0.00071134i,-0.00065038-0.0008394i,-1.0571e-05-0.00086071i,0.00039539-0.00082032i,-0.00021817+0.00051048i,-0.001338+0.00099487i,-0.0018062-0.00047194i,-0.0010527-0.0010879i,0.0002564-0.0011i,0.0011945-0.0014314i,0.00065362-0.00098542i,-7.184e-05-0.00040933i,-0.00085751-9.5763e-05i,-0.00020123-0.00019025i,0.00065173+0.00052825i,0.00031869+0.00091079i,6.1031e-05+0.00018982i,2.1594e-05-0.00023512i
7.4308e-05+0.00097645i,-0.00097574+0.00017939i,-0.00026357+0.00049803i,9.277e-05+0.00085172i,-0.00063695-0.00019327i,-0.001284-0.0005745i,-0.00092384-3.5814e-05i,-0.00032982+0.00052445i,-0.00011108+0.00025808i,8.9954e-05-0.0002723i,7.4781e-05-0.00059837i,4.0005e-05-0.00015152i,-7.9025e-05-0.00022735i,-8.4383e-05-0.00051828i,-0.00058459-7.3629e-05i,-0.00065185-0.00048i,-0.00066355-0.00070993i,-0.00075123-0.00032487i,0.0001074-8.7288e-05i,0.00071072-0.00039252i,0.00059435-0.00055056i,0.00027688-6.9498e-05i,0.00014986-0.00019034i
0.0012208+0.0020523i,0.0021202+0.00154i,0.0029441+0.00070368i,0.0017279+0.00047662i,0.00080148+0.00044376i,0.00018919-0.0003407i,-0.00051033+4.7986e-05i,7.9757e-05+0.00049649i,0.00078869+0.00039792i,0.00042841+0.0002852i,0.00018672-0.00045586i,0.00023358-0.00067559i,-0.0010218-0.0001976i,-0.0017173-0.00068454i,-0.00099938-0.00027941i,-0.0014332+0.00060089i,-0.0018162+0.00086802i,-0.00071313+0.0010962i,-0.00012615+0.00042363i,-0.00037022-0.00032459i,-2.9276e-05-0.00022653i,5.1883e-05+6.5229e-05i,-0.00030952+0.00043375i
0.00028479+0.00060797i,0.00023929-2.0319e-05i,0.00073897-0.00010051i,0.0010098-0.00011401i,0.0002553-2.8885e-05i,-0.00075977-0.00010741i,-0.0010792-0.00048074i,-0.00037182-0.00048312i,0.00014918+0.00012036i,-0.00014273+0.00069309i,-0.0005608+0.00026747i,-0.0008486-6.9057e-05i,-0.00032122-0.00051691i,0.00024638-0.00043791i,-2.2169e-07+0.00011645i,0.00022373-0.00011371i,0.00033885-0.00053389i,-0.00010501-0.00025917i,-1.807e-05+0.00037256i,6.4344e-05+6.1025e-05i,0.00037148-0.00041524i,0.00025263-0.00042392i,-0.0003035+0.00011244i
-4.8817e-05-0.0001617i,0.0010975+0.0011094i,0.0010175+0.0025601i,-0.00014931+0.0019297i,-0.00039611+0.0006879i,-5.1212e-05+0.00033109i,0.00045-0.00011058i,0.00059338-0.00013525i,0.00022784-0.00045289i,0.00093735-0.0009824i,0.00061718-0.00061885i,-0.00079568+0.00010218i,-0.00094939+0.00022475i,-0.00091136-0.00014189i,-0.00041182-0.00028998i,7.3182e-06-0.00053969i,0.00025099-0.0011376i,0.00089629-0.001406i,0.00056675-0.0016334i,-0.00019793-0.0012i,-0.0001409+0.00035751i,0.00028761+0.00096642i,0.00043568+0.00042012i
-0.0024243-0.001666i,-0.0021209-0.0013507i,-0.0016717-0.00022534i,-0.0017791+0.0015743i,-0.0010548+0.0017756i,0.00047206+0.0013949i,0.00061707+0.00094937i,-0.00041423-0.00025947i,-0.0016564-0.00085322i,-0.0013917+8.3279e-05i,-6.5465e-05+0.00098358i,0.00015018+0.00041436i,0.00034126-0.00044528i,0.0010146-6.559e-05i,0.001047+0.00016969i,0.00043793+0.00020583i,-0.00028281+5.4177e-05i,-0.0004118-0.00056151i,-2.2687e-05-0.00076859i,0.00023431-0.00057405i,0.00064716-0.00033444i,0.00057125-0.0002745i,0.00021471+0.00038311i
1.0527e-05+0.00112i,-2.8816e-05+0.0010527i,-0.00042882+0.00039852i,-0.00020068+9.0333e-05i,0.00029661+0.0012508i,0.00042562+0.0010083i,0.00012263-6.1893e-05i,7.2453e-05-0.00033902i,0.00080547-0.00052766i,0.0011764+4.3062e-05i,0.00074307+0.00082531i,-1.7274e-05+0.00017439i,-0.00028394-4.8184e-05i,0.00024832+0.00031821i,0.00089739-6.5379e-05i,0.0012304+0.00045021i,0.0012672+0.0012139i,0.00093232+0.0012723i,0.00039818+0.0010622i,0.00031198-0.00024418i,9.9612e-05-0.00094905i,-0.00022683-0.00051465i,7.0748e-05-0.00039276i
-0.0013389+0.000279i,-0.0016098+0.00065916i,-0.00064655+0.0017126i,0.00044144+0.0013519i,-6.1926e-05+0.00047193i,-0.00076553-0.00037613i,-0.00019604-0.00080035i,-0.00023374-0.00082934i,-0.00033447-0.00046158i,0.00021034-0.00027846i,-5.0716e-05+7.9532e-05i,-0.00027977+2.602e-05i,3.0523e-05-0.00012684i,0.00018692-0.00038407i,3.9671e-05-0.0010311i,-0.0001776-0.00076433i,-0.00011931-3.4442e-05i,-0.00017645-0.00039573i,-0.0001237-0.00060565i,0.00039144+0.00017202i,0.0010753-9.3736e-05i,0.00069302-0.00042533i,-0.0002462-0.00060262i
-0.0017376+0.0024003i,-0.0017843+0.002623i,0.0011271+0.0023855i,0.0029675+0.00085197i,0.0020673-0.0013668i,0.0007816-0.0022756i,-0.00017988-0.00096737i,-0.00082706+0.00051851i,-0.00074081+0.00094677i,-0.00097123-0.00035841i,-0.00029759-0.0016273i,0.0006811-0.001517i,0.0004593-0.0007269i,-0.00052352-0.00063356i,-0.00077651-0.0014217i,0.00012109-0.0017283i,0.00021099-0.0010304i,-0.00012064-0.00063091i,5.1052e-06-0.00047165i,6.6444e-05-0.00014525i,-0.00033593+0.0004367i,4.0062e-05+0.00086294i,0.00029414+0.0015561i
0.00063105+0.00068319i,0.00040608+0.00030376i,-0.00016136+0.00052695i,0.00013527+0.0008255i,0.0009102+0.0010064i,0.0018201+0.0006134i,0.0013631-0.00012956i,0.00083355-0.00012213i,0.00052574+0.0001819i,-0.00037302+0.00037243i,-0.00077161+0.00055321i,-0.0011639+0.0010753i,-0.0013163+0.0015242i,-0.00041992+0.00050848i,0.00058385-0.00062131i,0.00049648-0.00027621i,0.0010992-0.00024811i,0.0011174-0.00074626i,0.00029676-0.00059442i,-0.00023763-0.00077086i,-0.00038056-0.00076113i,-0.00020379-0.0004869i,8.0343e-05-9.7342e-05i
0.00085606+0.0012593i,-0.00031656+0.00050343i,-0.0015589-0.00043216i,-0.001334-3.5899e-05i,-0.0001164+0.00053303i,0.0003085-0.00011754i,0.00030115-0.00011036i,0.00015898+0.0002983i,-0.00035154+5.8682e-05i,-0.0008044+0.0003764i,-0.00034775+0.00091694i,0.00011255+0.00046076i,-0.0004831-0.00049301i,-0.00082517-0.00056052i,-0.00039202-0.00045328i,6.9292e-05-0.00063409i,0.00033365-0.0010732i,0.0004699-0.0013935i,0.00014355-0.00108i,-0.00021379-0.00093539i,0.00031535-0.00040425i,0.00092727+5.974e-05i,0.0008364-0.00013524i
-0.00143-0.00025615i,-0.0011167-0.0003931i,-0.00061714+8.5342e-05i,-0.00028976-1.0104e-05i,-0.000799-5.5721e-05i,-0.00099752-0.00033894i,-0.0003188-0.00047311i,-0.00019306-0.00098686i,-0.0004459-0.00063252i,-0.00015128-0.00044945i,-0.00088193-0.00021284i,-0.0010685-0.00010289i,0.00011937-0.00061796i,0.0003867-0.00014643i,0.00042024+0.00029341i,0.00089885-8.22e-05i,0.00090891-0.00036838i,0.00076946-0.00040313i,0.00038447-0.00095061i,-0.00038725-0.0012178i,-0.00073522-0.00044793i,-0.00052698+0.00028569i,-0.00014255+0.00029053i
-0.00086765+0.00037294i,-0.00021933+0.0007416i,0.00040885+0.0015334i,0.00063583+0.0015395i,0.0010265+0.0009831i,0.00049608+0.00021784i,-0.00032877-0.00062346i,-0.00013052-0.00072266i,-0.00018484-0.00011776i,-0.00050705-0.00036821i,-0.00096895+0.00024994i,-0.00076989+0.0014909i,-0.00045524+0.0013247i,0.00034007-4.2401e-05i,0.00071998-0.00076772i,0.00017595-0.000161i,0.00034106+0.00038832i,0.00013153+0.00054293i,0.00018362+0.00024302i,0.00080315+0.00014624i,0.00040409+0.00025712i,-6.3278e-06-8.9264e-05i,0.00047889-3.4647e-05i
0.00099523+0.0011823i,0.00074978+0.0021563i,0.00081617+0.0025303i,0.0011867+0.0016502i,0.00083788-0.00017306i,-0.00042854-0.00025461i,-0.00088527+0.00095417i,-0.00056562+0.00082894i,-7.9549e-05+0.0002225i,0.00018951-4.3733e-05i,0.0006119-0.00035638i,0.0012224-0.0003999i,0.0011362+4.0969e-05i,0.0010423+0.00022497i,0.00017291-0.00058201i,-0.00046592-0.00059608i,-8.9009e-05+0.00030215i,0.00022543+0.00043524i,-5.1966e-05-0.00026318i,-0.00085146-0.00037001i,-0.000473-0.00067794i,0.0006624-0.0012202i,0.0011207-0.00036455i
-3.1953e-05-7.5062e-05i,-7.8028e-05-0.00075337i,1.3378e-05+0.00033645i,2.6586e-05+0.00051814i,0.0011159-0.00085991i,0.0010232-0.0018351i,0.00013521-0.0017259i,-0.00029671-0.0011884i,-0.00023065-0.00072665i,0.00011492+4.7602e-06i,-0.00016245-0.00013875i,-0.00046956-0.00014127i,0.00017163+6.0528e-05i,-1.1355e-05-0.00020759i,-0.00032065-0.00030302i,0.00041249-0.00031871i,0.00062503-0.00068856i,0.0002305-0.00073852i,-0.00029916-0.00019984i,-0.00065826+4.6048e-06i,-0.00091965-0.00048699i,-0.0013847-0.00019015i,-0.0011713+0.00028884i
-0.00043365+0.0018551i,0.00034123+0.0017145i,0.0022058+0.00093873i,0.0017011+0.0003731i,0.0012122-0.00036732i,0.00078274-0.00065127i,-0.00030972-0.00083061i,-0.00044782-0.00052243i,-0.00029882+0.00028279i,-0.00042701+0.0001393i,0.00013887-0.00026001i,-2.8774e-05-0.00062249i,-0.00095215-0.0014349i,-0.00054829-0.0018979i,-0.00026422-0.001666i,-0.00035348-0.0011649i,-0.00071914-0.00067863i,-0.00038027-0.00022416i,-0.00036664+2.0662e-05i,-0.00051936-0.00050745i,-0.00021123-0.00029912i,0.00018195+0.00060644i,0.00059443+0.0010935i
0.0010528+0.00076208i,0.00054103+0.00074296i,-0.0016769+0.00012877i,-0.0019913-0.0001234i,-0.00072585-2.8021e-05i,-2.7045e-05+2.308e-05i,-0.00028239-3.0245e-05i,-0.00078845-0.00061169i,-0.00060089-0.00071402i,0.00038069-0.00033348i,0.00072128-0.00058197i,0.0002805-0.0014022i,-0.00012393-0.0011718i,-0.00051296-0.00063922i,-0.00026193-0.00056895i,0.00026064-0.00032342i,0.0010278-0.00028191i,0.0013183-0.00049055i,-7.1877e-05-0.00061992i,-0.0008371-0.001196i,-0.00013725-0.00050101i,-3.1685e-05+0.00049845i,-0.00049044+0.00011247i
-0.0012894+0.00059086i,-0.0020468+0.0010348i,-0.0011751+0.0023508i,0.00092457+0.0026034i,0.0015974+0.0016869i,0.00018176+0.0004987i,-0.00078404-0.00019311i,-0.00031895-0.00023739i,0.00040765+0.00026925i,0.00058433+5.7316e-05i,-0.0003071-0.00062665i,-0.00031377-0.00052814i,0.00037988-0.00035128i,0.0008563-0.00033539i,0.00045394+0.0001661i,-0.00029034+0.0007566i,-0.00064499+8.9045e-05i,-0.00053995-8.296e-06i,-0.00057589+0.0013007i,-0.0012977+0.00074331i,-0.0010252-0.00029088i,-7.3311e-05-0.00030437i,0.0001909-0.00038226i
-0.0012793-0.00066845i,-0.00156-0.0014584i,-0.001749-0.00085648i,-0.0016984-1.9407e-05i,-0.001508+0.00097038i,-0.0011921+0.00039445i,-0.00048297-0.00039869i,-7.8369e-05+1.5236e-05i,-0.00013+0.0001303i,3.9233e-05-0.00042915i,0.00027451-0.00046019i,5.5547e-05-4.2838e-05i,-0.00014462+0.00041016i,-0.00036683+0.0006037i,-0.00022875+5.8323e-05i,0.00050048-0.00040357i,0.0013842-5.6784e-05i,0.0012257+0.00026241i,-6.6954e-05+4.1154e-05i,-0.00075577-0.00054564i,-0.00099601-0.00049733i,-0.00069874+0.00022312i,0.00018527+0.00054493i
