0.002078+0.00090661i,0.0014671+0.00076157i,5.898e-05+6.3724e-06i,-0.00068327-0.00022907i,-0.0019345+0.00084266i,-0.0015047+0.0022495i,-0.00051956+0.0023713i,-7.8184e-06+0.0023983i,0.00098643+0.0018521i,0.00064603+0.00030061i,-0.00023019-0.00059124i,-0.00023857-0.00079114i,-0.00022027-0.00059356i,-0.00083804-0.00071181i,-0.000894-0.00060049i,-0.00019695-0.00010812i,0.00030564+0.00031951i,-6.3482e-05+0.00036282i,5.5929e-05-0.00027349i,0.0004137-0.00060088i,0.00034294-0.00073698i,-0.00019747-0.00085887i,-0.00052533-0.0010266i
-0.00081848+0.030243i,-0.0057244+0.035985i,-0.0049645+0.025009i,-0.004565+0.010438i,-0.0048161+0.0054491i,-0.0036506+0.0049152i,-0.0028025+0.0022556i,-0.0030195-0.00077529i,-0.0027077-0.0026418i,-0.0022242-0.0036464i,-0.0019398-0.0032019i,-0.0014186-0.0030876i,-0.0011066-0.0034724i,-0.00068476-0.0025115i,-0.0010838-0.0019644i,-0.0010371-0.0013184i,-0.00053876-0.0011888i,-0.00022211-0.0012784i,0.00030676+0.00041331i,0.00050156+0.0013019i,0.00039258+7.1207e-05i,0.00010733-0.00088946i,3.5683e-05-0.00026893i
0.028504+0.0087145i,0.034427+0.014099i,0.025098+0.012805i,0.0099828+0.01036i,0.0017868+0.0087901i,0.002045+0.0049449i,0.0028234+0.002338i,0.0028663+0.0025843i,0.0042033+0.0025496i,0.0052711+0.00084098i,0.0044295-0.0006439i,0.002596-0.00056727i,0.0014718-0.00016919i,0.00073718+0.00049354i,-0.00072767+0.0012414i,-0.0017793+0.001284i,-0.00041905+0.00073836i,0.0015199+0.00049769i,0.0021239+0.00057205i,0.0017429+0.0005354i,0.0010782-9.0066e-05i,0.00061484-0.00025951i,-0.00010832+8.0601e-05i
0.0068075-0.027011i,0.012649-0.030035i,0.0099658-0.019874i,0.006309-0.0069821i,0.0053788-6.1608e-05i,0.0037533+0.0016789i,0.001085+0.0019242i,-0.00074025+0.0034761i,-0.00088291+0.0048181i,-0.00027978+0.0035291i,-0.00067487+0.0016901i,-0.0012288+0.00099658i,-0.0010673+0.00085284i,-0.0008844+0.00032079i,-0.0009513-0.00060251i,-0.00063371-0.00094379i,-0.00016311-7.8333e-05i,-0.00012821+0.00025255i,0.00020381-5.1865e-06i,0.0003963-0.00023463i,0.00048125-0.00034944i,0.00047786-0.00021708i,0.00059602-0.00044017i
-0.025275-0.010301i,-0.028514-0.016174i,-0.019224-0.012499i,-0.0062415-0.0059794i,-0.00064309-0.0031721i,-0.0010292-0.0030252i,-0.00277-0.0032918i,-0.0049783-0.0032765i,-0.0050799-0.0027943i,-0.0034849-0.0020402i,-0.0028661-0.0014476i,-0.0024662-0.0008343i,-0.0011053+8.7035e-05i,0.0005415+0.0011067i,0.00064893+0.00085013i,-0.00027862+0.00013789i,-0.0010327+0.00034093i,-0.0013359-0.00030606i,-0.00082592-0.00098695i,-0.00074728-0.0011598i,-0.00049172-0.0013021i,-0.00012752-0.0015188i,7.0422e-05-0.0012466i
-0.014493+0.023275i,-0.020707+0.027073i,-0.015917+0.020172i,-0.0090946+0.00721i,-0.0066067+0.00079085i,-0.0042468+0.0011033i,-0.00092402+0.00050697i,0.0004346-0.00070259i,0.0015428-0.001765i,0.0026427-0.003434i,0.0028618-0.0031027i,0.0027966-0.0019218i,0.0029528-0.0010256i,0.0019932-0.0011806i,0.00086037-0.00145i,0.00047534-0.0010122i,0.00032663-0.00099112i,0.00055553-0.0002459i,0.0003796+0.0005675i,0.00039201+0.00038705i,0.00022678+0.00031564i,-0.00017894-3.2678e-05i,0.00013203-0.00039976i
0.023247+0.019604i,0.025316+0.026429i,0.017205+0.020639i,0.0037598+0.010171i,-0.0028105+0.0058654i,-0.0014039+0.0052411i,-0.0004146+0.0053984i,-0.00049298+0.0070707i,0.00092723+0.0077076i,0.0028501+0.0060771i,0.002868+0.0033415i,0.0016291+0.00099512i,8.2125e-05-0.00049367i,-0.0015852-0.0013937i,-0.0028701-9.2475e-05i,-0.0031716+0.0011289i,-0.0015121+0.0011689i,0.00048383+0.0014657i,0.0017515+0.0021591i,0.0020777+0.0015479i,0.0011754+0.00042365i,2.1544e-05-0.00093044i,0.00020985-0.00078688i
0.023261-0.019465i,0.028298-0.01976i,0.021273-0.013416i,0.010103-0.002566i,0.0040996+0.0036099i,0.002069+0.0020739i,-0.00053683+0.00018751i,-0.0035539+0.00013107i,-0.0043636+0.00094877i,-0.0031582+0.0014346i,-0.0017863+0.0004599i,-0.00086097-0.00021713i,-0.00070155+0.00056214i,-3.1184e-07+0.0011391i,0.00056288+0.00075709i,0.00092956+0.00084464i,0.0011063+0.00064551i,0.00066583-6.5618e-05i,0.00030119-0.00011228i,-0.00038724-4.2709e-05i,-0.0012879-0.00017032i,-0.00145+0.00037571i,-0.00055637+0.00049905i
-0.018532-0.027463i,-0.019868-0.031041i,-0.015249-0.021836i,-0.0067116-0.0089428i,-0.0018244-0.0018533i,-0.00075039+0.00040211i,0.00098322-0.0008291i,0.0020767-0.003472i,0.0014504-0.0050661i,-0.00056501-0.0052265i,-0.0025387-0.0039499i,-0.0030949-0.0017752i,-0.0031801-0.00064456i,-0.0024606-0.0005001i,-0.0011472-0.00010263i,-0.00060309+5.8635e-05i,-0.00042021-0.00088455i,-0.00067682-0.0017029i,-0.00060312-0.002034i,0.00012521-0.0019055i,0.00087982-0.0019614i,0.0017809-0.0013075i,0.0019512-0.00047885i
-0.027722+0.015472i,-0.032239+0.015933i,-0.023022+0.010802i,-0.011264+0.0031465i,-0.0067179-0.0007707i,-0.0031617+2.2257e-05i,-9.4883e-05+0.0013876i,0.0011424+0.0034558i,0.0030198+0.0043242i,0.0038823+0.0021105i,0.0034661+0.00092484i,0.0033371+0.001787i,0.0035469+0.0023049i,0.0029935+0.0015883i,0.0014684+0.000932i,0.00088496+0.00053506i,0.00071+0.00041735i,0.00020383+0.00048642i,-9.5087e-06+0.00076652i,-0.00038601+0.00095521i,-0.00032125+0.0007826i,0.0006263+0.00026803i,0.0011451-0.00032681i
0.01256+0.029148i,0.011458+0.033683i,0.0079169+0.022713i,0.0022204+0.0080585i,-0.0021689+0.0031836i,-0.0036034+0.0030943i,-0.0049136+0.0026061i,-0.0062418+0.003187i,-0.0047339+0.0045058i,-0.0020407+0.0043742i,5.6518e-05+0.0032727i,0.0011535+0.0018213i,0.0016944+0.0005783i,0.0015258-0.00080959i,0.00058671-0.0022092i,-0.0010111-0.0020956i,-0.0022934-0.00044292i,-0.0018666+0.00092832i,-0.00062671+0.0018145i,-0.0004728+0.001479i,-6.0518e-05+0.00037797i,9.2956e-05+5.6827e-05i,-0.00019881-1.1967e-05i
0.03442-0.0045401i,0.037852-0.0043206i,0.026371-0.002642i,0.0094757+0.0027316i,0.0004825+0.0059357i,-0.00021686+0.0031676i,0.0004078-0.00089514i,0.00021471-0.0027569i,-0.0010396-0.0036292i,-0.0019923-0.0035425i,-0.0010994-0.0029896i,-0.00085118-0.0019514i,-0.0022244-0.00053945i,-0.0029262+0.00028639i,-0.0019226+0.001156i,-0.0010622+0.0018119i,-0.0010149+0.0019788i,-0.00064174+0.0002787i,-0.00056734-0.00076064i,-0.00014535-0.00069605i,0.00057608-0.001235i,3.4162e-05-0.0015726i,-0.00033366-0.0012542i
-0.0002544-0.036086i,-0.0017745-0.03869i,-0.0022776-0.028285i,-0.00051978-0.011897i,0.00050807-0.0019367i,0.00013973+9.4188e-05i,0.00119+0.00024824i,0.0029967+0.00086894i,0.0044504-4.0391e-06i,0.0045375-0.0030304i,0.0019765-0.0054061i,0.00092611-0.0040469i,0.0021841-0.0022067i,0.0015734-0.0014983i,0.0004299-0.00095726i,-0.00037875-0.0006006i,-0.00016434-0.00059541i,0.0011054-0.0008513i,0.0015844-0.0010199i,0.0018274-0.00080137i,0.0012376-0.00029074i,0.00062006-9.5664e-05i,0.00062215-0.00023531i
-0.034065-0.0031783i,-0.036307-0.0017297i,-0.025106+0.00056877i,-0.010787-0.00097496i,-0.0043233-0.0028584i,-0.002498-0.0014874i,-0.0022315+0.00092127i,-0.0039609+0.0032186i,-0.0037262+0.0054828i,-0.0012629+0.0046263i,-0.00033783+0.0024318i,-0.0011821+0.0017589i,-0.0018726+0.0012607i,-0.0021389+0.0012604i,-0.0018196+0.0014161i,-0.001087+0.00096373i,-0.00088178+0.000397i,-0.00066928+0.00023855i,0.00042671+0.00036836i,0.00074127+0.00036381i,0.000714+0.0002053i,0.0010667+3.7407e-05i,-0.00013361+0.00043723i
-0.00728+0.038183i,-0.0058093+0.04012i,-0.0019131+0.028054i,-0.0014609+0.012114i,-0.0029171+0.0038217i,-0.0034302+0.00073236i,-0.0044518-0.0023552i,-0.005611-0.0029031i,-0.0044587-0.00086392i,-0.0030093+0.00098151i,-0.0011545+0.0027519i,0.0011766+0.0023679i,0.0021342+0.00096214i,0.0020819+0.00019543i,0.0017658-0.0005456i,7.2218e-06-0.00058126i,-0.0018959-0.00025243i,-0.0021117-0.00018105i,-0.0027154-0.0005023i,-0.0030118-0.00072877i,-0.0020213-7.5041e-05i,-0.0012117+0.0013878i,-0.0012157+0.0019141i
0.036998+0.011498i,0.0385+0.0097372i,0.02652+0.0057153i,0.008826+0.0049185i,-0.00020663+0.0054744i,-0.00033198+0.0042681i,0.00113+0.0026755i,0.0024266+0.0014459i,0.0025163-0.00060563i,0.0017974-0.0030729i,0.0013305-0.0041473i,0.000421-0.0039868i,-0.00024703-0.0045596i,-0.0010137-0.0042757i,-0.0018095-0.0021813i,-0.0017281-0.00037828i,-0.00021968+0.00069198i,0.0011013+0.0003441i,0.0019854-4.6865e-05i,0.0020891+0.00029619i,0.0013364-0.00013699i,0.0012021-0.00049482i,0.00092146+0.00020316i
0.019849-0.031487i,0.014705-0.033054i,0.0061696-0.023735i,0.00054705-0.009827i,-0.00068643-0.0015494i,-0.00031508+0.0016373i,-0.00021227+0.0036088i,0.00079269+0.0052848i,0.002565+0.0058059i,0.0048187+0.0029055i,0.0053853+0.00025224i,0.0031392+0.00025976i,0.00053701+0.0011333i,-0.00060598+0.0015374i,-0.00059143+0.0020123i,0.00010783+0.0021531i,0.0012632+0.0013762i,0.0014783+0.00085941i,0.0016188+0.00045681i,0.002311+0.00025912i,0.0014448+0.000136i,0.00078249-0.00011681i,0.0015576-1.0534e-05i
-0.026346-0.021094i,-0.028092-0.01787i,-0.019208-0.0095004i,-0.0057688-0.0034072i,0.00090201-0.0025756i,0.00075321-0.0027131i,-0.0017302-0.0028788i,-0.004871-0.0031517i,-0.0059252-0.0014034i,-0.0045262+0.00045938i,-0.0023999+0.00098774i,-0.0015403+0.00073507i,-0.0015252-0.00054722i,-0.0011461-0.0013342i,-0.00039437-0.00098275i,-0.00051168-0.00081069i,-0.00061251-0.00072321i,-0.0010108-0.00025754i,-0.0017371+0.00080913i,-0.0014537+0.001307i,-0.00081056+0.00059775i,-0.00022693+0.0002138i,-0.00066233+1.7766e-05i
-0.030502+0.021392i,-0.025687+0.028291i,-0.016747+0.02378i,-0.009922+0.011286i,-0.0071993+0.0039791i,-0.0035623+0.0022419i,-0.00091693-0.00024111i,-5.4616e-05-0.0026073i,-0.00040056-0.0024743i,-0.0032976-0.00066211i,-0.0048211+0.0016031i,-0.0029983+0.0023978i,-0.0019091+0.0019474i,-0.00084397+0.0017036i,8.6589e-05+0.00066837i,-0.00023655-0.0005433i,-0.0008717-0.0012743i,0.00035833-0.0012888i,0.0019767-0.00095933i,0.0008088-0.0015429i,-0.00047685-0.001921i,-0.001205-0.0022297i,-0.0015008-0.0020514i
0.016165+0.033994i,0.020996+0.029233i,0.01561+0.016896i,0.0030898+0.0073304i,-0.0044339+0.0048552i,-0.0048916+0.0045089i,-0.0038529+0.0037261i,-0.0019781+0.0042655i,0.0011784+0.0036807i,0.0035428+0.00094959i,0.0045889-0.00089292i,0.0052601-0.0017729i,0.0056202-0.0022343i,0.0038357-0.0019811i,0.001139-0.0019704i,-3.5985e-05-0.0013081i,-0.00014035+0.00027614i,0.0007416+0.0012473i,0.0010225+0.0010165i,0.0006605+0.00037509i,0.00019526+0.00072786i,0.00016343+0.00096474i,0.0011067+0.00079234i
0.032355-0.01106i,0.026384-0.019194i,0.014133-0.01546i,0.004506-0.0034266i,0.0014269+0.0040949i,-0.0013314+0.0044657i,-0.0047547+0.0033833i,-0.0058027+0.0030007i,-0.0038451+0.0038382i,7.2525e-05+0.0043189i,0.002463+0.0028863i,0.0012399+0.00057556i,-0.001203-0.0014321i,-0.00278-0.0020234i,-0.0026393-0.0011366i,-0.00171+0.00068229i,-0.00089981+0.0014355i,-0.00015619+0.00074728i,-0.00060817+0.00067297i,-0.0011757+0.0010731i,-0.00057689+0.0010646i,0.0004312+0.0011003i,0.0002001+0.00089316i
-0.0026192-0.032421i,-0.013199-0.026621i,-0.012248-0.013538i,-0.0021302-0.0034533i,0.0030279+0.00047808i,0.0028371+0.00080733i,0.0032443-0.001347i,0.0023494-0.0034316i,0.00042499-0.0030457i,-0.00070242-0.0022668i,-0.00080449-0.0021812i,-9.2117e-05-0.00034722i,-0.00025608+0.0014442i,0.00059574+0.0013693i,0.0012629+0.00046879i,0.00081017-0.00040477i,-5.2807e-05-0.001164i,-0.0011808-0.0019905i,-0.0014666-0.0022517i,-0.001565-0.0018685i,-0.00058705-0.001259i,0.00092137-0.0011918i,7.3697e-06-0.0014246i
-0.030316-0.0025466i,-0.028286+0.0095394i,-0.018424+0.010505i,-0.0093125+0.0029831i,-0.0051178+0.00021394i,-0.00089216+0.001957i,0.0033285+0.0019748i,0.0038818+0.0013306i,0.00093739+0.0005939i,-0.002679-0.00223i,-0.0044877-0.0036044i,-0.0035867-0.0023041i,-0.0014829-0.0015303i,-0.00038536-0.00076806i,-0.00026517-0.0002371i,-0.00046667-0.00025094i,-0.00065686+7.9734e-05i,0.00036316+0.00074041i,0.0015998+0.001519i,0.0025777+0.00083214i,0.0022666+8.7525e-05i,0.0012086-0.00028412i,0.00024442-0.0013165i
-0.008615+0.02836i,0.0060745+0.025832i,0.011615+0.013314i,0.0037826+0.0022968i,-0.0042458-0.00017953i,-0.0049752-0.00077481i,-0.0052451-0.0010029i,-0.0060916+0.001536i,-0.0031205+0.0036164i,0.001152+0.0028639i,0.0028187+0.0029759i,0.0026844+0.0039368i,0.0018984+0.002772i,0.0017399+0.0015545i,0.0015467+0.00058198i,0.00096765-0.00036463i,0.00015878+0.00043221i,0.00072681+0.0018413i,0.0020909+0.0018167i,0.0020119+0.001211i,5.8584e-05-1.7094e-05i,-0.0011284-0.00040691i,-0.00067882+0.00029159i
0.026957+0.019204i,0.028075+0.0035919i,0.01749-0.0034468i,0.0056221+0.00012184i,0.00018258+0.0042681i,-0.0027363+0.0022523i,-0.0061486-0.0018594i,-0.0071101-0.0030139i,-0.0042879-0.0016059i,-0.00042663-0.00024207i,0.0017037-0.00057673i,0.0018822-0.0014536i,0.0014565-0.0026534i,0.0009387-0.0037744i,-1.8169e-06-0.00295i,-0.00059318-0.00072663i,-0.00083149+0.0011209i,-0.00077655+0.00067913i,-0.0014357-0.00080754i,-0.0022925-0.0010441i,-0.0021329-0.0006742i,-0.0016578-0.00024648i,-0.0003017+0.00083713i
0.021712-0.02244i,0.0052493-0.024584i,-0.0030039-0.013835i,-0.0017896+0.00087947i,-0.0002125+0.0071884i,-0.0005144+0.0076985i,-0.00022954+0.0068999i,9.5821e-05+0.0044813i,-9.5126e-05+0.0026791i,-0.00095873+0.00058973i,-0.0026225-0.0015943i,-0.0035768-0.0014514i,-0.0035788-0.00071656i,-0.0025526-0.00018274i,-0.0013413-2.3981e-06i,-0.00091283-0.00030683i,-4.0225e-05-0.00035472i,0.00056551-0.001295i,0.00088707-0.0023657i,0.00097905-0.0024677i,0.00051388-0.0019819i,0.0006106-0.0015564i,0.0015334-0.002179i
-0.018125-0.019486i,-0.023687-0.0037087i,-0.015282+0.0066648i,-0.0033767+0.0030462i,0.001711-0.0010505i,0.0025086+0.0016237i,0.002016+0.0036259i,-0.00015982+0.0041682i,4.9017e-05+0.0033472i,0.0017495-0.00038528i,0.0020401-0.0025088i,0.0020073-0.0014685i,0.0021382-0.00071377i,0.0018712-0.00081084i,0.00042497+3.8263e-05i,-0.0005484+0.00031915i,-0.0011928-0.00016567i,-0.0013407+0.00030074i,-0.00075331+0.0018877i,-0.00065006+0.0028027i,0.00035139+0.0029202i,0.0020764+0.0019817i,0.0020964+0.00083915i
-0.02223+0.016026i,-0.0062912+0.02633i,0.0045246+0.018566i,0.0043921+0.0032747i,0.0024996-0.0033435i,0.0029067-0.0049664i,0.000641-0.0076947i,-0.003022-0.0060516i,-0.002123-0.0005226i,0.00039169+0.0026435i,0.00020755+0.0028374i,-0.00070507+0.0015955i,-0.00075557+0.00061098i,5.6576e-05+0.0008503i,0.00088428+0.00062013i,0.00058694+0.00026655i,-0.00060189+0.0014467i,-0.00065281+0.0032053i,-0.00030415+0.0038262i,0.00063888+0.0019219i,0.0016801+0.00024787i,0.00052668-0.00058848i,-0.00079739-0.00077144i
0.0061959+0.023856i,0.018057+0.0091541i,0.015717-6.1103e-05i,0.0040539+0.0020327i,-0.0027962+0.0037928i,-0.0026207-0.0013754i,-0.00092384-0.0043529i,0.00084508-0.0027272i,0.0019565-1.881e-05i,0.0015192+0.0013877i,0.001243+0.0014258i,0.0019099+0.0017704i,0.0027601+0.0017939i,0.0031706+0.0014305i,0.0028791+0.00057612i,0.00078456+0.00016695i,-2.3435e-06-0.00026907i,0.0010895-0.0017468i,0.0016651-0.0034308i,0.0017184-0.0041086i,0.00067631-0.0039289i,-0.00078691-0.0027844i,-0.0015033-0.00078111i
0.020417+0.0031756i,0.0082018-0.013639i,-0.0040524-0.013157i,-0.0081925-0.0030974i,-0.0080698+0.0025381i,-0.0089462+0.0044613i,-0.0085968+0.0061461i,-0.0067197+0.0058778i,-0.0033595+0.0019152i,-0.0012153-0.0034719i,-0.0014373-0.006504i,-0.0009034-0.0059867i,-0.00031841-0.0047897i,-0.0012523-0.003734i,-0.0016731-0.0021962i,-0.00061817-0.0011916i,0.00042584-0.0011994i,0.0017441-0.0014705i,0.0024454-0.00082257i,0.0020808+2.217e-06i,0.0014698+0.0012358i,0.0013787+0.0018302i,0.0017085+0.00063882i
0.009109-0.0137i,-0.0087829-0.0040584i,-0.0098043+0.0031738i,0.00047396+0.003374i,0.0041037+0.0030887i,0.0016973+0.0044828i,-0.00097614+0.0028913i,-0.0031003+0.00093732i,-0.0027135+0.0017368i,0.00035411+0.0015656i,0.0011801+0.00078265i,-0.00045751+0.0016428i,-0.0014254+0.00298i,-0.0020137+0.0024589i,-0.0020407+0.0010425i,-0.0012781+0.00026084i,-0.001258-0.00057636i,-0.0018195-2.7382e-05i,-0.0028072+0.00072124i,-0.0029337+0.00042951i,-0.0018699+0.001037i,-0.000822+0.00055015i,-0.00036047-0.00062026i
-0.0098695-0.014566i,-0.0048004+0.0060479i,0.0044518+0.011523i,0.0073936+0.0039546i,0.0058213+0.00032435i,0.0074102+0.00058191i,0.0078361-0.0023808i,0.0041791-0.0032716i,0.0021758+0.00042586i,0.0018669+0.0031554i,0.0009357+0.0029381i,0.0015546+0.0020871i,0.0030291+0.0011643i,0.0031669-0.00030858i,0.0018929-0.00063312i,2.7521e-05+0.00063452i,-0.0023233+0.0013113i,-0.0034603+0.00058879i,-0.0021515+0.00074608i,-0.0014188+0.0011297i,-0.00042451+0.00010529i,0.00039365-0.00074638i,-0.00037434-0.0006331i
-0.01472+0.011423i,0.0038042+0.0088906i,0.0072638+0.0015861i,-0.0033513-0.0015134i,-0.0081407-0.0021784i,-0.0039932-0.0038596i,-0.0012669-0.0028009i,-0.0011702+0.0011846i,-0.0012337+0.0028205i,-0.001794+0.0012229i,-0.0019588-0.00032053i,-0.0012427-0.00043109i,-0.0016624+0.00071454i,-0.0013003+0.0019925i,0.00064872+0.0021926i,0.001706+0.0015311i,0.0011228+0.0013918i,0.0013623+0.0017264i,0.0037829+0.001018i,0.0050763-0.00068449i,0.0040639-0.0018866i,0.0015547-0.0029418i,-7.5329e-05-0.0024922i
-0.0027641+0.015621i,-0.0020989-0.0039498i,-0.011507-0.011018i,-0.016013-0.0036821i,-0.013113+0.0035703i,-0.01015+0.003591i,-0.0092814+0.0015023i,-0.0085901+0.00086479i,-0.0048135-0.0011314i,-1.9573e-06-0.003048i,0.002806-0.0023354i,0.0042965-0.00065294i,0.0048581-0.00068475i,0.0038233-0.00099984i,0.0016521-0.00098375i,0.00012804-0.00085157i,-2.473e-05+0.000257i,0.0006786+0.00073496i,0.00058589-0.00014787i,-0.00053101-0.00034287i,-0.0015283+0.00098444i,-0.0024848+0.0017749i,-0.0016883+0.00084181i
0.021256+0.01972i,0.0091027+0.013017i,0.011393+0.01884i,0.019747+0.018618i,0.020638+0.011336i,0.010933+0.0033434i,0.0011918-0.00046369i,-0.0029913-0.00030914i,-0.0019647+0.0024509i,0.0024216+0.0020927i,0.0032827-0.002229i,1.8672e-05-0.0048869i,-0.0015264-0.0048702i,-0.0010304-0.0043186i,-0.00037924-0.0032407i,0.00020967-0.0019973i,-0.00043629-0.00076977i,-0.0023058+0.00039916i,-0.0033933+0.00070198i,-0.0028279+0.00089455i,-0.0016647+0.0018065i,-0.00060945+0.0021774i,-0.00038682+0.0017852i
0.01066-0.014568i,0.00056891+0.0018857i,0.0021111+0.0072706i,0.0048084+0.0024419i,0.0024992+0.0015156i,0.0031659+0.0056498i,0.0062429+0.0069155i,0.0059493+0.0069214i,0.0027786+0.0071296i,-0.00025555+0.0055098i,-0.0021326+0.0047769i,-0.0023917+0.005636i,-0.0010306+0.0054125i,0.0008535+0.0045438i,0.00072597+0.0033403i,-0.00086017+0.0020909i,-0.00074032+0.00052742i,0.0011395-0.0016359i,0.0022026-0.0029646i,0.0025235-0.0031152i,0.0018396-0.00288i,0.00077881-0.0022919i,-1.9409e-05-0.0011124i
-0.017803-0.012516i,-0.0028323+0.00040113i,0.0034803-0.00032444i,-0.0034049-0.0072365i,-0.0064481-0.0070889i,-0.0014574-0.0045814i,-1.2445e-05-0.0050102i,-0.0023298-0.0050593i,-0.0026796-0.0047531i,-0.00092993-0.0062145i,0.0014189-0.0062917i,0.0026767-0.0049934i,0.001789-0.0036113i,-6.4145e-06-0.0018144i,-8.4123e-05+1.1184e-07i,0.00087841+0.0010354i,0.00032137+0.00075672i,-0.00059484+0.0012439i,0.0002911+0.0029132i,0.0024921+0.0038179i,0.0039504+0.0028813i,0.0035833+0.00090605i,0.0021118-0.00017317i
-0.015878+0.0045096i,-0.0038783-0.0057545i,-0.0021922-0.011846i,-0.0045766-0.0060708i,-0.0047727-0.0021816i,-0.0048881-0.0063546i,-0.0059946-0.009297i,-0.0053481-0.0080526i,-0.0018357-0.0048705i,0.00094298-0.0017389i,0.0012505-0.00019587i,0.00046119+0.0009034i,-0.00026061+0.0013391i,7.3741e-07+0.0010823i,0.00022485+0.00016626i,-0.0001249-0.00061074i,-0.00053631+0.00064189i,-0.00099985+0.0015417i,-0.0012984+0.00035432i,-0.0020951-0.0013795i,-0.0033786-0.0030327i,-0.003708-0.0033564i,-0.0025802-0.0022796i
0.0022912+0.029254i,-0.0052341+0.01611i,-0.0097021+0.014137i,-0.005758+0.018584i,-0.002245+0.015258i,-0.0033831+0.0094868i,-0.0038126+0.006965i,-0.0023583+0.0058364i,-0.001634+0.0057284i,-0.0014132+0.0040989i,-0.0012432+0.0013284i,0.00025173-0.00042075i,0.0034176-0.0018508i,0.0045619-0.0026989i,0.0027156-0.0021269i,0.00070066-0.00050183i,-0.0006441-0.00067228i,-0.001463-0.0023443i,-0.0016662-0.0028228i,-0.0015688-0.0021394i,-0.0015302-0.00037116i,-0.00095295+0.00071017i,-0.00057138+0.0010482i
0.017262+0.0015713i,0.0051822+0.0063123i,0.0015152+0.011006i,0.00213+0.0063047i,0.00074137+0.0033414i,0.00027416+0.0079482i,0.00066125+0.010287i,-0.00028096+0.0094943i,-0.0026183+0.0071251i,-0.0053509+0.0039515i,-0.0060966+0.0028505i,-0.0053641+0.0020993i,-0.0047997+0.00073814i,-0.0045019+0.00061122i,-0.0036111+0.00065413i,-0.0018557+0.000989i,0.0008067+0.0011611i,0.0022914+0.0015802i,0.0030142+0.0021827i,0.0037895+0.0017084i,0.0035652+0.00039101i,0.0025875-0.00073414i,0.00081674-0.0011093i
0.0084041-0.022108i,0.010417-0.0099054i,0.015253-0.0066649i,0.011018-0.011888i,0.0057269-0.010534i,0.0056304-0.0061606i,0.0036387-0.006233i,0.0013979-0.0071083i,0.0036709-0.0065095i,0.0068629-0.0056702i,0.0072904-0.0035563i,0.007252-0.00099029i,0.0056768+5.9304e-05i,0.0023123-2.5046e-05i,0.00014703+0.00023066i,0.00011903+0.00068132i,0.00055172+0.00063502i,1.7445e-05+0.00063935i,-0.00033932+0.0017941i,-0.00062669+0.0029401i,-0.00039038+0.0031722i,0.00061259+0.0031768i,0.0014086+0.0022432i
-0.017901-0.0064149i,-0.0067427-0.0011427i,-0.00010456-0.00010612i,-0.0012797+0.0050806i,0.00087689+0.0067381i,0.0050182-0.0013171i,0.0044647-0.0071092i,0.0025714-0.005871i,0.00154-0.0024332i,0.0010463-0.00047615i,0.00078153-0.0026425i,2.9883e-05-0.0046625i,-0.00044659-0.0040255i,-0.00051336-0.002824i,9.1968e-05-0.0018644i,0.00025576-0.0013479i,-0.00082527-0.0011604i,-0.0018304-0.0014071i,-0.0021187-0.0023252i,-0.0013914-0.0039236i,-0.00031618-0.0046817i,-0.00082148-0.0042914i,-0.00067561-0.0027554i
-0.018636+0.012321i,-0.016331+0.0063374i,-0.018421+0.0048308i,-0.016911+0.010913i,-0.012872+0.012648i,-0.010934+0.008661i,-0.010194+0.0065492i,-0.0095926+0.0063918i,-0.009505+0.0060695i,-0.0083268+0.0056559i,-0.0054721+0.00544i,-0.0024515+0.0064017i,-0.00010924+0.0070012i,0.0011823+0.0053772i,0.00067762+0.0031523i,-0.00035596+0.0014198i,-0.00064344+0.00025609i,0.00071871-0.00030682i,0.0011732-0.0014326i,9.7152e-05-0.0026775i,-0.0013685-0.0017198i,-0.0025255-0.00046904i,-0.0035554+7.4555e-06i
0.0073913+0.017424i,0.0037076+0.012758i,-4.0134e-05+0.011688i,0.0026301+0.0038487i,0.00358-0.0014854i,0.00028593+0.0028848i,-0.003439+0.0049192i,-0.005616+0.0015689i,-0.0042567-0.0019317i,-0.0015051-0.0041353i,-0.0005159-0.0052453i,0.00044501-0.0050571i,0.00093773-0.005315i,5.4255e-05-0.0052896i,-0.00056501-0.0033438i,-0.00016571-0.00092564i,-0.00044175+0.0014895i,-0.0019751+0.0033722i,-0.0024961+0.00474i,-0.00071088+0.0061891i,0.0013759+0.0058701i,0.0021878+0.003752i,0.0013514+0.0018275i
0.026064-0.00059953i,0.023204+5.4123e-05i,0.022662-0.0016129i,0.016772-0.0067881i,0.0081456-0.0055839i,0.0061785-0.00094445i,0.0075073-0.00079484i,0.0088314-0.000588i,0.0096443+0.00045948i,0.009338+0.00061041i,0.0070151+0.0017268i,0.0035255+0.0032516i,0.00032594+0.0038212i,-0.00095021+0.0021902i,-0.0015581+0.0005719i,-0.0011061+0.00015451i,0.0004172+0.00013285i,0.0011434+0.00064904i,0.00109+0.00095097i,-6.3363e-05+1.7684e-05i,-0.00057075-0.00057203i,-0.0010244-0.00054047i,-0.00077456-0.0001874i
