-0.0031091+0.00014999i,-0.0019081+7.6787e-05i,-0.0028228+0.00078252i,-0.0020665+0.0018755i,-0.0011261+0.001943i,-0.00089926+0.0018355i,-0.0013619+0.00216i,-0.00047546+0.0014908i,0.0008508+0.00091235i,0.0013788+0.00053682i,0.0016021-1.8058e-05i,0.0013019-0.00067084i,-8.7552e-05-0.0012449i,-0.00078093-0.0011297i,0.00021358+0.00019001i,0.00028195+0.00035117i,0.00029467-0.00055595i,0.0004834-8.6859e-05i,0.00011912-0.00013247i,0.00025502+0.00030105i,0.00029615+0.00025385i,-9.735e-05-0.00023528i,2.2193e-05-9.8613e-05i
0.0024818-0.0012185i,0.0010227-0.00049394i,-0.00061794-0.00065173i,-0.0012709-0.00068125i,-0.0012561-0.00044039i,-0.00078226-0.00017268i,0.0001048+5.6996e-05i,0.00040138-0.00071086i,5.9587e-05-0.0011649i,-0.0002547-0.00067473i,-0.00071969+6.3895e-06i,-0.0010128+0.00029034i,-0.000372+0.00047894i,-0.00011402+0.00027089i,-0.00054033+0.00025355i,-0.00050564+0.00016625i,0.00013782-0.00049644i,-1.3532e-06-0.0012885i,-0.00058068-0.0010837i,-0.00014854-0.0004889i,0.00011835-0.00035318i,0.00010428+2.1984e-05i,0.00016221+0.00037276i
-0.00085926+0.00097939i,3.5975e-05-0.0006431i,-0.00022249-0.0012177i,-0.0013825-0.00037956i,-0.0013304-0.00012512i,-0.00023871+0.000243i,0.00051969+0.00091386i,6.3962e-05+0.0006268i,-0.0009551-0.00044279i,-0.00066878-0.00046572i,0.00016386+0.00030766i,0.00027075+0.00031306i,0.00049304+0.00012338i,0.0013062+0.0009894i,0.00091827+0.0013181i,-0.00029757+0.00047686i,-0.00032756-0.00022216i,-0.00045892-0.00064921i,-0.00040549-0.0005076i,-0.00024388-0.00010512i,0.00012945+0.00012544i,0.00030423+0.00027033i,-0.00019553+0.00093671i
-0.0021505-0.00066331i,-0.0012073-0.00091696i,-0.0015546-3.2596e-05i,-0.00060514+0.0015366i,0.00059424+0.0019253i,0.00017183+0.00065806i,0.00045716+0.00018457i,0.0012218-1.0607e-05i,0.00093611-0.00024786i,-0.00018269-9.467e-05i,-0.00012507-0.00028513i,0.00052966-0.00015103i,0.00055919-0.00018926i,0.00037023-0.00014253i,-4.7957e-05-0.00059679i,0.00016352-0.0011465i,-1.2065e-05-0.00045107i,-7.183e-05+0.00027759i,0.00014553+0.00013399i,-8.5545e-05-0.00016254i,0.00014333-4.5155e-05i,0.00027148+0.00031157i,0.00065082+0.00058446i
0.0021809-0.0013792i,0.0010861-0.00066268i,-0.00065548+0.0001954i,-0.0023347+0.00030565i,-0.002777-0.00042409i,-0.0012815-0.000108i,0.00038724+0.00050422i,0.00062838+0.00072689i,0.00064798-0.00037793i,0.00023799-0.0010018i,-0.00077426-0.00017056i,-0.00043259-0.00014742i,-0.00011176+0.00026464i,-0.00049278+0.0010948i,-0.0006768+0.00078901i,-0.00025003+0.0006756i,0.00044677-1.331e-05i,6.1272e-05-0.00072124i,-0.00051427-0.00037231i,-0.0005498-0.00024159i,-0.00041751+0.00022296i,-4.9039e-05+0.00067949i,0.00020291+0.00041129i
0.0016757+0.00051043i,0.00051126+0.0003477i,-0.0010721+0.00088787i,-0.0017623+0.00099972i,-0.00085635+0.00095103i,0.00014427+0.0015571i,0.00035778+0.001475i,-0.00014931+0.00089734i,-0.00044265+0.00055472i,-0.00034708-6.4088e-05i,-0.0001222+0.00013384i,-5.58e-05+0.0013461i,-0.00053026+0.0017404i,-0.00049435+0.0012482i,-0.00010599+0.00092772i,-3.7602e-05+0.00021325i,0.00020831-0.00051224i,9.0791e-05-0.00045052i,0.00018769-0.00054674i,-0.00023546-6.7172e-05i,-0.0013423+0.00054645i,-0.00088551+0.00055651i,0.00028006+0.00081066i
0.0016872+0.0019304i,0.00081074+0.00090463i,0.00030855-0.00048843i,-0.00054534-0.00018681i,-0.001008+0.00034462i,-0.00098222+0.00015596i,-0.00022467-0.00024623i,0.0011586-3.9542e-05i,0.00082984-0.00017633i,-0.00046755-0.00074627i,-0.00042372-0.00047781i,-0.00032244+0.00068806i,-0.00094708+0.0011249i,-0.00086018+0.0007276i,-0.00031137-0.00013002i,7.9806e-05-0.00042833i,0.00014158+0.00053047i,0.00025713+0.0013898i,-0.00025048+0.0012108i,-0.00083516+0.00017769i,-0.00053219+0.00012318i,-0.00060006+0.00036034i,-0.00029908+0.0003053i
-0.0018749+0.00018977i,-0.0015196+0.00070896i,-0.0019436+0.00081201i,-0.0024279+0.0014205i,-0.0020806+0.0013767i,-0.00092082+0.0010691i,0.00024692+0.00099704i,0.00080106+0.00028216i,0.00059787+0.00024055i,0.00048359+0.00037404i,0.00021499-0.00024769i,-8.0647e-05+0.00019184i,-0.0001987+0.00010374i,-0.00065344-0.00062612i,-0.00092256-0.00044952i,-0.00032104+5.6396e-05i,0.00041398-5.6673e-05i,0.00098393+0.00011775i,0.0005932+0.00019266i,-9.4713e-05+0.00027828i,-4.255e-05+0.00070267i,0.0001482+0.00039296i,-0.00030989-0.00020451i
0.0025367-0.0021026i,0.0023487-0.00090765i,0.0013935-7.5705e-05i,-0.00037769-0.00015201i,-0.0010363+0.00035953i,-0.00033445+0.00093374i,-0.00024954+0.00094411i,-0.00013308+0.00069031i,-0.00024458+0.00060722i,9.4017e-05+0.00054314i,0.000515+0.00025229i,-0.00014017+0.00033132i,0.00046537+0.00023496i,0.00051295+0.00042374i,-8.5024e-05+0.00026446i,-0.00035599-0.00046793i,-0.00051058-0.00030667i,-0.00025937+0.00010804i,-0.00031275+6.9627e-05i,0.00019802-2.1967e-05i,0.00098209-0.00052933i,0.0002888-0.00052064i,-0.00069587-0.00030226i
-0.0009012+0.00024631i,-0.00018984+0.00012489i,-0.0006834+0.00024849i,-0.0011715+0.00084412i,-0.00086126+0.0014685i,8.3166e-06+0.0012128i,0.00079839-5.8856e-05i,0.00084639-0.0010818i,-3.5958e-05-0.00069984i,-0.00037025-2.1443e-05i,-0.00033441+0.00069788i,-0.00032377+0.00091042i,-0.00013504+0.00062028i,-0.00048916+0.00021496i,-0.00092964-0.00035058i,-0.00048109-0.0006671i,0.00060374-0.00053909i,0.00093834-0.00012772i,0.00073484-0.00017726i,0.00026906-0.00064446i,9.4607e-05-0.0002809i,0.0010499+0.00021209i,0.00088617+0.00035034i
-0.0020836+0.0011746i,-0.0019062+0.00077472i,-0.00061096+0.00079699i,0.00036367+0.0013445i,0.0004327+0.0010975i,0.00050018+0.0010628i,0.00077398+0.0013869i,0.00063697+0.0014174i,2.0594e-06+0.0010419i,-0.00057879+0.00035897i,-0.00076836-0.0001112i,-0.00048069+0.00028375i,-0.00032565+0.00041452i,-0.00070624+0.00030013i,-0.00077043+0.00047032i,-0.00055654-0.00064461i,-0.00017134-0.0017255i,0.00021644-0.0014923i,0.00052886-0.00071166i,0.00063582-0.00055444i,0.00024683-0.00043671i,0.00034542-2.7298e-05i,0.00049631-0.00024638i
-0.00032697-0.0001383i,0.00032771+0.00010423i,-0.00057943-0.00038477i,-0.00087459-0.0005545i,-0.00050866-6.3211e-05i,-6.0678e-06-0.0010932i,0.00042935-0.0011996i,0.00074186-0.00094451i,0.00022734-0.00019247i,-4.9849e-05+0.0012518i,0.00023446+0.00095458i,5.0609e-05+0.00096194i,-0.00092038+0.0008809i,-0.0015702-7.4644e-05i,-0.00065542+8.415e-05i,0.00031901-6.4937e-05i,0.00097748-0.00082839i,0.00098428-9.4005e-05i,0.0009324+0.00061884i,0.00063556+0.0003753i,0.00022399-9.3564e-05i,0.001113-0.00018754i,0.001044+0.00064261i
0.00017002+0.00053128i,-0.0012588+9.4618e-05i,-0.0012341-5.8502e-05i,-0.0012344+0.00032875i,-0.00077902+0.00089052i,-0.00010281+0.0011803i,-0.0002841+0.00050636i,-0.00057154-0.00015698i,-0.00032396-0.00078027i,-0.00032776-0.0010781i,0.00020692-0.00058956i,0.00019564-0.00073998i,-0.00069258-0.0010961i,-0.0011171-0.00074228i,-0.0013635-0.00092729i,-0.0013393-0.00074914i,-0.00077354-0.00031205i,-9.7512e-05+9.5142e-05i,0.00019222-0.00032744i,-0.00058723-0.0007761i,-0.00040684+9.411e-05i,-5.773e-05+0.0004583i,-0.00083719+0.00013145i
0.0020127-0.00045328i,0.0011548-0.00050818i,-0.0011422-0.00072924i,-0.0016782+0.00096343i,-0.0006427+0.0023104i,-5.5165e-05+0.0018826i,-0.00040118+0.0012818i,0.00020117+0.00037778i,0.00084512-0.00060921i,-0.00011142-0.00043217i,-0.00057193+0.00019077i,-0.00035831+0.00061915i,0.00019612+0.00065772i,0.00023691+0.00020499i,0.00018848+0.00016947i,0.00026471+0.00063565i,8.0399e-05+0.00036236i,-1.0151e-05-0.00015903i,-0.00048095-0.0005833i,-0.00044399-0.00061786i,-6.446e-05-0.00039487i,-0.00012839+0.00011681i,-0.00020951+2.3586e-05i
0.00247+0.0025098i,0.0024796+0.0023457i,0.0023046+0.0014278i,0.0016268+0.00072764i,0.0008026+0.00017034i,0.00033284+3.404e-05i,0.0005297+0.00074541i,0.0003958+0.00088526i,0.0001936+0.00049786i,-0.00015428+0.00018915i,-0.00078474+3.684e-05i,-0.00061681+4.54e-05i,-0.00092558-0.00055686i,-0.00089776-0.00071039i,-0.0001436-0.00037745i,0.00031578-0.00017541i,0.0004317-0.00011626i,3.2408e-05+0.00011572i,0.00021344+0.00013438i,0.00031644+0.00033852i,-2.3569e-05+0.00049664i,-0.00015037-0.0001232i,-0.00046166-0.00075864i
-0.0024584-0.0027894i,-0.0023791-0.001039i,-0.0033332-0.00014876i,-0.0038161+0.00094922i,-0.0020431+0.0022801i,-0.00016423+0.0021819i,-0.00027726+0.0014637i,-0.00021954+0.00079044i,-5.2783e-05+6.0496e-06i,-0.00095751-0.00010271i,-0.00051905-4.2532e-05i,0.00051799-9.1033e-05i,0.00029566+4.6003e-05i,0.00075856+0.00052083i,0.0016416+0.00043156i,0.001163+2.243e-05i,7.9709e-06+0.00017277i,-0.00064698-0.00017292i,-0.0004911-0.00044831i,-0.00010627-0.0005678i,-0.0004161-0.00051026i,-0.00014168-0.00043272i,0.00038547-0.00054294i
0.0006151-0.0019944i,0.0004744-0.0011791i,-0.0012729-0.00045015i,-0.0024781+0.00069044i,-0.0020476+0.0013912i,0.00022447+0.0013568i,0.00063673+0.00061247i,-0.00069376-0.00040173i,-0.0011973-0.00037925i,-0.00092551+0.0007646i,-0.00059136+0.0011132i,-0.00055113-2.0792e-05i,-0.00041074+2.0359e-06i,-0.00013766+0.00057057i,0.00023382-0.00018579i,0.00027448-0.00064753i,-8.7225e-05-0.00047335i,-0.00045389-0.00018226i,-0.00025861+0.00026923i,0.00033016+0.00022192i,0.00051569-0.00046994i,6.6611e-05-0.00059706i,-0.00018452+0.00020262i
0.0016828+0.0007124i,0.0016298+0.00066548i,0.00051953+0.00015069i,-0.00068319-0.00044259i,-0.00055435-0.00030819i,5.889e-05-0.00024282i,0.00054598+0.00031882i,3.1206e-05+0.00043138i,-0.00035789-0.00080629i,-0.00026024-0.001464i,-6.5108e-05-0.00081502i,-0.00044766-0.00067811i,-0.00094491-0.001248i,-0.0012603-0.00083256i,-0.0013081+0.00013868i,-0.0011054+0.0010788i,-0.00036178+0.00099312i,7.5421e-05+0.00020317i,-0.00076181+0.00031573i,-0.00032777+0.00022337i,0.00053532-0.0001542i,0.00082148-3.2995e-07i,0.00063102+0.00028394i
-0.0011222-0.0025249i,-0.00087909-0.0012075i,-0.0019586-0.00017262i,-0.0030748+0.0016256i,-0.0020184+0.002838i,-0.0012404+0.0019606i,-0.00084852+0.0010823i,-0.0005802+0.00036826i,-0.00026356-0.00063186i,0.00023444-0.00015684i,7.343e-05+0.0012585i,-0.00019255+0.0012447i,-5.3461e-05+0.00067759i,0.00030162+0.00075347i,0.00021248+0.00078534i,0.00015641+0.00088221i,0.00018425+0.00060561i,0.00016699+0.00042452i,-0.00029704+0.00025199i,-0.00053538-0.0001425i,-0.00018666-0.0001414i,-0.00050473-6.1458e-05i,-0.0005744+1.055e-05i
0.0018432-0.00065251i,0.00069521+3.9582e-05i,0.00019689+0.00017086i,-0.0001508-0.00062158i,-0.00014075-0.00034248i,0.00057589+0.00060196i,0.00059134+0.0004175i,0.00079127+0.00025607i,0.00049773+0.00035653i,0.00018618-0.00015903i,0.00037053-0.00013988i,0.00064586+0.00055213i,0.00061049+0.00057527i,0.0003309+0.00016906i,1.4132e-05-0.00062087i,-0.00021104-0.0010007i,-0.00042122-0.00025611i,-8.7733e-05-1.2016e-05i,-0.00083455+0.00021161i,-0.00054199+0.00012272i,0.00036521+0.00028138i,4.2032e-05+0.00079694i,0.00024575+0.00024027i
0.0006557-8.3948e-05i,0.0020336-0.00012169i,0.0018671+3.3217e-05i,7.9692e-06-0.00035839i,-0.00092095-5.6174e-05i,-0.00056278+0.00010411i,-0.00051294-0.0003095i,-0.0010055-0.00031156i,-0.00089643-0.00011829i,-0.00087122-0.00020874i,-0.0007861-2.919e-05i,0.00015473+0.00050161i,0.00019086+0.00050968i,-0.0011649+0.00086889i,-0.00082677+0.00066902i,0.0003709+0.00036193i,-5.7132e-05+0.00018912i,-0.00073684-0.00066383i,-0.00072031-0.00065701i,-6.8214e-05-0.00021087i,9.4384e-05+3.2072e-06i,-4.5349e-05-0.00020239i,0.00023471-0.00065285i
-0.00293-0.0015581i,-0.0023112-0.00040908i,-0.0018173+0.00028035i,-0.00086627+0.0010853i,9.486e-05+0.0017668i,0.00077958+0.0013033i,0.00043722+0.0010361i,7.6966e-05+0.0012825i,-0.00036744+0.0014953i,-0.00064473+0.0013634i,5.9481e-05+0.001004i,0.00030399+0.0001757i,0.00048163-0.0007075i,0.00096528-0.00020204i,0.00037536+0.00040694i,-0.00055468+6.7972e-05i,-0.00053195-0.00031337i,-0.00032773+0.00026311i,-0.00016381+0.00082637i,8.7197e-05+0.00062066i,-4.3534e-05+7.7772e-05i,0.00029643-0.00014228i,0.00095314+7.1846e-05i
0.0024404+0.0005522i,0.002716+0.0015258i,0.00066554+0.0014845i,-0.00049492+0.0013572i,-0.00073342+0.0012186i,-0.00038809+0.0012519i,9.4083e-05+0.0010742i,-0.00028972+0.00024006i,-0.00084639-0.00046521i,-0.00041696-0.00060633i,0.00025781-0.00018861i,0.00064797+0.00034452i,0.00084858+0.00094202i,0.00038572+0.0011502i,-0.00028703+0.0011089i,-0.00017843+0.00074908i,-0.00036845+0.0001877i,-0.00033715-0.0002747i,0.00033003+0.00035257i,0.00022884+0.00060354i,-0.00011811+0.00046731i,0.0003986+0.00055707i,-0.00011924+0.00076055i
0.0020092-6.0599e-05i,0.0010679+0.00071825i,3.6651e-05+0.0012505i,-0.0013365+0.00021139i,-0.0022184-0.001089i,-0.0015443-0.00014196i,-0.00090092+0.00079825i,-0.00046894+0.00067009i,-9.8738e-05-0.00023394i,-6.4469e-05-0.0012568i,-2.0579e-05-0.00056788i,-0.00045053+0.00058529i,-0.0012854+0.00073385i,-0.0011046+0.0008064i,-0.0002024+0.00098089i,-0.00010804+4.6691e-05i,-9.1843e-05-0.00021449i,2.4454e-05+0.00041103i,-0.00044654+0.00035418i,-0.00033797+0.00044902i,-8.8127e-05+0.00074852i,0.00017514+0.00064073i,0.00035229+0.00074186i
-0.00027014+0.001468i,-0.00012027+0.00063973i,0.00014701-0.00046836i,0.00056607+0.00048576i,0.00090315+0.0012884i,-0.00021577+0.00094047i,-0.00075876+0.0015359i,7.7354e-06+0.0014957i,0.00020074+0.0008511i,0.0003553+0.00046476i,0.00024446-0.00022027i,-0.00013453-0.0010641i,0.00032634-0.00071792i,0.00071551-0.0004322i,0.00041031-5.6895e-05i,0.00022161+0.0004144i,7.9718e-05+0.00048243i,0.00028463+0.00014868i,2.0693e-05-3.6141e-05i,-0.00052267-0.00042653i,7.6555e-06-0.0008493i,0.00059253+0.00031096i,0.00040294+0.0004735i
0.00022668-0.00054989i,0.00097036+7.053e-05i,0.0002864+0.00087123i,-7.9548e-05+0.0022528i,0.00040679+0.0023181i,0.00094524+0.00058016i,0.00071961-0.00028815i,0.00032026-0.00024208i,0.00032633-0.00023778i,8.7119e-05-0.00049443i,-0.00044928-0.00028144i,-0.00063573+0.00052954i,-0.00012341+0.00017986i,-0.00078558-0.00016292i,-0.00094287-0.0005098i,-8.3935e-05-0.00047487i,-9.5699e-05-0.00030295i,-0.00061108-0.00015295i,-0.00017845-2.4849e-05i,0.0001455-2.7561e-05i,-0.00025858+0.00011687i,0.00014978+0.00024165i,7.1634e-05-5.2442e-05i
0.0017018-0.00029373i,0.0012986-0.00023908i,0.00078912-8.4614e-06i,-0.00014969+0.00049916i,-0.00099307+0.0011233i,2.2536e-05+0.0011652i,0.00087492+0.00091644i,-0.00011164+0.00013049i,-0.00053336+9.9805e-05i,9.5552e-05+0.00027141i,0.00066656+0.00024559i,0.00056507+0.0003282i,0.00056719+0.00022251i,0.00020518-0.00062698i,-0.00020226-0.0013035i,0.00012913-0.0008558i,3.1353e-05-0.00040903i,0.00044773-3.2509e-05i,0.0006723+0.00032795i,-0.00024769+0.0002147i,-0.0005969-0.00034897i,-0.00040179-0.00037941i,-0.00026741-8.3779e-05i
0.00024051+0.0025382i,0.00038682+0.0025384i,-0.0006758+0.0013042i,-0.00048598+0.0018182i,0.00030951+0.001882i,0.00066717+0.0001194i,-0.00011719-0.00053723i,-0.0010224-0.00032888i,-0.001143+0.00013189i,-0.00077623+0.00045311i,-0.00060311+0.00026627i,0.00045749-0.00018329i,0.0011639-7.8355e-06i,0.0010254-0.00029292i,0.0012037-0.00049927i,0.00043741-0.0002143i,-0.00050465+0.00037108i,-0.00035289+0.00055007i,6.8569e-05+2.6071e-05i,7.2311e-05+0.00030681i,9.5023e-06+0.0016073i,0.00039884+0.001658i,0.0011756+0.00087347i
0.00026057+0.00032787i,-0.00015021+0.00018043i,-0.00087865+0.00076248i,-0.0013662+0.0022449i,-0.0011654+0.0019814i,0.00012141+0.00040127i,0.00048399-0.00042557i,0.0008099-9.5274e-05i,0.0013104+0.00030909i,0.0013826+0.0001461i,0.00055652-0.00019733i,-0.00053042-0.0004624i,-0.0008161+0.00024675i,0.00013088+0.00028465i,0.00066634-0.00069703i,-2.7249e-05-0.00062085i,-0.00015891-0.00067661i,6.9237e-05-0.00058953i,-5.1895e-05+0.00031266i,0.00020526+0.00079495i,0.0002847+0.0010533i,0.00011023+0.00062777i,0.00067973+0.00014987i
0.0026477-0.0012177i,0.0014883-0.0019982i,0.000787-0.0024958i,-0.00030099-0.001516i,-0.00046085-0.00020028i,0.00018011+0.00027925i,-1.2953e-05+0.00033734i,0.00033186+0.00059808i,0.00038296+0.0001021i,-0.00079906-8.9414e-05i,-0.001333-0.00034171i,-0.00066258-0.00064266i,-0.00018739-0.00028452i,-3.18e-05-0.00063241i,0.00017939-0.00093581i,1.9955e-06-0.00049756i,-3.3631e-06-0.00025456i,0.00014531+0.00028398i,-0.00030266+0.00061475i,-0.00023664+8.6248e-05i,0.00029191-0.0001144i,0.00018305-8.2568e-05i,-6.7993e-05-0.00069584i
0.00066641+0.0015687i,0.00065119+0.0014788i,0.00034443+0.0004802i,-0.00019565+7.1561e-06i,-0.00078924+0.0010104i,-0.00085442+0.00090205i,-0.00038503-0.00015692i,-3.2481e-05-0.00057909i,-5.0107e-05-0.00032994i,-0.00056266-0.00024122i,-0.0011838-0.00014271i,-0.0013112-0.00048722i,-0.00073288-6.8958e-05i,-0.00049561+0.00019771i,-0.00077957-0.00043641i,-0.0012732-0.00084706i,-0.00089813-0.00064855i,-0.00028882-0.00035728i,-0.0002959+0.00023104i,-0.00063443+6.5222e-05i,-0.00074939-0.00018349i,-0.00075723+0.00024232i,-0.00031518+0.0001837i
0.00093113-0.0020398i,0.0008605-0.00059007i,-0.00010065+0.0013755i,-0.00074711+0.0018993i,-9.7194e-05+0.0020507i,0.00015433+0.001662i,-0.00041255+0.00045523i,-0.0011181-0.00031941i,-0.0008516-0.00016603i,-0.000435-4.5053e-05i,-0.00048204-0.00029956i,0.00040958+4.499e-06i,0.00035623+0.00044178i,3.8277e-05+0.00037691i,0.00069796+0.00053428i,0.0011831+3.6538e-05i,0.0010532-0.00034365i,0.00025059+0.00016473i,-0.0006334+0.00072263i,-0.00041767+0.00071117i,0.00050081+3.7558e-05i,0.00078976+0.00030743i,0.00034933+0.00078325i
0.00030593+0.0010209i,0.00092044+0.00089536i,2.9548e-05+0.00015448i,-0.0006905-0.00036747i,-0.00013671+0.0003883i,0.00040883+0.00067261i,0.00067492+0.00010441i,0.0014513+0.00029892i,0.0011204+0.00044109i,-8.458e-05-0.00023465i,-0.00044768-0.00041195i,-4.1303e-05-0.00022202i,4.2001e-05-0.00072934i,-0.00084716-0.0016383i,-0.0009929-0.0010387i,-0.00045885-0.00017562i,-9.8463e-05-0.0002855i,0.00032745-3.6932e-05i,0.00076088+0.00085474i,0.00054897+0.00063561i,-7.63e-05+0.00031381i,-0.00033798+0.00028729i,-0.00013055+0.000209i
-0.00044308+0.00035691i,-0.00010005-0.0001519i,0.00033214-0.00077875i,0.00019322+3.3939e-06i,-0.00056235+0.0015379i,-0.00073966+0.0015667i,-0.00016998+0.00058168i,-2.0144e-05+0.0011035i,-0.00086469+0.0007266i,-0.00080181-0.00056317i,-0.00020573-0.00014723i,-0.00082924+0.0017544i,-0.0010764+0.0012856i,-0.00064651-0.00034975i,-0.00024201-7.6426e-06i,-0.00051683+0.00055003i,-0.00017217-1.9141e-05i,0.00042752-0.00031593i,2.5017e-05-0.00032876i,-0.0002777-0.00037281i,0.00029327+0.00037026i,0.00041052+0.00017599i,-0.0010076-0.00032638i
0.0016157-0.0017285i,0.00071504-0.0014257i,7.2567e-05-0.0011754i,-0.0012602-0.00073084i,-0.0013868-5.3809e-05i,-0.00061195+0.00091068i,-6.8611e-05+0.00068758i,0.00048382-0.00014653i,0.00065729-0.00036074i,-0.00021281-0.00016728i,-0.00064001+0.00012398i,-0.00057499+0.00080713i,-0.00061122+0.00045002i,-0.00030814+0.00040462i,-0.00032461+0.001013i,-0.00062582+0.00066896i,-0.00067523+2.2742e-05i,-0.00061453-0.00064583i,-0.00034864-0.00030872i,-1.8675e-05+0.00063814i,5.6059e-05+0.00034197i,0.0001946+4.9925e-05i,0.00016361+5.5763e-06i
0.00013015+9.8763e-08i,0.00016598-0.00013088i,-0.0010195+0.00052922i,-0.0014445+0.0021049i,-0.0008793+0.0026652i,9.7229e-05+0.0021028i,-0.00033553+0.0015888i,-0.0010667+0.00020673i,-0.00061934-0.00099382i,-0.00013481-0.00066755i,0.00041944+0.00023218i,0.00153+0.00060534i,0.0011154+0.00047931i,-0.00037801+0.00089962i,-0.00087669+0.0012897i,-0.0006281+0.00077229i,-0.00033304+0.00087224i,0.00021594+0.00042083i,-3.7019e-05-0.0002601i,-0.00025704-0.0007374i,0.0001965-0.00083136i,0.00029412+2.495e-05i,8.5175e-05+0.00042631i
-0.00048664-0.00046676i,-0.00012216+4.7959e-05i,-0.00080747-0.00022975i,-0.0010964+0.0010413i,-0.00087702+0.0022312i,0.00020943+0.0014312i,0.00085245+0.00013731i,0.00019806-0.00056689i,-0.00031189-0.00020947i,-0.0005217-0.000127i,-6.2026e-05+0.0002212i,0.00067733+0.00084311i,0.00032315+0.00035022i,-0.00017735-1.9574e-05i,-0.00033605+3.1291e-05i,-0.00035706+0.00041689i,9.5061e-05+0.0001621i,-0.00048794-0.00020488i,-0.00115-6.6615e-05i,-0.0013494+5.5154e-05i,-0.0014506+0.00029247i,-0.00058437+0.00019292i,2.4697e-05+0.00025341i
0.0013532+0.00054102i,0.0011663+0.00060722i,0.00017671+0.0011444i,1.0622e-05+0.0015528i,0.00022284+0.00091109i,0.00059451+0.00096791i,0.00087501+0.0011088i,0.00079445+0.00059556i,0.00061901+0.00063795i,-0.00042445+0.00042534i,-0.0014377-0.00042069i,-0.00067879-0.00059722i,0.00017568-0.00029038i,-1.9868e-05-6.9684e-05i,-0.00020824+0.00025267i,-0.00038819+0.00043218i,-0.00030179+0.0004232i,-9.3176e-05+0.00062857i,-0.00016256+0.00041022i,-0.00022902+0.00042582i,-5.5639e-05+0.00025574i,0.00036306-0.00058016i,2.1017e-05-0.00079609i
0.0013239+0.0028445i,0.0017993+0.00081568i,0.0017888+0.00024449i,0.001065+0.00012131i,-4.8889e-05-0.00059623i,-0.00033979-0.00062679i,0.00023789-0.00031569i,0.00037299+0.00024117i,0.00011097-0.0004135i,-0.00048965-0.00075467i,-0.0007161-0.0002318i,2.5291e-06-0.00084062i,0.00033138-0.0011814i,-0.0002884-0.00066322i,-0.0003114-0.00065166i,-7.8757e-05-0.00086546i,-0.00043809-0.00052092i,-0.00057373-6.0997e-05i,-0.00050701+0.00032493i,0.00030174+0.00045724i,0.00024865-8.4547e-05i,-0.00049027-0.00053273i,6.1648e-05-0.00071872i
-0.0011986+0.00035437i,-0.0011991-0.00032733i,-0.0012289+0.00068489i,-0.0012964+0.0018164i,-0.0012003+0.0021401i,-0.0003187+0.0011485i,5.3096e-05+0.00058355i,-0.00038769-9.2956e-05i,-0.00015007-0.00093353i,-1.7001e-05-0.00020825i,-8.7319e-05+0.000345i,0.00020649+4.3273e-05i,0.00014201-0.00061798i,0.00038706-0.0007231i,0.00024101+0.00023354i,-0.00031429+0.00040711i,-0.00075169-0.00023635i,-0.00054437-0.00035584i,-0.00026638-3.0239e-05i,0.00058803+0.00054511i,0.00071604-0.00010935i,0.00037462-0.00027316i,0.00014419-4.7742e-05i
0.0011978+0.0013384i,0.00035361+0.0016163i,-0.00078756+0.0012681i,-0.00041582+0.00039699i,0.00030288+0.00052918i,0.00046801+0.001335i,0.00023676+0.0015043i,0.00018072+0.0013744i,-0.0004418+0.0012211i,-0.00051622+0.00064275i,-0.00017336-0.00034868i,0.00011163-0.00055995i,0.00038583-0.00048092i,0.00024249-0.00014096i,0.00056039+0.00014226i,0.00043135+0.0003677i,0.00056474+0.00042404i,0.00042626-0.00029599i,7.9765e-05+0.0001551i,0.00034355+0.00031839i,0.00061532+0.00041239i,0.0005513+0.00052152i,0.00074665+0.00026502i
-0.00019237-0.002723i,0.00045657-0.0014695i,4.5662e-05-0.00095925i,-0.0017329+1.9073e-05i,-0.0024381+0.0010995i,-0.0015387+0.0011651i,-0.00025372+0.00051229i,0.00013539+0.00021456i,7.5453e-05-5.378e-06i,-0.00016976+0.00014165i,-0.00028131+0.0005437i,4.505e-05-5.7715e-07i,0.00044306-0.00056237i,0.00052984-0.00026333i,0.00094724-7.4576e-05i,0.00079738-0.00020277i,-0.00017989+8.7631e-06i,-0.00046059+4.7087e-05i,-0.00037652-1.6975e-05i,-0.00056044+1.6662e-05i,0.00011088-0.00053234i,-3.7674e-05-0.0003598i,-0.00021536-0.0004576i
0.00048889+0.00075275i,0.00082832+0.00022945i,0.0017927-0.00043601i,0.00089779-0.00029949i,-0.00051132-0.0004859i,-0.00033474+0.00031294i,0.0011282+0.0017839i,0.0011215+0.0012782i,0.00056952+1.8665e-05i,-2.3469e-06-0.00072599i,-0.00034959-0.00088773i,0.00037504-0.00033053i,0.00064785-0.00047659i,0.00034992-0.0004376i,0.00037806+0.00013901i,0.00037617-0.00032076i,-2.4741e-05-0.00074573i,-0.00069264-0.00024138i,-0.0011213+0.00039006i,-0.0011947+0.00039584i,-0.00026984+0.00033819i,0.00044919+0.00088539i,0.00064765+0.0010993i
