1.1461e-05+0.0013952i,-0.00063297+0.00076065i,1.9613e-05+0.00014525i,0.00057405-0.00065018i,-0.00036375-0.00080745i,-0.0011075+9.6541e-05i,-0.00033931+0.00017565i,0.00097729+0.00013887i,0.0013183+0.00052394i,0.00095151+0.00031471i,0.00046642-0.00068137i,-0.00012086-0.00092348i,-0.00058626-0.00022539i,-0.00065207-0.00021643i,-0.00084102-0.00066406i,-0.00056932-0.00076027i,-5.2127e-06-0.00036642i,0.00049812-1.093e-05i,0.00062048+1.976e-05i,-7.3309e-05+0.00012659i,-0.00071862+0.00025841i,-0.00021098+0.00042584i,-3.0877e-05-8.6048e-05i
0.00463-0.00067731i,0.0020512-0.0013519i,0.00029011-0.0023626i,-0.0012621-0.0020352i,-0.0016748-0.0011049i,-0.0009672-0.00091838i,-0.00033798-0.0005286i,0.00026156+0.0004376i,0.00016719+0.00086209i,0.00012252+0.00065018i,-0.0004844+0.00013608i,-0.001472-0.00084168i,-0.0011571-0.0014615i,-0.00041632-0.0016474i,-0.00060825-0.00070885i,-0.00096056+0.00061832i,-0.00014477+0.00051805i,0.0003125-7.6676e-05i,-0.00045339-4.8802e-05i,-0.00037465+0.0005609i,-8.2837e-07+0.00063529i,0.00044087+0.0011948i,0.0006543+0.0016443i
-0.00024826-0.0013273i,-0.00019624+0.00019077i,-0.00012211+0.00035355i,0.00021863+0.00059592i,-0.00015326+0.00048833i,-0.00023679-0.00021363i,0.00036212+7.7523e-06i,0.0014634-0.00030457i,0.002343-0.00070369i,0.0017875-0.00031408i,0.00098726+0.00010279i,0.00018403-2.7953e-05i,-0.00013888-1.6361e-05i,-0.00012458+0.00044274i,-0.00048043+0.00076742i,-0.00073054+0.0010928i,-0.0008668+0.0010682i,-0.00054958+0.00068808i,-0.00011757+8.075e-05i,0.00019107+8.6983e-05i,5.0632e-05+0.00027146i,-0.00014273+0.00074771i,-0.00053015+0.0011609i
-0.0021145-0.0026902i,-0.00035425-0.0023891i,8.0028e-05-0.00056466i,-0.0001656-0.00045101i,-0.00039078-0.00070448i,4.6188e-05-0.00012427i,0.0014582-0.00057975i,0.0017579-0.0016096i,0.00051751-0.0017444i,-4.6795e-05-0.0011794i,0.0004867-0.00098515i,-5.0679e-05-0.0012101i,-0.0010394-0.0006313i,-0.0012308+0.0004092i,-0.00038927+0.00019731i,0.00041843-0.00039892i,0.00082969-0.00048383i,0.00097904+0.00030021i,0.00026672+0.00010914i,-0.00065437-0.00083141i,3.4282e-05-0.00025553i,0.00076075+0.00024779i,0.0002822-0.00012552i
-0.00087007+0.0024206i,-0.0014532+0.0010297i,-0.00043246+0.0007302i,0.00014546+0.00053421i,-4.3349e-05+0.00089712i,0.00084628+0.0018009i,0.0029423+0.0013073i,0.002315-0.00044929i,0.00061602-0.000716i,0.00021493+0.00066694i,0.00030853+0.00057403i,0.00079757+0.0001443i,0.00086078+0.00035033i,0.00053396-6.0005e-05i,0.00081107-0.00020732i,0.00019568-0.00056446i,-0.00077797-0.00087446i,-0.00017858-0.00061776i,0.00054776-0.00018853i,0.00064967-4.1004e-05i,0.00053515-0.00060466i,0.00099568-0.00080846i,0.00091339-0.00030933i
0.0011888+0.0034515i,-6.7853e-06+0.0019982i,0.00055624-0.0006013i,-0.00010308-0.00085884i,-0.0011116+0.00018577i,2.6294e-05+0.00075564i,0.00099459+0.00046715i,0.00026852+0.00025024i,-0.00076053+0.0010373i,-0.00049148+0.00084034i,-0.00070987+0.00011997i,-0.00038446-0.00026153i,0.00046449-0.00032238i,0.00027135-0.0010034i,-0.00054162-0.0014036i,-0.0016639-0.00074049i,-0.0014368-0.00051784i,-0.00084306-0.00054103i,-0.00075199-0.00026614i,-0.00071585-0.00019099i,0.00016167+8.1866e-05i,0.00057339-0.00040789i,-0.00028694-0.00061392i
0.0044644-0.0011663i,0.0022773-0.0017654i,0.00051285-0.0029276i,0.00020545-0.0024447i,0.00086796-0.0012825i,0.0016696-0.00086563i,0.0011794-0.00082299i,0.00037129-0.00082453i,0.00064027-0.00030826i,0.00032984+0.0009129i,-0.00085939+0.0010618i,-0.0013171+0.00071098i,-0.00090984+0.00075691i,-0.00016996+0.0011428i,7.2779e-05+0.0017905i,-0.00015293+0.0016166i,7.9972e-05+0.00037274i,0.00047387-0.0002737i,0.0005123+0.00016961i,0.00016525-9.4194e-05i,-0.00051606-0.00055491i,0.00026758-0.00044839i,0.00051198+4.1798e-05i
0.0039898-0.0050864i,0.0020685-0.0046516i,-0.0015645-0.0040792i,-0.0027128-0.0022129i,-0.0029269+4.6733e-05i,-0.0021178+0.00056208i,0.00068775+0.0001193i,0.002171-0.00035742i,0.0013361-0.00081677i,1.9732e-05-0.00070768i,-0.00023553-0.00016387i,-0.00026572+0.00043095i,-0.00057402+0.0012832i,-0.00097624+0.0014915i,-0.0012444+0.00019352i,-0.00017122-0.00028074i,0.00097509+0.00017776i,0.0014075+0.00024354i,0.00097568+0.00013718i,0.00043545+0.00013448i,0.00092698-0.0001392i,0.00093674-0.00039029i,-7.6147e-05-0.00035907i
-0.00505-0.0029822i,-0.0030407-0.0020267i,-0.001342+0.000753i,-0.00035046+0.0020568i,7.8358e-05+0.0015574i,0.0013213+0.00082355i,0.0027238+0.00032616i,0.0024364-0.00064425i,0.0012495-0.0019543i,9.1922e-05-0.0022475i,-0.00039527-0.0013098i,-1.4986e-05-0.00067458i,0.00016314-0.00027947i,0.00044314-0.00028962i,0.00083608-0.00052296i,0.0012195-0.00045217i,0.0017088-3.6107e-06i,0.001421+2.0568e-05i,0.00075088-2.1201e-05i,-4.0263e-05-1.1735e-06i,-0.00070268-0.00034194i,-0.00039438-0.00094451i,0.00042853-0.00066756i
-0.004824-1.7397e-06i,-0.0032718-0.0012313i,-0.0021067-0.0016246i,-0.0018916-8.0143e-05i,-0.0013488+0.0010158i,-0.00034252+0.0012512i,0.00081887+0.0012014i,0.00059301-0.00039137i,-0.00072554-0.0014974i,-0.0011143-0.00089656i,-0.00075176-0.0010074i,-0.00047449-0.00076571i,0.00015895+0.00019458i,0.00079995-0.00020459i,0.00054517-0.001078i,0.00012111-0.0013777i,0.00037545-0.0018432i,0.0013787-0.00075347i,0.0015716+0.00017034i,0.0011877+0.00049143i,0.001106+0.0013219i,0.00056182+0.0013667i,0.00037252+0.00086235i
-0.0010004+0.0049765i,-0.00055349+0.0044101i,0.00022206+0.0026857i,1.6311e-05+0.001802i,-0.0003256+0.0014959i,0.00062712+0.0011826i,0.0020705+0.00018487i,0.0015597-0.00091638i,-2.3175e-06-4.3129e-05i,-0.00039699+0.00053933i,1.5402e-05+0.00021539i,0.00019605-2.4363e-05i,0.0006891+0.00029391i,0.00083588+3.3643e-05i,0.00033463-0.00056482i,-0.00010342-0.0010821i,-0.00028773-0.0010158i,0.00014762-0.00064121i,0.00053661-0.00045809i,0.00041566-0.00016256i,-7.5075e-05+0.00045451i,-9.5377e-05+8.0968e-05i,0.00032553-8.6195e-05i
0.0055534+0.0034731i,0.0035801+0.003828i,0.0022615+0.001972i,0.0033389-0.00011556i,0.00353-0.00017137i,0.0031761+0.00019031i,0.0027829-0.00027765i,0.0022182+5.0997e-05i,0.0014496+0.00086505i,0.00074495+0.00013748i,9.9815e-05-0.00079908i,-0.0011526-0.0005033i,-0.0016173+4.8076e-06i,-0.0018437-0.00077161i,-0.002002-0.0019881i,-0.0014651-0.00069466i,-0.00041875+0.00053283i,0.00067731+0.0010924i,0.00086477+0.0016139i,0.00034123+0.00053251i,0.00037295-0.00062953i,-0.00031034-0.00072933i,-0.0009669-0.00022576i
0.0044056-0.0057275i,0.0027995-0.0056936i,0.00074684-0.005i,-0.00028486-0.0034377i,0.00013671-0.0022062i,0.0012164-0.00079431i,0.0013217+0.00070237i,0.0012381+0.00071095i,0.0016741+0.00086386i,0.0014416+0.00095832i,0.00035726+0.00047849i,-2.9965e-05-6.3102e-05i,0.00082674-0.00090624i,0.001446-0.0011002i,0.00091685-7.3961e-05i,-0.00032385+0.0013184i,-0.00037888+0.0015144i,0.00099229+0.00029885i,0.0015977-0.00025709i,0.00076265+0.00013096i,-0.00035679+0.00048679i,-0.00067752+0.00027149i,-0.00059819+7.3297e-05i
-0.003204-0.0044716i,-0.0022216-0.0025004i,-0.0030097+0.00034077i,-0.0033637+0.0012895i,-0.0015387-0.00034365i,0.0003436-0.0010185i,0.0014957-0.00025749i,0.0016051-0.00047143i,0.00032254-0.0007477i,-0.00019875-0.00029971i,3.9537e-05-0.00067222i,-0.00024773-0.00061944i,-0.00054188-0.00012147i,0.00051061-0.00025486i,0.0013336-2.6675e-05i,0.0011186+0.00017122i,0.001124+0.00012218i,0.00077919+0.00046709i,-0.00016624+0.00074476i,9.033e-05+0.00096869i,0.00067554+0.0010527i,0.00049617+0.00025983i,0.00056264+0.00033338i
-0.0085617+0.00084745i,-0.0064313+0.00084917i,-0.0037025+0.00055534i,-0.0019253+0.00037392i,-0.0016364-0.00026341i,-0.0012364-0.0011495i,0.00010561-0.0014339i,0.00099885-0.0017645i,0.00063143-0.00087184i,0.00016536+0.00033287i,0.00032506+0.00037296i,0.00015249+0.00040495i,-7.0109e-05+0.00048618i,-0.00069996-0.00042771i,-0.00051024-0.0011853i,0.00032845-0.00096808i,0.00077221-0.00077962i,0.00047139-0.00011572i,-0.00031398+0.00011216i,-0.00018097-0.00063343i,-0.000231-0.0011997i,-0.00034518-0.0009336i,0.00011821-0.00036311i
-0.0013638+0.0067526i,-0.000868+0.0046632i,-0.00035464+0.0022095i,-0.0013152+0.0015734i,-0.0016719+0.0020707i,-0.00087045+0.0020393i,0.00059665+0.001101i,0.0010811-0.00023785i,0.00043375-0.00095023i,0.00017496-0.0002246i,-7.0463e-05+0.000227i,-0.00044921+1.2348e-05i,-0.0009664-0.00063727i,-0.00046923-0.0015027i,-7.5972e-05-0.0021373i,-0.00010752-0.0021975i,0.00057706-0.001639i,-6.2474e-06-0.00016472i,-0.00093788+0.00048805i,-0.00033444+5.9292e-05i,0.00042604-7.8348e-05i,0.00056739+0.00035603i,5.6019e-05+0.00037394i
0.0051314+0.0056948i,0.0047604+0.0044984i,0.0033107+0.0024813i,0.0016977+0.0015938i,0.00048132+0.0010429i,0.00053281+0.00086177i,0.0013679+0.00098408i,0.0011779+0.00017123i,0.00048301-0.00015977i,0.00032834+0.000342i,0.00019627+0.00016096i,3.5895e-05-0.00022684i,0.00056747-0.00074082i,0.0014989-0.0016291i,0.0010399-0.0023513i,-0.00072809-0.0019193i,-0.00078409-0.00053688i,-0.0001448-0.00011936i,-6.8653e-05-0.00018352i,0.00065374-3.4664e-05i,0.0011639+0.00035701i,0.00095042+0.00019672i,0.00022151+0.00022399i
0.0081387+0.00018675i,0.0076955-0.00017771i,0.0057181-0.0024838i,0.003775-0.0038229i,0.0030225-0.0025588i,0.003025-0.00029745i,0.0024986+0.00097634i,0.0016823+0.00081801i,0.0012048+0.00051618i,0.00085997+0.00060948i,0.00040973+1.1229e-05i,0.00010203+5.533e-05i,-6.7102e-05+0.00017182i,-0.00086236-0.00044478i,-0.0017424-6.1504e-06i,-0.00080775+0.00046972i,0.00058189+0.00030242i,0.00067225-0.00045895i,0.00048031-0.00011526i,0.00045+0.0010108i,0.0001687+0.00040427i,4.3251e-05-0.0007953i,0.0010398-0.00034772i
-0.0010894-0.008479i,-0.0021485-0.0059769i,-0.0024995-0.0022234i,-0.0012139-0.00066996i,0.0012895-0.0010108i,0.0036333-0.0013358i,0.0038457-0.0016151i,0.0024093-0.0014602i,0.0012619-0.00077158i,0.00029195-0.00036337i,-0.00040379+0.00017433i,-0.00043352+0.00085912i,-0.00046653+0.00035062i,-0.00061001+0.00012733i,-0.00051816+0.00073656i,-0.00047038+0.00081397i,-1.496e-05+0.00034715i,0.00078053+0.00018189i,0.00084615+0.0001424i,0.0005214+0.00010288i,-0.00068325-0.00021264i,-0.00069196+0.00018006i,0.00034363+0.00044055i
-0.0042161-0.0024335i,-0.0017736-0.0027454i,-0.00028191-0.0030777i,-0.00012047-0.0026828i,-0.00076063-0.0029788i,-0.00092768-0.0033626i,7.2768e-05-0.0021207i,0.00084206-0.00043384i,0.00048094-0.00032173i,-0.00074994-0.00042165i,-0.001106+0.00017429i,-0.00073138+0.00036177i,-0.00056169-7.4573e-05i,-0.00082688-0.0009974i,-3.0001e-05-0.001766i,0.00026005-0.0013641i,-0.00039518-0.00094399i,-0.00014982+0.00036128i,0.00023358+0.0016375i,0.00046441+0.0009412i,-9.3378e-05-0.00011933i,-0.001018-0.00076125i,-0.00081392-0.00082288i
-0.0064884+0.0035367i,-0.0057747+0.0015847i,-0.0043281+0.0001088i,-0.0036449+0.00068248i,-0.0038546+0.0012235i,-0.0020271+0.0015695i,0.00085669+0.00061038i,0.0017453-0.00083745i,0.00089199-0.00077323i,0.00035994+0.00022041i,0.00072188+0.00070536i,0.00066046-3.5652e-05i,0.00063884-0.00065539i,0.0018988-0.00011758i,0.0025007-0.00014168i,0.0022597-0.00052121i,0.00092814-0.00032901i,-0.00049402-0.00028353i,-0.00022632-0.0005756i,0.00072446-0.00036601i,0.00066126-0.00011085i,0.00040286+0.00029484i,-0.00010386+0.00018217i
0.0036386+0.0055763i,0.0017014+0.002935i,-0.0010213+0.0012079i,-0.0023712+0.0022209i,-0.0029197+0.0026831i,-0.00197+0.0031627i,-5.2372e-05+0.0026707i,0.0007167+0.00034617i,0.00029188-0.00071928i,0.00062468-0.00094822i,0.00093659-0.00065798i,8.0969e-06+0.00036168i,-0.00068154+0.00043478i,-0.00066214+0.00059953i,-0.00074529+0.00097956i,-0.0012228+0.0010287i,-0.0016079+0.00080654i,-0.00098761+0.00066351i,-0.00017062+0.00030373i,3.2215e-05+0.00012277i,0.00036395+0.00076695i,0.00031091+0.00085278i,3.2814e-05+0.00048845i
0.0062891+0.001197i,0.0046604+0.0016566i,0.002297+0.0018266i,0.0019917+0.0019223i,0.0026984+0.0031465i,0.0029758+0.0035469i,0.0035415+0.0021743i,0.0029212+5.6203e-05i,0.001223-0.0011178i,0.00019402-0.00066105i,-0.00015656+0.00016237i,5.6408e-05+0.00022122i,0.00032637-0.00018109i,-0.00047976-0.00082352i,-0.0012763-0.0012234i,-0.00093256-0.0013207i,-0.00012933-0.0010411i,-0.0001098-0.00021731i,-0.00029386+0.00044141i,3.4952e-05+0.00049141i,-0.0003082+0.00020201i,-0.00089824+0.00016754i,-3.0315e-05+0.00048309i
0.0026039-0.0071198i,0.002914-0.0028024i,0.0022332+2.622e-06i,0.0021615-0.00060583i,0.0034118-0.00035857i,0.0044906+0.001164i,0.0044732+0.00076349i,0.0025309+0.00014981i,0.00039289+0.00070042i,-0.00051469+0.00057882i,-0.00070657+0.00032673i,-0.00092396+7.8432e-05i,-5.4874e-05-0.00088849i,0.0008308-0.0014059i,0.00064319-0.0011893i,0.00032128-0.0003271i,0.00010131+0.0004952i,0.00030705+0.00055068i,0.00061633-0.00027649i,0.00051743-0.00087758i,-0.00022497-0.00099616i,-0.00050779-0.0010772i,-6.4551e-06-0.00085839i
-0.0034361-0.0062692i,-0.0008025-0.0068217i,-0.00011347-0.0062767i,-0.00050564-0.005194i,0.000368-0.0043538i,0.0024642-0.003464i,0.0034073-0.0030488i,0.0027597-0.0021389i,0.0015447-0.00035653i,0.00060669+0.00064515i,0.00027298+0.00077305i,0.00031743+0.0012813i,0.0007213+0.001986i,0.00083014+0.0018657i,0.00074587+0.0014364i,0.00070075+0.0012754i,0.00035173+0.00050688i,-0.00045096-0.00037038i,-0.00050383+0.00016808i,0.00042872+0.0007028i,0.00099669+0.00053229i,0.00076908+0.00045973i,0.00082458+0.000418i
-0.0062342+0.0039048i,-0.0042302+0.0016873i,-0.0024249-0.00041395i,-0.0024552-0.0019486i,-0.0032284-0.0029869i,-0.002987-0.00325i,-0.0014236-0.0021652i,0.0005952-0.0016359i,0.00051199-0.0013727i,-0.00038522-0.00039335i,-0.00066444+0.00026317i,-0.0012586+0.00024858i,-0.001947+0.0010941i,-0.0020828+0.0012187i,-0.0016157+0.00038379i,-0.00081191-0.0006996i,-0.00063421-0.0011074i,-0.00090153-0.00055016i,-0.00012842+0.000118i,0.00041919+0.00082301i,6.4202e-05+0.0010554i,0.00030747+0.00075027i,0.00041854+0.00031027i
-0.0016339+0.0068684i,-0.0026559+0.0048847i,-0.0036136+0.0026835i,-0.0042689+0.0030433i,-0.004093+0.0031283i,-0.0032908+0.0015225i,-0.0013065+0.00017213i,0.00080732+0.00057733i,0.0010661+0.0010072i,0.0012196+0.00046354i,0.0015082+0.0006299i,-0.00013019+0.00099679i,-0.0010372-0.00082365i,-0.00077151-0.0031288i,-0.00070624-0.0035017i,-0.00049151-0.0021388i,-0.00068356-0.00088217i,-0.00067842-0.0011149i,-5.9728e-05-0.0011803i,-0.00011332-0.00016743i,-0.00022462+0.00036135i,0.00070805+0.00075517i,0.00091996+0.00096669i
0.0092772+0.0047664i,0.0066084+0.0033529i,0.0035+0.0030412i,0.0020651+0.0043059i,0.00042999+0.0054111i,-0.00012372+0.0054406i,0.0015175+0.0041819i,0.0019877+0.0010982i,0.0010754-0.0015571i,0.00059276-0.0018954i,0.00015805-0.0009742i,7.0246e-05-0.00057412i,0.0012459-4.9845e-05i,0.0011887-0.00051964i,0.00082808-0.0011891i,0.00047262-0.0004613i,-0.00022313+0.0002324i,-0.0002038+1.9757e-05i,0.00051036-0.00046267i,0.0010282-0.00053972i,0.0010961-0.0009146i,0.00096104-0.0010215i,-0.00017379-0.00023703i
0.0060093-0.0080133i,0.004273-0.0057125i,0.0025212-0.0037541i,0.0013753-0.0016732i,0.0017466+0.0013987i,0.0025072+0.003292i,0.0031778+0.002139i,0.0025916+6.6129e-05i,0.00056996-0.00083562i,-0.00016719-0.00081977i,-7.4306e-05-0.00081816i,-0.00076076-0.00032938i,-0.0015723+0.00035384i,-0.00077448+0.0014353i,0.00033791+0.0026837i,0.00019523+0.0028099i,0.0003564+0.0017767i,0.0010232+0.00071181i,0.00063-0.00015637i,0.00024089-0.00074786i,0.00027663-0.00064965i,0.0004493+0.00017139i,0.00083136+0.0011047i
-0.0029568-0.0088395i,-0.00057769-0.0065664i,0.0011154-0.0034165i,0.0021691-0.0011376i,0.0043506-0.0001471i,0.0062976+5.9072e-05i,0.0061727-0.00052185i,0.0037676-0.00064305i,0.0016994+0.00036436i,4.8773e-05+0.0010301i,-0.0015814+7.8289e-05i,-0.0016168+0.00016836i,-0.00023022+0.0012082i,0.00036356+0.0016573i,-0.00048137+0.001356i,-0.00080949+0.00057806i,-0.00030155+0.00034156i,0.00023754-3.1999e-05i,0.00017857+0.00016623i,-0.00038891+0.00016456i,-0.00091301-0.0002403i,-0.0013453-0.00017713i,-0.00076841-0.00035266i
-0.010736+0.00017226i,-0.0069741-0.00074305i,-0.0036836-0.0017923i,-0.0033804-0.0021022i,-0.0021331-0.00339i,0.0011762-0.0053991i,0.0026258-0.0053488i,0.0019934-0.0037326i,0.0012994-0.00097432i,0.00054268+0.001671i,-0.00025661+0.0022566i,-0.00026587+0.0015314i,0.00055467-0.0003904i,0.0016702-0.0015822i,0.0016853-0.0022769i,0.0011041-0.0022393i,0.000937-0.001286i,0.00019689-0.00082839i,-3.778e-05-4.5031e-05i,7.6022e-05+0.00051675i,-0.00032648+0.00063874i,-0.00033508+0.00020998i,-0.00029099-0.00036919i
-0.0041453+0.0092473i,-0.0040734+0.005962i,-0.0030987+0.0023756i,-0.0031566+0.0011022i,-0.003012+0.00060764i,-0.0030694-0.0014833i,-0.0024349-0.0016735i,-0.00045264-0.0010421i,0.00092355-0.0016209i,0.0013154-0.00057095i,0.0012579+0.00063474i,0.0012983-3.2818e-05i,0.0021338-0.00089548i,0.0029824-0.0014257i,0.0030057-0.0017082i,0.0021964-0.0021581i,0.001462-0.0023726i,0.00090541-0.0014462i,0.00048588-0.0005771i,0.00050841+0.00053217i,0.0005174+0.00074878i,0.00018707-0.00056763i,2.6822e-05-0.0010209i
0.0072234+0.0051532i,0.0043568+0.0034442i,0.0009415+0.0015411i,-0.0016302+0.0013358i,-0.0035568+0.0025972i,-0.0033321+0.0035383i,-0.0012789+0.0027769i,0.00067385+0.00016336i,0.0012125-0.0019764i,0.00096406-0.0019302i,0.00086432-0.0014559i,0.00017519-0.00087774i,-0.0008311-0.0011092i,-0.0020061-0.0011772i,-0.0024409-0.00058348i,-0.0018986-0.00019986i,-0.00086443+0.00089996i,-0.00033521+0.0014947i,-1.0389e-06+0.00042588i,0.00061886-0.0005099i,0.0010006-7.0563e-05i,0.0015628+0.0010845i,0.0012128+0.0013128i
0.010833-0.0044669i,0.007265-0.0030971i,0.0032073-0.0016726i,0.0030926+0.00040281i,0.0025598+0.0033521i,0.0010838+0.0057194i,0.0013348+0.0047783i,0.00074733+0.0013747i,-0.0010499-0.0002651i,-0.0016337-0.0006017i,-0.0012571-0.0014532i,-0.0017726-0.0014719i,-0.0026993-0.00038867i,-0.0034405-0.00053505i,-0.0035694-0.00087921i,-0.0025899-0.00053711i,-0.00092134+0.00016701i,-0.00046+0.00089081i,-0.0003698+0.00081007i,-6.9951e-05+2.8428e-05i,-0.00035044-0.00069636i,-0.00045841-0.00030126i,0.00036088-6.6356e-05i
-0.0027163-0.011086i,-0.0024492-0.0067431i,-0.0018606-0.001395i,0.0004052+0.00073391i,0.0037944+0.0019232i,0.0075626+0.0028191i,0.0078106+0.0020212i,0.0036995+0.00049847i,-0.00047469-6.5541e-05i,-0.0016971-8.2437e-05i,-0.0019165-0.00032261i,-0.0016283-0.00048123i,0.00023272-0.00031053i,0.0021009-0.00037452i,0.0023864-0.00033253i,0.0013366+0.00024816i,0.00024391+0.00038697i,-0.00019245-0.00068171i,-0.0001235-0.00093864i,-0.00039318-0.00075398i,-0.00096962-0.000981i,-0.0014048-0.0011109i,-0.00089741-0.0010495i
-0.01117-0.0041162i,-0.0058857-0.0048171i,2.125e-05-0.0043049i,0.0011817-0.0039941i,0.0015098-0.0040671i,0.003678-0.0025824i,0.0045287-0.001926i,0.0030663-0.0012702i,0.0010225+0.00084213i,-0.00063921+0.00153i,-0.0012854+0.00091105i,5.7578e-05+0.0010706i,0.0021197+0.0020496i,0.0024861+0.0026061i,0.0024848+0.002276i,0.0026648+0.0013585i,0.001714+0.0008628i,0.00021506+0.00082206i,-0.00095812+0.00053351i,-0.00047397+0.00054518i,0.00035138+0.00053211i,-2.0039e-05+0.00053502i,-0.00020938+0.00033234i
-0.010716+0.0092223i,-0.0084367+0.005442i,-0.0061796+0.00047998i,-0.0043256-0.00091254i,-0.0028793-0.0016182i,-0.00072711-0.0034307i,2.3817e-05-0.0043956i,0.00044511-0.0029693i,0.0020898-0.00024006i,0.0024403+0.001012i,0.0016749+0.0015017i,0.00084401+0.00098117i,0.00054867-4.6699e-05i,-0.00013929-0.00033461i,-0.00012757-0.0012087i,0.00051585-0.0012372i,0.00080009+0.00011059i,0.00036962+0.00067099i,7.0076e-05+0.0005232i,-3.7823e-05+0.00079428i,-0.00016928+0.0010677i,-0.00011741+0.001495i,0.00046607+0.00087958i
0.0042019+0.012838i,0.0013708+0.0090119i,-0.00093319+0.005128i,-0.0024835+0.0040906i,-0.0023905+0.001915i,-0.0022965-0.00013645i,-0.0029523+9.2033e-05i,-0.0016286-0.00043506i,-0.00013887-0.0013866i,3.231e-05-0.00063135i,0.00096843-0.00046042i,0.0020142-0.0018522i,0.0015626-0.0033266i,0.0011457-0.0045357i,0.00050083-0.0042235i,-0.001185-0.0034683i,-0.00121-0.002575i,0.00022599-0.0010355i,0.0001728-0.00011169i,-0.00017653+5.1892e-05i,0.00075928+0.00029692i,0.00049459+4.8037e-05i,-0.00039846+5.5307e-05i
0.014486-0.0025649i,0.01039-0.00076596i,0.0046036-0.00011944i,0.0022874+0.0024927i,0.00035383+0.0056436i,-0.0010008+0.0068683i,-0.00046172+0.0055434i,0.0001819+0.0016532i,-0.00094939-0.0016133i,-0.0012361-0.0019814i,0.00045696-0.0012171i,0.0013539-0.00068854i,0.00054572-0.00090238i,-3.0548e-05-0.001482i,-0.00055986-0.0020509i,-0.0009263-0.0017893i,-0.00031623-0.00066811i,0.00045851-0.00072465i,0.001041-0.0007424i,0.0012115-0.00085024i,0.00059153-0.0019623i,-0.00035057-0.0020454i,-0.00078462-0.00059055i
0.0056359-0.014668i,0.0056935-0.010661i,0.0037114-0.0051341i,0.0028726-0.0025082i,0.0040164-0.00067389i,0.0049753+0.0020781i,0.0054572+0.0031565i,0.003678+0.00094589i,-0.00030584-0.00087197i,-0.0028859-0.00019789i,-0.003231+0.00012824i,-0.0027258+0.00020382i,-0.0025001+0.001203i,-0.0026717+0.0028966i,-0.0027659+0.0033991i,-0.0013883+0.0026445i,4.1307e-05+0.0014935i,0.0003152+0.00027255i,0.00061473-0.0001715i,0.00068504-0.00061701i,0.00033985-0.0010173i,-7.2878e-06-0.0005017i,0.00014892+0.00012188i
-0.015164-0.0090722i,-0.010239-0.0066334i,-0.0042078-0.0030519i,0.00013107-0.0018773i,0.0031308-0.0015982i,0.0059219-0.0016145i,0.006669-0.0014127i,0.0032828-0.00083556i,-0.00017392-0.00013663i,-0.001242+0.00069604i,-0.0014877+0.001096i,-0.0014099+0.00064948i,-0.0014351-7.5921e-06i,-0.001674+0.00063088i,-0.00033846+0.00095628i,0.0010962+0.00043123i,0.00033557-0.0001965i,-0.0010884-0.00031427i,-0.0018077+0.0001666i,-0.0016392+0.00064093i,-0.0011342+0.001135i,-0.00069483+0.0019071i,1.624e-05+0.0021801i
-0.011447+0.0081321i,-0.0071042+0.005022i,-0.0015325+0.00018783i,-0.001194-0.0025436i,-0.001802-0.0033398i,0.00028195-0.0032352i,0.0015737-0.0033251i,0.0019987-0.0024467i,0.002334+0.00044214i,0.0012254+0.0018286i,1.9139e-06+0.001788i,0.00012089+0.0023504i,0.0015973+0.0019642i,0.0037351+0.00019707i,0.0043361-0.0012008i,0.0027791-0.002013i,0.00058784-0.001804i,-0.00040429-0.00066809i,-0.00050317-0.00024926i,-0.00079241+0.00017163i,-0.0010205+0.0012468i,-0.0004745+0.0016079i,0.00019088+0.00079759i
0.0047908+0.016554i,0.0019587+0.010931i,-0.00078067+0.0020743i,-0.0029209-0.0012607i,-0.0048925-0.0010399i,-0.0053555-0.0024067i,-0.0031665-0.0031159i,-0.00053964-0.0015267i,0.00073025-0.001071i,0.00099547-0.00070778i,0.0014992+0.00033712i,0.0022303+0.0010533i,0.0022293+0.0012622i,0.0031013+0.00036843i,0.0031575-0.00057721i,0.0019572-0.001025i,0.00040363-0.00084289i,-0.00011361-0.00025998i,0.0015337-5.0393e-05i,0.0022496+0.00026704i,0.00093436+0.00056456i,-7.4458e-05+0.00073059i,-0.00055642+0.00058225i
0.015561+0.00224i,0.010007+0.0023524i,0.0020078+0.0028905i,-0.0010125+0.0047983i,-0.0015278+0.0054274i,-0.0012994+0.0048796i,-0.00034498+0.003786i,0.000287+0.00086078i,0.0002751-0.00092146i,3.8345e-05-0.00058471i,-0.00031133+7.2089e-05i,-0.00032301-0.00044559i,-0.0003383-0.0011508i,-0.00072498-0.0016177i,-0.00057109-0.0014209i,-0.00052427+0.00022547i,0.00020563+0.0016106i,0.00089309+0.0014058i,0.00063548+0.0006836i,0.00072934+8.4188e-05i,0.00084475-0.00071597i,0.00091534-0.0008606i,0.00026245-0.00042889i
