-0.0012638+0.00044156i,-0.00020663-0.00045193i,-0.00052215+0.00024354i,0.00016886+0.00046404i,-3.4344e-05+0.00021771i,-0.00097457-1.6103e-05i,-0.00097864+0.0010694i,-0.00052033+0.0017499i,-0.00017408+0.0011296i,0.00025273-0.00044486i,0.00026401-0.0010866i,0.00032617-0.00080993i,0.00011722-0.0015862i,-0.00090486-0.0015415i,-0.0010957-0.00027034i,-8.0756e-05+0.00032112i,0.00030052+0.00038198i,-0.00030278+0.00045252i,-0.00085157+8.0889e-05i,-0.0005603-0.00087548i,-0.0001376-0.00081772i,-0.00029415-0.0002925i,-0.00055684-0.00026657i
-0.0023122-9.1856e-05i,-0.003432+8.8273e-05i,-0.0030236-0.00054065i,-0.0010583-0.00071275i,0.00027224-0.00056554i,0.00037858-0.00085212i,-0.00013654-0.0011179i,-0.00045959-0.0010329i,-0.00023058-4.2033e-06i,-0.00016709+0.0010298i,-0.00014181+0.00061443i,-0.0001025-0.00072124i,-0.00048909-0.0014095i,-0.00016187-0.0013089i,0.00018185-0.00055878i,-0.00031758+3.2984e-05i,-0.00051353+0.00041187i,-0.00098408+0.00039348i,-0.00099375+0.00044531i,-0.00026212+0.0010796i,-0.00011377+0.00077237i,-0.0002791-0.00038071i,-0.000462-0.00081435i
0.001176-0.00071657i,0.0010284-0.0008239i,0.00067397-0.0016691i,0.00018561-0.001227i,0.00010559-0.00032297i,0.00062126-0.00078783i,0.00055045-0.00099724i,0.00015121-0.00078786i,4.5617e-05-0.00031396i,-0.00073802+8.3087e-05i,-0.0015337+0.00040666i,-0.00029625+0.00074172i,0.0009461+0.00062281i,0.00056611+0.00014315i,5.1197e-05-0.00026505i,-0.0003364-0.00050305i,-0.00057283+2.8984e-05i,-5.8453e-05-5.3131e-06i,0.00055437+0.0001883i,0.00033686+0.00041798i,0.00034069-8.0418e-05i,0.00062968-0.0002285i,0.00016191-0.0010242i
0.00073069+0.0013623i,0.00050062+0.0013679i,0.00097888+0.0013767i,0.00076284+0.00035103i,8.997e-05-0.0012356i,-0.00053651-0.0020273i,-0.00018036-0.0011157i,-0.00030646-0.00025141i,-0.00078837-0.00031813i,-9.7845e-05-0.00072928i,0.00047571-0.00097148i,4.8377e-05-0.00050615i,-1.1333e-05+0.00015708i,-0.0001329-0.00018503i,-0.00025642-7.6355e-05i,-6.4594e-06+0.00035564i,0.00025333+0.00048373i,0.00020571+0.00019383i,-6.6556e-05-7.2183e-05i,-0.00030847+0.0001891i,-0.00024073-3.0076e-05i,0.00021153-0.00051537i,3.5231e-05-0.00051928i
0.00074754+0.00068388i,0.0019358-0.0001591i,0.0015896-0.00082537i,0.00074279-0.00086524i,1.1072e-05-0.00066553i,-0.00027493-0.0010203i,-0.00019935-0.0004896i,5.5076e-05-0.00031695i,1.9475e-05-0.0007751i,-0.00027288-0.00071409i,-0.00029231-0.00030445i,-2.9111e-05+7.8003e-05i,0.00039728-5.3036e-05i,0.00026188-0.0006913i,2.332e-05-0.00063082i,-0.00026243-0.00025619i,5.2089e-05-0.00093383i,0.00044158-0.0012093i,0.00029977-0.00039989i,0.00044638-0.00020169i,0.00066352-0.00037113i,0.00093797-0.00071608i,0.00083998-0.0011335i
0.0011166+0.0016455i,0.00077337+0.0018601i,0.0010509+0.0013997i,0.0014593-0.00014999i,0.0017415-0.0012775i,0.0010289-0.0008762i,6.8672e-05-0.000616i,-0.00015059-0.00071096i,7.8375e-05+0.00013455i,-4.6608e-05+0.00028641i,0.00054335-0.00045144i,0.00054175-0.00063388i,-7.1291e-05-0.00047453i,-0.00068693-9.832e-05i,-0.00079841-7.3364e-05i,-0.0004897+0.00021735i,-0.00040519+0.0005753i,-0.00011818+0.00069986i,0.00036585+0.0011237i,0.00031344+0.0013091i,-2.1289e-06+0.0011546i,6.5215e-05+0.0011732i,-0.00020433+0.00070325i
0.0003842+0.00048767i,-2.3568e-05+0.00014633i,-0.00043257-0.00081958i,-0.00029234-0.0017568i,-0.0005201-0.0013597i,-0.00052851-0.00084633i,-0.00024201-0.00072037i,-0.00050861-0.00012854i,-0.0015968-0.00069131i,-0.0010744-0.0012443i,-0.00020456-0.0010951i,-0.00021433-0.001256i,-0.00018489-0.0011021i,-0.00026104-0.0012044i,7.8554e-05-0.00091678i,0.00057196-0.00072789i,0.0013443-0.0010517i,0.0010765+5.2198e-05i,0.00063297+0.00086308i,0.0007273+0.00097851i,0.00046224-4.9116e-05i,0.00022034-0.00074116i,0.00030238-0.00066125i
0.0022649-0.00029424i,0.0023727-0.0010388i,0.0018335-0.0013526i,0.00089108-0.0019361i,0.00022979-0.0019758i,-0.00016854-0.0015998i,-0.00027187-0.0016673i,-0.0004916-0.00072369i,-0.0012938+0.00072108i,-0.0014573+0.001119i,-0.0008397+0.0010313i,-0.00053123+0.0004024i,-8.5672e-05-0.00018919i,0.00054647+6.7303e-05i,0.00035926+0.00036387i,-0.00011937+0.00054002i,-0.00014756+0.00047928i,0.00055524-6.8629e-05i,0.0013579-0.0003785i,0.0004838+0.00020337i,-0.00051967+0.00066149i,-0.00044416+0.00066862i,-0.00066534-0.00043583i
-0.00091725+0.00020416i,-0.0010706+0.00059914i,-0.00018042+0.00047504i,-0.00017237+0.0001677i,-0.00051722-0.00062493i,0.00045598-0.00096968i,0.00071339-0.00097791i,0.00051339-0.001172i,0.00016603-0.00080771i,-0.00060068-0.00024489i,-0.0012396-0.00040687i,-0.0016144-0.00035691i,-0.0011038-0.00043736i,0.00013449-0.00011458i,0.00042097+0.00030967i,7.5016e-05+0.00031383i,2.7387e-05+6.5796e-05i,-0.0001768-0.00014113i,-0.00037591+6.9048e-05i,-3.2111e-05-0.00038781i,0.00045565-0.00021317i,0.00071858+0.00049139i,0.0011374+5.687e-05i
0.0003418-0.00011984i,0.00070207-0.00067632i,0.0017055-0.00087292i,0.0012194-0.0012612i,7.0005e-05-0.0023048i,-0.00055025-0.0017159i,-0.001276-0.00083084i,-0.0014938-0.0005254i,-0.00080208-0.0007827i,-0.00025949-0.00101i,-0.00026794+0.00022331i,-0.00069237+0.001027i,4.2377e-05+0.00089338i,0.00059038+0.0006812i,-4.1958e-05+0.00055521i,-0.00086971-3.3654e-05i,-0.00094552-0.00032671i,-0.0011234+0.00010314i,-0.00079576-0.00021556i,5.404e-05-0.00053547i,-0.00035579+0.00021275i,-0.00021904+0.00034715i,0.00048388-0.00044506i
-0.00029936+0.00017162i,-0.001031+0.0011859i,-0.00034555+0.001426i,0.00059057-0.00017716i,0.00046254-0.0015014i,-0.00067712-0.0013571i,-0.00069785-0.00060742i,0.00063008-0.00046509i,0.00072937-0.0011845i,0.00014178-0.0011686i,0.00014603-0.0004493i,0.00049052-0.00029798i,-1.0584e-05-0.00068789i,-0.00026478-0.00070677i,-0.00042097-0.0001415i,-6.1454e-05-1.2105e-05i,-9.18e-06+0.00054927i,-0.0002902+0.00063825i,7.1907e-05-9.778e-05i,0.00037278-0.00056497i,0.00074857-0.00022271i,0.00060903+0.00039408i,-0.00033315+0.00085334i
-9.3101e-05-0.0010794i,7.9412e-05-0.0012339i,-0.00020531-0.00038137i,-0.00018459+0.00028591i,0.00060184-0.00018812i,0.00099955-0.00088625i,0.00085347-0.00014377i,7.2775e-05+0.00043665i,-0.00069347+0.0002429i,4.8752e-05+0.0003312i,0.00053185+0.0004685i,0.00066253+0.00016701i,0.00066407-4.8876e-05i,0.00058202+0.00020429i,4.7844e-05+0.00042372i,-4.016e-05-9.6146e-05i,0.00084289-7.3838e-05i,0.00048099+0.00038027i,0.00019217-1.6892e-06i,0.00026667-0.0005215i,0.00011694-0.00065099i,0.00025304-0.00053459i,-0.00049591-0.00015303i
0.0011294-0.00030358i,0.00056378-0.00059282i,0.00047886+0.00061177i,0.00029632+0.00024503i,5.1934e-05-0.0014157i,0.00024579-0.00065844i,7.8096e-05+1.9644e-06i,-0.00020609-0.00034676i,-9.4505e-06-0.00025663i,0.00053785+0.00010071i,4.116e-05+0.00051871i,-0.00096218+0.00076688i,-0.0011372+0.00073599i,-0.00093828+0.00036949i,-0.00071811+9.7999e-05i,0.00020867+0.00019325i,0.00050005+0.00026648i,0.00063103+9.7227e-05i,-0.00019767+0.00083415i,-0.00075218+0.00069813i,-0.00069945+3.9567e-05i,-0.0001365+4.6491e-06i,0.0008984-0.00032824i
-0.0023604+0.0023959i,-0.0023215+0.0036287i,-0.00033064+0.0032005i,0.0011711+0.0011251i,0.0018892-0.00074949i,0.0018342-0.0012963i,0.00065176-0.00092372i,3.4274e-05-0.0003996i,-0.00024368+0.00016282i,-0.00042686+9.8429e-05i,-0.00048079-0.00029629i,-0.00067974+2.1877e-05i,-0.00097632+0.00014836i,-0.00076205-0.00017445i,-0.00081145-0.00013738i,-0.0014396+9.1008e-05i,-0.0011485+4.675e-05i,-0.00010342+8.4243e-05i,0.0012073+0.00029458i,0.0013178+0.00021893i,0.00035133+0.00022639i,-0.00058274+0.00015899i,-0.0012082+9.8571e-05i
0.0011501-0.00044161i,0.00096109-0.00022481i,0.0003833-0.00025063i,-5.0699e-05-0.00099627i,0.00016613-0.0016585i,-0.00024613-0.0018762i,-0.00063036-0.0017118i,-0.00056047-0.0009431i,-0.00055825-0.00052251i,-0.0007067+2.1465e-05i,-0.00079775+0.00067135i,-0.00046661+0.00057551i,-0.0005475-0.00037296i,-0.00065047-0.00085371i,-0.00055945-0.0007104i,-0.00015647-0.00048484i,0.00049217+0.00025254i,0.00025652+0.00042355i,0.00040612-0.00047393i,0.00075226-0.00083012i,0.00093241-0.00095297i,0.00077218-0.00064909i,-0.00040503-0.00050405i
-0.00071033+0.0012541i,-0.00039063+0.00026769i,0.00065954+0.00013803i,0.0016597+0.00077444i,0.0020536-0.00073814i,0.0016114-0.0016963i,0.00058409-0.0010284i,-0.00080548-0.00090288i,-0.00068233-0.00015244i,5.5e-05-0.00029221i,-0.00016408-0.00071434i,-0.00062212-0.0005149i,-0.00055471-9.7101e-05i,9.5172e-05+8.9469e-05i,1.0492e-05-7.5042e-05i,0.0003398+0.00025576i,0.00086304+0.00017437i,0.00044279-8.1889e-05i,0.00010364+0.00033195i,-0.0004359+0.00081756i,-0.0007628+0.00066705i,-0.000299-9.6644e-05i,-0.00022004-0.00058914i
-0.00075132+0.0023115i,-0.0011339+0.0019457i,3.7643e-05+0.00096447i,0.00092759-0.00042278i,0.00061908-0.0011901i,1.8793e-05-0.0014937i,-0.0001435-0.0013318i,-5.3412e-05-0.00061149i,-0.00038966-0.00022611i,-0.00070649-0.0002707i,-0.00077703-0.00029002i,-0.00080782+0.00027032i,-0.00096594+0.00055789i,-0.00061669-5.4082e-05i,-0.00011826+0.00029166i,-0.00045702+0.0008839i,0.00017494+0.00073503i,0.00041242+0.00027751i,0.00040908+0.00034649i,0.00096705-7.2631e-05i,0.00069827-0.00045702i,0.0007072-0.00033508i,0.00056289-0.00025526i
0.00030977+0.0015151i,0.0014708+0.00089823i,0.0017975+0.00042042i,0.00090488+0.00049853i,0.00056834-0.00068585i,0.00055389-0.0014695i,0.00086658-0.0010743i,3.2712e-05-0.00061116i,-0.00049518-0.00033336i,-0.00029142-0.00031782i,-0.00028633-0.00036843i,0.00014447-0.00079925i,1.3698e-05-0.00099926i,-0.00018159-0.00098467i,0.00021971-0.00058747i,0.00075562-0.00067243i,0.000525-0.00057504i,-9.076e-05-0.00077247i,0.00012906-0.00056692i,-0.00013781+0.00057598i,-0.00043606+0.00040734i,-0.0002879-0.00019165i,1.7699e-05+0.00024467i
-0.0011004+0.001631i,-0.0013734+0.0023352i,-0.00061937+0.0016271i,0.00020523+0.00034909i,0.00017487-0.00068402i,-0.00020628-0.0009526i,-0.00029265-0.00059177i,-0.0001077-0.0005624i,7.6237e-05-0.00048212i,-0.00046049-0.00032473i,-0.00059072-0.00033933i,-0.000446-0.00028939i,-0.0010093-6.0202e-05i,-0.0014883-0.00011522i,-0.0009892-0.00013119i,-0.00047533+0.00015689i,0.0003232-0.00034561i,0.00043742-0.00058455i,0.00022328+0.00016073i,0.0007201+0.00034861i,0.0004594+0.00033764i,-0.00044126-0.00020626i,-0.00067644-6.2712e-06i
0.00078276-0.0012662i,0.00070266-0.00058052i,0.0010916-0.00092172i,0.00070378-0.0009577i,3.1544e-05-0.0010224i,-0.00084094-0.0012172i,-0.0013315-0.00040491i,-0.0015623+0.00030363i,-0.0015336-7.1022e-05i,-0.001222-0.00042496i,-0.0013279-0.00030038i,-0.0010823-2.449e-05i,-0.00059168+0.00031498i,-0.00046284-0.00028613i,-0.00042854-0.00069559i,-0.00016891-0.00028628i,-0.00016229-0.00016681i,-6.4492e-06-0.00036255i,0.00020062-0.0011912i,0.00018192-0.0014341i,-0.00013221-0.00037916i,-0.00049331+0.00057764i,-0.00039587+0.0009857i
-4.1836e-05+0.0017544i,0.0012875+0.0018938i,0.0020012+0.0013027i,0.00099221-0.00012191i,-4.51e-06-0.0011156i,0.00027383-0.00090802i,-8.4981e-05-0.00046368i,-0.00014636-0.00043992i,0.00063523+6.3556e-05i,0.0004803-0.00010478i,0.0003263-0.00016386i,-0.00015832+4.2704e-05i,-0.00097426-0.0001588i,-0.00095223+0.00032389i,-0.00033208+0.00077167i,-0.0001204+0.0001571i,-0.00016494+0.00030829i,0.00025093+0.00051092i,0.0010535-0.00030148i,0.00093098-0.00041402i,-9.9762e-05+0.00039674i,-0.00050343+0.00045747i,2.2158e-05+1.6084e-05i
-0.00010495-0.0010329i,-0.00064201-0.00072143i,3.8108e-05-0.0001809i,0.00059234+7.3241e-05i,0.00014178-0.00046942i,-0.00064426-0.00031645i,-0.00063432+0.00049846i,-0.00054693+0.00057797i,-0.00080529+1.9082e-05i,-0.00098715+0.00029329i,-0.00053638+0.00041299i,-8.2996e-05+9.6198e-05i,-0.00036406-6.2178e-06i,-0.00023693+0.00025035i,0.00045247+0.00030167i,0.00072403-5.6341e-05i,0.00059177-5.555e-05i,0.00024684+0.0004681i,-2.5959e-05+3.828e-05i,-0.00040278+1.8583e-05i,-0.00019075-0.00011347i,0.00042325-0.00042892i,8.2095e-05-6.5924e-05i
0.00049263+0.00011752i,-0.00022938-0.00012674i,0.00058613+0.00046522i,-0.00013932+0.0010619i,-0.0012474-0.00017435i,-0.00095111-0.0017166i,-0.00062814-0.00099735i,-1.9445e-05+0.00074942i,-3.4229e-05+0.0010812i,-0.00012358+0.00020164i,0.00078473-3.6775e-05i,0.00086067+0.00069638i,0.0006123+0.00051736i,0.00037522+0.00017435i,-0.0003703-0.00017454i,-0.0002968-0.00071882i,-0.00010486-0.00087408i,-0.00016638-0.0003832i,0.00013696+0.00026017i,-0.00012275+0.00079458i,-0.00020769+0.0012982i,5.8055e-05+0.0013919i,-0.00039906+0.00092592i
0.000755-0.0026442i,-0.0005817-0.0024687i,-0.0020053-0.0034562i,-0.0028881-0.0023854i,-0.0031081-0.00081757i,-0.0019893-0.00077414i,-0.00082091-0.00069534i,-0.00067505-1.7341e-05i,-0.00066852-0.00025443i,-0.0007525-0.00087782i,-0.00080145-0.00035745i,-0.00034528-0.00023792i,-0.00044399-0.0012668i,-0.00046142-0.0014563i,5.5971e-05-0.0007739i,0.00026069-0.00042533i,-0.000114-0.00080576i,-0.00038178-0.00094287i,7.9127e-06-0.00053339i,0.00041762-0.00066454i,0.00037008-0.0007284i,0.00062393-0.00037481i,6.2675e-05-3.9881e-05i
-0.0013676+0.00099814i,-0.0010932+0.001878i,-0.00031866+0.001702i,0.00084583+0.0012859i,0.00091666+0.00087214i,0.00055407+0.00065677i,0.00041364-0.00010737i,0.00057328-0.00015393i,0.0005897-0.00031369i,-0.00025089-0.00027544i,-0.0006334+0.00010296i,-0.00033775+3.9422e-05i,0.00026013-7.4152e-05i,0.00066477-5.8656e-05i,0.00061841+0.00028132i,-4.5476e-05+0.00065199i,-0.00082411+7.7376e-05i,-0.00066709-2.8366e-05i,3.9739e-05-0.00024531i,2.9418e-05+2.5276e-05i,0.00017869+0.00017318i,0.00023746-0.00014923i,-0.00030832-6.9169e-05i
-8.2761e-07+0.00041i,0.0011466+0.0013943i,0.0014094+0.0012056i,0.0013886-0.00037616i,0.0014157-0.0013443i,0.0011694-0.0011385i,-0.00020023-0.00031192i,-0.00091901-1.9268e-06i,-0.00019191-0.00019942i,0.00014414+0.00030076i,-0.00035908+0.00055145i,-0.00044215+0.00035918i,-0.00077484+0.00057803i,-0.0010992+0.00058673i,-0.0010461-0.00012891i,-0.00075144-0.00054681i,0.0001837-0.00023457i,0.0005438+0.00020599i,4.9155e-05+0.00050047i,-0.00024716-0.00040658i,0.00012274-0.00017842i,0.00014261+0.00020886i,3.0531e-05+9.4638e-05i
0.0004163-0.00074588i,-0.00036934-0.00087588i,-0.0008021-0.0012595i,-6.5917e-05-0.0004126i,-1.5752e-05+0.0004904i,6.5678e-05-0.00017773i,0.00099918-0.00088352i,0.001222-0.00068128i,0.00017077+8.7831e-06i,-0.00041605+1.1566e-05i,-0.00068837+0.00020593i,-0.00028825+0.00010626i,0.00014954-1.3558e-05i,-0.00016455+0.00058725i,-0.00026613+0.00092858i,-0.00047958+0.00018259i,-0.001405+5.6093e-05i,-0.0011763+0.00015569i,-0.00045759-0.00019263i,-0.0004704-0.00016753i,9.8731e-05-0.00014775i,-0.00012107-5.6085e-06i,-0.00078825-3.2304e-05i
-0.0012275+0.0015723i,-0.0014639+0.0013619i,-0.00091608+0.0012189i,-0.00018475+0.001055i,0.00054795+5.2096e-05i,0.00078726-0.0011826i,-0.00019212-0.00061939i,-0.0009537-0.00022241i,-0.00039886-0.00018955i,8.2228e-05-0.0003634i,-4.9815e-06-0.00024961i,-0.00031458-0.00041086i,-0.00040313-0.00055767i,-0.000457-0.00026408i,-0.0004335-0.0004832i,-0.00016259-0.00069611i,-0.00049701-4.6861e-05i,-0.00048647+0.0010092i,0.00050841+0.0006593i,0.0010969+5.8514e-05i,0.00073603+0.00032632i,0.00077155+0.00014387i,0.00065722+0.00015039i
0.00038653+0.00040076i,-0.00044572+0.0011163i,-0.0014413+0.00039631i,-0.0011391-0.001297i,-0.00049095-0.0016332i,-0.00059403-0.001636i,-9.596e-05-0.0009425i,0.00018559+0.00013443i,-0.00067069+0.00046222i,-0.00063818+0.00030512i,-0.00056051+6.6619e-05i,-0.0007374+0.00030195i,-0.00045866+0.00065526i,-0.00020307+0.00056i,-0.00011129+0.00019449i,0.00015562-0.00017339i,0.00011569-0.00039617i,-0.00016745+8.3724e-05i,-9.1968e-06-0.00011893i,0.00063297-0.00023453i,0.00057435+0.00067222i,-1.105e-05+0.0011559i,0.00025712+0.00061526i
0.00066604-0.00026142i,0.00056552-9.2029e-05i,0.0013587+0.00010893i,0.00083212-0.00035142i,0.00046154-0.0011178i,0.0003698-0.00063341i,3.2025e-05-0.0004705i,0.00028602-0.00030939i,-0.00046452+0.00061449i,-0.0012248+0.00023051i,-0.00054911+0.00083625i,-0.00031401+0.0013985i,-0.0010589+0.00026364i,-0.0011264+8.0144e-05i,-0.00076562+0.00084719i,-0.00050223+0.001098i,-6.8846e-05+0.00084062i,0.00037795-0.00025827i,0.00030049-0.00012172i,0.0001618+0.0005228i,0.00090665+0.00013929i,0.00065289+0.00032084i,-6.6171e-05+0.00054632i
0.0004504+0.00036902i,-8.0201e-05-0.00036861i,-0.00038691-0.00098173i,-0.00014377-0.00095381i,-0.0008412-0.00095321i,-0.00083836-0.00024074i,-0.00044246+0.00016054i,-0.00039529+8.2133e-05i,-0.00057163-0.00013638i,-0.00083201-0.00020611i,-0.00060195+9.8161e-05i,0.0004423+0.00013924i,0.00016786-4.7737e-05i,-0.00037528+0.00046169i,-0.00012726+0.00045763i,-0.00020042-0.00033585i,-0.00066006-0.00090739i,-0.00019176-0.00092061i,0.00061081-0.00032872i,0.00072431+7.894e-05i,-0.00020141+0.00052832i,-0.00052713+0.00078963i,0.00024382+0.00082686i
-0.00070587-0.0018168i,-0.00053203-0.0009361i,-0.0015403-0.0010482i,-0.0015169-0.001271i,-0.0019887+0.00025712i,-0.0015679+0.00060939i,-0.00038046+0.00018044i,-0.00039424+5.2093e-05i,-0.00056346-0.0002167i,-0.00016845+0.00039391i,-0.00010455+0.0014737i,-0.00043784+0.00096795i,-0.00064708-0.00037541i,-4.4864e-05-0.00045251i,0.0012868-0.00048894i,0.0010554-0.00056187i,2.8733e-05+0.00025083i,6.4302e-05+0.00033492i,-0.0001025-0.00050079i,-0.0004413-0.0012642i,-0.00029727-0.0012266i,8.0592e-05-0.00071957i,0.00019366-0.00031304i
-0.0010072+0.00064433i,-0.00048737+0.0011337i,0.0012546+0.0013348i,0.0018587+0.000946i,0.00064949+0.00043297i,-0.0001996-0.0011032i,-0.0007882-0.00069089i,-0.001415+0.00049013i,-0.00095596+2.229e-05i,-0.00019442-0.00045368i,-0.0005833-0.00024136i,-0.00077688-0.00071742i,0.00041054-0.00077148i,0.00079504-5.8106e-05i,1.4742e-05+0.000286i,-0.00022962-1.9287e-05i,2.9357e-05-0.00039177i,0.00014727-0.00041839i,7.0188e-05-0.00036951i,0.00021506-0.00035826i,-0.00012039-3.5923e-06i,-0.00048737+0.00020041i,-0.00018464-0.00028796i
0.00087019-0.00097799i,0.00024615-0.0018989i,-0.00091056-0.0024291i,-0.00051423-0.002169i,0.0005322-0.002068i,-0.00030927-0.0016024i,-0.0016773-0.00069708i,-0.0014023+0.00035185i,-0.00020471+0.00022427i,0.00060065-0.00041703i,0.00077278-0.00026551i,4.9866e-06+7.4323e-05i,-0.00018222-0.00034192i,0.00032139-0.00062823i,0.00051264-0.00019003i,0.00015196+3.8189e-05i,-8.707e-05+0.00018057i,0.0002214+0.00075254i,3.8254e-05+0.00082536i,-0.00022785+9.8945e-05i,-4.9174e-05-0.00069986i,0.00039796-0.00066931i,0.00040814-0.0007398i
0.0014437+0.0010056i,0.0022141+0.00096021i,0.0020704+0.00026466i,0.001594+0.00032433i,0.00083688+0.00032985i,0.0007983+0.00022631i,0.00036054+0.00071551i,-0.00074703+0.00087884i,-0.00045524+0.00031764i,0.00047825-0.00022059i,0.00028444-0.00017632i,1.0715e-05+0.00081366i,0.0003347+0.0012388i,-1.8709e-05+0.00059771i,-0.00054452+0.00029928i,-0.00022319+0.00010229i,0.00050145-6.6096e-05i,7.8987e-06+7.1204e-05i,-0.00014725+5.7307e-05i,0.0001065+0.0003433i,-0.00049972+0.00084086i,-0.00012903+0.00040423i,0.00026219-0.00017985i
0.0010515+0.00056793i,0.001146+0.00014125i,0.00205-0.00039556i,0.0022451-0.00069911i,0.00079847-0.0011075i,-0.00029524-0.0014133i,-0.00040339-0.0007622i,0.0002908-0.00077236i,0.0011003-0.00037599i,0.00095263+0.0003961i,0.00040239+4.6517e-05i,0.0005419-0.00025616i,0.00042245+0.00032666i,-0.00058316-6.7723e-05i,-0.00048529-0.00081655i,-0.00017589-0.000625i,5.5071e-05-0.0010899i,0.00082356-0.00095046i,0.00093883-0.00022215i,0.00082579+6.7256e-05i,0.00023639+0.00040997i,0.00027982+0.00011428i,0.00064873-0.00010149i
0.00091431+0.00044509i,0.00067444-0.00040387i,0.00093564-0.0014839i,0.00080902-0.001668i,0.00031984-0.0021819i,-0.00072118-0.0015004i,-0.0012054+0.0002262i,-0.0010521+0.00010205i,-0.00089989-0.00077626i,-0.0006567-0.000726i,-0.0008784-0.00062808i,-0.00040076+6.6026e-05i,-0.00032812+0.00060575i,-0.0010131+4.6007e-05i,-0.00077524-0.00052765i,-0.00030567-0.0009076i,-0.00023967-0.00078842i,-0.00023916-0.0002071i,-0.00017523+0.00046147i,-0.00015877+0.00068723i,-0.00054258+0.0008944i,-0.001093+0.00065583i,-0.00096099+0.00036189i
0.00018266-0.00045323i,0.0011597-0.00035316i,0.0010221+0.0005045i,0.00042081-0.00038539i,8.8397e-05-0.0011674i,-0.00027171-0.0017985i,-0.00030675-0.0014322i,-0.00033165-0.0005005i,-0.00025204-0.00025072i,0.00012323-0.0005087i,-1.7286e-05-0.00046007i,-0.00017528-0.00022908i,0.00037885-0.00014179i,0.00038353-0.00018082i,-0.0004234+0.00033815i,-0.00027772+0.00023714i,-0.00050637-0.00051818i,-0.0012022-0.00062622i,-0.00050095-0.0010588i,-0.00010974-0.0012723i,-0.00068082-0.00069138i,-0.00080832-0.0010103i,-0.00083318-0.00049531i
0.0020436+0.0014987i,0.0016697-0.00011862i,0.00013101-0.0015437i,-0.00059298-0.0024036i,1.0015e-05-0.0021165i,2.1195e-05-0.00050358i,-0.00032624+0.00017639i,-0.00015793-0.00090843i,5.0631e-05-0.00026742i,0.00041975+0.00064517i,0.00055393+0.0001371i,0.00013329-0.00025142i,3.8315e-05-0.00083821i,-0.00028738-0.0012709i,-0.00018039-0.00070008i,0.0004891-0.00028971i,0.00069959+0.00030214i,-0.00017331+0.0010002i,-0.00024817+0.00027194i,0.00039492-0.00036703i,0.00014961-0.00044021i,-0.00011007-0.00037803i,0.0003786-0.00014914i
-7.2633e-05-0.0010447i,-0.0009855+0.00033262i,-0.00081614+0.00089685i,-0.00050344+0.0012506i,-0.00039214+0.00087183i,0.00055718+0.00076454i,0.0010358+0.00058688i,0.00029418+0.00014994i,-3.7216e-05+1.4363e-05i,-9.2616e-06-7.4271e-05i,-0.00037388-0.00030989i,6.5623e-05-0.00082439i,0.00026485-0.001372i,-0.00031702-0.0013022i,-0.00017948-0.00081383i,0.00032429-0.0006364i,-0.00011627-0.00086265i,-0.00059086-0.00068617i,-0.00010464-0.00087986i,0.00049191-0.00056504i,0.00031572+0.00021385i,0.00031887+0.00035241i,0.00057902+5.8885e-05i
0.00099058-0.00099361i,0.00073814-0.001233i,0.00075104-0.0010446i,0.0003051-0.0013624i,-4.5984e-05-0.0014571i,-0.00045422-0.0011203i,-0.0012894-0.00012912i,-0.0012101+0.00040175i,-0.00070586+9.1803e-05i,-0.00043494-0.00021757i,-0.00059078-0.0006831i,-0.00085108-0.0010602i,-0.00073188-0.00019861i,-0.00073202+0.0011592i,-0.0010265+0.00072579i,-0.0014442-6.6249e-05i,-0.00087387-1.1747e-05i,7.7068e-05+5.8463e-05i,0.00029237+0.00010088i,0.00016966-0.00012468i,-0.00022372-9.8981e-05i,-0.00065198+0.00040746i,-2.8123e-05+0.001044i
-0.00065213+0.0010875i,-0.00092361+0.00097311i,0.00046359-6.3105e-05i,0.0016764-0.00093921i,0.00092005-0.0014308i,-0.00026154-0.0016062i,-0.00097575-0.001413i,-0.00086151+0.00027878i,-0.00030879+0.00040897i,0.00040401-0.00036405i,0.00066753-0.00056901i,0.00037251-0.00072245i,0.00023317-0.00035001i,5.5113e-05-0.00054348i,0.00033248-0.0011917i,0.00057104-0.00059803i,0.0013912+5.3983e-05i,0.00094419+0.00018465i,-3.9012e-05+0.00016849i,3.7566e-05+0.00041489i,-0.00011256+0.00063933i,-6.9539e-05+0.00065131i,0.00032481+0.00044395i
0.00062938+0.0017915i,-0.0006816+0.001806i,-0.00085356+0.0016134i,-3.9246e-05+0.00055168i,0.00040565-4.0962e-05i,0.00012913-0.00096343i,-0.000673-0.0013599i,-0.00094568-0.0012813i,-0.00034696-0.0013085i,0.00023459-0.00077888i,-0.00033141-0.00038957i,-0.00059758-8.0098e-05i,-0.00012081+2.474e-05i,-0.0001341-0.00019712i,-0.00023213-0.00025982i,0.00022559+0.00012568i,0.00052178+0.00084329i,5.3812e-05+0.0008276i,-0.00036795+0.0008394i,-0.00010222+0.001164i,2.5957e-05+0.00073566i,9.4854e-06+0.0004419i,0.00035853+0.00066643i
