-0.0035344-0.00082871i,-0.0030871-0.0015464i,-0.0029745-0.00085329i,-0.0017955-0.0015167i,-0.0010192-0.0013938i,-0.000895-0.00011405i,-0.00030883+0.0008343i,0.00014585+0.00080105i,-0.00022397+0.0009337i,-0.00049559+0.00077967i,-0.00066751-0.00034971i,-0.00051379-0.00097186i,-0.00024425-0.00075903i,-4.2938e-05-0.00092123i,0.000334-0.0007998i,8.1845e-05+0.00084314i,-8.4292e-05+0.0012207i,0.00064829+0.00024516i,-0.00023618-0.00020045i,-0.0011636-0.00020881i,-0.00025379-0.00020247i,0.00046588-0.00052804i,0.00080456-0.00060393i
-0.0077548-0.0040747i,-0.012345-0.0017639i,-0.01362+0.0027843i,-0.011204+0.0047943i,-0.0069252+0.0032605i,-0.0035725+0.001828i,-0.0022772+0.00076362i,-0.0018641+0.00014019i,-0.0022159-0.00011312i,-0.0017249-0.00031509i,-0.00067237-0.00073399i,-6.5609e-06-0.00084169i,0.00052465-0.00012413i,8.669e-05+8.9601e-05i,-0.00028406-0.00033263i,-0.00064165-0.00037097i,-0.000654+3.6588e-05i,-0.0004826-9.5245e-05i,-0.00056165-0.00032803i,-0.00085479+2.012e-05i,-0.0012556+0.00049009i,-0.0016344+0.00058294i,-0.00133+0.00010724i
-0.0051452+0.0054701i,-0.0047292+0.010769i,-0.0010548+0.012654i,0.00155+0.0099887i,0.00094685+0.0053409i,-0.000895+0.0031018i,-0.0017804+0.0015599i,-0.0017322+0.00018136i,-0.0021808-0.00018057i,-0.0017807-0.00015199i,-0.00097662+0.00029519i,-0.00047562+0.00062733i,-0.00050238-0.00012711i,-0.00078662-0.00077492i,-0.00072316+9.0701e-05i,-0.00013982+0.00055058i,0.00023125+0.00011794i,0.00022756+7.4036e-05i,8.3374e-06-0.0004011i,-5.5139e-05-0.00027133i,-0.00017177+0.0006713i,-0.00040192+0.00074142i,-0.00096692+0.00055906i
-0.0015188+0.0093941i,0.0030193+0.010458i,0.0090583+0.0084996i,0.0096197+0.0051422i,0.0055721+0.0025204i,0.0027032+0.0018365i,0.0012565+0.0015797i,0.00023995+0.0011311i,6.4744e-05+0.00081344i,-0.00065297+0.001666i,-0.00021028+0.002344i,0.0011829+0.0016643i,0.00092116+0.00054083i,0.00017611-0.0011206i,0.00017946-0.0002886i,0.00072658+0.0016093i,0.00042044+0.0013071i,4.7054e-05+0.00042614i,8.1008e-05+7.984e-05i,-8.7456e-05+0.00058621i,0.00076563+0.00066973i,0.0011413+4.7257e-05i,0.00014917-0.00023048i
0.0053482+0.006245i,0.0096275+0.0027569i,0.012823-0.00047463i,0.011223-0.002763i,0.0066773-0.0020967i,0.0029732-0.00088784i,0.0016656-0.00024111i,0.00066685+0.00012365i,-0.001002+0.00022626i,-0.001486+0.001116i,-0.00019096+0.0016989i,0.00071514+0.0014213i,0.00067258+0.00079974i,0.0009882+0.00037937i,0.0010246+0.00040272i,0.0010825+0.00039207i,0.00090515+0.00019782i,0.00056728+0.00011853i,-0.000489-0.0003816i,-0.0010968-0.00090373i,-0.00033052-0.00078295i,0.00023392-0.00070787i,0.00061901-0.0009346i
0.0043798-0.0027407i,0.0039441-0.0088797i,0.00054253-0.012838i,-0.00056119-0.010838i,0.00077238-0.0063141i,0.0015739-0.0037939i,0.0011471-0.0029429i,0.00025595-0.0015949i,0.00040309-0.00038427i,0.00056813+0.00055661i,0.00023757+0.00040138i,-0.00010235-0.00040313i,-6.1072e-05+6.859e-05i,0.00033852+0.00025367i,0.00057777-0.00010427i,0.00056186-0.00056828i,-9.1754e-05-0.0010498i,-0.00065472-0.00077869i,-0.00056556-1.5251e-05i,-0.00051428+0.00012252i,-0.0010716-0.00070287i,-0.0007359-0.0005822i,-3.0379e-05-0.000443i
-6.9301e-05-0.0074826i,-0.005638-0.0084675i,-0.011704-0.007166i,-0.010576-0.0053999i,-0.0053274-0.0042748i,-0.0020515-0.0033719i,-0.0014234-0.0018271i,-0.0014242-0.0010046i,-0.0018182-0.00024138i,-0.0012593+0.00037956i,-5.3634e-05+0.00045776i,0.00022668-0.00040604i,-1.9938e-05-0.00061205i,0.00032718-0.00045571i,0.00073309-0.00076979i,0.00048858-0.00032244i,-0.00040055+0.0002184i,-0.0005371+2.401e-05i,0.00017971-0.00075455i,0.00022408-0.0010577i,-9.9734e-05-0.00021725i,-0.00039011+0.00075181i,-2.5974e-06+0.00072282i
-0.0046987-0.0041124i,-0.0086166-0.0015777i,-0.012121+0.0037033i,-0.010536+0.0043229i,-0.0056807+0.00085247i,-0.0039266-0.00073083i,-0.003525-0.0004171i,-0.0022738-0.00058163i,-0.0011103-0.00093568i,-0.00084017-0.0005139i,-0.00067726-0.00075422i,-0.00045591-0.0014204i,-0.00013347-0.0012813i,0.00052941-0.00091989i,0.00018287-0.0013779i,-0.00055448-0.0010178i,-0.00055539+0.00056167i,-0.0001949+0.00093677i,-0.00034312-4.7875e-06i,-0.00037105+0.00018018i,-0.00016785+0.00041698i,6.8759e-05-0.00032332i,0.00020946-0.00052437i
-0.0071718+0.0032678i,-0.0060407+0.0090301i,-0.0021337+0.014483i,0.00064721+0.013697i,8.8463e-05+0.0086495i,-0.001247+0.0034935i,-0.0018106+0.00082382i,-0.0011628+6.6517e-05i,-0.0012234-0.00016153i,-0.0014803-0.00031188i,-0.00044539-0.00038743i,0.00099349-0.00027676i,0.0014038+0.00060026i,0.0015181+0.0014295i,0.0012492+0.001585i,0.00066595+0.0012467i,0.00066234+0.00092831i,0.0012044+0.00023762i,0.0014091-9.3117e-05i,0.00090872+0.00047211i,0.00026199+0.00011315i,-0.00016596-1.2016e-05i,-0.00034402+0.00046324i
-0.0018644+0.005609i,0.0041948+0.0079697i,0.010666+0.0070707i,0.01113+0.0053241i,0.007119+0.0043136i,0.0035059+0.0035549i,0.0012985+0.0022389i,0.00027245+0.00056886i,-0.00068042-0.00042734i,-0.0018232+0.0003164i,-0.0014934+0.00098549i,-0.00079665+0.00044038i,-5.6309e-05+0.00020748i,0.00075818+0.00094398i,0.00083642+0.0012044i,0.00039151+0.00063912i,0.00066862-9.2894e-05i,0.00072335-0.00034087i,-0.00035459-8.6608e-05i,-0.00070769+0.00017662i,-0.00028249+0.00018474i,-0.00037598+0.00074546i,-0.00059206+0.00093163i
0.0030474+0.0051061i,0.0073712+0.0011988i,0.010495-0.0056333i,0.0096284-0.0084681i,0.0063061-0.0053101i,0.003357-0.0019179i,0.0014292-0.00055892i,0.00055802-0.00042005i,0.00075969-0.00016728i,0.00063855+0.00068223i,0.0007044+0.00053463i,0.00081543-5.2057e-05i,0.00074977+0.00021382i,0.0005751+0.0008369i,0.00020209+0.00050149i,0.00026768-0.00069163i,0.0012127-0.00026897i,0.0015505+9.6959e-05i,0.00099589-0.00052358i,0.00042452-9.8845e-05i,0.00061262-3.6703e-05i,0.001079-0.00097474i,0.00055087-0.0012438i
0.0044631-0.0020434i,0.0027634-0.0081761i,-0.001191-0.014263i,-0.0025412-0.013227i,-0.00048932-0.0082417i,0.0014616-0.0042682i,0.0018752-0.0020457i,0.0013607-0.001081i,0.00026117-2.8869e-05i,-0.00046293+0.00052072i,0.00026465+0.00041323i,0.00072856-0.0005374i,0.00060287-0.00089104i,0.00092603-0.000229i,0.00081813+0.00084524i,-8.4594e-06+0.00076387i,-0.00091136-0.00046493i,-0.0012793-0.0011087i,-0.0011839-0.0013766i,-0.0010845-0.0011159i,-0.00061471-0.0010413i,-0.0002558-0.0010578i,-6.7272e-05-0.0010254i
2.6934e-05-0.0021702i,-0.0056033-0.0032335i,-0.012459-0.0021304i,-0.012406-0.0011366i,-0.00669-0.0021366i,-0.0031785-0.0035657i,-0.0021727-0.0022089i,-0.0012575-0.0012581i,-0.0010319-0.0011418i,-0.00054325+0.00025782i,0.00012271+0.00044246i,0.00056284-0.00076996i,0.00038141-0.0013371i,-0.00016373-0.00053245i,7.6711e-06+0.00016486i,0.00032982-1.4555e-05i,-0.00010265+0.00035566i,-0.00033876+0.00063481i,-0.00075364+0.00011115i,-0.00096096-0.00040223i,-0.0006775-0.00076227i,-0.00031219-0.00046792i,-0.0001322-0.00058369i
0.00078084-0.0045717i,-0.0033077-0.0012769i,-0.0071402+0.0054379i,-0.0073555+0.0076279i,-0.0054647+0.0041439i,-0.0035604+0.001169i,-0.0019993+0.0002656i,-0.0019319-0.00079397i,-0.0017475-0.0011266i,-0.00042776-0.00068598i,0.00049817-0.00063388i,0.00027078-0.00089022i,-0.00048035-0.00032661i,-0.0010995+0.00032785i,-0.00094952+0.00057601i,-0.001038+0.00087042i,-0.0016806+0.00054251i,-0.001041+2.9078e-05i,0.00033292+0.00046426i,0.00047768+0.0011135i,-0.00074232+0.00021184i,-0.0013409-0.00024521i,-0.00066834+0.00022295i
-0.005501-0.0018972i,-0.0028865+0.0045335i,0.00099897+0.010649i,0.0032398+0.010725i,2.5481e-05+0.006678i,-0.0032859+0.0029314i,-0.0035916+0.0011657i,-0.0030747+0.0011263i,-0.0020794-0.00042443i,-0.00035476-0.0014672i,0.00023907-0.00047047i,-0.00023985+9.7277e-05i,-0.00047059+0.00041318i,-0.00063333+0.00084805i,0.00039242+0.00082921i,0.0013295+0.00072204i,0.0010405+0.00055707i,0.00091434-5.4009e-06i,0.0003044-0.00028558i,3.6383e-05+0.00034951i,0.00034091+8.3743e-05i,0.0002558-0.00031881i,0.00030348-0.00011045i
-0.0027309+0.0016938i,0.0033929+0.0028496i,0.010575+0.002249i,0.011904+0.0013465i,0.0073094+0.00085593i,0.0031398+0.001257i,0.0015435+0.0020285i,0.00058641+0.0015922i,-0.0003044+0.0010673i,-0.00051453+0.00045559i,-0.00011522-0.00075696i,-0.00010845-0.00096702i,0.00028691+0.00052067i,0.0010685+0.0011816i,0.0012956+0.0010499i,0.0014402+0.00062724i,0.0010416-7.7571e-05i,5.4552e-05+0.00022657i,-0.00037948+0.00026922i,-0.00035685-0.00044924i,-0.00029057-0.00060373i,0.00059754-0.00032414i,0.00071638+5.3892e-05i
0.00048973+0.001669i,0.0033215-0.0035334i,0.005799-0.011026i,0.0060103-0.012777i,0.0044918-0.0077023i,0.0030377-0.0027263i,0.0020902-0.00070665i,0.001474-0.0007067i,0.00029153-0.0017533i,-0.00052631-0.0011819i,-3.2431e-06-9.4738e-05i,0.00064912-0.00080066i,0.00052527-0.00087801i,-0.0001952-0.0008718i,-9.8925e-05-0.0010928i,0.00049316-0.0011439i,0.00051709-0.00080766i,0.00010733+7.5197e-05i,-0.0010943+0.00033833i,-0.0014271-4.803e-05i,-0.000755+0.00043545i,-0.00030695+0.00093144i,-0.00046503+0.0004203i
0.0041344+0.00047728i,0.00036181-0.0050829i,-0.004519-0.011221i,-0.0049262-0.011294i,-0.0017703-0.0075497i,0.00086508-0.0046218i,0.001054-0.0023788i,0.00049102-0.0016104i,-0.0004327-0.0014059i,-0.00084665-0.00057883i,-0.00032416+0.00032892i,-0.00011282+4.8294e-05i,-0.00019419-0.00054842i,4.9473e-05-0.00098721i,0.00029414-0.0014053i,-0.0002508-0.00094861i,-0.00084171+4.3052e-05i,-0.00065386+5.1607e-05i,0.0001211-0.00094215i,0.00051663-0.00075857i,-1.3542e-05-0.00016876i,-0.00057075+4.4438e-05i,-0.00013623-0.00026881i
-0.00027774-0.0026433i,-0.0056664-0.0031244i,-0.014063-0.0013048i,-0.014374-0.0003608i,-0.0073895-0.00091409i,-0.0022765-0.00226i,-0.0010315-0.0030778i,-0.0015702-0.0021485i,-0.0022533-0.0008625i,-0.0017927+0.00010856i,-0.00060231+0.00091349i,0.0010013+0.00069122i,0.00091159+0.00010213i,-0.00021745-0.00049371i,-3.2479e-05-0.00055195i,0.00043566-0.0002375i,-0.00010684-0.00030194i,-0.00074563-9.2889e-05i,-0.00099174+0.00049167i,-0.00091492+0.00096189i,-0.00041463+0.00097656i,-0.00023061+0.00010084i,-0.00036907-0.00027942i
0.00055361-0.0023779i,-0.0017331+0.0031277i,-0.0049808+0.011352i,-0.0049777+0.012404i,-0.0032127+0.0059024i,-0.0031042+0.00091042i,-0.0037435-0.00062421i,-0.003767-0.00071936i,-0.0030033-0.00042148i,-0.0018171+0.00026179i,-0.0010933+0.00062526i,-0.00013333-0.00036704i,0.00027177-0.00097849i,-0.00062509-0.00066691i,-0.00082757+0.00026028i,-0.0006216+0.0011754i,-0.0010914+0.0012529i,-0.0015393+0.0010945i,-0.00094628+0.00024296i,3.5046e-06-0.0004882i,0.00020055-0.00073398i,0.00029308-0.0010501i,0.00079913-0.00073693i
0.00055703-0.0018918i,0.0047921+0.0035159i,0.010125+0.00971i,0.010168+0.010215i,0.0047045+0.0052202i,-0.00031727+0.0020572i,-0.0014506+0.0015073i,-0.0013988+0.0002584i,-0.0013983-0.0003845i,-0.0011694+0.0004303i,-0.00036865+0.0006843i,0.00074903-0.00030809i,0.00051217-1.7089e-05i,-0.00037146+0.00042092i,0.00014977+7.0933e-05i,0.00039853+0.0003168i,6.3171e-05+0.00019352i,0.00031067-0.00025141i,-0.00017604+0.00054077i,-0.00036254+0.00089084i,-0.0003909+0.00029918i,-0.00026073-0.00034976i,-4.0367e-05-0.0003446i
-0.0032345-0.00047554i,0.0038569-0.0017872i,0.012653-0.0040296i,0.014576-0.0042021i,0.0089265-0.0010263i,0.0028973+0.0018228i,5.4282e-05+0.0024753i,-0.00082076+0.0021512i,-0.00088992+0.0012114i,-0.0008232+0.0010753i,-0.00049895+0.0010409i,-0.00030396+0.00026791i,0.00040159+0.00025583i,0.00067953+0.001061i,0.00040705+0.0011601i,5.2071e-05+0.00062652i,9.9407e-05-7.1696e-05i,2.7885e-05-0.00069223i,-0.000136-0.00046205i,-9.4827e-05+0.00015121i,-0.00019517+0.00033129i,4.5913e-05+0.00048536i,0.00062998+0.00039871i
-0.004744+0.0029887i,-0.0015803-0.0025475i,0.00083494-0.011287i,0.0012868-0.014106i,0.0028265-0.008586i,0.0035391-0.0030188i,0.0021227-0.00082256i,0.0011521-0.00037448i,0.00054349-0.00014902i,-0.00069407+4.0941e-06i,-0.00048795-0.00027968i,0.0013191-0.00085044i,0.0022282-0.00015521i,0.0014861-0.00033435i,0.0012101-0.0010494i,0.0012638-0.00070776i,0.0009101-0.00029565i,0.00085547-0.00014666i,0.0006029-0.0006573i,-0.00080542-0.00023312i,-0.0005453+0.0012741i,0.00073336+0.0015587i,0.00046199+0.00025465i
4.7457e-05+0.0019416i,-0.0040215-0.0018704i,-0.010248-0.0076955i,-0.011714-0.0090521i,-0.006939-0.0063386i,-0.0014277-0.003588i,0.00070726-0.0012092i,0.00090872-0.0002405i,0.0010365-0.00069447i,0.0010794-0.00073676i,0.0010688-0.00033254i,0.00063935-0.00036338i,-0.00013295-0.00029488i,-5.7259e-05-0.00011203i,-0.00020228-0.00034459i,-0.00076772-0.00033618i,-0.00051057-0.00025301i,-0.00029835-0.00028364i,-0.00051303+0.00036119i,-0.00077498+0.00099156i,-0.00044045+0.00031844i,0.00018056-0.00015305i,0.00012303+0.00018804i
0.0030442+0.0029865i,-0.0027056+0.0036005i,-0.010941+0.0063914i,-0.012905+0.0066441i,-0.0071352+0.002829i,-0.0016357-0.00073789i,1.4325e-05-0.0019604i,9.8189e-05-0.0023823i,-0.00042418-0.0019958i,-0.00054366-0.001184i,-0.0001037-0.0012153i,-0.00021941-0.00086199i,9.9949e-05-0.00038803i,0.00014913-0.00048753i,-0.00073615+3.6841e-05i,-0.00090781+0.00071928i,-0.00088442+0.00034399i,-0.00084912+1.9659e-05i,-0.00066822+0.00026958i,-0.00073909+0.00087866i,-0.0006563+0.0010912i,-6.8946e-05-3.0474e-06i,0.00053126-0.00016966i
0.0048515-0.00071949i,0.0028363+0.0058764i,0.0014699+0.013725i,0.00088227+0.015013i,1.41e-05+0.0084679i,-0.00088653+0.0019755i,-0.0018435-0.00091621i,-0.0020961-0.002082i,-0.0018139-0.00090753i,-0.0012101+0.00073785i,-0.00010427+0.00015335i,0.00048565-0.0008005i,-0.00014211-0.0011747i,-0.00045493-0.00073503i,-0.00063743+0.00065343i,-0.00034725+0.001641i,-0.0003248+0.0013096i,-0.00079217+0.00088882i,-0.00021164+0.00086362i,0.00085693+0.0007315i,0.00069228+0.00048282i,-0.00015891-0.00018964i,-0.00028222-0.00018993i
-8.5886e-05-0.0012275i,0.0045436+0.004008i,0.011595+0.0095794i,0.015076+0.0085556i,0.010836+0.0044415i,0.0037123+0.0016724i,-0.00058331+0.00083968i,-0.001867+0.00084079i,-0.0017509+0.00061317i,-0.00072904-2.5692e-05i,0.00052083-4.5232e-05i,0.001453+0.00036214i,0.0014514+0.00067131i,0.0013337+0.0013527i,0.0015491+0.0017855i,0.0018745+0.0018439i,0.0012565+0.0012531i,0.00064402+0.00057418i,0.00039004+0.00064348i,-1.3942e-05+0.0008359i,-5.6716e-05+0.00047475i,0.00016831+3.0457e-05i,0.00026431-0.00030715i
0.00048494-0.0055159i,0.0058148-0.0081632i,0.012578-0.011079i,0.013837-0.012286i,0.0081003-0.0081802i,0.0019713-0.001882i,-0.00024515+0.00069545i,-8.5153e-05+0.0013513i,-0.00042875+0.0015472i,-0.0004965+0.00091256i,0.0012444+0.00061133i,0.0023865+0.00066062i,0.00078484+0.00031476i,-0.00013252+0.00019157i,0.00068632+0.00040886i,0.0012588+0.0003337i,0.00052012+0.00054005i,0.00020533+0.00061968i,0.00037048+0.00049321i,-0.00064951-0.0002511i,-0.0014139-0.00084611i,-0.00057817+0.00053554i,0.00046159+0.0011231i
-0.0044118+0.001266i,-0.0042547-0.0042078i,-0.0040445-0.013675i,-0.0041031-0.017129i,-0.00178-0.011232i,0.00077027-0.0033899i,0.0011485+0.00073942i,0.00084155+0.001662i,0.00092545+0.00086266i,0.00053443+0.00022935i,0.00021999+4.8169e-05i,0.00025618-0.00018399i,0.000127-0.00044096i,0.00024257-0.00080496i,0.00052403-0.00082202i,0.00066829-0.00030369i,0.0004369-0.00071049i,5.9867e-05-0.0010041i,-0.00038832-8.2135e-05i,-0.0010599+0.00084591i,-0.00017688+0.0016492i,0.0013166+0.0016184i,0.0013912+0.00040139i
-0.0019519+0.0034033i,-0.0074515+0.0005228i,-0.014261-0.0042478i,-0.01677-0.0062197i,-0.010832-0.0060469i,-0.0027107-0.0049952i,0.00092346-0.0022444i,0.001686-0.0012857i,0.00066382-0.0014537i,-0.00045841-0.0016581i,-8.2965e-05-0.0018199i,0.00035083-0.0012235i,0.00033304-0.00093502i,-0.00021067-0.00048506i,-0.00082653-1.6542e-05i,-0.0010094+0.00021173i,-0.0006831+0.00056208i,-0.00033781+0.00045113i,-0.00037293+0.0003703i,-0.00011147+0.00082643i,0.00049603+0.00065203i,0.00065616-0.00023337i,0.00062771-0.00060141i
-0.0015812+0.0056996i,-0.006049+0.0083717i,-0.013339+0.013369i,-0.013713+0.015302i,-0.0080868+0.0095565i,-0.0022501+0.0022067i,0.0013804-0.001164i,0.0014167-0.0014937i,-0.00011894-0.0011349i,-0.00076268-0.00072865i,-0.00052823-0.00058739i,-0.00049401+0.00011255i,-1.4806e-05+0.00069587i,0.00019781+0.00058492i,-9.8688e-05+0.00050858i,0.00019861+0.0009402i,0.00047191+0.00073652i,5.9817e-05+0.00015243i,-0.00029186+0.00063661i,0.00021486+0.00093521i,0.0014306+0.00040354i,0.0010389-0.0002472i,-0.00010353-0.00064764i
0.0046904+0.00091443i,0.005445+0.0067157i,0.0076398+0.014903i,0.0086188+0.017276i,0.0052456+0.01127i,0.0015311+0.0047242i,-0.00019407-0.00026299i,-0.0012219-0.0029106i,-0.0019161-0.0019751i,-0.0014358+0.0003585i,-0.00083582+0.0012997i,-0.00055162+0.00067175i,-0.000326-0.00010651i,-0.00075487+0.00036334i,-0.0010099+0.0009687i,0.00010679+0.00071969i,4.1567e-05+0.00034209i,-0.00066159+0.00012123i,-0.00058488+0.00052316i,-0.00040118+0.00096757i,-2.3138e-05+0.0014809i,-0.00014387+0.00099091i,-0.00025493+0.00015548i
0.0059261-0.0046543i,0.010378-0.0025816i,0.01635-0.0010143i,0.019731-0.0005128i,0.013439+0.00032424i,0.004388+0.00046064i,-2.5138e-05-0.00061242i,-0.0018724-0.00097422i,-0.0022095-0.00019465i,-0.0018421+0.00053603i,-0.0013572+0.00038689i,-8.7508e-05-0.00016513i,0.00053285+0.00032717i,0.0005189+0.00058884i,0.0013315+0.00010347i,0.0013716-0.00032158i,0.00093335-0.00022949i,0.00021142+0.0001687i,-0.0001553+0.00029526i,-7.7102e-05-0.00012997i,-0.00026647-0.0005783i,-0.00017767+0.00025857i,0.0002261+0.00038434i
0.00071312-0.0068022i,0.0041048-0.012082i,0.0099509-0.018105i,0.010514-0.020202i,0.0069252-0.015273i,0.0034106-0.007228i,0.00032047-0.0021258i,-0.00093654-0.00067126i,-0.0015111-0.00025596i,-0.0011642+0.00048388i,0.00032058+0.00037767i,0.00081337-0.00028295i,0.00072568-0.00044212i,0.00069649-0.00033396i,0.00054887-0.00049195i,0.00021116+1.0826e-05i,-0.00014457+6.1829e-05i,-6.0735e-05-0.00061533i,-0.00041036-0.00086429i,-0.00045607-0.00091682i,0.00018837-0.00068551i,-0.00025171+0.00049407i,7.8874e-05+0.0011222i
-0.0057599-0.0064753i,-0.007415-0.011742i,-0.0092784-0.018696i,-0.01072-0.019328i,-0.0095024-0.012268i,-0.0052852-0.0045063i,-0.0020012-0.00057117i,-0.00054337+0.00096953i,-0.00045197+0.0010645i,-0.00036959+0.00064069i,0.00022713+0.00030147i,-0.0004989-0.00069607i,-0.00033807-0.0012134i,-0.00043393-0.00037124i,-0.0011838+0.00045424i,-0.0013736-0.00048515i,-0.0011036-0.0016496i,-0.00077019-0.001326i,-0.00060926-3.9844e-05i,-0.00033008+0.00033228i,-0.00040391+0.00035538i,0.00020373+0.00060847i,0.001023+0.00029231i
-0.006709+0.0048058i,-0.012498+0.0029605i,-0.019252+0.0020855i,-0.021608+0.002349i,-0.01495+0.00071299i,-0.0059955-0.0001601i,-0.00097847+0.00082692i,0.00046133+0.0010292i,-0.00016737+0.00021137i,5.5977e-06-7.1551e-05i,0.00094425-0.00026589i,-1.9671e-05-0.00071672i,-0.00062173-0.00042063i,-3.9546e-05-0.00011438i,-0.00015251-5.8609e-05i,-0.00094098+0.00038945i,-0.0011254+0.00034302i,-0.00085991-0.0001618i,-0.00068732+0.00015799i,-0.00051618+0.0011062i,-0.00023727+0.0010755i,0.00049657+0.00056592i,0.00044401-0.00038146i
0.0014687+0.0052639i,-0.0015485+0.010761i,-0.006036+0.017892i,-0.0072129+0.020421i,-0.0057468+0.014601i,-0.0037804+0.0071461i,-0.0013549+0.0022002i,0.00082501-0.0012568i,0.00056081-0.0019657i,-0.00088231-0.00096583i,-0.0011214-0.00060083i,-0.00061732-0.00095257i,-0.00046012-0.00093215i,0.00010144-0.0006442i,0.00068825-1.273e-05i,0.0010965+0.0011081i,0.0010557+0.002167i,0.00049514+0.0017946i,0.00050705+0.0013171i,0.00044172+0.0013215i,0.00017586+0.00083908i,0.00045337-0.0003112i,0.0011474-0.0012408i
0.0065023+0.0041345i,0.0091349+0.0075206i,0.013681+0.012691i,0.01562+0.014954i,0.011393+0.010626i,0.0054774+0.0054614i,0.0019174+0.0018538i,0.00060087-0.0011741i,-0.00068159-0.002258i,-0.0015178-0.00084732i,-0.0012939+0.00050144i,-0.00089154+0.00017918i,-0.0010175-0.00042433i,-0.00080662-0.00031849i,4.3327e-05-0.00038508i,0.0004826-0.00063794i,0.00055555-0.00025441i,0.0009801+0.00061936i,0.00092463+0.0004474i,0.00072141-3.8729e-05i,0.00024367-0.0006685i,0.00049988-0.0012203i,0.00048831-0.00097654i
0.0087214-0.0038424i,0.013297-0.0037917i,0.020044-0.008649i,0.023134-0.010714i,0.017577-0.0070011i,0.0087386-0.0030505i,0.0015566-0.0018084i,-0.0025192-0.00083532i,-0.0032917-0.00015421i,-0.0024113+0.00025649i,-0.001253+6.2621e-05i,-0.00032166-0.00052747i,-0.0003918+1.6739e-05i,0.00023223+0.00054512i,0.00047428-0.00026635i,0.00050538-0.0010399i,0.0011724-0.00073469i,0.00095103-0.00026897i,0.00028896-0.00015295i,-7.945e-05+0.00015276i,-1.7495e-05+0.00059157i,-1.2489e-05+0.00024413i,8.708e-05+5.9845e-05i
0.00089321-0.0085032i,0.0017673-0.014079i,0.0046152-0.022334i,0.0056296-0.025782i,0.0042373-0.019394i,0.0025843-0.0092955i,0.00034523-0.0029462i,-0.0014849-0.00022625i,-0.0018462+0.00049984i,-0.0018149-0.00038292i,-0.00057193-0.0014459i,0.00056688-0.00059707i,0.00074073+0.00080486i,0.0010196+0.00092623i,0.001128+0.00047498i,0.00053776-0.00026155i,0.00010398-0.0011i,-0.00029547-0.0016246i,-0.00068623-0.0015277i,-0.0010147-0.0007319i,-0.0013079-0.00028275i,-0.0011868-0.00072023i,-0.00068976-0.00059478i
-0.0052286-0.00758i,-0.009581-0.01101i,-0.0162-0.015712i,-0.019913-0.017733i,-0.01562-0.013674i,-0.0075082-0.007243i,-0.0027835-0.0017793i,-0.0014183+0.0012188i,-0.00024095+0.0016646i,0.00059523+0.00083774i,0.001297-8.5774e-05i,0.0015784-0.00083203i,0.0014493-0.0006901i,0.0009369+9.9928e-05i,9.922e-05+0.00027905i,-0.000778+0.00036823i,-0.00057272+0.00036398i,-0.00045155+4.6435e-05i,-0.0017175+1.3081e-05i,-0.0018283+4.0015e-05i,-0.0014014+5.0922e-05i,-0.001078-0.0003174i,-0.00055839-0.00086862i
-0.0061215+0.0035505i,-0.011817+0.004825i,-0.01822+0.0076721i,-0.021366+0.01027i,-0.016821+0.0070005i,-0.0083643+0.0023038i,-0.0024303+0.0010228i,0.0006253+0.0011852i,0.0014976+0.00063964i,0.00078846-0.00044997i,0.00022834-0.00072236i,0.00095577-0.00076221i,0.0014582-0.00084978i,0.0010598-0.00064829i,0.0011921-8.1342e-05i,0.00098638-0.00010058i,-0.0006799+0.00043122i,-0.001566+0.00072875i,-0.0017553+0.00057178i,-0.0016434+0.0013084i,-0.00065417+0.0016744i,0.00038654+0.001085i,0.00030636+0.0010344i
-0.00031192+0.0095962i,-0.0016574+0.015967i,-0.0011847+0.023857i,2.7035e-05+0.026848i,-0.00032421+0.01997i,-0.0013973+0.0083437i,-0.00075317+0.0017038i,0.0011855-0.00063126i,0.00065299-0.0011551i,-0.00044555-0.00027725i,0.00019528-0.00048791i,0.00053196-0.00064733i,-0.00051173-0.00050734i,-0.00082594-0.0013569i,-0.0002601-0.00098186i,-0.00053972+0.00015995i,-0.00098793+1.9701e-05i,-0.00064302+6.7293e-05i,0.0003284+0.00039847i,0.0012963+0.00041784i,0.001844+0.00021347i,0.0010866+6.4061e-05i,0.00023557+0.00010071i
0.0056775+0.0059923i,0.011407+0.0087706i,0.018314+0.0099933i,0.022602+0.011043i,0.017836+0.0092665i,0.0092599+0.005119i,0.0036168+0.0020547i,0.00066461-0.00075839i,-0.0016226-0.0017658i,-0.0022429-0.0005398i,-0.00083309+0.00057816i,-0.00053359+0.00032435i,-0.0017925+0.00022792i,-0.0019348+0.00066182i,-0.0010317-0.00029533i,-0.00015979-0.0010398i,0.0011725-0.00072395i,0.0015117-0.00040234i,0.00096304-0.0003861i,0.00055378-0.00033846i,0.00068327-0.0001563i,0.00054776+0.00018412i,-1.3784e-05+0.00020259i
