0.00074219+0.00050191i,0.0010837-0.00052111i,0.0011732-0.0014757i,0.0007882-0.0015569i,4.0293e-06-0.0016504i,0.00036205-0.0013725i,0.0013817+0.00047804i,0.0011759+0.0016084i,0.00090174+0.0010085i,0.00095562+0.00027593i,0.00086689-0.00023112i,0.0004193-0.00059574i,-0.00031603-0.00035294i,-0.00083791-0.00021576i,-0.001279-0.00046611i,-0.0012741-3.9827e-05i,-0.0012934+0.00024724i,-0.0011245+0.00054256i,-0.00043004+8.033e-05i,0.00020833-0.00038827i,0.00041652-7.8973e-05i,0.00029837-0.00011824i,-0.00017663-0.00034684i
-0.12413-0.17833i,-0.00051412+0.071317i,0.096315+0.15293i,0.072265+0.055242i,0.041095+0.0089624i,0.059396+0.019657i,0.063973-0.0034571i,0.051191-0.046394i,0.034931-0.076305i,0.0044332-0.068402i,-0.0025483-0.029832i,0.015709-0.012137i,0.018213-0.018845i,0.0042388-0.01873i,-0.0086855-0.0052836i,-0.011703+0.0097585i,-0.0070363+0.011663i,-0.0042319-0.0003334i,-0.0077602-0.011778i,-0.010658-0.01252i,-0.003838-0.010362i,0.003731-0.016853i,0.0013955-0.025763i
0.10617-0.50919i,-0.044352-0.59236i,-0.14812-0.45816i,-0.22108-0.21758i,-0.20827-0.022983i,-0.10061+0.069793i,-0.019154+0.087204i,-0.01843+0.092037i,-0.031894+0.10097i,-0.017639+0.079525i,-0.013988+0.032128i,-0.032814+0.0084747i,-0.034345+0.022307i,-0.0099216+0.035764i,0.017587+0.025487i,0.029744+0.0064354i,0.028464-0.00058872i,0.0243+0.0066827i,0.023991+0.013211i,0.024823+0.013317i,0.019615+0.013442i,0.010638+0.015506i,0.0066331+0.015726i
0.15427+0.64238i,0.043319+0.60024i,-0.030558+0.50232i,0.092416+0.37945i,0.18438+0.1975i,0.11495+0.060438i,0.043483+0.02423i,0.039182+0.0074776i,0.04663-0.0044175i,0.042447-0.0028851i,0.033255+0.0034919i,0.031198+0.0085271i,0.032566+0.0060114i,0.02648-0.0027507i,0.0067773-0.010768i,-0.013127-0.010019i,-0.013611-0.0080986i,-0.0028686-0.0091343i,0.00013474-0.0087966i,-0.0071232-0.0067026i,-0.012108-0.0044038i,-0.0050784-0.0044925i,0.010752-0.0065784i
-0.025181-0.084203i,0.24511-9.5132e-05i,0.38273+0.075024i,0.32799+0.078208i,0.18544+0.014968i,0.046891-0.026021i,-0.02755-0.012216i,-0.032618-0.0019001i,-0.015072-0.010404i,-0.0030995-0.022087i,0.010912-0.031585i,0.02908-0.03318i,0.036777-0.037731i,0.024839-0.040859i,0.011865-0.024042i,0.0093688-0.0050202i,0.00075273+0.0031713i,-0.013747+0.0048203i,-0.022004+0.0034971i,-0.020199+0.00040289i,-0.011275-0.007368i,-0.0061851-0.012864i,-0.0097757-0.01091i
-0.42208-0.30881i,-0.49521-0.27427i,-0.32754-0.27287i,-0.16881-0.21099i,-0.076499-0.051187i,0.00026569+0.055861i,0.016265+0.058577i,0.010936+0.051392i,0.013312+0.032791i,-0.014117+0.0015635i,-0.045884+0.0012105i,-0.047444+0.0099386i,-0.036063+0.012304i,-0.024209+0.016931i,-0.012098+0.014582i,-0.0026622+0.0092339i,0.0073714+0.0075i,0.018283+0.0068393i,0.024133+0.0048069i,0.026552+0.0020511i,0.031601+0.004131i,0.035943+0.0064406i,0.030799+0.0063455i
0.48298+0.12084i,0.27212+0.059356i,-0.034779+0.045485i,-0.14165+0.023382i,-0.08647-0.018322i,-0.04255-0.0185i,-0.027022+0.011017i,-0.029142-0.00083404i,-0.041875-0.0303i,-0.033795-0.030647i,-0.016581-0.017647i,-0.016301-0.0050018i,-0.023088+0.014479i,-0.021367+0.026562i,-0.018351+0.020548i,-0.018828+0.0050721i,-0.019888-0.0087116i,-0.022135-0.012516i,-0.020267-0.0055314i,-0.016949+0.0047718i,-0.021201+0.014149i,-0.022433+0.01992i,-0.012236+0.016396i
-0.056616+0.024742i,-0.048243+0.047415i,-0.053056+0.19634i,-0.016696+0.30637i,0.035299+0.2697i,0.032105+0.16665i,-0.00095255+0.092988i,0.0036591+0.053067i,0.0060265+0.026773i,-0.019999+0.025979i,-0.018339+0.04157i,0.01136+0.030924i,0.021859+0.0024957i,0.012421-0.015656i,-0.0013311-0.024246i,-0.015369-0.025271i,-0.025898-0.015586i,-0.027182-0.0010455i,-0.021813+0.0062766i,-0.019581+0.0028898i,-0.017698-0.00089094i,-0.014889+0.0017775i,-0.013604+0.0061076i
-0.34488+0.24246i,-0.17433+0.23368i,-0.054178+0.059049i,-0.067763+0.0050592i,-0.020716+0.065767i,0.081729+0.077818i,0.098938+0.039849i,0.067837+0.015402i,0.036784+0.015103i,0.03006+0.012781i,0.026772-0.015033i,-0.004056-0.034508i,-0.026058-0.019966i,-0.017119-0.0025849i,0.0030837+0.00046548i,0.016689-0.00016016i,0.019422-0.0002301i,0.017007-0.001215i,0.015751-0.0062491i,0.021194-0.013673i,0.031091-0.022825i,0.027775-0.032984i,0.0072956-0.032212i
-0.004979-0.31096i,-0.16041-0.16466i,-0.086151+0.014275i,0.12692+0.028206i,0.16463-0.062141i,0.044125-0.08786i,-0.014881-0.065218i,0.0080115-0.054423i,0.042682-0.073505i,0.023321-0.10217i,-0.033288-0.069211i,-0.037602+0.00068993i,-0.0075856+0.022492i,-0.0025898+0.0074543i,-0.012422-0.0050478i,-0.015307-0.010765i,-0.0077851-0.012935i,0.0016367-0.011785i,0.0013449-0.0023896i,-0.004364+0.015056i,-0.0055387+0.032984i,0.0040177+0.038375i,0.020373+0.02435i
0.39498-0.054708i,0.41337-0.036139i,0.41931-0.04266i,0.33623-0.17965i,0.17728-0.21254i,0.067946-0.1128i,0.022134-0.059314i,-0.0021012-0.054481i,-0.00091466-0.039019i,0.033444-0.0078979i,0.073727-0.008593i,0.080327-0.043613i,0.049399-0.06038i,0.0119-0.045743i,-0.018776-0.016558i,-0.035313+0.0056389i,-0.035139+0.010116i,-0.026615+0.0081238i,-0.017105+0.008581i,-0.013838+0.0061938i,-0.016408-0.00072081i,-0.014947-0.010387i,-0.011586-0.01792i
-0.15455+0.44888i,-0.17147+0.096477i,-0.36668-0.15713i,-0.46311-0.016629i,-0.29244+0.13175i,-0.12401+0.025922i,-0.14861-0.048898i,-0.1419+0.059625i,-0.033062+0.1205i,-0.0035111+0.061208i,-0.033421+0.033269i,-0.018724+0.039431i,0.0077499+0.029176i,0.023397+0.024704i,0.03476+0.020633i,0.029085+0.017126i,0.017445+0.02262i,0.0051321+0.01891i,-0.007268+0.0091389i,-0.0021737-0.0025392i,0.012877-0.021836i,0.017602-0.029784i,0.018513-0.018064i
-0.44197+0.031569i,-0.42733+0.34087i,-0.29368+0.46452i,-0.042303+0.35539i,0.15756+0.18018i,0.1908+0.1406i,0.17413+0.15665i,0.13664+0.070311i,0.040903-0.045013i,-0.029633-0.078815i,-0.030691-0.078386i,-0.023815-0.085562i,-0.026053-0.076485i,-0.012505-0.056992i,0.010675-0.037143i,0.035152-0.027373i,0.042974-0.036611i,0.029326-0.035423i,0.021169-0.020277i,0.018834-0.0095283i,0.013698+0.0024699i,0.016471+0.00728i,0.022011-0.0072949i
0.064256-0.7746i,-0.0017324-0.42547i,0.2003-0.0025008i,0.23588+0.092442i,-0.048122+0.030336i,-0.36018+0.072101i,-0.39514+0.19511i,-0.16462+0.21714i,0.001108+0.081374i,-0.012568-0.011033i,-0.011147-0.0036778i,0.024934-0.017373i,0.024487-0.034684i,0.030336-0.035939i,0.037771-0.065959i,0.017152-0.099161i,-0.011086-0.092609i,-0.032589-0.048904i,-0.036422-0.00057077i,-0.028033+0.03013i,-0.018137+0.044148i,0.0027533+0.035043i,0.02224+0.0065757i
-2.0368+8.6431i,-0.12372+6.7228i,3.3444+5.4093i,5.2386+2.0005i,4.6386-0.93482i,2.6232-1.8477i,0.75774-0.88544i,0.090469+0.40362i,0.59285+0.96489i,1.4743+0.4912i,1.6478-0.64637i,1.0902-1.4929i,0.56304-1.5408i,0.48313-1.0489i,0.70634-0.6995i,0.55884-0.54735i,0.10459-0.27499i,-0.11332-0.10031i,-0.15916-0.16929i,-0.13539-0.19901i,0.010258-0.21258i,0.11086-0.37102i,0.00095761-0.48213i
-0.28746+0.72963i,0.16603+0.55238i,0.19652+0.044699i,-0.11399-0.21819i,-0.32646+0.015772i,-0.24955+0.4197i,-0.031301+0.54589i,0.076661+0.33852i,-0.0059594+0.085796i,-0.11821-0.022276i,-0.15201-0.021095i,-0.13328+0.018136i,-0.089016+0.054306i,-0.045614+0.065957i,-0.021676+0.075272i,-0.0018511+0.082793i,0.019019+0.055266i,0.022406+0.0055099i,0.016367-0.021268i,0.021263-0.0084766i,0.021894+0.019185i,0.0038817+0.038552i,-0.02137+0.044436i
-0.39845-0.64738i,-0.17211-0.18248i,0.042618-0.0302i,-0.062631+0.022474i,-0.021766+0.24044i,0.29993+0.31349i,0.4658+0.14885i,0.33932-0.0081997i,0.13185-0.057203i,0.0089099-0.013993i,-0.0038153+0.040876i,0.024793+0.048145i,0.028534+0.019278i,-0.0012778-0.025917i,-0.04015-0.063182i,-0.073044-0.080579i,-0.094346-0.064186i,-0.080476-0.013418i,-0.034086+0.024219i,-0.00012249+0.028697i,0.006271+0.028786i,0.0078334+0.034054i,0.011405+0.032123i
1.2115-0.2603i,0.7385-0.5609i,0.10911-0.44054i,-0.26315-0.099941i,-0.24676+0.019977i,-0.086847-0.20792i,-0.061756-0.44898i,-0.14276-0.40051i,-0.13966-0.1657i,-0.047978-0.028057i,-0.011659-0.0067657i,-0.017901+0.025834i,-0.0043549+0.053125i,0.00087013+0.067741i,0.023879+0.099073i,0.071377+0.10914i,0.088528+0.075313i,0.066682+0.020404i,0.029519-0.017448i,0.00059166-0.027292i,-0.014914-0.027346i,-0.023361-0.018759i,-0.028842-0.00072268i
-0.10723+0.81259i,-0.10677+0.43631i,-0.18661+0.31713i,-0.091377+0.41154i,-0.041707+0.56128i,-0.015192+0.78719i,0.12903+0.77026i,0.15186+0.4104i,0.029431+0.1128i,-0.042351+0.0059024i,-0.085659-0.019606i,-0.1239+0.01215i,-0.11994+0.036882i,-0.10573+0.011903i,-0.10705-0.027046i,-0.10744-0.044916i,-0.083192-0.040058i,-0.045578-0.031633i,-0.027069-0.029074i,-0.022311-0.018936i,-0.0093659-0.0040555i,-0.00096786-0.00050231i,-0.010392-0.0020158i
-1.0653-0.36564i,-0.39704-0.0183i,0.22086-0.080524i,0.20001-0.21635i,-0.065162-0.053668i,-0.017876+0.13997i,0.19212+0.046799i,0.16381-0.11105i,0.020948-0.08469i,0.011691-0.02607i,0.017865-0.05217i,-0.021636-0.057536i,-0.025697-0.038214i,-0.010031-0.040326i,0.0079781-0.037803i,0.02871-0.034923i,0.022949-0.032402i,0.0067236-0.017603i,0.0064739-0.0055032i,0.0094019+0.0061404i,0.0055433+0.02586i,-0.001657+0.046395i,-0.00456+0.053669i
0.57027-0.61731i,0.087964-0.48698i,-0.23593-0.39834i,-0.48285-0.21357i,-0.63379+0.15649i,-0.60818+0.37918i,-0.48622+0.35759i,-0.28282+0.28533i,-0.055404+0.2067i,0.059877+0.12742i,0.076+0.078964i,0.071151+0.045585i,0.065515+0.015343i,0.058878-0.0073462i,0.046718-0.019862i,0.032809-0.017612i,0.022637-0.010588i,0.014669-0.0078347i,0.0069554-0.0054203i,-0.00027476-0.0048325i,-0.0085273-0.003646i,-0.01587+0.0061544i,-0.014585+0.026172i
0.96245+0.72929i,0.72771+0.24977i,0.1302-0.0047105i,-0.29807-0.095483i,-0.44466-0.10962i,-0.38798-0.02632i,-0.19411+0.045634i,-0.062358+0.044682i,-0.032264+0.03969i,0.00083705+0.026051i,0.011402-0.0064984i,-0.014673-0.0022906i,-0.026321+0.024005i,-0.029016+0.028743i,-0.032057+0.028551i,-0.02794+0.024194i,-0.022724+0.0046216i,-0.018886-0.013924i,-0.018113-0.023627i,-0.022966-0.026211i,-0.023577-0.022527i,-0.018311-0.019174i,-0.0209-0.018345i
-1.1329+0.010723i,-0.62905+0.086134i,-0.14428+0.18558i,0.04288+0.2376i,-0.03218+0.12649i,-0.17723+0.014106i,-0.14888-0.008203i,-0.031691-0.060347i,-0.018992-0.099672i,-0.040047-0.060116i,-0.030209-0.030554i,-0.027078-0.030059i,-0.030287-0.027455i,-0.039216-0.023755i,-0.05051-0.012827i,-0.042077+0.005186i,-0.017883+0.018904i,0.0015258+0.027805i,0.0097971+0.030533i,0.0086565+0.030216i,0.0058297+0.034705i,0.010291+0.033805i,0.015012+0.018877i
0.14-0.60583i,0.056002-0.30666i,0.078653-0.09528i,0.041661+0.019594i,-0.090251+0.070129i,-0.20054+0.11799i,-0.20095+0.21468i,-0.11355+0.23404i,-0.041823+0.15429i,-0.0059284+0.09676i,0.022925+0.061869i,0.027425+0.029035i,0.025299+0.0075447i,0.034227-0.019903i,0.035421-0.04397i,0.027748-0.050067i,0.014517-0.046493i,-0.0023692-0.038197i,-0.012795-0.026974i,-0.018455-0.017573i,-0.028344-0.012865i,-0.036077-0.0080208i,-0.030529-0.0016314i
0.59598+0.29995i,0.24982+0.10616i,0.046927-0.044697i,0.059908-0.26071i,-0.018217-0.39511i,-0.11811-0.32847i,-0.095647-0.21581i,-0.052599-0.13655i,-0.04622-0.083922i,-0.064255-0.06816i,-0.086675-0.053073i,-0.081685-0.018859i,-0.04305+0.020963i,0.018384+0.037325i,0.063648+0.020415i,0.064251+0.0024981i,0.041853-0.0044466i,0.022947-0.0080108i,0.014735-0.0056642i,0.014681-0.0027207i,0.017392-0.003488i,0.01145-0.0051487i,-0.0064606-0.0077908i
-0.35064+0.48677i,0.18677+0.40511i,0.41885-0.0032858i,0.18254-0.36849i,-0.094453-0.426i,-0.19624-0.34918i,-0.1961-0.27599i,-0.15042-0.19386i,-0.081053-0.10796i,0.0050465-0.05038i,0.066377-0.054298i,0.053738-0.077298i,0.0045581-0.063296i,-0.031098-0.029218i,-0.044599+0.0029392i,-0.033935+0.01844i,-0.012107+0.0072916i,-0.0020724-0.014403i,-0.0093622-0.02664i,-0.020505-0.021859i,-0.022346-0.0063346i,-0.011547+0.0088161i,0.0025215+0.013234i
0.024821-0.65063i,-0.19105-0.65156i,-0.39171-0.40309i,-0.38428-0.044688i,-0.18126+0.045946i,-0.076033-0.10937i,-0.11277-0.15014i,-0.065374-0.062956i,0.039987-0.031219i,0.067082-0.040873i,0.041527-0.030635i,0.021927-0.012331i,0.016932-0.0076441i,0.01184-0.014688i,0.0029092-0.024824i,-0.00095974-0.027926i,0.007358-0.019435i,0.019091-0.010173i,0.019201-0.0079184i,0.010785-0.0093017i,-0.003192-0.01032i,-0.018024-0.0085829i,-0.019521+0.0014865i
0.3584+0.2304i,0.073987+0.2347i,-0.1696+0.3706i,-0.14372+0.34422i,-0.069478+0.096561i,-0.045771-0.088938i,-0.015523-0.12424i,-0.033974-0.087824i,-0.06606-0.021576i,-0.048525+0.017871i,-0.021943+0.02265i,-0.016015+0.026542i,-0.019455+0.030472i,-0.018375+0.027292i,-0.0066964+0.018577i,0.010909+0.0052301i,0.023224-0.0062404i,0.026508-0.011476i,0.022269-0.018718i,0.0094485-0.027735i,-0.0033486-0.026283i,-0.010892-0.016707i,-0.012078-0.012033i
-0.70009+0.10642i,-0.28957+0.24596i,0.19202+0.18502i,0.30403+0.043157i,0.13442+0.0035857i,0.031155+0.066021i,0.065862+0.09331i,0.074887+0.064659i,0.036347+0.057326i,0.033199+0.066442i,0.057136+0.047579i,0.059609+0.013069i,0.03893-0.0074422i,0.026379-0.014177i,0.030018-0.019295i,0.024895-0.01653i,0.010969+0.0029685i,0.0094621+0.021819i,0.01879+0.021479i,0.021834+0.013253i,0.01641+0.013142i,0.014962+0.017832i,0.014559+0.013956i
0.48712-0.13521i,0.48119-0.12032i,0.37562-0.29107i,0.18182-0.35322i,0.10986-0.21085i,0.15627-0.13321i,0.11504-0.13583i,0.034922-0.10718i,0.015654-0.064785i,0.022614-0.022627i,0.022895+0.0094503i,0.016138+0.016541i,0.014146+0.0027212i,0.016128-0.015772i,0.018503-0.017016i,0.020054-0.0038371i,0.015697+0.0047568i,0.0067699+0.0014873i,-0.005649-0.003629i,-0.015468-0.0062071i,-0.018777-0.017425i,-0.019406-0.027074i,-0.017217-0.017566i
0.42894-0.012777i,0.046308-0.36818i,-0.35012-0.33194i,-0.34386-0.17741i,-0.15996-0.14441i,-0.05835-0.1183i,0.0014843-0.054148i,0.035327-0.0067616i,0.034345+0.0075217i,0.006789-0.0089782i,-0.03288-0.01511i,-0.04393+0.0024014i,-0.021058+0.018265i,0.005992+0.028456i,0.017286+0.033454i,0.016548+0.029476i,0.015857+0.017834i,0.015877+0.010285i,0.018111+0.0095241i,0.020747+0.0055147i,0.018468+0.0037017i,0.010832+0.0040168i,0.00058526+0.0039043i
-0.81804+0.15108i,-0.44805+0.34591i,-0.11971+0.34171i,-0.071782+0.21248i,-0.13457+0.14843i,-0.15333+0.184i,-0.11829+0.19554i,-0.082993+0.12576i,-0.075285+0.057125i,-0.051485+0.052992i,0.0023155+0.048347i,0.025685+0.012038i,0.0077844-0.0083246i,-0.014485-0.0041582i,-0.029875+0.0060425i,-0.030472+0.0088587i,-0.021773+0.00035527i,-0.019308-0.0061604i,-0.0175-0.0062943i,-0.012699-0.0031208i,-0.011831+0.0027382i,-0.010869+0.008551i,-0.0033632+0.0076114i
0.093217-0.33256i,-0.0057082-0.16356i,-0.0050976-0.042351i,-0.038994+0.10542i,-0.073457+0.19761i,-0.066461+0.13755i,-0.060109+0.059839i,-0.011846+0.048599i,0.054918+0.037013i,0.0655+0.00077461i,0.028459-0.018179i,-0.0042706-0.0063626i,-0.009155+0.011807i,0.0016318+0.020767i,0.014248+0.017169i,0.015123+0.01058i,0.0085772+0.014312i,0.0097958+0.018553i,0.012945+0.01067i,0.010585+0.00035411i,0.0060923-0.0029534i,0.0050088-0.002491i,0.0054975-0.0029052i
0.8034+0.48865i,0.63418+0.28094i,0.32822+0.12956i,0.22533+0.0018809i,0.21385-0.14009i,0.15402-0.22343i,0.09172-0.21857i,0.031417-0.16714i,-0.025695-0.093547i,-0.050774-0.034639i,-0.050639-0.0068528i,-0.042365+0.0033357i,-0.035001+0.0092392i,-0.029284+0.013777i,-0.018806+0.011344i,-0.0012734+0.00027716i,0.012544-0.0095094i,0.013419-0.011603i,0.010543-0.010195i,0.0091981-0.012715i,0.004873-0.018639i,-0.0049809-0.01878i,-0.01368-0.013076i
-0.70317-0.28859i,-0.40716-0.30451i,-0.034206-0.24659i,0.12571-0.24783i,0.056909-0.24497i,-0.047849-0.15254i,-0.052971-0.065224i,-0.033365-0.032549i,-0.033442-0.01545i,-0.012986-0.0010065i,0.01479-0.0043944i,0.022281-0.011912i,0.018941-0.013598i,0.012206-0.01784i,0.0040822-0.017572i,0.0026805-0.0070613i,0.0060428+0.0022905i,0.0098701+0.005259i,0.016996+0.0095818i,0.026095+0.015361i,0.026894+0.017782i,0.017474+0.014301i,0.0066451+0.0097319i
-0.02111-0.18817i,-0.10407-0.092639i,-0.12798-0.10802i,-0.16073-0.097324i,-0.12178-0.011816i,-0.011728+0.010638i,0.016763-0.021128i,0.0040339-0.031617i,0.01955-0.020826i,0.035398+0.0020221i,0.041854+0.012993i,0.036884-0.0025888i,0.023485-0.02808i,0.013438-0.045067i,0.009604-0.043729i,0.0055205-0.02819i,-0.0002239-0.010216i,-0.0013086-0.0019407i,-0.0061776-0.0078658i,-0.018087-0.013038i,-0.023741-0.012001i,-0.019306-0.0049022i,-0.0071108+0.0088011i
0.45+0.47334i,0.25504+0.2946i,-0.10191+0.13052i,-0.25301+0.069443i,-0.21438+0.029208i,-0.14997+0.01677i,-0.08477+0.049126i,-0.034484+0.084601i,0.0070266+0.08259i,0.025373+0.016512i,-0.0052873-0.035427i,-0.031714-0.01903i,-0.024932+0.016008i,-0.0032228+0.036311i,0.016848+0.041702i,0.019638+0.040253i,0.013189+0.037283i,0.0097394+0.033571i,0.0087199+0.028456i,0.010014+0.015011i,0.012386-0.00094659i,0.013755-0.0081413i,0.0098232-0.00938i
-0.28993-0.091964i,0.060164+0.11639i,0.36201+0.18969i,0.36062+0.08159i,0.19267-0.037393i,0.037722-0.059312i,-0.024699-0.043413i,-0.033085-0.053914i,-0.058255-0.054849i,-0.065554+0.001058i,-0.018644+0.042088i,0.016415+0.021551i,0.0047447+0.0019267i,-0.014138+0.010208i,-0.023298+0.017173i,-0.025526+0.01017i,-0.023354-0.0035703i,-0.024019-0.010978i,-0.024092-0.0023761i,-0.019359+0.014549i,-0.011791+0.023047i,-0.0092762+0.012003i,-0.016123-0.010309i
-0.026275-0.6726i,-0.27976-0.72358i,-0.29059-0.50525i,-0.22824-0.2327i,-0.20394-0.052794i,-0.11842-0.0022173i,-0.019858-0.0058133i,0.024436+0.0042012i,0.031797+0.0070795i,0.013599-0.0011208i,-0.011021+0.0022832i,-0.014264+0.020049i,0.0087456+0.017973i,0.018879-0.0071836i,0.0075308-0.013988i,0.0063093-0.0042073i,0.012464+0.00045743i,0.014382+0.0042731i,0.013593+0.0015007i,0.0069884-0.0077715i,-0.0029052-0.0091386i,-0.00891-0.0030654i,-0.011018+0.0025097i
0.28209+0.86141i,0.21297+0.64024i,-0.049998+0.32313i,-0.083092+0.17812i,0.081463+0.11175i,0.16122+0.041904i,0.14696-0.00464i,0.10754-0.035514i,0.065979-0.026759i,0.051316-0.0050776i,0.039815-0.011159i,0.013735-0.022237i,-0.0068632-0.016494i,-0.0083343-0.0036434i,0.00012429-0.006736i,0.0017594-0.019302i,-0.0015378-0.015173i,-0.0022793-0.005203i,0.00030383-0.0046399i,0.01002-0.011669i,0.019672-0.022593i,0.016722-0.023897i,0.011011-0.006995i
-0.36836-0.17949i,-0.088201+0.11066i,0.20236+0.26638i,0.25301+0.18409i,0.10095+0.044487i,-0.063129+0.001363i,-0.13755+0.0058295i,-0.14912+0.019284i,-0.113+0.037826i,-0.050635+0.038638i,-0.0025838+0.029063i,0.019514+0.020932i,0.0096895+0.011218i,-0.010423+0.0096536i,-0.010472+0.01596i,0.00055608+0.016996i,0.0050975+0.010142i,0.0019064+0.0026269i,-0.002847+0.0032567i,-0.0077281+0.012239i,-0.0067064+0.022775i,0.0084077+0.024176i,0.027108+0.011211i
0.35876-0.52654i,0.30793-0.58501i,0.27418-0.55462i,0.13732-0.45226i,0.031424-0.24967i,0.047902-0.11209i,0.036798-0.078704i,0.010963-0.045218i,0.024905-0.036086i,0.016899-0.045697i,-0.0092767-0.034118i,-0.02258-0.019378i,-0.01348-0.0039923i,0.013724-0.0020142i,0.021205-0.01398i,0.003656-0.011194i,-0.010412-0.0014933i,-0.013631-0.0017146i,-0.012244-0.0081111i,-0.013013-0.012367i,-0.021467-0.009218i,-0.028385+0.0012251i,-0.021977+0.0089842i
-0.17646+0.39313i,-0.41392+0.11248i,-0.59291-0.087784i,-0.50791-0.086878i,-0.31706-0.061364i,-0.1914-0.0086952i,-0.059584+0.098304i,0.053436+0.12875i,0.059942+0.082327i,0.022927+0.029917i,0.002114-0.011172i,-0.0079336-0.02425i,-0.010045-0.020548i,-0.013693-0.0075902i,-0.0078187+0.013994i,0.012006+0.016303i,0.021357+0.0028524i,0.019374-0.0018387i,0.019027-0.0020268i,0.021867-0.004188i,0.027595-0.0043147i,0.021315-0.0071533i,-0.0047502-0.00938i
-0.0401+0.19098i,0.097452+0.49286i,0.1661+0.6426i,0.20745+0.5265i,0.23957+0.25145i,0.20099+0.0066361i,0.13525-0.13004i,0.07349-0.18363i,0.0058823-0.14304i,-0.025352-0.031209i,-0.012375+0.048807i,0.004118+0.05845i,0.0097161+0.032967i,0.0058775+0.0028772i,-0.0089913-0.013481i,-0.019146-0.009215i,-0.011426+0.00078452i,-0.0013411+0.0015416i,-0.0017422+0.0021709i,-0.0057967+0.0076405i,-0.0069667+0.0090647i,-0.0024306+0.0058961i,0.005795+0.0028564i
0.18822-0.35311i,0.28206-0.36382i,0.387-0.27636i,0.26961-0.21929i,0.019775-0.13564i,-0.079845-0.055239i,-0.099578-0.059021i,-0.14256-0.038731i,-0.10485+0.022462i,-0.013885+0.020037i,0.019234-0.017163i,0.006483-0.021993i,-0.0066587-0.002522i,-0.001403+0.014701i,0.016908+0.014899i,0.019181+0.0024041i,0.0040904-0.0025795i,-0.0055392+0.0027772i,-0.0053645+0.0043564i,-0.0074329-0.0015247i,-0.016193-0.0094656i,-0.023213-0.0074338i,-0.018923+0.0057187i
-0.023956+0.16289i,-0.022479-0.14348i,-0.12774-0.44925i,-0.15637-0.42169i,-0.069178-0.23798i,-0.052054-0.11043i,-0.096694+0.01323i,-0.060328+0.097529i,0.01445+0.070262i,0.039991+0.0055506i,0.039422-0.021032i,0.043488-0.020196i,0.039203-0.019494i,0.020179-0.016786i,0.0038194-0.0027691i,0.0028309+0.014223i,0.008734+0.019251i,0.012003+0.014108i,0.017608+0.0085182i,0.027316+0.0038793i,0.030458+0.0014211i,0.02262-0.0025772i,0.0083737-0.013485i
-0.38084-0.013918i,-0.5636+0.285i,-0.4897+0.45615i,-0.32506+0.34438i,-0.2398+0.18289i,-0.16831+0.15635i,-0.025712+0.17238i,0.066984+0.11843i,0.024989+0.04554i,-0.049649+0.018694i,-0.074471+0.0129i,-0.068652+0.0026107i,-0.05486-0.0020011i,-0.037881-0.00089997i,-0.02644-0.0056619i,-0.020899-0.013777i,-0.011085-0.017135i,-0.00099225-0.015971i,-0.0030167-0.011094i,-0.014289+0.0011363i,-0.017103+0.018651i,-0.00423+0.027423i,0.009208+0.022843i
0.65386-0.037272i,0.75364-0.10288i,0.60858+0.0099057i,0.41164+0.0806i,0.28198+0.031169i,0.24367-0.048716i,0.23623-0.14018i,0.18107-0.1928i,0.10523-0.15053i,0.059127-0.060005i,0.04038-0.0035997i,0.028565+0.00044076i,0.017414-0.0064775i,0.016505-0.0058757i,0.020175-0.004342i,0.017884-0.0025286i,0.0088407-0.0014805i,-0.0037496-0.0022766i,-0.010321-0.0076507i,-0.010237-0.021345i,-0.014512-0.039123i,-0.025507-0.044167i,-0.029123-0.026136i
-0.39196+0.2231i,-0.19956+0.0714i,-0.036002-0.24781i,-0.072455-0.28279i,-0.1006-0.10301i,-0.063493-0.053962i,-0.11855-0.086534i,-0.18675-0.021615i,-0.1297+0.075861i,-0.016831+0.085492i,0.028613+0.045529i,0.016717+0.038952i,0.0096502+0.047737i,0.0059596+0.03631i,-0.0014124+0.022198i,-0.0042129+0.015519i,-0.00736+0.013094i,-0.01156+0.015864i,-0.0074894+0.021755i,0.0075174+0.026927i,0.024369+0.024835i,0.03245+0.01144i,0.026489-0.0061466i
-0.10535-0.39307i,-0.41284-0.29596i,-0.49658-0.031656i,-0.28134+0.086929i,-0.090988+0.022856i,-0.10113-0.022786i,-0.13479+0.021139i,-0.084576+0.033131i,-0.042222-0.028098i,-0.049396-0.060599i,-0.041069-0.041161i,-0.013411-0.030631i,-0.0051605-0.033322i,-0.0083801-0.025103i,-0.0047143-0.016218i,0.0023893-0.012168i,0.013242-0.0054546i,0.024354-0.0019684i,0.02197-0.0047877i,0.0049822-0.0039041i,-0.014477+0.010517i,-0.02022+0.030877i,-0.0086958+0.036906i
0.25109+0.36773i,0.39159+0.43133i,0.33717+0.38595i,0.20121+0.25709i,0.10046+0.13738i,0.066469+0.11966i,0.093942+0.15365i,0.11403+0.1381i,0.087785+0.080075i,0.047916+0.027343i,0.016583-0.0050806i,0.0024407-0.018006i,0.0024008-0.020063i,0.0038399-0.016064i,0.003477-0.0056098i,-0.00074754+0.00090952i,-0.0091088-0.0023008i,-0.012091-0.0093239i,-0.0051641-0.015981i,0.0030093-0.023712i,0.0076099-0.031939i,0.0038958-0.034807i,-0.0093824-0.025093i
