-0.001256-0.00016756i,-0.0009272-0.00086048i,-0.0015103-0.00091044i,-0.0020595-0.0010743i,-0.00201-0.00069264i,-0.0016341+0.00015769i,-0.0014045+8.5649e-05i,-0.00072555+0.00051723i,0.00018884+0.00063134i,0.0010706-0.00030596i,0.0013907-0.00050156i,0.00083125-0.000604i,0.00056313-0.00075511i,0.00030417-0.0010391i,0.00011832-0.00066935i,0.00018961+0.00028604i,0.00016724-0.00016849i,0.00097947-0.00032297i,0.0011578-0.00025219i,0.00051764-0.00073802i,0.00011149-0.0006552i,-0.00041093-0.00052111i,-0.00022777-0.0004488i
-0.15627-0.50272i,-0.3736-0.50534i,-0.39061-0.16946i,-0.11626+0.10992i,0.10552+0.064895i,0.10193-0.034523i,0.073759-0.009205i,0.071131+0.028697i,0.046368+0.021191i,0.0082633-0.02272i,-0.03908-0.052082i,-0.056308-0.032512i,-0.028693-0.0087146i,0.0043781-0.002029i,0.023161-0.010192i,0.018371-0.022292i,0.0029043-0.016733i,-0.0011633-0.0042009i,9.7901e-05-0.0071706i,-0.0048818-0.020168i,-0.011579-0.023607i,-0.011978-0.015227i,-0.0047869-0.0047171i
0.38021+0.65979i,0.61057+0.83285i,0.66555+0.57841i,0.49146+0.18761i,0.25869+0.030945i,0.12109-0.0030869i,0.054803-0.07048i,0.010643-0.12169i,-0.037959-0.11375i,-0.066881-0.05478i,-0.046944-0.0032512i,-0.020698+0.021114i,-0.0071784+0.03559i,0.0010772+0.024015i,-0.0032541+0.0043452i,-0.003085+0.0019551i,0.0055561+0.0069598i,0.015423+0.012395i,0.024254+0.012933i,0.023903+0.0089194i,0.016934+0.0049256i,0.010828+0.0011353i,0.0047682-0.0030718i
0.21633-0.36919i,0.1292-0.75407i,-0.12917-0.83151i,-0.34732-0.53524i,-0.32099-0.19563i,-0.13102+0.0016524i,0.004632+0.065784i,0.022011+0.071033i,0.024545+0.08204i,0.063153+0.062564i,0.07514+0.023282i,0.060987+0.0027629i,0.04684-0.0093464i,0.032944-0.0056043i,0.033215+0.0026134i,0.034253-0.0043076i,0.021304-0.016627i,0.0017845-0.029629i,-0.014521-0.034489i,-0.0097189-0.027246i,0.0097468-0.018017i,0.023357-0.012294i,0.019438-0.0051027i
-0.3353+0.2018i,-0.40469+0.28828i,-0.29593+0.30623i,-0.10669+0.20065i,0.0071508+0.03297i,0.028914-0.062102i,0.022197-0.070726i,0.009741-0.057624i,-0.0012561-0.037332i,0.00020654-0.0035676i,0.019034+0.016786i,0.03655+0.0036081i,0.030142-0.017898i,0.0054522-0.023238i,-0.018591-0.015654i,-0.029897-0.0012012i,-0.022616+0.0090057i,-0.0034971+0.0078117i,0.012101+0.0038682i,0.014662+0.0045351i,0.0070437+0.0099624i,-0.0034207+0.0161i,-0.0049737+0.017626i
0.21161-0.18467i,0.32058-0.26203i,0.25923-0.23507i,0.20025-0.11814i,0.22535-0.026305i,0.21308+0.007047i,0.15842+0.063901i,0.11214+0.11155i,0.063039+0.087165i,0.0027068+0.023629i,-0.053003-0.01963i,-0.067812-0.030221i,-0.041887-0.03571i,-0.015382-0.032733i,0.0016914-0.018409i,0.0094262-0.014955i,0.0078729-0.016699i,0.010411-0.01297i,0.017696-0.014053i,0.020531-0.01877i,0.012032-0.018969i,-0.0012039-0.012312i,-0.004723-0.0075766i
-0.30387-0.043249i,-0.29505+0.19407i,-0.10527+0.25635i,0.05807+0.070024i,0.06954-0.1034i,-0.0018091-0.17012i,-0.081473-0.20118i,-0.13341-0.19527i,-0.15661-0.15297i,-0.15356-0.090374i,-0.12657-0.031774i,-0.11009+0.013013i,-0.095763+0.046375i,-0.05749+0.046012i,-0.018272+0.018325i,0.0058167-0.0020583i,0.0090835-0.0022184i,0.0029342+0.017118i,0.010456+0.035752i,0.017432+0.029115i,0.0068243+0.010362i,-0.0067567-0.002961i,-0.013809-0.011061i
0.22941-0.24908i,0.17256-0.3396i,0.027554-0.342i,-0.16259-0.20924i,-0.23646-0.03214i,-0.13381+0.0822i,0.00037766+0.12843i,0.084867+0.13166i,0.11086+0.080944i,0.072975+0.019061i,0.035424+0.0071226i,0.045552+0.019256i,0.066845+0.01784i,0.067023+0.012168i,0.05853+0.01175i,0.054444+0.010513i,0.047919+0.001365i,0.032355-0.011978i,0.016133-0.017931i,0.013298-0.0088202i,0.020544+0.0094428i,0.024876+0.022883i,0.020288+0.029127i
0.25666-0.18277i,0.10087-0.2847i,0.018622-0.127i,0.1429+0.017213i,0.19461-0.085335i,0.039612-0.22187i,-0.099556-0.22588i,-0.1449-0.1761i,-0.14233-0.1086i,-0.088529-0.033757i,-0.029445+0.0060083i,-0.0019191+0.009056i,0.0035431-0.0037566i,-0.0040693-0.010181i,-0.014415+0.0018012i,-0.019321+0.018332i,-0.012824+0.01799i,-0.00081732-0.0011922i,0.002974-0.014012i,-0.00040331-0.0099568i,-0.0039015-0.0014145i,-0.0043677+0.0086317i,0.0014497+0.016464i
0.12964+0.66092i,0.33868+0.5631i,0.43918+0.25464i,0.45276+0.053323i,0.42525+0.035241i,0.35737+0.068731i,0.3011+0.083756i,0.24178+0.072047i,0.14556+0.042552i,0.033683+0.0098171i,-0.054462-0.0046783i,-0.077843+0.0063379i,-0.048544+0.0089067i,-0.021698-0.0066808i,-0.012899-0.011477i,-0.0031135+0.00015187i,0.014475+0.018647i,0.03203+0.029998i,0.041866+0.023201i,0.040239+0.0091854i,0.024753-0.0011913i,0.0040787-0.0083756i,-0.006367-0.0098832i
-0.013891+0.22044i,0.27022+0.22263i,0.31319+0.029806i,0.13042-0.070207i,0.05072+0.083043i,0.09337+0.26586i,0.081531+0.28271i,0.010057+0.15345i,-0.06173+0.033214i,-0.049999+0.00098493i,0.0064139-0.034343i,-0.0091248-0.070842i,-0.050078-0.053149i,-0.0452-0.039184i,-0.019977-0.063315i,-0.0059854-0.092716i,-0.0097249-0.093168i,-0.010285-0.058968i,0.0038941-0.022197i,0.012028-0.0049437i,0.0098462+0.0035777i,0.001485+0.010167i,-0.0089691+0.011879i
-0.69113-0.78986i,-0.97359-0.65087i,-0.84724-0.26509i,-0.47952-0.0061753i,-0.16035-0.083439i,0.022014-0.34273i,0.05366-0.49612i,0.0046464-0.39903i,0.0017232-0.20092i,0.0028629-0.095677i,-0.054458-0.032935i,-0.073907+0.048974i,-0.022653+0.080179i,0.0092695+0.051758i,-0.0066017+0.017681i,-0.027755+0.013536i,-0.033667+0.03004i,-0.035362+0.040312i,-0.030602+0.037726i,-0.016463+0.024548i,0.0056014+0.0064545i,0.035789-0.017079i,0.052547-0.037626i
0.60489-0.089352i,0.5674+0.084532i,0.55545+0.22946i,0.60122+0.092264i,0.51453-0.1442i,0.35514-0.16233i,0.29963-0.030002i,0.27887+0.0050966i,0.19099-0.067425i,0.095593-0.1186i,0.054158-0.13133i,0.043035-0.12233i,0.045495-0.073437i,0.060655-0.011263i,0.074544+0.028387i,0.077922+0.039446i,0.075822+0.023704i,0.067641-0.0058339i,0.047713-0.02096i,0.020007-0.0091615i,-0.0083493+0.015331i,-0.030921+0.035639i,-0.036445+0.03885i
0.37129+0.14698i,0.36716-0.13417i,0.26841-0.26762i,0.22376-0.20749i,0.15314-0.12364i,-0.031068-0.022345i,-0.11279+0.11158i,-0.0086827+0.13036i,0.048704+0.039398i,0.00030508+0.012035i,-0.016646+0.042175i,-0.0002111+0.018918i,-0.017372-0.026561i,-0.028669-0.027872i,-0.0089106-0.011189i,0.0073455-0.0028958i,0.014265-0.0010532i,0.017504-0.010418i,0.015347-0.026627i,0.010354-0.03695i,0.0038303-0.036591i,0.00149-0.029144i,0.0020022-0.026198i
-0.44489+0.70484i,-0.1649+0.75534i,0.039447+0.38602i,-0.10361-0.034154i,-0.28892-0.33963i,-0.33085-0.73769i,-0.46147-0.99468i,-0.59675-0.70953i,-0.45422-0.22919i,-0.23486-0.04123i,-0.19553+0.0088455i,-0.16283+0.1054i,-0.057079+0.094676i,-0.040359-0.021647i,-0.11248-0.085224i,-0.15898-0.057216i,-0.13097-0.0010716i,-0.073074+0.017619i,-0.051082+0.013798i,-0.054751+0.022438i,-0.044965+0.032088i,-0.018744+0.031321i,0.0031595+0.021108i
-1.1223+6.695i,0.53613+6.9503i,3.5669+5.8125i,4.464+2.3168i,3.1419-0.6409i,0.6588-1.6091i,-1.0475-0.51475i,-1.0866+0.77156i,-0.16016+1.1203i,0.76282+0.48048i,0.87349-0.51432i,0.36793-1.2124i,-0.20993-1.7858i,-0.66938-2.494i,-0.73291-2.7902i,-0.46787-2.0107i,-0.28685-0.85059i,-0.46585-0.13957i,-0.82279+0.26818i,-0.77741+0.58051i,-0.33508+0.67707i,0.040455+0.47481i,0.13209+0.091231i
0.10727-0.29701i,-0.0050256-0.059i,0.079215+0.14791i,0.25322+0.064878i,0.27188-0.0061929i,0.24151+0.1369i,0.26635+0.16991i,0.18686+0.024127i,0.061955-0.011356i,0.06259+0.018083i,0.10553-0.018287i,0.092973-0.037815i,0.072862-0.0033037i,0.075462+0.019588i,0.062218+0.0076219i,0.018827-0.012478i,-0.028258-0.026066i,-0.058367-0.025485i,-0.064308-0.011367i,-0.060954+0.010968i,-0.055626+0.031222i,-0.037727+0.027997i,-0.029342+0.0084104i
0.51734+0.57727i,0.57656+0.44936i,0.38521+0.15133i,0.11408-0.044071i,-0.14123-0.044415i,-0.39421+0.056856i,-0.49666+0.14827i,-0.32098+0.14212i,-0.10837+0.056314i,-0.040695+0.037056i,0.0053796+0.073042i,0.049285+0.049554i,0.014499+0.018303i,-0.033197+0.047222i,-0.020442+0.099443i,0.030903+0.11779i,0.058265+0.092207i,0.042721+0.063241i,0.020584+0.046107i,0.0098163+0.02776i,0.0018058+0.0015895i,-0.0071659-0.032462i,-0.016861-0.057584i
-0.32931-0.069766i,-0.24672-0.23599i,-0.24015-0.30376i,-0.40499-0.16236i,-0.54194+0.038298i,-0.51609+0.17204i,-0.3791+0.27262i,-0.20321+0.33181i,-0.039356+0.28524i,0.075272+0.15861i,0.12565+0.034489i,0.11092-0.045108i,0.056758-0.05848i,0.015417-0.0093081i,0.0076661+0.042758i,0.01211+0.050657i,0.0065808+0.018186i,-0.016323-0.022316i,-0.037367-0.027653i,-0.032809-0.0071934i,-0.012348+0.011413i,0.006099+0.036019i,0.017364+0.05683i
-0.79604-0.14775i,-0.91569+0.15488i,-0.53707+0.36342i,-0.082424+0.29185i,-0.024258+0.15802i,-0.22444+0.14755i,-0.29601+0.12356i,-0.18032+0.0042077i,-0.060092-0.093699i,-0.022755-0.06501i,0.013811+0.027707i,0.060683+0.050095i,0.052644+0.017246i,0.01507+0.019369i,-0.011075+0.055173i,-0.015745+0.083858i,-0.0060532+0.07846i,-0.005429+0.052448i,-0.013765+0.038359i,-0.0083817+0.038229i,0.019157+0.034702i,0.047516+0.013349i,0.04707-0.013985i
0.77733-0.19024i,0.90758-0.29457i,0.70157-0.398i,0.32985-0.40489i,0.072457-0.19069i,0.0024113+0.081214i,-0.012085+0.18185i,-0.040692+0.15106i,-0.043078+0.1113i,-0.013327+0.072527i,0.004439+0.033409i,0.017261+0.028492i,0.029901+0.03543i,0.012693+0.03068i,-0.010699+0.027518i,-0.01566+0.015673i,-0.013081-0.0060034i,-0.011707-0.018398i,-0.011751-0.011113i,-0.0075378+0.0067589i,-0.0093563+0.0088511i,-0.025106-0.0044694i,-0.041714-0.01325i
-0.13206+0.48158i,-0.2367+0.43402i,-0.31351+0.2817i,-0.26907+0.1744i,-0.083098+0.11066i,0.12361+0.017293i,0.18819-0.072317i,0.11676-0.061356i,0.05341+0.020762i,0.054815+0.045863i,0.04012-0.0018201i,-0.024084-0.017359i,-0.05693+0.027711i,-0.035844+0.055442i,-0.017711+0.048945i,-0.014516+0.042626i,-0.015193+0.045072i,-0.018319+0.056802i,-0.02315+0.061569i,-0.02874+0.041153i,-0.02897+0.0085575i,-0.021113-0.017848i,-0.0066036-0.028519i
-0.40043+0.34906i,-0.27853+0.38732i,-0.15522+0.28419i,-0.17784+0.26476i,-0.17483+0.32952i,-0.047004+0.30865i,0.051021+0.21749i,0.061966+0.14254i,0.05236+0.081463i,0.041823+0.031489i,0.036589+0.0089225i,0.040413-0.0055239i,0.030801-0.024699i,0.0063563-0.033703i,-0.01796-0.030079i,-0.034657-0.020562i,-0.04079-0.014802i,-0.04044-0.013858i,-0.031494-0.007458i,-0.018959+0.0019393i,-0.011003+0.013251i,-0.0015802+0.03223i,0.0082397+0.047412i
0.092195-0.421i,0.086547-0.29019i,0.16452-0.10321i,0.26385-0.10944i,0.2506-0.1927i,0.16971-0.19145i,0.11657-0.18164i,0.057929-0.20698i,-0.020457-0.19389i,-0.05821-0.11943i,-0.041407-0.052699i,-0.016657-0.040336i,-0.016953-0.044439i,-0.025644-0.02059i,-0.016748+0.0098567i,0.0007823+0.01288i,0.01821-0.0033772i,0.031308-0.022516i,0.023978-0.028933i,0.010175-0.016526i,0.0079743-0.0052707i,0.0082232-0.0037017i,0.0052367-0.0069438i
0.46823-0.031352i,0.40183-0.18491i,0.1811-0.23149i,0.013824-0.13337i,-0.0098778-0.030913i,-0.007469-0.0053399i,-0.058227-0.012166i,-0.075631+0.0079867i,-0.023264+0.03993i,0.0062923+0.035092i,-0.015826+0.014392i,-0.035598+0.020493i,-0.023515+0.040923i,0.0075786+0.038702i,0.016137+0.012077i,-0.010909-0.0015849i,-0.045275+0.012163i,-0.062305+0.03i,-0.05407+0.034182i,-0.030954+0.026386i,-0.010449+0.0098683i,7.1726e-05-0.011266i,0.0017395-0.025908i
0.2056+0.48445i,0.32387+0.35515i,0.16088+0.12918i,-0.088541+0.096319i,-0.15244+0.14317i,-0.11681+0.093654i,-0.14054+0.06687i,-0.14687+0.10383i,-0.073947+0.097247i,0.0049404+0.045615i,0.031393+0.016034i,0.024658+0.026762i,0.022612+0.033784i,0.015607+0.012495i,0.0015762-0.00051895i,0.0058891+0.0039037i,0.023185+0.006499i,0.031422+0.010234i,0.024585+0.014093i,0.0081869+0.0058007i,-0.010924-0.0099956i,-0.029194-0.01461i,-0.036272-0.00073599i
-0.86074-0.43204i,-1.0728-0.26884i,-0.82372+0.049523i,-0.37404+0.21533i,-0.14488+0.18833i,-0.09616+0.16403i,0.022099+0.16218i,0.14786+0.08688i,0.14281-0.012436i,0.070464-0.032243i,0.054181-0.00047689i,0.074777-0.0049309i,0.053191-0.029437i,0.0074344-0.015959i,-0.014702+0.013211i,-0.017961+0.021594i,-0.022733+0.010031i,-0.030983-0.0035914i,-0.028983-0.0081794i,-0.012718-0.0062078i,0.0076708+0.0046534i,0.025323+0.020001i,0.03446+0.025594i
0.30612-0.061881i,0.42626+0.10626i,0.52216+0.10401i,0.44144-0.17507i,0.17326-0.35467i,-0.043529-0.23737i,-0.084113-0.083093i,-0.069257-0.033045i,-0.068128-0.005216i,-0.04688+0.019369i,-0.031083+0.0055974i,-0.0452-0.011757i,-0.048821-0.0017277i,-0.028835+0.0097813i,-0.010335+0.0050476i,-0.00405-0.0057237i,-0.0018668-0.009338i,0.0073488-0.0077204i,0.016177-0.0043184i,0.0097626+0.0063391i,-0.0028486+0.014764i,-0.012364+0.0057327i,-0.025151-0.014935i
0.51285+0.090227i,0.50702-0.14013i,0.2256-0.22502i,0.0040187-0.032171i,0.029893+0.17532i,0.09337+0.18298i,0.061273+0.094484i,0.035344+0.026961i,0.035925+0.001206i,0.025898+0.0029473i,0.011111+0.0038523i,-0.0046035+0.0023899i,-0.016109+0.0052274i,-0.019205+0.0021691i,-0.017776-0.00075427i,-0.0059799+0.0062084i,0.011557+0.014184i,0.015499+0.014801i,0.0024665+0.0090563i,-0.0073032+0.0049955i,-0.0088434+0.00081489i,-0.01076-0.0024153i,-0.0057716+0.0021216i
-0.6866+0.20958i,-0.6925+0.25539i,-0.45429+0.26502i,-0.22416+0.28252i,-0.12014+0.26131i,-0.055024+0.1835i,-0.023353+0.084388i,-0.051675+0.037909i,-0.05354+0.04389i,-0.0020621+0.030931i,0.049476+0.0058868i,0.079578-0.0037049i,0.075741-0.0099089i,0.049637-0.0031825i,0.030336+0.0077347i,0.016465+0.00138i,0.00031578-0.019771i,-0.013708-0.041497i,-0.018428-0.044218i,-0.016185-0.03214i,-0.010093-0.012574i,0.0022219+0.012788i,0.013633+0.029935i
-0.12566+0.10616i,0.03695+0.3516i,0.29129+0.27155i,0.32337-0.04154i,0.12838-0.15617i,-0.03692-0.075471i,-0.075998-0.013038i,-0.036311-0.011007i,-0.0016972-0.029245i,0.0013285-0.0076737i,0.013601+0.022101i,0.017583+0.0021787i,0.0040767-0.025058i,0.0015036-0.029917i,0.00027371-0.019616i,-0.0035019-0.00032925i,-0.0025685+0.019398i,-0.00028988+0.033516i,0.003785+0.032977i,0.011106+0.019369i,0.022249+0.0008359i,0.026908-0.020918i,0.014045-0.036979i
0.71191-0.57512i,0.59266-0.99077i,0.11487-0.96569i,-0.20521-0.56801i,-0.14897-0.24415i,-0.031019-0.082369i,-0.011698+0.023354i,-0.014595+0.079765i,0.002268+0.079108i,-0.0010904+0.03127i,-0.046827-0.00065172i,-0.069966+0.017124i,-0.049947+0.031685i,-0.038565+0.021472i,-0.03485+0.0064474i,-0.02726-0.0067418i,-0.020282-0.01301i,-0.012634-0.014541i,-0.0084521-0.012493i,-0.010574-0.0030876i,-0.018298+0.0076204i,-0.021865+0.0083935i,-0.015497-0.0022012i
-0.33991+0.58433i,-0.46558+0.72493i,-0.40199+0.71945i,-0.1518+0.60487i,0.07482+0.38583i,0.1538+0.12879i,0.1083-0.038777i,0.037368-0.089385i,0.0040447-0.07156i,0.012678-0.039834i,0.035128-0.030082i,0.038048-0.030194i,0.027463-0.016536i,0.024312-0.0028451i,0.020955+0.0015399i,0.014698+0.0081821i,0.011163+0.013775i,0.0079971+0.016439i,0.00093052+0.016185i,-0.0092486+0.0069308i,-0.018117-0.002651i,-0.024147+0.00074166i,-0.022291+0.013235i
-0.33735+0.20628i,-0.19131+0.44814i,0.037451+0.40865i,0.042192+0.16781i,-0.13093+0.05149i,-0.19935+0.059852i,-0.12061+0.05796i,-0.031245+0.03408i,0.0015544+0.00096255i,-0.01026-0.015209i,-0.0055229-0.003093i,0.012991-0.00023627i,0.010117-0.0059028i,0.0049158+0.0022459i,0.0031738+0.011926i,-0.00025783+0.016412i,-0.0018638+0.014869i,-0.006623+0.0050861i,-0.0089217-0.0017417i,0.0030013+0.0012385i,0.024884+0.0011256i,0.035639-0.007714i,0.023728-0.0098175i
0.46525-0.74041i,0.47292-0.9369i,0.32569-0.8055i,0.16393-0.58461i,0.061649-0.41642i,-0.0053558-0.23259i,-0.018645-0.10039i,-0.015835-0.064784i,-0.021871-0.032086i,-0.0052473+0.013121i,-0.0041176+0.034837i,-0.019066+0.049923i,-0.018523+0.046948i,-0.025244+0.022601i,-0.029172+0.0055654i,-0.019212-0.0078728i,-0.010762-0.020289i,-0.0061992-0.019961i,-0.0030676-0.0077919i,-0.0039986+0.0059887i,-0.012716+0.014035i,-0.020047+0.014911i,-0.017712+0.0032678i
-0.076064+0.33926i,-0.21877+0.33741i,-0.26992+0.29205i,-0.17964+0.26329i,-0.060458+0.18919i,-0.0020985+0.0828i,-0.0056493+0.036957i,-0.003264+0.063478i,0.0255+0.071976i,0.017811+0.036898i,-0.004282+0.008333i,0.002484-0.013631i,0.015544-0.023824i,0.028383-0.018301i,0.032278-0.015262i,0.01716-0.0079805i,0.000733+0.010158i,-0.0065217+0.02428i,-0.0065885+0.020987i,-0.010474+0.0077099i,-0.018431-0.00012566i,-0.018158+4.9815e-05i,-0.0082087+0.004501i
-0.10752+0.35714i,0.1054+0.38859i,0.19925+0.19764i,0.068997+0.063568i,-0.076306+0.10207i,-0.11585+0.12515i,-0.11891+0.10192i,-0.10694+0.072844i,-0.076418+0.019052i,-0.030883-0.024494i,0.019429-0.046853i,0.029636-0.055597i,0.0024446-0.039989i,-0.016685-0.010642i,-0.012194+0.012918i,0.0073391+0.019072i,0.024347+0.011796i,0.032082-0.0012611i,0.027201-0.014278i,0.018239-0.019933i,0.02224-0.018743i,0.032318-0.011908i,0.034309+0.0035424i
-0.1149-0.49138i,-0.16239-0.46603i,-0.10435-0.302i,-0.029456-0.16104i,0.0037307-0.034531i,0.047913+0.076399i,0.12011+0.086968i,0.14698+0.024969i,0.1065+0.0082847i,0.0677+0.04678i,0.04747+0.070851i,0.02409+0.070197i,0.011156+0.05578i,0.0046638+0.032042i,-0.0067455+0.016138i,-0.015865+0.0060088i,-0.023941-0.012786i,-0.033826-0.026497i,-0.033442-0.015137i,-0.01707+0.0068564i,-0.0034293+0.013645i,-0.0046728+0.0023635i,-0.014044-0.02027i
0.093131-0.066228i,-0.15842-0.18469i,-0.31991-0.1523i,-0.20897-0.1098i,-0.052675-0.20115i,-0.034407-0.24764i,-0.080612-0.17418i,-0.095009-0.068149i,-0.049533-0.00014926i,-0.010773-0.010676i,-0.027522-0.039973i,-0.038894-0.042408i,-0.020183-0.032848i,0.003598-0.021209i,0.012837-0.023113i,-0.00085393-0.022593i,-0.013248+0.0037308i,-0.0083826+0.031928i,0.00030314+0.033829i,-0.0040332+0.021173i,-0.015717+0.01448i,-0.013537+0.013716i,0.00075392+0.0081629i
0.16699+0.61062i,0.39993+0.71905i,0.37336+0.62036i,0.18931+0.5492i,0.11814+0.49658i,0.10567+0.32459i,0.058804+0.14787i,0.031713+0.043666i,0.0042934-0.013978i,-0.017557-0.0093532i,0.014307+0.011377i,0.046915+0.0092153i,0.037984+0.0036227i,0.012244-0.00024465i,-0.0051362+0.0048191i,0.0027639+0.012859i,0.024223+0.0073769i,0.033833-0.0048627i,0.027665-0.014444i,0.016888-0.021381i,0.0073832-0.02303i,-0.0040552-0.010617i,-0.013756+0.017373i
-0.417-0.28877i,-0.41184-0.13052i,-0.12443+0.0025056i,0.065478-0.065259i,-0.023105-0.1105i,-0.10505-0.011141i,-0.055515+0.053312i,-0.019849+0.04412i,-0.019237+0.033156i,-0.014567+0.02405i,-0.017787+0.02664i,-0.016708+0.036685i,-0.0076955+0.026996i,-0.0067982+0.011144i,-0.0153+0.0065671i,-0.022094+0.0006304i,-0.022961-0.020454i,-0.022138-0.041411i,-0.018183-0.035246i,-0.0081817-0.011676i,0.0030812-0.0015093i,0.0057088-0.014939i,-0.0061094-0.03605i
0.31636-0.33979i,0.19447-0.55648i,0.048086-0.57644i,0.060171-0.47548i,0.13329-0.40701i,0.10272-0.35441i,0.0020718-0.2748i,-0.040703-0.18012i,-4.9432e-05-0.10896i,0.039895-0.080728i,0.032928-0.076261i,0.0041947-0.081126i,-0.019292-0.067839i,-0.015174-0.031201i,0.0084654-0.0098482i,0.0089937-0.0035516i,-0.014577+0.022564i,-0.029251+0.052517i,-0.024573+0.049502i,-0.013722+0.028087i,-0.0065609+0.020848i,0.005454+0.02873i,0.024124+0.032368i
0.15674+0.61649i,0.31213+0.63836i,0.17087+0.43028i,-0.13552+0.31949i,-0.23525+0.35499i,-0.13573+0.35019i,-0.040032+0.28905i,0.0042449+0.21726i,-0.0019021+0.14201i,-0.031756+0.098389i,-0.028805+0.083822i,-0.0023605+0.073907i,0.010428+0.060588i,0.0036181+0.039494i,-0.0021667+0.028984i,0.015432+0.02724i,0.042398+0.014577i,0.049052-0.0026395i,0.029969-0.012224i,0.0042228-0.01346i,-0.011287-0.014575i,-0.022313-0.013526i,-0.027736+0.00043964i
-0.46797-0.32882i,-0.48544-0.23668i,-0.18009-0.075747i,0.14063-0.047475i,0.18832-0.10443i,0.10647-0.11127i,0.064027-0.10265i,0.027698-0.11261i,-0.0069021-0.093653i,-0.0063455-0.059369i,0.0012762-0.04307i,0.00075799-0.023218i,0.016496-0.0032684i,0.029613-0.00021603i,0.018887-0.0029275i,0.0024109-0.0074527i,-0.004511-0.021604i,-0.0039107-0.030825i,-0.0012079-0.018539i,0.0033501-0.0042203i,0.010715-0.005809i,0.016837-0.019276i,0.014235-0.035316i
0.36493-0.23799i,0.25352-0.39713i,-0.0029517-0.45001i,-0.17196-0.3543i,-0.15335-0.18309i,-0.055378-0.090841i,0.0043095-0.072767i,0.033926-0.034394i,0.067807-0.0043913i,0.075791-0.014091i,0.053183-0.024346i,0.022516-0.03135i,-0.015092-0.028705i,-0.029993-0.0076208i,-0.016215+0.0014655i,-0.015029-0.0023395i,-0.034388+0.007825i,-0.04475+0.025662i,-0.032275+0.03064i,-0.011516+0.027745i,-0.00022814+0.032354i,0.0053956+0.0406i,0.0095277+0.034935i
-0.087518+0.51526i,-0.064239+0.60757i,-0.087263+0.48886i,-0.14062+0.29599i,-0.16153+0.16201i,-0.17506+0.13611i,-0.17177+0.17793i,-0.13495+0.17163i,-0.11143+0.1222i,-0.091794+0.098084i,-0.054455+0.088149i,-0.018664+0.073203i,0.0033246+0.043711i,0.00236+0.005972i,-0.0077808-0.007323i,0.00030013+0.0015267i,0.021607+0.0060072i,0.033294-0.0013142i,0.02157-0.013808i,-0.0015902-0.020263i,-0.016757-0.021593i,-0.024076-0.021467i,-0.024158-0.011327i
-0.25421-0.35357i,-0.22676-0.27989i,-0.037195+0.012229i,0.17462+0.25288i,0.25892+0.23867i,0.2182+0.083257i,0.15038-0.041036i,0.10639-0.08549i,0.075223-0.078672i,0.045957-0.050452i,0.033999-0.029249i,0.035281-0.026529i,0.035361-0.020093i,0.030363-0.0052708i,0.016553+0.0014938i,0.0027488-0.0037868i,-0.0038097-0.019734i,-0.0080008-0.028674i,-0.0051913-0.017873i,0.0051991-0.0054883i,0.015198-0.0044796i,0.019533-0.009524i,0.017355-0.015101i
0.3701+0.034083i,0.35462-0.053384i,0.18668-0.2217i,-0.0053567-0.33842i,-0.14208-0.28454i,-0.15507-0.12613i,-0.09596-0.030376i,-0.058753-0.0032099i,-0.02077+0.0090562i,0.022316-0.014523i,0.024895-0.045969i,-0.0048431-0.049853i,-0.035743-0.037444i,-0.04088-0.016654i,-0.022516-0.0018206i,-0.013366+0.0049878i,-0.019005+0.017362i,-0.022701+0.028679i,-0.01945+0.029128i,-0.013937+0.027843i,-0.0093699+0.030491i,-0.0038412+0.030308i,0.0015849+0.020194i
-0.25076+0.32543i,-0.27374+0.39513i,-0.20017+0.35106i,-0.11609+0.26307i,-0.049763+0.1872i,-0.012168+0.12128i,-0.0061465+0.072543i,-0.0082988+0.036806i,-0.020019+0.022903i,-0.025994+0.04336i,-0.013897+0.061275i,0.0012323+0.064829i,0.023723+0.061414i,0.040508+0.040047i,0.03329+0.014519i,0.022142+0.0067629i,0.024787+0.012708i,0.032113+0.014819i,0.026897+0.0029689i,0.01222-0.011631i,0.0010419-0.018259i,-0.0063978-0.017895i,-0.012353-0.0066799i
-0.032338-0.39286i,0.022363-0.39969i,0.085992-0.22311i,0.10371-0.061509i,0.091807-0.027918i,0.089061-0.056146i,0.080525-0.06229i,0.056893-0.032815i,0.041771-0.012268i,0.018808-0.016761i,-0.0086913-0.017499i,-0.010808-0.01526i,-0.0030633-0.017571i,-0.0087381-0.013613i,-0.0132-0.0037633i,-0.0076781-0.0038005i,-0.000667-0.019334i,0.0040766-0.029869i,0.009789-0.020318i,0.015142-0.007727i,0.01191-0.0056577i,0.0035211-0.0061943i,0.0004533-0.0056034i
0.31602+0.16916i,0.34995+0.14786i,0.28096+0.0078467i,0.22155-0.093992i,0.17171-0.088205i,0.065269-0.053323i,-0.03329-0.039058i,-0.056165-0.038509i,-0.034492-0.042756i,-0.0055534-0.052363i,0.011426-0.063188i,0.0036574-0.063986i,-0.015889-0.050298i,-0.021867-0.028728i,-0.016599-0.011421i,-0.018751-0.0026449i,-0.028285+0.0013452i,-0.033192+8.514e-05i,-0.02858-0.0052692i,-0.021355-0.0088895i,-0.01507-0.0062424i,-0.0062772-0.0015782i,0.0030834-0.00039734i
