-0.0023886+0.0016377i,-0.0022975+0.0020343i,-0.0019431+0.0014354i,-0.0012534+0.0010037i,-0.00038815+0.0012014i,0.001099+0.00086767i,0.0021279-6.3467e-05i,0.0015844+0.00012792i,0.0010168+0.00015107i,0.00067783-0.00010139i,0.00073236-0.00042846i,0.00061465-0.00073133i,0.00087501-0.00086993i,0.00084334-0.0007448i,0.00074193-0.00058842i,0.00064959-0.0013914i,0.00031416-0.001533i,5.0051e-05-0.00071619i,-0.00034819-0.00037035i,-0.00044477-0.00059771i,-0.00034986-0.00024691i,-0.00045827+0.00043677i,-0.00083621+0.00059293i
0.020306-0.46189i,-0.15191-0.39923i,-0.15865-0.30292i,-0.11241-0.22017i,-0.2496-0.052085i,-0.40085+0.19349i,-0.29572+0.29618i,-0.10298+0.16295i,-0.052519+0.026426i,-0.033797+0.0077828i,0.010941+0.0021377i,0.010776-0.0061641i,-0.017031+0.0060357i,-0.039513+0.0088146i,-0.05544+0.0064145i,-0.061195+0.017848i,-0.053985+0.033542i,-0.035055+0.031036i,-0.016469+0.011118i,-0.00173-0.0034474i,0.013563-0.0072988i,0.018116-0.0023187i,0.010068+0.0080648i
-0.13737+0.25046i,-0.38462+0.18588i,-0.42984+0.34182i,-0.026288+0.42809i,0.50611+0.33847i,0.78303+0.2964i,0.73955+0.26839i,0.49854+0.16172i,0.26416+0.038481i,0.11996-0.058523i,0.046411-0.080579i,0.023532-0.042604i,0.038487-0.011511i,0.064673-0.017251i,0.060174-0.034476i,0.031299-0.030909i,0.0081045-0.012795i,-0.0019173+0.0097597i,-0.0012413+0.02457i,-0.0054348+0.021993i,-0.024189+0.0087016i,-0.040209-0.0071591i,-0.037551-0.015099i
-0.26751+0.3191i,0.069335+0.41398i,0.29687+0.39602i,0.16603+0.3528i,-0.12573+0.41259i,-0.25962+0.49545i,-0.17859+0.4083i,-0.038248+0.21238i,0.053361+0.082011i,0.12798+0.03374i,0.17502-0.023826i,0.14005-0.088623i,0.059521-0.075136i,0.024369-0.005941i,0.045751+0.019926i,0.067608-0.0044786i,0.065083-0.025902i,0.049921-0.029904i,0.030962-0.034018i,0.0089556-0.04607i,-0.010303-0.061079i,-0.015569-0.064081i,-0.012659-0.043648i
-1.1201+6.3157i,0.89353+5.7197i,3.3772+4.577i,4.0702+1.4427i,2.9404-1.6669i,0.51912-3.0484i,-1.3776-1.9956i,-1.5374-0.30835i,-0.42377+0.51036i,0.77121+0.13329i,0.94594-0.69653i,0.3555-1.2156i,-0.3943-1.7365i,-1.1841-2.4042i,-1.4812-2.4688i,-1.0174-1.5181i,-0.4178-0.47449i,-0.3531-0.0042716i,-0.68695+0.23205i,-0.66817+0.50289i,-0.13359+0.5996i,0.3841+0.3209i,0.43079-0.12245i
0.36715-0.30572i,0.13898-0.4821i,-0.091262-0.25216i,-0.04882+0.096865i,0.025536+0.25405i,-0.10106+0.34355i,-0.15467+0.44758i,-0.030142+0.39653i,0.049092+0.2176i,0.050883+0.099875i,0.031402+0.057146i,-0.0015819+0.038699i,0.011771+0.03518i,0.073162+0.0051903i,0.10319-0.05522i,0.076493-0.077931i,0.031501-0.039928i,0.010782+0.01612i,0.019724+0.037932i,0.011807+0.0263i,-0.013671+0.019981i,-0.015612+0.012889i,-0.013489-0.0063247i
-0.21744+0.1605i,0.087438+0.34548i,0.33941+0.18248i,0.30011-0.16498i,0.25527-0.42982i,0.25882-0.61102i,0.069723-0.53006i,-0.085315-0.15087i,-0.013869+0.10171i,0.024665+0.12798i,0.012275+0.14233i,0.055109+0.14161i,0.063532+0.11098i,0.021393+0.11592i,0.0016111+0.13374i,0.013223+0.11517i,0.027247+0.068942i,0.025751+0.022747i,0.0080397-0.0081881i,-0.014957-0.019876i,-0.023277-0.017468i,-0.016392-0.0061044i,-0.008557+0.006111i
0.14798-0.18967i,0.10069-0.1242i,0.10534-0.071921i,0.021218-0.16107i,-0.23044-0.30555i,-0.47787-0.28501i,-0.48324-0.097036i,-0.27672+0.019604i,-0.12926+0.0088837i,-0.096028+0.021364i,-0.036472+0.046015i,0.033382+0.0096356i,0.030035-0.025721i,-0.0064736+0.0021662i,-0.01389+0.038931i,-0.007815+0.020949i,-0.02448-0.013903i,-0.041319-0.012405i,-0.025701+0.0069967i,0.0015611+0.014643i,0.025547+0.012536i,0.038886+0.002548i,0.019496-0.004948i
0.52884+0.068586i,0.63198-0.19868i,0.46688-0.24947i,0.30772-2.2869e-05i,0.34551+0.19141i,0.43115+0.058452i,0.33792-0.20129i,0.099301-0.23946i,-0.040008-0.064927i,-0.025761+0.030794i,-0.040517-0.0050252i,-0.095484-0.026021i,-0.096438-0.0024799i,-0.062181+0.027152i,-0.027809+0.038514i,0.0011975+0.023262i,0.011369-0.0077704i,-0.0094357-0.024357i,-0.031058-0.008384i,-0.018597+0.0056369i,0.0044995+0.0025503i,0.019886+0.0030096i,0.03392-0.005784i
-0.3547+0.044617i,-0.4051+0.23314i,-0.38589+0.15988i,-0.36524-0.10517i,-0.3587-0.32992i,-0.35179-0.40643i,-0.31878-0.27355i,-0.21005-0.069008i,-0.075247+0.018065i,-0.0477+0.030999i,-0.072763+0.077539i,-0.055147+0.1217i,-0.031467+0.1014i,-0.043411+0.039603i,-0.068122-0.0041464i,-0.062277-0.0050778i,-0.02774+0.007664i,-0.0005983+0.0032484i,0.001929-0.0080841i,-0.0083464-0.011i,-0.012755-0.0047914i,-0.012014+0.0043716i,-0.01531+0.0057571i
0.068742-0.097108i,-0.012497+0.073841i,0.075978+0.27044i,0.17395+0.21966i,0.12942+0.054188i,0.075245+0.007149i,0.098729+0.016562i,0.09269+0.0026135i,0.033339-0.0050573i,-0.017172+0.010424i,-0.025491+0.028923i,0.004592+0.025516i,0.037685-0.012051i,0.034637-0.048545i,0.0095407-0.037607i,-0.0017373+0.0021209i,0.0034626+0.028285i,0.018785+0.027767i,0.030502+0.010961i,0.026649+0.0070576i,0.022862+0.019917i,0.024962+0.020501i,0.016082+0.0045676i
0.19805+0.15897i,0.33597-0.13707i,0.21581-0.37956i,0.031716-0.27501i,0.051315-0.042415i,0.16963+0.026775i,0.18297-0.0084952i,0.12309-0.012807i,0.087553+0.0084194i,0.0957+0.014364i,0.1131-0.019595i,0.10148-0.071068i,0.065069-0.07238i,0.05215-0.022384i,0.065492+0.0097083i,0.064048+0.003137i,0.039946-0.015163i,0.0036531-0.026381i,-0.024497-0.020804i,-0.028193-0.0081804i,-0.01924-0.00085579i,-0.0018526+0.0046715i,0.024452+0.0027277i
-0.29153-0.084748i,-0.38141+0.13506i,-0.30558+0.21505i,-0.22072+0.087568i,-0.27287-0.082793i,-0.35764-0.18736i,-0.34966-0.19726i,-0.25586-0.12649i,-0.14869-0.044078i,-0.094737+0.0052245i,-0.082161+0.040469i,-0.065086+0.057716i,-0.050369+0.047451i,-0.039404+0.041441i,-0.01513+0.038667i,-0.0043204+0.026074i,-0.015645+0.025181i,-0.014959+0.038812i,0.0037427+0.037537i,0.015386+0.016265i,0.014344+4.089e-05i,0.0068996-0.0034733i,-0.0056597+0.0014374i
0.24018-0.14695i,0.13976-0.24742i,0.075064-0.21138i,0.086787-0.15008i,0.085747-0.10557i,0.03069-0.049241i,-0.022233+0.0012486i,-0.038902+0.029074i,-0.0085122+0.031804i,0.013996+0.012091i,-0.011835+0.010612i,-0.035069+0.035119i,-0.025102+0.041196i,-0.020679+0.016531i,-0.036331-0.0024508i,-0.030293-0.0014831i,-7.3788e-05-0.0014074i,0.019397-0.004906i,0.021426+0.00029471i,0.017039+0.0067864i,0.0099502+0.006286i,0.0056735+0.0046749i,0.0059998+0.00091668i
-0.037425+0.2371i,0.07545+0.2829i,0.025754+0.22555i,-0.092126+0.17732i,-0.054493+0.12044i,0.078264+0.0042083i,0.13553-0.072776i,0.10882-0.059405i,0.053698-0.03738i,0.0036115-0.026432i,-0.013718-0.013053i,-0.0018695-0.0056993i,0.012082-0.00597i,0.014899-0.0093876i,0.0097402-0.0159i,0.00013761-0.024265i,-0.0075102-0.026947i,-0.011458-0.021201i,-0.0068455-0.0099928i,0.0060414-0.0065238i,0.010362-0.011482i,0.00081598-0.012951i,-0.013436-0.0063046i
-0.025439-0.24709i,-0.03383-0.19525i,0.10453-0.17208i,0.16601-0.19069i,0.066447-0.16581i,-0.0069683-0.10019i,-0.0076433-0.070472i,-0.0033166-0.062158i,-0.0081876-0.036414i,-0.0043159+0.00037216i,0.018546+0.020458i,0.041212+0.0051014i,0.036437-0.024769i,0.01327-0.029i,0.0028929-0.0075911i,0.004525+0.0095341i,0.00088197+0.01326i,-0.0037742+0.0083496i,-0.0069948-0.0014494i,-0.0096667-0.0011419i,0.0022824+0.008891i,0.022574+0.0078509i,0.028318-0.0043981i
0.12933-0.019742i,-0.026543-0.16052i,-0.24493-0.11596i,-0.23577+0.074097i,-0.057516+0.16637i,0.0077482+0.11934i,-0.043797+0.066964i,-0.071668+0.042641i,-0.044746+0.024318i,-0.0095349+0.00012947i,-0.0062497-0.017603i,-0.026475-0.016145i,-0.038721+0.0017044i,-0.025295+0.019526i,-0.0020629+0.020193i,0.0078847+0.014036i,0.0040149+0.010812i,-0.0060531+0.0088048i,-0.012001+0.0093368i,-0.012896+0.0059537i,-0.020374+0.00062833i,-0.02476+0.0052858i,-0.012824+0.011507i
-0.15683+0.18614i,0.077634+0.39503i,0.25686+0.34027i,0.18042+0.10886i,0.0094561-0.021292i,-0.062913-0.036055i,-0.071738-0.018646i,-0.065744+0.031524i,-0.034835+0.079309i,-0.012349+0.089916i,-0.0060511+0.0838i,0.0084148+0.068588i,0.021479+0.037866i,0.01947+0.0078803i,0.009071-0.0055794i,0.0058922-0.00060742i,0.016292+0.011618i,0.030651+0.012563i,0.034082+0.0036865i,0.028913-0.00065567i,0.025728-0.004461i,0.019673-0.011929i,0.005684-0.011605i
0.065081-0.24912i,-0.079613-0.33194i,-0.12539-0.29342i,-0.05232-0.21707i,0.0095981-0.21485i,0.012694-0.22756i,0.017064-0.18839i,0.03414-0.13405i,0.023144-0.10377i,-0.0059674-0.075141i,-0.022233-0.044044i,-0.026488-0.016057i,-0.018067+0.0057121i,-0.010457+0.008678i,-0.012918+0.0024569i,-0.0065677-0.010258i,0.0015498-0.031905i,-0.0059214-0.036824i,-0.012527-0.020045i,-0.010082-0.0040634i,-0.0072048+0.0088186i,0.00062892+0.017074i,0.010297+0.0089068i
0.092211+0.2314i,0.20011+0.15693i,0.15238+0.13324i,0.054605+0.19615i,-0.0054626+0.21689i,-0.053889+0.16576i,-0.078287+0.11231i,-0.060574+0.078479i,-0.028964+0.052332i,-0.0074103+0.03789i,0.0096771+0.030927i,0.019617+0.0096689i,0.0072325-0.013498i,-0.0043226-0.016701i,-0.00053944-0.013769i,-0.0075982-0.010815i,-0.02173+0.00027634i,-0.021017+0.011848i,-0.010106+0.0091312i,-0.0051237-0.0035141i,-0.0083377-0.0079468i,-0.013864-3.0109e-05i,-0.016378+0.012817i
-0.19569-0.077765i,-0.21464+0.035077i,-0.13731-0.014445i,-0.099371-0.14403i,-0.08534-0.12404i,-0.0025699-0.039424i,0.049618-0.023043i,0.015954-0.021296i,-0.015845+0.0094235i,-0.0093698+0.02701i,0.0027154+0.021297i,0.011784+0.014124i,0.014015+0.005526i,-0.00065867+0.008387i,-0.010924+0.02643i,-0.0040404+0.038096i,0.0063051+0.036173i,0.013551+0.022147i,0.012054+0.0076076i,0.0099063+0.0045908i,0.017955-0.0024073i,0.020139-0.01923i,0.0078959-0.027632i
0.21474-0.017607i,0.084507-0.080514i,-0.015441-0.001808i,0.033252+0.047246i,0.10686-0.052097i,0.074642-0.1618i,0.0046862-0.16746i,-0.010081-0.1034i,0.014023-0.05774i,0.011955-0.053621i,-0.020238-0.041462i,-0.036412-0.003388i,-0.019164+0.028621i,0.0072642+0.026102i,0.01415+0.0055446i,0.0080698-0.0025164i,0.003391-0.00083739i,-0.0033002+0.0056459i,-0.0046394+0.015773i,-0.0019585+0.019045i,-0.0052477+0.021973i,0.00089074+0.030858i,0.018437+0.028505i
-0.029219+0.14721i,0.1777+0.10078i,0.24141-0.023393i,0.094198-0.043073i,-0.054567+0.047611i,-0.089237+0.11825i,-0.05315+0.13073i,-0.0075415+0.1097i,0.018695+0.085725i,0.037878+0.075998i,0.056907+0.055125i,0.056227+0.0090775i,0.029725-0.028161i,0.0034742-0.031009i,0.0030394-0.018465i,0.022252-0.019139i,0.037167-0.033206i,0.031403-0.044428i,0.010424-0.042295i,7.3766e-05-0.030038i,0.0026431-0.023813i,-0.00081127-0.022649i,-0.0087936-0.013559i
-0.075887-0.24247i,-0.28305-0.11836i,-0.31127+0.011992i,-0.17968+0.021816i,-0.067335-0.035092i,-0.021727-0.07342i,-0.012599-0.087258i,-0.031093-0.09006i,-0.058678-0.083543i,-0.082028-0.065318i,-0.088569-0.030483i,-0.065765+0.0075126i,-0.03129+0.02594i,-0.011183+0.02426i,-0.0092259+0.013416i,-0.024192+0.003994i,-0.041076+0.0089096i,-0.035181+0.025992i,-0.0083587+0.030248i,0.0073583+0.016652i,0.0054814+0.011209i,0.0070661+0.012525i,0.0084178+0.0021798i
0.19883+0.14397i,0.24658+0.056882i,0.20228+0.027406i,0.14029+0.065973i,0.10994+0.085098i,0.085997+0.06074i,0.045047+0.030175i,0.017313+0.030169i,0.029778+0.03768i,0.050026+0.02489i,0.050906+0.0040135i,0.03686-0.015748i,0.016467-0.030813i,0.00055809-0.035385i,-0.009097-0.026339i,-0.015469-0.0096863i,-0.016386-0.00069462i,-0.014799-0.0013931i,-0.01568-0.00085608i,-0.012376+0.001394i,-0.0053562-0.001418i,-0.0034502-0.0021907i,-0.0011871+0.0070492i
-0.23143-0.063825i,-0.15993+0.0074101i,-0.11707-0.056471i,-0.16383-0.13522i,-0.16616-0.12771i,-0.097659-0.11443i,-0.049447-0.10441i,-0.028895-0.065776i,-0.016245-0.022416i,-0.010914+0.0049041i,-0.0088473+0.021429i,-0.0019052+0.033206i,0.0079813+0.038995i,0.013767+0.04243i,0.0205+0.043287i,0.028928+0.04021i,0.034305+0.03635i,0.03632+0.025024i,0.030989+0.0075938i,0.017869-0.00010288i,0.0069468-0.00032439i,0.0010856-0.0041736i,-0.0054909-0.010676i
0.14718-0.10154i,0.062446-0.079882i,0.077479+0.018276i,0.17582+0.031627i,0.15659-0.056618i,0.019543-0.074856i,-0.049759-0.0092776i,-0.028824+0.024769i,-0.01505+0.0072657i,-0.025555-0.0065491i,-0.023323-0.0080796i,-0.013753-0.014863i,-0.012542-0.023235i,-0.016512-0.031866i,-0.019435-0.031942i,-0.0092802-0.026116i,0.0018988-0.028069i,-0.0043771-0.02586i,-0.012581-0.012423i,-0.0077645-0.0029223i,0.0033185-0.00055849i,0.01531+0.00010481i,0.024283-0.0018026i
-0.03675+0.16829i,0.062051+0.03405i,0.0074303-0.069899i,-0.094308+0.035352i,-0.048752+0.20256i,0.077893+0.21476i,0.11634+0.10749i,0.063733+0.026583i,0.025646+0.013582i,0.033711+0.01729i,0.03716+0.0069332i,0.017959-0.0031718i,-0.0060455-3.0168e-05i,-0.013246+0.014111i,-0.0015071+0.016853i,0.0048928+0.00034108i,0.0034508-0.01089i,0.0067081-0.011269i,0.0091116-0.01005i,0.0034842-0.0072775i,-0.0097622-0.0016697i,-0.024957+0.0079474i,-0.033802+0.016703i
-0.12323-0.10702i,-0.1804+0.10999i,-0.10474+0.21399i,-0.022617+0.0594i,-0.055451-0.13107i,-0.10634-0.17767i,-0.10689-0.13287i,-0.082675-0.072898i,-0.060117-0.026326i,-0.061058-0.00095357i,-0.065715+0.019299i,-0.039922+0.037278i,0.0030372+0.033584i,0.021768+0.011165i,0.004286-0.0025385i,-0.020619+0.0033601i,-0.032614+0.013592i,-0.030439+0.020292i,-0.017392+0.020432i,-0.00513+0.010445i,0.0071047-0.0029356i,0.022256-0.016604i,0.027041-0.025673i
0.25397+0.034168i,0.2451-0.19156i,0.14901-0.28277i,0.085506-0.16829i,0.092528-0.035333i,0.094419+0.014914i,0.069461+0.026759i,0.054484+0.028812i,0.058575+0.013695i,0.06553-0.01205i,0.060168-0.028916i,0.035056-0.032119i,0.0020324-0.021755i,-0.014887-0.0029773i,-0.0073944+0.01092i,0.0051602+0.014301i,0.0098582+0.010924i,0.010317+0.0018875i,0.0068021-0.004149i,0.0018293+0.0028962i,-0.0047498+0.017164i,-0.011594+0.031748i,-0.0087717+0.039266i
-0.25132+0.082552i,-0.18924+0.2113i,-0.11825+0.21461i,-0.1193+0.11307i,-0.1393+0.02176i,-0.14074-0.040357i,-0.1221-0.05874i,-0.087418-0.033529i,-0.052961-0.0048376i,-0.03798+0.017748i,-0.02678+0.040013i,2.1702e-05+0.045095i,0.026374+0.026761i,0.031215+0.0073683i,0.023912+0.002336i,0.026769+0.0058034i,0.034392+0.0044655i,0.029834-0.0016965i,0.017533-0.0049483i,0.0098802-0.0088018i,0.0064514-0.019118i,0.0021901-0.032013i,-0.0069827-0.0377i
0.2295-0.18598i,0.15269-0.212i,0.12148-0.16843i,0.13305-0.10874i,0.11941-0.036564i,0.10817+0.045666i,0.10202+0.074799i,0.066205+0.047507i,0.013784+0.020868i,-0.011055+0.0083412i,-0.011534-0.017364i,-0.023366-0.04095i,-0.04396-0.034078i,-0.047002-0.014258i,-0.030189-0.0073602i,-0.019161-0.014894i,-0.023532-0.017867i,-0.026007-0.0079116i,-0.016558+0.00095319i,-0.0049382+0.003657i,0.0020241+0.01344i,0.011894+0.029055i,0.022484+0.032537i
-0.081133+0.21799i,-0.092216+0.17681i,-0.14655+0.1506i,-0.14045+0.16799i,-0.053295+0.10984i,0.003661-0.023194i,-0.0077608-0.10406i,-0.015622-0.084859i,0.019488-0.045072i,0.040408-0.030373i,0.027338+0.00014383i,0.028329+0.03494i,0.04334+0.034725i,0.04545+0.015157i,0.029524-0.0015669i,0.011155-0.0077561i,0.0058161-0.0096818i,0.0061014-0.010729i,0.0010267-0.0080443i,-0.0050349-0.007833i,-0.0082553-0.014236i,-0.014047-0.018574i,-0.020283-0.012167i
-0.029276-0.22199i,0.071104-0.12782i,0.16963-0.133i,0.095986-0.20473i,-0.054359-0.16342i,-0.11314-0.040337i,-0.082617+0.038466i,-0.046306+0.046776i,-0.047064+0.040286i,-0.051773+0.045949i,-0.039228+0.028252i,-0.030819-0.0038508i,-0.027415-0.017251i,-0.024421-0.01457i,-0.020978-0.0033704i,-0.019646+0.0082653i,-0.022348+0.020493i,-0.015951+0.026459i,-0.0022678+0.018946i,0.0054878+0.014534i,0.013202+0.014216i,0.02353+0.0048544i,0.028086-0.0099066i
0.092152+0.058297i,-0.10098+0.0065663i,-0.22554+0.074423i,-0.091799+0.17098i,0.091997+0.12872i,0.11727+0.014929i,0.053188-0.037478i,0.019484-0.037711i,0.030568-0.047792i,0.038331-0.063431i,0.033683-0.040399i,0.034094-0.0033863i,0.027091+0.011433i,0.013574+0.016176i,0.0071412+0.020519i,0.012099+0.019464i,0.022693+0.0045903i,0.018074-0.012728i,0.0030085-0.012292i,-0.0048726-0.0082842i,-0.012267-0.0069097i,-0.019524+0.0038005i,-0.018281+0.015764i
-0.12927+0.096942i,0.13719+0.1096i,0.26411-0.0098234i,0.093477-0.089096i,-0.084695-0.017552i,-0.083665+0.069767i,-0.023088+0.074951i,-0.013746+0.055358i,-0.037513+0.068219i,-0.037666+0.085911i,-0.027338+0.055089i,-0.038244+0.0046085i,-0.042519-0.015767i,-0.026588-0.016678i,-0.0084647-0.018034i,-0.00060066-0.018228i,-0.0012305-0.009647i,0.00074515+0.0018854i,0.0074066+0.0033427i,0.010404-0.00068118i,0.010281-0.0045209i,0.006661-0.012441i,-0.00099759-0.017741i
0.054335-0.22413i,-0.19354-0.17355i,-0.27153-0.016742i,-0.082222+0.016955i,0.074701-0.10913i,0.06999-0.18505i,0.028619-0.14855i,0.023414-0.088939i,0.040548-0.069888i,0.032735-0.07254i,0.016326-0.040542i,0.027979+0.0072552i,0.035818+0.027326i,0.024155+0.026992i,0.012932+0.020853i,0.0069219+0.012016i,0.0015094+0.0026468i,-0.0038555-0.00075771i,-0.0062897+0.0031261i,-0.0066081+0.0042558i,-0.0048904+0.0046992i,0.0039469+0.010586i,0.014028+0.014023i
0.10765+0.31308i,0.30864+0.17559i,0.30858-0.018872i,0.1117-0.023099i,-0.012684+0.097445i,-0.0092614+0.12037i,-0.006054+0.058589i,-0.023044+0.023246i,-0.032374+0.027139i,-0.02095+0.03138i,-0.012109+0.013381i,-0.019856-0.0060657i,-0.017912-0.015996i,-0.0076651-0.025135i,-0.0067911-0.028538i,-0.011305-0.022347i,-0.0097152-0.011357i,0.00099137-0.0052601i,0.0084207-0.0061497i,0.0076192-0.0024497i,0.0038358+0.0019029i,-0.0049988-0.00052097i,-0.013594-0.0037522i
-0.29483-0.31466i,-0.44689-0.13157i,-0.36491+0.04626i,-0.17323+0.0048865i,-0.10415-0.090698i,-0.11315-0.076487i,-0.077775-0.015453i,-0.023872+0.0053444i,0.0043911-0.0032105i,0.0068511+0.00012844i,0.012796+0.015319i,0.026417+0.016682i,0.022241+0.0076634i,0.0070179+0.010068i,0.0016423+0.021965i,0.0055802+0.028006i,0.0081058+0.022547i,0.0037733+0.01208i,-0.0034972+0.0037323i,-0.0078111-0.0014472i,-0.0060241-0.0031482i,0.0024648-0.0039906i,0.0089389-0.006908i
0.47489+0.23088i,0.56791+0.058298i,0.39607-0.066889i,0.18901+0.012695i,0.15704+0.097957i,0.17259+0.067334i,0.11543+0.0072812i,0.031713-0.0043527i,-0.01665+0.01599i,-0.02739+0.017401i,-0.035574-0.0016048i,-0.045653-0.0078581i,-0.03776+0.00065763i,-0.019746+0.0040422i,-0.0090596-0.001465i,-0.0062825-0.0070415i,-0.0064268-0.011689i,-0.0090491-0.015438i,-0.0076125-0.010839i,0.00092307-0.0039626i,0.0061165-0.0001243i,0.0036086+0.0074124i,-0.00079434+0.015238i
-0.5644-0.051338i,-0.60079+0.087247i,-0.39179+0.12985i,-0.21075+0.015641i,-0.19995-0.077999i,-0.20672-0.076014i,-0.14497-0.040681i,-0.054294-0.018677i,0.012743-0.019676i,0.036284-0.013864i,0.045512+0.0067425i,0.053616+0.01362i,0.044084+0.0027133i,0.02578-0.0057932i,0.018471-0.0065618i,0.018263-0.0035955i,0.014925+0.0031465i,0.010972+0.011152i,0.0069954+0.010652i,0.00017642+0.0046576i,-0.0045346+0.00078583i,-0.0039186-0.004715i,-0.0013016-0.0094612i
0.57486-0.18251i,0.57103-0.26801i,0.36608-0.21423i,0.21839-0.068919i,0.21801+0.023377i,0.22495+0.021207i,0.15768-0.0044283i,0.066434-0.0086823i,0.010409+0.0017671i,-0.013095+0.0016745i,-0.029801-0.0025307i,-0.032912+0.0012172i,-0.020289+0.0021806i,-0.010832+0.0013518i,-0.0099266+0.0035382i,-0.010604+0.0036077i,-0.0096771+0.0022925i,-0.0093966+0.0029429i,-0.0066001+0.0066171i,0.00096533+0.010232i,0.006748+0.0096884i,0.0092219+0.008794i,0.0094294+0.0077019i
-0.45992+0.37844i,-0.44722+0.43059i,-0.28278+0.29163i,-0.1784+0.1128i,-0.19312+0.018652i,-0.21275+0.0066513i,-0.17041+0.016055i,-0.098044+0.015275i,-0.044209+0.0027254i,-0.012821-0.0054591i,0.012122-0.012337i,0.019508-0.024616i,0.0074368-0.02679i,-0.0009635-0.020013i,-0.0024752-0.01594i,-0.00306-0.012513i,0.0018482-0.0091378i,0.010534-0.01071i,0.013549-0.015474i,0.0079319-0.0149i,0.00027564-0.0090869i,-0.0061982-0.0058105i,-0.0087979-0.0050102i
0.27946-0.51618i,0.27945-0.53905i,0.18183-0.33997i,0.13037-0.13721i,0.16479-0.05416i,0.19696-0.041605i,0.17017-0.039293i,0.10373-0.023945i,0.05074+0.0046468i,0.026001+0.024627i,0.0051733+0.032079i,-0.0095376+0.036282i,-0.0098436+0.037148i,-0.0038801+0.034192i,0.0036284+0.029993i,0.0075514+0.024057i,0.00148+0.015546i,-0.0086094+0.011414i,-0.0099048+0.012562i,-0.0018863+0.0096742i,0.0062141+0.0023271i,0.010665-0.0026319i,0.010233-0.003326i
-0.084038+0.54138i,-0.089184+0.58098i,-0.063016+0.36653i,-0.065406+0.13519i,-0.11143+0.030349i,-0.15494-0.01279i,-0.15645-0.017444i,-0.11162-0.0031992i,-0.070037-0.0082206i,-0.054706-0.018008i,-0.037854-0.018425i,-0.018009-0.015307i,-0.0047512-0.013644i,-0.00027852-0.018824i,-0.0059358-0.023313i,-0.012435-0.02001i,-0.01057-0.014685i,-0.003665-0.014037i,-7.8522e-05-0.015636i,-0.0021152-0.01302i,-0.0053421-0.0066855i,-0.0064027+0.0017044i,-0.003565+0.0060946i
-0.12468-0.47377i,-0.11504-0.52505i,-0.074479-0.33592i,-0.026756-0.11939i,0.028246-0.018373i,0.081151+0.024415i,0.10641+0.023511i,0.091218-0.0038494i,0.073221-0.015119i,0.067753-0.013603i,0.055757-0.0070094i,0.040405-0.00084835i,0.026506-0.0042336i,0.013909-0.0020465i,0.011756+0.0054947i,0.016267+0.0085294i,0.016523+0.012062i,0.01064+0.018185i,0.0023804+0.020357i,-0.0020952+0.015538i,-0.0038081+0.0073193i,-0.0053859-0.0017729i,-0.0072562-0.0066223i
0.29229+0.35315i,0.28738+0.3978i,0.18788+0.25306i,0.085361+0.080836i,0.0057958+0.00062729i,-0.04651-0.032208i,-0.078791-0.032079i,-0.087894+0.0050363i,-0.082441+0.036406i,-0.077985+0.043125i,-0.0685+0.034565i,-0.048407+0.020315i,-0.028282+0.011512i,-0.017558+0.0087104i,-0.017392+0.0080906i,-0.019159+0.006373i,-0.017299-0.00028068i,-0.010104-0.0078396i,-0.0013559-0.011114i,0.0019669-0.008718i,0.0027321-0.0020212i,0.0050962+0.0049321i,0.0079304+0.0060968i
-0.33941-0.18774i,-0.34895-0.22546i,-0.22454-0.14938i,-0.099022-0.049749i,-0.021144+7.2689e-05i,0.017695+0.015888i,0.040558+0.0062617i,0.051725-0.020875i,0.056803-0.035217i,0.06275-0.037646i,0.056902-0.035629i,0.035587-0.023006i,0.014209-0.010754i,0.0043984-0.007681i,0.0056829-0.0093087i,0.010754-0.01114i,0.01443-0.0091594i,0.01285-0.0056126i,0.0060854-0.0016091i,0.0020222+0.0027145i,0.0024116+0.0036143i,0.00057231+0.0017396i,-0.0043476+0.0013392i
0.32761+0.02992i,0.36406+0.067306i,0.24736+0.049466i,0.11616+0.0096319i,0.059108-0.020025i,0.037749-0.046247i,0.0087191-0.042718i,-0.015014-0.0048948i,-0.023081+0.026252i,-0.026663+0.040633i,-0.020486+0.045406i,-0.0070355+0.03546i,0.0020026+0.021556i,0.0051784+0.014671i,0.0038539+0.015138i,0.00028043+0.01799i,-0.0039794+0.016161i,-0.0080375+0.010836i,-0.0056498+0.0059979i,-2.6125e-05+0.0018879i,0.0019109-0.0011322i,0.0028583-0.0016046i,0.0038818-0.0018476i
-0.26385+0.080516i,-0.32509+0.058615i,-0.23813+0.043844i,-0.11783+0.039271i,-0.077469+0.031978i,-0.073503+0.042401i,-0.053758+0.044775i,-0.024692+0.015011i,-0.0065214-0.020594i,-0.0030106-0.04034i,-0.0060607-0.040809i,-0.0047169-0.030744i,-0.0030502-0.026739i,-0.0072545-0.026805i,-0.010477-0.026173i,-0.0088462-0.027163i,-0.0046241-0.02591i,-0.0004124-0.020633i,-0.0020386-0.014399i,-0.0062628-0.0081007i,-0.0048055-0.0033271i,-0.0007355-0.00070793i,0.0014539+0.0021333i
