-0.00011639+0.0015286i,0.00019826-0.00023225i,-0.00070819-0.0020217i,-0.0017411-0.0011478i,-0.0025789+0.00033927i,-0.0026232+0.0013866i,-0.0014973+0.0018653i,-0.00080706+0.0012676i,0.00028089+0.00063854i,0.00042429+0.00072012i,2.0292e-05+0.00048972i,0.0001841+8.8933e-05i,2.6103e-05+0.00042002i,-0.00078741+0.00072034i,-0.0012865+0.00068837i,-0.0005637+0.00042318i,0.000105-5.194e-05i,0.00036879-0.00048875i,0.00070424-0.00057276i,0.00058103-0.00067453i,0.00056204-0.00065716i,0.00074754-1.6329e-05i,0.00047226+0.00060644i
0.0009401+0.0016032i,0.00029627+0.00083343i,-0.0010255-0.00068687i,-0.0022618-0.0018502i,-0.00068085-0.0026195i,0.00061394-0.0026798i,-0.00066896-0.0016589i,-0.0019751-0.00013803i,-0.0035291-0.00033071i,-0.0056726-0.002001i,-0.0055085-0.0043211i,-0.0027926-0.0058432i,-4.7178e-05-0.003953i,0.0013282-0.00085206i,0.0010377+0.0015573i,0.00036309+0.002654i,0.00093516+0.0020577i,0.0019728+0.00087491i,0.002978+0.00146i,0.0018437+0.002721i,0.00016736+0.0015413i,0.00052743+0.00059856i,0.0015031+0.0011684i
0.0028571+0.00040749i,0.002873+0.00032376i,-0.00038439-2.8345e-05i,-0.0041485-0.00093157i,-0.004991-0.0012985i,-0.0034768-0.0021863i,-0.0033253-0.0031476i,-0.0037201-0.0031197i,-0.0014892-0.0033826i,0.0018678-0.0021283i,0.0046468+0.00074212i,0.0045613+0.0039304i,0.0019787+0.0044028i,0.0013579+0.001809i,0.0027908+2.5881e-05i,0.0034766-0.00015101i,0.0029781-0.00067747i,0.0026049-0.00074273i,0.0026598-0.00095738i,0.0020853-0.00084663i,0.0012862+0.00080455i,0.00065174+0.0011351i,0.00054891+0.00058383i
-0.0019889+0.0013613i,-0.001008+0.0010277i,-0.00026021+0.00061659i,-0.0012575+0.00084465i,-0.0024586+0.0013787i,-0.002646+0.00071016i,-0.001832+0.00022078i,4.7685e-05+0.00032415i,0.0016223+0.0010511i,0.00087019+0.0018719i,-0.0014956+0.0011203i,-0.0036741-0.0017116i,-0.0025797-0.0040348i,-0.00014646-0.0039707i,0.00082484-0.0031487i,0.00059207-0.0023767i,-3.352e-05-0.0019685i,-0.00068369-0.0019178i,-0.00049313-0.0026316i,-3.3687e-05-0.003157i,0.00069251-0.0019234i,0.00061103-0.00058634i,0.00062859-0.00029401i
0.0049326+0.0018238i,0.0040961+0.0025467i,0.0021148+0.0038132i,-0.00012776+0.0049644i,-0.0019168+0.0041658i,-0.0027651+0.0032078i,-0.0019742+0.0030655i,1.279e-05+0.002751i,0.001922+0.0023038i,0.0039092+0.00069322i,0.0062709-0.001345i,0.0072136-0.00032428i,0.0050541+0.00061096i,0.0017842-0.00045635i,4.7148e-05-0.0013937i,-0.00045842-0.002403i,-0.00093537-0.002086i,-0.0012207-0.00054641i,-0.0017467+0.00057346i,-0.0011515+0.00012502i,-1.7413e-05-0.0011413i,-0.00014485-0.0009333i,-0.00033323-9.3605e-05i
0.0042111-0.00012578i,0.00336-0.001567i,0.0019923+0.00012786i,0.0017028+0.0035679i,0.0014297+0.0040174i,-0.00050862+0.0032893i,-0.00099465+0.004584i,0.00051059+0.0058236i,0.0015229+0.004043i,0.00065565+0.0024435i,-0.0019522+0.00292i,-0.0040815+0.002414i,-0.0041713+0.00027762i,-0.0020016-0.00030835i,-0.00094253+0.00076588i,-0.0016986+0.00072207i,-0.0023574+9.1264e-05i,-0.0023327+0.00053416i,-0.0012382+0.00092595i,-4.2511e-05+0.00026645i,0.0002413-1.604e-05i,-0.00023917+0.00028628i,-9.9832e-05-0.00018827i
-0.0017116+0.0044232i,0.00039622+0.0056193i,0.003515+0.003226i,0.004039+0.0011626i,0.0036626+0.00079424i,0.0026769-0.0016424i,0.00077212-0.0022421i,-0.00074212-0.00083936i,-0.0018394-0.0010272i,-0.0024637-0.0031866i,-0.0012397-0.0055861i,0.001361-0.0058794i,0.0023679-0.0029056i,0.00048009+0.00023353i,-0.0016945+0.0017422i,-0.0020561+0.0018371i,-0.0010187+0.0017022i,0.00098827+0.00096037i,0.0013817+0.00026307i,0.0003978-1.0678e-05i,0.00018445-0.0004235i,3.5323e-05+0.00036702i,0.0001464+0.0011894i
0.0064061+0.0016824i,0.0064673+0.00074651i,0.0058881+0.00054334i,0.005083-0.00016779i,0.0036257-0.0019677i,0.00083339-0.0040377i,-0.0016764-0.0036659i,-0.0017935-0.0020201i,6.0477e-05-0.0019089i,0.0017389-0.0028006i,0.0023912-0.00087661i,0.0010679+0.0028671i,-0.0013652+0.0035575i,-0.0019155+0.0022682i,-0.00046757+0.001731i,0.0003722+0.0018447i,0.00034415+0.001732i,0.00062843+0.0011046i,0.001079+0.00074746i,0.00045031+0.00031868i,-0.00047895+0.00049059i,-0.00083108+0.00060667i,-0.00022453+0.0002768i
0.0010573-5.7927e-05i,0.00050467-0.00068865i,-0.00012419-0.0014863i,-0.0011684-0.0019202i,-0.0020438-0.0030031i,-0.0019574-0.0035864i,-0.00089591-0.0035288i,0.00020408-0.0027168i,0.0010085-0.00082351i,0.00064595+0.00034147i,-0.00058821+0.00078505i,-0.00061387+0.0002937i,0.00073337+0.0002419i,0.0013031-0.00020957i,0.0016593-0.00097461i,0.0013136-0.00022804i,0.0011386+0.00014439i,0.0012791-3.404e-05i,0.00079572-0.00063857i,-7.6683e-05-0.0011087i,-0.00072881+4.2051e-05i,-6.3987e-05+0.00077045i,0.0013082+0.00044657i
0.00040598+0.0045757i,0.00078661+0.0032948i,-0.00051721+0.0022913i,-0.002864+0.0019466i,-0.0035372+0.0013504i,-0.0027124+0.00052181i,-0.0017714+0.0011438i,-0.00075867+0.0021336i,0.00013246+0.0032246i,0.00095906+0.0039566i,0.0026064+0.0037659i,0.0033229+0.0027721i,0.0018137+0.0017236i,0.00042665+0.00040062i,0.00058133-0.00091456i,0.0011658-0.0013788i,0.0011532-0.00088406i,0.00037331-0.00024354i,-0.00080964-0.00075258i,-0.00094791-0.00035399i,-0.00029329+0.0011205i,-0.00027323+0.00091916i,-0.00026614+0.0001628i
0.0014382-0.0041505i,0.002764-0.0032349i,0.00025851-0.00023491i,-0.0022742+0.0036643i,-0.001796+0.0047261i,-0.0013084+0.0032655i,-0.0013428+0.0037022i,0.00022251+0.005459i,0.0010405+0.0055547i,-0.00047404+0.0038607i,-0.0017569+0.0021863i,-0.0023763+0.00040994i,-0.0020791-0.0015168i,-0.0012774-0.0021508i,-0.0011033-0.001152i,-0.00064726-0.00057594i,-0.00014367-0.00026933i,-0.00055681+0.0010451i,-0.00091702+0.0013005i,-0.00056196+0.00083069i,-4.3265e-05+0.00091509i,0.00032703+0.00029253i,0.0007453-0.00030409i
-0.0006097+0.0020148i,-2.0159e-05+0.0044817i,8.2027e-05+0.006114i,-0.0010866+0.0071471i,-0.0015383+0.0063725i,-0.0017949+0.004122i,-0.0023536+0.0033416i,-0.0021057+0.0036684i,-0.00095095+0.002468i,-0.00080976-0.0018287i,-8.1832e-05-0.0050123i,0.0022746-0.0037905i,0.002234-0.0013331i,-0.00022081+0.00035546i,-0.0014387-8.6099e-05i,-0.001989-0.00025756i,-0.0020086+0.00045409i,-0.00022315+0.0011881i,0.0010826+0.0023944i,0.00095041+0.0017556i,0.0003474+0.00070933i,0.00031478+0.00033073i,0.00043432-0.0008193i
0.0023972+0.0031025i,0.0033378+0.0013555i,0.0050696-0.00021462i,0.0060833+0.00083189i,0.0051538+0.0016425i,0.0018147-0.00039446i,-0.00054303-0.0014245i,0.00038708-0.0011143i,0.0019671-0.0016485i,0.0031471-0.0023143i,0.0033746-0.0015557i,0.0011053-0.00056008i,-0.0014198-0.00094903i,-0.002319-0.00032267i,-0.0022733+0.00087302i,-0.0022749+0.0012833i,-0.0017359+0.00089726i,-0.00041514+0.00075268i,0.00035218+0.00048931i,0.00089837-0.00024164i,0.0011041-0.00087235i,0.0010217-0.0011363i,0.0006499-0.00068199i
0.00059593-0.0042101i,0.00021047-0.004929i,-0.0016471-0.0039721i,-0.0020932-0.0014606i,-0.00096124-0.00036499i,-0.00014789-0.0011134i,-0.00015809-0.0031074i,0.00093474-0.0034638i,0.0020832-0.0022353i,0.0017207-0.00082705i,0.00069176+0.00018703i,0.00032421+0.00019548i,0.00060713+0.0008028i,0.0013258+0.0011243i,0.0023767+0.00023605i,0.0017254-0.00067122i,0.00080699-0.00095084i,0.00118-0.0011202i,0.0014886-0.0018596i,0.00028875-0.0023104i,-0.0012193-0.0012187i,-0.00090847-0.00021812i,-0.00023867-8.0726e-05i
0.0019587+0.0010749i,0.0011362+0.0012842i,-0.00064149-0.0010781i,-0.0020489-0.0018379i,-0.0014608-0.00045483i,0.00023642-0.00026086i,0.00094295+2.4421e-05i,0.00067375+0.00058099i,0.00020138+0.00074831i,-0.00055172+0.0017567i,-0.00030839+0.0030873i,0.00061403+0.003201i,0.00068113+0.0018421i,0.00094567+0.00061252i,0.0013122+0.0006625i,0.0012464+0.0001745i,0.00082457-0.00038604i,-0.00011096-0.0011332i,-0.0013753-0.0017763i,-0.001884-0.0016571i,-0.0013776-0.0015824i,-0.00059566-0.0017408i,-0.00014499-0.00070163i
0.002657+0.0010491i,0.0026123+0.00051691i,0.00063293+0.00013225i,-0.0014985+0.0013916i,-0.0024764+0.0014877i,-0.0032395+0.00064769i,-0.0034935+0.000901i,-0.0034219+0.0021164i,-0.0036045+0.0026839i,-0.0034531+0.0022464i,-0.0024598+0.0017565i,-0.0015961+0.00042436i,-0.00014495-0.00074875i,0.00062165-0.00073114i,-0.00024934-0.00030146i,-0.00023516+0.00013622i,0.0002712-0.0001927i,-0.00010503-0.00055378i,-7.0771e-05-0.00042089i,-0.00029509+0.00058584i,-0.00096063+0.0019095i,-0.00043065+0.0011756i,0.00017239-0.00044942i
0.0025218+0.00029953i,0.0024063+0.00041769i,0.002063+0.0015498i,0.00089692+0.0023062i,-9.8806e-06+0.002i,-0.0015368+0.0016182i,-0.0022969+0.0033819i,-0.0015551+0.0044803i,-0.00037987+0.0026238i,-0.0005593-0.00038203i,4.9069e-05-0.0016501i,0.0016956-0.0017535i,0.0017329-0.00055626i,-0.000253-0.00027413i,-0.0012075-0.0001761i,-0.00051744+0.00022336i,-0.0002641+0.00066578i,-0.0010113+0.00095216i,-0.0011052+0.0010818i,0.00074262+0.0012832i,0.0020757+0.00098787i,0.0016049+0.00056397i,0.00090322+0.00084234i
-0.00018022+0.00023412i,0.0015758+0.00061554i,0.002121+0.0005013i,-0.00084178+0.001985i,-0.0021527+0.0027574i,-0.00099672+0.0014765i,-0.0012739+0.0012765i,-0.00056036+0.0014314i,0.0018199-4.2453e-05i,0.0027344-0.0015368i,0.0026225-0.0012223i,0.0020527-0.00017723i,0.0011733-0.00033764i,0.00049684-0.0010078i,-0.00031026-0.00053716i,-0.00087094+0.00044804i,-0.00026791+0.00057152i,0.00055709+0.00012005i,0.001093+0.00064409i,0.00065506+0.0011999i,0.00080063-6.6098e-05i,0.0010317-0.00076836i,0.00051211-0.00028719i
-0.00046233+0.00064288i,8.93e-05+0.0013603i,0.0010833+0.00095397i,0.0017062+0.0007618i,0.0017898+0.0018993i,0.0019038+0.0015289i,0.0022671+1.3192e-05i,0.0036326+0.00052302i,0.0048342+0.0011552i,0.0043394+0.00019046i,0.0027895-0.00044983i,0.0014105-0.00065656i,0.00010998-0.00034i,0.00039518-0.00051621i,0.0010526-0.0011133i,0.00044432-0.0011362i,-4.0537e-05-0.0010152i,0.00058795-0.00026288i,0.0015555-2.8136e-05i,0.0027344-0.0010061i,0.0025255-0.0010357i,0.0012954-0.0006538i,0.00045722-0.00034349i
0.0030764-0.0012946i,0.0023555-0.0012012i,0.00081883+0.00031806i,0.0007543+0.0016986i,0.0010883+0.0017766i,0.0012187-0.00011959i,0.00058818-0.0012389i,-0.00013225-0.0012862i,6.4916e-05-1.749e-05i,-0.00041121+0.0017186i,-0.0011891+0.0017862i,-0.0013805+0.00090236i,-0.0013633-1.4548e-05i,-6.8286e-05-0.00070152i,0.0015233-0.00051616i,0.0010813-0.00057099i,-0.00036532-0.00039479i,-0.00079571-0.00087518i,0.00045813-0.0019896i,0.00089698-0.0020144i,-0.00025925-0.0018902i,-0.00016441-0.0010857i,-2.7691e-05-0.00047761i
0.00088269+0.0046426i,0.00093672+0.0046324i,0.0014176+0.0034819i,0.0010985+0.0031703i,-1.5189e-05+0.0021459i,-0.0010857+0.0005618i,-0.0015213-0.00019099i,-0.001504+3.8877e-05i,-0.0028634+0.00025787i,-0.0034613+0.00038702i,-0.0027348+0.00044366i,-0.0020937+0.00051819i,-0.00025998+4.1365e-05i,-0.0003789+6.6032e-06i,-0.00088367+0.00017738i,-0.00010633-0.00019829i,3.5803e-05-0.00037871i,-0.0004585-0.00090283i,-0.00090667-0.0021024i,-0.0012354-0.0019733i,-0.0013944-0.00022501i,-0.00098295+0.00091842i,-0.00091425+0.00096606i
0.0032399-0.00054418i,0.0039477+0.00064462i,0.0042632+0.00049005i,0.0030226-0.0004434i,0.00065748-0.0019345i,-0.0019513-0.002959i,-0.0038241-0.0012449i,-0.003288+0.00040643i,-0.0022085-0.00047912i,-0.0017363-0.0024675i,-0.00094022-0.0028953i,0.00020027-0.0012656i,0.0001721-9.5747e-06i,-0.00094547-0.00045591i,-0.0011364-0.0007177i,-0.0012782+0.00021952i,-0.0013878+0.00042624i,-0.00053476+0.00035597i,-0.00032661+0.00058917i,-0.00087069+0.0005368i,-0.0013524+0.00045643i,-0.0017174+0.00015425i,-0.001306-0.00060873i
0.0011731+0.00049452i,-0.0010187+0.00089534i,-0.00065395+0.0024332i,-0.00019299+0.0033292i,-0.00051196+0.0024809i,-0.0014623+0.0013662i,-0.0022681+0.0014589i,-0.0013932+0.0019844i,0.0006458+0.0008042i,0.0027149-0.0012121i,0.0028563-0.00077114i,0.0011926+0.00012245i,0.00061126-0.00051197i,-0.00057189-0.00081674i,-0.002708+8.4355e-06i,-0.0033379+0.0010587i,-0.0024815+0.00074907i,-0.0013342+0.00052761i,-0.00065033+0.0014164i,-0.00029997+0.0022633i,-0.00015378+0.0024261i,-0.0002696+0.0021397i,0.00036077+0.0013344i
0.0020653+0.0048186i,0.0029562+0.0026534i,0.0016963-0.00066883i,-0.0013627-0.00089669i,-0.0030534+0.00051207i,-0.0026411+0.00083965i,-0.0018519+0.0026088i,-0.0004456+0.0046017i,0.0021706+0.0032078i,0.0032222+0.00032791i,0.0025708-0.00062971i,0.0010938+3.3535e-05i,-0.00027798+0.00065671i,-0.00057647+0.00095093i,-0.0006018+0.0010432i,6.9441e-05+0.00037558i,0.00048119-0.00078821i,0.00026112-0.00077409i,0.00076625+0.00024172i,0.0016049+0.00027362i,0.0015346+4.7595e-05i,0.00042287+0.00051021i,1.2856e-05+0.00034996i
0.0030054-0.005412i,0.0039908-0.0043547i,0.0021715-0.0033423i,-0.00069221-0.0010209i,-0.0015805+4.7246e-05i,0.00025413+6.7307e-05i,0.0019352-0.00079561i,0.0014293-0.00057946i,0.00057485+0.0011305i,0.0002069+0.0019273i,1.344e-05+0.00068563i,-0.00041955-0.0006282i,0.00062328-0.00059228i,0.0021962-0.00027835i,0.002813-7.9255e-05i,0.0026117-0.00033721i,0.001443-0.0010941i,0.00083647-0.0010239i,0.0015171+0.00033764i,0.0022873+0.00032896i,0.0017688-0.00031456i,0.0010053-0.000826i,0.00094096-0.00078284i
-0.023001-0.02047i,-0.028839-0.021366i,-0.040584-0.0029751i,-0.030537+0.016396i,-0.011081+0.024369i,0.0076518+0.016721i,0.009925+0.0038433i,0.0031978-0.00033186i,-0.0020548+0.00079192i,-0.0049157+0.0046999i,-0.0022783+0.0051804i,0.0016018+0.0016814i,0.0037099-0.00035674i,0.0066726-0.0022419i,0.0073345-0.0036322i,0.0025513-0.0027605i,-0.0019752+0.00055348i,-0.0021201+0.0015175i,-0.00061011-0.00076987i,5.8877e-05-0.0017854i,0.00045513-0.0023705i,0.00076337-0.0029046i,-9.5129e-06-0.0018186i
-0.00090343-0.002043i,-0.00091913-0.0030108i,-0.0025397-0.0016107i,-0.0029047+0.0015549i,-0.0013838+0.00358i,0.001277+0.0030424i,0.0020477+0.00071655i,-0.00011948-0.0013833i,-0.0023062-0.002181i,-0.0013228-0.0019041i,0.00064413-0.0012352i,0.00083858-0.0015586i,-0.0005883-0.0018088i,-0.00077174-0.0015186i,0.0001934-0.0017188i,-0.00010544-0.0016512i,0.00020167-0.00055825i,0.0012049-0.00041825i,0.0013398-0.0012332i,0.00071438-0.0021069i,4.8774e-05-0.00241i,-0.0001621-0.0016344i,-0.00081274-0.00051614i
-0.00061487-0.0035741i,-0.00061299-0.0034423i,-0.00068371-0.0030252i,-0.0018915-0.0024205i,-0.0017219-0.0014773i,-0.00048979-0.0010444i,-0.00032947-0.00050788i,-0.00089255+0.00056938i,0.00021776+0.00093062i,0.001509-0.0001625i,0.0018602-0.00091907i,0.0016007-0.00059216i,0.00014217+3.5605e-05i,-0.0016054+0.00062368i,-0.0022542+0.00060497i,-0.0023894-0.0001394i,-0.0016086-0.00098042i,-0.00063151-0.0013356i,-0.0013527-0.0012009i,-0.0021806-0.00084572i,-0.0013058-0.00085863i,-0.00014302-0.00062833i,4.7072e-05-6.757e-05i
0.0009648+0.0010946i,-0.00027886+0.0021298i,-0.0016327+0.0022113i,-0.001988+0.0010373i,-0.0020593-0.0008921i,-0.0017548-0.0012521i,-0.0022838-0.00041143i,-0.0028498+0.00068i,-0.0011767+0.0014568i,0.0011553+0.0011125i,0.0016779+0.00074119i,0.0010031+0.00098492i,3.4972e-05+0.00039623i,-0.0004027-0.00024808i,-0.00081727+0.00064327i,-0.00070296+0.0011555i,-0.0002275+0.00012006i,-0.00054733-0.0001601i,-7.4824e-05+0.00032923i,-0.00049627+0.0008646i,-0.0010712+0.00085869i,-0.00044536+0.00076017i,-0.00036196+0.00044065i
0.00052741+0.0060451i,0.00036364+0.0058912i,-0.00061381+0.0045858i,-0.0020496+0.0032998i,-0.0025036+0.0016624i,-0.0017864+4.3442e-05i,-0.0021348-0.00085759i,-0.0019866+0.00024108i,-0.00026893+0.0024569i,0.00060548+0.0028788i,0.0001333+0.0023751i,-0.00066499+0.0013407i,-0.00017384+0.001172i,0.00067183+0.0019278i,0.00092509+0.0023025i,0.0015085+0.0021928i,0.0014536+0.0016828i,0.00021739+0.00062158i,-0.00084175-0.0001829i,9.0485e-06+0.00087368i,0.00064348+0.0018209i,0.00041603+0.001068i,0.00018611+0.00010695i
0.0011885+0.0010114i,0.0034398-0.00015094i,0.0031857-4.8916e-05i,0.001444+0.0013419i,9.1741e-05+0.0014058i,-0.00095281+0.00014244i,-0.0016482-0.00064634i,-0.00070136-0.00036842i,-0.00016557+0.00018601i,-0.00080623+0.0002147i,-0.00026845-0.00019882i,0.00085653-0.00018787i,0.00097405+0.0002882i,0.0012944-0.00023703i,0.0021413-0.00063703i,0.0024849-0.00013777i,0.001542+3.5216e-05i,0.0010669+0.00016976i,0.00137+0.00090466i,0.0018303+0.0015459i,0.0019647+0.0011166i,0.00049646+0.00069276i,-0.00077788+0.00067321i
0.0014126-0.00052432i,0.0015194-0.00026104i,0.00073373-0.00021724i,0.00029842+0.00042095i,0.00028345+0.0017385i,0.00088719+0.001281i,0.0015275-3.8927e-05i,0.0014687+0.00015243i,7.5443e-05-0.00027496i,-0.00071856-0.0011667i,-0.00022167-0.00079077i,-0.00025972-0.00082272i,-0.00068013-0.0015495i,-0.00025547-0.00087223i,0.00060752+5.5803e-05i,0.00087147+0.00056289i,4.6938e-05-0.00015437i,-0.00033543-0.00056886i,0.00060763-0.00023755i,0.0013434-0.00047438i,0.0019487-0.00036086i,0.0017219-0.00021177i,0.00098614-0.00052428i
0.0010351-0.0018402i,0.00029679-0.0035335i,-0.0018781-0.0024669i,-0.0032952+0.00034702i,-0.0024348+0.0023481i,-0.00050067+0.0015045i,0.00025514+0.00062215i,0.00017024-0.0002233i,-3.4043e-05-0.0016159i,0.00060623-0.0014497i,0.00078693-0.00046796i,0.00059507-0.00055772i,0.00044964-0.00079927i,8.7515e-05-0.00064578i,0.00035347-0.0007535i,-6.1759e-05-0.0014164i,-0.00092213-0.00099691i,-0.00018087-1.1904e-05i,0.00068913-0.00017635i,0.00038566-0.00075921i,0.0005946-0.0011054i,0.00082625-0.00045687i,0.00028096+0.00061267i
-0.0033795+0.0026586i,-0.001899+0.003331i,-0.0014178+0.0026295i,-0.0016831+0.0015011i,-0.0012+0.00030327i,-0.0020063-8.0967e-05i,-0.0027506+0.00076344i,-0.0018026+0.0019009i,0.00067499+0.00097365i,0.0016109-0.00044787i,0.00040679-0.0002584i,-0.00026427+0.00031965i,-0.00078215+0.00012692i,-0.0015179-0.00079009i,-0.0020886-0.0012424i,-0.0023588-0.00097408i,-0.0013294-7.8339e-05i,-8.0091e-05+0.0011489i,-6.4396e-05+0.0010802i,-0.00076348-4.5953e-05i,-0.0015778-0.00050123i,-0.0016514-0.00059852i,-0.00021128-0.00104i
0.0045276-0.0026339i,0.00455-0.0015393i,0.0025837-0.00010639i,-0.00047056+0.0011175i,-0.0016258+0.0014257i,-0.0011483+0.0013282i,-0.0018818+0.0012121i,-0.0021458+0.0010011i,-0.00032947+0.001652i,0.00071256+0.0016532i,0.00068221+0.00084141i,6.0152e-05+0.001254i,-0.00083221+0.0018976i,-0.00026321+0.001483i,0.00048921+0.00061045i,-0.00075986+0.00044482i,-0.0015889+9.1845e-05i,-0.00076275-0.00045489i,-0.00075911-0.00045316i,-0.00090573-0.00014952i,-0.0010064-5.2143e-05i,-0.0008428+0.00025089i,-0.00092799-0.00011578i
0.0018305+0.0034042i,0.0032975+0.0017453i,0.004474-0.00024978i,0.0029747+0.00015038i,-0.00012374+0.0011452i,-0.0015999+0.00083287i,-0.0010342+0.00031641i,-0.00028082+0.00032135i,-0.00010315+0.00079653i,-6.6635e-05+0.0010172i,-7.3806e-05+0.00032646i,0.00028626+0.00088046i,0.00046186+0.0017045i,0.00080414+0.0021428i,0.00037861+0.0023672i,-0.0001685+0.001711i,2.0369e-05+0.00039509i,-7.1337e-05-0.00023298i,-0.00078609+0.0004067i,-0.0011364+0.0013618i,-0.00090351+0.0018448i,-0.0010656+0.0018055i,-0.001305+0.0010739i
0.00094727-0.0030432i,0.0012257-0.0050588i,-0.0010517-0.0051335i,-0.0031691-0.0019278i,-0.0024985+0.0013451i,-0.00068078+0.0015027i,0.00012201+0.0010768i,5.9701e-05+0.0013477i,-0.00077385+0.00099992i,-0.0011934+0.00043533i,-0.0012136+6.1021e-05i,-0.0011102+0.00017657i,-0.00042473+0.00072921i,0.00034091+0.0012632i,0.0009358+0.0004353i,0.00073067+0.00016567i,-6.1179e-05+0.00067275i,-0.00047243+0.0005576i,-0.00061347+0.0011396i,-0.00021168+0.0020248i,0.0003121+0.0018056i,0.00027463+0.001548i,3.0508e-06+0.00071517i
-0.0023182-0.0012438i,-0.0021849+0.00030906i,-0.00090596+0.0025783i,0.0001989+0.0035393i,9.7903e-05+0.002227i,0.0003886+0.00053189i,-2.2012e-06+3.051e-05i,-0.00028253+0.00095175i,0.00035659+0.00055235i,0.00070456-0.0011993i,0.00065172-0.0018049i,0.00036645-0.0011895i,8.6336e-05-3.5147e-05i,0.00033815-0.00015716i,0.00090866-0.0013459i,0.00098554-0.0020298i,0.00048622-0.0015155i,-0.00013091-0.00053948i,6.9857e-05+0.00068871i,0.00047634+0.00072437i,0.00089722+1.6736e-05i,0.0010524+0.00075039i,0.0002554+0.00093274i
0.00479+0.0026146i,0.0040359+0.0024719i,0.0014899+0.00080893i,-0.0015239+0.00072763i,-0.0030172+0.00023312i,-0.002132-0.00036202i,-0.0012557+0.000349i,-0.00023702+0.00036066i,0.00071413-0.0007478i,0.00024379-0.0017919i,0.00033599-0.0011179i,0.001154-0.000143i,0.001256-0.00017842i,0.0012459-0.0010319i,0.00098405-0.00087835i,0.00014818-0.00097095i,-0.0005589-0.00082159i,-0.0011405+0.0001958i,-0.00027651+0.00017703i,0.0011435-0.00013822i,0.0019631-0.00047946i,0.0011923-0.00074858i,0.00032852-0.00048834i
9.8356e-05+0.00049348i,0.0021085-0.0011353i,0.0026525-0.00056417i,0.00087406+0.0007972i,-0.00057839+0.0011632i,-0.0019108+0.0010639i,-0.001928+0.0012634i,-0.0007716+0.0016883i,5.411e-06+0.001325i,0.00049908+0.00035778i,0.0011135-0.00040041i,0.00083121-1.5254e-05i,0.00024903+6.3632e-05i,0.00010775-0.00011473i,-0.00092858+0.00035644i,-0.0013115+0.00048707i,-0.00079802+0.00077231i,-0.00063437+0.00097912i,-0.00045946+0.0007558i,-0.00021565-9.8482e-05i,0.00030377-0.001458i,0.00046234-0.0015574i,0.0007774-0.00066398i
0.0013735-0.0050539i,4.9664e-05-0.0038659i,-0.0013493-0.0018884i,-0.00096514-0.00023386i,8.4037e-05+0.00031763i,-9.1069e-05+0.00033223i,-0.00041369-0.00031947i,-0.00021916+6.5363e-05i,0.00034049+0.0017211i,0.0004526+0.0017037i,0.00016484+0.00021969i,-0.00044802-0.0010074i,-0.001182-0.0012773i,-0.0012841-0.00067218i,-0.00043297+0.0001978i,-6.8971e-05+0.0010266i,-0.0005228+0.0012014i,-0.00017151+0.00065198i,0.00057365+0.00026145i,3.775e-05+0.00022995i,-0.0011675+0.00030488i,-0.0009149+0.00010157i,0.00037163-0.00047875i
0.0010622+0.006612i,0.0015939+0.0060708i,0.00059371+0.0040375i,-0.0010649+0.0025991i,-0.0019406+0.0020907i,-0.0016731+0.00066714i,-0.0012597+0.00039384i,-0.00078536+0.00086055i,-0.00030881+0.00028377i,-0.00023249-0.0001217i,-0.0002678-0.00041988i,0.0004884-0.00028926i,0.001201+0.00080765i,0.00040508+0.00096526i,-8.0466e-05+0.0015122i,0.00050753+0.0021607i,0.00066484+0.0018093i,-0.0002318+0.0016527i,-0.00069453+0.0015811i,-0.0012466+0.0013347i,-0.0016025+0.00084036i,-0.00096931+0.00080808i,-0.00021786+0.00052299i
-0.001339+0.0016497i,0.00060837+0.0019512i,0.0015816+0.0018507i,0.00030346+0.001961i,8.5603e-05+0.00061107i,0.00036808-0.00046565i,0.00085491+0.00047652i,0.00088427+0.00080713i,-0.00014416-0.00022966i,-0.00085041-0.0012612i,-0.00072204-0.00094638i,-3.643e-05+0.0002839i,-6.8066e-05+0.00076351i,-0.00078481+0.00017792i,-0.00036441+0.00043427i,0.00035887+0.00054248i,0.00095954-0.00047303i,0.0010256-0.00027715i,0.00080481+0.0011351i,0.00072385+0.0015315i,0.00024413+0.001212i,3.6688e-06+0.00058643i,0.00044769-6.8211e-05i
0.0032222-0.0034409i,0.0031455-0.0037164i,0.0026804-0.0016607i,0.0022541+0.0012883i,0.00086676+0.0021317i,0.00019871+0.0012141i,1.2158e-06+0.0014711i,0.00025458+0.0017658i,0.00063387+0.0012022i,0.00096416-9.7782e-05i,0.0013427-0.00030766i,0.0014666+0.00050796i,0.0010224+4.6119e-05i,0.0011228-0.0008247i,0.0010079-0.0010604i,0.00028957-0.00033912i,-0.00054668-0.00028598i,-0.00096402-0.00039635i,-0.00010489-2.156e-06i,0.0005835+0.00034071i,0.00058797-3.2541e-05i,0.00035635-2.9384e-05i,-0.00016194+0.00052316i
