-0.0016051+5.1184e-05i,-0.00070899-0.0016465i,-0.00043064-0.0021931i,-0.00068447-0.0011547i,-0.0009565+0.00072224i,-0.00089071+0.0018096i,-5.4651e-05+0.001788i,0.00059167+0.0022969i,0.00053639+0.0017876i,0.00083738+0.00041011i,0.0012658-0.0003894i,0.0013299-0.0014143i,0.00081259-0.00059779i,-0.00017584+0.00034751i,-0.00018204-4.9573e-05i,9.9079e-05-0.00017661i,-0.00019348-0.00014943i,-1.4056e-05+0.00030975i,5.791e-05+4.0476e-05i,-0.00031885-0.00098611i,-0.00058333-0.00084147i,-0.00054504-0.00044549i,-4.1408e-05+4.8535e-05i
-0.0018533+0.0023996i,-0.00332+0.0025467i,-0.0025663+0.0029924i,-0.00094901+0.0025732i,0.00038372+0.0019762i,0.0012181+0.0018704i,0.0010595+0.0016091i,0.00051016+0.00072731i,-0.00043315+0.00061984i,-0.00018835+0.00035319i,0.0001173-0.00064562i,0.00041874-0.00060965i,0.00078846+5.6308e-05i,-7.0299e-06+0.00016725i,-0.00069158-0.00026697i,-0.00041808-0.00070122i,0.00030783-0.00015628i,0.00054335+0.00050561i,0.00048646-0.00012568i,0.00010168-0.00049792i,-0.00016643-0.00025507i,3.6302e-05+4.3062e-05i,0.000286+6.9716e-05i
-0.00027097+0.00054881i,0.00016698+0.0015385i,0.00085686+0.0029166i,0.0010904+0.0015776i,0.0009336+0.00078919i,-0.00010988+0.00069464i,-0.00076244+0.00043011i,0.00022537+0.0010539i,0.00062202+0.00078305i,4.166e-05-0.00074608i,0.00028162-0.0013653i,0.00065728-0.0007135i,0.00053244-0.00073578i,0.00050964-0.00044714i,-0.00022994+0.0001548i,-0.0005556-0.00017145i,-0.00029419-0.0012402i,0.00055504-0.0016013i,0.00078109-0.00098346i,-0.00053416+0.00026166i,-0.0012356+0.0003326i,-0.00084612-7.3195e-05i,-0.00049266+8.7151e-05i
0.0013106+0.0012649i,0.0017017+0.00014529i,0.0011635-0.00041249i,2.3371e-05+0.0010533i,-0.00086877+0.0019635i,-0.00032236+0.0017566i,-8.5577e-05+0.0015964i,-0.00026227+0.00065385i,-0.00044922-0.00036125i,-0.00072278-0.00035755i,-0.00064006+3.2978e-05i,-0.00069972-0.00010486i,-6.6872e-05+5.7201e-05i,0.0010513-0.00014761i,0.0013883-0.0011257i,0.00079629-0.00069881i,6.2445e-05+0.00026959i,0.00013701+0.00030359i,0.00057483-0.0001193i,0.00063205-0.00048503i,9.9923e-05-0.00028871i,-0.00038036+0.00014493i,-9.2343e-05+9.7421e-05i
0.00057611+0.00029615i,-0.00017238+0.00084351i,-0.0002704+0.0010691i,0.00021148+0.0015465i,0.00058393+0.001577i,0.00032278+0.00086268i,0.00028914+0.00064296i,0.00041239+0.00051705i,0.00039715-0.00060205i,-7.075e-05-0.0003204i,-0.00033716+0.00081002i,0.00010645+0.0011732i,0.00061143+0.0011462i,0.00039066+0.00020215i,2.7508e-05-0.00031172i,0.00029158-0.00016124i,0.0010592-0.00056699i,0.0017643-0.00095368i,0.0011807-0.00066891i,7.7713e-05-0.0011804i,-0.00041501-0.001328i,-0.00015571-0.00071859i,-0.00024372+4.5093e-05i
-0.0011796-0.0019805i,-0.00078794-0.00075261i,-0.00076859+0.0011485i,-0.00032389+0.0017372i,-0.00012169+0.0019414i,0.00022326+0.00218i,0.00074593+0.0013533i,0.00089649+0.00051246i,0.00078499+0.00023253i,0.00050779+0.00066736i,0.00066324+0.0016765i,0.00092064+0.001717i,0.00070803+0.0011607i,0.0001924+0.0011633i,0.00022846+0.00079316i,0.00053203+4.7438e-05i,0.00029946+3.6386e-05i,-0.00034469+0.00013373i,8.1e-05-0.00017114i,0.00057441-3.3416e-05i,-5.6188e-05+1.6179e-05i,-0.00042967-0.00039216i,-0.0006498-0.00028687i
0.0025066+0.00025842i,0.0021736-0.00050267i,0.001152-0.0011752i,0.00015244-0.00067711i,-0.00031161-0.00030576i,-0.0004361-0.00038135i,-0.00053224+0.00082394i,-0.00068846+0.00095358i,-0.00079044-0.00028088i,-0.00061899-0.00053807i,-0.00039345-0.00031005i,-0.00017722-0.00065959i,0.00013823+0.00013064i,-0.00084192+0.0014161i,-0.0013918+0.0009277i,-0.0010157+0.00017288i,2.883e-05-4.2972e-05i,0.0012183-0.00049196i,0.0012372-0.00065402i,0.00035027-0.00069293i,9.5287e-05-0.00026942i,0.0004072+8.2761e-05i,0.00030691+0.00048169i
8.8443e-05-0.00084013i,-0.00014592+0.00067951i,-0.00045004+0.0019048i,-0.00089257+0.0011494i,-0.0012183+0.00042302i,-0.0016108+0.00031399i,-0.0013015-7.5172e-05i,-0.00059815-0.00068601i,-0.00070817-0.00086282i,-0.0012056-0.00010747i,-0.00099101+0.00029039i,-0.00022886+0.00030012i,0.0009736+0.00031758i,0.001099+0.00034983i,-0.00016004-0.00052472i,-0.00069043-0.0010473i,-0.0010082-0.00075595i,-0.0011763-0.0010297i,-0.00068773-0.0010574i,-0.00011632-0.00076546i,0.00010576-0.00021122i,-6.8088e-05+0.00066044i,-0.00038333+0.0014717i
-0.0016588+0.0021715i,-0.00075022+0.0031023i,0.00063327+0.003125i,0.000542+0.0030066i,0.00014631+0.0031907i,4.1949e-05+0.0019095i,0.00031569+0.0006969i,0.0012124+0.00029987i,0.00092096+0.00019228i,-0.00030509+0.00074383i,-0.00037516+0.0015204i,-0.00039765+0.00052163i,-0.00060906-0.001442i,-0.00045165-0.001546i,0.00038907-0.00095126i,0.0011377-0.00099421i,0.00172-0.00030282i,0.0016129+0.00072071i,0.00067627+0.00066385i,0.00036677+0.0002732i,0.00011725+7.5586e-05i,0.00031393-0.00049544i,0.0011974-0.00029708i
0.0016069+0.00046596i,0.0016455+0.00064608i,0.00097761+0.00035377i,0.00035476+0.00049467i,0.00041627+0.00030149i,0.0012374+0.00060952i,0.0011599+0.00041996i,0.00015511-0.00011917i,-0.00052846+0.00031222i,-0.00055813+0.00085868i,-0.00016353+0.0011382i,0.00074107+0.0010237i,0.00056782+0.00092737i,-0.00040336+0.0013631i,-0.00060058+0.00052279i,-0.00036268-0.00017605i,0.00019062-4.062e-05i,0.0003412-0.00090149i,-0.00012865-0.0014038i,-0.0006395-0.0013616i,-0.00058742-0.00092196i,-0.00041793+6.4796e-05i,-0.0001252-0.00013561i
-0.00019958-0.00021992i,0.00048414-0.00091965i,-0.00054962+0.00034444i,-0.0020585+0.0018992i,-0.0019906+0.0024002i,-0.001246+0.0021656i,-0.00042947+0.0014053i,-0.00035282+0.0011672i,-0.00063118+0.0011364i,-0.00069699+0.00040351i,-0.0001895+0.0003433i,0.00061936+0.00055796i,0.0012453+0.00034022i,0.001941+0.00053811i,0.0021758+0.00071248i,0.0017136-0.00013654i,0.00031233-0.00056254i,-0.00085658-0.00083364i,-0.00082016-0.0010483i,-0.00023802-0.00033465i,0.00011937+0.00053851i,0.00036451+4.7759e-05i,0.00098601-0.000145i
-6.0534e-05+0.001036i,-0.00052126-9.9438e-05i,4.6143e-05-0.00012071i,-0.00015643+0.00016683i,-0.0003909+0.00021102i,0.00023052+0.00041969i,0.0005902+0.00072842i,0.00022961-0.00015743i,1.1643e-05-0.0011292i,-0.000173-0.0010277i,0.0003146-0.00080938i,0.0011-0.00077146i,0.00079637-0.00019718i,0.00054197+0.00029721i,0.00041597-0.000295i,2.4615e-06-0.00024303i,0.00028254-0.00011292i,0.0014455-0.00012626i,0.001604+0.00017284i,0.001356-0.00024486i,0.0012505-1.0066e-06i,0.00049232-5.0523e-05i,0.00057835-0.00030509i
0.0033203+0.00036057i,0.0024382+4.8489e-05i,0.0022942-0.00063454i,0.0019179-0.00085535i,0.00033675-0.00044788i,-0.00098455+0.00077768i,-0.0010247+0.0013124i,-0.00044318+0.00030764i,-0.00047573-0.00086959i,-0.0014281-0.00060352i,-0.00098843-0.00010936i,0.00040371+1.8183e-05i,0.00081953+0.00067308i,0.00032853+0.0012831i,0.00062408+0.00067383i,0.0010656-0.00022749i,0.00020942-0.0008263i,-0.00053878-0.0012425i,-0.00031674-0.00059748i,6.7949e-05+0.00037682i,0.00082953+0.00011359i,0.0011655-0.0007902i,0.00072875-0.00063861i
-0.0031217-0.00010401i,-0.0031166+0.00020839i,-0.0034366+0.0017558i,-0.0021254+0.0030614i,-0.00061774+0.0037096i,0.00055387+0.0032738i,0.00029718+0.0019554i,0.00033804+0.00070437i,0.00013306+0.0011553i,-0.0011121+0.0019701i,-0.0013019+0.001543i,-0.00036561+0.00020327i,-0.00020672-0.00062963i,-0.00031001-0.0019073i,-0.00061918-0.0027606i,-0.00061323-0.0023364i,6.3081e-05-0.00076691i,0.00072245+0.000703i,0.00047992+0.001176i,8.9777e-05+7.2252e-05i,-0.00036022-0.0007227i,-0.00085275-0.00016173i,-0.0010411-0.00049532i
-0.00030761+0.0010931i,-0.00074458+0.00023461i,-0.0017295-0.00026899i,-0.0018141+0.0001412i,-0.00084158+0.00082645i,-0.00059772+0.0011419i,-0.00057068+0.0011551i,-0.00021332+0.00072826i,0.0001934+0.0005231i,0.00068667+0.00041777i,0.00026432+0.00085022i,0.00013365+0.0017782i,0.0008483+0.0019489i,0.00019218+0.0013422i,-0.0010685+0.00054729i,-0.00068152-0.00027077i,-3.9495e-06-0.00081927i,-0.00021858-0.00079745i,2.4878e-05-0.0011277i,0.00024973-0.00099783i,0.00025783-0.00049467i,5.2756e-05+0.00037516i,-0.00020324+0.0010719i
0.0014661-0.0013367i,0.0013415-0.0014467i,0.00021882-0.002255i,-0.00088436-0.0019705i,-0.0010943-0.00086056i,-0.00032387+0.0003441i,0.00022692+0.00089208i,-0.0002279-0.0001238i,-0.00069927-0.00089186i,-0.00055605-0.00017771i,3.6224e-05+0.00048663i,-0.00026197+0.00017483i,-3.21e-05+0.00019451i,0.0013308+0.001075i,0.0025656+0.00096493i,0.0019237-2.2886e-05i,0.00046381-0.0006095i,4.7816e-05-0.0003i,9.5861e-05-0.00024039i,3.4746e-05-0.00017482i,-0.00036936+0.00053972i,-0.00038427+0.0011684i,-6.514e-07+0.00087504i
-0.00069072+0.0012531i,-0.00044017+0.001449i,0.0011259+0.0025853i,0.0019041+0.0038078i,0.001571+0.0042i,0.001324+0.0032147i,0.0014762+0.0016903i,0.0011768+0.0002834i,1.489e-05-0.0001543i,-0.00083639-0.00018298i,0.00037492-4.4875e-05i,0.0017233+0.00018729i,0.0016704+0.00031538i,0.0011826+0.00060963i,0.00060685-3.9826e-05i,0.00036066-0.00016676i,0.0002322+0.00014749i,0.00070979+0.00039034i,0.00049526+0.0009021i,-0.0003235+0.00053464i,-0.00016814+0.00013636i,0.00041251+0.00048629i,0.00064037+0.00081993i
-0.0026228+0.0013895i,-0.0025495+0.0011592i,-0.0026903+0.0016844i,-0.0016102+0.0020509i,8.9191e-05+0.0024857i,0.00061406+0.0018137i,0.00031279-0.00031168i,0.00034276-0.00046013i,4.4172e-06+0.00023957i,-0.00048207+0.00015923i,-0.00095286-3.3196e-05i,-0.0010684-0.00024444i,0.00012422-0.00048048i,0.00052464-0.00059679i,0.00043847-0.00037468i,0.00089051+1.5429e-05i,0.00039111-0.00033219i,-0.00017566-0.00070173i,-3.7825e-05-0.00029981i,-4.5675e-05+0.00016331i,0.00021047+0.00014404i,0.00014096+0.00021182i,-0.00034276+0.00072427i
-0.00011303-0.0015491i,-0.00058438-0.0010973i,-0.0021811+0.00015839i,-0.002736+0.0013422i,-0.0016368+0.0026136i,-7.6463e-05+0.0023556i,0.0005063+0.0020467i,-0.00024037+0.001958i,-0.00074792+0.0010937i,-0.00087751+0.0010931i,-0.0004103+0.0015191i,0.00028848+0.0014964i,0.00016723+0.00046899i,-0.00054662-0.00037753i,-0.00057434-0.0012044i,-0.00027943-0.0020761i,-0.00039091-0.0016517i,-0.00014271-0.00049628i,-0.00073921-0.00022369i,-0.00066817-0.0004075i,0.0002983-0.00016207i,0.00044568-9.1989e-05i,-0.00033762+0.00013352i
0.00098067-9.2588e-05i,0.0019513-0.00059653i,0.0021353-0.0002268i,0.00099076+0.00045391i,-5.1276e-05+0.00095119i,-0.00057275+0.0011166i,0.00042234+0.00085988i,0.0012633+0.00061824i,0.00069793+0.00069297i,5.6959e-05+0.00080941i,-0.00041453+0.00077332i,-0.00040843+0.00022552i,9.722e-05+0.00071865i,0.00047301+0.001187i,0.0001089+0.00088642i,-0.00018508+0.00051893i,-0.00030867-0.00034714i,-0.00053799-0.00059183i,-0.00073913-0.00033421i,-0.00059308-0.00029151i,-0.00039177-0.00017812i,-0.00013859+0.00046i,-4.7689e-05+0.00060464i
0.0018674+0.0014138i,0.0017475+0.0016376i,0.00060968+0.001301i,-0.00077912+0.0017845i,-0.0012903+0.0015802i,-0.00030263+0.00076889i,0.00022111+0.00020556i,-0.00036277-0.00030947i,-0.00065588-0.00095758i,-0.00094156-0.0016218i,-0.00038062-0.00092072i,0.000915-0.00012248i,0.00098594+0.00072421i,0.0013049+0.00095144i,0.0024165+0.00091513i,0.0020342+0.00086448i,0.0010997+0.00050142i,0.00071933+0.00047808i,0.00094019-0.00013049i,0.00080837-0.00025001i,0.00066016+0.00060496i,0.00037225+0.0011376i,-3.2138e-05+0.001164i
-0.0019087+0.0022071i,-0.0013195+0.0015388i,-0.00039484+0.0023415i,0.00018246+0.0020496i,0.00048695+0.0012779i,0.00084145+0.00045368i,0.00088218+8.9031e-05i,0.00020376-0.00042793i,-0.00034241-0.0013122i,-0.00072972-0.0011354i,0.00022504-0.00095191i,0.001035-0.00087245i,0.0007824-0.00028989i,0.00066431-0.00024268i,0.00090619-0.00083139i,0.0012127-0.0009464i,0.002223-0.00071079i,0.0025387-0.0002901i,0.0011621-0.0002526i,-0.00032865-0.00014834i,-0.00015285-4.0205e-06i,0.00075495-0.00010208i,0.0012295-0.00014004i
-0.0023482+0.0034078i,-0.0028518+0.0035719i,-0.0011518+0.0043938i,0.0013621+0.0034614i,0.0019504+0.0027882i,0.00063451+0.002109i,-0.00045133+0.00034207i,-0.00085594-0.00012827i,-0.00016977+0.0003191i,-4.1902e-05-4.8185e-05i,-0.00045687-0.0011096i,-0.0010392-0.0015705i,-0.0010853-0.00047352i,-8.3424e-05-8.8113e-05i,-0.00025265-0.00065632i,-0.00072511-0.00033584i,-0.00066603+7.7574e-05i,-0.00084716+0.00054989i,-0.00051858+0.00093634i,0.00056966+0.00050376i,0.00051585+0.00053027i,-0.00025295+0.0012027i,-0.00096351+0.00061381i
0.0030932-0.0009732i,0.0040477-0.0017436i,0.002921-0.00083008i,0.0013759+0.00097352i,-1.78e-05+0.001597i,-0.00017822+0.0014858i,0.00055915+0.0012184i,0.00031758+0.00077213i,-0.00076246-0.00017425i,-0.00087564-0.00030315i,-0.00053288+4.821e-05i,-5.2523e-05+0.0004051i,-0.000389+0.00045723i,-0.0015378-0.00041113i,-0.0015803-0.00072822i,-0.0006874-0.00047033i,-9.171e-05+1.4327e-05i,-0.0003534+2.2321e-06i,-0.00045738-8.0039e-05i,-0.00050431-0.00016251i,-0.00071947-0.00014836i,-0.00069441+0.00071604i,-0.00035634+0.00088783i
-0.00086179-0.001991i,9.4951e-05-0.0022651i,2.3693e-05-0.0033066i,-0.0020352-0.0015454i,-0.0026549+0.0013955i,-0.00088074+0.0026585i,0.00018578+0.0016893i,3.7882e-06+0.00056413i,-0.00064272+0.00052668i,-0.00078662+0.00085431i,6.7613e-05+0.00093266i,0.0014246+0.0010461i,0.0011848+0.0010995i,0.00055322+0.0012997i,0.00044019+0.00092086i,5.3834e-05+0.00041872i,0.00023298+3.5102e-05i,0.00024654-0.0010461i,0.00031082-0.00089414i,0.00015829-8.0762e-05i,-0.00013744-0.00024569i,-0.00019141-0.00069935i,-0.0003686-0.0011269i
0.00016605-0.0013884i,-0.00068465-0.00053899i,-0.0011635-0.00070147i,-0.0012733-0.00010988i,-0.00098547+0.00096508i,0.00017202+0.0012041i,0.00039522+0.00074747i,0.00035736-0.00081015i,0.00031938-0.0020689i,-0.00018561-0.0018367i,-0.00098352-0.00017064i,-0.00019513+0.0012145i,0.0014924+0.0017093i,0.002461+0.0017083i,0.0020149+0.00067812i,0.00094773+0.00016804i,0.00058209+0.0006093i,0.00071657+0.00043111i,0.00029428-0.00013809i,8.6682e-05-0.00094276i,0.00012405-0.0016098i,-0.00016628-0.00069151i,-0.0004186+0.00099802i
0.0013219+0.0022208i,0.0035364+0.0022472i,0.0052627+0.0032979i,0.0041583+0.0029584i,0.002336+0.0020416i,0.00071924+0.001385i,-0.0004077+0.00076982i,-0.0009273+0.00023254i,-0.0011556-0.00059898i,-0.0012773-0.00070744i,-0.0011706-0.00066292i,-0.00050872-0.00063305i,0.00063825+0.00013922i,0.0011205+0.00016438i,0.00023074-0.00050896i,0.00012833-0.00053473i,0.00079014-0.00043687i,0.00091331-0.00053361i,0.00086691-0.00042323i,0.0013803+6.3088e-05i,0.00092481+0.00022537i,0.00037639+0.00015433i,0.0002194+0.00025066i
0.0013145-0.0012604i,0.00023841-0.0022515i,0.00030403-0.0032571i,0.00058739-0.0027433i,0.00048303-0.0014773i,0.00036414-0.00050464i,0.00011106+0.0004393i,-9.8398e-05+0.00045964i,-0.00071138+0.00030533i,-0.0017034+0.000517i,-0.0017725+0.00052444i,-0.00075347+0.00027835i,0.00037708+0.00013379i,0.00043896+0.00024412i,-0.00036699-0.00062448i,-0.0011769-0.0013445i,-0.00079915-0.00054618i,5.0794e-05+0.0002463i,-0.00026228+0.00095673i,-0.00058837+0.0012966i,6.5364e-06+0.0012997i,0.00099597+0.0010482i,0.00068516+0.00049019i
-0.0029326+0.0011406i,-0.0030205+0.0023016i,-0.0029902+0.0032935i,-0.0025103+0.0037291i,-0.0013629+0.0035666i,-0.0004007+0.003118i,0.00017021+0.0019366i,8.0072e-05+0.00019124i,-0.00018431-4.7487e-05i,0.00011051+0.000376i,0.00071208+0.0015417i,0.0011612+0.0021452i,0.00056911+0.00073585i,0.00018005-0.00083865i,1.2134e-05-0.00049599i,-0.00032433+0.00028518i,9.5706e-05+0.00063714i,0.00018085+0.00015745i,-0.00030787-0.0010345i,-0.00016068-0.0012988i,0.00052141-0.0010691i,0.00063834-0.00035712i,0.00011889+3.4285e-05i
-5.2857e-05-0.0030934i,0.00024171-0.0025658i,7.6163e-05-0.0014733i,-8.5047e-05+0.00085363i,-0.0003674+0.0031407i,-4.2465e-05+0.0027815i,0.00038537+0.001448i,0.00029733+0.0012778i,-0.00013978+0.0009141i,0.00035528+0.0004448i,0.0011849+0.00036263i,0.0017493+0.00069473i,0.0027265+0.00080756i,0.0027519-6.5078e-05i,0.0014236-0.00049873i,0.00041019-9.269e-05i,0.00035384-0.00090963i,0.00066911-0.0016766i,0.00061974-0.0016898i,0.00052585-0.0014989i,0.00033245-0.00071186i,3.505e-05-5.8901e-05i,-2.2703e-06+0.00054652i
-0.0015125+0.0013337i,-0.0025711+0.0020443i,-0.0021007+0.0013477i,-0.00063141+0.00033892i,-0.00072133+0.00094458i,-0.0019153+0.0014738i,-0.00099787+0.00068008i,9.7346e-05+0.00015613i,0.00058276-0.00060526i,0.0010795-0.00071506i,0.0010247-0.00026502i,0.0015402+0.00027489i,0.0022698+0.0012377i,0.0029591+0.0010626i,0.0023915+0.00053524i,0.0015805+0.00058252i,0.0015204+0.00041905i,0.0016271+0.00017499i,0.0015634-0.00041114i,0.0011092-0.00068006i,-1.6341e-05-1.7902e-05i,-0.001147+0.00016668i,-0.00090563+0.00030987i
-0.0027068-9.2719e-05i,-0.0025836+0.0017577i,-0.0027816+0.0029768i,-0.0024573+0.0045491i,-0.0014426+0.0046792i,-0.00014367+0.0036664i,0.00010527+0.0026706i,-1.0121e-05+0.0016109i,-0.00068985+0.00050202i,-0.0014698+0.00017128i,-0.00085899+0.00037101i,0.00013087+0.00070802i,0.00099065+0.00054368i,0.0015614-0.00012084i,0.0009833-0.0012021i,0.00088593-0.0019299i,0.0013677-0.0017218i,0.0005609-0.0013999i,-0.00058434-8.7944e-05i,-0.00024123+0.0011568i,-8.412e-05+0.00060395i,0.00022045-0.00039422i,0.0010814-0.00042646i
0.0024518+0.0017206i,0.0030606+0.00063318i,0.003011-0.00057344i,0.001173-0.001699i,-0.00028181-0.0018245i,-0.0008186-0.00040169i,-7.1805e-05+0.00052785i,0.00023888+0.00033178i,-9.8275e-06+0.0003468i,-0.00021848+3.9244e-05i,-0.00039794-0.0003466i,0.00033498-8.7077e-05i,0.00046656+0.00053842i,-0.00029024+0.00046298i,-0.00099621+0.00030988i,-0.0015935+0.00052175i,-0.0012321+0.00069835i,9.2943e-06+0.0010197i,0.00020379+0.0007984i,-0.00038477+8.0312e-05i,0.00022247-0.0001067i,0.00053181+2.8598e-05i,0.00086273-0.00046585i
-4.4296e-05-0.0029467i,-0.0014738-0.0030778i,-0.0033896-0.0027221i,-0.0032729-0.00080441i,-0.0022281+0.0015028i,-0.0019369+0.0024487i,-0.00089013+0.0013012i,0.00012114+0.00026048i,-0.0011351+0.00047019i,-0.0022191+0.00067779i,-0.0011131+0.001683i,0.00058302+0.0022642i,-1.684e-05+0.0013344i,-6.1167e-05-0.00032555i,0.00036144-0.0014972i,-7.1481e-05-0.0013039i,-0.00026253-0.00069714i,0.0002904-0.00088061i,1.445e-05-0.0011788i,-0.0003962-0.00081907i,-0.00013083-0.00062008i,0.00014046+0.00030441i,-0.0003066+0.00074253i
0.00066271+0.0010507i,0.0016634+0.0020081i,0.0014403+0.0017238i,0.00013348+0.0017141i,-0.00065035+0.0013832i,-0.00056068+0.0012843i,0.00030446+0.0010184i,0.00043611+3.8711e-05i,-9.0225e-05-0.00042106i,-0.00026147+0.00036035i,2.9679e-05+0.0013474i,0.00030177+0.0019014i,0.00062525+0.0014144i,0.00056151+0.00089958i,-0.00030401-0.00021814i,-0.0001836-0.00018452i,0.00084024+0.00056271i,0.00041769+0.00010405i,0.00031517-9.1351e-05i,0.00089714-0.00019493i,0.00066535-0.00080694i,7.3835e-05-0.00095918i,8.186e-05-0.00031561i
0.0027469-0.0027166i,0.0027677-0.0039919i,0.0018025-0.004508i,-0.00038365-0.0026289i,-0.0019891-0.0013876i,-0.00096628+0.00086383i,0.00020186+0.0017909i,0.00016709+0.00049838i,5.3468e-05-3.4066e-05i,-0.00022519+0.00038019i,0.00035095+0.00065045i,0.0019364+0.00045323i,0.0029229+0.00066513i,0.0035402+0.00066443i,0.002537+0.00021299i,0.00091755-7.8105e-05i,0.00098023-0.0003294i,0.001773-0.00017892i,0.002149+0.0002738i,0.001343+0.00016461i,4.6737e-05+0.00032606i,-9.4673e-05+0.0004208i,6.347e-05-7.82e-05i
-0.0033534-2.4223e-05i,-0.0046865+0.0012663i,-0.004927+0.0023136i,-0.0027925+0.0021229i,-0.0010088+0.0023464i,-0.00010681+0.0016397i,0.00027475+0.00041695i,-0.00010422+0.00017563i,-0.00095057+3.9128e-05i,-0.0016257+0.00063997i,-0.00082075+0.0010639i,0.00089255-9.1629e-06i,0.0018053-0.00073874i,0.001195-0.0010137i,0.00041276-0.0015675i,0.00029484-0.0016812i,0.00040874-0.00066077i,-0.00040024+0.0003849i,-0.00098362+0.00059559i,-0.00030377+0.00050349i,0.00013161+0.00032792i,0.00045348-1.6358e-05i,0.0014041-0.0007406i
0.00051621+0.0035642i,0.002183+0.0032341i,0.0030752+0.0027127i,0.002084+0.0020677i,0.00096713+0.0014887i,0.00051833+0.00059488i,0.00013774+0.00011939i,0.00022208+4.4324e-05i,0.00062619+0.00013945i,0.00032239+0.00039702i,-0.00076377+0.0010726i,-0.0014094+0.00083197i,-0.00089416+5.8873e-06i,-0.00063742-0.00053318i,-0.0012595-0.00073839i,-0.00098132-0.00062367i,-0.00026298+2.7112e-06i,-0.00069716-0.00033474i,0.00037766-0.0015934i,0.0013442-0.00055929i,0.00089239+0.00085206i,0.00053106+0.00028482i,-0.00038046-0.00038662i
-0.0018995-0.0034483i,-0.0020657-0.004042i,-0.0028819-0.0043436i,-0.0025075-0.001645i,-0.0011003+0.0013013i,0.00056527+0.0022685i,0.0010593+0.0017404i,0.00036907+0.0013984i,-0.00057974+0.0012023i,-0.0013172+0.0012112i,-0.00038417+0.00091513i,0.00079721+0.00052248i,0.0005994+0.00068927i,0.00038+0.00027246i,-5.2491e-05-0.00051362i,5.6156e-05-0.00031399i,0.00048071-0.00083494i,0.00028032-0.0015089i,-0.00022857-0.0015487i,-0.00055884-0.0016464i,-0.00021942-0.00080109i,-4.9103e-05+2.3301e-05i,0.00030876+0.00062079i
-0.0017232-0.0023367i,-0.0026269-0.0010771i,-0.0025905-0.00023108i,-0.0023281+0.00080126i,-0.002096+0.0019083i,-0.0011693+0.0024894i,0.00024971+0.0017374i,0.00052469+0.00061648i,-0.0009923+0.00069261i,-0.0014141+0.0011095i,7.2276e-05+0.0015214i,0.00084461+0.0021449i,0.00069216+0.0024124i,0.00058989+0.0014884i,0.0002203+0.00014075i,-0.00083211+0.0001599i,-0.00032461+0.00018666i,0.00081589+0.00030915i,0.00058437+0.00084771i,-0.00023672+0.00077335i,-0.00063646-1.7818e-06i,-0.00023458-0.0011987i,0.00028724-0.0015547i
0.0012892+0.0016802i,0.0020448+0.0018991i,0.0022574+0.0025927i,0.001886+0.0022936i,0.0018092+0.0020702i,0.0011095+0.00099512i,0.00079343+0.00027467i,0.00046614+0.00037938i,-4.8648e-05+0.00012984i,-2.6861e-05+0.00034538i,0.00059968+0.00021706i,0.0018706+8.2962e-05i,0.0023761+0.00049821i,0.0019436+0.00070664i,0.0015424+0.00073442i,0.00078555+0.00041125i,0.00031183+0.00016446i,0.00067218-0.00012087i,0.00032756-0.0004914i,-0.00016635+3.7093e-05i,-0.00027762+0.001189i,-0.00051288+0.00096876i,-0.00040306+0.00028303i
-0.00083994+0.00051614i,-0.00028496-0.00024964i,-0.00051925+0.00033611i,-0.00097048+0.00066811i,-0.0010517-0.00016296i,-0.00087424-0.00085885i,-0.0010969-0.00051923i,-0.0012836-0.00031325i,-0.0011338-0.00071551i,-0.00071252-0.00018511i,-0.00021194+0.00087072i,-0.00028766+0.00025516i,-0.00032533-0.00094784i,-0.00056039-0.00068727i,-0.00064825-0.00022793i,-0.00053922-0.00053804i,-0.00090708-0.0002485i,-0.0014387+3.7141e-05i,-0.00096402+0.00097226i,3.6005e-05+0.0014838i,-0.00034127+0.00051268i,-0.00025534-0.00020398i,0.00063581-0.00051721i
-0.0037133-0.00096676i,-0.0031611+0.00053817i,-0.0027219+0.0016761i,-0.0015398+0.0023331i,-0.00024352+0.0036109i,1.4819e-05+0.0034686i,-0.00042901+0.0019314i,-0.00055705+0.00037534i,-0.00037433-0.00073246i,-0.00054465-0.00023085i,-0.00027529+0.00072875i,0.00097075+0.00054852i,0.0010138+7.9808e-05i,0.0005315-0.0001085i,0.00035718-0.00072809i,-0.00020276-0.00086957i,-0.00043631-0.0011326i,3.1265e-05-0.0011254i,0.00083513-0.00081134i,0.0010797-0.00066624i,0.00050979-0.00015925i,-0.00054285+0.00086129i,-0.00091104+0.0011529i
0.001601+0.0010174i,0.0018019+0.00029233i,0.0010797+0.0008378i,0.00032312+0.0017145i,0.0013473+0.0017588i,0.0025209+0.00094807i,0.0020022+0.00033884i,0.00046322+1.8677e-05i,-0.00095593-0.00018569i,-0.0011623+0.00015801i,-0.00056715+0.00025176i,0.00064443-0.00093265i,0.00089418-0.0014603i,0.0001642-0.0014049i,8.1441e-05-0.00065421i,-1.4679e-06+0.00021327i,0.00032975+2.6012e-05i,0.00050931-0.00055362i,-0.0003235+9.0027e-06i,-0.00039817+0.00061146i,-6.0846e-05+0.00038087i,-0.0010023-0.00028616i,-0.00036556-0.00026278i
