-0.0015007+0.00079965i,-0.00070162+0.0021015i,-0.00036784+0.002547i,-0.00027288+0.0018473i,-0.00037525+0.0012536i,-0.00063515+0.0019719i,5.638e-05+0.0023931i,0.00099921+0.0014283i,0.0011188+0.00072799i,0.0010549-0.00018418i,0.00068659-0.0011248i,0.0007091-0.00085529i,0.00076166-0.00095739i,-0.00050613-0.0012292i,-0.0013802-0.00049861i,-0.00095522+1.1514e-05i,1.5638e-05+0.00028664i,-5.1421e-05+0.00067046i,-0.00036544+0.001048i,-0.00039668+0.00071494i,-0.00023195-0.00054567i,0.00055382-0.0004696i,0.00080678-0.00025156i
-0.00067239-0.00012303i,0.00052186+0.00068585i,0.00066926+0.0022105i,0.00081032+0.002177i,0.0011813+0.0026705i,0.00051457+0.0019055i,0.00049067-0.00022289i,0.0003446-0.0010375i,-6.2591e-05-0.00058663i,0.00043879-0.00041374i,-2.2502e-05-0.00088702i,-0.00066009-0.00060083i,-0.00066615-0.00059181i,-0.00023482-0.0010409i,-0.00019502-0.00092684i,-0.00067746-0.00042507i,1.2685e-05-0.00010345i,0.00069602-0.00050023i,0.00012834-0.00037453i,-0.0007449-0.00013657i,-0.0003209-0.00055712i,0.00057535-0.00043935i,0.00038388+9.9708e-06i
-0.0024617-0.00036273i,-0.00054416+0.0019141i,0.00062255+0.0026532i,0.00030501+0.0016938i,0.0004305+0.0010732i,0.0010973+0.00085653i,0.00067218+0.00053014i,0.00034223-0.00016837i,-0.00029283-1.1884e-05i,-0.00065515-0.00039666i,9.8446e-05-0.0010156i,0.00029704-0.0012069i,0.00028085-0.0012634i,1.7544e-05-0.0004224i,0.00025512-0.00018767i,0.00018472-0.0005899i,0.00023952-0.00069314i,0.00070649-0.00044519i,-2.5301e-05-0.0001804i,0.00012614-0.00043619i,0.00050191+2.0673e-05i,0.0002927+0.00086021i,0.00025285+0.00073368i
0.00032948+0.00013865i,0.0004053+0.00011253i,0.00099796+0.00023684i,0.0014477+0.0011994i,0.00063828+0.001496i,0.000368+0.0017806i,0.00040088+0.0014966i,-4.8488e-05+0.00044451i,-0.00021395+0.00028979i,-0.00025013+0.00030964i,-0.00053748-0.00022238i,-0.00047175-0.00052246i,-0.00069613-0.00012994i,-0.00060266-0.000664i,-1.7841e-05-0.00056015i,8.0184e-05+0.00056869i,0.00042159+0.00045843i,0.00062596+0.00077864i,5.5737e-05+0.00072583i,-0.00029992-0.00044484i,-3.1304e-05+0.00011672i,0.00034209+0.00072273i,6.6378e-05+0.00038189i
0.00017574+1.7617e-06i,-3.1906e-05+0.00033664i,-5.455e-05+0.00081784i,-0.00046457+0.00068206i,-1.214e-05-0.00024057i,0.00054288-1.1573e-05i,0.00032751+0.001122i,0.00036929+0.0014381i,0.00056697+0.00073821i,0.00070188-0.00031967i,0.00052184-0.00062378i,0.00020136-0.00030477i,0.0006311+3.4419e-05i,0.0013378-0.00079784i,0.00098399-0.0005173i,0.0003115+6.0441e-05i,-0.00055205+0.00048217i,-0.0014148+0.00065102i,-0.0011202+0.00038826i,-0.0011419+0.00011553i,-0.0010761-0.00047019i,-0.00067562-0.0010035i,-0.00048395-0.00063042i
-0.00043494-0.00044166i,-0.00037656+0.0010153i,-9.147e-05+0.0016395i,-0.00011681+0.0021383i,-0.0003595+0.0025i,-0.00028468+0.0033147i,-0.0001336+0.0019375i,4.8551e-05-0.00072345i,-0.00010224-0.00094878i,8.9704e-05-0.00045771i,0.00041633-0.00046339i,-0.00010284-0.00034825i,-3.9351e-05-8.277e-05i,0.00010112-0.00048013i,-0.00014566-0.00081601i,-0.00038644-0.00014889i,-0.00052796+0.00012477i,0.00022046+0.00015475i,0.00035254-0.00037993i,0.00042705-1.4933e-05i,0.0006388+0.00098748i,-7.7365e-05+0.00059679i,-4.1332e-05-0.00012708i
-0.00056372-0.0015364i,-0.0013673+0.00040074i,-0.0014615+0.0015721i,-0.0006782+0.0022385i,-0.00098731+0.0027599i,-0.00013565+0.0024263i,0.0010487+0.0015262i,0.00055852+0.0008209i,0.0003898+0.00021802i,0.00013322-0.00068726i,-0.00044746-0.00095726i,-0.00024362-0.0010075i,0.00045853-0.0012316i,0.00079901-0.00087083i,0.00102+1.2121e-06i,0.00077181+0.00021692i,4.7438e-05-0.00012777i,-0.00021338+0.00014303i,-6.3095e-06+0.00011488i,-4.6671e-06-0.00034311i,0.00023605-0.00022628i,0.00053473+0.00014131i,6.6613e-05+2.9629e-05i
0.00037365+0.00091062i,-0.00078458+0.0018074i,-0.0010875+0.0028322i,-3.3004e-05+0.0033659i,0.00050302+0.0026961i,-0.0001409+0.0017871i,-0.0002221+0.0011247i,-8.5996e-05+8.9816e-05i,-0.00027581-0.00013027i,5.5575e-05-0.0003359i,-4.3629e-05-0.00085772i,-0.00035412-0.0011907i,-0.00049306-0.0012006i,-0.00032844-0.00027324i,-0.00042676+0.00037449i,-0.0004445+7.2452e-05i,-0.00027015+0.00022354i,-5.6576e-05+3.1369e-05i,-0.00017601+3.0231e-05i,-0.00035586+0.00061964i,0.00017583+0.0010213i,9.9149e-05+0.00087202i,0.00017533+0.00021643i
0.00096669+0.00097349i,0.001783+6.5841e-05i,0.0015146+0.0010684i,0.00043178+0.0016815i,0.0002053+0.0016882i,-1.6455e-05+0.0019003i,-5.5712e-06+0.0011622i,0.00093198+0.00019244i,0.00087007-0.00011541i,5.98e-05-0.00038452i,0.0003277-0.00039281i,0.0011282-5.6288e-06i,0.001265+0.00022191i,0.00051623+0.00037072i,0.00057684-5.8952e-05i,0.00083653-0.0011351i,-0.00021807-0.0013771i,-0.00077231-0.00083601i,-2.0712e-05-0.0002296i,0.00030039+0.00079678i,0.000696+0.00045381i,0.0005553-0.0011472i,-0.00024406-0.0012543i
0.0012651-0.0025081i,0.00038307-0.00249i,-0.00021611-0.0024163i,-0.00048963-0.0010568i,-0.0010703+0.00096865i,-0.0011123+0.0015132i,-0.00023031+0.0010485i,0.00081272+0.00088973i,0.0010413+0.00060358i,6.9246e-05-0.00027623i,-0.00057419-0.0008076i,-0.00017538-0.00046761i,1.0333e-05+0.00026462i,-0.0001232+0.000343i,0.000356-0.00043588i,0.00082576-0.00083267i,0.0004176-0.00016621i,-0.00025392+0.00043796i,-0.00047621+0.00043006i,0.000178+0.00066795i,0.0005455+0.001175i,0.00037066+0.00089541i,-0.00022536-2.5275e-05i
0.0011473-0.00052669i,-0.0011434+0.00043549i,-0.00090984+0.0013665i,0.00020291+0.0015443i,-0.00035883+0.00088269i,-0.00079835+0.0012483i,0.00036134+0.001845i,0.0011774+0.0012008i,0.0012391+0.00034235i,0.0010793+6.5927e-05i,-1.1341e-05+0.00021968i,-0.00032916+6.7315e-05i,0.00049694-0.00018064i,0.00078973-0.00013062i,0.0010547-0.00046068i,0.0013138-0.00064665i,0.00065614-0.00038946i,0.00027282-0.00013554i,-0.00059634+8.8212e-05i,-0.00088443+0.00043703i,0.00013455+0.0011185i,0.00027065+0.0011001i,0.00028647+0.00026798i
0.0025603-0.00032388i,0.0027904-0.00061986i,0.0013664-0.00077556i,1.9831e-05-0.00056147i,-0.00065965+0.00041913i,-0.00048115+0.0011675i,0.00038589+0.0007509i,0.00059819+0.00041844i,3.2825e-05-0.00032364i,-5.5593e-05-0.0010636i,0.00015338-0.0010967i,0.00029663-0.00026305i,-0.00037088+0.00072239i,-0.00063709+0.00016888i,0.00041757-0.00062115i,0.00064737-0.00042375i,-0.00017787-0.00036669i,-0.00051268-0.00024451i,-0.00031818+0.00027649i,-0.00070136+0.00011312i,-0.00058329-0.00032967i,0.00031869+2.7261e-05i,0.00036299+0.00023846i
0.0017173-0.00054998i,0.00094352-0.00059428i,0.00045622+0.00016148i,0.0011943+0.00032574i,0.00081836+0.00096056i,-0.00011606+0.0013422i,-3.6708e-05+0.0012245i,-0.00027242+0.0012741i,-0.00041704+0.00025652i,-0.00029704-0.00051611i,-0.00077474-0.00096434i,-0.00074584-0.00086461i,-0.00069094+8.6853e-05i,-0.00064113+0.00030208i,-3.6064e-05+0.00049623i,0.00090829-0.00025012i,0.0012678-0.0006564i,0.00078651-0.00012477i,0.00090178+0.00035929i,0.00036683-0.00028476i,-5.9777e-05-0.0013958i,-0.00019603-0.0010458i,-0.00022789-0.00073883i
-0.00054285-0.00019295i,-0.00017576+0.00059103i,-6.8476e-05+0.0014117i,-0.00025862+0.00092862i,0.00037062+0.00040643i,0.0012042+0.00031509i,0.0012747+0.0005671i,0.0012548+0.0011709i,0.00097875+0.00033924i,0.0002778-7.6119e-05i,-0.00014506+0.0001077i,-0.00035271-0.00012825i,-0.00062974+4.5168e-05i,-0.00015924+0.00057993i,0.00012685-7.0583e-05i,-0.00019074-0.00090612i,-0.0008282-0.00041447i,-0.00089779+3.5625e-05i,-0.00032949-9.6413e-05i,0.00044991+3.6809e-05i,0.0003553+0.00044298i,0.00011671+0.00076313i,0.00016455+0.00073932i
0.00013735-0.00060746i,-0.00037555+0.0008867i,-0.0015039+0.00173i,-0.0017941+0.001576i,-0.0007662+0.0019264i,-0.00029878+0.0022986i,0.00016643+0.001255i,0.000824+0.00033377i,0.001103+8.4663e-05i,0.00074143-0.00070264i,6.7932e-05-0.00082829i,-0.00057338-0.00010903i,-0.00055806-0.00042138i,0.00046773-0.0012068i,0.00076411-0.0010006i,0.00060705+2.858e-05i,0.00018022+0.00092664i,3.0214e-06+0.0008829i,1.3709e-05+0.00056932i,-0.00027147+0.0003746i,-0.00037012+2.9572e-05i,-0.00028774-0.00071733i,-0.00044555-0.00051163i
6.5353e-05+0.00031082i,-0.00037665+0.0011152i,-0.00064346+0.00093769i,-0.00051196+0.0017817i,-0.0011514+0.0023238i,-0.00031645+0.0022227i,0.00065283+0.0017538i,0.00054968+0.00062921i,-0.00024374-0.00068165i,-0.0003514-0.0013711i,6.0244e-05-0.001287i,-0.00037267-0.00078001i,-0.00044009-0.00047119i,-0.00025137-0.00036441i,-0.00060496-0.00021496i,-0.0013578+7.579e-05i,-0.0015432+0.00037649i,-0.00035619+0.00032552i,0.00023063+8.2371e-05i,-0.00015294-0.00013058i,-9.904e-05-1.9126e-05i,0.0001583-9.5879e-05i,5.6428e-05-0.00030617i
-0.0020935-0.00086729i,-0.0015348+0.00057421i,-0.00046571+0.001901i,-0.00017099+0.0027277i,-0.00036219+0.0027322i,-0.00050302+0.0018329i,-0.00034236+0.0010741i,1.6955e-05+0.00096519i,-0.00039262+0.00039411i,-0.00072606-0.00050676i,-0.00025447-0.00058714i,0.00041452-0.00093067i,0.00051358-0.0007629i,0.00082263-0.00013i,0.00082627-0.00014828i,3.6392e-06-0.0010029i,0.00023861-0.00075425i,0.00056-7.3541e-05i,5.3409e-05+0.0004089i,-0.00027129+0.00031826i,0.00070454-1.2894e-05i,0.001174-0.0001973i,-0.00019702-0.00081345i
0.00082422+0.00057944i,0.00073991+0.00047809i,0.00064936+0.00023368i,0.00042359+0.0010587i,-2.802e-05+0.0017744i,-0.00075579+0.0011973i,-0.00080094+0.00029811i,-0.00050433-5.4461e-05i,-0.00030998-0.00035416i,0.00027045-0.0012421i,0.0006079-0.0013351i,0.00079055-0.000843i,0.00046308-0.00038765i,0.00046692-0.0007002i,0.00081971-0.0005266i,0.00027731+0.00038185i,-0.00013364-6.4032e-05i,0.00046458-0.00065472i,0.00060148-0.00019681i,0.0003817-0.00015251i,0.00061633-0.00045843i,0.00069054-0.00010026i,0.00078445-1.2959e-05i
0.00049747+0.0019598i,0.00038252+0.002021i,-2.7487e-05+0.0016765i,0.00075805+0.001545i,0.0014594+0.0012716i,0.00092206+0.00087085i,0.000403+0.00035142i,-9.2798e-05+0.00048887i,0.00017039+0.00072797i,0.0014173-3.4067e-05i,0.0014448-0.00032774i,0.00016988+0.00024657i,-6.5433e-05+0.00020878i,-8.6946e-05-0.000184i,-0.00089926-0.00056445i,-0.00044355-0.0010144i,0.00082256-0.00088228i,0.00049075-8.1409e-05i,-0.00042247+0.00047493i,-0.00016897+0.00039248i,-1.0297e-05+3.1945e-05i,-0.00018243-0.00014985i,-0.00013759-0.00012804i
-0.00064156+0.00079973i,-0.00034865+0.0018571i,0.0010718+0.0018841i,0.00092566+0.0015451i,-0.0003801+0.0011334i,-0.00054438+0.0010848i,-0.0001909+0.0007214i,0.00020693+0.00014955i,-0.00021073-0.00022663i,-0.00047548-0.00068518i,-0.00084533-0.0006879i,-0.0011317-8.7461e-05i,-0.00044607-6.167e-05i,-0.00043011+0.00017593i,-0.00087277+0.00034834i,-0.00073983-0.00086865i,-0.0002415-0.00087829i,-0.00042554+0.00024574i,-0.00061432+1.5793e-05i,-0.00032512+0.00011839i,-0.00040945+0.00075517i,-0.00077853+0.00051936i,-0.00034075+0.00013914i
0.00055378-0.00086369i,-0.00030754-0.0013858i,-0.00073266-0.0024175i,-0.00069384-0.0011386i,-0.00055536+0.00051893i,-0.00052829+0.00092692i,-1.6823e-06+0.00075942i,0.00060552+7.0348e-05i,0.00055026-0.00056335i,0.000815-0.00012721i,0.00080013-0.00015904i,7.4269e-05-0.00053198i,-0.0007378-0.00049237i,-0.00081731-0.00029344i,-0.00069624+0.00017158i,-0.00049837+0.00029044i,-0.00059055+0.0001337i,-0.00049958+0.0002207i,0.00022434+0.00071621i,0.00044734+0.00034176i,0.00078278+0.00015561i,0.0016478+0.00075887i,0.0011353+0.00067806i
0.0012422-4.2929e-05i,6.1329e-05+0.00047295i,0.00050711+0.0013747i,0.0010423+0.0023429i,0.00062142+0.0024067i,0.00032124+0.0017043i,0.00026362+0.00084373i,8.4527e-05-5.8395e-05i,-0.00020015-0.00054815i,0.00015916-0.00084349i,0.00063458-0.00057558i,0.00057084+0.00022938i,0.00088335-0.00024839i,-0.00028255-0.0013072i,-0.0017275-0.00098551i,-0.0018543-0.00061931i,-0.00087129-0.00049991i,0.00023953+0.00010625i,0.00018266+0.00065397i,-0.0003825+0.00065515i,-0.00060844-0.0002062i,-0.00020269-0.0012407i,0.00051068-0.0014238i
-0.0002732+0.0030338i,0.0013198+0.0021334i,0.0016858+0.0024729i,0.002056+0.0026415i,0.001749+0.0020813i,0.00058585+0.0017413i,-0.00043801+0.00093451i,-0.00082474-6.4942e-05i,-0.00024921-0.00030619i,0.00016619-0.00054908i,0.00022832-0.0015561i,-5.592e-06-0.00097016i,-0.00048667-0.00042135i,-0.00057195-0.00095294i,2.8199e-05-0.00051164i,0.00070548-0.00015688i,0.00093055+0.00035765i,0.00042807+0.0010704i,0.00041653+7.9085e-05i,0.00052478-0.00017734i,0.00058522+0.00029451i,0.00031977+3.6875e-06i,7.6283e-05+0.00019471i
-0.0031428-0.00016816i,-0.0035352+0.00039809i,-0.0025877+0.0020232i,-0.00099351+0.003137i,8.522e-05+0.0029637i,0.0007303+0.0021867i,0.0011647+0.0010555i,0.00030228+0.00046054i,-0.00016357+0.00036737i,0.00052789+0.00054908i,0.00047953-0.00023225i,0.00011074-0.00071268i,0.00023925-0.00081395i,0.00025237-0.00078736i,-3.7986e-05-0.0013591i,-0.00019115-0.00081657i,-0.00032348+0.000234i,-0.00014696+0.00070523i,-0.00059141+7.8949e-05i,-0.00031855-0.00021911i,0.00041016+0.00010008i,0.00051373+0.000506i,0.00029334-0.00051222i
1.2008e-05-5.1528e-05i,4.5375e-05-0.00011121i,0.00023852+0.0004217i,2.7472e-05+0.0014502i,-5.2818e-05+0.00094403i,0.00042612+0.00077388i,0.00029764+0.00086593i,-0.00011836+0.00070161i,-6.0088e-05+0.00058407i,-0.00020756+0.00028814i,-0.00032634-0.00058325i,-0.00031759-0.00061775i,0.00033319-7.2556e-05i,0.0012164+0.00034236i,0.00063344+0.00025956i,-5.4665e-05-0.00055724i,0.00043377-0.00032869i,0.00012393+0.00015616i,-0.00036924-9.7379e-05i,0.00010713+0.00015853i,0.00015266+0.00026255i,0.00012219-0.0003139i,0.00049892-0.00063884i
0.00055619+0.00090485i,0.0012918+0.00031905i,0.0016844+0.00060458i,0.0010832+0.0021609i,0.00077948+0.0024669i,0.00042309+0.0019517i,0.0008718+0.0019765i,0.00068032+0.0015524i,0.00053249+0.00070967i,0.00080347-0.00014261i,0.00050672-0.00071145i,0.0004861-0.00058871i,0.00023141-0.00033086i,-0.00040713-0.00029987i,-0.00043916-6.6907e-05i,6.2524e-05-0.00054253i,0.00012153-0.00072425i,-6.9997e-05+2.1535e-06i,0.00023253+0.00034939i,0.00068642+0.00030699i,0.001238+0.00029107i,0.0020108+0.00018285i,0.0011654-3.4902e-05i
-0.0012744-0.00099629i,-0.0024826-0.00051205i,-0.0030714-6.9979e-05i,-0.0021606+0.00077876i,-0.0010363+0.0015288i,-1.2963e-05+0.0022104i,0.00081932+0.0018773i,0.00080556+0.00079141i,0.00035507+0.00029006i,0.00030014-0.00042438i,0.0004683-0.00080249i,0.0006056-0.00068375i,0.00037583-0.00052652i,9.9044e-05-0.00084559i,0.00032906-0.0010211i,2.5702e-05-0.00012076i,-0.00060187-0.0001648i,-0.00061378-0.00097531i,1.773e-05-0.00024341i,7.023e-05+0.00032747i,0.00023811+0.00019934i,0.0010739+6.5031e-05i,0.00055024+0.00059912i
0.00037653+0.0016911i,0.00031771+0.0032632i,0.00081684+0.0033266i,0.00085049+0.0027351i,0.00039838+0.002361i,0.00063983+0.0009613i,0.0012458-0.00010766i,0.00095589-7.7066e-05i,0.00094821-0.00036302i,0.0011936-0.00025859i,0.00047456-0.00020385i,5.4058e-05-0.00086275i,0.0007377-0.0016865i,0.00049604-0.0010741i,-0.00054339-8.1198e-05i,-0.00038097-0.00028794i,9.427e-05+4.6344e-06i,-0.00044886+0.00017221i,-0.001116+0.00014731i,-0.00052329+0.00014773i,2.2119e-05+0.00028687i,-8.5097e-05+0.00021015i,-0.00027371-4.0865e-06i
0.00039812-0.0013958i,-0.0010964-0.00079006i,-0.0029101+0.0010694i,-0.0023252+0.002261i,-0.00061494+0.002424i,0.00052438+0.0021489i,0.00014876+0.0010289i,-0.00014721+0.00011596i,0.00039199-0.00049068i,-0.00017099-0.00079826i,-0.00054357-0.00088976i,0.00015469-0.00030176i,0.00048436-1.2993e-06i,-0.00044442-0.00042139i,-0.0013216+0.00024941i,-0.0010522+0.00048442i,-0.0003711+0.00017597i,-0.00018054+0.00022018i,0.00020372-5.49e-05i,0.00031848-0.00062616i,-0.00023791-8.3619e-05i,-0.00088048+0.00035884i,-0.00031767+6.4411e-05i
0.0013593-0.0011897i,0.00067374-0.0010619i,0.00022259+0.00021277i,-6.199e-05+0.001724i,0.00041094+0.0027568i,0.00026911+0.0031854i,0.00076804+0.0021773i,0.0016691+0.00086102i,0.0012545-0.0007734i,0.00060374-0.0007339i,-0.00033004+0.00021723i,-0.00047761+0.00052161i,0.00035183+0.00024207i,0.00086339-0.00057053i,4.873e-05-0.00055167i,-0.00020291-7.7362e-06i,-0.00026203-0.00019307i,-0.00032627-0.00055239i,-0.00017481+6.9076e-05i,-1.0161e-05+0.00053389i,0.00034935+0.00040019i,0.00075833+0.00045339i,0.00072649+0.00021367i
-0.00095321+0.0025603i,-0.0010952+0.0031909i,-0.00047948+0.003347i,0.00030488+0.0031053i,0.00070211+0.0029077i,0.0014237+0.0020451i,0.0016981+0.00089089i,0.001369+0.00037855i,0.00026618-0.0001185i,-0.0004857-0.00063205i,-0.00032462-0.00076641i,-0.00021411-0.00094747i,-0.00045209-0.0012633i,-0.00039517-0.0012064i,-0.00091378-0.00072365i,-0.00094016-0.00043356i,-0.00042373+2.0011e-05i,-0.00064654+0.00012636i,-0.00097822-0.00018713i,-0.00053737+0.00018107i,0.00021075+0.00065953i,-0.00015246+0.00040811i,-0.00064597-0.0005009i
-0.0018365-0.0014612i,-0.0024803-0.0018522i,-0.0023664-0.00074703i,-0.0017067+0.001665i,-0.0011113+0.0028564i,-0.00012795+0.0031832i,0.00047816+0.0022017i,0.00066771+0.00076317i,0.00088859-0.00067861i,0.00096646-0.00055059i,4.3867e-05+0.00018007i,-0.00079439+0.00010182i,-0.00095162-0.00037928i,-0.00047694-0.00085907i,0.00024862-0.00073553i,0.00058777-0.000275i,1.8439e-05-0.00028106i,-0.00065005-0.0010891i,-0.00024424-0.0013369i,-6.2843e-05-0.00088362i,-0.00036469+0.00010043i,-0.00028127+0.00024668i,6.0831e-05-0.00021487i
-0.0022956+0.0010269i,-0.0019987+0.0011476i,-0.0016433+0.0027516i,-0.00046481+0.0034397i,0.00074808+0.0024011i,0.0014024+0.001144i,0.0011567+0.00022841i,0.00065604-0.00041833i,6.0791e-05-0.00049773i,-0.00033447+0.00010035i,-0.00028144-0.00045071i,-5.7749e-05-0.0015511i,7.3198e-05-0.0015258i,-0.00058308-0.0010433i,-0.00028195-0.00059144i,0.00041009-0.0005696i,-2.6087e-05-0.00045126i,-0.0007026-0.00067877i,-6.1225e-05-0.00019132i,0.00043279+0.00027576i,0.00048797-0.00016481i,0.00050308-0.00046776i,0.00020359-0.00042797i
0.0022355-3.6385e-05i,0.0019745-7.578e-05i,0.00088134-0.00024017i,0.00061417+0.00034851i,-0.00069134+0.001241i,-0.0013198+0.0017357i,0.00026184+0.0015576i,0.00080436+0.00056924i,-0.00013953-0.00062135i,-0.00059661-0.0013082i,-0.00071372-0.0010136i,-0.0008963-0.0002442i,-0.0006275-5.7063e-05i,0.00037639-0.00010303i,5.9276e-06+4.681e-05i,-0.00013988-0.00033553i,-1.3456e-05-0.00048822i,-0.00059222-0.00084001i,-0.00042543-0.0011255i,-2.3235e-05-0.00049342i,0.00024351-9.4752e-05i,0.00068428+0.00010414i,0.00014194-0.00013889i
-0.00099124-0.0011111i,-0.0015585-0.00029743i,-0.0010274+0.00032554i,0.00078563+0.001499i,0.0011828+0.0024203i,-0.00046981+0.0017695i,-0.00078275+0.0012543i,-0.00025587+0.0010751i,0.00015629-3.5716e-05i,0.00088636-0.00090897i,0.0010277-0.00065904i,0.00063288-0.00018i,0.00017368+0.00013118i,-0.00024151-0.00013757i,-0.00030326-0.00017621i,-0.00041821+0.00011857i,-0.00016615+0.00024659i,0.00016599+0.00070211i,2.8573e-07+0.0008408i,-0.00029355+0.00049473i,1.2201e-05+0.0004498i,0.00061734+0.00040557i,0.00070325+8.7281e-05i
-0.0001029+2.6153e-06i,-0.0010932-1.2364e-05i,-0.0019588+0.00096378i,-0.0011692+0.0012512i,-0.00027105+0.0011757i,0.00017286+0.0014521i,0.00033716+0.0017581i,-7.5007e-05+0.00050556i,-0.00016217-0.00026991i,2.5534e-05-0.00031533i,5.8496e-06-0.00098066i,0.00049141-0.0011777i,0.0008362-0.0003072i,6.9838e-05-0.00024428i,-0.00041637-0.00044075i,-0.00017968-0.00048864i,9.9744e-05-0.00052266i,4.8543e-05-0.00062217i,-0.00059274-0.00065667i,-0.00051115+1.8908e-05i,0.0005788+0.00019183i,0.0006059-0.0004487i,-3.2955e-05-0.00043289i
0.0015241+0.0016971i,0.00097653+0.0019386i,0.0010778+0.0015646i,0.0015064+0.00083073i,0.001454+0.00093044i,0.00050546+0.001748i,-0.00073162+0.0013704i,-0.00019793+0.00010167i,0.001288+0.00012144i,0.0015071-2.9034e-05i,0.00069381-0.0011459i,-0.00028341-0.00061303i,-0.00045538+0.00056439i,-9.4405e-05+0.00024228i,0.00039014+6.0126e-05i,0.00051186+0.00028952i,0.0001674+0.0009262i,-0.00057685+0.00098057i,-0.00041769+0.00082808i,0.00050733+0.0012843i,0.00079731+0.00080525i,0.00068238-4.9377e-05i,0.00046318-0.00031915i
0.0020977+8.6421e-05i,0.0012389-0.00042375i,7.3301e-05+0.00017672i,-5.5802e-05+0.00015282i,0.00044209+8.578e-05i,0.00029165+0.00093959i,0.00026894+0.0012459i,0.0009036+0.00025026i,0.00075407-0.00051971i,0.00037679-0.0010362i,-7.4187e-05-0.00093365i,0.00030042-8.2035e-05i,0.0004414+0.00040667i,0.00039428+9.3391e-05i,0.00095157-0.00026192i,0.0005858-0.00024652i,-0.00069321-2.866e-05i,-0.0013024+0.00018922i,-0.00063264+0.00046048i,-7.5674e-05+0.00058826i,-2.2612e-05+0.00030951i,-0.00015998+0.0001681i,-8.0376e-05+0.00032354i
-0.00046259-0.0017497i,-0.001148-0.00047298i,-0.0015333-0.00043112i,-0.0015921+3.1573e-05i,-0.0011014+0.0013466i,-0.00030703+0.0023978i,3.5247e-05+0.0015477i,-0.00018594+6.455e-05i,-0.00033527-0.00051818i,-6.9467e-05-0.00057871i,0.00045095-0.0012959i,0.00030145-0.00098226i,-0.00035714+2.9337e-05i,-0.00045137+0.00054414i,-0.00018527+0.00021473i,5.6213e-05-0.00048123i,-0.00031886-0.00065723i,-0.00011387-0.00021897i,0.00029269-0.00039326i,-4.9982e-05-0.00041806i,-5.1174e-05+0.00015277i,-0.00038111-0.00034089i,-0.0009055-0.00074155i
0.0005629+0.00039081i,0.00069912+0.00039949i,0.00032891+0.00012098i,-2.467e-05+0.0013277i,0.00029923+0.0024971i,0.0008329+0.0026851i,0.00043049+0.0020154i,0.00020226+0.00090974i,0.00045795+0.00049511i,6.3284e-05-0.00014309i,0.00040454-0.00029939i,0.00087978-0.00015463i,0.00043985+0.00031466i,-7.1871e-05+0.0010428i,-0.00026351+0.0014182i,-0.00010851+0.0014421i,0.00028326+0.0014122i,9.5485e-05+0.001271i,0.00014522+0.00096469i,0.00041367+0.00066352i,3.2401e-06+0.00012432i,-0.00071402+0.00024162i,-0.00060685-0.00016705i
0.00043944-0.00033309i,0.00023646+0.00025965i,-0.001068-0.00044333i,-0.00055761+0.00037505i,7.0615e-05+0.0014185i,0.00025119+0.0014483i,0.00082363+0.001601i,0.00056559+0.00084012i,9.2279e-05-0.00024116i,0.0005404-0.00041152i,0.00092114+0.0002008i,0.00053191+0.00089024i,-6.4836e-05+0.0010155i,-0.00066999+0.00086695i,-0.00075923-0.00011012i,-0.0010752-0.00082981i,-0.00091461-0.00098888i,-0.00080099-0.00094762i,-0.00064887-0.00026724i,-0.00049882+0.00043271i,-0.00047671+7.1393e-05i,-0.000228-0.00068955i,0.00046678-0.00058954i
-0.0020332+0.0010519i,-0.0014042+0.0029288i,4.0624e-05+0.0033991i,0.001412+0.0025065i,0.0015897+0.0012955i,0.001524+0.00037272i,0.0012479-5.2205e-06i,0.00082618-0.00087446i,0.00034884-0.0010679i,0.00032237-0.00041701i,0.00021125-0.00037511i,4.8973e-05-0.00054985i,-2.4018e-05-0.00080768i,-0.00029235-0.00048321i,-0.00046604+0.00040985i,-0.00055798+0.00043824i,-0.00019795-0.00050157i,-0.00015831-4.6993e-05i,-0.00067514+0.00056585i,-0.00048212+0.00069583i,-7.8524e-05+0.00024456i,2.4406e-05-0.00052516i,0.00042314-0.00094171i
0.0019759+0.0012197i,0.0014531+0.00038454i,0.000756+0.00092208i,0.00043292+0.0011392i,-0.00051229+0.0010586i,-0.0009576+0.00079038i,-0.00056403+0.00023393i,0.00030399-5.3868e-05i,0.0006826-0.00046645i,0.0010465-0.00099681i,0.00055322-0.0011107i,-0.00082347-0.00087471i,-0.0013071-0.0010194i,-0.00085021-0.00061063i,-0.00058498-0.00018346i,-0.00024392-0.00035561i,0.00078852+0.0005109i,0.00035647+0.00068766i,-0.00075295+0.00054093i,-0.0002402+0.0013689i,0.00019859+0.0017945i,0.00014983+0.00064176i,0.00038091-0.00039329i
