-0.0013475+0.00049752i,-0.0023271+0.00074068i,-0.0025175+0.0016245i,-0.0017575+0.0015219i,-0.00066145+0.0017498i,4.7515e-05+0.0018545i,0.00015887+0.00086507i,0.00043943+0.001418i,0.00077314+0.0020406i,0.0013853+0.0016816i,0.0015362+0.0010433i,0.0011086-7.2604e-05i,0.0010484-0.0010181i,0.0011968-0.00080548i,0.00022088-0.00044913i,2.1516e-05+4.0291e-05i,-0.00017154+0.00027963i,-0.00084456+0.00061429i,-0.00060759+0.00089535i,-0.00019538-0.00013262i,-0.00031814-0.00068464i,-0.00091024-0.00049425i,-0.0011318-0.00010017i
-2.3376e-05-0.00088884i,1.9772e-05-0.0012955i,-0.00062745-0.00077665i,-0.00074473+4.2236e-06i,0.0012728+0.00079893i,0.0021927+0.00017683i,0.0012412-0.0011528i,-2.2178e-05-4.3132e-05i,-8.4178e-05+0.0014792i,0.00040729+0.00084748i,0.0003197+0.00016144i,7.7303e-05+0.0011859i,0.00015525+0.0016578i,-0.00040542+0.00085631i,-0.0014509+0.00017168i,-0.00085242-0.00045504i,2.7097e-05+1.9889e-05i,-0.00027856+0.00049424i,-0.00049493-0.00025002i,-9.1104e-05-0.0002805i,0.00037519-0.00035395i,-0.00027377-0.00064591i,-0.00057146-0.00036746i
0.00047249-0.00052769i,0.00077662+4.3285e-05i,-0.001143+0.0015014i,-0.0025061+0.0021481i,-0.0010679+0.0017754i,0.00071855+0.00079293i,0.00054335-0.00032645i,-0.00046288-0.00043856i,-0.00045084+0.00056537i,-0.00071548+0.0012305i,-0.00094029+0.0011301i,-0.00080596+0.00096736i,-0.00023918-5.6235e-05i,-5.2294e-05-0.00055885i,-0.00092033-3.9849e-05i,-0.0011896-0.00047772i,-0.00049604-0.00072744i,-0.00011725-0.00050296i,-0.00021177-0.00045395i,-9.1354e-05+9.8485e-05i,0.0006199+0.00049582i,0.0010837+0.00044717i,0.00062806+0.00044337i
0.00038346+0.0026086i,0.0015965+0.0034864i,0.0018712+0.0029323i,0.0011775+0.0022591i,0.00041295+0.0018081i,0.00056043+0.00056292i,0.00016957+0.00026605i,-0.00049634+0.00064526i,-0.00056082+0.0016191i,-0.00099245+0.0021016i,-0.00118+0.0014707i,-0.00051228+0.00035106i,0.00036649+0.00011064i,0.00029649+0.00054516i,-0.00025546+0.00018202i,-0.00050758-2.4004e-06i,-0.00042078+0.00035097i,1.759e-06+0.00055686i,0.00043929+0.0007617i,0.00057632+0.00074862i,0.0005698+0.00063339i,0.0011396+0.00018631i,0.001045-0.00016406i
-0.0007829-0.0013074i,-0.0022275-0.0026128i,-0.0018592-0.0024476i,-0.0019034-0.00060039i,-0.00097071+0.00080117i,0.00075526+0.00038652i,0.00060337-0.0007417i,-0.00037498-0.00047516i,-0.00016917-7.9713e-05i,0.00018633-0.00023637i,-0.00030397+4.525e-05i,-0.00033035-4.317e-05i,-0.00047231-0.00064319i,3.8128e-05-0.00079552i,0.0010718-0.00040991i,0.00074735+0.00056778i,0.00060818+0.0004839i,0.00052787+6.4744e-05i,0.00018374-0.00033069i,-0.00014006-0.00057325i,5.4088e-05-0.00031377i,0.00051604-0.00042919i,0.00014974+0.00017053i
0.00076554-0.00067087i,0.00065523-0.00044122i,-0.00072595+6.2298e-05i,-0.001311+0.0011247i,-0.00048805+0.0021924i,0.00018387+0.0012301i,0.00055723-0.0011117i,0.00076039-0.0012256i,0.00012278+0.00037667i,-0.00060342+0.00060425i,-9.1912e-05+0.00045953i,0.00064895+0.00032257i,0.00050756-0.00017173i,-0.0005614-0.0003056i,-0.00097397+0.00018661i,-0.00072528+1.3305e-05i,-0.00077039-0.00011311i,-0.00033405-7.8804e-06i,0.00013569+8.193e-05i,0.00029566+0.00031226i,-0.00015068+0.00010205i,-0.0010499-0.00016926i,-0.00061687-8.0954e-06i
-0.00018118+0.0010383i,0.0010616+0.0024539i,0.00034411+0.0042118i,-0.0011474+0.0038151i,0.00023693+0.0030107i,0.0027143+0.0022788i,0.00284+0.00084935i,0.00092703-2.59e-07i,-0.00048599-0.00025043i,-0.00063283+0.00047386i,-6.3159e-05+0.0017106i,0.00064503+0.0010838i,0.00044507-0.00026573i,3.3963e-05-0.00081266i,0.00015142-0.0007501i,-0.00016417-9.9964e-05i,-0.00017647+0.0004745i,0.00023184+0.00028542i,-1.069e-05-0.0002018i,-5.3055e-05-0.00050203i,-0.00033687-0.00063353i,-0.0006307-0.00021505i,-0.00025318+0.00015328i
0.00058991-0.00090424i,-0.00012688-0.001812i,-0.00038521-0.0013258i,-0.00022629-0.00067662i,-0.00022884-0.00060208i,-0.00018514-0.00037327i,-0.00034603-0.00016779i,-0.00087373+0.00024451i,-0.0011946+0.00032144i,-0.00074011+0.00046183i,-0.00050904+0.00041747i,-0.00032069+0.00059361i,5.8297e-05+0.0012277i,0.00050368+0.0015284i,0.00066064+0.00086624i,0.00032197+1.8261e-05i,0.00015236-0.0012906i,0.00066169-0.001392i,0.00060668+5.092e-05i,0.00056933+0.00064017i,0.00063788+0.00054667i,0.00035263-4.7048e-06i,-0.00027477-0.00022666i
0.0014069+0.00071348i,0.00041194+0.0015489i,-0.00076038+0.0024505i,-0.00031615+0.0017002i,0.00034836+0.00077416i,0.00032554+0.00044979i,-4.6632e-05-0.00011551i,-0.00060151-8.1302e-05i,-0.0006483+0.00035989i,3.648e-05+0.00041727i,0.00025386+0.00062432i,-0.00018066+0.00050262i,-0.00024611+0.00054944i,-0.00041659+0.0010116i,-0.00073143+0.00054223i,-0.00055169-0.00015039i,-0.00067631+0.00017484i,-0.0007905+0.00064989i,2.3732e-07+0.00049432i,0.0007059-0.00026937i,0.00066152-4.1971e-05i,0.00059774-0.00018311i,8.1909e-05-7.6357e-06i
-0.00036394-0.00097129i,-0.0016906-0.00039455i,-0.0033427-0.00034425i,-0.0029046-4.103e-05i,-0.0020526+0.00081778i,-3.4414e-05+0.00046251i,0.00063933-0.00019656i,-0.00078028+0.00065508i,-0.0012568+0.0013802i,-0.00077011+0.0006566i,-8.5906e-05+0.00051923i,0.00097169+0.00044957i,0.00062574-0.00050404i,0.00062306-0.00079602i,0.0010763-0.00049472i,0.00040201-0.00057883i,0.00010597+0.00016262i,0.00059508+0.00012517i,0.00023491-0.00076741i,-0.0007138-0.00056273i,-0.0002886-0.00046534i,0.00066299-0.00036212i,0.00029823-9.7057e-05i
-0.001515-0.0009874i,-0.0010525-0.001647i,-0.00039095-0.0013596i,-0.00022041+0.00012478i,0.00017568+0.0012746i,0.00037006+0.00026443i,0.00073704-0.0008771i,0.0010777-0.0001756i,0.00058501+0.00066311i,-0.00046279+0.00087135i,-0.00068653+0.0001149i,-0.00019466-8.6654e-05i,-0.00015766-0.00060415i,-0.00017979-0.0014671i,-0.00028193-0.00074796i,-0.00046572+0.00036916i,-0.00012278+0.00080413i,-9.731e-05+0.00096065i,-0.00035031+0.00055793i,-0.00033542-5.3645e-06i,-0.00048237+0.0002814i,-0.0002299+0.00040017i,-0.00018549+0.00030858i
-0.00023103+5.9837e-05i,9.3547e-05+0.0021316i,-0.0017019+0.0030547i,-0.0024583+0.0035022i,-0.0010412+0.0036507i,0.00074653+0.001601i,0.00070641-0.0007405i,-0.00054107-0.00070977i,-0.00051051-0.00017276i,0.00049232+0.00014902i,0.0007341+0.00079577i,0.00058803+0.00037136i,-0.00029478-0.00013061i,-0.00055277+0.0004297i,-0.00013056+0.00016695i,4.1891e-05-0.00058064i,0.00012492-0.00028443i,9.4182e-05+0.00041392i,0.00020986+0.0012868i,0.00038489+0.0014235i,0.00028298+0.00060621i,0.00033217+0.00039808i,-6.4969e-05+0.00036922i
-0.00024473-0.0012886i,-0.0020276-0.00103i,-0.0027198-0.00050563i,-0.0014564+0.0011421i,-0.00042338+0.0024372i,0.00033561+0.0020264i,0.00087274+0.00059113i,0.00071551+6.6779e-05i,3.4058e-05+0.00022012i,-0.00050911+0.00060159i,-0.00032787+0.00096441i,0.00023657+0.00033704i,0.00013161+8.7552e-05i,-0.00059084+0.00020035i,-0.00069346-0.00031077i,-0.00022955-0.00018582i,-8.2398e-05-0.0003262i,-1.7161e-05-0.00035585i,0.00042076+0.00027685i,-3.7692e-05+0.00010983i,-0.00022177-0.00032527i,-0.00029004-0.00012034i,-0.00055715+0.00068033i
-0.00089673-0.0024344i,-0.0030324-0.0020064i,-0.003953-0.0017902i,-0.0041067+5.4249e-05i,-0.0020655+0.0017509i,-0.00010104+0.0020428i,0.00022741+0.0010047i,-2.2411e-05+0.00015823i,-0.00041981+0.00032862i,-0.0006627+0.00027877i,-0.00049836+0.00043263i,0.0001074+0.00034976i,0.00028634-0.00062111i,-0.00040808-0.0011136i,-0.00082761-0.00070199i,-0.0016275-0.00041854i,-0.0012261-0.00108i,-0.00036444-0.00039848i,-6.631e-05+0.00014179i,0.00024809-0.00071438i,0.00080852-0.0003129i,0.00018186-6.0092e-05i,-0.00029157+4.1999e-05i
-0.00030559-0.00013147i,0.00011145+0.00049368i,-0.00092162+0.0019647i,-0.0011459+0.0027091i,0.0008828+0.0029524i,0.0014568+0.0015006i,0.00097898-0.00037232i,0.00050405-0.00039948i,0.0001114+2.642e-06i,0.0001675+0.00044633i,-0.0002644+0.0003513i,-0.000584+0.00041891i,-0.0011768+0.0003391i,-0.0013188+3.0968e-05i,-0.0011094+5.0662e-05i,-0.0010042+0.00050268i,-0.00070425+0.00071342i,1.9218e-05+0.00030684i,0.00021764+0.00010359i,0.00043251+0.00034584i,0.00024201-0.00021792i,-4.655e-05-0.00026216i,0.00010408-3.1585e-05i
6.5871e-05+0.0011836i,-0.00054027+0.00071233i,-0.001454+0.00046308i,-0.00092015+0.001i,0.00046959+0.0013734i,0.0017106+0.00057292i,0.00082399+4.4413e-05i,-0.00080925+0.00046216i,-0.0012204+0.0013976i,-0.00089459+0.0014513i,-0.00018594+0.00038809i,-7.2072e-06+0.00015812i,-1.3115e-05+0.00071118i,2.1133e-05+0.00020225i,0.00034734-0.00059814i,0.00039131-0.00031593i,0.00049314-7.2766e-05i,0.00026394-8.5265e-05i,0.00017614-0.00016738i,0.00057445-0.00027492i,0.00014337-0.00018389i,2.3209e-05-0.0002581i,0.00050959-0.00025675i
-0.00059466-0.00081284i,-0.0014308-0.00038997i,-0.001475-0.00091501i,-0.00109-0.00067106i,-0.00040772+0.00044388i,0.0001698+0.00088872i,5.749e-06+8.5779e-05i,-0.0003561-0.00089658i,7.7349e-05-0.0004522i,0.0001612+0.00025751i,0.00030761+0.00038792i,0.0008297+0.0003944i,0.0010985+8.2691e-05i,0.00077321-0.00012836i,0.00071452-0.00016438i,0.00058071-0.0005225i,-0.0004151-0.0012141i,-0.00086083-0.00028492i,-0.00054006+0.00035529i,-0.0009119-3.0323e-05i,-0.0012533-0.00020356i,-0.00048214-0.00019851i,0.00076058-0.00010374i
-0.00043497-0.00051744i,-0.00084207-0.0011969i,-0.0020314-0.0013422i,-0.0022812-2.4761e-05i,-0.00079445+0.0018569i,0.00091014+0.0018923i,0.00081288+0.00085884i,-0.00037271+4.735e-06i,-0.001031-0.00012047i,-0.0005957-0.00023282i,-0.00043441+0.00017275i,-0.00064383-0.00019764i,-0.00040882-0.00058545i,0.00036412-0.00026677i,0.00043178-0.00097913i,-0.00032054-0.0017935i,-0.00017627-0.00092879i,0.00040214+0.00016318i,8.2888e-05-3.4669e-05i,-0.00040917-0.00054755i,-0.00034222-0.00016729i,5.042e-05+0.00068302i,0.0004257+0.00065052i
-0.0014142+0.0012168i,-0.001478+0.00091449i,-0.0024645+0.0010466i,-0.0023775+0.0016461i,0.00025076+0.0015046i,0.0020918+0.00035877i,0.0013837-0.00076037i,-1.598e-05-0.00024823i,-0.00094154+0.00052123i,-0.00059082+0.00029303i,4.6959e-05+2.9814e-05i,-0.00024211-0.00021852i,-0.00061925-0.00092363i,-0.00023978-0.001303i,0.00045199-0.00086598i,2.2478e-05-0.0002244i,0.00017534+0.00048835i,0.00020739+0.00072202i,0.00015749+0.00061105i,0.00027668+0.00074257i,-0.00015043+0.00010567i,-0.00067183-0.00014164i,-0.0004105+0.00013185i
8.1718e-05+0.0014848i,0.00032708+0.00071422i,-0.00047529+0.0012793i,-0.0014237+0.0020425i,-0.001239+0.00203i,-0.00014777+0.0011205i,0.00034968-0.00070144i,-0.00051146-0.0014638i,-0.00046857+9.764e-05i,2.9152e-05+0.00067742i,0.00017687+0.00041781i,-0.00012647+3.5858e-05i,-0.00085027-0.00044496i,-0.00059885-0.00051626i,-0.00017761+0.00017953i,-8.0661e-05+0.0001107i,0.0003712-0.00018392i,1.5737e-05+0.00067068i,-0.00027931+0.0014232i,0.00060941+0.0011669i,0.0014455+0.00052336i,0.001418+0.00016482i,0.00056654-0.00010494i
0.00039895+0.00050172i,0.00016588+0.00019099i,0.00036991-0.00025201i,0.00056808-0.00015086i,0.0007656+0.00061125i,0.0012046+0.0012213i,0.00048274+0.00058334i,-0.0010405+4.1478e-06i,-0.0014848+0.00036094i,-0.00022216+0.00035012i,0.00025127+0.00068383i,-3.9645e-05+0.00077544i,-0.00041414+0.00029909i,-0.001311+0.0006157i,-0.0011132+0.00042799i,-0.00058235+5.4066e-05i,-0.00021975+0.00015112i,0.00016032+0.00022051i,0.00034703+6.0594e-05i,0.00082797-0.00031995i,0.00084501-0.00049608i,0.001072-0.00017749i,0.00037144-0.00098776i
-0.00054166+0.0023441i,-0.00116+0.00093153i,-0.00051817+0.00060656i,0.00083129+0.0014775i,0.0022403+0.0015768i,0.0029187+0.00046861i,0.00094493+0.00035721i,-0.0011376+0.00068478i,-0.0011752+0.0010551i,-0.00096981+0.00127i,-0.00043788+0.0011158i,1.8868e-05+0.0010853i,-0.00040748+6.0506e-05i,-0.00039508-0.00048014i,-0.00059811-9.0152e-06i,-0.00067709+0.00013328i,-0.0001034+0.0004807i,0.00044253+0.00041517i,0.00088797-5.5948e-05i,0.00038759-0.00024235i,0.0002628-0.00042367i,0.00046594-0.00054276i,-5.7783e-05-4.3048e-05i
0.0011835+0.00044911i,0.00070776+0.0014986i,-0.00020919+0.0015797i,-0.0011531+0.0011853i,-0.0014547+0.00069309i,-0.00078559+0.0007174i,-0.0003033+0.00075992i,-0.00054508+0.00079609i,-0.0002407+0.00066375i,-4.1205e-05+0.0010171i,9.7312e-05+0.00088377i,0.00018634+0.00032281i,0.00030465-7.3757e-05i,0.0005827+0.00012642i,0.00030505+0.00071928i,-4.4491e-05+0.0009023i,0.00031804+0.00045387i,0.00041816+0.00017519i,0.00037937-0.00043645i,0.00059627-0.0009661i,-2.3416e-05-0.00070376i,-0.00044961+0.00029321i,-0.00053369+0.0010695i
0.0014003+0.00024032i,0.00023487-0.00050233i,-0.00080697-0.00081153i,-0.0020353-0.00054479i,-0.0006534-0.00030967i,0.0012514+0.00074397i,0.00034706+0.00059775i,-0.00019512-0.00013695i,0.00040625+0.00024227i,0.00030752+3.5868e-05i,0.00045514-0.0002965i,0.00073938-0.00012442i,8.0767e-05-7.0342e-05i,-0.00019923+0.00050881i,-0.00060154+0.00073656i,-0.00071026+0.00031472i,-0.00019507-0.00057733i,0.00020865-0.00045964i,0.00036923+0.00013794i,0.00022323+0.00029912i,-0.00078994+4.5895e-05i,-0.00039835-0.00023633i,0.00015213-0.0001358i
-0.00028515-0.00061844i,-0.001293-0.00086206i,-0.0024516+2.2197e-05i,-0.0019658+0.0014585i,-0.00062121+0.002088i,0.00037793+0.00131i,0.00027756-8.6239e-05i,-0.00039254-0.00045711i,-0.00046326-0.00031376i,-0.00071386+0.00015797i,-0.00089812+0.00046919i,-0.00056822+0.00039632i,-0.0006097-0.00041294i,-0.00049419-0.00029252i,-0.00026548+4.6697e-05i,-0.00024604+3.3546e-05i,-0.00038128+0.00039201i,1.9084e-05+0.0004823i,0.00025901+0.00027326i,0.00066106-0.00011737i,0.0005966-0.00020487i,0.00010729-0.00057874i,-2.8906e-05-0.00081623i
-0.00084553+0.00062347i,-9.1103e-05+0.0011191i,-0.0011606+0.0016903i,-0.0017595+0.0020289i,0.00031241+0.0017716i,0.0018202+0.00082439i,0.00067562+4.6419e-05i,-0.00023177-2.0429e-05i,-0.00053971+0.0002899i,-0.00038434+0.0009906i,-0.00012991+0.0015591i,5.113e-05+0.0012898i,-0.00014999+2.7407e-05i,-0.00042077-0.00049035i,-0.00030986+0.00032295i,-0.00065368+0.00015487i,-0.00028576-3.3511e-05i,0.0002051+0.00033601i,-0.00010499+0.00059483i,-0.00039525-4.0328e-05i,-0.00043947-0.00050812i,-0.00051144+0.00030527i,-0.00085318+0.00099971i
0.00011695-0.0006275i,-0.0003002-0.0007034i,-0.00015406-0.00073723i,0.00015471-0.00041982i,0.00041623-0.00037095i,0.00056881-0.0007511i,0.0004231-0.0011279i,-0.00063274-0.00075799i,-0.0012496-0.00029973i,-0.0014692+0.00013089i,-0.0012229-0.00025387i,-0.00025672-0.00060556i,-0.00054271-0.00049747i,-0.0010777+0.00032385i,-0.00043602+0.0010768i,0.0002097+0.00059719i,0.00010719+0.00025066i,-0.00049822+0.00051151i,-0.00033967+0.00034467i,0.00025989+0.00028058i,0.00044162+0.00038511i,0.00072775+0.00068798i,0.0008411+0.0014545i
-5.7931e-05-0.0012591i,-0.0011456-0.00081164i,-0.0023205-0.0004817i,-0.0019098+0.00032041i,-0.00041635+0.0015063i,0.0011134+0.0019694i,0.00093636+0.00037221i,0.00032489-0.00050798i,-0.00013691+0.00019789i,-0.00083793+0.00047362i,1.7748e-05+0.00053105i,0.0010639+0.00050117i,0.00094388-0.00016622i,-9.9427e-05-0.00085194i,-0.00041629-0.0004726i,-0.00021931+0.00061378i,-0.00073926+0.00020833i,-0.0010712-0.00022451i,-0.0008835+3.072e-05i,-0.00012469-3.7887e-05i,0.0004217-0.0010151i,0.00015521-0.0017892i,-0.00015558-0.0011393i
-0.00029761+0.0012631i,-0.00044767+0.0015461i,-0.0010478+0.0016283i,-0.00079992+0.0020367i,0.00085189+0.0019181i,0.0019557+0.00026672i,0.0012385-0.0014134i,-6.3083e-06-0.00077263i,-0.00079559-0.00029217i,-0.00071355-0.00015878i,-3.9033e-05+0.00052814i,0.00027054+0.00020732i,-4.3105e-05-0.00062876i,-0.00042762-0.00043958i,-0.00067912+0.00034226i,-0.00047517+0.00034869i,-0.00043235+0.0005697i,-0.00018149+0.00090291i,-0.0001409-6.7753e-05i,-0.00072064-0.00043014i,-0.00017588-0.000203i,0.00049099-0.00021054i,0.00076287-0.00030392i
-0.0023971+0.000241i,-0.0027664+0.00016246i,-0.002385+4.8251e-05i,-0.00045264+0.001261i,0.0017948+0.0019248i,0.0022506+0.0013063i,0.0011438-0.00046677i,0.00030562-0.0012304i,1.4065e-05-0.00023293i,-5.1257e-05-4.1751e-06i,6.973e-05+9.8979e-05i,-4.6695e-05+0.00032749i,0.00029774-4.4728e-05i,0.00036413+0.0001225i,-0.00012477-4.0186e-05i,-0.00069496-0.00062922i,-0.00051705-0.00050079i,0.00023573+0.00057362i,0.00039155+0.00046236i,0.00074194-0.00086431i,0.00032783-0.0013186i,5.5561e-06-0.00096482i,6.658e-05-0.00039496i
0.00035553-0.00081587i,0.00046422-0.0012252i,-0.0011722-0.0017295i,-0.0033212+0.00028055i,-0.0025037+0.0026874i,-0.00082926+0.0019959i,-0.00011046+0.00016449i,-0.00047516-0.00010044i,-0.00098609+0.00030471i,-0.0009399+0.00065467i,-0.00058088+0.0011646i,0.00023422+0.0010833i,0.00071157+0.00048085i,0.0005108+9.813e-05i,0.00033889-0.00012446i,0.00041452+9.1817e-05i,0.00036536+0.00055193i,-2.5994e-06+0.00061611i,-0.00028521+0.00017561i,0.00013705+0.00012612i,6.5002e-05+0.0006239i,-0.00058976+0.00051335i,-2.2449e-06+0.00056286i
-0.00047961+0.0013233i,-0.0015968+0.0009783i,-0.0015782+0.001666i,-0.0008958+0.0010229i,0.00047115+0.00023854i,0.0021101-8.934e-05i,0.0017378-0.00029424i,-1.8959e-05-0.00016369i,-0.00080041+0.00035413i,-0.00029832+0.0010744i,0.00027625+0.00082725i,-0.0003646-0.00051949i,-0.00056626-0.00066075i,0.00036975-9.6378e-05i,0.00088629+0.00013555i,0.00051638-0.00011493i,0.00020736-2.8349e-05i,-0.00015247+0.0011527i,-0.00085597+0.0016169i,-0.00091679+0.0003035i,-0.00028539-0.00023126i,0.00010938+0.00042643i,4.9955e-05+0.00053005i
0.00079239-0.0013461i,-0.00023205-0.0012138i,-0.00059437-0.0016106i,-0.001403-0.0011463i,-0.0018176+0.00058133i,-0.00090156+0.00098924i,-0.00092126+0.00032778i,-0.0017288+0.0001427i,-0.0016388+0.00049807i,-0.0012151+0.00074762i,-0.0010603+0.00046674i,-0.00078825+0.000136i,-0.00047118+0.00017756i,-0.0003314+0.00061955i,-0.00060844+0.00045305i,-0.00070462-6.7475e-05i,-0.00050608-5.6033e-05i,-0.00024393+3.8408e-05i,4.8508e-06+0.00058087i,-0.00051463+0.00067135i,-0.0011495-0.00033669i,-0.00078531-0.0006851i,0.00024489-0.00064137i
0.00025755-5.3695e-05i,0.00028411-0.00080416i,0.00054801-0.0002908i,-0.00024902+0.0016965i,-8.9273e-05+0.0018962i,0.0008786+0.00048871i,0.0001154-0.00090438i,-0.00072059-0.0010101i,-0.00017946+0.00049476i,0.00012951+0.00020999i,-0.00059014-0.00045894i,-0.0010301-4.0233e-05i,-0.00127-0.00027844i,-0.0012052-0.00038361i,-0.0009162-4.7419e-05i,-0.00024043-0.00013194i,6.5637e-05-0.0001181i,9.5358e-05+0.00024537i,0.00044891+0.00046275i,0.00081416+0.00031059i,0.0014896-0.00024345i,0.0012849-0.00059979i,0.001334-0.00088902i
0.0011398-0.00040941i,-0.0007413-0.00015876i,-0.0014877-0.00064242i,-0.001158-6.2501e-05i,-0.00042995+0.001431i,0.00092214+0.0019583i,0.0015566+0.0013239i,0.00079362+0.0012336i,-0.00011307+0.000613i,-0.00050443-7.3761e-06i,-0.0005431+0.00067742i,-0.00064894+0.0011103i,-0.00020901+0.001161i,0.00027405+0.00093248i,0.00011485-0.00013708i,0.00023886-0.00056471i,0.0008078+0.00028025i,0.0013527+0.00029555i,0.0008398+0.00012726i,0.00085151+0.00011506i,0.0012516-0.0002235i,0.0001452-0.00026239i,0.00016933+0.00023334i
-0.0018004+0.0018438i,-0.0017771+0.0012623i,-0.001978+0.00034619i,-0.0013057+0.0013149i,9.3296e-05+0.0010525i,0.00062454+1.4476e-05i,-0.00074612-0.00041361i,-0.0011947-0.00092069i,-0.00039243-8.6753e-05i,-0.00057947+0.00028083i,-0.00065928-0.00062266i,-0.00010955-0.00013928i,0.00049855+0.00091522i,0.00033521+0.00075651i,-0.00025653+0.00065068i,-0.00012744-0.00018678i,0.00027395-0.00068342i,-7.4961e-05-0.00027952i,-8.6341e-05-0.00012861i,0.0003273+6.7164e-05i,0.00043218+0.0003715i,0.00037108+0.00012901i,0.00058415-0.00029714i
0.00098103-0.00017102i,0.0013173-0.00064105i,0.00090025+0.00079268i,0.00070882+0.0028929i,0.00080922+0.0030391i,0.0018278+0.001785i,0.0013605+0.0004597i,-0.00039679+0.00034131i,-0.00047815+0.00043427i,-0.00039411+0.00019779i,-0.00030185-1.2578e-05i,0.00022821-0.0001069i,-6.0228e-05+0.00020497i,-4.7367e-05-0.00011588i,0.00018736-0.00013241i,-0.00042079+0.00025382i,-0.00099962+0.00020497i,-0.00075418+0.00037774i,-0.0004433+0.00029892i,-0.00036943-7.4966e-05i,-0.00013648-0.00022356i,0.00052083+0.00012487i,0.00051065+0.00033367i
0.00027661-0.0011435i,-0.00080981-0.0015996i,-0.0018173-0.0021036i,-0.0024976-0.0014879i,-0.00092418-0.00012218i,0.0014185-0.00011846i,0.001404-0.00059037i,-6.5124e-05+0.00013797i,-0.00090527+0.0013002i,-0.0012079+0.0014256i,-0.0012805+0.00086476i,-0.0011405-0.00011432i,-0.00082517-0.0013091i,-7.486e-05-0.0013208i,5.4564e-05+3.4993e-05i,-0.00030206+0.00084725i,0.00056026+0.00071663i,0.00079499+0.00015291i,-0.00033281+0.00019611i,-0.00068186+0.00055659i,-0.00044774+0.00041427i,-0.00012522-0.00013502i,2.321e-05+0.0001874i
0.00023982-0.00071676i,0.0001256-0.0011452i,-0.0017623-3.0219e-06i,-0.0024373+0.0012201i,-0.00030246+0.0019354i,0.0014307+0.0015793i,0.001017+0.0010193i,-5.7094e-05+0.00074915i,-0.00025024+0.00096148i,7.1282e-05+0.0014325i,-0.00044128+0.0012249i,-0.00044774+0.00027096i,-0.000314-0.00041558i,-0.00040594+2.4447e-05i,-0.0001444-1.8358e-05i,0.00047233-0.0002051i,-4.4249e-05+0.0001395i,-0.00075454-3.7193e-05i,-0.00022314-0.00023148i,-0.0002317+0.00067069i,-0.00045333+0.00084588i,0.00011526-0.00027972i,-3.1283e-05-0.00038044i
0.0021954+0.0013392i,0.0016117+0.000955i,0.0011363+2.1834e-05i,0.00092735-0.00022778i,0.00057114+0.00019581i,0.00048258+3.0461e-05i,-0.00045261-0.00040524i,-0.00084794-0.0001573i,5.7907e-05-0.00035079i,0.00028369-0.00031047i,-0.00086019+0.00020811i,-0.0010562-0.00015357i,0.00018223-0.00045239i,0.00099386+0.00052836i,0.00040967+0.0016936i,0.0001855+0.0011217i,-0.0005927+0.00031206i,-0.0013783+0.0001665i,-0.0007491-0.00039647i,-0.00011703-0.00081164i,-6.0681e-05-6.26e-05i,3.4889e-05+0.00055681i,0.00064079+0.00040943i
-0.0013419-0.0015515i,-0.0018366-0.0015378i,-0.0026939-0.0009342i,-0.0027569+0.00027872i,-0.00063471+0.0014737i,0.0010575+0.0010464i,0.00075008-3.8025e-05i,0.00015435-0.00020503i,-0.00070545+7.2949e-05i,-0.00057732+0.00040597i,0.00020415+0.00084814i,-3.1261e-05+0.0007933i,-0.00017619+0.00045089i,0.00010876+0.00059471i,0.00015351+0.00063426i,0.00066032-7.6319e-05i,0.00052706-0.00059704i,-0.00050152-0.00043201i,-0.00073381-0.00016782i,0.00051886-0.00016999i,0.00097556+0.0001777i,-0.00024123+0.00013332i,-0.0010115-0.00021502i
-0.00146+0.00094861i,-0.00098564+0.0014171i,-0.00035494+0.0020429i,-0.00074446+0.0029763i,-0.00039113+0.0035664i,0.0012189+0.0027125i,0.00075787+0.00055423i,-0.00034026-0.00044204i,-0.00073463+0.00080594i,-0.0005857+0.0013824i,0.00025192+0.00056561i,0.0010721+0.00023563i,0.00091684+0.00017553i,-0.00013434-0.00015896i,-0.00056475+2.7617e-05i,-0.00033526+0.00060591i,-0.00035528+0.00058852i,-0.00023831+0.00056588i,3.1729e-05+0.00075711i,0.000192+0.00036411i,-0.00016976-0.00029809i,-7.487e-05-0.00038245i,0.00019771+0.00024029i
4.583e-05+0.0019841i,0.00038626+0.00087664i,0.00016488+0.0012475i,-6.1142e-05+0.0021389i,0.00082359+0.0022744i,0.00145+0.00086295i,0.00037736-0.0012391i,-0.00039485-0.0015581i,-0.00037637+0.00013328i,-0.00020207+0.00061475i,-0.00026601+0.00064176i,-0.00069488+0.00087074i,-0.00088585-0.00025446i,-0.00043615-0.00092464i,3.6623e-06-0.00036162i,0.00014752+0.00020742i,0.00013763+0.00063335i,0.00040798-0.0002884i,0.00075926-0.00093644i,0.00094002-0.0012223i,0.00053966-0.0012361i,-4.0683e-05-0.00090554i,-0.00068682-0.001081i
