-0.001024-0.00012925i,-0.0018928+5.8044e-05i,-0.0022852-0.000473i,-0.001709-0.00049685i,-0.001715+0.00050968i,-0.0016267+0.0012373i,-0.001081+0.0020979i,-0.00014993+0.0017111i,0.00069337+0.00080423i,0.0012028-4.1209e-05i,0.0012095-0.00085322i,0.00056752-0.00077782i,0.00079053-6.4705e-05i,0.0010365-0.00023189i,0.00026669-0.00041804i,-0.00027821+0.00071181i,-8.2896e-05+0.001345i,0.00054389+0.00044963i,1.3644e-05-0.0001161i,-0.00050206-0.00056291i,-5.174e-05-0.00035842i,-0.00012739+2.3656e-05i,-0.00039512-0.00060664i
0.00043035-0.00076524i,0.00094144-0.0006842i,0.00064163+0.00035345i,-0.00058683+0.0019493i,-0.00086292+0.0017421i,-0.0004109+0.0010601i,6.3337e-05+0.0017199i,0.00049758+0.0014714i,2.2409e-06+0.0009132i,-0.00038122+0.00082963i,-0.00036401+0.0006892i,-0.00082684+0.00010609i,-0.00098652-0.00065176i,1.984e-05-2.8304e-05i,0.00083357+0.0001947i,0.00011226+0.00062434i,-0.00025634+0.0011589i,-0.00040543+2.0462e-05i,-0.00086116-0.00079522i,-0.00068644-0.00041614i,-8.3236e-05-0.00010359i,0.00026344+0.00020981i,-6.7832e-05+0.00095229i
0.00074634-0.0015139i,0.0013722-0.0016726i,0.0010119-0.0024063i,0.0011155-0.0015321i,0.0013429-8.4204e-05i,0.0015919-0.00041947i,0.0012187-0.0012597i,0.00054132+1.9115e-07i,0.000587+0.0011924i,0.00043698+0.00071794i,-0.00082433+3.4125e-05i,-0.00046589-0.00040231i,0.0012065-7.321e-05i,0.0011057-8.9011e-05i,0.00012974-0.00030609i,-0.00018583-0.00065326i,-0.00018929-0.00074395i,-0.00029814-0.00067092i,-0.00066215-0.0011033i,-0.00033012-0.0011538i,0.00028794-0.00033444i,-0.00012941-0.00015681i,-0.00072448-0.00074678i
-0.001116+0.0022646i,-0.00097855+0.0024369i,-0.00031683+0.0023792i,0.00058079+0.0010894i,0.00089098+0.00061338i,0.00043621+0.00018465i,-0.00033237-0.00013542i,-0.0010499+0.00062314i,-0.00053657+0.0006691i,0.00068913+0.00024062i,0.0010107+0.00071457i,0.00074676+0.00076907i,0.00037687+0.00034881i,0.00016085+0.00010784i,0.00038881+0.0001514i,1.5525e-05+0.00012431i,-0.00032824-0.0001596i,-0.00048084-0.00014012i,-0.00097349-8.7992e-05i,-0.00083972-0.00035801i,-0.00049128+0.00010782i,6.7893e-05+0.00080689i,0.00049187+0.00096751i
0.0011659+1.8202e-05i,0.00047695+0.00085135i,0.00093655+0.00060208i,0.0010922+0.00064416i,-0.0004335+0.00057136i,-0.0011188+8.4647e-05i,-0.00014346+0.00042438i,0.0003762+0.00024429i,0.00070897-0.00065667i,0.00064156-0.00055482i,9.1168e-05+0.00020598i,0.00023937+0.00095085i,0.0006223+0.0013061i,0.00024221+0.00090334i,-0.000263+0.00042974i,1.8798e-05+0.00010293i,0.00037437-9.3272e-05i,-0.00017417-0.00020239i,0.00016404+1.5666e-05i,0.0012933+1.2245e-05i,0.00060933-3.4968e-05i,-0.00017765-3.7428e-05i,0.00020721+6.1786e-05i
3.4204e-06+0.0012049i,-0.00057681+0.00053197i,9.3139e-05+0.00045354i,0.00068601+0.00039579i,0.00051146-0.00020169i,0.00017659-0.00022722i,-2.8461e-05+0.00088848i,-1.324e-05+0.00069584i,0.00038735-1.79e-05i,0.0005265-0.00033786i,0.00027326-0.00073666i,0.0001506-0.00060451i,-0.00028815-0.00078918i,-0.00056445-0.0019578i,-0.00013724-0.0019669i,0.00012493-0.00065563i,-0.00021183+4.271e-05i,-8.481e-05-4.2201e-05i,-0.00048566+0.00026613i,-0.00059821+0.00072932i,5.0223e-05+0.00072376i,-0.00048738+0.00045887i,-0.0010632-0.00014257i
-0.00036751-0.00078836i,0.00012595-0.00054907i,-0.00060447-0.00051952i,-0.0010985+0.00028853i,-0.00060006+0.0005015i,0.00028812+3.8003e-05i,0.00025001-0.0004763i,-7.1787e-05-0.00093108i,-8.2394e-05-0.00081486i,-0.0003015-0.00046721i,-2.3667e-05-0.00045559i,0.00032618-0.00036935i,0.00018527+0.0007894i,0.00023905+0.0014379i,-0.00024079+0.00089543i,-0.00031279+0.00022573i,0.00015528-5.6164e-05i,-0.00019042+0.00010059i,-0.00040576-4.0209e-05i,0.00026037-0.00037705i,0.00095362-9.5735e-05i,0.00027701-5.1255e-05i,-0.0004938-5.7109e-05i
0.0034551+0.0026781i,0.0033382+0.0016767i,0.0033621+0.0011577i,0.0023384+0.0002224i,-0.00017389-0.0013629i,-0.0014505-0.00087534i,-0.0014276+0.00076923i,-0.001488+0.0016072i,-0.0009932+0.0011692i,-0.00025723+0.00066108i,-0.00074188+0.00041896i,-0.0011467-0.00026874i,-0.0012196-0.0014504i,-0.001142-0.0016828i,-0.0011284-0.00098956i,-0.0013875-0.00075821i,-0.00096521-0.0010107i,-0.00050223-0.00092441i,-0.00019063-0.0013906i,6.4077e-05-0.0011647i,-0.00034193+0.00032457i,-0.00025182+0.00074533i,2.4791e-05-0.0005477i
-0.0004214+0.0012803i,-1.2901e-06+0.0010653i,-0.00053603+0.00067118i,-0.00075534+0.00044809i,0.00065318+0.00058595i,0.0012381+0.00034387i,0.00032993+0.00021978i,-0.00017756-0.00034215i,-4.7234e-05-7.1222e-05i,-0.00013773+0.00030186i,-0.00030175-0.00041933i,-0.00010278-0.0015284i,0.00046673-0.0021042i,0.00088776-0.001621i,0.00050038-0.00050365i,-0.00033084+2.4588e-05i,-0.0008512-2.12e-05i,-0.00050199-0.00017916i,-0.00010709-0.00072207i,-0.00030242-0.00071997i,-0.00031526-0.00060577i,4.1313e-05-0.00075466i,-9.9082e-05-0.00076251i
-0.0020525-0.0013911i,-0.0016457-0.0018086i,-0.0009466-0.00081299i,-0.00034162+7.5867e-05i,0.00021429-0.00011056i,0.0010449-0.00010414i,0.0017744+6.1672e-05i,0.0013822+0.00067395i,0.00031932+0.0008005i,5.4252e-05+0.00073453i,0.00027567+0.00063837i,0.00085859+0.00039i,0.0015012+0.00027046i,0.0004843-0.00027702i,-0.00079616-0.00082022i,-0.00060386-0.00061147i,0.00043812-0.00052309i,0.0009454+7.8923e-06i,0.00058297+0.00038792i,0.00059471-1.3635e-05i,0.0010275-0.00037487i,0.00077784-0.00076407i,0.00078952-0.00090759i
-0.001402-0.00010998i,-0.0011243+0.00088347i,-0.00031969+0.0016698i,0.00026943+0.0017122i,0.00031414+0.0011857i,-0.0002843+0.00076522i,-0.00070728+0.00051212i,0.00026339+0.00023386i,0.00046407+0.00017357i,-0.00068596+0.00055761i,-0.0010744+0.00079778i,-0.00020535+0.00057332i,0.00055127+0.00074317i,0.00064496+0.00069049i,0.00053563-0.00012927i,0.00064483-0.00078892i,0.00092011-0.0004733i,0.00027202+8.0942e-05i,-0.00017286-0.00052524i,0.00019425-0.0010311i,0.00018006-0.0010723i,0.00027688-0.00093139i,0.00051129-0.00057689i
-0.000222+0.00018349i,0.00076821-0.00051868i,-0.00011625-0.0005322i,-0.00014616-7.791e-05i,0.00075424+0.00023131i,0.0013924-0.00017686i,0.00122-0.00036874i,0.0003192-0.00033141i,-0.00029723-0.00028751i,-0.0004869+0.00057553i,-0.00038269+0.00039549i,-3.6451e-05-0.0003759i,-3.7282e-07-0.00042597i,1.7234e-05+0.00017098i,0.0003887+0.00055865i,0.00083474+5.5876e-05i,0.00025192-0.00017518i,0.00024844-0.00030014i,0.0010071+0.00012224i,0.00027961+0.0006003i,-0.00090547+0.00073267i,-0.00015252+0.00031053i,0.00072356-0.00032258i
-0.0020437+0.00028567i,-0.0014205+0.0012656i,-6.6395e-05+0.0020288i,0.0012216+0.0013768i,0.0012589+0.00080618i,0.0010116+0.00027386i,0.00060305-0.00030788i,-6.4912e-05-0.00034244i,-0.00074076-0.00023441i,-0.00012623+0.0001986i,0.00018154-0.00017408i,-8.2082e-05-0.00079098i,-6.0943e-06-0.00050289i,0.00037786-0.00073959i,0.00082902-0.00064462i,0.00098542+0.00084128i,0.00061874+0.0012398i,-7.9292e-05+0.00030933i,-0.00026378+4.7085e-05i,-0.00026754+0.00018079i,-0.0002268+0.00010735i,-0.00086528+0.00054739i,-0.0011842+0.00042189i
0.0009726+0.00038422i,0.0011808-0.00026622i,0.0018656-0.0012007i,0.00076479-0.0013061i,5.969e-05-0.00040082i,-3.1769e-05+0.00018949i,-9.4337e-05+0.00020934i,-0.00017602+0.00054839i,0.00010191+0.00071278i,-0.00013367-0.0001362i,-0.00018974-0.00071979i,-2.4615e-05-0.00012179i,-0.00066356+0.00025845i,-0.00059432+0.00036946i,-0.00015359+0.00073494i,7.7219e-05+0.00089352i,-6.4623e-05+0.00079797i,-0.00013799+0.0002148i,0.00034452-0.00014578i,0.00054126-0.0001365i,0.00040958+2.7105e-05i,-0.00040815+0.00013181i,-0.00020511-0.00053675i
-0.0019346-0.00061452i,-0.0022027-0.00034753i,-0.0022525+0.00038621i,-0.00078071+0.00092858i,-0.00052858+0.00096825i,-0.00080255+0.00060544i,-0.00023769-0.00035462i,-2.6811e-05-0.00036931i,-0.00065875+3.398e-05i,-0.00085043+0.00010039i,-0.00044464+0.00072904i,-0.00010285+0.0012886i,-0.00039123+0.00092396i,-0.00049425+0.00061319i,0.00096407+0.00068248i,0.0010734+9.7314e-05i,0.00056216-0.00032424i,0.00046429+2.3008e-05i,0.00046785+0.00010468i,0.00055325+0.00054872i,-7.8586e-05+0.00030284i,3.2785e-06+0.00029442i,0.00030529+0.00081084i
-0.0017796-0.0012924i,-0.00084049-0.0011151i,-0.00032922+0.00022552i,-9.1885e-06+0.0015193i,0.00048049+0.0022156i,0.00098373+0.0023117i,0.00068559+0.0017611i,0.00029228+0.00059327i,0.00024828+0.00053144i,0.000327+0.00066836i,0.00075476+0.00054657i,0.001344-0.00028623i,0.00090236-0.0007858i,0.00060299-0.00089865i,0.001277-0.00051113i,0.0010413+6.7349e-05i,-5.1806e-05+1.0487e-05i,7.6915e-05+0.00023538i,0.00090956+0.00030277i,0.00056004-4.3676e-05i,0.00012461-0.00044012i,0.0001764-0.00094622i,-0.00028736-0.00074814i
0.0025217+2.1214e-05i,0.0030951-0.00048798i,0.0023408-0.0017402i,0.00031324-0.0024567i,-0.00036184-0.0012902i,-0.00081866-0.00030992i,-0.00082391+0.00018631i,7.5472e-05+0.0014301i,0.00078439+0.001398i,0.00063447+0.00016593i,6.5349e-05-0.000241i,-0.00053061-0.00041191i,-0.00046421-0.00062291i,-0.00016958-0.00051098i,-0.00033525+0.00026637i,-0.00052214+0.00086648i,0.00010339+0.00027026i,0.00069752-2.2159e-05i,0.00027183+0.00024005i,-2.5422e-05+0.0007103i,0.00030319+0.00079821i,0.00087602-4.93e-05i,0.00044075-0.00030709i
0.0014188+0.00084718i,0.0006019+0.0011464i,-0.00048046+0.0020319i,-0.00047179+0.00115i,-0.00045248-7.9538e-05i,-0.00079336+4.5502e-05i,-0.00045662+0.00060926i,0.00036383+0.0010738i,0.00047941+0.00090204i,0.00025416+0.00067141i,-9.0817e-05+0.00016541i,-0.00025311-0.00067076i,-0.00020253-0.00045884i,-0.00087716+0.0002701i,-0.00083857+7.0511e-05i,-0.00019798-7.1083e-06i,-0.00022268+0.00058319i,-0.00060561+0.00075696i,-0.00051172+0.00014456i,-0.00019942-0.00015747i,-0.00028517-0.00031982i,-0.00051007-0.00025249i,-0.00039764+4.2758e-05i
0.0011373-0.0013912i,0.00079552-0.0010663i,0.00039608-0.0012534i,-0.00022599-0.001275i,-0.00058964-0.00030545i,-0.0007057+0.00014738i,-0.00072131-0.00019653i,-0.00041921-0.00027717i,-0.00076792+0.00012931i,-0.00095849+0.00072546i,-0.0010764+0.00085449i,-0.0011537+0.00051624i,-2.4749e-05-0.00053344i,0.0017316-0.00018198i,0.001432+0.00078483i,-0.00013322+0.0012795i,-0.00079755+0.00047525i,-0.00011673-2.2119e-05i,0.00095169+0.00018573i,0.00082493-0.00054571i,0.00016639-0.00084882i,-0.00021981-0.00015717i,-0.00041615-0.00018827i
-0.00049355-0.00059779i,-2.7176e-05-0.0019695i,0.0012733-0.0018304i,0.0013106-0.00085517i,0.00016703+0.00065009i,-0.00023966+0.0018253i,0.00025696+0.0020089i,0.00032658+0.0011441i,0.00024167+0.00011965i,0.00078068-0.00057026i,0.00081981-0.00069982i,9.3608e-05-0.00061149i,0.00043203-0.00046404i,0.0011631+4.4229e-06i,0.00084187-7.3651e-05i,0.00052843-0.00065618i,-0.00016543-0.00090092i,-0.00023349-0.00027313i,-3.4702e-05+0.00057341i,-0.00040309+0.00055114i,-5.2123e-05+0.0003014i,0.00025175-0.00025773i,0.00023211-0.00036344i
-0.0010337-0.0017212i,-0.0011723-0.0019067i,-0.0015369-0.00029942i,-0.0010718+0.0010749i,-0.00079164+0.00088512i,-8.0914e-05-0.00025397i,0.00022128-0.00065216i,-0.00048979-0.00027885i,-0.00027193-0.00027052i,3.3812e-05-0.00035835i,-0.00059049+2.9226e-06i,-3.5458e-05+0.00075475i,0.00077947+0.00041627i,0.0012228-0.00055626i,0.001128-0.00042585i,0.00023627-5.7898e-05i,0.00013355-0.00010743i,0.00018849+0.00027975i,0.00028954-3.7019e-05i,0.00041362-0.00033643i,-0.00038136+8.5321e-05i,-0.00072638+0.00026167i,-0.00042582+6.2743e-05i
-0.0015207-0.00052724i,-0.00071638-0.00015977i,-0.00014639-0.00026892i,0.00074674-0.00093523i,0.0013486-0.00065799i,0.00072363-0.00049821i,-0.00041272-0.00053844i,-0.0010151-0.00020174i,-0.00065573+0.00025932i,-0.00020219+0.00060487i,5.406e-05+0.00050398i,0.00014634+0.00035891i,0.00033448-9.7226e-05i,0.00043126+0.00034003i,0.00062162+0.0005906i,0.00055763+0.00035068i,0.00023796+0.00011992i,4.7505e-05-0.00021937i,-0.00025827-0.00041497i,-0.00036839+0.00016592i,-0.00078268+0.0010503i,-0.00054158+0.00044254i,0.00018925-0.0002459i
0.0019466-0.00081292i,0.0011538-0.00096301i,0.00065051-0.0018766i,-3.2798e-06-0.00082027i,-0.00051901+0.0001499i,-0.00046819-0.00034752i,-0.00082695-0.00016094i,-0.00074347-0.00014557i,-0.00087389-0.0001807i,-0.0010829-0.00018342i,-0.00046043-0.00017111i,0.00011594+0.00027285i,-0.00017148+0.00043602i,0.00015087+0.00055183i,0.00018053+0.00039161i,-0.0002505-0.00016818i,-0.00063408+7.358e-05i,-0.0010097-0.00020209i,-0.00018385-0.00066529i,0.00020844-0.00079987i,0.00018637-0.0004871i,-0.00023221-0.000421i,-0.00011141-0.00074298i
-0.0023785-0.00031812i,-0.00231-0.00012187i,-0.0013402+0.0018693i,-0.00074309+0.0035775i,-0.00031404+0.0031863i,0.00049427+0.0015533i,0.00074984+0.00030376i,-2.6336e-05+4.0224e-05i,-0.00055491-0.0002017i,-0.00028679-0.0003122i,0.00093717+0.00028081i,0.001755+0.00061477i,0.0011111+0.00022071i,-8.0689e-05-0.00030654i,8.5505e-06-0.00012391i,0.00066317-0.00058167i,0.00040985-0.001031i,0.00020364-0.00068912i,0.00047482-0.00052727i,0.00054842-0.00082584i,0.00030491-0.0001267i,-0.00016706+0.00048248i,-6.532e-05+4.1443e-05i
0.00023518-8.6894e-05i,-0.00033637-0.00046521i,-0.0003365-0.0010652i,0.00081587-0.0012369i,0.0014164+1.3016e-05i,0.00057548+0.00076703i,7.3322e-05+5.6072e-05i,5.5826e-05-7.1214e-06i,5.2986e-05+0.00034719i,-0.0002111+0.000375i,-0.0001918+6.2798e-05i,0.00047452+0.0001635i,0.00046903+0.00057978i,-3.5143e-05+0.00068988i,-0.00014184+0.00063115i,-0.00023437+0.00018983i,-0.00041931-0.00019738i,-1.8326e-05-0.0001598i,0.00014498+0.0001916i,9.4842e-05+0.00022849i,0.00021778+0.00032909i,-0.00025891+0.00021486i,-0.00024242+0.00025267i
0.0021695-0.0013192i,0.00094126-0.0010866i,-0.00026537-0.0012243i,-0.00073287-0.0013929i,-0.0012078-0.00090868i,-0.0015571+0.00057559i,-0.00088809+0.0014015i,0.00016025+0.0006621i,0.00094609-0.00064288i,0.0010909-0.00081483i,0.00041503+5.1683e-05i,-1.8488e-05+0.00023802i,-0.00060638+0.00028739i,-0.00066633+0.00096297i,-0.00022038+0.00035895i,-2.3428e-05-0.00026098i,-3.4262e-05-4.6609e-05i,-0.00027064-0.00047271i,-0.00078678-0.00015464i,-0.0006692+0.0001293i,-3.7005e-06-0.00056516i,5.509e-05+2.1348e-05i,-0.00030136+0.00037548i
0.0012747-0.00084635i,0.0012519-0.00094456i,-0.00010254-0.0022704i,-0.0013705-0.00084165i,-0.0016999+0.00084928i,-0.0010543+0.0019709i,-0.00054535+0.0024835i,-0.00012616+0.001391i,0.00033751-0.0001208i,0.00050398-0.0002228i,0.00019576-0.00020096i,-0.00041619-0.00032436i,-0.0010372-0.00041732i,-0.00045104-0.00018467i,0.00033912+8.8158e-05i,0.00087914-0.00055255i,0.0010018-0.00073025i,-2.1354e-05-0.00016882i,-0.00018072-0.00045405i,0.00064289-0.00084216i,0.00070197-0.0007631i,0.00017207+2.0614e-05i,0.00026155+0.00093761i
0.00022661+0.00010329i,-0.00028758+9.3591e-05i,0.00072026-0.00062755i,0.0013655-0.00010367i,0.00098308+0.00056543i,0.00017913+0.00092564i,-0.00033076+0.00047369i,0.00011088+7.65e-05i,0.00026683+0.00010495i,-0.00039485-0.00082052i,-0.00080032-0.0020526i,0.00022063-0.0018856i,0.0010571-0.0010994i,0.00062124-0.00062306i,4.0849e-05-1.5488e-05i,-0.00019952+5.1454e-05i,-0.00025627-0.00030975i,-0.00051688-0.00049119i,-0.00073526-0.00052959i,0.00024859+1.8823e-05i,0.00010332+5.4694e-06i,-0.00046051-0.00015595i,-0.00035892+0.00020369i
-0.0021083-0.00083826i,-0.0024727-0.00013531i,-0.0018126+0.001341i,-0.0013458+0.0016848i,0.00020142+0.0018904i,0.0012447+0.0011099i,0.00045243-2.1636e-05i,-0.00048214-7.8613e-05i,-0.00048022+0.00068739i,-0.00030748+0.0010459i,-0.00011657+0.00080243i,0.00018726+0.00083752i,0.0002048+0.0001999i,0.00022224-0.00048855i,0.0011613-0.00039708i,0.0013722-0.00011109i,0.00071422-0.00022262i,0.00074491+7.3267e-05i,0.00097122+0.00019598i,0.00093494-0.00030489i,-7.4243e-05-0.00033789i,-8.2525e-05+0.00026859i,0.00082767+0.00049939i
-0.001845-9.6563e-05i,-0.0007718-7.2217e-05i,-0.00055118+0.00082609i,0.00071625+0.0017403i,0.0017471+0.0022767i,0.0011222+0.0020832i,0.00014065+0.00020269i,-0.00053152-0.00020144i,-0.0010039+0.00070015i,-0.00052795+0.00066516i,-0.00023884+0.00088837i,-0.00069905+0.0010414i,-0.00049975+0.00017697i,0.00020301-0.00096075i,0.00096275-0.00053354i,0.00071064+0.00017195i,-0.00028301-5.5506e-05i,-0.00093403+7.9072e-05i,-0.00047401-0.00028321i,0.00047123-0.00073718i,0.00046486-0.00060365i,-2.9917e-06+0.00046969i,-0.00026374+0.00073439i
0.0010428-6.8883e-05i,0.00015747+0.00038525i,-0.0006422-0.00018982i,-0.00017227-0.00016967i,-3.7219e-05+0.00063495i,0.00043598+0.00056463i,0.00079982+5.0869e-05i,0.0013292-0.00024766i,0.001586-0.00031822i,0.0012047-0.00032144i,0.00044332+0.00027234i,-0.00038877+0.00041499i,-5.7946e-05+0.00035195i,1.0723e-05+0.00037296i,3.7711e-05-8.3249e-05i,0.00017425-3.2612e-05i,-0.00021253+0.00019289i,-0.00042802-0.00020689i,0.00016783-0.00092505i,0.0013596-0.00045276i,0.0012377+0.00031043i,0.00031182+0.00043603i,-0.00039474+0.00065683i
0.0027408-0.0018307i,0.0022842-0.0016372i,0.0015712-0.0014923i,0.00091277-0.0010734i,-1.7146e-05-0.00095801i,-0.00060432+2.8985e-05i,-0.00017839+0.00056229i,0.0003884-0.00011322i,0.00094364-0.00046589i,0.00076599-0.00057288i,0.0001493-0.0004513i,0.0001252-0.00063054i,0.00085235-0.00015366i,0.0013113+0.0010582i,0.00024112+0.0010345i,-0.00091342+0.00032527i,-0.00070963+3.0223e-05i,-0.0005198-0.00018114i,-0.00010217+0.0002139i,0.00084267+9.0721e-05i,0.00066779-0.00028715i,-0.00024796-9.2171e-06i,-0.0003873+0.00036104i
-0.00088446-0.0019256i,-0.00073039-0.0014945i,-0.0015062-0.00047071i,-0.0010696+0.0010448i,-0.001241+0.0015283i,-0.00142+0.0013797i,-0.0013561+0.00090675i,-0.00030899+3.0432e-05i,-0.00062766-0.0001344i,-0.0013662-0.00022732i,-0.00054728-0.0006582i,-0.0004016-0.0012687i,-0.00012117-0.0014067i,0.00036264-0.00044827i,0.00060901+0.00042929i,0.0009904+0.00024712i,0.0014124-0.00034218i,0.00056892-0.00047497i,-0.00012537-6.3489e-05i,-0.0001122+0.00022531i,-0.00022329-0.00044428i,-0.00066192-0.00021771i,-0.00092249+0.00017023i
0.0022846+0.00061772i,0.0024825+2.6592e-05i,0.0023943-0.00041509i,0.0019279-0.00013243i,0.00084722+4.8066e-05i,-0.00054257+0.00020089i,-0.0014684+0.0010817i,-0.0016877+0.0018473i,-0.0010079+0.0013736i,-5.2783e-05+0.0004193i,0.00040471+6.117e-05i,0.00025317-5.5489e-05i,-0.00067329+0.00033933i,-0.0015437+0.00019571i,-0.0015829-0.00083853i,-0.0014543-0.001072i,-0.00071225+0.00020409i,-0.00022127+0.00089604i,-0.00080727+0.00074928i,-0.00085522+0.0012226i,-6.3065e-05+0.001276i,0.00026851+0.00079444i,-0.00041729+0.00011863i
0.0012406+0.00081049i,0.0024355+0.0015424i,0.0020502+0.0014907i,0.00038969-2.6334e-05i,-0.0003386-0.0012368i,7.0323e-05-0.00082796i,0.00020108+0.00075383i,-0.00017622+0.00086419i,0.00018095-4.8206e-05i,-9.2579e-05-0.00087244i,-0.00038592-0.001144i,0.00011288-0.00038715i,-1.1199e-06-0.00016354i,-0.00042385-0.00020616i,-0.00039861-0.00016482i,-1.9287e-05-3.9298e-05i,0.00036144+0.00023971i,0.00010487+0.00039049i,-0.00018882+0.00066643i,-0.00092708+0.00053049i,-0.00054182+0.00038587i,-0.0004034+0.00038045i,-0.00087779+0.00080484i
-0.00013018-0.0020099i,-0.0020525-0.001944i,-0.0029895-0.0023415i,-0.0028307-0.0018003i,-0.0021405+0.00060278i,-0.00050677+0.001564i,0.00090162+0.00093987i,0.00060746-0.00028196i,-0.00026289-0.0011593i,-0.0010129-0.00058394i,-0.00068584-0.0003441i,0.00039102-0.00066906i,0.0010549-0.00084487i,0.00063714+0.00011585i,-0.00017086+0.00088827i,0.00018488+0.0012001i,0.00065496+0.00039062i,0.00059762-0.00043904i,0.00072243-0.00019005i,0.0010531-9.748e-06i,0.0010856-0.00024943i,0.00042207-0.00038062i,-0.00052121+4.4009e-05i
-0.00022304-0.00063661i,0.00057014-0.001264i,0.00028231-0.0013069i,-0.00037669-0.00048146i,-0.00066052+6.5465e-05i,-0.00076507+0.00045931i,-0.00039788+0.00047289i,0.00018481+8.7125e-05i,0.00027393-0.0003428i,0.0002781-0.00016844i,0.00013563-2.3621e-06i,0.00019038+0.00055506i,0.00072887+0.0009109i,0.00058144+0.00067253i,0.00016571+0.00044479i,0.00034974+0.00066413i,-0.0001937+0.0007428i,-0.00036282-0.00012842i,0.00041001-9.9e-05i,0.00070337-1.4538e-05i,0.0001168-0.00070102i,-4.6753e-05-0.00036469i,0.00030317+5.4853e-05i
0.00050424+0.00057179i,0.0022783-0.00013747i,0.00243-0.00078527i,0.0016721-0.00037728i,0.0013073-0.0001822i,0.00065182-0.00030212i,0.00091906+0.00073634i,0.00084224+0.00078611i,-7.901e-05-0.00036138i,-0.00013736-0.00062075i,0.00031873-0.00027881i,0.0005087-0.00048723i,0.00051354-0.00068606i,2.1914e-05-0.00050564i,-0.00019424+0.00034313i,0.00012658+0.000659i,0.00024396-0.00014133i,-0.00010275-0.00051503i,-0.00021954-0.00017778i,0.00026102+6.2431e-05i,0.00015422-0.00015648i,0.00019631-0.00010134i,0.00014078+0.00013929i
0.001909-0.0017253i,0.0018967-0.0027123i,0.0012362-0.0035884i,-0.0010116-0.0029022i,-0.0026478-0.00093598i,-0.0027965+0.00046704i,-0.0015472+0.00043595i,0.00027682-6.6871e-05i,0.00060119-0.00015809i,7.1615e-05+0.00011329i,0.00015142-0.00030408i,0.00041234-0.00022465i,-0.00011651+0.00045133i,-0.00033221+0.00023637i,-0.00015112+0.00059452i,-4.5031e-05+0.0012147i,-0.00021758+0.00073641i,-9.9176e-05+5.0233e-05i,0.00020018-0.00031109i,0.00039605+8.8347e-06i,0.00023532+0.00087756i,0.00029315+0.00112i,0.0004832-6.6294e-05i
-0.0027941-0.00087389i,-0.0038741-0.00056368i,-0.0037123+0.00087239i,-0.0019306+0.0022108i,-0.0004136+0.002543i,-0.00028284+0.0016584i,-0.0010598+7.2537e-05i,-0.0010181-0.00071831i,-0.00082082-0.00055474i,-0.00081675-0.0004021i,-0.00024094-0.00018217i,0.00041481+0.00029441i,0.00067556-0.000108i,0.001328-0.00049839i,0.00099841-0.00039775i,0.00023172-0.00026238i,-0.00052835+0.0002489i,-0.0002363+0.00034813i,-0.00021992-0.0005869i,-0.00094293-0.0014076i,-0.00030661-0.00077739i,-0.00013686+4.4363e-05i,-0.00052306-0.00022299i
-0.00097543-0.0010257i,0.00087357-0.00041366i,0.00055567-0.00011325i,-0.00013676-0.00038312i,0.00036094-0.0001521i,0.00074009+0.00038435i,0.00098675+0.00088096i,0.00080431+0.00098162i,-0.00017449+0.00046543i,-0.00018046+1.3987e-05i,0.00054298-0.00065848i,0.00080981-0.0010265i,0.0011781-0.00040887i,0.0017328+0.00044884i,0.0013768+0.00022704i,0.00074472+1.2797e-05i,-0.00025089+6.7745e-07i,-0.00040291+0.00015543i,0.00026121-5.6736e-05i,0.00053166-0.00031185i,0.00064308+0.0003881i,0.00085542+0.00047456i,0.00010685-0.00025649i
0.0017812-0.0014953i,0.0021152-0.0014462i,0.0013626+0.00018007i,-0.00010322+0.0014062i,-0.00025551+0.0012766i,-0.00048575+0.00026208i,-0.00045522+0.00038826i,-5.2882e-05+0.00031488i,6.0635e-05+6.0626e-05i,0.00096447-0.00018724i,0.0010882-0.00011655i,0.00060309+6.8353e-05i,0.00020653+9.6936e-05i,-0.00014593-0.00065298i,-0.00021865-0.0012206i,-0.00021327-0.00053988i,-0.0001701-0.00049033i,0.0004623-0.00010009i,0.00068695+0.0009735i,-0.00027258+0.0010469i,-0.00076959+0.00063733i,-0.00054006+0.00028803i,-0.00061038-5.909e-05i
-0.0021637-7.5505e-05i,-0.0025507-0.00025383i,-0.0021373+0.00057728i,-0.0010096+0.0015029i,-7.439e-06+0.0016307i,0.0006031+0.0011012i,0.00061826+0.00047537i,2.9056e-05+0.00064266i,-0.00050846+0.0010244i,-0.00050865+0.00055938i,-0.00037124-0.00020437i,0.00033023-0.00022427i,0.00063006+0.00042271i,0.00053077+0.00051506i,0.00031817-0.00067174i,-0.00014553-0.0011561i,-0.0003838-0.00036209i,-0.00031633-4.1851e-05i,-0.00010782+5.0004e-05i,0.0001626-0.00025935i,-0.00072898-0.00037964i,-0.00070116-0.00014477i,0.00047461+0.00039817i
