-0.002697+0.0011295i,-0.0016274+8.8096e-05i,-0.0019039-5.722e-05i,-0.0016071-0.00073394i,-0.0011973-0.00027551i,-0.0010613+0.00074618i,-0.00028604+0.00090743i,0.00039774+0.00077275i,0.00070411+0.0002825i,0.00024423+0.00036137i,-0.00033657+0.00021009i,-0.00097466-0.00054994i,-0.0017426-1.3244e-05i,-0.001673+0.00013886i,-0.00040945-0.00082465i,0.00015363-0.00094745i,-0.00011473-5.9239e-05i,0.00019985+0.00015789i,0.00029198+0.00024732i,9.7871e-06+0.00028978i,-0.00064998+0.00023001i,-0.00093704+0.00044368i,-0.00084065+0.00052364i
-0.0021746-9.8895e-05i,-0.0024763+0.0012581i,-0.0019887+0.0017629i,-0.00051802+0.0012272i,0.00037739+0.00060515i,0.0014245+0.00018507i,0.0014775-0.00033334i,0.00072386-0.00076938i,0.00095742-0.00053705i,0.00090929-0.0008707i,0.00025202-0.00048396i,-0.0010039-2.3713e-05i,-0.0016577-0.00031973i,-0.0012671-6.5073e-05i,-0.00083681-0.00013414i,-0.00067078+0.00011878i,-0.00077868+0.0012267i,-0.0001181+0.0017002i,0.00087986+0.0012486i,0.00047094+0.00021428i,-9.4106e-05+0.00012949i,-0.00035211+0.00075729i,-0.00058649+0.00028757i
-3.6827e-05-0.001301i,-0.00049657-0.0026804i,-0.0010904-0.0015378i,-0.00094003+0.00022859i,-0.00025591+0.00032538i,0.00018671-0.00032306i,9.2205e-05-0.00057432i,4.096e-06-0.00067422i,-0.00023257-0.0011181i,-0.00063227-0.0013252i,-0.0010977-0.0013138i,-0.0013019-0.00057556i,-0.0012421+0.0002513i,-0.0014196+3.8146e-05i,-0.00082296-0.0002999i,-0.00024751+0.00018499i,-0.00011393+0.00069689i,-9.6467e-05+3.054e-05i,-0.00041256-0.00060837i,-0.00054081-0.0007196i,-0.0007328-0.00057414i,-0.00086438+0.0003032i,-0.00043126+0.00059316i
-4.5342e-05+0.0019683i,-0.0006354+0.0010063i,-0.00088631+0.0010829i,0.00061795+0.0011311i,0.0019898+0.001069i,0.0020825+0.0010392i,0.001629+0.00055031i,0.0010013+0.00055008i,1.5032e-05+1.4863e-05i,-0.00099293-0.00059223i,-0.0015195-0.00060934i,-0.001114-0.00032845i,-0.0015767+0.00014591i,-0.0016216+0.00014i,-0.00056516-0.00043058i,-0.00038302-0.00053698i,-0.00073293-0.00014608i,-0.00052516+0.00028142i,0.00038221+3.3332e-05i,0.00019846+0.00016963i,-0.00085511+8.4641e-05i,-0.0007729-0.00041858i,-0.00014048-6.1124e-05i
0.0035119-0.00029618i,0.0038065-0.00068262i,0.0040542-0.0019027i,0.0026465-0.0027661i,0.00087468-0.0026446i,0.00036873-0.001693i,0.00082379-0.00046218i,0.00015737+0.00017355i,-8.6093e-05-0.00042178i,-0.0006025-0.0014312i,-0.0013249-0.0015617i,-0.00063448-0.0013058i,-0.00032802-0.00076324i,-0.00089667-0.00043223i,-0.0010134-0.00059525i,-0.00023083-0.00082088i,-0.00016945-0.0006711i,-0.00028434-0.00043192i,0.00066499-0.0004262i,0.00059805-0.00092576i,-9.9793e-05-0.001313i,-0.00045952-0.00032941i,-0.00081307+0.00020013i
-0.0011568-0.00039484i,-0.0012527-0.00018407i,-0.0022229+0.00072393i,-0.0022276+0.0010129i,-0.00058688+0.0005274i,0.00040269-0.00031515i,0.00080914-0.0009405i,0.001194-0.00024568i,0.00069535+0.00046903i,-0.00025471+0.00037872i,-0.0011832+4.8867e-05i,-0.0013997-0.00024744i,-0.00022276-0.00054083i,0.00012144-0.00045418i,-9.1128e-06-0.00073521i,0.00017671-0.0011278i,-0.00030681-0.00088244i,-0.00062315-0.00076028i,-0.00015612-0.00056138i,-0.00031327-4.7421e-05i,-0.0010381+0.00050465i,-0.00080292+0.00091787i,-0.00032572+0.00078951i
0.00011478+0.00055862i,0.00013298+0.00090842i,0.0009705+0.00031367i,0.0018245+0.0002685i,0.0018209+0.00086183i,0.0012699+0.00067341i,0.00099372-0.00020945i,0.0010721-0.00031358i,0.00074297+0.00036994i,0.00042612+0.00066509i,-0.00026854+0.00011656i,-0.00075577-0.001135i,-0.0012204-0.0016382i,-0.0014277-0.0008202i,-0.00061201-0.000175i,-0.00011257+0.00036927i,-0.00042166+0.00020836i,-0.00061592-3.0858e-05i,-0.00052938-6.5461e-05i,-0.00032799-1.8518e-05i,-7.647e-06+0.00062846i,0.00018386+0.0010832i,7.1354e-05+0.00045737i
0.00016976+0.00096782i,0.0002018+0.00021615i,-0.0012709+0.0002659i,-0.0016645-0.00027829i,-0.0006919-0.0018106i,0.00064025-0.0023095i,0.00059417-0.00084185i,0.00013384+2.8052e-05i,-4.4038e-05-0.00025283i,-0.00031535+0.00021376i,-0.00071981+0.00031066i,-0.00065585-7.3423e-05i,-0.00078563-0.00015939i,-0.0012916-0.00044108i,-0.00070149-0.00077243i,-6.3553e-05-0.00086968i,-0.00021744-0.0010174i,-0.00032909-0.00056717i,-0.00025299+0.00019131i,0.00035398+0.00023722i,0.00066335-0.00024158i,3.1985e-05-0.00024759i,-0.00041882+5.4149e-05i
-0.0004788+0.00074101i,0.00012684+0.0015401i,0.00073005+0.0011933i,0.00027835-0.00026921i,0.00028304-0.00056473i,-0.00013762-0.00052934i,0.00013074-0.0005255i,8.7996e-05-0.0001876i,-0.00021823-0.00087653i,-0.00030722-0.00092565i,-0.0012447-0.00047488i,-0.0017141-0.0009781i,-0.0008748-0.00059457i,-0.00062014-9.174e-05i,-0.0007811-0.00018152i,-0.00066612-0.00026668i,-0.00077682+0.00028817i,-0.0005724+0.00040633i,-0.00041255-0.00068497i,0.00018783-0.0011061i,0.0009922-0.00054893i,0.00053866-0.00023616i,-0.00060981-0.00052847i
0.00026341-0.00039723i,-0.00011817+0.0011654i,0.00059846+0.0018043i,0.00086532+0.0012781i,0.00058134+0.0007279i,0.00069687+0.00022833i,0.00068221-1.5494e-05i,0.00059539+0.00041527i,0.00075139+0.00041294i,0.0002209+0.00048004i,-0.00068433+0.0014085i,-0.0012349+0.0010552i,-0.0011124-0.00077776i,-0.00042153-0.0011651i,-0.00022957-0.0012016i,-0.00046778-0.0018487i,-0.00048151-0.0011992i,0.00050374-0.00071594i,0.00065432-0.00054268i,-0.0001828-0.00049947i,-0.00042981-0.00059884i,8.6728e-05-0.00053343i,0.00064542-0.00019803i
-6.8947e-05-0.00097908i,-0.0007131-0.0016996i,-0.0018296-0.00097105i,-0.0007042-0.00063314i,0.00052669-0.0014697i,0.00038233-0.0014969i,0.00013065-0.00091375i,0.00083475-0.00027873i,0.0010657+0.0002718i,-0.00012001+0.00059828i,-0.0012993+0.00054832i,-0.0015772+0.000198i,-0.0010591-0.00020691i,-0.00029822+0.00015699i,5.3847e-05-0.00028661i,0.00013727-0.00017952i,-0.00076408+0.00046914i,-0.00095641+0.00039406i,-0.00016251+0.0005721i,0.0002996+0.00038918i,8.2905e-05+0.00044497i,-0.00038995+1.2654e-06i,-0.00027014-0.00015716i
-0.0011331+0.00053649i,-0.0016372+0.00059476i,-0.00056492+0.00089273i,0.00071796+0.00024227i,0.0008483-0.00035955i,0.00068554-0.0008115i,0.00017822-0.00077105i,0.00021755-0.00086921i,0.00031969-0.00088353i,-0.00044541+9.0122e-05i,-0.0012654+0.00062308i,-0.0017011+0.00038255i,-0.0015233+3.0337e-05i,-0.0012619+9.3932e-05i,-0.0014041-0.00010288i,-0.00068682-0.00039156i,-0.00049948+4.0176e-05i,-0.00057327+0.00086939i,7.8904e-05+0.00069099i,0.0003173-0.00044297i,0.00036251-0.0007802i,-8.5875e-05+0.00010979i,-0.00042167+0.00067801i
-0.0013857-0.0016783i,-0.0020009-0.00085265i,-0.0021454+0.00062139i,-0.001209+0.00088138i,-0.00011405+0.00049762i,0.0011126+1.8273e-05i,0.0010713-0.0003991i,-0.00032898-0.00038014i,-0.00091184-0.00021311i,-0.00095965-4.6154e-05i,-0.0013156-0.00018969i,-0.0015796-0.00083432i,-0.0015096-0.0012618i,-0.0010211-0.00062103i,0.00052266+0.00014578i,0.0012005+0.00020668i,0.00088858-6.9247e-05i,0.00037562-0.00069125i,1.824e-05-0.0004752i,-0.00011786+0.0003605i,-0.00031219+0.00043892i,-0.00050485+0.00030303i,-0.0002729+0.00035882i
-0.00039359-0.00048999i,9.9883e-05-0.00032683i,0.00045081-0.0013448i,0.00046471-0.0013287i,0.00024847-0.00066508i,-4.1345e-05-0.001215i,9.3272e-05-0.0019868i,0.000431-0.0019739i,0.00048047-0.0019322i,-0.00024025-0.0015901i,-0.00087466-0.0007413i,-0.00089874-0.00082819i,-0.001266-0.0016789i,-0.00071016-0.0011181i,0.00016773-0.00010369i,0.00016528+0.00014885i,-6.7378e-05+7.7887e-05i,1.5257e-05+0.00026735i,0.00016786+1.3042e-05i,-0.00066595-0.00030876i,-0.0011812-0.00076019i,-0.0003207-0.00075838i,-0.00011071+0.0002131i
-0.0044019-0.0013609i,-0.0037077-0.0016806i,-0.0042425-0.00138i,-0.003244+0.00037836i,-0.0010455+0.0012467i,0.00040595+0.0010872i,0.00062673+0.0001039i,0.00033018+5.0293e-05i,-0.00053382+0.00054134i,-0.0014583+0.00019548i,-0.0011247+0.0003087i,-0.00077007+0.00049628i,-0.0010693-8.6601e-05i,-0.00093648-0.00044082i,-0.0010288-5.4469e-05i,-0.0012033+0.00037498i,-0.00080255+4.143e-05i,-0.00039636-4.7341e-05i,-0.00020652+8.9981e-05i,-0.00010492+0.00026536i,-0.00013953+0.00041325i,-0.00062711+0.00044001i,-0.0010164+0.0004155i
-0.0021147-0.00095441i,-0.0024544+0.00028504i,-0.00074492+0.0011226i,0.0010185+0.00066883i,0.0011142-0.00064754i,0.00084068-0.0015459i,0.00098039-0.0013071i,0.00079461-0.00098784i,-0.00016824-0.0010792i,-0.0014746-0.00055661i,-0.001648+3.0006e-05i,-0.00069805-0.00045504i,-0.00019647-0.0009927i,1.7801e-06-0.00085298i,0.0001017-0.00075253i,-5.26e-05-0.00068482i,-0.00012729-0.00061304i,-0.00052198-0.00057631i,-0.00067167-0.0010937i,-0.00011743-0.00085234i,-0.00015027-0.00032286i,-0.00025786-0.00015442i,-0.00014429+0.00062566i
0.00078296+0.00053843i,0.0012305+0.00020946i,0.0010631-0.0020943i,0.00054135-0.0024272i,0.00054541-0.00097702i,0.0012024-0.0013454i,0.00085278-0.0013985i,0.00040533-0.0006256i,-0.00021256-0.00075024i,-0.0012892-0.00040905i,-0.0017567+0.00010922i,-0.0016078-0.00017006i,-0.0014057-0.00065322i,-0.00039992-0.001068i,0.00046836-0.0010871i,0.00012332-0.00090922i,-0.0001801-0.00044066i,0.00047602-0.00022364i,0.00059007-0.00046387i,-0.00056905-0.00021244i,-0.0011251+0.00053786i,-0.00095996+0.00068269i,-0.00074872+0.00075616i
0.0018385-0.000744i,0.001766-9.2833e-05i,-9.0225e-05-0.00018893i,-0.0014644-0.00022701i,-0.0012722-9.884e-05i,-0.00015139-0.00051928i,0.00054364-0.00078053i,0.00017285-0.00060495i,0.00028345-0.00084333i,-3.5393e-05-0.00046167i,-0.00042064+7.2552e-06i,-0.00056214-0.00020023i,-0.0011291-0.00030604i,-0.0010193-3.608e-05i,-0.00023711-0.00034394i,-0.00043852-0.0010053i,-0.00042899-0.00053557i,-0.00031034+0.00030631i,-0.00091349+0.00050072i,-0.00069713+0.00037056i,0.00015741-0.00017514i,0.00098739-0.00099878i,0.00076812-0.00056155i
0.00092867+0.0004359i,0.00058189+0.00067298i,-0.00047537+0.0010241i,0.00014814+0.001474i,0.0014143+0.00070202i,0.0017461-0.00030207i,0.002124-0.00071703i,0.0014316-0.00042167i,-5.4923e-05-0.000585i,-0.0013694-0.00062114i,-0.0014475-0.0004022i,-0.00081069-5.9497e-05i,-0.00065179+0.00027091i,-0.00033487-0.0001837i,3.7161e-05-0.00027373i,-0.0004165+0.00012393i,-0.0010554+0.00070414i,-0.000879+0.00085481i,0.00011097+9.2989e-05i,0.00061659-5.9629e-05i,-0.00059056-2.8794e-05i,-0.0012369-0.00028834i,-0.0010193-0.00026383i
0.0012146-0.00069369i,0.00084012-0.0014431i,-0.0010605-0.0019763i,-0.0014679-0.0012463i,-2.3396e-05-0.00052621i,0.00078847-0.00031923i,0.000496-0.00032482i,0.00040329-0.00063235i,0.00052773-0.0013332i,-0.00064815-0.0014286i,-0.0012063-0.00058873i,-0.00089832-0.00056742i,-0.0013214-0.00064646i,-0.00085287-0.00035106i,-7.7492e-05+0.00020176i,1.686e-05+0.0006057i,-0.00032001+0.00050813i,-0.00039544-0.00033446i,0.00032255-0.00058372i,0.00052443+0.00034659i,0.0002241+0.00079498i,-0.00024313+0.00069114i,4.9249e-06+6.3505e-05i
-0.0021102+0.0010636i,-0.0018896+3.1905e-05i,-0.0012414+0.0012293i,-0.00020797+0.0014781i,0.00092731+0.00018542i,0.0016184+3.418e-05i,0.0017288-0.00013284i,0.0021878-0.00052269i,0.0012432+5.5663e-05i,-0.00088449-1.7681e-05i,-0.0013667+6.0727e-05i,-0.0010275+0.00063149i,-0.00095128+1.6584e-05i,-0.000563-0.00014926i,-6.5397e-05-0.0001269i,-3.7988e-05-0.0010476i,-4.1311e-05-0.0013576i,-0.00056484-0.00089299i,-0.00049339-0.00042954i,-0.00047074-0.00022784i,-0.00056175-0.00029435i,-0.00014651-0.00020974i,-1.6366e-05-0.00080014i
-0.00088719+0.0014492i,0.00026317+0.0010459i,0.00079584+0.0013003i,0.00028021+0.00052453i,0.00090003-0.0006555i,0.002023-0.0010403i,0.0020749-0.0010878i,0.0009064-0.0012902i,0.00029451-0.0013773i,-2.6917e-05-0.0012344i,-0.00069487-0.00080167i,-0.00085949-0.00063099i,-0.00063174-0.00091888i,-0.00028002-0.00046235i,-0.00081654+0.0003918i,-0.0013889+0.0002984i,-0.00087469-0.00049134i,-0.00037773-0.00048012i,-0.00011283-7.6352e-05i,-0.00030363+0.00010547i,-0.00059447-0.00053616i,-3.8087e-05-0.00076416i,-0.0001192-0.0006109i
-0.00030508-0.00044683i,-0.00050326-5.78e-06i,-0.0014605+0.0004593i,-0.0012778-0.00032019i,0.00011073-0.00099341i,0.00019511-0.00099192i,8.0805e-05-0.0012571i,0.00072875-0.0011195i,0.00010756-0.00040889i,-0.00094204+4.3439e-07i,-0.0016722+0.00018174i,-0.0014967-0.00019173i,-0.0011974-0.0009939i,-0.0018916-0.0014389i,-0.0012895-0.00057685i,-0.00053847+0.00019536i,-0.0008294+0.00053879i,-0.00075197+0.00076418i,-0.00013095+0.00039167i,-0.00052208-0.00016806i,-0.0010749-0.00038973i,-0.00051846-8.5439e-05i,-0.00041018+3.8149e-05i
0.0014801-0.0012709i,0.0002545-0.0008691i,-0.00021833-4.5351e-05i,0.00045908+0.00081982i,0.0011031+0.00035444i,0.0010654+9.0117e-05i,0.00098634-0.00041598i,0.0012876-0.00077424i,0.00097875-0.00092833i,-0.00046606-0.0015355i,-0.0013125-0.0010781i,-0.00059016-0.00014625i,-0.0011757-0.00020466i,-0.0019941-0.0010519i,-0.00099587-0.00078365i,0.00018213+7.935e-06i,0.00034458+0.00047448i,-0.00019653+0.00087167i,-0.00040072+0.00041847i,-0.0002191-0.00042179i,0.00046654-1.8121e-05i,0.00019711+0.00023401i,-0.00052191-0.00044315i
0.00066411-0.0019733i,0.0012265-0.0032584i,0.00032739-0.0038786i,0.00022696-0.0024111i,0.00016616-0.00086301i,0.00042574-0.00047465i,0.00094465-0.00023163i,0.00067259+0.00019536i,4.2498e-05-0.000284i,-0.00030026-0.00056056i,-8.3304e-05-0.00024807i,-9.6083e-05-0.00034909i,0.00016055-0.0010845i,0.00034597-0.00074931i,-6.489e-05-0.00044683i,-0.00052887-0.00052182i,-0.00041017+0.00010297i,-0.00031659+0.00026371i,0.00014063+6.1665e-06i,0.00013518-0.00067527i,-0.0004954-0.0002399i,-0.00098518+0.00054043i,-0.0011585+7.3625e-05i
0.00029306+0.00084003i,0.00074605+0.0012872i,4.4647e-05+0.0013974i,-0.00017422+0.00047351i,0.0006802-0.00011463i,0.0010123-0.00044669i,0.0012201-0.00023065i,0.0011954+0.00025474i,0.00072056-0.00031831i,0.00082162-0.00062006i,0.00036027-0.00025907i,-0.00048175-1.6834e-05i,-0.00082203-0.00056818i,-0.00077539-0.00059711i,-0.00024247-0.00024909i,-8.0078e-05-0.00072265i,-0.00014073-0.0011086i,-0.00036818-0.00031949i,-0.00084167+0.00021882i,-0.00062565+2.8694e-05i,-0.0004599-9.4682e-05i,-0.00080452-0.00044476i,-0.00027124-0.00038344i
-0.0015317+0.00040019i,-0.0018522+0.00033758i,-0.0015607+0.001895i,-0.00015973+0.0021376i,0.0010854+0.001169i,0.0017644+0.00059538i,0.0017528+8.0748e-05i,0.00051719-0.00044102i,-0.00047626+0.00012078i,-0.00092357+0.00079749i,-0.00063374+0.00067816i,-0.00050301-0.00051221i,-0.00039044-0.0011528i,-0.0011562-0.00081161i,-0.001435-0.0010135i,-0.0010857-0.00064588i,-0.0011098+0.00029805i,-0.0010272+0.00051673i,-0.00041085+0.00071787i,-0.00033264-5.7997e-05i,-3.3525e-06-0.00072937i,0.00056614-0.00018608i,0.00022711+1.2187e-05i
0.0010955-0.00056851i,0.00059893-0.00070803i,0.0019364-0.0017171i,0.002914-0.0016849i,0.0024533-0.0012027i,0.0012989-0.00088948i,0.00068719-0.00062055i,0.00080885-0.00056586i,0.00015287-0.00033359i,-0.0005249+0.00015239i,-0.00065428+0.00013908i,-0.0012155-0.00062231i,-0.0016922-0.001168i,-0.0023187-0.001207i,-0.0016943-0.00099679i,-0.00053627+4.6938e-05i,-0.00025013+0.00036836i,-0.00012366+7.2038e-05i,-0.00066007+0.00011245i,-0.00042946+0.00034587i,0.00079531-0.00038351i,0.0012151-0.00092121i,0.00073049-0.00086968i
0.0047864-0.00014341i,0.0051251-0.00068207i,0.0047737-0.0015398i,0.0018081-0.0015296i,0.00035437-0.001083i,7.0991e-05-0.00041122i,-7.8793e-05+0.00033465i,0.00029683-0.00045333i,0.00092158-0.0018544i,0.0010851-0.0018457i,-0.00017472-0.0011697i,-0.00086521-0.0015121i,-0.00040443-0.0018834i,-0.00035339-0.0015554i,-0.00073454-0.001502i,-0.00070532-0.00090563i,-0.00023287+2.4997e-05i,-8.1439e-06-0.00020562i,-0.00010962-0.00045728i,4.4524e-05-7.9953e-05i,-2.6332e-05+0.00042054i,0.00016397-3.7734e-06i,0.00050018-0.00080684i
-0.00097966+0.00019642i,-0.0011176+0.00098115i,-0.0011568+0.0014214i,-0.00045239+0.00099636i,0.00023156-0.00013024i,0.00028065-0.00091627i,0.0015062-0.00077705i,0.0026872-0.00038514i,0.0023289-0.00050597i,0.00053864-0.00063785i,-0.00017926-0.00023487i,-0.00020985+0.0001951i,-0.00030569+0.00058676i,-0.00090293+0.00044787i,-0.0012076-0.00017577i,-0.00051059+2.3144e-05i,-0.00031416+0.00039187i,-0.00020698+0.00010551i,1.9713e-05+9.9332e-06i,-0.00023003-0.00020927i,-0.00045987-0.0010141i,-0.0006673-0.00095535i,-0.00080173-0.00099526i
-0.0045513-0.0013836i,-0.004829-0.0029884i,-0.005-0.0016623i,-0.0032917+0.00042294i,-0.00032927+0.00024422i,0.002023-0.0015085i,0.0021795-0.001999i,0.00087647-0.0012496i,-0.00029723-0.00071558i,-0.00086617+8.3283e-05i,-0.0013118+0.00019425i,-0.0012806-0.00012217i,-0.0004995-0.00031229i,-0.0002963-0.00031153i,-0.00069649-0.00022489i,-0.00072738-0.00019028i,-0.00037827-0.00027439i,-0.00013238-0.0001377i,-0.00011492-0.00025748i,-0.00021196-0.00074023i,-3.9048e-05-0.0010352i,0.00041465-0.00013233i,0.00046538+0.00067091i
0.00073428-0.00094059i,-0.00020801-0.0017566i,-0.00071314-0.00093344i,-0.00059304-0.00013349i,0.00015371+4.2135e-05i,0.0011486-0.00028834i,0.00081404-0.0006122i,-0.00012982-0.00061961i,-0.00056062-0.00073749i,-0.00094726-0.0010712i,-0.001187-0.0008645i,-0.00090561-0.00070089i,-0.0012726-0.00081977i,-0.0018256-0.00097503i,-0.0016281-0.00087796i,-0.0011614-0.00083582i,-0.00049009-0.00046634i,-0.0002126+0.00047425i,0.00019396+0.0006491i,9.0732e-05-0.00014185i,-6.242e-05-3.2287e-05i,-6.582e-05+0.00034533i,-0.0001425-5.0778e-06i
0.00056198+0.0026872i,0.00038681+0.0030974i,0.0013259+0.0032681i,0.0023071+0.0010266i,0.002266+0.00016241i,0.0013374-0.00013432i,-0.00011109-0.00038327i,-0.00070374-0.0004237i,-0.00011685-0.001015i,0.00021453-0.00082716i,0.00016758-0.00077564i,-0.00025528-0.0015153i,-0.00098628-0.00098514i,-0.0014919-0.00040353i,-0.00059063-0.0006294i,6.9603e-07-0.00092357i,-0.00043441-0.0015453i,-0.00025751-0.001286i,0.00014065-0.00010071i,-0.00015875+0.00013352i,-0.00063606-0.0003267i,-9.5634e-05-0.00059745i,0.00046212-0.00092883i
-0.0010394+0.00082884i,-0.00088836+0.0018072i,-0.00029547+0.002331i,0.00079103+0.0017122i,0.0011976+0.00091874i,0.0014899-6.9519e-05i,0.001503+0.00017083i,0.00086707+0.00080357i,-8.8149e-06+3.5455e-05i,-0.0013834-0.00064708i,-0.001375+0.0001262i,-0.00078266-4.8336e-05i,-0.00080665-0.00044858i,-0.00031852-0.00041623i,4.4443e-05-0.0011769i,-0.00012796-0.00085831i,-0.00023355-0.00011324i,0.00057412-0.00025026i,0.00091781+6.1596e-05i,0.00035052+0.00041278i,-0.00049718-0.00027424i,-0.00074057-0.00085409i,0.0002629-0.00080655i
0.0012685-0.00027206i,0.00062235-0.001047i,-3.1901e-05-0.00093104i,-1.7231e-05-0.0011655i,-0.00018089-0.0016819i,0.00065802-0.0020815i,0.0014424-0.0011293i,0.0012505+0.00014029i,0.00082548-0.00037166i,5.1242e-06-0.0011236i,-0.00079012-0.00043637i,-0.0010805+0.00033962i,-0.00095611+0.00033321i,-0.00080029+0.00065715i,-0.00088081+0.00045126i,-0.00056285-0.00049579i,-0.00026072-0.00095309i,-0.00082835-0.00072176i,-0.00062725-0.00057825i,-0.00013473-0.00024853i,-0.00047316+0.00022791i,-0.0002926-0.00016409i,9.6517e-05-0.00032034i
-0.0017478+0.00076087i,-0.0015061+0.0016172i,-0.00089255+0.0024955i,0.00014044+0.0021398i,0.00069308+0.00090057i,0.0011469+0.00015057i,0.0011529+0.00036544i,0.00057004+0.00031082i,-9.8088e-05-1.0534e-05i,-5.9879e-06-0.00031162i,6.107e-05+2.1279e-05i,-0.00040037+1.2722e-05i,-0.00040697-0.00060834i,-0.00061385-0.00072911i,-0.00074535-0.00045773i,-8.1919e-05-0.00010217i,5.0875e-05-0.00068108i,-0.00016003-0.0010209i,0.00037081+0.00011695i,0.00036068-0.00022245i,-0.00019482-0.00095379i,-0.00059614-0.00043431i,-0.00036021-0.0002212i
0.00067789+0.0007297i,0.00088795+0.00071229i,0.00033131-0.00022334i,0.0011521-0.0017072i,0.0017244-0.0011625i,0.0011432-0.0010095i,0.0012184-0.00091121i,0.0013237-0.00052223i,0.00022588-0.0010619i,-0.00012367-0.0013764i,-0.00010205-0.0010759i,-0.00058235-0.0010358i,-0.0010901-0.0013905i,-0.0011871-0.0010408i,-0.00070206-0.0010936i,-0.00055192-0.00077689i,-0.00055107-0.00026024i,0.00011927-4.3324e-05i,0.00064913+0.00022752i,-0.00015384+0.00038924i,-0.0011062-9.3224e-05i,-0.00056777-0.00029718i,9.7916e-05+0.00034039i
-0.0024186-0.00052617i,-0.0028045-0.0018564i,-0.0039153-0.0015352i,-0.0033011-0.00037483i,-0.00058294+0.00031987i,0.0014625-0.00032762i,0.0014967-0.0010079i,0.0013166-0.0011649i,0.00041628-0.00056586i,-0.0008231-0.00010489i,-0.0014235+0.00012139i,-0.0015709-0.00013416i,-0.0012651+0.00011318i,-0.0010843+0.0010646i,-0.0010204+0.0010348i,-0.00046141+0.0003738i,4.7269e-05-0.00056341i,0.0001088-0.00028968i,9.3825e-05+0.00020047i,-5.6301e-05-9.272e-05i,-0.00042044-0.00042089i,-0.0004415-0.00039064i,6.8337e-06-0.00025876i
-0.00051505+0.0020508i,0.00020165+0.0016115i,0.0010084+0.00217i,0.0011187+0.0014891i,0.00061267+0.00042925i,0.00091127-0.00051388i,0.00099991-0.00040108i,0.00076021-3.2835e-05i,3.7884e-05-0.00080066i,-0.00061887-0.0011796i,-0.0009739-0.00068436i,-0.0014553-0.00023869i,-0.001304-3.9563e-07i,-0.00047552+0.0003909i,-0.00056367+0.00014073i,-0.00068934-0.00059186i,0.00015191-0.0003226i,0.00054776+0.00099121i,0.00050407+0.00095134i,0.00033728-0.00010728i,0.00019047-0.00032723i,-0.00047891+0.00020245i,-0.00063527-0.00035751i
-0.0022719-0.0013467i,-0.0016423-0.00092197i,-0.0022335+0.00011016i,-0.0009117-0.00038349i,0.00083152-0.00032322i,0.0011886+1.5707e-05i,0.0011168-0.0004079i,0.0012569-0.00024019i,0.00077699+0.00013308i,-0.00051706+0.000578i,-0.001182+0.00039763i,-0.001624-0.00029939i,-0.0011425-0.00039806i,-0.000425+0.00010503i,-0.00026488+0.00059556i,0.00011501+0.00076596i,-0.00022862+0.00018215i,-0.0013275-0.00080152i,-0.0018027-0.00095472i,-0.0015028-0.00093593i,-0.00066118-0.00059092i,-0.00026433+4.244e-05i,0.00026518-0.00012215i
0.00043582+0.0025319i,-6.6283e-05+0.0020902i,-0.0003948+0.0014455i,-0.00029358+0.00090156i,-0.0001961-0.00017732i,0.0010023-0.0012333i,0.0016433-0.00091604i,0.0011618-0.00028706i,0.00080254-0.00018256i,-0.00023413-0.00014041i,-0.00083248-0.001014i,-0.00096491-0.0016762i,-0.00096639-0.0010324i,-0.00056758-0.00049222i,-3.7731e-06-0.00064448i,0.00048066-0.00076106i,-3.5032e-05-0.00053355i,-0.00023727+0.00012891i,-0.00022167+0.00027954i,-0.00045198-0.00036761i,-0.00068463-4.1285e-05i,-0.00085674+4.6836e-05i,-0.00027017-5.6752e-05i
-0.00035478-0.00071391i,-0.00090956-0.00035836i,-0.00074093+0.00033904i,-8.9748e-05+0.0007885i,0.00028168+0.00076345i,0.0003535+0.00034694i,0.00079714+0.00010803i,0.0013487+6.6281e-05i,0.00051966-0.00023288i,-0.00074431-0.00050148i,-0.001105-0.00067366i,-0.0011099-0.00086294i,-0.00048838-0.0015135i,0.00031307-0.0018707i,-0.00050656-0.00098417i,-0.001634-0.00055719i,-0.0011686-0.00067741i,-0.00046218-0.00030568i,-0.00048707+0.00015069i,-0.00077438+0.00018468i,-0.00048619+9.8804e-05i,0.00046502+0.00025886i,0.00087694+0.00064086i
0.0030248+0.001017i,0.0027157+0.0002023i,0.0029967-0.00038566i,0.0020122-0.0015886i,0.00089012-0.0026551i,0.0010641-0.0020338i,0.0011829-0.001458i,0.00134-0.0015498i,0.0012591-0.0012003i,4.3942e-05-0.0011045i,-0.0013233-7.7866e-05i,-0.0013143-0.00036978i,-0.0013546-0.0025343i,-0.0017992-0.0020538i,-0.00061068-0.00049888i,2.9652e-05-0.00024019i,-9.8203e-05-0.00041308i,0.00035134-0.00041436i,0.00045983-0.00022738i,0.00023406-0.00033588i,-0.00010857-0.00067312i,-0.00049029-0.00048599i,-6.05e-05+0.00060422i
