-0.0013173-0.00028982i,-0.0023228+0.00070725i,-0.0034089+0.0014125i,-0.001982+0.00073762i,-0.0014581+0.00082404i,-0.0018414+0.0013656i,-0.00096021+0.0014263i,0.00041076+0.0013316i,0.0011284+0.0011836i,0.0011087+0.00021185i,0.0010639-0.00032466i,0.00070819-0.00042964i,0.00065621-0.0011602i,0.00050856-0.00098184i,0.00053676+0.00035685i,0.00031758+0.00050115i,-0.00030827-0.00052049i,0.00044327-0.0010331i,0.0008326-0.00031293i,2.948e-05+0.00035335i,-0.00034927+0.00068476i,-0.00060834+0.00017445i,-0.00032688-0.00020592i
-0.21443-0.064326i,-0.32615-0.087331i,-0.33211-0.052187i,-0.24018+0.021719i,-0.14137+0.076954i,-0.061473+0.093425i,-0.00076798+0.062111i,0.015627+0.010727i,0.008812-0.01805i,0.015665-0.030459i,0.022623-0.033584i,0.018348-0.022193i,0.016563-0.013803i,0.017305-0.021483i,0.0095144-0.030283i,0.0022154-0.024763i,0.0039878-0.0096413i,0.010887+0.0066153i,0.020327+0.014964i,0.022733+0.0070543i,0.01235-0.0049725i,0.001147-0.011477i,-0.0059024-0.015911i
0.066631-0.040263i,0.13753-0.049088i,0.15231-0.063317i,0.095168-0.075931i,0.018448-0.098678i,-0.028431-0.1102i,-0.038106-0.074635i,-0.016415-0.016685i,0.011836+0.016789i,0.019445+0.019215i,0.0075021+0.0095938i,-0.0060911+0.0037473i,-0.0093891+0.0040637i,-0.0063679+0.0035523i,-0.0059334-0.00068598i,-0.011486-0.00020925i,-0.018666+0.0053656i,-0.020692+0.0045219i,-0.021674-0.0014126i,-0.021113+0.00081648i,-0.011093+0.0079639i,0.0013665+0.0094629i,0.0076366+0.0099161i
-0.052602+0.046615i,-0.20577+0.13089i,-0.27061+0.1529i,-0.14975+0.11742i,-0.013736+0.074886i,0.016649+0.040022i,0.0042222+0.024506i,0.0022664+0.007572i,0.0020514-0.0063817i,-0.00099882+0.0094594i,0.0034342+0.036842i,0.0099023+0.040576i,0.015904+0.026228i,0.025842+0.011028i,0.03126+0.0011857i,0.02616-0.0037782i,0.016509-0.0046983i,0.008001-0.0018927i,0.0072179+0.0020573i,0.010589-3.5226e-05i,0.010242-0.0072352i,0.0070779-0.012204i,0.0063822-0.015311i
0.43516+0.12877i,0.6528+0.2224i,0.63285+0.22213i,0.38851+0.08316i,0.15939-0.038932i,0.050187-0.062053i,0.01211-0.032207i,0.0026045+0.011678i,-0.0038172+0.034821i,-0.013965+0.037857i,-0.011521+0.024963i,-0.0040776+0.0012204i,-0.010303-0.0077885i,-0.019843-0.0023101i,-0.020184-0.0012188i,-0.018459-0.0097643i,-0.01992-0.018576i,-0.020942-0.019552i,-0.019312-0.015117i,-0.014997-0.0076096i,-0.0091215+0.0014255i,-0.0040847+0.009042i,-0.0017155+0.013684i
-0.19351-0.25688i,-0.29089-0.56921i,-0.28692-0.61217i,-0.17048-0.31809i,-0.0078294-0.073158i,0.079729-0.015942i,0.056605-0.010167i,0.016085-0.0025031i,-0.002043-0.0076228i,-0.0092349-0.019086i,-0.010621-0.024071i,-0.0088734-0.018855i,0.0023668-0.01023i,0.015412-0.0036532i,0.018526+0.0015604i,0.017014+0.0032142i,0.015427+0.0034768i,0.01242+0.0041253i,0.010404+0.0042277i,0.0086113+0.0030621i,0.003201+0.0014061i,-0.0015804+0.003106i,-0.00049732+0.0054071i
-0.31201+0.32191i,-0.45117+0.51938i,-0.41108+0.50987i,-0.24173+0.31918i,-0.12726+0.1567i,-0.087029+0.08453i,-0.044644+0.050233i,-0.013553+0.025152i,-0.0019143+0.0078168i,0.0029189-0.019993i,-0.0020965-0.037354i,-0.0073658-0.024072i,-0.011113-0.010023i,-0.015771-0.01045i,-0.013667-0.013418i,-0.0034606-0.014541i,0.0062494-0.013571i,0.0087008-0.0091591i,0.0025076-0.0042205i,-0.0064053+7.1189e-05i,-0.0087505+0.0048345i,-0.008432+0.0074362i,-0.010319+0.0083009i
0.027478+0.019507i,0.097515+0.064123i,0.14476+0.070424i,0.1364+0.046958i,0.12166+0.061141i,0.12718+0.068524i,0.084798+0.018762i,0.012975-0.017385i,-0.011566-0.020185i,-0.0033571-0.017157i,-0.00027241-0.0039978i,0.0021193+0.0080463i,0.010207+0.011085i,0.018901+0.013082i,0.021093+0.015811i,0.016577+0.020658i,0.012633+0.020793i,0.01093+0.010991i,0.0083157+0.00066615i,0.0043819-0.0048649i,0.00060259-0.0090971i,-0.0019887-0.012182i,-0.0027275-0.012372i
0.31701+0.04273i,0.43061+0.096751i,0.35204+0.081848i,0.13258-0.0080202i,-0.063769-0.051056i,-0.11767-0.019646i,-0.069688-0.0041984i,-0.029943-0.008422i,-0.0070122+0.014555i,0.019245+0.041932i,0.029603+0.043285i,0.01937+0.028415i,0.0018663+0.013643i,-0.0068511+0.0033176i,-0.00063277+0.00017796i,0.009644+0.00067651i,0.01188-0.00038135i,0.0023127-0.0021659i,-0.0079816-0.00081801i,-0.0081261+0.0023536i,-0.0049536+0.0019864i,-0.0059911-0.0015259i,-0.0089646-0.006238i
0.053675-0.4182i,0.093498-0.7458i,0.068326-0.76708i,0.0018582-0.4437i,0.022557-0.14239i,0.047273-0.043409i,0.01151-0.018617i,-0.008236-0.0031175i,-0.0085251-0.00477i,-0.0057239-0.0031437i,0.0033013-0.0075073i,0.0043977-0.017012i,0.0013549-0.011707i,-0.0040863+0.00084811i,-0.015448+0.0066676i,-0.026693+0.0058283i,-0.029219+0.0022164i,-0.01753-0.001601i,0.0017942-0.0063004i,0.013377-0.011386i,0.014726-0.011696i,0.015444-0.0070182i,0.014122-0.00062876i
-0.64245+0.34422i,-0.97576+0.46147i,-0.91039+0.43369i,-0.53143+0.28617i,-0.28318+0.1078i,-0.21472+0.0288i,-0.11833+0.038267i,-0.013461+0.027942i,0.010022+0.0013917i,-0.01177-0.0039578i,-0.023073-0.0016564i,-0.021795-0.0055505i,-0.02149-0.013434i,-0.019306-0.012385i,-0.01326-0.0037014i,-0.0056479+0.0055514i,0.0018755+0.012164i,0.0010486+0.013221i,-0.0093783+0.011986i,-0.015275+0.011711i,-0.012372+0.0094076i,-0.0064092+0.0039148i,0.0032756+0.0026225i
-0.1053+0.2335i,0.079491+0.4806i,0.2857+0.52595i,0.29719+0.31277i,0.16786+0.14068i,0.088449+0.11869i,0.070733+0.096929i,0.042048+0.040601i,0.0083935-0.00089882i,-0.0020252-0.017574i,0.010476-0.018204i,0.024933-0.014879i,0.028533-0.011041i,0.021698-0.012532i,0.0058066-0.01795i,-0.0066173-0.020035i,-0.0041984-0.01743i,0.011796-0.010726i,0.027713-0.0054493i,0.027783-0.0057398i,0.01658-0.0053365i,0.0075908-0.00075454i,0.0031796+0.00055074i
0.12283-0.31977i,0.30439-0.31899i,0.37338-0.28446i,0.2351-0.25148i,0.074799-0.18167i,0.021749-0.1231i,0.016914-0.097179i,0.015237-0.055161i,0.020703-0.0074593i,0.022617+0.018507i,0.019468+0.024889i,0.016629+0.015895i,0.012978+0.0032623i,0.011153+0.00078734i,0.016131+0.0055311i,0.022696+0.011089i,0.02142+0.012345i,0.0078145+0.0044262i,-0.012248-0.0049559i,-0.023808-0.0044291i,-0.022388-0.0005357i,-0.022695-0.00078538i,-0.025497+0.00065046i
0.43351-1.0022i,0.33588-1.3337i,0.060881-1.0977i,-0.064595-0.57125i,-0.01379-0.25852i,-0.029518-0.15772i,-0.1004-0.062415i,-0.091414+0.0099516i,-0.033767+0.021687i,0.013655+0.023089i,0.036103+0.02614i,0.031938+0.022894i,0.023984+0.020013i,0.02402+0.010573i,0.020213-0.0097192i,0.0080296-0.027725i,-0.005537-0.028604i,-0.01029-0.012814i,0.00051912+0.0011225i,0.01422+0.0031744i,0.016605+0.0042862i,0.014743+0.011191i,0.010737+0.012186i
-0.13063-0.0040638i,-0.58282+0.081621i,-0.73318+0.26781i,-0.41913+0.3262i,-0.11042+0.1897i,-0.032761+0.067582i,-0.017345+0.042075i,-0.0031193+0.03195i,-0.0064674+0.017154i,-0.027206+0.0025012i,-0.049233+0.0058159i,-0.034869+0.020778i,-0.011748+0.019407i,-0.012577+0.017949i,-0.016335+0.027112i,-0.014286+0.034925i,-0.011149+0.034294i,-0.011559+0.023313i,-0.015908+0.010093i,-0.013742+0.0011532i,-0.0043658-0.0084949i,0.0039577-0.023511i,0.0083668-0.029976i
0.61294+0.84359i,0.88146+0.90295i,0.80452+0.62706i,0.47363+0.31552i,0.2075+0.15226i,0.086538+0.070651i,0.026112+0.02495i,-0.0030884+0.013199i,-0.020268+0.0091689i,-0.032201+0.015809i,-0.026544+0.021619i,-0.021512+0.011449i,-0.0219+0.0040413i,-0.013968-0.002851i,-0.0050335-0.013148i,-8.4048e-06-0.019175i,0.0019144-0.018395i,0.0059138-0.010755i,0.013783-0.00044505i,0.014253+0.0027421i,0.0022654-0.00054012i,-0.011486-0.00074933i,-0.011822-0.0029552i
0.019558+0.56639i,0.18893+0.45133i,0.2003+0.12746i,0.052896-0.0069316i,-0.011246+0.066835i,0.071219+0.066093i,0.11317-0.036938i,0.065507-0.082074i,0.023151-0.058994i,0.0097431-0.049587i,-0.0011284-0.0475i,-0.0044536-0.022901i,-0.0052091-0.0040563i,-0.017435+0.0014804i,-0.025445+0.0096103i,-0.015307+0.016861i,0.0027002+0.015531i,0.012474+0.0033937i,0.0072375-0.0079566i,-0.0029796-0.0082269i,-0.0051593-0.0031394i,-0.0012475+0.0019874i,-0.00047539+0.0092936i
0.089144-0.037229i,0.39017-0.15808i,0.37989-0.34078i,0.077552-0.37229i,-0.099438-0.25372i,-0.12764-0.18454i,-0.13349-0.11928i,-0.082526-0.038205i,-0.025833-0.0025147i,-0.00097741+0.020726i,0.018708+0.020055i,0.011857-0.011185i,-0.0015564-0.024098i,0.0079111-0.021802i,0.020235-0.027418i,0.016508-0.035492i,0.002533-0.035765i,-0.0060005-0.027527i,-0.0060626-0.016984i,-0.00075711-0.006585i,0.0062784+0.0008007i,0.0099481+0.0083754i,0.011297+0.017209i
-0.89568-0.59873i,-1.2575-0.49137i,-1.0802-0.11333i,-0.54495+0.10213i,-0.18505+0.064943i,-0.081904+0.069747i,-0.013172+0.1008i,0.025638+0.057344i,0.027633+0.016314i,0.036731-0.0014147i,0.028813+0.0035663i,0.020382+0.031938i,0.023283+0.034613i,0.013925+0.01555i,-0.004023+0.011029i,-0.014548+0.024786i,-0.011717+0.037452i,-0.0055026+0.036996i,-0.0023299+0.028133i,0.0059027+0.017671i,0.020398+0.0051964i,0.030539-0.0099307i,0.027164-0.018365i
-0.064368+0.50949i,0.15792+0.91232i,0.53239+0.82363i,0.58839+0.31786i,0.30875-0.0092828i,0.10969-0.026525i,0.042468+0.01381i,0.012898+0.037866i,0.0015991+0.031072i,-0.024633+0.021615i,-0.020482+0.02226i,0.009026-0.0103i,0.012269-0.035108i,0.010405-0.025114i,0.017761-0.013415i,0.022285-0.013804i,0.016894-0.01839i,0.010979-0.017104i,0.013295-0.013262i,0.011684-0.012462i,0.0018012-0.014172i,-0.013962-0.021269i,-0.031047-0.030097i
0.18881-0.11714i,0.022722-0.32133i,-0.19204-0.41354i,-0.21013-0.20643i,-0.025828+0.056787i,0.1227+0.092344i,0.11034+0.0090003i,0.033221-0.032259i,-0.0072946-0.029438i,-0.016461-0.033111i,-0.03715-0.02943i,-0.052245+0.0079018i,-0.036231+0.033913i,-0.019481+0.023721i,-0.02253+0.0097607i,-0.026386+0.009841i,-0.02011+0.01504i,-0.01443+0.01723i,-0.013688+0.017727i,-0.011951+0.021624i,-0.009151+0.030132i,-0.0081137+0.040075i,-0.005105+0.043478i
0.13225+0.22955i,0.13221+0.42268i,0.070486+0.53942i,0.0090017+0.42898i,-0.023215+0.20676i,-0.041007+0.045357i,-0.051737-0.018829i,-0.048861+0.00052003i,-0.023269+0.023973i,-0.012229+0.015252i,-0.0058441+0.0046128i,0.0117-0.010591i,0.010397-0.023622i,0.00063211-0.019054i,0.0026198-0.013805i,0.0068844-0.018199i,0.0064144-0.023827i,0.0066565-0.020169i,0.0098439-0.013511i,0.0069513-0.011677i,0.0037646-0.0079468i,0.0151-0.0042991i,0.03097-0.0086147i
-0.0067203-0.79676i,-0.1056-1.0924i,-0.17657-0.83431i,-0.14855-0.34937i,-0.10194-0.098274i,-0.080792-0.035219i,-0.032589-0.022078i,0.0060023-0.034231i,0.020319-0.016638i,0.048737+0.0013868i,0.040469-0.0069779i,-0.005059+0.00020192i,-0.022032+0.016779i,-0.014175+0.013649i,-0.010995-0.00078086i,-0.014882-0.0012465i,-0.014879+0.0094868i,-0.011885+0.011887i,-0.013673+0.010622i,-0.011716+0.012909i,-0.0056779+0.010356i,-0.0041459+0.0044448i,-0.0023666+0.0025612i
-0.55392+0.025181i,-0.69658+0.20498i,-0.43553+0.26692i,-0.10749+0.059275i,-0.080851-0.1133i,-0.15292-0.031585i,-0.087175+0.078992i,0.001509+0.062741i,0.022166+0.016747i,0.02015+0.010445i,0.036328+0.022133i,0.060907+0.015095i,0.057755-0.005209i,0.036055-0.010718i,0.024556-0.0072682i,0.025883-0.010076i,0.024848-0.015308i,0.016994-0.014666i,0.012305-0.012226i,0.0086528-0.016742i,0.0005271-0.019503i,-0.0075857-0.01664i,-0.015456-0.015181i
0.4373+0.42168i,0.5278+0.30532i,0.28697-0.00071626i,0.041504-0.12114i,0.043474-0.058166i,0.11854-0.02532i,0.10968-0.027376i,0.040591-0.037425i,-0.045463-0.030423i,-0.075692-0.00015703i,-0.052549-0.0071189i,-0.035713-0.030692i,-0.01972-0.028024i,-0.0005666-0.019023i,0.005916-0.015342i,-0.0019812-0.011463i,-0.0090513-0.0041798i,-0.0083671-2.4141e-05i,-0.010502+0.0032901i,-0.010748+0.014895i,-0.0073813+0.022785i,-0.011787+0.025899i,-0.016401+0.036517i
0.2043+0.16547i,0.25445+0.25912i,0.17551+0.34477i,0.12599+0.34641i,0.14307+0.2434i,0.11026+0.11491i,0.030992+0.056723i,-0.0079499+0.060414i,0.00052563+0.063343i,0.003414+0.047954i,-0.012114+0.045266i,-0.016093+0.054514i,-0.0083812+0.040276i,-0.0059991+0.0090339i,-0.0080462-0.0033085i,-0.0068922+0.004067i,-0.0057318+0.0079186i,-0.0060156+0.0054582i,-0.0007946+0.0034249i,0.0067539-0.00093645i,0.010587-0.0043383i,0.019846-0.0050875i,0.033788-0.013432i
-0.12606-0.16567i,-0.0071402-0.27694i,0.092398-0.31013i,0.074739-0.18898i,0.053502-0.092832i,0.044855-0.12464i,-0.0098581-0.14385i,-0.033379-0.085124i,0.0025637-0.053665i,0.021043-0.065769i,0.02275-0.061395i,0.026242-0.039399i,0.0197-0.01421i,0.012282+0.0028806i,0.0099931+0.0039172i,0.0077937+0.0027921i,0.0092591+0.010844i,0.017363+0.016092i,0.018561+0.00952i,0.010184+0.0034086i,0.0040233-0.0026609i,-0.0029598-0.017309i,-0.01292-0.027208i
-0.45144-0.52682i,-0.66824-0.53032i,-0.60329-0.32127i,-0.41476-0.11199i,-0.3463+0.022495i,-0.3164+0.15375i,-0.1859+0.19555i,-0.04021+0.10635i,0.027946+0.012847i,0.037342-0.015625i,0.015144-0.0071023i,-0.012878+0.00030394i,-0.021259-0.00080725i,-0.013164-0.00076861i,-0.0075377-0.0043729i,-0.00764-0.012532i,-0.010274-0.024623i,-0.018162-0.031266i,-0.021888-0.025056i,-0.018146-0.018552i,-0.018551-0.011982i,-0.022194+0.0033278i,-0.023104+0.015783i
-0.10618+0.15305i,-0.29989+0.33522i,-0.31907+0.35502i,-0.19467+0.1799i,-0.068167+0.038238i,0.047119-0.0031764i,0.10561-0.031413i,0.051098-0.05241i,-0.038796-0.030802i,-0.06129+0.0085278i,-0.020654+0.024161i,0.018207+0.015959i,0.02469+0.001112i,0.021101-0.0044464i,0.023598-0.0021849i,0.019734-0.00054127i,0.010287+0.0096465i,0.0075713+0.025627i,0.0079005+0.030629i,0.0083275+0.027467i,0.017174+0.025671i,0.032146+0.02253i,0.040611+0.022002i
0.90898+0.27129i,1.1535+0.16917i,0.94209+0.075451i,0.53723+0.052753i,0.26533+0.038154i,0.1183+0.0036372i,0.040586-0.0079055i,0.02125+0.01797i,0.020719+0.062977i,0.019563+0.090041i,0.0052273+0.063414i,-0.01676+0.016438i,-0.024241-0.0045183i,-0.017367-0.011911i,-0.0068174-0.018268i,0.0035407-0.021873i,0.012156-0.03162i,0.0096574-0.043154i,-0.00055953-0.036173i,-0.0044348-0.018469i,-0.00431-0.012104i,-0.0058077-0.018059i,-0.0060143-0.030474i
-0.16854-0.067352i,-0.26833-0.41793i,-0.31349-0.54622i,-0.17473-0.36875i,0.0055078-0.23724i,0.0094612-0.23976i,-0.087267-0.16616i,-0.083979-0.054787i,-0.019095-0.036864i,0.00037461-0.050852i,-0.0018176-0.023097i,0.012472+0.017605i,0.031928+0.027637i,0.032614+0.012825i,0.018197+0.004996i,0.0067488+0.011305i,-0.0010213+0.022239i,-0.003937+0.028136i,-0.0015682+0.019939i,-0.00033869+0.010254i,-0.0017564+0.0076534i,-0.0067036+0.007956i,-0.013897+0.013178i
-0.5902+0.31131i,-0.49474+0.54366i,-0.2976+0.54384i,-0.20198+0.36866i,-0.21859+0.27046i,-0.21807+0.29331i,-0.11881+0.27586i,-0.014593+0.14613i,0.0045161+0.016408i,-0.0051076-0.030186i,0.0084923-0.043022i,0.011706-0.055231i,0.00065499-0.047365i,-0.0035407-0.025685i,-0.0077073-0.0097605i,-0.0078651-0.0040427i,-0.0011141-0.00809i,0.0021502-0.015209i,-0.0049745-0.01558i,-0.017846-0.010427i,-0.026957-0.0030985i,-0.029707+0.0069741i,-0.021881+0.017142i
-0.37857-0.61789i,-0.31424-0.51574i,-0.1456-0.29992i,-0.05911-0.12364i,0.0087188+0.00043005i,0.13554+0.04007i,0.17989-0.025526i,0.08271-0.05523i,0.003674-0.0031727i,-0.00021867+0.018185i,-0.012845+0.0076994i,-0.034926+0.021356i,-0.027092+0.032537i,-0.004647+0.025981i,0.0096563+0.017563i,0.0042628+0.017642i,-0.0087884+0.029271i,-0.0081081+0.034335i,0.0050403+0.022264i,0.017801+0.0074617i,0.027274+0.0045066i,0.035122+0.010036i,0.038176+0.012433i
0.25866-0.37629i,0.14031-0.26525i,0.093243-0.16045i,0.090107-0.17331i,0.05348-0.21505i,0.022613-0.23412i,-0.011467-0.20457i,-0.020477-0.10204i,0.018314-0.016373i,0.035082+0.010899i,0.032495+0.027814i,0.041026+0.028927i,0.033489+0.017898i,0.015492+0.011981i,0.010046-0.0022911i,0.012321-0.02159i,0.01475-0.03388i,0.0092113-0.035192i,-0.0011033-0.024004i,-0.0052854-0.014554i,-0.0045754-0.02018i,-0.0075675-0.037491i,-0.015612-0.049073i
0.94513-0.014019i,0.72412-0.2029i,0.2293-0.22935i,-0.049868-0.14025i,-0.11958-0.13269i,-0.20448-0.13702i,-0.20814-0.029721i,-0.083757+0.046405i,-0.00044108+0.022221i,-0.0049681+0.0017015i,-0.020645-0.002014i,-0.017658-0.016114i,-0.0015904-0.022539i,0.010484-0.019873i,0.0077621-0.017474i,-0.0043068-0.012957i,-0.014439-0.0033296i,-0.011567+0.0032683i,0.000344+0.0024262i,0.0074234+0.004166i,0.0043376+0.010358i,-0.0064922+0.01449i,-0.020039+0.015987i
0.26176+0.72629i,0.28584+0.60509i,0.22726+0.44684i,0.19276+0.36437i,0.1548+0.31251i,0.086756+0.30283i,0.058653+0.26833i,0.047043+0.13782i,-0.0056002+0.018227i,-0.035042-0.0015181i,-0.013129+0.012517i,0.002232+0.007706i,-0.0015029-0.0088062i,-0.0030627-0.017504i,0.0016029-0.0058415i,0.01334+0.0048151i,0.02014+0.00060461i,0.011202-0.0043958i,-0.00629-0.00065567i,-0.018829+0.011589i,-0.015437+0.024354i,0.0035287+0.032149i,0.024339+0.032496i
-0.33193+0.63075i,0.0090088+0.5037i,0.18502+0.18i,0.11302+0.038945i,0.082286+0.069491i,0.13335+0.040401i,0.11659-0.044573i,0.032011-0.050758i,-0.017659+0.02422i,-0.0031756+0.055241i,0.013368+0.015663i,0.0027698-0.014031i,-0.011858-0.0093573i,-0.011063+0.0022271i,0.0024358+0.0019474i,0.0099637-0.0045954i,0.014838-0.0038283i,0.026671-0.0028389i,0.030314-0.012017i,0.018975-0.023015i,0.0058192-0.027334i,0.0027551-0.029341i,0.0099492-0.032671i
-1.0756-0.57045i,-1.0261-0.56039i,-0.7046-0.45938i,-0.4016-0.28248i,-0.16632-0.12846i,-0.020902-0.10923i,-0.033198-0.11722i,-0.066-0.040142i,-0.0039477+0.016708i,0.049483+0.0084524i,0.041627+0.013723i,0.022534+0.040054i,0.021024+0.055197i,0.024111+0.047916i,0.010601+0.027426i,-0.0079153+0.011622i,-0.018976-0.003198i,-0.032644-0.012104i,-0.040482-0.006221i,-0.035332-0.0013361i,-0.030784-0.0029474i,-0.036245-0.0002252i,-0.042598+0.0077449i
-0.5417-0.34441i,-0.76216+0.21702i,-0.61019+0.53441i,-0.39365+0.30497i,-0.40968-0.015812i,-0.46564-0.10843i,-0.36446-0.08119i,-0.19503-0.069376i,-0.10323-0.084841i,-0.084887-0.061634i,-0.046074-0.0057198i,0.021046+0.012025i,0.057837-0.0095071i,0.048139-0.029473i,0.020873-0.030105i,0.0068605-0.013006i,0.011886+0.0075791i,0.02551+0.016598i,0.035712+0.005544i,0.032725-0.014113i,0.02193-0.023033i,0.010089-0.020726i,-0.0046866-0.0056819i
1.2384-0.43142i,1.3156-0.42807i,1.0655-0.29591i,0.64914-0.15613i,0.32239+0.031945i,0.22706+0.21688i,0.2502+0.24392i,0.21227+0.13557i,0.1049+0.043464i,0.02695+0.021587i,0.0053636+0.0057553i,-0.0041711-0.029016i,-0.01876-0.046003i,-0.020103-0.03013i,-0.0042815-0.0051984i,0.0080778+0.003155i,0.0042865-0.0016975i,-0.0049013-0.0076116i,-0.0088782+0.00014443i,-0.0017847+0.020125i,0.01377+0.02621i,0.025016+0.012419i,0.027943-0.0044094i
0.7217+0.064284i,0.41819-0.34881i,0.0049016-0.43316i,-0.070202-0.23318i,0.025245-0.13716i,-0.015122-0.14979i,-0.12465-0.11068i,-0.13434-0.037318i,-0.053423-0.00065726i,0.0025678-0.0020092i,-0.0056617+0.011711i,-0.03062+0.044346i,-0.040255+0.052405i,-0.025382+0.027008i,6.4987e-05-0.0034329i,0.019981-0.0088523i,0.038692+0.0051127i,0.046142+0.0057479i,0.029773-0.010207i,0.007727-0.019852i,0.00013061-0.018437i,0.0033131-0.018239i,0.0019656-0.021785i
-0.039583+0.84391i,-0.013958+0.72105i,-0.093211+0.50348i,-0.04703+0.34624i,0.092607+0.13176i,0.11731-0.082406i,0.087272-0.11303i,0.081059-0.046291i,0.047529-0.0078044i,0.0079172+0.006988i,0.0069565-0.0042338i,0.0095952-0.018148i,0.0053663+0.0069031i,0.011168+0.034256i,0.0077256+0.024501i,-0.010923-0.00059001i,-0.025628-0.014355i,-0.027419-0.0051263i,-0.015216+0.013709i,-0.0043382+0.015349i,-0.015736+0.013375i,-0.030212+0.026384i,-0.019404+0.033889i
-0.9826+0.36582i,-0.66517+0.5537i,-0.17521+0.47154i,0.024125+0.26246i,-0.027398+0.16688i,-0.064564+0.19509i,-0.040112+0.19531i,-0.023467+0.14445i,-0.016873+0.10577i,-0.0095445+0.088315i,-0.0057339+0.08875i,0.021524+0.076732i,0.04957+0.029759i,0.019099+0.003388i,-0.0434+0.030839i,-0.066719+0.070505i,-0.041393+0.074331i,-0.0094479+0.043876i,-0.0020606+0.011778i,-0.014494+0.00039886i,-0.020871+0.0037845i,-0.015563+0.0061564i,-0.0065392+0.011914i
-0.61011-0.21568i,-0.49253+0.035031i,-0.20697-0.022043i,-0.17757-0.21176i,-0.34836-0.22865i,-0.43816-0.23544i,-0.42408-0.30026i,-0.36359-0.25287i,-0.27803-0.10039i,-0.16612+0.031429i,-0.061528+0.062793i,-0.02686+0.021374i,-0.038922-0.014382i,-0.02041-0.015455i,0.043439-0.0043815i,0.085089-0.017472i,0.060783-0.034669i,0.022096-0.027751i,0.013119-0.016034i,0.024346-0.014885i,0.041875-0.028531i,0.048376-0.050249i,0.032087-0.062274i
0.3895-0.5603i,0.24481-0.35756i,0.090632-0.052368i,-0.018398+0.087726i,-0.065675+0.18516i,-0.060713+0.31573i,-0.0034581+0.36638i,0.077089+0.25926i,0.10526+0.072897i,0.050883-0.02485i,0.0036494-0.0050466i,0.0056094+0.018582i,0.011866+0.010347i,0.021401-0.019448i,0.022997-0.072435i,0.0013592-0.085787i,-0.0026974-0.045711i,0.012854-0.019318i,0.01382-0.01234i,0.0033846+0.0040913i,-0.0082682+0.014916i,-0.019899+0.0086816i,-0.026097-0.0048536i
0.40211-0.04861i,0.1214-0.22329i,-0.058387-0.12741i,0.14201+0.038709i,0.53091+0.0040337i,0.73729-0.13183i,0.60119-0.15751i,0.36088-0.084158i,0.2195-0.084094i,0.078266-0.13019i,-0.032785-0.074641i,-0.027286+0.01724i,0.016283+0.041817i,0.021304+0.0025426i,-0.03067-0.0426i,-0.080898-0.025778i,-0.064364+0.022866i,-0.01999+0.048244i,0.0053974+0.049331i,0.0078273+0.04153i,0.0055828+0.03738i,0.011944+0.020204i,0.0090926-0.0017122i
-0.71443+7.295i,1.6256+6.8239i,3.9726+5.6662i,4.4207+2.4399i,3.0818-0.91933i,0.39348-2.633i,-1.6997-1.8411i,-1.9196-0.21423i,-0.72707+0.68671i,0.60441+0.31895i,0.89289-0.55732i,0.42486-1.1314i,-0.25662-1.731i,-1.07-2.419i,-1.369-2.4459i,-0.84977-1.4766i,-0.23516-0.43809i,-0.21646+0.022792i,-0.60284+0.24356i,-0.62802+0.47674i,-0.12937+0.52952i,0.38852+0.25152i,0.48014-0.16671i
-0.50752-0.1241i,-0.4955-0.1865i,-0.46548-0.19506i,-0.39987-0.027168i,-0.22825+0.19459i,-0.014198+0.31748i,0.15336+0.26479i,0.17034+0.10391i,0.067487+0.015889i,0.014495+0.023466i,0.012315-0.0098648i,-0.047148-0.080801i,-0.12437-0.083384i,-0.14569-0.031543i,-0.13866+0.0017887i,-0.12839+0.013494i,-0.095789+0.015492i,-0.057798+0.0063416i,-0.03257-0.0038612i,-0.0063854-0.018354i,0.0087808-0.037304i,0.0011122-0.037412i,-0.0090911-0.010719i
-0.6795+0.23629i,-0.60257+0.69657i,-0.19961+0.71122i,-0.0066001+0.32974i,-0.13106+0.038242i,-0.24578+0.015281i,-0.19094+0.11874i,-0.044502+0.12112i,-0.020263-0.022683i,-0.10361-0.039845i,-0.072337+0.06643i,0.0027866+0.071323i,-0.021328+0.014728i,-0.075452-0.015123i,-0.10349-0.021955i,-0.084644-0.010271i,-0.024638-0.0098008i,0.018822-0.021325i,0.028971-0.016785i,0.028635+0.0020371i,0.02441+0.013073i,0.013132+0.011037i,0.00072996+0.0080915i
0.33868-0.064011i,0.4112+0.040235i,0.45757+0.059304i,0.38665-0.027282i,0.30831-0.066645i,0.27593-0.096137i,0.19395-0.13424i,0.10709-0.10504i,0.077378-0.052178i,0.042204-0.025432i,0.0070861+0.0079002i,0.023703+0.043958i,0.063988+0.042148i,0.069951-0.0046506i,0.034192-0.050243i,-0.0050763-0.051849i,-0.018871-0.023492i,-0.0039736-0.0046735i,0.014099-0.014083i,0.0058908-0.030653i,-0.017606-0.02893i,-0.032531-0.020253i,-0.045362-0.020618i
