-0.00099468+0.0011518i,-0.00068774+0.00031205i,-0.0015758+0.0010156i,-0.0007942+0.0015921i,-6.2757e-05+0.001699i,-0.00046317+0.0014145i,-0.0008362+0.00094393i,1.3471e-05+0.0010585i,0.0010438+0.00081725i,0.00058416-6.9106e-05i,0.00041151-0.00046323i,0.00039711+0.00019312i,-9.96e-05+0.00077718i,-0.0001047+0.00062168i,0.00024137+0.00072742i,-0.00034204+0.00022036i,-0.00047673+0.00022917i,-0.00013341+0.0011931i,-0.00025781+0.0010071i,-0.00013313+2.7632e-05i,0.00030584-0.00056808i,-0.00035959-0.00056122i,-0.0010816-0.00043287i
-0.0039375-0.0039604i,-0.0075255-0.0098463i,-0.0094987-0.020671i,-0.007156-0.026086i,-0.0052628-0.014641i,-0.0066146+0.0017783i,-0.0081028+0.0085008i,-0.0066608+0.0055161i,-0.0028018+0.001647i,-0.00036457+0.00087267i,-0.00039928-0.00029949i,-0.00066678-0.0021726i,-0.0017381-0.0039759i,-0.003016-0.0038298i,-0.0032666-0.00091876i,-0.0027627+0.0012258i,-0.0022002+0.00065696i,-0.0022158-0.00021618i,-0.0027846+0.00030799i,-0.0022702+0.00064837i,-0.0011975+0.00066734i,-0.00075998+0.00028375i,-0.0014401-0.00017089i
0.0013973+0.0065419i,-0.0012318+0.014435i,-0.0096308+0.023593i,-0.014918+0.02167i,-0.0071466+0.011186i,0.0061043+0.0023115i,0.011855-0.00063788i,0.0087849+0.0013509i,0.0045006+0.0014699i,0.0018011-0.00017359i,-0.00050898-0.0009424i,-0.0025647+0.00010872i,-0.0032824+0.0026488i,-0.0028204+0.0044588i,-0.00063529+0.0038306i,0.0015489+0.0022955i,0.0010905+0.0010724i,6.6786e-05+0.00021041i,-0.00056109-0.0005875i,-0.00055042-0.00091623i,-0.00019266-0.0012458i,-0.00068969-0.00072602i,-0.00096377+0.00040604i
0.003073-0.0039401i,0.012972-0.0046039i,0.02655-0.0040361i,0.030744+0.00019215i,0.019044-0.00061658i,0.0024104-0.0052532i,-0.0064942-0.0072741i,-0.0055293-0.0057351i,-0.0016517-0.0025851i,-0.00063525-0.0008396i,-0.00068526-0.00032695i,0.00020053+0.00026017i,0.0014402+0.00088763i,0.0016875-0.00071263i,0.00062692-0.0021043i,-0.00092184-0.00067887i,-0.00070133+0.00036142i,0.0020428+0.00074369i,0.0046756+0.00052137i,0.0044456-0.00038581i,0.0024543-0.00054217i,0.00055665+5.1474e-05i,0.000571-0.00064283i
-0.0056229-0.001091i,-0.013387-0.0071032i,-0.020053-0.018307i,-0.016839-0.022844i,-0.0090048-0.0094615i,-0.0036333+0.0080446i,-0.0010907+0.013793i,-0.00022583+0.0084285i,0.00083722+0.002334i,0.0020423-0.00014145i,0.0015554-0.00085875i,5.1803e-05-0.0010218i,-0.0013939-0.0021952i,-0.0031393-0.0020339i,-0.0030442-0.00033116i,-0.0013887+0.00089612i,-0.0013959+0.001883i,-0.0017704+0.0022632i,-0.00030491+0.0020716i,0.001426+0.00096682i,0.0012248-0.0010859i,-5.9874e-05-0.0018204i,-0.0017947-0.00051403i
-0.00082004+0.0047996i,-0.0011661+0.013618i,-0.0070617+0.027244i,-0.012867+0.03208i,-0.0072034+0.018818i,0.0045965+0.00060377i,0.0098991-0.0086066i,0.0081468-0.0073888i,0.004632-0.0049237i,0.0021625-0.004776i,0.00065287-0.0027493i,-0.00016322+0.00083422i,0.00016441+0.0031984i,0.0005194+0.0035404i,0.0017189+0.0011813i,0.0026219-0.0014516i,0.0015546-0.0017505i,0.0001981+7.3691e-05i,-0.001202+0.0026042i,-0.0013146+0.0034632i,-0.00095851+0.0024412i,-0.00095589+0.0015154i,0.0003415+0.0017881i
0.0010896-0.0057878i,0.010021-0.0095918i,0.024238-0.011312i,0.029515-0.0099152i,0.015314-0.007251i,-0.002503-0.0059739i,-0.010217-0.0031871i,-0.0088287-0.0013939i,-0.0049776-0.0013123i,-0.0029039-0.00083561i,-0.0015318-0.0015356i,0.00051151-0.0026097i,0.0021987-0.0021537i,0.0019357-0.0014416i,-4.7885e-05-0.0013589i,-0.0010304-0.0010806i,-0.00018868-0.001562i,0.00057627-0.0032538i,0.00099578-0.0038036i,0.00055724-0.0036919i,0.00073414-0.0031635i,0.0012078-0.0028949i,0.00090704-0.0038509i
-0.0031894+0.0030307i,-0.012761-0.0011686i,-0.024785-0.010587i,-0.023366-0.015263i,-0.0096986-0.0059462i,0.0032039+0.0071567i,0.0080597+0.011887i,0.0050114+0.0090065i,0.0017192+0.0042396i,0.0011123+0.0010158i,-0.00019962-0.00052409i,-0.0027302-0.0021585i,-0.0038969-0.0020446i,-0.0035593-0.00032937i,-0.0021328+0.00062112i,-0.00037097+0.00054295i,0.00024818+0.00050339i,0.00027173+0.00099105i,-0.00028408+0.00025262i,-0.0016623-0.00088984i,-0.0034004-0.0010845i,-0.0042625+9.5684e-05i,-0.0044345+0.0017857i
-0.0034785+0.0035776i,-0.0006865+0.014462i,-0.0006699+0.032255i,-0.0021265+0.038333i,0.0012006+0.022259i,0.0054447-0.0004909i,0.0062644-0.011386i,0.0045964-0.0097249i,0.00066635-0.0058307i,-0.0012086-0.0028205i,-0.00086114+0.00086752i,-0.00028782+0.0026369i,0.0010396+0.0023791i,0.0013611+0.0010238i,0.00043043-0.0010613i,-0.00074551-0.0015297i,-0.0013352+0.00050251i,-0.00023784+0.0028171i,0.0017769+0.0041717i,0.003597+0.0045515i,0.0041127+0.0035428i,0.0037841+0.0019667i,0.0041216+0.00093609i
-0.0014898-0.0057714i,0.0056052-0.014526i,0.020174-0.021272i,0.026652-0.020825i,0.010621-0.012101i,-0.0093036-0.0021075i,-0.014267+0.0034547i,-0.0091418+0.0041417i,-0.0030343+0.0029867i,0.00014494+0.0015107i,6.8548e-06+8.8002e-06i,-6.5125e-05-0.0009024i,0.00039676-0.0019771i,-0.00071342-0.0015987i,-0.0021517-0.00060936i,-0.0023146+0.0002422i,-0.0016355+0.00050559i,-0.0016619-0.00023357i,-0.0018736-0.0008372i,-0.0014061-0.001394i,-0.0015916-0.001591i,-0.0026244-0.0013609i,-0.0030155-0.0018111i
-0.0013724+0.0023254i,-0.011499+0.0013482i,-0.028861-0.0060763i,-0.035053-0.012354i,-0.018689-0.0074286i,0.0026716+0.0019481i,0.012658+0.005531i,0.011068+0.0044579i,0.0063009+0.0017508i,0.0032168-0.0011997i,0.00039813-0.0021127i,-0.0024958-0.00045483i,-0.0039715+0.0030931i,-0.0033205+0.0047228i,-0.0011403+0.0041621i,0.0005768+0.0025359i,0.00096056+0.00045194i,-1.6349e-05+1.2174e-05i,-0.0010812+0.0012049i,-0.0017294+0.0028128i,-0.0016116+0.0035216i,-0.00051015+0.0038295i,0.00036733+0.0039546i
0.014509-0.0092533i,0.021163+0.00029005i,0.021302+0.0081051i,0.013378+0.016959i,0.0041916+0.008711i,-0.00070113-0.005643i,-0.0023217-0.012531i,-0.0024214-0.012824i,-0.0027223-0.010637i,-0.0047058-0.0067935i,-0.0040474-0.0010305i,-0.00093066+0.0041748i,0.0027128+0.0053751i,0.004575+0.0020977i,0.0045962-0.0002791i,0.0026415-0.00034066i,-0.00031347+0.00056519i,0.00031508+0.00044621i,0.0028729-0.0017319i,0.0040496-0.0044111i,0.0043054-0.0066287i,0.0032416-0.0082426i,0.002143-0.0073354i
-0.0013193-0.0049425i,0.0030007-0.016372i,0.014217-0.031437i,0.020209-0.032066i,0.0073492-0.014532i,-0.0092475+0.0050431i,-0.011291+0.01337i,-0.0065754+0.010061i,-0.0030805+0.0031474i,-0.0010234-0.0010216i,-0.00082538-0.0018812i,0.00025852-0.0015101i,0.0015167-0.0019459i,0.0013264-0.0011047i,0.0013691+7.6892e-05i,0.0014759+0.00019006i,0.00031654+0.00058953i,-0.0011644+0.0012225i,-0.0012795+0.00093355i,-0.0015821-0.00055517i,-0.0034448-0.00055223i,-0.0049101+0.00064642i,-0.0040059+0.0010758i
-0.0070148+0.00032134i,-0.018567+0.0037555i,-0.037128+0.0054466i,-0.0439+0.0038829i,-0.024394+0.005766i,0.0013824+0.0063475i,0.012607+0.0025974i,0.011121+0.00018998i,0.0061456-0.00048737i,0.0020704-0.00039091i,-0.00020797+0.00072607i,-0.0013232+0.0013458i,-0.0020787+0.0013034i,-0.00045751+0.0013997i,0.0015319+0.0011934i,0.0013388-0.0002891i,0.00039975-0.0010835i,3.9936e-05+0.00014822i,0.00057243+0.0029384i,0.0012275+0.004848i,0.0018457+0.0035987i,0.002757+0.00072486i,0.003008-0.001024i
0.0084891-0.0016808i,0.017586+0.0060313i,0.028156+0.021945i,0.028814+0.026956i,0.015526+0.00757i,0.000793-0.013717i,-0.0073221-0.016603i,-0.0082377-0.0098442i,-0.0055941-0.0040292i,-0.0020932-0.00019087i,0.00092601+0.0019633i,0.0010842+0.0014716i,3.8243e-05+0.00078183i,-0.000228+0.00079365i,-0.0010672-0.00035976i,-0.0018588-0.00052818i,-0.0016259+0.001024i,-0.0017496+0.00078211i,-0.0018046-0.0012857i,-0.0018653-0.0026175i,-0.0021251-0.0019828i,-0.003865-0.0012351i,-0.0049322-0.001604i
0.00067155-0.001092i,0.0018802-0.01208i,0.0060957-0.033995i,0.0094844-0.042016i,0.0051567-0.021088i,-0.0018387+0.0054373i,-0.0015988+0.013873i,0.0011781+0.0093933i,0.0016664+0.0035697i,0.0011262-0.00084583i,0.00017298-0.0037007i,-1.1713e-05-0.0040512i,-0.00034438-0.0021773i,-0.00137-0.00019115i,-0.0016014+0.00091376i,-0.0015901+0.0016249i,-0.0012087+0.0022264i,-0.00023368+0.0020004i,-0.00061034+0.0018782i,-0.0011843+0.0020333i,-0.00012226+0.0020819i,0.0015304+0.0022127i,0.0024595+0.0013759i
-0.0056235+0.00045289i,-0.017324+0.0062837i,-0.032878+0.01635i,-0.03686+0.021602i,-0.016382+0.01697i,0.0089613+0.0079138i,0.015295-0.0019638i,0.011471-0.007198i,0.0069105-0.0063828i,0.0015705-0.0042016i,-0.0025367-0.0022094i,-0.0029439-0.00065412i,-0.0013532+0.00029934i,0.00022462+0.00070695i,0.0023775-0.00074393i,0.0021529-0.0017691i,0.00011553-0.0014032i,9.6346e-05-0.0015742i,0.0026158-0.0021324i,0.004525-0.0028309i,0.003385-0.0030392i,0.001445-0.0034178i,0.00043159-0.0033312i
0.0050677-0.00082263i,0.016131+0.0011019i,0.032848+0.010232i,0.036369+0.015868i,0.015267+0.0041693i,-0.010037-0.0091959i,-0.017969-0.006572i,-0.01395-0.00017712i,-0.0065971+0.00057004i,-0.0011641+0.00020739i,2.1426e-05+0.00067603i,-3.1274e-05+0.0024641i,-0.0001016+0.0032609i,-0.00090309+0.001918i,-0.0023484+0.0011551i,-0.0021349+0.00030582i,-0.00019865-0.00070668i,-2.2314e-05+0.0005292i,-0.0010595+0.0015712i,-0.0011564+0.00069862i,-0.00069637+0.00058958i,-0.00013954+0.0023203i,0.00054594+0.0032946i
0.0028776-0.00036204i,0.00015004-0.0094781i,-0.0043893-0.030417i,-0.0076361-0.043649i,-0.0076962-0.025625i,-0.0045467+0.0018597i,0.00081054+0.010621i,0.003799+0.0076113i,0.0020461+0.0036411i,-0.00067686+7.1616e-05i,-0.002739-0.00098513i,-0.0033026-0.0003276i,-0.0020485+0.00086206i,-0.00019011+0.0031908i,0.0004141+0.0049127i,0.00025775+0.0039288i,8.5285e-05+0.0026408i,0.00016826+0.0017802i,0.00028021+0.001228i,-0.00015842+0.0017162i,-4.9324e-05+0.00034974i,0.00090027-0.002321i,0.00099574-0.0036777i
0.00067109+0.0018743i,-0.0047216+0.010508i,-0.015593+0.026972i,-0.017751+0.035324i,-0.001483+0.020499i,0.016338-0.0012947i,0.014869-0.013013i,0.0048548-0.013719i,0.00034824-0.0094431i,-0.001678-0.0047676i,-0.0025842+2.0782e-05i,-0.0022542+0.0025812i,-0.001459+0.0015832i,-0.0008695-0.0012205i,-0.00036558-0.0030351i,0.00058114-0.0029911i,0.00093809-0.00084377i,-0.00066343+0.0016155i,-0.0018904+0.00030589i,-0.0015781-0.0012445i,-0.0018888-0.0015971i,-0.0026685-0.0011362i,-0.0025806+0.00062988i
-0.0050748-0.0038941i,0.0027766-0.0029745i,0.021157-0.0026076i,0.032971-0.00012378i,0.018107+0.0021353i,-0.0063617+0.0020313i,-0.0114+0.0055222i,-0.0048399+0.0077722i,-0.00088302+0.0044131i,0.0030701+0.0013667i,0.0061441+0.00022281i,0.0066899+8.9645e-06i,0.005373-0.00012955i,0.0025768-0.00030176i,-0.0021561-0.00016943i,-0.0047321-0.0010739i,-0.0033496-0.0016337i,-0.0016078-0.00074283i,-0.00010356+0.0016117i,0.00075297+0.0022282i,0.0011493-0.00026879i,0.0021247-0.0022298i,0.0025793-0.0018898i
-0.0026285-0.0037009i,-0.0085766-0.012188i,-0.020454-0.023782i,-0.029179-0.027549i,-0.025329-0.010312i,-0.008921+0.012211i,0.0048816+0.014303i,0.0094874+0.0049002i,0.0074554-0.00077305i,0.0031048-0.0040278i,0.0008306-0.0050917i,0.0010184-0.0048456i,0.0010921-0.0041963i,0.0022628-0.0017584i,0.0049094+0.0011593i,0.0053725+0.002541i,0.0028572+0.0022556i,0.00089049+0.0017225i,0.0016641+0.0018181i,0.0019956+0.001683i,0.00042763+0.0017328i,-0.0025057+0.0020198i,-0.00473+0.0015129i
0.0051883+0.00084047i,0.007529+0.0089361i,0.0023135+0.024257i,-0.001926+0.032532i,0.0052885+0.01478i,0.0087399-0.012312i,0.00057584-0.018254i,-0.0076059-0.010412i,-0.0082308-0.0045762i,-0.0059609-0.0016639i,-0.0055495+0.00081796i,-0.0064003+0.0031662i,-0.0059927+0.0036714i,-0.0041253+0.0013622i,-0.002084-0.0018881i,-0.00033855-0.0035446i,0.00059687-0.0028704i,-0.00089821-0.00095482i,-0.0020174+0.00022925i,-0.00031997+0.0010223i,0.0019464+0.0014395i,0.0026538+0.0012018i,0.001573+0.001406i
0.0011965+0.0059828i,0.0038064+0.0026693i,0.019626-0.0097912i,0.033757-0.022908i,0.022513-0.020465i,-0.00010082-0.0077303i,-0.0062984+0.00099072i,-0.00022188+0.0042794i,0.0024292+0.0023234i,0.0015886-0.0020332i,0.00052075-0.0027071i,-0.00017655-0.00068872i,-0.00135+0.00096104i,-0.0025732+0.0030241i,-0.0026315+0.004844i,-0.0035223+0.0048034i,-0.0049784+0.0038185i,-0.0036783+0.002931i,-0.001954+0.0011928i,-0.0020045-0.0011876i,-0.0021693-0.0032908i,-0.0018153-0.0043006i,-0.0015894-0.0031015i
-0.0012418-0.0017448i,-0.0047005-0.0022622i,-0.019607-0.0031819i,-0.034707+0.0024126i,-0.024584+0.012805i,0.00099849+0.021463i,0.013755+0.014923i,0.011238+0.00033459i,0.0059524-0.004775i,0.00051315-0.003224i,-0.0039006-0.002114i,-0.0039912-0.0018705i,-0.0016786-0.0017869i,0.00072269-0.0025151i,0.0032118-0.0035329i,0.0044011-0.0029319i,0.0040182-0.00098419i,0.0029331-0.00015118i,0.0017542-0.00054328i,8.0151e-05+0.00037931i,-0.00034781+0.0028379i,0.0015468+0.0040259i,0.0026279+0.0025311i
-0.0013192-0.0074924i,0.0009091-0.0051448i,0.0096003+0.0067573i,0.016659+0.017698i,0.015126+0.013222i,0.0045783-0.005445i,-0.0048578-0.010358i,-0.0062028-0.0011624i,-0.0032401+0.0033118i,-0.0006174+0.0041571i,0.0013718+0.0060242i,0.0014122+0.0070033i,0.00028845+0.0055612i,-0.0012032+0.0022706i,-0.0040216-0.00065526i,-0.0062155-0.0021406i,-0.0056374-0.0033573i,-0.0032409-0.0024426i,-0.00027921+8.1313e-05i,0.002592-0.00023454i,0.0035931-0.0034654i,0.0017838-0.0052429i,-0.00061197-0.003791i
-7.6961e-05+0.0011424i,0.00053926-0.0031337i,-0.0002251-0.013264i,-0.0022084-0.028955i,-0.011434-0.033878i,-0.020296-0.015756i,-0.013533+0.00060877i,0.00075634+0.0034416i,0.0057831+0.0010004i,0.0042394-0.0022647i,0.0041754-0.0032146i,0.0055585-0.0025451i,0.005082-0.0009864i,0.003335+0.0023145i,0.0034303+0.0056215i,0.0038882+0.0075579i,0.0018269+0.0073437i,0.00025891+0.0066932i,-0.00043512+0.0058747i,-0.0025929+0.0037448i,-0.0055482+0.0029974i,-0.0065734+0.0038076i,-0.0037573+0.0035241i
0.011623+0.001824i,0.01385+0.0097258i,0.0053766+0.013452i,-0.0076805+0.019964i,-0.0026145+0.027374i,0.014319+0.019068i,0.015808+0.002811i,0.0048952-0.0089612i,-0.0012178-0.011548i,-0.0032678-0.009193i,-0.0055403-0.0067039i,-0.0057024-0.0047818i,-0.0041007-0.0030858i,-0.0019596-0.001972i,0.00050305-0.0026034i,0.0025576-0.0042801i,0.0037058-0.0045323i,0.0025938-0.0031103i,0.001328-0.0015524i,0.0022465+0.00024047i,0.0051949+0.00040407i,0.0061082-0.0022904i,0.003817-0.0043209i
-0.0090869-0.0046583i,-0.011273-0.014163i,0.0033792-0.013881i,0.027687-0.0087439i,0.033313-0.0095541i,0.018562-0.012775i,0.0041782-0.0092105i,-0.0015898+0.0011177i,-0.0025216+0.0042161i,-0.00086351+0.0023506i,0.00033791+0.0017328i,-0.00078386+0.00096973i,-0.002351-2.7556e-05i,-0.0028797-0.00024955i,-0.0037783+0.0010368i,-0.0061088+0.0026952i,-0.0069257+0.0024506i,-0.0044189+0.00033357i,-0.0012346-0.0017433i,-0.00069428-0.0044163i,-0.0032626-0.0057314i,-0.0052301-0.0037137i,-0.0041739+4.6573e-05i
-0.0047352+0.0057773i,-0.0075644+0.010691i,-0.020108+0.0079492i,-0.040546-0.0022635i,-0.048681-0.005171i,-0.03921+0.0078233i,-0.018715+0.014476i,-0.00048463+0.0057149i,0.0038912+0.00076798i,0.0013451+0.0010661i,3.9449e-05-0.00099122i,-0.0003244-0.0029642i,-0.0010679-0.0024538i,-0.00057719-0.00087443i,0.0015064-0.00045017i,0.0040348-0.00055706i,0.0050604+0.0012143i,0.0040946+0.0028635i,0.0023767+0.0024294i,0.00081289+0.0024026i,0.0003072+0.004588i,0.0020143+0.006521i,0.003392+0.005111i
0.016492-0.0060478i,0.027433-0.0025505i,0.033391+0.0086605i,0.032504+0.02389i,0.025954+0.032494i,0.022871+0.019935i,0.013989+0.0035074i,-0.0007996+2.7701e-05i,-0.0058215-0.00091839i,-0.00438-0.0019245i,-0.0048428+0.00084816i,-0.0049984+0.0042272i,-0.0024977+0.0047635i,-0.0012246+0.0035033i,-0.0028541+0.0007611i,-0.0042265-0.0033646i,-0.0037709-0.0051733i,-0.0021291-0.0028262i,-0.00030302+0.00067377i,0.002222+0.0016965i,0.003259-0.0012642i,0.00046554-0.0043521i,-0.0028595-0.0041184i
-0.011006-0.0014725i,-0.018885-0.013633i,-0.018277-0.02888i,-0.001744-0.043707i,0.016363-0.056376i,0.012599-0.049298i,0.0019179-0.025087i,0.004188-0.0041044i,0.0072713+0.0023379i,0.0056822+0.0002292i,0.0042606+0.00088875i,0.0024483+0.0032047i,0.00030008+0.0027086i,-0.00064883+0.0018638i,0.00073213+0.0032211i,0.0017917+0.0055855i,-0.00019845+0.0065282i,-0.0026152+0.0056587i,-0.0030613+0.0031277i,-0.0032712+0.0010332i,-0.0041467+0.0010746i,-0.0033098+0.0012404i,-0.00069764+0.00029119i
-0.0041637+0.01371i,-0.013786+0.031232i,-0.023159+0.043728i,-0.037764+0.046632i,-0.049195+0.047277i,-0.035858+0.041645i,-0.013045+0.024596i,-0.00055771+0.0033326i,0.0037198-0.0056452i,0.0044586-0.00488i,0.0034535-0.0038461i,0.0017381-0.0015693i,-0.00025736+0.00085359i,-0.0012127+0.00052605i,-0.00068928-0.00059448i,0.00081263-0.0016515i,0.0020189-0.0037674i,0.001511-0.0042529i,-0.00023363-0.0018798i,6.7494e-05+9.6868e-06i,0.0029256+0.00035037i,0.0039151-0.00037482i,0.0023-0.0017459i
0.017726-0.01206i,0.038413-0.025224i,0.058269-0.024315i,0.069398-0.0085457i,0.069158+0.0064955i,0.053297+0.0089333i,0.03049+0.0031808i,0.0088546+0.00044167i,-0.0020078-0.0019i,-0.003459-0.0046787i,-0.0032108-0.0043726i,-0.0016568-0.0039259i,0.0010848-0.0045301i,0.0030223-0.0029556i,0.0024778+0.00023017i,-0.0011559+0.0023243i,-0.003872+0.0023046i,-0.0031222+0.0014124i,-2.2113e-05+0.00080999i,0.0014421-0.00092785i,6.7635e-05-0.0029266i,-0.0011136-0.0020338i,-0.0014503+0.0011237i
-0.0095247-0.0073i,-0.026801-0.016097i,-0.048093-0.033558i,-0.062029-0.056398i,-0.059575-0.071031i,-0.049259-0.062223i,-0.033458-0.034853i,-0.010799-0.012681i,-0.001669-0.0051005i,-0.0045195-0.0026157i,-0.0041976-0.0012918i,-0.0027531-0.0017026i,-0.0037371-0.0017264i,-0.0039807-0.0020552i,-0.00076682-0.0033852i,0.0033943-0.0038675i,0.004693-0.0021749i,0.0038972+0.00045737i,0.0033886+0.0013315i,0.0024116+0.00066123i,0.00027631+0.0012841i,-0.0011041+0.0012694i,-0.0011484-0.00054182i
0.0074745+0.025363i,0.0068345+0.053785i,0.012322+0.079556i,0.016986+0.094313i,0.0044672+0.091328i,-0.0033387+0.069197i,-0.00050009+0.038456i,-0.0030185+0.012096i,-0.002388+0.0011011i,0.0020017+0.00018826i,0.0013287+0.00051892i,-0.0012788+0.0029554i,-0.0020722+0.0060404i,-0.0034017+0.0065893i,-0.005429+0.0050992i,-0.0067923+0.0022169i,-0.0070041-0.00091668i,-0.0051412-0.0011467i,-0.0029717+0.0017971i,-0.0023153+0.0032545i,-0.0015975+0.002238i,-0.0003114+0.0014221i,0.00049907+0.0008848i
0.0044533-0.012462i,0.022349-0.035602i,0.041995-0.063297i,0.060585-0.076713i,0.082092-0.065726i,0.078907-0.045476i,0.04698-0.02609i,0.017601-0.0061328i,0.0036296+0.0039i,-1.6597e-05+0.001631i,-0.00032213-0.0015385i,-0.0010519-0.0021372i,-0.0012751-0.0032161i,0.0010713-0.0036645i,0.0039916-0.0004214i,0.005071+0.0046491i,0.004599+0.0068561i,0.0026628+0.0045428i,0.00062107+0.0015463i,-0.00026923+0.00026134i,-0.00078855-0.00013484i,-0.00015279-0.00067244i,0.0010411-0.0017941i
-0.02649-0.0093675i,-0.052902-0.014381i,-0.083282-0.0012977i,-0.10881+0.013105i,-0.11946+0.0053082i,-0.099093-0.0014992i,-0.056554+0.00073257i,-0.018955+0.00066169i,-0.0019851+0.0012227i,-0.00037164+0.0022618i,-0.0019666+0.0015308i,-0.0039045+0.0012421i,-0.005255+0.00085773i,-0.0061708-0.00055125i,-0.005997-0.0044985i,-0.0049002-0.0087079i,-0.0030237-0.0090919i,-0.00152-0.0064962i,-0.0014855-0.0046311i,-0.00058082-0.0045878i,0.00098272-0.0029767i,0.00058068-0.00088496i,-0.00013888+0.0015066i
0.021937+0.02087i,0.042676+0.050718i,0.069117+0.072317i,0.09324+0.079999i,0.089642+0.087272i,0.058592+0.078105i,0.031362+0.050052i,0.015709+0.020655i,0.0083698+0.0010452i,0.0064634-0.0062284i,0.0050144-0.0048476i,0.0054734-0.00016664i,0.0065746+0.00399i,0.0060629+0.0071489i,0.0050993+0.0094966i,0.0016433+0.010303i,-0.0027684+0.0089972i,-0.0020145+0.0073419i,0.0014779+0.0070646i,0.0036695+0.0054798i,0.0045662+0.0022094i,0.0040701-0.00049407i,0.0030434-0.0034764i
0.014879-0.0095431i,0.019726-0.036707i,0.012756-0.08111i,-0.0021543-0.12645i,9.2941e-06-0.14484i,0.013042-0.12584i,0.013705-0.082441i,0.008334-0.037132i,0.004329-0.013338i,-0.00078449-0.0083739i,-0.0040405-0.0055704i,-0.0041315-0.0041355i,-0.003442-0.0053501i,-0.001827-0.00603i,0.0027777-0.006958i,0.008298-0.0073316i,0.0093108-0.0058556i,0.0065831-0.0034628i,0.0039485-0.0013382i,0.0023903-0.0009288i,0.001618-0.0013755i,-0.00056302-0.0022697i,-0.0036508-0.0019808i
-0.039952+0.0065058i,-0.071247+0.012486i,-0.089821+0.044156i,-0.093388+0.096132i,-0.089201+0.11168i,-0.076359+0.081756i,-0.050569+0.045662i,-0.024476+0.017463i,-0.0095263+0.0055175i,-0.0032862+0.0056485i,-0.0022486+0.0059668i,-0.0046623+0.0053349i,-0.0080582+0.0054486i,-0.011744+0.0044096i,-0.01576+0.0025855i,-0.01802+0.0013076i,-0.016093+0.00018009i,-0.011439-1.6523e-06i,-0.0090749+0.00043751i,-0.0091599+0.00054314i,-0.0081516-0.00011479i,-0.0038889+0.00037287i,0.0015295+0.0014393i
0.016861+0.011517i,0.047279+0.024673i,0.092844+0.021889i,0.14134-0.0034346i,0.15547-0.004994i,0.12787+0.016685i,0.081918+0.02059i,0.036075+0.010282i,0.0087254+0.0010126i,0.0029492-0.004137i,0.0042561-0.0054205i,0.006212-0.0053271i,0.0061878-0.0048582i,0.006414-0.0017232i,0.0079889+0.0037264i,0.0086417+0.007962i,0.0075374+0.0091945i,0.0049912+0.006454i,0.0041328+0.0028606i,0.0043044+0.0010555i,0.0031639-0.00012246i,-0.00028697-0.0019056i,-0.0035156-0.004095i
0.024097-0.031571i,0.029397-0.053976i,-0.01741-0.072819i,-0.097637-0.085608i,-0.13566-0.098213i,-0.11341-0.094322i,-0.070793-0.064455i,-0.033648-0.030085i,-0.013289-0.01011i,-0.0076303-0.004166i,-0.0050007-0.0033067i,-0.0044677-0.0037393i,-0.0049266-0.0038457i,-0.0038387-0.0044553i,-0.0021698-0.0071113i,-0.0013494-0.010795i,-0.0013117-0.012414i,-0.00046754-0.0089916i,0.0014527-0.0047153i,0.0021473-0.003528i,0.0011317-0.0024526i,-0.0001091+0.00075013i,2.215e-06+0.0054576i
-0.029893+0.020492i,-0.062093+0.040865i,-0.0521+0.074772i,-0.001443+0.12812i,0.021965+0.15893i,0.0067115+0.13161i,-0.006638+0.082514i,-0.002112+0.043582i,0.0062395+0.018872i,0.0079412+0.0088397i,0.0038814+0.0076263i,-0.00054111+0.010987i,-0.001647+0.013209i,-0.0016813+0.012369i,-0.0035318+0.012537i,-0.0053633+0.013655i,-0.005526+0.012831i,-0.0038625+0.010796i,-0.0019937+0.0095602i,-0.00053832+0.0085981i,0.0011288+0.0067021i,0.0030886+0.0024267i,0.0042881-0.0033264i
0.0025427+0.029361i,0.024299+0.02929i,0.05299-0.01371i,0.080754-0.097953i,0.10725-0.15111i,0.11292-0.12509i,0.088563-0.071833i,0.048671-0.035265i,0.02048-0.015778i,0.0093293-0.0097803i,0.0032449-0.0072536i,0.0013017-0.0056412i,0.0023642-0.0059775i,0.0022817-0.0056011i,0.0055341-0.0050902i,0.010374-0.0056064i,0.011321-0.0048016i,0.0075162-0.0022908i,0.0033738-0.00050562i,0.001751-0.0013146i,0.00051048-0.00281i,-0.0021653-0.0027734i,-0.0057182+0.00012844i
0.011446-0.055677i,0.0195-0.079428i,-0.018276-0.051634i,-0.10582+0.015203i,-0.16481+0.058408i,-0.14836+0.045886i,-0.097476+0.01569i,-0.049837+0.0038285i,-0.020314+0.002464i,-0.010039+0.00042674i,-0.0072171-0.0023678i,-0.0068865-0.0036702i,-0.0079689-0.0039303i,-0.0078321-0.0037376i,-0.0083927-0.0050368i,-0.011146-0.0062583i,-0.012845-0.0048949i,-0.010198-0.002818i,-0.0067076-0.0018118i,-0.0044925-0.0017312i,-0.0027285-0.0021104i,0.00081654-0.0015219i,0.0053869-0.0015744i
