-0.0021892-0.0024327i,-0.003469-0.0042136i,-0.0032656-0.0037917i,-0.0027829-0.0031676i,-0.0026176-0.0021195i,-0.0019419-0.00031724i,-0.00067748+0.00073262i,0.00044118+0.001597i,0.0009076+0.00155i,0.00048927+0.00066869i,0.0001612-8.868e-05i,0.0003912+0.00020194i,0.00087546+0.00024433i,0.0015452+0.00065385i,0.0014996+0.0012609i,0.0010567+0.0014628i,0.00063179+0.00080271i,2.6569e-05+0.00019225i,-0.00022148-6.9253e-05i,0.0001966+5.1142e-05i,-2.3336e-05-3.6581e-05i,8.7431e-05+0.0002206i,0.00081838-4.7338e-06i
-0.0013667+0.0030812i,-0.0017379+0.003141i,0.0002375+0.0020168i,0.0033377+0.00045254i,0.003655-4.0499e-05i,0.001916+4.0216e-05i,9.7725e-05+0.00065502i,-0.00077949+0.00089363i,-0.00031832+0.00017008i,0.00075919-0.0014656i,0.0012226-0.0015645i,0.0009251-0.0013685i,-0.00079573-0.0025856i,-0.0033914-0.0029258i,-0.003866-0.0010982i,-0.0029013+0.00080703i,-0.0012704+0.00077155i,0.00054321+0.00052685i,0.0010948+0.00094381i,0.00038885-0.00017996i,-5.787e-05-0.001231i,0.00074203-0.00063253i,0.00075978+0.00039365i
-0.0045261+0.0025016i,-0.0051593+0.0021858i,-0.0025121+0.0027447i,0.00020846+0.00063297i,0.0017144-0.0022453i,0.0017999-0.0024481i,0.0010976-0.00058751i,-6.4846e-05+0.00058859i,-0.0010775+0.0016465i,-0.001277+0.0023712i,-0.0016649+0.0014555i,-0.0016063+0.00076366i,-0.002726+0.0011324i,-0.0050886+0.0016345i,-0.0047552+0.00095505i,-0.0028893+7.5704e-06i,-0.0011444+7.9105e-05i,0.00050548+0.00016449i,0.001122-0.00028784i,0.00056854-0.00043616i,-0.00017385+0.00028937i,-0.00061832+0.00087746i,-0.00027951+0.00094261i
0.0046649-0.0047469i,0.0064895-0.004689i,0.0071673-0.003393i,0.0056239-0.0026667i,0.0036338-0.0018413i,0.0020331-0.00065654i,0.00091715-2.9894e-05i,0.0015315+0.00016424i,0.0017703+0.00048346i,0.00033004+0.0013894i,-0.001253+0.0025678i,-0.0016158+0.0028836i,-0.0018445+0.0032057i,-0.0023741+0.0024675i,-0.0011978+0.00022501i,-0.00052787-0.0013812i,-0.00095901-0.00071802i,-0.00057648+0.00037545i,-0.00068304+0.00089714i,-0.0002304+0.0012042i,0.00062469+0.0013923i,0.00023164+0.0011237i,-0.00026457+0.00051531i
0.0049031-0.00057126i,0.004385-0.002223i,0.0016098-0.0031232i,0.0012711-0.002125i,0.0024923-0.00088448i,0.00078228-0.00045403i,-0.00060431+0.00054924i,0.00037273+0.00067808i,0.0015323-0.00015801i,0.00098732+0.00030346i,-7.3426e-05+0.0013497i,-0.00037725+0.0018612i,-0.00040188+0.0010364i,0.00049338-0.00078453i,0.0015883-0.0030558i,0.0011602-0.0036328i,0.0006983-0.0024307i,0.000446-0.00080668i,0.00080571+0.00082881i,0.00084339+0.00094713i,-0.00015293+0.00028536i,-0.00048774+0.00022952i,-0.00034578+0.00018904i
-0.00093438+0.0086763i,0.00084396+0.010312i,0.0026559+0.0083495i,0.0037781+0.0048378i,0.004145+0.0018751i,0.0031895-0.0010737i,0.00085494-0.0031049i,-0.0010503-0.0033947i,-0.00098652-0.0029986i,0.00047213-0.0024627i,0.001438-0.0017529i,0.0012745-0.001698i,0.001529-0.0034799i,0.0021399-0.0059274i,0.0027129-0.0059883i,0.0028333-0.0037123i,0.0021153-0.0016732i,0.0002561-0.00028961i,-0.00051603+0.00035219i,-0.00036837+0.00014178i,-0.00074842+0.00023622i,-0.0010508+0.0002435i,-0.0011882-0.00054037i
-0.002998+0.00049169i,-0.002012+0.0011551i,0.00092133+0.00018786i,0.0019306-0.0012028i,0.0012714-0.0012925i,0.00064172+7.2253e-06i,-0.00056035+0.00072883i,-0.0019297-0.00017848i,-0.0023981-0.0012702i,-0.0019091-0.0022075i,-0.0014367-0.0036564i,-0.0013597-0.0044196i,-0.0015014-0.0043379i,-0.0011632-0.0036653i,-5.1121e-05-0.0014661i,0.0010432+0.00044347i,0.00052968+0.00030502i,-0.00053677-0.00094121i,-0.00046414-0.00086596i,-0.00050141-0.0001525i,-0.00098121-0.00021326i,-0.00089206-0.00019036i,7.068e-05+6.9122e-06i
-0.0022749-0.0039715i,-0.0018883-0.0042113i,0.0008939-0.001763i,0.0028288-0.001151i,0.0029479-0.0032049i,0.00095947-0.0041524i,-0.00041059-0.0022992i,-0.0002783+0.0004912i,-0.00058782+0.0013873i,-0.00062822+0.00061481i,-0.00045099-0.00047953i,-0.00067062-0.00086829i,-0.00083598-0.00062732i,0.00024784+0.00025239i,0.0018811+0.0018646i,0.0027391+0.0026265i,0.002454+0.0013929i,0.00097132+0.00071791i,-0.00016982+0.00088732i,0.00010243+0.000546i,-3.8531e-05+0.00027933i,0.00014973-0.00023231i,0.00089414-0.00013468i
0.0071772+0.003312i,0.0090313+0.0044431i,0.0090476+0.0037958i,0.0081173+0.0013419i,0.0056898-0.00211i,0.0025117-0.0045936i,0.00097242-0.0044919i,-0.00021942-0.0013189i,-0.000439+0.002746i,0.00037614+0.0032397i,0.00084263+0.001905i,0.0013132+0.0012335i,0.0023137+0.0020146i,0.0024625+0.0021171i,0.0018282+0.0010666i,0.0017348+0.00025611i,0.0020607+0.00090157i,0.0017882+0.0013569i,0.00096477+0.00045928i,0.0005761-0.00013628i,0.001149-0.00019621i,0.0012677-1.3371e-05i,0.0005884-0.00081722i
0.010424+0.013275i,0.013271+0.011676i,0.015712+0.0054697i,0.012984-5.4426e-05i,0.008894-0.0028028i,0.0026861-0.0029615i,-0.00075966-0.00022875i,0.00024015+0.0015295i,0.0014916+0.0013744i,0.0027008+0.00068863i,0.002415+0.00058707i,0.001914+0.00058373i,0.0020512-0.00010438i,-0.00044448-0.0019747i,-0.0033223-0.0032856i,-0.003937-0.0022278i,-0.0030569-0.00047713i,-0.0021033+0.00027211i,-0.0011338+0.0014707i,-3.4897e-05+0.002535i,0.00017443+0.0013561i,-0.00018426-0.00022197i,-0.00061293-0.00034843i
-0.014226-0.021749i,-0.02088-0.02393i,-0.031806-0.015972i,-0.026483-0.00048645i,-0.013801+0.011414i,0.00041824+0.014558i,0.0063774+0.0066777i,0.0047945-0.001201i,0.0012001-0.0051618i,-0.0031506-0.001906i,-0.0014965+0.0041444i,0.0026315+0.0063087i,0.0049448+0.0071823i,0.0058396+0.0099289i,0.0050269+0.012112i,0.0025794+0.0094723i,0.00029104+0.0039453i,0.0006839-0.000221i,0.0024361-0.0016937i,0.0022663-0.0021882i,0.00070265-0.0020544i,-0.00051515-0.00062341i,-0.00092392+0.0012616i
-0.0058967-0.0078635i,-0.0057513-0.0097515i,-0.0051985-0.0069057i,-0.0017487-0.0028357i,-0.00046869-0.00058416i,-0.0017004+0.00019554i,-0.0026224-0.00045932i,-0.0023397-0.001974i,-0.002425-0.0026842i,-0.0036008-0.0011333i,-0.0042968+0.00051213i,-0.004043+0.0014079i,-0.0031141+0.0024837i,-0.0031702+0.00287i,-0.0038815+0.0031847i,-0.0031859+0.0030814i,-0.0015891+0.0019277i,-0.00021312+0.00080589i,0.00053641-0.00026652i,0.00066108-0.0013371i,0.00079519-0.0010899i,0.00036204-0.00047169i,-0.00032806-0.00047368i
0.00016202-0.009816i,0.00015558-0.008067i,-0.0010479-0.0040565i,0.00022871-0.0017599i,0.0022466-0.0020697i,0.003467-0.003521i,0.0023445-0.0042899i,-0.00076985-0.0033448i,-0.0025054-0.0020663i,-0.0033865-0.0010748i,-0.003932-0.0010204i,-0.00405-0.00055422i,-0.0042771+0.00023035i,-0.0030949+0.00039574i,-0.00035169+0.00074228i,0.0012264+0.0003419i,0.0013106-0.0010268i,0.00082523-0.0014373i,0.00057304-0.001469i,0.00076197-0.0017757i,0.00069218-0.0020312i,-5.5898e-05-0.0016041i,-0.00041157-0.0013514i
0.0081106-0.0012414i,0.0093516-0.0021038i,0.0055002-0.0015591i,0.0029544+0.00022442i,0.0021786-0.00019294i,0.001633-0.0033787i,-0.00044421-0.005577i,-0.002249-0.0032521i,-0.0018831-0.00020823i,-0.00061636+0.00076063i,0.00043009+0.0015871i,0.0012068+0.00085298i,0.0026024-0.0012136i,0.0036252-0.0018368i,0.0041754-0.0018175i,0.0041714-0.0021011i,0.0018643-0.0016827i,-0.00032618-0.0014117i,-2.4212e-05-0.0023394i,6.4806e-05-0.002156i,-0.00090473-0.0014513i,-0.0011206-0.00085441i,-0.00041463-0.00028851i
0.00089064+0.0036281i,-0.0003638+0.0015775i,-0.00074723-0.00031564i,0.00066984-0.00060571i,0.0019837-0.0011976i,0.0018809-0.0018579i,0.001309-0.0021178i,0.0015623-0.0016679i,0.0023765-0.0010242i,0.0030654-0.0004218i,0.0031382+0.000338i,0.0036557+0.00086013i,0.004653-0.00076509i,0.0041397-0.0035057i,0.0025251-0.0039382i,0.0017326-0.002516i,0.0013213-0.0011269i,0.00058569-0.00032366i,0.00012324+0.00049729i,-0.00022266+0.00013287i,-0.00027723-0.0015152i,3.1685e-05-0.0022853i,0.00048296-0.00067114i
-0.007298-0.00020483i,-0.0078455-0.0008823i,-0.005225-0.0010013i,-0.0013403-0.00091962i,0.00025152-0.0012381i,0.00098161-0.00033618i,0.0012813+0.00020825i,0.00093136-0.00061837i,0.00059086-0.00089632i,0.00068904-0.00039993i,0.0017022-5.8743e-06i,0.0037127+0.00054829i,0.0046653+0.00054058i,0.0045945-1.9769e-05i,0.0037976+0.00049149i,0.0028125+0.0012438i,0.0020759+0.00051997i,0.0015409-0.00020419i,0.001379+0.00028345i,0.0015325+0.0010607i,0.0014465+0.00084137i,0.00099432+0.00049498i,0.00087193+0.00093607i
0.00011318-0.008185i,0.0020868-0.0083365i,0.0024482-0.0060201i,0.0030174-0.003095i,0.0032052-0.00088507i,0.0014239+0.00063295i,-0.0010506+0.0011039i,-0.0019821+0.0011588i,-0.0020553+0.00022346i,-0.0028129-6.3447e-05i,-0.00185+0.0010251i,-0.00020832+0.0020661i,0.0005103+0.0026389i,0.0015752+0.0033299i,0.002816+0.0038779i,0.0035353+0.0031648i,0.0036967+0.0016086i,0.0025149+0.0013718i,0.00081864+0.0012542i,0.00096877+7.3811e-05i,0.0016458-0.0007199i,0.0011554-0.00088348i,0.00011919-0.00042137i
0.0030302-0.0058459i,0.0023918-0.0057084i,0.0013227-0.0034692i,0.0011592+0.00049138i,0.0011598+0.0026737i,0.00039024+0.0024503i,-0.00044044+0.0021138i,-0.00028937+0.0019736i,-0.00060182+0.0017075i,-0.0018648+0.0018113i,-0.0030527+0.0024802i,-0.0025679+0.0032443i,-0.00089973+0.0049301i,0.00036892+0.0071981i,0.0021959+0.0068871i,0.0029949+0.0043443i,0.0018508+0.0023259i,0.00073555+0.0016696i,0.00052932+0.0012793i,-0.00049475+0.00072037i,-0.001012-2.7796e-05i,-0.00039519-0.00026485i,-0.00037981+0.00025613i
0.0045169+0.0063885i,0.0049019+0.0075209i,0.0040186+0.0051956i,0.0031272+0.0012319i,0.0024811+0.00045006i,0.0010674+0.00063249i,0.0013536-0.00021873i,0.0018246+0.00072143i,0.0010899+0.0017171i,-0.00030251+0.0015561i,-0.0017266+0.0018297i,-0.0028939+0.0023641i,-0.0035798+0.002534i,-0.0033142+0.0019907i,-0.0030979+0.0020943i,-0.00313+0.0023408i,-0.0020416+0.0023139i,-0.00061877+0.0014402i,2.1331e-05-0.00079412i,-0.00043567-0.0015581i,-0.00088279-0.00029218i,-0.00079456+0.00021429i,-0.00051036-0.00022227i
-0.0064412+0.00061589i,-0.0077251+0.00057441i,-0.0049805+0.00058951i,-0.0012169+0.00078859i,0.00062455-0.00025397i,0.0020001-0.0015434i,0.0024342-0.0030648i,0.0018634-0.0041512i,0.0022385-0.0022652i,0.002336-0.00077339i,0.0015651-0.0013056i,-0.00025504-0.00016281i,-0.0022522+0.001315i,-0.0032804+0.0013355i,-0.0036306+0.00082734i,-0.0028803+0.0009088i,-0.002382+0.001459i,-0.0019374+0.00062344i,-0.00087947-0.0011817i,-0.00026355-0.0014759i,-0.00042108-0.00042301i,-0.0008774+6.5447e-05i,-0.00032821-0.00048442i
0.0028838-0.0019831i,0.0042257-0.0039143i,0.0060963-0.0048269i,0.0076763-0.004416i,0.0060219-0.0050026i,0.0034085-0.0067529i,0.0018952-0.0067587i,0.00054488-0.0055899i,0.00083845-0.0039705i,0.0012486-0.0026862i,0.00086386-0.0023579i,0.00079591-0.0023905i,0.0013189-0.0026753i,-0.00026673-0.0040833i,-0.0020299-0.003849i,-0.0011898-0.001628i,-0.0002029-0.00046444i,-0.00096692-0.00052302i,-0.00088654-0.00059919i,0.00058951-5.4263e-05i,0.0011963+0.00039212i,0.0004118-0.00062192i,0.00029432-0.00053637i
0.0075235-0.0023061i,0.0065321-0.0030699i,0.0043703-0.0024228i,0.0035219-0.0011501i,0.0040474-0.0020655i,0.0034034-0.002663i,0.0015293-0.0019382i,-6.5457e-06-0.0016862i,-0.00069788-0.0023569i,-0.00029432-0.0022824i,0.0011878-0.0014357i,0.0023037-0.0023898i,0.0021965-0.0029525i,0.0013548-0.0023715i,0.0011885-0.002659i,0.001891-0.0033173i,0.0015356-0.0029712i,0.0007363-0.0013371i,0.00075921-0.00018358i,0.001174-0.00043472i,0.00074697-0.0014424i,0.00018807-0.00088093i,0.00038465+0.00053042i
0.00029198+0.0042549i,0.00099949+0.0040994i,0.00015395+0.0013043i,0.00022499-0.00098718i,0.0011371-0.00016605i,0.00034931+0.0011272i,-0.0018289+0.0026312i,-0.0030562+0.0026167i,-0.0030386+0.001137i,-0.0035682+0.0013004i,-0.0027377+0.0031766i,-0.00048667+0.0026595i,0.0010051-0.00036417i,0.0027955-0.0020379i,0.003942-0.001963i,0.0024479-0.0016663i,0.00081947-0.001471i,0.00097992-0.00067992i,0.00142+0.00038254i,0.0011829+0.00070051i,0.00091843+7.3629e-05i,0.0006181-0.00042232i,0.0008177+6.876e-05i
-0.0016997+0.0040018i,-0.0011231+0.0041195i,0.00012056+0.0043084i,0.00050079+0.00405i,-0.0011415+0.0034463i,-0.0031948+0.0044816i,-0.0029588+0.0064873i,-0.00076036+0.0068377i,0.00048433+0.0045881i,-0.00036856+0.0029869i,-0.0010342+0.0038956i,-0.0010688+0.0054423i,-0.0022396+0.0053908i,-0.0026679+0.003202i,-0.0020592+0.0004685i,-0.00091282-0.0004444i,0.00032944+3.819e-05i,0.00098285+0.0011583i,0.00020701+0.0015669i,-0.00027398+0.001078i,-0.00011982+0.00086491i,-0.0010078+0.00072892i,-0.0015395+0.00029167i
-0.0011337-0.0093417i,-0.0015093-0.0098516i,-0.00063059-0.0070995i,0.0017172-0.0029916i,0.0023262-0.00067928i,0.0014757+0.00048443i,0.0018467+0.0026602i,0.0031952+0.0036246i,0.0039141+0.0036182i,0.0025559+0.0034411i,0.0013089+0.0026748i,0.00095051+0.0023231i,0.0010906+0.0032744i,0.0018061+0.0049881i,0.0025926+0.0048322i,0.0031128+0.0038798i,0.0020873+0.0026382i,0.0001674+0.00042222i,-0.0010675+7.1243e-05i,-0.00062125+0.0013518i,0.00034623+0.001402i,-0.00033914+0.00048672i,-0.0010126+0.00043725i
0.0060706+0.00059272i,0.0050037-0.00051757i,0.0040412-0.0012754i,0.0044681-0.0017543i,0.0039903-0.0018198i,0.0030616-0.003011i,0.0032782-0.0047384i,0.0036221-0.0047217i,0.0033421-0.0029595i,0.0025258-0.0018343i,0.0016033-0.0030771i,0.0004714-0.0041516i,0.00051187-0.0029379i,0.0014588+7.954e-05i,0.0019097+0.0010225i,0.0018588-0.00028739i,0.0011893-0.0011998i,0.00073926-0.00058218i,-0.00030022+0.00035554i,-0.0012313+0.00031584i,-0.0013789+0.00016786i,-0.00096976+0.00013215i,-1.5167e-05-0.00048105i
0.0012607+0.0058787i,0.0017815+0.0057175i,0.0027552+0.0031431i,0.0034525-6.0345e-05i,0.0047211-0.0024988i,0.0062486-0.0063472i,0.0045738-0.0089836i,0.0011765-0.0084385i,-0.00065436-0.0058394i,0.00031555-0.0039793i,0.00055086-0.004162i,-0.00052546-0.00344i,-7.9979e-05-0.001796i,0.0018551-0.001127i,0.0025276-6.9289e-05i,0.0013693-0.00027394i,0.00066814-0.0012874i,0.0009298-0.0014689i,0.00041608-0.0016006i,-0.0011671-0.0013525i,-0.0021345-0.0011135i,-0.0013613-0.00077103i,0.00023291-0.00045599i
-0.0059883-0.0039809i,-0.0077237-0.0049334i,-0.0060769-0.003317i,-0.0027428-0.0017819i,0.00047603-0.0026948i,0.0029771-0.0040217i,0.0019529-0.0046657i,-0.0017433-0.0034806i,-0.0036761-0.002011i,-0.003908-0.0013965i,-0.0028995+0.00064345i,-0.0012269+0.0022788i,-0.00067683+0.0011272i,-0.0014259-0.00053891i,-0.0016896-0.00040179i,-0.0016928-6.3943e-05i,-0.0011149-0.00063914i,0.00047813-0.00096849i,0.0010215-0.0010599i,0.0002361-0.0014292i,-0.00045102-0.0017819i,-0.00059438-0.0012056i,3.369e-05-0.001045i
-0.0029976-0.0061353i,-0.0023301-0.0036726i,-0.00020437+0.0022389i,0.0030448+0.0045142i,0.0053879+0.0029136i,0.0031842+0.0026775i,-0.00081027+0.003215i,-0.0023297+0.0035338i,-0.0029653+0.0031945i,-0.0035818+0.0036729i,-0.0020319+0.0062617i,0.00080563+0.0075815i,0.0021149+0.0076033i,0.0011238+0.0074602i,-0.00038895+0.0069879i,0.00032515+0.0052391i,0.0020564+0.0028066i,0.0024536+0.00076594i,0.0029262+8.0814e-05i,0.0026343-0.00017392i,0.0015033-0.00031365i,0.00052777+0.00029733i,-0.00012427+0.00063462i
0.01-0.00076163i,0.012378-0.0026088i,0.010382-0.0038696i,0.0059588-0.0024659i,0.0026985+0.0012192i,-0.00063328+0.004158i,-0.0026471+0.00643i,-0.00053338+0.0063276i,0.0013118+0.0044156i,0.0014988+0.0040316i,0.0022631+0.0040109i,0.0027257+0.0021896i,0.0017913+0.00041375i,0.00069269+0.00042711i,0.00016555+0.0010299i,0.00085157+0.0015232i,0.0014445+0.0021156i,0.0009757+0.0024805i,0.0010068+0.0028293i,0.0020884+0.0021253i,0.0022406+0.0006348i,0.0012782-0.00055339i,0.0014152-0.00029144i
-0.0021555+0.0052358i,-0.0028164+0.0055387i,-0.0017131+0.0018781i,0.001277-0.00090471i,0.0019209+0.00029042i,-0.0010059+0.0028272i,-0.0018374+0.003539i,8.0753e-05+0.0028346i,0.0020465+0.0005889i,0.0021778-0.002338i,0.00052841-0.003855i,-0.0010887-0.004097i,-0.0024639-0.0032797i,-0.00176-0.0017855i,-0.00079666-0.0014002i,2.1342e-05-0.00094915i,0.00077535+9.1976e-05i,0.0016934+0.0015242i,0.0019987+0.0028983i,0.0018223+0.0023691i,0.0015509+0.00059867i,0.00092822-0.00077019i,0.00071229-0.00073797i
-0.0072646-0.00067136i,-0.0081316-0.00015257i,-0.0053424-0.0006727i,-0.002194-0.0014385i,-0.0024911-0.0032761i,-0.0039649-0.0052104i,-0.0031962-0.0046228i,-0.0012625-0.0034743i,0.00057691-0.0037031i,0.00034684-0.0047423i,-0.0023857-0.00578i,-0.0045753-0.0060684i,-0.0038394-0.0067163i,-0.001056-0.007764i,0.0013508-0.0073901i,0.0011091-0.0055056i,-0.00094848-0.0030099i,-0.0025418-0.00084778i,-0.0028035+0.00081055i,-0.0024645+0.0016719i,-0.0016416+0.001344i,-0.0005742+0.00079136i,0.00024871-0.00012365i
0.0061853-0.0062435i,0.0078571-0.0063707i,0.0078065-0.0029715i,0.0053664-0.00027026i,0.0040698-0.00060465i,0.0041063-0.0048012i,0.0031923-0.0083406i,0.0024379-0.0064665i,0.0015331-0.0032034i,0.0011053-0.0018864i,0.00042468-0.00084427i,-0.00042365+0.0018961i,-0.0010048+0.0036922i,-0.0012655+0.002509i,-0.0003728+0.00082516i,-0.00014876-0.00040044i,-0.0010646-0.0012718i,-0.00098129-0.00061089i,-0.00062326+0.00063117i,-0.0014481+0.00052164i,-0.0022548+0.00049574i,-0.0019015+0.00075999i,-0.0013334+0.0003357i
0.0032124+0.0016979i,0.0034044+0.0018265i,0.002884+0.00047875i,0.00499-0.00035836i,0.0083011-0.0024481i,0.0096332-0.0048558i,0.0081103-0.0062436i,0.0043623-0.0051956i,0.0017047-0.0012026i,0.0022294+0.0022533i,0.0034605+0.0045491i,0.0065263+0.0055468i,0.0099159+0.004264i,0.010164+0.0028108i,0.0080518+0.0024125i,0.0053091+0.00059703i,0.0021369-0.0012529i,-9.6701e-05-0.00219i,-0.00054528-0.0035278i,-0.0005461-0.0020622i,-0.00017926+5.7632e-05i,-0.00031195+0.00028979i,-0.00103+0.00022999i
-0.0017546+0.0028786i,-0.00062476+0.0034672i,0.0024908+0.0011089i,0.0060565-0.00060288i,0.0082492+0.0016342i,0.008524+0.0030614i,0.0063409+0.00093878i,0.0035533-0.0015893i,0.0012997-0.0013647i,0.00038155+0.0022265i,0.0015737+0.0036483i,0.0037296+0.0020361i,0.0040267+0.00093214i,0.0038202+0.0019931i,0.0034956+0.0040746i,0.0027332+0.0028088i,0.0029377+0.00056713i,0.0034188+0.0002222i,0.0031187-0.00080847i,0.0023676-0.0022454i,0.0015652-0.0024126i,0.0014105-0.0014977i,0.0011228-0.00036816i
-0.0037646-0.0040776i,-0.0045197-0.0055288i,-0.0051267-0.0058931i,-0.0038541-0.0045085i,-0.00097998-0.0019608i,-2.3592e-05+0.0028247i,-0.0012477+0.0065788i,-0.0026817+0.0049968i,-0.0040988+0.0022673i,-0.0044202+0.001797i,-0.0032403+0.0010641i,-0.0022452+0.00014508i,-0.00091031+0.00087917i,0.00088131+0.0016848i,0.0020092+0.0022242i,0.0022255+0.0022715i,0.0022696+0.00098633i,0.002315-0.0016975i,0.0024861-0.0033497i,0.0025566-0.0032589i,0.001511-0.0020541i,0.00014584-0.00067356i,-0.00015943+2.5797e-05i
0.0036719-0.0015711i,0.0031797-0.0022878i,0.00089054+0.0015517i,0.00052904+0.0054328i,-7.8264e-05+0.0044715i,-0.0042477+0.0024792i,-0.0079364+0.0050589i,-0.0076379+0.007091i,-0.0053966+0.0040418i,-0.0044011+0.00088464i,-0.0057842-0.00088629i,-0.0082579-0.0019034i,-0.0094436-0.00070068i,-0.0093229+0.0010694i,-0.0071095+0.0018824i,-0.0033381+0.0036736i,-0.0007865+0.0044453i,0.0012112+0.004247i,0.0028167+0.0037117i,0.0039349+0.0013919i,0.0028447-0.00092041i,0.00078782-0.0013693i,-0.00029645-0.0011041i
0.0032431+0.0028344i,0.0066109+0.0047826i,0.0086344+0.0028183i,0.0059077+0.0014811i,-6.2646e-06+0.0017919i,-0.0049154+0.0010295i,-0.0075825+0.001155i,-0.005866+0.0039967i,-0.0012306+0.0045925i,0.00013984+0.0012718i,-0.0016828-0.0010529i,-0.0026434+0.00017648i,-0.0015875+0.0025357i,-0.00028984+0.003967i,-0.00024051+0.0034623i,-0.00049325+0.002216i,-0.00056308+0.0018703i,3.7905e-05+0.00083231i,0.00097118-0.00036658i,0.00020548+0.00015324i,-0.00084+0.0012603i,-0.0011215+0.001228i,-0.0012381+0.00078365i
-0.0059412-0.0018397i,-0.0072418-0.00034546i,-0.0047267-0.00053893i,0.00061081-0.0025506i,0.0013827-0.004531i,-0.0013813-0.0071007i,-0.00056607-0.0083402i,0.0034158-0.0066642i,0.0052457-0.0054317i,0.0042417-0.0036213i,0.0032372-0.0021151i,0.0041601-0.002191i,0.0031123-0.0033875i,0.0005118-0.0038936i,-0.00012887-0.0023025i,-0.0011459-0.001271i,-0.0025457-0.00087372i,-0.0028304+0.0003936i,-0.0026882+0.0020134i,-0.0018356+0.0027109i,-0.00025123+0.0019398i,0.00073683+0.00021801i,0.0011664-0.00085191i
-0.0011038-0.002976i,-0.00083256-0.0047908i,-0.00046747-0.0057963i,0.0012337-0.0071946i,0.0041727-0.0092915i,0.0059687-0.011241i,0.0066227-0.012467i,0.0062931-0.013116i,0.0055844-0.0107i,0.004541-0.0063695i,0.0032246-0.0033844i,0.0028818-0.00055074i,0.0019861+0.00067019i,0.0011509+0.00055638i,0.00090251+0.00030039i,0.00048888-0.0012765i,-0.00018052-0.0029307i,-0.0012682-0.0031375i,-0.0023837-0.0021649i,-0.0017757-0.00051939i,-0.00021121+0.00024659i,0.00033499-0.00028679i,0.00079122+0.00020535i
0.0049835+0.00016458i,0.0064585-3.044e-05i,0.0026436-0.00036792i,-0.00060593-0.00014759i,0.0033517+0.00050389i,0.010053+0.0012715i,0.010751-0.0019537i,0.0047834-0.0069419i,-0.0002021-0.0062982i,-0.0012376-0.0017735i,-0.0013731+0.00014604i,-0.0010657-0.0001748i,0.0016971-0.00099817i,0.0028023-0.0026033i,0.0011446-0.0044824i,4.0782e-05-0.0041953i,-0.00025888-0.0022346i,-0.0012935-0.0009083i,-0.002592+0.00015438i,-0.0019099+0.00062985i,-4.3767e-06-0.00016502i,0.0012128-0.00083096i,0.0017686+0.00057871i
-0.00086287-0.001431i,-0.0011373-4.25e-05i,0.0009155+0.0023919i,0.0042029+0.0060978i,0.0075185+0.0073694i,0.010172+0.007877i,0.0094773+0.0070769i,0.003651+0.0046009i,-0.0024854+0.0032979i,-0.0027921+0.0038031i,-0.0012013+0.0040389i,-0.00024933+0.004234i,0.00079776+0.0041015i,0.0019236+0.0033764i,0.0026903+0.0024025i,0.003094+0.00083896i,0.0033636+0.0002264i,0.0035941-0.00024636i,0.0031194-0.0017645i,0.0018983-0.0025689i,0.0010445-0.0016685i,-0.00022538-0.0011337i,-0.0016477-0.00089987i
-0.00075304-0.00060127i,-0.0015778-0.0014894i,0.00075878-0.0010897i,0.0062808-0.00072416i,0.0061372-0.00021869i,0.0008362+0.00082569i,-0.0019269+0.0045232i,-0.0017387+0.0093855i,-0.00031078+0.010307i,0.0011032+0.0064662i,0.0013686+0.0030204i,0.0016899+0.0004214i,0.0027281-0.0023165i,0.0050271-0.0029117i,0.0059426-0.0019123i,0.0045504-0.0013765i,0.0027929-0.00062249i,0.001144+0.00073363i,-0.00058766+0.0010967i,-0.0011513+0.00065845i,-0.0012976+0.00037839i,-0.00054103+0.0013415i,-0.00016667+0.0019327i
0.0029371+0.00016248i,0.0021445-0.0021562i,0.00041858-0.0065865i,0.00099472-0.0094335i,-0.00061728-0.0077978i,-0.0068429-0.004639i,-0.012121+0.00061018i,-0.0089126+0.0062692i,-0.0020551+0.007117i,0.00075067+0.0042039i,0.00098577+0.0011162i,0.00011203-0.0012023i,-0.0027955-0.00017496i,-0.0033647+0.0044138i,0.00060933+0.0070012i,0.0030338+0.0050601i,0.0027776+0.0022403i,0.0028916+0.0012756i,0.0028566+0.0011095i,0.0023849+0.00080016i,0.0011356-0.00034663i,-0.00024767-0.0014532i,-0.0010751-0.0015656i
-0.0026595+0.00013592i,-0.0051477+0.00093248i,-0.007151-0.00054766i,-0.0072245-0.003062i,-0.0078027-0.0051403i,-0.011275-0.0052848i,-0.014394-0.0026983i,-0.01139-0.00045563i,-0.0043447-0.00066411i,-0.0016588-0.00023205i,-0.0018258+0.0013855i,-0.0012755+0.0023707i,-0.00073239+0.003534i,-0.0010068+0.0040498i,0.00035515+0.0026891i,0.001007+0.00072533i,-0.001013-0.00034187i,-0.0029774+0.00035289i,-0.002826+0.0016312i,-0.0012189+0.001298i,-0.00090791+0.00038115i,-0.0011413+0.00051779i,0.00041652+0.00052318i
