-0.0011345+0.0011483i,-0.0011144-0.00049693i,-0.0012906-0.0017028i,-0.0014215-0.0012233i,-0.0014936-0.00028576i,-0.0021366+0.0014347i,-0.0020206+0.0026342i,-3.8932e-05+0.002511i,0.0010803+0.0014824i,0.00069757+0.00018565i,0.00041727-0.00041909i,-5.7472e-05-0.00023998i,9.0941e-05+2.9692e-05i,-0.00048041-0.00015745i,-0.0012745-0.00091187i,-7.021e-05-0.00057501i,0.00051117+0.00010704i,-0.00056983+1.2779e-05i,-0.00029131+0.00012315i,0.00049565+0.00044314i,0.00083147-2.3003e-06i,0.00065778-0.00027235i,7.3602e-05-0.00066898i
-0.0035841+0.0031117i,-0.0035422+0.0051217i,-0.00081008+0.0054872i,0.00089668+0.0037018i,2.9137e-05+0.00090936i,-0.0011557-0.0015533i,-0.0021783-0.0021976i,-0.0024284-0.00082496i,-0.0013278-0.00018281i,0.00050852+0.00045463i,0.0021555+0.0030106i,0.0036187+0.0033085i,0.0038496+0.00031434i,0.0027782-0.0013748i,0.0024305-0.0017555i,0.0016538-0.0016699i,0.0010559-0.00091272i,0.00092768-0.00041228i,0.00077267-0.0005412i,0.00036394-0.00029574i,-0.00029495+0.00010723i,-0.00038618+9.8e-06i,-8.5813e-05-0.00022596i
0.0025525-0.0044692i,0.0022741-0.0043001i,0.0025378-0.0037011i,0.0010261-0.0028588i,-0.0023401-0.0013909i,-0.0033679-0.00041616i,-0.0030298+0.00045803i,-0.0023314+0.0015283i,-0.0025482+0.0021522i,-0.0037164+0.0034272i,-0.0043653+0.0052559i,-0.0032284+0.0049756i,-0.00077264+0.0036072i,0.0011749+0.0034323i,0.0017493+0.0035375i,0.0022885+0.0028306i,0.0019529+0.0016775i,0.0015245+0.00077621i,0.0015527+0.00073476i,0.00072746+0.0003558i,-0.00043897+0.00058433i,-0.00022945+0.0007104i,0.00047498+0.00048673i
-0.00039266-0.0028501i,-0.0012736-0.003621i,-0.0021282-0.0027993i,-0.0022535-0.00065706i,-0.0017781+6.4974e-06i,-0.002269-0.00078817i,-0.0024778-0.0010658i,-0.0011959-0.00052435i,-0.00085148+0.00039196i,-0.0020606+0.00046188i,-0.0037118-6.2623e-05i,-0.0045947-0.00010668i,-0.0036313+0.0021537i,-0.0019364+0.0048903i,-0.0010275+0.0046787i,-0.00080169+0.0028217i,-0.00071974+0.002i,-2.8494e-05+0.0014618i,0.00032136+0.00090527i,0.00044471+0.00057054i,0.00077622+0.00040424i,0.00075012+0.00092263i,0.0008708+0.00071208i
0.0010943+0.00030719i,0.0015963+0.0011992i,0.00016507+0.0023634i,-0.00057396+0.0016088i,-0.00057544+0.00077745i,-0.0010286+2.6622e-06i,-0.0010718+5.583e-05i,-0.00030094+0.00050549i,0.0011369+9.3748e-05i,0.0018213-0.0011984i,0.0018245-0.0030016i,0.00074742-0.0034916i,-0.0007844-0.0013264i,-0.0021609+0.00055571i,-0.0027387+3.8752e-05i,-0.002469-0.00084705i,-0.0023055-0.0017234i,-0.0018278-0.0015833i,-0.0013209-0.00086977i,-0.0017157-0.00075781i,-0.001835-0.00033053i,-0.00040036-4.662e-05i,7.9736e-05+0.0003577i
-0.0019195+0.0021194i,-0.0014075+0.0016875i,-0.0010268+0.0023073i,-0.00016457+0.0021384i,0.00043283-0.00068716i,-0.00025383-0.0033835i,-0.000635-0.0032917i,0.00020384-0.0023503i,0.0017049-0.0021384i,0.0034632-0.001889i,0.0058141-0.00053075i,0.0058036+0.00018077i,0.0022478-0.0016963i,-0.00040152-0.0042402i,-6.6001e-05-0.0044716i,0.00017373-0.0034176i,-0.00011419-0.0027626i,-0.00034082-0.0018862i,-0.00064327-0.0010744i,-0.00025601-0.00013997i,0.00015144+0.00034944i,0.00030808-0.00015035i,0.00028025-0.00067398i
-0.0039902-0.00097039i,-0.0040618-0.00012684i,-0.0019103+0.00036579i,-0.00019085+0.00013608i,-0.00077272+0.00078097i,-0.0010531+0.00078136i,8.9054e-05-0.00083435i,0.00023151-0.0014907i,-3.9303e-05-0.00078165i,0.00072549+0.0017063i,0.0016275+0.0044085i,0.0017351+0.0034144i,0.0016836-0.00018828i,0.0023784-0.0028089i,0.0028707-0.0024729i,0.0029673-0.001389i,0.0018703-0.00097469i,0.00032375-0.0012591i,0.00038197-0.0014014i,0.00016078-0.0013649i,-0.00025263-0.00094837i,0.00031858-0.00055681i,0.00045792-0.00034733i
0.0023686-0.0032949i,0.0012563-0.0029627i,0.0007227-0.0028437i,-0.0010324-0.0016007i,-0.003894-0.0011384i,-0.0044163-0.0022791i,-0.0035647-0.0028177i,-0.0033786-0.0020006i,-0.0040228-0.0012994i,-0.0050429-0.00073787i,-0.0061524-0.00028343i,-0.0049699-0.00019122i,-0.0011942-0.0002206i,0.0021346+0.0003604i,0.0025082+0.0018687i,0.0017089+0.0022579i,0.0013812+0.0011473i,0.0016315+0.00038928i,0.0019107+0.00065185i,0.0015033+0.0003178i,0.0008797-0.00046374i,0.00077849-0.00057485i,0.00046852+8.9749e-05i
0.0032137-0.00037322i,0.0023937-0.0009816i,0.0018293-0.0022101i,0.0012387-0.0023219i,0.00060921-0.0020994i,-0.0014731-0.0020549i,-0.0029389-0.001577i,-0.0023505-0.00057889i,-0.0024596-0.00024323i,-0.0033333-0.0012444i,-0.0036347-0.0033341i,-0.0026271-0.0033009i,-0.00075411-0.00054366i,-0.0004901+0.0015937i,-0.0014886+0.002164i,-0.0014391+0.0021014i,-0.00071361+0.0018851i,-0.00049193+0.0014958i,-0.00076288+0.0011582i,-0.00043293+0.0007648i,0.00077215-0.00017947i,0.00097706+5.2043e-05i,0.00063824+0.00046267i
-0.00071168+0.0015125i,-0.0014455+0.0010046i,-0.001961-0.00075078i,-0.0014956-0.0016891i,-0.00051659-0.00057128i,-0.001028+0.00094025i,-0.002234+0.0011896i,-0.0019595+0.0015234i,-0.00020637+0.0011568i,0.0020429-0.00028161i,0.0036015-0.0011298i,0.0029324-0.00025866i,8.3324e-05+0.0017968i,-0.002531+0.0025452i,-0.0036044+0.0011748i,-0.00359+4.0886e-05i,-0.0024989-0.00020603i,-0.0016675+0.00064724i,-0.0022681+0.0011882i,-0.0021615+0.00087409i,-0.0014172+5.6581e-05i,-0.0014697-0.0006312i,-0.0012087-3.7465e-05i
-0.0033133+0.00025789i,-0.0011324+0.0028609i,0.001725+0.0038874i,0.0009944+0.0017404i,-0.0019119-0.0019209i,-0.004381-0.0034588i,-0.0029423-0.0017301i,0.00054543+6.6046e-05i,0.0027538+0.00072205i,0.0034829+0.0025411i,0.0041965+0.0052622i,0.0032269+0.0051276i,-0.00070372+0.0021476i,-0.0038575-0.00057709i,-0.0033573-0.0017209i,-0.0018437-0.0018858i,-0.00063831-0.0019688i,-0.00015069-0.0018832i,-0.00041438-0.001019i,-0.00074962-0.00033681i,-0.00046544-0.00080234i,-0.00041836-0.0013592i,-0.00074495-0.0013161i
0.0022737-0.0048899i,0.0012335-0.0071829i,0.00031387-0.0066409i,-0.00060426-0.0044111i,-0.0017899-0.0038765i,-0.0015782-0.0032405i,0.00017563-0.0014881i,0.001775-0.00062482i,0.002447+0.00014191i,0.00065765+0.0016287i,-0.0023273+0.0031738i,-0.0037296+0.0027949i,-0.0027432+0.00031305i,-0.001015-0.0017315i,-8.2982e-05-0.0021046i,0.00086811-0.0019064i,0.001054-0.0020237i,-0.00019243-0.0023817i,-0.00055549-0.0028543i,-0.00063682-0.0022525i,-0.00010556-0.001347i,0.0010232-0.0014959i,0.00061971-0.0014022i
0.0048381+0.0047303i,0.0032447+0.0042117i,0.0013969+0.002679i,0.00037785+0.00067193i,-0.0011772-0.001855i,-0.0023302-0.0032607i,-0.0027112-0.0031778i,-0.0026845-0.0031004i,-0.0021871-0.0031787i,-0.0032577-0.0042014i,-0.0052604-0.0051538i,-0.0051551-0.0042684i,-0.0022573-0.0033479i,0.00061868-0.0018448i,0.0011768-1.1888e-06i,0.00080669+0.00096853i,0.00073339+0.0009301i,0.0014064+0.00093215i,0.0020351+0.00075802i,0.0018095+0.00059496i,0.001205+0.00049678i,0.00093023+0.00046852i,0.00085502+0.00031311i
-0.0014724+0.0022295i,0.00018669+0.0013784i,0.0019892-0.0017082i,0.00053609-0.0021321i,-0.00072948-0.001122i,-0.0015876-0.0014013i,-0.0020988-0.001469i,-0.0025504-0.001018i,-0.0020835-0.001088i,-0.0010904-0.0025663i,0.00076195-0.0053089i,0.0023333-0.0057985i,0.0023131-0.0033856i,0.0015926-0.00048506i,0.00013535+0.00075295i,-0.00064615+0.00084098i,-0.00080869+0.0012119i,-0.00041139+0.0010438i,0.00071397+0.0012423i,0.0012852+0.0013131i,0.00073642+0.0010486i,-0.00019373+0.00057275i,3.985e-05+0.00054786i
0.0018974+0.0004606i,0.0029147-0.0010197i,0.0047808-0.002026i,0.0040872-0.0032236i,0.0015903-0.0034637i,-0.0021247-0.0015935i,-0.0040321+0.00066122i,-0.0037577+0.0017074i,-0.0011584+0.0017857i,0.0017788+0.0011086i,0.0037457+0.00085578i,0.0044796+0.0017167i,0.001763+0.0033201i,-0.0021745+0.0040066i,-0.003843+0.0013968i,-0.0034456-0.0010835i,-0.0025812-0.00052435i,-0.0021669+0.00047139i,-0.0021686+0.0021607i,-0.0016296+0.0035638i,0.0002266+0.0034672i,-0.00020794+0.0018818i,-0.0011696+0.00052642i
-0.01873-0.011865i,-0.021306-0.0032823i,-0.024569+0.0091749i,-0.015161+0.013599i,-0.0022265+0.01082i,0.0081902+0.0011455i,0.0071257-0.0082195i,0.0021859-0.0069728i,-0.000954+0.00029369i,-0.0018476+0.008464i,0.00041137+0.012377i,0.0019779+0.01026i,0.0037238+0.0054073i,0.0077518+0.0010658i,0.0099134-0.0013808i,0.0071321-0.0016898i,0.0022456-0.00087167i,-0.0003266-0.0014767i,-0.0014076-0.0040232i,-0.0029473-0.0049744i,-0.0037188-0.0029203i,-0.0026565-0.00016138i,-0.00044874+0.0015895i
-0.0022393-0.00010464i,-0.0032672-0.00032566i,-0.004426+0.0013615i,-0.0030923+0.0035883i,-0.00057066+0.0027024i,0.0016732-0.00019824i,0.0016143-0.00064328i,0.0013059+0.00072212i,4.587e-05+0.00069882i,-0.0022987+0.00082902i,-0.0049442+0.00086462i,-0.006444-0.00051101i,-0.0059326-0.0023161i,-0.0036999-0.0026994i,-0.00058283-0.001425i,0.0003259-7.8417e-05i,-0.00061765+6.6161e-06i,-0.00074339-0.0010122i,-0.0003211-0.0024037i,-0.00016315-0.0026911i,8.7381e-05-0.00168i,0.00033559-0.00091016i,0.00014336-0.00041704i
-0.003709-0.00051003i,-0.0039145+0.00043548i,-0.0016154+0.00062104i,0.00047195-0.0017711i,0.001034-0.0027797i,0.00098601-0.002469i,4.6804e-05-0.0032143i,0.00024351-0.0030214i,0.00031387-0.0024603i,-0.00083331-0.0031507i,-0.0019926-0.0046796i,-0.0015627-0.0069886i,0.00048834-0.0078449i,0.002315-0.0059369i,0.0017887-0.0030173i,-6.7885e-05+0.00028812i,-0.00051459+0.0012253i,0.00061136-4.0026e-05i,0.0020512-0.00096245i,0.0028378-0.0011916i,0.0027986-0.00070606i,0.0026001+0.00015284i,0.0018175-0.00050698i
-0.002701-0.0037348i,-0.0036858-0.0014067i,-0.0061083+0.00066361i,-0.0068657+0.0023348i,-0.004318+0.0032565i,-0.00031257+0.00176i,0.00027844-0.0010448i,-0.0016066-0.002699i,-0.0015995-0.0024574i,0.00098289-0.0009988i,0.0052119-0.00027773i,0.0080362-0.00047253i,0.0086184-0.00014111i,0.0079414-0.00046487i,0.0061931-0.0016161i,0.0041011-0.0017681i,0.0017685-0.001403i,0.00065714-0.001062i,0.00089981-0.00040197i,0.0014686+0.00060264i,0.0013101+0.00047331i,0.00044671-3.1046e-05i,0.00075055-0.00039542i
0.0013408+0.0017949i,0.0025145+0.00089206i,0.0022299+0.0016887i,0.0018475+0.0026071i,0.0011269+0.0008644i,-0.00099554-0.0024995i,-0.0037046-0.0032378i,-0.004896-0.0013916i,-0.0032706+0.00076907i,-0.00056441+0.003898i,0.0021169+0.0073109i,0.0040946+0.0098854i,0.0042711+0.009873i,0.0028238+0.0077038i,0.0017243+0.0047068i,0.0020335+0.0022911i,0.001774+0.00099699i,0.0016595+0.0010167i,0.0012445+0.0016515i,-0.00025345+0.0021771i,-0.0015125+0.0021423i,-0.0016043+0.0013355i,-0.0015487+0.00073036i
-0.0056628+9.4609e-05i,-0.0061544+0.00045853i,-0.0049075+0.00098143i,-0.0024209+0.00046511i,-0.002347-0.0010334i,-0.0041689-0.00198i,-0.0044575-0.0015002i,-0.0035449-0.00016667i,-0.0039681+0.0012508i,-0.0050261+0.0025701i,-0.0047308+0.0041752i,-0.0044765+0.0054966i,-0.0052759+0.0059313i,-0.0042484+0.0050483i,-0.0014484+0.0038789i,0.00042417+0.0020906i,0.0012132+0.00078849i,0.0006089+9.7605e-05i,-0.00080719-0.0006684i,-0.0015374-0.00079224i,-0.001216-0.00055223i,-0.00084398+7.1956e-05i,-0.00046962+0.00070701i
0.0012197-0.0015622i,0.00213+0.00079853i,0.0016773+0.00046394i,-0.0012726-0.0019814i,-0.0028426-0.0020067i,-0.0015951-0.0017946i,-0.00070957-0.0032036i,8.8563e-05-0.0018439i,0.00025317-0.00037168i,-0.0022598-0.0024176i,-0.0060039-0.0054091i,-0.0080176-0.0065883i,-0.0078188-0.0056149i,-0.0063432-0.003141i,-0.0040998+7.3525e-05i,-0.0028107+0.0016445i,-0.0013507+0.00094584i,-0.00034543-0.00034649i,-0.00062706-0.0017304i,-0.00042258-0.0022615i,0.00048036-0.0016358i,0.00071471-0.00076704i,-0.00015226-0.00058148i
0.00174-0.0016405i,-0.00060276-0.002154i,-0.0017223-0.00023993i,-0.00074163+0.0010643i,-0.00060438-0.0012539i,-0.0021383-0.0048626i,-0.0026114-0.0040926i,-0.00034866-0.0010434i,0.0021497-0.00020377i,0.0038315-0.0018849i,0.0038904-0.0050685i,0.0023845-0.0083292i,0.0003788-0.010402i,-0.0011285-0.0087651i,-0.0022441-0.005145i,-0.002947-0.0022694i,-0.0024386-0.00031676i,-0.00060411+4.1697e-05i,0.0003956-0.00065085i,0.0012109-0.0007483i,0.0022939-0.00039734i,0.0025958-0.00031899i,0.0018032-0.00071465i
-0.001719+0.00083618i,-0.0020075+0.0030706i,-0.00092911+0.0026606i,0.00013847+0.0012219i,0.00010817+0.00038603i,-0.00083183+0.0010878i,-0.0010916+0.001451i,-0.00032101+0.00067173i,0.00065526+0.00064656i,0.0026423+0.0028084i,0.0054124+0.0050473i,0.0079511+0.004836i,0.0086826+0.0024315i,0.0068908+0.00020512i,0.00431-0.0015106i,0.0017611-0.0028147i,0.00034548-0.0033212i,0.00036759-0.0026533i,0.0009661-0.0015573i,0.0015463-0.0006057i,0.0016735+0.00015497i,0.0015162-0.00012371i,0.0011919-0.0006198i
-0.001976+0.00081335i,-0.0013167+0.0022768i,-0.00098787+0.0010515i,-0.0009133-0.0016476i,-0.0013339-0.0016668i,-0.001035-0.00127i,-0.0011817-0.0018517i,-0.0024053-0.0013066i,-0.003385-2.6467e-05i,-0.00341+0.0035641i,-0.0012183+0.0085881i,0.0026276+0.011723i,0.0057423+0.011052i,0.0064769+0.0076254i,0.0054512+0.003696i,0.0040353+0.00097374i,0.002767+8.094e-05i,0.0020965+0.0002099i,0.0011026+0.00090086i,3.8974e-05+0.00099533i,-0.00057042+0.00097011i,-0.00058159+0.0012611i,-0.00074415+0.00084212i
0.00056718-0.0030849i,-0.00026763-0.0022708i,-0.0019598-0.00036316i,-0.0017802+0.0011716i,-0.00068201+0.00088719i,-0.0010161-0.001065i,-0.0026578-0.0019215i,-0.0031095-0.0015382i,-0.0040099-0.0017253i,-0.0054448-0.0021467i,-0.0066678-0.00089748i,-0.0072701+0.00099652i,-0.0065839+0.0034663i,-0.0047601+0.0050131i,-0.0014179+0.0040733i,0.00079171+0.0034325i,0.0011465+0.0035027i,0.0011425+0.0025194i,0.00050755+0.00089893i,-0.00045576+0.00050448i,-0.00083247+0.00028362i,-0.00075656+0.00021553i,-0.00029527+0.0008577i
-0.0016263-9.3761e-05i,-0.0031588-0.0013217i,-0.0023889-0.0021569i,-0.0014289-0.0015978i,-0.0013043-0.0020073i,-0.00059065-0.002764i,-9.5488e-05-0.0019933i,0.00015033-0.0014955i,0.00029105-0.0017781i,0.000431-0.0038719i,-0.00073001-0.0074898i,-0.0047074-0.0087676i,-0.0080115-0.0067129i,-0.0086562-0.0034386i,-0.0068716-0.00040415i,-0.0042098+0.0020904i,-0.002193+0.0035164i,-0.0010867+0.0029429i,-0.00084514+0.00095389i,-0.00040215-0.00020436i,0.00036205-5.8819e-05i,-0.00013805-0.00010965i,-0.00042304-0.00022087i
-0.0046011+0.0014451i,-0.0040469+0.0038287i,-0.00095503+0.0041714i,0.00062838+0.00089977i,-0.0010942-0.0030665i,-0.0024905-0.0050791i,-0.0020725-0.0047779i,-0.0013442-0.0022952i,-3.4737e-05+0.00078338i,0.0024289+0.0018008i,0.0045392-0.00018568i,0.0048557-0.0040475i,0.0028941-0.0074942i,7.2235e-05-0.0076489i,-0.0014187-0.0055617i,-0.0019138-0.0028754i,-0.0019271-0.00089134i,-0.0015918-0.0010898i,-0.00075518-0.0016122i,-0.0003802-0.001281i,-7.4301e-05-0.00061413i,0.0011562+0.00029379i,0.0013644+0.00020749i
0.0041051-0.0046264i,0.0030205-0.0045242i,-0.00091806-0.0025111i,-0.0042392-0.00036477i,-0.0045385+0.0004304i,-0.0042265+0.0004426i,-0.0034718+0.00069083i,-0.00097727+0.0014318i,0.00010759+0.0025663i,-0.0003375+0.0054099i,0.00066646+0.0092173i,0.0037779+0.0098387i,0.0064441+0.0059894i,0.0056554+0.00025735i,0.0026558-0.0033804i,5.4415e-05-0.0048014i,-0.00091856-0.0055367i,-0.00097529-0.0050794i,-0.00032544-0.003498i,0.00074537-0.0012139i,0.00054834-0.00049953i,0.00043085-0.0007292i,-0.00016015-0.00039057i
-0.0012998+0.0019429i,0.00050197+0.0032732i,0.0012219+0.003915i,0.0011846+0.0044714i,0.00026988+0.004361i,0.00032173+0.002753i,0.00076314+0.0022639i,0.00036955+0.0020839i,-0.00078614+0.00069131i,-0.0032295+0.0012784i,-0.0050675+0.0043798i,-0.0032292+0.0073101i,0.0015714+0.0073552i,0.004915+0.0051416i,0.0052118+0.0020351i,0.0041531+0.00011926i,0.0033799-0.0010572i,0.0027997-0.0019459i,0.0012392-0.0015581i,-0.00039084-0.00094618i,-0.00096956-0.00038603i,-0.00094102+0.00049084i,-0.00028992-7.4766e-05i
-0.0024226-0.00036001i,-0.0023091-0.00085378i,-0.00071962-0.0013889i,0.00072743-0.0020594i,0.0018258-0.002778i,0.0016225-0.0040271i,0.00027905-0.0044312i,-0.00026436-0.0037652i,-0.00067541-0.0043129i,-0.0020298-0.0063632i,-0.0040293-0.0069579i,-0.0055166-0.0039444i,-0.0049998+0.00094521i,-0.0035898+0.0044236i,-0.00062085+0.0044457i,0.0019348+0.004018i,0.0023898+0.0038606i,0.0025411+0.0040974i,0.003047+0.0038572i,0.0028374+0.0018861i,0.001955-1.3816e-05i,0.0010868-0.00019468i,0.00086737+7.4683e-05i
0.0036481-0.00066245i,0.0026467-0.00080314i,0.0003509-0.0013341i,-0.001518-0.0031752i,-0.0026998-0.0042202i,-0.0037504-0.0050071i,-0.0044915-0.0048683i,-0.0035435-0.0030754i,-0.0007256-0.0018455i,0.0018689-0.0027316i,0.002145-0.0052238i,-0.00052624-0.0065164i,-0.0051727-0.0051713i,-0.0073597-0.0023406i,-0.0061443+0.0012178i,-0.0042326+0.0035759i,-0.0027724+0.0042909i,-0.0015752+0.0042127i,-0.00072976+0.0032553i,-6.7875e-05+0.0021166i,0.00051809+0.0010236i,0.0003993+0.0002804i,-0.00078726+9.1445e-05i
-0.002713+0.0026075i,-0.0028217+0.0015338i,-0.0027128+0.0016088i,-0.0018776+0.0020951i,-0.0012603-0.00031993i,-0.0018891-0.0036721i,-0.0029402-0.0046441i,-0.0046648-0.0026347i,-0.0042725+0.0012151i,-0.0004213+0.0042091i,0.0040479+0.0042813i,0.0056762+0.001076i,0.0030804-0.003437i,-0.00055956-0.0056716i,-0.0019711-0.0051818i,-0.0017737-0.0042892i,-0.002212-0.0027447i,-0.0031386-0.0016561i,-0.0028814-0.0019173i,-0.0013753-0.00085991i,-0.00024183+0.0017655i,0.00024603+0.0024388i,0.0004114+0.0016925i
-0.0047618-4.9161e-05i,-0.0041065+0.0016013i,-0.001257+0.0031045i,-0.00071339+0.002044i,-0.00278-0.00072569i,-0.0043265-0.0030276i,-0.004082-0.0029667i,-0.002358-0.00030711i,-0.001729+0.0024815i,-0.0040002+0.0049614i,-0.0047876+0.0073617i,-0.00092434+0.0070706i,0.0042924+0.002022i,0.0058616-0.0031909i,0.0035394-0.0051846i,0.001546-0.0057526i,0.00035581-0.006173i,-0.0012066-0.006686i,-0.0020905-0.0060468i,-0.0018458-0.0036573i,-0.00065684-0.0013637i,4.5642e-05-0.00065728i,-0.00061501-0.0012102i
-0.00014659-0.0017123i,0.0014608-0.00036045i,0.001581+0.0009971i,0.0014242+0.001432i,-6.425e-05+0.00019974i,-0.001188-6.2983e-05i,-0.00073417+0.0014426i,0.00066777+0.0026723i,0.0015126+0.0020321i,5.6819e-05+1.6793e-05i,-0.0031897-0.00097427i,-0.0034879-0.00047849i,0.00081664+0.00075309i,0.0040009+0.00090327i,0.004038-0.00010999i,0.0035296-8.3331e-06i,0.0045707-5.5212e-05i,0.0046618-0.0012183i,0.0029505-0.001794i,0.00090517-0.00075944i,-0.00019258+4.3167e-05i,-0.00045147+7.9132e-05i,-0.00015215-0.00059324i
0.0010979+0.0006437i,0.00215+0.00075203i,0.00072343+0.0015549i,4.9454e-05+0.0029514i,0.001097+0.0031306i,0.0023974+0.0017568i,0.0035938+0.00079451i,0.0037681-0.00048235i,0.0041618-0.0017251i,0.0043138-0.0034177i,0.0035861-0.0053624i,0.0012345-0.0045629i,-0.0018916+0.00053373i,-0.0017529+0.004249i,0.00075997+0.0051187i,0.0016612+0.0048671i,0.0019781+0.0041179i,0.0033292+0.0037261i,0.0041154+0.0028679i,0.0033412+0.0014738i,0.0021977-0.00013375i,0.0013146-0.0012628i,0.0012132-0.0013428i
-0.0055945-0.0015873i,-0.0074739-0.0022654i,-0.0064469-0.0023325i,-0.0035614-0.0024894i,-0.0017406-0.0033502i,-0.0007926-0.0039133i,-0.00055962-0.0048275i,-0.0017135-0.0059519i,-0.001415-0.0047282i,0.0020049-0.0012076i,0.0058315+0.00049388i,0.0051801+1.3444e-05i,-0.0012752+0.00041366i,-0.0058528+0.0021101i,-0.0056194+0.0027612i,-0.0052426+0.002028i,-0.0049099+0.0027288i,-0.0030321+0.0049644i,-0.0013203+0.0051248i,-0.00072895+0.0033695i,-0.00014445+0.0013126i,-0.00015657-8.1138e-05i,-0.0001356-0.00011804i
-0.0011611-0.00076995i,-0.00088757+0.00089274i,-0.0010798+0.0025806i,-0.0011367+0.0015092i,-0.00039226-0.0013031i,-0.002068-0.0037109i,-0.0058301-0.0052332i,-0.0074933-0.0044605i,-0.0075064-0.0020673i,-0.0071328+0.0022223i,-0.0052482+0.0059913i,-0.0025803+0.0045883i,-0.0020559+0.00042118i,-0.0032519-0.002877i,-0.0022597-0.0041129i,-0.00018308-0.0036843i,-0.0011031-0.0030012i,-0.0033853-0.0016706i,-0.0036752-0.00022589i,-0.0026086-0.00061907i,-0.0016845-0.00080459i,-0.0010834+0.00056368i,-0.00073638+0.0013145i
-0.00023926+0.0019322i,0.00042832+0.0026356i,0.00059953+0.0028685i,-0.00023808+0.0018437i,-0.0029308-0.0019786i,-0.0057258-0.0051091i,-0.0063378-0.0037984i,-0.0053041-0.00065843i,-0.0052015+0.0011234i,-0.0070297+0.0014108i,-0.0093664+0.0017511i,-0.0069943+0.0010134i,-0.00076862-0.0022126i,0.0024043-0.0052551i,0.0034877-0.0061157i,0.003718-0.0060848i,0.0019933-0.0066469i,-0.00047782-0.006919i,-0.0013457-0.0059205i,-0.0015123-0.0029576i,-0.0014029-0.00031289i,-0.00032475-0.00017823i,-0.0004811-0.0013587i
-0.0013542-0.0012902i,-0.00078845-0.0019316i,0.00045122-0.0021571i,0.00062101-0.0023242i,-0.0012727-0.0029292i,-0.0019659-0.0025869i,-0.00014603-0.00079795i,0.0033492+0.0017913i,0.0053829+0.0023904i,0.0047608-0.00056604i,0.0028757-0.00486i,0.0022998-0.0054727i,0.0041901-0.0026879i,0.0053598-0.00058776i,0.0040889+0.0012468i,0.0031688+0.0026277i,0.0045798+0.0011282i,0.0061106-0.0011261i,0.0054111-0.0012882i,0.0034784-0.00015758i,0.0023757+0.00025547i,0.0016341+0.00012552i,0.0010818-0.00011228i
-0.0013194-0.0032412i,-0.0011532-0.0016696i,-0.0015249+0.0005588i,-0.00011391+0.0014114i,0.0014056+0.0011018i,0.0023431-8.0491e-05i,0.0029692-0.00092485i,0.004591-0.00051875i,0.0074907-0.0002484i,0.0097049-0.0010793i,0.011409-0.0023361i,0.010473-0.0014358i,0.0048972+0.0024874i,0.00072183+0.0044256i,-0.00052575+0.0027495i,-0.0011812+0.0019953i,-0.00013322+0.0025579i,0.0015974+0.0039311i,0.0023675+0.0040233i,0.0021102+0.002167i,0.0016194+0.0014867i,0.0013283+0.0011109i,0.0019565+0.00032328i
-0.00041103+0.0022898i,5.4997e-05+0.0025848i,-0.00054744+0.0029557i,-0.0016216+0.0029352i,-0.0013473+0.0024071i,-0.0018487+0.0010368i,-0.0029056-0.00065774i,-0.0027983-0.0027421i,-0.0016809-0.0035646i,-7.7981e-05+0.00031752i,0.0017623+0.0053659i,0.0017342+0.0067141i,-0.0023166+0.0052747i,-0.006092+0.003556i,-0.0064298+0.0016912i,-0.0057736+6.0569e-05i,-0.004852+0.001412i,-0.0037978+0.004382i,-0.0025406+0.0048345i,-0.0019125+0.0034266i,-0.0015404+0.0012891i,-0.0014927-0.00010884i,-0.001516-0.00020892i
-0.0034193-0.0010296i,-0.0044477+0.0015241i,-0.0027717+0.0035193i,-0.00069987+0.002568i,-0.0018636+0.00064438i,-0.0041023-0.0024115i,-0.0060087-0.0039508i,-0.0080317-0.0039927i,-0.010302-0.0035274i,-0.012904+0.00039028i,-0.013827+0.0047684i,-0.011957+0.0046482i,-0.0079795+0.0011102i,-0.0041636-0.0012096i,3.739e-05-0.0011248i,0.0028201-0.0011275i,0.001362-0.0017675i,-0.0016172-0.0015428i,-0.0035445-0.0014351i,-0.0034247-0.0017198i,-0.0024778-0.00091143i,-0.0018532+0.00035929i,-0.0014519+0.0010753i
-0.00094183-0.0011005i,0.00046266-0.0024614i,0.0009619-0.0015866i,0.0016149-0.00077836i,0.00010218-0.0030809i,-0.0038744-0.0075116i,-0.006496-0.0078458i,-0.0067624-0.0031768i,-0.0056747+0.00043952i,-0.0057015-0.00082298i,-0.0081541-0.0045973i,-0.008984-0.0076504i,-0.0054285-0.0088876i,-0.00067837-0.0078896i,0.0021674-0.0054854i,0.0038504-0.0032207i,0.0033352-0.0035368i,0.00087435-0.0052383i,-0.00073976-0.005493i,-0.00038402-0.0037553i,0.00013773-0.0023773i,0.00022627-0.002144i,0.00044156-0.0011411i
