-0.00082935+0.00097378i,-0.00032099+0.00032309i,-0.00089439-0.00078984i,-0.0026036-0.0016412i,-0.0030228-9.3948e-05i,-0.0020794+0.0016162i,-0.0018819+0.0015127i,-0.0015645+0.00046114i,-3.2288e-05-1.5293e-05i,0.00068116+0.00061882i,0.00046909+0.00045518i,0.00053086-0.00079836i,0.00061641-0.0010392i,0.00075968-0.00029004i,0.0010503+0.00075559i,0.0010874+0.00070282i,0.00064233+0.00027152i,-0.00026024+0.00063145i,-0.00050008+0.00038122i,-0.00030845+0.00032186i,-0.0008409+0.00016162i,-0.00086521+8.5542e-05i,0.00020192+0.00094952i
0.061863-0.073784i,0.12015-0.16004i,0.067122-0.23687i,-0.08474-0.2039i,-0.12747-0.077728i,-0.11528+0.027979i,-0.15884+0.07483i,-0.16081+0.076313i,-0.11109+0.050496i,-0.086051+0.049425i,-0.065858+0.067065i,-0.039189+0.055391i,-0.030714+0.02565i,-0.036845-0.0022429i,-0.042537-0.0077996i,-0.038962+0.0086852i,-0.029519+0.0089065i,-0.02277-0.0083232i,-0.022402-0.016384i,-0.020104-0.0092594i,-0.011146-0.0021026i,-0.0020641-0.0051568i,0.0004278-0.0078009i
0.10069-0.18041i,0.18237-0.41656i,0.18098-0.54102i,0.035122-0.38068i,-0.11564-0.13153i,-0.13131-0.02503i,-0.10818-0.013763i,-0.078832+0.029065i,-0.0084904+0.049625i,0.029808+0.0094869i,0.025256-0.01211i,0.025527-0.0085976i,0.029651-0.007899i,0.031913-0.015882i,0.020307-0.041542i,-0.0022565-0.063184i,-0.020108-0.056027i,-0.032582-0.027199i,-0.031945+0.00061929i,-0.021297+0.011229i,-0.0094977+0.010077i,0.00050509+0.0032779i,0.0014377-0.0052721i
-0.051672+0.21043i,-0.10995+0.49757i,-0.085639+0.73104i,0.056952+0.68327i,0.13251+0.43856i,0.081559+0.21513i,0.033344+0.067933i,0.0063256-0.022496i,-0.026613-0.043405i,-0.052468-0.024976i,-0.074387-0.0089287i,-0.075987+0.0079276i,-0.054921+0.0080589i,-0.035743-0.0015696i,-0.025071+0.0029109i,-0.025273+0.014429i,-0.020832+0.02408i,-0.0050097+0.023671i,0.0022773+0.013006i,-0.00023447-0.00048106i,-0.0049973-0.015657i,-0.0096074-0.0237i,-0.0063393-0.022953i
-0.03833+0.08484i,0.01874+0.23174i,0.20463+0.31371i,0.42552+0.15506i,0.52577-0.12502i,0.48703-0.24504i,0.39697-0.17931i,0.27093-0.10413i,0.14024-0.048839i,0.090907+0.0065566i,0.091994+0.02297i,0.064827+0.01104i,0.011819+0.013096i,-0.029079+0.033501i,-0.029419+0.051449i,0.0019302+0.046433i,0.019874+0.022395i,0.01336+0.0018595i,0.0093579-0.00058296i,0.014422+0.0055558i,0.011982+0.011731i,0.0017934+0.020847i,-0.00083492+0.024466i
-0.15485-0.17357i,-0.40584-0.37418i,-0.68327-0.47129i,-0.726-0.32394i,-0.5205-0.093787i,-0.33248+0.032122i,-0.22059+0.046135i,-0.11444+0.014253i,-0.043895-0.021137i,-0.0099191-0.048934i,0.010295-0.076207i,0.01274-0.085792i,0.0097817-0.057943i,0.0068263-0.013343i,-0.0031279+0.024612i,-0.012957+0.044366i,-0.013706+0.047873i,-0.0026759+0.044669i,0.0099566+0.026095i,0.010499+0.0010603i,0.0045004-0.0078064i,-0.0026762-0.0066374i,-0.015387+0.00094903i
0.14411+0.078259i,0.24151+0.14754i,0.22234+0.15295i,0.070064+0.083747i,-0.033381+0.062612i,0.01068+0.098295i,0.054718+0.12115i,0.041946+0.12769i,0.037182+0.10238i,0.018368+0.072906i,0.00018583+0.08288i,0.016419+0.07998i,0.036444+0.033967i,0.050891-0.02418i,0.064172-0.063417i,0.068861-0.071155i,0.063225-0.064419i,0.043468-0.055989i,0.015842-0.042668i,-0.0054317-0.024166i,-0.013848-0.0061475i,-0.00677+0.0048905i,0.0039468+0.0047336i
0.20379-0.0060882i,0.55877-0.11589i,0.88547-0.36319i,0.74517-0.5936i,0.19445-0.64916i,-0.21562-0.55847i,-0.28596-0.40956i,-0.18634-0.25975i,-0.090609-0.15488i,-0.049036-0.087761i,-0.032659-0.044122i,-0.028655-0.012156i,-0.025513+0.016765i,-0.018643+0.026367i,-0.02612+0.014946i,-0.043571+0.0018712i,-0.052104-0.0044426i,-0.049503-0.0066143i,-0.034744-0.0060375i,-0.013572-0.0049956i,0.0062273-0.0087544i,0.018562-0.013864i,0.020501-0.016641i
-0.14479+0.012661i,-0.20666+0.088509i,-0.10655+0.23814i,0.12959+0.37092i,0.26496+0.42557i,0.17928+0.44456i,0.053331+0.38761i,-0.014859+0.23697i,-0.042925+0.11224i,-0.042909+0.045012i,-0.058684+0.0086452i,-0.070117+0.0060967i,-0.045436+0.0085974i,-0.016621+0.0039116i,0.005624+0.0092769i,0.028104+0.016807i,0.041655+0.015451i,0.039392+0.014318i,0.022568+0.020206i,0.0086359+0.025771i,-7.5126e-05+0.02064i,-0.0097962+0.015551i,-0.0076564+0.020499i
-0.0284-0.043628i,-0.14863+0.027059i,-0.27448+0.2145i,-0.19696+0.32408i,0.062419+0.2053i,0.26255-0.011809i,0.30201-0.14724i,0.24208-0.16717i,0.15692-0.13023i,0.10234-0.086873i,0.089616-0.062793i,0.064031-0.061397i,-0.0018349-0.053114i,-0.065617-0.020455i,-0.09587+0.0067622i,-0.10028+0.013696i,-0.083516+0.013109i,-0.051824+0.0083855i,-0.024105-0.0017011i,-0.010397-0.01336i,-0.008567-0.018569i,-0.010805-0.020336i,-0.013862-0.022781i
-0.09214-0.042656i,-0.41741-0.19198i,-0.90654-0.37107i,-1.1463-0.34817i,-0.94345-0.13035i,-0.59293+0.021631i,-0.35009+0.066357i,-0.2111+0.062332i,-0.13045+0.037728i,-0.074787+0.029326i,-0.03002+0.025804i,0.0013508+0.026129i,0.03373+0.033858i,0.057299+0.035984i,0.068285+0.042772i,0.07772+0.044595i,0.06642+0.033752i,0.035474+0.019505i,0.012246+0.0025142i,-5.5801e-05-0.014433i,-0.0086763-0.018058i,-0.0088552-0.011224i,-0.0018655-0.0077287i
-0.035039+0.15026i,0.044061+0.28545i,0.20366+0.3114i,0.31331+0.18902i,0.34554+0.050695i,0.34686+0.0020412i,0.29131+0.01652i,0.19782+0.051731i,0.12394+0.060785i,0.066034+0.031849i,0.024816+0.009037i,0.0121-0.0079673i,0.0013898-0.034373i,-0.015682-0.05266i,-0.034197-0.051271i,-0.053149-0.043211i,-0.054539-0.040246i,-0.033608-0.034622i,-0.0029547-0.02648i,0.014862-0.020462i,0.016945-0.012089i,0.014064-0.002357i,0.0066002+0.0014452i
0.17419-0.086636i,0.59203-0.12717i,1.1153-0.14168i,1.209-0.19545i,0.73691-0.26359i,0.18007-0.2328i,-0.10079-0.1547i,-0.13776-0.096009i,-0.087211-0.058614i,-0.058846-0.029737i,-0.059275-0.00502i,-0.057778+0.010064i,-0.04328+0.0302i,-0.011955+0.04133i,0.018232+0.029162i,0.038389+0.026502i,0.045862+0.031647i,0.027128+0.025695i,-0.0066768+0.025753i,-0.021698+0.037706i,-0.015096+0.041228i,-0.0077815+0.032753i,-0.0072756+0.029051i
0.10964+0.057056i,0.16918+0.20062i,0.21349+0.32145i,0.20413+0.23946i,0.077487+0.089212i,-0.028203+0.083779i,0.013053+0.11227i,0.056256+0.056778i,0.035637+0.020904i,0.043543+0.032355i,0.069812+0.033511i,0.068399+0.020632i,0.041898-0.0017263i,0.0074723-0.012186i,-0.011538-0.01161i,-0.019458-0.026095i,-0.026505-0.036473i,-0.022292-0.021432i,-0.010007-0.00010721i,0.0021379+0.0055868i,0.012532-0.0029406i,0.014751-0.012863i,0.009495-0.017361i
-0.0054912+0.069756i,-0.041909-0.0025297i,-0.14191-0.19858i,-0.19445-0.31666i,-0.097522-0.26661i,0.0087919-0.19271i,0.0089477-0.15023i,-0.015232-0.108i,-0.01192-0.078288i,-0.021503-0.05855i,-0.046164-0.028038i,-0.052829+0.007001i,-0.034899+0.034341i,-0.0038939+0.049833i,0.028623+0.062735i,0.054497+0.076785i,0.065332+0.076162i,0.056407+0.046641i,0.03443+0.0067226i,0.0106-0.015554i,-0.0080645-0.015379i,-0.01652-0.0030465i,-0.0135+0.0098027i
-0.35548-0.22724i,-0.85042-0.49676i,-1.3073-0.59224i,-1.2386-0.3131i,-0.65757-0.030456i,-0.14148-0.02922i,0.0183-0.037125i,0.05241+0.020689i,0.067838-0.010058i,0.038061-0.058205i,0.016227-0.057474i,0.0024741-0.042661i,-0.0056036-0.028305i,-0.014034-0.030297i,-0.042482-0.03636i,-0.064105-0.038359i,-0.057061-0.042519i,-0.032642-0.033079i,-0.0063565-0.019703i,0.0045493-0.022105i,-0.00050467-0.029308i,-0.0065608-0.025887i,-0.0048933-0.017361i
0.10239+0.033773i,0.20319+0.27973i,0.24752+0.6336i,0.13953+0.72464i,-0.077425+0.48226i,-0.20582+0.20905i,-0.15832+0.022963i,-0.085505-0.070436i,-0.059459-0.057275i,-0.02961-0.028169i,-0.0087288-0.043806i,-0.0071597-0.05809i,-0.0033684-0.042557i,0.010225-0.018466i,0.02273-0.0058061i,0.017238+0.0061905i,-0.00039045+0.020345i,-0.012198+0.02155i,-0.014046+0.012187i,-0.012057+0.0020181i,-0.012848-0.0018147i,-0.011088-0.0029307i,-0.0074071-0.0085499i
0.29807+0.12648i,0.70651+0.14506i,1.0616-0.066404i,0.98448-0.35791i,0.54459-0.33852i,0.17124-0.061329i,0.04261+0.10855i,0.020988+0.10804i,0.01176+0.074691i,0.019936+0.062582i,0.044388+0.061853i,0.059125+0.03758i,0.023569-0.010063i,-0.04162-0.034088i,-0.073834-0.029398i,-0.061023-0.041775i,-0.037831-0.070634i,-0.026553-0.076954i,-0.021738-0.05233i,-0.011991-0.019484i,0.0061921-0.00092923i,0.022104+0.0050156i,0.025999+0.0075981i
-0.25017+0.16259i,-0.40887+0.33113i,-0.29512+0.39175i,0.040808+0.18698i,0.15722-0.096433i,0.021904-0.12672i,-0.019989-0.017051i,0.028826-0.012718i,0.014981-0.035576i,-0.027752-0.0005499i,-0.050914+0.040744i,-0.051865+0.067812i,-0.029989+0.08091i,0.00048984+0.080146i,0.02635+0.07707i,0.045037+0.08299i,0.054014+0.084017i,0.050732+0.060793i,0.036004+0.030976i,0.022917+0.023949i,0.019025+0.029453i,0.011633+0.024743i,-0.0014087+0.017902i
0.055584-0.17471i,0.19424-0.32798i,0.31119-0.40423i,0.23681-0.29605i,0.094732-0.054809i,0.069707+0.091249i,0.020573+0.059553i,-0.088991+0.036118i,-0.092663+0.054105i,-0.024556+0.025221i,0.0051266-0.0092772i,0.015187-0.014744i,0.021652-0.02418i,0.001425-0.036916i,-0.032219-0.0333i,-0.044481-0.023333i,-0.035831-0.017347i,-0.029001-0.0085828i,-0.027074-0.0025466i,-0.027443-0.013713i,-0.02786-0.032816i,-0.0247-0.039843i,-0.022931-0.030434i
0.1733-0.17646i,0.10263-0.39945i,-0.28206-0.50848i,-0.5561-0.29915i,-0.26479-0.066573i,0.14622-0.10108i,0.20583-0.13947i,0.14649-0.062673i,0.11596-0.032083i,0.065366-0.037685i,0.029012-0.043773i,-0.0064005-0.055259i,-0.032604-0.018946i,0.0057898+0.043654i,0.069439+0.071388i,0.077282+0.074085i,0.033667+0.078088i,0.0025488+0.069524i,0.0074193+0.034271i,0.012778-0.0023658i,-0.0043719-0.0093742i,-0.0172+0.0033112i,-0.011102+0.0083924i
-0.12752+0.2943i,-0.18107+0.63701i,-0.053155+0.88055i,0.22161+0.71121i,0.31261+0.21539i,0.15679-0.14564i,0.044535-0.2183i,0.031946-0.19997i,0.018888-0.17813i,-0.0056673-0.12956i,-0.025499-0.060369i,-0.031167-0.0098835i,-0.025256-0.013201i,-0.040042-0.055396i,-0.073972-0.087152i,-0.082063-0.093754i,-0.048675-0.091147i,-0.013603-0.070858i,-0.0055175-0.029402i,-0.0080088+0.0024645i,-0.0078599+0.010232i,-0.0012898+0.015052i,0.011931+0.019227i
-0.17661-0.069986i,-0.28496-0.12493i,-0.25611-0.20121i,-0.18923-0.26497i,-0.27413-0.21518i,-0.35176-0.050793i,-0.23412+0.059712i,-0.063585+0.052436i,-0.0022047+0.027809i,-0.0046435+0.034549i,0.0011542+0.026608i,0.0048419+0.0063718i,0.0012605+0.022598i,0.021853+0.067167i,0.06284+0.095018i,0.089415+0.091189i,0.078579+0.064581i,0.035188+0.037096i,-0.0070221+0.025696i,-0.017088+0.02436i,-0.0023678+0.019521i,0.00097413+0.0082437i,-0.012363+0.0073213i
0.19679-0.17122i,0.37441-0.30834i,0.44641-0.40454i,0.30666-0.41075i,0.099305-0.27617i,-0.00092668-0.068763i,0.0038772+0.036979i,0.016904+0.0079046i,0.022809-0.043505i,0.0385-0.073213i,0.01971-0.075299i,-0.017818-0.039141i,-0.041483-0.016795i,-0.075472-0.019352i,-0.10036-0.009933i,-0.082495-0.0079289i,-0.038867-0.026652i,0.0052468-0.047252i,0.025007-0.066584i,0.014856-0.074955i,0.0026611-0.06651i,0.0018527-0.05415i,0.0010178-0.046232i
0.081841+0.13807i,0.18975+0.13394i,0.25543-0.093524i,0.15647-0.37246i,-0.066251-0.39672i,-0.21394-0.17704i,-0.1985+0.039753i,-0.10675+0.097264i,-0.05879+0.063001i,-0.041808+0.07621i,0.022222+0.1064i,0.08874+0.080964i,0.10009+0.039101i,0.074658+0.019489i,0.036853+0.030781i,0.014517+0.06661i,0.0080146+0.088809i,0.0045591+0.080969i,0.020795+0.064952i,0.046876+0.047901i,0.055773+0.030221i,0.04824+0.019592i,0.032929+0.016407i
-0.13896+0.29291i,-0.14922+0.75895i,0.03015+1.2578i,0.32625+1.3342i,0.49739+0.91105i,0.46332+0.37812i,0.30406+0.030323i,0.12171-0.058325i,0.04555-0.023538i,0.026223-0.038581i,-0.028318-0.067619i,-0.053323-0.066224i,-0.039908-0.082108i,-0.045763-0.10414i,-0.081705-0.11108i,-0.13414-0.1069i,-0.15989-0.084193i,-0.13259-0.036295i,-0.079124+0.0019848i,-0.056031-0.0091692i,-0.075701-0.027232i,-0.079512-0.014523i,-0.044167-0.0029316i
0.14514-0.35888i,0.28223-0.71172i,0.37505-0.96392i,0.34791-0.92987i,0.27663-0.72684i,0.17804-0.52955i,0.036275-0.30316i,-0.046406-0.094731i,-0.070558-0.014746i,-0.065169-0.0038622i,-0.017752+0.0054826i,0.012807+0.0047937i,0.0081928+0.037523i,0.033604+0.079603i,0.088773+0.062547i,0.12529+0.017838i,0.12533-0.018687i,0.077021-0.050996i,0.012486-0.045879i,-0.001618+0.00042266i,0.026895+0.033923i,0.045+0.040212i,0.036475+0.041237i
0.021826+0.087492i,-0.071404+0.078519i,-0.28171+0.016886i,-0.41266-0.029282i,-0.34514-0.0051599i,-0.17399+0.035008i,0.0077068-0.011699i,0.11904-0.11598i,0.14491-0.16861i,0.11402-0.16062i,0.041148-0.11707i,-0.026457-0.046992i,-0.057564-0.010722i,-0.072489-0.011648i,-0.071095+0.0055519i,-0.064963+0.04293i,-0.064314+0.077111i,-0.036128+0.085693i,0.0015106+0.052896i,0.0073153+0.011439i,0.00045953-0.0060265i,-0.001944-0.010093i,-0.0070089-0.0098204i
0.0088581+0.14618i,0.13759+0.20761i,0.28382+0.050528i,0.15078-0.22425i,-0.25157-0.24275i,-0.5442+0.014468i,-0.53684+0.2191i,-0.35521+0.26645i,-0.17912+0.26163i,-0.03273+0.24814i,0.072872+0.17106i,0.080191+0.076077i,0.049582+0.060479i,0.045527+0.092407i,0.052606+0.12361i,0.06769+0.10008i,0.055568-0.00029617i,-0.010725-0.075858i,-0.071084-0.06891i,-0.081445-0.038659i,-0.06748-0.026998i,-0.053694-0.025166i,-0.039817-0.016718i
-0.1372-0.24852i,-0.34215-0.3083i,-0.58523-0.20127i,-0.58471+0.045304i,-0.21195+0.16722i,0.16566+0.082491i,0.29328-0.055457i,0.25064-0.20711i,0.12434-0.31234i,-0.0075827-0.26989i,-0.077652-0.14571i,-0.09138-0.045871i,-0.08359+0.0071201i,-0.074974+0.026234i,-0.052694+0.043638i,0.0023413+0.074659i,0.078304+0.095981i,0.13192+0.076251i,0.12404+0.013372i,0.073138-0.043732i,0.022071-0.060313i,-0.0099246-0.043046i,-0.023212-0.017988i
0.14047+0.051928i,0.32267+0.048991i,0.67223-0.0071947i,0.98983-0.2588i,0.90024-0.52802i,0.53129-0.44216i,0.29935-0.11985i,0.24757+0.023816i,0.22396-0.029824i,0.18917-0.097068i,0.12287-0.10767i,0.048912-0.061454i,-0.0016529-0.021582i,-0.048388+0.013738i,-0.076437+0.086919i,-0.071031+0.14405i,-0.040547+0.14575i,0.0057606+0.098024i,0.026326+0.017046i,0.0064081-0.02702i,0.0022721-0.017746i,0.026272-0.010315i,0.037411-0.013388i
-0.0018586+0.30741i,0.21153+0.65105i,0.53036+0.7474i,0.64155+0.43482i,0.39788+0.030377i,0.057328-0.18383i,-0.075484-0.25423i,-0.041663-0.24997i,-0.015602-0.21426i,-0.038393-0.15161i,-0.048653-0.091045i,-0.054321-0.098921i,-0.095058-0.13158i,-0.14802-0.13005i,-0.19386-0.10061i,-0.20344-0.054832i,-0.17466-0.013433i,-0.1305+0.036844i,-0.040187+0.086248i,0.048821+0.069433i,0.04749+0.029616i,0.012924+0.026142i,-0.004346+0.020022i
0.36211-0.19994i,0.63889-0.45634i,0.88254-0.73744i,0.75088-0.8966i,0.34016-0.90051i,-0.033426-0.79153i,-0.29803-0.49617i,-0.31366-0.07669i,-0.1367+0.096213i,-0.080408+0.047886i,-0.068529+0.087174i,0.042955+0.12013i,0.11027+0.060072i,0.078342+0.0079648i,-0.022325-0.031936i,-0.13757-0.017843i,-0.15583+0.046004i,-0.098586+0.069379i,-0.03621+0.073357i,0.02785+0.067352i,0.082312+0.033552i,0.11185-0.00087021i,0.11696-0.012751i
0.52054+5.9397i,2.2661+5.0884i,5.3684+5.1543i,6.538+3.0083i,5.6385-0.061872i,2.7301-2.5051i,-0.33397-2.0716i,-1.0438-0.22298i,0.053806+0.55075i,1.0114-0.0084684i,0.71291-0.81795i,-0.35416-0.92375i,-1.2465-0.4676i,-1.6595+0.17691i,-1.4197+0.70193i,-0.69061+0.82359i,-0.043841+0.59272i,0.19196+0.25363i,0.12611+0.056217i,0.017191+0.12823i,0.03986+0.30949i,0.10455+0.38109i,0.098657+0.32164i
0.24854+0.35291i,0.45553+0.52569i,0.67629+0.69956i,0.76521+0.72674i,0.67182+0.49768i,0.43399+0.22547i,0.063436+0.20503i,-0.21421+0.44795i,-0.16787+0.63264i,0.012512+0.50576i,0.077944+0.26076i,0.075067+0.14134i,0.12611+0.11644i,0.17566+0.088928i,0.13521+0.047333i,0.019751+0.012831i,-0.099827-0.0048545i,-0.14571-0.0026597i,-0.12539-0.004899i,-0.11103-0.0073838i,-0.087128+0.01974i,-0.020018+0.03841i,0.043621+0.026633i
-0.0131-0.31726i,-0.14891-0.52011i,-0.37612-0.51035i,-0.55518-0.23936i,-0.50159-0.057439i,-0.27615-0.11372i,-0.091674-0.073798i,0.012161+0.12501i,0.044439+0.22019i,0.0083177+0.16847i,0.01175+0.095065i,0.072084+0.0424i,0.12788+0.0075907i,0.17318-0.036088i,0.17486-0.10454i,0.098858-0.1264i,-0.0063519-0.070605i,-0.085319+0.0070967i,-0.11546+0.074029i,-0.093004+0.11476i,-0.040407+0.10988i,0.0043221+0.064348i,0.017652+0.018887i
-0.002122-0.067456i,-0.069605-0.19705i,-0.18463-0.26971i,-0.27985-0.13268i,-0.29519+0.14031i,-0.20634+0.24716i,-0.16569+0.11352i,-0.24876+0.0057541i,-0.28485+0.04001i,-0.22514+0.084519i,-0.17618+0.081025i,-0.14551+0.053116i,-0.12652+0.025722i,-0.12127+0.029079i,-0.098203+0.053725i,-0.035037+0.099515i,0.075609+0.14827i,0.18594+0.11861i,0.21516+0.049251i,0.17886+0.042959i,0.1498+0.061973i,0.11996+0.045427i,0.069895+0.019514i
-0.097374+0.17059i,-0.26069+0.32478i,-0.49518+0.47837i,-0.54723+0.5895i,-0.26879+0.51513i,0.058975+0.1768i,0.13257-0.13074i,0.064909-0.14237i,0.072521-0.039301i,0.09858-0.0022298i,0.08695+0.02631i,0.097397+0.052245i,0.12464+0.026311i,0.13634-0.030258i,0.11811-0.091258i,0.068761-0.12567i,0.020191-0.1022i,-0.01238-0.052348i,-0.032517-0.0023378i,-0.028923+0.042076i,-0.014231+0.051006i,-0.012493+0.035382i,-0.011103+0.026944i
-0.042686-0.19921i,-0.060678-0.34756i,-0.10692-0.29444i,-0.15109+0.03021i,-0.12452+0.33958i,-0.075251+0.40579i,-0.067845+0.31236i,-0.047791+0.20219i,-0.011292+0.11651i,0.015997+0.029431i,0.01886-0.051724i,-0.0036394-0.087252i,-0.011984-0.073391i,0.014691-0.054381i,0.051174-0.068756i,0.057373-0.10083i,0.025919-0.11161i,-0.016294-0.085713i,-0.044143-0.043519i,-0.047977-0.014945i,-0.035+0.0013356i,-0.015956+0.0064855i,0.0062141-0.008497i
-0.090177-0.069217i,-0.33609-0.14208i,-0.53965-0.1122i,-0.35047-0.01036i,0.091098-0.04957i,0.30151-0.17784i,0.24582-0.13585i,0.15254-0.0071326i,0.058672+0.042439i,-0.025063+0.061874i,-0.044779+0.096879i,-0.014637+0.11931i,0.023355+0.10672i,0.038627+0.069785i,0.024244+0.048914i,0.0099618+0.04775i,0.01473+0.039356i,0.032261+0.028346i,0.057911+0.025096i,0.07776+0.020569i,0.07824+0.011003i,0.065771+0.00085083i,0.041858-0.0062549i
0.016567+0.32902i,0.1478+0.66426i,0.36737+0.80888i,0.38422+0.53415i,0.001438+0.16281i,-0.42253+0.054375i,-0.51403+0.070907i,-0.37668+0.059687i,-0.23171+0.06166i,-0.13734+0.087425i,-0.065711+0.08895i,-0.018219+0.054121i,-0.0048701+0.022398i,-0.0032381+0.0084088i,-0.0027083-0.015158i,-0.0036133-0.041008i,-0.003497-0.04036i,0.0050255-0.021835i,0.01363-0.0099801i,0.0030405-0.0079285i,-0.01676-0.0081947i,-0.031424-0.010206i,-0.03229-0.010242i
0.030877-0.20756i,0.02796-0.41096i,-0.10383-0.52579i,-0.27825-0.36704i,-0.19446-0.053298i,0.10145+0.089802i,0.26136+0.046921i,0.21762+0.0088826i,0.1394+0.019862i,0.097941+0.010581i,0.065113-0.034855i,0.026791-0.061077i,-0.0040111-0.047803i,-0.0169-0.028944i,-0.016229-0.020008i,-0.027858-0.009468i,-0.053086+0.01108i,-0.059906+0.023021i,-0.039446+0.014431i,-0.013922+0.005708i,0.0016528+0.0066474i,0.0029736+0.004517i,-0.0073464-0.0027629i
-0.033789-0.086773i,-0.12902-0.19869i,-0.19758-0.25248i,-0.14004-0.19213i,-0.051906-0.11977i,-0.043682-0.074976i,-0.07176-0.018319i,-0.066181+0.0038406i,-0.042676-0.0059892i,-0.026043-0.0014118i,-0.0098378+0.02019i,0.011621+0.028029i,0.02679+0.012639i,0.02721+0.0085049i,0.033844+0.027523i,0.055324+0.044757i,0.068202+0.04002i,0.051358+0.0051536i,0.0052725-0.029735i,-0.029628-0.02238i,-0.025336+0.0030728i,-0.010195+0.013276i,-0.0058274+0.018239i
-0.059332+0.29353i,-0.072923+0.63724i,-0.0052006+0.88027i,0.12029+0.82768i,0.20139+0.65086i,0.25518+0.53393i,0.28621+0.4078i,0.2191+0.25772i,0.11657+0.1504i,0.064082+0.081927i,0.043958+0.037886i,0.04+0.010829i,0.043165-0.018608i,0.044759-0.050476i,0.051838-0.083899i,0.064234-0.11544i,0.071058-0.11269i,0.060861-0.053479i,0.047569+0.018866i,0.039554+0.036294i,0.018989+0.0099012i,-0.0050156-0.00046937i,-0.0044298+0.0056628i
0.17575-0.19752i,0.42326-0.45305i,0.56685-0.67386i,0.37224-0.67059i,0.069812-0.43369i,-0.029189-0.19262i,-0.030082-0.14715i,-0.08588-0.14876i,-0.11205-0.063838i,-0.064437-0.010504i,-0.03265-0.031698i,-0.037891-0.048869i,-0.047519-0.029413i,-0.045765-0.0024692i,-0.038716-0.015796i,-0.053723-0.062691i,-0.079567-0.095833i,-0.077725-0.095606i,-0.051887-0.070122i,-0.024618-0.041451i,-0.0034028-0.019777i,0.014393-0.0077215i,0.023618-0.0053896i
-0.088892-0.085262i,-0.3078-0.19524i,-0.54788-0.24845i,-0.51412-0.21544i,-0.21137-0.28077i,0.013148-0.43579i,0.058507-0.38046i,0.082944-0.17301i,0.096786-0.056268i,0.055092-0.016615i,0.021889+0.019429i,0.023293+0.03679i,0.030684+0.031251i,0.024288+0.013804i,-0.013597+0.0062308i,-0.063216+0.036846i,-0.074976+0.081326i,-0.034818+0.092597i,0.012881+0.061605i,0.02243+0.026126i,0.010778+0.016163i,0.006514+0.014942i,0.0028332+0.007797i
-0.079031+0.21181i,-0.10692+0.40061i,-0.1102+0.50011i,-0.1658+0.45888i,-0.32954+0.36256i,-0.48704+0.2396i,-0.49632+0.10613i,-0.36476+0.031899i,-0.1885+0.012251i,-0.074674+0.014621i,-0.037772+0.02901i,-0.030711+0.034865i,-0.024704+0.031033i,-0.016717+0.033121i,-0.0054378+0.044881i,0.016666+0.058764i,0.030522+0.062394i,0.011825+0.042073i,-0.028637+0.015744i,-0.056308+0.01172i,-0.057963+0.014911i,-0.049873+0.010216i,-0.035872+0.0085199i
0.098027-0.11405i,0.20183-0.13422i,0.29383-0.01366i,0.35458+0.12838i,0.40921+0.15292i,0.43249+0.13151i,0.36018+0.10762i,0.20818+0.059462i,0.060971+0.010053i,-0.0075274-0.028628i,-0.021556-0.05479i,-0.027578-0.0492i,-0.023736-0.031642i,-0.014592-0.026978i,-0.0011273-0.021113i,0.02405-0.015915i,0.044358-0.025167i,0.042908-0.032073i,0.033354-0.022747i,0.033697-0.0073264i,0.040941+0.0035926i,0.044475+0.0042242i,0.035162-0.0051957i
-0.0039389-0.12516i,-0.062398-0.38688i,-0.15671-0.67106i,-0.19005-0.68651i,-0.12206-0.43949i,-0.037503-0.20003i,-0.013814-0.075994i,-0.036741-0.02078i,-0.057302+0.024026i,-0.049667+0.064646i,-0.021176+0.068089i,-0.0057242+0.04423i,-0.0067198+0.033599i,-0.00015982+0.045354i,0.012442+0.048789i,0.0090978+0.024198i,-0.016582-0.0004017i,-0.043644+0.0035985i,-0.048927+0.028794i,-0.030874+0.042188i,-0.013383+0.032019i,-0.0081289+0.022991i,0.0018257+0.026323i
-0.16108+0.26635i,-0.27978+0.63175i,-0.26835+0.90353i,-0.17781+0.79884i,-0.1756+0.50171i,-0.1685+0.30815i,-0.071858+0.20886i,0.010706+0.14781i,0.045212+0.1063i,0.045208+0.047082i,0.01157+0.0088789i,-0.0051118+0.02079i,0.020781+0.036963i,0.059262+0.017171i,0.075658-0.030491i,0.061526-0.061586i,0.045575-0.054962i,0.054502-0.033204i,0.069158-0.027593i,0.056932-0.039097i,0.028481-0.046748i,0.0048372-0.045733i,-0.0091176-0.038649i
0.16693-0.1563i,0.28047-0.33676i,0.2105-0.43683i,-0.044838-0.30193i,-0.19182-0.050954i,-0.16861+0.05182i,-0.12538+0.036486i,-0.060179+0.020516i,0.0029181-0.0013035i,0.017314-0.01626i,0.024718-0.0076225i,0.043772-0.0018212i,0.053586-0.013196i,0.046972-0.02672i,0.031156-0.028744i,0.0087852-0.018983i,-0.01656-0.0071102i,-0.036628-0.0038942i,-0.050623+0.0006884i,-0.049423+0.025098i,-0.022656+0.056057i,0.014067+0.061157i,0.029847+0.039248i
