-0.0017045-0.00049653i,-0.0016445-0.00033549i,-0.0021233-0.0001542i,-0.0024048-0.0001339i,-0.0021698-5.6944e-05i,-0.0010678-9.5527e-05i,-0.00072416+0.0013022i,1.7128e-05+0.0026068i,0.0016434+0.0019376i,0.0022917+0.00055562i,0.001481-0.00039799i,0.00057868-0.0010339i,-0.00011843-0.00035579i,-0.00092429-0.00032693i,-0.00062147-0.00046287i,0.00026777+0.00015638i,0.00016607+0.00038844i,-0.00023379+0.00020402i,-0.00029859+0.00044279i,-0.00039195+0.00066842i,-0.000404+0.00012918i,-0.00078182-0.00039567i,-0.0010233-0.00031452i
0.30853-0.017788i,0.38551-0.047809i,0.35939-0.036556i,0.28027-0.013435i,0.18719-0.02275i,0.10622-0.03403i,0.048796-0.028434i,0.014504-0.012286i,0.0091289+0.0054069i,0.0090481+0.0090163i,-0.0028197+0.0059343i,-0.012179+0.0080486i,-0.011942+0.015171i,-0.007355+0.019975i,-0.0048702+0.016113i,-0.0056335+0.0083112i,-0.0035816+0.0016362i,-0.0019896-0.0033808i,-0.0052233-0.0080901i,-0.0098426-0.01281i,-0.0091812-0.014479i,0.0016536-0.01049i,0.012357-0.0080647i
-0.18884+0.15433i,-0.15095+0.12757i,-0.051072-0.0085004i,-0.0031533-0.086581i,-0.013491-0.03459i,-0.021124+0.028526i,-0.0086113+0.035846i,0.0048649+0.011776i,-0.0053029-0.013732i,-0.020747-0.017224i,-0.016876-0.010757i,-0.0080912-0.0067563i,-0.0047588-0.001862i,-0.0025856+0.0022976i,0.00049498+0.0080603i,0.0044891+0.013802i,0.0037477+0.012609i,0.00020921+0.007002i,0.0019696+0.0059854i,0.0089111+0.0092672i,0.01092+0.0074068i,0.0011677-0.0008754i,-0.010922-0.0063304i
-0.020243-0.26417i,-0.12767-0.27423i,-0.21973-0.16852i,-0.19894-0.076955i,-0.0983-0.053377i,-0.016826-0.051824i,0.0037022-0.040133i,-0.003904-0.016118i,0.0038673+0.0045734i,0.018132+0.010273i,0.019862+0.011764i,0.016302+0.0088728i,0.014205-0.0028199i,0.011838-0.013545i,0.0086884-0.017703i,0.0052331-0.017035i,0.0033948-0.011338i,0.0025443-0.0026122i,6.9403e-05+0.002219i,-0.0073029+0.0020223i,-0.014846+0.0052325i,-0.014513+0.011452i,-0.0095351+0.014188i
0.16442+0.24765i,0.21519+0.2929i,0.17525+0.25711i,0.099887+0.17272i,0.039156+0.076926i,-0.0013669+0.024141i,-0.0089445+0.011785i,-0.0044945-1.6471e-05i,-0.015215+0.00071253i,-0.014255+0.012001i,-0.0004147+0.0064994i,0.0017759-0.0016497i,-0.0049464+0.0036172i,-0.0109+0.0091743i,-0.012038+0.0066128i,-0.010267+0.0023284i,-0.0058842+0.00097614i,-0.00011911-0.0029947i,0.0053546-0.010104i,0.01328-0.014695i,0.019995-0.015319i,0.020343-0.010232i,0.018894-0.0042374i
-0.23476-0.086424i,-0.20268-0.086525i,-0.057889-0.067502i,0.026204-0.030759i,0.021765+0.013367i,0.010507+0.021903i,-0.0064222+0.0080133i,-0.021118+0.010904i,-0.012706+0.0035628i,-0.012543-0.01848i,-0.021743-0.018561i,-0.018808-0.0064491i,-0.011362-0.00079659i,-0.0056669+0.0041455i,-0.0021153+0.0095452i,-0.00052738+0.0114i,0.00027741+0.0075539i,-0.0022641+0.0035991i,-0.0080556+0.0048525i,-0.015828+0.0088524i,-0.018524+0.010309i,-0.012887+0.0026214i,-0.0086287-0.00722i
0.21653-0.11778i,0.17315-0.17978i,0.040569-0.18522i,-0.034656-0.15571i,-0.040898-0.11553i,-0.034053-0.057796i,-0.003488-0.012667i,0.023073-0.0082225i,0.019975-0.0011155i,0.016043+0.017753i,0.017668+0.019146i,0.016877+0.010107i,0.018564+0.0028917i,0.019803-0.0032683i,0.0181-0.0064498i,0.016533-0.0063566i,0.013265-0.003151i,0.0063457+0.0021764i,0.0025781+0.0038826i,0.0042534-0.00049984i,0.0038797-0.0059399i,-0.0016351-0.0044781i,-0.0062+0.00094384i
-0.11702+0.2543i,-0.1195+0.3126i,-0.092122+0.26615i,-0.053233+0.19933i,0.0064296+0.14885i,0.041218+0.080244i,0.014655+0.030999i,-0.011888+0.026976i,-0.010434+0.018804i,-0.0087779+0.0027738i,-0.0083662+0.0014404i,-0.0082478+0.0056614i,-0.013364+0.0069146i,-0.016392+0.0059697i,-0.013559+0.002482i,-0.0096642-0.0039647i,-0.0076411-0.0084273i,-0.0030835-0.0081088i,0.0013267-0.0053492i,0.0029922+0.0017703i,0.0073993+0.011494i,0.011819+0.017039i,0.012689+0.017017i
-0.03536-0.23714i,-0.02018-0.21714i,0.034181-0.093691i,0.041328-0.028859i,-0.023486-0.046318i,-0.057833-0.041697i,-0.026137-0.030183i,0.0013844-0.036171i,0.010657-0.029017i,0.020015-0.020973i,0.019604-0.022288i,0.011419-0.020135i,0.0047889-0.012242i,-0.0017094-0.0035782i,-0.0086418+0.0011546i,-0.011431+0.0051709i,-0.0063806+0.0068464i,-0.0024266+0.0049446i,-0.0043521+0.001589i,-0.0078385-0.0073448i,-0.010935-0.018346i,-0.0084813-0.024072i,-0.0027878-0.024659i
0.19537+0.11485i,0.21962+0.051931i,0.16092-0.047882i,0.12143-0.053073i,0.12601+0.00080039i,0.096554+0.018959i,0.037162+0.032132i,0.0073617+0.046836i,-0.012371+0.034474i,-0.037996+0.025521i,-0.03937+0.029491i,-0.017307+0.028073i,0.0049667+0.019774i,0.0201+0.0091821i,0.025323+0.0031529i,0.020333+0.0024088i,0.010065+0.0028575i,0.001954+0.0029743i,0.00065516+0.0042581i,0.0045708+0.0092151i,0.0066934+0.013147i,0.0020051+0.011851i,-0.0037114+0.0093915i
-0.25399+0.029408i,-0.28618+0.06472i,-0.21571+0.05162i,-0.15079-0.0023074i,-0.12812-0.020293i,-0.085089-0.007192i,-0.023826-0.023111i,0.0043922-0.05125i,0.010271-0.048397i,0.020888-0.031394i,0.022831-0.024195i,0.0081985-0.020433i,-0.0093655-0.014518i,-0.018758-0.007936i,-0.017069-0.0019204i,-0.0075677-0.0010801i,0.0014393-0.0033336i,0.0064455-0.0042471i,0.0070242-0.0050823i,0.00057558-0.0061299i,-0.006638-0.0042737i,-0.0083135+0.00095321i,-0.0072585+0.0048505i
0.16771-0.1529i,0.15056-0.15066i,0.066996-0.058424i,0.03772+0.010957i,0.072989+0.00032481i,0.078883-0.016692i,0.044572+0.0021891i,0.017124+0.031987i,0.0071257+0.046971i,0.0045691+0.043157i,0.0059346+0.030623i,0.0079106+0.018346i,0.0067332+0.0086655i,0.0033077-0.00031402i,-0.0016629-0.005174i,-0.007893-0.0034209i,-0.011173+0.00036546i,-0.012525+0.00055108i,-0.012702-0.0032258i,-0.0054338-0.0071123i,0.0066174-0.0088796i,0.015441-0.0079999i,0.019378-0.004054i
-0.007324+0.20818i,0.052014+0.20164i,0.098849+0.098297i,0.058615+0.022346i,-0.03133+0.0040396i,-0.076947-0.0091059i,-0.075125-0.029583i,-0.059266-0.042113i,-0.042557-0.043909i,-0.030781-0.04135i,-0.022719-0.031642i,-0.013531-0.013512i,-0.0014935+0.0062373i,0.0087404+0.019144i,0.013644+0.021156i,0.014842+0.01489i,0.012496+0.0073363i,0.0091129+0.0031263i,0.005271+0.0038544i,-0.0034661+0.0078513i,-0.014557+0.00931i,-0.020711+0.0038125i,-0.020923-0.0031839i
-0.14338-0.17766i,-0.19747-0.17957i,-0.17226-0.10789i,-0.087719-0.042544i,-0.0072035-0.0030201i,0.033314+0.023115i,0.043777+0.03984i,0.043172+0.046125i,0.03856+0.039959i,0.026337+0.035993i,0.016177+0.033082i,0.010142+0.017095i,0.00065357-0.004739i,-0.0084538-0.018568i,-0.011489-0.019504i,-0.0076267-0.012253i,-0.0024727-0.0040743i,-9.2424e-05+0.0014384i,0.0019551+0.0023274i,0.0072412-0.00020367i,0.013213-0.0023754i,0.013951-0.0012115i,0.010608+0.00069496i
0.20765+0.068175i,0.22018+0.054712i,0.12533+0.015438i,0.023408-0.015763i,-0.025636-0.02086i,-0.041544-0.010075i,-0.037493-0.011106i,-0.032385-0.024268i,-0.032165-0.024515i,-0.019986-0.021283i,-0.006459-0.023876i,-0.0020999-0.017178i,0.00067989-0.0027919i,0.0049623+0.0058294i,0.0066269+0.0038984i,0.0024853-0.0026508i,-0.0031663-0.0062694i,-0.0047057-0.008605i,-0.0033393-0.0091589i,-0.0024624-0.0043497i,-0.0017899+0.0047282i,-0.0011432+0.011527i,-0.0011867+0.012658i
-0.171+0.086898i,-0.16012+0.14025i,-0.06871+0.16241i,0.0072532+0.14899i,0.050913+0.095418i,0.076697+0.029806i,0.064728+0.0070076i,0.045997+0.02026i,0.04106+0.019457i,0.029943+0.0071277i,0.017323+0.006957i,0.007608+0.010855i,-0.0015451+0.013928i,-0.0068712+0.018205i,-0.008601+0.020751i,-0.0058051+0.020034i,-0.0016301+0.016002i,-0.00082826+0.011726i,-0.0017111+0.007882i,-0.0028616-0.00049579i,-0.0028015-0.013469i,-0.00078668-0.022435i,0.0022057-0.021633i
0.083484-0.18971i,0.073834-0.24807i,0.039753-0.22586i,-0.0026516-0.16668i,-0.067114-0.098432i,-0.10981-0.032462i,-0.090318-0.0044067i,-0.059392-0.0073529i,-0.049719-0.004241i,-0.044303+0.0032788i,-0.034969+0.0015788i,-0.018961-0.005418i,-0.0014967-0.015166i,0.0081932-0.0231i,0.0090708-0.023327i,0.0056079-0.017595i,0.0025757-0.011455i,0.001171-0.0075709i,0.0033003-0.0034801i,0.0070637+0.0038179i,0.0057071+0.012966i,0.0012031+0.01745i,-0.0033419+0.013737i
0.037525+0.19125i,0.056692+0.21433i,0.059379+0.16113i,0.094215+0.11129i,0.15343+0.07243i,0.15298+0.028306i,0.10427+0.010102i,0.069706+0.0023213i,0.042667-0.010677i,0.023981-0.00825i,0.02357+0.0015175i,0.01926+0.0058127i,0.0064935+0.010568i,-0.00054178+0.015314i,1.3252e-05+0.014245i,0.0016573+0.0080691i,4.771e-05+0.0027358i,-0.00078421-0.00054279i,-0.0013368-0.0044349i,-0.005901-0.0088892i,-0.0096744-0.012315i,-0.0080886-0.012586i,-0.0043411-0.009934i
-0.14747-0.1119i,-0.18735-0.10308i,-0.1802-0.075893i,-0.19383-0.075721i,-0.20864-0.04986i,-0.14694-0.0044602i,-0.072371-0.0073349i,-0.052291-0.015606i,-0.035586+0.0024432i,-0.012913+0.0076504i,-0.011453+0.0022472i,-0.015402+0.0022052i,-0.014767+0.0031158i,-0.014326+0.0015296i,-0.014281+0.00035138i,-0.012347+0.0023702i,-0.0082049+0.0037517i,-0.0065589+0.0031332i,-0.0056961+0.0028194i,-1.9078e-05+0.0046846i,0.0094821+0.0074793i,0.015179+0.0085252i,0.01343+0.0068166i
0.18705-0.010229i,0.22781-0.026829i,0.21666-0.0011805i,0.2246+0.027131i,0.22244-0.022934i,0.14008-0.078284i,0.056158-0.051982i,0.036864-0.011791i,0.026081-0.0051083i,0.0081751-0.003615i,0.0061936-0.0032211i,0.013089-0.0055091i,0.019027-0.0053551i,0.02236-0.0032585i,0.02307-0.0016389i,0.019222-0.0018935i,0.013204-0.0010758i,0.0087047+0.00086877i,0.00448+0.0025147i,-0.00325+0.0015098i,-0.013511-0.0018745i,-0.017398-0.0044867i,-0.01274-0.0054455i
-0.13339+0.10576i,-0.15366+0.11619i,-0.153+0.050698i,-0.19729+0.02095i,-0.22852+0.084722i,-0.17024+0.12664i,-0.099317+0.085772i,-0.067796+0.037286i,-0.039691+0.017607i,-0.016287+0.011763i,-0.0073662+0.017139i,-0.0049748+0.01947i,-0.0080107+0.011708i,-0.013387+0.0048189i,-0.015594+0.0016753i,-0.01146-0.00096755i,-0.0063846-0.0029736i,-0.0021996-0.0034581i,0.0028486-0.0050061i,0.0082394-0.0061915i,0.013101-0.0040526i,0.0125-0.0020047i,0.0062371-0.001246i
0.02988-0.14956i,0.020276-0.15876i,0.046607-0.1033i,0.12909-0.10064i,0.17568-0.14791i,0.13797-0.13191i,0.093795-0.067856i,0.064288-0.032105i,0.029434-0.019419i,0.010661-0.010928i,0.006519-0.013187i,0.0014545-0.015579i,-0.0018414-0.010598i,-0.0014846-0.0061484i,-0.00078158-0.0038408i,-0.0025665-0.00048203i,-0.0039198+0.0029305i,-0.0040212+0.0033671i,-0.0061719+0.0045204i,-0.0096946+0.0099131i,-0.010501+0.014199i,-0.0080708+0.012759i,-0.0038197+0.0080633i
0.073951+0.13197i,0.088146+0.14699i,0.0035748+0.13464i,-0.11472+0.17682i,-0.1322+0.21193i,-0.073475+0.15197i,-0.04631+0.071798i,-0.036834+0.040448i,-0.016354+0.023789i,-0.0049688+0.0038703i,0.0012914-0.00077989i,0.010098+0.0053325i,0.014209+0.010886i,0.012583+0.01393i,0.0094585+0.013963i,0.0073507+0.010278i,0.0054733+0.0052323i,0.0036511+0.0015012i,0.0038215-0.0020472i,0.0074331-0.0096045i,0.011242-0.016945i,0.009785-0.015814i,0.0060823-0.0081054i
-0.12948-0.059246i,-0.12759-0.057126i,-0.004774-0.069159i,0.10719-0.14773i,0.081531-0.20794i,0.014954-0.16407i,0.010568-0.08862i,0.02258-0.049425i,0.015631-0.024963i,0.0040375-0.0037613i,-0.0077695+0.004497i,-0.016146+0.0028817i,-0.016086-0.0029982i,-0.010887-0.008654i,-0.0057814-0.011215i,-0.0013016-0.010686i,0.0025673-0.007921i,0.0044573-0.0041811i,0.0036582-0.00033312i,0.00019429+0.0040178i,-0.0034898+0.0078169i,-0.0035148+0.0055171i,-0.00185-0.0017197i
0.12906-0.035185i,0.11531-0.059898i,0.01478-0.013624i,-0.040304+0.11502i,0.0038639+0.2063i,0.031275+0.17858i,0.0078899+0.10744i,-0.0082239+0.055864i,-0.012146+0.02135i,-0.011394+0.0048796i,-0.0006073-0.0021514i,0.01023-0.0065064i,0.010173-0.0040088i,0.0036322+0.0028912i,-0.00075327+0.0058283i,-0.0036222+0.0031987i,-0.0065716+0.00088548i,-0.0087359+0.00096456i,-0.0097973-0.00042333i,-0.00953-0.0040908i,-0.0091338-0.006475i,-0.0077997-0.0047783i,-0.0051838+0.00084606i
-0.070175+0.10944i,-0.047031+0.13466i,0.0103+0.041249i,0.0096046-0.1243i,-0.034061-0.20844i,-0.0302-0.16869i,-4.5545e-05-0.10411i,0.0036038-0.059893i,-0.00057691-0.024033i,0.0023991-0.0046733i,0.00019702+0.0037519i,-0.0051011+0.011313i,-0.0037692+0.014047i,0.001319+0.010663i,0.0028729+0.0075739i,0.0020449+0.0063744i,0.0027996+0.0053914i,0.0053039+0.0049617i,0.0092457+0.0050957i,0.013834+0.0079102i,0.01677+0.009829i,0.012974+0.0077796i,0.0050829+0.0036667i
-0.0044931-0.12579i,-0.039652-0.12649i,-0.052809-0.008947i,-0.0012417+0.13296i,0.055368+0.16446i,0.047535+0.10369i,0.013081+0.052863i,0.0013593+0.033283i,0.00045905+0.018748i,-0.0061815+0.0079913i,-0.0099234-0.00070324i,-0.006578-0.0084864i,-0.0019562-0.01006i,0.0011225-0.0069522i,0.0031069-0.0049234i,0.0041133-0.0044411i,0.0033336-0.0030343i,-0.000401-0.0012777i,-0.0053303-0.0017273i,-0.010532-0.0060475i,-0.014838-0.0097215i,-0.0097315-0.0088627i,0.0010255-0.0054587i
0.075835+0.085472i,0.11958+0.054644i,0.096748-0.060225i,0.00059914-0.1514i,-0.08566-0.13769i,-0.10038-0.072485i,-0.066645-0.029658i,-0.029337-0.014377i,-0.0085735-0.0071187i,0.002861+0.00039061i,0.012022+0.010392i,0.013933+0.016582i,0.0083076+0.012646i,0.00038537+0.0036851i,-0.0056481-0.0027416i,-0.007016-0.0051709i,-0.0046742-0.0058289i,-0.00074456-0.0070761i,0.003047-0.0080305i,0.0057498-0.0059945i,0.006727-0.0010211i,0.0012497+0.0015123i,-0.0070088-0.00045536i
-0.11238-0.017725i,-0.15597+0.03146i,-0.11366+0.11004i,0.000836+0.1418i,0.090581+0.11281i,0.10607+0.075427i,0.071778+0.047691i,0.026087+0.02406i,0.00018515+0.009989i,-0.0052891+0.0040289i,-0.0068307-0.002475i,-0.0085153-0.0072085i,-0.0054446-0.003932i,0.00045278+0.0037803i,0.002002+0.0089414i,-0.00042753+0.0089751i,-0.0033528+0.0083479i,-0.0039708+0.009812i,-0.0036379+0.011145i,-0.0041772+0.01336i,-0.0029861+0.013944i,-0.00022808+0.0097495i,0.0028863+0.0049542i
0.097414-0.045601i,0.11421-0.10133i,0.041098-0.13787i,-0.072464-0.11949i,-0.12026-0.077718i,-0.092896-0.053714i,-0.04579-0.037421i,-0.0097354-0.018162i,0.0048683-0.0082919i,0.0065821-0.0094707i,0.0086506-0.010071i,0.010017-0.006082i,0.0074332-0.0042243i,0.003298-0.0047824i,0.0026824-0.002659i,0.0068097+0.0017183i,0.0095156+0.0012742i,0.0051962-0.004938i,0.00070747-0.010969i,0.0029185-0.015513i,0.0061558-0.017611i,0.0063996-0.010836i,0.0048608-0.00058171i
-0.046328+0.08581i,-0.025205+0.14816i,0.057038+0.17458i,0.13475+0.14247i,0.13278+0.076339i,0.079702+0.02372i,0.034326+0.0055855i,0.011404+0.0045242i,0.0026452+0.00501i,-0.003262+0.0072358i,-0.0084465+0.0099719i,-0.011559+0.0095134i,-0.0082839+0.0076896i,-0.0029503+0.0039523i,-0.0018647-0.0027559i,-0.0017627-0.0078604i,-0.00083543-0.0073093i,0.0010902-0.0015687i,0.0021199+0.0041199i,-0.0016232+0.0073214i,-0.0060825+0.0073078i,-0.0054282+0.0014376i,-0.001992-0.0061705i
-0.0089003-0.093726i,-0.05479-0.15072i,-0.11765-0.16814i,-0.14701-0.12578i,-0.12282-0.043965i,-0.076096+0.015949i,-0.035376+0.019819i,-0.01295-0.0019458i,-0.0063926-0.01097i,-0.0033139-0.0077368i,0.0023921-0.0053037i,0.0065534-0.0030427i,0.0031418+0.0017298i,-0.0022833+0.007066i,-0.0037531+0.0092294i,-0.0030057+0.0067154i,-0.0035577+0.0026206i,-0.0060655-1.0336e-05i,-0.0079857+1.8989e-05i,-0.007783+0.00057892i,-0.0065446+0.00049797i,-0.0058576+0.0018278i,-0.0056718+0.0037963i
0.056267+0.066497i,0.11632+0.10239i,0.16167+0.1034i,0.16695+0.06198i,0.13871+0.00078007i,0.08919-0.034972i,0.040268-0.024917i,0.0099454-4.9918e-05i,-0.0023472+0.0083213i,-0.0042934+0.0052271i,-0.0040231+0.0026741i,-0.0036169+0.0016689i,-5.3524e-05-0.00058183i,0.0040771-0.0036918i,0.0030438-0.0034388i,-0.00056737+0.0011854i,0.00032292+0.0053417i,0.0051284+0.0043486i,0.011644+7.2978e-05i,0.017206-0.001988i,0.016698-0.00034968i,0.010721+0.0025644i,0.0050773+0.0025209i
-0.073028-0.035027i,-0.1332-0.0383i,-0.17645-0.02522i,-0.18038-0.0033201i,-0.14276+0.016156i,-0.079459+0.022292i,-0.031124+0.0079324i,-0.011495-0.0068607i,-0.0052703-0.0064688i,-0.0045309-0.0027015i,-0.0045737-0.0011341i,-0.0028621+0.0013402i,-0.0013171+0.0041847i,0.00058862+0.0035662i,0.0059686-0.00088202i,0.011163-0.0055739i,0.008346-0.00693i,0.00020551-0.00406i,-0.0079869+1.3215e-05i,-0.014584+0.00076301i,-0.015222-0.0022694i,-0.0077409-0.004474i,0.00018159-0.003226i
0.067183-0.01184i,0.12428-0.037071i,0.17038-0.060298i,0.17288-0.06624i,0.11571-0.053227i,0.034939-0.031944i,-0.0026167-0.0065096i,0.0021019+0.0088984i,0.0075465+0.0088i,0.0059599+0.0080539i,0.0038727+0.0095907i,0.0029576+0.0087175i,0.00069302+0.0053518i,-0.0053571+0.0032227i,-0.011782+0.0037675i,-0.013953+0.0041944i,-0.010404+0.0021641i,-0.0046078-0.0019622i,-0.00049286-0.0059988i,0.0020393-0.0061907i,0.0023129-0.0033749i,0.0004358-0.0030187i,-0.0014872-0.0052096i
-0.051775+0.041268i,-0.10099+0.077277i,-0.1542+0.10461i,-0.16372+0.10545i,-0.098634+0.082627i,-0.015446+0.055376i,0.010584+0.027426i,-0.0033686+0.0061646i,-0.0083235+0.001034i,-0.0022904+0.0011853i,0.0032855-0.0022723i,0.0061417-0.0061871i,0.0084766-0.0057428i,0.012736-0.0039192i,0.012878-0.0034353i,0.0069457-0.0022185i,0.0020325+0.0012577i,0.0017625+0.005125i,0.0039511+0.0083587i,0.0041434+0.011851i,0.0028685+0.012466i,0.00033757+0.0098922i,-0.0027463+0.0088622i
0.01949-0.04692i,0.048148-0.082221i,0.08882-0.10796i,0.10267-0.11188i,0.060667-0.08797i,0.010258-0.051794i,0.0012823-0.021454i,0.010397-0.0047243i,0.0059724-0.001137i,-0.0010967-0.0017999i,-0.0033713-0.0006194i,-0.0053944+0.0015156i,-0.0075098+0.0018477i,-0.007163+0.0022069i,-0.0018269+0.0057744i,0.0049034+0.0086118i,0.0062463+0.0058599i,0.00098549-0.0012261i,-0.0065765-0.0075653i,-0.0089037-0.011949i,-0.0041594-0.01314i,0.0013978-0.0090115i,0.0040323-0.0057325i
-0.0038485+0.039516i,-0.012781+0.079466i,-0.038357+0.12851i,-0.051972+0.15202i,-0.028328+0.11138i,-0.00083539+0.040663i,0.00054645+0.0016511i,-0.0031483-0.0053471i,0.0014275-0.0037213i,0.0024235-0.0021377i,-0.00033559-0.0016999i,-0.00015286-0.0018159i,0.00070636-0.0017071i,-0.0027653-0.0040498i,-0.0075424-0.0094844i,-0.0088358-0.012806i,-0.0055395-0.010453i,-0.00064354-0.0037923i,0.003969+0.0023308i,0.0062664+0.0055087i,0.0042804+0.0059309i,0.0029203+0.0037621i,0.0041537+0.0021516i
-0.011018-0.028625i,-0.012143-0.070907i,0.0043727-0.12919i,0.020589-0.15398i,0.0087998-0.098272i,-0.010296-0.018207i,-0.0093992+0.0098284i,-0.0035961+0.0022852i,-0.0046926-0.0012526i,-0.003079+0.0029637i,0.0022761+0.006214i,0.0056126+0.0060909i,0.0050335+0.0062257i,0.0058471+0.010081i,0.0073135+0.012949i,0.0043381+0.010258i,-0.00031093+0.0063813i,-0.0032494+0.0039186i,-0.0052412+0.0026525i,-0.0074379+0.0018615i,-0.0081154-0.00022566i,-0.0086138-0.0030577i,-0.010469-0.0047567i
0.017824+0.026653i,0.02417+0.07136i,0.025293+0.12981i,0.026229+0.14429i,0.031409+0.07998i,0.028356+0.0047016i,0.01238-0.010702i,-0.00010934+0.00053091i,-0.002298-0.00048176i,-0.0024093-0.0060377i,-0.0049837-0.0082032i,-0.006792-0.0080693i,-0.0058057-0.0072871i,-0.0043753-0.00679i,-0.0042576-0.0043113i,-0.0044892+0.00050246i,-0.0032118+0.0021345i,0.00072473-0.0014432i,0.0052145-0.00652i,0.0090175-0.0086497i,0.010443-0.0053208i,0.010044+0.00070535i,0.0099298+0.0048602i
-0.019873-0.024119i,-0.031415-0.063482i,-0.050769-0.11231i,-0.062071-0.12102i,-0.048998-0.068531i,-0.024522-0.0095173i,-0.0074707+0.0059864i,-0.0029621+0.0038247i,-0.004788+0.0076699i,-0.004689+0.0083151i,5.1856e-05+0.0060557i,0.0037656+0.0063144i,0.0031253+0.0070117i,0.0026548+0.0032534i,0.0042852-0.0037628i,0.0056781-0.0073662i,0.0039659-0.004815i,0.00034397+0.0013225i,-0.0032851+0.0066168i,-0.0070733+0.0093446i,-0.0081433+0.0083037i,-0.006878+0.0041966i,-0.0054731+0.00068479i
0.023759+0.015944i,0.048184+0.047702i,0.082741+0.081255i,0.093588+0.081501i,0.05203+0.039239i,0.0036314-0.0039522i,-0.0088753-0.012691i,-0.0016145-0.0085432i,0.0016328-0.0093672i,-0.0011424-0.0047474i,-0.0041024+0.0031031i,-0.0037589+0.0057868i,-0.0025499+0.0052531i,-0.0028687+0.0082082i,-0.0049967+0.011589i,-0.0062747+0.010319i,-0.0050608+0.0060466i,-0.0035703+0.00039144i,-0.0019755-0.0046987i,-0.00058139-0.0084605i,0.0011438-0.0099253i,0.0032449-0.0094193i,0.0045409-0.0093066i
-0.033655-0.012507i,-0.077858-0.037i,-0.12831-0.060026i,-0.1336-0.054576i,-0.066079-0.016595i,0.00018762+0.017623i,0.01307+0.022727i,0.0051574+0.015873i,0.0037556+0.012518i,0.0068597+0.0076942i,0.0086094-0.0005376i,0.0085109-0.0068827i,0.0084634-0.0082547i,0.0078486-0.0080608i,0.0051715-0.0071739i,0.0014379-0.0037871i,8.3795e-05-0.00034104i,0.0022741+0.0012943i,0.0044508+0.0033757i,0.0041528+0.0067646i,0.0016296+0.0082927i,-0.0023639+0.0083229i,-0.0055393+0.0092443i
0.04287-0.0039417i,0.095955+0.0093016i,0.14464+0.025083i,0.13292+0.023172i,0.054474+0.00039588i,-0.0055892-0.017767i,-0.01046-0.017819i,-0.0049086-0.013688i,-0.0075093-0.011613i,-0.0099729-0.0057078i,-0.0079542+0.0016776i,-0.0050513+0.0062208i,-0.0044233+0.0055769i,-0.0019615+0.0017541i,0.0036987-0.00058672i,0.0088491-0.001112i,0.0083394-0.0013238i,0.0014419-0.00080824i,-0.0056837-0.00086502i,-0.0078115-0.0027338i,-0.0049003-0.0046096i,-0.00067139-0.0049915i,0.0020393-0.0054278i
-0.038766+0.022033i,-0.094095+0.030754i,-0.13677+0.035012i,-0.11612+0.033449i,-0.042269+0.024825i,0.010075+0.01177i,0.014772+0.0039471i,0.010951+0.0036107i,0.010884+0.0033177i,0.0069424+1.6587e-05i,0.00094699-0.0029756i,-0.0027492-0.0035741i,-0.0036218-0.00048637i,-0.006254+0.0032421i,-0.010527+0.0037988i,-0.010703+0.0017435i,-0.008217-0.00045134i,-0.0036335-0.0014634i,0.0040518-0.00034853i,0.0089681+0.00072133i,0.0090888+0.00094065i,0.0082585+0.0017186i,0.0070981+0.0021644i
0.026423-0.036493i,0.074497-0.069817i,0.11523-0.091218i,0.09933-0.076223i,0.035086-0.031667i,-0.016472+0.00069197i,-0.027216+0.0031077i,-0.022527-0.0046869i,-0.015512-0.0042259i,-0.0059328+0.0016148i,0.0036051+0.0043821i,0.0097424+0.0042161i,0.010501+0.002854i,0.0082202+0.0016211i,0.0061868-0.00028139i,0.0042023-0.0020529i,0.0024744-0.0019109i,0.00078385+0.00067569i,-0.0022326+0.0028349i,-0.006917+0.0024332i,-0.0098729-0.00014132i,-0.0089292-0.0029299i,-0.0071867-0.0054323i
-0.0022919+0.0501i,-0.033344+0.1057i,-0.063067+0.14138i,-0.053304+0.11033i,-0.0091914+0.035953i,0.024442-0.0076842i,0.026268-0.0053155i,0.016991+0.0038653i,0.0097573+0.0015855i,0.0021097-0.0033098i,-0.0061843-0.0037947i,-0.011044-0.0014591i,-0.0088587-0.001146i,-0.0029393-0.0013396i,0.0011798+0.0018954i,0.0021271+0.0068693i,0.00065691+0.0075915i,-0.00087306+0.0021359i,-0.00067441-0.0028805i,0.00099491-0.0032245i,0.0020479+0.00029134i,0.0017103+0.0028612i,0.0029428+0.0032609i
-0.018511-0.045614i,-0.01192-0.10947i,0.0089499-0.15396i,0.01579-0.12221i,-0.00051762-0.039862i,-0.016938+0.009517i,-0.019804+0.013103i,-0.017697+0.0092638i,-0.014033+0.0092336i,-0.0072482+0.0071665i,0.00052386+0.0028689i,0.0056227+0.00031045i,0.0047363+0.00049721i,-0.00063498-0.00066126i,-0.0054532-0.0047774i,-0.0057412-0.0085683i,-0.0025941-0.0083902i,0.00060814-0.0034421i,0.0020225+0.0023005i,0.0018926+0.004721i,0.0024496+0.0037839i,0.0034606+0.0031414i,0.0018273+0.0030114i
