-0.0048759+0.0017919i,-0.0033015+0.0014256i,-0.0036011+0.00024387i,-0.0032201-4.1337e-07i,-0.0021581+0.0010621i,-0.0014082+0.001816i,-0.0010656+0.0018916i,-0.0008361+0.0017275i,2.335e-05+0.0013425i,0.0015651-0.00043489i,0.0016546-0.0011028i,0.00077862-0.000603i,0.00029284-0.00021142i,0.00038489+0.00078423i,0.0005309+0.00052803i,0.00012212-0.00017675i,0.00048145-0.00019882i,0.0013219+4.3456e-05i,0.00084643-0.00044759i,0.0010105-0.0010896i,0.0018986-0.00073406i,0.0017995-0.00036528i,0.0002699-0.00049472i
0.0010154+0.0022247i,0.0019666+0.0028849i,0.0019155+0.0017477i,0.0055979+0.00024047i,0.014316-0.00069353i,0.020753-0.0021013i,0.018947-0.0029625i,0.010819-0.00068828i,0.0040647+0.0022315i,0.0015284+0.0019293i,-1.8001e-05-0.00035059i,-0.0013107-0.0012175i,-0.0019317-0.00052877i,-0.0024654+0.0010404i,-0.0024897+0.0013968i,-0.0029194+0.0013103i,-0.0026414+0.001483i,-0.0011603+0.0020568i,0.00022365+0.0030793i,0.00016631+0.0029128i,-0.00063777+0.0012524i,-0.00050815-0.00030018i,0.00011655-0.00013795i
0.00021739-0.0014929i,0.00054782-0.0014195i,0.0015327+0.00025926i,0.0025491+0.0062934i,0.0022086+0.014724i,0.0035704+0.020328i,0.004797+0.019417i,0.0024146+0.012838i,-0.00018754+0.0067946i,0.00053488+0.004463i,0.0022656+0.0035482i,0.0025249+0.0015167i,0.00091038-0.00049122i,-0.00025535-0.0008339i,0.00041066-0.0013844i,-0.00015723-0.0022389i,-0.0019409-0.0022903i,-0.0036543-0.0012024i,-0.0027672+0.00063332i,-0.00092569+0.001699i,-0.00035288+0.0010519i,5.7042e-05+0.00069506i,0.00016068+0.00082888i
-0.0018448-0.00078711i,-0.001077-0.0015957i,-0.0032265-0.0012051i,-0.0085525+0.0013028i,-0.014835+0.0065304i,-0.017506+0.011557i,-0.015743+0.012725i,-0.01099+0.008911i,-0.0067334+0.0029562i,-0.0023515+0.00011455i,0.0019948+0.00083027i,0.0040384-0.00014509i,0.0034976-0.0026234i,0.0018501-0.0032517i,0.0014109-0.0027475i,0.0016029-0.0037145i,0.001943-0.0045234i,0.00055048-0.0036429i,-0.0015005-0.0024384i,-0.00096362-0.0017705i,0.00012139-0.0016312i,-0.00015835-0.0014769i,-0.00056362-0.00018357i
0.00079266-0.00389i,0.0014865-0.0029811i,-0.0028125-0.0051316i,-0.0092084-0.0086214i,-0.015637-0.013231i,-0.020147-0.013642i,-0.020424-0.0081057i,-0.015141-0.0028074i,-0.0080109-0.0018916i,-0.0037963-0.0016839i,-0.0012367-0.0004431i,0.00029592-0.0017495i,0.00030458-0.0037638i,0.00071578-0.0033518i,0.0017481-0.0022507i,0.0018175-0.0023682i,0.0011278-0.003424i,0.0011002-0.0041314i,0.00087938-0.0037831i,-0.00022637-0.0028435i,-0.00092672-0.0013333i,-0.0010812-0.00028003i,-0.00090567+0.00015882i
-0.0003371-0.0044822i,0.0005769-0.0056429i,0.0006843-0.010553i,0.0025069-0.014868i,0.0047347-0.019938i,0.0026009-0.023273i,-0.0024969-0.021158i,-0.0034476-0.014385i,0.00046468-0.0078506i,0.002054-0.0040745i,0.00040957-0.0024286i,-0.00037036-0.0023533i,0.00010992-0.0012904i,0.00076111+0.0013717i,0.00036025+0.0027447i,0.00051558+0.0024265i,0.0022193+0.0021032i,0.0038902+0.0010942i,0.0036153+8.3629e-05i,0.0016032-0.00076947i,0.00040025-0.0009705i,-2.0063e-07-0.00044265i,-0.00048233-0.00017785i
0.0050535+0.016214i,0.002271+0.018069i,0.010736+0.020521i,0.020049+0.011909i,0.028439-5.1059e-05i,0.028215-0.010515i,0.01845-0.012186i,0.010421-0.0070989i,0.0091876-0.0023848i,0.0097068-0.0014958i,0.0080061-0.0019847i,0.0065076-0.00052553i,0.0059844+0.00077797i,0.0060659+0.00094887i,0.0061428+0.0015277i,0.004669+0.002024i,0.0024193+0.0019144i,0.0012815+0.0019248i,0.0017765+0.001315i,0.0029664+0.0003315i,0.00342+0.00033505i,0.0033824+0.00033272i,0.0030297-0.00028664i
0.0010256+0.0033379i,0.0020297+0.0036202i,0.0054654+0.0068718i,0.0071599+0.011971i,0.010293+0.01696i,0.013938+0.016076i,0.014887+0.010349i,0.011787+0.0062938i,0.0072004+0.0044119i,0.0053084+0.00053584i,0.005543-0.0019875i,0.0053177-0.0018398i,0.0035093-0.00067133i,7.1369e-05+0.00061032i,-0.0015193+0.0011071i,-0.00042036+0.0011243i,-0.00014857+0.0012397i,-7.5987e-05+0.0024489i,0.00074272+0.0032607i,0.0010788+0.0020439i,0.0013051+0.0004154i,0.0011488-0.00078689i,0.00040006-0.0010882i
0.002993+0.0015532i,0.0027754+0.0028617i,0.00047432+0.0058046i,-0.0051811+0.0096686i,-0.011274+0.014497i,-0.011214+0.018478i,-0.0053961+0.018506i,-0.00035674+0.015013i,0.001048+0.010675i,0.0010984+0.007181i,0.0007649+0.0037228i,0.00013088+0.0011166i,-0.0012306+5.6207e-05i,-0.0032427+0.00025777i,-0.0041236+0.00098685i,-0.0032708+0.0004892i,-0.0036136-0.00014687i,-0.0046935-8.3548e-05i,-0.0037749+0.00074375i,-0.0024914+0.0010156i,-0.0018597+0.0010763i,-0.0011172+0.00097688i,0.00026631+0.00031137i
-0.0010514+0.00087921i,-0.0027435+0.0021787i,-0.0055527-0.00018675i,-0.012052-0.0047715i,-0.019321-0.0078031i,-0.022496-0.0047819i,-0.019513+0.0024807i,-0.012239+0.0065058i,-0.0047972+0.0054465i,-0.00030097+0.00404i,0.0012528+0.0026305i,0.00112+0.00056903i,-0.00055695-0.00094005i,-0.0018946-0.0022608i,-0.002345-0.003147i,-0.0025542-0.0025056i,-0.0019977-0.0011585i,-0.0012677-5.4651e-06i,-0.0011091+0.0016675i,-0.0011963+0.002265i,-0.00098762+0.00091407i,-0.0007016-0.00021782i,0.00017431+0.00021221i
-0.0015114+0.00064219i,-0.0016453-0.00052373i,0.0016244-0.0035684i,0.0047089-0.009606i,0.0038972-0.017183i,-0.0025881-0.017956i,-0.0093985-0.010337i,-0.010474-0.0029384i,-0.0069604-0.0013583i,-0.0037001-0.002879i,-0.0013374-0.0033736i,-0.0003624-0.0029209i,0.00094-0.0025037i,0.0037286-0.0028387i,0.0041825-0.0033199i,0.0030039-0.0028965i,0.0020517-0.0028885i,0.0015566-0.0033936i,0.0017574-0.0031723i,0.0014813-0.0022757i,0.00031473-0.00030481i,-0.00026345+0.0012683i,0.00025462+0.00092426i
0.00019891+0.00096511i,0.0016109+0.00014072i,0.0055427-0.00020885i,0.012321-0.001301i,0.017257-0.0059097i,0.013844-0.013249i,0.0033024-0.015764i,-0.0041572-0.011069i,-0.0052688-0.0051904i,-0.0045048-0.0022158i,-0.0020426-0.0010748i,0.0014098-0.0015959i,0.0032071-0.0024425i,0.0040068-0.0017515i,0.0043023-0.001026i,0.0032816-0.0011249i,0.0024295-0.0015035i,0.0019924-0.0017513i,0.0007496-0.0019373i,0.00075403-0.0024685i,0.0014095-0.0027763i,0.0004342-0.0019026i,-0.00062431-0.00043019i
0.00083672-0.0003211i,0.0014942+0.00073998i,0.0026894+0.0041633i,0.0048543+0.011144i,0.0072119+0.014085i,0.0088175+0.0077107i,0.0072412-0.00066991i,0.0041287-0.0038135i,0.0031726-0.0033279i,0.0041561-0.0018333i,0.0045966-0.00060779i,0.0049119-0.00049321i,0.0033246-0.00072021i,0.0008879+0.0011936i,0.00018955+0.003837i,0.0010037+0.0044501i,0.0012003+0.0031635i,0.00067484+0.0013671i,0.00053749+0.0011391i,0.0010289+0.0016393i,0.00031635+0.00073513i,-0.0010075+2.3313e-05i,-0.0014658-0.000227i
0.0016895+0.0050175i,0.0016373+0.0067793i,-0.00064596+0.0081151i,-0.0056777+0.0079905i,-0.007551+0.0072701i,-0.0026602+0.006189i,0.0038113+0.0025702i,0.0071916-0.0025006i,0.0093966-0.0046592i,0.011361-0.0042205i,0.010484-0.003535i,0.00781-0.0029348i,0.0038947-0.0020388i,0.00048746-0.00028237i,-0.00054759+0.00040446i,-0.0010786+0.0012439i,-0.00068903+0.0029132i,0.00024649+0.0030458i,0.00043773+0.0023693i,0.00081761+0.0014555i,0.0018211+0.0014121i,0.0011355+0.0010878i,-0.001471-0.00016691i
-0.00019548+0.00266i,-0.0013773+0.0023562i,-0.0033892+0.00073399i,-0.0069499-0.0050092i,-0.007817-0.008107i,-0.0049679-0.0044609i,2.1356e-07+0.0020007i,0.0044399+0.0044158i,0.0050527+0.003731i,0.0033477+0.0020212i,0.0015872-0.0002241i,-0.00016012-0.00084954i,-0.00087645-0.00027773i,-0.001631-9.8774e-05i,-0.0022459-0.00043579i,-0.0020592-0.00051721i,-0.00098823-0.00046417i,2.5929e-05-8.8194e-05i,7.5701e-05+0.00061664i,-0.0004032+0.0015509i,-0.00095016+0.0021262i,-0.00099852+0.00096764i,-0.00029011-0.0010123i
0.00062688+0.00070395i,0.00024984-0.00085364i,0.0021496-0.0038849i,0.0072185-0.0092036i,0.010925-0.010883i,0.0070126-0.005844i,0.0010739+0.0031013i,0.00042779+0.0099535i,0.0007643+0.011339i,-0.0017009+0.0091996i,-0.0022591+0.0058758i,-0.00098014+0.0032233i,0.00048537+0.001112i,0.0017288-0.00048477i,0.0017859-0.0022235i,7.454e-05-0.002758i,-0.00188-0.0028855i,-0.0024012-0.0034551i,-0.0030246-0.0030269i,-0.0042472-0.0019921i,-0.0031866-0.00099319i,-0.00067857-0.001155i,0.00063408-0.0025059i
0.00041067-0.0027416i,0.0018445-0.0023226i,0.0048677-0.0022859i,0.010763-0.00025112i,0.010665+0.0036063i,0.0038609+0.0048637i,-0.0030109+0.0064427i,-0.0045934+0.0099765i,-0.0024363+0.010336i,-0.0012328+0.0073446i,0.00051674+0.0039934i,0.0021019+0.0016701i,0.0014918+0.00031032i,0.0016867-0.00078034i,0.002394-0.00073608i,0.0021818-6.2638e-05i,0.0014836-0.00059975i,0.0011736-0.00071656i,0.0022696+0.00054727i,0.0026288+0.00086544i,0.00084645+0.00074902i,-2.8817e-05+0.001322i,0.0011363+0.00090524i
0.0014854+0.0036125i,0.0016292+0.0048237i,0.004779+0.0094207i,0.0041371+0.015725i,-0.001078+0.015545i,-0.0060925+0.0078222i,-0.010338+0.0018991i,-0.012058+0.00099344i,-0.0078133-0.00073814i,-0.00055443-0.0051593i,0.0040219-0.0068814i,0.0042093-0.005842i,0.0023117-0.0043474i,0.00067701-0.0013758i,0.00092737+0.00078681i,0.0021909+0.0014214i,0.0030087+0.001326i,0.0034807-0.00013737i,0.0041695-0.0022104i,0.0042075-0.0031464i,0.0033312-0.0022536i,0.0028906+0.00022964i,0.0019929+0.0020137i
-0.0012376-0.0033862i,-0.0018354-0.0023448i,-0.0059363+0.00026795i,-0.013974+0.0026087i,-0.018291-0.00048471i,-0.015347-0.0065483i,-0.011605-0.010273i,-0.011882-0.01074i,-0.010785-0.009915i,-0.0065992-0.0087723i,-0.0030379-0.0068913i,-0.0012017-0.0049432i,-0.002614-0.0027162i,-0.004938-0.00015934i,-0.0060972+0.0021283i,-0.0050476+0.0031066i,-0.0017651+0.0031129i,0.0010191+0.0027849i,0.0023173+0.0028561i,0.00304+0.0021051i,0.0019966+0.0013115i,-0.0012105+0.0016914i,-0.0023625+0.0026675i
-0.0022261+0.00083035i,-0.0027078+0.00045154i,-0.0076541-0.0021671i,-0.01153-0.0094856i,-0.009891-0.017087i,-0.002627-0.017658i,0.0021795-0.014166i,0.0011061-0.01167i,-0.0010445-0.00617i,-0.00025573+0.0013549i,0.0021769+0.0050917i,0.0046273+0.00409i,0.0045879+0.00083151i,0.00228-0.00060963i,-8.9501e-05-0.00072433i,-0.0021623-0.0014629i,-0.0027552-0.00081394i,-0.0019496+0.0013541i,-0.0010238+0.0034225i,0.00010522+0.0029644i,0.00080258+0.001638i,-0.00067234+0.00074856i,-0.0032599-0.0009135i
-0.00047576-0.0016278i,-0.0019909-0.0019623i,-0.001983-0.0055869i,0.0046222-0.01388i,0.014291-0.01751i,0.017814-0.011834i,0.014902-0.0056777i,0.013987-0.0041673i,0.015293-0.0026878i,0.013996+0.0016068i,0.011245+0.0031619i,0.0094139+0.0011145i,0.0084997-0.00097414i,0.0071914-0.0041072i,0.0044448-0.006629i,0.0019213-0.0063242i,-0.00040849-0.0045715i,-0.0018573-0.0016428i,-0.0019088+0.0015665i,-0.0017784+0.0031071i,-0.0017385+0.0024768i,-0.0020309+0.00059804i,-0.0027965-0.0012664i
-4.7412e-05-0.0018402i,5.4177e-05-0.0018886i,0.0032469-0.0024788i,0.013308-0.00045335i,0.021299+0.0048587i,0.018401+0.0086277i,0.013096+0.008045i,0.014689+0.0055034i,0.015562+0.00078827i,0.010091-0.0039578i,0.0051729-0.0044802i,0.0035318-0.0031937i,0.0024991-0.0019612i,0.0027376-0.00099868i,0.0044024-0.00084423i,0.0058809-0.0012104i,0.0051431-0.0025794i,0.0019911-0.0040245i,-0.0012454-0.0043327i,-0.0023578-0.0039533i,-0.00058551-0.0037612i,0.0018878-0.0034314i,0.0022339-0.0035284i
-0.0018192-0.0025546i,-0.00091196-0.0025005i,0.0036727+0.00066079i,0.0079994+0.010732i,0.0047028+0.021971i,-0.002513+0.022336i,-0.0043252+0.017466i,-0.0018944+0.016203i,-0.0012145+0.012261i,-0.004303+0.004863i,-0.0064571+0.00079523i,-0.0058615+0.00091841i,-0.0060486+0.0025717i,-0.0045712+0.00553i,3.1129e-05+0.0073065i,0.0039711+0.0055413i,0.0039156+0.0023685i,0.0020283+0.00039882i,0.00050218-0.00049537i,-0.00076312-0.000605i,-0.00093116-0.00011491i,-6.6774e-05+0.00095002i,0.001507+0.0019076i
-3.1921e-05+0.0033539i,0.00052104+0.0045526i,-0.00017456+0.0090181i,-0.0071601+0.014821i,-0.01636+0.013797i,-0.018589+0.0062523i,-0.01568+0.0043868i,-0.013228+0.011149i,-0.010266+0.01518i,-0.0053032+0.011782i,-0.0010331+0.0065766i,0.0018588+0.003918i,0.0019168+0.0041485i,-0.00063654+0.0058562i,-0.0018578+0.0075826i,-0.0013375+0.007907i,-0.00024003+0.0058465i,0.00098538+0.002169i,0.0022105-0.0012654i,0.0031461-0.0031234i,0.0032848-0.0015749i,0.0019831+0.0015355i,0.00058211+0.0025146i
-0.0023688-0.0006012i,-0.0014114+0.001475i,-0.0046675+0.0039579i,-0.011647+0.0015901i,-0.015681-0.0062262i,-0.013517-0.010671i,-0.010787-0.0058619i,-0.01172+0.00073318i,-0.0082866+0.0027096i,0.0015159+0.00065865i,0.0075451-0.0017595i,0.0070243-0.003764i,0.0039175-0.0064036i,-0.00013761-0.0076274i,-0.0047591-0.0052848i,-0.0068876-0.0005567i,-0.0048735+0.0029871i,-0.00077751+0.0033571i,0.0025061+0.0017626i,0.0028876+0.0013854i,0.00076233+0.0018994i,-0.0026299+0.0021772i,-0.0043603+0.0015806i
-0.002391+0.0026906i,-0.005061+0.0028952i,-0.010041+0.002158i,-0.011763-0.0080763i,-0.0062389-0.018503i,-0.00064865-0.018583i,-0.0026495-0.013614i,-0.0069804-0.0116i,-0.005845-0.011439i,-0.00042698-0.009868i,0.0032858-0.0078014i,0.0033528-0.0071738i,0.0017244-0.0074731i,-0.00041252-0.007678i,-0.0031385-0.0068325i,-0.0050599-0.0059678i,-0.004686-0.0054537i,-0.0023468-0.003132i,0.0009469-0.00046908i,0.0026822-0.00041949i,0.00041146-0.0015306i,-0.0018432-0.0028496i,-0.0019598-0.0041838i
0.0030653+0.0039102i,-0.00024876+0.0031106i,-0.0023389-0.0039206i,0.0033438-0.011863i,0.011435-0.012942i,0.0105-0.0095541i,0.0036639-0.0085482i,0.00016056-0.01178i,-0.00047405-0.011906i,-0.0011765-0.0044639i,-0.0010965+0.0017321i,0.0005502+0.0022678i,0.0024374+0.00092882i,0.0042147-0.00076749i,0.0057728-0.0042857i,0.0046045-0.0072516i,0.0011573-0.0063888i,-0.0018592-0.002951i,-0.0027207+0.001656i,-0.0016371+0.00409i,-0.00022944+0.003345i,0.00039849+0.000664i,0.0005699-0.0021738i
-0.0042722+0.0053596i,-0.0039478+0.0017754i,0.0035558-0.0039958i,0.013356-0.0060631i,0.016542-0.0014476i,0.011581+0.0010169i,0.0073065-0.0020641i,0.0096211-0.0039252i,0.010288-0.0012568i,0.0072123+0.0032856i,0.0062964+0.0058673i,0.0078478+0.0058894i,0.0074578+0.0052361i,0.0068621+0.0046977i,0.0071145+0.0032557i,0.0069853-2.8698e-06i,0.0061075-0.0022992i,0.0045583-0.001519i,0.002119-0.00031671i,0.00080635-0.0014249i,0.0022157-0.0019817i,0.00513-0.000378i,0.0071626+0.00072461i
-0.00011647-0.004777i,0.0044358-0.0068435i,0.011287-0.0031507i,0.01335+0.0052829i,0.0083844+0.0094555i,0.0044331+0.0053169i,0.0057785+0.00088007i,0.009946+0.0034922i,0.011884+0.0040106i,0.0080014-0.001583i,0.0028818-0.0045368i,0.00064121-0.003526i,-0.00022476-0.0023076i,0.0002058+0.00018143i,0.0021477+0.0027671i,0.003939+0.0044415i,0.0040757+0.0042044i,0.0025184+0.0029245i,0.00046868+0.0013881i,-0.0010742+0.00064002i,-0.00091205+0.0024494i,-0.00016403+0.0046021i,-0.00019343+0.005377i
0.0065101+0.00044704i,0.012565+0.0042379i,0.014786+0.013339i,0.0093434+0.018461i,0.0039124+0.01111i,0.0024458+0.0041582i,0.0037285+0.0077583i,0.0047882+0.012549i,0.0037773+0.0091039i,0.0013548+0.00074281i,-0.00075927-0.0027341i,-0.0012828-0.0014137i,-0.00095672-0.001351i,-0.0019886-0.00088984i,-0.002947+0.0022656i,-0.0017559+0.0045108i,-0.00053366+0.0043287i,-0.00032415+0.001642i,0.0006635-0.0016058i,0.00087395-0.0025559i,-0.0011336-0.0013347i,-0.0020433+5.2609e-05i,-0.0023161+0.0014496i
-0.001897+0.0047561i,-0.0051552+0.012352i,-0.013157+0.019679i,-0.017067+0.017689i,-0.011052+0.010777i,-0.0027984+0.0072161i,-0.0027597+0.0079663i,-0.0077045+0.010839i,-0.0071735+0.011154i,-0.0011729+0.0080701i,0.0023916+0.0045611i,0.0015978+0.0028885i,0.00093215+0.0015657i,0.0017234+0.0001049i,0.0020858-0.0007971i,0.00015738-0.0010558i,-0.0027835+0.00086738i,-0.003506+0.0028233i,-0.002636+0.0026235i,-0.0017182+0.0018562i,-0.0026878+0.0011209i,-0.0049271+0.00020586i,-0.0065084-0.0010492i
-0.0032486-0.0023791i,-0.011984-0.0036762i,-0.024215-0.0086842i,-0.02661-0.009996i,-0.018788-0.0032503i,-0.011364+0.0046875i,-0.011669+0.0064149i,-0.014777+0.0055989i,-0.0092356+0.0058067i,0.0022067+0.004515i,0.0083506+0.0003475i,0.0068445-0.0028384i,0.0034557-0.0024616i,-0.00047461-0.0020365i,-0.0042923-0.0026968i,-0.0056352-0.0027917i,-0.0042003-0.002782i,-0.0014198-0.0015232i,0.0016571-0.00038595i,0.0038811-0.0020521i,0.0045765-0.0045206i,0.0042758-0.0051i,0.0031503-0.0044054i
-0.0027194-0.0034232i,-0.0042828-0.012686i,-0.00076765-0.025767i,0.00015705-0.028285i,-0.004989-0.018973i,-0.012952-0.0097902i,-0.015689-0.0075345i,-0.012287-0.0096719i,-0.0075904-0.0088784i,-0.002897-0.0073772i,-0.0011244-0.0084237i,-0.002496-0.0087002i,-0.0033365-0.0055211i,-0.0032142-0.0012361i,-0.0022921+0.0028321i,-0.0011903+0.0036898i,-0.0011243+0.00016734i,-0.0021843-0.0020317i,-0.0024675-0.00099525i,-0.00079822+0.0014123i,0.00087135+0.0024951i,0.0016405+0.00031263i,0.0018234-0.0017701i
0.0053043-0.0056968i,0.012726-0.010395i,0.025188-0.012392i,0.026043-0.013952i,0.010414-0.015851i,-0.0041832-0.016561i,-0.0066483-0.014902i,-0.0038629-0.011997i,-0.0056502-0.0069206i,-0.0078491+0.0017223i,-0.0038622+0.0073664i,0.0011587+0.0072934i,0.0018144+0.004784i,-3.1637e-06+0.0015174i,-2.8504e-05-0.0011976i,0.0027282-0.0024278i,0.0052395-0.0034738i,0.0050229-0.0040898i,0.0022082-0.003205i,0.00061218-0.0013376i,0.0019721+7.3583e-05i,0.0046146+0.00021168i,0.0049011+0.00055495i
0.0054067-0.00062045i,0.014116+0.0056203i,0.020139+0.018604i,0.018635+0.020698i,0.013202+0.0021391i,0.008331-0.015694i,0.0062664-0.015094i,0.0060302-0.0065308i,0.0050953-0.0019188i,0.003384+0.003416i,0.0059887+0.0073365i,0.009818+0.0034825i,0.0092712-0.0028806i,0.0071956-0.0060672i,0.00682-0.0071246i,0.0051517-0.0058539i,0.0030776-0.0025313i,0.0025864-5.4174e-05i,0.0015388+0.00098127i,-0.0017004+0.0017503i,-0.0045081+0.0029528i,-0.0052019+0.003829i,-0.00435+0.0030154i
0.0013019+0.0060328i,-0.0025411+0.017257i,-0.011084+0.027132i,-0.0091341+0.023515i,0.0098946+0.010212i,0.02092-0.00014823i,0.014702-0.0009846i,0.0083272+0.0019898i,0.0089069-0.0015664i,0.0096278-0.0081221i,0.0062968-0.0079098i,0.0042729-0.0050754i,0.0040107-0.0046523i,0.0029189-0.0048087i,0.0012004-0.0045817i,0.0005096-0.0024997i,0.0015854+0.0016589i,0.0036572+0.0041076i,0.0045811+0.0019428i,0.0037786-0.0020237i,0.0020123-0.0034042i,0.00083935-0.0024053i,0.0004477-0.0010848i
-0.0066035+0.0031047i,-0.020935+0.0029039i,-0.034944-0.002779i,-0.030059-0.0043307i,-0.0070386+0.0055711i,0.011453+0.011109i,0.010816+0.0052435i,0.0061833+0.00044303i,0.0076904-0.0032482i,0.0043324-0.011197i,-0.0042666-0.013957i,-0.0065227-0.0076201i,-0.0042487-0.0003558i,-0.0021485+0.0059243i,0.0012322+0.010646i,0.0036224+0.009885i,0.0016792+0.0057688i,-0.0018708+0.003717i,-0.0023811+0.0027102i,-0.00051422+0.0001285i,-0.0013179-0.0014632i,-0.0029131-0.0015032i,-0.0023893-0.0011697i
-0.0037453+0.00013629i,-0.0060029-0.015304i,-0.0019651-0.030104i,0.0039276-0.024113i,0.0018065+0.0024599i,-0.0030564+0.021873i,-0.0027409+0.018347i,-0.0018578+0.0098286i,0.00022734+0.0095769i,0.0036797+0.0092979i,0.0034572+0.0070957i,0.0021885+0.0081224i,0.0020251+0.010237i,0.0011839+0.0091417i,0.000543+0.0066828i,-0.00053363+0.0033098i,-0.0013852-0.00014973i,-0.0015061-0.001453i,-0.00040153-0.00047286i,0.002539+0.00090338i,0.0038965+0.0006618i,0.0029713+0.00060458i,0.0026028+0.0014644i
4.6235e-05-0.0077884i,0.014361-0.016057i,0.030666-0.016308i,0.026171-0.0087208i,9.5403e-05-0.00012796i,-0.017313+0.0060668i,-0.010914+0.0092247i,-0.0018331+0.011823i,0.0011592+0.018491i,0.009604+0.020861i,0.016163+0.01143i,0.013185-0.00042699i,0.0074235-0.0045382i,0.0026299-0.0025158i,-0.0022077-0.00024357i,-0.0050658-0.0003908i,-0.0042838-0.0015455i,-0.002417-0.0026182i,-0.001366-0.0021283i,-0.0005819+0.00086215i,-0.0012478+0.0027761i,-0.0026815+0.0025173i,-0.0035948+0.001788i
0.010573+0.0010797i,0.022953+0.015145i,0.027262+0.033677i,0.014164+0.03332i,-0.009142+0.011714i,-0.023525-0.00486i,-0.021192-0.00033617i,-0.012919+0.0091316i,-0.0086445+0.010018i,-0.00462+0.0078341i,-0.00031358+0.00261i,-0.0014003-0.002808i,-0.0044211-0.0057542i,-0.0055941-0.0091286i,-0.0049374-0.010093i,-0.0027546-0.0071736i,0.001212-0.0033767i,0.0043293-0.0012125i,0.0035757-0.00094186i,0.00094679-0.00061887i,0.00029186+0.00027623i,0.001169-0.00051363i,0.00060176-0.00077544i
0.0030342+0.012696i,-0.007904+0.029998i,-0.024761+0.038629i,-0.02702+0.021138i,-0.011518-0.012868i,-0.0025064-0.029i,-0.008235-0.017914i,-0.013411-0.0066171i,-0.015449-0.0082029i,-0.01811-0.0092939i,-0.014381-0.0048956i,-0.0056745-0.0035814i,-0.0019151-0.0047574i,-0.0022158-0.0039262i,-0.00079009-0.0013783i,0.0019317+0.00048288i,0.0020289+0.0014586i,0.00081629+0.0022527i,-0.0002448+0.0018889i,-0.0028339+0.00045164i,-0.0048026-0.00025362i,-0.0049361-0.00067559i,-0.0030727-0.0016417i
-0.014987+0.0061616i,-0.034038+0.001037i,-0.04706-0.013301i,-0.034069-0.019953i,-0.0041044-0.016317i,0.0095272-0.015125i,-0.0037984-0.017427i,-0.015816-0.017607i,-0.01385-0.017595i,-0.0096576-0.014845i,-0.0046367-0.0056321i,0.0021113+0.00071517i,0.005153+0.0014383i,0.0067764+0.0015283i,0.008704+0.00018684i,0.0070978-0.0011321i,0.0028058-9.715e-05i,-0.00061732+0.0019648i,-0.00044886+0.0029484i,0.0012443+0.001523i,0.0024795-0.00024745i,0.0035528-0.00087513i,0.0029237-0.00081217i
-0.0086472-0.013808i,-0.010455-0.036468i,-0.0010645-0.056378i,0.013767-0.050543i,0.024549-0.023575i,0.027392-0.0065372i,0.020231-0.012035i,0.011133-0.015013i,0.012124-0.0081354i,0.016738-0.0061031i,0.015755-0.0071117i,0.013006-0.0053051i,0.01129-0.0027621i,0.0085881-0.00059619i,0.0041174+0.0023903i,-0.00098565+0.003859i,-0.004051+0.0018408i,-0.0045907-0.0009605i,-0.0027708-0.0025208i,0.00011214-0.0037702i,0.0006158-0.0042382i,-0.00064908-0.0014849i,-0.0016899+0.00062535i
0.012492-0.014912i,0.033605-0.022722i,0.054256-0.018194i,0.049371-0.0014068i,0.022167+0.014155i,0.0049923+0.015301i,0.010741+0.0045697i,0.018043-0.0029899i,0.019813+0.00013233i,0.018127+0.0033987i,0.0089648+0.0017254i,-0.0003778+0.0018776i,-0.0036054+0.0024281i,-0.003431+0.0013127i,-0.0018408+0.0015709i,-2.4982e-05+0.00067926i,0.0019136-0.0014646i,0.0026808-0.0034521i,0.0008645-0.0035631i,-0.00032649-0.00017066i,-0.00037742+0.0016291i,0.0001596+0.0003271i,0.0010341+0.00061398i
0.018047+0.004725i,0.03248+0.023701i,0.033256+0.043149i,0.019082+0.042083i,0.0054171+0.023532i,0.0041091+0.012908i,0.012914+0.014609i,0.0189+0.015408i,0.014127+0.01156i,0.0065685+0.0096925i,0.0027079+0.0084258i,0.0021692+0.0062889i,0.00073362+0.0037931i,-0.003116+0.0020546i,-0.0052961+0.0013049i,-0.003391-8.5753e-05i,0.00040944-0.0020991i,0.0034712-0.0036376i,0.0046667-0.0029666i,0.0031875-0.00052986i,0.00055935+0.0016535i,-0.0019405+0.0019305i,-0.0034964+0.00079971i
-0.0042455+0.021729i,-0.018458+0.044229i,-0.037204+0.053832i,-0.040658+0.042015i,-0.028763+0.019326i,-0.017293+0.0075042i,-0.010718+0.014832i,-0.0081883+0.020164i,-0.0065345+0.014493i,-0.0046804+0.0071862i,-0.001465+0.0012321i,-0.00056397-0.0021531i,-0.0017674-0.0005128i,-9.9937e-05+0.00057008i,0.0021745-0.0012165i,0.0026531-0.0022459i,0.0029639+0.00047965i,0.0041069+0.0040345i,0.0051317+0.00465i,0.0038956+0.0034399i,0.0024848+0.0030549i,0.0020047+0.0011334i,0.0008499-0.0019896i
